GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
ACT.11.11	Wakkati man nden, yimɓe tato njotti saare nde min ngonno. Goɗɗo neli ɓe haa am diga Kaysariya. 
ACT.11.12	Ruuhu wi'i yam mi yahda bee maɓɓe law, taa mi miijo. Nuɗɗinɓe njoweego ɓe'e boo njahdi bee am haa Kaysariya, min fuu min nasti haa saare Korneliyus. 
ACT.11.13	Korneliyus yecci min no o yi'ri malaa'ikaajo ɗon dari nder saare maako, wi'i mo: Nel goɗɗo haa Joppe ngam ewnoyaago Simon coometeeɗo Piyer. 
ACT.11.14	O wi'ete bolle ɗe kisnete, an e saare ma fuu. 
ACT.11.15	Nde mi fuɗɗi wolwugo, Ruuhu Ceniiɗo jippi dow maɓɓe bana jippori dow meeɗen haa fuɗɗam. 
ACT.11.16	Nden ciftormi ko Jawmiraawo wi'no yam: Yuhanna waɗi baptisma bee ndiyam, ammaa onon on njaɓan baptisma nder Ruuhu Ceniiɗo
ACT.11.17	Nde nii Allah hokki ɓe Ruuhu Ceniiɗo bana o hokkirno en ɗum, yaake en nuɗɗini Jawmiraawo men Yeesu Almasiihu, Kadi min mi moy haa mi dartano Allah?” 
ACT.11.18	Nde ɓe nani bolle ɗe'e, ɓe nde'iti, ɓe maŋgti Allah, ɓe mbi'i: “Asee, Allah holli yimɓe ummaatooje goɗɗe boo laawol tuubugo haa ɓe keɓa ngeendam!”
ACT.11.19	Nuɗɗinɓe caŋkitiiɓe daliila fitina ka waɗi yaake mbareeki Etiyen, njehi haa Finikiya e Kiprus e Antakiya. Walaa mo ɓe ngaazini, sey Yahuudu'en tan
ACT.11.20	Ammaa nuɗɗinɓe woɗɓe iwɓe haa Kiprus e Sirene ndilli Antakiya, ɓe ngaazi yimɓe wolwanɓe Yunaniŋkeere, ɓe ngecci ɓe Linjiila Jawmiraawo Yeesu. 
ACT.11.21	Jawmiraawo wondi bee maɓɓe, yimɓe ɗuuɗɓe tuubi, nuɗɗini Jawmiraawo.
ACT.11.22	Nde habaru man yotti jama'aare nuɗɗinɓe haa Urusaliima, ɓe neli Barnabas haa Antakiya. 
ACT.11.23	Nde o yotti, o yi'i no Allah barkiɗiniri yimɓe man, o seyi, o suusɗini ɓe fuu haa ɓe tokko hoolaago Jawmiraawo bee ɓernde woore, 
ACT.11.24	ngam Barnabas o goɗɗo booɗɗo, kebbinaaɗo Ruuhu e nuɗɗinki. Yimɓe ɗuuɗɓe nuɗɗini Jawmiraawo.
ACT.11.25	Nden Barnabas yehi wuro Tarsus tefoygo Sol. 
ACT.11.26	Nde o tawi mo, o yahri mo haa Antakiya. Ɓe njooɗi ton hitaande woore, ɓe njehi haa kawte jama'aare nuɗɗinɓe, ɓe ekkitini ummaatoore ɗuuɗnde. Haa Antakiya, nuɗɗinɓe aarti wi'eego Masiihiŋke'en.
ACT.11.27	Yaake man annabi'en woɗɓe ummi Urusaliima, njehi Antakiya. 
ACT.11.28	Gooto maɓɓe, bi'eteeɗo Agabus, dari caka yimɓe. Bee baawɗe Ruuhu Ceniiɗo o wi'i weelo saatuŋgo tammi waɗugo haa duniyaaru fuu. Ɗum waɗi boo nder zamanu laamiiɗo Kalawdiyus
ACT.11.29	Pukara'en mbaɗi anniya, koo moy maɓɓe nelda ko o waawi ngam wallugo nuɗɗinɓe wonɓe lesdi Yahudiya. 
ACT.11.30	Ɓe mbaɗi non. Ɓe neldi Barnabas e Sol bee dokke man, ɓe njahrani ɗe ndotti'en jama'aare nuɗɗinɓe.
ACT.12.1	Yaake man laamiiɗo Hirudus fuɗɗi torrugo yimɓe woɗɓe nder jama'aare nuɗɗinɓe. 
ACT.12.2	O mbari Yaakuba, deerɗiraawo Yuhanna bee kaafahi. 
ACT.12.3	Nde o yi'i ɗum fottani Yahuudu'en, o waɗi anniya naŋngugo Piyer boo. Ɗum waɗi nder nyalɗe juulde tamseeje ɗe ufnaaka. 
ACT.12.4	Nde o naŋngi mo, o maɓɓi mo nder fursina
ACT.12.5	Nii non ɓe ayniri Piyer nder fursina, ammaa jama'aare nuɗɗinɓe ɗon toro Allah ngam maako bee tiinaare.
ACT.12.6	Hirudus annini hiitaago mo jaŋngo. Jemmaare man Piyer ɗon ɗaani caka sooje'en ɗiɗo. Ɓe kaɓɓi mo bee callalluuji ɗiɗi, sooje'en boo ɗon ayna haa dammuɗe saare fursina. 
ACT.12.7	Ndaa, malaa'ikaajo Allah wari, annoora yayni nder suudu. Malaa'ikaajo dimmbi Piyer, findini mo, wi'i mo: “Umma law!” Ɗon nii callalluuji piisti haa juuɗe maako, njani. 
ACT.12.8	Nden malaa'ikaajo wi'i: “Taada, faɗɗa paɗe ma.” Piyer waɗi non, nden malaa'ikaajo wi'i mo: “Moja mojaare ma, tokkam.” 
ACT.12.9	Piyer tokki mo haa ɓe ngurti saare fursina. Ammaa o numaay nii ko malaa'ikaajo ɗonno waɗa ɗon laato bee gooŋga, o tammi ɗum koyɗol. 
ACT.12.10	Ɓe caali yeɓre sooje'en aynooɓe arannde, ɓe caali boo yeɓre ɗiɗawre, nden ɓe njotti dammugal njamndi fursina tiitiiŋgal berniwol. Parewal maɓɓiti feere muuɗum. Ɓe ngurti, ɓe tokki laawol, ɗon nii malaa'ikaajo go dilli, acci Piyer haa ton.
ACT.12.11	Nde Piyer heɓti hakkiilo muuɗum, o wi'i: “Jonta mi annditi fakat Jawmiraawo neli malaa'ikaajo muuɗum, hisni yam juŋngo Hirudus e ɗum ko yimɓe Yahuudu'en anninino waɗugo yam fuu.”
ACT.12.12	Nde o faami ko waɗi, o yehi haa saare Mariyama, daada Yuhanna coometeeɗo Markus. Yimɓe ɗuuɗɓe ɗon kawti ton, ɓe ɗon mbaɗa do'a. 
ACT.12.13	Piyer tappi parewal haa yolnde. Derkeejo debbo bi'eteeɗo Rode yehi laarugo ɗum moy. 
ACT.12.14	Nde o annditi daande Piyer, o seyi masin, ammaa o maɓɓitaay parewal, o doggi, o lori haa jooɗiiɓe go, o wi'i: Piyer ɗon dari yaasi. 
ACT.12.15	Ɓe mbi'i mo: “A ginnaaɗo na?” Ammaa o tokki wi'ugo ɓe: “Gooŋga, ɗum kaŋko.” Nden ɓe mbi'i: “Nden kam ɗum malaa'ikaajo maako.” 
ACT.12.16	Piyer tokki tappugo parewal. Nde ɓe maɓɓiti, ɓe ngi'i mo, nden ɓe kayɗini. 
ACT.12.17	O ɓaŋgtani ɓe juŋngo ngam haa ɓe njeeɗo, o tinndini ɓe no Jawmiraawo wurtiniri mo saare fursina. O wi'i: “Ngecce Yaakuba e deerɗiraaɓe woɗɓe haala ka'a.” Nden o dilli nokkuure feere.
ACT.12.18	Nde weeti, sooje'en cakli masin. Ɓe ɗon mbi'a: “Noy Piyer waɗi?” 
ACT.12.19	Hirudus ɗaɓɓiti mo, ammaa o heɓtaay mo. O dili sooje'en aynooɓe go, nden o umri ɓe mbara ɓe. Ɓaawoɗon Hirudus ummi Yahudiya, dilli Kaysariya, faɓɓoyi ton.
ACT.12.20	Hirudus tikkani yimɓe Tirus e yimɓe Sidon masin. Ɓe mooɓti, ɓe ngari haa maako. Ɓe aarti narrugo bee Balastus, kaliifaajo waaleteendu laamiiɗo haa o jiŋnga ɓe. Nden ɓe njehi haa Hirudus, ɓe tori mo sulhu, ngam yimɓe maɓɓe ɗon cooda nguure haa lesdi maako.
ACT.12.21	Nde nyalaade Hirudus ta'ino waɗi, o ɓorni limce laamu, o jooɗi haa leeso laamu, o wolwani ɓe. 
ACT.12.22	Yimɓe kooli, mbi'i: “Ɗum Allah wolwi, naa ɗum neɗɗo!” 
ACT.12.23	Ɗon nii malaa'ikaajo Jawmiraawo fiyi mo ngam o teddinaay Allah. Gilɗi nyaami mo, o maayi.
ACT.12.24	Ammaa wolde Allah tokki yahugo yeeso yeeso.
ACT.12.25	Nde Barnabas e Sol timmini kuugal maɓɓe haa Urusaliima, ɓe kootidi bee Yuhanna coometeeɗo Markus haa Antakiya.
ACT.13.1	Nder jama'aare nuɗɗinɓe Antakiya woodi annabi'en bee ekkitinooɓe. Ndaa inɗe maɓɓe: Barnabas, Simeyon coometeeɗo Ɓaleejo, Lusiyus mo Sirene, Manahen mo mawnidi bee Hirudus Antipas e Sol. 
ACT.13.2	Nyannde feere nde ɓe ɗon cujidana Allah, ɓe ɗon cuumo, Ruuhu Ceniiɗo wi'i ɓe: “Cuɓaneeɗam Barnabas e Sol ngam kuugal ngal mi ewnori ɓe.” 
ACT.13.3	Nden ɓe cuumi, ɓe mbaɗi do'a, ɓe mballini juuɗe dow maɓɓe, ɓe njaɓɓiti ɓe.
ACT.13.4	Bana nii Ruuhu Ceniiɗo neliri Barnabas e Sol. Ɓe njehi Selewkiya, diga ton ɓe nasti koommbowal
ACT.13.5	Nde ɓe njotti Salamis, ɓe ngaazi wolde Allah haa cuuɗi dewal Yahuudu'en. Yuhanna Markus ɗon bee maɓɓe, o balloowo maɓɓe.
ACT.13.6	Ɓe eeri gaɗa duunde, ɓe njotti Pafos. Ton ɓe tawi hiilaajo bi'eteeɗo Bar-Yeesu, o Yahuuduujo, pewoowo bi'anɗo o annabiijo. 
ACT.13.7	O soobaajo Sergiyus Pol, lawan duunde man. Lawan oo, woodi hakkiilo. O ewni Barnabas e Sol ngam o yiɗi nanugo wolde Allah. 
ACT.13.8	Ammaa Elimas - mo maana innde mum hiilaajo - dartani ɓe. O tefi haɗugo lawan nuɗɗingo. 
ACT.13.9	Ammaa Sol bi'eteeɗo Pol boo, kebbinaaɗo Ruuhu Ceniiɗo, suti hiilaajo go, 
ACT.13.10	wi'i: “Ɓii-Iblisa! A kebbinaaɗo faasikaare e halleende, a konneejo adilaaku fuu, tum a ɗon dartano laawol Allah gooŋgawol. 
ACT.13.11	Jonta Jawmiraawo fiyete: A wuman, a yi'ataa annoora naaŋge haa neeɓa seɗɗa.” Law nyiɓre ukkani mo, o wumi. O yiili o tefi goɗɗo ngam ɗowugo mo. 
ACT.13.12	Nde lawan man laari ko waɗi, o nuɗɗini, ekkitinol dow Jawmiraawo hayɗini mo masin.
ACT.13.13	Pol e wondiɗɗiraaɓe mum nasti koommbowal haa Pafos, ɓe ndilli haa Perge nder lesdi Pamfiliya. Ammaa Yuhanna Markus acci ɓe, lori Urusaliima. 
ACT.13.14	Kamɓe boo ɓe ummi Perge, ɓe ngari Antakiya nder lesdi Pisidiya. 
ACT.13.15	Ɓaawo jaŋnguki tawreeta Muusa e defte annabi'en, ardiiɓe suudu dewal neli haa Pol e wondiɗɗiraaɓe mum, ɓe mbi'i: “Deerɗiraaɓe, to on ngoodi bolle ngam wasaago yimɓe, mbolwe.” 
ACT.13.16	Nden Pol ummi, dari, ɓaŋgti juŋngo mum, wi'i:
ACT.13.16	“Isra'iila'en e yimɓe ummaatooje goɗɗe, hulɓe Allah, nananeeɗam! 
ACT.13.17	Allah mo yimɓe Isra'iila, suɓi kaakiraaɓe meeɗen, mawnini ɓe yaake ɓe ɗonno haa lesdi Misra. O wurtini ɓe Misra bee baawɗe muuɗum mawɗe
ACT.13.18	Duuɓi cappanɗe nayi o munyani ɓe nder ladde
ACT.13.19	O halki laamuuji joweeɗiɗi haa lesdi Kanaana, o marni yimɓe maako lesdi man
ACT.13.20	Ɗum fuu ɗum waɗi baakin duuɓi teemeɗɗe nayi e cappanɗe jowi.
ACT.13.20	Ɓaawoɗon o hokki ɓe alkaali'en haa yotti zamanu annabi Samuyila
ACT.13.21	Nden ɓe tori mo laamiiɗo, Allah hokki ɓe Sol ɓii Kis, goɗɗo lenyol Benyamin, o laamani ɓe duuɓi cappanɗe nayi
ACT.13.22	Nde Allah ɓorti Sol laamu, o hokki ngu Daawuda, o laamani ɓe. Ndaa ko Allah seedi dow Daawuda, o wi'i: Daawuda ɓii Yessa fottani yam, o waɗan ko ngiɗmi fuu
ACT.13.23	Haa danygol Daawuda oo, Allah waɗani Isra'iila'en kisnoowo fodde iinawol muuɗum, kaŋko woni Yeesu. 
ACT.13.24	Diga Yeesu siwaa wargo, Yuhanna waazini Isra'iila'en fuu, ɓe tuuba, ɓe njaɓa baptisma
ACT.13.25	Nde Yuhanna ɓadake timmingo kuugal mum, o wi'i yimɓe: On tammi min woni Almasiihu na? Aa'a, naa ɗum min. Ammaa woodi garanɗo ɓaawo am, mi he'aay fiistango mo paɗe
ACT.13.26	Yaa deerɗiraaɓe am, danygol Ibrahiima e yimɓe woɗɓe hulɓe Allah, haa meeɗen Allah neldi habaru kisndam ɗa'am! 
ACT.13.27	Ammaa yimɓe Urusaliima bee mawɓe muuɗum'en paamaay kaŋko woni kisnoowo, ɓe paamaay bolle annabi'en ɗe yimɓe njaŋngata 
ACT.13.28	Koo nde ɓe tawaay daliila hiitaago mo kiita mbareego, ɓe tori Pilaatu o mbara mo
ACT.13.29	Nde ɓe timmini waɗugo mo ko defte Allah mbi'no dow maako fuu, ɓe njippini mo diga leggal, nden ɓe mballini mo nder yenaande
ACT.13.30	Ammaa Allah ummitini mo diga maayde. 
ACT.13.31	Balɗe ɗuuɗɗe o waŋgani yahdunooɓe bee maako diga Galiili haa Urusaliima. Jonta kamɓe ngoni seedooɓe maako haa Isra'iila'en
ACT.13.32	Minin min ɗon ngaazina on Linjiila: Ko Allah iinanino kaakiraaɓe meeɗen, 
ACT.13.33	o hebbitinani en ɗum fuu, enen ɓiɓɓe maɓɓe, nde o ummitini Yeesu, bana ko winnda haa Yimre Jabuura ɗiɗawre:
ACT.13.33	An woni 
ACT.13.33	hannde mi danyi ma
ACT.13.34	Allah ummitini mo diga maayde, ngam taa o meeɗa nyolugo, bana o wi'no:
ACT.13.34	Mi barkiɗinte bee barkaaji am ceniiɗi e koolniiɗi,
ACT.13.34	bana mi wi'no Daawuda
ACT.13.35	Fahin bana o wi'i nder aayaaje goɗɗe:
ACT.13.35	A accataa Ceniiɗo ma nyola
ACT.13.36	Nde Daawuda huuwi nder zamanu muuɗum bana Jawmiraawo umrino, o maayi, ɓe uwi mo kommbi kaakiraaɓe maako, o nyoli. 
ACT.13.37	Ammaa mo Allah ummitini diga maayde, nyolataa. 
ACT.13.38	Sey anndon deerɗiraaɓe, barka maako yaafuye hakkeeji waazinaama on. Koo nde Tawreeta Muusa waawataa adilingo on, 
ACT.13.39	kaŋko o adilinan koo moy nuɗɗini mo. 
ACT.13.40	Kadi, kakkile, taa ko annabi'en mbi'no heɓa on:
ACT.13.41	Ndaare, onon mawnitiiɓe!
ACT.13.41	Kayɗine, kalke!
ACT.13.41	Ngam kuugal ngal mbaɗanmi nder balɗe mooɗon,
ACT.13.41	ɗum kuugal ngal on njaɓataa nuɗɗingo,
ACT.13.41	koo to goɗɗo yecci on habaru maajum
ACT.13.42	Nde Pol bee Barnabas ɗon ngurto suudu dewal Yahuudu'en, yimɓe tori ɓe, ɓe loro 
ACT.13.43	Nde yimɓe caŋkiti, Yahuudu'en ɗuuɗɓe e jananɓe, hulɓe Allah, tokkiiɓe diina Yahuudu'en ɗuuɗɓe tokki Pol e Barnabas. Ɓe mbolwani ɓe, cuusɗini ɓe ngam haa ɓe tabita nder mo'ere Allah.
ACT.13.44	Nde 
ACT.13.45	Nde Yahuudu'en ngi'i yimɓe ɗuuɗi, ɓe kaaji masin. Ɓe ngeddi wolde Pol, ɓe kuɗi mo. 
ACT.13.46	Ammaa Pol e Barnabas mbolwi bee dartaare, ɓe mbi'i: “Doole min aarta wolwango on wolde Allah. Ammaa nde nii on cali jaɓugo ɗum, on kiiti ko'e mon on ke'aay heɓugo ngeendam nduumiiɗam, min accan on, min njahan haa ummaatooje goɗɗe! 
ACT.13.47	Ngam kanjum woni umroore nde Jawmiraawo umri min, wi'i:
ACT.13.47	Mi waɗi ma a annoora ngam ummaatooje,
ACT.13.47	a yahra kisndam haa keeri duniyaaru
ACT.13.48	Nde yimɓe ummaatooje nani ɗum, ɓe ceyi, ɓe maŋgti wolde Jawmiraawo. Taaskitinaaɓe diga ɓooyma ngam ngeendam nduumiiɗam fuu nuɗɗini.
ACT.13.49	Wolde Allah saŋkiti koo toy haa lesdi man. 
ACT.13.50	Ammaa Yahuudu'en ummini ɓerɗe mawɓe wuro e tedda-asli'en, rewɓe hulɓe Allah. Ɓe ummini fitina dow Pol e Barnabas, ɓe ngurtini ɓe lesdi maɓɓe. 
ACT.13.51	Ɓe piɗɗi collaaje kosɗe maɓɓe
ACT.13.52	Ammaa pukara'en
ACT.14.1	Ɓaawo maajum Pol e Barnabas njehi Ikoniya, ɓe nasti suudu dewal Yahuudu'en, ɓe ngaazi. Yahuudu'en e yimɓe ummaatooje goɗɗe ɗuuɗɓe nuɗɗini. 
ACT.14.2	Ammaa Yahuudu'en saliiɓe nuɗɗingo, ummini ɓerɗe yimɓe ummaatooje goɗɗe, haa ɓe nganya nuɗɗinɓe. 
ACT.14.3	Nelaaɓe ɓe'e paɓɓi ton. Ɓe mbolwi haala Jawmiraawo bee dartaare. Jawmiraawo boo gooŋgɗini waazu mo'ere muuɗum bee hokkugo ɓe baawɗe waɗugo alaamaaji e kaayeefiiji. 
ACT.14.4	Yimɓe wuro cenndi geɓe ɗiɗi dow haala ka'a, woɗɓe tokki Yahuudu'en, woɗɓe boo tokki nelaaɓe.
ACT.14.5	Yimɓe ummaatooje goɗɗe bee Yahuudu'en e mawɓe muuɗum'en fuu mbaɗi anniya torrugo nelaaɓe bee fiɗugo ɓe bee kaa'e. 
ACT.14.6	Nde nelaaɓe nani ɗum, ɓe ndoggi ɓe ndilli haa Listira e Derbe, gure haa lesdi Likoniya e haa gure taariiɗe Ikoniya. 
ACT.14.7	Ton boo ɓe ngaazi Linjiila.
ACT.14.8	Haa Listira woodi goɗɗo mo kosɗe mum jiijiiɗe. O boosɗo diga danyeeki maako, o meeɗaay yahugo. 
ACT.14.9	O nani waazu Pol. Nde Pol suti mo, o faami goɗɗo man woodi nuɗɗinki ngam haa o yamɗitine, 
ACT.14.10	o towni sawtu, o wi'i: “Umma, dara dow kosɗe ma!” Goɗɗo man hafti, o fuɗɗi yahugo. 
ACT.14.11	Nde mooɓe ngi'i ko Pol waɗi, ɓe puɗɗi hoolugo bee wolde likoniire, ɓe mbi'i: “Ɗowanteeɓe nannduɓe bee yimɓe njippake haa meeɗen!” 
ACT.14.12	Barnabas, ɓe ewni ɗum Zes, Pol boo, ɓe ewni ɗum Hermes
ACT.14.13	Limanjo Zes mo suudu diina mum ɗonno yaasi wuro, waddi ga'i jaagnaaɗi bee pinndi bamaaɗi haa dammuɗe wuro. Kaŋko bee mooɓe fuu ngiɗi lii'anaago nelaaɓe kirseteeŋga. 
ACT.14.14	Nde Barnabas e Pol nani ɗum, ɓe ceeki limce maɓɓe, ɓe njawɗi, ɓe njehi caka mooɓre, ɓe towni sawtu, ɓe mbi'i: 
ACT.14.15	“Onon worɓe, koni mbaɗoton ɗum? Minin boo min yimɓe bana mon! Min ngari haa ɗo ngam min ngaazina on Linjiila, haa on acca kuuje meereeje ɗe'e, on nuɗɗina Allah geeto, tagɗo asama e lesdi e mbeela e ko woni nder maajum fuu. 
ACT.14.16	Naane o accino ummaatooje fuu tokko laabi muuɗum'en. 
ACT.14.17	Koo non fuu o ɗon waŋginira hoore maako bee kuuɗe booɗɗe. O ɗon toɓnana on iyeende diga asama, o ɗon waɗana on ƴaamnde, o ɗon ɗuuɗɗina nyaamdu mon e hayru mon.” 
ACT.14.18	Ammaa koo nde ɓe mbolwi bolle ɗe'e boo, bee daker ɓe kaɗiri mooɓre lii'anango ɓe kirseteeŋga.
ACT.14.19	Yahuudu'en woɗɓe ngari diga wuro Antakiya nder lesdi Pisidiya e wuro Ikoniya. Ɓe ummini mooɓe, haa ɓe piɗi Pol bee kaa'e, ɓe ndasi mo yaasi wuro, ɓe tammi o maayi. 
ACT.14.20	Ammaa nde pukara'en njehi, taari mo, o ummi, o lori wuro. Jaŋngo man o dillidi bee Barnabas haa Derbe.
ACT.14.21	Pol e Barnabas ngaazi Linjiila haa Derbe haa ɗuuɗɓe njaɓi tokkaago Yeesu. Nden ɓe lorti haa Listira e Ikoniya e Antakiya nder Pisidiya. 
ACT.14.22	Ɓe tiɗɗini nuɗɗinɓe, ɓe cemmbiɗini ɓe haa ɓe tabita nder nuɗɗinki. Nden ɓe mbi'i: “Sey bee boneeji ɗuuɗɗi en nastirta laamu Allah.” 
ACT.14.23	Haa jama'aaje nuɗɗinɓe fuu ɓe cuɓani ɓe ndotti'en. Ɓe mbaɗi do'a, ɓe cuumi, ɓe kalfini ɓe haa Jawmiraawo mo ɓe nuɗɗini.
ACT.14.24	Nde ɓe caali Pisidiya, ɓe njotti Pamfiliya. 
ACT.14.25	Ɓe ngaazini wolde Allah haa Perge, nden ɓe njehi Attaliya. 
ACT.14.26	Diga ton ɓe nasti koommbowal
ACT.14.27	Nde ɓe njotti Antakiya, ɓe mooɓti jama'aare nuɗɗinɓe, ɓe ngecci ɓe ko Allah waɗi bee juuɗe maɓɓe, no Allah maɓɓitiri laawol ngam haa ummaatooje goɗɗe nuɗɗina Yeesu. 
ACT.14.28	Ɓe paɓɓi haa ton bee nuɗɗinɓe balɗe ɗuuɗɗe.
ACT.15.1	Yimɓe woɗɓe ummi Yahudiya njehi Antakiya, anndini deerɗiraaɓe, mbi'i: “On keɓataa hisugo sonaa to on njaɓi juulnaago fodde ko tawreeta Muusa umri
ACT.15.2	Pol e Barnabas kujjotiri bee maɓɓe masin dow haala ka'a. Ngam maajum ɓe ndawri, Pol e Barnabas e yimɓe Antakiya woɗɓe njaha haa Urusaliima wolwango nelaaɓe e ndotti'en dow haala man.
ACT.15.3	Nden jama'aare nuɗɗinɓe hokki ɓe ko ɓe mari haaje ngam jahaaŋgal nga'al. Nde ɓe ɗon caalo nder Finikiya e Samariya, ɓe ngecci nuɗɗinɓe: Yimɓe ummaatooje goɗɗe boo nuɗɗini Allah. Habaru man seyni deerɗiraaɓe masin. 
ACT.15.4	Nde ɓe njotti Urusaliima, jama'aare nuɗɗinɓe e nelaaɓe e ndotti'en fuu njaɓɓi ɓe. Ɓe ngecci ɓe ko Allah waɗi bee juuɗe maɓɓe. 
ACT.15.5	Ammaa nuɗɗinɓe woɗɓe nder yeɓre Farisa'en ummi, mbi'i: “Sey ɓe njaɓa juulnaago, sey ɓe tokko tawreeta Muusa.”
ACT.15.6	Nelaaɓe e ndotti'en kawti, linyi haala ka'a. 
ACT.15.7	Ngeewta man wuli jaw. Nden Piyer ummi, wi'i: “Deerɗiraaɓe, on anndi diga ɓooyma Allah suɓi yam caka mooɗon haa mi waazina Linjiila haa yimɓe ummaatooje goɗɗe, haa ɓe nana, ɓe nuɗɗina
ACT.15.8	Allah, annduɗo ɓerɗe yimɓe fuu, seedanake ɓe nde o hokki ɓe Ruuhu Ceniiɗo bana no o hokkiri en ɗum
ACT.15.9	O waɗaay ferootiral hakkunde meeɗen e maɓɓe ngam o laɓɓini ɓerɗe maɓɓe nde ɓe nuɗɗini. 
ACT.15.10	Ngam man, koni on ngiɗi foondugo Allah bee yowango ɓe doŋngal nga'al? Koo enen, koo kaakiraaɓe meeɗen fuu, en mbaawaay roondaago ngal. 
ACT.15.11	Bana enen en nuɗɗini, en kisri bee mo'ere Jawmiraawo men Yeesu, non kamɓe boo ɓe kisri.”
ACT.15.12	Mooɓre fuu sirwi nde ɓe nani ko Barnabas e Pol ngecci ɓe fuu, ɓe anndini ɓe alaamaaji e kaayeefiiji ɗi Allah waɗi bee juuɗe maɓɓe caka ummaatooje goɗɗe. 
ACT.15.13	Nde ɓe timmini wolwugo, Yaakuba wi'i: “Deerɗiraaɓe, nananeeɗam! 
ACT.15.14	Jonta Simon yecci en bee laaɓɗum no Allah hakkilirani ummaatooje goɗɗe diga fuɗɗam, o suɓi woɗɓe maɓɓe haa ɓe laato ummaatoore maako. 
ACT.15.15	Haala ka'a yahdi bee wolde annabi'en bana ko winnda:
ACT.15.16	Jawmiraawo wi'i: Ɓaawoɗon mi loroto,
ACT.15.16	mi nyiɓtoto suudu Daawuda yibbunoondu
ACT.15.16	mi nyiɓtoto bille maaru,
ACT.15.16	mi darnan ndu,
ACT.15.17+ACT.15.18	ngam haa luttuɓe fuu ngaylito haa Jawmiraawo,
ACT.15.17+ACT.15.18	non boo yimɓe ummaatooje goɗɗe ɗe innde am ewna dow muuɗum'en,
ACT.15.17+ACT.15.18	non Jawmiraawo wi'i,
ACT.15.17+ACT.15.18	kaŋko o waŋgini kuuje ɗe'e diga ɓooyma
ACT.15.19	Ngam maajum min, mi yerdi numo ngo'o: “Taa en cakla yimɓe ummaatooje goɗɗe, nuɗɗinɓe Allah. 
ACT.15.20	Ndikka en mbinndana ɓe haa ɓe ndeento e kusel lii'anaaŋgel labbi e daakaareeku e ko hirsaaka e ƴiiƴam boo
ACT.15.21	Ngam diga ɓooyma ɓe ɗon ngaazina tawreeta Muusa nder berniiji fuu, ɓe ɗon njaŋnga ka nder cuuɗi dewal Yahuudu'en kala 
ACT.15.22	Nden nelaaɓe e ndotti'en e jama'aare nuɗɗinɓe fuu ngerdi cuɓi woɗɓe maɓɓe, ngam ɓe nela ɓe haa Antakiya bee Pol e Barnabas. Ɓe cuɓi Yahuuda bi'eteeɗo Barsabas e Silas. Ɓe ɗiɗo fuu, ɓe ardiiɓe caka deerɗiraaɓe. 
ACT.15.23	Ɓe neldi ɓe bee bataakewol ngo'ol:
ACT.15.23	“Minin nelaaɓe e ndotti'en, deerɗiraaɓe mon, min koofni on, onon deerɗiraaɓe ɓe ummaatooje goɗɗe wonɓe haa Antakiya e Siriya e Silikiya. 
ACT.15.24	Min nani woɗɓe amin njehi haa mon, njiiɓi on, cakli on bee bolle muuɗum'en. Ammaa minin min nelaay ɓe. 
ACT.15.25	Ngam maajum min ndawri, min narri, min cuɓi woɗɓe, min nela ɓe haa mooɗon. Ɓe njahdan bee yiɗaaɓe men Barnabas e Pol. 
ACT.15.26	Yimɓe ɓe'e kasdi koo maayugo ngam innde Jawmiraawo meeɗen Yeesu Almasiihu. 
ACT.15.27	Ngam maajum min neldi on Yahuuda e Silas. Kamɓe ɓe ngeccan on habaru man bee kunnduɗe maɓɓe. 
ACT.15.28	Ɗum fottani Ruuhu Ceniiɗo bee amin fuu taa min ɓesdana on doŋngal feere sonaa umrooje kaanduɗe ɗe'e: 
ACT.15.29	Ndeente e kusel lii'anaaŋgel labbi e ƴiiƴam e ko hirsaaka e daakaareeku. On mbaɗi ko wooɗi to on kaɗi ko'e mon kuuje ɗe'e. Njooɗe jam.”
ACT.15.30	Yimɓe ɓe'e acci ɓe, njippi Antakiya. Nde ɓe njotti ton, ɓe mooɓti nuɗɗinɓe fuu, ɓe ndokki ɓe bataakewol man. 
ACT.15.31	Nde ɓe njaŋngi ngol, ɓe ceyi nanugo haala maagol, ngol semmbiɗini ɓe. 
ACT.15.32	Yahuuda e Silas, laatiiɓe annabi'en, mbolwani ɓe bolle ɗuuɗɗe, sembiɗini ɓe, tiɗɗini ɓe. 
ACT.15.33	Nde ɓe paɓɓi haa ton seɗɗa, deerɗiraaɓe ɗofti ɓe, njaɓɓiti ɓe, torani ɓe salaaman. Nden ɓe lori haa nelɓe ɓe. [
ACT.15.34	Ammaa Silas jooɗi ton.]
ACT.15.35	Pol e Barnabas paɓɓi haa Antakiya. Kamɓe e woɗɓe ɗuuɗɓe, ɓe ekkitini yimɓe, ɓe ngaazi ɓe Linjiila, wolde Jawmiraawo.
ACT.15.36	Ɓaawo nyalɗe seɗɗa, Pol wi'i Barnabas: “En loro, en ndaara deerɗiraaɓe haa berniiji haa en ngaazino wolde Jawmiraawo fuu, haa en ndaara no ɓe mba'i.” 
ACT.15.37	Barnabas yiɗi Yuhanna bi'eteeɗo Markus yahda bee maɓɓe, 
