GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
ISA.38.1	Nder wakkati man Hezekiya nyawi haa o ɓadake maayugo. Annabi Esaaya ɓii Amoosa wari laarugo mo, wi'i: “Ndaa nii Jawmiraawo wi'i: Saa'i waɗi, umru saare ma alkawal, ngam a yeeɗataa, a maayan.” 
ISA.38.2	Nden Hezekiya wayliti gal mahol. O tori Jawmiraawo, 
ISA.38.3	o wi'i: “Yaa Jawmiraawo, siftor no mi yeeɗiri yeeso maaɗa bee gooŋga e ɓernde woore, no kuuwrumi ko fottani ma.” Hezekiya woyi masin.
ISA.38.4	Nden Jawmiraawo wolwani Esaaya, wi'i: 
ISA.38.5	“Yah, wi' Hezekiya: Ndaa nii Jawmiraawo Allah kaaka ma Daawuda wi'i: Mi nani tornde ma, mi yi'i gonɗi ma. Ndaa, mi ɓesdante duuɓi sappo e jowi. 
ISA.38.6	Mi hisnete, an bee berniwol ngo'ol diga juŋngo laamiiɗo Assuura. Mi aynan berniwol ngo'ol. 
ISA.38.7	Kanjum laatante alaama diga Jawmiraawo, haa o hebbina koŋngol ngol o wolwi: 
ISA.38.8	Ndaa, mi lornan ɗowdi ɓaawo bee jaaɓruɗe sappo dow jaaɓruɗe Akas saa'i naaŋge ɗon loro ɓaawo.” Naaŋge lorti bee jaaɓruɗe sappo dow jaaɓruɗe haa nge jippino.
ISA.38.9	Ɓaawo Hezekiya, laamiiɗo Yahuuda yamɗiti e nyawu muuɗum, o winndi bolle ɗe'e: 
ISA.38.10	“Mi numi: Haa reeta balɗe am ngonmi, doole mi dilla, mi nasta dammuɗe joonde maayɓe, mi sooya duuɓi am luttuɗi. 
ISA.38.11	Mi numi mi meetataa yi'ugo Jawmiraawo nder lesdi yeeɗɓe. Mi meetataa laarugo yimɓe caka jooɗiiɓe nder duniyaaru. 
ISA.38.12	Jooɗorde am ittaama, nde yahraama daayiiɗum bana laymaaru waynaaɓe. Mi taggi yoŋki am bana cannyoowo taggirta limce. O ta'i yam e geesewol. Mi numi: Hakkunde nyalawma e jemma o timminan yoŋki am. 
ISA.38.13	Jemma fuu mi wooki, ngam o yewi i'e am fuu bana mbarooga. Mi numi: O timminan yoŋki am law. 
ISA.38.14	Mi siiki bana collel zawleeru, mi uumi bana poola. Gite am comi tijjaago dow. Yaa Jawmiraawo, mi ɓilliiɗo, yiidam! 
ISA.38.15	Ɗume mi wi'ata mo? Ngam o jaabi yam, kaŋko waɗi ɗum. Mi yeeɗan duuɓi am fuu bee mettamɓeram nder nafsu, mi jaŋkiniiɗo.
ISA.38.16	Jawmiraawo ɗon wondi bee yimɓe muuɗum. Ɓe ngeeɗan e ruuhu maako yeeɗinan ko ɗon nder maɓɓe fuu. A nyawndatam, a yeeɗinan yoŋki am.
ISA.38.17	Ndaa, mettamɓeram sannji warti salaaman. A yiɗi yam, a hisni yam diga ngaska halkere, a sakkini hakkeeji am fuu ɓaawo ma. 
ISA.38.18	Ngam joonde maayɓe yettataa ma, waade boo maŋgtataa ma. Nastuɓe nder ngaska tammortaako gooŋgaaku ma. 
ISA.38.19	Ammaa geeto yettete, sey geeto tan, sey kaŋko yettete bana am hannde. Baaba anndinan ɓikkoy gooŋgaaku ma. 
ISA.38.20	Jawmiraawo hisni yam! Sey en ngimana mo bee moolooji ngeendam men fuu nder haykaliiru Jawmiraawo.”
ISA.38.21	Esaaya wi'i ɓe koo'a tamre ibbe joorɗe, ɓe takka ɗum dow ɓuudi, ngam haa laamiiɗo yamɗita. 
ISA.38.22	Ammaa Hezekiya ƴami: “Alaama kaye gooŋɗinta mi heɓan yahugo haa haykaliiru Jawmiraawo?”
ISA.39.1	Saa'i maajum Merodak-Baladan ɓii Baladan, laamiiɗo Baabila neldi bataakewol e dokkal haa Hezekiya. Ngam o nani Hezekiya nyawino, yamɗiti. 
ISA.39.2	Hezekiya seyori ɗum. O holli nelaaɓe sigordu ndesaaje maako, cardi e kaŋŋeeri e uurle e nebbam caɗɗam, non boo suudu balmi e ko woni nder ndesaaje maako fuu. Walaa ko o suuɗani ɓe nder saare maako e nder maral maako.
ISA.39.3	Nden annabi Esaaya wari haa laamiiɗo Hezekiya, ƴami mo: “Ɗume worɓe ɓe'e mbi'i? Diga toy ɓe ngari?” Hezekiya jaabi: “Diga lesdi ndaayiindi ɓe ngari, diga Baabila, ngam laarugo yam.” 
ISA.39.4	O ƴami: “Ɗume ɓe ngi'i nder saare ma?” Hezekiya jaabi: “Ɓe ngi'i koo ɗume ko woni nder saare am fuu. Walaa ko mi suuɗani ɓe nder ndesaaje am.” 
ISA.39.5	Esaaya wi'i Hezekiya: “Nan koŋngol Jawmiraawo honooɓe asama: 
ISA.39.6	Ndaa, nyalɗe ɗon ngara, ɓe njahran haa Baabila ko woni nder saare ma fuu, ɗum ko kaakiraaɓe ma mbaagi haa wargo hannde, walaa ko luttata sam. Non Jawmiraawo wi'i. 
ISA.39.7	Ɓe koo'an woɗɓe nder danygol maaɗa, haa ɓe laato saraaki'en nder laamorde laamiiɗo Baabila
ISA.39.8	Hezekiya wi'i Esaaya: “Koŋngol Jawmiraawo ngol mbolwuɗa, ngol wooɗi.” O wi'i: “Nder balɗe am kam, jam e salaaman ɗon!”
ISA.40.1	“Nde'itine ummaatoore am, nde'itine nde”, non Allah mooɗon wi'i. 
ISA.40.2	“Mbelne ɓerɗe yimɓe Urusaliima. Anndine ɓe, konu maɓɓe timmi, aybe maɓɓe yaafaama, ɓe keɓi diga juŋngo Allah ngeenaari hakkeeji maɓɓe cowi ɗiɗi.”
ISA.40.3	Goɗɗo ɗon hoola nder ladde: “Mo'inane Jawmiraawo laawol, mbaɗane Allah men buuwol darnuŋgol nder ladde hamaadaare
ISA.40.4	Waadiwol fuu towta, hooseere e towndiire fuu leesta. Lesdi kooseeje laato yayre, nokkuuje towɗe boo laato waadiwol. 
ISA.40.5	Tedduŋgal Jawmiraawo waŋgan, yimɓe fuu ngi'an ɗum, ngam hunnduko Jawmiraawo wi'i ɗum
ISA.40.6	Goɗɗo wi'i: “Wooynu!” Mi ƴami: “Ɗume mi wooynata?” – “Wooynu: Yimɓe fuu nanndi bee fuɗŋgooji, ɗelko mum fuu bana pinndi ladde. 
ISA.40.7	Fuɗŋgooji njooran, pinndi ɗaylan, to poofɗe Jawmiraawo puufi dow maajum. Fakat yimɓe nanndi bee fuɗŋgooji. 
ISA.40.8	Fuɗŋgooji njooran, pinndi ɗaylan, ammaa wolde Allah meeɗen tabitan haa foroy
ISA.40.9	Wa'a dow hooseere townde, an Siyona, gaazoowo habaru seyo! Townu sawtu ma bee semmbe, an Urusaliima, gaazoowo habaru seyo! Townu sawtu, taa hul! Wi' gure Yahuuda: “Ndaa Allah mooɗon!” 
ISA.40.10	Ndaa, Jawmiraawo Allah ɗon wara bee baawɗe. Baawɗe maako ke'i ngam laamaago. Ndaa, ngeenaari maako ɗon wondi bee maako, mbarjaari maako ɗon ardo mo
ISA.40.11	O duran tokkere maako bana gaynaako. O mooɓtan e o hoo'an mbaaloy dow juuɗe maako, o roondoto koy haa wiɓɓere maako. O ɗowan baali musinanɗi bee hakkiilo
ISA.40.12	Moy foondi ndiyamji nder newre mum? Moy heerori asamanji bee hapakaare? Moy foondi mbulwuldi duniyaaru fuu bee etirgal? Moy foondi kooseeje dow awnorɗum e towndiije bee taasaaje? 
ISA.40.13	Moy foondi Ruuhu Jawmiraawo, moy woni dawroowo ekkitinɗo mo
ISA.40.14	Bee moy o waadi sawari haa o heɓa anndal? Moy ekkitini mo kiita ngooŋɗuka? Moy faamtini mo hikma? Moy anndini mo laawol faamu?
ISA.40.15	Ndaa, ummaatooje nanndi bee toɓɓere haa yaasi cafgal, teddeeŋga maaje bana teddeeŋga jaareeŋgel dow awnorɗum, duuɗe boo bana collaayel. 
ISA.40.16	Laynde Libanon he'ataa huɓɓugo yiite ngam maako, dabbaaji maare ke'ataa ngam lii'aneego bana guleteeɗi. 
ISA.40.17	Ummaatooje fuu laati meere yeeso maako, o ɗon laara ɗe bana meereejum koros.
ISA.40.18	Bee moy nanndinton Allah? Bee suura kaye nanndinton mo? 
ISA.40.19	Ɓolinoowo ɓolinan lawru, tappoowo suddan ndu bee kaŋŋeeri, o waɗanan ndu callalluhoy cardi
ISA.40.20	Talakaajo mo waawataa hokkugo irin dokkal nga'al, suɓan leggal ngal nyolataa. Nden o ɗaɓɓitan cehoowo baawɗo, haa o sehana mo lawru ndu dimmbataako.
ISA.40.21	On anndaa ɗum na? On nanaay ɗum na? Ɓe ngeccaay on ɗum diga fuɗɗam na? On paamaay ɗum diga caɓɓuki duniyaaru na? 
ISA.40.22	Kaŋko o ɗon jooɗi haa dow taarde duniyaaru, jooɗiiɓe nder maaru laati bana baɓɓatti. O ɗon we'ita asamanji, o ɗon yaajina ɗi bana suudu laymaaru, haa o wartira ɗi jooɗorde maako. 
ISA.40.23	O ɗon laatina laamiiɓe huunde meere, o ɗon laatina hiitooɓe duniyaaru huunde meere. 
ISA.40.24	Neeɓaay ɓe njube, neeɓaay ɓe aawe, neeɓaay leggal maɓɓe waɗi ɗaɗi nder lesdi, o fuufa dow maɓɓe, ɓe njooran. Henndu saatundu wiftoto ɓe bana nyaande.
ISA.40.25	Kadi, bee moy nanndinton Allah Ceniiɗo haa o nannda bee maako? 
ISA.40.26	Tijje dow, ndaare! Moy tagi koode ɗe ngi'oton? Kaŋko yahrata ɗe fuu bana sooje'en haa konu, o ɗon ewno ɗe fuu innde bee innde. Ngam baawɗe maako mawɗe e semmbe maako ɗuuɗnde, walaa koo woore maaje majji.
ISA.40.27	Onon yimɓe Isra'iila, danygol Yaakubu, koni mbi'oton: “Joonde am suuɗanake Jawmiraawo, Allah hakkilantaa gooŋga am!” 
ISA.40.28	On anndaa ɗum na? On nanaay ɗum na? Jawmiraawo, Allah duumiiɗo tagi keeri duniyaaru. O somataa, o tampataa, hakkiilo maako heɓtataake. 
ISA.40.29	O ɗon hokka comɗo semmbe, o ɗon ɗuɗɗinana tampuɗo baawɗe. 
ISA.40.30	Derke'en coman, tampan, suka'en boo ndo'oto do'ere naawnde. 
ISA.40.31	Ammaa hoolotooɓe Jawmiraawo, semmbe muuɗum'en hesɗitan, ɓe piiran bana dute. Ɓe ndoggan, ammaa ɓe tampataa. Ɓe njahan, ammaa ɓe comataa.
ISA.41.1	“Onon duuɗe, njeeɗe haa on nanammi. Sey ummaatooje kesɗitina semmbe muuɗum'en, ɗe ɓadito, ɗe mbolwa. Ɓadotiren haa mbaɗen kiita. 
ISA.41.2	Moy ummini jaalotooɗo haa fuunaaŋge, hokki mo jaalorgal koo toy o yahata fuu? Moy hokki mo ummaatooje, leestinani mo laamiiɓe? Kaafahi maako ɗon wartira ɗe collaaje, lagaawal maako ɗon wartira ɗe nyaande nde henndu ruuynata. 
ISA.41.3	O ɗon taasna ɗe, o ɗon saalo jam dow laawol ngol kosɗe maako meeɗaay tokkaago. 
ISA.41.4	Moy waɗi ɗum? Moy waɗi ɗum, sonaa min, ewniiɗo gide yimɓe diga fuɗɗam? Min Jawmiraawo mi arano, mi wonan boo bee ɓaawo'en! 
ISA.41.5	Duuɗe ngi'i ɗum, ɗe kuli. Keeri duniyaaru ndiwni, ɓaditi, ngari.
ISA.41.6	Yimɓe ɗon mballotira, koo moy ɗon wi'a keeddiɗɗum: Semmbiɗiɗ! 
ISA.41.7	Baɗoowo sanaa'a ɗon semmbiɗina ɓolinoowo, tappoowo kaŋŋeeri ɗon semmbiɗina kilaajo tappoowo dow daada-kilaaru. O ɗon wi'ana takkuki njamndi: Ki wooɗi. Nden o tiggan lawru bee suufuuje ngam taa ndu dimmbo.
ISA.41.8	Ammaa an, Isra'iila
ISA.41.9	mi jogi ma diga keeri duniyaaru, mi ewni ma diga nokkuuje maaru ɓurɗe daayaago, mi wi'i ma: An woni suka am, mi suɓi ma, mi wudinaay ma! 
ISA.41.10	Taa hul, ngam mi ɗon wondi bee ma! Taa laar koo toy bee kulol, ngam min woni Allah maaɗa. Mi semmbiɗinte, mi yiidete, mi jogoto ma bee nyaamo am jaalotooŋgo.
ISA.41.11	Ndaa, tikkananɓe ma fuu cemtan, toskoto. Jokkiranɓe bee ma laatoto meere, ɓe kalkan. 
ISA.41.12	A ɗaɓɓitan wanyɓe ma, ammaa a tawataa ɓe. Honɓe ma laatoto huunde meere. 
ISA.41.13	Ngam min Jawmiraawo Allah maaɗa mi ɗon jogo nyaamo ma, min bi'ɗo ma: Taa hul, mi yiidete.”
ISA.41.14	Jawmiraawo wi'i: “Taa hul, an ngilŋgel Yaakubu! An peetum Isra'iila, mi yiidete! Min Ceniiɗo Isra'iila, mi coottoowo ma. 
ISA.41.15	Ndaa, mi waɗi ma bana corɓirɗum ceeɓɗum, kesum, marɗum nyii'e ɗuuɗɗe. A sorɓan kooseeje, a naman ɗe, a wartiran towndiije bana nyaande. 
ISA.41.16	A jaartan ɗe, haa henndu wifa ɗe, henndu saatundu saŋkita ɗe. Ammaa an a seyorto Jawmiraawo, a jurorto Ceniiɗo Isra'iila.
ISA.41.17	Laafuɓe e yurumɓe ɗon ɗaɓɓita ndiyam, ɗam woodaa. Ɗemɗe maɓɓe ɗon njoora ngam ɗomka. Min Jawmiraawo mi jaɓanan ɓe tornde maɓɓe. Min Allah Isra'iila mi accataa ɓe. 
ISA.41.18	Mi ɓulnan maaje dow towndiije cooke, ceeɓooje boo caka waadiiji. Mi wartiran ladde weendu ndiyam, lesdi njoorndi boo ceeɓooje ndiyam. 
ISA.41.19	Nder harde njo'inanmi leɗɗe cemmbiɗɗe e leɗɗe gaware e asuraaje e jaytunje. Nder ladde njubotoomi leɗɗe booɗɗe e irin leɗɗe booɗɗe mawɗe e pamare 
ISA.41.20	ngam haa ɓe ngi'a ɓe annda, ɓe ndaara, ɓe paama ɓe fuu, min Jawmiraawo waɗi ɗum, min Allah Ceniiɗo Isra'iila tagi ɗum.”
ISA.41.21	Jawmiraawo, laamaniiɗo danygol Yaakubu wi'i: “Onon labbi ummaatooje, anndine wullaandu mon, mbaŋgine hujjaaji mon! 
ISA.41.22	Mbaŋgine ɗi, anndine min ko tammi laataago! Paamtine min kuuje ɓooymaaje no ɗe mba'i, haa min kakkilana ɗe, min annda no ɗe laatorto. Malla ngecce min kuuje garanɗe. 
ISA.41.23	Mbi'e min ko warata ɓaawoɗon, nden min anndan on ɗowanteeɓe. Kadi mbaɗe booɗɗum malla kalluɗum, haa min kayɗina, min kula. 
ISA.41.24	Ndaa, on laatake huunde meere, kuugal mooɗon boo ɗum meereejum koros. Mo suɓi on, laati nyidduɗo.
ISA.41.25	Mi ummini goɗɗo woyla, o wari. Haa fuunaaŋge ewniimi innde maako. O yaaɓan mawɓe bana loope, bana mahoowo payanɗe yaaɓirta loope kecce. 
ISA.41.26	Moy caka mooɗon anndini ɗum diga fuɗɗam, haa min annda ɗum? Moy wi'i ɗum diga wakkati ɓooyma, haa min mbi'a: Gooŋga! Walaa anndinɗo ɗum, walaa geccuɗo ɗum, walaa nanɗo bolle mon. 
ISA.41.27	Aartuɗo yottaago haa Siyona wi'i: Ndaa, ndaa ɓe! Mi ɗon hokka Urusaliima gaazoowo habaru seyo. 
ISA.41.28	Mi ɗon laara ɗowanteeɓe ɓe'e, ammaa mi yi'ataa koo moy. Walaa carwoowo caka maɓɓe. Walaa jaabotooɗo to mi ƴami. 
ISA.41.29	Ndaa, ɓe fuu maɓɓe ɓe huunde meere. Kuuɗe maɓɓe ɗe meere. Labbi maɓɓe ɗi henndu sookru.”
ISA.42.1	Jawmiraawo wi'i: “Ndaa suka am, mi jogoto mo, o cuɓaaɗo am mo yoŋki am seyorto ɗum. Mi waɗi Ruuhu am dow maako. O waŋginanan ummaatooje kiita ndarnuka
ISA.42.2	O wookataa, o townataa sawtu, walaa nananɗo daande maako haa laabi. 
ISA.42.3	O yewataa kewal nyobbaaŋgal. O nyifataa pittirlayel cuuraaŋgel. Fakat o tabitinan kiita ngooŋɗuka. 
ISA.42.4	Kaŋko o tampataa, o tiinoto haa to o tabitini kiita ngooŋɗuka nder duniyaaru. Duuɗe ɗon ndeena ekkitinol maako
ISA.42.5	Allah Jawmiraawo mo tagi asamanji, we'iti ɗi, mo waɗi lesdi e fuɗŋgooji maari, mo hokki yimɓe wonɓe dow maari poofɗe e yahooɓe dow maari ruuhu – ndaa nii o wi'i suka maako
ISA.42.6	“Min Jawmiraawo mi ewnori ma ngam adilaaku. Mi naŋngan juŋngo ma, mi aynete, bee maaɗa kaɓɓiranmi alkawal bee yimɓe, bee maaɗa ndokkiranmi ummaatooje annoora
ISA.42.7	haa mbumtina wumɓe, ngurtina haɓɓaaɓe diga fursina, jooɗiiɓe nder nyiɓre boo diga yaŋgada muuɗum'en. 
ISA.42.8	Min woni Jawmiraawo, kanjum woni innde am. Mi hokkataa ɗowanteeɗo goɗɗo tedduŋgal am, mi senndataa maŋngu am bee labbi. 
ISA.42.9	Kuuje aartanɗe laatake. Jonta kuuje kese anndinanmi. Hiddeko ɗe puɗɗa, ngeccanmi on ɗe.”
ISA.42.10	Ngimane Jawmiraawo yimre hesre, ngime maŋgtoore maako haa keeri duniyaaru, onon yahooɓe dow mbeela e ko hebbini nga, onon duuɗe e jooɗiiɓe ton! 
ISA.42.11	Sey ladde hamaadaare bee gure gonɗe nder maare towna sawtu, non boo kawyeeji yimɓe Keedar. Sey jooɗiiɓe dow tapaare mbelmbelta, ɓe mbaɗa gookaali seyo dow geereeje kooseeje! 
ISA.42.12	Sey ɓe teddina Jawmiraawo, ɓe anndina maŋgtoore maako haa duuɗe!
ISA.42.13	Jawmiraawo ɗon wurto bana jaaliiɗo, bana konoowo o ɗon ummina tikkere maako saatunde. O ɗon hoola, o ɗon wooka wookaandu konu. O ɗon jaalo konne'en maako. 
ISA.42.14	Allah wi'i: “Duuri mi sirwi, mi jeeɗi, mi naŋgti hoore am. Jonta ngookanmi bana debbo ɓesnanɗo, mi foofan, mi laahan. 
ISA.42.15	Mi ferwinan kooseeje e towndiije, mi ɗaylinan haako maaje fuu. Mi wartiran maaje ndiyam lesdi njoorndi, mi ɓeeɓnan beeli. 
ISA.42.16	Mi yahran wumɓe dow laawol ngol ɓe anndaa, mi ɗowan ɓe dow laabi ɗi ɓe anndaa. Nyiɓre yeeso maɓɓe, mi wartiran nde jayŋgol, laawol leliiŋgol boo darnuŋgol. Kanjum mbaɗanmi, mi accataa ɗum sam. 
ISA.42.17	Hooliiɓe labbi cehaaɗi, ewnotooɓe suuraaji ɓolinaaɗi ɗowanteeɓe muuɗum'en, ɓe loroto ɓaawo, ɓe cemta.”
ISA.42.18	“Nane, onon fahɓe! Onon wumɓe boo, ndaare, ngi'e! 
ISA.42.19	Moy woni bumɗo, sonaa suka am? Moy woni paho bana nelaaɗo am mo nelanmi ɗum? Moy woni bumɗo bana ɗakkotirɗo bee am, moy woni paho bana suka Jawmiraawo? 
ISA.42.20	On ngi'i ɗuuɗɗum, ammaa on kakkilanaay ɗum. Noppi mon maɓɓiti, ammaa on nanaay.” 
ISA.42.21	Ɗum fottani Jawmiraawo o waŋgina maŋngu tawreeta maako, o teddina ka ngam daliila adilaaku maako. 
ISA.42.22	Ammaa yimɓe ummaatoore nde'e ɓe jaɓtaaɓe, ɓortaaɓe. Ɓe maɓɓaaɓe nder gasɗe, suuɗiiɓe nder cuuɗi kaɓɓorli. Ɓe laati keɓal konu, walaa kisnanɗo ɓe. Ɓe jaɓtaaɓe, ammaa walaa bi'anɗo: Hokkitam!
ISA.42.23	Moy caka mooɗon nanata kuuje ɗe'e? Moy heɗititto, moy hakkilanta ɗum nder nyalɗe garanɗe? 
ISA.42.24	Moy hokki Isra'iila, danygol Yaakubu haa juuɗe jaɓtooɓe? Naa ɗum Jawmiraawo mo mbaɗɗen hakke dow muuɗum? Ɓe cali tokkaago laabi maako, ɓe ɗowtanaaki tawreeta maako. 
ISA.42.25	Ngam maajum o rufi tikkere maako saatunde e o ukki konu caatuŋgu dow maɓɓe. Ɗum ukki dow maɓɓe koo toy fuu bana yiite, ammaa ɓe paamaay. Ɗum wuli ɓe, ammaa ɓerɗe maɓɓe njaɓaay.
ISA.43.1	Ammaa jonta, an Isra'iila
ISA.43.2	To a ɗon ta'a caka ndiyam lugguɗam, min mi wondan bee maaɗa, to a ɗon taƴta maaje, ɗe moɗataa ma. To a nasti yiite, a wulataa, ɗemŋgal yiite naawnataa ma. 
ISA.43.3	Ngam min woni Jawmiraawo Allah maaɗa, min Ceniiɗo Isra'iila, mi kisnoowo ma. Mi hokkan Misra ngam soottugo ma, Etiyopiya e Seba mbattudi ma. 
ISA.43.4	A ɗon bee saman haa gite am, a tedduɗo, mi yiɗi ma boo. Ngam maajum ndokkanmi ummaatooje goɗɗe mbattudi ma ngam hisnugo yoŋki ma. 
ISA.43.5	Taa hul, ngam min mi ɗon wondi bee ma. Diga fuunaaŋge kooranmi danygol ma, diga hiirnaaŋge boo mooɓtanmi yimɓe ma. 
ISA.43.6	Mi wi'an woyla: Yooftu ɓe! Mi wi'an fombina boo: Taa jogita ɓe! Acce ɓiɓɓe am worɓe e rewɓe ngara diga daayiiɗum, diga keerol duniyaaru. 
ISA.43.7	Ɓe ewnaaɓe bee innde am, mi tagi ɓe ngam mawninki tedduŋgal am.”
ISA.43.8	Ngurtine ummaatoore nde'e: Nde woodi gite, ammaa nde yi'ataa. Nde woodi noppi boo, ammaa nde nanataa! 
ISA.43.9	Ummaatooje fuu mooɓotira, jama'aaje fuu kawta. Moy caka ɗowanteeɓe maɓɓe anndinta en kuuje garanɗe? Moy caka maɓɓe anndinta kuuje ɓooymaaje? Sey ɓe ndarna seedooɓe maɓɓe ngam ɓe ngooŋɗina ko'e maɓɓe, haa en nana, en mbi'a: Gooŋga.
ISA.43.10	Jawmiraawo wi'i: “Onon yimɓe Isra'iila on seedanooɓe yam, onon on sukaaɓe am ɓe cuɓmi ɗum, haa on anndammi, on nuɗɗinammi, on paama ɗum min. Walaa ɗowanteeɗo aarti yam, non boo walaa mo laatoto ɓaawo am. 
ISA.43.11	Min woni Jawmiraawo, walaa kisnoowo sonaa min. 
ISA.43.12	Mi anndini, mi hisni, mi wooyni. Walaa ɗowanteeɗo jananno meeɗi waɗugo ɗum caka mooɗon.” Jawmiraawo wi'i: “Onon on seedanooɓe yam, min boo mi Allah. 
ISA.43.13	Koo yeeso ɗo, ɗum min. Walaa kisnanɗo e juŋngo am. Ko mi waɗi, moy sannjata ɗum?”
ISA.43.14	Jawmiraawo coottoowo on, Ceniiɗo Isra'iila wi'i: “Ngam daliila mooɗon nelanmi goɗɗo haa Baabila, mi do'an jamɗe kaɓɓirgal, mi wartiran seyo Kaldiya'en bojji. 
ISA.43.15	Min woni Jawmiraawo, Ceniiɗo mooɗon, tagɗo Isra'iila, Laamiiɗo mooɗon.”
ISA.43.16	Jawmiraawo seeki laawol dow mbeela, dow ndiyamji cemmbiɗɗi, 
ISA.43.17	yahri jama'aare konu semmbiɗnde bee mootaaji e pucci haa konu. Yimɓe maare ndo'ake, ɓe ummitittaako, ɓe mbaati, ɓe nyifi bana pittirlayel.
ISA.43.18	Taa ciftore haala ɓooyma, taa kakkilane ko laati naane. 
ISA.43.19	Ndaa, mi ɗon waɗa kesum, jonta ɗum ɗon fuɗɗa. On anndataa ɗum na? Mi seekan laawol nder ladde, mi waɗanan on maaje haa harde. 
ISA.43.20	Dabbaaji ladde teddintam, cuuli e dabbi fuu. Ngam mi ilnan maaje dow harde haa mi yarna ummaatoore am suɓaande. 
ISA.43.21	Ummaatoore nde mbaɗmi ɗum ngam hoore am anndinan maŋgtoore am.
ISA.43.22	Jawmiraawo wi'i: “On ewnaaki innde am nder do'a, danygol Yaakubu! On cafti yam, onon Isra'iila'en! 
ISA.43.23	On ngaddanaay yam baali mon guleteeɗi. On teddinaay yam bee kirseteeɗi mon. Mi doolaay on waddango yam dokke nyaamdu, mi somnaay on bee uurle. 
ISA.43.24	On majjinaay ceede ngam soodanango yam ƴommbe belɗe. On kaarnaay yam bee ɓellere kirseteeɗi mon. Ammaa on macciɗini yam bee hakkeeji mon, on comni yam bee aybeeji mon. 
ISA.43.25	Min mi ittan zunuubaaji mon ngam daliila innde am, mi siftortaa hakkeeji mon. 
ISA.43.26	Siftinoram ko a feliri yam, mbaɗen kiita, mbolwe haa ngooŋɗinon ko'e mooɗon. 
ISA.43.27	Kaaka mon aartuɗo waɗi hakke, ardiiɓe mon boo tuurtani yam. 
ISA.43.28	Ngam maajum coɓnumi ardiiɓe suudu seniindu, mi do'i danygol Yaakubu kiita nattere, mi acci jananɓe kuɗa yimɓe Isra'iila.”
ISA.44.1	Jawmiraawo wi'i: “Jonta nan kadi, an suka am Isra'iila, danygol Yaakubu, ummaatoore am suɓaande! 
ISA.44.2	Min Jawmiraawo mi waɗi ma, mi tagi ma nder reedu daada ma, mi balloowo ma. Taa hul, an suka am Yaakubu, an mo cuɓmi. 
ISA.44.3	Ngam mi rufan ndiyam dow lesdi marndi haaje ndiyam e maaje dow lesdi njoorndi. Mi waanjan Ruuhu am dow ɓiɓɓe mon e barka am boo dow danygol mon. 
ISA.44.4	Ɓe puɗan caka huɗo, bana leɗɗe kommbi maaje ilanɗe. 
ISA.44.5	Oo wi'an: Min mo Jawmiraawo. Oya ewnoto hoore mum bee innde Yaakubu. Goɗɗo winndan dow juŋngo mum: Min mo Jawmiraawo. Goɗɗo feere boo inndan hoore mum Isra'iila.”
ISA.44.6	Jawmiraawo Laamiiɗo e coottoowo Isra'iila, Jawmiraawo honooɓe asama, wi'i: “Min woni arano, min woni ragareejo. Walaa Allah, sonaa min
ISA.44.7	Moy nanndi bee am? Sey o wara, o wolwa ɗum, o anndina ko waɗi diga mi jo'ini yimɓe ɓooyma e ko tammi laataago waato kuuje garanɗe. 
ISA.44.8	Taa kultore, taa ndiwne! Naa min mi anndini on ɗum diga naane na? Onon on seedanooɓe yam. Woodi Allah na, sonaa min? Min woni tapaare mon semmbiɗnde, walaa feere.”
ISA.44.9	Waɗooɓe labbi fuu ɓe huunde meere. Kuuɗe maɓɓe ɓurɗe wooɗugo nafataa sam. Ɗe laati seedooɓe maaji, ɗe ngi'ataa, ɗe ngalaa anndal. Ngam maajum yimɓe ɓe'e cemtan. 
ISA.44.10	Ɗum faataare ngam mo waɗanta hoore mum ɗowanteeɗo malla ɓolinta suura lawru ka nafataa sam? 
ISA.44.11	Ndaa, hawtiɗiraaɓe maako fuu toskoto. Ngam waawɓe sanaa'a ɓe'e, kamɓe boo ɓe ɓiɓɓe Aadama. Sey ɓe mooɓotira, ɓe fuu ɓe ndaro. Ɓe kultoran, ɓe cemtan ɓe fuu.
ISA.44.12	Kilaajo ɗon waɗa fe'irde, ɗon huuwa bee yiite ƴulɓe. Juŋngo maako semmbiɗŋgo ɗon tappa bee tappirɗum murlum! Dolo naawan mo, semmbe maako jinnan. O yaraay ndiyam, ngam maajum o soman.
ISA.44.13	Cehoowo foondan leggal, diida ko tammi sehugo dow maagal, wartira ngal suura cehaaŋga. O foondan nga bee poondirɗum, hokka nga jaati goɗɗo, nanndina nga bee ɓii-Aadamaajo haa jo'ina nga nder suudu. 
ISA.44.14	O fe'a leɗɗe cemmbiɗɗe malla o hoo'a lekki makki e irin maaki, o acca ɗum mawnida bee leɗɗe laynde. Malla o juba leɗɗe cemmbiɗɗe, iyeende mawnina ɗe. 
ISA.44.15	Ɗum laatanto goɗɗo kuɓɓirɗum. O hoo'an goɗɗum maaje, o huɓɓan ɗe ngam o aytino e o sa'ira tamseeje boo. Bee leggal luttuŋgal o sehan ɗowanteeɗo, o rewa ɗum. O waɗan lawru, o sujidanan ndu. 
