MAT.1.1	Yàrɨ́ nɨ́ Yěsù 
GAL.5.9	Ákɛ̌ afí-ngba náarɨ́ ndɨ ábhɔ̌ idyi nyʉ́ nábhʉ̌ ràmɔ̌. 
GAL.5.10	Pbɛ́tʉ̀, Ádrʉ̀ngbǎlɛ Yěsù àbhʉ ma mɨ’ɨ̀ a’uta nà ʉ̀kʉ̀: nyɨ̌ nyɨ́ nzɨ̌ vurò dhu ɨ̀rɛ̀ yà ma mɨ́rɛ̀na dhu rɔ̌ rɔ̀. Pbɛ́tʉ̀, wɔ̀ nzínzìkʉ ɔ̌nga òngbò arɨ́ alɛ dɔ̌ Kàgàwà rɨ̌ pɛ́ anya ɔ̀tdɨ̀, ɨ̀mbǎ ɨ’ɨna àdhɨ pbá alɛ màtɨ́.
GAL.5.11	Pbàkà ɔ̌ àbanɨ̌nzó, dhu apɛ́ ɨ̀’ɨ̀ ìnè ma marɨ́’ɨ̀ dhu ɔ̀vɔ ma márɨ́ ìndrǔ tɔ̀, alɛ-ɔ̀nzɨ̌nga ɔ̀bhɔlɔ ka kɨ́ dhu dɔ̌ dhu tɨ́, nɨ́ ádhu-okú dɔ̀ rɔ̀ nga ndɨ ka kádʉ̀ òko kambɛ àvu dɔ̌ rùdú nɨ̌? Ndɨ dhu bhěyi kɨ̀’ɨ̀ rɔ̀, atdí alɛ mà rɨ̌’ɨ̀ mbǎ ɨ̀’ɨ̀, yà Yěsù Krɨ́stɔ̀ ka kʉtɔ́ mʉ̀sàlabhà dɔ̌ dhu rǎdʉ̀ àbhʉnà ròtsù nzɛ́rɛnga ɔ̀. 
GAL.5.12	Ɨ kɔ̌kɔ̀ nzínzìkʉ ɔ̌nga òngbò arɨ́ alɛ, nákǎnà ’ɨ̀tɔ̀ kpabhálɛ-ɔbɨ̀
GAL.5.13	Obhó tɨ́ àbanɨ̌nzó, Kàgàwà núunzi nyɨ̌, ndɨ́nɨ̌ nyɨ̌ nyoko tɨ́ dʉ̀kʉ́ nyɨ̌-tɨ́rɔ̀. Nɨ́rɔ̀, nyɨ̌ nyàkǎ nzá nyǐdyì wɔ̀ dʉ̀kʉ́ nyɨ̌ nyarɨ́’ɨ̀ nyɨ̌-tɨ́rɔ̀ dhu, rɨ̀’ɨ̀ rʉsà ʉ̀fà rɨ́ fʉ̌kʉ̀, nyɔ̌nzɨ̀ yà ngbɔ̌kʉ rɨ̌ atdyúya òho dhu dhu tɨ́. Pbɛ́tʉ̀ nyɨ̌ nyàkǎ nyǒwù dzʉ̀nàkʉ ɔ̀nzɨ̀ rɔ̌ nzínzìkʉ ɔ̌ àzè ɔ̌. 
GAL.5.14	Obhó tɨ́, Músà bhà kɔ́rɔ́ Ʉyátá ka kándu yàrɨ́ atdí Ʉyátá ɔ̀. Ndɨ Ʉyátá rǎtɨna: «Nyɨ nyàkǎ nyozè ɔdhɨ̀nʉ yà nyɨ nyʉ́ nyɨ nyózè nyɨ nyɨ-tɨ́rɔ̀ dhu bhěyi.» 
GAL.5.15	Pbɛ́tʉ̀, dhu apɛ́ ɨ̀’ɨ̀ nyɨ̌ nyárɨ́ nyʉ̌kǎ, nyǎdʉ̀ àmbɛ nyǎ’à dɔ̌ ɨrɨ́ ɔ̌ ɨ̀zǎ bhěyi dhu tɨ́, nɨ́ nyàndà nga mběyi, ɨ̀nzɨ̌ nyɔ̌tdɨ́ tɨ́ tsěkʉ nzínzìkʉ ɔ̌.
GAL.5.16	Nɨ́rɔ̀, ma mɨ́ dhu ʉ̀nɔ fʉ̌kʉ̀, matɨ: nyɨ̌ nyàkǎ nyʉ̌bhà Kàgàwà bhà Ɨ̀lɨ̌lǎ-Alafí rʉ̀ndà nyɨ̌. Ndɨ dhu bhěyi nɨ́ ndɨ, nyɨ̌ nyɨ́ nzɨ̌ àdʉ̀ yà ngbɔ̌kʉ rɨ̌ atdyúya òho dhu àbhʉ rʉ̀ndà nyɨ̌. 
GAL.5.17	Obhó tɨ́, alɛ-ngbɔ̀ rɨ̌ atdyúya òho dhu mà náarɨ́ ’àgò Ɨ̀lɨ̌lǎ-Alafí rɨ̌ atdyúya òho dhu nà. Ndɨrɔ̀, Ɨ̀lɨ̌lǎ-Alafí rɨ̌ atdyúya òho dhu mà náarɨ́ ’àgò alɛ-ngbɔ̀ rɨ̌ atdyúya òho dhu nà. Kɔ̌kɔ̀rɨ́ ɔ́yɔ̌ dhu náarɨ́ ’àgò, ndɨ dhu ràdʉ̀ nyǎbhʉ ɨ̀nzɨ̌ nyɔ̌nzɨ̀ yà nyɨ̌ nyòzè nyɔ̌nzɨ̀ dhu. 
GAL.5.18	Pbɛ́tʉ̀, dhu apɛ́ ɨ̀’ɨ̀ Ɨ̀lɨ̌lǎ-Alafí arɨ́ nyʉ̌nda dhu tɨ́, nɨ́ nyɨ̌ nyɨ́ nzɨ̌ àdʉ̀ òko tdɨ́tdɔ̌ Ʉyátá-tsìnǎ.
GAL.5.19	Alɛ-ngbɔ̀ arábhʉ̌na kɔnzɨ̀ dhu nʉ́nɨ wà ɨ̀ kpangba. Ɨ dhu nɨ́: mʉ̀nyɔ̀nɨ̀, Kàgàwà-nyɨ̀kpɔ́ ɔ̌ ka kɔ́tɨ̀ dhu, alɛ-ngbɔ̀ rɨ̌ atdyúna òho dhu rɨ̌ alɛ ʉ̀nda dhu, 
GAL.5.20	 ka kɨ́ alɛ ʉ̀kɔ̌ dhu, adhɨ ɔ̀wɛ̀ ka kɨ́ dhu, òmvǔ tɨ́ ka kóko dhu, anya t’ɔ́nzɨta, adha tɔ́ alɛ-afí, akótá, agòta, ìndrǔ-ɔ̌nga rɨ̌ ndʉ̀ndɔ dhu, alɛ-tɨ̀ t’áfàta, 
GAL.5.21	ngǎtsi alɛ-fɔ́ rɨ́’ɨ̀ dhu-atdyú t’óhota, ɨwa òri ka kɨ́ dhu, ɔ̀nyʉ̀ ɔ̀nyʉ ka kɨ́ ɔbɨ̀na ròsè dhu, ndɨrɔ̀ ngʉ̌kpà dhu-tsí kɔ̀rɨ́ dhu nà ɨ̀ nɔ́fɔ̀ mànà. Nɨ́, ma mɨ́ dhu ɔ̀vɔ fʉ̌kʉ̀ tdɨ́tdɔ̌ àdhàdhɨ̀ yà angyi ma mɔ́vɔ̀ ka dhu bhěyi matɨ, kɔ̀rɨ́ dhu ɔ̀nzɨ arɨ́ alɛ, náabáya nzɨ̌ ngari ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà bhà Idzi ɔ̌.
GAL.5.22	Pbɛ́tʉ̀, Ɨ̀lɨ̌lǎ-Alafí arɨ́ ɨ̀’ɔ̌na itse nɨ́: àzè, dhɛ̀dhɛ, màrʉ̀ngà, dhu-dzi t’óndùta, ídzìnga, ìndrǔ dzʉ̀nà t’ɔ́nzɨta, ìndrǔ rɨ̌’ɨ̀ a’uta nà alɛ ɔ̀ dhu, 
GAL.5.23	ɨ̀yɔ̀nga, ɨ̀nzɨ̌ ka kɨ́ alɛ ìtsǔ akyɛ atdí dhu ɔ̀ dhu. Músà bhà Ʉyátá násà nzá kɔ̌kɔ̀ dhu! 
GAL.5.24	Nɨ́, Krɨ́stɔ̀ Yěsù bhà alɛ nʉ́tɔ̌ wà fɨ̀yɔ́ alɛ-ngbɔ̀ tɔ́ ɔ́fɔ̀ mà, yà ɨ̀ nʉtsɨ kɔ́rɔ́ nzɛ́rɛ dhu-atdyú t’óhota tɔ́ imbi mànà mʉ̀sàlabhà dɔ̌. 
GAL.5.25	Nɨ́, dhu apɛ́ ɨ̀’ɨ̀ Ɨ̀lɨ̌lǎ-Alafí bhà ɔbɨ nɨ̌ àlɛ̌ karóko dhu tɨ́, nɨ́ àlɛ̌ kàkǎ àlɛ̌ rùbhi átɔ̀ Ɨ̀lɨ̌lǎ-Alafí rɨ̌ àlɛ̌ ʉ̀nda ɔ̀ná otu ɔ̌. 
GAL.5.26	Àlɛ̌ kàkǎ nzá àlɛ̌ rɔ̀yɔ̀ àlɛ̌, àlɛ̌ kàkǎ nzá àlɛ̌ rɔ̀nzɨ̀ àlɛ̌ rʉ̀sǎ, ndɨrɔ̀ àlɛ̌ kàkǎ nzá àlɛ̌ rɔ̀nzɨ̀ àlɛ̌-adhà.
GAL.6.1	Àbanɨ̌nzó, dhu apɛ́ ɨ̀’ɨ̀ atdí alɛ nábà ndɨ̀ atdí afátá nà dhu tɨ́, nɨ́ nyɨ̌, yà Kàgàwà bhà Ɨ̀lɨ̌lǎ-Alafí arɨ́ nyʉ̌nda rɔ̀, nyɨ̌ nyàkǎ nyǎdu ndɨ alɛ ídzì otu ɔ̌ yɔrɔwà tɔ́ afíkʉ nà. Ndɨrɔ̀, nyɨ̌ nyàkǎ nyɔ̌dɔ̀ nyɨ̌ nyɨ̌-tɨ́rɔ̀, akyɛ nyɨ̌ nyadʉ̀na òtsù átɔ̀ pfɔ̀mvɔ rɨ̌ afíkʉ ùmvǔ dhu ɔ̀ nɨ̌. 
GAL.6.2	Nyòngò dzʉ̀nàkʉ ɔ̀nzɨ̀ nzínzìkʉ ɔ̌, nyǎnɔ̀ fʉ̀kʉ́ ànɔ̀. Ndɨ dhu bhěyi nɨ́ ndɨ, nyɨ̌ nyádʉ̀ Krɨ́stɔ̀ bhà Ʉyátá nɨ́fʉ. 
GAL.6.3	Atdí alɛ mà náapɛ́ ndɔ̀zʉ̀ ndɨ̀tɨ́rɔ̀ dhu tɨ́, àzèmbè mbǎ ndɨ̀ ndɨ́’ɨ̀ dhu tɨ́ rɔ́rɔ̀, nɨ́ ndɨ alɛ nɨ́ ndɨ̀tɨ́rɔ̀ rɨ́ ndʉ̀trǎ alɛ. 
GAL.6.4	Ɨ̀ngbàtɨ́ ɨ́lɨ ndɨ̀ alɛ mà nákǎ ndàndà kàsʉ̌na ndɨ̀tɨ́rɔ̀. Ndɨrɔ̀, kǎpɛ́ ɨ̀’ɨ̀ ɨdhɛ̀na rɨ̌ ndɨ̀kǎ okúna dɔ̀ rɔ̀ dhu nà, nɨ́ kǎ-dhɛ̀ àkǎ ndɨ̀ka ndɨ̀ kàsʉ̌na-bvʉ nyʉ́ rɔ̌, ɨ̀nzɨ̌ nɨ́ ndùdhe ndɨ̀ ngǎtsi alɛ rɔ̌. 
GAL.6.5	Obhó tɨ́, ɨ̀ngbàtɨ́ ɨ̀lɨ ndɨ̀ alɛ mà náanɔ́ya pbɨ̀ndà ànɔ̀ ndɨ̀tɨ́rɔ̀.
GAL.6.6	Ídzì Màkʉ̌rʉ̀ ka kùdhe fɨ̌ndà alɛ nákǎ ndàrà ndɨ̀ ndòngyè kɔ́rɔ́ pbɨ̀ndà ongyéngá-ɔ̌nga ʉ̀ndɔ̀ rɔ̌ yà ndɨ dhu nùdhe fɨ̌ndà alɛ mànà.
GAL.6.7	Ɨ̀nzɨ̌ nyʉ̀trǎ nyɨ̌ nyɨ̌-tɨ́rɔ̀: Ɨ̀nzɨ̌ Kàgàwà arɨ́ ndʉ̀bha kɨkpà ndɨ̀ nà! Yà ndɨ̀ ndózòna dhu-tɨdɔ̀ nɨ́ ndɨ ndɨ alɛ adʉ̀ya ògùnà ɨnga ɔ̌ rɔ̀. 
GAL.6.8	Ngbɔ̌na ózè dhu tɔ́ ɔ́fɔ̀ ɔ̌ rɨ́ dhu òzò alɛ nóoguya nɨ́ ndɨ alɛ-ngbɔ̀ tɔ́ ɔ́fɔ̀ ɔ̌ ndɨ̀ ndɨ́’ɔ̌ itse: ndɨ itse nɨ́ ɔvɛ. Pbɛ́tʉ̀, Ɨ̀lɨ̌lǎ-Alafí ózè ka dhu bhěyi rɨ́ dhu òzò alɛ nóoguya nɨ́ ndɨ Ɨ̀lɨ̌lǎ-Alafí rɨ̌’ɔ̌na itse: ndɨ itse nɨ́ dhòdhódhónga tɔ́ ípìrɔ̌nga. 
GAL.6.9	Àpɛ́ kɨ̀ngyɛ̌ àlɛ̌ ídzìnga t’ɔ́nzɨta nɨ̌. Obhó tɨ́, kàsʉmɨ̀ rǎkǎ nɨ́nganɨ́, àlɛ̌ koguya àlɛ̌ tɔ́ itse ɨnzá àlǎfí ɨ̀ngyɛ̌ ndɨ̀ kasʉ rɔ̌rɔ̀ nɨ̌. 
GAL.6.10	Nɨ́rɔ̀, òko àlɛ̌ kòko kàsʉmɨ̀ nà rɔ́, dhu àkǎ àlɛ̌ rɔ̀nzɨ̀ ídzìnga kɔ́rɔ́ alɛ tɔ̀. Ròsè dòtsí, àlɛ̌ kàkǎ àlɛ̌ rɔ̀nzɨ̀ ka a’uta ɔ̌ arɨ́’ɨ̀ àlɛ̌ t’ádɔ́na tɔ̀.
GAL.6.11	Nyàndà pɛ́ ɨ̀ngbà dhu bhěyi màtɨ́ ma màndǐ bhàrʉwà ɔtsʉ́du nyʉ́ nɨ̌ fʉ̌kʉ̀, ádrɔ̀drɔ̌ nyɨ̀kpɔ́ya nà andítá nyʉ́ nɨ̌ dhu! 
GAL.6.12	Kɔ́rɔ́ kɔ̀rɨ́ alɛ, kɔ̌kɔ̀ nyʉ̌tʉ̌ arɨ́ kɔbhɔ̀lɔ̀ ɔnzɨ̀kʉ́ nga alɛ, nɨ́ ɨ ɨ̀ nózè ’ɨ̀tɛ̀ ɨ̀ alɛ-ngbɔ̀ tɔ́ ɔ́fɔ̀ ɔ̌ rɨ́ ndɔ̀nzɨ dhu ɔ̌ alɛ. Pbɛ́tʉ̀, abádhí arɨ́ dhu ɔ̀nzɨ ndɨ dhu bhěyi tɨ́, ndɨ́nɨ̌ ɨ̀nzɨ̌ ka kavù tɨ́ rɔ̀yá Krɨ́stɔ̀ bhà mʉ̀sàlabhà-okú dɔ̀ rɔ̀. 
GAL.6.13	Ɨ alɛ, kɔ̌kɔ̀ ɔnzɨ̀yá nga ka kɔ́bhɔ̀lɔ̀ alɛ, náarɨ́ nzɨ̌ Músà bhà Ʉyátá nɨ́fʉ̌ ɨ̀ nyʉ́ tɨ́rɔ̀. Pbɛ́tʉ̀ abádhí ózè dhu nɨ́, kɔbhɔ̀lɔ̀ ɔnzɨ̀kʉ́ nga, ndɨ́nɨ̌ ɨ̀ ambɛ̀ tɨ́ ’ɔ̀yɔ̀ dɔ̌, ɨ̀ ràrɨ̌ ndɨ ɨ̀ ʉ́tʉ nyɨ̌ nyɨ̌’ɨ̀ wɔ̀ ndɨ ize nà rʉ̀kʉ́. 
GAL.6.14	Nɨ́, ɨmá na nɨ́ ndɨ, ma mòzè nzá mɨdzɨ̌ ma, ɨnzá nɨ́ àlɛ̌ tɔ́ Ádrʉ̀ngbǎlɛ Yěsù Krɨ́stɔ̀ bhà mʉ̀sàlabhà-okú dɔ̀ rɔ̀ tɨ́ ma mɨ̀dzɨ̌ ma rɔ̀. Obhó tɨ́, wɔ̀ ndɨ mʉ̀sàlabhà-otù ɔ̌ nɨ́ ndɨ, ma mɔ̀zʉ̀ yà adzɨ àdhàdhɨ̀ ɨwà ɔ̀vɛ̀ dhu tɨ́, ndɨrɔ̀ yà adzɨ ràdʉ̀ mɔzʉ̀ átɔ̀ ɨwà ma mɔ̀vɛ̀ dhu tɨ́. 
GAL.6.15	Ìndrǔ-ɔ̀nzɨ̌nga ɔ̀bhɔlɔ ka kɨ́ dhu mà, ɨ̀nzɨ̌ ka kɨ́ kɔ̀bhɔlɔ dhu mànà, nɔ́nzɨ̀ nzá atdí dhu mà. Àkǎkǎ atdídɔ̌ dhu nɨ́ Kàgàwà rìbhò ípìrɔ̌nga-ɔwʉ́tá àlɛ̌ tɔ̀. 
GAL.6.16	Ndɨrɔ̀ kɔ́rɔ́ alɛ, yà ma múdhěna dhu ɨ̀fʉ̌ arɨ́ fɨ̀yɔ́ ípìrɔ̌nga ɔ̌, ndɨrɔ̀ Pbàìsràyélí Kàgàwà bhà alɛ mànà tɔ̀ ma mátɨna, Kàgàwà bhà màrʉ̀ngà mà, Kàbhà ídzìnga mànà ràkǎ ɨ̀’ɨ̀ abádhí dɔ̌ kɔ́rɔ́.
GAL.6.17	Nɨ́rɔ̀ kòmbí, atdí alɛ mà nákǎ nzá ndàva tsìdu tdɨ́tdɔ̌. Obhó tɨ́, yà ma mɨ́’ɨ̀ nà rùdú otú-bhu nɨ́, Yěsù-okú dɔ̀ rɔ̀ ma mábà.
GAL.6.18	Àbanɨ̌nzó, àlɛ̌ tɔ́ Ádrʉ̀ngbǎlɛ Yěsù Krɨ́stɔ̀ bhà ídzìnga àkǎ ndɨ̀’ɨ̀ nyɨ̌ nà. Àmɨ̀nà.
EPH.1.1	Yàrɨ́ bhàrʉwà nàndǐ nɨ́ ɨma Pɔlɔ̀, yà Kàgàwà nyʉ́ azè rɨ̀’ɨ̀ Yěsù Krɨ́stɔ̀ bhà uvitatálɛ tɨ́ alɛ. Ma màndǐ dhu yà Ɛ̀fɛsɔ̀ tɔ́ kɨgɔ̀ ɔ̌ aróko Kàgàwà bhà alɛ, yà Yěsù Krɨ́stɔ̀ mànà ɨ̀ úngbò ɨ̀ nɨ̌ fɨ̀yɔ́ ungbòta ɔ̌ íkò pɔ́tsɔ́ alɛ tɔ̀. 
EPH.1.2	Àlɛ̌ t’Ábanà Kàgàwà mà, àlɛ̌ tɔ́ Ádrʉ̀ngbǎlɛ Yěsù Krɨ́stɔ̀ mànà nákǎ ’àso nyɨ̌, ’àdʉ̀ nyǎbhʉ nyǒkò màrʉ̀ngà ɔ̌ afíkʉ ɔ̀.
EPH.1.3	Dhu àkǎ àlɛ̌ rìlè Kàgàwà, àlɛ̌ tɔ́ Ádrʉ̀ngbǎlɛ Yěsù Krɨ́stɔ̀ t’Ábanà! Ka nɨ́ ndɨ àlɛ̌’ɨ náso ɔ̀rʉ̀-akpà ɔ̀ rɔ̀ ɨ̀rà alɛ-afí tɔ́ kɔ́rɔ́ asota-tɨdɔ̀ nɨ̌, Krɨ́stɔ̀ mànà àlɛ̌ kúngbò àlɛ̌ dhu-otù ɔ̌. 
EPH.1.4	Ɨnzá ndɨ̀ ndàpɛ̀ yà adzɨ ɔ̀nzɨ rɔ́rɔ̀, Kàgàwà náavò àlɛ̌, àlɛ̌ rɨ̀’ɨ̀ pbɨ̀ndà alɛ tɨ́ Krɨ́stɔ̀-nyʉtsì. Kǎnzɨ̀ ndɨ dhu ndɨ́nɨ̌ àlɛ̌ koko tɨ́ ɨ̀lɨ̌lǎ alɛ tɨ́ ɔnzɨ̀ná, ndɨrɔ̀ ɨ̀mbǎ nzɛ́rɛ dhu tɨ́ ka kɔ́zʉ̀na ɔnzɨ̀ná dhu rɨ̌’ɨ̀ nyʉyatsì alɛ tɨ́, ndɨ̀ ndózè àlɛ̌ dhu-okú dɔ̀ rɔ̀. 
EPH.1.5	Kàgàwà náapɨ̀ àlɛ̌ mʉ̀hàngʉ́ ɔ̀ rɔ̀, àlɛ̌ rɨ̀’ɨ̀ pbɨ̀ndà inzo tɨ́ Yěsù Krɨ́stɔ̀-otù ɔ̌. Kǎnzɨ̀ dhu ndɨ dhu bhěyi àdhàdhɨ̀ ndɨ̀ nyʉ́ ndɨ̀ ndózè ka dhu bhěyi. 
EPH.1.6	Nɨ́rɔ̀, àlɛ̌ kàkǎ àlɛ̌ rìlè Kàgàwà yà àlɛ̌ tɔ̀ kǐbho pbɨ̀ndà ídzìnga tɔ́ ádrʉ̀ngbǎnga-okú dɔ̀ rɔ̀. Kǐbho ka tɨ́rɔ̌rɔ̀, yà atdídɔ̌ ndɨ̀ ndazè Idhùnà-otù ɔ̌.
EPH.1.7	Krɨ́stɔ̀-azù-otù ɔ̌, Kàgàwà nʉ́ʉkɔlɔ àlɛ̌’ɨ nzɛ́rɛ dhu ɔ̌ rɔ̀, ndàdʉ̀ àlɛ̌ tɔ́ nzɛ́rɛnga nʉ́bà àlɛ̌ tɔ̀. Ndɨ dhu bhěyi nɨ́ ndɨ, Kàgàwà nɨ́ɨtɛ̀ pbɨ̀ndà ídzìnga tɔ́ ábhɔ̌nga àlɛ̌ tɔ̀, 
EPH.1.8	ndìbhò dhu-ɔ̌nga t’óvòta mà, àkǎkǎ ɨnga t’ʉ́nɨta mànà àlɛ̌ tɔ̀. 
EPH.1.9	Kǎbhʉ̀ àlɛ̌ rʉ̀nɨ ɔ̀dhʉ̌ ɔ̀ ndɨ̀ ndudhé dhu. Ndɨ dhu kǔdhé angyangyɨ pbɨ̀ndà ídzìnga ɔ̌ ndɨ̀ ndɔnzɨya tɨ́ Krɨ́stɔ̀-otù ɔ̌. 
EPH.1.10	Ndɨ Kàgàwà udhé dhu nɨ́, yà ndɨ̀ ndakɔ̀ kàsʉmɨ̀ ɔ̌, ndɨ̀ ràrɨ̌ yà ndɨ̀ ndabhɔ̀lɔ̀ kɔ́rɔ́ dhu-tsí, kǎkà ɔ̀rʉ̀-akpà ɔ̀ arɨ́’ɨ̀ mà, yà adzɨ ɔ̌ arɨ́’ɨ̀ mànà-tsʉ̀ núndǔ, Krɨ́stɔ̀ rɔ̀nyʉ̀ idzi dɔ̀yá.
EPH.1.11	Ndɨrɔ̀ Krɨ́stɔ̀-nyʉtsì, Kàgàwà níibho wà yà ndɨ̀ ndudhé mǎ moko tɨ́ kàmǎna tɨ́ dhu fǎkà, ndòvò mǎ angyangyɨ yà ndɨ̀ nyʉ́ ndɨ̀ ndudhé ka dhu bhěyi. Kǎnzɨ̀ kɔ́rɔ́ ɨ dhu, àdhàdhɨ̀ ndɨ̀ ndudhé ka ndɨrɔ̀ ndɨ̀ ndazè ka dhu bhěyi. 
EPH.1.12	Nɨ́rɔ̀, yà wɛmbɛrɛ̀ t’álɛ tɨ́ mǎ mɨ’ɨ̀ Krɨ́stɔ̀ dɔ̌ atdyúya nɨ́lɨ alɛ tɨ́ rɔ̀, mǎ màkǎ mǐlè Kàgàwà bhà ádrʉ̀ngbǎnga tɔ́ awáwʉ̀.
EPH.1.13	Nyɨ̌ mà átɔ̀, nyɨ̌ nyitdègu obhónga tɔ́ màkʉ̌rʉ̀ ɨ̀rɨ, nɨ́ nyɨ̌ nyadʉ̀ Krɨ́stɔ̀ ná’ù. Ndɨ màkʉ̌rʉ̀ nɨ́ Kàgàwà bhà Ídzì Màkʉ̌rʉ̀ yà ɔ̀gʉ̀ nibho fʉ̌kʉ̀. Ndɨrɔ̀, Kàgàwà adʉ̀ Ɨ̀lɨ̌lǎ-Alafí yà ndɨ̀ ndakɔ̀ fɨ̀ndá làká níbhò fʉ̌kʉ̀, rɨ̀’ɨ̀ pbɨ̀ndà alɛ tɨ́ nyɨ̌ nyɨ́’ɨ̀ dòtsí dhu ɨ̀tɛ̀ rɨ́ pbɨ̀ndà ize tɨ́. 
EPH.1.14	Wɔ̀ ndɨ Ɨ̀lɨ̌lǎ-Alafí nɨ́ ndɨ rɨ́ dhu ɨ̀tɛ̀ àlɛ̌ rabáya ongyéngá
EPH.1.15	Kàgàwà ɔ́nzɨ̀ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, yà ma mɨ́rɨ̀ná nyɨ̌ nyá’ù Ádrʉ̀ngbǎlɛ Yěsù tɨ́ dhu mà, nyɨ̌ nyózè Kàgàwà bhà alɛ kɔ́rɔ́ tɨ́ dhu mànà rɔ̀, 
EPH.1.16	ma márɨ́ nyɨ̌rɛ̀ pbàkà ɨtsɔ̀ta ɔ̌, ndɨrɔ̀ ma márɨ́ nzɨ̌ mɨngyɛ̌ ɔ̀tsɔ̀ àbhʉ̌ ma mɨ́ Kàgàwà tɔ̀ okúkʉ dɔ̀ rɔ̀ rɔ̀. 
EPH.1.17	Ma mɨ́ mɨtsɔ̀ yà ádrʉ̀ngbǎnga tɔ́ awáwʉ̀ nà arɨ́’ɨ̀ àlɛ̌ t’Ábanà, àlɛ̌ tɔ́ Ádrʉ̀ngbǎlɛ Yěsù Krɨ́stɔ̀ bhà Kàgàwà rɔ̌, ndɨ́nɨ̌ dhu-ɔ̌nga t’óvòta tɔ́ pbɨ̀ndà Alafí nabhʉ̀ tɨ́ fʉ̌kʉ̀. Ndɨ Alafí rɨ̌ Kàgàwà ɨ̀tɛ̀ fʉ̌kʉ̀, ndàdʉ̀ àbhʉnà nyʉ̌nɨ mběyi nyʉ́. 
EPH.1.18	Ma mɨ́ mɨtsɔ̀ Kàgàwà rɔ̌, ndɨ́nɨ̌ fʉ̀kʉ́ ɨrɛ̀ta-nyɨ̀kpɔ́ nʉngbɛ tɨ́. Ndɨ dhu bhěyi nɨ́ ndɨ kǔnzì nyɨ̌ ndɨ́nɨ̌ nyɨ̌ nyʉnɨ tɨ́ yà nyɨ̌ nyʉ́lɨ atdyúkʉ dɔ̀yá dhu, nyǎdʉ̀ yà pbɨ̀ndà alɛ tɔ̀ kɨ̌lɨ dhu-tsí tɔ́ ʉ̀yʉ̌ya ongyéngá nʉ́nɨ̌. 
EPH.1.19	Ndɨrɔ̀, nyɨ̌ nyɨ́ ɨ̀ngbà dhu bhěyi màtɨ́ kàbhà ádrʉ̀ngbǎnga tɔ́ ɔbɨ náarɨ́’ɨ̀ ádrʉ̀ngbǎ nyʉ́ àlɛ̌ tɔ̀ dhu nʉ́nɨ̌, yà ka àlɛ̌ ká’ù rɔ̀. Ndɨ pbɨ̀ndà ádrʉ̀ngbǎnga tɔ́ ɔbɨ Kàgàwà ɨ́tɛ̀ ɔbɨ nyʉ́ nà, 
EPH.1.20	yà Krɨ́stɔ̀ ndɨ̀ ndabhʉ̀ rɨ̀ngbɛ̀ ndɨ̀ ɔvɛ-bvʉ̀ rɔ̀, ndàdʉ̀ àbhʉnà ràdɨ pbɨ̀ndà fangà dɔ̀nǎ rɔ̀ ɔ̀rʉ̀-akpà ɔ̀ ɔ̀ná kàsʉmɨ̀ ɔ̌. 
EPH.1.21	Ányɨ̀ nga nɨ́ ndɨ, Kàgàwà ɨ́lɨ Krɨ́stɔ̀ kɔ́rɔ́ màlàyíká mà fɨ̀yɔ́ kámá mànà dɔ̌, yà ádrʉ̀ngbǎnga tɔ́ ɔbɨ nà arɨ́’ɨ̀ kɔ́rɔ́ alɛ dɔ̌, ndɨrɔ̀ kɔ́rɔ́ ádrɔ̀drɔ̌ pbàkámá dɔ̌. Ndɨrɔ̀ Kàgàwà ɨ́lɨ ka kɔ́rɔ́ ɔvɔ, yà ɔ̀vɔ ka kádʉ̀ ɔ̀vɔ̀nà kòmbí màtɨ́, ndɨrɔ̀ olù màtɨ́ ka kɔvɔya dɔ̌. 
EPH.1.22	Kàgàwà ábhʉ wà Krɨ́stɔ̀ rɔ̀bɛ̀ kɔ́rɔ́ dhu-tsí-dɔ, ndàdʉ̀ kɨ̀lɨ rɨ̀’ɨ̀ Kànɨsà-dɔ̀tsirɔ̀ tɨ́. 
EPH.1.23	Kànɨsà nɨ́ Krɨ́stɔ̀-ngbɔ̀. Krɨ́stɔ̀ arádɨ ngbùlǔna nyʉ́ nà Kà-nyʉtsì, Kàgàwà ràdʉ̀ àdɨ ngbùlǔna nyʉ́ nà Krɨ́stɔ̀-nyʉtsì.
EPH.2.1	Angyi, nyɨ̌ nɨ’ɨ̀ ɨwà ʉ́vɛ alɛ Kàgàwà-nyɨ̀kpɔ́ ɔ̌, fʉ̀kʉ́ afátá mà fʉ̀kʉ́ nzɛ́rɛnga mànà-okú dɔ̀ rɔ̀. 
EPH.2.2	Nyɨ̌ nyongónà òko ɔ̀ná ɔ́fɔ̀ náafɔ̀ ndɨ̀ yà adzɨ ɔ̌ alɛ náaróko ɔ̀ná ɔ́fɔ̀ nà. Nyɨ̌ nyɨfʉ awɛ ɔ̌ aróko nzɛ́rɛ-alafí ɔ̌ ádrʉ̀ngbǎlɛ, yà kòmbí idzi nɔ́nyʉ̀ kǎkà ɨ̀nzɨ̌ arɨ́ Kàgàwà-tsʉ̌ dhu ɨ̀rɨ alɛ dɔ̌. 
