MAT.1.1	Kou Iesu Keliso buluve deiadaike ko. Iesuu Ebalahamuta Deividita valadamo lohonu.
2PE.1.2	Laeau Dilava isi nahie Kosive Iesu Keliso kebia vavevemo lulelelahalu. Iale di isivialeike Dilavau la huhuevei la hoesegevege kemo negolahai uveve dua vageve.
2PE.1.3	Nahi Dilava vavevemo lulelelahage Dilavau au vuvunemo nahi negotieveale kemo nahiabuna Dilava uveve nahate vai. Dilavau nahie hohavei isivialeike nahi avuluvuta igaetolahai atagavemo ui atae dua holisi. 
2PE.1.4	Dilavau au vuvunemo hotoe dua nahiho louale kemo nahiabuna vatae vaveve toela ke aehai vaveve dua vai Dilavaluvuta ui avu nahate vai. 
2PE.1.5	Dilavau naniho kateale valemo la evievi kemo vasohuta negolahai vaveve dua vave. Isi emo Dilava vavevemo lulelelahavevemo negolahave. 
2PE.1.6	Isi emo la vavae isive vaholiveve kemo negolahave. Isi emo vaveve toelamo negolahaveve ke kabebihavove. Isi emo Dilava vaveve nahate vave. 
2PE.1.7	Isi emo la haokuvuho isivilahai mole tedaeveveve kemo negolahave. Isi ata bahataho isivilahai kebia tedaeveve. 
2PE.1.8	Lana vaveve katealebiamo negolahaliege lana nahie Kosive Iesu Keliso ke lulelemo balugai lovive ke vae dua vave. 
2PE.1.9	Isito ata oleuoleu vaveve kebia nahate vaholiale keau ni kedute kebia nahate. Dilavau kebia vaveve toela ulihale ke keau elehaholisi momahavoi vaveve dua kateale vaeveholima.
2PE.1.10	Iale di haokuvuia, lainaho kebia nahate valive. Isito Dilavau la hohavei la tabageveale kemo negolahai vaveve dua vave. La kemo negolahaliege la bae la evievimo dobuluvilivebene. 
2PE.1.11	Lana katelahage Dilavana laheho humaha alavoge lana nahie Kosive Iesu Keliso ke matamae doga keve teve. Iesu keike nahi tedaevei nahi malevenu. Iale kena vani bahata au matama keve la nalieve dua vagei.
2PE.1.12	Di aike laheho hoto seleve louale ke la subuta evisi mage keu laemo negoanu. Isito dana vani bahata hoto ke laheho loui la haivegei. 
2PE.1.13	Di huhuige di la namigevege la ke huhulahai vage duave. Kosealemo di bae lahehi ui egealivebene. 
2PE.1.14	Di hilokage di hativeve vaniu vuguvuguanu. Nahie Kosive Iesu Keliso keu di hativeve ke loui di namihale kemoike di hilokage dana aike hatai. 
2PE.1.15	Iale di isivialeike negoai hoto ko loui la haiveito hatisege ke iae di hoto ke huhulahai vani bahata vageve.
2PE.1.16	No heiata no lulelemo tenia loumale nahate vai Iesu deiada ko loui la namigeveholilu. Isito no no nitela vuvuneve vaveve elehaike vaime la namigevei kosea, “Nahie Kosive Iesu Keliso kena au vuvunemo dobai lohoi.” 
2PE.1.17	No hoto ko heiata louholilu. Isito no tana keve ui elehasege ataga moleu otogomo dobai Iesuemo lohonu. Ataga keu ataga nimole. Iale ataga kemo hoto moleu loui avoe, “Kou di uvue mo igae. Iale di ko vahaeho vanu.” Dilavau hoto kemo Iesu ivi ebagemage no evilu. 
2PE.1.18	Tana tumuteve no unahaeau Iesuluvuta usege hoto keu otogomo dobai lohonu.
2PE.1.19	No ke evisi hilokage subuta belovetaeau louale hoto keu hoto seleve. Iale la nenilahai hoto ke evige duave. Kosealemo hoto keu lameba nahate. Iale novae vani kou vavi nahate. Lana hoto ke evie dua valage gabie vani mole vae alalami didi kena velemage vaviu uoholisege vana alamoi. Ke nahate Iesuu lohoge nahiabuna atagave elehai. 
2PE.1.20	Iale di hoto mole louge evive. Hoto kou hoto baluga. Subuta belovetaeau gabie vaveve louale ke atabeu bae au lulelemo hoto ke ihu kaovai hilokalivebene. 
2PE.1.21	Kosealemo beloveta keau abu lulelemo gabie vaveve ke louholilu. Isito Munanae Tumuu kebia uvumo holomai kebia negotieveike vage abu Dilava hoto ke loulu.
2PE.2.1	Subuta ata kebia vigomo loboe beloveta degomoleau ua. Ige la kebiatamo loboe beloveta degomole abuna lohoi. Keabuna loholiege abuho hatiale Iesu ke vovohoi. Keau bae Iesu vaveve seleve loulivebene. Isito abuna vaveve ke vavala tai loboe hoto loui la haivei. Katealemo Dilavana kebia bahata havehatuge abuna solekavesite uoholisi. 
2PE.2.2	Isito ata moagaeabuna kebia hoto mai vaveveabe toela vaevei. Vaveveabe kemo ataeabuna hoto seleve ke hehavoi kemo hotoe toela loui. 
2PE.2.3	Loboe beloveta keau moniho isivilahamale ataea. Iale keabuna abu kinamo hoto loui la lobogevei laemo moni malei. Dilavau subuta loui avoe, “Vaveve kateimale vamale kebia ibina dana ovei.” Dilavau hoto ke louale kemo aiogeveveveu vuguvuguanu.
2PE.2.4	Anelu degomoleau subuta vaveve toela vale kebia ibina Dilavana ovei. Keau vaveve toela vage Dilavau kebia malevei matamae toelae hanavenu. Keu seimita kebia umudievei malevei Seteneu umale matamae loe otovenu. Iale keabuna keve ulage Dilavana bae kebia vaveve kaovai ibinaeabe ovei. 
2PE.2.5	Subuta Noa vani kemo ataeau vaveve toela valage Dilavau ibinaeabe ovenu. Vani kemo eu lavui vata bahata bamuge Dilava ehovaholimale keau bahata haluvihatulu. Isege Noau hoto inutolotolote loui ata haivemale keu au ese seveni (7) holoevei abuhi bouti uvue ua. 
2PE.2.6	Subuta Sodoma ataeau Gomola atahi vaveve toela valage Dilavau ibinaeabe ovei vene hanavoge keu dobai oeabe mahoge ata bahataeau haluvisi gabilahalu. Iale kemo nahiabuna hilokage Dilava ehovaholimale keabuna ibina kateale malei. 
2PE.2.7	Vani kemo inutolotolote ata mole Lotau ua. Keu vani bahata ata kebia vaveve toela elehanata kabebiabe vanu. Ige Dilavau ata kebia aiogeveito Lota tedahoge keu vene kemo lahaholinu. 
2PE.2.8	Vaveve dua vamale ata keu vani bahata kebiahi unata vaveveabe toela elehai hotoeabe toela evinata kabebiabe vanu. 
2PE.2.9	Subuta vaveve katealemo nahi hilokage Dilavana vaveve toelamo atae dua malevei hoesegevei. Isito vaveve toela vamale kebia auna malevei otoveniege gabie atae vaveve kaovamale vani kela ibinaeabe ovei. 
2PE.2.10	Vani kela ata oleuoleu abu vavae isivi unaha vai Dilava hoto kabebihavoi isivive vaholiale kebia Dilavana vatehani toela ovei.
2PE.2.10	Keau katelahai abu ebika malei hatuevei anelue toelaeau subuta vatae lohoale kebia vabugeveholisito kebia hehavei vavaeabemo hotoe toela louma. 
2PE.2.11	Isito Dilava aneluiau beloveta kebia evigeveale keau kateholima. Dilava anelu keau vuvunetea. Isito keau bae Dilava nimo anelue toela kebia hehavei abuho hotoe toela loulivebene. 
2PE.2.12	Loboe beloveta keau botoe mesia ke nahate. Ataeabuna mavi beige mesiaeabuna kemo holoeavoge ataeabuna kebia malei havei. Iale beloveta keau luleleholisito vaveve kateale vai anelu aiogeveale kemo Dilavana kebia ibina toela ovei aiogevege abuna uoholisi. 
2PE.2.13	Ata keau vaveve toela vai ata aiogevemale ke ibina Dilavana vai vatehani ovei. Vaveveabe keu koseanu. Keau bae ata matigevelivebene. Keau onoleho isiviai valiege abuna vavi vani kemo abu isivi unaha vai. Keau katelahaito abu vaveve mahogovai lohoi lahehi igaetoai lovi ige la loui kosea, “Kobia vaveveu mesoho duave.” Isito kebia vaveve toela balugau ua. 
2PE.2.14	Ata keau vani bahata teiba unaha huhulahama. Keau ke halevaholisito vani bahata ke kaovama. Keabuna katelahai keate degomole uvuiabeu vaveve toelamo toloholiale kebia lobogevege keabuna hotoeabe evisi isiviabe vagei. Keau katelahai abu haokuvue kunaita elegevei huhulahamale kemo ke unaha huhuevema. Keau vaveve kateale vamalemo Dilava itumu baluga ke valamo ua. 
2PE.2.15	Ata keau humaha seleve halevai tebulahalu. Vaveveabe keu Boso mo Baelamu vaveve ke nahate. Baelamu keu Dilava beloveta. Isito keu moni huhu balugai isivialeike vaveve toela vai kemo moni baluga malei. 
2PE.2.16	Iale keu kateilage donikiveu avuho loui avoe, “Ainaho vaveve kateale valive.” Dilavau doniki aimo hoto kateale louge beloveta keu vaveve toela ke halenu.
2PE.2.17	Loboe beloveta keau eu seliai uoholiale ke nahate. Isi helukau lohoge goeu solekai lotai uoholiale ke nahate. Vaveveabe keau Dilava nimo ihuoholige Dilavau abuho matama mole lo seleveale ke ebagemanu. 
2PE.2.18	Keau atae vudimo abu vaveve vamale hoto loui abu ebika tabagevema. Ige ata oleuoleu isiviai vaveve toela halevai vaveve dua valiho vage keabuna vavae isivi toela loui uvuiabe isi isiviale abu vaveveabe ke nahate vai. 
2PE.2.19	Keau ata namigevei avoe, “Lana no hoto eviliege la isivi unaha vageve.” Keau katelahaito abuta abu isivi unaha vaholisito vaveve toelae isivi unaha vama. La hilokage ata oleu vaveve onole vamale keu keho mole holinu. Kosealemo vaveve toela keu ke laho seleveanu. 
2PE.2.20	Isito mesoho ata oleuoleu nahie maleveale Kosive Iesu Keliso ke hoto evisi vatae vaveve toela halevei vaveve dua vaito hoidevei abu subuta vamale ke nahate tota vage keu toloanu. Keabuna bae oleve kateai tota Iesu ehovai. 
2PE.2.21	Keau Keliso vaveve dua hilokaholisito abu isivi unaha vage keu toela seleve holioholinu. Isito keau ke hilokaito hoidevei menaka tumute ke halevai abu ia mai omige keu toela seleveanu. 
2PE.2.22	Ata kebia vaveve keu toe vaveve nahate. Tona edoaito tota au edo ke isi. Ige vaveveabe mole keu ovo nahate. Ataeabuna ovo emogevege keabuna tota tiliege aeamamo aeamai.
2PE.3.1	Di uvue haokuvuia, di subuta laheho levaleva mole hanavonu. Iale tota nova moleike di ko hisaliai hanavoma. Di ko hanavoi isivialeike la haivege la subuta eviale ke huhulahai kemo lulelelahai. 
2PE.3.2	Di isivialeike Dilava belovetaeau subuta louale hotoeabe ke huhulahave. Isi di isiviale abostoloeau lohoale nahie toelamo nahie maleveale Kosive Iesu ke hoto loui la haiveale hoto keta huhulahave. 
2PE.3.3	Di isiviai vasohuta hoto kemo hoto mole loui la haivei. La hilokage vanie gabila loboe ataeabuna loholiege hoto seleve ke hehavoi abu isivi unaha vai vaveve toela unaha vagei. 
2PE.3.4	Ata keabuna laheho loui kosea, “La Kosiveu loui avoe, ‘Dana tota hoilahai lohoi.’ Iale Kosive keike olete. No ke elehaholilu. Vata kou usege no buluveau haluvisi lohoale keike kou nova noemo lohonu. Vata ko vaveveu ekovehaholisito keu vani bahata ui tima.” Loboe ata keabuna laheho hoto kateale loui. 
2PE.3.5	Isito keau isiviholilu Dilavau subuta vale ke huhulahai kemo lulelelahaliho. Nahi hilokage Dilavau louge otogou vatati ua. Ige au louge e kemo vatau velemai lohoi vata holisi ua. 
2PE.3.6	Iale kemoike vani mole Dilavau louge eu lavui vata bamuge ata bahata haluvilu. 
2PE.3.7	Nahi aike elehage otogou vatati ua. Iale gabie Dilavana tota louge hotove unahamo venena vatata otogota bahata mahoevei gabiai. Ige vani kemo Dilavana atae toela kebia vaveve abuemo kaovai bahata aiogevei.
2PE.3.8	Di uvue haokuvuia, di hoto mole louge lainaho hoto ke momahavolive. Dilava nimo vanie ni igae keu vagana uani taoseni (1,000) ke nahate. Ige uani taoseni (1,000) vagana keau Dilava nimo vanie ni igae nahate. 
2PE.3.9	Dilavau bae au onole louale ke halelivebene. Atae toela keau huhulahai avoe, “Dilavau bae no vaveve toela kaovalivebene.” Kebia huhuihuhui keu toelanu. Kosealemo Dilavau vesokale keu koseanu. Keu isiviholinu solekai ata aiogeveliho. Isito isivialeike hemei usege ataeau vaveve toela halevai avue lohoi. Kemoike au solekai atae vaveve kaovaliho lohoholinu.
2PE.3.10	Iesu lohoveve keu koseanu. Ataeau ladevesege vavolo atau lohoale vavoloale ke nahate Kosive kena lohoi. Ige vani kemo otogona dikolahai vutoge otogo isi otogomo umale keabuna bahata venemo ladevei uoholisi. Ige vata isi vatamo umale kebiatana uoholisi. 
2PE.3.11	Onobenobe bahata keabuna uoholisi. Iale lana oleve katelahave. Onobenobe kebia huhueve halevaito Dilava igae huhulahai vaveveve nahate vave. 
2PE.3.12	Lana katelahai vani ke hemei uime la vaveve hoesegevege Dilava vani kena solekai lohoi. Vani kela otogona lahai uoholisi. Ige vuvuneve kemo otogomo umale keabuna debisalahai uoholisi. 
2PE.3.13	Isege otogoe doga isi vatae doga keabuna lovoeabe mai. Dilavau subuta loui avoe, “Vaveve inutolotolote vamale ata keabuna matamae doga keve ui.” Iale Dilavau nahiho louale keike nahi aike ke hemei uma.
2PE.3.14	Iale di uvue haokuvuia, vani ke hemei uime la vaveve hoesegevei Dilava nimo vaveve dua vave. Lana katelahaliege Dilavaluvuta ue dua vave. 
2PE.3.15	Ko huhulahave. Nahie Kosiveu solekai atae vaveve kaovaholiale keu koseanu. Keu isivialeike ataeau abu vaveve toela halevai avue hoidevege au malevei. Kemoike au solekai lohoholinu. Hoto ke nahateike nahie haoka Bolou hisaliai laheho hanavonu. Keu au lulelemo ke hisaliholinu. Isito Dilavau lulele omilike vage au ke hisaliai laheho hanavonu. 
2PE.3.16	Bolou au levaleva bahatamo hoto kateale hisalianu. Bolo levaleva kebiamo hoto degomoleau hoto tolotea. Nahi bae solekai ke ihu hilokalivebene. Ige ata degomoleau luleleholiale keabuna hoto ke ihu kaovai ihuve ke loulivebene. Isito abu isivie hoto loui ata lobogevei haivegei. Keau Bukae Hoto degomoletamo katelahama. Iale vaveveabe kemo Dilavana aiogevege abuna uoholisi.
2PE.3.17	Isito di uvue haokuvuia, di laheho louale hoto ke laeau subuta evisi hilokalu. Iale kemo negolahai la ebika nenigeveve. La katelahage loboe ata keau bae la lobogevei la malevelivebene. Isito lana la evievi kemo negolahai uve. 
2PE.3.18	Lana vani bahata katelahai nahie maleveale Kosive Iesu Keliso ke lulelemo negolahage auna la huhuevei la hoesegevei. Iale nahi vani bahata ke hoesehavogei. Hoto seleveike.
1JN.1.1	No levaleva ko hisaliai isiviale ata moleu ukolikolie hoto noheho louale ke hoto laheho loui. Subuta vatau uoholisege ata keu ua. Iale keu lohoale noheho louge no hotove evisi vavave levei no nitela elehalu. 
1JN.1.2	Ukolikolie ata keu au Mamati uniale ukolikolie hoto mai lohoge no ke elehaike vaime hotove ko loui la namigevema. 
1JN.1.3	No ke elehai hotove evilike vaime hoto ko loui la namigevei isivialeike nahi bahata Iesu Keliso isi Mamave kebiahi igaetolahai vahaeholahai. 
1JN.1.4	No ko hisaliai hanavoi isivialeike la vahaeho keu balugai.
1JN.1.5	Ata keu noheho louale hotoike ko no la namigevege evive. Avoe, “Dilava keu atagae biage. Kemo vavie vavevebehameu uoholinu.” 
1JN.1.6	Iale mesoho nahi loui kosea, “Noeau Dilavaluvuta igaetolahalu.” Nahi kateale louito nahi sohu vavie vavevemo uge nahie hoto nahie vaveve keau lobo unaha. 
1JN.1.7	Isito mesoho nahiau Dilavau atagamo uale ke nahate valiege nahiabuna molehi igaetolahai vahaeholahai. Nahiabuna katelahage Dilava mo Iesu kena au tahota nahie vaveve toela bahata ulihai.
1JN.1.8	Mesoho nahi loui kosea, “Noemo toelabeu uoholinu.” Nahi katelahaliege nahie ebikaike nahi ke lobogevema. Ige kemo hoto seleveu nahiemo uoholinu. 
1JN.1.9	Isito nahi nahie vaveve ke loui Dilava imihage auna nahie toela ulihai. Kosealemo keu inutolotolote. Iale au vadeu louale kemo auna nahie vaveve toela bahata nahi vamale ke ulihage nahie uvu kena dua vai. 
1JN.1.10	Isi mesoho nahi loui kosea, “Noeau vaveve toela vaholilu.” Nahi katelahaliege kemo nahi Dilava lobohavoma. Ige hotove keu nahie uvumo uoholinu. Kosealemo keu loui avoe, “Ata bahataeau vaveve toela valu.”
1JN.2.1	Di esea, di laheho ko hisaliai isiviholialeike la vaveve toela valiho. Isito ata olena vaveve toela vage inutolotolote Iesu Kelisona avuho Dilava namihage au bae ata kemo kotae hoto loulivebene. 
1JN.2.2	Iesu hatiale kemo Dilavana nahie toela bahata ulihai. Iesu keu nahie toela unahaho hatioholinu. Isito vatae ata bahatae toela ibinahoike au hatinu.
1JN.2.3	Iale nahiabuna Dilava menaka ehovaliege seleveta nahiabuna loui kosea, “Noeau Dilava ataea.” 
1JN.2.4	Ige mesoho ata moleu huhuai loui kosea, “Dau Dilava ata.” Isito keu Dilava menaka ehomaholiniege ata kateale keu loboe ata. Ata katealemo hoto seleveu uoholinu. 
1JN.2.5+1JN.2.6	Isito oleuoleu hotove evisi ehovale keau seleveta avuho isivilahalu. Iale oleuoleu Iesu vaveve nahate valiege abuna hilokage seleveta Dilavau abuhi ua.
1JN.2.7	Di haokuvuia, di hoto ko laheho hisaliale kou dogave holioholinu. Abu subuta ko loui la namigevege la eviale keike di tota ko hisaliama. 
1JN.2.8	Isito di hoto ko laheho hisaliale kou dogave. Iale ataeabuna Iesuu vale ke evisi la vale ke elehai hilokage hoto kou seleve. Iesuu lohoge vavie vuvuneu uoholisege ataga seleveu velemanu.
1JN.2.9	Iale oleuoleu loui kosea, “Dau atagae ata.” Isito au haoka aiohavoale keu sohu vavimo ua. 
1JN.2.10	Isito oleuoleu au haokaho isiviai tedahoale keu atagamo ua. Katealemo vaveveve keu bae au haokae evievi aiohavoge dobalivebene. 
1JN.2.11	Isito oleuoleu au haoka aiohavoale keu sohu vavimo ua. Vaveveveu vavi nahate nive bamuge au vaveve dua hilokaholisito vavimo timale nahate vama.
1JN.2.12	Di esea, Dilavau Iesu ivimo la toela ulihaike vage di hoto ko laheho hisalianu. 
1JN.2.13	Kosivea, subuta ui lohomale Kosive ke la hilokaike vage di hoto ko laheho hisalianu. Isi malaha dogaea, la negolahai Setene vaveve ke haliohatuike vage di hoto ko laheho hisalianu.
1JN.2.14	Di esea, laeau nahie Mama ke hilokaike vage di hoto ko laheho hisalianu. Kosivea, subuta ui lohomale Kosive ke la hilokaike vage di hoto ko laheho hisalianu. Isi malaha dogaea, la negolahage Dilava hotou la uvumo uge la Setene vaveve ke haliohatuike vage di hoto ko hisalianu.
1JN.2.15	Lainaho vatae onobenobe huhulahai la uvu mai avuemo mavolive. Lana katelahaliege bae Dilavaho isivilahalivebene. 
1JN.2.16	Kosealemo onobenobe bahata keau vatae vaveve unaha. Iale ataeabuna vavae isivi vai nie toela vai abu ebika tabagevei loui kosea, “Noeau ivitea.” Vaveve katealeau nahie Mamaemo lohoholilu. Isito vaveve keau bahata vatae vaveve unaha. 
1JN.2.17	Vatae onobenobe ataeau abuho isivilahamale keabuna bahata uoholisi. Isito ata oleteau Dilava isivi vamale keabuna vani bahata ui tigei.
1JN.2.18	Di esea, vanie gabiu vuguvuguanu. La subuta evige Keliso aiohavomale ata kena lohoi. Isito novae vani komo Keliso aiohavomale ata kateale moagaeau loholu. Kemoike nahi hilokage vanie gabiu vuguvuguanu. 
1JN.2.19	Ata keau seleveta nahie ata holioholilu. Katealemoike keau nahie halevelu. Mesoho keau nahie ata holivatege keau nahehi ua. Isito keau nahie halevege nahi hilokage keau nahie ata seleve holioholilu.
1JN.2.20	Isito laeau kateholilu. Kosealemo Munana Tumuteu laemo lohoge la bahata kemo hoto seleve evisi ehovalu. 
1JN.2.21	La hoto seleve hilokai evisi ehovaike vage di laheho levaleva ko hisalianu. La hilokage hoto seleve kemo lobou uoholinu.
1JN.2.22	Isito loboe atana loui kosea, “Iesu keu Dilava mo holioholinu.” Iale ata keu Iesu aiohavomale ata. Keu kateai Iesuta Mamaveta kabebigevei aegevenu. 
1JN.2.23	Ata oleu Iesu kabebihavoi aehale keu Mamavetaike au ke kabebihavoi aehanu. Isito ata oleu Iesu hoto evisi ehomale keu Mamavetaike au ke ehomanu.
1JN.2.24	Iale lainaho la vasohuta eviale ke momahavolive. Isito kemo negolahave. Lana kemo negolahaliege vani bahata Iesuta Mamaveluvutahi igaetolahai ugeve. 
1JN.2.25	Iesu biageu subuta ukolikoli nahioveveve hoto ke lounu.
1JN.2.26	Di laheho hoto ke hisaliai isiviale la hilokage loboe ata keau isivilahale la malevege la loboeabe evisi. 
1JN.2.27	Isito Iesuu au Munanae Tumu laheho hanavoge au la uvumo uale kemo ata keau bae la haivelivebene. Kosealemo Iesu Munanae Tumu keu hoto bahata la haiveale hoto keu loboe hoto holioholisito hoto seleve. Iale Munana Tumue hoto ke evive. Ilive elike Iesuluvuta igaetolahai uve.
1JN.2.28	Iale di esea, avuluvuta igaetolahai uve. Ilive vani mole au lohoge nahi bae matilahalivebene. Isito nahiabuna vudivemo negolahai lavisi. 
1JN.2.29	La hilokage Iesu keu inutolotolote. Iale oleuoleu vaveve inutolotolote vamale keau Dilava esea.
1JN.3.1	Di hoto ko louge evive. Nahie Mamau nahiho isiviale ke bato huhulahave. Isivive keu balugalemoike au nahi malevei au ese toevenu. Iale kemoike nahi eseve holilu. Ige vatae ataeau Dilava vaveve hilokaholiale kemoike nahie vaveveta abu hilokaholilu. 
1JN.3.2	Di uvue haokuvuia, nahi aike Dilava ese holilu. Isi nahi sohu nahi gabie uveve ke bahata hilokaholilu. Isito gabie au lohoge nahiabuna bae elehai vaveveve hilokai kemo bae avu nahate vai. 
1JN.3.3	Iale oleuoleu Iesu lohoveve ke hemei umale keau abu uvu hoesegevege vaveveabeau Iesu vaveve nahate vai duaveai.
1JN.3.4	Isito oleuoleu vaveve toela vale keau Dilava hoto eguvalu. Vaveve toela vade vale keu Dilava menaka egumanu. 
1JN.3.5	La hilokage Iesuemo vavevebe toelau uoholinu. Iale kemo au vatae lohoale ataemo vaveveabe toela ulihanu. 
1JN.3.6	Iale oleuoleu Iesuluvuta igaetolahai umale keau bae vani bahata vaveve toela valivebene. Isito oleuoleu vani bahata vaveve toela vamale keau kemo luleleholisi Iesu hilokaholilu.
1JN.3.7	Di esea, ataeau loboe hoto louge lainaho hotoeabe evilive. Ata oleu vaveve dua vamale ke vaveveu inutolotoloanu. Vaveveve keu Iesu Keliso vaveveu inutolotoloale ke nahate. 
1JN.3.8	Isito oleu vani bahata vaveve toela vamale keu Setene ata. Kosealemo Seteneu subuta mole vasohuta vaveve toela vai lohoale keu nova emo ke vai uma. Au kateilage Dilava mou lohoale Setene vaveve ke aiohavoi isiviale vuvuneve keu uoholisi.
1JN.3.9	Iale ata oleu Dilava ata holiale keu bae vaveve toela vagelivebene. Kosealemo keu Dilava ese holige Dilava vaveveu avuemo ua. Iale au bae vaveve toela vagelivebene. 
1JN.3.10	Isito nahi oleve kateai Dilava eseta Setene eseta hilokaevei. Ata olena vaveve dua vaholisi au haokaho isiviholisi tedahoholige kemo nahi hilokage keu Setene ese.
1JN.3.11	Abu vasohuta tiale la haivege la eviale hoto keike ko. Nahi moleho isivilahai mole tedaevei. 
1JN.3.12	Subuta Keiniu vale ke nahate nahi va halevai. Keu Setene ata holisime au hoho hamanu. Keu vadealemoike au hoho hamage au hatinu. Kosealemo hohove vaveve keu duave. Isito eu vamale keu toelanu. Kemoike au hovelahai au hoho hamanu.
1JN.3.13	Iale di haokuvuia, vatae ataeau katelahai laheho itumuai la aiogevege lainaho ke elehai vikolahalive. 
1JN.3.14	Nahi subuta katelahai mole aiogevema. Isito nahi aike nahie haokuvuho isivilahai tedaevemale kemo nahi hilokage nahi hatihatie humaha ke halevai ukolikolie humahala tima. Isito ata oleu au haokaho isiviholisi tedahoholiale keu sohu hatihatie humahala tima. 
1JN.3.15	Isi ata oleu au haokaho itumuai aiohavomale keu ata hamale ke nahate. Iale la hilokage ata havemale keu bae ukolikoli malivebene. 
1JN.3.16	Nahi moleho isivilahai mole tedaevemale vaveve ke hilokalu. Iesu Kelisou nahiho isiviai nahiho hatiale kemoike nahi vaveve ke hilokalu. Iale nahita Iesu vaveve ke nahate vai nahie haokuvuho isivilahai tedaevege duave. 
1JN.3.17	Isito mesoho kunaite ata oleu au haoka elehage keu kunaiholige au avuho uvuholisi tedahoho isiviholige keu toelanu. Vaveve katealemo ata kena oleve kateai loui kosea, “Di di uvu mai Dilava ominu.” 
1JN.3.18	Di esea, nahi moleho isivilahamale kemo hoto unaha lou halevai. Isito nahi mole tedaevei kunai mole ovei kemo hilokage seleveta nahiau moleho isivilahalu.
1JN.3.19	Vaveve katealemoike nahi hilokage nahie vaveve keu seleve. Iale nahiabuna Dilava nimo vabuholisito negolahai lavisi. 
1JN.3.20	Isito mesoho nahi huhuige nahie vaveveu Dilava nimo egelegeleholige Dilavaike nahi vamale ke bahata hilokanu. Iale auna nahie uvu hoesegevei negotievei. 
1JN.3.21	Di haokuvuia, mesoho nahie uvuu kateale huhu moagaholige nahiabuna vabuholisito Dilava nimo negolahai lavisi. 
1JN.3.22	Nahiabuna mai vahaehotisi menakave ehovai isivive ke valiege nahi vadeuho imihale ke auna nahiovei. 
1JN.3.23	Menaka kosealeike au nahiho lounu. Au isiviale nahi nahie uvu mai move Iesu Keliso kemo mavoi Iesuu nahi namigeveale ke nahate vai moleho isivilahai mole tedaevei. 
1JN.3.24	Oleuoleu Dilava menaka ke evisi vale keau Dilavaluvuta igaetoalu. Ige Dilavau abuhi ua. Dilavau au Munanae Tumu nahioveale kemo nahi hilokage Dilavau nahehi ua.
1JN.4.1	Di uvue haokuvuia, loboe beloveta moagaeau vata bahatae tilu. Iale abu lae lohoi loui kosea, “Dilava Munanae Tumuu noemo holomaike vage no hotove louma.” Abu kateai louge lainaho solekai hotoeabe evilive. Isito vasohuta nenilahai vaveveabe ke kaovage keau seleveta Dilava Munanae Tumu malelu. Mena Munanae toela malelu. 
1JN.4.2	Lana oleve kateai hilokage munana keu Dilava Munanae Tumu. Emena Setene munanae toela. Kosealemo ata oleuoleu negoai loui kosea, “Iesu Kelisou lohoale ata holinu.” Hoto kateale louale keau Dilava Munanae Tumu malelu. 
1JN.4.3	Isito ata oleuoleu loui kosea, “Dilava mo Iesu Kelisou lohoale ata seleve holioholisito munana unaha.” Hoto kateale louale kebiau Dilava Munanae Tumu maleholilu. Isito Iesu Keliso aiohavomale kosive kemoike abu vuvune malelu. La subuta evige vaveve toela katealena vatae lohoi. Iale vaveve keike ke lohonu.
1JN.4.4	Isito di esea, laeau Dilava ataea. Iale lana loboe beloveta kebia tatoleveve. Kosealemo Dilava Munanae Tumuu la uvumo uale keu vuvuneai ua. Iale vuvuneve kena vatae kosive ke vuvune evihai. 
1JN.4.5	Ata keau vatae ataea. Iale keau vatae vaveve ehovai vatae hoto louge vatae ataeau hotoeabe ke evisi ehovema. 
1JN.4.6	Isito nahiau Dilava ataea. Iale oleuoleu Dilava hoto evisi ehovale keabuna nahie hoto ke evisi. Isito oleuoleu Dilava ata holioholiale keau bae nahie hoto evilivebene. Vaveve katealemo nahiabuna hilokage oleteau nahie hoto eviale keau Munanae Tumu malelu. Isito oleteau nahie hoto evioholiale keau loboe ataea.
1JN.4.7	Di uvue haokuvuia, nahi moleho isivilahai mole tedaevei. Kosealemo isivie vaveve keu Dilavamo lohonu. Iale oleuoleu ataho isiviai tedaevemale keau Dilava ese holievei Dilava hilokalu. 
1JN.4.8	Isito olemeau ataho isiviholimale keau Dilava vaveve ke hilokaholilu. Kosealemo moleho isiviamale ke biageike Dilava. 
1JN.4.9	Dilavau au uvue mo igae ke hanavoi isiviale nahi kemo ukolikoli malei hilokage au nahiho isiviale keu baluga. 
1JN.4.10	Nahi Dilavaho isiviale keu baluga holioholinu. Isito Dilavau vasohuta nahiho isiviai au mo hanavoge au lohoale hatisi nahie toela ulihale kemo nahi hilokage isivive keu nahiho balugataho.
1JN.4.11	Di uvue haokuvuia, Dilavau kateai nahiho isivi balugage nahi nahita moleho isivilahai mole tedaevei. 
1JN.4.12	Atabeu Dilava elehaholinu. Isito nahiabuna moleho isivilahai mole tedaevege Dilavana nahehi ui. Ige isivive kena nahie uvumo balugai tigei.
1JN.4.13	Dilavau au Munanae Tumu nahioveale vaveve kemoike nahi hilokage nahi Dilavaluvuta igaetolahalu. Ige Dilavau nahehi ua. 
1JN.4.14	Iale Dilavau au mo hanavoge no move elehai hotove loui ata haivei kosea, “Iesu keu vatae ata maleveale Kosive.”
