MAT.1.1	Je² libro xi³ cho⁴ta⁴jchi¹nca³-le⁴ Jesucristo, ˀnti¹-le⁴ David, cˀoa⁴ ˀnti¹-le⁴ Abraham.
1CO.15.25	Nca⁴ tjin¹-ni³ nca³ je² coa⁴te²xo³ma³ sa³ˀnta³ nca³ coa⁴tio²nqui³ ntso⁴co⁴ nca³tsˀi³ co²ntran⁴-le⁴. 
1CO.15.26	Cˀoa⁴ je² co²ntran⁴-le⁴ xi³ fe³tˀa³-ni³ xi³ coi⁴xo⁴ya³, coi³ cjoa⁴vi³ya³. 
1CO.15.27	Nca³yi³je³ cjoa⁴ qui³si³ca³tio² nqui³ntso⁴co⁴. Cˀia⁴ nca³ tso²: Nca³yi³je³ cjoa⁴ cˀoa⁴-sˀin² qui³ni²ca³tio²nqui³-le⁴ nca³ je², ña³qui³ tji¹tsen³ nca³ xin² ti¹jna³ je² xi³ qui³si³ca³tio²nqui³-le⁴ nca³ je² nca³yi³je³ cjoa⁴. 
1CO.15.28	Cˀia⁴ nca³ nca³yi³je³ cjoa⁴ na³nqui³ sa⁴tio²-le⁴, cˀia⁴ ti⁴je²-ni³ ˀnti¹-le⁴ na³nqui³ cˀoe¹jna³-le⁴ je² xi³ na³nqui³ tsa³cˀe¹jna³-le⁴ nca³ je² nca³yi³je³ cjoa⁴, jme¹-ni³ nca³ Ni³na¹ coan⁴yi³je³-si¹ni³ tˀa³tsˀe⁴ nca³tsˀi³. 
1CO.15.29	Tsa² tsin²-la²ni³ cˀoa⁴-sˀin², jme¹ xi³ sˀin⁴² je² xi³ sa³te²nta¹ xi³ tˀa³tsˀe⁴ cˀen³, tsa² ni⁴jo³-jin²sˀin² ni²cja³ˀa¹ya²-ni³le⁴ xi³ cˀen³. A¹-ni³ tso²cˀoa⁴ nca³ sa³te²nta¹-si¹ni³ xi³ tˀa³tsˀe⁴ cˀen³. 
1CO.15.30	Cˀoa⁴-ti⁴ ña¹, a¹-ni³ nca³ xcon¹ vi³ma³-si¹nia³² to⁴jme³ hora-ni³. 
1CO.15.31	Jo³-sˀin² nca³ vˀa³sje³je³ya²³ yao³-na⁴ tˀa³tsaon⁴³ nca³ ti³yo³coa⁴² Cristo Jesús, cˀoa⁴-sˀin² nca³ nchaon³nchaon³ mˀen³. 
1CO.15.32	Tsa² an³ qui³scan³coa⁴ xa³ ya⁴ Efeso, jo³ sˀin¹ cho⁴ta⁴, jme¹ xi³ njen³-na³. Tsa² je² xi³ cˀen³ li²coi³ ni²cja³ˀa¹ya²-le⁴, coi⁴cha², sˀioa⁴², nca³ nchaon³-li⁴ coi⁴ya²-nia³². 
1CO.15.33	A³li² chˀa²na⁴cha⁴-jin²no³. Je² mi²yo⁴ xi³ tsi² nta³, je² xi³ si¹qui³tson¹ xi³ nta³ tjin¹. 
1CO.15.34	Ti⁴cja³ˀa¹-lao⁴³ yao³-no³, ti⁴cja³ˀai³tsjaon³ xi³ cjoa⁴qui²xi⁴, cˀoa⁴ a³li² je¹-jin² ti⁴vi³jnchi³-nio³, nca³ tjin¹ cˀa³ xi³ li²coi³ ve³ Ni³na¹. An³ nchja²³ nca³ si³soa³-no³. 
1CO.15.35	To⁴nca³ tjin¹ cˀa³ xi³ coi⁴tso⁴: Jo¹ sˀin² si⁴cja³ˀa¹ya²-ni³le⁴ xi³ cˀen³. Jo¹ cjoan³ yao³-le⁴ xi³ cjoa⁴ˀai¹cao⁴-ni³. 
1CO.15.36	A³ sca¹ya³-li². Je² xi³ vˀe²ntjai²³, tsa² tsi² to⁴nqui³-ni³ vi³ya³, li²coi³ vˀe²yo³con³. 
1CO.15.37	Cˀoa⁴ je² xi³ vˀe²ntjai²³, li²coi³ cˀoa⁴cji³ yao³-le⁴ jo³ cji³ nca³ coan⁴jcha¹, to⁴nca³ vˀe²ntjai²³ je² na⁴xin⁴ nca³ to⁴cˀoa⁴cjoan³, tsa² tsˀe⁴ trigo, a³xo⁴ tsa² tsˀe⁴ xi³ cja⁴ˀai¹ na⁴xin⁴. 
1CO.15.38	To⁴nca³ Ni³na¹ tsjoa¹-le⁴ yao³-le⁴ jo³-sˀin² coan³me³-le⁴, cˀoa⁴ nca³ jnco¹jnco¹ ntje⁴ ti⁴tsˀe⁴-ni³ yao³-le⁴. 
1CO.15.39	Nca³yi³je³ yao³ li²coi³ to⁴nco¹son², to⁴nca³ jnco³ yao³ xi³ cjoa⁴qui²xi⁴ tsˀe⁴ cho⁴ta⁴, cˀoa⁴ nqui²jnco³ yao³ xi³ tsˀe⁴ cho⁴, cˀoa⁴ nqui²jnco³ xi³ tsˀe⁴ jti⁴, cˀoa⁴ nqui²jnco³ xi³ tsˀe⁴ ni⁴se³. 
1CO.15.40	Tjin¹ yao³ xi³ tsˀe⁴ ncˀa³jmi³, cˀoa⁴ tjin¹ yao³ xi³ tsˀe⁴ son³ˀnte³, to⁴nca³ xi³ cjoa⁴qui²xi⁴ jnco³ cjoa⁴je³ya³-le⁴ xi³ tsˀe⁴ ncˀa³jmi³, to⁴nca³ cja⁴ˀai¹-nca¹ cjoan³ cjoa⁴je³ya³-le⁴ xi³ tsˀe⁴ son³ˀnte³. 
1CO.15.41	Nqui²jnco³ cjoa⁴je³ya³-le⁴ tsˀoi¹, cˀoa⁴ nqui²jnco³ cjoa⁴je³ya³-le⁴ sa¹, cˀoa⁴ nqui²jnco³ cjoa⁴je³ya³-le⁴ ni³ño³, nca⁴ jnco³ ni³ño³ cja⁴ˀai¹-nca¹ cji³ cjoa⁴je³ya³-le⁴ cao⁴-ni³ tsa² tsˀe⁴ xi³ nqui²jnco³. 
1CO.15.42	Cˀoa⁴-ti⁴sˀin²ni³ cao⁴ cjoa⁴fa³ˀa¹ya³-le⁴ xi³ cˀen³. Sˀe³ñai³ je² xi³ to⁴fi³tson³ya²-ni¹, to⁴nca³ ni²cja³ˀa¹ya²-le⁴ je² xi³ li²coi³ fi³tson³. 
1CO.15.43	Sˀe³ñai³ cao⁴ cjoa⁴soa³, ni²cja³ˀa¹ya²-le⁴ cao⁴ cjoa⁴je³ya³. Sˀe³ñai³ cao⁴ cjoa⁴ˀi³nta³, ni²cja³ˀa¹ya²-le⁴ cao⁴ nca³nˀion¹. 
1CO.15.44	Sˀe³ñai³ yao³ xi³ to⁴xquia⁴ yao³, ni²cja³ˀa¹ya²-le⁴ yao³ xi³ tsˀe⁴ espíritu. Tjin¹ yao³ xi³ to⁴xquia⁴ yao³, cˀoa⁴-ti⁴ tjin¹ yao³ xi³ tsˀe⁴ espíritu. 
1CO.15.45	Cˀoa⁴-ti⁴sˀin² tji¹tˀa³: Je² ti¹tjon² xˀin⁴ xi³ Adán ˀmi², coan³ ni⁴ma⁴ xi³ ti¹jna³con³, cˀoa⁴ je² Adán xi³ je³tˀa³-ni³ coan³ espíritu xi³ si¹cˀe¹jna³con³. 
1CO.15.46	To⁴nca³ je² xi³ tsˀe⁴ espíritu, a³li² je²-jin² xi³ ti¹tjon², to⁴nca³ je² xi³ to⁴xquia⁴ yao³, cˀia⁴ je² xi³ tsˀe⁴ espíritu. 
1CO.15.47	Je² xˀin⁴ xi³ ti¹tjon² xi³ tsˀe⁴ son³ˀnte³-vi⁴, ni³ˀnte³ ni¹. Je² xˀin⁴ xi³ ma³jao²-ni³, xi³ je² Nai³-na¹, tsˀe⁴ ncˀa³jmi³ ni¹. 
1CO.15.48	Jo³ cjoan³ je² xi³ ni³ˀnte³ coan³nta³-ni³, cˀoa⁴-ti⁴sˀin² cjoan³-sa³ je² xi³ tsˀe⁴ ni³ˀnte³. Jo³ cjoan³ je² xi³ tsˀe⁴ ncˀa³jmi³, cˀoa⁴-ti⁴sˀin² cjoan³-sa³ je² xi³ tsˀe⁴ ncˀa³jmi³. 
1CO.15.49	Jo³-sˀin² nca³ tjin¹-na¹ sen¹-le⁴ xi³ tsˀe⁴ ni³ˀnte³, cˀoa⁴-ti⁴ sˀe⁴-na¹ sen¹-le⁴ xi³ tsˀe⁴ ncˀa³jmi³. 
1CO.15.50	To⁴nca³ cˀoa⁴xian³ je²-vi⁴ ntsˀe³ nca³ je² yao³ cao⁴ njin¹-na¹ li²coi³ coan⁴ sˀe⁴cjoa⁴tjao²-le⁴ cjoa⁴te¹xo³ma³-le⁴ Ni³na¹, ni⁴je²-jin² xi³ fi³tson³ya² coan⁴ sˀe⁴cjoa⁴tjao²-le⁴ je² xi³ tsi² fi³tson³. 
1CO.15.51	Coe⁴-ni³ an³ cˀoa⁴xin³-no³ jnco³ cjoa⁴ˀma³. Xi³ cjoa⁴qui²xi⁴, li²coi³ nca³tsˀia³² coi⁴ya², to⁴nca³ nca³tsˀi³ nia¹ ni⁴cˀa³ntjai²ya³-na¹, 
1CO.15.52	xi³ nti⁴ton⁴nti⁴ton⁴ xi³ to⁴jnco³ ni²cˀa³jtsoa³² xcoan³², cˀia⁴ nca³ je² čhjao³ xi³ fe³tˀa³-ni³ cjoa⁴ne³. Cˀoa⁴-sˀin² cjoa⁴ne³ je² čhjao³, cˀoa⁴ je² xi³ cˀen³ si⁴cja³ˀa¹ya²-ni³le⁴ nca³ tsi² cjoi⁴tson², cˀoa⁴ ña¹ cˀoa⁴-sˀin² ni⁴cˀa³ntjai²ya³-na¹. 
1CO.15.53	Nca⁴ cˀoa⁴-sˀin² tjin¹-ni³ je²-vi⁴ xi³ fi³tson³ya² nca³ cˀoa⁴cja¹ xi³ tsi² fi³tson³, cˀoa⁴ je² yao³ xi³ vi³ya³ nca³ cˀoa⁴cja¹ je² xi³ tsi² vi³ya³. 
1CO.15.54	Cˀoa⁴ cˀia⁴ nca³ je² xi³ fi³tson³-vi⁴ cˀoa⁴-sˀin² cˀoa⁴cja¹ je² xi³ tsi² fi³tson³, cˀoa⁴ je² xi³ vi³ya³ cˀoa⁴cja¹ je² xi³ tsi² vi³ya³, cˀia⁴ coi⁴tjo³son² je² en¹ xi³ tji¹tˀa³: Je² cjoa⁴vi³ya³ je³chi³xo²ya³, nca³ je³qui³ni²qui³njen³-le⁴. 
1CO.15.55	Ji³ cjoa⁴vi³ya³, jña¹ ti¹jna³ na³ˀya¹tsˀin³-li⁴. Cˀoa⁴ ji³ tsjo¹, jña¹ ti¹jna³ xi³ qui³njen²-li². 
1CO.15.56	Je² na³ˀya¹tsˀin³-le⁴ cjoa⁴vi³ya³, coi³ je¹, cˀoa⁴ je² nca³nˀion¹-le⁴ je¹, coi³ cjoa⁴te¹xo³ma³. 
1CO.15.57	To⁴nca³ Ni³na¹ ca²ta³vˀai²-le⁴ cjoa⁴nta³, nca³ ti¹tsjoa¹-na¹ nca³ ni²qui³njen³² xi³ to⁴tˀa³tsˀe⁴ je² Nai³-na¹ Jesucristo. 
1CO.15.58	Cˀoa⁴-sˀin², ntsˀe³ xi³ tsjoa³que⁴-no³, qui²xi⁴ ti⁴yo³. A³li² ni²cˀa³ntjai²ya³-jion²³. Nqui²sa⁴ tse³ ti⁴xa¹sa³lao⁴³ Nai³-na¹ nca³ntsjai², nca⁴ ˀya³-nio¹³ nca³ je² xa¹-no³ nca³ ti³yo³cao⁴³ Nai³-na¹ a³li² to⁴cjoa⁴tjao²-jin².
1CO.16.1	Xi³ tˀa³tsˀe⁴ taon⁴ xi³ ma³ña³ xi³ tˀa³tsˀe⁴ cho⁴ta⁴-le⁴ Cristo, cˀoa⁴tˀiaon⁴³ nca³ jon² jo³-sˀin² nca³ tsa³cˀe³ne²³-le⁴ je² na⁴xi⁴na³nta¹-le⁴ Cristo ya⁴ Galacia. 
1CO.16.2	Nca³ tai²nco⁴ nca³ jnco¹jnco¹ nca³ jon² tˀe²yo³tjao² tˀa³xion²³ taon⁴ ya⁴ ni³ˀya³-no³, jo³-sˀin² nca³ to⁴cjoa⁴nta³-le⁴ Ni³na¹ sˀe⁴-no³, jme¹-ni³ nca³ tsi² cˀia⁴ coan⁴ña³-si¹ni³ taon⁴, cˀia⁴ nca³ an³ cjoi³choa³. 
1CO.16.3	Cˀia⁴ nca³ cjoi³choa³, je² xi³ jon² chja³ˀa²jion³, je²-vi⁴ xi³ an³ si³ca³sen¹coa⁴ xon⁴ nca³ coai⁴cao⁴ je² cjoa⁴tjao²-no³ ya⁴ Jerusalén. 
1CO.16.4	Tsa² va³quin²-le⁴ cjoa⁴ma⁴-ve⁴ nca³ cˀoa⁴-ti⁴ cjoia¹³ an³, coai⁴cao⁴-na³.
1CO.16.5	Cˀoa⁴ cjoi¹con³-no³ nca³ jon², cˀia⁴ nca³ cjoe⁴ cjoa²ˀa⁴toa³ ya⁴ Macedonia, nca³ tjin¹nta³-na³ nca³ cjoa²ˀa⁴ ya⁴ Macedonia. 
1CO.16.6	Cˀoa⁴ tsa² coi³ ni⁴čhjin³ coa²te⁴jna³cao⁴-no³ nca³ jon², a³xo⁴ cˀoa⁴-ti⁴ ya⁴ coa²te⁴jna³ chan⁴nchˀan¹, jme¹-ni³ nca³ jon² coi⁴ncha³cao⁴-si¹ni³nao¹³ to⁴jña³-ni³ nca³ cjoia¹³. 
1CO.16.7	Nca⁴ tsi² tsa² me³-na³ ntˀai⁴-vi⁴ nca³ to⁴cjoa²ˀa⁴ co³tsen³to³-no³, nca³ co³ya²³-nia¹³ nca³ coa²te⁴jna³cao⁴-no³ jo³ tjin¹ ni⁴čhjin³ tsa² je² Nai³-na¹ tsjoa¹ˀnte³. 
1CO.16.8	To⁴nca³ coa²te⁴jna³ ya⁴ Efeso sa³ˀnta³ sˀoi¹ Pentecostés, 
1CO.16.9	nca⁴ qui³tjo³ˀai²ˀnte³-na³ xi³ nˀion¹ tse³ tjin¹ nca³ nˀion¹ ma³chjen¹, cˀoa⁴ ncjin² ma³-ni³ xi³ co²ntran⁴ fi². 
1CO.16.10	Tsa² coi⁴cho³ Timoteo, cho¹tsen³-lao⁴³ nca³ cˀoe¹jna³cao⁴-no³, nca³ tsi² cjoa⁴jcon³ sˀe⁴-le⁴, nca⁴ cˀoa⁴²-ti⁴ je² si¹xa¹-le⁴ Nai³-na¹ jo³-ni³ nca³ an³. 
1CO.16.11	To⁴coi³ ni⁴ˀya³-jin² xi³ chˀao³ ca²ta³ve³, to⁴sa³ nchˀan¹ cha⁴ni²ya⁴ntiao⁴² jme¹-ni³ nca³ cjoi⁴nčhoa³con³-si¹ni³na³, nca³ ti²co³ya²³-le⁴ cao⁴ je² ntsˀe³². 
1CO.16.12	Xi³ tˀa³tsˀe⁴ ntsˀe³², Apolos, li² cˀoa⁴cji³ tsa³cˀe³tsˀoa²³-le⁴ nca³ coai⁴con³-no³ nca³ jon² cao⁴ je² ntsˀe³². To⁴nca³ ni⁴ˀi⁴tse¹-jin² coan³jyo³-le⁴ nca³ qui³ ntˀai⁴-vi⁴. To⁴nca³ coai⁴ cˀia⁴ nca³ sˀe⁴-le⁴ ˀnte³.
1CO.16.13	Ti⁴yo³chon³ˀntao³, nˀion¹ ti⁴yo³cao⁴³ xi³ ma³cjain¹-no³, cˀoa⁴ nˀion¹ ta²ja³ ti⁴yo³, cˀoa⁴ chjoao¹³ nca³nˀion¹. 
1CO.16.14	Cˀoa⁴ nca³yi³je³ cjoa⁴ xi³ tsaon⁴³ cˀoa⁴ca²ta³ma³ cao⁴ cjoa⁴tjao²cha³. 
1CO.16.15	Je³ˀyao³ nca³ je² ntˀia³-le⁴ Estéfanas coi³ xi³ ti¹tjon² coan³cjain¹-le⁴ ya⁴ Acaya, xi³ tsa³cˀe¹ne²-le⁴ yao³-le⁴ nca³ cˀoa⁴-sˀin² tjio¹si¹sin³-le⁴ cho⁴ta⁴-le⁴ Cristo. 
1CO.16.16	Cˀoa⁴-sˀin² vˀe³tsˀoa²³-no³ ntsˀe³ nca³ cˀoa⁴-ti⁴ jon² na³nqui³ coi⁴yo³-lao⁴³ xi³ cˀoa⁴cjoan³, cˀoa⁴ nca³tsˀi³ xi³ ña³tjen⁴ si¹xa¹cao⁴-na¹, cˀoa⁴ xi³ nˀion¹ si¹xa¹. 
1CO.16.17	Ma³tsjoa³-na³ nca³ ja³ˀai³ Estéfanas, cˀoa⁴ Fortunato, cˀoa⁴ Acaico, nca⁴ je²-vi⁴ xi³ qui³si³jnco³ xi³ qui³cha³-na³ nca³ tsion² nca³ jon². 
1CO.16.18	Qui³si³nˀion¹con³ je² ni⁴ma⁴-na⁴, cˀoa⁴ je² xi³ tsaon⁴³. Cˀoa⁴ nta³ jcha⁴cho⁴tao⁴³ je² xi³ cˀoa⁴cjoan³. 
1CO.16.19	Je² na⁴xi⁴na³nta¹-le⁴ Cristo xi³ tsˀe⁴ Asia si¹ti²ˀnta³-no³. A³li² cˀoa⁴cji³ si¹ti²ˀnta³-no³ nca³ tjio¹cao⁴ Nai³-na¹ je² Aquila cao⁴ Priscila, cao⁴ je² cho⁴ta⁴na⁴xi⁴na³nta¹-le⁴ Cristo xi³ ma³ña³ ya⁴ ni³ˀya³-le⁴. 
1CO.16.20	Si¹ti²ˀnta³-no³ nca³tsˀi³ ntsˀe³². Ti⁴ti²ˀntao³ xi²nquio⁴³ nca³ jnco¹jnco¹ nca³ tsje³ tˀe²tˀa³tsˀoa³-lao⁴³ xi²nquio⁴³. 
1CO.16.21	An³ xi³ Pablo ˀmi²-na³ si³ti²ˀnta³-no³ nca³ cjia³ je²-vi⁴ cao⁴ ntsa⁴. 
1CO.16.22	Tsa² jnco³ xi³ tsi² tsjoa³que³ Nai³-na¹ Jesucristo, nai⁴² ca²ta³fi²cao⁴. Nai³-na¹ cjoa⁴ˀai¹. 
1CO.16.23	Je² cjoa⁴nta³-le⁴ Nai³-na¹ Jesucristo ca²ta³sˀe³-no³ nca³ jon². 
1CO.16.24	Je² cjoa⁴tjao²cha³-na⁴ ca²ta³sˀe³-no³ nca³tsˀio³, nca³ ti³yo³coa⁴² Cristo Jesús. Cˀoa⁴ ca²ta³ma³.
2CO.1.1	An³ nia¹³ Pablo, pa²stro⁴-le⁴ Jesucristo, jo³-sˀin² coan³me³-le⁴ Ni³na¹, cao⁴ ntsˀe³², je² Timoteo, to⁴jnco³ ti³chji²-lai²⁴jin⁴ jon² xi³ na⁴xi⁴na³nta¹-le⁴ Ni³na¹ xi³ ti³yo³ ya⁴ Corinto, cao⁴ nca³tsˀi³ cho⁴ta⁴-le⁴ Cristo xi³ tjio¹ ya⁴ nca³qui³jnta² Acaya. 
2CO.1.2	Ni³na¹ je² Nˀai³-na¹ cˀoa⁴ je² Nai³-na¹ Jesucristo ca²ta³tsjoa¹-no³ cjoa⁴nta³, ca²ta³si¹qui³njen³nchˀan¹jin³ ni⁴ma⁴-no³.
2CO.1.3	Cjoa⁴nta³ ca²ta³vˀai²-le⁴ je² Ni³na¹-le⁴ cˀoa⁴ Nˀai³-le⁴ Nai³-na¹ Jesucristo, je² Nˀai³ xi³ tsˀe⁴ cjoa⁴ma⁴ta³con², cˀoa⁴ Ni³na¹ xi³ tsˀe⁴ nca³yi³je³ cjoa⁴ni²je³ta³con², 
2CO.1.4	xi³ si¹je³con³-na¹ nca³yi³je³ cjoa⁴ñˀain³-na¹, jme¹-ni³ nca³ cˀoa⁴-ti⁴ ña¹ coan⁴-si¹ni³na¹ si⁴je³ta³coan³² je² xi³ tjio¹jin³ to⁴jña³-le⁴ cjoa⁴ñˀain³-ni³ cao⁴ xi³ ti⁴coi³-ni³ cjoa⁴ni²je³ta³con², jo³-sˀin² si¹je³con³-na¹ Ni³na¹ nca³ ña¹. 
2CO.1.5	Jo³-sˀin² nca³ ma³ncjin²ya³jin³-na¹ cjoa⁴ñˀain³ xi³ tsˀe⁴ Cristo, nca³ cˀoa⁴-ti⁴ vˀa³cao⁴tˀa³-na¹, cˀoa⁴-ti⁴sˀin²ni³ ma³ncjin²ya³jin³-na¹ cjoa⁴ni²je³ta³con² xi³ to⁴tˀa³tsˀe⁴ Cristo. 
2CO.1.6	To⁴nca³ tsa² chja³ˀai²⁴-jin⁴ cjoa⁴ñˀain³, coi³ xi³ tˀa³tsˀe⁴ cjoa⁴ni²je³ta³con²-no³ cˀoa⁴ cjoa⁴vi³tjo³ntjai²-no³. Cˀoa⁴ tsa² ma³je³ta³coin²⁴-jin⁴, coi³ xi³ tˀa³tsˀe⁴ cjoa⁴ni²je³ta³con²-no³, cˀoa⁴ cjoa⁴vi³tjo³ntjai²-no³. Je² cjoa⁴ni²je³ta³con²-vi⁴ xi³ si¹xa¹jin³-no³ nca³ jon², cˀia⁴ nca³ jcho¹cjoa⁴-no³ xi³ ti⁴coi³-ni³ cjoa⁴ñˀain³ xi³ ti³chja³ˀai²⁴-jin⁴ nca³ jin⁴-jin⁴. 
2CO.1.7	Cˀoa⁴ je² xi³ cho³ya²-lai⁴jin⁴ xi³ tˀa³tsaon⁴³ nˀion¹ ti¹jna³, nca⁴ ˀya³qui²xi⁴-jin⁴ nca³ jo³-sˀin² nca³ vˀa³cao⁴tˀa³-no³ je² cjoa⁴ñˀain³, cˀoa⁴-ti⁴sˀin²ni³ vˀa³cao⁴tˀa³-no³ je² cjoa⁴ni²je³ta³con². 
2CO.1.8	Nca⁴ ntsˀe³², li²coi³ me³-na³jin⁴ nca³ tsi² jchao⁴³ xi³ tˀa³tsˀe⁴ cjoa⁴ñˀain³ xi³ coan³tˀain³⁴-jin⁴ ya⁴ Asia nca³ nqui²sa⁴ tse³ cjoa⁴ñˀain³ qui³chja³ˀai²⁴-jin⁴ cao⁴-ni³ tsa² je² xi³ coan³ qui³jcho¹cjoa⁴-na³jin⁴, sa³ˀnta³ nca³ me³cˀain³-jin⁴. 
2CO.1.9	Cˀoa⁴-sˀin² coan³-na³jin⁴ jo³-ni³ tsa² xi³ cjoa⁴vi³ya³ qui³sˀe³ne²-le⁴, jme¹-ni³ nca³ tsi² nta³ ˀya³ta³con²-si¹ni³jin⁴ yao³-na⁴jin⁴ xi³ ti⁴jin⁴-ni³jin⁴, to⁴nca³ Ni³na¹ xi³ nta³ ˀya³ta³coin²⁴-jin⁴, xi³ si¹cja³ˀa¹ya³-le⁴ xi³ cˀen³. 
2CO.1.10	Je² xi³ tsa³cˀa³sje³ntjai²-na³jin⁴ cjoa⁴vi³ya³ xi³ tse³, cˀoa⁴ xi³ cˀoa⁴sje³ntjai². Cˀoa⁴ cho³ya²-lai⁴jin⁴ nca³ to⁴jo³ cˀoa⁴sje³ntjai²-sa³na³jin⁴. 
2CO.1.11	Nca⁴ ti³ncha³cao⁴-na³jin⁴ nca³ jon² nca³ vˀe²tsˀoa³ntjai²-na³jin⁴, jme¹-ni³ nca³ ncjin² xi³ tsjoa¹-si¹ni³ cjoa⁴nta³ xi³ tˀa³tsain⁴-jin⁴, nca³ cˀoa⁴-sˀin² qui³tsˀai²-na³jin⁴ je² cjoa⁴nta³, nca⁴ ncjin² xi³ tsa³cˀe¹tsˀoa³ntjai²-na³jin⁴.
2CO.1.12	Chˀa²sje³je³yai³⁴-jin⁴ yao³-na⁴jin⁴ tˀa³tsˀe⁴ cjoa⁴-vi⁴ nca³ je² cjoa⁴fa³ˀai³tsjen³-na⁴jin⁴ si¹qui²xi⁴ya³-na³jin⁴ nca³ tsje³-ni¹⁴jin⁴ cˀoa⁴ nca³ ña³qui³ cjoa⁴qui²xi⁴-ni¹⁴jin⁴, jo³-sˀin² qui³tsjoa³-na³jin⁴ Ni³na¹. Cˀoa⁴-sˀin² tsa³qui³yo³choin³⁴-jin⁴ i⁴ son³ˀnte³, cˀoa⁴ nqui²sa⁴ tse³ cˀoa⁴-sˀin² tsa³qui³yo³jin³cao⁴-lai²⁴jin⁴ nca³ jon², a³li² cao⁴ cjoa⁴chji⁴ne⁴-le⁴ yao³-na⁴jin⁴, to⁴nca³ cao⁴ cjoa⁴nta³-le⁴ Ni³na¹. 
2CO.1.13	Nca⁴ tsi² tsa² chji³-lai²⁴jin⁴ cjoa⁴ xi³ cja⁴ˀai¹, to⁴je² xi³ vˀe²xquiao⁴³ a³xo⁴ xi³ cˀoa⁴-ti⁴ ma³cho⁴ya³-no³. Cˀoa⁴ an³ co³ya²³-le⁴ nca³ sa³ˀnta³ cjoe⁴tˀa³ coan⁴cho⁴ya³-no³, 
2CO.1.14	jo³-sˀin² nca³ je³coan³cho⁴ya³cˀa³-no³, nca³ jin⁴ ni¹⁴-jin⁴ xi³ chˀa⁴sje³je³yao³, cˀoa⁴-ti⁴sˀin²ni³ jo³-sˀin² nca³ jin⁴-jin⁴ chˀa⁴sje³je³ya³-lai²⁴jin⁴ cˀia⁴ nca³ ni⁴čhjin³-le⁴ Nai³-na¹ Jesús. 
2CO.1.15	Cˀoa⁴ ña³qui³ tjin¹jnco³-le⁴coan³ je²-ve⁴, coan³me³-na³ nca³ ti¹tjon² qui³con³-no³ nca³ jon², jme¹-ni³ nca³ qui³sˀe³-si¹ni³no³ xi³ coan³jao²cˀa³-ni³ cjoa⁴nta³. 
2CO.1.16	Cˀoa⁴ coan³me³-na³ nca³ ja²ˀa⁴to³-no³ cˀia⁴ nca³ quia³ ya⁴ Macedonia, cˀoa⁴ nca³ ji³nčhoa³con³ nqui²jnco³cˀa²-ni³no³ cˀia⁴ nca³ ji³nčhoa³-nia³ ya⁴ Macedonia, nca³ qui³cha³ni²ya³ntia⁴²-nao¹³ cˀia⁴ nca³ quia³ ya⁴ Judea. 
2CO.1.17	Cˀoa⁴ nca³ coan³me³-na³ nca³ cˀoa⁴qui³sˀian³ je²-vi⁴, a³ to⁴ˀen¹sca¹ xi³ qui³si³chjen¹³. A³xo⁴ coi³ xi³ si³cja³ˀai³tsjen³, a³ cˀoa⁴-sˀin² si³cja³ˀai³tsjen³-nia³ jo³-ni³ tsa² cho⁴ta⁴ xi³ to⁴xa¹ cjoan³-ni³, nca³ sˀe⁴jin³-si¹ni³na³ xi³ jaon³-le⁴ cˀoa⁴ xi³ mai³-le⁴. 
2CO.1.18	To⁴sa³ Ni³na¹ xi³ cjoa⁴qui²xi⁴ xi³ ti¹ve³ nca³ je² en¹-na⁴jin⁴ xi³ qui³cha²cao⁴-lai²⁴jin⁴ li²coi³ cˀoa⁴jaon³-le⁴ cˀoa⁴mai³-le⁴. 
2CO.1.19	Nca⁴ je² ˀnti¹-le⁴ Ni³na¹, Jesucristo, xi³ an³ cao⁴ Silvano cao⁴ Timoteo qui³no²cjoa⁴ya³jin³-lai²⁴jin⁴ nca³ jon², je²-vi⁴ li²coi³ cˀoa⁴jaon³-le⁴ cˀoa⁴mai³-le⁴, to⁴nca³ jaon³ coan³-le⁴ nca³ je². 
2CO.1.20	Nca³yi³je³ jo³ tjin¹ xi³ qui³si³sˀe³nqui³ Ni³na¹ jaon³ ma³ tˀa³tsˀe⁴, cˀoa⁴ je² xi³ tso² cˀoa⁴ca²ta³ma³, cˀoa⁴ma³ tˀa³tsˀe⁴. Coi³ nca³ ña¹ vi³xoan¹ xi³ tˀa³tsˀe⁴ cjoa⁴je³ya³-le⁴ Ni³na¹ cˀoa⁴ca²ta³ma³. 
2CO.1.21	Cˀoa⁴ je² xi³ si¹nˀion¹tˀa³-na¹ Cristo, jin⁴-jin⁴ cao⁴ jon², cˀoa⁴ je² xi³ qui³si³ca³njon³-na¹, je² Ni³na¹. 
2CO.1.22	Je² xi³ cˀoa⁴-ti⁴ tsa³cˀe¹choa⁴-na¹, cˀoa⁴ qui³tsjoa³-na¹ je² Espíritu Santo xi³ ti¹jna³jin³ ni⁴ma⁴-na¹ jo³-ni³ xi³ qui³sˀe³jna³nqui³. 
2CO.1.23	To⁴nca³ an³ nchja²³-le⁴ Ni³na¹ nca³ testigo ma³ tˀa³tsˀe⁴ ni⁴ma⁴-na⁴ nca³ cˀoa⁴-sˀin² tjin¹-na³ cjoa⁴ma⁴ta³con² xi³ tˀa³tsaon⁴³ nca³ tsi² ja²ˀa⁴nqui²ntia³ ya⁴ Corinto. 
