MAT.1.1	Huā'mā' lista ū'tza' ī'xū'nāpap Jesucristo ē xla' ī'xū'nātā'nat David ē nā Abraham.
GAL.3.24	Huā'mā' līmāpa'ksīn xla' hua'chi chā'tin tī pūla. Ixquincāmāsu'yuni'yān ixtej Dios hasta a'cxni' milh Jesucristo ē ca'tzīuj chī nalīpāhuanāuj xla' ē chuntza' tzē naquincāmāpānūni'yān quincuentaca'n. 
GAL.3.25	Chuhua'j chilhtza' quilhtamacuj ē līpāhuanāuj Cristo. Chuhua'j jātza' maclacasqui'nāuj līmāpa'ksīn.
GAL.3.26	Hui'xina'n a'ka'ī'nī'ta'ntit Jesucristo makapūtaxtūnu'n ē ū'tza' ixlacstīn Dios līhua'ntit. 
GAL.3.27	Milīpō'ktuca'n hui'xina'n tī a'kpaxnī'ta'ntit ū'tza' lītasu'yu palh a'ka'ī'ni'nī'ta'ntit Cristo ē chu chā'tin lītaxtutit chī Cristo. 
GAL.3.28	Palh hui'xina'n tā'talacxtimī'tit Cristo, chuntza' milīpō'ktuca'n hui'xina'n xmān chu chā'tin lītaxtutit. Kēxtimtza' talalh israelitas ē tī jā israelitas; kēxtimtza' tī hua'chi xatastā'maka ē tī jā xatastā'maka; kēxtimtza' talalh chi'xcuhuī'n ē puscan. 
GAL.3.29	Palh hui'xina'n tapa'ksīni'yā'tit Cristo, hui'xina'n hua'chi ī'xū'nātā'natna' Abraham. Chuntza' nā namaktīni'nā'tit tū Dios mālacnūni'nī't Abraham.
GAL.4.1	Chuhua'j na'iccāhuaniyān tū hua'chi lītalaclhsaja. Chā'tin ka'hua'cha a'cxni' jāna'j maktīni'n ixherencia, xla' jālana'j māpa'ksīni'n. Chuntza' xla' hua'chicus chā'tin tasācua', masqui ū'tza' ixtēcu' nahuan. 
GAL.4.2	A'cxni' macsti'na'jcus tzamā' ka'hua'cha, ā'makapitzīn tamaktaka'lha, ē cāmacamaxquī'can ixlīpō'ktu tū ixla' nahuan hasta a'cxni' huā'mā' quilhtamacuj tū līlhcāna'nī't ixtāta'. 
GAL.4.3	Nā chuntza' quina'n. Xapūla quina'n jāna'j tzej ixca'tzīyāuj tū ixla' Dios; hua'chi lacstīn ixuanī'ta'uj. Xapūla kexmatni'uj ixtahui'latca'n ē ixtamāsu'yunca'n tachi'xcuhuī't. 
GAL.4.4	A'cxni' chilh tzamā' quilhtamacuj tū ixlīlacsacnī't Dios macamilh ī'Ska'ta'. Xla' mālacatuncuhuī'nīlh chā'tin puscāt. Ē ī'Ska'ta' Dios ī'stālani' ixtahui'latca'n israelitas. 
GAL.4.5	Chuntza' xla' milh naquincāmakapūtaxtūyān ixpālacata ixui'lāna'uj ixtampīn nac līmāpa'ksīn. Ū'tza' līmilh ī'Ska'ta' Dios ē chuntza' quina'n tzē ixlacstīn Dios nahuanāuj.
GAL.4.6	Dios macamilh Espíritu Santo na quilīstacna'ca'n. Chuntza' tzē nahuaniyāuj Dios: “¡QuinTāta'ca'n!” Ē chuntza' lītasu'yu quina'n ixlacstīn Dios. 
GAL.4.7	Chuhua'j quina'n jātza' hua'chi tasācua'. Quina'n ixlacstīn Dios. Chuhua'j quina'n ixlacstīn Dios ē naquincāmaxquī'yān quiherenciaca'n ixpālacata Cristo.
GAL.4.8	Xapūla a'cxni' jāna'j ixlakapasā'tit Dios, hui'xina'n ixui'lā'na'ntit na ixlīmāpa'ksīn tī jā diosnu'. 
GAL.4.9	Chuhua'j hui'xina'n lakapasā'tittza' Dios, ē Dios nā cālakapasāntza'. Hui'xina'n lakapasā'tit Dios, ē ¿chī lītlahua'cu'tumpala'yā'tit mintahui'latca'n? Mintahui'latca'n jāla caticāmaktāyan ē jā tū ixlīmacua. ¿Ē chī nalīstālani'pala'yā'tit? 
GAL.4.10	Hui'xina'n maclacapini'yā'tit makapitzīn quilhtamacuj ē mālhcuyu' ē cā'ta. Ē nā tlahua'yā'tit ā'makapitzīn cā'tani'. 
GAL.4.11	Quit icjicua'n palhāsā' chu tlakaj icscujli na mimpu'nanca'n.
GAL.4.12	Tā'timīn, iccāsqui'ni'yān calītaxtutit chuntza' chī quit. Masqui quit chā'tin israelita, jātza' icstālani' ixtahui'latca'n israelitas. Hui'xina'n tī jā israelitas jā ixlacasqui'nca nalītzucuyā'tit tlahua'yā'tit ixtahui'latca'n israelitas. Hui'xina'n jā tū quilātlahuani'nī'tauj tū jā tze. 
GAL.4.13	Hui'xina'n ca'tzīyā'tit xa'iclīta'jatatlamā'lh ē ū'tza' iccālīmāsu'yuni'n xapūla xatze tachihuīn ixla' Jesucristo. 
GAL.4.14	Hui'xina'n jā quilālakmaka'uj ē masqui jā līlaktzī'ncu'tu xa'icuanī't ixpālacata xa'icta'jatatla. Quilālīmaktīni'uj hua'chi chā'tin ángel tī Dios macamilh ē hua'chi chī Jesucristo. 
GAL.4.15	¿Ē jā lacapāstacā'tit hui'xina'n chī ixpāxuhua'yā'tit a'cxni' xa'iccātā'hui'lachā'n? ¿Chī cā'a'kspulanī'ta'n hui'xina'n? Quit icuan palh tzē cahuālh hui'xina'n ixmāxtutit milakastapunca'n ē ixquilāmaxquī'uj. 
GAL.4.16	Chuhua'j hui'xina'n quilālaktzī'nāuj hua'chi mintā'lāquiclhlaktzi'ca'n ixpālacata quit iccāhuaniyān tū ixlīcāna'. ¿Tū ixpālacata quilālaktzī'nāuj chuntza'?
GAL.4.17	Tzamā' chi'xcuhuī'n tī cātlahuacu'tunān ixamigoca'n, tasu'yu palh xlaca'n cātamaktāyacu'tunān. Jā ixlīcāna'. Xlaca'n xmān cātamāxtumlīcu'tunān. Chuntza' hui'xina'n xmān ū'tunu'n nacālakachi'xcuhuī'yā'tit. 
GAL.4.18	Tze palh ā'makapitzīn cātlahuacu'tunān ixamigoca'n hui'xina'n a'cxni' iccātā'hui'lan ē a'cxni' jā icui'lacha'. Xmān ixlīcāna' cacātamaktāyan. 
GAL.4.19	Quilacstīn, cā'tzīyāuj chī chā'tin puscāt pātīni'n a'cxni' tahui'la ī'ska'ta'. Nā chuntza' icpātīni'mā'lh hasta jā natasu'yu hui'xina'n nalatahui'layā'tit chī tī takexmatni' Cristo. 
GAL.4.20	Tze cahuālh palh xa'iccātā'tahui'lacha'n hui'xina'n, ē xtum xa'iccātā'chihuīna'n. Quit iccālītamakchuyīmā'n hui'xina'n.
GAL.4.21	Hui'xina'n mākentaxtūcu'tunā'tit līmāpa'ksīn tū Dios maxquī'lh Moisés. Chuhua'j caquilāhuaniuj huā'mā': ¿Chī jā līkexmatā'tit tū huan ixtachihuīn Dios jā tatzo'kni' līmāpa'ksīn? 
GAL.4.22	Ixtachihuīn Dios huan Abraham ixcāka'lhī chā'tu' ixcamana'. Chā'tin ka'hua'cha Agar ixuanican ixtzī'. Tzamā' puscāt xatastā'maka ixuanī't. Ā'chā'tin ka'hua'cha huampala jā xatastā'maka ixtzī' ixuanī't. 
GAL.4.23	Ī'ska'ta' Agar lacatuncuhuī'lh chu hua'chi chī talacatuncuhuī' ā'makapitzīn lacstīn. Jā chuntza' ā'chā'tin. A'cxni' lacatuncuhuī'lh ī'ska'ta' huā'mā' puscāt tī jā xatastā'maka īxuanī't, chuntza' Dios līmākentaxtūlh tū ixuanī't. Ū'tza' tū Dios ixmālacnūnī't. 
GAL.4.24	Huā'mā' hua'chi a'ktin līlaktzī'ntēn. Huā'mā' chā'tu' puscan xlaca'n hua'chi a'ktu' talacāxtlahuan ixtahuanī't. Huā'mā' xatastā'maka tī ixtacuhuīni' Agar, xla' ū'tza' hua'chi a'ktin talacāxtlahuan tū cāxtlahuaca nac sipej tū huanican Sinaí. A'ntza' nac Sinaí maxquī'ca Moisés huā'mā' līmāpa'ksīn. Tī talīpāhuan līmāpa'ksīn, xlaca'n hua'chi ixlacstīn Agar, ixpālacata xlaca'n jā ixa'cstuca'n tatapa'ksī. 
GAL.4.25	Agar lītaxtu Sinaí tū huī'lh nac Arabia. Nā Agar hua'chi Jerusalén. Xlaca'n tī tatapa'ksī nac Jerusalén, nā xlaca'n talīpāhuan līmāpa'ksīn. Nā xlaca'n jā ixtalaktaxtunī't. 
GAL.4.26	Jā chuntza' tzamā' Jerusalén xala' nac a'kapūn. Quina'n tapa'ksīyāuj nac tzamā' Jerusalén. Ē quina'n līlaktaxtunī'tauj. 
GAL.4.27	Ixtachihuīn Dios huan:
GAL.4.27	Capāxuhualh huā'mā' puscāt tī jāna'j ka'lhī ī'ska'ta'.
GAL.4.27	Calīta'salh cā'tapāxuhuān tī jāna'j mālacatuncuhuī'nī chā'tin ska'ta'.
GAL.4.27	Capāxuhualh ixpālacata xla'.
GAL.4.27	Masqui makxtekca, ā'chulā' nacāka'lhī ixlacstīn ē jā ū'tza' tī ka'lhī ixkōlu'.
GAL.4.28	Dios mākentaxtūlh tū ixuanī't. Ū'tza' līlacatuncuhuī'lh Isaac. Nā quina'n, tā'timīn, lītaxtūj ixlacstīn Dios, ixpālacata Dios mākentaxtūlh tū huanli. 
GAL.4.29	Tzamā' quilhtamacuj, ka'hua'cha tī lacatuncuhuī'lh chuntza' chī ā'makapitzīn, xla' ixlakapala ska'ta' tī lacatuncuhuī'lh ixpālacata Espíritu Santo. Chuntza' a'kspulamā'lh chuhua'j. Quincātalakapalayān quina'n tī līka'lhīyāuj xasāsti' quilatamatca'n ixlīmāpa'ksīn Espíritu Santo. 
GAL.4.30	Ca'tzīyāuj tū huan ixtachihuīn Dios: “Catlakama'capi tzamā' puscāt tī xatastā'maka ē nā ixka'hua'cha. Ixka'hua'cha xatastā'maka jāla catitā'tapitzilh herencia tī jā xatastā'maka. Xmān ixka'hua'cha huā'mā' puscāt tī jā xatastā'maka, ū'tza' namaktīni'n herencia.” 
GAL.4.31	Chuntza' tā'timīn, quina'n jā hua'chi ixlacstīn huā'mā' puscāt xatastā'maka. Quina'n hua'chi ixlacstīn puscāt tī jā xatastā'maka.
GAL.5.1	Chuhua'j quina'n xalactaxtunī'n ixpālacata tū tlahualh Cristo. Chuntza' jā catixlajuana'ntit. Jātza' xatastā'maka tilapala'yā'tit.
GAL.5.2	Cuenta catlahua'tit tū iccāhuaniyān quit, Pablo. Palh hui'xina'n natamakxtekā'tit nacātachu'cuyān ē ū'tza' nalīpāhuanā'tit, chuntza' hua'chi jā tū līmacuan tū tlahualh Cristo. 
GAL.5.3	Iccāhuanipalayān: Catīxcuhuālh tī lacasqui'n nachu'cucan, xla' ū'tza' līcuesa namākentaxtūkō' ixlīpō'ktu tū huan ixlīmāpa'ksīn Dios. 
GAL.5.4	Makapitzīn chī hui'xina'n tlahuacu'tunā'tit tū huan huā'mā' līmāpa'ksīn, ixpālacata puhua'nā'tit chuntza' nacāmāpānūni'yān mincuentaca'n. Palh chuntza' tlahua'yā'tit, taxtumlīni'nī'ta'ntit Cristo ē makxteknī'ta'ntit ixtalakalhu'mān Dios. 
GAL.5.5	Espíritu Santo quincāmāca'tzīnīn chī Dios quincāmāpānūni'nī'ta'n quincuentaca'n, ixpālacata līpāhuanāuj Jesucristo. 
GAL.5.6	Palh tapa'ksīni'yāuj Jesucristo, jā tū līmacuan palh naquincātachu'cuyān o palh jā naquincātachu'cuyān. Tū ixlacasqui'nca nalīpāhuanāuj Jesucristo. Ē ū'tza' nalālīpāxquī'yāuj.
GAL.5.7	Hui'xina'n tzej ixtlā'hua'mpā'na'ntit na ixtej Dios. Iccālī'a'cnīyān hui'xina'n chī tamakxtektit cātamāmakchuyīn. Jātza' tzej kexpa'tni'yā'tit xatze tachihuīn tū ixlīcāna'. 
GAL.5.8	Huā'mā' tū xlaca'n cātamāsu'yuni'n, jā ixla' Dios. Dios ū'tza' tī cālacsacnī'ta'n. 
GAL.5.9	Xlaca'n tī cātamāmakchuyīmā'n, xlaca'n hua'chi levadura. Ca'tzīyāuj macsti'na'j levadura māxcu'tūkō' ixlīpō'ktu tasquit. 
GAL.5.10	Quina'n lacxtim a'ka'ī'yāuj Māpa'ksīni' Jesucristo. Ū'tza' quit iclīca'tzī hui'xina'n ā'chulā' nalacapāstacā'tit chuntza' chī iclacapāstaca quit. Tī cātamāmakchuyīmā'n, xlaca'n nataxokoni' Dios, ē catīxcuxtīhuālh.
GAL.5.11	Quit, tā'timīn, palh cahuālh xa'iccāmāsu'yuni'n ixlacasqui'nca nachu'cucan, chuntza' jā ixquimputzastālani'ca. Xlaca'n tasītzī' ixpālacata quit icmāsu'yu xmān Cristo nīlh nac cruz ē chuntza' xokolh quincuentaca'n. 
GAL.5.12	Tī cātamāmakchuyītlā'huanān hui'xina'n ixpālacata lāchu'cucan, quit iclacasqui'n xlaca'n cacātatapānūni'kō'n.
GAL.5.13	Dios cālacsacni' hui'xina'n, tā'timīn, ē chuntza' līlactaxtutit hui'xina'n. Masqui xalactaxtunī'n hui'xina'n, jā tze palh natlahua'yā'tit tū jā tze mintalacapāstacni'ca'n. Xatze calāpāxquī'tit ē chuntza' tzē nalāmaktāya'yā'tit. 
GAL.5.14	A'nan a'ktin līmāpa'ksīn tū huan: “Nacāpāxquī'ya' ā'makapitzīn chuntza' chī pāxquī'ca'na' mina'cstu.” Tī takexmatni' huā'mā' līmāpa'ksīn, chuntza' tamākentaxtū ixlīpō'ktu tū tatzo'kni' nac līmāpa'ksīn. 
GAL.5.15	Palh hui'xina'n lālacatāquī'yā'tit ē lālīsta'lani'yā'tit, cuenta catlahua'tit jā nalāmālaksputūyā'tit hui'xina'n.
GAL.5.16	Tū iccāhuanimā'n ū'tza' huā'mā': Ē calatā'kchokotit chuntza' chī Espíritu Santo cāmāsu'yuni'yān. Chuntza' jātza' catitlahua'tit mintalacapāstacni'ca'n tū jā tze. 
GAL.5.17	Tū jā tze quintalacapāstacni'ca'n ū'tza' ixtā'lāquiclhlaktzi' Espíritu Santo. Ē Espíritu Santo nā ixtā'lāquiclhlaktzi' tū jā tze. Chī a'ktu' tā'lāquiclhlaktzī'n. Ē ū'tza' jāla lītlahua'yā'tit tū lacasqui'nā'tit. 
GAL.5.18	Palh hui'xina'n nakexpa'tni'yā'tit Espíritu Santo, jātza' caticāmāpa'ksīn tū xapūla līmāpa'ksīn.
GAL.5.19	Ca'tzīyāuj chī jā tze tū tatlahua tachi'xcuhuī't tī jā takexmatni' Dios. Xlaca'n taputza ixtā'lāpāxquī'nca'n. Pō'ktu jā tze ixtalacapāstacni'ca'n. Xlaca'n jā a'cxtuncuhuī' taca'tzī. 
GAL.5.20	Xlaca'n talaktaquilhpūta ídolos ē taxantilhlīni'n. Xlaca'n talāquiclhlaktzī'n ē talālīsītzī'ni' ē talālakca'tzani'. Palaj tunca tasītzī'. Xmān ixa'cstuca'n cālīpāhuancan. Ē ixa'cstuca'n talāmāxtumlī. 
GAL.5.21	Xalīlactampi'lhīn. Tamaknīni'n, ē taka'chī, ē talīlakastāna'n tū jā tze. Ā'chulā' catūhuālh tatlahuapala. Chī xa'iccāhuaniyān xapūla, chuntza' iccāhuanipalayān: tī chuntza' tatlahua jāla catitatanūlh jā Dios māpa'ksīni'n.
GAL.5.22	Jā chuntza' ixlīlatca'n tī takexmatni' Espíritu Santo. Espíritu Santo cāmaktāya. Chuntza' xlaca'n tapāxquī' ā'makapitzīn ē taka'lhī tapāxuhuān. Ca'cs tahui'lāna'lh. Talīpātī ā'makapitzīn. Tze taca'tzī. Jā lactampi'lhīni'n. Tamākentaxtū tū tahuan. 
GAL.5.23	Xlaca'n jā ka'tla' tamakca'tzī. Tzē a'cstu tatapa'ksī. Jā tū a'ktin līmāpa'ksīn tū nahuan jā catitlahuaca chuntza'. 
GAL.5.24	Tī tatapa'ksīni' Cristo, xlaca'n jātza' tatamakxteka nacāmāpa'ksī ixtalacapāstacni'ca'n tū jā xatze. Hua'chi tamaknīlh ixtalacapāstacni'ca'n tū jā tze, chuntza' chī xtokohua'ca'can chā'tin nac cruz. 
GAL.5.25	Espíritu Santo quincāmaxquī'n xasāsti' quilatamatca'n. Ū'tza' ixlacasqui'nca nakexmatni'yāuj ē nalatā'kchokoyāuj chuntza' chī quincāmāsu'yuni'yān Espíritu Santo.
GAL.5.26	Jā ka'tla' catimakca'tzīuj ē jā caticātā'lāhuaniuj ē jā cacālakca'tzanāni'uj ā'makapitzīn.
GAL.6.1	Tā'timīn, palh chā'tin laktzī'ncan tlahuamā'lh catūhuālh tū jā tze, hui'xina'n tī latlā'hua'nā'tit chuntza' chī Dios lacasqui'n, camaktāya'tit ē chuntza' nacāxla. Jā ka'tla' tilīmakca'tzīyā'tit a'cxni' namaktāya'yā'tit. Cacuentatlahua'tit hui'xina'n jā titamakahuasā'tit nā hui'xina'n. 
GAL.6.2	Calāmaktāya'tit natāyani'yā'tit. Chuntza' namākentaxtūyā'tit tū ixlīmāpa'ksīn Cristo.
GAL.6.3	Palh chā'tin lacpuhuan xla' ā'chulā' xatze ē jā ā'makapitzīn ē palh jā ixlīcāna', xla' ixlīmān ta'a'kskāhuī'mā'lh. 
GAL.6.4	Chā'tunu' nalacapāstaca palh tzej latlā'huan o jā tzej. Palh ū'tza' u'cxca'tzī tzej latlā'huan, xla' līpāxuhua natahui'la. Jā ixlacasqui'nca cuenta natlahua palh xla' ā'chulā' xatze o palh ā'chā'tin ā'chulā' xatze. 
GAL.6.5	Chā'tunu' natalē'n ixtacu'ca'ca'n. Natakelhtīni'n ixpālacata chī talīlatlā'huan.
GAL.6.6	Tī cāmāsu'yuni'can ixtachihuīn Dios, xlaca'n natamaxquī' macsti'na'j tī tamāsu'yu ixtachihuīn Dios.
GAL.6.7	Hui'xina'n jā cata'a'kskāhuī'tit mina'cstuca'n. Dios, jā tī chā'tin catiskāhuī'lh. Tū Dios nahuan, ū'tza' nala. Ca'tzīyāuj tū nacha'n chā'tin chi'xcu', ū'tza' namakala. 
GAL.6.8	Palh chā'tin tlahuatlā'huan tū jā tze ixtalacapāstacni', xla' ū'tza' namakala līnīn. Palh chā'tin tlahua ixtalacasqui'nīn Espíritu Santo, xla' naka'lhī xasāsti' ixlatamat tū jā catilaksputli. 
GAL.6.9	Jā catlakua'ni'uj tlahuayāuj tū xatze. Palh quina'n jā namakxtekāuj natlahuayāuj tū xatze, tzej namakalayāuj a'cxni' namin tzamā' quilhtamacuj tū līlacsaccanī't. 
GAL.6.10	Ū'tza' nacālītlahuani'yāuj ixlīpō'ktuca'n tachi'xcuhuī't tū tze, pō'ktu quilhtamacuj a'cxni' tzē tlahuayāuj. Ā'chulā' nacātlahuani'yāuj tū tze tā'timīn tī ta'a'ka'ī'ni' Dios.
GAL.6.11	Calaktzī'ntit chī ixlīlaka'tla' letras iccātzo'knuni'mā'n. Māni' quimacan iclītzo'kmā'lh. 
GAL.6.12	Xlaca'n tī tzej tatasu'yucu'tun na ixlacatīnca'n tachi'xcuhuī't, ē ū'tunu'n tī līcuesa tahuan nacātachu'cuyān. Chuntza' tatlahua ixpālacata jā talacasqui'n nacāputzastālani'can. Jā tapātīni'ncu'tun chī tapātīni'n tī ta'a'ka'ī' palh xmān Cristo tzē makapūtaxtūnu'n, ixpālacata xla' nīlh nac cruz. 
GAL.6.13	Ū'tunu'n tī cāchu'cucanī't, xlaca'n jā tamākentaxtūkō' ixlīpō'ktu līmāpa'ksīn tū Dios maxquī'lh Moisés. Xlaca'n talacasqui'n hui'xina'n cacātachu'cun. Chuntza' xlaca'n tzē ka'tla' natalīmakca'tzī mimpālacataca'n hui'xina'n cātachu'cunī'ta'n. 
GAL.6.14	Quit jā ka'tla' iclīmakca'tzīcu'tun nūn tū; xmān icmāsu'yucu'tun chī līnīlh quiMāpa'ksīni'ca'n Jesucristo nac cruz. Ictapa'ksīni' Cristo; quit jātza' quimāpa'ksī tū xala' nac cā'quilhtamacuj. Huā'mā' cā'quilhtamacuj jātza' quincuenta. 
GAL.6.15	Tapa'ksīni'yāuj Cristo Jesús, chuntza' lacxtim palh chu'cucan o palh jā chu'cucan. Tū ixlacasqui'nca ū'tza' huā'mā': Naka'lhīyāuj xasāsti' quilatamatca'n. 
GAL.6.16	Chuhua'j ixlīpō'ktuca'n tī talatlā'huan chuntza' chī tzamā' talacapāstacni', ē nā ixlīpō'ktuca'n ixtachi'xcuhuī't Dios, cacālakalhu'manli Dios, ē cacāmakapāxuīlh na ixlīstacna'ca'n.
GAL.6.17	Chuhua'j jātza' chā'tin caquimāmakchuyīlh. A'ntza' jā ictakāhuī'nī't ū'tza' lītasu'yu quit ictapa'ksīni' Māpa'ksīni' Jesús.
GAL.6.18	Tā'timīn, milīpō'ktuca'n hui'xina'n cacāsicua'lanātlahuakō'n quiMāpa'ksīni'ca'n Jesucristo. Amén.
EPH.1.1	Quit, Pablo, ictzo'ka huā'mā' carta. Quit ixapóstol Jesucristo, ixpālacata ū'tza' huā'mā' ixtalacasqui'nīn Dios. Quit iccātzo'knuni'mā'n hui'xina'n tī xalanī'n nac Efeso tī tapa'ksīni'yā'tit Dios ē a'ka'ī'ni'yā'tit Cristo Jesús. 
EPH.1.2	Cacātasicua'lanātlahuan Dios quinTāta'ca'n ē Māpa'ksīni' Jesucristo. Tzej calatapā'tit.
EPH.1.3	Camaxquī'uj tapāxcatca'tzīn Dios, ixTāta' quiMāpa'ksīni'ca'n Jesucristo. Xla' quincāsicua'lanātlahuanī'ta'n. Quincāmaxquī'nī'ta'n kempālhūhua' tasicua'lanātlahuan tū xala' nac a'kapūn. Quincātlahuani'nī'ta'n huā'mā' ixpālacata tapa'ksīni'yāuj Cristo. 
EPH.1.4	A'cxni' jāna'j ixtzucu cā'quilhtamacuj, Dios ixquincālacsacnī'ta'n quina'n tī tapa'ksīni'yāuj Cristo. Quincālacsacni' ixpālacata quincātlahuacu'tunni' xalactze, ixpālacata xla' ixlacasqui'n jā tū na'a'nan catūhuālh tū tzē naquincātalīmālacsu'yuyān na ixlacatīn Dios. 
EPH.1.5	Dios quincāpāxquī'yān, ē chuntza' xapūla puhuanli naquincātlahuayān ixlacstīn ixpālacata Jesucristo. Huā'mā' ixtalacasqui'nīn. 
EPH.1.6	Ū'tza' nalīmāka'tlī'yāuj Dios ixpālacata xla' pāxquī'nin. Quincātlahuani'nī'ta'n tzamā' talakalhu'mān ixpālacata Jesucristo ī'Ska'ta', tī Dios pāxquī'. 
EPH.1.7	Cristo nīlh ē chuntza' quincālīmakapūtaxtūn. Nā Dios quincāmātza'nkēna'ni'ntza' quincuentaca'n. Dios quincātlahuani'n huā'mā' ixpālacata xla' lakalhu'manīni'n. 
EPH.1.8	Dios lakalhu'manīni'n, ē chuntza' xla' quincāmākexmatīn tū ixlīcāna' ē tzej quincāmālacapāstaquīyān. 
EPH.1.9	Xapūla xmān Dios tzē'k ixca'tzī tū ixpuhuan naquincātlahuani'yān. Chuhua'j quincāmāca'tzīnīnī'ta'n. 
EPH.1.10	Huā'mā' tū Dios puhuanli, ū'tza' huā'mā': A'cxni' namin quilhtamacuj tū Dios lhcānī't, xla' namacamaxquī' Cristo ixlīpō'ktu tū a'nan nac a'kapūn ē ixlīpō'ktu tū a'nan nac cā'quilhtamacuj. Cristo nacāmāpa'ksīkō' ixlīpō'ktu.
EPH.1.11	Dios tlahuakō' ixlīpō'ktu chuntza' chī ixtalacasqui'nīn. Xla' quincālacsacni' ixpālacata ixtachi'xcuhuī't quincātlahuacu'tunni'. 
EPH.1.12	Chuntza' māka'tlī'can Dios quimpālacataca'n quina'n tī xapūla ica'ka'ī'ni'uj Cristo. 
EPH.1.13	Nā hui'xina'n tī jā israelitas nā a'ka'ī'ni'tit Cristo a'cxni' kexpa'ttit xatze tachihuīn tū ixlīcāna'. Ixpālacata huā'mā' xatze tachihuīn, hui'xina'n cātalīmakapūtaxtūn. A'cxni' hui'xina'n a'ka'ī'tit, Dios cāmaxquī'n Espíritu Santo, chuntza' chī ixmālacnūnī't. Huā'mā' līmāsu'yu Dios chuntza' nacāmakapūtaxtūkō'yān. 
EPH.1.14	Ka'lhīyāujtza' Espíritu Santo. Ū'tza' līca'tzīyāuj namaktīni'nāuj tū Dios nacāmaxquī' ixtachi'xcuhuī't, chuntza' chī ixuanī't xla'. Nā ixpālacata Espíritu Santo līca'tzīyāuj ixlīcāna' Dios naquincāmakapūtaxtūkō'yān quina'n tī tapa'ksīni'yāuj xla'. Ū'tza' nalīmāka'tlī'yāuj Dios.
EPH.1.15	Quihuanicanī'ttza' chī a'ka'ī'ni'yā'tit quiMāpa'ksīni'ca'n Jesús ē chī cāpāxquī'yā'tit ixlīpō'ktuca'n tī tatapa'ksīni' Dios. 
EPH.1.16	Ū'tza' pō'ktu quilhtamacuj iclīmaxquī' tapāxcatca'tzīn Dios mimpālacataca'n, ē ictlahua oración mimpālacataca'n. 
EPH.1.17	Icsqui'ni' Dios mimpālacataca'n. Xla' ū'tza' quinTāta'ca'n ē ka'lhī līmāpa'ksīn. Nā xla' ixDios quiMāpa'ksīni'ca'n Jesucristo. Icsqui'ni' cacāmaxquī'n talacapāstacni' tū ixla' Dios ē chī ā'chulā' nalakapasā'tit Dios. 
EPH.1.18	Nā icsqui'ni' Dios cacāmaxquī'n talacapāstacni' ixpālacata tū ka'lhīpā'na'ntit ē ixpālacata xaka'tla' herencia tū naquincāmaxquī'yān quina'n tī tapa'ksīni'yāuj Dios. 
EPH.1.19	Nā cacāmākexmatīn hui'xina'n palh Dios ka'lhī lhūhua' līmāpa'ksīn. Chuntza' tzē naquincātlahuani'yān lhūhua' quina'n tī līpāhuanāuj Dios. 
EPH.1.20	Dios māsu'yulh ixlīmāpa'ksīn a'cxni' mālacastālancuanīlh Cristo ē lē'lh nac a'kapūn ē hui'līlh na ixpekxtūcāna'j. 
EPH.1.21	Dios maxquī'lh lhūhua' līmāpa'ksīn Cristo. Cristo cāmāpa'ksīkō' ixlīpō'ktuca'n māpa'ksīni'nī'n ē ixlīpō'ktuca'n ā'makapitzīn tī taka'lhī līmāpa'ksīn na ixlīpō'ktu cā'quilhtamacuj ē nac a'kapūn. Huā'tzā' nac cā'quilhtamacuj jā tī tī ka'lhī līmāpa'ksīn chī Cristo. Jā cati'a'nalh tī naka'lhī līmāpa'ksīn chī xla'. 
EPH.1.22	Dios maxquī'lh ixlīmāpa'ksīn Jesucristo. Ū'tza' namāpa'ksīkō' ixlīpō'ktu tū a'nan. Ē nā maxquī'lh līmāpa'ksīn nacāmāpa'ksī ixlīpō'ktuca'n tī ta'a'ka'ī'. 
EPH.1.23	Tī ta'a'ka'ī', xlaca'n chī ixmacni' Cristo. Xla' cātā'lahuī'lh xlaca'n. Xla' huī'lh na ixlīpō'ktu cā'quilhtamacuj ē nac a'kapūn.
EPH.2.1	Dios cāmaxquī'nī'ta'n xasāsti' milatamatca'n. Xapūla hui'xina'n hua'chi nīnī'n ixua'nī'ta'ntit, ixpālacata jā ixkexpa'tni'yā'tit Dios ē ixpālacata ixtlahua'yā'tit tū jā tze. 
EPH.2.2	Xapūla hui'xina'n ixlatlā'hua'nā'tit hua'chi xalanī'n nac cā'quilhtamacuj. Ixkexpa'tni'yā'tit skāhuī'ni'. Xla' ū'tza' xapuxcu' xlīpacs līmāpa'ksīn tū jā tze, ē espíritu tī cāmātlahuī tū jā tze xlaca'n tī jā takexmatni'cu'tun Dios. 
EPH.2.3	Nā chuntza' quina'n xapūla ixtlahuayāuj chī xlaca'n tī jā takexmatni'cu'tun Dios. Ixtlahuayāuj tū jā tze xmān chī quina'n ixlacasqui'nāuj. Ixtlahuayāuj chuntza' chī jā tze quintalacapāstacni'ca'n ē chuntza' chī ixlacasqui'n quimacni'ca'n. Dios nacāmakapātīnīnkō' ixlīpō'ktuca'n tī tatlahua tū jā tze. Ē nā chuntza' ixquincā'a'kspulan quina'n. 
EPH.2.4	Dios quincālakalhu'manni' ixpālacata quincāpāxquī'yān. Ē ū'tza' jā quinticātalīmakapātīnīn. 
