MAT.1.1	Авраампа Давид йӑхӗнчен ҫуралнӑ Иисус Христосӑн йӑх-несӗл тымарӗ. 
REV.3.20	Акӑ, Эпӗ алӑк умӗнче шаккаса тӑратӑп. Кам Манӑн сассӑма илтсе алӑкне уҫӗ, Эпӗ ун патне кӗрӗп те унпа пӗрле тӑванлӑх апачӗ ҫийӗп, Манпа пӗрле вӑл та ҫийӗ. 
REV.3.21	Ҫӗнтерекене Эпӗ Хампа пӗрле престолӑм ҫине ларма ирӗк парӑп. Эпӗ Хам та, ҫавнашкалах ҫӗнтерсе, Аттемпе пӗрле Унӑн престолӗ ҫине лартӑм. 
REV.3.22	Сывлӑш чиркӳсене мӗн каланине илтме хӑлха пурри илттӗр“».
REV.4.1	Унтан эпӗ пӑхрӑм та, акӑ, тӳпенелле уҫӑлнӑ алӑк куртӑм. Вара хампа маларах калаҫнӑ труба сасси пек сасӑ каллех манпа калаҫа пуҫларӗ. «Кунта хӑпар, эпӗ сана малашне мӗн пулассине кӑтартӑп», – терӗ вӑл. 
REV.4.2	Ҫав самантрах Святой Сывлӑш витӗмӗпе курӑну пулчӗ. Акӑ, тӳпери престол курӑнчӗ, престол ҫинче вара Лараканӗ пур. 
REV.4.3	Лараканӗ ясписпа сардис текен хаклӑ йышши чулсем евӗр йӑлтӑртатать, престол тавра изумруд пек асамат кӗперӗ. 
REV.4.4	Престол йӗри-тавра тата тепӗр ҫирӗм тӑватӑ престол, вӗсем ҫинче ҫирӗм тӑватӑ ватӑ ларать. Хӑйсем шап-шурӑ тумтир тӑхӑннӑ, пуҫӗсем ҫинче – ылтӑн пуҫ кӑшӑлӗсем. 
REV.4.5	Престолран ҫиҫӗм ҫиҫсе тухать, аслати сасси, кӗрлев илтӗнсе тӑрать. Престол умӗнче вутлӑн ҫунакан ҫичӗ ҫутаткӑҫ – Туррӑн ҫичӗ сывлӑшӗ.
REV.4.6	Престол умӗнче вара витӗр курӑнакан пӑр пек кӗленче тинӗс. Тата престол умӗнче те, йӗри-тавра та тӑватӑ чӗр чун, куҫӗсем хӑйсен малта та, кайра та темӗн чухлӗ. 
REV.4.7	Пӗр чӗр чунӗ арӑслан евӗрлӗ, тепри вӑкӑр евӗрлӗ, виҫҫӗмӗшӗ этем сӑнлӗ, тӑваттӑмӗшӗ вӗҫекен ӑмӑрт кайӑк евӗрлӗ. 
REV.4.8	Тӑватӑ чӗр чунӗн те кӗлетки тавра ултшар ҫунат, ҫунат айӗсем куҫлӑ-куҫлӑ. Тӑватӑ чӗр чунӗ те кунӗн-ҫӗрӗн татти-сыпписӗр ҫапла кӑшкӑрса хыттӑн мухтаҫҫӗ: «Пурне те тытса тӑракан Хуҫа Турӑ, Пулни, Пурри, Пуласси – Святой, Святой, Святой!» 
REV.4.9	Ҫав чӗр чунсем престол ҫинче Ларакана, ӗмӗр-ӗмӗрех Пурӑнакана мухтанӑ, чысланӑ, тав тунӑ чухне 
REV.4.10	ҫирӗм тӑватӑ ватӑ хайхи Ларакан умне, ӗмӗр-ӗмӗрех Пурӑнакан умне ӳке-ӳке пуҫҫапаҫҫӗ. Вӗсем хӑйсен пуҫ кӑшӑлӗсене престол умне хурса ҫапла калаҫҫӗ: 
REV.4.11	«Хуҫа Туррӑмӑр, Эсӗ мухтав та, чыс та, вӑй-хӑват та илме тивӗҫлӗ, мӗншӗн тесен пурне те Эсӗ пултарнӑ, пурте Санӑн ирӗкӳпе пурӑнать, пурте Санӑн ирӗкӳпе пулнӑ».
REV.5.1	Унтан эпӗ престол ҫинче Лараканӑн сылтӑм аллинчи ҫыру тӗркемне – кӗнекене – асӑрхарӑм. Тӗркемӗн икӗ енне те ҫырнӑччӗ, ӑна ҫичӗ сӑркӑч пичетпе пичетленӗччӗ. 
REV.5.2	Вара эпӗ хӑватлӑ ангела куртӑм, вӑл хыттӑн ҫапла каларӗ: «Пичет сӑркӑчне хӑйпӑтса ҫак кӗнекене уҫма тивӗҫли кам пур?» 
REV.5.3	Анчах та кӗнекене уҫма тата пӑхма пултаракан тӳпере те, ҫӗр ҫинче те, ҫӗр айӗнче те тупӑнмарӗ. 
REV.5.4	Эпӗ ҫак кӗнекене уҫса вулама, ун ӑшне пӑхма та пулин тивӗҫли никам та тупӑнманшӑн чылай йӗтӗм. 
REV.5.5	Вара ватӑсенчен пӗри мана ҫапла каларӗ: «Ан йӗр. Акӑ Иуда йӑхӗнчен тухнӑ арӑслан, Давид тӑхӑмӗ ҫӗнтерчӗ. Вӑл ҫичӗ пичет сӑркӑчне хӑйпӑтса кӗнекене уҫма пултарать».
REV.5.6	Эпӗ пӑхрӑм та, акӑ, престол умӗнче, тӑватӑ чӗр чунпа ватӑсем хушшинче пусса Турра кӳнӗ путек пек Путек тӑнине куртӑм. Вӑл ҫичӗ мӑйракаллӑ та ҫичӗ куҫлӑ, ку – Туррӑн пӗтӗм ҫӗр ҫине янӑ ҫичӗ сывлӑшӗ. 
REV.5.7	Хайхи Путек престол ҫинче Ларакан патне пычӗ те Унӑн сылтӑм аллинчи кӗнекене илчӗ. 
REV.5.8	Вӑл ҫав кӗнекене илсенех ҫирӗм тӑватӑ ватӑ хайхи Путек умне ӳксе пуҫҫапрӗҫ. Вӗсенчен кашнин аллинчех кӗсле тата ырӑ шӑршӑллӑ фимиам тултарнӑ ылтӑн савӑтчӗ; ку вӑл – сӑваплӑ ҫынсен кӗлли. 
REV.5.9	Хӑйсем ҫапла каласа ҫӗнӗ юрӑ юрлаҫҫӗ: «Кӗнекене илсе пичете хӑйпӑтма Эсӗ тивӗҫлӗ, мӗншӗн тесен Сана пусса Турра кӳчӗҫ. Эсӗ пире, тӗрлӗ йӑх-ӑру, тӗрлӗ чӗлхеллӗ тӗрлӗ халӑх ҫыннисене, Турӑ валли Хӑвӑн Юнупа тӳлесе илтӗн. 
REV.5.10	Эсӗ пире Туррӑмӑрӑн патшалла священникӗсем турӑн, ӗнтӗ ҫӗр ҫинче эпир хуҫаланӑпӑр!» 
REV.5.11	Унтан пӑхрӑм та престол тавра пухӑннӑ чӗр чунсене, ватӑсене тата йышлӑ ангелсене куртӑм, вӗсен сассине илтрӗм. Ангелсен шучӗ вуншар пинччӗ, пин-пинччӗ. 
REV.5.12	Вӗсем вӑйлӑ саслӑн ҫапла калаҫҫӗ: «Пусса Турра кӳнӗ Путек вӑй-хӑватпа пуянлӑх, ӑслӑлӑхпа ҫирӗплӗх, чыс та, мухтав та, пиллӗх те илме тивӗҫлӗ!» 
REV.5.13	Унтан эпӗ тӳпери тата ҫӗр ҫинчи, ҫӗр айӗнчи тата тинӗсри мӗн пур чӗрӗ чун ҫапла каланине илтрӗм: «Престол ҫинче Ларакана тата Путеке ӗмӗр-ӗмӗрех пиллӗх те, чыс та, мухтав та, вӑй-хӑват та пултӑр!» 
REV.5.14	«Аминь!» – терӗҫ тӑватӑ чӗр чун. Вара ҫирӗм тӑватӑ ватӑ ӗмӗр-ӗмӗр Пурӑнакана ӳксе пуҫҫапрӗҫ.
REV.6.1	Унтан эпӗ Путек ҫичӗ пичетрен пӗрремӗшне хӑйпӑтса илнине куртӑм. Вара тӑватӑ чӗр чунран пӗри аслати сассиллӗн: «Килсе кур!» – тенине илтрӗм. 
REV.6.2	Ҫавӑнтах пӑхрӑм та, акӑ, хам умра шурӑ ут куртӑм. Юланутҫи аллине ухӑ тата хӑйне панӑ пуҫ кӑшӑлӗ тытнӑ. Хӑй ҫӗнтермешкӗн тухнӑ ҫӗнтерӳҫӗ пек пырать.
REV.6.3	Путек иккӗмӗш пичете хӑйпӑтса илчӗ те, иккӗмӗш чӗр чунӗ: «Килсе кур!» – тенине илтрӗм. 
REV.6.4	Вара тепӗр ут, ҫӳрен-хӗрлӗскер, тухрӗ. Юланутҫине, ҫынсем пӗр-пӗрне вӗлерччӗр тесе, ҫӗр ҫинчи канӑҫлӑха илме ирӗк тата пысӑк хӗҫ панӑ.
REV.6.5	Путек виҫҫӗмӗш пичете хӑйпӑтса илсен, виҫҫӗмӗш чӗр чунӗ: «Килсе кур!» – тенине илтрӗм. Вара пӑхрӑм та хура ут куртӑм. Юланутҫи аллине тараса тытнӑ. 
REV.6.6	Унтан эпӗ тӑватӑ чӗр чун енчен килекен сасса илтрӗм. «Пӗр йӗкӗр ывӑҫ тулӑ пӗр динарий тӑрать, виҫӗ йӗкӗр ывӑҫ урпа та пӗр динарий тӑрать. Йывӑҫ ҫӑвӗпе хӗрлӗ эрехе вара ан тӗкӗн!» – терӗ ҫав сасӑ.
REV.6.7	Путек тӑваттӑмӗш пичете хӑйпӑтса илсен, тӑваттӑмӗш чӗр чунӗ: «Килсе кур!» – тенине илтрӗм. 
REV.6.8	Вара пӑхрӑм та шупка-турӑ ут куртӑм. Юланутҫи Вилӗм ятлӑ, ун хыҫҫӑн ҫӳрекенӗ – Тамӑк. Ҫав юланутҫӑна ҫӗрӗн тӑваттӑмӗш пайне хӗҫпе, выҫлӑхпа, вӗлерекен чир-чӗрпе, ҫӗр ҫинчи тискер кайӑксемпе пӗтерме ирӗк панӑ.
REV.6.9	Путек пиллӗкмӗш пичете хӑйпӑтса илсен, эпӗ парне вырӑнӗ айӗнче Турӑ сӑмахӗшӗн, Христос ҫинчен ҫирӗплетсе пӗлтернӗшӗн вӗлернисен чунӗсене куртӑм. 
REV.6.10	Вӗсем хыттӑн: «Святой тата Чӑн Патшамӑр! Мӗншӗн Эсӗ ҫак тарана ҫитсе те ҫӗр ҫинчи ҫынсене пирӗн юншӑн суд туса тавӑрмастӑн? Тата хӑҫанччен кӗтмелле?» – тесе ӳпкелешрӗҫ. 
REV.6.11	Унтан вӗсене пурне те шурӑ тумтир пачӗҫ, хӑйсем пекех вилес юлташӗсен, ӗненекен тӑванӗсен шучӗ тулса ҫитессе тата тепӗртак, лӑпкӑн кӗтме хушрӗҫ.
REV.6.12	Путек улттӑмӗш пичете хӑйпӑтса илсен, ҫакна куртӑм: питӗ вӑйлӑн ҫӗр чӗтренчӗ, хӗвел хуйхӑ тумтирӗ пек хуралчӗ, уйӑх юнланнӑ пек хӗрелчӗ. 
REV.6.13	Смоква йывӑҫҫин пиҫсе ҫитмен ҫимӗҫӗсем вӑйлӑ ҫилпе ҫӗр ҫине тӑкӑннӑ пекех тӳпери ҫӑлтӑрсем ҫӗр ҫине тӑкӑнчӗҫ. 
REV.6.14	Тӗрке пек чӗркенсе, тӳпе ҫухалчӗ, тусемпе утравсем пурте хӑйсен вырӑнӗнчен тапранса куҫрӗҫ. 
REV.6.15	Ҫӗр ҫинчи патшасем те, улпутсем те, пуянсем те, ҫар пуҫӗсем те, хуҫасем те, ытти мӗн пур чурасемпе ирӗклисем те ту хӑвӑлӗсемпе хушӑкӗсене пытанса пӗтрӗҫ. 
REV.6.16	«Пирӗн ҫине ӳкӗр, – терӗҫ вӗсем тусемпе чулсене, – пире престол ҫинче Лараканӑн сӑнӗнчен тата Путек ҫиллинчен пытарса хӑварӑр! 
REV.6.17	Унӑн ҫиллин аслӑ кунӗ ҫитрӗ! Ҫак ҫилле кам тӳссе ирттерме пултарӗ?»
REV.7.1	Ҫакӑн хыҫҫӑн эпӗ тӑватӑ ангела куртӑм. Вӗсем, ҫӗр ҫине те, тинӗс ҫине те, нимӗнле йывӑҫ ҫине те ҫил ан вӗртӗр тесе, ҫӗрӗн тӑватӑ кӗтессинче ҫӗр ҫинчи тӑватӑ ҫиле чарса тӑраҫҫӗ. 
REV.7.2	Унтан эпӗ хӗвел тухӑҫ енчен Чӗрӗ Туррӑн пичетне тытнӑ тепӗр ангел тухса хӑпарнине куртӑм. Ҫӗрпе тинӗсе сӑтӑр тума ирӗк панӑ тӑватӑ ангела вӑл вӑйлӑ саслӑн ҫапла каларӗ: 
REV.7.3	«Хамӑр Туррӑмӑрӑн чурисен ҫамкисем ҫине пичет лартса палӑртса тухиччен ҫӗре те, тинӗсе те, йывӑҫсене те сӑтӑр ан тӑвӑр!» 
REV.7.4	Вара эпӗ пичетпе палӑртнисен хисепне илтрӗм: Израилӗн мӗн пур йӑхӗсенчен пичетпе палӑртнисем пурӗ ҫӗр хӗрӗх тӑватӑ пинччӗ. 
REV.7.5	Иуда йӑхӗнчен вун икӗ пин ҫынна пичетпе палӑртнӑ; Рувим йӑхӗнчен – вун икӗ пин; Гад йӑхӗнчен – вун икӗ пин; 
REV.7.6	Асир йӑхӗнчен – вун икӗ пин; Неффалим йӑхӗнчен – вун икӗ пин; Манассия йӑхӗнчен – вун икӗ пин; 
REV.7.7	Симеон йӑхӗнчен – вун икӗ пин; Левий йӑхӗнчен – вун икӗ пин; Иссахар йӑхӗнчен – вун икӗ пин; 
REV.7.8	Завулон йӑхӗнчен – вун икӗ пин; Иосиф йӑхӗнчен – вун икӗ пин; Вениамин йӑхӗнчен – вун икӗ пин.
REV.7.9	Вара эпӗ пӑхрӑм та, акӑ, никам шутласа кӑларайми йышлӑ халӑх куртӑм. Унта тӗрлӗ йӑх-ӑру, тӗрлӗ чӗлхеллӗ тӗрлӗ халӑх ҫыннисем. Вӗсем престол умӗнче, Путек умӗнче тӑраҫҫӗ. Хӑйсем шурӑ тумтир тумланнӑ, аллисене пальма турачӗсем тытнӑ. 
REV.7.10	Вӗсем вӑйлӑ саслӑн: «Ҫӑлӑнӑҫ престол ҫинче ларакан Туррӑмӑрпа Путекре!» – теҫҫӗ. 
REV.7.11	Престол тавра, ватӑсемпе тӑватӑ чӗр чун тавра, мӗн пур ангелсем тӑратчӗҫ. Вӗсем пурте престол умне ӳпне ӳксе Турра пуҫҫапрӗҫ. 
REV.7.12	«Аминь! Туррӑмӑра ӗмӗр-ӗмӗрех пиллӗхпе мухтав, ӑслӑлӑхпа тав, чыс та, вӑй-хӑват та, тӗреклӗх те пултӑр! Аминь», – терӗҫ вӗсем.
REV.7.13	Ватӑсенчен пӗри калаҫа пуҫларӗ. «Ҫак шурӑ тумтирлисем камсем тата ӑҫтан килнине пӗлетӗн-и?» – тесе ыйтрӗ вӑл манран. 
REV.7.14	«Ырӑ ҫыннӑм! Ӑна эсӗ хӑвах пӗлетӗн», – терӗм эпӗ. Вара вӑл мана ҫапла каларӗ: «Ку ҫынсем – тӗрӗслев асапӗ витӗр тухнисем. Вӗсем хӑйсен тумтирне Путек Юнӗпе ҫуса тасатнӑ, шуратнӑ. 
REV.7.15	Ҫавӑнпа вӗсем Турӑ престолӗ умӗнче тӑраҫҫӗ, Турӑ Ҫуртӗнче Уншӑн кунӗн-ҫӗрӗн тӑрӑшаҫҫӗ. Престол ҫинче Ларакан вара вӗсемпе пӗрле пурӑнӗ. 
REV.7.16	Вӗсен ӗнтӗ текех нихӑҫан та хырӑмӗ выҫмӗ, ӑшӗ те хыпмӗ. Вӗсене нимӗнле хӗвел те, шӑрӑх та пӗҫертмӗ. 
REV.7.17	Мӗншӗн тесен престол умӗнчи Путек вӗсен кӗтӳҫи пулӗ, вӗсене чӗрӗлӗх шывӗпе тапса тӑракан ҫӑлкуҫсем патне ертсе кайӗ. Турӑ вӗсен куҫӗнчи кирек епле куҫҫульне те шӑлса ярӗ».
REV.8.1	Путек ҫиччӗмӗш пичете хӑйпӑтса илсессӗн, тӳпе шӑплӑха путрӗ, ҫапла ҫур сехете яхӑн тӑчӗ. 
REV.8.2	Вара эпӗ Турӑ умӗнче тӑракан ҫичӗ трубаллӑ ҫичӗ ангела куртӑм. 
REV.8.3	Унтан ылтӑн тӗтӗркӗч тытнӑ тепӗр ангел парне вырӑнӗ умне пырса тӑчӗ. Ӑна престол умӗнчи ылтӑн парне вырӑнӗ ҫине хумашкӑн пит нумай фимиам тата мӗн пур сӑваплӑ ҫынсен кӗллисене панӑччӗ. 
REV.8.4	Ангел аллинчи фимиамран тухакан тӗтӗм, сӑваплисенӗн кӗллипе пӗрле, Турӑ патне ҫӗкленетчӗ. 
REV.8.5	Унтан ангел парне вырӑнӗ ҫинчи вута тӗтӗркӗч ӑшне тултарчӗ те ӑна ҫӗр ҫине тӑкрӗ. Ҫав самантрах ҫӗр ҫинче аслати сасси кӗрлесе кайрӗ, ҫиҫӗм ялтӑртатрӗ, ҫӗр чӗтренме тытӑнчӗ.
REV.8.6	Вара ҫичӗ трубаллӑ ҫичӗ ангел трубисене кӑшкӑртма хатӗрленчӗҫ.
REV.8.7	Пӗрремӗш ангелӗ трубине кӑшкӑртрӗ те, ҫӗр ҫине юнпа хутӑш вутлӑ пӑр ҫума пуҫларӗ. Вара ҫӗр ҫинчи йывӑҫсен виҫҫӗмӗш пайӗ тата пӗтӗм ешӗл курӑк ҫунса кайрӗ.
REV.8.8	Иккӗмӗш ангелӗ трубине кӑшкӑртрӗ те, темскер, вут-хӗм сирпӗтекен пысӑк ту пекскер, тинӗсе ӳкрӗ. Вара тинӗсӗн виҫҫӗмӗш пайӗ юн пулса тӑчӗ, 
REV.8.9	тинӗсри чӗрӗ чунсен виҫҫӗмӗш пайӗ вилсе пӗтрӗ, тинӗс ҫинчи карапсен те виҫҫӗмӗш пайӗ пӗтрӗ.
REV.8.10	Виҫҫӗмӗш ангелӗ трубине кӑшкӑртрӗ те, ҫутаткӑҫ пек ҫунса, тӳперен пысӑк ҫӑлтӑр ӳкрӗ. Вӑл юхан шывсемпе ҫӑлкуҫсен виҫҫӗмӗш пайӗ ҫине ӳкрӗ. 
REV.8.11	Ҫав ҫӑлтӑр Армути ятлӑччӗ. Вара ҫӗр ҫинчи юхан шывсен виҫҫӗмӗш пайӗ армути тутиллӗ пулса тӑчӗ. Вӑл йӳҫек шыва пула нумай-нумай ҫын вилсе пӗтрӗ.
REV.8.12	Тӑваттӑмӗш ангелӗ трубине кӑшкӑртрӗ те, хӗвелӗн виҫҫӗмӗш пайӗ, уйӑхӑн виҫҫӗмӗш пайӗ тата ҫӑлтӑрсен виҫҫӗмӗш пайӗ сӳнчӗ, тӗттӗмленсе ларчӗ. Ҫавна пула кунӑн виҫҫӗмӗш пайӗ, ҫӗрӗн виҫҫӗмӗш пайӗ пекех, ҫутӑсӑр тӑрса юлчӗ. 
REV.8.13	Унтан эпӗ пӑхрӑм та ҫӳл тӳпере вӗҫсе пыракан ангела куртӑм. Вӑл вӑйлӑ саслӑн: «Юлашки виҫӗ ангел кӑшкӑртма хатӗрленеҫҫӗ, вӗсен трубисен сассисене илтсессӗн ҫӗр ҫинче пурӑнакансене хуйхӑ пулӗ, хуйхӑ, хуйхӑ!» – терӗ.
REV.9.1	Пиллӗкмӗш ангелӗ трубине кӑшкӑртрӗ те, эпӗ тӳперен ҫӗр ҫине ҫӑлтӑр ӳкнине куртӑм. Ҫӑлтӑрне тӗпсӗрлӗхе уҫмалли ҫӑраҫҫи панӑччӗ. 
REV.9.2	Вӑл вара тӗпсӗрлӗх шӑтӑкне уҫрӗ те, унтан, пысӑк кӑмака анинчен тухнӑ евӗр, тӗтӗм палкаса тухрӗ. Тӗпсӗрлӗхрен йӑсӑрланакан тӗтӗмпе вара хӗвел те, сывлӑш та тӗттӗмленчӗ. 
REV.9.3	Тӗтӗм ӑшӗнчен хӗрлӗ шӑрчӑксем йӑтӑнса тухрӗҫ, вӗсене ҫӗр ҫинчи скорпионӑнни пек вӑй-хӑват панӑччӗ. 
REV.9.4	Анчах та хӗрлӗ шӑрчӑксене ҫӗр ҫинчи ешӗл йывӑҫ-курӑка сӑтӑр тума чарнӑ, ҫамкисем ҫине Турӑ пичечӗ лартса палӑртман ҫынсене ҫеҫ сӑтӑр тума каланӑ. 
REV.9.5	Хӗрлӗ шӑрчӑксене ҫав ҫынсене вӗлерме хушман, вӗсен ҫынсене пилӗк уйӑха яхӑн асап кӑтартмалла пулнӑ. Скорпион сӑхнипе ҫын епле асапланать, хӗрлӗ шӑрчӑксем те ҫавнашкалах асаплантармалла. 
REV.9.6	Ун чухне ҫынсем вилӗм шырӗҫ, анчах ӑна тупаймӗҫ; вилесшӗн пулӗҫ, анчах вилӗм вӗсенчен тарӗ.
REV.9.7	Хӗрлӗ шӑрчӑксем ҫапӑҫӑва хатӗр ҫар лашисем евӗрлӗччӗ. Вӗсен пуҫӗ ҫинче ылтӑн пуҫ кӑшӑлӗ пеккиччӗ, сӑнӗпе вара вӗсем этем евӗрлӗрехчӗ. 
REV.9.8	Ҫӑмӗсем вӗсен хӗрарӑм ҫӳҫӗ пек, шӑлӗсем арӑслан шӑлӗ пек. 
REV.9.9	Ҫийӗсенче вӗсен ҫар тумтирӗ пек тимӗр тумтир, ҫуначӗсен шавӗ вара ҫапӑҫӑва ыткӑнакан йышлӑ лашасен тата ҫар ураписен шавӗ-кӗмсӗртетӗвӗ евӗр. 
REV.9.10	Хӗрлӗ шӑрчӑксен хӳри вӗҫӗнче скорпион сӑнни пек сӑнӑ, ҫынсене сӑтӑр тумашкӑн вӗсене пилӗк уйӑха яхӑн ирӗк панӑ. 
REV.9.11	Хӗрлӗ шӑрчӑксен патши – тӗпсӗрлӗх ангелӗ, еврейла ӑна Аваддон теҫҫӗ, грекла – Аполлион
REV.9.12	Пӗр хуйхӑ иртрӗ, акӑ, ун хыҫӗнчен тепӗр икӗ хуйхӑ килет.
REV.9.13	Улттӑмӗш ангелӗ трубине кӑшкӑртрӗ те, вара эпӗ сасӑ илтрӗм. Ҫав сасӑ Турӑ умӗнчи ылтӑн парне вырӑнӗн тӑватӑ мӑйракинчен пӗр харӑс тухать. 
REV.9.14	«Ефрат ятлӑ аслӑ юхан шыв хӗрринчи сӑнчӑрланӑ тӑватӑ ангела ирӗке яр», – терӗ ҫав сасӑ трубаллӑ улттӑмӗш ангела. 
REV.9.15	Вара хайхи тӑватӑ ангела ирӗке ячӗҫ. Вӗсене ҫӗр ҫинчи ҫынсен виҫҫӗмӗш пайне вӗлермешкӗн ҫак сехет, ҫак кун, ҫак уйӑх, ҫак ҫул валли хатӗр тӑратнӑ пулнӑ. 
REV.9.16	Эпӗ утлӑ ҫарӑн хисепне илтрӗм: унӑн йышӗ ик ҫӗр хут пин-пинччӗ. 
REV.9.17	Мана курӑнура лашасемпе юланутҫӑсем акӑ еплерех курӑнчӗҫ. Вӗсем ҫинче вут пек хӗрлӗ, гиацинт пек кӑвак, кӳкӗрт пек сарӑ ҫар тумтирӗ. Лашисен пуҫӗсем арӑслан пуҫӗ пек, ҫӑварӗсенчен вутпа тӗтӗм тата кӳкӗрт чашласа тухать. 
REV.9.18	Вӗсен ҫӑварӗсенчен тухакан ҫак виҫӗ инкекпе – вутпа, тӗтӗмпе тата кӳкӗртпе – ҫынсен виҫҫӗмӗш пайӗ вилсе пӗтрӗ. 
REV.9.19	Лашисен вӑй-хӑвачӗ ҫӑварӗсемпе хӳрисенчеччӗ, хӳрисем вара ҫӗленсем пекчӗ. Вӗсем ҫав ҫӗлен пуҫлӑ хӳрисемпе сӑха-сӑха ҫынсене пӗтеретчӗҫ.
REV.9.20	Ҫак виҫӗ инкекпе вилмесӗр юлнисем хӑйсен ӗҫӗсемшӗн ӳкӗнмерӗҫ. Вӗсем усал сывлӑшсене тата ылтӑн, кӗмӗл, пӑхӑр, чул, йывӑҫ кӗлеткесене – курма та, илтме те, ҫӳреме те пултарайманскерсене – пурпӗрех пуҫҫапма пӑрахас темерӗҫ. 
REV.9.21	Хӑйсем ҫын вӗлернӗшӗн те, тухатнӑшӑн та, аскӑнланнӑшӑн та, вӑрланӑшӑн та пурпӗрех ӳкӗнмерӗҫ.
REV.10.1	Унтан эпӗ тӳперен анакан тепӗр хӑватлӑ ангела куртӑм. Вӑл пӗлӗтпе чӗркеннӗччӗ, пуҫӗ ҫинче асамат кӗперӗ тӑратчӗ. Хӑйӗн пичӗ хӗвел пек ҫиҫетчӗ, урисем вут юпа евӗрлӗччӗ. 
REV.10.2	Аллинче унӑн пысӑках мар, уҫӑ ҫыру тӗркемӗччӗ. Сылтӑм урипе вӑл тинӗс ҫине пусрӗ, сулахаййипе – ҫӗр ҫине, 
REV.10.3	унтан арӑслан сасси пек вӑйлӑ саслӑн кӑшкӑрса ячӗ. Ун сассине хирӗҫ ҫичӗ аслати сасӑ пачӗ. 
REV.10.4	Ҫичӗ аслати сасӑ парсассӑн эпӗ ҫырма хатӗрлентӗм, анчах та тӳперен: «Ҫичӗ аслати мӗн каланине ҫырса ан хур, никама та ан пӗлтер», – тени илтӗнчӗ. 
REV.10.5	Унтан эпӗ ҫакна куртӑм: хайхи хӑрах урипе тинӗс ҫине пуснӑ, хӑраххипе ҫӗр ҫине пуснӑ ангел аллине тӳпенелле ҫӗклерӗ. 
REV.10.6	Вара вӑл ӗмӗр-ӗмӗрех Пурӑнакан ячӗпе, тӳпепе тӳперине, ҫӗрпе ҫӗр ҫинчине, тинӗспе тинӗсрине йӑлтах Пултаракан ячӗпе тупа туса: «Ӗнтӗ урӑх вӑхӑт юлмарӗ, – терӗ. 
REV.10.7	– Ҫиччӗмӗш ангел трубине кӑшкӑртма хатӗрленсен, кӑшкӑртса ярсан, Туррӑн вӑрттӑнлӑхӗ пулса ҫитӗ. Ун ҫинчен Вӑл Хӑйӗн чурисене, пророксене, малтанах пӗлтернӗ».
REV.10.8	Вара маларах мана тӳперен илтӗннӗ сасӑ каллех манпа калаҫа пуҫларӗ: «Кай та хӑрах урипе тинӗс ҫинче, хӑраххипе ҫӗр ҫинче тӑракан ангел аллинчи уҫӑ ҫыру тӗркемне ил», – терӗ. 
REV.10.9	Эпӗ ангел патне пытӑм та: «Ҫыру тӗркемне мана парсамччӗ», – терӗм. «Илех, ҫисе яр ӑна, – тавӑрчӗ вӑл. – Ӑна ҫисен, туту-ҫӑварунта пыл тути калӗ, анчах та ӑш-чиккӳне йӳҫек касӗ». 
REV.10.10	Эпӗ ангел аллинчи ҫыру тӗркемне илтӗм те ӑна ҫисе ятӑм. Ҫинӗ чухне тута-ҫӑварӑмра пыл тути каларӗ, анчах та ӑш-чикӗме йӳҫек касса кайрӗ. 
REV.10.11	«Санӑн тӗрлӗ чӗлхеллӗ халӑхсемпе ӑрусем ҫинчен, патшасем ҫинчен пророкла каласа татах пӗлтермелле пулӗ», – терӗ вара мана ангел.
REV.11.1	Мана виҫе карчӗсем картнӑ патак евӗрлӗ туя пачӗҫ. Унтан ҫапла каларӗҫ: «Тӑр та Турӑ Ҫурчӗпе парне вырӑнне виҫсе тух, унта пуҫҫапакансем миҫен пулнине те шутла. 
REV.11.2	Турӑ Ҫурчӗн тулаш картишне вара шута ан ил, мӗншӗн тесен вӑл чӑн Турра пӗлмен халӑхсем валли. Вӗсем сӑваплӑ хулара хӗрӗх икӗ уйӑх хушши хуҫаланӗҫ. 
REV.11.3	Эпӗ Хамӑн икӗ пророкӑма хӑват парӑп. Вӗсем, ӳкӗнӳ тумтирӗ тӑхӑнса, пин те ик ҫӗр утмӑл кун хушши пророкла каласа вӗрентӗҫ». 
REV.11.4	Ҫав пророксем – ҫӗре тытса тӑракан Турӑ умӗнчи икӗ ҫу йывӑҫҫи, икӗ ҫутаткӑҫ. 
REV.11.5	Кам та пулин пророксене сӑтӑр тӑвас тесен, вӗсен ҫӑварӗнчен вут-ҫулӑм тухӗ те тӑшманӗсене кӗллентерӗ. Пророксене сӑтӑр тӑвас текенсем вилӗме тивӗҫлӗ. 
REV.11.6	Хӑйсем пророкла калаҫнӑ чухне, ҫӗр ҫине ҫӑвакан ҫумӑра чармашкӑн, вӗсем тӳпене хупма та пултараҫҫӗ. Кӑмӑлӗсем пулсан, вӗсем юхан шывсене юн тума, ҫӗр ҫине тем тӗрлӗ чир-чӗр яма та пултараҫҫӗ. Вӗсене ҫавнашкал ирӗк панӑ. 
REV.11.7	Вӗсем хӑйсен пророкла сӑмахне вӗҫлесен, тӗпсӗрлӗхрен тискер кайӑк тухӗ те, вӗсемпе ҫапӑҫса, ҫӗнтерӗ; вӗсене вӗлерӗ. 
