MAT.1.1	Jisu Krista ni phagararao ni greng: bo David ni basa, ar David, Abraham ni basa.
1JN.2.2	Bode jini phap buthu khe map khlaiyaba se, jini phap khe se ning niya hi, habsao ni khrip subung ni phap khebo map khlaiyaba se.
1JN.2.3	Bo grao riyaba buthu khe jing mani khade, bokhe jing mithi du thi hi mithi la du. 
1JN.2.4	Bo grao riyaba buthu khe maniya hi bokhe ang mithi du thiyaba de subung thokhiyaba se, boni hade grao gibi bo giri. 
1JN.2.5	Asababo boni grao khe mani khade, Madai ni hamjaoma khe boni ha phura deng kha. Boni ha ning jing dong thi hi ragao sisi mithiyaba ebo se: 
1JN.2.6	Boni ha ning jing dong thikha de, bo dongba lai ning jing dong ma nang du.
1JN.2.7	Hamjao daothaoyaba, grao riyaba gadain ang nisine rebya; bede thikhade, grao riyaba gajam, bo jenba ni phrang nisi mai kha, bokhe ning ang reb ba se; grao riyaba gajam de bo graokhe nisi tharmai blaiyaba khe se thi ba. 
1JN.2.8	Thikhabo, grao riyaba gadain khe nisi ne ang reb du, bo ning boni ha ode nisi niha gibi jang nujao hi, andar khe sjam sai du; bede thikhade gibi gibi jnama jang jnaphai kha bani.
1JN.2.9	Jar ni daphlung khe jajaoya hi ning, Jnama ha ang dong thikhade, duhabo andar ha ningbo dong kho. 
1JN.2.10	Jar ni daphlung khe hamjaoyaba de jnama ha dong, bonthane khlai hi khuda hi galai mani musibo giri. 
1JN.2.11	Thikhabo, jar ni daphlung khe jajaoyayaba de andar ha ning dong kho, bonsi andar ha daoding bai hi, andar jang boni muthai khe gana khlai kha bani thang manebo mithiya kha.
1JN.2.12	Basathu, boni bumu ni khlai hi nisi ni phap buthu gibi jang map jakha bani, nisi niha ebo khe ang reb du. 
1JN.2.13	Bupha thu, jenba ni phrang nisi dongsong ba khe tharmai kha bani nisi niha ang reb haba se. Lugu gadainrao, subung phaphi khe nisi dekha bani nisi niha ang reb haba se.
1JN.2.14	Basathu, bupha khe nisi tharmai kha bani nisi niha ang reb ha du, Bupha thu, bo jenba ni phrang dongba khe nisi tharmai kha bani nisi niha ang reb du. Lugu gadainrao, nisi raohi, Madai ni grao nisi niha ning dengsong hi; odehe subung phaphi khe nisi de kha bani nisi niha ang reb ha du.
1JN.2.15	Habsao khe da hamjao lah, habsao ha jinis dongyaba buthu khebo da hamjao lah. Sere habsao khe hamjao du, bo bupha khe hamjaoya. 
1JN.2.16	Habsao ha khrip jinis dongyaba, saomang ni nangjaoma, muthai ni nangjaoma, thang hi dongba ni bising ha subung phuthan jayaba si de, bupha ni phrang baigoyaba niya, habsao ni phrang baigoyaba se. 
1JN.2.17	Habsao boni libima jang jamsai du, thikhabo Madai nangjaoba lai dangyaba maithai galao thang hi ning dong ma se.
1JN.2.18	Ani basathu, bubli jamthao ma japhai kha, Krista jang nanglaiyaba baigo phai ma ja kha thihi nisi khnaba lai ning, duha Krista jang nanglaiyaba gabang baigo phai kha. Odebani bubli jamthaoma ja kha thihi nisi tharmai lah. 
1JN.2.19	Bonsi de jini bising ni phrang baigo hi, bonsi jini subung gibi gibibo niya, niyakhade bonsi jini bising ha ning dongma mu. Thikhabo, bonsi jamthar si jini subung jatharya thihi ragao sisi tharmai mani khlai hi bonsi baigo ba se.
1JN.2.20	Thikhabo, nisi de subung gathar ning nisi khe thao do ri kha, nisi jamthar si bo bujima maiyaba gaja se. 
1JN.2.21	Grao gibi khe nisi mithiya bani nisi niha ang reb ba niya; nisi mithi kha bani ode, grao gibi ni phrang mosol grao baigoya kha bani khlai hi se ang reb ba.
1JN.2.22	Jisu khe Krista se thihi maniyayaba thane subung thokhiyaba sere dong? Bupha jang Basa khe maniyayaba, Krista jang nanglai ba se. 
1JN.2.23	Sere Basa khe maniyayaba de bo Bupha khebo maniyayaba se. Basa khe maniyaba de Bupha khebo bo maniyaba se.
1JN.2.24	Nisi de jenba ni phrang nisi khnayaba khe nisi niha ning dengsong lah. Bo jenba ni phrang nisi khnayaba khe nisi niha ning dengsong khade, nisibo Basa niha ar Bupha niha ning nisi dong ma se. 
1JN.2.25	Bo jar ning jini ha bo hanggaiyaba ebo se: Bode thaoglao ni hayu se.
1JN.2.26	Nisi khe dikhaoma baoyarao ni balam ni grao khe nisi niha ang reb du. 
1JN.2.27	Thikhabo, nisi ni grao hade bo nisi khe thao do riyaba de nisi niha ning dong, odebani saosi jang slingri jaomabo nisi nangya. Nisi khebo thao do riyaba ning khrip jadi bonsi khe slingri du, ebo ning gibi se, mosolbo niya. Odebani, bonsi nisi khe slingri balai jasosi ning boni ha ning dong lah.
1JN.2.28	Odehe, duha basathu, bo nujao phaiba ha khah rao mane ode jing lajiya hi dongphu mani khlai hi boni ha ning dong lah. 
1JN.2.29	Bo dormo subung se thi hi nisi mithi khade, gibi jang dangyaba si de boni ha hajai kha thi hi nisi tharmai lah.
1JN.3.1	Nai lah, Bupha Madai jingkhe bo hamjaoyaba bislei de du, Madai ni basathu jing khe slam kha! Olei ning jing ja kha. Odebani se habsao jing khe tharmaiya, bokhe tharmaiya bani. 
1JN.3.2	Hamjao daothaoyarao, duha jing Madai ni basathu ja kha; bedehe jing dongma thi hi jing tharmaiya. Bo nujao phaiba ha bo lai ning jing dong ma nangma se thihi mithi du, bokhe boni dongthai ning jing nu ma se. 
1JN.3.3	Sere boniha asa dengyaba side bo gathar ja ba lai ning bonsi gathar khlai re.
1JN.3.4	Sere phap khusi dang du, bo dara khe hamya khlai ba se; phap dara khe hamya khlaiyaba se. 
1JN.3.5	Bode phap buthu dangkhlai mani khlai hi se bo nujao phaiba thihi nisi tharmai du, boni hade phap giri. 
1JN.3.6	Sere boni ha ning dong du, bo phap khusi dang phuya. Sere phap khusi dang du, bokhe bo nuya, mithibabo bo mithiya.
1JN.3.7	Ansarao, saosi khebo da thokhi thing! Bode subung gibi lai ning jahi, gibi khusi dangyaba si de gibi subung se. 
1JN.3.8	Sere phap khusi dang du, bo soithan ni phrang baigoyaba se. Soithan de jenba ni phrang phap khusi dangyaba se. Madai ni basa nujao phaiba ni balambo soithan khusi dangyaba buthu khe sjam mani khlai hi se bo phai ba.
1JN.3.9	Sere Madai ha hajai du, Madai ni bumu boni ha dong kha bani bo phap khusi khe dangphuya kha; bede thikhade Madai ha bo hajai kha bani phaphi japhuya kha. 
1JN.3.10	Madai ni basathu jang soithan ni basathu khe mithi phuyaba de ebo ning ja kha: sere gibi khusi khe dangya, bo Madai ni phrang baigoyaba niya. Jar ni daphlung khe khasaoyayaba de Madai ni phrang baigoyaba niya.
1JN.3.11	Bo jenba ni phrang nisi ne grao khna riyaba ebo se: nisi saosi jang saosi hamjao lai lah. 
1JN.3.12	Subung phaphi ni phrang baigoyaba Kaina, jar ni buphlung khe sthaiyaba lai jing ja ma niya. Sumjabani bo khe sthai ba? Bo khusi dangyaba buthu phaphi se, jar ni buphlung khusi dangyaba buthu gibi bani.
1JN.3.13	Daphlungrao, habsao nisi khe jajaoya ja la khabo, nisi da gmang. 
1JN.3.14	Daphlungrao khe hamjao bani jing de thihyaba ni phrang baigo hi, hayu ha hap kha thi hi tharmai kha. Sere niha hamjaoma giri, thihyaba ha ning bo dong kho. 
1JN.3.15	Sere jar ni daphlung khe jajaoya jadu bode sthaibaiyaba se. Sere sthaibai du, boni ha thaoglao ni hayu giri thihi nisi tharmai lah. 
1JN.3.16	Bo jar ning jinthane hayu riyaba ha ning hamjaoma la snadi thihi jing tharmai kha. Odebani daphlungrao ne khlai hi jini hayu khe jing rima nang du. 
1JN.3.17	Sere habsao ha gnang jahi jar ni daphlung musi giriyaba nuhi, bokhe khasaoya thikhade, boni ha Madai ni hamjaoma bede dong phu ma? 
1JN.3.18	Ansarao, grao jang se ning ode khuh jang se ning hamjaoba niya hi, gibi grao jang khusi dang hi ja thing.
1JN.3.19	Boha se grao gibi ni phrang jing baigo ba thi hi jing jar khe tharmai la nang, ode boni sagang ha jini khah bo khitha raohi jing dong ma, 
1JN.3.20	jini khah ha hatho hatho jing khe gajai ja ri la khabo, Madai de jini khah thanebo dedaoyaba se, bode khrip jamthar si tharmai thar du. 
1JN.3.21	Hamjao daothaoyarao, jini khah habo jingkhe gajai ja riya khade Madai ni sagang ha jing khitha raoma mai hi, 
1JN.3.22	boni hukhum khe mani dada, bo khajathai khe jing dang bani, boniha jing sainyaba si khe mai ma se. 
1JN.3.23	Bo grao riyaba ebo se: boni basa Jisu Krista ni bumu khe jing lon hi, bo jinthane grao riba lai jing jar jang jar nisi hamjao lai lah. 
1JN.3.24	Bo grao riyaba khe maniyarao boni ha ning dongsong du, bonsi niha ning bobo dongsong ma se. Odehe, eraha ning bo jinthane Bese riyaba dong thi hi jing tharmai du.
1JN.4.1	Hamjao daothaoyarao, khrip bese khe da lon lah, mosol gorasali gabang baigo phai kha bani bese buthu khe Madai ni phrang baigoyaba na baigoyayaba bo khe nai lah. 
1JN.4.2	Ebo khe Madai ni bese jang nisi tharmai phu nang; Jisu Krista saomang ha phaiba thihi maniyaba Bese maiyaba de Madai ni phrang baigoyaba se. 
1JN.4.3	Odehe, Jisu khe maniyayaba bese de Madai ni phrang baigoyaba niya. Bode Krista jang nanglaiyaba bese phai mani grao khe nisi khnayaba se; duhabo habsao ha dong phaisai kha.
1JN.4.4	Ansarao, nisi Madai ni phrang se, bonsi khe nisi de kha; nisi niha dongyaba habsao ha dongyaba thanebo dedaoyaba se. 
1JN.4.5	Bonsi habsao ni subung se, habsao ni subung lai bonsi grao sainthi du, ode habsao ni subung bonsi ni grao khe gainsong re. 
1JN.4.6	Madai ni phrang baigoyaba jing se, Madai tharmaiyaba si de jini grao khe bonsi khna re, Madai ni phrang baigoyayaba de jini grao khebo bonsi khna ma nangjaoya re. Eraha ning bese gibi jang bese gibi niyayaba khe jing tharmai du.
1JN.4.7	Hamjao daothaoyarao, jing saosi jang saosi hamjao lai nang, hamjaoma Madai ni phrang baigoyaba se; hamjaoma khe maiyaba side bo Madai niha hajai kha. Bo Madai khebo tharmai du. 
1JN.4.8	Thikhabo, sere niha hamjaoma-mayama giri, bode Madai khe tharmaiya. Madai de hamjaoma se. 
1JN.4.9	Madai ni hamjaoma-mayama jini bising ha nujao phai kha; boni khlai hi jing thang hi dongphu mani Madai ning jar ni basa saosi mang mangyaba khe habsao ha haiha ba. 
1JN.4.10	Hamjaoma-mayama ebo se: Jing Madai khe khasao ba niya hi, bo jing khe hamjao bani, jini phap buthu khe map khlai mane khlai hi bo jar ni basa khe haiha ba.
1JN.4.11	Hamjao daothaoyarao, Madai ning olei jing khe hamjao khade, jingbo saosi jang saosi jing hamjao laima khasao laima nang du. 
1JN.4.12	Saosibo Madai khe nuthaoya; thikhabo jing saosi jang saosi hamjao lai khade khasao lai khade jini ha Madai dong hi, boni hamjaoma khe jini ha ning phura khlaima se.
1JN.4.13	Boniha jing dongyaba ode jini ha bo dong thihi jing tharmaiyaba de, boni bese ning jinthane riyaba ha ning bo tharmai du. 
1JN.4.14	Odehe Bupha ning jar ni basa khe habsao sogoyahba ja mani khlai hi bo haihayaba khe jing nu kha, ode sakhibo jing ri kha. 
1JN.4.15	Sere Jisu khe Madai ni basa se thihi mani du, boniha Madai dongpha hi, bobo Madai niha dongsong du. 
1JN.4.16	Odebani, Madai ning jini gede bo jing khe hamjao hi khasaoyaba khe jing tharmai kha, ar lonbabo jing lon kha. Madai de hamjaoma-mayama se. Hamjaoma-mayama ha ning dongyaba de Madai niha ning dong hi, Madaibo boni ha ning dongsong ma se. 
1JN.4.17	Bisar ni basain ha jing khinya hi dongphu mani khlai hi, hamjaoma khe jini bising ha phura jing khlaijao kha, ebo habsao habo bo lai ning jing dong kha. 
1JN.4.18	Hamjaoma hade khin mani musibo giri, hamjaoma phura jaba ha khinma khebo rik khlai re. Khinyaba ha saja dongpha bani, khinma gnang jayaba ha hamjaoma phura jaya kha.
1JN.4.19	Bo jing khe hamjao da bani jing hamjao du. 
1JN.4.20	Asaba subung, Madai khe ang hamjao du thi hi jar ni daphlung khe jajaoya jakha de, subung grao mosol thi ba se. Boni daphlung jar nuyaba khe ning bo hamjaoya kha la, Madai nuyayaba khe la bo bedehe hamjao phu ma? 
1JN.4.21	Bo ni phrang grao jing maiyaba ebo se: sere Madai khe hamjao du, bo jar ni daphlung khebo hamjao ma nang du, thiyaba se.
1JN.5.1	Sere Jisu khe Krista thi hi lon du, bo Madai niha hajaiba se, odehe sere basa maiyaba khe hamjao du, bo jar ni basa khebo hamjao re. 
1JN.5.2	Madai ni basathu khe jing hamjao du thi hi jing tharmaiyaba ebo se: Madai khe jing khasao hi, bo grao riyaba buthu khe jing mani kha. 
1JN.5.3	Madai khe jing maniyaba ebo ning ja kha: bo grao riyaba buthu khe jing mani du; bo grao riyaba buthu de duya. 
1JN.5.4	Madai niha hajaiyaba si de habsao khe bonsi de du. Ode ebo ning habsao khe deyaba se, jini lonma ning. 
1JN.5.5	Jisu khe Madai ni basa se thi hi lonyaba khe garhi sere habsao khe de re?
1JN.5.6	Dih jang thijao ha phaiyaba de Jisu Krista se, dih jang se ning niya hi, dih jang thijao ha jayaba se. Bokhe sakhi riyaba de Bese ning ja kha, Bese de grao gibiyaba se. 
1JN.5.7	Bonsi sakhi riyaba gatham dong: 
1JN.5.8	Bese jang dih ar thijao, bo matham de mili du. 
1JN.5.9	Subung ni sakhi khe ning jing mani kha la, Madai ni sakhi la ar dedaoyaba se, Madai ni sakhi ebo se: Bo jar ni basa ni balam ha sakhi ri du. 
1JN.5.10	Madai ni basa khe lonyaba jar ni ha ning boni sakhi dong la du. Thikhabo, Madai khe lonyayarao Madai ning jar ni basa ni balam ha bonsi ni sakhi riyaba khe bonsi lonyaba ni bokhe bonsi mosol slam du. 
1JN.5.11	Odehe, ebo ning boni grao khe sakhi ri ba se: Madai ning boni thaoglao ni hayu khe jinthane ri kha, bo hayu de basa niha dong. 
1JN.5.12	Sere basa khe mai kha, bo hayu mai kha; sere Madai ni basa khe maiya bo hayu khe maiya.
1JN.5.13	Thaoglao ni hayu mai kha thi hi nisi mithi phu mani khlai hi, nisi Madai ni basa ni bumu khe lonyarao niha ebo grao khe ang reb ba se. 
1JN.5.14	Ode ebode boni basao ha jini khah de ma se; asaba khe bo boni nangjaothai lai jing sain khade, jing sainyaba khe bo gainsong du. 
1JN.5.15	Jing sainyaba khe bo gainsong du thi hi jing mithi du bani, boni ha jing jinis sainyaba buthu khe mai du thihi bo tharmai du.
1JN.5.16	Sere jar ni daphlung thihma nang si phap khusi dangyayaba nu khade, bonthane sain ri nang, Madai ning bokhe hayu ri ma se. Ebode thima nang si phap khusi dangyayaba ni khlai hi se. Thima nang si phap dong, olei khusi dangyaba ne Madai bi rima nang ma thihi ang thiya. 
1JN.5.17	Khrip hamya khusi dangyaba de phap gajai se; bede thikhade thima nang si niyayaba phap bo dong.
1JN.5.18	Sere Madai niha hajai kha phap khusi dangya kha thihi jing mithi du; Madai niha hajai kha bokhe bo dimkhao du, subung hamyayaba de bokhe dopha phuya.
1JN.5.19	Jing Madai ni basathu se thihi jing mithi du, odehe habsao bubim jang ebo subung phaphi ni hukhum bakhla ha se dongba thihibo jing mithi du.
1JN.5.20	Madai ni basa phai hi, Madai gibiyaba khe tharmai phu mani khlai hi, bujima khe jinthane bo ri kha thihibo jing mithi kha. Ode, jingbo boni Jisu Krista ha jing donghi, subung gibi jahi se jing dong ba. Bode Madai gibiyaba se, thaoglao ni hayubo bo ning.
1JN.5.21	Ansarao, saokhuli ni phrang jar khe dimkhao lah.
2JN.1.1	Khrao de-
2JN.1.1	Masainjik man gnang, saikho jaoyaba ode boni basathu khe, grao gibi ha ang hamjaoyarao, ang khe se ning niya hi, grao gibi khe mithiyaba khrip gibinbo bonsi khe khasaoyarao niha; 
2JN.1.2	grao gibi jini ha dongyaba ode jug jug jini ha bo dong bani,
2JN.1.3	Grao gibi jang hamjaoma de, Bupha Madai jang Bupha ni basa Krista ni phrang, khasaoma, khah laoma ode santi de jing jang baosi dongpha ma se.
2JN.1.4	Bupha jinthane grao riba lai jasosi nini basathu gejesi gibi grao ha bonsi dong ba khe ang nu bani hamsi ning ang khaja du. 
2JN.1.5	Thikhabo, duha de hamba masainjik, grao gadain riba lai niya hi, bokhe jenba ni phrang jing maiyaba khe nisi ne sainthi mani ang reb du. Jing hamjao lai nang thi hi ang nisi khe khainsu du. 
2JN.1.6	Odehe, ebo ning hamjaoma ja kha, bo grao riyaba buthu lai jing dongba de. Ebo ning grao riyaba, bo jenba ni phrang nisi khnayaba ning ja kha. Hamjaoma ha ning nisi dong song ma nang du, thi hi bo thi du.
2JN.1.7	Gabang thokhiyaba Jisu Krista khe saomang la hi bo phai ba thi hi maniyayaba ebo habsao ha gabang baigo phai kha; oleiyaba subung buthu thokhi baiyaba ode Krista jang nanglaiyaba se. 
2JN.1.8	Jing dang hi maiyaba buthu khe phantha gmaya hi, sothar si yaosandi khe nisi maiphu mani khlai hi hamsisi naiso lah.
2JN.1.9	Sere Krista slingriyaba ha dongya hi, slingriyaba khe lailang hi, bo thang kha de, Madai khe bo maiya kho. Sere bo slingriyaba grao ha dongsong du, Bupha jang Basa khe bo maipha lai du. 
2JN.1.10	Bo slingriyaba khe labuya hi nisi niha phaiyaba khede, saosi khebo nisi ni noh ha nohma da thao ri, ode grao hamba jangbo da sainlai lah. 
2JN.1.11	Grao hamba jang sainlaiyaba de, boni hamya khusi ha gabayaba se.
2JN.1.12	Nisi niha grao sainthi mani gabang dong lakha bo, laisi ha khali jang ang reb ma nangjaoya; jini khajama phura japhu mani khlai hi, ang jar ning nisi niha phai hi, nisi ni sagang ha sainlai mane ang asa khlai du.
2JN.1.13	Nini bahandao, saikho jaoyaba ni basathu ning khe bonsi khlim ha du.
3JN.1.1	Khrao de-
3JN.1.1	Hamdaothaoyaba Gaia, grao gibi ha ang khasaoyaba niha,
3JN.1.2	Hamdaothaoyaba lugu, bese ha ning hamthai maipha langba lai ning, khrip jadi ha ning hamthai maiyaba ode ning sao hamphu mani khlai hi ang ninthane Madai bi ri du. 
3JN.1.3	Daphlung gejesi phai hi nini gibi khe sakhi riba ode grao gibi ha ning dongyaba khe bonsi phai hi sainthi bani, hamsi ning ang khaja du. 
3JN.1.4	Ani basathu grao gibi ha bonsi dong thihi khnaba thane bangdao hi khajama ani ha musibo giri.
3JN.1.5	Hamdao thaoyaba, ebo daphlungrao khe, basao mithiyayaba ja la khabo, bonsi ne ning dangyaba siha, lonma jang ning dang re; 
3JN.1.6	nini hamjaoma khe longjom ni sagang ha bonsi sakhi ri ri kha. Madai ni khusi dang mani mophosol thangba ha, Madai ni subung lai ning bonsi khe juru khade hamsi ning ham nang. 
3JN.1.7	Bede thikhade, bonsi de Krista ni bumu ni khlai hi baigo dada, Jentailrao ni phrang juruma musi khebo bonsi laya. 
3JN.1.8	Odebani, grao gibi ha gaba laiyaba jing ja phu mani khlai hi, oleiyaba subung buthu khe jing juruma ning nang du.
3JN.1.9	Longjom niha de grao gejesi ang reb kha; thikhabo bonsi ni bising ha dedaothao hoja jama nangjaoyaba de jing khe lamjaoya. 
3JN.1.10	Odebani, ang phai khade, bo khusi dangyaba buthu khe ang wainso ri phin nang, jini gajai ni balam khe thi dada grao bangthai khe bo khebo bo jajaoya, khajama nangjaoyarao khebo bo magna hi, longjom ni phrang bonsi rikhon re.
3JN.1.11	Hamdao thaoyarao, phap khusi khe daogari da nai lah, hamba khusi khe daogari nai lai. Hamba khusi dangyaba de Madai ni phrang se, hamya khusi dangyaba de Madai khe bo nuya.
3JN.1.12	Demetri ni balam ha khrip subung bokhe bakhan khlai ba, grao gibi habo bo bakhan mai ba. Jingbo bokhe bakhan khlai pha ba, jing bakhan khlaiyaba khe gibi se thihi ning tharmai du.
3JN.1.13	Nini ha grao gabang reb mani aniha dong, thikhabo khali jang rebma ang nangjaoya; 
3JN.1.14	nisi jang srap goron laihi sagang phrang song naipha hi jing sainlai nang.
3JN.1.15	Nisi niha shanti dong pha thing. Jini lugurao nisi khe khlim ha du. Jini lugurao khe bonsi ni bumu khe lahi ani baslai ha khlim lah.
JUD.1.1	Jisu Krista ni leng ode Jakob ni daphlung Juda de-
JUD.1.1	Longjao hi dongyaba, Bupha Madai ni hamjao daothaoyaba ode Jisu Krista khe naiso hi dengyarao niha:
JUD.1.2	Khasaoma, shanti, hamjaoma nisi ni basao ha gabang lupha jao hi dong thing.
JUD.1.3	Hamjao daothaoyaba lugurao! Sogoma jing maiyaba ni balam khe, nisi niha reb hama gabang mijing la khabo, Madai boni subung gatharrao niha lonma ni grao alang si ha bo bojom khlai hi rao riyaba khe, dimkhao mani khah muh ri hi dang mani nisi sibring hi nisi niha laisi reb ma nang du thihi ang tharmai du. 
JUD.1.4	Nisi ni bising ha subung gejesi, phirik phirik hapsing phai hi dong, bo buthu de Madai khe maniyayaba subung buthu se; Madai ni khasaoma ni grao khe bonsi ni mijingma ha majang sisi thi mani khlai hi bonsi yaowai hi, jini hoja ode jini Gabra saosi mang mangyaba Jisu Krista khe mani ma bo bonsi nangjaoya, oleiyaba subung buthu khe gajai ne bonsi saikho kha.
JUD.1.5	Nisi ebo buthu khe jamthar si tharmai blai khabo, ang nisi khe tharmai ri phin ma nang du. Gabra ning Egypt raji ni phrang Israel subung buthu khe sogo ba; thikhabo, bonsi ni bising ha lonyayarao khe sjam phin mani balam ha, 
JUD.1.6	sorgo ni deglaraobo, jar ni lama khe hamsisi naisoya hi, bonsi ni dongthan khe dangkhlaiyarao khe, bisar ni basain gedeba ha bao mani khlai hi, thaoglao ni sikol ha kha dada andar ni bakhla ha bonsi khe phraojeb kha. 
JUD.1.7	Olei jasosi ning, Sodom jang Gomorra ode boni sere bere haphai ni nogor buthu khebo, mijingma regeyaba ha bonsi khah ri bani khlai hi gibin subung buthu khe joda mani thaoglao ni wai ni saja ha bonsi rijao ma se.
JUD.1.8	Olei jasosi ning, bonsi jar ni nangjaoma ha dongba ha, bonsi tharmai bani, bo buthu de jar ni saomang khe rege ri hi, hukhum gnang khe bonsi man khlaiya hi, sorgo subung ni muima buthu khe bonsi siji re. 
JUD.1.9	Sorgo ni degla dedao thaoyaba, Mikael ning Moses ni manggathi khe Diabol jang selai khali ha bokhe bo siji raoya, Gabra ning ningkhe jo la thing bo ning odese thi ba. 
JUD.1.10	Thikhabo, ebo subung buthu de bonsi bujiyayaba si khe bonsi siji re; bede thikhade, bonsi baoma giriyaba mih buthu lai hajai phayaba gyan ha thangyarao se bani bonsi jar khe jar hamya khlai la re. 
JUD.1.11	Bonsi ni bubain risi bi dou! Kaina ni lama ha se bonsi hem ba; rang khe riksai hi, Balaam gajai khlaiyaba ha bonsi khaising du, Kora lai grao laya hi bonsi jam kha. 
JUD.1.12	Bo buthu de nisi hamjaoma-mayama jang mel phaidyaba buthu mel majang riyayaba se, laji garhi nisi ni bising ha phai hi, nisi ni mel ha bonsi jiphai re, bonsi de bo melma bubra khe se ning hoh gablai riyarao lai se. Bonsi de dih giriyaba, jimi, bar jang sip khao jaoyarao, bongphang bathai thaiya hi phin gin thiyaba, ode yaderma phijaoyaba se. 
JUD.1.13	Bonsi de sagor ni dithon buthu, jar ni laji ha bukhuhdi baigoyarao se; sathrai daoding baiyarao, bonsi jug jug dong mani andar gisimyaba ha salai jaoyarao se.
JUD.1.14	Ebo buthu ni grao khe Adam ni phrang jug sni, Enok ning edehe thida kha, Nai lah, Gabra de jar ni subung gathar rjing jhi jang baosi bo phai du; 
JUD.1.15	Madai khe khiyal khlaiyayarao khrip bo Madai khe khinya hi, Madai khe khinyayaba ni balam jang khrip khusi dangyaba ode, Madai khe badai hi hamsi ning grao sahi thiyarao ni balam ha bisar khlai mani bo phaisai du thi ba.
JUD.1.16	Bo subung buthu de berba raoyaba ode subung jang niyalaiba raoyaba, phap khe se ning riksai hi, jar khe sugu hi hamba thi layaba, lab nangjaoyaba subung khe bonsi hamsi ning sugu re.
JUD.1.17	Thikhabo, ani lugurao, nisi de jini Gabra Jisu Krista ni yaohon rikphayarao sainthi dayaba khe wainso song lah. 
JUD.1.18	Bonsi ning nisi niha, Bubli jamthaoba buthu hade, minithaiyarao, Madai khe khiyal khlaiyayaba, jar libiba lai yaowaiyarao baigo phai ma se, thi hi bonsi nisi khe sainthi kha. 
JUD.1.19	Bo subung buthu de degaoyaba khe khaikhoyaba, saomang ni subung, Bese maiyayaba se. 
JUD.1.20	Thikhabo, lugurao, nisi ni lonma gathar ha ning milima khe judao ripha lang lah, ode Bese gathar jang bi lah. 
JUD.1.21	Madai ni hamjaoma ha ning nisi hamsisi naiso lahi thaoglao ni hayu ha so riyaba jini Gabra Jisu Krista ni khasaoma khe jon hi ning dong lah.
JUD.1.22	Gejesi lon soya hi dongyarao khe khasao lah. 
JUD.1.23	Gejesi khe wai ni phrang khaikho hi sogo lah; thikhabo gejesi khede khin dada khasao lah, bonsi ni saomang rege regeyaba Kaina ni gainsari sosibo rege jao lah.
JUD.1.24	Duha, nisi galaiya mani khlai hi, nisi khe naiso phuyaba ode boni muima ni sagang ha gajai giri hi ode hamsi ning nisi khe song riphuyaba, 
JUD.1.25	bo Madai masi mang mangyaba, bo jingkhe sogoyahba niha ning, muima buthu Raja jayaba buthu, raothai buthu, hukhum buthu, jini Gabra Jisu Krista ni dara jang sagang gede bubli dongyaba ode duha jang thaoglao sosi dongpha lang thing. Amen.
REV.1.1	Jisu Krista ni grao nujaoyaba de srap jinis sophai ginyaba ni balam ha jar ni dangyasarao khe tharmai ri mani Madai ning ri hi, jar ni dangyasa Johan niha degla khe bo haiha hi, bo grao khebo khna riphai ba. 
REV.1.2	Johan ning Madai ni grao jang Jisu Krista ni sakhi ri mani khrip bo nuyaba khe bo baikhla ba. 
REV.1.3	Ebo grao thidayaba buthu khe phuriyaba jang boni bising ha grao rebyaba buthu khna hi maniyaba de boni khophal hambi; boni bubli sampha kha.
REV.1.4	Johan de, Asia raji ni longjom masni buthu niha: dong langyaba ode dongyaba ar dong phaiginyaba ni phrang odehe jar ni Raja ni khamthan sagang ha bese sni dongyarao ni phrang, ode, 
REV.1.5	sakhi riyaba lonma gnang, subung githi ni bising ni phrang sagangthao baijayaba ode, phirthi ni rajarao ni basao ha bisar khlaiyaba, Jisu Krista ni phrang khasaoma ode shanti nisi niha dongpha thing.
REV.1.5	Bo jing khe hamjao bani, jar ni thijao jang jini phap buthu ni phrang bo susa hi, 
REV.1.6	Madai ni raji ne jing khe slam dada, Madai jang bupha ni khusi dang mani Jonthai ne jing khe slam ba, bo ni ha ning muima jang hukhum thaoglao thaoglao dong thing. Amen.
REV.1.7	Nai lah, bo de jimi jang baosi phai mani bubli sampha kha; ode khrip ni muthai jang bokhe nu nang. Bo khe iphlayaraobo, ode habsao ni khrip jadibo boni khlai hi dukhu nang hi gra ma se. Olei jasosi ning ja thing. Amen.
REV.1.8	Ang de Alpha ar Omega, donglangyaba, dongyaba odehe dong phaiginyaba, khrip dang phuyaba de ang se, Gabra Madai de ode thi du.
REV.1.9	Ang Johan, nisi ni daphlung, Jisu ni khlai hi dojaoyaba ha nisi jang baosi khah lao hi dukhu sugu phayaba ode bonsi jang baosi Raja yaowai phalaiyaba, Madai ni grao ni khlai hi ode Jisu ni grao khe tharmai ri mani khlai hi sagor ni hahgojo Patmos thiyaba hathan ha ang dong ba. 
REV.1.10	Gabra ni basain ha bese ha ang dong ba, boha ani yaohon gede ni phrang khurang baksa hi bibul ni khurang lai ang khna ba. 
REV.1.11	Khurang de, Ning jinis nuyaba khe laisi ha reb hi, longjom masni: Ephesi ni longjom, Smurna ni longjom, Pergamos ni longjom, Thuatira ni longjom, Sardis ni longjom, Philadelphia ni longjom, ode Laodikei ni longjom buthu niha haiha lah, ode bo thiphai ba.
