MAT.1.1	Huā'mā' lista ū'tza' ixnapapna' Jesucristo lā' xla' ixtā'nat David lā' nā Abraham.
HEB.12.21	Lā' a'ntīn talaktzī'lh huā'mā', lej tajicua'lh. Lā' nā Moisés hualh: “Icxpipimā' como lej icjicua'n”.
HEB.12.22	Hui'xina'n tū' chuntza' ta'nī'ta'ntit nac Sinaí. Hui'xina'n pimpā'na'ntit nac ā'lakatin kēstīn a'nlhā huanican Sión lā' nac cā'lacchicni' a'nlhā huī' Dios xalakahuan. Huā'mā' cā'lacchicni' hui'lacha' nac a'kapūn lā' huanican Jerusalén. Lā' a'ntza' lej ta'a'nan lhūhua' ángeles. 
HEB.12.23	Lā' a'ntza' nā hui'xina'n pimpā'na'ntit nac a'kapūn a'nlhā tatakēxtimīnī't lā' tamācā'tanīmā'na Dios a'ntī xapū'la ixcamana' Dios, a'ntīn tatzo'kni' ixtacuīni'ca'n nac a'kapūn. A'ntza' huī' Dios. U'tza' a'ntī nacājuzgarlīkō' ixlīhuākca'n huan tachi'xcuhuī't. Lā' nā a'ntza' tahui'lāna'ncha' ixlīca'tzīnca'n a'ntīn tanīnī'ttza' lā' Dios cātlahuanī't xalacuan. 
HEB.12.24	Hui'xina'n kalhlaka'ī'nī'ta'ntit que Jesucristo ū'tza' a'ntī māpūtaxtūnu'n. Xla' lacāxtlahuanī't huan xasāsti' convenio. Lā' ixka'lhni' Jesucristo cāche'kē'ni' ixa'clhcunucca'n huan tachi'xcuhuī't. Lā' chuntza' huan lē'ksajna' a'ntū ixka'lhni' Jesucristo, ū'tza' más xatzey lā' tū' hua'chi a'ntū mālacnūlh Abel.
HEB.12.25	Cakaxpa'ttit a'ntū huan Dios. Cāmāpātīnīca a'ntīn tū' ta'a'kahuāna'ni'lh Moisés a'ntīn Dios māchihuīnīlh. Lā' ā'chulā' naquincātamāpātīnīyāni' palh tū' kaxmatcu'tunāuj Dios a'nchī chihuīna'nācha' nac a'kapūn. 
HEB.12.26	Makāntza' Dios chihuīna'lh a'xni'ca' ixtatakēstoknī't huan israelitas pajtzu nac Sinaí. Lā' huan ti'ya't tachiquilh. Lā' chuhua'j Dios huanī't: “Quit na'icchiquipala huan ti'ya't. Lā' tū' xmān huan ti'ya't. Nā na'icchiqui huan a'kapūn”. 
HEB.12.27	Lā' huā'mā' huanicu'tun que natasputkō' ixlīhuāk a'ntū cāmā'a'nanīnī't. Lā' natachoko xmān a'ntūn tūla xakā'līcan. 
HEB.12.28	Quina'n natā'latahui'layāuj Dios a'nlhā xla' māpa'ksīni'n a'nlhā tāyani' para pō'ktu. Chuhua'j namaxquī'yāuj pāxcatca'tzī Dios lā' na'a'cnīni'ni'yāuj lā' namācā'tanīyāuj chu a'nchī hua'chi xla' lacasqui'n. 
HEB.12.29	Ixlīstu'ncua' que Dios hua'chi lakatin ka'tla' lamana' como xla' nacāmāpātīnī xlaca'n a'ntīn tū' ta'a'kahuāna'ni'.
HEB.13.1	Calāpāxquī'tit milīhuākca'n como hui'xina'n lītā'timīn. 
HEB.13.2	Camānū'tit na minchicca'n a'ntīn taminācha' de makat. A'makapitzīn a'ntīn chuntza' tatlahuanī't, xlaca'n tamānūnī't ángeles na ixchicca'n, a'yuj xapū'la tū' ixtaca'tzī palh xlaca'n ángeles ixtahuanī't.
HEB.13.3	Tū' cacāpātza'nkātit a'ntī cāchī'canī't. Cacālakalhu'ma'ntit de xlaca'n hua'chilh nā hui'xina'n xatachī'nī'n con xlaca'n. Lā' tū' cacāpātza'nkātit a'ntīn tapātīni'mā'na. Cacālakalhu'ma'ntit xlaca'n hua'chilh nā hui'xina'n ixpātīni'ntit hua'chi xlaca'n.
HEB.13.4	Lej tzey tapūchahuacan. Tū' līmakuan tlahuacan talākalhī'n. Dios nacāmāpātīnī xlaca'n a'ntīn tatlahua talākalhī'n lā' ā'catūhuā hua'chi huā'mā'.
HEB.13.5	Tū' xmān capāstactit a'nchī nalīka'lhī'yā'tit tumīn. Līpāxuj catahui'la'tit palh ka'lhī'yā'tit lhūhua' tumīn o palh tū' lhūhua'. Dios huanī't: “Pō'ktu na'ictā'latahui'layāni'. Tū' maktin ictimakxtekni'”. 
HEB.13.6	Lā' ū'tza' tū' catilījicua'uj. Tzē nahuanāuj:
HEB.13.6	Huan Māpa'ksīni' Dios quimaktāya.
HEB.13.6	Tū' ictijicua'ni'lh a'ntū naquintatlahuani' tachi'xcuhuī't.
HEB.13.7	Cacāpāstactit xlaca'n a'ntīn pū'la cātamāsu'ni'ni' ixtachihuīn Dios. Capāstactit a'nchī xlaca'n ixtalīlatlā'huan. Lā' cacāmaksca'ttit xlaca'n.
HEB.13.8	Jesucristo tū' taxtāpālī. Xla' pō'ktu chū'tza' a'nchī ixuanī't xapū'la lā' hasta chuhua'j lā' para pō'ktu. 
HEB.13.9	Tū' catamakxtektit que nacātamāsu'ni'yāni' ā'tāpātin līmāsca'tīn a'ntūn tū' hua'chi kalhlaka'ī'yā'tit chuhua'j. Dios ū'tza' a'ntī quincāmaktāyayāni' a'nchī nalatā'kchokoyāuj chu a'nchī xla' lacasqui'n. Huan līmāsca'tīn ixpālacata a'ntū hua'can, huā'mā' tū' quincāmaktāyayāni'. A'yuj ā'makapitzīn ta'a'kahuāna'ni' huan tamā'na līmāsca'tīn, huā'mā' tū' cāmaktāya xlaca'n.
HEB.13.10	Huan sacerdotes a'ntīn tascuja na ixlītokpānca'n israelitas, xlaca'n tzē natahua' macsti'na'j de huan ixquinītca'n animalhna' a'ntū mālacnūni'can Dios. Xtunc huan lē'ksajna' a'ntū mālacnūni'canī't Dios a'ntū quincāmāpānūni'yāni' quintalaclē'i'ca'n. Huā'mā' lē'ksajna', ū'tza' Jesucristo. 
HEB.13.11	Huan chi'xcu' a'ntī xapuxcu' sacerdote, xla' lē'n ixka'lhni' animalhna' xatamaknīn hasta huan nac lītokpān a'nlhā huanican Lej Tasicua'lanālīn a'nlhā ixlīlakatu' cuarto. Lā' a'ntza' mālacnūni'can Dios huan ka'lhni' para nacāmāpānūni' ixtalaclē'i'ca'n huan tachi'xcuhuī't. Lā' ixmacni'ca'n huan animalhna' a'ntū xatamaknīn, huan tamā'na cāmāxtucan de huan ka'tla' cā'lacchicni'. Lā' a'ntza' cālhcuyucan. 
HEB.13.12	Lā' nā Jesús nā māxtuca de huan xaka'tla' cā'lacchicni'. Lā a'ntza' nīlh. Chuntza' pātīni'lh como ixka'lhni' ixcālīmāpānūni'cu'tun ixtalaclē'i'ca'n huan tachi'xcuhuī't. 
HEB.13.13	Lej lakmaka'nca Jesucristo a'xni'ca' māxtuca de huan xaka'tla' cā'lacchicni' lā' xtokohua'ca'ca huan nac cruz. Lā' quina'n como kalhlaka'ī'yāuj, ka'lhī nā napātīyāuj a'xni'ca' quincātalakmaka'nāni' por ixpālacata Jesucristo. 
HEB.13.14	Huā'tzā' nac quilhtamacuj tintī' huan cā'lacchicni' a'ntū natahui'la para pō'ktu. Quina'n ka'lhīmā'nauj ā'lakatin cā'lacchicni' a'ntū nalaktzī'nāuj ā'calīstān. 
HEB.13.15	Tū'tza' mālacnūni'yāuj Dios huan xatamaknīn animalhna'. Līmakuan namaxquī'yāuj pāxcatca'tzī Dios. Lā' ū'tza' hua'chi lē'ksajna'. Lā' tasqui'nī namāka'tlī'yāuj Dios ixpālacata Jesucristo. 
HEB.13.16	Tū' capātza'nkātit natlahua'yā'tit a'ntūn tzey. Lā' tū' capātza'nkātit nalāmaktāya'yā'tit. U'tza' huā'mā' a'ntū līpāxuhua Dios.
HEB.13.17	Cacā'a'kahuāna'ni'tit huan xanapuxcu'nu' nac huan lītokpānna'. Lā' catlahua'tit a'ntū xlaca'n cātahuaniyāni'. Xlaca'n cāmaktaka'lhāni' hui'xina'n como talacasqui'n que xa'nca nakalhlaka'ī'yā'tit. Xlaca'n natamaxquī' cuenta Dios a'nchīn tascuja. Xlaca'n con tapāxuhuān natascuja palh natlahua'yā'tit a'ntū nacātalīmāpa'ksīyāni'. Lā' palh tū' nacā'a'kahuāna'ni'yā'tit, xlaca'n natalīlakaputza. Lā' huā'mā' tuntū' caticātlahuani'ni' hui'xina'n.
HEB.13.18	Cakalhtō'ka'tit por quit. Lā' quit icca'tzī que ictlōkentaxtūlh a'ntū Dios quilīmāmacū'lh como pō'ktu ictlahuacu'tun a'ntūn tzēy. 
HEB.13.19	Iccāsqui'ni'yāni' que lej caquilālīkalhtō'ka'uj hui'xina'n que Dios palaj naquimacā'nācha' a'nlhā hui'lāna'ntit.
HEB.13.20	Dios ū'tza' a'ntī cāmātza'ta'tī' qui'a'clhcunucca'n. Xla' mālakahuanīchokolh Jesucristo. Lā' Jesucristo nīlh lā' chuntza' līxapalh ixka'lhni' quintalaclē'i'ca'n. Lā' chuntza' līlacāxtlahualh huan convenio a'ntū lej tzey lā' a'ntū natāyani' para pō'ktu. Lā' chuhua'j xla' pō'ktu quincāmaktaka'lhāni'. 
HEB.13.21	Lā' Dios cacāmaxquī'ni' ixlīhuāk a'ntū nacāmaktāyayāni' natlahua'yā'tit ixtapuhuān. Lā' nā quina'n caquincātlahuani' Dios chu a'nchī xla' lacasqui'n por ixlīmāpa'ksīn Jesucristo. Ca'a'cnīni'ni'ca Jesucristo para pō'ktu. Amén.
HEB.13.22	Tā'timīn, lej iccāsqui'ni'yāni' que līlacatzucu nalakapūtle'keyā'tit a'ntū iccātzo'knuni'mā'ni' nac huā'mā' carta. Tū' lej lhmā'n huanmā' carta a'ntū i'ccātzo'knuni'nī'ta'ni'. 
HEB.13.23	Iccāmāca'tzīnīcu'tunāni' que makxtekcanī'ttza' Timoteo. Lā' chuntza' tū'tza' tachī'n. Lā' palh xla' namin palaj, naquintā'a'n a'xni'ca' na'iccālaka'nāchāni' hui'xina'n.
HEB.13.24	Cacāsaludarlī'tit ixlīhuākca'n huan xanapuxcu'nu' de huan lītokpān. Lā' cacāsaludarlī'tit ixlīhuākca'n ā'makapitzīn a'ntīn takalhlaka'ī'. Huan tā'timīn xalanī'n nac Italia cāmacā'ni'yāni' saludos.
HEB.13.25	Lā' Dios cacāsicua'lanālīkō'ni' milīhuākca'n hui'xina'n. Amén.
JAS.1.1	Quit, Santiago, ictzo'ka huā'mā' carta. Quit ictā'scuja Dios lā' huan Māpa'ksīni' Jesucristo. Quit iccāmacā'ni'yāni' saludos milīhuākca'n israelitas a'ntīn tapa'ksīyā'tit con Dios, a'ntī a'kahua'nī'ta'ntit.
JAS.1.2	Tā'timīn, catahui'la'tit con tapāxuhuān a'yuj cāpātle'keni'yāni' lej lhūhua' catūhuā por ixpālacata kalhlaka'ī'yā'tit Jesucristo. 
JAS.1.3	Ca'tzī'yā'tittza' a'xni'ca' cāpātle'keni'yāni' huā'mā' lā' palh tū' makxtekā'tit a'nchī kalhlaka'ī'yā'tit, chuntza' nalīsca'tā'tit a'nchī natāyani'yā'tit. 
JAS.1.4	Lā' pō'ktu natāyani'yā'tit, lā' chuntza' nalīsca'tā'tit a'nchī xa'nca nalatā'kchokoyā'tit lā' a'nchī nalītlōkentaxtūkō'yā'tit ixlīhuāk a'ntū ixtapuhuān Dios.
JAS.1.5	Palh hui'xina'n tū' māchekxīyā'tit a'nchī nalīlatā'kchokoyā'tit xa'nca, casqui'ni'tit Dios lā' xla' nacāmāmāchekxīnīyāni'. Xla' lej cāmaktāya ixlīhuāk huan tachi'xcuhuī't chu a'nchī tasqui'nī lā' tū' cālacatā'quī'. 
JAS.1.6	A'xni'ca' hui'xina'n nasqui'ni'yā'tit catūhuā Dios, napuhua'nā'tit que Dios stu'ncua' nacātamaxquī'yāni'. Lā' tū' maktin tipuhua'nā'tit que Dios tū' caticāmaxquī'ni'. Lā' a'ntī puhuan que Dios tū' catimāstā'lh, xla' tū' xmān tāpātin ixtapāstacna' ka'lhī. Xla' hua'chi a'xni'ca' huan ū'ni' lakaxtim mā'kchoko huan xasipej mar. 
JAS.1.7	A'ntī puhuan chuntza', Dios tū' catimaxquī'lh a'ntū nasqui'ni'. 
JAS.1.8	A'ntīn tū' xmān tāpātin tapāstacna' taka'lhī, xlaca'n tū' maktin taca'tzī a'ntū natatlahua.
JAS.1.9	Lā' hui'xina'n, tā'timīn, a'ntī chu catīhuāya tachi'xcuhuī't, calīpāxuhua'tit como Dios cālaktzī'nāni' tū' hua'chi chu catīhuāya tachi'xcuhuī't. 
JAS.1.10	Lā' hui'xina'n, tā'timīn, a'ntī lacricos, calīpāxuhua'tit como māchekxīyā'tit que Dios laktzī'n mintumīnca'n hua'chilh nīn tuntū' ixtapalh. Huan ricosnu' natasputa hua'chi lakatin xa'nat. 
JAS.1.11	A'xni'ca' lej chi'chini'n huan chi'tin scōhuan, lā' huan xa'nat yuja. Lā' huan ixlītzēhuanī't xla' sputa. Lā' nā chuntza' talīsputa huan ricosnu' līhuan tatlahua ixnegocioca'n.
JAS.1.12	Līpāxūj tahui'lāna' xlaca'n a'ntī lej līlacatejtin tapātī a'ntū cāpātle'keni'. Palh xlaca'n natatāyani', nataka'lhī xasāsti' ixquilhtamacujca'n. Lā' xasāsti' quinquilhtamacujca'n xla' hua'chi lē'ksajna' a'ntū Dios cāmālacnūni' a'ntīn tapāxquī'. 
JAS.1.13	Lā' palh kalhatin chi'xcu' puhuan que natlahua a'ntūn tū' tzey, tū' cahualh que Dios māpuhuanīlh a'ntūn tū' tzey. Dios tū' maktin puhuan natlahua a'ntūn tū' līmakuan. Lā' xla' tū' cāmāpuhuanī huan tachi'xcuhuī't que catatlahualh a'ntūn tū' līmakuan. 
JAS.1.14	A'xni'ca' kalhatin chi'xcu' puhuan natlahua a'ntūn tū' līmakuan, xla' māni' ixtapāstacna' mātlahuī chuntza'. 
JAS.1.15	Lā' palh xla' tlahua chu a'nchī ko'hua'jua' ixtapāstacna', chuntza' ka'lhī ixtalaclē'i'. Lā' ā'chulā' tlahuatēlha a'ntūn tū' tzey. Lā' ū'tza' nalīnī.
JAS.1.16	Lej stu'ncua' a'ntū iccāhuanimā'ni'. Lā' tū' cata'a'kxokotit, tā'timīn. 
JAS.1.17	Huāk xatzey catūhuā a'ntū quincātamaxquī'nī'tā'ni', huāk macamīn Dios. A'ntī quincāmaxquī'ni' huāk a'ntūn tzey xla' ū'tza' Dios. Xla' cātlahualh a'ntūn tamāxkakēni'n nac a'kapūn. Dios xla' chu ū'tza'tza'. Tū' maktin taxtāpalī nīn macsti'na'j. 
JAS.1.18	Dios quincātamaxquī'ni' xasāsti' quinquilhtamacujca'n chu a'nchī xla' ixtapuhuān. Quincātamaxquī'ni' quinquilhtamacujca'n xasāsti' por ixpālacata ixtachihuīn Dios a'ntū ixlīstu'ncua'. Lā' chuntza' quina'n xapū'la' kalhlaka'ī'nī'ta'uj. Lā' ā'calīstān lhūhua' ā'makapitzīn natakalhlaka'ī'.
JAS.1.19	Lā' capāstactit huā'mā', tā'timīn. Lā' milīhuākca'n xa'nca cakaxpa'ttit ixtachihuīn Dios. Lā' capāstacna'ntit pū'la para nachihuīna'nā'tit, lā' tū' na'a'kchipinā'tit. 
JAS.1.20	Huan tā'kcha quincāmāmakchuyīyāni'. Lā' chuntza' tūla tlahuayāuj ixtapuhuān Dios. 
JAS.1.21	Camāpānūkō'tit ixlīhuāk a'ntūn tū' tzey lā' ixlīhuāk a'ntū ko'hua'jua'. Calīhui'lī'tit que natlahua'yā'tit ixtapuhuān Dios. Lā' catlahua'tit cuenta a'ntū huan ixtachihuīn Dios a'ntū maklhtīni'nī'ta'ntit. U'tza' a'ntū cāmāca'tzīnīni' a'nchī nacālīmāpūtaxtūyāni'.
JAS.1.22	Ca'a'kahuāna'ni'tit huan ixtachihuīn Dios, lā' tū' xmān cakaxpa'ttit. Palh puhua'nā'tit que xmān tasqui'nī nakaxpa'tā'tit, mē'cstuca'n ta'a'kxokoyā'tit. 
JAS.1.23	A'ntī xmān takaxmata ixtachihuīn Dios lā' tū' ta'a'kahuāna'ni', xlaca'n hua'chi kalhatin chi'xcu' a'ntī talakjū nac espejo. 
JAS.1.24	Lā' xmān ixa'cstu laktzī'ncan a'nchī huanī't ixlacan lā' a'n lā' chu tuncan pātza'nkā a'nchī ixuanī't. 
JAS.1.25	Lā' tū' chuntza' xlaca'n a'ntīn cuenta tatlahua huan xatzey ixtachihuīn Dios a'ntūn quincāmāca'tzīnīyāni' a'nchī nalīpūtaxtuyāuj. Lā' palh xlaca'n tū' tamakxteka ta'a'kahuāna'ni', lā' palh tū' tapātza'nkā a'ntū huan, chuntza' Dios nacāsicua'lanālī ixlīhuāk a'ntūn tatlahua.
JAS.1.26	Lā' palh chā'tin chi'xcu' huan que a'kahuāna'ni' Dios, lā' tūla māpa'ksī ixquilhni' xla' ixa'cstu ta'a'kxoko. Xla' tū' stu'ncua' a'kahuāna'ni' Dios. 
JAS.1.27	A'ntū Dios lacasqui'n que natlahuayāuj quina'n a'ntī stu'ncua' kalhlaka'ī'yāuj xla' chuntza': cacāmaktāyauj huan lacxcamanīn lā' huan lakapūtnu' a'ntīn tapātīni'n lā' pō'ktu cataxtunquīuj de ixlīhuāk xako'hua'jua' a'ntū xala' nac quilhtamacuj.
JAS.2.1	Tā'timīn, calālaktzī'ntit a'cxtim milīhuākca'n hui'xina'n a'ntīn kalhlaka'ī'yā'tit quiMāpa'ksīni'ca'n Jesucristo a'ntī lej xaka'tla'. 
JAS.2.2	Na'iccāhuaniyāni' lakatin tamālacastuc. Kalhatu' chi'xcuhuī'n tatanū na milītokpānca'n. Kalhatin xla' rico lā' ka'lhī ixmacatzātzāt de oro lā' ixlu'xu' lej xafino. Lā' huan ā'kalhatin xla' pobre lā' xla' ka'lhī masnā lu'xu'. 
JAS.2.3	Lā' hui'xina'n más a'cnīni'ni'yā'tit a'ntīn ka'lhī xatzey ixlu'xu' lā' huani'yā'tit: “Hui'x catahui'la' huā'tzā' nac xatzey silla”. Lā' huan pobre huani'yā'tit: “Hui'x catāyachī a'jnanu' o catahui'la' nac piso pajtzu na quintojon”. 
JAS.2.4	Palh chuntza' tlahua'yā'tit hui'xina'n, chuntza' tasu'yu que puhua'nā'tit que ā'makapitzīn chi'xcuhuī'n más xalacuan. Palh chuntza' tlahua'yā'tit hui'xina'n, tū' tzey mintapāstacna'ca'n.
JAS.2.5	Tā'timīn, lej iccāpāxquī'yāni' lā' iccāhuanicu'tunāni' huā'mā'. Dios cālacsacnī't a'ntī lacpobresni'. Lā' a'yuj pobres xlaca'n, Dios cālaktzī'n hua'chi ricosnu', como talīpāhuan Dios lā' chuntza' natatanū a'nlhā xla' māpa'ksīni'n. Lā' nā ixlīhuāk a'ntīn tapāxquī' Dios ixlīhuākca'n natatanū a'nlhā xla' māpa'ksīni'n. 
JAS.2.6	Lā' hui'xina'n cālakmaka'nā'tit huan tī lacpobres. Lā' cā'a'cnī'ni'ni'yā'tit huan ricos. Lā' huan ricos ū'tunu'n a'ntīn cātamāpātīnīyāni'. Lā' xlaca'n cātamālacapū'yāni' hui'xina'n. 
JAS.2.7	U'tunu'n huan ricos a'ntī ko'hua'jua' talīchihuīna'n Jesucristo quiMāpa'ksīni'ca'n. U'tza' a'ntī hui'xina'n tā'tapa'ksī'yā'tit.
JAS.2.8	Ixlīmāpa'ksīn Dios a'ntūn tatzo'kni' na ixtachihuīn Dios chuntza' huan: “Nacāpāxquī'ya' huan ā'makapitzīn chu a'nchī pāxquī'ca'na' mē'cstu”. Palh hui'xina'n a'kahuāna'ni'yā'tit huā'mā' līmāpa'ksīn, chuntza' xa'nca tlā'hua'mpā'na'ntit. 
JAS.2.9	Palh hui'xina'n a'cnīni'ni'yā'tit makapitzīn lā' ā'makapitzīn huampala cālakmaka'nā'tit, chuntza' tlahua'yā'tit a'ntūn tū' līmakuan, lā' chuntza' hui'xina'n laclī'pinā'tit chu a'nchī huan huan ixlīmāpa'ksīn Dios. 
JAS.2.10	Palh kalhatin chi'xcu' nakalhlaka'ī' ixlīhuāk huan ixley Dios lā' xmān lakatin līmāpa'ksīn a'ntūn tū' a'kahuāna'ni', huā'mā' chi'xcu' laclē'n como tū' a'kahuāna'ni'kō'lh huan ley, lā' a'yuj xmān lakatin līmāpa'ksīn a'ntūn tū' a'kahuāna'ni'lh. 
JAS.2.11	Dios hualh: “Tū' timakpuscātīni'na'”. Lā' nā chuntza' hualh xla': “Tū' timaknīni'na'”. Palh kalhatin a'ntī namaknīni'n, xla' nalaclē'n lā' a'yuj tū' makpuscatīni'nī't. 
JAS.2.12	Dios quincāmaktāyayāni' lā' chuntza' tū' naquincāmāpa'ksīyāni' huan a'ntū ko'hua'jua'. Lā' chuntza' palh tlahuayāuj a'ntūn tū' tzey, Dios naquincājuzgarlīyāni'. Lā' ū'tza' calīchihuīna'ntit lā' catlahua'tit a'ntūn tzey. 
JAS.2.13	Dios, a'xni'ca' najuzgarlī, tū' caticālakalhu'malh a'ntīn tū' talakalhu'malh ā'makapitzīn. Lā' xla' xmān nacālakalhu'man a'ntīn talakalhu'malh ā'makapitzīn. Lā' a'ntīn talakalhu'manī't ā'makapitzīn, xlaca'n tū' catitajicua'lh a'xni'ca' najuzgarlī Dios.
JAS.2.14	Tā'timīn, palh kalhatin chi'xcu' huan que līpāhuan Dios lā' xla' tū' tlahua a'ntūn tzey, chu tlakaj huan palh līpāhuan. 
JAS.2.15	Palh kalhatin quintā'tin spu'tni' ixlu'xu' lā' tū' ka'lhī a'ntū nahua' 
JAS.2.16	lā' makapitzīn de hui'xina'n tahuanī: “Dios casicua'lanālīni' lā' camaxquī'ca' milu'xu' lā' camāhuī'ca'”, lā' a'ntī tahuani chuntza' nīn tuntū' tamaxquī', chuntza' nīn tuntū' ixpālacata palh tahuan que talīpāhuan Dios. 
JAS.2.17	Palh kalhatin chi'xcu' huan palh līpāhuan Dios, lā' tū' maktāya ā'chā'tin, xla' chu tlakaj huan que līpāhuan Dios. Xla' hua'chi kalhatin xanīn como huan xanīn tuntū'tza' tlahua.
JAS.2.18	Chō'la kalhatin nahuan: “Makapitzīn xmān talīpāhuan Dios, lā' ta'a'nan ā'makapitzīn a'ntīn tatlahua a'ntūn tzey”. Palh chuntza' ixquihuanica quit xa'icualh: “¿Chichū nalītasu'yu'ya' palh līpāhua'na' Dios palh tū' tlahua'ya' a'ntūn tzey? Pero quit ictlahua lej xatzey. Lā' chuntza' lītasu'yu palh quit iclīpāhuan Dios”. 
JAS.2.19	Hui'x puhua'na' que xmān kalhatin Dios. Lā' chuntza' tzey. Lā' nā chuntza' tapuhuan huan xako'hua'jua' espíritus a'ntīn tatā'scuja huan ko'ti'ti'. Lā' xlaca'n taxpipi porque lej tajicua'ni' Dios. 
JAS.2.20	Hui'x tū' māchekxī'ya'. Na'icmāsu'ni'yāni' que chu tlakaj a'ntī huan palh līpāhuan Dios lā' palh tū' tlahua a'ntū xalacuan. 
JAS.2.21	Quixū'yāpapca'n Abraham mālacnūni'lh, como hua'chi lē'ksajna' Dios, huan ixo'kxa' a'ntī ixtacuīni' Isaac. Lā' ū'tza' Dios līlaktzī'lh que Abraham lej tzeya chi'xcu' por ixpālacata a'ntūn tlahualh. 
JAS.2.22	Chuntza' māchekxīcan que Abraham ixlīpāhuan Dios lā' ū'tza' xla' lītlahualh a'ntū xalacuan. Lā' a'xni'ca' Abraham tlahualh huā'mā' a'ntū lej tzey, ū'tza' lītasu'yulh que Abraham ixlīpāhuan Dios. 
JAS.2.23	Lā' chuntza' tlōkentaxtūca chu a'nchī ixtatzo'kni' na ixtachihuīn Dios a'nlhā huan: “Abraham ixlīpāhuan Dios. Lā' ū'tza' Dios lej xatzey līlaktzī'lh Abraham”. Lā' Dios hualh que Abraham ixamigo.
JAS.2.24	Lā' chuntza' hui'xina'n ca'tzīyā'tittza' que Dios xalacuan cālaktzī'n tachi'xcuhuī't tū' xmān por ixpālacata talīpāhuan Dios. Nā tasqui'nī que xlaca'n natatlahua a'ntū xalacuan. Lā' chuntza' natasu'yu palh talīpāhuan Dios. 
JAS.2.25	Lā' nā chuntza' pātlekeni'lh Rahab a'ntī lej ixka'lhī lhūhua' ixmakchi'xcu'. Xla' cāmakxtekli tatachokolh na ixchic huan chi'xcuhuī'n a'ntī Josué cāmacamilh. Lā' cāmātzē'kli lā' cāmaktāyalh para natataxtu de huan nac cā'lacchicni' nac ā'kantīn tej. Lā' ū'tza' Dios līlaktzī'lh lej tzeya puscāt huan Rahab. 
JAS.2.26	Quina'n hui'lāna'uj como ka'lhīyāuj quimacni'ca'n lā' quilīca'tzīnca'n. Lā' nā chuntza' quina'n ka'lhīyāuj xasāsti' quinquilhtamacujca'n, como līpāhuanāuj Dios lā' nā tlahuayāuj a'ntū xalacuan.
JAS.3.1	Tā'timīn, más xatzey palh tū' lhūhua' de hui'xina'n nala'yā'tit milīmākalhtō'kē'ni'nī'nca'n na milītokpānca'n. Ca'tzīyā'tit hui'xina'n que xlaca'n a'ntī tamāsu'yu más līpalha' nacājuzgarlīcan. 
JAS.3.2	Quina'n quilīhuākca'n a'katunu' tlahuayāuj a'ntūn tū' tzey. Lā' palh kalhatin chi'xcu' tzē māpa'ksī ixquilhni' lā' chuntza' tzē māpa'ksī ixlīhuāk ixmacni'. Lā' xla' tzeyā chi'xcu'. 
JAS.3.3	Hua'chi huan cahuāyuj, cāmākalhnūyāuj freno na ixquilhni'ca'n. Lā' chuntza' tzē nacāmāpa'ksīyāuj. Lā' nata'a'n chu a'nlhā quina'n lacasqui'nāuj. 
JAS.3.4	Lā' nā hua'chi huan barcos a'ntū lej lakka'tla'n. Lā' a'ntū pūxui'tican lej ti'na'j. Lā' a'yuj huan ū'ni' lej xatli'hui'qui tampi'talē'n huan barco, huan piloto tzē nalē'n chu a'nlhā lacasqui'n, a'yuj ti'na'j a'ntū pūxui'tican huan barco. 
JAS.3.5	Lā' chuntza quinquilhni'ca'n. Lā' a'yuj ti'na'j quinquilhni'ca'n lītasu'yu que līka'tla'jca'tzīyāuj. Lā' huan skoyāt a'yuj mactzina'j macscut pero tzē namāquilhtī lakatin ka'tla' cā'qui'huī'n. 
JAS.3.6	Lā' quinquilhni'ca'n hua'chi skoyāt como cālactlahua ā'makapitzīn. Quinquilhni'ca'n pūchihuīna'nāuj ixlīhuāk a'ntū lej ko'hua'jua'. Lā' ū'tza' ā'chulā' tū' tzey līlayāuj. Por ixpālacata quinquilhni'ca'n, talālīsta'la ixlīhuākca'n tachi'xcuhuī't nac cā'quilhtamacuj. Lā' huan ko'ti'ti' ū'tza' a'ntī quincāmāhuanīyāni' a'ntū ko'hua'jua'. 
JAS.3.7	Lā' chi'xcuhuī'n xlaca'n tzē natamāmānsujlī chuxatūyā animalhna' lā' chuxatūyā spūnnu' lā' chuxatūyā lūhua' lā' chuxatūyā animalhna' xala' nac mar. Lā' ixlīhuākca'n cāmāmānsujlīca. 
JAS.3.8	Pero quinquilhni'ca'n tintī' a'ntī tzē namāpa'ksī. Quinquilhni'ca'n pō'ktu huan a'ntū ko'hua'jua'. Hua'chilh ka'lhī līlaknīn como quinquilhni'ca'n cāpūlactlahuayāuj ā'makapitzīn. 
JAS.3.9	Lā' con quinquilhni'ca'n pūmācā'tanīyāuj Dios quinTāta'ca'n, lā' nā cāpū'a'ksa'nāuj huan ā'makapitzīn tachi'xcuhuī't a'ntū Dios tlahuanī't hua'chi xla'. 
JAS.3.10	Lā' māni' na quinquilhni'ca'n taxtu huan tachihuīn a'ntū xatzey lā' huan tachihuīn a'ntū ko'hua'jua'. Tā'timīn, ū'tza' huā'mā' tū' līmakuan. 
JAS.3.11	¿Chu xmān nac lakatin mu'sni' taxtu huan xcān xase'ksi' lā' huan xcān cha'chā'klhua'? 
