MAT.1.1	Yomba i Yesus Krais
2PE.1.7	God embriye mambunomo i ene indre ana angro kanwakai yenaglkwa i mina ainambiwo. Te angro kanwakai yengwa i mina ana yomba tau pre munduno pangwa i ama ainambiwo. 
2PE.1.8	Mambuno i prapra ene mina kausi moran ana Yesus Krais mambunomo i ene pirpogl singwa i wu yoko pikrambuka ba mongomo kaima wakai korambuka. 
2PE.1.9	Ba yomba ta mambuno yegl ye mina paikrambuka, ye ongumuglo mim mereyegl orko ana taragl eglke yongwa kandime dikrukwa. Te ye tandaglme okuna orkwa God koko endungwa ikra torwa sungwa.
2PE.1.10	Ipre angrima wagle, ene aglendi te pinde yungwa i mongo pai dime dinambedi pre ene yombuglo ere moraglmiwo. Ene yegl erimbi ana ene ta yange sikraglkwa. 
2PE.1.11	Ene yegl ere wanmeglmbi ana Yesus pra ene konbo yauro tenan ene aimande moraglkwa dumo i inaglkwa, i nono Yaglkandeno mogl te nono i-ikine endungwa yagle Yesus Krais, ye dumomo.
2PE.1.12	Ana mambuno wakai i ene pirkan ertre te ka kaima i ene kaima pir-indre ana andigl giglendi meglkwa, ba na engenge mambuno ipre dite moraglka. 
2PE.1.13	Na nangina pango moglka enge ana ene poglodi pirkwa i nomano uglo yokimbo kordagl poglodi piraglmedi pirka. 
2PE.1.14	Na nangina kinde kondonaglka i enge kurita pangwa. I nono Yaglkandeno Yesus Krais dinongugl ende narumere. 
2PE.1.15	Na akeningandi ene dite moglpi ana goglmbo ene taragl prapra i engenge poglodi pir moraglkwa.
2PE.1.16	Ana Yaglkande Yesus Krais giglekuidi moglkwa okuwo ikine unambuka kamo i no di ene tomga. Kamo i kumbu kaman mereyegl no pir epigl ertre ene ditekunga, tamanga, ba ye ambuglangemo i no ongumutno kaima mina kamga pre ene ditomga. 
2PE.1.17	God Neno eremogl Yesus Krais kangiye kande tendre ana ambuglangemo tongo ye yungwa. Ana God yene heven ken ambuglange wakai i mina mogl ana Yesus pre ka yegl dungwa, “Ye na Wana, na ye wakai kaima kaniga, te ye pre na munduna wakai pre teingwa.”
2PE.1.18	No nono aposel wagle Yesus bogl akiye holi makan muglo moungo, ka i heven imbo ende atne ungo no punga.
2PE.1.19	Ipre ana propet wagle ka dingwa i no giglendi kaima pirngi dumga. Te ene ama ye ka dingwa i akegi dimbi ana i wakai kaima propet wagle ka dingwa i ken-lam mereyegl mim ormara suna depai ongo kamun tanginagledi orko, ana enge igle kugl-kuri ta tangina kana kogl pai-pai orkwa mereyegl, ene deno munduno suna wu plau dungwa.
2PE.1.20	Ene komnaiye kana propet ka yegl pirdime dinaglkwa, kamambuno pepa mina, propet wagle ka pandum diendingo pangwa i yomba ta ye yene prumere ka i di mongo kariye sinambuka paikrukwa. Tamanga. 
2PE.1.21	Sraglpre, propet wagle ka pandum digo pangwa i yomba yene ta pirepigl ere boglkrikwa, tamanga. Holi Spirit yene yomba mina mogl akeple dungo ana ka God mina ungwa i dipene endingwa.
2PE.2.1	Okuna Israel yomba meglmara pukamugl igle propet kakimbi wagle tau meglkwa. Te kuno yegl ene meglmara pukamugl yomba tau ama God kamo yomba beke tomune dindre kimbi kogl beke tenaglkwa. Ana yomba wu kinde enaglkwa pre ye uglmange ere teke pai mogl kamambuno di aglau ere tenaglkwa. Te Yaglkande ye toposi ikine endungwa ba ye mokono tenaglkwa. Yegl ere ana yene oglandi wu kinde enaglkwa. 
2PE.2.2	Te ye mambuno kinde guagua ere meglmbi ana yomba merkinde mambuno i duglo bogl mokonomugl enaglkwa. Ye yegl erimara i yomba tau eremogl Yaglkande mambunomo ka kaima konbauna i dikinde yeitenaglkwa. 
2PE.2.3	Beke teingwa yomba kimbi wagle ye taragl bumbuno geglkwa pre ye pirmere ka di ene monino ya bonano wausi inaglkwa. Ba okuna God enge ta diendungwa pamara i mina ka-tange tenan ye perangigl inaglkwa. Te ye erekinde erambuka taragl i uglpaikre ana kor pai moglkwa.
2PE.2.4	Nono pirkan ounga, ana okuna angelo wagle tandaglme erikwa ba God kuko yeikre, akemaglasi endungo guglo kamun mim kande ormara kane paimogl ana God ka-tange tenambuka engemo ipre sugl meglkwa. 
2PE.2.5	Te yomba okuna God mokono te mambuno guagua ere meglkwa ipre God kuko yeikre ana nigl diendungo sitombuno yake makete yomba i prapra sigogl kondungwa. Ba Noa eremogl yomba mambuno du-yene eraglmedi pre kamambuno dipene endungwa yagle, ana ye yongo yombama 7 bogl God kuko yongwa pre ye kor-meglkwa. 
2PE.2.6	Te God eremogl siti suwo Sodom ya Gomara perangigl inambriwo dindre ana God eremogl endi donga mina sigagl tenge orko de niriye keunde yongwa. Mambuno yegl orkwa i yomba ye God mokono tendre mambuno kinde eremeglkwa, ye okuwo God yumbun tenambere i ombuno ditongwa. 
2PE.2.7	Lot mambuno du-yene orkwa ba yagl ambu kunogl guagua gundo meglkwa ipre angai gogl moglko ana Yaglkande ye ikorugl endungo ana ye yumbun ta ikrukwa. 
2PE.2.8	Lot du-yene moglkwa pre ye yomba mambuno kinde ere meglmara pukamugl wanmogl, te yomba yewe yei geke beglkwa ipre ye nomanemo kinde orko, ana engenge kinde kaima pir wanmoglkwa. 
2PE.2.9	Yeglpre nono pirkan ounga, ana God yombamo meglkwa i yumbun mina sraglmere akepledi inambuka i God yene pirkan orkwa. Te yomba mambuno kinde erikwa mere Yaglkande yene yumbun tenan ana kot enge ye aimande kamun wau boraglkwa. 
2PE.2.10	Yomba yeglmere ye okuwo yumbun pond kaima inaglkwa. Ana Yaglambu kunogl kinde ninamnedi pirko deno munduno mina gagle sungo, te Yaglkande kamo i ye pir suglbai bogltre, te yomba yene pirmere ere geke beglkwa, ya te yomba kundugl goglkre ana angelo heven meglkwa i ye katewe teingwa.
2PE.2.11	Ana angelo wagle yomba yomburo gigle kuidi dungwa imara ende ana yombuglo ere meglkwa, ba Yaglkande mambuglo mina yomba mambuno kinde erikwa ipre ka kinde ta di ikine ende te ka tange tekrikwa. 
2PE.2.12	Ana yomba yeglmere agl-bugla are nomano pangwa, ye mano kugl yongwa i kanesi sigoraglkwa ipre kugl yongwa. Te nangino mina taragl ta eriyondi ormere i ertre ana taragl mambuno pirpogl sikre nangino ka-si wanmeglkwa. Yeglpre agl-bugla are geglmere yegl ye ama goraglkwa.
2PE.2.13	Te ye mambuno kinde ere yomba ta teingwa, ipre yomba pereta ama mambuno kinde ere topo mereyegl te ikine endinaglkwa. Ye ermine ande pango yomba bogl katno engre ana bugla-kaiya mokna depigl neingwa ipre pirkwa wakai kaima pamedi. Te ye kaiya mokna ene bogl akiye neingwa mambuno i mina ye ere endigo ene nomano deglmbi yongo ana angai geglkwa. Ba ye mambuno kimbi erikwa ipre gun pond yeingwa. 
2PE.2.14	Te ambu wimara ye engenge toro mendigl pandigl kan kunogl gundo inamunedi pirkwa. Te tandaglme erikwa mambuno i ye kondinaglkwa mere manga. Te yomba pirngino gigle dikrukwa, i tandaglme eraglmedi pre ye di nusi wanmeglkwa. Te yomba ta bona ganamo bumbuno gogl ere-inaglkwa mambuno i ye kande beke pir kendingwa. Yeglpre God kaima ye erekinde eretenambuka. 
2PE.2.15	Ye konbo du-wakai kondo ana kuglkagl dingwa. Yegl ere ana Bior wam Balam mambunomo kinde i duglo beglkwa. Balam mambunomo kinde ormara ipre topo inagledi pruko mundu pangwa. 
2PE.2.16	Ba bugla-dongi ka ta dikraglkwa, ba aglke ta yomba ka dimere yegl dindre ana Balam mambuno kinde orkwa ipre ka-tongwa. Ana bugla-dongi ka tomara i ye propet kongun kimbi eragledi prukwa ikra kinde kondungwa.
2PE.2.17	Ana yagl wagle ye nigl ongo bogltre ana darukwa mereyegl, ya te kamkua ir iwanga mange yendomere yegl ye meglkwa. Yombamo ye okuwo mim bongond ormara moraglkwa pre God dumo i kamkand akekun erekondungwa. 
2PE.2.18	Yagl wagle yene ka kinde moglkwa dimara i mina ye kaglkane indre ana yaglambu kunogl gundingwa mambuno ya tandaglme kanekane i nangino danginaglmedi ye yomba kinano singwa: Yegl eriko ana yomba tau makandle mambuno kinde i kinde kondingwa ikra ye aglke yombuglo ere digo ana ye yombamo kinde wagle i mambunono duglo beglkwa. 
2PE.2.19	Ana kakimbi beke teingwa yagl wagle yegl dingwa, “Ene no umunara wimbi ana taragl mane ta paikran ene yoko mogl ana taragl kanekane ta pirmere eraglkwa.” Ba yagl wagle ye yene taragl bugl sungum dungwa i nigl-kongunmo yoko yomba meglkwa, sraglpre, yomba suwarata kanwinge eran taragl ta na sutna moglmedi piran yombamo i taraglmo i kane sungo nigl-kongunmo yoko yomba moglkwa. 
2PE.2.20	Kaima, yomba ta eremogl nono Yaglkandeno Yesus Krais, ye yomba ere yungwa yagle, ye pre pirpogl simara i akeple dungo ana tandaglme kinde mokono teingwa. Ba ye aglke kordagl tandaglme kinde i mina ende ikine embi ye okuna kinde meglmere yegl moglkraglkwa, ba ye wu kinde kaima enaglkwa. 
2PE.2.21	Yomba yeglmere ye konbo du-wakai mambuno ita pirpogl sikrima i, ba ye konbo du-yene i pirpogl sindre te God lomo holi ingwa. Ana okuwo ye mokono te kondingwa. 
2PE.2.22	Mambuno yegl erikwa ipre ka kaima ta yegl pangwa: “Agl membigl sendumara aglke ende ikine pindre nongwa.”
2PE.3.1	Angrima wagle! Na erme pepa muno bogl teinga i suwo orkwa. Ana pepa suwo-akiye bogl teinga i ene nomano wakai yenan ana ene ka i aglke poglodi piraglmedi nusi teinga. 
2PE.3.2	Na pirka propet holi wagle okuna ka dingwa i ya nono Yaglkandeno nono i-ikine endungwa yagl ye lomo ene aposelno wagle ditengwa ikra aglke poglodi piraglkwa.
2PE.3.3	Komnaiye ene yegl pirpogl siyo. Enge kande magl eran kenatno singwa yomba unongugl pi yene nomano kinde pamere ertre ana kenatno yegl sinaglkwa, 
2PE.3.4	“Yesus ikine unagle dungwa, i kaima dundu-no? Ye aglokra moglme? No kowano awano gogl kendingwa, ba dumo makan ereyongwa enge taragl kanekane paimogl ungwa i erme ama paimoglkwa iwe.” 
2PE.3.5	Ye ka i pirkwa ba piryei ana pirakrikwa. Okuna imbo God ka dungo, kamkua plaudi pangwa. Te makan nigl mina plau dindre ana nigl mina paimoglkwa. 
2PE.3.6	Te niglmo i mina sitombuno yakemakete ana makandle taragl ya yomba enge igle meglkwa prapra sidundungwa. 
2PE.3.7	Te kamun ya makan erme pambrika i God kamo i mina ake pangwa, ana okuwo endi donga garambuka. Ana enge kande mina yomba mambuno kinde erikwa mere God ka-tange tenan ye prapra wau boraglkwa ipre ye ama suglpai miurka.
2PE.3.8	Angrima wagle, taragl suwarata pangwa i ene pirkiure erekriyo. Yaglkande mina ande enge suwara i buglayungu 1,000 mereyegl orkwa, te buglayungu 1,000 i ande enge suwara mereyegl orkwa. 
2PE.3.9	Yaglkande God taragl ta eragledi okuna ka dipanduglkwa ikra pre erme ye kongun kiye kiendi ta erekrukwa, ba yomba tau eremogl God kongun monodi orme dingwa. Ba tamanga. Yomba suwarata wau boglkraglkwa, ba ene prapra nomano yake tenaglmedi pre, ye sugl kan moglkwa.
2PE.3.10	Yaglkande engemo i kunogl yomba umere yegl unambuka. Enge igle kamkua mina taragl prapra paingwa i gurgagladi wau boraglkwa. Te taragl kembra prapra igle pangwa i donga de kondinaglkwa. Te makan ya taragl kanekane makan mina pangwa i prapra donga de kondinaglkwa.
2PE.3.11	Ana taragl prapra yegl ere dundinaglkwa panan ene yomba srambre ere moraglme? Ene mambuno holi pamara duglo bogltre te God embriye mambunomo pamere i ere wanmoraglkwa. 
2PE.3.12	Mambuno yegl ere Yaglkande engemo unambuka ipre sugl moraglkwa,
2PE.3.13	Yegl erambuka ba God yene kamun mitna ya makan kor ere yenaglendi ka giglendi dipandigl endungo pangwa. Ana dumo kor i mina embriye mambuno i du-yene erikwa keunde kausi moraglkwa, ipre nono sugl kan mounga.
2PE.3.14	Angrima wagle, ene taragl i plau dinambedi pre sugl meglkwa ipre enene God ongumuglo mina kongun yombuglo ere ana tandaglme wu nangino dange dinambedi ertre ana God bogl nomano bipokndi yei molo. Yegl erimbi ana okuwo enge kande mina ene wakai ere meglkwa i God kanambuka. 
2PE.3.15	Yaglkande nono ere-inagledi pre ye nomano wakai pango kiendi sugl kan moglkwa, i nono pirpogl sinamga. Te nono angro wakai Pol ama God nomano wakai tongwa i mina ye pepa muno bogl ene tongwa. 
2PE.3.16	Ye pepa muno prapra boglmara ana mambuno i keunde kamo dungwa. Ye pepa muno prapra boglmara suna igle ka tau yombugl dange orko nono pirpogl sinamga mere manga. Te ka i pir-oglmba singwa, ya pirngino gigle dikrukwa yomba ye ka i guagua dindre te ka tau prapra kamambuno pepa mina okuna pangwa i ama ye yegl ere sendingwa. Te erikwa ipre okuwo ye yene wau boraglkwa.
2PE.3.17	Angrima wakai wagle, taragl yegl okuwo plau dinambuka i ene pirkan erikwa pre ene sutno wakai molo. Aglau eran lo sendingwa yomba kanno kimbi mina ye ere endimbi ana ene pirngino gugl sidinambiwo. 
2PE.3.18	Ba Yesus Krais nono Yaglkandeno moglkwa. Ye nono ere-ikine endungwa yagle. Ye wakaimo ene tongwa ya te ye pre pirpogl singwa mambuno i ene mina yake wu pond enano. Te ye kangiye kande erme pangwa, te aimande aimande pai enambuka. I kaima.
1JN.1.1	Kamo i okuna imbo mambuno bogl pai ungwa, i no kinano mina pirtre te ongumutno mina kandre te kandime dindre ana onguno pagl ake pirtre ounga. Ipre kor aimande kamo i no dipene endumga. 
1JN.1.2	Kor aimande kamo i wu pene ongo no kandre ana kor aimande moramga kamo i no boglo kugl ana dipene ende ene tomga. Kamo i okuna imbo Nem mina moglkwa ana erme no mina wu pene ongwa. 
1JN.1.3	No pirtre te kandre ounga i ama ene ditomga, ene no mina nomano suwara yei meglmbi ana nono prapra Neno Kande ya Wam Yesus Krais mina nomano suwara yei moramga. 
1JN.1.4	Nono gun yomga i kaima yene kausi panambuka pre kamo i pepa bounga.
1JN.1.5	Kamo i ye Wam mina no punga pre ana dipene ende ene tomga. God, yene ambuglange moglkwa, ye mina mim kaima ta paikrukwa. 
1JN.1.6	Nono God bogl tapsi moune dindre ana mim mina suna wanmoun, ana nono kanno kakimbi orkwa pre nono ka kaima pamara suna wanmoglkunga. 
1JN.1.7	Ba ye ambuglange mina moglmere kuno yegl nono ama ambuglange mina suna mouno ana nono yomba tau bogl tapsi mounga, ana ye Wam Yesus bormaimo i nono tandaglmeno prapra koko endungo nono nomano pesi yongwa.
1JN.1.8	Ba nono tandaglmeno paikrume dumuno, ana no nono kakimbi di yumga, ipre ka kaima nono nomano mina suna yeikrukwa. 
1JN.1.9	Ba nono tandaglmeno dipene endumuno, ana God nono kondokre yene mambunomo du-wakai mina nono tandaglmeno ya mambunono kinde prapra koko ende noran ana nono nomano pesi yenambuka. 
1JN.1.10	Ba nono tandaglme ta erekune dumuno ana nono kanno i mina, God kakimbi yomba we dumga. Yeglpre ye kamo kaima i nono nomano suna paikrukwa.
1JN.2.1	Na nangrima wagle, ene tandaglme ere dinaglkwa pre ka i pepa bogl teinga. Ba yomba ta tandaglme eran, ana nono pre akeple dinambuka yaglmo ta moglkwa, i Yesus Krais yagl du-yene kaima, ye Nem bogl mogltre ka dite moglkwa. 
1JN.2.2	Ye yene kongun ere ana nono tandaglmeno koko ende norkwa, i nono keme pre manga. Ba makan yomba prapra tandaglmeno pre orkwa.
1JN.2.3	Ana nono God lomo dumere oun, nono kaima yegl piramga; nono ye pirkan pogl sumga. 
1JN.2.4	Yomba ta yegl dinan, “Na God pirkan erika,” ba God lomo dumere ye erekran, ye kakimbi yomba moglkwa, te ka kaima ye nomanmo mina suna paikrukwa. 
1JN.2.5	Ba yomba ta God kamo pinande eran, ana God yomba kanwakai yongwa mambuno i ye mina kaima pai kausi tenambuka. Ana mambuno yegl mina nono pirkan eramga nono God yombamo mounga. 
1JN.2.6	Ba yomba ta God mina sidakagl mole dinan, ana ye Yesus mambuno pamere yegl ere wanambuka.
1JN.2.7	Angrima wagle, na lo kor ta bogl ene tekrika. Tamanga. Ba i lo kuand pango ene okuna imbo pir i-wanmogl wingwa ikra erme bogl teinga. Lo kande i kamo ene pir kendingwa.
1JN.2.8	Ba na ka erme bogl teinga i ama lo kor. Lomo i Yesus mina ya ene mina kanigwa kaima lo kor orkwa. Sraglpre, mim ikra dundungo ana ambuglange kaima plaudi ambuglange sikondungwa.
1JN.2.9	Yomba ta na ambuglange sumara mole dinambuka, ba ye angigle kankinde yei moran ana ye mim ormara sunakra wanmoglkwa. 
1JN.2.10	Yomba ta ye angigle kanwakai yongwa i ana ambuglange sumara wanmoglkwa. Ambuglange igle mina taragl kinde ta bagl nusinan ye yange sikrambuka. 
1JN.2.11	Ba yomba ta angigle kankinde yei wangwa i ye mim ormara suna wanmoglkwa. Ye ende aglokra ongwa i ye konbo kanpogl sikrukwa. Sraglpre, mim bongond ye ongumuglo si kin yei kondungwa.
1JN.2.12	Nangrima kembra wagle,
1JN.2.12	na pepa i bogl ene teinga.
1JN.2.12	Sraglpre, Yesus kangiye mina
1JN.2.12	ene tandaglmeno God koko ende tongwa.
1JN.2.13	Nenma wagle, na pepa i
1JN.2.13	bogl ene teinga. Sraglpre,
1JN.2.13	yagl i okuna imbo mogl ungwa
1JN.2.13	erme moglkwa i mambunomo
1JN.2.13	ene pirkan erikwa.
1JN.2.13	Yagl gakmugl wagle, na pepa
1JN.2.13	i bogl ene teinga. Sraglpre,
1JN.2.13	Satan mambunomo kinde ene
1JN.2.13	engre atne ende kendingwa.
1JN.2.13	Nangrima kembra wagle, ene
1JN.2.13	God Neno pirkan kendingwa.
1JN.2.13	Ipre na pepa i bogl ene teinga.
1JN.2.14	Nenma wagle, na pepa
1JN.2.14	bogl ene teinga. Sraglpre, ye
1JN.2.14	okuna imbo mambuno bogl
1JN.2.14	moglkwa i ene pirkan erikwa.
1JN.2.14	Te ene kumugl wagle, na
1JN.2.14	pepa bogl ene teinga.
1JN.2.14	Sraglpre, ene yombuglo
1JN.2.14	eremeglko ana God kamo
1JN.2.14	ene mina suna yei-pango,
1JN.2.14	ana ene Satan si-atne endingwa.
1JN.2.15	Ene makan mina mambuno kanekane pangwa ya taragl kanekane pangwa ipre munduno paikrambiwo. Yomba ta makan mina mambuno kinde pangwa ipre munduwo kande panan ana ye Neno Kande pre munduno pangwa i ye mina paikrukwa. 
1JN.2.16	Makandle yomba mambunono yegl pangwa: Nomano kinde ponglau boglko, taragl bumbuno gogl te ekriye kinde beglkwa. Mambuno i Neno Kande mina ta ukrukwa, ba makan mina ungwa. 
1JN.2.17	Makan mina mambuno kanekane ya bumbunomo pangwa i dundinambuka, ba yomba ta God prumere erambuka ye kor aimande morambuka.
1JN.2.18	Na wanma amburama wagle, enge dundinambuka mangigl orkwa. Krais yaglkumbamo unambe digo ene pirkwa ikra erme merkinde winga. I nono pirkan ounga, enge dundinambuka mangigl orkwa. 
1JN.2.19	Yombamo i nono yombano kaima ta moglkrikwa, ipre ye nono mina kondo ende menda eingwa. Ye nono yombano kaima meglma daglma ana ye nono akiye moungo. Ba ye nono kondo ende eingwa mambuno i ombuno dungwa ye prapra nono yombano kaima ta moglkrikwa.
1JN.2.20	Ba Yesus Krais eremogl Holi Spirit ene pinde yungo ana ene prapra ka kaima pirpogl singwa. 
1JN.2.21	Na pepa muno bogl teinga i ene ka kaima i ta pirkrimedi ta pepa bogl tekrika, tamanga. Ba ene ka kaima pirkan erikwa, ana ka kaima mina kakimbi ta paikrukwa. 
1JN.2.22	Ipre kakimbi dingwa yomba ira moglme? Yomba ta Yesus ditorwa ere Krais
1JN.2.23	Yomba ta Wam ditorwa erambuka i ye Nem ama akiye ditorwa orkwa. Te yomba ta Wam dinongugl endinambuka i ye Nem ama dinongugl endungwa.
1JN.2.24	Ene pirdime diyo, komnaiye kana kamo digo pirkwa i ene nomano mina suna yei-panano. Kamo i ene nomano suna yei panan ana Wam ya Nem bogl ene aimande mogl-enaglkwa. 
1JN.2.25	Te nono kor aimande moramga i Krais noragledi pre ka dipandigl noro kondungwa.
1JN.2.26	Ana yomba tau ene auro yend konbo gua enamunedi erikwa ipre na ka i muno bogl ene teinga. 
1JN.2.27	Ba ene pre Krais Holi Spiritmo ene pinde yungo ana ene mina mogl pangwa, ipre yomba ta ene ka dite bekete erekrambuka. Ba ye Holi Spiritmo i mina taragl prapra ene beke tongwa. Ana Holi Spirit ka beke tongwa i taragl kaima, i kakimbi tamanga. Yeglpre Holi Spirit ka beke tomere yegl ertre ana ene Krais mina sidakagl moraglkwa.
1JN.2.28	Kaima, na nangrima wagle, ene Krais mina aimande moraglmiwo. Yegl ere meglmbi ana ye wu pendigl enambuka enge igle nono andigl giglendi mogl ye mambuglo mina angai ta goglkramga.
1JN.2.29	Ene pirmbi Krais du-wakai moglkwa panan, ana ene pirkan eraglkwa, yomba ta mambuno du-yene eraglkwa ikra ye God nangiglma kaima meglkwa.
1JN.3.1	Kaniyo! Neno Kande nono pre munduwo pond kaima pangwa. Yegl orko ye nono pre God nangiglma we dungwa, i kaima nono God nangiglma mounga iwe. Ana makan yomba eremogl God pirkan erekrikwa mambuno ipre, nono ama pirkan erekrikwa. 
1JN.3.2	Yeinomga wagle, nono erme God nangiglma mounga. Okuwo nono srambre ere moramga nono pirkan erekunga, ba ye unongugl enan nono kandre ana ye moglmere kuno yegl nono moramga. 
1JN.3.3	Ana yomba ipre munduno pango sugl meglkwa, ye yene nomano tokaisindre ana Yesus du-wakai moglmere yegl ye ama du-wakai meglkwa.
1JN.3.4	Yomba tandaglme erikwa i God lomo sendingwa. Kaima, tandaglme erikwa mambuno i lo ka pirpogl sikre sendingwa. 
1JN.3.5	Ba ene pirkondingwa, Krais nono tandaglmeno koko endina pre wu pene ongwa. Ye yene mina tandaglme ta paikrukwa. 
1JN.3.6	Yomba ta Yesus mina sidakagl meglkwa, ye tandaglme aimande ta erekrikwa. Ba yomba ta tandaglme ningadi erikwa i ye Yesus ta kankre te pirkre erikwa.
1JN.3.7	Na nangrima wagle, ene kanpogl siyo. Aglau eran yomba ta ene kakimbi ditendre bakaglte dinaglmiwo. Yomba mambuno du-yene pamere orkwa, i ye Krais du-yene moglmere kuno yegl meglkwa. 
1JN.3.8	Yomba ta tandaglme ningadi erambuka ye Satan yombamo moglkwa. Sraglpre, Satan okuna mambuno bogl tandaglme orkwa. Ana God Wam ende nongugl ungwa i Satan mambunomo kinde i sidundina pre ungwa. 
1JN.3.9	Yomba ta God nangigle moglkwa i tandaglme aimande ta ere moglkrambuka. Sraglpre, God embriye mambunomo i ye mina pangwa pre ana tandaglme aimande ta erekrambuka. Tamanga; ye God yombamo kaima moglkwa. 
1JN.3.10	Ana God nangiglma ya te Satan nangiglma meglkwa i kanpogl sinamnedi pun kade ana mambuno yegl mina kanamga: Yomba mambuno du-pamere erekre te angigle ta kanwakai yeikran, ana ye God yombamo kaima ta moglkrukwa.
1JN.3.11	Ene okuna kana ka boglo yegl kiglko pirkwa: Nono yomba ta pre munduno panan kanwakai yeinamga. 
1JN.3.12	Nono Kein mereyegl moglkramga. Ye Satan yombamo mogl ana angigle okuwo Abel sigoglkwa. Ana ye sraglpre Abel sigoglme? Sraglpre, ye taragl prapra orkwa i aglau orko te angigle Abel taragl prapra du-yene pamere orkwa. 
1JN.3.13	Angrima wagle, makan yomba ene kankinde yembi ana ene sipuglo dikriyo. 
1JN.3.14	Nono yegl piramga, angro ta pre munduno pango kanwakai yomga ikra gounga mambuno i kindekondo ukor omga. Yomba ta angigle kan wakai yeikrukwa ye geglkwa mambuno i mina suna mogl pangwa. 
1JN.3.15	Yomba ta angigle pir kinde yei tomara, i ye yomba sigoglkwa mereyegl orkwa. Ana ene i pirkan erikwa, yomba sigeglkwa yomba ana kor aimande meglkwa i ye mina suna yeikrukwa.
1JN.3.16	Yomba sraglmere wakai kanamga mambuno i yegl mina no kanpogl sumga: Yesus Krais nono pre ere kor-moglkwa i kinde kondungwa, te nono ama angro wagle pre munduno panan kor-mounga i kinde kondinamga. 
1JN.3.17	Yomba ta taragl merkinde paitenambuka ana ye angigle ta taragl ta inagledi doko moglkwa i kanambuka, ba ye miriye goglkran ana God wakai kangwa mambuno i ye mina sraglmere suna panambe? 
1JN.3.18	Nangrima wagle, nono drano mina ya ka dumunara yomba wakai kaniye dikramga ba nono nomano tendre ana taragl kaima tenamga.
1JN.3.19	Yegl ounara i nono pirkan eramga, nono ka kaima mina mounga. Mambuno igle mina nono God ongumuglo wagle kundugl goglkre giglendi moramga. 
1JN.3.20	Ba nono nomano ka-tange noran kade ana nono yegl piramga: God nono nomano engre atne ende ana ye kande kaima mogl te taragl prapra pirkan erekondungwa.
1JN.3.21	Yeinomga wagle, nono nomano ka-tange norokran kade ana nono God mambuglo wagle pir-oglmbasi moramga. 
1JN.3.22	Te nono ye lomo pinande ere, mambuno wakai prumere ertre ana taragl prapra pre kamange eretomgo ye norkwa. 
1JN.3.23	Ana ye lomo yegl pangwa: Nono ye Wam Yesus Krais kangiye pirngidi ana yomba ta pre munduno panan kanwakai yeinamga, i ye nono eriyo dinormere eramga. 
1JN.3.24	Yomba ye God lomo prapra pinande erikwa i God mina meglko te God ama ye bogl moglkwa. Ana God nono bogl moglkwa i ye Holi Spirit norkwa i mina dinongugl endungo nono pirkan ounga.
1JN.4.1	Yeinomga wagle, yomba prapra spirit no mina moglme dinaglkwa i ene pirngi dikriyo. Spirit prapra God mina wingwa mo ukrikwa i ene yomba i mina yumbusi kaniyo. Sraglpre, propet kimbi merkinde ende makan koglkoglo eingwa. 
1JN.4.2	Ana mambuno yegl mina ene God Spiritmo kanpogl sinaglkwa: Yomba ta eremogl Yesus Krais pre, ‘yomba nangiye kaima pame’ dinan ana God Spiritmo yomba i mina moglkwa.
1JN.4.3	Ba yomba prapra Yesus pre ‘Yomba nangiye kaima’ paikrume dimbi ana ye spiritno i God mina ta ukrukwa. I Krais kundamo ikine spiritmo ye mina moglkwa. Ana yomba yeglmere unaglme digo ene pirkwa ikra ana erme wingwa makan koglkoglo mogl kondingwa.
1JN.4.4	Nangrima wagle, ene God yombamo meglkwa pre propet kakimbi wagle engre atne endingwa. Sraglpre, Spirit ene mina moglkwa i mogl mitna imbo kaima ende ana makan yomba mina spirit moglkwa i engre atne endungwa. 
1JN.4.5	Ye makan yomba meglkwa, ipre makandle taragl pre kamo ningadi digo ana makan yomba kinano yei ka dingwa i pirkwa. 
1JN.4.6	Ba nono God yombamo moungo ana yomba ta God wedi pirkan erikwa i ye nono kanno pirkwa. Ba yomba ta God wedi pirkrikwa ye nono kanno ama pirkrikwa. Mambuno yegl mina Spirit ka kaima dungwa ya spirit kakimbi dungwa i pirkan dime dinamga.
1JN.4.7	Angrima wagle, nono yomba tau pre munduno panan kanwakai yeinamga. Sraglpre, yomba kanwakai yengwa mambuno i God mina ungwa. Ana ta ye yomba pre munduwo panan, ye God nangigle moglkwa pre ana God mambunomo pirkan orkwa. 
1JN.4.8	Te ta ye yomba pre munduwo paikran ana ye God mambunomo i ta pirkan erekrukwa. Sraglpre, wakai kanigwa mambuno i God yene moglkwa. 
1JN.4.9	Ye Wam suwara kaima di makandle endumara mambuno igle mina, ye nono pre munduwo pango wakai kangwa i ombunodi norkwa. Ipre ye Wam mina nono kor-moramga. 
1JN.4.10	Yomba wakai kanigwa mambuno i yegl: Nono ta komnaiye kana God wakai kankunga, ba God yene komnaiye kana nono wakai kandre ana ye Wam nono tandaglmeno koko endinambuka pre di endungo makandle ungwa. 
1JN.4.11	Angrima wagle, God nono pre munduwo pango wakai kaima kangwa, ipre nono ama ye ormere yegl ere yombano ta pre munduno panan kanwakai yeinamga. 
