MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIzukhrISTastasya pUrvvapuruSavaMzazreNI|
REV.2.18	aparaM thuyAtIrAsthasamite rdUtaM pratIdaM likha| yasya locane vahnizikhAsadRze caraNau ca supittalasaGkAzau sa Izvaraputro bhASate,
REV.2.19	tava kriyAH prema vizvAsaH paricaryyA sahiSNutA ca mama gocarAH, tava prathamakriyAbhyaH zeSakriyAH zreSThAstadapi jAnAmi|
REV.2.20	tathApi tava viruddhaM mayA kiJcid vaktavyaM yato yA ISebalnAmikA yoSit svAM bhaviSyadvAdinIM manyate vezyAgamanAya devaprasAdAzanAya ca mama dAsAn zikSayati bhrAmayati ca sA tvayA na nivAryyate|
REV.2.21	ahaM manaHparivarttanAya tasyai samayaM dattavAn kintu sA svIyavezyAkriyAto manaHparivarttayituM nAbhilaSati|
REV.2.22	pazyAhaM tAM zayyAyAM nikSepsyAmi, ye tayA sArddhaM vyabhicAraM kurvvanti te yadi svakriyAbhyo manAMsi na parAvarttayanti tarhi tAnapi mahAkleze nikSepsyAmi
REV.2.23	tasyAH santAnAMzca mRtyunA haniSyAmi| tenAham antaHkaraNAnAM manasAJcAnusandhAnakArI yuSmAkamekaikasmai ca svakriyANAM phalaM mayA dAtavyamiti sarvvAH samitayo jJAsyanti|
REV.2.24	aparam avaziSTAn thuyAtIrasthalokAn arthato yAvantastAM zikSAM na dhArayanti ye ca kaizcit zayatAnasya gambhIrArthA ucyante tAn ye nAvagatavantastAnahaM vadAmi yuSmAsu kamapyaparaM bhAraM nAropayiSyAmi;
REV.2.25	kintu yad yuSmAkaM vidyate tat mamAgamanaM yAvad dhArayata|
REV.2.26	yo jano jayati zeSaparyyantaM mama kriyAH pAlayati ca tasmA aham anyajAtIyAnAm AdhipatyaM dAsyAmi;
REV.2.27	pitRto mayA yadvat kartRtvaM labdhaM tadvat so 'pi lauhadaNDena tAn cArayiSyati tena mRdbhAjanAnIva te cUrNA bhaviSyanti|
REV.2.28	aparam ahaM tasmai prabhAtIyatArAm api dAsyAmi|
REV.2.29	yasya zrotraM vidyate sa samitIH pratyucyamAnAm AtmanaH kathAM zRNotu|
REV.3.1	aparaM sArddisthasamite rdUtaM pratIdaM likha, yo jana Izvarasya saptAtmanaH sapta tArAzca dhArayati sa eva bhASate, tava kriyA mama gocarAH, tvaM jIvadAkhyo 'si tathApi mRto 'si tadapi jAnAmi|
REV.3.2	prabuddho bhava, avaziSTaM yadyat mRtakalpaM tadapi sabalIkuru yata Izvarasya sAkSAt tava karmmANi na siddhAnIti pramANaM mayA prAptaM|
REV.3.3	ataH kIdRzIM zikSAM labdhavAn zrutavAzcAsi tat smaran tAM pAlaya svamanaH parivarttaya ca| cet prabuddho na bhavestarhyahaM stena iva tava samIpam upasthAsyAmi kiJca kasmin daNDe upasthAsyAmi tanna jJAsyasi|
REV.3.4	tathApi yaiH svavAsAMsi na kalaGkitAni tAdRzAH katipayalokAH sArddinagare 'pi tava vidyante te zubhraparicchadai rmama saGge gamanAgamane kariSyanti yataste yogyAH|
REV.3.5	yo jano jayati sa zubhraparicchadaM paridhApayiSyante, ahaJca jIvanagranthAt tasya nAma nAntardhApayiSyAmi kintu matpituH sAkSAt tasya dUtAnAM sAkSAcca tasya nAma svIkariSyAmi|
REV.3.6	yasya zrotraM vidyate sa samitIH pratyucyamAnAm AtmanaH kathAM zRNotu|
REV.3.7	aparaJca philAdilphiyAsthasamite rdUtaM pratIdaM likha, yaH pavitraH satyamayazcAsti dAyUdaH kuJjikAM dhArayati ca yena mocite 'paraH ko'pi na ruNaddhi ruddhe cAparaH ko'pi na mocayati sa eva bhASate|
REV.3.8	tava kriyA mama gocarAH pazya tava samIpe 'haM muktaM dvAraM sthApitavAn tat kenApi roddhuM na zakyate yatastavAlpaM balamAste tathApi tvaM mama vAkyaM pAlitavAn mama nAmno 'svIkAraM na kRtavAMzca|
REV.3.9	pazya yihUdIyA na santo ye mRSAvAdinaH svAn yihUdIyAn vadanti teSAM zayatAnasamAjIyAnAM kAMzcid aham AneSyAmi pazya te madAjJAta Agatya tava caraNayoH praNaMsyanti tvaJca mama priyo 'sIti jJAsyanti|
REV.3.10	tvaM mama sahiSNutAsUcakaM vAkyaM rakSitavAnasi tatkAraNAt pRthivInivAsinAM parIkSArthaM kRtsnaM jagad yenAgAmiparIkSAdinenAkramiSyate tasmAd ahamapi tvAM rakSiSyAmi|
REV.3.11	pazya mayA zIghram AgantavyaM tava yadasti tat dhAraya ko 'pi tava kirITaM nApaharatu|
REV.3.12	yo jano jayati tamahaM madIyezvarasya mandire stambhaM kRtvA sthApayisyAmi sa puna rna nirgamiSyati| aparaJca tasmin madIyezvarasya nAma madIyezvarasya puryyA api nAma arthato yA navInA yirUzAnam purI svargAt madIyezvarasya samIpAd avarokSyati tasyA nAma mamApi nUtanaM nAma lekhiSyAmi|
REV.3.13	yasya zrotraM vidyate sa samitIH pratyucyamAnAm AtmanaH kathAM zRNotu|
REV.3.14	aparaJca lAyadikeyAsthasamite rdUtaM pratIdaM likha, ya Amen arthato vizvAsyaH satyamayazca sAkSI, Izvarasya sRSTerAdizcAsti sa eva bhASate|
REV.3.15	tava kriyA mama gocarAH tvaM zIto nAsi tapto 'pi nAsIti jAnAmi|
REV.3.16	tava zItatvaM taptatvaM vA varaM bhavet, zIto na bhUtvA tapto 'pi na bhUtvA tvamevambhUtaH kadUSNo 'si tatkAraNAd ahaM svamukhAt tvAm udvamiSyAmi|
REV.3.17	ahaM dhanI samRddhazcAsmi mama kasyApyabhAvo na bhavatIti tvaM vadasi kintu tvameva duHkhArtto durgato daridro 'ndho nagnazcAsi tat tvayA nAvagamyate|
REV.3.18	tvaM yad dhanI bhavestadarthaM matto vahnau tApitaM suvarNaM krINIhi nagnatvAt tava lajjA yanna prakAzeta tadarthaM paridhAnAya mattaH zubhravAsAMsi krINIhi yacca tava dRSTiH prasannA bhavet tadarthaM cakSurlepanAyAJjanaM mattaH krINIhIti mama mantraNA|
REV.3.19	yeSvahaM prIye tAn sarvvAn bhartsayAmi zAsmi ca, atastvam udyamaM vidhAya manaH parivarttaya|
REV.3.20	pazyAhaM dvAri tiSThan tad Ahanmi yadi kazcit mama ravaM zrutvA dvAraM mocayati tarhyahaM tasya sannidhiM pravizya tena sArddhaM bhokSye so 'pi mayA sArddhaM bhokSyate|
REV.3.21	aparamahaM yathA jitavAn mama pitrA ca saha tasya siMhAsana upaviSTazcAsmi, tathA yo jano jayati tamahaM mayA sArddhaM matsiMhAsana upavezayiSyAmi|
REV.3.22	yasya zrotraM vidyate sa samitIH pratyucyamAnam AtmanaH kathAM zRNotu|
REV.4.1	tataH paraM mayA dRSTipAtaM kRtvA svarge muktaM dvAram ekaM dRSTaM mayA sahabhASamANasya ca yasya tUrIvAdyatulyo ravaH pUrvvaM zrutaH sa mAm avocat sthAnametad Arohaya, itaH paraM yena yena bhavitavyaM tadahaM tvAM darzayiSye|
REV.4.2	tenAhaM tatkSaNAd AtmAviSTo bhUtvA 'pazyaM svarge siMhAsanamekaM sthApitaM tatra siMhAsane eko jana upaviSTo 'sti|
REV.4.3	siMhAsane upaviSTasya tasya janasya rUpaM sUryyakAntamaNeH pravAlasya ca tulyaM tat siMhAsanaJca marakatamaNivadrUpaviziSTena meghadhanuSA veSTitaM|
REV.4.4	tasya siMhAsane caturdikSu caturviMzatisiMhAsanAni tiSThanti teSu siMhAsaneSu caturviMzati prAcInalokA upaviSTAste zubhravAsaHparihitAsteSAM zirAMsi ca suvarNakirITai rbhUSitAni|
REV.4.5	tasya siMhAsanasya madhyAt taDito ravAH stanitAni ca nirgacchanti siMhAsanasyAntike ca sapta dIpA jvalanti ta Izvarasya saptAtmAnaH|
REV.4.6	aparaM siMhAsanasyAntike sphaTikatulyaH kAcamayo jalAzayo vidyate, aparam agrataH pazcAcca bahucakSuSmantazcatvAraH prANinaH siMhasanasya madhye caturdikSu ca vidyante|
REV.4.7	teSAM prathamaH prANI siMhAkAro dvitIyaH prANI govAtsAkArastRtIyaH prANI manuSyavadvadanaviziSTazcaturthazca prANI uDDIyamAnakuraropamaH|
REV.4.8	teSAM caturNAm ekaikasya prANinaH SaT pakSAH santi te ca sarvvAGgeSvabhyantare ca bahucakSurviziSTAH, te divAnizaM na vizrAmya gadanti pavitraH pavitraH pavitraH sarvvazaktimAn varttamAno bhUto bhaviSyaMzca prabhuH paramezvaraH|
REV.4.9	itthaM taiH prANibhistasyAnantajIvinaH siMhAsanopaviSTasya janasya prabhAve gaurave dhanyavAde ca prakIrttite
REV.4.10	te caturviMzatiprAcInA api tasya siMhAsanopaviSTasyAntike praNinatya tam anantajIvinaM praNamanti svIyakirITAMzca siMhAsanasyAntike nikSipya vadanti,
REV.4.11	he prabho IzvarAsmAkaM prabhAvaM gauravaM balaM| tvamevArhasi samprAptuM yat sarvvaM sasRje tvayA| tavAbhilASatazcaiva sarvvaM sambhUya nirmmame||
REV.5.1	anantaraM tasya sihAsanopaviSTajanasya dakSiNaste 'nta rbahizca likhitaM patramekaM mayA dRSTaM tat saptamudrAbhiraGkitaM|
REV.5.2	tatpazcAd eko balavAn dUto dRSTaH sa uccaiH svareNa vAcamimAM ghoSayati kaH patrametad vivarItuM tammudrA mocayituJcArhati?
REV.5.3	kintu svargamarttyapAtAleSu tat patraM vivarItuM nirIkSituJca kasyApi sAmarthyaM nAbhavat|
REV.5.4	ato yastat patraM vivarItuM nirIkSituJcArhati tAdRzajanasyAbhAvAd ahaM bahu roditavAn|
REV.5.5	kintu teSAM prAcInAnAm eko jano mAmavadat mA rodIH pazya yo yihUdAvaMzIyaH siMho dAyUdo mUlasvarUpazcAsti sa patrasya tasya saptamudrANAJca mocanAya pramUtavAn|
REV.5.6	aparaM siMhAsanasya caturNAM prANinAM prAcInavargasya ca madhya eko meSazAvako mayA dRSTaH sa chedita iva tasya saptazRGgANi saptalocanAni ca santi tAni kRtsnAM pRthivIM preSitA Izvarasya saptAtmAnaH|
REV.5.7	sa upAgatya tasya siMhAsanopaviSTajanasya dakSiNakarAt tat patraM gRhItavAn|
REV.5.8	patre gRhIte catvAraH prANinazcaturviMMzatiprAcInAzca tasya meSazAvakasyAntike praNipatanti teSAm ekaikasya karayo rvINAM sugandhidravyaiH paripUrNaM svarNamayapAtraJca tiSThati tAni pavitralokAnAM prArthanAsvarUpANi|
REV.5.9	aparaM te nUtanamekaM gItamagAyan, yathA, grahItuM patrikAM tasya mudrA mocayituM tathA| tvamevArhasi yasmAt tvaM balivat chedanaM gataH| sarvvAbhyo jAtibhASAbhyaH sarvvasmAd vaMzadezataH| Izvarasya kRte 'smAn tvaM svIyaraktena krItavAn|
REV.5.10	asmadIzvarapakSe 'smAn nRpatIn yAjakAnapi| kRtavAMstena rAjatvaM kariSyAmo mahItale||
REV.5.11	aparaM nirIkSamANena mayA siMhAsanasya prANicatuSTayasya prAcInavargasya ca parito bahUnAM dUtAnAM ravaH zrutaH, teSAM saMkhyA ayutAyutAni sahasrasahastrANi ca|
REV.5.12	tairuccairidam uktaM, parAkramaM dhanaM jJAnaM zaktiM gauravamAdaraM| prazaMsAJcArhati prAptuM chedito meSazAvakaH||
REV.5.13	aparaM svargamarttyapAtAlasAgareSu yAni vidyante teSAM sarvveSAM sRSTavastUnAM vAgiyaM mayA zrutA, prazaMsAM gauravaM zauryyam AdhipatyaM sanAtanaM| siMhasanopaviSTazca meSavatsazca gacchatAM|
REV.5.14	aparaM te catvAraH prANinaH kathitavantastathAstu, tatazcaturviMzatiprAcInA api praNipatya tam anantakAlajIvinaM prANaman|
REV.6.1	anantaraM mayi nirIkSamANe meSazAvakena tAsAM saptamudrANAm ekA mudrA muktA tatasteSAM caturNAm ekasya prANina Agatya pazyetivAcako meghagarjanatulyo ravo mayA zrutaH|
REV.6.2	tataH param ekaH zuklAzco dRSTaH, tadArUDho jano dhanu rdhArayati tasmai ca kirITamekam adAyi tataH sa prabhavan prabhaviSyaMzca nirgatavAn|
REV.6.3	aparaM dvitIyamudrAyAM tena mocitAyAM dvitIyasya prANina Agatya pazyeti vAk mayA zrutA|
REV.6.4	tato 'ruNavarNo 'para eko 'zvo nirgatavAn tadArohiNi pRthivItaH zAntyapaharaNasya lokAnAM madhye parasparaM pratighAtotpAdanasya ca sAmarthyaM samarpitam, eko bRhatkhaGgo 'pi tasmA adAyi|
REV.6.5	aparaM tRtIyamudrAyAM tana mocitAyAM tRtIyasya prANina Agatya pazyeti vAk mayA zrutA, tataH kAlavarNa eko 'zvo mayA dRSTaH, tadArohiNo haste tulA tiSThati
REV.6.6	anantaraM prANicatuSTayasya madhyAd vAgiyaM zrutA godhUmAnAmekaH seTako mudrApAdaikamUlyaH, yavAnAJca seTakatrayaM mudrApAdaikamUlyaM tailadrAkSArasAzca tvayA mA hiMsitavyAH|
REV.6.7	anantaraM caturthamudrAyAM tena mocitAyAM caturthasya prANina Agatya pazyeti vAk mayA zrutA|
REV.6.8	tataH pANDuravarNa eko 'zvo mayA dRSTaH, tadArohiNo nAma mRtyuriti paralokazca tam anucarati khaGgena durbhikSeNa mahAmAryyA vanyapazubhizca lokAnAM badhAya pRthivyAzcaturthAMzasyAdhipatyaM tasmA adAyi|
REV.6.9	anantaraM paJcamamudrAyAM tena mocitAyAm IzvaravAkyahetostatra sAkSyadAnAcca cheditAnAM lokAnAM dehino vedyA adho mayAdRzyanta|
REV.6.10	ta uccairidaM gadanti, he pavitra satyamaya prabho asmAkaM raktapAte pRthivInivAsibhi rvivadituM tasya phala dAtuJca kati kAlaM vilambase?
REV.6.11	tatasteSAm ekaikasmai zubhraH paricchado 'dAyi vAgiyaJcAkathyata yUyamalpakAlam arthato yuSmAkaM ye sahAdAsA bhrAtaro yUyamiva ghAniSyante teSAM saMkhyA yAvat sampUrNatAM na gacchati tAvad viramata|
REV.6.12	anantaraM yadA sa SaSThamudrAmamocayat tadA mayi nirIkSamANe mahAn bhUkampo 'bhavat sUryyazca uSTralomajavastravat kRSNavarNazcandramAzca raktasaGkAzo 'bhavat
REV.6.13	gaganasthatArAzca prabalavAyunA cAlitAd uDumbaravRkSAt nipAtitAnyapakkaphalAnIva bhUtale nyapatan|
REV.6.14	AkAzamaNDalaJca saGkucyamAnagrantha_ivAntardhAnam agamat giraya upadvIpAzca sarvve sthAnAntaraM cAlitAH
REV.6.15	pRthivIsthA bhUpAlA mahAllokAH sahastrapatayo dhaninaH parAkramiNazca lokA dAsA muktAzca sarvve 'pi guhAsu giristhazaileSu ca svAn prAcchAdayan|
REV.6.16	te ca girIn zailAMzca vadanti yUyam asmadupari patitvA siMhAsanopaviSTajanasya dRSTito meSazAvakasya kopAccAsmAn gopAyata;
REV.6.17	yatastasya krodhasya mahAdinam upasthitaM kaH sthAtuM zaknoti?
REV.7.1	anantaraM catvAro divyadUtA mayA dRSTAH, te pRthivyAzcaturSu koNeSu tiSThanataH pRthivyAM samudre vRkSeSu ca vAyu ryathA na vahet tathA pRthivyAzcaturo vAyUn dhArayanti|
REV.7.2	anantaraM sUryyodayasthAnAd udyan apara eko dUto mayA dRSTaH so'marezvarasya mudrAM dhArayati, yeSu cartuSu dUteSu pRthivIsamudrayo rhiMsanasya bhAro dattastAn sa uccairidaM avadat|
REV.7.3	Izvarasya dAsA yAvad asmAbhi rbhAleSu mudrayAGkitA na bhaviSyanti tAvat pRthivI samudro taravazca yuSmAbhi rna hiMsyantAM|
REV.7.4	tataH paraM mudrAGkitalokAnAM saMkhyA mayAzrAvi| isrAyelaH sarvvavaMzAीyAzcatuzcatvAriMzatsahasrAdhikalakSalokA mudrayAGkitA abhavan,
REV.7.5	arthato yihUdAvaMze dvAdazasahasrANi rUbeNavaMze dvAdazasahasrANi gAdavaMze dvAdazasahasrANi,
REV.7.6	AzeravaMze dvAdazasahasrANi naptAlivaMze dvAdazasahasrANi minazivaMze dvAdazasahasrANi,
REV.7.7	zimiyonavaMze dvAdazasahasrANi levivaMze dvAdazasahasrANi iSAkharavaMze dvAdazasahasrANi,
REV.7.8	sibUlUnavaMze dvAdazasahasrANi yUSaphavaMze dvAdazasahasrANi binyAmInavaMze ca dvAdazasahasrANi lokA mudrAGkitAH|
REV.7.9	tataH paraM sarvvajAtIyAnAM sarvvavaMzIyAnAM sarvvadezIyAnAM sarvvabhASAvAdinAJca mahAlokAraNyaM mayA dRSTaM, tAn gaNayituM kenApi na zakyaM, te ca zubhraparicchadaparihitAH santaH karaizca tAlavRntAni vahantaH siMhAsanasya meSazAvakasya cAntike tiSThanti,
REV.7.10	uccaiHsvarairidaM kathayanti ca, siMhAsanopaviSTasya paramezasya naH stavaH|stavazca meSavatsasya sambhUyAt trANakAraNAt|
REV.7.11	tataH sarvve dUtAH siMhAsanasya prAcInavargasya prANicatuSTayasya ca paritastiSThantaH siMhAsanasyAntike nyUbjIbhUyezvaraM praNamya vadanti,
REV.7.12	tathAstu dhanyavAdazca tejo jJAnaM prazaMsanaM| zauryyaM parAkramazcApi zaktizca sarvvameva tat| varttatAmIzvare'smAkaM nityaM nityaM tathAstviti|
REV.7.13	tataH paraM teSAM prAcInAnAm eko jano mAM sambhASya jagAda zubhraparicchadaparihitA ime ke? kuto vAgatAH?
REV.7.14	tato mayoktaM he maheccha bhavAneva tat jAnAti| tena kathitaM, ime mahAklezamadhyAd Agatya meेSazAvakasya rudhireNa svIyaparicchadAn prakSAlitavantaH zuklIkRtavantazca|
REV.7.15	tatkAraNAt ta Izvarasya siMhAsanasyAntike tiSThanto divArAtraM tasya mandire taM sevante siMhAsanopaviSTo janazca tAn adhisthAsyati|
REV.7.16	teSAM kSudhA pipAsA vA puna rna bhaviSyati raudraM kopyuttApo vA teSu na nipatiSyati,
REV.7.17	yataH siMhAsanAdhiSThAnakArI meSazAvakastAn cArayiSyati, amRtatoyAnAM prasravaNAnAM sannidhiM tAn gamayiSyati ca, Izvaro'pi teSAM nayanabhyaH sarvvamazru pramArkSyati|
REV.8.1	anantaraM saptamamudrAyAM tena mocitAyAM sArddhadaNDakAlaM svargo niHzabdo'bhavat|
REV.8.2	aparam aham IzvarasyAntike tiSThataH saptadUtAn apazyaM tebhyaH saptatUryyo'dIyanta|
REV.8.3	tataH param anya eko dUta AgataH sa svarNadhUpAdhAraM gRhItvA vedimupAtiSThat sa ca yat siMhAsanasyAntike sthitAyAH suvarNavedyA upari sarvveSAM pavitralokAnAM prArthanAsu dhUpAn yojayet tadarthaM pracuradhUpAstasmai dattAH|
REV.8.4	tatastasya dUtasya karAt pavitralokAnAM prArthanAbhiH saMyuktadhUpAnAM dhUma Izvarasya samakSaM udatiSThat|
REV.8.5	pazcAt sa dUto dhUpAdhAraM gRhItvA vedyA vahninA pUrayitvA pRthivyAM nikSiptavAn tena ravA meghagarjjanAni vidyuto bhUmikampazcAbhavan|
REV.8.6	tataH paraM saptatUrI rdhArayantaH saptadUtAstUrI rvAdayitum udyatA abhavan|
REV.8.7	prathamena tUryyAM vAditAyAM raktamizritau zilAvahnI sambhUya pRthivyAM nikSiptau tena pRthivyAstRtIyAMzo dagdhaH, tarUNAmapi tRtIyAMzo dagdhaH, haridvarNatRNAni ca sarvvANi dagdhAni|
REV.8.8	anantaraM dvitIyadUtena tUryyAM vAditAyAM vahninA prajvalito mahAparvvataH sAgare nikSiptastena sAgarasya tRtIyAMzo raktIbhUtaH
REV.8.9	sAgare sthitAnAM saprANAnAM sRSTavastUnAM tRtIyAMzo mRtaH, arNavayAnAnAm api tRtIyAMzo naSTaH|
REV.8.10	aparaM tRtIyadUtena tUryyAM vAditAyAM dIpa iva jvalantI ekA mahatI tArA gagaNAt nipatya nadInAM jalaprasravaNAnAJcoparyyAvatIrNA|
REV.8.11	tasyAstArAyA nAma nAgadamanakamiti, tena toyAnAM tRtIyAMze nAgadamanakIbhUte toyAnAM tiktatvAt bahavo mAnavA mRtAH|
REV.8.12	aparaM caturthadUtena tUryyAM vAditAyAM sUryyasya tRtIyAMzazcandrasya tRtIyAMzo nakSatrANAJca tRtIyAMzaH prahRtaH, tena teSAM tRtIyAMze 'ndhakArIbhUte divasastRtIyAMzakAlaM yAvat tejohIno bhavati nizApi tAmevAvasthAM gacchati|
REV.8.13	tadA nirIkSamANena mayAkAzamadhyenAbhipatata ekasya dUtasya ravaH zrutaH sa uccai rgadati, aparai ryaistribhi rdUtaistUryyo vAditavyAsteSAm avaziSTatUrIdhvanitaH pRthivInivAsinAM santApaH santApaH santApazca sambhaviSyati|
REV.9.1	tataH paraM saptamadUtena tUryyAM vAditAyAM gaganAt pRthivyAM nipatita ekastArako mayA dRSTaH, tasmai rasAtalakUpasya kuJjikAdAyi|
REV.9.2	tena rasAtalakUpe mukte mahAgnikuNDasya dhUma iva dhUmastasmAt kUpAd udgataH| tasmAt kUpadhUmAt sUryyAkAzau timirAvRtau|
REV.9.3	tasmAd dhUmAt pataGgeSu pRthivyAM nirgateSu naralokasthavRzcikavat balaM tebhyo'dAyi|
REV.9.4	aparaM pRthivyAstRNAni haridvarNazAkAdayo vRkSAzca tai rna siMhitavyAH kintu yeSAM bhAleSvIzvarasya mudrAyA aGko nAsti kevalaM te mAnavAstai rhiMsitavyA idaM ta AdiSTAH|
REV.9.5	parantu teSAM badhAya nahi kevalaM paJca mAsAn yAvat yAtanAdAnAya tebhyaH sAmarthyamadAyi| vRzcikena daSTasya mAnavasya yAdRzI yAtanA jAyate tairapi tAdRzI yAtanA pradIyate|
REV.9.6	tasmin samaye mAnavA mRtyuM mRgayiSyante kintu prAptuM na zakSyanti, te prANAn tyaktum abhilaSiSyanti kintu mRtyustebhyo dUraM palAyiSyate|
REV.9.7	teSAM pataGgAnAm AkAro yuddhArthaM susajjitAnAm azvAnAm AkArasya tulyaH, teSAM ziraHsu suvarNakirITAnIva kirITAni vidyante, mukhamaNDalAni ca mAnuSikamukhatulyAni,
REV.9.8	kezAzca yoSitAM kezAnAM sadRzAH, dantAzca siMhadantatulyAH,
REV.9.9	lauhakavacavat teSAM kavacAni santi, teSAM pakSANAM zabdo raNAya dhAvatAmazvarathAnAM samUhasya zabdatulyaH|
REV.9.10	vRzcikAnAmiva teSAM lAGgUlAni santi, teSu lAGgUleSu kaNTakAni vidyante, aparaM paJca mAsAn yAvat mAnavAnAM hiMsanAya te sAmarthyaprAptAH|
REV.9.11	teSAM rAjA ca rasAtalasya dUtastasya nAma ibrIyabhASayA abaddon yUnAnIyabhASayA ca apalluyon arthato vinAzaka iti|
REV.9.12	prathamaH santApo gatavAn pazya itaH paramapi dvAbhyAM santApAbhyAm upasthAtavyaM|
REV.9.13	tataH paraM SaSThadUtena tUryyAM vAditAyAm IzvarasyAntike sthitAyAH suvarNavedyAzcatuzcUDAtaH kasyacid ravo mayAzrAvi|
REV.9.14	sa tUrIdhAriNaM SaSThadUtam avadat, pharAtAkhye mahAnade ye catvAro dUtA baddhAH santi tAn mocaya|
REV.9.15	tatastaddaNDasya taddinasya tanmAsasya tadvatsarasya ca kRte nirUpitAste catvAro dUtA mAnavAnAM tRtIyAMzasya badhArthaM mocitAH|
REV.9.16	aparam azvArohisainyAnAM saMkhyA mayAzrAvi, te viMzatikoTaya Asan|
REV.9.17	mayA ye 'zvA azvArohiNazca dRSTAsta etAdRzAH, teSAM vahnisvarUpANi nIlaprastarasvarUpANi gandhakasvarUpANi ca varmmANyAsan, vAjinAJca siMhamUrddhasadRzA mUrddhAnaH, teSAM mukhebhyo vahnidhUmagandhakA nirgacchanti|
REV.9.18	etaistribhi rdaNDairarthatasteSAM mukhebhyo nirgacchadbhi rvahnidhUmagandhakai rmAnuSANAM tutIyAMzo 'ghAni|
REV.9.19	teSAM vAjinAM balaM mukheSu lAGgUleSu ca sthitaM, yatasteSAM lAGgUlAni sarpAkArANi mastakaviziSTAni ca taireva te hiMsanti|
REV.9.20	aparam avaziSTA ye mAnavA tai rdaNDai rna hatAste yathA dRSTizravaNagamanazaktihInAn svarNaraupyapittalaprastarakASThamayAn vigrahAn bhUtAMzca na pUjayiSyanti tathA svahastAnAM kriyAbhyaH svamanAMsi na parAvarttitavantaH
REV.9.21	svabadhakuhakavyabhicAracauryyobhyo 'pi manAMsi na parAvarttitavantaH|
REV.10.1	anantaraM svargAd avarohan apara eko mahAbalo dUto mayA dRSTaH, sa parihitameghastasya zirazca meghadhanuSA bhUSitaM mukhamaNDalaJca sUryyatulyaM caraNau ca vahnistambhasamau|
REV.10.2	sa svakareNa vistIrNamekaM kSUdragranthaM dhArayati, dakSiNacaraNena samudre vAmacaraNena ca sthale tiSThati|
REV.10.3	sa siMhagarjanavad uccaiHsvareNa nyanadat ninAde kRte sapta stanitAni svakIyAn svanAn prAkAzayan|
REV.10.4	taiH sapta stanitai rvAkye kathite 'haM tat lekhitum udyata AsaM kintu svargAd vAgiyaM mayA zrutA sapta stanitai ryad yad uktaM tat mudrayAGkaya mA likha|
REV.10.5	aparaM samudramedinyostiSThan yo dUto mayA dRSTaH sa gaganaM prati svadakSiNakaramutthApya
REV.10.6	aparaM svargAd yasya ravo mayAzrAvi sa puna rmAM sambhAvyAvadat tvaM gatvA samudramedinyostiSThato dUtasya karAt taM vistIrNa kSudragranthaM gRhANa, tena mayA dUtasamIpaM gatvA kathitaM grantho 'sau dIyatAM|
REV.10.7	kintu tUrIM vAdiSyataH saptamadUtasya tUrIvAdanasamaya Izvarasya guptA mantraNA tasya dAsAn bhaviSyadvAdinaH prati tena susaMvAde yathA prakAzitA tathaiva siddhA bhaviSyati|
REV.10.8	aparaM svargAd yasya ravo mayAzrAvi sa puna rmAM sambhASyAvadat tvaM gatvA samudramedinyostiSThato dUtasya karAt taM vistIrNaM kSudragranthaM gRhANa,
REV.10.9	tena mayA dUtasamIpaM gatvA kathitaM grantho 'sau dIyatAM| sa mAm avadat taM gRhItvA gila, tavodare sa tiktaraso bhaviSyati kintu mukhe madhuvat svAdu rbhaviSyati|
REV.10.10	tena mayA dUtasya karAd grantho gRhIto gilitazca| sa tu mama mukhe madhuvat svAdurAsIt kintvadanAt paraM mamodarastiktatAM gataH|
REV.10.11	tataH sa mAm avadat bahUn jAtivaMzabhASAvadirAjAn adhi tvayA puna rbhaviSyadvAkyaM vaktavyaM|
REV.11.1	anantaraM parimANadaNDavad eko nalo mahyamadAyi, sa ca dUta upatiSThan mAm avadat, utthAyezvarasya mandiraM vedIM tatratyasevakAMzca mimISva|
REV.11.2	kintu mandirasya bahiHprAGgaNaM tyaja na mimISva yatastad anyajAtIyebhyo dattaM, pavitraM nagaraJca dvicatvAriMzanmAsAn yAvat teSAM caraNai rmarddiSyate|
REV.11.3	pazcAt mama dvAbhyAM sAkSibhyAM mayA sAmarthyaM dAyiSyate tAvuSTralomajavastraparihitau SaSThyadhikadvizatAdhikasahasradinAni yAvad bhaviSyadvAkyAni vadiSyataH|
REV.11.4	tAveva jagadIzvarasyAntike tiSThantau jitavRkSau dIpavRkSau ca|
REV.11.5	yadi kecit tau hiMsituM ceSTante tarhi tayo rvadanAbhyAm agni rnirgatya tayoH zatrUn bhasmIkariSyati| yaH kazcit tau hiMsituM ceSTate tenaivameva vinaSTavyaM|
REV.11.6	tayo rbhaviSyadvAkyakathanadineSu yathA vRSTi rna jAyate tathA gaganaM roddhuM tayoH sAmarthyam asti, aparaM toyAni zoNitarUpANi karttuM nijAbhilASAt muhurmuhuH sarvvavidhadaNDaiH pRthivIm AhantuJca tayoH sAmarthyamasti|
REV.11.7	aparaM tayoH sAkSye samApte sati rasAtalAd yenotthitavyaM sa pazustAbhyAM saha yuddhvA tau jeSyati haniSyati ca|
REV.11.8	tatastayoH prabhurapi yasyAM mahApuryyAM kruze hato 'rthato yasyAH pAramArthikanAmanI sidomaM misarazceti tasyA mahApuryyAMH sanniveze tayoH kuNape sthAsyataH|
