GEN.1.1	In den beginne schiep God de hemel en de aarde. 
JHN.4.38	Ik heb u uitgezonden om datgene te maaien, wat u geen arbeid heeft gekost; anderen hebben gearbeid en gij hebt de vrucht van hun arbeid geplukt.
JHN.4.39	En uit die stad geloofden vele der Samaritanen in Hem om het woord der vrouw, die getuigde: Hij heeft mij gezegd alles wat ik gedaan heb. 
JHN.4.40	Toen dan de Samaritanen tot Hem kwamen, verzochten zij Hem bij hen te blijven; en Hij bleef daar twee dagen. 
JHN.4.41	En nog veel meer werden er gelovig om zijn woord, 
JHN.4.42	en zij zeiden tot de vrouw: Wij geloven niet meer om wat gij zegt, want wij zelf hebben Hem gehoord en weten, dat deze waarlijk de Heiland der wereld is.
JHN.4.43	En na die twee dagen vertrok Hij vandaar naar Galilea, 
JHN.4.44	want Jezus zelf had getuigd, dat een profeet in zijn vaderland niet in ere is. 
JHN.4.45	Toen Hij dan in Galilea kwam, ontvingen de Galileeërs Hem, omdat zij gezien hadden, al wat Hij te Jeruzalem op het feest gedaan had, want zij waren ook zelf naar het feest geweest.
JHN.4.46	Hij kwam dan weder te Kana in Galilea, waar Hij het water tot wijn gemaakt had. En er was te Kafarnaüm een hoveling, wiens zoon ziek was. 
JHN.4.47	Toen deze hoorde, dat Jezus uit Judea naar Galilea gekomen was, ging hij tot Hem en verzocht Hem te komen en zijn zoon te genezen; want deze lag op sterven. 
JHN.4.48	Jezus zeide dan tot hem: Indien gijlieden geen tekenen en wonderen ziet, zult gij niet geloven. 
JHN.4.49	De hoveling zeide tot Hem: Heer, kom af, eer mijn kind sterft. 
JHN.4.50	Jezus zeide tot hem: Ga heen, uw zoon leeft! De man geloofde het woord, dat Jezus tot hem sprak, en ging heen. 
JHN.4.51	En reeds terwijl hij afdaalde, kwamen zijn slaven hem tegemoet en zeiden, dat zijn kind leefde. 
JHN.4.52	Hij vroeg hun naar het uur, waarop de beterschap was ingetreden; zij zeiden tot hem: Gisteren op het zevende uur werd hij vrij van koorts. 
JHN.4.53	De vader dan bemerkte, dat het dat uur was, waarop Jezus tot hem gezegd had: Uw zoon leeft, en hij werd zelf gelovig en zijn gehele huis.
JHN.4.54	En dit deed Jezus weder als tweede teken, toen Hij uit Judea naar Galilea gekomen was.
JHN.5.1	Daarna was er een feest der Joden en Jezus ging op naar Jeruzalem. 
JHN.5.2	Nu is er te Jeruzalem bij de Schaapspoort een bad, dat in het Hebreeuws de bijnaam Betesda draagt, met vijf zuilengangen. 
JHN.5.3	Daarin lag een menigte zieken, blinden, verlamden en verschrompelden, [die wachtten op de beweging van het water. 
JHN.5.4	Want van tijd tot tijd daalde een engel des Heren neder in het bad; dan bewoog het water; wie er dan het eerst in kwam na de beweging van het water, werd gezond, wat voor ziekte hij ook had.] 
JHN.5.5	En daar was een man, die reeds achtendertig jaar lang ziek geweest was. 
JHN.5.6	Hem zag Jezus liggen en daar Hij wist, dat hij daar reeds lange tijd was, zeide Hij tot hem: Wilt gij gezond worden? 
JHN.5.7	De zieke antwoordde Hem: Here, ik heb geen mens om mij, zodra er beweging komt in het water, in het bad te werpen; en terwijl ik onderweg ben, daalt een ander vóór mij af. 
JHN.5.8	Jezus zeide tot hem: Sta op, neem uw matras op en wandel. 
JHN.5.9	En terstond werd de man gezond en nam zijn matras op en ging zijns weegs.
JHN.5.9	Nu was het sabbat op die dag. 
JHN.5.10	De Joden dan zeiden tot de genezene: Het is sabbat en dan moogt gij uw matras niet dragen. 
JHN.5.11	Doch hij antwoordde hun: Die mij gezond gemaakt heeft, die heeft tot mij gezegd: Neem uw matras op en ga uws weegs. 
JHN.5.12	Zij vroegen hem: Wie is de mens, die tot u gezegd heeft: Neem op en ga uws weegs? 
JHN.5.13	En de genezene wist niet, wie het was; want Jezus was ontweken, omdat er een (grote) schare op die plaats was. 
JHN.5.14	Daarna vond Jezus hem in de tempel en zeide tot hem: Zie, gij zijt gezond geworden; zondig niet meer, opdat u niet iets ergers overkome. 
JHN.5.15	De man ging heen en zeide tot de Joden, dat het Jezus was, die hem gezond gemaakt had. 
JHN.5.16	En daarom wilden de Joden Jezus vervolgen, omdat Hij deze dingen op sabbat deed. 
JHN.5.17	Maar Hij antwoordde hun: Mijn Vader werkt tot nu toe en Ik werk ook. 
JHN.5.18	Hierom dan trachtten de Joden des te meer Hem te doden, omdat Hij niet alleen de sabbat schond, maar ook God zijn eigen Vader noemde en Zich dus met God gelijkstelde.
JHN.5.19	Jezus dan antwoordde en zeide tot hen: Voorwaar, voorwaar, Ik zeg u, de Zoon kan niets doen van Zichzelf, of Hij moet het de Vader zien doen; want wat deze doet, dat doet ook de Zoon evenzo. 
JHN.5.20	Want de Vader heeft de Zoon lief en toont Hem al wat Hij zelf doet, en Hij zal Hem grotere werken tonen dan deze, opdat gij u verwondert. 
JHN.5.21	Want gelijk de Vader de doden opwekt en doet leven, zo doet ook de Zoon leven, wie Hij wil. 
JHN.5.22	Want ook de Vader oordeelt niemand, maar heeft het gehele oordeel aan de Zoon gegeven, 
JHN.5.23	opdat allen de Zoon eren gelijk zij de Vader eren. Wie de Zoon niet eert, eert ook de Vader niet, die Hem gezonden heeft.
JHN.5.24	Voorwaar, voorwaar, Ik zeg u, wie mijn woord hoort en Hem gelooft, die Mij gezonden heeft, heeft eeuwig leven en komt niet in het oordeel, want hij is overgegaan uit de dood in het leven. 
JHN.5.25	Voorwaar, voorwaar, Ik zeg u, de ure komt en is nu, dat de doden naar de stem van de Zoon van God zullen horen, en die haar horen, zullen leven. 
JHN.5.26	Want gelijk de Vader leven heeft in Zichzelf, heeft Hij ook de Zoon gegeven, leven te hebben in Zichzelf. 
JHN.5.27	En Hij heeft Hem macht gegeven om gericht te houden, omdat Hij de Zoon des mensen is. 
JHN.5.28	Verwondert u hierover niet, want de ure komt, dat allen, die in de graven zijn, naar zijn stem zullen horen, 
JHN.5.29	en zij zullen uitgaan, wie het goede gedaan hebben, tot de opstanding ten leven, wie het kwade bedreven hebben, tot de opstanding ten oordeel.
JHN.5.30	Ik kan van Mijzelf niets doen; gelijk Ik hoor, oordeel Ik, en mijn oordeel is rechtvaardig, want Ik zoek niet mijn wil, doch de wil van Hem, die Mij gezonden heeft. 
JHN.5.31	Indien Ik getuig van Mijzelf, is mijn getuigenis niet waar; 
JHN.5.32	een ander is het, die van Mij getuigt, en Ik weet, dat het getuigenis, dat Hij van Mij aflegt, waar is. 
JHN.5.33	Gij hebt tot Johannes gezonden en hij heeft van de waarheid getuigd; 
JHN.5.34	maar Ik behoef het getuigenis van een mens niet, doch Ik zeg dit, opdat gij behouden wordt. 
JHN.5.35	Hij was de brandende en schijnende lamp en gij hebt u een tijdlang in zijn licht willen verheugen. 
JHN.5.36	Maar Ik heb een getuigenis, gewichtiger dan dat van Johannes; want de werken, die Mij de Vader gegeven heeft om te volbrengen, juist die werken, die Ik doe, getuigen van Mij, dat de Vader Mij gezonden heeft. 
JHN.5.37	En de Vader, die Mij gezonden heeft, die heeft van Mij getuigenis gegeven. Gij hebt nooit zijn stem gehoord of zijn gedaante gezien, 
JHN.5.38	en zijn woord hebt gij niet blijvend in u, want die Hij gezonden heeft, gelooft gij niet. 
JHN.5.39	Gij onderzoekt de Schriften, want gij meent daarin eeuwig leven te hebben, en deze zijn het, welke van Mij getuigen, 
JHN.5.40	en toch wilt gij niet tot Mij komen om leven te hebben.
JHN.5.41	Eer van mensen behoef Ik niet, 
JHN.5.42	maar Ik ken u: gij hebt de liefde Gods niet in uzelf. 
JHN.5.43	Ik ben gekomen in de naam mijns Vaders en gij neemt Mij niet aan; indien een ander komt in zijn eigen naam, die zult gij aannemen. 
JHN.5.44	Hoe kunt gij tot geloof komen, gij, die eer van elkander behoeft en de eer, die van de enige God komt, niet zoekt? 
JHN.5.45	Denkt niet, dat Ik u zal aanklagen bij de Vader; uw aanklager is Mozes, op wie gij uw hoop gevestigd hebt. 
JHN.5.46	Want indien gij Mozes geloofdet, zoudt gij ook Mij geloven, want hij heeft van Mij geschreven. 
JHN.5.47	Maar indien gij zijn geschriften niet gelooft, hoe zult gij mijn woorden geloven?
JHN.6.1	Daarna vertrok Jezus naar de overzijde van de zee van Tiberias in Galilea. 
JHN.6.2	En Hem volgde een grote schare, omdat zij de tekenen zagen, die Hij aan zieken verrichtte. 
JHN.6.3	En Jezus ging de berg op en zat daar neder met zijn discipelen. 
JHN.6.4	En het Pascha, het feest der Joden, was nabij. 
JHN.6.5	Toen Jezus dan de ogen opsloeg en zag, dat een grote schare tot Hem kwam, zeide Hij tot Filippus: Waar zullen wij broden kopen, dat dezen kunnen eten? 
JHN.6.6	Maar dit zeide Hij om hem op de proef te stellen, want Hij wist zelf, wat Hij doen zou. 
JHN.6.7	Filippus antwoordde Hem: Tweehonderd schellingen brood is voor dezen niet genoeg, als ieder een kleine hoeveelheid zal krijgen. 
JHN.6.8	Een van zijn discipelen, Andreas, de broeder van Simon Petrus, zeide tot Hem: 
JHN.6.9	Hier is een jongen, die vijf gerstebroden en twee vissen heeft; maar wat betekent dit voor zovelen? 
JHN.6.10	Jezus zeide: Laat de mensen gaan zitten. Nu was er veel gras op die plaats. De mannen gingen dus zitten, ten getale van omstreeks vijfduizend. 
JHN.6.11	Jezus dan nam de broden, dankte en verdeelde ze onder hen, die daar zaten, evenzo van de vissen, zoveel zij wensten. 
JHN.6.12	En toen zij verzadigd waren, zeide Hij tot zijn discipelen: Verzamelt de overgebleven brokken, opdat niets verloren ga. 
JHN.6.13	Zij verzamelden die dus en vulden twaalf korven met brokken van de vijf gerstebroden, die overgeschoten waren, nadat men gegeten had. 
JHN.6.14	Toen dan de mensen zagen, welk teken Hij verricht had, zeiden zij: Deze is waarlijk de profeet, die in de wereld komen zou.
JHN.6.15	Daar Jezus bemerkte, dat zij zouden komen en Hem met geweld meevoeren om Hem koning te maken, trok Hij Zich weder terug in het gebergte, geheel alleen.
JHN.6.16	En toen het avond geworden was, gingen zijn discipelen naar de zee en begaven zich in een schip over de zee naar Kafarnaüm. 
JHN.6.17	En het was reeds donker geworden en Jezus was nog niet tot hen gekomen, 
JHN.6.18	en de zee werd onstuimig, daar er een harde wind woei. 
JHN.6.19	Toen zij dan vijfentwintig of dertig stadiën hadden geroeid, zagen zij Jezus over de zee gaan en dicht bij het schip komen, en zij werden bevreesd. 
JHN.6.20	Maar Hij zeide tot hen: Ik ben het, weest niet bevreesd. 
JHN.6.21	Zij wilden Hem dan in het schip nemen en terstond bereikte het schip het land, waar zij heengingen.
JHN.6.22	De volgende dag zag de schare, die aan de andere zijde van de zee stond, dat daar geen ander scheepje was geweest dan één, en dat Jezus niet met zijn discipelen in dit schip gegaan was, maar dat zijn discipelen alleen waren weggevaren. 
JHN.6.23	Doch er kwamen andere scheepjes uit Tiberias bij de plaats, waar zij het brood gegeten hadden, nadat de Here gedankt had. 
JHN.6.24	Toen dan de schare zag, dat Jezus daar niet was en ook zijn discipelen niet, gingen ook zij in de scheepjes en kwamen te Kafarnaüm om Jezus te zoeken. 
JHN.6.25	En toen zij Hem aan de overkant der zee vonden, zeiden zij tot Hem: Rabbi, wanneer zijt Gij hier gekomen? 
JHN.6.26	Jezus antwoordde hun en zeide: Voorwaar, voorwaar, Ik zeg u, gij zoekt Mij, niet omdat gij tekenen gezien hebt, maar omdat gij van de broden gegeten hebt en verzadigd zijt. 
JHN.6.27	Werkt niet om de spijs, die vergaat, maar om de spijs, die blijft tot in het eeuwige leven, welke de Zoon des mensen u geven zal; want op Hem heeft God, de Vader, zijn zegel gedrukt. 
JHN.6.28	Zij zeiden dan tot Hem: Wat moeten wij doen, opdat wij de werken Gods mogen werken? 
JHN.6.29	Jezus antwoordde en zeide tot hen: Dit is het werk Gods, dat gij gelooft in Hem, die Hij gezonden heeft. 
JHN.6.30	Zij zeiden dan tot Hem: Wat voor teken doet Gij dan, opdat wij mogen zien en U geloven? Wat voor werk doet Gij? 
JHN.6.31	Onze vaderen hebben het manna in de woestijn gegeten, zoals geschreven is: Brood uit de hemel gaf Hij hun te eten.
JHN.6.32	Jezus zeide dan tot hen: Voorwaar, voorwaar, Ik zeg u, niet Mozes heeft u het brood uit de hemel gegeven, maar mijn Vader geeft u het ware brood uit de hemel; 
JHN.6.33	want dát is het brood Gods, dat uit de hemel nederdaalt en aan de wereld het leven geeft. 
JHN.6.34	Zij zeiden dan tot Hem: Here, geef ons altijd dit brood. 
JHN.6.35	Jezus zeide tot hen: Ik ben het brood des levens; wie tot Mij komt, zal nimmermeer hongeren en wie in Mij gelooft, zal nimmermeer dorsten. 
JHN.6.36	Maar Ik heb u gezegd, dat gij niet gelooft, ook al hebt gij Mij gezien. 
JHN.6.37	Alles wat Mij de Vader geeft, zal tot Mij komen, en wie tot Mij komt, zal Ik geenszins uitwerpen. 
JHN.6.38	Want Ik ben van de hemel nedergedaald, niet om mijn wil te doen, maar de wil van Hem, die Mij gezonden heeft. 
JHN.6.39	En dit is de wil van Hem, die Mij gezonden heeft, dat Ik van alles wat Hij Mij gegeven heeft, niets verloren late gaan, maar het opwekke ten jongsten dage. 
JHN.6.40	Want dit is de wil mijns Vaders, dat een ieder, die de Zoon aanschouwt en in Hem gelooft, eeuwig leven hebbe, en Ik zal hem opwekken ten jongsten dage.
JHN.6.41	De Joden dan morden over Hem, omdat Hij gezegd had: Ik ben het brood, dat uit de hemel nedergedaald is, 
JHN.6.42	en zij zeiden: Is dit niet Jezus, de zoon van Jozef, wiens vader en moeder wij kennen? Hoe zegt Hij nu: Ik ben uit de hemel nedergedaald? 
JHN.6.43	Jezus antwoordde en zeide tot hen: Mort niet onder elkander.
JHN.6.44	Niemand kan tot Mij komen, tenzij de Vader, die Mij gezonden heeft, hem trekke, en Ik zal hem opwekken ten jongsten dage. 
JHN.6.45	Er is geschreven in de profeten: En zij zullen allen door God geleerd zijn. Een ieder, die het van de Vader gehoord en geleerd heeft, komt tot Mij. 
JHN.6.46	Niet, dat iemand de Vader gezien heeft; alleen die van God komt, die heeft de Vader gezien. 
JHN.6.47	Voorwaar, voorwaar, Ik zeg u: Wie gelooft, heeft eeuwig leven.
JHN.6.48	Ik ben het brood des levens. 
JHN.6.49	Uw vaderen hebben in de woestijn het manna gegeten en zij zijn gestorven; 
JHN.6.50	dit is het brood, dat uit de hemel nederdaalt, opdat wie ervan eet, niet sterve. 
JHN.6.51	Ik ben het levende brood, dat uit de hemel nedergedaald is. Indien iemand van dit brood eet, hij zal in eeuwigheid leven; en het brood, dat Ik geven zal, is mijn vlees, voor het leven der wereld.
JHN.6.52	De Joden dan streden onderling en zeiden: Hoe kan deze ons zijn vlees te eten geven? 
JHN.6.53	Jezus dan zeide tot hen: Voorwaar, voorwaar, Ik zeg u, tenzij gij het vlees van de Zoon des mensen eet en zijn bloed drinkt, hebt gij geen leven in uzelf. 
JHN.6.54	Wie mijn vlees eet en mijn bloed drinkt, heeft eeuwig leven en Ik zal hem opwekken ten jongsten dage. 
JHN.6.55	Want mijn vlees is ware spijs en mijn bloed is ware drank. 
JHN.6.56	Wie mijn vlees eet en mijn bloed drinkt, blijft in Mij en Ik in hem. 
JHN.6.57	Gelijk de levende Vader Mij gezonden heeft en Ik leef door de Vader, zo zal ook hij, die Mij eet, leven door Mij. 
JHN.6.58	Dit is het brood, dat uit de hemel nedergedaald is; niet gelijk de vaderen gegeten hebben en gestorven zijn; wie dit brood eet, zal in eeuwigheid leven. 
JHN.6.59	Dit zeide Hij, lerende in de synagoge te Kafarnaüm.
JHN.6.60	Vele dan van zijn discipelen hoorden dit en zeiden: Deze rede is hard; wie kan haar aanhoren? 
JHN.6.61	Jezus nu wist bij Zichzelf, dat zijn discipelen hierover morden, en Hij zeide tot hen: Geeft u dit aanstoot? 
JHN.6.62	Wat dan, indien gij de Zoon des mensen daarheen zaagt opvaren, waar Hij tevoren was? 
JHN.6.63	De Geest is het, die levend maakt, het vlees doet geen nut; de woorden, die Ik tot u gesproken heb, zijn geest en zijn leven. 
JHN.6.64	Maar er zijn sommigen onder u, die niet geloven. Want Jezus wist van den beginne, wie het waren, die niet geloofden, en wie het was, die Hem verraden zou. 
JHN.6.65	En Hij zeide: Daarom heb Ik u gezegd, dat niemand tot Mij komen kan, tenzij het hem van de Vader gegeven zij.
JHN.6.66	Van toen af keerden vele van zijn discipelen terug en gingen niet langer met Hem mede.
JHN.6.67	Jezus zeide dan tot de twaalven: Gij wilt toch ook niet weggaan? 
JHN.6.68	Simon Petrus antwoordde Hem: Here, tot wie zullen wij heengaan? Gij hebt woorden van eeuwig leven; 
JHN.6.69	en wij hebben geloofd en erkend, dat Gij zijt de Heilige Gods. 
JHN.6.70	Jezus antwoordde hun: Heb Ik niet u twaalven uitgekozen? En een van u is een duivel. 
JHN.6.71	Hij bedoelde Judas, de zoon van Simon Iskariot; want die zou Hem verraden, één uit de twaalven.
JHN.7.1	En daarna trok Jezus rond in Galilea; want Hij wilde Zich in Judea niet ophouden, omdat de Joden Hem trachtten te doden. 
JHN.7.2	Nu was het feest der Joden, Loofhutten, nabij. 
JHN.7.3	Zijn broeders dan zeiden tot Hem: Ga vanhier en reis naar Judea, opdat ook uw discipelen uw werken aanschouwen, die Gij doet. 
JHN.7.4	Want niemand doet iets in het verborgen en tracht tegelijk zelf de aandacht te trekken. Indien Gij zulke dingen doet, maak, dat Gij bekend wordt aan de wereld. 
JHN.7.5	Want zelfs zijn broeders geloofden niet in Hem. 
JHN.7.6	Jezus dan zeide tot hen: Mijn tijd is nog niet gekomen, maar uw tijd is steeds bereid. 
JHN.7.7	U kan de wereld niet haten, maar Mij haat zij, omdat Ik van haar getuig, dat haar werken boos zijn. 
JHN.7.8	Gaat gij op naar het feest; Ik ga niet op naar dit feest, omdat mijn tijd nog niet vervuld is. 
JHN.7.9	En nadat Hij dit tot hen gezegd had, bleef Hij in Galilea.
JHN.7.10	Maar toen zijn broeders opgegaan waren naar het feest, toen ging Hij zelf ook op, niet openlijk, maar als in het verborgen. 
JHN.7.11	De Joden dan zochten Hem op het feest en zeiden: Waar is Hij? 
JHN.7.12	En er was veel gemompel over Hem onder de scharen; sommigen zeiden: Hij is goed, anderen zeiden: Neen, maar Hij verleidt het volk. 
JHN.7.13	Toch sprak niemand vrijuit over Hem, uit vrees voor de Joden.
JHN.7.14	Doch toen het feest reeds op de helft was, ging Jezus op naar de tempel en leerde. 
JHN.7.15	De Joden dan verbaasden zich en zeiden: Hoe is deze zo geleerd zonder onderricht te hebben ontvangen? 
JHN.7.16	Jezus antwoordde hun en zeide: Mijn leer is niet van Mij, maar van Hem, die Mij gezonden heeft; 
JHN.7.17	indien iemand diens wil doen wil, zal hij van deze leer weten, of zij van God komt, dan of Ik uit Mijzelf spreek. 
JHN.7.18	Wie uit zichzelf spreekt, zoekt zijn eigen eer, maar wie de eer zoekt van zijn zender, die is waar en er is geen onrecht in hem. 
JHN.7.19	Heeft Mozes u niet de wet gegeven? En niemand van u doet de wet. Waartoe tracht gij Mij te doden? 
JHN.7.20	De schare antwoordde: Gij zijt bezeten; wie tracht U te doden? 
JHN.7.21	Jezus antwoordde en zeide tot hen: Eén werk heb Ik verricht en gij verwondert u allen. 
JHN.7.22	Daarom: Mozes heeft u de besnijdenis gegeven – niet, dat zij van Mozes komt, maar van de vaderen – en gij besnijdt een mens op sabbat. 
JHN.7.23	Als een mens op sabbat de besnijdenis ontvangt, opdat de wet van Mozes niet verbroken worde, zijt gij dan op Mij vertoornd, omdat Ik op sabbat een gehele mens gezond gemaakt heb? 
JHN.7.24	Oordeelt niet naar het aanzien, maar oordeelt met een rechtvaardig oordeel.
JHN.7.25	Sommigen dan uit de Jeruzalemmers zeiden: Is deze het niet, die zij trachten te doden? 
JHN.7.26	En zie, Hij spreekt vrijuit en zij zeggen Hem niets. Zouden waarlijk onze oversten hebben ingezien, dat deze de Christus is? 
JHN.7.27	Van deze echter weten wij, vanwaar Hij is, doch wanneer de Christus komt, weet niemand, vanwaar Hij is. 
JHN.7.28	Jezus dan riep, terwijl Hij in de tempel leerde, en sprak: Mij kent gij en gij weet, vanwaar Ik ben; en Ik ben niet van Mijzelf gekomen, maar er is een Waarachtige, die Mij gezonden heeft en die gij niet kent. 
JHN.7.29	Ik ken Hem, want Ik kom van Hem en Hij heeft Mij gezonden.
JHN.7.30	Zij trachtten Hem dan te grijpen, maar niemand sloeg de hand aan Hem, want zijn ure was nog niet gekomen.
JHN.7.31	En uit de schare kwamen velen tot geloof in Hem en zij zeiden: Zal de Christus, wanneer Hij komt, soms meer tekenen doen dan deze gedaan heeft? 
JHN.7.32	De Farizeeën hoorden de schare dit over Hem mompelen en de overpriesters en de Farizeeën zonden dienaars om Hem te grijpen. 
JHN.7.33	Jezus dan zeide: Nog korte tijd ben Ik bij u en dan ga Ik heen tot Hem, die Mij gezonden heeft. 
JHN.7.34	Gij zult Mij zoeken en niet vinden en waar Ik ben, kunt gij niet komen. 
JHN.7.35	De Joden dan zeiden tot elkander: Waar zal deze heengaan, dat wij Hem niet zullen kunnen vinden? Hij is toch niet van plan naar de Griekse verstrooiing te gaan en de Grieken te leren? 
JHN.7.36	Wat is dit voor een woord, dat Hij gesproken heeft: Gij zult Mij zoeken en niet vinden, en: Waar Ik ben, kunt gij niet komen?
JHN.7.37	En op de laatste, de grote dag van het feest, stond Jezus en riep, zeggende: Indien iemand dorst heeft, hij kome tot Mij en drinke! 
JHN.7.38	Wie in Mij gelooft, gelijk de Schrift zegt, stromen van levend water zullen uit zijn binnenste vloeien. 
JHN.7.39	Dit zeide Hij van de Geest, welke zij, die tot geloof in Hem kwamen, ontvangen zouden; want de Geest was er nog niet, omdat Jezus nog niet verheerlijkt was.
JHN.7.40	Sommigen dan uit de schare, die naar deze woorden geluisterd hadden, spraken: Deze is waarlijk de profeet. 
JHN.7.41	Anderen zeiden: Deze is de Christus; weer anderen zeiden: De Christus komt toch niet uit Galilea? 
JHN.7.42	Zegt de Schrift niet, dat de Christus komt uit het geslacht van David en van het dorp Betlehem, waar David was? 
JHN.7.43	Er ontstond dan verdeeldheid bij de schare om Hem; 
JHN.7.44	en sommigen van hen wilden Hem grijpen, maar niemand sloeg de handen aan Hem.
JHN.7.45	De dienaars dan gingen naar de overpriesters en Farizeeën en die zeiden tot hen: Waarom hebt gij Hem niet medegebracht? 
JHN.7.46	De dienaars nu antwoordden hun: Nooit heeft een mens zó gesproken, als deze mens spreekt! 
JHN.7.47	De Farizeeën dan antwoordden hun: Zijt gij soms ook verleid? 
JHN.7.48	Heeft soms één van de oversten in Hem geloofd, of van de Farizeeën? 
JHN.7.49	Maar die schare, die de wet niet kent, vervloekt zijn zij! 
JHN.7.50	Nikodemus, die vroeger tot Hem was gekomen, een van hen, zeide tot hen: 
JHN.7.51	Veroordeelt onze wet dan een mens, tenzij men zich eerst van hem op de hoogte gesteld heeft en kennis genomen van wat hij doet? 
JHN.7.52	Zij antwoordden en zeiden tot hem: Zijt gij soms ook uit Galilea? Ga maar na en zie, dat uit Galilea geen profeet opstaat.
JHN.7.53	[En zij begaven zich een ieder naar zijn huis,
JHN.8.1	maar Jezus begaf Zich naar de Olijfberg.
JHN.8.2	En des morgens vroeg was Hij weder aanwezig in de tempel, en al het volk kwam tot Hem en Hij zette Zich neder en leerde hen. 
JHN.8.3	En de schriftgeleerden en de Farizeeën brachten een vrouw, op overspel betrapt, en zij stelden haar in het midden en zeiden tot Hem: 
JHN.8.4	Meester, deze vrouw is op heterdaad betrapt bij het plegen van overspel; 
JHN.8.5	en in de wet heeft Mozes ons bevolen zulken te stenigen; Gij dan, wat zegt Gij? 
JHN.8.6	En dit zeiden zij om Hem in verzoeking te brengen, opdat zij iets hadden om Hem aan te klagen. Maar Jezus bukte neder en schreef met de vinger op de grond. 
JHN.8.7	Doch toen zij Hem bleven vragen, richtte Hij Zich op en zeide tot hen: Wie van u zonder zonde is, werpe het eerst een steen naar haar. 
JHN.8.8	En weer bukte Hij neder en schreef op de grond. 
JHN.8.9	Maar toen zij dit hoorden, gingen zij één voor één weg, te beginnen bij de oudsten, en zij lieten Jezus alleen en de vrouw in het midden. 
JHN.8.10	En Jezus richtte Zich op en zeide tot haar: Vrouw, waar zijn zij? Heeft niemand u veroordeeld? 
JHN.8.11	En zij zeide: Niemand, Here. En Jezus zeide: Ook Ik veroordeel u niet. Ga heen, zondig van nu af niet meer!]
JHN.8.12	Wederom dan sprak Jezus tot hen en zeide: Ik ben het licht der wereld; wie Mij volgt, zal nimmer in de duisternis wandelen, maar hij zal het licht des levens hebben. 
JHN.8.13	De Farizeeën dan zeiden tot Hem: Gij getuigt van Uzelf, uw getuigenis is niet waar. 
JHN.8.14	Jezus antwoordde en zeide tot hen: Ook al getuig Ik van Mijzelf, toch is mijn getuigenis waar, want Ik weet, vanwaar Ik gekomen ben en waar Ik heenga; maar gij weet niet, vanwaar Ik kom of waar Ik heenga. 
JHN.8.15	Gij oordeelt naar het vlees, Ik oordeel niemand, 
JHN.8.16	en indien Ik al oordeel, dan is mijn oordeel waarachtig, want Ik ben niet alleen, maar Ik en die Mij gezonden heeft. 
JHN.8.17	En ook in uw wet staat geschreven, dat het getuigenis van twee mensen waar is; 
JHN.8.18	Ik ben het, die van Mijzelf getuig, en ook de Vader, die Mij gezonden heeft, getuigt van Mij. 
JHN.8.19	Zij dan zeiden tot Hem: Waar is uw Vader? Jezus antwoordde: Noch Mij, noch mijn Vader kent gij: Indien gij Mij kendet, zoudt gij ook mijn Vader kennen.
JHN.8.20	Deze woorden sprak Jezus bij de schatkamer, lerende in de tempel; en niemand greep Hem, want zijn ure was nog niet gekomen.
JHN.8.21	Hij zeide dan wederom tot hen: Ik ga heen en gij zult Mij zoeken en in uw zonde zult gij sterven; waar Ik heenga, kunt gij niet komen. 
JHN.8.22	De Joden dan zeiden: Hij zal toch geen zelfmoord plegen, dat Hij zegt: waar Ik heenga, kunt gij niet komen? 
JHN.8.23	En Hij zeide tot hen: Gij zijt van beneden, Ik ben van boven; gij zijt van deze wereld, Ik ben niet van deze wereld. 
JHN.8.24	Ik heb u dan gezegd, dat gij in uw zonden zult sterven; want indien gij niet gelooft, dat Ik het ben, zult gij in uw zonden sterven. 
JHN.8.25	Zij dan zeiden tot Hem: Wie zijt Gij? Jezus zeide tot hen: Wat spreek Ik eigenlijk nog met u? 
JHN.8.26	Ik heb veel over u te zeggen en te oordelen; maar die Mij gezonden heeft, is waar, en wat Ik van Hem gehoord heb, dat spreek Ik tot de wereld. 
JHN.8.27	Zij hadden niet begrepen, dat Hij tot hen van de Vader sprak. 
JHN.8.28	Jezus dan zeide: Wanneer gij de Zoon des mensen verhoogd hebt, zult gij inzien, dat Ik het ben en niets uit Mijzelf doe, doch dat Ik dit spreek, gelijk de Vader Mij geleerd heeft. 
JHN.8.29	En die Mij gezonden heeft, is met Mij. Hij heeft Mij niet alleen gelaten, want Ik doe altijd wat Hem behaagt.
JHN.8.30	Toen Hij dit sprak, geloofden velen in Hem. 
JHN.8.31	Jezus dan zeide tot de Joden, die in Hem geloofden: Als gij in mijn woord blijft, zijt gij waarlijk discipelen van Mij 
JHN.8.32	en gij zult de waarheid verstaan, en de waarheid zal u vrijmaken. 
JHN.8.33	Zij antwoordden Hem: Wij zijn Abrahams nageslacht en zijn nooit iemands slaven geweest; hoe zegt Gij dan: gij zult vrij worden? 
JHN.8.34	Jezus antwoordde hun: Voorwaar, voorwaar, Ik zeg u, een ieder, die de zonde doet, is een slaaf der zonde. 
JHN.8.35	En de slaaf blijft niet eeuwig in het huis, de zoon blijft er eeuwig. 
JHN.8.36	Wanneer dan de Zoon u vrijgemaakt heeft, zult gij werkelijk vrij zijn.
JHN.8.37	Ik weet, dat gij Abrahams nageslacht zijt; maar gij tracht Mij te doden, omdat mijn woord bij u geen plaats vindt. 
