MAT.1.1	Si Abraham gëlok nennë, Dabid gë oli, Jisu Kristo gë hürum ë. 
2TI.4.10	 Yo lëga Demas bü silo mëro gë tani mooko gë rëtu duubëm mëëbo yaale kula ngom topak toku, okkë Thessalonika bë innyo kaaku. Kresen bü Galatia bë innyoka, okkë Taikikas bü Dalmatia bë innyo kaaku. 
2TI.4.11	 Luk nyum ngok duuko si duudu. Mark ne gogla nonyi aabi sitoka. Yo lëga bü ngok agër ëm rügur larë. 
2TI.4.12	 Taikikas ne ngo Ephesus lo inmoto. 
2TI.4.13	 Yaddëm no aarë dü, Troas lokë Karpus gë namë lokë ngok laklük lükbor ëm nyopen nam ëm bëa jilaka; ngok boi gaddëmchin, okkë adëk rubë dinchi yaaru bë apin lokë taalup nam boi ëm bëa jilaka. 
2TI.4.14	 Tasü tadok yëpü në Alekjendar bü ngom majja bë tingü nyilen paamoka; rülachin bü ngom yo ëmbë rübadü okë küllëm Rutum bü ëgum kaasi rëku. 
2TI.4.15	Nochin aü ë bü ëm ensi laka, yo lëga bü ngonuk dooyü ëm majja bë alë maanë ëmla kaekla agto. 
2TI.4.16	Ngom këbalo maka chodolo yëchin ngok lëga bë jabdum mendum në kaamato; buppü ë ngom tugü pagge to. Okë küllëm Yürnë bü bullëm ajë lüggë yooka. 
2TI.4.17	Rülachin Rutum Jisu Kristo bü ngom rürato okkë ngom tornam ëm jito, ëmbë rüla ngo këbë nyi tapa doobë niitom ëm buupü bë mengo lato; okkë ngom side kolokë tushü baalëto. 
2TI.4.18	Okkë Rutum Jisu Kristo ngom alë maanë buppü lokkë tushü baalë leela Yürnë gë rëgë ko taayo bë chaagë rëku. Rënam duunam buppülo bük amin ë yuunam rubë duuyar kaalaka! Amen.
2TI.4.20	 Erastus Korinth lo duulükka, okkë Tropimus bü nyilen nam lëga bë, bü ëm ngo Miletus lo duulük moto. 
2TI.4.21	Düchü ë aama dabë sogo aagor doobë rütolaka. Eubulus, Puden, Linus, okkë Klaudius buluk chumrük pëtak agom ëm nom jilük du, okkë ëmbë chë dada mëëtin sinë Kristan buppü ëm menlük ëm menji toka. 
2TI.4.22	Rutum Jisu Kristo gë Doü rülibongoë nokë yaloh lo duumin gëlaka. Yürnë gë aya paknyo ë nonukë buppü gëlo duulük laka.
TIT.1.1	Yürnë gë agër rünë okkë Jisu Kristo gë kanamnam Paul ngok lokë sithi sim ekdu. Ngom Yürnë gë darnam ë nyi gadë gë mëëtin ëm rügur nëbë darlen to okkë ngonuk Yürnë gë mentom nam jijja ëm rëgë nëbë inmoto, 
TIT.1.2	Sigi jijja sigi turyar la rëgë nëgë mëëgë. Yaddü lochin mëmanë, Yürnë bü sichü mëdo ëm bülübolo dage ogoi ngonnuëm turyar la rëssëm chesito, 
TIT.1.3	Okkë dügo logo chë lo bük dooyü lokë ngonnuëm mentom situ. Sigim ngoklo parlük to, okkë ngo sigim ngonnuëm tushü baalë në Yürnë bük kanamanam lokë mengo to. 
TIT.1.4	 Ngonuk mëëtin aken lo duunë ngok oroh jaa bë rünë Titus gëlo ngo sim ekdu. Ngonuk Yürnë Abo okkë ngonnuëm tushü baalë në Rutum Jisu Kristo gë aya paknyo okkë jurup bë rëken ë duulük laka.
TIT.1.5	Ngo nom Krit lo atola innyo toku, ëmbë rünam okë lëga ë, ngok tomsür ëm no mëëgap doola; rüngola anam agër ëm kaaken doobë tugda bë rüdola okkë taon buppülo Mondoli ëm rëgë deenëm parlükla togo gëdakebë ëmla rünamë. 
TIT.1.6	Mondoli ëm rutum la rëgë në guunyü gutë gënë nyi bë rüru kenma, bü nyimë maalachin nyilo aken gonyum duugë nëbë rükendo, okkë bük aaji oloh ë mëëtin sinë bë rüru kendo, okkë nyirë soki në tayum kaayum maanë ëmko nambë rükenma. 
TIT.1.7	Yo lëga Mondoli ëm rutum bë rëgë në Yürnë gë agër ëm rügë nëbë togë sinnë, bü yo guunyü gëma nëbë rüru kendo. Bü nyiikë lëga ëm togë lamanë ëgë malachin tunyëk baarëk nëbë rükenma, ëgë malachin tükum sinëbë, dëmmëm roomëm nëbë, ain murko paakor nyum lëga bë mëënë nyum bë rükenma. 
TIT.1.8	Bü nyibo torük sila nëbë rüken do okkë yoë alë doodü ëgum aya nëbë rüru kendo. Bü aü ëm chetëm sinë bë, daadi nëbë, Dëën bë, okkë tugda në Ayon lo rënë bë rüken do. 
TIT.1.9	 Bü niitom mennam ëm tolükla addü bë gaggap gënë bë rüru kendo. Sëmbë rüko lokë bü nyi këbbëm mënnür rüga larë okkë jijja në dooyü lokë agmur menmur në gaddëm alë doobë mentom silarë.
TIT.1.10	Yo lëga majja bë agnë yaaka go rëdu, buluk mënam kubnam lokë okkë mëëpëk morëk maako lokë agnë ëkë kaadu, ëgë gaddë adëk rubë Jius rëpe duupe gadë lokë Kristan bë rükunë gaddë. 
TIT.1.11	Buluk memmurla mentom nam lokë bullëm mentum ru kendo, Yo lëga buluk menmurla menkin rüma kolokë buluk namë rumtum buppü ëm ngeemo tadu, okkë ëgë buppü ëgë hanyü enso rubë ain murko paakum nam lëga bë rüdu. 
TIT.1.12	Buluk Krit lokë kaalu taor në buluk aü gë nyi gonnëi, “Krit lokë nyi gaddë mënë bë, nyomra achi amen garünë, okkë loobak tola doku tüku nyumnë” ëmla yë bü sim yadü lo menba dü jijja nëm mento. 
TIT.1.13	Ëkë lëga bë ëmbë mëla tomsür në gaddëm tugda bë rootolaka, ëmbë boolo bulu lëken gokuda mëëtin lo addü sidokubë, 
TIT.1.14	Jijja ëm agnë nyi gadë lokë aanë nyi gadë gë Ayon lokkë Jius gadë gë hürum hünam nyomnam ëmlachin nyi gaddë addü bë gaggap kumarë. 
TIT.1.15	Yë bulu aü ë dërëk ngii duudü yo atü sirë buppü ëchin dërëk ngiidu; rügërëllachin yë bulu aü ëm rülum rüyë sidudü okkë mëëtin sima duudü yo ëchin dërëk në kaama, yo lëga buluk muupuk asin okkë mëëga sagga ëm mü mëëru moya bë dërëk maamoka. 
TIT.1.16	Bulu Yürnë ne chennë ëmla gagsidu, rülachin buluk agër lokëi agnam ëm kaapa modu. Bulu majja bë gënek bëëreknë, okkë tayum kaayum maanë, yo agër ëmchin alë doobë rülak maanë.
TIT.2.1	Rülachin no Kristan gë yo ëdü jijja bë tolük nammë ëgum dooyü ëm menji ru kendo. 
TIT.2.2	Abü yaanë nyi ëm dëmë doobë, mëëchen sinë bë, buluk mëëtin ë jijja bë addü doobë, aya doobë, okkë chetëm gëdobë mentom toka. 
TIT.2.3	Ëmbë dada nëli nëngo abü yaanë ëmchin yo ëmbë nëli nëngo ë dërëk bë hüken güken doodü dooyü menyür tolaka. Bulu nyi ëm menbu rübu nëbë ëgë maalachin anggur ola lo tükum sinë bë rüru kenma do. Bulu yo ëdü alë në ëgum mentom nëbë rüru kendo, 
TIT.2.4	Nëli nëngo lëppanëm buluk nyilo okkë aü gë aaji oloh ëm aya sitoka ëmla dooyü toka, 
TIT.2.5	Amür ëm chetëm sidobë okkë dërëk doobë, okkë buluk aü gë nyilo lo yëmgë doola mëlo gobë rüdo bë, ëmbë rüko okë Yürnë gëlokë dooyü aanëm yëchin alë maabë menma doobë.
TIT.2.6	Ëmbë chë dada yaapa nyilo gaddëmchin aü ëm chetëm sila rëdo bë tomsür la mengap toka. 
TIT.2.7	Agoh buppü lo noükë lokë alënë rüpe dope buppü ëm kaayür tayür sikotoka. Nokë dooyü niitom daggëm dinchi okkë adük tolaka. 
TIT.2.8	Nyiikë sipuhreno maasë agom ai ëm kaatom tolaka, ëmbë rübolo nom agnë gaddë ëmmum bë hanyü sirë ku, yo lëga bulu ngonuk baab ëm alëma ëmla mendeko kaama.
TIT.2.9	Kristan pakbo paknë gaddë nonuk rutum ëm tayum kaayum tolaka okkë bullëm buppü agërlo mëëken hakken doobë rütolaka. Okkë buluk rutum gaddëm sipuhreno pukur pujur yooka. 
TIT.2.10	Ëgë maalachin buluk lokë chooyoka. Rügërëlla, bullëm alë yaar namëm okkë mëëtin yaar namëm kaatom sitolaka, ëmbë rübolo mum buluk rügo dogo buppülo ngonnuëm tushü baalë në Yürnë gë taken në dooyü baab ëm pakrëna. 
TIT.2.11	Yo lëga Yürnë aya paknyo ëm tani mooko sokë nyi buppü ëm tushü baalë gënë naabë kaatom to. 
TIT.2.12	Ëgë aya paknyo ëgë ngonnuëm aü gë rëtu rëchëm bë rënam ëm okkë tani mooko gë nyi gaddëk rëchü duuchü lokë rënam ëm ëpak toka ëmdu, okkë aü ëm chetëm bë sila rëla, daadila, okkë tani mooko sogo dërëk bë gaggapla rënam ëm tomsür du, 
TIT.2.13	Ngonuk mëëgë sinam mëëken dü aloëm torasila duudak ëm Kai runë Yürnë okkë ngonuëm tushü baalë në Jisu Kristo arüsinyo në lou bë uuken nenrëku. 
TIT.2.14	 Bü ngonuk lëga bë aü ëm jinyo bë jisito, ëgë ngonnuëm alë maanë buppü lokkë turbu daalë taabë okkë bük nyum lëga bë dërëk në nyi bë rüdokubë okkë alënë agër nyum ëm rülü dooku bë ëmla rüto. 
TIT.2.15	Ëmbë rünamë sogo aba gadë sogo dooyü mentom toka, okkë nokë mentom rütom gëla nonuk mennür rüür duula nyi gaddëm roosür bë roto laka. Yëm lachin no menpak rüpak kodobë rüyoka.
TIT.3.1	Nokë nyi gaddëm sorkari bë rutum në okkë rutum lanë gadë lo tolük simo toka, tayum kaayum gëtoka, okkë alënë agër bëda buppü ëm rülëpë ëmla mëëmotoka. 
TIT.3.2	Bullëm yëmchin alë maanë agom menyoka ëmtoka, rülachin yëmchin romin buumin sima nëbë okkë ajen arum laknë bë, okkë nyi buppülo muupuk asin ë gui rënyak nam ëm kaatom sitoka. 
TIT.3.3	Yo lëga ngonu ngonu ëchin lëken gonë ogo Yürnë ne chenma nëbë, tabo kaabo sira nëbë, okkë kubnë robnë bë rüla rëto. Ngonu nëgünë mëëpe mope lo mëëchëm mochëm gë jinë pakbo bë rüla rëto. Ngonu ngonuk hünam ëm alë maabë rüla okkë rümur rüla rëto; ëmbë rünamë këbbëchin ngonnuëm gënek bëërek to okkë ngonuchin këbbëm gënek bëërek jito. 
TIT.3.4	Rülachin yadü lo ngonnuëm tushü baalë në Yürnë gë aya ë okkë nyi gadë lo aya nam ëm kaatom toku, bü ngonnuëm tushü baalë toku. 
TIT.3.5	Ëgë ngonuk anni gochin alënë agër rüko lokë mo, rülachin bük aü gë aya mëëpa kolokë ngonnuëm turbu daalë to, ëgë Dëën Doü gëlokë, Yë ngonnuëm aajur ogar gardek mola okkë ngonnuëm kakpu la ali bë hümo gümo kolokë ngonu turbu daalë nammëm paato. 
TIT.3.6	Ngonnuëm turbu daalë në Jisu Kristo gëlokë Yürnë ngonnuëpë Dëën Doü ëm ngekpok bë pülük jito. 
TIT.3.7	Ëmbë rükolokë aya paknyo ë ngonnuëm rëki bë Yürnë gëlo rëdobë okkë ngonuk mëëgë nam turyar la rënam lëga ëm paado kubë ëmla rënam lëga ëm paado kubë ëmla rüto.
TIT.3.8	Sigi jijja në agom go. Ngo nonnuëm sim baab gadë sim dinchi rubë mentoka ëmla mëëdu, ogo ëmbë rübo lomum yë bulu Yürnë ne mëëtin sinë gaddë alënë agër rüdobë buluk mooma ëm dinchi bë malük doobë ëmla mëësi rënna, sigi baabë gadë si alënë okkë nyimü buppü gë lëga bë agër kaanë. 
TIT.3.9	Rülachin arë kaamanë gomtu nyügrë agom ëm ëpak toka, hürum nenko aako ëm aho rubë hünam nyomnam, romin agmin sinam, okkë Ayon lëgalo pamin sinam baab ëm ëpak gëlaka; Yo lëga sëkë gadë sokë arë kaama okkë agër kaama. 
TIT.3.10	Yë nyi yë apen aen doobë menpen rüen doodü bü ëm lënyi go menno toka, okkë okë kookü bë bü ëm yo gochin rübam menbam siyokuka. 
TIT.3.11	Nonu chensidu sëmbë rünë nyi gaddë rükup dokup në, okkë bük rükup dorup rümur agër gaddë bü ëm rümur du ëmla kaatom du.
TIT.3.13	 Këba menpëk jinë ukil bë rünë Jena nela okkë Apollo ne buluk moin inko bëda lo nokë rügur lanam ëm rügur tolaka, okkë buluk püram gochonam buppü ëmchin kaagur tolaka. 
TIT.3.14	Ngonuk Kristan ajen gaddëm buluk mooma ëm alënë agër gërnam lo mooma maalük nam ëm chensi motoka, ëmbë rünamë jijja bë püram gochom püdo bë rügë naanë; buluk rënam duunam ëm ëmmum bë rënga duunga moru kenma do. 
TIT.3.15	Ngok rëko sokë rëmin gënë buppü ë nonnuëm chumrük pëtak agom ëm jilük du. Ngonuk chumrük pëtak agom ëm mëëtin sinam lokë ngonuk ajen gaddëmchin jitoka. Yürnë gë aya paknyo ë nonuklo duuyar lüklaka.
PHM.1.1	Jisu Kristo gëbë patëk duujinë Paul, okkë Jisu Kristo ne mëëtin sinë ngonuk ajen, Timoti gëlokë.
PHM.1.1	Ngonuk aya sinam ajen okkë lëken bë agër rübam sinam Philemon gëlo, 
PHM.1.2	 Okkë ngonuk abür nyijür Appia okkë sipai garünë ngonnuëm rëmin gënë Arkipa gëla nokë namë lo duudum sinë Mondoli gadë lo: 
PHM.1.3	Ngonuk Yürnë Abo gë okkë Rutum Jisu Kristo gë aya paknyo okkë jurup bë rëken jilük nammë nonuk lo duulük laka.
PHM.1.4	Aya sinam ajen Philemon, ngok kumrëp dükü bë, ngo nom menpa doona okkë ngo Yürnë ne koik naadona. 
PHM.1.5	Yo lëga ngo nokë Yürnë gë nyi buppü ëm ayanam ëm okkë Rutum Jisu gëlo mëëtin sinamëm tapadu. 
PHM.1.6	Ngonu Kristo gëlo aken bë turbam duula mëëtin sinë kallam bë rülibongo buppü gë baab ëm uurü bë chenbam sido bë ëmla ngo kumdu. 
PHM.1.7	Ngok aya sinam ajen, nokë aya nammë, ngom kairubë mëëken motu okkë majja bë puktë sintë modu! Yo lëga Yürnë gë nyi buppü gë muupuk asin ëm muugo motu.
PHM.1.8	Sokë lëga bë ngo boso kano kaamabë, Kristo gëlo mëëtin sinë nokë ajen gobë rüdola, no yo go rüken doodü tornam rubë menladu. 
PHM.1.9	Rülachin ngok nom ayanam lëga bë, ngoük asin aapuk lokkë bük lëga bë koji doona. Ngo Paul bë rüdulachin, sigim rünë ngo Jisu Kristo gë lampoh ë, okkë ijja lobë bük lëga bë patëk lo duunë. 
PHM.1.10	 Ëmbë rünamë Kristo gëlokë rüla ngok oroh bë rükunë, Onesimas gë lëga bë ngo nom rogu jidu; yo lëga ngok patëk lo duudolo ngo bük yaloh gë abo bë rütoku. 
PHM.1.11	Lëkkë lo bü nokë lo agër kaamanë nyi bë rüto, rülachin ijja bü ngonyik lëga bë majja bë agër kaanë gobë rüduku.
PHM.1.12	Ngo ijja bü ëm nokëlo inkur modak kunna, okkë ngok muupuk asin ëchin bü ëm intak mingë du. 
PHM.1.13	Niitom taken nëm mengo nam lëga bë ngok patëk sogo duudo lo, noük rügur dimpëm rügur doobë, ngo ngoük duuko sogo alëpë mëëto badaram. 
PHM.1.14	Rünam gëbë, ngo nom rügur ru laka ëmla menkam lama; ëgum pënamë, ngo noü aü ë mëëlen sila rütoka ëmla mëëdu. Ëmbë rünamë no tolük maabë ngo yo gochin rümarë.
PHM.1.15	Onesimas gë nokë lokkë anni go odoo nyonam gë lëga nokëlo aakur dookula duuyar mingë dookubë ëmla rütu. 
PHM.1.16	Okkë bü ijja pakbo nyum ëkumo, rülachin pakbo ëm pënamë allü ya: Bü aya sinam Kristo ne mëëtin sikunë ajen ëku. Bü ë ngok gëbë majja bë aya namgo, okkë nokë gëbëchin nyi gëbë la Rutum gëlo pakbo gobëla mëëtin sinë Kristan aken gobë aya ru sagoku!
PHM.1.17	Ëmbë rünamë, no ngom rëbam sinë ajen bë mëëdu boolo, ngom nokë torük sila bosë chë garü bë bü ëm torük sila bochü gëkuka. 
PHM.1.18	Bü nom rümur rümëm go rütu boolo ëgë malachin no bü ëm ajë lüksë go kaadu boolo ëgum ajë ëm ngom lükla bëka. 
PHM.1.19	Paul ngo aü ë, ngo ngoük alak lokë sigim eksidu: Nom ngo jikur rëku. (Rünam gëbë, nokë ngok aü nyi bë rünam ëm, menpakü sa kaama.) 
PHM.1.20	Ëmbë rünamë, ngok aya sinam mëëtin sinë ajen, Kristan ajen gëbë Rutum gë lëga bë sigim ngom rüdum ru laka; Mëëtin sinë ajen bë, ngom mëëken molaka. 
PHM.1.21	Ngo sim ekdula, ngok menlük namëm yaabë, no rürë lapë ëmla ngo chensidu, ëgë alëja rurë. 
PHM.1.22	Agër aba goda, ngok yupde kogo adëk bë no ruuno la atolaka ëmla ngo mëëdu. Yo lëga nonuk buppü gë kumnam ëm Yürnë tala ngom nonuk ogo aakur moji rëku lapë ëmla ngok mëëgë sinam go kaadu.
PHM.1.24	 Okkë ëmbë dada ngok agër rübam sinam Mark, Aristarkas, Demas okkë Luk buluk salam ëmchin jidu. 
PHM.1.25	Rutum Jisu Kristo gë aya paknyo ë nonuk buppü lo duuyar lüklaka.
HEB.1.1	Yürnë korum ogo, nyijük gadë gëlokë ngonuk ato abo gaddëpë yaaka go mendü mendü lo okkë nëgünë menpe lokë menjito, 
HEB.1.2	Rülachin rëpin alo gadë sogo bü ngonnuëm bük Oroh gëlokë menji tuku. Chügo doogo ëm Yürnë bük lokë pülento, rëpinlo pülen nam buppü sim rëgë nëbë bü Yürnë gë darlen nammë. 
HEB.1.3	Bü Yürnë gë arüsinyo në lou ëm uuken jiranë okkë bü Yürnë büchë garünë, bük agom tornam lokë chügo doogo ëm mentu ladu. Tani gë rümur ajë gaddëm paknyo bë pakmin sidobë rüla aro tola, bü yëkë lo buppü ëm rüla gënë naanë kaanë, Yürnë gë lakbëk peelë bë taayo mookolo duukaku.
HEB.1.4	Taayo lampoh gaddëm kai yaado bë Oroh ëm moto, bullëm pënamë kai yaado bë Yürnë gë jinam chëbë rëto. 
HEB.1.5	 Yo lëga Yürnë bük taayo lampoh gaddëm yaddë lochin yo gochin sëmbë menma,
HEB.1.5	“No ngok Oroh ë;
HEB.1.5	Silo ngo nokë Abo bë rükaku.”
HEB.1.5	Ëgë maalachin Yürnë taayo lampoh baab ëm yo gochin menmato,
HEB.1.5	“Ngo bük Abo bë rüdo bë,
HEB.1.5	Okkë bü ngok Orok bë rürë.”
HEB.1.6	“Yürnë gë taayo lampoh buppü ë bü ëm kumru laka.”
HEB.1.7	“Yürnë bük taayo lampoh ëm doorüh bë rümotu,
HEB.1.7	Okkë bük agër rüranë gaddëm ëmë mëroh bë rümoto.”
HEB.1.8	Ëmbë rügë rëllachin,
HEB.1.8	Oroh gë baab ëm,
HEB.1.8	Yürnë sëmbë mento,
HEB.1.8	“O, Yürnë a!
HEB.1.8	Nokë roja bë rüla rëgë koë,
HEB.1.8	Hürum hürum bë dooyaar rë!
HEB.1.8	No nyi gaddëm jüüki daaki lokkë rutumla rëgë laka.
HEB.1.9	Ëkë lëga bë Yürnë nokë Yürnë,
HEB.1.9	Nom dartu nammë okkë nopë nokë ajen buppü ëm pënamë,
HEB.1.9	Kai yaaru në pakjünam mëëken ëm jipa nammë.”
HEB.1.10	Bü sëmbëchin mento,
HEB.1.10	“Rutum, no, pücho yaaru bë tërü sichü ëm pülen chooto,
HEB.1.10	okkë mëdo buppü ëm no noük alak lokë pülento.
HEB.1.11	Bulu sigum mëyoh nyorë
HEB.1.11	Rülachin no bulu buppü ë sigum mëyoh maarë
HEB.1.11	Bulu buppü ë ejë gadë gë nyanam garü bë nyapak nyorë.
HEB.1.12	okkë ëgë bulu ejë garü gobë rüdekrë.
HEB.1.12	Rülachin no lëyü yaarla duurë,
HEB.1.12	okkë no turyaar në.”
HEB.1.13	“Nokë nyiroh ëm nokë alë chompüklo tujamla ama tëtë ëm ngok lakbëk peelë sogo duutoka.”
HEB.1.14	Ëgë boolo taayo lampoh gaddë yo ëdü?
HEB.1.14	Bulu Yürnë ne rügur në doü ë okkë tushü baalë nammëm paade kunë gaddëm bük jilüknam gaddë.
HEB.2.1	Ëkë lëga bë ngonuk mëëga ëm pümo maadela, ngonuk jijja tapanam ëm addü yaya bë gagbë ru kendo. 
HEB.2.2	Yo lëga taayo lampoh gadë gë ngonuk ato abo lo agom mentom nammë jijja duubolo, okkë yë nyi yë ëgum rümin gëma ëgëm maalachin tayum simanë bü aü ë paasi saë morik chikek ëm paasirë. 
HEB.2.3	Ëmbë rünamë, Yürnë gë kairunë tushü baalë gëde në dooyü ëm ngonu tagap maatola yo ëmbë rüge silarë? Rutum bü aü ë tushü baalë dooyü sim mencho jito, okkë yë bulu bük dooyü ëm tabadü ngonnuëm jijja ëru ëmla menta jito. 
HEB.2.4	Ëmbë chë dada Yürnë büchin bük dooyü mengo jiranë gaddëm angu angu në rürüsinyom okkë arüsinyo nëm rüjito okkë bük mëëchom lokë bullëm Dëën Doü jinyom orlük jito.
HEB.2.5	Ngonuk tani mooko sokë ali baab ëm mengë duunam si, Yürnë taayo lampoh gaddëm ali bë Rutum la rëgë doobë tolükma. 
HEB.2.6	 Ëgum pënamë, Yürnë gë boi golo sëmbë mentu:
HEB.2.6	“O Yürnë, Yürnë nokë mëëpakü gëdo nam nyi bü ëm yoë;
HEB.2.6	nokë dinchi kü gëdo nammë,
HEB.2.6	Tani gë Oroh mum gomoi?
HEB.2.7	No bü ëm taayo lampoh gadë lokkë anni go chompük yaamoto;
HEB.2.7	No arüsinyo në paknam boolup ëm puklükka,
HEB.2.7	okkë tani mooko sokë buppü yëku yëra doolük në,
HEB.2.7	bü ëm rutum nëbë tolükto.”
HEB.2.8	Yürnë taniëm, “Tani mooko sokë yëku yëra doolük në buppü ëm rutum nëbë püto;” ëmla mendu. Sëmbë mennam si bërok rubë buppü ëm mentak du. Ëmbë rülachin, ngonu jijja nyi ëm, buppü yëkku yëra taayolo rutum doobë kaapama du. 
HEB.2.9	Rülachin taayo lampoh gaddë anni go chompük yaado bë pünam, Jisu ne ngonu kaapa nyumdu, yo lëga bü Yürnë gë aya paknyo gëbë nyimü lëga bë siji deenë. Bü enrik encho la sijinam lëga bë majja bë arüsinyo në okkë paknam boolup ëm puklük nam ëm jijja bë ngonu kaapadu. 
HEB.2.10	Buppü ëm pülen në okkë kaara në Yürnë gëbë, Jisu ne alë jaanë enrik encho kolokë, yaaka në ao lokë bük arüsinyo paabam doobë, aagë nëbë ëmla Yürnë bük rünamë rükibë rüchoë. Yo lëga Jisu nyum bullëm tushü baalë deekom ingë ladenë.
HEB.2.11	Bü nyi gaddëm buluk rümur rüke lokkë pëdër soko du, okkë bü Yëm bulu pëdër soko paadü buluk buppü gë Abboë akenë. Ëkë lëga bë Jisu bü bullëm bük achë abür ë ëmsi saëm mëëtë moram kaama.
HEB.2.12	“Ngo no yo go rübadü ngok achë abür gaddëm menjirë;
HEB.2.12	Bulu yaddëm kumtë bë inkum sirë dü ngo nom koikrë.”
HEB.2.14	Bük bullëm mennam garü bë, aaji oloh gaddë nyi gadë gë adin bë okkë iyi bë rünam lëga bë, Jisu chin bulu garü bë rümin gëto okkë buluk tani amür rüpe ëm rümin gëto. Bük sëmbë rünamë sinam ëm rügum lanë, bük sigë jiko lokë ui ëm rügum doobë ëmla rünamë, 
HEB.2.15	 Okë sigi buluk hünam ëm; sissëm boso kolo pakbo bë asinë gaddëm lülen gëku naanë bëda ë. 
HEB.2.16	Yo lëga bük rügur ë taayo lampoh gaddëm rügur maanyi ëmla bërokdu. Ëgum pënamë Yürnë gë boilo mentu, “Bü Abraham gë oli gaddëm rügurto.” 
HEB.2.17	Ëmbë rünamë, bü ë Yürnë gë agërlo mëëtin sinë jügtë bë okkë aya nëbë rüdola, bük achë abür garü bë güdu süar buppülo rünamë, nyi gadë gë rümur rüke ajë ëm paknyo bë pakgë naabë rüto. 
HEB.2.18	Okkë jijja bë bü yëm rüka darka gëdodü rügur larë, yo lëga bü ë bü ëm rüka darka nammëm okkë enrik enchoëm enka chooto.
HEB.3.1	Yürnë gë gogtë nguru nam, Jisu ne mëëtin sinë ajen gadë! Yëm ngonu Yürnë jügtë bë kanam nammë ëmla mëëtin do ëmla mennam, Jisu gë baab ëm mëëdi toka. 
HEB.3.2	 Yürnë gë namë lo Moses gë bük agër ëm mëëlük bë rünam chë garü bë, bü ëm yë sim agër sim rüdo bë darnë, Yürnë gëlo büchin majja bë mëëtin to. 
HEB.3.3	Namë monë nyi ë nammëm pënamë kai yaabë paknam ëm paadu. Ëmbë chë dada Jisu chin Moses ne pënamë kai yaanë bë pakku yaasë. 
HEB.3.4	Rünamë, namë ëm monë aken gonnë modu okkë buppü yëra ëm pülen në Yürnë bü aken. 
HEB.3.5	Moses bü Yürnë gë namë lokë addü rubë mëëtin sinë agër rüranago bë rüto, okkë Yürnë gë kookü lokë lëga bë agom mensëm menjito. 
HEB.3.6	Rülachin Kristo bü Yürnë gë namë lokë togënam oroh bë mëëtin ë addü nago. Ngonu puktëm abëla okkë yo lëga go ngonu mëëgë sidudü ëgum ngonu mëëtin sibëdu boolo ngonuë bük namë bë rüdu.
HEB.3.7	“Yürnë silo yo go menrëdü no ëgum yaddëm tapa rëdü,
HEB.3.8	Yadü lo nonuk ato abo Yürnë ne nyirë bë aglen gëbadü okë garü bë tale yooka,
HEB.3.8	Yadü lo bulu mooruk moosen mookolo rëdola Yürnë ne rüka nam garü bë rüyoka.
HEB.3.9	Yürnë mento,
HEB.3.9	Ngo anyü champi go bullëm rügur nammëm bulu kaasikü lachin,
HEB.3.9	bulu ogochin ngom rüka okkë enka bë to.
HEB.3.10	Okkë ëmbë rünamë ngo ëgum hürum ëgum marto okkë mento,
HEB.3.10	‘Bulu ngom menpak yaar du okkë bullëm ngo yo go rütoka ëmdodü bulu yaddü lochin tayum la agër ëm rüma.’
HEB.3.11	Ëmbë rünamë ngo marto okkë marko lo ngo chesila menbëkto;
HEB.3.11	‘Bulu yaddë lochin bullëm ngok duunu doobë jideko mookolo aala maarë!’ ”
HEB.3.12	Ngok Kristo gëlo mëëtin nam garü bë mëëtin sinë ajen gadë, nonuk lokë yëchin alë maanë aapuk okkë mëëtin sinam aapuk gëdula turyar në okkë turnam jinë, Yürnë gëlokë inkur nyoma doobë ensi tolaka. 
HEB.3.13	Ëgum pënamë, nonu yëchin rümur ëmla okkë Yürnë gë agom ëm tolük maabë tale namëm kubko yooka, okkë Yürnë gë boilo “Silo” ëmnam agomë ngonuklo mennam bë doobë rëdü, nonu loodak tolo aken aken ëm rügur ru minsi kendo. 
HEB.3.14	Yo lëga, ngonuk mëëtin sirop dak lokkë, ngoük mëëtin ëm addü bë rëtür lobë abë sidu boolo Kristo gëlo ngonu aken gobë agër rübam sidu. 
HEB.3.15	 Sigi Yürnë gë boi lokë mennammë:
HEB.3.15	“Silo nonu Yürnë gë agom ëm tapa rëbolo,
HEB.3.15	nonuk abo ato gaddë yadü lo Yürnë ne agla rünek rëbba dü,
HEB.3.15	ëkë garü bë Yürnë gë agom ëm tagap maabë tale rëpyoka.”
HEB.3.17	Anyü champi go Yürnë gë yëkë buluk taayolo marto? Yë nyi gaddë rümur rübadü, Yë bulu mooruk moosen mooko lo silük ngeelük badü buluk taayo lo marto. 
HEB.3.18	Yadü lo Yürnë bük bërok bë chesinam ëm sëmbë menba dü, “Ngok bullëm duunu doobë jide ko mooko lo yaddë lochin bulu aalük lamarë.” Yëm bullëm sim bü mennammëdü? Yürnë bük agom ëm tamabë agnë gaddëm sim mento. 
HEB.3.19	Ëmbë rünamë, ngonu mëëchen duuku, buluk addü bë mëëtin sima nam lëga bë, bulu mooko ëm aala kuma nammë enyi.
HEB.4.1	Ëkë lëga bë, Yürnë bük chesila mennam baab ëm duunu deeko ëm ngonnuë paado bë ëmla tojito. Ëmbë rünamë nonu ijja, duunu deeko bë chesi nam mooko ëm paama nëbë rüdela, ngonu buppü ë ensi laju. 
