MAT.1.1	Yesu Kristo, Owíe 
1JN.4.5	Yesu alupʋ́ ámʋ bʋmeyín Bulu. Ɩ́nɩ sʋ amʋ́ atosunáhɛ́ fɛ́ɛ́ igyi ahá ánɩ́ bʋmeyín Bulu atosunáhɛ́. Mʋ́ sʋ ahá ánɩ́ bʋmeyín Bulu tɔ́hɔ amʋ́ asʋ́nsʋ́ gyi. 
1JN.4.6	Anɩ mʋ́ á, Bulu ahá anɩgyí. Mʋ́ sʋ ɔhagyíɔha ánɩ́ oyin Bulu tɔhɔ anɩ asʋ́nsʋ́ gyi. Támɛ ɔhá ánɩ́ omeyín Bulu tamahɔ anɩ asʋ́n. Ɩ́nɩ anɩtɔpʋ́bɩ́ ɔnɔkwalɩ Ɔŋɛ́ ámʋ pʋ́ afunu klɛ́ nɩ.
1JN.4.7	Mɩ́ adwɛpʋ́, mlɩha adwɛ aba, tsúfɛ́ ɔdwɛ itsú Bulu wá. Ɔhagyíɔha ánɩ́ ɔtɔdwɛ́ ahá a, Bulu mʋ bi ógyi, oyin Bulu. 
1JN.4.8	Ɔhagyíɔha ánɩ́ ɔtamadwɛ́ ahá méyín Bulu, tsúfɛ́ Bulu gyí ɔdwɛ.
1JN.4.9	Alɩá Bulu lɛ́lɛ mʋ ɔdwɛ súná anɩ gyí, ɔlɔpʋ mʋ Bi ɔkʋkʋ́nʋ́ ɔkʋlɛ amʋ sɩ́sɩ́ ɔyɩ́tɔ́, mɛ́nɩ abɔ́tsʋn mʋsʋ nyá nkpa ánɩ́ ɩtamatá. 
1JN.4.10	Megyí alɩá anɩtɔdwɛ́ Bulu gyí Buludwɛ ɔnɔkwalɩsʋ. Mboún alɩá ɔlɔdwɛ anɩ, pʋ́ mʋ Bi sɩ́sɩ́ anɩ, ánɩ́ ɔbɔ́pʋ mʋ obugya lɛ anɩ ɩwɩ mbusuo gyí ɔdwɛ.
1JN.4.11	Apíó adwɛpʋ́, ɩ́nɩá Bulu lɛ́hɩɛ dwɛ́ anɩ alɩ sʋ á, ilehián ánɩ́ anɩ ɛ́ abɔ́dwɛ aba. 
1JN.4.12	Ɔhaa mɔ́kʋ́hɩ́ɛ́ wun Bulu kɩ. Nɩ́ anɩdɛ́ aba dwɛ á, idesuná ánɩ́ Bulu bʋ anɩ klʋntɔ. Mʋ́ sʋ mʋ ɔdwɛ lɔfʋn anɩtɔ.
1JN.4.13	Bulu lapʋ́ Ɔŋɛ Wankɩ́hɛ́ amʋ há anɩ. Mʋ́ sʋ anɩlabɩ́ ánɩ́ anɩa mʋnyɔ anɩlabwɛ́ kʋlɛ, ɔbʋ anɩ klʋntɔ. 
1JN.4.14	Anɩlawun mʋ́ alɩ. Mʋ́ sʋ anɩdɛ́ adánsɩɛ gyí anɩaa, anɩ Sɩ́ Bulu lɔ́wa mʋ Bi Yesu Kristo ɔbɛ́ɛ, ɔbɛ́lɛ anyánkpʋ́sa fɛ́ɛ́ tsu amʋ́ lakpantɔ. 
1JN.4.15	Ɔhagyíɔha ánɩ́ olohogyi, ɔlɛblɩ́ ɔbɛ́ɛ Yesu gyí Bulu mʋ Bi ámʋ a, Bulu bʋ mʋtɔ, mʋ ɛ́ ɔbʋ Bulutɔ. 
1JN.4.16	Mʋ́ sʋ anɩyin ɔdwɛá Bulu bʋ ha anɩ, anɩlɔ́hɔ mʋ́sʋ́ gyí.
1JN.4.16	Bulu gyí ɔdwɛ. Mʋ́ sʋ nɩ́ ɔkʋ tɔdwɛ́ Bulu pʋ́ mʋ aba á, ɔbʋ Bulutɔ, Bulu ɛ́ bʋ mʋtɔ. 
1JN.4.17	Ɩ́nɩ désuná ánɩ́ Bulu ɔdwɛ lɔfʋn anɩtɔ nɩ́. Mʋ́ sʋ anɩméenya pɛ́lɩ mʋ asʋ́n ogyíkɛ́, tsúfɛ́ anɩlatsíá nkpa ɔyɩ́ ánfɩtɔ fɛ́ Yesu. 
1JN.4.18	Ɔhá ánɩ́ Bulu ɔdwɛ bʋ mʋtɔ tamanyá ifú. Mʋ́ sʋ nɩ́ anɩdɛ́ Bulu pʋ́ anɩ aba dwɛ á, anɩméenya Bulu ifú. Tsúfɛ́ ahá ánɩ́ bʋyin ánɩ́ Bulu ɔbɛ́bɩtɩ́ amʋ́ ɩsʋ tényá ifú. Ɩ́nɩ sʋ nɩ́ ɔkʋ dɛ́ Bulu ifú nya á, ilosuná ánɩ́ Bulu ɔdwɛ mɔfʋn mʋtɔ.
1JN.4.19	Anɩtɔdwɛ́ Bulu pʋ́ anɩ aba, tsúfɛ́ Bulu légyankpá dwɛ́ anɩ. 
1JN.4.20	Nɩ́ ɔkʋ lɛ́blɩ́ ɔbɛ́ɛ “Ntɔdwɛ́ Bulu,” támɛ otolú mʋ ba á, ofunupʋ ogyi. Tsúfɛ́ ɔhá ánɩ́ otolú mʋ ba ánɩ́ otowun, mɛ́ɛtalɩ́ dwɛ́ Bulu ánɩ́ ɔmɔkʋ́wun kɩ. 
1JN.4.21	Mbla ánɩ́ Yesu Kristo lɔ́wa há anɩ gyí, “Ɔhá ánɩ́ ɔtɔdwɛ́ Bulu ɔdwɛ́ɛ mʋ ba ɛ́.”
1JN.5.1	Ɔhagyíɔha ánɩ́ olohogyi ɔbɛ́ɛ, Yesu gyí 
1JN.5.2	Mʋ́ sʋ nɩ́ anɩdɛ́ Bulu dwɛ, anɩdɛ́ mʋ mblasʋ gyí a, mʋ́ abɔ́pʋbɩ́ ánɩ́ anɩdɛ́ mʋ abí dwɛ nɩ́. 
1JN.5.3	Nɩ́ anɩdɛ́ Bulu dwɛ á, abégyi mʋ mblasʋ. Mʋ mbla ámʋsʋ gyí ɛ́ ɩma ɔnlɩn. 
1JN.5.4	Tsúfɛ́ Bulu mʋ bi okugyíɔkʋ tɛtálɩ́ gyi tsiátɔ́ laláhɛsʋ. Anɩ hógyi anɩtɔpʋ́gyí mʋ́sʋ́. 
1JN.5.5	Ma ɔbɛ́talɩ́ gyi tsiátɔ́ laláhɛsʋ? Ɔhá ánɩ́ olohogyi ánɩ́ Yesu gyí Bulu mʋ Bi ámʋ nkʋlɛ ɔbɛ́talɩ́ gyi mʋ́sʋ́.
1JN.5.6	Yesu Kristo gyí ɔhá ánɩ́ ɔlɔtsʋn ntsu mʋ́a obugyatɔ ba. Megyí ntsu nkʋlɛtɔ ɔlɔtsʋn. Ɔlɔtsʋn obugyatɔ ɛ́. Ɔŋɛ Wankɩ́hɛ́ amʋ légyí asʋ́n ánfɩ ɩwɩ adánsɩɛ, ánɩ́ igyi ɔnɔkwalɩ. Ɔtamawá afunu. 
1JN.5.7	Atɔ́ asa légyi Yesu ɩwɩ adánsɩɛ. 
1JN.5.8	Mʋ́gyí, Ɔŋɛ Wankɩ́hɛ́, ntsu pʋ́ obugya. Atɔ́ asa ánfɩ fɛ́ɛ́ lɛblɩ́ toku kʋlɛ. 
1JN.5.9	Nɩ́ ahá begyi adánsɩɛ súná anɩ, anɩtohogyi a, mʋ́mʋ́ ilehián ánɩ́ abɔ́hɔ Bulu klɛ́ dʋn. Tsúfɛ́ mʋ onutó légyi mʋ Bi ámʋ ɩwɩ adánsɩɛ. 
1JN.5.10	Ɔhagyíɔha ánɩ́ ɔlɔhɔ Bulu mʋ Bi ámʋ gyi lahɔ Bulu adánsɩɛ ánfɩsʋ gyi mʋ klʋntɔ. Alɩ kɛ́n ɔhagyíɔha ánɩ́ ɔmɔhɔ Bulu adánsɩɛ ánfɩsʋ gyi dɛ́ mʋ afunutɔ wa nɩ́. Tsúfɛ́ ɔmɔhɔ adánsɩɛ ámʋ́ʋ́ Bulu légyi tsu mʋ Bi ɩwɩ ámʋsʋ gyi. 
1JN.5.11	Adánsɩɛ ámʋ gyí, Bulu lapʋ́ nkpa ánɩ́ ɩtamatá há anɩ tsʋn mʋ Bi ámʋsʋ. 
1JN.5.12	Ɔhagyíɔha ánɩ́ ɔbʋ Bulu mʋ Bi ámʋ bʋ nkpa ánɩ́ ɩtamatá. Alɩ kɛ́n ɔhagyíɔha ánɩ́ ɔma Bulu mʋ Bi ámʋ má nkpa ánɩ́ ɩtamatá nɩ́.
1JN.5.13	Mlɩlahɔ Bulu mʋ Bi ámʋ gyi. Mʋ́ sʋ ndɛ ɔwʋlʋ́ ánfɩ wanlɩ́n sɩ́sɩ́ mlɩ, mɛ́nɩ mlɛ́bɩ ánɩ́ mlɩbʋ nkpa ánɩ́ ɩtamatá. 
1JN.5.14	Tɔ́á ɩtɛhá anɩtɔwá klʋn yɔ́ Bulu ansɩ́tɔ́ gyí, akʋ́lɩ́ mʋ tógyítɔ́á igyi mʋ apɛ́ á, otonú anɩ ɔmɛ. 
1JN.5.15	Nɩ́ anɩyin ánɩ́ otonú anɩ ɔmɛ a, mʋ́mʋ́ akʋ́lɩ́ mʋ tógyítɔ́ á, anɩyin ánɩ́ ɔbɛ́ha anɩ.
1JN.5.16	Mʋ́ sʋ nɩ́ ɔkʋ owun mʋ ba Okristoyin dɛ́ lakpan bwɛ á, ɔbɔ́ɔ mpáɩ ha mʋ. Bulu ɔbɛ́ha mʋ nkpa. Ahá ánɩ́ amʋ́ lakpan mɛ́ɛkpa amʋ́ wá lowutɔ asʋ́n ndɛblɩ́. Lakpan kʋ bʋ ɩnʋá ɩtɛkpá ɔhá wá lowutɔ. Megyí ɔhá ánɩ́ ɔbwɛ́ lakpan ámʋ odu mbɛ́ɛ mlɩbɔ́ɔ mpáɩ ha. 
1JN.5.17	Lalahɛ kugyíkʋ igyi lakpan, támɛ lakpan kʋ bʋ ɩnʋá ɩtamakpá ɔha wá lowutɔ.
1JN.5.18	Anɩyin ánɩ́ ɔhá ánɩ́ alabwɛ́ Bulu mʋ bi ɔkʋkʋ tamatsíá bwɛ́ lakpan, tsúfɛ́ Bulu mʋ Bi ámʋ togyo mʋ ɩwɩ. Ɩ́nɩ sʋ Ɔbʋnsám tamatálɩ́ bwɛ́ mʋ tɔtɔ.
1JN.5.19	Anɩyin ánɩ́ Bulu ahá anɩgyí, támɛ Ɔbʋnsám dɛ́ ɔyɩ́tɔ́ ahá fɛ́ɛ́sʋ́ gyí.
1JN.5.20	Anɩyin ánɩ́ Bulu mʋ Bi ámʋ laba. Alahá anɩlanú asʋ́n asɩ, mɛ́nɩ abɛ́bɩ Bulu Ɔnɔkwalɩpʋ amʋ. Anɩa mʋnyɔ anɩlabwɛ́ kʋlɛ, anɩa mʋ Bi Yesu Kristo ɛ́ anɩlabwɛ́ kʋlɛ. Lɛ́lɛ́ á, mʋ nkʋlɛ pɛ́ gyí Bulu Ɔnɔkwalɩpʋ pʋ́ nkpa ánɩ́ ɩtamatá ámʋ nɩ.
1JN.5.21	Mʋ́ sʋ mɩ́ abí adwɛpʋ́, mlɩkɩ mlɩ ɩwɩ wankláán ɩkpɩsúmsʋ́.
2JN.1.1	Anɩ yín ánɩ́ Bulu lalɛ́, mɩ́ ɔpasua ɔhandɛ Yohane dɛ́ ɔwʋlʋ́ ánfɩ wanlɩ́n sɩ́sɩ́ fʋ́a fʋ́ abí. Ntɔdwɛ́ mlɩ fɛ́ɛ́ ɔnɔkwalɩ amʋtɔ. Megyí mɩ́ nkʋlɛ pɛ́ tɔdwɛ́ mlɩ, támɛ ɔhagyíɔha ánɩ́ oyin ɔnɔkwalɩ amʋ ɛ́. 
2JN.1.2	Tsúfɛ́ ɔnɔkwalɩ amʋ bʋ anɩtɔ, ibétsiá anɩtɔ brégyíbrɛ́.
2JN.1.3	Anɩ Sɩ́ Bulu mʋa mʋ Bi Yesu Kristo bʋgyíi anɩ bʋalɛ. Bʋwúun anɩ nwɛ, abʋha anɩ iwilwii, anɩ ahá ámʋ́ʋ́ anɩtɔdwɛ́ aba ɔnɔkwalɩsʋ ámʋ.
2JN.1.4	Ansɩ́ lɛhɩɛ́ gyi mɩ brɛ́á nowun ánɩ́ fʋ́ abí ámʋ akʋ bʋna ɔnɔkwalɩ ɔkpa ámʋsʋ, fɛ́ alɩá anɩ Sɩ́ Bulu lɛ́bláa anɩ. 
2JN.1.5	Anɩ yín ɔdwɛpʋ́, mlɩha adwɛ aba. Megyí mbla pɔpwɛ ndɛwanlɩ́n sɩ́sɩ́ fʋ́. Mbla ámʋ́ʋ́ anɩlɛ́bɩ tsú brɛ́ ámʋ́ʋ́ anɩlɔ́tsɔ hógyi amʋ nɩ. 
2JN.1.6	Nɩ́ fʋtɔdwɛ́ Bulu á, fégyi mʋ mblasʋ. Mbla ánɩ́ anɩlɛ́bɩ tsú brɛ́á anɩlɔ́tsɔ hógyi gyí, adwɛ́ɛ aba.
2JN.1.7	Ahá amlɛ́pʋ́ tsɔtsɔɔtsɔ baba ɔyɩ́ ánfɩtɔ. Bʋdɛblɩ́ bɛɛ Yesu Kristo mɛ́lɩn fɛ́ nyankpʋsa. Ahá ánfɩ gyí ahá amlɛ́pʋ́ pʋ́ Kristo alupʋ́ ámʋ nɩ. 
2JN.1.8	Mʋ́ sʋ mlɩkɩ wankláán, mɛ́nɩ mlɩ gyumagyihɛ mɔ́ɔbwɛ kpaalɩ, fɛ́kɩ mlénya mlɩ ɩkɔká fɛ́ɛ́.
2JN.1.9	Ɔhagyíɔha ánɩ́ ɔmɛdɛ́ Kristo atosunáhɛ́ amʋtɔ, ɔlɔtsʋn mʋ́ ɔma yɔ́ ɔdɛ tɔ bambá suná á, mʋa Bulu bʋmegyí kʋlɛ. Támɛ ɔhá ánɩ́ ɔdɛ Kristo atosunáhɛ́ amʋtɔ á, mʋa anɩ Sɩ́ pʋ́ Mʋ Bi ámʋ fɛ́ɛ́ bʋgyi kʋlɛ. 
2JN.1.10	Nɩ́ ɔkʋ ɔbá mlɩ wá, ɔmɛdɛ́ Kristo atosunáhɛ́ anfɩ suná á, mlɩmáhɔ mʋ wá mlɩ wóyítɔ́, mlɩmátsulá mʋ itsiá. 
2JN.1.11	Ɔhagyíɔha ánɩ́ otsúlá mʋ itsiá latsá mʋ lakpan ámʋ́ʋ́ ɔdɛbwɛ ámʋ bwɛ.
2JN.1.12	Asʋ́n tsɔtsɔɔtsɔ bʋ ɩnʋá tɛkɩ nɛ́bláa mlɩ, támɛ mmedékléá nɔ́wanlɩ́n mʋ́ sɩ́sɩ́ mlɩ. Mboún ndɛ ɔkpa kɩ́ɩ ánɩ́ nɛ́ba mlɩ wá, mɛ́nɩ mɩ́a mlɩnyɔ abétsiá asɩ, atɔɩ nya ansigyí wankláán.
2JN.1.13	Fʋ́ píó tsɩ́hɛ́ ámʋ́ʋ́ Bulu lalɛ́ ámʋ abí bɛhá fʋ́ itsiá.
3JN.1.1	Mɩ́ ɔdwɛpʋ́ Gaio, ntɔdwɛ́ fʋ́ ɔnɔkwalɩ amʋtɔ. Mɩ́ ɔpasua ɔhandɛ Yohane dɛ́ ɔwʋlʋ́ ánfɩ wanlɩ́n sɩ́sɩ́ fʋ́.
3JN.1.2	Mɩ́ ɔdwɛpʋ́, ndehógyiá ɩwɩ bʋ fʋ ɔnlɩn, tógyítɔ́ ɛ́ ɩna wankláán fɛ́ alɩá fʋ́dɛ fʋ́ Bulu súm. 
3JN.1.3	Ansɩ́ lɛhɩɛ́ gyi mɩ brɛ́á apíó akʋ bɛba bɛbláa anɩ alɩá fʋdɛ Bulu mbla ámʋsʋ gyí, pʋ́ alɩá fʋna ɔnɔkwalɩ ɔkpa ámʋsʋ. 
3JN.1.4	Brégyíbrɛ́á nonú alɩá mɩ́ abí Akristofɔ bʋna ɔnɔkwalɩ ɔkpa ámʋsʋ á, ɩtɛhɩ́ɛ́ wá mɩ́ ansigyí.
3JN.1.5	Mɩ́ ɔdwɛpʋ́, ɩtɔ wankláán fʋ́dɛbwɛ, fʋ́dɛ anɩ apíósʋ́ kɩ́ɩ, títriu afɔɔ́ ámʋ. 
3JN.1.6	Amʋ́tɔ́ akʋ baba bɛbláa anɩ ɔpasua ámʋ alɩá fɛkɩ amʋ́sʋ́ fɛ́ɛ́. Bɔ mbɔ́dɩ́ afʋsi amʋ́ ɔkpa alɩá ibégyi Bulu ansɩ́ ɛ́. 
3JN.1.7	Tsúfɛ́ Kristo sʋ bʋ́na. Bʋmɛdɛ́ tɔtɔ hɔ́ɔ tsu ahá ánɩ́ bʋmegyí Akristofɔ wá. 
3JN.1.8	Ilehián ánɩ́ abɛ́kɩ ahá ánfɩ odusʋ alɩ, fɛ́kɩ anɩa amʋ́nyɔ abɔ́bwɛ kʋlɛ yɔ́ ɔnɔkwalɩ agyʋ́má ámʋ.
3JN.1.9	Nawánlɩ́n ɔwʋlʋ́ kʋ sɩ́sɩ́ mlɩ dodo, támɛ Diotrefe dékléá ɔbɔ́bwɛ mʋ ɩwɩ ɔpasua ɔhandɛ. Mʋ́ sʋ ɔmɛdɛ́ anɩ pʋbwɛ́ tɔtɔ. 
3JN.1.10	Nɩ́ nɛbá mlɩ wá á, nɛ́bláa mlɩ mʋ asʋn laláhɛá ɔdɛblɩ́ tsú anɩ ɩwɩ. Mʋ́á ɩma alɛ kʋ́ráá gyí, ɔbɛ́ɛ, mʋmɔ́ɔhɔ apíó ámʋ afɔɔ́. Ɔdɛ ahá ɛ́ itin ka ɔbɛ́ɛ, bʋmákɩ amʋ́sʋ́, ɔdɛ ahá ánɩ́ bɛkɩ amʋ́sʋ́ ɛ́ gyáa lɛ ɔpasua ámʋtɔ.
3JN.1.11	Mɩ́ adwɛpʋ́, mlɩmákasɩ́ mʋ bwɛhɛ́ laláhɛ anfɩ. Mboún mlɩkasɩ yilé abwɛpʋ́ ámʋ bwɛhɛ́. Ɔhagyíɔha ánɩ́ ɔtɔbwɛ́ yilé á, Bulu mʋ bi ógyi, támɛ ɔhá ánɩ́ ɔtɔbwɛ́ lalahɛ mʋ́ méyín Bulu.
3JN.1.12	Demetrio mʋ́ á, ɔhagyíɔha tɛtɩ́ mʋ ɩdayilé. Mʋ tsiátɔ́ ɛ́ idesuná ánɩ́ ɔha wankláán ogyi. Mɩ́ ɛ́ ntɛtɩ́ mʋ ɩdayilé. Mlɩyin ánɩ́ mɩ́ asʋn blɩ́hɛ́ igyi ɔnɔkwalɩ.
3JN.1.13	Tɛkɩ asʋ́n tsɔtsɔɔtsɔ bʋ ɩnʋá nɛ́bláa fʋ, támɛ mmedékléá nɔ́wanlɩ́n mʋ́ sɩ́sɩ́ fʋ́. 
3JN.1.14	Ndɛ ɔkpa kɩ́ɩ ánɩ́ ɩmɔ́ɔwa ɔpá kʋ́ráá nɛ́ba mlɩ wá, abétsiá asɩ tɔ́ɩ́.
3JN.1.15	Bulu ɔháa fʋ́ iwilwii.
3JN.1.15	Fʋ́ anyawíe fɛ́ɛ́ bɛhá fʋ́ itsiá. Nɛhá anɩ anyawíe amʋtɔ okugyíɔkʋ ɛ́ itsiá.
JUD.1.1	Mɩ́ Yesu Kristo osúmbi Yuda, Yakobo mʋ pio dɛ́ ɔwʋlʋ́ ánfɩ wanlɩ́n sɩ́sɩ́ ahá ánɩ́ anɩ Sɩ́ Bulu lɛ́tɩ, ɔtɔdwɛ́ amʋ́, Yesu Kristo dɛ́ amʋ́sʋ́ kɩ́ɩ.
JUD.1.2	Ndɛ Bulu kokóli mbɛ́ɛ, ɔhɩ́ɛ wun mlɩ nwɛ, ɔha mlɩ iwilwii pʋ́ ɔdwɛ.
JUD.1.3	Apíó adwɛpʋ́, tɛkɩ nahɩ́ɛ́ bwɛ́ agywɩɩn ánɩ́ nɔ́wanlɩ́n mlɩ ɔwʋlʋ́ tsú nkpa ámʋ́ʋ́ Bulu lahɔ mɩ́a mlɩnyɔ ámʋ ɩwɩ. Támɛ ilehián ánɩ́ nɔ́wanlɩ́n kókóli mlɩ, amlɩprɩ hógyi amʋ́ʋ́ Bulu lapʋ́há mʋ ahá ɔtsáwʋlɛ pɛ́ ámʋ nwun. 
JUD.1.4	Tsúfɛ́ aha akʋ baŋáín bowie mlɩtɔ. Ahá ánfɩ adá ɩda ɔwʋlʋ́tɔ́ dodo há ɩsʋbɩtɩ́, tsúfɛ́ bʋtamanyá Bulu ifú. Bʋdɛblɩ́ bɛɛ, ɩ́nɩá Bulu tesí anɩ lakpan kíé anɩ sʋ á, abɛ́talɩ́ tsíá tsiátɔ́ laláhɛ. Bakʋ́sʋ́ lɩ́ɩ́ anɩ Wíe pʋ́ anɩ Ɔkpapʋ́ Yesu Kristo ɔkʋlɛ pɛ́ ámʋsʋ.
JUD.1.5	Mlɩyin asʋ́n ánfɩ fɛ́ɛ́ dodo, támɛ ntráa kaɩn mlɩ ánɩ́ anɩ Wíe Bulu
JUD.1.6	Mlɩkaɩn ánɩ́ 
JUD.1.7	Sodom mʋ́a Gomorafɔ pʋ́ nkuda ánɩ́ ɩlɛkafía amʋ́ ɛ́ betsiá wá atsɩ mʋ́a ayin asʋ́n. Alɩ kɛ́n Bulu lɛ́ha ogyá ánɩ́ ɩtamadun lɔ́hɔ amʋ́ awúlu fɛ́ɛ́, pʋ́dá ahá fɛ́ɛ́ ɔlá nɩ́.
JUD.1.8	Alɩ́ nkude akúnpʋ anfɩ ɛ́ bʋtokun nkude nɩ. Ɩtɛhá amʋ́ bʋtɔbwɛ́ lakpan pʋ́kpɔ́ɩ́ amʋ́ ɩwɩ, bʋtamanyá Bulu túmi ifú. Bʋtɛblɩ́ abususʋ pʋ́kpɔ́ɩ́ ɔŋɛ́á ɩbʋ numnyam ɛ́. 
JUD.1.9	Bulu-ɔbɔpʋ dɛhɛn Mikael kʋ́ráá mɛ́blɩ́ asʋn laláhɛ brɛ́á mʋa Ɔbʋnsám bɛprɩ́ɩ Mose fúli. Tɔ́á ɔlɛblɩ́ gyí, “Bulu ɔwáa ɩyɩn wa fʋ!” 
JUD.1.10	Támɛ ahá ánfɩ mʋ́ bʋtɛblɩ́ asʋn laláhɛ tsú tɔ́á bʋmonu mʋ́ asɩ ɩwɩ. Amʋ́ bwɛhɛ́ lɛlɩan mbwɩá bʋma agywɩɩn. Mʋ́gyí tɔ́á ɩtɛhɩ́ amʋ́ ɛ́ nɩ́. 
JUD.1.11	Alɩ ahá ámʋ bʋgyɔ́wɩ! Tsúfɛ́ bapʋ́ 
JUD.1.12	Ahá ánfɩ bʋtɔpʋ́ ifin da ɩkʋlɛbwɛ atogyihɛ amʋ. Nɩ́ mlɩa amʋ́nyɔ mlɩdɛ́ atógyí a, pɛ́lɩ tamakɩ́tá amʋ́. Akpapʋ́ bʋgyi, támɛ amʋ́ nkʋlɛ klɛ́ bʋtɛkɩ. Bʋgyi fɛ́ agyindeá ɩtamatswie, afú tɔtsʋan mʋ́ nátɩ́. Bʋgyi fɛ́ nyíá ɩtamaswíé ntɛ́ɛ bapúlí mʋ́, tú mʋ́ asɩ, ɩlawú plɩ́plɩ́plɩ́plɩ́. 
JUD.1.13	Amʋ́ pɛ́lɩla bʋ nyányáa fɛ́ ntsusʋ-afuá ɩtɛda bobun ogbémgbesʋ. Bʋgyi fɛ́ ntsrakpabiá ɩna dɛtsʋ́ʋn nwʋlʋ́táasʋ kɛkɛ. Amʋ́ otsiákpá gyí oklún tuun ánɩ́ Bulu lɛ́layáɩ́ há amʋ́ brɛ́ fɛ́ɛ́tɔ́.
JUD.1.15	Ɔbá begyi ɔyɩ́tɔ́ ahá fɛ́ɛ́ asʋ́n, ɔbɩtɩ ahá ánɩ́ bʋtamanyá mʋ ifú ɩsʋ. Amʋ́ lalahɛá babwɛ́ pʋ́kʋ́sʋ́ lɩ́ɩ́ mʋsʋ, pʋ́ mʋ ɩwɩ asʋn laláhɛá bablɩ́ sʋ!”
JUD.1.16	Ahá ánfɩ bʋtɔtɔ́ɩ́ ahásʋ, lɛ́ ahá ɩlá, bwɛ́ lalahɛ kugyíkʋá bʋdeklé. Bʋtotsú ɩwɩ, bun ahá kpantsapa, mɛ́nɩ bénya tɔ́á bʋdeklé.
JUD.1.17	Támɛ apíó adwɛpʋ́, mlɩkaɩn asʋ́n ánɩ́ anɩ Wíe Yesu Kristo 
JUD.1.18	Bɛbláa mlɩ bɛɛ, “Nkɛ tráhɛ amʋtɔ á, ahinlá abwɛpʋ́ bɛ́ba. Bóbuo amʋ́ ɔwɔ́lɩ laláhɛ.” 
JUD.1.19	Bʋbʋ mlɩtɔ dodo. Amʋ́ dɛ́ mlɩ nsɩnɛ́ yintá nɩ́. Amʋ́ onutó agywɩɩn dɛ́ amʋ́ kpa, tsúfɛ́ Ɔŋɛ Wankɩ́hɛ́ amʋ má amʋ́tɔ́. 
JUD.1.20	Támɛ apíó adwɛpʋ́, mlɩ mʋ́ á, mlɩpwɛ mlɩ tsiátɔ́ dɩnka mlɩ hógyi wankɩ́hɛ́ amʋsʋ. Mlɩbɔ mpáɩ Ɔŋɛ Wankɩ́hɛ́ amʋ túmitɔ. 
JUD.1.21	Mlɩtsia tsiátɔ́á Bulu ɔdwɛ lasúná mlɩ, brɛ́ ánfɩ mlɩgyó anɩ Wíe Yesu Kristo ánɩ́ ɔbɛ́ba bowun mlɩ nwɛ, há mlɩ nkpa ánɩ́ ɩtamatá ánfɩ.
JUD.1.22	Mlɩwun ahá ánɩ́ asʋ́n ámʋ ɩmɛdɛ́ amʋ́ wankɩ́ nwɛ. 
JUD.1.23	Mlɩprɩ akʋ lɛ ogyá ámʋtɔ, pʋhɔ amʋ́ nkpa. Mlɩwun akʋ nwɛ ifúsʋ́. Mlɩkɩ wankláán ánɩ́ amʋ́ lalahɛ amʋ ɩmɛ́ɛtsankɩ́ mlɩ.
JUD.1.24	Mʋtɛ́há anɩtamadɩda. Mʋtɛ́lɛ́ lalahɛ lɛ́ anɩ ɩwɩ, kpá anɩ ba numnyam amʋ́ʋ́ ɩbʋ bomlí mʋ amʋ asɩ ansigyítɔ́. 
JUD.1.25	Mʋ nkʋlɛ gyí Bulu pʋ́ anɩ Ɔhɔ́pʋ. Numnyam, obú, ɔwʋnlɩ́n pʋ́ túmi ɩtsʋ́ʋn anɩ Wíe Yesu Kristosʋ ɩtʋ mʋ. Tsú brɛ́á ɔyɩ́ mɔkʋ́tsúa asɩ, bɔtʋ ndɛ pʋ́ya brɛ́ fɛ́ɛ́. 
REV.1.1	Ɩ́nɩ gyí atɔ́á Bulu lɛ́ha Yesu Kristo lɛ́lɛ súná mʋ asúmpʋ́ tsú tɔ́á ɩbɛ́ba nkɛ ánfɩtɔ ɩwɩ nɩ́. Yesu lɔ́wa 
REV.1.2	Yohane légyí tógyítɔ́á olowun ɩwɩ adánsɩɛ. Olegyi Bulu asʋ́n ámʋ pʋ́ asʋ́n ánɩ́ Yesu Kristo lɛ́bláa mʋ fɛ́ɛ́ ɩwɩ adánsɩɛ ɔnɔkwalɩsʋ. 
REV.1.3	Bulu obóyulá ɔhá ánɩ́ ɔtɛkla mʋ ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ asʋn wanlɩ́nhɛ́ anfɩ súná Kristo ɔpasua ámʋ. Obóyulá ahá ánɩ́ bʋtonú asʋ́n ámʋ, gyi dɩnká mʋ́sʋ́ ɛ́; tsúfɛ́ mʋ́ fɛ́ɛ́ bábɩ lafʋn ta.
REV.1.4+REV.1.5	Mɩ́ Yohane dɛ́ ɔwʋlʋ́ ánfɩ wanlɩ́n sɩ́sɩ́ Kristo ɔpasua asienɔ́á mlɩbʋ Asia ɔmátɔ́.
