GEN.1.1	In the beginning
DAN.4.3	and his dominion is from generation to generation.
DAN.4.4	I, Nebuchadnezzar, was at ease in my house and flourishing in my palace.
DAN.4.5	I had a dream, and it frightened me; while in my bed, the images and visions in my mind alarmed me.
DAN.4.6	So I issued a decree
DAN.4.7	When the magicians, mediums, Chaldeans, and diviners came in, I told them the dream, but they could not make its interpretation known to me.
DAN.4.8	Finally Daniel, named Belteshazzar
DAN.4.9	“Belteshazzar, head of the magicians, because I know that you have the spirit of the holy gods
DAN.4.10	In the visions of my mind as I was lying in bed, I saw this:
DAN.4.10	There was a tree in the middle of the earth,
DAN.4.10	and it was very tall.
DAN.4.11	The tree grew large and strong;
DAN.4.11	its top reached to the sky,
DAN.4.11	and it was visible to the ends of the
DAN.4.12	Its leaves were beautiful, its fruit was abundant,
DAN.4.12	and on it was food for all.
DAN.4.12	Wild animals found shelter under it,
DAN.4.12	the birds of the sky
DAN.4.12	and every creature was fed from it.
DAN.4.13	“As I was lying in my bed, I also saw in the visions of my mind a watcher, a holy one,
DAN.4.14	He called out loudly:
DAN.4.14	Cut down the tree and chop off its branches;
DAN.4.14	strip off its leaves and scatter its fruit.
DAN.4.14	Let the animals flee from under it,
DAN.4.14	and the birds from its branches.
DAN.4.15	But leave the stump with its roots in the ground
DAN.4.15	and with a band of iron and bronze around it
DAN.4.15	in the tender grass of the field.
DAN.4.15	Let him be drenched with dew from the sky
DAN.4.15	and share the plants of the earth
DAN.4.15	with the animals.
DAN.4.16	Let his mind be changed from that of a human,
DAN.4.16	and let him be given the mind of an animal
DAN.4.16	for seven periods of time.
DAN.4.17	This word is by decree of the watchers,
DAN.4.17	and the decision is by command from the holy ones.
DAN.4.17	This is so that the living will know
DAN.4.17	that the Most High is ruler
DAN.4.17	over human kingdoms.
DAN.4.17	He gives them to anyone he wants
DAN.4.17	and sets the lowliest of people over them.
DAN.4.18	This is the dream that I, King Nebuchadnezzar, had. Now, Belteshazzar, tell me the interpretation, because none of the wise men of my kingdom can make the interpretation known to me.
DAN.4.19	Then Daniel, whose name is Belteshazzar, was stunned for a moment, and his thoughts alarmed him. The king said, “Belteshazzar, don’t let the dream or its interpretation alarm you.”
DAN.4.19	Belteshazzar answered, “My lord, may the dream apply to those who hate you, and its interpretation to your enemies!
DAN.4.20	The tree you saw, which grew large and strong, whose top reached to the sky and was visible to the whole earth, 
DAN.4.21	and whose leaves were beautiful and its fruit abundant — and on it was food for all, under it the wild animals lived, and in its branches the birds of the sky lived —  
DAN.4.22	that tree is you, Your Majesty. For you have become great and strong: your greatness has grown and even reaches the sky, and your dominion extends to the ends of the earth.
DAN.4.23	“The king saw a watcher, a holy one, coming down from heaven and saying, ‘Cut down the tree and destroy it, but leave the stump with its roots in the ground and with a band of iron and bronze around it in the tender grass of the field. Let him be drenched with dew from the sky and share food with the wild animals for seven periods of time.’ 
DAN.4.24	This is the interpretation, Your Majesty, and this is the decree of the Most High that has been issued against my lord the king:
DAN.4.25	You will be driven away from people to live with the wild animals. You will feed on grass like cattle
DAN.4.26	As for the command to leave the tree’s stump with its roots, your kingdom will be restored
DAN.4.27	Therefore, may my advice seem good to you my king. Separate yourself from your sins by doing what is right,
DAN.4.28	All this happened to King Nebuchadnezzar.
DAN.4.29	At the end of twelve months, as he was walking on the roof of the royal palace in Babylon, 
DAN.4.30	the king exclaimed, “Is this not Babylon the Great that I have built to be a royal residence by my vast power and for my majestic glory?” 
DAN.4.31	While the words were still in the king’s mouth, a voice came from heaven: “King Nebuchadnezzar, to you it is declared that the kingdom has departed from you.
DAN.4.32	You will be driven away from people to live with the wild animals, and you will feed on grass like cattle for seven periods of time, until you acknowledge that the Most High is ruler over human kingdoms, and he gives them to anyone he wants.”
DAN.4.33	At that moment the message against Nebuchadnezzar was fulfilled. He was driven away from people. He ate grass like cattle, and his body was drenched with dew from the sky, until his hair grew like eagles’ feathers and his nails like birds’ claws.
DAN.4.34	But at the end of those days, I, Nebuchadnezzar, looked up to heaven, and my sanity returned to me. Then I praised the Most High and honored and glorified him who lives forever:
DAN.4.34	For his dominion is an everlasting dominion,
DAN.4.34	and his kingdom is from generation to generation.
DAN.4.35	All the inhabitants of the earth are counted as nothing,
DAN.4.35	and he does what he wants
DAN.4.35	and the inhabitants of the earth.
DAN.4.35	There is no one who can block his hand
DAN.4.35	or say to him, “What have you done?” 
DAN.4.36	At that time my sanity returned to me, and my majesty and splendor returned to me for the glory of my kingdom. My advisers and my nobles sought me out, I was reestablished over my kingdom, and even more greatness came to me.
DAN.4.37	Now I, Nebuchadnezzar, praise, exalt, and glorify the King of the heavens, because all his works are true and his ways are just.
DAN.5.1	King Belshazzar
DAN.5.2	Under the influence of
DAN.5.3	So they brought in the gold
DAN.5.4	They drank the wine and praised their gods made of gold and silver, bronze, iron, wood, and stone.
DAN.5.5	At that moment the fingers of a man’s hand appeared and began writing on the plaster of the king’s palace wall next to the lampstand. As the king watched the hand
DAN.5.6	his face turned pale,
DAN.5.7	The king shouted to bring in the mediums, Chaldeans, and diviners. He said to these wise men of Babylon, “Whoever reads this inscription and gives me its interpretation will be clothed in purple, have a gold chain around his neck,
DAN.5.8	So all the king’s wise men came in, but none could read the inscription or make its interpretation known to him. 
DAN.5.9	Then King Belshazzar became even more terrified, his face turned pale,
DAN.5.10	Because of the outcry of the king and his nobles, the queen
DAN.5.11	There is a man in your kingdom who has a spirit of the holy gods in him.
DAN.5.12	did this because Daniel, the one the king named Belteshazzar, was found to have an extraordinary spirit, knowledge and intelligence, and the ability to interpret dreams, explain riddles, and solve problems.
DAN.5.13	Then Daniel was brought before the king. The king said to him, “Are you Daniel, one of the Judean exiles that my predecessor the king brought from Judah?
DAN.5.14	I’ve heard that you have a spirit of the gods in you, and that insight, intelligence, and extraordinary wisdom are found in you. 
DAN.5.15	Now the wise men and mediums were brought before me to read this inscription and make its interpretation known to me, but they could not give its interpretation. 
DAN.5.16	However, I have heard about you that you can give interpretations and solve problems. Therefore, if you can read this inscription and give me its interpretation, you will be clothed in purple, have a gold chain around your neck, and have the third highest position in the kingdom.”
DAN.5.17	Then Daniel answered the king, “You may keep your gifts and give your rewards to someone else;
DAN.5.18	Your Majesty, the Most High God gave sovereignty,
DAN.5.19	Because of the greatness he gave him, all peoples, nations, and languages
DAN.5.20	But when his heart was exalted and his spirit became arrogant,
DAN.5.21	He was driven away from people,
DAN.5.22	“But you his successor, Belshazzar, have not humbled your heart,
DAN.5.23	Instead, you have exalted yourself against the Lord of the heavens. The vessels from his house were brought to you, and as you and your nobles, wives, and concubines drank wine from them,
DAN.5.24	Therefore, he sent the hand, and this writing was inscribed.
DAN.5.25	“This is the writing that was inscribed: M
DAN.5.26	This is the interpretation of the message:
DAN.5.26	‘Mene’
DAN.5.27	‘Tekel’
DAN.5.28	‘Peres’
DAN.5.29	Then Belshazzar gave an order, and they clothed Daniel in purple, placed a gold chain around his neck,
DAN.5.30	That very night Belshazzar the king of the Chaldeans was killed, 
DAN.5.31	and Darius the Mede
DAN.6.1	Darius decided
DAN.6.2	and over them three administrators, including Daniel.
DAN.6.3	Daniel
DAN.6.4	The administrators and satraps, therefore, kept trying to find a charge against Daniel
DAN.6.5	Then these men said, “We will never find any charge against this Daniel unless we find something against him concerning the law of his God.”
DAN.6.6	So the administrators and satraps went together to the king and said to him, “May King Darius live forever.
DAN.6.7	All the administrators of the kingdom,
DAN.6.8	Therefore, Your Majesty, establish the edict
DAN.6.9	So King Darius signed the written edict.
DAN.6.10	When Daniel learned that the document had been signed, he went into his house. The windows in its upstairs room opened toward Jerusalem,
DAN.6.11	Then these men went as a group and found
DAN.6.12	So they approached the king
DAN.6.12	The king answered, “As a law of the Medes and Persians, the order stands
DAN.6.13	Then they replied to the king, “Daniel, one of the Judean exiles, has ignored you,
DAN.6.14	As soon as the king heard this, he was very displeased; he set his mind on rescuing Daniel
DAN.6.15	Then these men went together to the king and said to him, “You know, Your Majesty, that it is a law of the Medes and Persians that no edict or ordinance the king establishes can be changed.”
DAN.6.16	So the king gave the order, and they brought Daniel and threw him into the lions’ den.
DAN.6.17	A stone was brought and placed over the mouth of the den.
DAN.6.18	Then the king went to his palace and spent the night fasting.
DAN.6.19	At the first light of dawn the king got up and hurried to the lions’ den. 
DAN.6.20	When he reached the den, he cried out in anguish to Daniel. “Daniel, servant of the living God,” the king said,
DAN.6.21	Then Daniel spoke with the king: “May the king live forever. 
DAN.6.22	My God sent his angel
DAN.6.23	The king was overjoyed and gave orders to take Daniel out of the den. When Daniel was brought up from the den, he was found to be unharmed, for he trusted in his God.
DAN.6.24	The king then gave the command, and those men who had maliciously accused Daniel
DAN.6.25	Then King Darius wrote to those of every people, nation, and language who live on the whole earth: “May your prosperity abound.
DAN.6.26	I issue a decree
DAN.6.26	For he is the living God,
DAN.6.26	and he endures forever;
DAN.6.26	his kingdom will never be destroyed,
DAN.6.26	and his dominion has no end.
DAN.6.27	He rescues and delivers;
DAN.6.27	he performs signs and wonders
DAN.6.27	in the heavens and on the earth,
DAN.6.27	for he has rescued Daniel
DAN.6.27	from the power of the lions.”
DAN.6.28	So Daniel prospered
DAN.7.1	In the first year of King Belshazzar of Babylon, Daniel had a dream with visions in his mind
DAN.7.2	Daniel said, “In my vision at night I was watching, and suddenly the four winds of heaven
DAN.7.3	Four huge beasts
DAN.7.4	“The first was like a lion
DAN.7.5	“Suddenly, another beast appeared, a second one, that looked like a bear.
DAN.7.6	“After this, while I was watching, suddenly another beast appeared. It was like a leopard
DAN.7.7	“After this, while I was watching in the night visions, suddenly a fourth beast
DAN.7.8	“While I was considering the horns, suddenly another horn,
DAN.7.9	“As I kept watching,
DAN.7.9	thrones were set in place,
DAN.7.9	and the Ancient of Days took his seat.
DAN.7.9	His clothing was white like snow,
DAN.7.9	and the hair of his head like whitest wool.
DAN.7.9	His throne was flaming fire;
DAN.7.9	its wheels were blazing fire.
DAN.7.10	A river of fire was flowing,
DAN.7.10	coming out from his presence.
DAN.7.10	Thousands upon thousands
DAN.7.10	ten thousand times ten thousand
DAN.7.10	The court was convened,
DAN.7.10	and the books were opened.
DAN.7.11	“I watched, then, because of the sound of the arrogant words the horn was speaking. As I continued watching, the beast was killed and its body destroyed and given over to the burning fire.
DAN.7.12	As for the rest of the beasts, their dominion was removed, but an extension of life was granted to them for a certain period of time.
DAN.7.13	I continued watching in the night visions,
DAN.7.13	and suddenly one like a son of man
DAN.7.13	was coming with the clouds of heaven.
DAN.7.13	He approached the Ancient of Days
DAN.7.13	and was escorted before him.
DAN.7.14	He was given dominion,
DAN.7.14	and glory, and a kingdom;
DAN.7.14	so that those of every people,
DAN.7.14	nation, and language
DAN.7.14	should serve
DAN.7.14	His dominion is an everlasting
DAN.7.14	that will not pass away,
DAN.7.14	and his kingdom is one
DAN.7.14	that will not be destroyed.
DAN.7.15	“As for me, Daniel, my spirit was deeply distressed within me,
DAN.7.16	I approached one of those who were standing by and asked him
DAN.7.17	‘These huge beasts, four in number, are four kings who will rise from the earth. 
DAN.7.18	But the holy ones of the Most High will receive the kingdom and possess it forever, yes, forever and ever.’
DAN.7.19	“Then I wanted to be clear about the fourth beast,
DAN.7.20	I also wanted to know about the ten horns
DAN.7.21	As I was watching, this horn waged war
DAN.7.22	until the Ancient of Days arrived and a judgment
DAN.7.23	“This is what he said: ‘The fourth beast will be a fourth kingdom on the earth, different from all the other kingdoms. It will devour the whole earth, trample it down, and crush it. 
DAN.7.24	The ten horns
DAN.7.25	He will speak words against the Most High
DAN.7.26	But the court will convene,
DAN.7.27	The kingdom, dominion, and greatness of the kingdoms under all of heaven will be given to the people, the holy ones of the Most High. His kingdom will be an everlasting kingdom,
DAN.7.28	“This is the end of the account. As for me, Daniel, my thoughts terrified me greatly,
DAN.8.1	In the third year of King Belshazzar’s
DAN.8.2	I saw the vision, and as I watched, I was in the fortress city of Susa,
DAN.8.3	I looked up,
DAN.8.4	I saw the ram charging to the west, the north, and the south.
DAN.8.5	As I was observing, a male goat appeared, coming from the west across the surface of the entire earth without touching the ground. The goat had a conspicuous horn
DAN.8.6	He came toward the two-horned ram I had seen standing beside the canal and rushed at him with savage fury. 
DAN.8.7	I saw him approaching the ram, and infuriated with him, he struck the ram, breaking his two horns, and the ram was not strong enough to stand against him. The goat threw him to the ground and trampled him, and there was no one to rescue the ram from his power. 
DAN.8.8	Then the male goat acted even more arrogantly,
DAN.8.9	From one of them a little horn
DAN.8.10	It grew as high as the heavenly army, made some of the army and some of the stars
DAN.8.11	It acted arrogantly
DAN.8.12	In the rebellion, the army was given up, together with the regular sacrifice. The horn threw truth to the ground and was successful
DAN.8.13	Then I heard a holy one speaking,
DAN.8.14	He said to me,
DAN.8.15	While I, Daniel, was watching the vision and trying to understand it, there stood before me someone who appeared to be a man.
DAN.8.16	I heard a human voice calling from the middle of the Ulai: “Gabriel,
DAN.8.17	So he approached where I was standing; when he came near, I was terrified and fell facedown.
DAN.8.18	While he was speaking to me, I fell into a deep sleep,
DAN.8.19	and said, “I am here to tell you what will happen at the conclusion of the time of wrath, because it refers to the appointed time of the end.
DAN.8.20	The two-horned ram
DAN.8.21	The shaggy goat represents the king of Greece, and the large horn between his eyes represents the first king.
DAN.8.22	The four horns that took the place of the broken horn represent four kingdoms. They will rise from that nation, but without its power.
DAN.8.23	Near the end of their kingdoms,
DAN.8.23	when the rebels have reached
DAN.8.23	the full measure of their sin,
DAN.8.23	a ruthless
DAN.8.23	will come to the throne.
DAN.8.24	His power will be great,
DAN.8.24	but it will not be his own.
DAN.8.24	He will cause outrageous destruction
DAN.8.24	and succeed in whatever he does.
DAN.8.24	He will destroy the powerful
DAN.8.24	along with the holy people.
DAN.8.25	He will cause deceit to prosper
DAN.8.25	through his cunning and by his influence,
DAN.8.25	and in his own mind he will exalt himself.
DAN.8.25	He will destroy many in a time of peace;
DAN.8.25	he will even stand against the Prince of princes.
DAN.8.25	Yet he will be broken — not by human hands.
DAN.8.26	The vision of the evenings and the mornings
DAN.8.26	that has been told is true.
DAN.8.26	Now you are to seal up the vision
DAN.8.26	because it refers to many days in the future.”
DAN.8.27	I, Daniel, was overcome and lay sick for days.
DAN.9.1	In the first year of Darius,
DAN.9.2	in the first year of his reign, I, Daniel, understood from the books according to the word of the 
DAN.9.3	So I turned my attention to the Lord God to seek him by prayer and petitions, with fasting, sackcloth, and ashes.
DAN.9.4	I prayed to the 
DAN.9.4	Ah, Lord — the great and awe-inspiring God
DAN.9.5	we have sinned,
DAN.9.6	We have not listened to your servants the prophets,
DAN.9.7	Lord, righteousness belongs to you,
DAN.9.8	, public shame
DAN.9.9	Compassion and forgiveness belong to the Lord our God, though we have rebelled against him 
DAN.9.10	and have not obeyed the 
DAN.9.11	All Israel has broken your law and turned away,
DAN.9.12	He has carried out his words
DAN.9.13	Just as it is written in the law of Moses,
DAN.9.14	So the 
DAN.9.15	Now, Lord our God, who brought your people out of the land of Egypt with a strong hand
DAN.9.16	Lord, in keeping with all your righteous acts, may your anger and wrath
DAN.9.17	Therefore, our God, hear the prayer and the petitions of your servant. Make your face shine
DAN.9.18	Listen closely,
DAN.9.19	Lord, hear! Lord, forgive! Lord, listen and act! My God, for your own sake, do not delay,
DAN.9.20	While I was speaking, praying, confessing my sin and the sin of my people Israel,
DAN.9.21	while I was praying, Gabriel,
DAN.9.22	He gave me this explanation: “Daniel, I’ve come now to give you understanding.
DAN.9.23	At the beginning of your petitions an answer went out, and I have come to give it, for you are treasured by God.
DAN.9.24	Seventy weeks are decreed
DAN.9.24	about your people and your holy city —
DAN.9.24	to bring the rebellion to an end,
DAN.9.24	to put a stop to sin,
DAN.9.24	to atone for iniquity,
DAN.9.24	to bring in everlasting righteousness,
DAN.9.24	to seal up vision and prophecy,
DAN.9.24	and to anoint the most holy place.
DAN.9.25	Know and understand this:
DAN.9.25	From the issuing of the decree
DAN.9.25	to restore and rebuild Jerusalem
DAN.9.25	until an Anointed One,
DAN.9.25	will be seven weeks and sixty-two weeks.
DAN.9.25	It will be rebuilt with a plaza and a moat,
DAN.9.25	but in difficult times.
DAN.9.26	After those sixty-two weeks
DAN.9.26	the Anointed One will be cut off
DAN.9.26	and will have nothing.
DAN.9.26	The people of the coming ruler
DAN.9.26	will destroy the city
DAN.9.26	The
DAN.9.26	and until the end there will be
DAN.9.26	desolations are decreed.
DAN.9.27	He will make a firm covenant
DAN.9.27	with many for one week,
DAN.9.27	but in the middle of the week
DAN.9.27	he will put a stop to sacrifice and offering.
DAN.9.27	And the abomination of desolation
DAN.9.27	will be on a wing
DAN.9.27	until the decreed destruction
DAN.9.27	is poured out on the desolator.”
DAN.10.1	In the third year of King Cyrus of Persia,
DAN.10.2	In those days I, Daniel, was mourning for three full weeks.
DAN.10.3	I didn’t eat any rich food,
DAN.10.4	On the twenty-fourth day of the first month,
DAN.10.5	I looked up, and there was a man dressed in linen,
DAN.10.6	His body was like beryl,
DAN.10.7	Only I, Daniel, saw the vision.
DAN.10.8	I was left alone, looking at this great vision.
DAN.10.9	I heard the words he said, and when I heard them I fell into a deep sleep,
DAN.10.10	Suddenly, a hand touched me and set me shaking on my hands and knees. 
DAN.10.11	He said to me, “Daniel, you are a man treasured by God.
DAN.10.12	“Don’t be afraid,
DAN.10.13	But the prince of the kingdom of Persia opposed me for twenty-one days. Then Michael,
DAN.10.14	Now I have come to help you understand what will happen to your people in the last days,
DAN.10.15	While he was saying these words to me, I turned my face toward the ground and was speechless.
DAN.10.16	Suddenly one with human likeness
DAN.10.17	How can someone like me,
DAN.10.18	Then the one with a human appearance touched me again and strengthened me.
DAN.10.19	He said, “Don’t be afraid,
DAN.10.19	As he spoke to me, I was strengthened and said, “Let my lord speak, for you have strengthened me.”
DAN.10.20	He said, “Do you know why I’ve come to you? I must return at once to fight against the prince of Persia, and when I leave, the prince of Greece will come.
DAN.10.21	However, I will tell you what is recorded in the book of truth. (No one has the courage to support me against those princes except Michael,
DAN.11.1	In the first year of Darius the Mede,
DAN.11.2	Now I will tell you the truth.
DAN.11.2	“Three more kings will arise in Persia, and the fourth will be far richer than the others. By the power he gains through his riches, he will stir up everyone against the kingdom of Greece.
DAN.11.3	Then a warrior king will arise; he will rule a vast realm and do whatever he wants.
DAN.11.4	But as soon as he is established, his kingdom will be broken up and divided to the four winds of heaven,
DAN.11.5	“The king of the South
DAN.11.6	After some years they will form an alliance, and the daughter of the king of the South will go to the king of the North
DAN.11.7	In the place of the king of the South, one from her family
DAN.11.8	He will take even their gods captive to Egypt, with their metal images and their precious articles of silver and gold.
DAN.11.9	who will enter the kingdom of the king of the South and then return to his own land.
DAN.11.10	“His sons will mobilize for war and assemble a large number of armed forces. They will advance, sweeping through like a flood,
DAN.11.11	Infuriated, the king of the South will march out to fight with the king of the North, who will raise a large army, but they will be handed over to his enemy. 
DAN.11.12	When the army is carried off, he will become arrogant and cause tens of thousands to fall, but he will not triumph. 
DAN.11.13	The king of the North will again raise a multitude larger than the first. After some years
DAN.11.14	“In those times many will rise up against the king of the South. Violent ones among your own people will assert themselves to fulfill a vision, but they will fail. 
DAN.11.15	Then the king of the North will come, build up a siege ramp,
DAN.11.16	The king of the North who comes against him will do whatever he wants,
DAN.11.17	He will resolve
DAN.11.18	Then he will turn his attention to the coasts and islands
DAN.11.19	He will turn his attention back to the fortresses of his own land, but he will stumble, fall,
DAN.11.20	“In his place one will arise who will send out a tax collector
DAN.11.21	“In his place a despised
DAN.11.22	A flood of forces will be swept away before him; they will be broken, as well as the covenant prince. 
DAN.11.23	After an alliance is made with him, he will act deceitfully. He will rise to power with a small nation.
DAN.11.24	During a time of peace,
DAN.11.25	“With a large army he will stir up his power and his courage against the king of the South. The king of the South will prepare for battle with an extremely large and powerful army, but he will not succeed, because plots will be made against him. 
DAN.11.26	Those who eat his provisions
DAN.11.27	The two kings, whose hearts are bent on evil, will speak lies
DAN.11.28	The king of the North will return to his land with great wealth, but his heart will be set against the holy covenant;
DAN.11.29	“At the appointed time he will come again to the South, but this time
DAN.11.30	Ships of Kittim
DAN.11.31	His forces will rise up and desecrate the temple fortress. They will abolish the regular sacrifice
DAN.11.32	With flattery he will corrupt those who act wickedly toward the covenant, but the people who know their God will be strong and take action.
DAN.11.33	Those who have insight among the people
DAN.11.34	When they fall, they will be helped by some, but many others will join them insincerely.
DAN.11.35	Some of those who have insight will fall so that they may be refined,
DAN.11.36	“Then the king will do whatever he wants.
DAN.11.37	He will not show regard for the gods
DAN.11.38	Instead, he will honor a god of fortresses — a god his fathers did not know — with gold, silver, precious stones, and riches. 
DAN.11.39	He will deal with the strongest fortresses with the help of a foreign god. He will greatly honor those who acknowledge him,
DAN.11.40	“At the time of the end, the king of the South will engage him in battle, but the king of the North will storm against him
DAN.11.41	He will also invade the beautiful land,
DAN.11.42	He will extend his power against the countries, and not even the land of Egypt will escape. 
DAN.11.43	He will get control over the hidden treasures of gold and silver and over all the riches of Egypt. The Libyans and Cushites will also be in submission.
DAN.11.44	But reports from the east
DAN.11.45	He will pitch his royal tents between the sea and
DAN.12.1	At that time
DAN.12.1	Michael,
DAN.12.1	who stands watch over your people, will rise up.
DAN.12.1	There will be a time of distress
DAN.12.1	such as never has occurred
DAN.12.1	since nations came into being until that time.
DAN.12.1	But at that time all your people
DAN.12.1	who are found written in the book
DAN.12.2	Many who sleep in the dust
DAN.12.2	of the earth will awake,
DAN.12.2	some to eternal life,
DAN.12.2	and some to disgrace and eternal contempt.
DAN.12.3	Those who have insight will shine
DAN.12.3	like the bright expanse of the heavens,
DAN.12.3	and those who lead many to righteousness,
DAN.12.3	like the stars forever and ever.
DAN.12.4	“But you, Daniel, keep these words secret
DAN.12.5	Then I, Daniel, looked, and two others were standing there, one on this bank of the river and one on the other. 
DAN.12.6	One of them said to the man dressed in linen,
DAN.12.7	Then I heard the man dressed in linen, who was above the water of the river. He raised both his hands
DAN.12.8	I heard but did not understand. So I asked, “My lord, what will be the outcome of these things?” 
DAN.12.9	He said, “Go on your way, Daniel, for the words are secret
DAN.12.10	Many will be purified,
DAN.12.11	From the time the daily sacrifice is abolished and the abomination of desolation
DAN.12.12	Happy is the one who waits
DAN.12.13	But as for you, go on your way to the end;
HOS.1.1	The word of the 
HOS.1.2	When the 
HOS.1.2	Go and marry a woman of promiscuity,
HOS.1.2	and have children of promiscuity,
HOS.1.2	for the land is committing blatant acts of promiscuity
HOS.1.2	by abandoning the 
HOS.1.3	So he went and married Gomer daughter of Diblaim, and she conceived and bore him a son.
HOS.1.4	Then the 
HOS.1.4	Name him Jezreel,
HOS.1.4	I will bring the bloodshed of Jezreel
HOS.1.4	on the house of Jehu
HOS.1.4	and put an end to the kingdom of the house of Israel.
HOS.1.5	On that day I will break the bow of Israel
HOS.1.5	in the Valley of Jezreel.
HOS.1.6	She conceived again and gave birth to a daughter, and the 
HOS.1.6	Name her Lo-ruhamah,
HOS.1.6	for I will no longer have compassion
HOS.1.6	on the house of Israel.
HOS.1.6	I will certainly take them away.
HOS.1.7	But I will have compassion on the house of Judah,
HOS.1.7	and I will deliver them by the 
HOS.1.7	I will not deliver them by bow, sword, or war,
HOS.1.7	or by horses and cavalry.
HOS.1.8	After Gomer had weaned Lo-ruhamah, she conceived and gave birth to a son. 
HOS.1.9	Then the 
HOS.1.9	Name him Lo-ammi,
HOS.1.9	for you are not my people,
HOS.1.9	and I will not be your God.
HOS.1.10	Yet the number of the Israelites
HOS.1.10	will be like the sand of the sea,
HOS.1.10	which cannot be measured or counted.
HOS.1.10	And in the place where they were told:
HOS.1.10	You are not my people,
HOS.1.10	they will be called: Sons of the living God.
HOS.1.11	And the Judeans and the Israelites
HOS.1.11	will be gathered together.
HOS.1.11	They will appoint for themselves a single ruler
HOS.1.11	and go up from
HOS.1.11	For the day of Jezreel
HOS.2.1	Call
HOS.2.1	and your sisters: Compassion.
HOS.2.2	Rebuke your mother; rebuke her.
HOS.2.2	For she is not my wife and I am not her husband.
HOS.2.2	Let her remove the promiscuous look from her face
HOS.2.2	and her adultery from between her breasts.
HOS.2.3	Otherwise, I will strip her naked
HOS.2.3	and expose her as she was on the day of her birth.
HOS.2.3	I will make her like a desert
HOS.2.3	and like a parched land,
HOS.2.3	and I will let her die of thirst.
HOS.2.4	I will have no compassion on her children
HOS.2.4	because they are the children of promiscuity.
HOS.2.5	Yes, their mother is promiscuous;
HOS.2.5	she conceived them and acted shamefully.
HOS.2.5	For she thought, “I will follow my lovers,
HOS.2.5	the men who give me my food and water,
HOS.2.5	my wool and flax, my oil and drink.”
HOS.2.6	Therefore, this is what I will do:
HOS.2.6	I will block her
HOS.2.6	I will enclose her with a wall,
HOS.2.6	so that she cannot find her paths.
HOS.2.7	She will pursue her lovers but not catch them;
HOS.2.7	she will look for them but not find them.
HOS.2.7	Then she will think,
HOS.2.7	“I will go back to my former husband,
HOS.2.7	for then it was better for me than now.”
HOS.2.8	She does not recognize
HOS.2.8	that it is I who gave her the grain,
HOS.2.8	the new wine, and the fresh oil.
HOS.2.8	I lavished silver and gold on her,
HOS.2.8	which they used for Baal.
HOS.2.9	Therefore, I will take back my grain in its time
HOS.2.9	and my new wine in its season;
HOS.2.9	I will take away my wool and linen,
HOS.2.9	which were to cover her nakedness.
HOS.2.10	Now I will expose her shame
HOS.2.10	in the sight of her lovers,
HOS.2.10	and no one will rescue her from my power.
HOS.2.11	I will put an end to all her celebrations:
HOS.2.11	her feasts,
HOS.2.11	all her festivals.
HOS.2.12	I will devastate her vines and fig trees.
HOS.2.12	She thinks that these are her wages
HOS.2.12	that her lovers have given her.
HOS.2.12	I will turn them into a thicket,
HOS.2.12	and the wild animals will eat them.
HOS.2.13	And I will punish her for the days of the Baals,
HOS.2.13	to which she burned incense.
HOS.2.13	She put on her rings and her jewelry
HOS.2.13	and followed her lovers,
HOS.2.13	but she forgot me.
HOS.2.13	This is the 
HOS.2.14	Therefore, I am going to persuade her,
HOS.2.14	lead her to the wilderness,
HOS.2.14	and speak tenderly to her.
HOS.2.15	There I will give her vineyards back to her
HOS.2.15	and make the Valley of Achor
HOS.2.15	into a gateway of hope.
HOS.2.15	There she will respond as she did
HOS.2.15	in the days of her youth,
HOS.2.15	as in the day she came out of the land of Egypt.
HOS.2.16	In that day —
HOS.2.16	this is the 
HOS.2.16	you will call me, “My husband,”
HOS.2.16	and no longer call me, “My Baal.”
HOS.2.17	For I will remove the names of the Baals
HOS.2.17	from her mouth;
HOS.2.17	they will no longer be remembered by their names.
HOS.2.18	On that day I will make a covenant for them
HOS.2.18	with the wild animals, the birds of the sky,
HOS.2.18	and the creatures that crawl on the ground.
HOS.2.18	I will shatter bow, sword,
HOS.2.18	and weapons of war in the land
HOS.2.18	and will enable the people to rest securely.
HOS.2.19	I will take you to be my wife forever.
HOS.2.19	I will take you to be my wife in righteousness,
HOS.2.19	justice, love, and compassion.
HOS.2.20	I will take you to be my wife in faithfulness,
HOS.2.20	and you will know the 
HOS.2.21	On that day I will respond
HOS.2.21	this is the 
HOS.2.21	I will respond to the sky,
HOS.2.21	and it will respond to the earth.
HOS.2.22	The earth will respond to the grain,
HOS.2.22	the new wine, and the fresh oil,
HOS.2.22	and they will respond to Jezreel.
HOS.2.23	I will sow her
HOS.2.23	and I will have compassion
HOS.2.23	on Lo-ruhamah;
HOS.2.23	I will say to Lo-ammi:
HOS.2.23	You are my people,
HOS.2.23	and he will say, “You are my God.”
HOS.3.1	Then the 
HOS.3.2	So I bought her for fifteen shekels of silver and five bushels of barley.
HOS.3.3	I said to her, “You are to live with me many days. You must not be promiscuous or belong to any man, and I will act the same way toward you.”
HOS.3.4	For the Israelites must live many days without king or prince,
HOS.3.5	Afterward, the people of Israel will return
HOS.4.1	Hear the word of the 
HOS.4.1	for the 
HOS.4.1	against the inhabitants of the land:
HOS.4.1	There is no truth,
HOS.4.1	and no knowledge of God
HOS.4.2	Cursing,
