GEN.1.1	 In the beginning
GEN.21.3	 Abraham named his son – whom Sarah bore to him – Isaac.
GEN.21.4	 When his son Isaac was eight days old,
GEN.21.5	 (Now Abraham was a hundred years old when his son Isaac was born to him.)
GEN.21.6	 Sarah said, “God has made me laugh.
GEN.21.7	 She went on to say,
GEN.21.8	 The child grew and was weaned. Abraham prepared
GEN.21.9	 But Sarah noticed
GEN.21.10	 So she said to Abraham, “Banish
GEN.21.11	 Sarah’s demand displeased Abraham greatly because Ishmael was his son.
GEN.21.12	 But God said to Abraham, “Do not be upset
GEN.21.13	 But I will also make the son of the slave wife into a great nation, for he is your descendant too.”
GEN.21.14	 Early in the morning Abraham took
GEN.21.15	 When the water in the skin was gone, she shoved
GEN.21.16	 Then she went and sat down by herself across from him at quite a distance, about a bowshot
GEN.21.17	 But God heard the boy’s voice.
GEN.21.18	 Get up! Help the boy up and hold him by the hand, for I will make him into a great nation.” 
GEN.21.19	 Then God enabled Hagar to see a well of water.
GEN.21.20	 God was with the boy as he grew. He lived in the wilderness and became an archer. 
GEN.21.21	 He lived in the wilderness of Paran.
GEN.21.22	 At that time Abimelech and Phicol, the commander of his army, said to Abraham, “God is with you
GEN.21.23	 Now swear to me right here in God’s name
GEN.21.24	 Abraham said, “I swear to do this.”
GEN.21.25	 But Abraham lodged a complaint
GEN.21.26	 “I do not know who has done this thing,” Abimelech replied. “Moreover,
GEN.21.27	 Abraham took some sheep and cattle and gave them to Abimelech. The two of them made a treaty.
GEN.21.28	 Then Abraham set seven ewe lambs apart from the flock by themselves. 
GEN.21.29	 Abimelech asked Abraham, “What is the meaning of these
GEN.21.30	 He replied, “You must take these seven ewe lambs from my hand as legal proof
GEN.21.31	 That is why he named that place
GEN.21.32	 So they made a treaty
GEN.21.33	 Abraham
GEN.21.34	 So Abraham stayed in the land of the Philistines for quite some time.
GEN.22.1	 Some time after these things God tested
GEN.22.2	 God
GEN.22.3	 Early in the morning Abraham got up and saddled his donkey.
GEN.22.4	 On the third day Abraham caught sight of
GEN.22.5	 So he
GEN.22.6	 Abraham took the wood for the burnt offering and put it on his son Isaac. Then he took the fire and the knife in his hand,
GEN.22.7	 Isaac said to his father Abraham,
GEN.22.8	 “God will provide
GEN.22.9	 When they came to the place God had told him about, Abraham built the altar there
GEN.22.10	 Then Abraham reached out his hand, took the knife, and prepared to slaughter
GEN.22.11	 But the 
GEN.22.12	 “Do not harm the boy!”
GEN.22.13	 Abraham looked up
GEN.22.14	 And Abraham called the name of that place “The 
GEN.22.15	 The 
GEN.22.16	 and said, “‘I solemnly swear by my own name,’
GEN.22.17	 I will indeed bless you,
GEN.22.18	 Because you have obeyed me,
GEN.22.19	 Then Abraham returned to his servants, and they set out together
GEN.22.20	 After these things Abraham was told, “Milcah
GEN.22.21	 Uz the firstborn, his brother Buz, Kemuel (the father of Aram),
GEN.22.22	 Kesed, Hazo, Pildash, Jidlaph, and Bethuel.” 
GEN.22.23	 (Now
GEN.22.24	 His concubine, whose name was Reumah, also bore him children – Tebah, Gaham, Tahash, and Maacah.
GEN.23.1	 Sarah lived 127 years.
GEN.23.2	 Then she
GEN.23.3	 Then Abraham got up from mourning his dead wife
GEN.23.4	 “I am a temporary settler
GEN.23.5	 The sons of Heth answered Abraham,
GEN.23.6	 “Listen, sir,
GEN.23.7	 Abraham got up and bowed down to the local people,
GEN.23.8	 Then he said to them, “If you agree
GEN.23.9	 if he will sell
GEN.23.10	 (Now Ephron was sitting among the sons of Heth.) Ephron the Hethite
GEN.23.11	 “No, my lord! Hear me out. I sell
GEN.23.12	 Abraham bowed before the local people 
GEN.23.13	 and said to Ephron in their hearing, “Hear me, if you will. I pay
GEN.23.14	 Ephron answered Abraham, saying to him, 
GEN.23.15	 “Hear me, my lord. The land is worth
GEN.23.16	 So Abraham agreed to Ephron’s price
GEN.23.17	 So Abraham secured
GEN.23.18	 as his property in the presence of the sons of Heth before all who entered the gate of Ephron’s city.
GEN.23.19	 After this Abraham buried his wife Sarah in the cave in the field of Machpelah next to Mamre (that is, Hebron) in the land of Canaan. 
GEN.23.20	 So Abraham secured the field and the cave that was in it as a burial site
GEN.24.1	 Now Abraham was old, well advanced in years,
GEN.24.2	 Abraham said to his servant, the senior one
GEN.24.3	 so that I may make you solemnly promise
GEN.24.4	 You must go instead to my country and to my relatives
GEN.24.5	 The servant asked him, “What if the woman is not willing to come back with me
GEN.24.6	 “Be careful
GEN.24.7	 “The 
GEN.24.8	 But if the woman is not willing to come back with you,
GEN.24.9	 So the servant placed his hand under the thigh of his master Abraham and gave his solemn promise he would carry out his wishes.
GEN.24.10	 Then the servant took ten of his master’s camels and departed with all kinds of gifts from his master at his disposal.
GEN.24.11	 He made the camels kneel down by the well
GEN.24.12	 He prayed, “O 
GEN.24.13	 Here I am, standing by the spring,
GEN.24.14	 I will say to a young woman, ‘Please lower your jar so I may drink.’ May the one you have chosen for your servant Isaac reply, ‘Drink, and I’ll give your camels water too.’
GEN.24.15	 Before he had finished praying, there came Rebekah
GEN.24.16	 Now the young woman was very beautiful. She was a virgin; no man had ever had sexual relations with her.
GEN.24.17	 Abraham’s servant
GEN.24.18	 “Drink, my lord,” she replied, and quickly lowering
GEN.24.19	 When she had done so,
GEN.24.20	 She quickly emptied
GEN.24.21	 Silently the man watched her with interest to determine
GEN.24.22	 After the camels had finished drinking, the man took out a gold nose ring weighing a beka
GEN.24.23	 “Whose daughter are you?” he asked.
GEN.24.24	 She said to him, “I am the daughter of Bethuel the son of Milcah, whom Milcah bore to Nahor.
GEN.24.25	 We have plenty of straw and feed,” she added,
GEN.24.26	 The man bowed his head and worshiped the 
GEN.24.27	 saying “Praised be the 
GEN.24.28	 The young woman ran and told her mother’s household all about
GEN.24.29	 (Now Rebekah had a brother named Laban.)
GEN.24.30	 When he saw the bracelets on his sister’s wrists and the nose ring
GEN.24.31	 Laban said to him,
GEN.24.32	 So Abraham’s servant
GEN.24.33	 When food was served,
GEN.24.34	 “I am the servant of Abraham,” he began. 
GEN.24.35	 “The 
GEN.24.36	 My master’s wife Sarah bore a son to him
GEN.24.37	 My master made me swear an oath. He said, ‘You must not acquire a wife for my son from the daughters of the Canaanites, among whom I am living, 
GEN.24.38	 but you must go to the family of my father and to my relatives to find
GEN.24.39	 But I said to my master, ‘What if the woman does not want to go
GEN.24.40	 He answered, ‘The 
GEN.24.41	 You will be free from your oath
GEN.24.42	 When I came to the spring today, I prayed, ‘O 
GEN.24.43	 Here I am, standing by the spring.
GEN.24.44	 Then she will reply to me, “Drink, and I’ll draw water for your camels too.” May that woman be the one whom the 
GEN.24.45	 “Before I finished praying in my heart,
GEN.24.46	 She quickly lowered her jug from her shoulder and said, ‘Drink, and I’ll give your camels water too.’ So I drank, and she also gave the camels water. 
GEN.24.47	 Then I asked her, ‘Whose daughter are you?’ She replied, ‘The daughter of Bethuel the son of Nahor, whom Milcah bore to Nahor.’
GEN.24.48	 Then I bowed down and worshiped the 
GEN.24.49	 Now, if you will show faithful love to my master, tell me. But if not, tell me as well, so that I may go on my way.”
GEN.24.50	 Then Laban and Bethuel replied, “This is the 
GEN.24.51	 Rebekah stands here before you. Take her and go so that she may become
GEN.24.52	 When Abraham’s servant heard their words, he bowed down to the ground before the 
GEN.24.53	 Then he
GEN.24.54	 After this, he and the men who were with him ate a meal and stayed there overnight.
GEN.24.54	When they got up in the morning, he said, “Let me leave now so I can return to my master.”
GEN.24.55	 But Rebekah’s
GEN.24.56	 But he said to them, “Don’t detain me – the 
GEN.24.57	 Then they said, “We’ll call the girl and find out what she wants to do.”
GEN.24.58	 So they called Rebekah and asked her, “Do you want
GEN.24.59	 So they sent their sister Rebekah on her way, accompanied by her female attendant, with Abraham’s servant and his men. 
GEN.24.60	 They blessed Rebekah with these words:
GEN.24.60	“Our sister, may you become the mother
GEN.24.60	May your descendants possess the strongholds
GEN.24.61	 Then Rebekah and her female servants mounted the camels and rode away with
GEN.24.62	 Now
GEN.24.63	 He
GEN.24.64	 Rebekah looked up
GEN.24.65	 and asked
GEN.24.66	 The servant told Isaac everything that had happened. 
GEN.24.67	 Then Isaac brought Rebekah
GEN.25.1	 Abraham had taken
GEN.25.2	 She bore him Zimran, Jokshan, Medan, Midian, Ishbak, and Shuah. 
GEN.25.3	 Jokshan became the father of Sheba and Dedan.
GEN.25.4	 The sons of Midian were Ephah, Epher, Hanoch, Abida, and Eldaah. All these were descendants
GEN.25.5	 Everything he owned Abraham left to his son Isaac. 
GEN.25.6	 But while he was still alive, Abraham gave gifts to the sons of his concubines
GEN.25.7	 Abraham lived a total of
GEN.25.8	 Then Abraham breathed his last and died at a good old age, an old man who had lived a full life.
GEN.25.9	 His sons Isaac and Ishmael buried him in the cave of Machpelah
GEN.25.10	 This was the field Abraham had purchased from the sons of Heth.
GEN.25.11	 After Abraham’s death, God blessed
GEN.25.12	 This is the account of Abraham’s son Ishmael,
GEN.25.13	 These are the names of Ishmael’s sons, by their names according to their records:
GEN.25.14	 Mishma, Dumah, Massa, 
GEN.25.15	 Hadad, Tema, Jetur, Naphish, and Kedemah. 
GEN.25.16	 These are the sons of Ishmael, and these are their names by their settlements and their camps – twelve princes
GEN.25.17	 Ishmael lived a total of
GEN.25.18	 His descendants
GEN.25.19	 This is the account of Isaac,
GEN.25.19	Abraham became the father of Isaac. 
GEN.25.20	 When Isaac was forty years old, he married Rebekah,
GEN.25.21	 Isaac prayed to
GEN.25.22	 But the children struggled
GEN.25.23	 and the 
GEN.25.23	“Two nations
GEN.25.23	and two peoples will be separated from within you.
GEN.25.23	One people will be stronger than the other,
GEN.25.23	and the older will serve the younger.”
GEN.25.24	 When the time came for Rebekah to give birth,
GEN.25.25	 The first came out reddish
GEN.25.26	 When his brother came out with
GEN.25.27	 When the boys grew up, Esau became a skilled
GEN.25.28	 Isaac loved Esau because he had a taste for fresh game,
GEN.25.29	 Now Jacob cooked some stew,
GEN.25.30	 So Esau said to Jacob, “Feed
GEN.25.31	 But Jacob replied, “First
GEN.25.32	 “Look,” said Esau, “I’m about to die! What use is the birthright to me?”
GEN.25.33	 But Jacob said, “Swear an oath to me now.”
GEN.25.34	 Then Jacob gave Esau some bread and lentil stew; Esau ate and drank, then got up and went out.
GEN.26.1	 There was a famine in the land, subsequent to the earlier famine that occurred
GEN.26.2	 The 
GEN.26.3	 Stay
GEN.26.4	 I will multiply your descendants so they will be as numerous as the stars in the sky, and I will give them
GEN.26.5	 All this will come to pass
GEN.26.6	 So Isaac settled in Gerar.
GEN.26.7	 When the men of that place asked him about his wife, he replied, “She is my sister.”
GEN.26.8	 After Isaac
GEN.26.9	 So Abimelech summoned Isaac and said, “She is really
GEN.26.10	 Then Abimelech exclaimed, “What in the world have you done to us?
GEN.26.11	 So Abimelech commanded all the people, “Whoever touches
GEN.26.12	 When Isaac planted in that land, he reaped in the same year a hundred times what he had sown,
GEN.26.13	 The man became wealthy.
GEN.26.14	 He had
GEN.26.15	 So the Philistines took dirt and filled up
GEN.26.16	 Then Abimelech said to Isaac, “Leave us and go elsewhere,
GEN.26.17	 So Isaac left there and settled in the Gerar Valley.
GEN.26.18	 Isaac reopened
GEN.26.19	 When Isaac’s servants dug in the valley and discovered a well with fresh flowing
GEN.26.20	 the herdsmen of Gerar quarreled
GEN.26.21	 His servants
GEN.26.22	 Then he moved away from there and dug another well. They did not quarrel over it, so Isaac
GEN.26.23	 From there Isaac
GEN.26.24	 The 
GEN.26.25	 Then Isaac built an altar there and worshiped
GEN.26.26	 Now Abimelech had come
GEN.26.27	 Isaac asked them, “Why have you come to me? You hate me
GEN.26.28	 They replied, “We could plainly see
GEN.26.29	 so that
GEN.26.30	 So Isaac
GEN.26.31	 Early in the morning the men made a treaty with each other.
GEN.26.32	 That day Isaac’s servants came and told him about the well they had dug. “We’ve found water,” they reported.
GEN.26.33	 So he named it Shibah;
GEN.26.34	 When
GEN.26.35	 They caused Isaac and Rebekah great anxiety.
GEN.27.1	 When
GEN.27.2	 Isaac
GEN.27.3	 Therefore, take your weapons – your quiver and your bow – and go out into the open fields and hunt down some wild game
GEN.27.4	 Then prepare for me some tasty food, the kind I love, and bring it to me. Then
GEN.27.5	 Now Rebekah had been listening while Isaac spoke to his son Esau.
GEN.27.6	 Rebekah said to her son Jacob, “Look, I overheard your father tell your brother Esau, 
GEN.27.7	 ‘Bring me some wild game and prepare for me some tasty food. Then I will eat
GEN.27.8	 Now then, my son, do
GEN.27.9	 Go to the flock and get me two of the best young goats. I’ll prepare
GEN.27.10	 Then you will take
GEN.27.11	 “But Esau my brother is a hairy man,” Jacob protested to his mother Rebekah, “and I have smooth skin!
GEN.27.12	 My father may touch me! Then he’ll think I’m mocking him
GEN.27.13	 So his mother told him, “Any curse against you will fall on me,
GEN.27.14	 So he went and got the goats
GEN.27.15	 Then Rebekah took her older son Esau’s best clothes, which she had with her in the house, and put them on her younger son Jacob. 
