GEN.1.1	In the beginning God created the heaven and the earth. 
JDT.5.17	And whilst they sinned not before their God, they prospered, because God that hateth iniquity was with them. 
JDT.5.18	But when they departed from the way which he appointed them, they were destroyed in many battles very sore, and 
JDT.5.19	And now they are returned to their God, and are 
JDT.5.20	And now, my lord and master, if there is any error in this people, and they sin against their God, we will consider what this thing is wherein they stumble, and we will go up and overcome them. 
JDT.5.21	But if there is no lawlessness in their nation, let my lord now pass by, 
JDT.5.22	And it came to pass, when 
JDT.5.23	For, 
JDT.5.24	Wherefore now we will go up, and 
JDT.6.1	And when the tumult of the men that were about the council was ceased, Holofernes the chief captain of the host of Asshur said unto 
JDT.6.2	And who art thou, 
JDT.6.3	He shall send forth his might, and shall destroy them from the face of the earth, and 
JDT.6.4	For with them we shall burn them up, and their mountains 
JDT.6.5	But thou, 
JDT.6.6	And then shall the sword of mine army, and the multitude of them that serve me, pass through thy sides, and thou shalt fall among their slain, 
JDT.6.7	And my servants shall bring thee back into the hill country, and shall set thee in one of the cities 
JDT.6.8	And thou shalt not perish, till thou be destroyed with them. 
JDT.6.9	And if thou hopest in thy heart that they shall not be taken, let not 
JDT.6.10	And Holofernes commanded his servants, that waited in his tent, to take 
JDT.6.11	And his servants took him, and brought him out of the camp into the plain, and they removed from the midst of the plain country into the hill country, and came unto 
JDT.6.12	And when the men of the city saw them on the top of the hill, they took up their weapons, and went out of the city against them to the top of the hill: and every man that used a sling kept them from coming up, and cast stones against them. 
JDT.6.13	And they gat them privily under the hill, and bound Achior, and cast him down, and left him at the foot of the hill, and went away unto their lord. 
JDT.6.14	But the children of Israel descended from their city, and came upon him, and loosed him, and led him away into 
JDT.6.15	Which were in those days 
JDT.6.16	And they called together all 
JDT.6.17	And he answered and declared unto them the words of the council of Holofernes, and all the words that he had spoken in the midst of the princes of the children of Asshur, 
JDT.6.18	And the people fell down and worshipped God, and cried, saying, 
JDT.6.19	O Lord 
JDT.6.20	And they comforted Achior, and praised him exceedingly. 
JDT.6.21	And Ozias took him out of the assembly into his house, and made a feast to the elders; and they called on the God of Israel for help all that night.
JDT.7.1	But the next day Holofernes gave command to all his army, and to all his people which were come to be his allies, 
JDT.7.2	And every mighty man of them removed that day, and the host of their men of war was 
JDT.7.3	And they encamped in the valley near unto 
JDT.7.4	But the children of Israel, when they saw the multitude of them, were troubled exceedingly, and said every one to his neighbour, Now shall these men 
JDT.7.5	And every man took up his weapons of war, and when they had kindled fires upon their towers, they remained and watched all that night.
JDT.7.6	But on the second day Holofernes led out all his horse in the sight of the children of Israel which were in Bethulia, 
JDT.7.7	And viewed the ascents to their city, and searched out 
JDT.7.8	And there came unto him all the rulers of 
JDT.7.9	Let our lord now hear a word, that there be not an overthrow in thy host. 
JDT.7.10	For this people of the children of Israel do not trust in their spears, but 
JDT.7.11	And now, my lord, fight not against them as men fight who join battle, and there shall not so much as one man of thy people perish. 
JDT.7.12	Remain in thy camp, and keep safe every man of thy host, and let thy servants get possession of 
JDT.7.13	Because all the inhabitants of Bethulia have their water thence; and thirst shall kill them, and they shall give up their city: and we and our people will go up to the tops of the mountains that are near, and will encamp upon them, to watch that not one man go out of the city. 
JDT.7.14	And they shall be consumed with famine, they and their wives and their children, and before the sword come against them they shall be laid low in the streets where they dwell. 
JDT.7.15	And thou shalt render them an evil reward; because they rebelled, and met not thy face in peace.
JDT.7.16	And their words were pleasing in the sight of Holofernes and in the sight of all his servants; and he appointed to do as they had spoken. 
JDT.7.17	And the army of the children of 
JDT.7.18	And 
JDT.7.19	And the children of Israel cried unto the Lord their God, for their spirit fainted; for all their enemies had compassed them round about, and there was no way to escape out from among them. 
JDT.7.20	And all the army of Asshur remained about them, their footmen and their chariots and their horsemen, four and thirty days; and all their vessels of water failed all the inhabitants of 
JDT.7.21	And the cisterns were emptied, and they had not water to drink their fill for one day: 
JDT.7.22	And 
JDT.7.23	And all the people were gathered together against 
JDT.7.25	And now we have no helper: but God 
JDT.7.26	And now call them unto you, and deliver up the whole city 
JDT.7.27	For it is better for us to be made a spoil unto them: for we shall be servants, and 
JDT.7.28	We take to witness against you the heaven and the earth, and our God and the Lord of our fathers, which punisheth us according to our sins and the sins of our fathers, that he do not according as we have said this day.
JDT.7.29	And there was great weeping of all with one consent in the midst of the assembly; and they cried unto the Lord God with a loud voice. 
JDT.7.30	And 
JDT.7.31	But if these days pass, and there come no help unto us, I will do according to your words. 
JDT.7.32	And he dispersed the people, every man to his own camp; and they went away unto the walls and towers of their city; and he sent the women and children into their houses: and they were brought very low in the city.
JDT.8.1	And in those days Judith heard thereof, 
JDT.8.2	And her husband was Manasses, 
JDT.8.3	For he stood over them that bound sheaves in the field, and 
JDT.8.4	And Judith was a widow in her house three years and four months. 
JDT.8.5	And she made her a tent 
JDT.8.6	And she fasted all the days of her widowhood, save the eves of the sabbaths, and 
JDT.8.7	And she was of a goodly countenance, and exceeding beautiful to behold: 
JDT.8.8	And there was none that gave her an evil word; for she feared God exceedingly.
JDT.8.9	And she heard 
JDT.8.10	And she sent her 
JDT.8.11	And they came unto her, and she said unto them,
JDT.8.11	Hear me now, O ye rulers of the inhabitants of 
JDT.8.12	And now who are ye that have 
JDT.8.13	And now try the Lord Almighty, and ye shall never know anything. 
JDT.8.14	For ye shall not find the depth of the heart of man, and ye shall not perceive the things that he thinketh: and 
JDT.8.15	For if he be not minded to help us 
JDT.8.16	But do not ye pledge the counsels of the Lord our God: 
JDT.8.17	Wherefore let us wait for the salvation that cometh from him, and call upon him to help us, and he will hear our voice, 
JDT.8.18	For there arose none in our age, neither is there any of us to-day, tribe, or kindred, or family, or city, which worship 
JDT.8.19	For the which cause our fathers were given to the sword, and for a spoil, and fell with a great fall before our enemies. 
JDT.8.20	But we know none other god beside him, wherefore we hope that he will not despise us, nor any of our race. 
JDT.8.21	For if we be taken so, all Judæa shall sit upon the ground, and our sanctuary shall be spoiled; and of our blood shall he require the profanation thereof. 
JDT.8.22	And the slaughter of our brethren, and the captivity of the land, and the desolation of our inheritance, 
JDT.8.23	For our bondage shall not be ordered to favour: but the Lord our God shall turn it to dishonour. 
JDT.8.24	And now, brethren, let us shew an example to our brethren, because their soul hangeth upon us, and the sanctuary and the house and the altar rest upon us. 
JDT.8.25	Besides all this let us give thanks to the Lord our God, 
JDT.8.26	Remember all the things 
JDT.8.27	For he hath not tried us in the fire, as he did them, to search out their hearts, neither hath he taken vengeance on us; 
JDT.8.28	And 
JDT.8.29	For this is not the first day wherein thy wisdom is manifested; but from the beginning of thy days all the people have known thine understanding, because the disposition of thy heart is good. 
JDT.8.30	But the people were exceeding thirsty, and compelled us to do as we spake to them, and to bring an oath upon ourselves, which we will not break. 
JDT.8.31	And now pray thou for us, 
JDT.8.32	And Judith said unto them, Hear me, 
JDT.8.33	Ye shall stand at the gate this night, and I will go forth 
JDT.8.34	But ye shall not inquire of mine act: for I will not declare it unto you, till the things be finished that I do. 
JDT.8.35	And 
JDT.8.36	And they returned from the tent, and went to their stations.
JDT.9.1	But Judith fell upon her face, and 
JDT.9.2	O Lord God of 
JDT.9.3	Wherefore thou gavest their rulers to be slain, and their bed, 
JDT.9.4	And gavest their wives for a prey, and their daughters to be captives, and all their spoils to be divided among thy dear children; which were moved with zeal for thee, and abhorred the pollution of their blood, and called upon thee for aid: O God, O my God, hear me also that am a widow. 
JDT.9.5	For thou wroughtest the things that were before those things, and those things, and such as ensued after; and thou didst devise the things which are now, and the things which are to come: and the things which thou didst devise came to pass; 
JDT.9.6	Yea, the things which thou didst determine stood before thee, and said, Lo, we are here: 
JDT.9.7	For, behold, the Assyrians are multiplied in their power; 
JDT.9.8	Dash thou down their strength in thy power, and bring down their force in thy wrath: for they have purposed to profane thy sanctuary, and to defile the tabernacle where thy glorious name resteth, and to cast down with the sword 
JDT.9.9	Look upon their pride, and send thy wrath upon their heads: give into my hand, which am a widow, the might that I have conceived. 
JDT.9.10	Smite by the deceit of my lips the servant with the prince, and the prince with his servant: break down their stateliness 
JDT.9.11	For thy power standeth not in multitude, nor thy might in strong men: but thou art a God of the afflicted, thou art a helper of the 
JDT.9.12	Yea, yea, God of my father, and God of the inheritance of Israel, Lord of the heavens and of the earth, Creator of the waters, King 
JDT.9.13	And make my speech and deceit to be their wound and stripe, 
JDT.9.14	And make every nation and tribe of thine to know that thou art God, 
JDT.10.1	And it came to pass, when she had ceased to cry unto the God of Israel, and had made an end of all these words, 
JDT.10.2	That she rose up 
JDT.10.3	And pulled off the sackcloth which she had put on, and put off 
JDT.10.4	And she took 
JDT.10.5	And she gave her maid a leathern bottle of wine, and a cruse of oil, and filled 
JDT.10.6	And they went forth to the gate of the city of 
JDT.10.7	But when they saw her, that her countenance was altered, and her apparel was changed, 
JDT.10.8	The God of our fathers give thee favour, and accomplish thy purposes to the glory of the children of Israel, 
JDT.10.9	And said unto them, Command that they open unto me the gate of the city, and I will go forth to accomplish the things 
JDT.10.10	And they did so.
JDT.10.10	And Judith went out, she, and her handmaid with her; and the men of the city looked after her, until she was gone down the mountain, until she had passed the valley, and they could see her no more. 
JDT.10.11	And they went straight onward in the valley: and 
JDT.10.12	And they took her, and asked her, Of what people art thou? and whence comest thou? and whither goest thou? And she said, I am a daughter of the Hebrews, and I flee away from their presence; 
JDT.10.13	And I am coming into the presence of Holofernes the chief captain of your host, to declare words of truth; and I will shew before him a way, whereby he shall go, and win all the hill country, and there shall not be lacking of his men one person, nor one life. 
JDT.10.14	Now when the men heard her words, and considered her countenance, 
JDT.10.15	Thou hast saved thy life, in that thou hast hasted to come down to the presence of our lord: and now come to his tent, and some of us shall conduct thee, until they shall deliver thee into his hands. 
JDT.10.16	But 
JDT.10.17	And they chose out of them a hundred men, and appointed them to accompany her and her maid; and they brought them to the tent of Holofernes.
JDT.10.18	And there was a concourse throughout all the camp, for her coming was noised among the tents; and they came and compassed her about, as she stood without the tent of Holofernes, until they told him of her. 
JDT.10.19	And they marvelled at her beauty, and marvelled at the children of Israel because of her, and each one said to his neighbour, Who shall despise this people, that have among them such women? for it is not good that one man of them be left, seeing that, if they are let go, they shall be able to deceive the whole earth. 
JDT.10.20	And they that lay near Holofernes, and all his servants, went forth 
JDT.10.21	And Holofernes was resting upon his bed 
JDT.10.22	And they told him of her; and he came forth into the space before his tent, with silver lamps going before him. 
JDT.10.23	But when Judith was come before him and his servants, they all marvelled at the beauty of her countenance; and 
JDT.11.1	And Holofernes said unto her, Woman, be of good comfort, fear not in thy heart: for I never hurt any that hath chosen to serve Nebuchadnezzar, 
JDT.11.2	And now, if thy people that dwelleth in the hill country 
JDT.11.3	And now tell me wherefore thou didst flee from them, and camest unto us: for thou art come to save thyself; be of good comfort, thou shalt live this night, and hereafter: 
JDT.11.4	For there is none that shall wrong thee, but all shall entreat thee well, as is done unto the servants of king Nebuchadnezzar my lord. 
JDT.11.5	And Judith said unto him,
JDT.11.5	Receive the words of thy servant, and let thy handmaid speak in thy presence, and I will declare no lie unto my lord this night. 
JDT.11.6	And if thou shalt follow the words of thy handmaid, God shall bring the thing to pass perfectly with thee; and my lord shall not fail of his purposes. 
JDT.11.7	As Nebuchadnezzar 
JDT.11.8	For we have heard of thy wisdom and the subtil devices of thy soul, and it hath been reported in all the earth, that thou only art brave in all the kingdom, and mighty in knowledge, and wonderful in feats of war. 
JDT.11.9	And now as concerning the matter, which 
JDT.11.10	Wherefore, O lord and master, neglect not 
JDT.11.11	And now, that my lord be not defeated and frustrate of his purpose, and that death may fall upon them, their sin hath overtaken them, wherewith they shall 
JDT.11.12	Since their victuals failed them, 
JDT.11.13	And they are resolved to spend 
JDT.11.14	And they have sent some to Jerusalem, because they also that dwell there have done this thing, to bring them a licence from 
JDT.11.15	And it shall be, when one shall bring them word, and they shall do it, they shall be given thee to be destroyed the same day. 
JDT.11.16	Wherefore I thy servant, knowing all this, fled away from their presence; and God sent me to work things with thee, whereat all the earth shall be astonished, even as many as shall hear it. 
JDT.11.17	For thy servant is religious, and serveth 
JDT.11.18	And I will come and shew it also unto thee; and thou shalt go forth with all thy host, and there shall be none of them that shall resist thee. 
JDT.11.19	And I will lead thee through the midst of Judæa, until thou comest over against Jerusalem; and I will set thy seat in the midst thereof; and thou shalt drive them 
JDT.11.20	And her words were pleasing in the sight of Holofernes and of all his servants; and they marvelled at her wisdom, and said, 
JDT.11.21	There is not such a woman from one end of the earth to the other, for beauty of face, and wisdom of words. 
JDT.11.22	And Holofernes said unto her, God did well to send thee before the people, that might should be in our hands, and destruction among them that 
JDT.11.23	And now thou art beautiful in thy countenance, and witty in thy words: for if thou shalt do as thou hast spoken, 
JDT.12.1	And he commanded to bring her in where 
JDT.12.2	And Judith said, 
JDT.12.3	And Holofernes said unto her, But if the things that be with thee should fail, whence shall we be able to give thee the like? for there is none of thy race with us. 
JDT.12.4	And Judith said unto him, 
JDT.12.5	And the servants of Holofernes 
JDT.12.6	And sent to Holofernes, saying, Let my lord now command that they suffer thy servant to go forth 
JDT.12.7	And Holofernes commanded his guards that they should not stay her: and she abode in the camp three days, and went out every night into the valley of 
JDT.12.8	And when she came up, she besought the Lord God of Israel to direct her way 
JDT.12.9	And she came in clean, and remained in the tent, until she took her meat toward evening.
JDT.12.10	And it came to pass 
JDT.12.11	And he said to Bagoas the eunuch, who had charge over all that he had, Go now, and persuade this Hebrew woman which is with thee, that she come unto us, and eat and drink with us. 
JDT.12.12	For, lo, it is a shame for our person, if we shall let such a woman go, not having had her company; for if we draw her not unto us, she shall laugh us to scorn. 
JDT.12.13	And Bagoas went from the presence of Holofernes, and came in to her, and said, Let not this fair damsel fear to come to my lord, and to be honoured in his presence, and to drink wine and be merry with us, and to be made this day as one of the daughters of the children of Asshur, which wait in the house of Nebuchadnezzar. 
JDT.12.14	And Judith said unto him, And who am I, that I should gainsay my lord? for whatsoever shall be pleasing in his eyes I will do speedily, and this shall be my joy unto the day of my death. 
JDT.12.15	And she arose, and decked herself with her apparel and all her woman's attire; and her servant went and laid fleeces on the ground for her over against Holofernes, which she had received of Bagoas for her daily use, that she might sit and eat upon them. 
JDT.12.16	And Judith came in and sat down, and 
JDT.12.17	And Holofernes said unto her, Drink now, and be merry with us. 
JDT.12.18	And Judith said, I will drink now, my lord, because my life is magnified in me this day more than all the days since I was born. 
JDT.12.19	And she took and ate and drank before him 
JDT.12.20	And Holofernes took great delight in her, 
JDT.13.1	But when the evening was come, 
JDT.13.2	But Judith was left alone in the tent, and Holofernes lying along upon his bed: 
JDT.13.3	And Judith had said to her servant that she should stand without her bedchamber, and wait for her coming forth, as she did daily: for she said she would go forth 
JDT.13.4	And all went away from her presence, and none was left in the bedchamber, neither small nor great. And Judith, standing by his bed, said in her heart, O Lord God 
JDT.13.5	For now is the time to help thine inheritance, and to do 
JDT.13.6	And she came to the rail of the bed, which was at Holofernes' head, and took down 
JDT.13.7	And she drew near unto the bed, and took hold of the hair of his head, and said, Strengthen me, O Lord God of Israel, this day. 
JDT.13.8	And she smote twice upon his neck with all her might, and 
JDT.13.9	And tumbled his body down from the bed, and took down 
JDT.13.10	And she put it in 
JDT.13.11	And Judith said afar off to the watchmen at the gates, Open, open now the gate: God is with us, even our God, to shew his power yet in Israel, and his might against the enemy, as he hath done even this day. 
JDT.13.12	And it came to pass, when the men of her city heard her voice, they made haste to go down to the gate of their city, and they called together 
JDT.13.13	And they ran all together, both small and great, for it was strange unto them that she was come: and they opened the gate, and received them, making a fire to give light, and compassed them round about. 
JDT.13.14	And she said to them with a loud voice, Praise God, praise him: praise God, 
JDT.13.15	And she took forth the head out of 
JDT.13.16	And 
JDT.13.17	And all the people were exceedingly amazed, and 
JDT.13.18	And Ozias said unto her, 
JDT.13.19	For thy hope shall not depart from the heart of men that remember the strength of God for ever. 
JDT.13.20	And God turn these things to thee for a perpetual praise, to visit thee with good things, because thou didst not spare thy life by reason of the affliction of our race, but didst avenge our fall, walking a straight way before our God. 
JDT.14.1	And Judith said unto them, Hear me now, my brethren, and take this head, and 
JDT.14.2	And it shall be, so soon as the morning shall appear, and the sun shall come forth upon the earth, ye shall take up every one his weapons of war, and go forth every valiant man of you out of the city, and ye shall set a captain over them, as though ye would go down to the plain toward 
JDT.14.3	And these shall take up their panoplies, and shall go into their camp, and rouse up the captains of the host of Asshur, and they shall run together to the tent of Holofernes, and they shall not find him: 
JDT.14.4	And ye, and all that inhabit every coast of Israel, shall pursue them, and overthrow them as they go. 
JDT.14.5	But before ye do these things, call me 
JDT.14.6	And they called Achior 
JDT.14.7	But when 
JDT.14.8	And now tell me all the things that thou hast done in these days. And Judith declared unto him in the midst of the people all the things that she had done, from the day that she went forth until the time that she spake unto them. 
JDT.14.9	But when she left off speaking, the people shouted with a loud voice, and made a joyful noise in their city. 
JDT.14.10	But when Achior saw all the things that the God of Israel had done, he believed in God exceedingly, 
JDT.14.11	But as soon as the morning arose, 
JDT.14.12	But when the children of Asshur saw them, they sent hither and thither to their leaders; but they went to their captains and tribunes, and to every one of their rulers. 
JDT.14.13	And they came to Holofernes' tent, and said 
JDT.14.14	And Bagoas went in, and knocked at the outer door of the tent; for he supposed that he was sleeping with Judith. 
JDT.14.15	But when none hearkened to him, he opened it, and went into the bedchamber, and found him cast upon the threshold dead, and his head had been taken from him. 
JDT.14.16	And he cried with a loud voice, with weeping and groaning and a mighty cry, and 
JDT.14.17	And he entered into the tent where Judith lodged: and he found her not, and he leaped out to the people, and cried aloud, 
JDT.14.18	The slaves have dealt treacherously: one woman of the Hebrews hath brought shame upon the house of king Nebuchadnezzar; for, behold, Holofernes 
JDT.14.19	But when the rulers of the host of Asshur heard the words, 
JDT.15.1	And when they that were in the tents heard, they were amazed at the thing that was come to pass. 
JDT.15.2	And trembling and fear fell upon them, and no man durst abide any more in the sight of his neighbour, but rushing out with one accord, they fled into every way of the plain and of the hill country. 
JDT.15.3	And they that had encamped in the hill country round about 
JDT.15.4	And Ozias sent to 
JDT.15.5	But when the children of Israel heard, they all fell upon them with one accord, and smote them unto 
JDT.15.6	But the residue, that dwelt at 
JDT.15.7	But the children of Israel returned from the slaughter, and gat possession of that which remained; and the villages and the cities, that were in the hill country and in the plain country, took many spoils: for there was an exceeding great store.
JDT.15.8	And 
JDT.15.9	But when they came unto her, they all blessed her with one accord, and said unto her, Thou art 
JDT.15.10	Thou hast done all these things by thy hand: thou hast done with Israel the things that are good, and God is pleased therewith: blessed be thou with the Almighty Lord for evermore. 
JDT.15.11	And the people spoiled the camp for the space of thirty days: and they gave unto Judith Holofernes' tent, and 
JDT.15.12	And all the women of Israel ran together to see her; and they blessed her, and 
JDT.15.13	And they made themselves garlands of olive, she and they that were with her, and she went before all the people in the dance, 
JDT.16.1	And Judith began to sing this thanksgiving in all Israel, and all the people sang with loud voices this song of praise. 
JDT.16.2	And Judith said,
JDT.16.2	Sing unto my Lord with cymbals:
JDT.16.2	Tune unto him psalm and praise:
JDT.16.2	Exalt him, and call upon his name.
JDT.16.3	He delivered me out of the hand of them that persecuted me.
JDT.16.4	The multitude whereof stopped the torrents,
JDT.16.4	And their horsemen covered the hills.
JDT.16.5	And kill my young men with the sword,
JDT.16.5	And give mine infants for a prey,
JDT.16.5	And make my virgins a spoil.
JDT.16.6	The Almighty Lord brought them to nought 
JDT.16.7	For their mighty one did not fall by young men,
JDT.16.7	Neither did sons of 
JDT.16.7	Nor did 
JDT.16.7	But Judith 
JDT.16.8	For the exaltation of those that were distressed in Israel,
JDT.16.8	She anointed her face with ointment,
JDT.16.8	And bound her hair in a tire,
JDT.16.8	And took a linen garment to deceive him.
JDT.16.9	And her beauty took his soul prisoner:
JDT.16.10	And 
JDT.16.11	Then my lowly ones shouted aloud,
JDT.16.11	And my weak ones were terrified and crouched for fear:
JDT.16.11	They lifted up their voice, and they were turned to flight.
JDT.16.12	The sons of damsels pierced them through,
JDT.16.12	And wounded them as runagates' children;
JDT.16.12	They perished 
JDT.16.13	Marvellous in strength, invincible.
JDT.16.14	Let all thy creation serve thee:
JDT.16.14	And there is none that shall resist thy voice.
JDT.16.15	And the rocks shall melt as wax at thy presence:
JDT.16.16	And all the fat is very little for a whole burnt offering to thee:
JDT.16.16	But he that feareth the Lord is 
JDT.16.17	Woe to the nations that rise up against my race:
JDT.16.18	Now when they came to Jerusalem, they worshipped God; and when the people were purified, they offered their whole burnt offerings, and their freewill offerings, and their gifts. 
JDT.16.19	And Judith dedicated all the stuff of Holofernes, which the people had given her, and gave 
JDT.16.20	And the people continued feasting in Jerusalem 
JDT.16.21	But after these days every one departed to his own inheritance, and Judith went away to 
JDT.16.22	And many desired her, and no man knew her all the days of her life, 
JDT.16.23	And she increased in greatness exceedingly; and she waxed old in her husband's house, unto a hundred and five years, and let 
JDT.16.24	And the house of Israel mourned for her 
JDT.16.25	And there was none that made the children of Israel any more afraid in the days of Judith, nor a long time after her death.
ESG.1_1.4	Then Mardocheus said, These things are of God. 
ESG.1_1.5	For I remember the dream 
ESG.1_1.6	As for the little fountain that became a river, and there was light, and the sun, and much water, the river is Esther, whom the king married, and made queen: 
ESG.1_1.7	And the two dragons are I and Aman: 
ESG.1_1.8	And the nations 
ESG.1_1.9	And my nation, this is Israel, which cried to God, and were saved: for the Lord hath saved his people, and the Lord hath delivered us from all these evils, and 
ESG.1_1.10	Therefore hath he made two lots, one for the people of God, and another for all the nations. 
ESG.1_1.11	And these two lots came at the hour, and time, and day of judgement, before God among all the nations. 
ESG.1_1.12	So God remembered his people, and justified his inheritance. 
ESG.1_1.13	Therefore these days shall be unto them in the month Adar, the fourteenth and fifteenth day of the month, with an assembly, and joy, and with gladness before God, throughout the generations for ever among his people Israel.
ESG.2_1.1	In the fourth year of the reign of 
ESG.2_1.3	Who was a Jew, and dwelt in the city of 
ESG.2_1.4	And he was of the captivity, which Nabuchodonosor the king of Babylon carried from Jerusalem with Jechonias king of Judæa; and this was his dream: 
ESG.2_1.5	Behold, 
ESG.2_1.6	And, behold, 
ESG.2_1.7	And at their cry all nations were ready to battle, that they might fight against 
ESG.2_1.8	And, lo, 
ESG.2_1.9	And 
ESG.2_1.10	Then they cried unto God, and upon their cry, as it were from a little fountain, there came a great 
ESG.2_1.11	The light and the sun rose up, and 
ESG.2_1.12	Now when 
ESG.3_1.1	And 
ESG.3_1.2	And he heard their communings, and searched out their purposes, and learned that they were about to lay hands upon Artaxerxes the king; 
ESG.3_1.3	Then the king examined the two eunuchs, and after that they had confessed it, they were led to execution. 
ESG.3_1.4	And the king wrote these things for a memorial; 
ESG.3_1.5	So the king commanded Mardocheus to serve in the court, and for this he gave him gifts. 
ESG.3_1.6	Howbeit Aman the son of Amadathus, 
ESG.4_1.2	After that I became lord over many nations, and 
ESG.4_1.3	Now when I asked my counsellors how this might be brought to pass, Aman, that excelled in wisdom among us, and was approved for his constant good will and stedfast fidelity, and 
ESG.4_1.4	Declared unto us, that in all nations throughout the world 
ESG.4_1.5	Seeing then we understand that this nation is alone continually in opposition unto all men, following perversely a life which is strange to 
ESG.4_1.6	Therefore have we commanded, that they that are signified in writing unto you by Aman, who is ordained over the affairs, 
ESG.4_1.7	That they, who of old and now also are malicious, may in one day with violence go down to 
ESG.4_1.9	And said, O Lord, Lord, thou King Almighty: 
ESG.4_1.10	For thou hast made heaven and earth, and all the wondrous things that are beneath the heaven; 
ESG.4_1.11	And thou art Lord of all, and there is no man that can resist thee, which art the Lord. 
ESG.4_1.12	Thou knowest all things, and thou knowest, Lord, that it was neither in contempt nor pride, nor for any desire of glory, that 
ESG.4_1.13	For I could have been content with good will for the salvation of Israel to kiss the soles of his feet. 
ESG.4_1.14	But I did this, that I might not prefer the glory of man above the glory of God: neither will I bow down unto any but to thee, which art my Lord, neither will I do it in pride. 
ESG.4_1.15	And now, O Lord, thou God 
ESG.4_1.16	Despise not thy portion, which thou didst redeem out of the land of Egypt for thine own self. 
ESG.4_1.17	Hear my prayer, and be merciful unto thine inheritance: 
ESG.4_1.18	And all Israel cried out mightily, because their death was before their eyes.
ESG.5_1.1	Queen Esther also, being seized 
ESG.5_1.2	And laid away her glorious apparel, and put on the garments of anguish and mourning: and instead of the most excellent ointments, 
ESG.5_1.3	And she prayed unto the Lord, the God of Israel, saying, O my Lord, thou only art our King: help me that am desolate and have no other helper but thee: 
ESG.5_1.4	For my danger is in mine hand. 
ESG.5_1.5	From my youth up I have heard in the tribe of my family, that thou, O Lord, 
ESG.5_1.6	And now we have sinned before thee, 
ESG.5_1.7	Because we glorified their gods: 
ESG.5_1.8	Nevertheless it satisfieth them not, that we are in bitter captivity: but 
ESG.5_1.9	That they will abolish the thing that thou with thy mouth hast ordained, and destroy thine inheritance, and stop 
ESG.5_1.10	And open the mouths of the heathen to set forth the virtues of 
ESG.5_1.11	O Lord, give not thy sceptre unto them 
ESG.5_1.12	Remember, O Lord, make thyself known in the time of our affliction, and give me boldness, O 
ESG.5_1.13	Give me eloquent speech in my mouth 
ESG.5_1.14	But deliver us with thine hand, and help me that am desolate and have no other 
ESG.5_1.15	Thou hast knowledge of all things; and thou knowest that I hate the glory of the wicked, and abhor the bed of the uncircumcised, and of every alien. 
ESG.5_1.16	Thou knowest my necessity: that I abhor the sign of my high estate, 
ESG.5_1.17	And thine handmaid 
ESG.5_1.18	Neither had thine handmaid any joy since the day that I was brought hither to this present, but in thee, O Lord, thou God of Abraham. 
ESG.5_1.19	O God, that art mighty above all, 
ESG.6_1.1	And 
ESG.6_1.2	And being majestically adorned, after she had called upon 
ESG.6_1.3	And upon the one she leaned, as carrying herself delicately; 
ESG.6_1.4	And the other followed, bearing up her train. 
ESG.6_1.5	And she was ruddy through the perfection of her beauty, and her countenance was cheerful 
ESG.6_1.6	Then having passed through all the doors, she stood before the king, who sat upon his royal throne, and was clothed with all his robes of majesty, all 
ESG.6_1.7	Then lifting up his countenance that was flushed with glory, he looked 
ESG.6_1.8	Then God changed the spirit of the king into mildness, who in an agony leaped from his throne, and took her in his arms, till she came to herself again, and comforted her with soothing words, and said unto her, 
ESG.6_1.9	Esther, what is the matter? I am thy brother, be of good cheer: 
ESG.6_1.10	Thou shalt not die, for 
ESG.6_1.11	So he held up his golden sceptre, and laid it upon her neck, 
ESG.6_1.12	And embraced her, and said, Speak unto me. 
ESG.6_1.13	Then said she unto him, I saw thee, my lord, 
ESG.6_1.14	For wonderful art thou, my lord, and thy countenance is full of grace. 
ESG.6_1.15	And as she was speaking, she fell down for faintness. 
ESG.6_1.16	Then the king was troubled, and all his servants comforted her.
ESG.7_1.2	Many, the more often they are honoured with the great bounty of their 
ESG.7_1.3	And endeavour to hurt not our subjects only, but not being able to bear abundance, do take in hand to practise also against those that do them good: 
ESG.7_1.4	And take not only thankfulness away from among men, but also lifted up with the boastful words of them that were never good, they think to escape the evil-hating justice of God, 
ESG.7_1.5	Oftentimes also fair speech of those that are put in trust to manage their friends' affairs, hath caused many that are in authority to be 
ESG.7_1.6	Beguiling with the false deceit of their lewd disposition the innocent good will of princes. 
ESG.7_1.7	Now ye may see this, as we have declared, not so much by more ancient histories, as ye may, if ye search what hath been wickedly done of late through the pestilent behaviour of them that are unworthily placed in authority. 
ESG.7_1.8	And we must take care for the time to come, to render our kingdom quiet and peaceable for all men, 
ESG.7_1.9	Both by changing our purposes, and always judging things that come before our eyes with more equal proceeding. 
ESG.7_1.10	For Aman, 
ESG.7_1.11	Had so far forth obtained the favour that we shew toward every nation, as that he was called 
ESG.7_1.12	But he, not bearing his high estate, went about to deprive us of our kingdom and our life; 
ESG.7_1.13	Having by manifold and cunning deceits sought 
ESG.7_1.14	For by these means he thought, finding us destitute 
ESG.7_1.15	But we find that the Jews, whom this most ungracious wretch hath delivered to utter destruction, are no evil-doers, but live by most just laws: 
ESG.7_1.16	And that they be children of 
ESG.7_1.17	Wherefore ye shall do well not to put in execution the letters 
ESG.7_1.18	For he, that was the worker of these things, 
