GEN.1.1	In the beginning God created the heaven and the earth. 
ROM.12.21	Be not overcome of evil, but overcome evil with good.
ROM.13.1	Let every soul be in subjection to the higher powers: for there is no power but of God; and the 
ROM.13.2	Therefore he that resisteth the power, withstandeth the ordinance of God: and they that withstand shall receive to themselves judgement. 
ROM.13.3	For rulers are not a terror to the good work, but to the evil. And wouldest thou have no fear of the power? do that which is good, and thou shalt have praise from the same: 
ROM.13.4	for he is a minister of God to thee for good. But if thou do that which is evil, be afraid; for he beareth not the sword in vain: for he is a minister of God, an avenger for wrath to him that doeth evil. 
ROM.13.5	Wherefore 
ROM.13.6	For this cause ye pay tribute also; for they are ministers of God's service, attending continually upon this very thing.
ROM.13.7	Render to all their dues: tribute to whom tribute 
ROM.13.8	Owe no man anything, save to love one another: for he that loveth his neighbour hath fulfilled the law. 
ROM.13.9	For this, Thou shalt not commit adultery, Thou shalt not kill, Thou shalt not steal, Thou shalt not covet, and if there be any other commandment, it is summed up in this word, namely, Thou shalt love thy neighbour as thyself. 
ROM.13.10	Love worketh no ill to his neighbour: love therefore is the fulfillment of the law.
ROM.13.11	And this, knowing the season, that now it is high time for you to awake out of sleep: for now is salvation nearer to us than when we 
ROM.13.12	The night is far spent, and the day is at hand: let us therefore cast off the works of darkness, and let us put on the armour of light. 
ROM.13.13	Let us walk honestly, as in the day; not in revelling and drunkenness, not in chambering and wantonness, not in strife and jealousy. 
ROM.13.14	But put ye on the Lord Jesus Christ, and make not provision for the flesh, to 
ROM.14.1	But him that is weak in faith receive ye, 
ROM.14.2	One man hath faith to eat all things: but he that is weak eateth herbs. 
ROM.14.3	Let not him that eateth set at nought him that eateth not; and let not him that eateth not judge him that eateth: for God hath received him. 
ROM.14.4	Who art thou that judgest the servant of another? to his own lord he standeth or falleth. Yea, he shall be made to stand; for the Lord hath power to make him stand. 
ROM.14.5	One man esteemeth one day above another: another esteemeth every day 
ROM.14.6	He that regardeth the day, regardeth it unto the Lord: and he that eateth, eateth unto the Lord, for he giveth God thanks; and he that eateth not, unto the Lord he eateth not, and giveth God thanks. 
ROM.14.7	For none of us liveth to himself, and none dieth to himself. 
ROM.14.8	For whether we live, we live unto the Lord; or whether we die, we die unto the Lord: whether we live therefore, or die, we are the Lord's. 
ROM.14.9	For to this end Christ died, and lived 
ROM.14.10	But thou, why dost thou judge thy brother? or thou again, why dost thou set at nought thy brother? for we shall all stand before the judgement-seat of God. 
ROM.14.11	For it is written, As I live, saith the Lord, to me every knee shall bow, And every tongue shall confess to God. 
ROM.14.12	So then each one of us shall give account of himself to God. 
ROM.14.13	Let us not therefore judge one another any more: but judge ye this rather, that no man put a stumblingblock in his brother's way, or an occasion of falling. 
ROM.14.14	I know, and am persuaded in the Lord Jesus, that nothing is unclean of itself: save that to him who accounteth anything to be unclean, to him it is unclean. 
ROM.14.15	For if because of meat thy brother is grieved, thou walkest no longer in love. Destroy not with thy meat him for whom Christ died. 
ROM.14.16	Let not then your good be evil spoken of: 
ROM.14.17	for the kingdom of God is not eating and drinking, but righteousness and peace and joy in the Holy Ghost. 
ROM.14.18	For he that herein serveth Christ is well-pleasing to God, and approved of men. 
ROM.14.19	So then let us follow after things which make for peace, and things whereby we may edify one another. 
ROM.14.20	Overthrow not for meat's sake the work of God. All things indeed are clean; howbeit it is evil for that man who eateth with offence. 
ROM.14.21	It is good not to eat flesh, nor to drink wine, nor 
ROM.14.22	The faith which thou hast, have thou to thyself before God. Happy is he that judgeth not himself in that which he approveth. 
ROM.14.23	But he that doubteth is condemned if he eat, because 
ROM.15.1	Now we that are strong ought to bear the infirmities of the weak, and not to please ourselves. 
ROM.15.2	Let each one of us please his neighbour for that which is good, unto edifying. 
ROM.15.3	For Christ also pleased not himself; but, as it is written, The reproaches of them that reproached thee fell upon me. 
ROM.15.4	For whatsoever things were written aforetime were written for our learning, that through patience and through comfort of the scriptures we might have hope.
ROM.15.5	Now the God of patience and of comfort grant you to be of the same mind one with another according to Christ Jesus: 
ROM.15.6	that with one accord ye may with one mouth glorify the God and Father of our Lord Jesus Christ.
ROM.15.7	Wherefore receive ye one another, even as Christ also received you, to the glory of God. 
ROM.15.8	For I say that Christ hath been made a minister of the circumcision for the truth of God, that he might confirm the promises 
ROM.15.9	and that the Gentiles might glorify God for his mercy; as it is written, Therefore will I give praise unto thee among the Gentiles, And sing unto thy name. 
ROM.15.10	And again he saith, Rejoice, ye Gentiles, with his people. 
ROM.15.11	And again, Praise the Lord, all ye Gentiles; And let all the peoples praise him. 
ROM.15.12	And again, Isaiah saith, There shall be the root of Jesse, And he that ariseth to rule over the Gentiles; On him shall the Gentiles hope.
ROM.15.13	Now the God of hope fill you with all joy and peace in believing, that ye may abound in hope, in the power of the Holy Ghost.
ROM.15.14	And I myself also am persuaded of you, my brethren, that ye yourselves are full of goodness, filled with all knowledge, able also to admonish one another. 
ROM.15.15	But I write the more boldly unto you in some measure, as putting you again in remembrance, because of the grace that was given me of God, 
ROM.15.16	that I should be a minister of Christ Jesus unto the Gentiles, ministering the gospel of God, that the offering up of the Gentiles might be made acceptable, being sanctified by the Holy Ghost.
ROM.15.17	I have therefore my glorying in Christ Jesus in things pertaining to God. 
ROM.15.18	For I will not dare to speak of any things save those which Christ wrought through me, for the obedience of the Gentiles, by word and deed, 
ROM.15.19	in the power of signs and wonders, in the power of the Holy Ghost; so that from Jerusalem, and round about even unto Illyricum, I have fully preached the gospel of Christ; 
ROM.15.20	yea, making it my aim so to preach the gospel, not where Christ was 
ROM.15.21	but, as it is written, They shall see, to whom no tidings of him came, And they who have not heard shall understand.
ROM.15.22	Wherefore also I was hindered these many times from coming to you: 
ROM.15.23	but now, having no more any place in these regions, and having these many years a longing to come unto you, 
ROM.15.24	whensoever I go unto Spain (for I hope to see you in my journey, and to be brought on my way thitherward by you, if first in some measure I shall have been satisfied with your company)-- 
ROM.15.25	but now, 
ROM.15.26	For it hath been the good pleasure of Macedonia and Achaia to make a certain contribution for the poor among the saints that are at Jerusalem. 
ROM.15.27	Yea, it hath been their good pleasure; and their debtors they are. For if the Gentiles have been made partakers of their spiritual things, they owe it 
ROM.15.28	When therefore I have accomplished this, and have sealed to them this fruit, I will go on by you unto Spain. 
ROM.15.29	And I know that, when I come unto you, I shall come in the fulness of the blessing of Christ.
ROM.15.30	Now I beseech you, brethren, by our Lord Jesus Christ, and by the love of the Spirit, that ye strive together with me in your prayers to God for me; 
ROM.15.31	that I may be delivered from them that are disobedient in Judaea, and 
ROM.15.32	that I may come unto you in joy through the will of God, and together with you find rest. 
ROM.15.33	Now the God of peace be with you all. Amen.
ROM.16.1	I commend unto you Phoebe our sister, who is a servant of the church that is at Cenchreae: 
ROM.16.2	that ye receive her in the Lord, worthily of the saints, and that ye assist her in whatsoever matter she may have need of you: for she herself also hath been a succourer of many, and of mine own self. 
ROM.16.3	Salute Prisca and Aquila my fellow-workers in Christ Jesus, 
ROM.16.4	who for my life laid down their own necks; unto whom not only I give thanks, but also all the churches of the Gentiles: 
ROM.16.5	and 
ROM.16.6	Salute Mary, who bestowed much labour on you. 
ROM.16.7	Salute Andronicus and Junias, my kinsmen, and my fellow-prisoners, who are of note among the apostles, who also have been in Christ before me. 
ROM.16.8	Salute Ampliatus my beloved in the Lord. 
ROM.16.9	Salute Urbanus our fellow-worker in Christ, and Stachys my beloved. 
ROM.16.10	Salute Apelles the approved in Christ. Salute them which are of the 
ROM.16.11	Salute Herodion my kinsman. Salute them of the 
ROM.16.12	Salute Tryphaena and Tryphosa, who labour in the Lord. Salute Persis the beloved, which laboured much in the Lord. 
ROM.16.13	Salute Rufus the chosen in the Lord, and his mother and mine. 
ROM.16.14	Salute Asyncritus, Phlegon, Hermes, Patrobas, Hermas, and the brethren that are with them. 
ROM.16.15	Salute Philologus and Julia, Nereus and his sister, and Olympas, and all the saints that are with them. 
ROM.16.16	Salute one another with a holy kiss. All the churches of Christ salute you.
ROM.16.17	Now I beseech you, brethren, mark them which are causing the divisions and occasions of stumbling, contrary to the doctrine which ye learned: and turn away from them. 
ROM.16.18	For they that are such serve not our Lord Christ, but their own belly; and by their smooth and fair speech they beguile the hearts of the innocent. 
ROM.16.19	For your obedience is come abroad unto all men. I rejoice therefore over you: but I would have you wise unto that which is good, and simple unto that which is evil. 
ROM.16.20	And the God of peace shall bruise Satan under your feet shortly. The grace of our Lord Jesus Christ be with you.
ROM.16.21	Timothy my fellow-worker saluteth you; and Lucius and Jason and Sosipater, my kinsmen. 
ROM.16.22	I Tertius, who write the epistle, salute you in the Lord. 
ROM.16.23	Gaius my host, and of the whole church, saluteth you. Erastus the treasurer of the city saluteth you, and Quartus the brother.
ROM.16.25	Now to him that is able to stablish you according to my gospel and the preaching of Jesus Christ, according to the revelation of the mystery which hath been kept in silence through times eternal, 
ROM.16.26	but now is manifested, and by the scriptures of the prophets, according to the commandment of the eternal God, is made known unto all the nations unto obedience of faith; 
ROM.16.27	to the only wise God, through Jesus Christ, to whom be the glory for ever. Amen.
1CO.1.1	Paul, called 
1CO.1.2	unto the church of God which is at Corinth, 
1CO.1.3	Grace to you and peace from God our Father and the Lord Jesus Christ. 
1CO.1.4	I thank my God always concerning you, for the grace of God which was given you in Christ Jesus; 
1CO.1.5	that in everything ye were enriched in him, in all utterance and all knowledge; 
1CO.1.6	even as the testimony of Christ was confirmed in you: 
1CO.1.7	so that ye come behind in no gift; waiting for the revelation of our Lord Jesus Christ; 
1CO.1.8	who shall also confirm you unto the end, 
1CO.1.9	God is faithful, through whom ye were called into the fellowship of his Son Jesus Christ our Lord.
1CO.1.10	Now I beseech you, brethren, through the name of our Lord Jesus Christ, that ye all speak the same thing, and 
1CO.1.11	For it hath been signified unto me concerning you, my brethren, by them 
1CO.1.12	Now this I mean, that each one of you saith, I am of Paul; and I of Apollos; and I of Cephas; and I of Christ. 
1CO.1.13	Is Christ divided? was Paul crucified for you? or were ye baptized into the name of Paul?
1CO.1.14	I thank God that I baptized none of you, save Crispus and Gaius; 
1CO.1.15	lest any man should say that ye were baptized into my name. 
1CO.1.16	And I baptized also the household of Stephanas: besides, I know not whether I baptized any other.
1CO.1.17	For Christ sent me not to baptize, but to preach the gospel: not in wisdom of words, lest the cross of Christ should be made void. 
1CO.1.18	For the word of the cross is to them that are perishing foolishness; but unto us which are being saved it is the power of God. 
1CO.1.19	For it is written, I will destroy the wisdom of the wise, And the prudence of the prudent will I reject. 
1CO.1.20	Where is the wise? where is the scribe? where is the disputer of this world? hath not God made foolish the wisdom of the world? 
1CO.1.21	For seeing that in the wisdom of God the world through its wisdom knew not God, it was God's good pleasure through the foolishness of the preaching to save them that believe. 
1CO.1.22	Seeing that Jews ask for signs, and Greeks seek after wisdom: 
1CO.1.23	but we preach Christ crucified, unto Jews a stumblingblock, and unto Gentiles foolishness; 
1CO.1.24	but unto them that are called, both Jews and Greeks, Christ the power of God, and the wisdom of God. 
1CO.1.25	Because the foolishness of God is wiser than men; and the weakness of God is stronger than men. 
1CO.1.26	For behold your calling, brethren, how that not many wise after the flesh, not many mighty, not many noble, 
1CO.1.27	but God chose the foolish things of the world, that he might put to shame them that are wise; and God chose the weak things of the world, that he might put to shame the things that are strong; 
1CO.1.28	and the base things of the world, and the things that are despised, did God choose, 
1CO.1.29	that no flesh should glory before God. 
1CO.1.30	But of him are ye in Christ Jesus, who was made unto us wisdom from God, and righteousness and sanctification, and redemption: 
1CO.1.31	that, according as it is written, He that glorieth, let him glory in the Lord.
1CO.2.1	And I, brethren, when I came unto you, came not with excellency of speech or of wisdom, proclaiming to you the mystery of God. 
1CO.2.2	For I determined not to know anything among you, save Jesus Christ, and him crucified. 
1CO.2.3	And I was with you in weakness, and in fear, and in much trembling. 
1CO.2.4	And my speech and my preaching were not in persuasive words of wisdom, but in demonstration of the Spirit and of power: 
1CO.2.5	that your faith should not stand in the wisdom of men, but in the power of God.
1CO.2.6	Howbeit we speak wisdom among the perfect: yet a wisdom not of this world, nor of the rulers of this world, which are coming to nought: 
1CO.2.7	but we speak God's wisdom in a mystery, 
1CO.2.8	which none of the rulers of this world knoweth: for had they known it, they would not have crucified the Lord of glory: 
1CO.2.9	but as it is written, Things which eye saw not, and ear heard not, And 
1CO.2.10	But unto us God revealed 
1CO.2.11	For who among men knoweth the things of a man, save the spirit of the man, which is in him? even so the things of God none knoweth, save the Spirit of God. 
1CO.2.12	But we received, not the spirit of the world, but the spirit which is of God; that we might know the things that are freely given to us by God. 
1CO.2.13	Which things also we speak, not in words which man's wisdom teacheth, but which the Spirit teacheth; comparing spiritual things with spiritual. 
1CO.2.14	Now the natural man receiveth not the things of the Spirit of God: for they are foolishness unto him; and he cannot know them, because they are spiritually judged. 
1CO.2.15	But he that is spiritual judgeth all things, and he himself is judged of no man. 
1CO.2.16	For who hath known the mind of the Lord, that he should instruct him? But we have the mind of Christ.
1CO.3.1	And I, brethren, could not speak unto you as unto spiritual, but as unto carnal, as unto babes in Christ. 
1CO.3.2	I fed you with milk, not with meat; for ye were not yet able 
1CO.3.3	for ye are yet carnal: for whereas there is among you jealousy and strife, are ye not carnal, and walk after the manner of men? 
1CO.3.4	For when one saith, I am of Paul; and another, I am of Apollos; are ye not men?
1CO.3.5	What then is Apollos? and what is Paul? Ministers through whom ye believed; and each as the Lord gave to him. 
1CO.3.6	I planted, Apollos watered; but God gave the increase. 
1CO.3.7	So then neither is he that planteth anything, neither he that watereth; but God that giveth the increase. 
1CO.3.8	Now he that planteth and he that watereth are one: but each shall receive his own reward according to his own labour. 
1CO.3.9	For we are God's fellow-workers: ye are God's husbandry, God's building. 
1CO.3.10	According to the grace of God which was given unto me, as a wise masterbuilder I laid a foundation; and another buildeth thereon. But let each man take heed how he buildeth thereon.
1CO.3.11	For other foundation can no man lay than that which is laid, which is Jesus Christ. 
1CO.3.12	But if any man buildeth on the foundation gold, silver, costly stones, wood, hay, stubble; 
1CO.3.13	each man's work shall be made manifest: for the day shall declare it, because it is revealed in fire; and the fire itself shall prove each man's work of what sort it is. 
1CO.3.14	If any man's work shall abide which he built thereon, he shall receive a reward. 
1CO.3.15	If any man's work shall be burned, he shall suffer loss: but he himself shall be saved; yet so as through fire.
1CO.3.16	Know ye not that ye are a temple of God, and 
1CO.3.17	If any man destroyeth the temple of God, him shall God destroy; for the temple of God is holy, which 
1CO.3.18	Let no man deceive himself. If any man thinketh that he is wise among you in this world, let him become a fool, that he may become wise. 
1CO.3.19	For the wisdom of this world is foolishness with God. For it is written, He that taketh the wise in their craftiness: 
1CO.3.20	and again, The Lord knoweth the reasonings of the wise, that they are vain.
1CO.3.21	Wherefore let no one glory in men. For all things are yours; 
1CO.3.22	whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are yours; 
1CO.3.23	and ye are Christ's; and Christ is God's.
1CO.4.1	Let a man so account of us, as of ministers of Christ, and stewards of the mysteries of God. 
1CO.4.2	Here, moreover, it is required in stewards, that a man be found faithful. 
1CO.4.3	But with me it is a very small thing that I should be judged of you, or of man's judgement: yea, I judge not mine own self. 
1CO.4.4	For I know nothing against myself; yet am I not hereby justified: but he that judgeth me is the Lord. 
1CO.4.5	Wherefore judge nothing before the time, until the Lord come, who will both bring to light the hidden things of darkness, and make manifest the counsels of the hearts; and then shall each man have his praise from God. 
1CO.4.6	Now these things, brethren, I have in a figure transferred to myself and Apollos for your sakes; that in us ye might learn not 
1CO.4.7	For who maketh thee to differ? and what hast thou that thou didst not receive? but if thou didst receive it, why dost thou glory, as if thou hadst not received it? 
1CO.4.8	Already are ye filled, already ye are become rich, ye have reigned without us: yea and I would that ye did reign, that we also might reign with you. 
1CO.4.9	For, I think, God hath set forth us the apostles last of all, as men doomed to death: for we are made a spectacle unto the world, and to angels, and to men. 
1CO.4.10	We are fools for Christ's sake, but ye are wise in Christ; we are weak, but ye are strong; ye have glory, but we have dishonour. 
1CO.4.11	Even unto this present hour we both hunger, and thirst, and are naked, and are buffeted, and have no certain dwelling place; 
1CO.4.12	and we toil, working with our own hands: being reviled, we bless; being persecuted, we endure; 
1CO.4.13	being defamed, we entreat: we are made as the filth of the world, the offscouring of all things, even until now.
1CO.4.14	I write not these things to shame you, but to admonish you as my beloved children. 
1CO.4.15	For though ye should have ten thousand tutors in Christ, yet 
1CO.4.16	I beseech you therefore, be ye imitators of me.
1CO.4.17	For this cause have I sent unto you Timothy, who is my beloved and faithful child in the Lord, who shall put you in remembrance of my ways which be in Christ, even as I teach everywhere in every church. 
1CO.4.18	Now some are puffed up, as though I were not coming to you. 
1CO.4.19	But I will come to you shortly, if the Lord will; and I will know, not the word of them which are puffed up, but the power. 
1CO.4.20	For the kingdom of God is not in word, but in power. 
1CO.4.21	What will ye? shall I come unto you with a rod, or in love and a spirit of meekness?
1CO.5.1	It is actually reported that there is fornication among you, and such fornication as is not even among the Gentiles, that one 
1CO.5.2	And ye are puffed up, and did not rather mourn, that he that had done this deed might be taken away from among you. 
1CO.5.3	For I verily, being absent in body but present in spirit, have already, as though I were present, judged him that hath so wrought this thing, 
1CO.5.4	in the name of our Lord Jesus, ye being gathered together, and my spirit, with the power of our Lord Jesus, 
1CO.5.5	to deliver such a one unto Satan for the destruction of the flesh, that the spirit may be saved in the day of the Lord Jesus. 
1CO.5.6	Your glorying is not good. Know ye not that a little leaven leaveneth the whole lump?
1CO.5.7	Purge out the old leaven, that ye may be a new lump, even as ye are unleavened. For our passover also hath been sacrificed, 
1CO.5.8	wherefore let us keep the feast, not with old leaven, neither with the leaven of malice and wickedness, but with the unleavened bread of sincerity and truth.
1CO.5.9	I wrote unto you in my epistle to have no company with fornicators; 
1CO.5.10	not altogether with the fornicators of this world, or with the covetous and extortioners, or with idolaters; for then must ye needs go out of the world: 
1CO.5.11	but now I write unto you not to keep company, if any man that is named a brother be a fornicator, or covetous, or an idolater, or a reviler, or a drunkard, or an extortioner; with such a one no, not to eat. 
1CO.5.12	For what have I to do with judging them that are without? Do not ye judge them that are within, 
1CO.5.13	whereas them that are without God judgeth? Put away the wicked man from among yourselves.
1CO.6.1	Dare any of you, having a matter against his neighbour, go to law before the unrighteous, and not before the saints? 
1CO.6.2	Or know ye not that the saints shall judge the world? and if the world is judged by you, are ye unworthy to judge the smallest matters? 
1CO.6.3	Know ye not that we shall judge angels? how much more, things that pertain to this life? 
1CO.6.4	If then ye have to judge things pertaining to this life, do ye set them to judge who are of no account in the church? 
1CO.6.5	I say 
1CO.6.6	but brother goeth to law with brother, and that before unbelievers? 
1CO.6.7	Nay, already it is altogether a defect in you, that ye have lawsuits one with another. Why not rather take wrong? why not rather be defrauded? 
1CO.6.8	Nay, but ye yourselves do wrong, and defraud, and that 
1CO.6.9	Or know ye not that the unrighteous shall not inherit the kingdom of God? Be not deceived: neither fornicators, nor idolaters, nor adulterers, nor effeminate, nor abusers of themselves with men, 
1CO.6.10	nor thieves, nor covetous, nor drunkards, nor revilers, nor extortioners, shall inherit the kingdom of God. 
1CO.6.11	And such were some of you: but ye were washed, but ye were sanctified, but ye were justified in the name of the Lord Jesus Christ, and in the Spirit of our God.
1CO.6.12	All things are lawful for me; but not all things are expedient. All things are lawful for me; but I will not be brought under the power of any. 
1CO.6.13	Meats for the belly, and the belly for meats: but God shall bring to nought both it and them. But the body is not for fornication, but for the Lord; and the Lord for the body: 
1CO.6.14	and God both raised the Lord, and will raise up us through his power. 
1CO.6.15	Know ye not that your bodies are members of Christ? shall I then take away the members of Christ, and make them members of a harlot? God forbid. 
1CO.6.16	Or know ye not that he that is joined to a harlot is one body? for, The twain, saith he, shall become one flesh. 
1CO.6.17	But he that is joined unto the Lord is one spirit. 
1CO.6.18	Flee fornication. Every sin that a man doeth is without the body; but he that committeth fornication sinneth against his own body. 
1CO.6.19	Or know ye not that your body is a temple of the Holy Ghost which is in you, which ye have from God? and ye are not your own; 
1CO.6.20	for ye were bought with a price: glorify God therefore in your body.
1CO.7.1	Now concerning the things whereof ye wrote: It is good for a man not to touch a woman. 
1CO.7.2	But, because of fornications, let each man have his own wife, and let each woman have her own husband. 
1CO.7.3	Let the husband render unto the wife her due: and likewise also the wife unto the husband. 
1CO.7.4	The wife hath not power over her own body, but the husband: and likewise also the husband hath not power over his own body, but the wife. 
1CO.7.5	Defraud ye not one the other, except it be by consent for a season, that ye may give yourselves unto prayer, and may be together again, that Satan tempt you not because of your incontinency. 
1CO.7.6	But this I say by way of permission, not of commandment. 
1CO.7.7	Yet I would that all men were even as I myself. Howbeit each man hath his own gift from God, one after this manner, and another after that. 
1CO.7.8	But I say to the unmarried and to widows, It is good for them if they abide even as I. 
1CO.7.9	But if they have not continency, let them marry: for it is better to marry than to burn.
1CO.7.10	But unto the married I give charge, 
1CO.7.11	(but and if she depart, let her remain unmarried, or else be reconciled to her husband); and that the husband leave not his wife. 
1CO.7.12	But to the rest say I, not the Lord: If any brother hath an unbelieving wife, and she is content to dwell with him, let him not leave her. 
1CO.7.13	And the woman which hath an unbelieving husband, and he is content to dwell with her, let her not leave her husband. 
1CO.7.14	For the unbelieving husband is sanctified in the wife, and the unbelieving wife is sanctified in the brother: else were your children unclean; but now are they holy. 
1CO.7.15	Yet if the unbelieving departeth, let him depart: the brother or the sister is not under bondage in such 
1CO.7.16	For how knowest thou, O wife, whether thou shalt save thy husband? or how knowest thou, O husband, whether thou shalt save thy wife?
1CO.7.17	Only, as the Lord hath distributed to each man, as God hath called each, so let him walk. And so ordain I in all the churches. 
1CO.7.18	Was any man called being circumcised? let him not become uncircumcised. Hath any been called in uncircumcision? let him not be circumcised. 
1CO.7.19	Circumcision is nothing, and uncircumcision is nothing; but the keeping of the commandments of God. 
1CO.7.20	Let each man abide in that calling wherein he was called. 
1CO.7.21	Wast thou called being a bondservant? care not for it: but if thou canst become free, use 
1CO.7.22	For he that was called in the Lord, being a bondservant, is the Lord's freedman: likewise he that was called, being free, is Christ's bondservant. 
1CO.7.23	Ye were bought with a price; become not bondservants of men. 
1CO.7.24	Brethren, let each man, wherein he was called, therein abide with God.
1CO.7.25	Now concerning virgins I have no commandment of the Lord: but I give my judgement, as one that hath obtained mercy of the Lord to be faithful. 
1CO.7.26	I think therefore that this is good by reason of the present distress, 
1CO.7.27	Art thou bound unto a wife? seek not to be loosed. Art thou loosed from a wife? seek not a wife. 
1CO.7.28	But and if thou marry, thou hast not sinned; and if a virgin marry, she hath not sinned. Yet such shall have tribulation in the flesh: and I would spare you. 
1CO.7.29	But this I say, brethren, the time is shortened, that henceforth both those that have wives may be as though they had none; 
1CO.7.30	and those that weep, as though they wept not; and those that rejoice, as though they rejoiced not; and those that buy, as though they possessed not; 
1CO.7.31	and those that use the world, as not abusing it: for the fashion of this world passeth away. 
1CO.7.32	But I would have you to be free from cares. He that is unmarried is careful for the things of the Lord, how he may please the Lord: 
1CO.7.33	but he that is married is careful for the things of the world, how he may please his wife. 
1CO.7.34	And there is a difference also between the wife and the virgin. She that is unmarried is careful for the things of the Lord, that she may be holy both in body and in spirit: but she that is married is careful for the things of the world, how she may please her husband. 
1CO.7.35	And this I say for your own profit; not that I may cast a snare upon you, but for that which is seemly, and that ye may attend upon the Lord without distraction.
1CO.7.36	But if any man thinketh that he behaveth himself unseemly toward his virgin 
1CO.7.37	But he that standeth stedfast in his heart, having no necessity, but hath power as touching his own will, and hath determined this in his own heart, to keep his own virgin 
1CO.7.38	So then both he that giveth his own virgin 
1CO.7.39	A wife is bound for so long time as her husband liveth; but if the husband be dead, she is free to be married to whom she will; only in the Lord. 
1CO.7.40	But she is happier if she abide as she is, after my judgement: and I think that I also have the Spirit of God.
1CO.8.1	Now concerning things sacrificed to idols: We know that we all have knowledge. Knowledge puffeth up, but love edifieth. 
1CO.8.2	If any man thinketh that he knoweth anything, he knoweth not yet as he ought to know; 
1CO.8.3	but if any man loveth God, the same is known of him.
1CO.8.4	Concerning therefore the eating of things sacrificed to idols, we know that no idol is 
1CO.8.5	For though there be that are called gods, whether in heaven or on earth; as there are gods many, and lords many; 
1CO.8.6	yet to us there is one God, the Father, of whom are all things, and we unto him; and one Lord, Jesus Christ, through whom are all things, and we through him.
1CO.8.7	Howbeit in all men there is not that knowledge: but some, being used until now to the idol, eat as 
1CO.8.8	But meat will not commend us to God: neither, if we eat not, are we the worse; nor, if we eat, are we the better. 
1CO.8.9	But take heed lest by any means this liberty of yours become a stumblingblock to the weak. 
1CO.8.10	For if a man see thee which hast knowledge sitting at meat in an idol's temple, will not his conscience, if he is weak, be emboldened to eat things sacrificed to idols? 
1CO.8.11	For through thy knowledge he that is weak perisheth, the brother for whose sake Christ died. 
1CO.8.12	And thus, sinning against the brethren, and wounding their conscience when it is weak, ye sin against Christ. 
1CO.8.13	Wherefore, if meat maketh my brother to stumble, I will eat no flesh for evermore, that I make not my brother to stumble.
1CO.9.1	Am I not free? am I not an apostle? have I not seen Jesus our Lord? are not ye my work in the Lord? 
1CO.9.2	If to others I am not an apostle, yet at least I am to you; for the seal of mine apostleship are ye in the Lord.
1CO.9.3	My defence to them that examine me is this. 
1CO.9.4	Have we no right to eat and to drink? 
1CO.9.5	Have we no right to lead about a wife that is a believer, even as the rest of the apostles, and the brethren of the Lord, and Cephas? 
1CO.9.6	Or I only and Barnabas, have we not a right to forbear working? 
1CO.9.7	What soldier ever serveth at his own charges? who planteth a vineyard, and eateth not the fruit thereof? or who feedeth a flock, and eateth not of the milk of the flock? 
1CO.9.8	Do I speak these things after the manner of men? or saith not the law also the same? 
1CO.9.9	For it is written in the law of Moses, Thou shalt not muzzle the ox when he treadeth out the corn. Is it for the oxen that God careth, 
1CO.9.10	or saith he it altogether for our sake? Yea, for our sake it was written: because he that ploweth ought to plow in hope, and he that thresheth, 
1CO.9.11	If we sowed unto you spiritual things, is it a great matter if we shall reap your carnal things? 
1CO.9.12	If others partake of 
1CO.9.13	Know ye not that they which minister about sacred things eat 
1CO.9.14	Even so did the Lord ordain that they which proclaim the gospel should live of the gospel.
1CO.9.15	But I have used none of these things: and I write not these things that it may be so done in my case: for 
1CO.9.16	For if I preach the gospel, I have nothing to glory of; for necessity is laid upon me; for woe is unto me, if I preach not the gospel. 
1CO.9.17	For if I do this of mine own will, I have a reward: but if not of mine own will, I have a stewardship intrusted to me. 
1CO.9.18	What then is my reward? That, when I preach the gospel, I may make the gospel without charge, so as not to use to the full my right in the gospel.
1CO.9.19	For though I was free from all 
1CO.9.20	And to the Jews I became as a Jew, that I might gain Jews; to them that are under the law, as under the law, not being myself under the law, that I might gain them that are under the law; 
1CO.9.21	to them that are without law, as without law, not being without law to God, but under law to Christ, that I might gain them that are without law. 
1CO.9.22	To the weak I became weak, that I might gain the weak: I am become all things to all men, that I may by all means save some. 
1CO.9.23	And I do all things for the gospel's sake, that I may be a joint partaker thereof.
1CO.9.24	Know ye not that they which run in a race run all, but one receiveth the prize? Even so run, that ye may attain. 
1CO.9.25	And every man that striveth in the games is temperate in all things. Now they 
1CO.9.26	I therefore so run, as not uncertainly; so fight I, as not beating the air: 
1CO.9.27	but I buffet my body, and bring it into bondage: lest by any means, after that I have preached to others, I myself should be rejected.
1CO.10.1	For I would not, brethren, have you ignorant, how that our fathers were all under the cloud, and all passed through the sea; 
1CO.10.2	and were all baptized unto Moses in the cloud and in the sea; 
1CO.10.3	and did all eat the same spiritual meat; 
1CO.10.4	and did all drink the same spiritual drink: for they drank of a spiritual rock that followed them: and the rock was Christ. 
1CO.10.5	Howbeit with most of them God was not well pleased: for they were overthrown in the wilderness.
1CO.10.6	Now these things were our examples, to the intent we should not lust after evil things, as they also lusted. 
1CO.10.7	Neither be ye idolaters, as were some of them; as it is written, The people sat down to eat and drink, and rose up to play. 
1CO.10.8	Neither let us commit fornication, as some of them committed, and fell in one day three and twenty thousand. 
1CO.10.9	Neither let us tempt the Lord, as some of them tempted, and perished by the serpents. 
1CO.10.10	Neither murmur ye, as some of them murmured, and perished by the destroyer. 
