MAT.1.1	Tíhi mé chrónka nkexro kꞌuaxrjeníxin Jesucristo. Jesucristo mé kꞌuaxrjeníxin David la ko Abraham.
PSA.140.5	Mé xi̱kaha kjuasin sin ihno̱ ti nti̱a tsoxrankáyani.
PSA.140.6	Ndáchroni: “Jaha Itꞌéni Díos mé Díos kuènténi.
PSA.140.6	Tihín jaha, Itꞌéni Díos, ti nkehe chrónoàni.
PSA.140.7	Itꞌéni Díos, jaha chonta kaín kjuachaxin, nchekaáni.
PSA.140.7	Jaha kjuánjua nkehe tꞌayakohen ti ikjani
PSA.140.7	kixin kohya nkehe tso̱heni ti ña̱o itsi kjuanínkaon.”
PSA.140.8	Jaha Itꞌéni Díos, chrókui̱konoéhña ti sin nduáhya tjenka̱yáxin.
PSA.140.8	Jaha chrókjuájonhña kjuachaxin tso̱hen ti nkehe jínahña tjenka̱yáxin sin.
PSA.140.9	Ti sin tjenka̱yáxin ti nkehe jínahña
PSA.140.9	la kꞌuínkatjen sin, kua̱ntátjen sin ti jeheni
PSA.140.9	la imá jie̱he sin,
PSA.140.9	ti nkehe jínahña tjanchaxin sin irꞌua sin
PSA.140.9	la tíha chrókjuasótexín sin.
PSA.140.10	Chrítaón ti jehe sin chrókꞌuánótjen xrinta.
PSA.140.10	Sáchrokjui sin ti tòye̱ imá ni̱nka
PSA.140.10	la í xitjahya chrókꞌuaxrjexín sin ntiha.
PSA.140.11	Ti chojni chꞌéna kjuachꞌia
PSA.140.11	la kjuaxróxinhña chrókꞌuejó sin.
PSA.140.11	Ti nkehe jínahña kjuíchꞌe sin
PSA.140.11	la mé tíha chrókꞌuitjáñaxín sin.
PSA.140.12	Kixin jeheni la noheni kixin Itꞌéni Díos
PSA.140.12	la tjinki̱tsa ti sin nóa
PSA.140.12	la ko tjinki̱tsa chꞌan ti sin chónta kjuaxikaon.
PSA.140.13	La chaxín ti sin jína tsjikosáyehe sin ti ihni̱á,
PSA.140.13	la ko ti sin ndoá tjejó
PSA.140.13	mé tsꞌejó sin ti itjen jaha.
PSA.141.1	Jaha Itꞌéni Díos, tꞌéyahani, tjoka xrákiá
PSA.141.1	la tihín ti nkehe chrónòani.
PSA.141.2	éxi chi̱nko̱ xraxé náxrjón,
PSA.141.2	la ko ti itjani tjokani noi tjajoni kjuasáya;
PSA.141.2	mé éxi ijnko nkehe náxrjón chrókꞌuayehé ti nkojnko tso̱jín.
PSA.141.3	Jaha Itꞌéni Díos, chrókꞌuayakohén ti irꞌuani
PSA.141.3	kixin chji̱ñéhña chrónixjani
PSA.141.4	Jaha chrókui̱toéhya kixin tsjenka̱yáxini ti nkehe jínahña,
PSA.141.4	la ko chrókui̱toéhya chrókjuíchꞌeni ti nkehe jínahña;
PSA.141.4	chrókui̱toéhya kixin chrókjuini ti kia
PSA.141.4	tjasin ti sin ixri ti nti̱a nduáhya.
PSA.141.5	Ti chojni jína la tjenduéhe ti jeheni,
PSA.141.5	la tíhi mé ijnko nkehe jína kjuíchꞌe sin,
PSA.141.5	tíhi la éxi ijnko aceite kui̱ki̱te sin ikjani
PSA.141.5	kixin kjuenduéhe sin ti jeheni.
PSA.141.5	A̱ndá jeheni la nkochríxín tjancheheni Díos,
PSA.141.5	kixin sinchekjasóte chꞌan ti sin ichꞌe nkehe jínahña.
PSA.141.6	Ti sin tꞌe̱to̱an kuènté ti sin nduáhya ichꞌe la
PSA.141.6	tsꞌánótje̱xi̱n sin ijnko itjo̱ imá noi,
PSA.141.6	landá tsoxraxinkaon sin kixin ti itan chrónkani la chaxín ndoá.
PSA.141.7	A̱ndá ti huéso̱e sin tsoxika hasta chrínta ti tòye̱
PSA.141.7	éxi inche tsíkóntá xi̱kaha tso̱hen ti huéso̱e sin.
PSA.141.8	Itꞌéni Díos, mé kománi ti jaha
PSA.141.8	kixin tinkáchónkini ti jaha,
PSA.141.8	la xritjeyáni ti jaha kixin chrókjui̱nchekaá ti a̱séni;
PSA.141.8	méxra̱ ti̱toéhya kixin tsꞌóñá sin ti jeheni.
PSA.141.9	Chrókjuínki̱tsani
PSA.141.9	kixin ti nkehe jínahña kjuasin sin chrókꞌuitsínkaxíni;
PSA.141.9	chrókjui̱nchekaáni
PSA.141.9	kixin ti nkehe kjuasin ti sin nduáhya ixri chrókꞌuitjáñaxíni.
PSA.141.10	Ti sin nduáhya ixri la ti trampa kjuasin sin
PSA.141.10	chrókꞌuitsínkayá sin la chrókꞌuitjáñaxín sin;
PSA.141.10	a̱ndá jeheni la kjónté chrókꞌuatsínkani ndoí ntiha
PSA.141.10	la jaha chrókjuinki̱tsa kixin kohya nkehe chrókóheni.
PSA.142.1	Itsen tꞌéya̱hani, jaha Itꞌéni Díos.
PSA.142.1	Chrónòani Itꞌéni Díos kixin
PSA.142.1	jaha chrókui̱konoéheni.
PSA.142.2	Jeheni tꞌayani la ko tjanchiani ijie̱
PSA.142.2	la ko chrónkani kixin tꞌáváni, tóxakoheni.
PSA.142.3	Ti ó imá tꞌává a̱séni
PSA.142.3	la jaha la noha nkexrín xritjakꞌeni.
PSA.142.3	Ti nti̱a sátsjini la kjua̱kꞌe̱ma̱ sin nkehe chrótséxin sin ti jeheni.
PSA.142.4	Ndá tsjeheni nó ti itjani chjina
PSA.142.4	la kohya nkexro tsjinki̱tsa ti jeheni.
PSA.142.4	Chóntahyani nketí tsaáxini;
PSA.142.4	kohya nkexro tóxakohen ti nkehe chrókóheni.
PSA.142.5	Tꞌéyahani jaha, Itꞌéni Díos,
PSA.142.5	kixin jahuá mé tsaáxini.
PSA.142.5	Jahuá mé xraxinkaoni ti na̱xa̱ itjeni ntihi chjasintajni.
PSA.142.6	Tihín ti nkehe tjanchiani
PSA.142.6	kixin imá tóxakoheni.
PSA.142.6	Tjínki̱tsa kixin kohya nkehe tso̱heni
PSA.142.6	kixin ti chojni nínkakohen ti jeheni chréhe̱
PSA.142.6	la a̱ntsí tse̱he̱ sin ke jeheni.
PSA.142.7	Takítsjexiani ti tjechjinani
PSA.142.7	kixin jína tsjajoni kjuasáya.
PSA.142.7	Ndá xi̱kaha ti chojni jína la tsa̱ntatjen ti itjeni
PSA.142.7	kixin tso̱chéhe̱ sin
PSA.142.7	kixin jaha la imá jína kjuínki̱tsa ti jeheni.
PSA.143.1	Itꞌéni Díos, tihín ti nkehe chrónòani.
PSA.143.1	Tihín ti nkehe tjanchiani.
PSA.143.1	Tjáte̱hé ti nkehe chrónòani
PSA.143.1	kixin jaha la ijnko nkexro imá jína
PSA.143.1	la ko nchexiteyá kaín nkehe ndoá.
PSA.143.2	kixin jaha la ó noha kixin kohya ninkexró chaxín jína ntihi chjasintajni.
PSA.143.3	A̱ndá ti sin nínkaon la chréhe̱ sin,
PSA.143.3	itsé sin la kjuáka sin nonte ti jeheni.
PSA.143.3	Kꞌue̱to̱an sin kixin kja̱xini sáchrokjuini ti nti̱a sítie
PSA.143.3	kixin chrókóyóhe̱ni éxi ti sin tsíkꞌen.
PSA.143.4	A̱ndá a̱séni mé imá kꞌuává
PSA.143.4	la ko í tsjachahya tjenka̱yáxini.
PSA.143.5	Xraxinkaoni ti kjuaxroan tsíkji̱chꞌe ósé
PSA.143.5	la ko tjenka̱yáxini kaín ti ixra̱ tsíkji̱chꞌe.
PSA.143.5	Xraxinkaoni ti ixra̱ tsíkji̱chꞌexián itjá.
PSA.143.6	Jeheni tjéndoáni itjani ti itjén jaha
PSA.143.6	kixin a̱séni tjinkaon ti jaha,
PSA.143.6	éxi ijnko nonte xámá tjinkaon nchónhña ìnta̱
PSA.143.6	mé xi̱kaha ti a̱séni tjinkaon ti jaha.
PSA.143.7	Tjoka tjáte̱hé, jaha Itꞌéni Díos,
PSA.143.7	kixin éxi ó tsꞌaxrje a̱séni xi̱kaha.
PSA.143.7	Tjakémèhyani ti ikuan
PSA.143.7	kixin chrókꞌónahñani
PSA.143.7	éxi ijnko chojni tsíkꞌen sátsjixravá.
PSA.143.8	Ti nchítjen la chrókjuinchenoheni kixin tjue̱heni,
PSA.143.8	kixin tinkáchónkini ti jaha.
PSA.143.8	Tjàkua nkexéhe ti nti̱a chrókuákjani
PSA.143.8	kixin chaxín chrónòahani.
PSA.143.9	Itꞌéni Díos, nchekaá ti jeheni
PSA.143.9	kixin siín chojni nínkaon sin
PSA.143.9	kixin jeheni tjeyáni ti jaha kixin sinchekaáni.
PSA.143.10	Tjàkua kixin tsjakꞌeni éxi tóxrínhan
PSA.143.10	kixin jaha mé Díos kuènténi.
PSA.143.10	Ti ncha̱kuán mé chrókjuako ti nti̱a jína a.
PSA.143.11	Kixin ti kjuachaxíen ihni̱á, Itꞌéni Díos, mé tjechónxini
PSA.143.11	kixin jaha la jína la tsakítsjexiáni ti tꞌává a̱séni.
PSA.143.12	Jaha la imá ti̱konoéhéni,
PSA.143.12	méxra̱ nchekꞌitjáña ti sin nínkaon.
PSA.143.12	Nchekꞌitjáña kaín ti sin nínkakohen ti jeheni
PSA.143.12	kixin jeheni la ijnko nkexro tꞌaha ixra̱.
PSA.144.1	Jína itjen jaha ti Díos tsaáxini.
PSA.144.1	Jaha tjínki̱tsa ti itjani
PSA.144.1	kixin tsjachani tsjajo̱nkoni ti chojni nínkakohen ti jeheni.
PSA.144.2	Jaha mé jína tjue̱héni
PSA.144.2	jaha mé tsjínki̱tsa ti jeheni.
PSA.144.2	Jaha mé éxi ijnko tja̱tꞌo̱ noi tsaáxini.
PSA.144.2	Jaha mé tjínki̱tsa kixin
PSA.144.2	tsjachani tsꞌe̱tue̱heni chjaséni.
PSA.144.3	¿xá nkexro ti chojni kixin jaha imá tꞌayakohén sin?
PSA.144.3	O̱, ¿xá nkexro ti chojni kixin jaha imá xraxinkaoan sin?
PSA.144.4	Ti chojni la éxi ijnko tsꞌáváxin ó.
PSA.144.4	Ti ña̱o chónta sin la éxi chrókꞌuatsínka ijnko itsꞌuan ó.
PSA.144.5	Itꞌéni Díos,
PSA.144.5	jaha taki̱tjehé ti nka̱jní la tꞌinka̱jian
PSA.144.5	la ko takóxian ti ijna̱ kixin ndá tsꞌaxrje ihnchi.
PSA.144.6	Jaha mé ichrꞌan ti tsjo̱nkíxín éxi ijnko flecha kuèntá xi̱kaha
PSA.144.6	a̱ndá ti sin nínkakohan la chrókuinká sin sáchrokjui sin.
PSA.144.7	Tjéndoá itjá ndesi ti nkaya nka̱jní,
PSA.144.7	sinchekaáni tsakítsjexiáni ti tjiá nchónhña ìnta̱
PSA.144.7	la ko tsjinki̱tsani kixin tsjachahya ti chojni
PSA.144.7	tsíkji̱xi̱n ókjé chjasin.
PSA.144.8	Ti irꞌua sin la síkaón kjuachꞌia,
PSA.144.8	Tja̱ya̱ itja sin chjina tꞌákje̱xi̱n sin Díos,
PSA.144.8	kjánchó nchexiteyáhya sin kaín ti nkehe ndáchro sin.
PSA.144.9	Jaha, Itꞌéni Díos,
PSA.144.9	tsotsjeni ijnko isón ni̱xin
PSA.144.9	tsjikosáyaxiáni.
PSA.144.9	Jeheni tsotsjeni la ko itsꞌini ti isón salterio.
PSA.144.10	Jaha kjuínki̱tsa ti sin rey la kjuacha sin
PSA.144.10	la jaha mé kjuínki̱tsa ti rey David,
PSA.144.10	ti nkexro tꞌaha ixra̱,
PSA.144.10	la kꞌuénxinhña chꞌan ti chika espada.
PSA.144.11	Nchekaáni kixin kohya nkehe
PSA.144.11	sichꞌe ti chojni tsíkji̱xi̱n ókjé.
PSA.144.11	Ti irꞌua sin la síkaón kjuachꞌia,
PSA.144.11	Tja̱ya̱ itja sin chjina tꞌákje̱xi̱n sin Díos
PSA.144.11	kjánchó nchexiteyáhya sin kaín ti tsíndáchro sin.
PSA.144.12	Jaha tjínki̱tsa kixin ti xje̱eni chrókꞌuánkí
PSA.144.12	éxi katsjo tsíkꞌánkí jína,
PSA.144.12	la ti xje̱eni chjin la chrókꞌóna
PSA.144.12	éxi ijnko columna náxrjón
PSA.144.12	tsíkꞌóna ti esquina tja̱tꞌo̱ ni̱nko.
PSA.144.13	Ti nchia tꞌe̱nka̱chji̱nayáni noa la chrókaónxin
PSA.144.13	kaín clase noa chróchóntani
PSA.144.13	la ko ti iko chóntani la chrókótsjé va,
PSA.144.13	la imá chrókꞌuánkí va,
PSA.144.13	la nchónhña iko chrókꞌuixin ti nonte kuènténi.
PSA.144.14	Ti koxi̱nte̱eni chróchónta itsjé xje̱en va
PSA.144.14	la kohya nkexro chrókueé ti jeheni sáchrokjuikoni ókjé
PSA.144.14	la ko kohya nkexro chrókꞌoyako chróchronka
PSA.144.14	kixin siín kjuaxikaon ti nti̱a kuènténi.
PSA.144.15	Náxrjón ti chjasin chónta kaín tíha
PSA.144.15	la ko náxrjón ti chjasin tinkáchónki ti jaha, Itꞌéni Díos.
PSA.145.1	Tsochrónkani kixin, jaha Itꞌéni Díos, imá chonta kaín kjuachaxin,
PSA.145.1	jaha mé Díos kuènténi la ko Rey kuènténi.
PSA.145.1	Tjikosáyahani ti ihni̱á nkochríxín.
PSA.145.2	Kaín ña̱o tsjikosáyahani.
PSA.145.2	Tsjikosáyaxíni ti ihni̱á nkochríxín.
PSA.145.3	Jaha Itꞌéni Díos, imá ijié ti kjuachaxin chonta;
PSA.145.3	jahuá mé chrókꞌuayehé ti kjuasáya.
PSA.145.3	Tsjachahyani tsienxíni kaín ti kjuachaxin chonta.
PSA.145.4	Ti itꞌé ti chájan tsochenka ti xje̱en sin
PSA.145.4	ti ixra̱ tsíkji̱chꞌe, jaha Itꞌéni Díos.
PSA.145.4	Tsochenka sin kaín ti kjuaxroan tsíkji̱chꞌe jaha.
PSA.145.5	Tsonixja sin kixin ti kjuachaxin kuèntá
PSA.145.5	la imá náxrjón
PSA.145.5	la ko jeheni kja̱xin nkochríxín tsoxraxinkaoni ti kjuaxroan ijié
PSA.145.5	kjuásian jaha.
PSA.145.6	Kaín chojni tsonixja ti kjuaxroan imá ijié tsíkjasian
PSA.145.6	la jeheni tsochronkaxíni ti kjuachaxin kuèntá.
PSA.145.7	Tsondáchro sin kixin imá jína ti jaha
PSA.145.7	la ko tsochronka sin ti nkehe jína tsíkjáko̱xián.
PSA.145.8	Itꞌéni Díos, jaha la imá jína
PSA.145.8	la ko jaha imá ti̱konoéhé chojni
PSA.145.8	la ko tjokahya tónínkaoan
PSA.145.8	kixin imá tjue̱hé ti jeheni.
PSA.145.9	Jaha la jína, Itꞌéni Díos, la tjínki̱tsa kaín chojni
PSA.145.9	la ko tꞌayakohén kaín ti nkehe kjui̱chꞌéna.
PSA.145.10	Kaín nkehe kjui̱chꞌéna jaha chrótja̱ha kjuasáya
PSA.145.10	la ko kaín chojni tinkáchónki ti jaha chrókjuikosáyaha.
PSA.145.11	Chróchronka sin ti kjuachaxin tétua̱nxián
PSA.145.11	la ko chrónixja sin ti ixra̱ ijié kjui̱chꞌe jaha.
PSA.145.12	Kixin ndá chrókónohe kaín chojni
PSA.145.12	kaín ti ixra̱ ijié kjui̱chꞌe jaha
PSA.145.12	la ko kjuachaxin ijié této̱anxián.
PSA.145.13	Ti kjuachaxin kuèntá la nkochríxín tsjeje̱hya.
PSA.145.13	Ti kjuachaxin kuèntá la tꞌe̱to̱an nkochríxín.
PSA.145.14	Itꞌéni Díos, jaha tjínki̱tsa ti sin kꞌuitsínka
PSA.145.14	la ko ti sin náxrjónhña tjejó
PSA.145.14	la ko tjínki̱tsa tsꞌinkatjen ti sin tsíkꞌóxrjé a̱sén.
PSA.145.15	Kaín chojni tjejótsjehe sin ti jaha
PSA.145.15	kixin jaha tsochje̱hé sin nkehe sinie sin.
PSA.145.16	Taki̱tjehé itjá kixin
PSA.145.16	chrókjui̱ncheña̱oan kaín chojni tjejóchón.
PSA.145.17	Itꞌéni Díos, jaha la jína la ko ti nti̱a kuèntá la ndoá
PSA.145.17	la ko kaín ti ixra̱ tsíkjichꞌe la jína tíha.
PSA.145.18	Itꞌéni Díos, jaha la chjino itjen ti tjejó ti sin tsꞌeya̱ha
PSA.145.18	la ko jaha tjínki̱tsa ti nkexro kaín a̱sén nixja̱ha.
PSA.145.19	Jaha sinchexiteyá ti nkehe tjinkaon ti sin tjiko̱sáyaha.
PSA.145.19	Jaha tihín ti tꞌéya sin la si̱nchekaá ti jehe sin.
PSA.145.20	Itꞌéni Díos, jaha la tꞌayakohén kaín ti sin tjua̱ha.
PSA.145.20	A̱ndá ti sin tjenka̱yáxin ti nkehe jínahña la jaha si̱nchekꞌitjáña sin.
PSA.145.21	Irꞌuani tsjikosáyaxian jaha, Itꞌéni Díos
PSA.145.21	la ko kaín chojni chrókjuikosáyehe ti ihni̱á
PSA.145.21	ijie la ko nkochríxín.
PSA.146.1	Chrokjuikosáyeheni Itꞌéni Díos.
PSA.146.1	Tsjikosáyeheni Itꞌéni Díos kaín a̱séni.
PSA.146.2	Tsjikosáyeheni Itꞌéni Díos ti na̱xa̱ tjechóni.
PSA.146.2	Tsotsjeni salmo kuènté Díos ti na̱xa̱ itjeni.
PSA.146.3	Chrokjuénka̱yáxinhñara kixin ti chojni tꞌe̱to̱an chrókuaáxinra
PSA.146.3	la ko ti chojni siín chjasintajni, kixin ti jehe sin
PSA.146.3	xitjahya sinchekaá sin chojni.
PSA.146.4	Ti ó itsꞌen sin la tsokjan sin tsꞌóna sin inche ínaá.
PSA.146.4	A̱ndá ti ña̱o a la ó ndáꞌó tsjeje̱xin ti nkehe
PSA.146.4	kjuénka̱yáxin sin.
PSA.146.5	A̱ndá kjuaxróxin tjejó ti nkexro tjinki̱tsa ti Díos kuènté Jacob,
PSA.146.5	mé ti sin tinkáchónki Itꞌéni Díos.
PSA.146.6	la ko ti chjasintajni la ko ti nda̱ñao la ko
PSA.146.6	kaín nkehe siín ntiha.
PSA.146.6	Nkochríxín nchexiteyá Díos kaín ti nkehe tsíndáchro chꞌan.
PSA.146.7	Tjinki̱tsa chꞌan ti sin kjuasóte
PSA.146.7	la ko tjajon chꞌan nkehe sinie ti sin kꞌuénxin kjinta.
PSA.146.7	Nchekaá chꞌan ti sin tjejóchjina.
PSA.146.8	Itꞌéni Díos mé nchekꞌikon ti sin tꞌikonhña.
PSA.146.8	Itꞌéni Díos tjinki̱tsa tsꞌàya ti sin tsíkꞌitsínka.
PSA.146.8	Itꞌéni Díos mé tjue̱he chꞌan ti sin jína.
PSA.146.9	Jehe chꞌan tjinki̱tsa chꞌan ti sin tsíkji̱xi̱n ikjín
PSA.146.9	la ko ti sin nóa la ko ti sin tsíkókꞌán.
PSA.146.9	A̱ndá ti sin nduáhya ixri la tsꞌitjáña ti nti̱e sin.
PSA.146.10	Itꞌéni Díos la nkochríxín tsꞌe̱to̱an
PSA.146.10	ti chjasin Jerusalén.
PSA.146.10	Díos kuènténi, mé ti Rey nkochríxín.
PSA.146.10	¡Chrokjuikosáyeheni Itꞌéni Díos!
PSA.147.1	Chrokjuikosáyeheni Itꞌéni Díos,
PSA.147.1	jína chrótsjeni salmo kuènté Díos.
PSA.147.1	Náxrjón tsjikosáyeheni Díos.
PSA.147.2	Itꞌéni Díos chꞌéna ínaá ti chjasin Jerusalén tsíkꞌóxika,
PSA.147.2	la tsjinki̱tsa chꞌan tsokjan ti sin Israel
PSA.147.2	sátsíkji ókjé chjasin.
PSA.147.3	Díos nchekito̱he jína ti sin kꞌóxrjé a̱sén
PSA.147.3	la ko chꞌehe chꞌan xro̱a̱n ti sin tsíkóníhi.
PSA.147.4	Jehe chꞌan mé ó nohe chꞌan nkekja̱ín ti konotsé siín
PSA.147.4	la ko kaín tíha tꞌíye̱xín chꞌan ihni̱é.
PSA.147.5	Méxra̱ imá ijié ti kjuachaxin chónta Itꞌéni Díos kuènténi.
PSA.147.5	Nchónhña kjuachaxin chónta chꞌan.
PSA.147.5	Ti nkehe nohe chꞌan la tjeje̱hya.
PSA.147.6	Itꞌéni Díos tjinki̱tsa ti sin nóa.
PSA.147.6	A̱ndá nchekꞌitjáña chꞌan ti sin jínahña tjenka̱yáxin.
PSA.147.7	Chrotsjera chrókjuíkosáyehéra Itꞌéni Díos kuènténi.
PSA.147.7	Chrotsjekoára arpa chrókjuíkosáyehéra Díos.
PSA.147.8	Díos mé tsꞌe̱to̱an tsꞌixin itji̱ nka̱jní.
PSA.147.8	Jehe chꞌan mé tjajon chꞌan kjuachaxin kixin
PSA.147.8	tsꞌaniá ichrin ti nonte
PSA.147.8	la nchekꞌánkí chꞌan nchónhña kayoa ti ijna̱.
PSA.147.9	Jehe chꞌan tjajon chꞌan nkehe sinie ti iko
PSA.147.9	la ko nkehe sinie ti xje̱en ti kontálo
PSA.147.9	ti ó tsjánka va.
PSA.147.10	Jehya ti tse̱he̱ ti koka̱te̱
PSA.147.10	la ko jehya ti tse̱he̱ ti chojni;
PSA.147.10	jehya tíha ti tóxríhi̱n Itꞌéni Díos.
PSA.147.11	Díos la tóxríhi̱n chꞌan ti sin tjikosáyehe chꞌan
PSA.147.11	la ko ti sin tinkáchónki ti jehe chꞌan
PSA.147.11	la ko ti sin ó nohe kixin tjue̱he chꞌan ti jehe sin
PSA.147.12	Ti jahara tjejora chjasin Jerusalén
PSA.147.12	chrókjuíkosáyehéra, Itꞌéni Díos.
PSA.147.12	Jahara tjejora chjasin Sión chrókjuíkosáyehéra Díos.
PSA.147.13	Díos mé kjuínki̱tsa kixin tso̱tse̱he̱ ti puertá
PSA.147.13	ti jaha Jerusalén kixin
PSA.147.13	tsjachahya ti sin nínkaon tsꞌixehen ntiha
PSA.147.13	la ko jehe chꞌan kjuíncheñao ti chojni tjejó nkaxehen ntiha.
PSA.147.14	Díos tjajon kjuaxróxin ti no̱nta̱a
PSA.147.14	la a̱ntsí náxrjón trigo kꞌónaha.
PSA.147.15	Díos ichrꞌán itén chꞌan chjasintajni
PSA.147.15	la sátsji ti tan la tsitekaon chojni.
PSA.147.16	Díos kjuínchekꞌaniá chrintá tjóá
PSA.147.16	la ko nchekꞌaniá chꞌan ichꞌa̱n chritaón kaxi éxi nteso.
PSA.147.17	Díos nchekꞌaniá chꞌan toni
PSA.147.17	éxi ixro̱ ntsíntsí;
PSA.147.17	la ko jehe chꞌan tꞌe̱to̱an chꞌan kixin tso̱kin
PSA.147.17	hasta tókihin ti chojni.
PSA.147.18	A̱ndá ti ó nixja Díos la chjéhe xri̱nto̱
PSA.147.18	la tsíkjatꞌanka ti chrintá
PSA.147.18	la sítinká ìnta̱.
PSA.147.19	Díos la kjua̱ko̱he̱ Jacob
PSA.147.19	ti itan kuènté chꞌan
PSA.147.19	la ko kjua̱ko̱he̱ chꞌan ti sin Israel ti ley kuènté chꞌan.
PSA.147.20	A̱ndá ti íso nación la xi̱kahña kjua̱ko̱he̱ chꞌan
PSA.147.20	la ko jehe sin kꞌuitjahya sin ti nkehe kꞌue̱to̱an chꞌan
PSA.147.20	¡Méxra̱ jeheni chrókjuikosáyeheni Itꞌéni Díos!
PSA.148.1	Tjikosayehéra Itꞌéni Díos kaínra tjejora nkaya nka̱jní.
PSA.148.1	Tjikosayehéra Díos jahara kaín ángel tjejora nkaya nka̱jní.
PSA.148.2	Tjikosayehéra Díos, jahara kaínra ángel kuènté Díos.
PSA.148.2	Tjikosayehéra Díos jahara soldado kuènté nka̱jní.
PSA.148.3	Tjikosayéhé Díos jaha ña̱o la ko jaha nitjó.
PSA.148.3	Jahara konotsé tjáki̱ni, tjikosayehéra chꞌan.
PSA.148.4	Jaha nka̱jní tjikosayéhé Díos
PSA.148.4	la ko jaha ìnta̱ itjen chritaón nka̱jní
PSA.148.4	tjikosayéhé chꞌan.
PSA.148.5	Tjikosayehéra ihni̱é Itꞌéni Díos
PSA.148.5	kixin jehe chꞌan kꞌue̱to̱an chꞌan
PSA.148.5	ndá kꞌóna kaín nkehe siín.
PSA.148.6	Kjuíchꞌéna Díos kaín tíha kixin tsꞌejó nkochríxín.
PSA.148.6	Kꞌue̱tua̱nxín chꞌan kjuachaxin kuènté chꞌan la tsꞌitjáñahña tíha.
PSA.148.7	Tjikosayehéra Díos, jahara tjejora chjasintajni,
PSA.148.7	la ko tjikosayehéra chꞌan jahara ti iko ihyé sínkankí nda̱ñao imá ni̱nka la ko jaha nda̱ñao.
PSA.148.8	Ti tjónkíxín la ko ti toni
PSA.148.8	la konti chrínta la ko ti tji̱nonte
PSA.148.8	la ko ti xri̱nto̱ chjéhe tji̱a̱n
PSA.148.8	nchexiteyá ti nkehe kꞌue̱to̱an Díos.
PSA.148.9	Ti ijna̱ la ko ti nonte yóxin
PSA.148.9	la ko inta yoa tꞌóna ito la ko inta cedro
PSA.148.10	la ko ti iko siín ndo̱e chojni la ko iko jie̱he
PSA.148.10	la ko konche la ko iko xritjaká.
PSA.148.11	Jahara chojni rey chjasintajni la ko kaín chjasin
PSA.148.11	la ko kaín chojni tꞌe̱to̱an chjasintajni,
PSA.148.12	Jahara chojnindoa la ko chojnichjin
PSA.148.12	la ko chájan ntasoá la ko cháchjin tjarisoá
PSA.148.12	la ko chojni ó táda la ko chojni ó nána.
PSA.148.13	Mé xi̱kaha kaínra chrókjuíkosáyehéra ihni̱é Itꞌéni Díos
PSA.148.13	kixin jehó ti ihni̱é chꞌan la imá tjetoan.
PSA.148.13	Ti kjuachaxin kuènté chꞌan la itjen chritaón nka̱jní la ko chjasintajni.
PSA.148.14	Díos tsichjéhe chꞌan kjuachaxin
PSA.148.14	ti sin chjasin kuènté chꞌan.
PSA.148.14	Kaín chojni jína chrókjuikosáyehe sin chꞌan
PSA.148.14	la ko ti sin israelita,
PSA.148.14	mé ti sin chjasin tinkáchónki ti jehe chꞌan.
PSA.148.14	¡Tsjikosáyeheni Díos nkochríxín!
PSA.148.14	Mé xi̱kaha tso̱hen.
PSA.149.1	Tsjíkosáyexínra Díos la ko tsotsjera ijnko isón ni̱xin.
PSA.149.1	Méxra̱ chróchje̱héra kjuasáya Díos
PSA.149.1	ti tónkotséra ti nchia kuènté chꞌan.
PSA.149.2	Tócháha̱ra jahara chojni israelita
PSA.149.2	kixin Díos mé ti nkexro kjuíchꞌéna ti jahara.
PSA.149.2	Tócháha̱ra chojni chjasin Jerusalén
PSA.149.2	kixin Díos mé ti Rey kuèntára.
PSA.149.3	Chrokjuíkosáyexínra ihni̱é Díos la ko chróte̱ra.
PSA.149.3	Chrotsjekoára isón arpa la ko pandero.
PSA.149.4	Kixin Itꞌéni Díos la imá tso̱chéhe̱ kixin ti sin chjasén chꞌan.
PSA.149.4	Jehe chꞌan tsjinki̱tsa ti sin nchenkehya
PSA.149.4	kixin tsjacha sin la tsjachahya ti sin nínkaon.
PSA.149.5	Chrókócháhara jahara tinkachónkira Díos
PSA.149.5	kixin kjuacha chꞌan kjuíntakaára chꞌan;
PSA.149.5	kjónté tjejoto̱kꞌáhara la chrótsjera, chrókócháhara.
PSA.149.6	Irꞌuara chrókjuíkosáyexínra Díos
PSA.149.6	la ko ti itjára tsjakꞌenkáya ti chika espada ñánjín taté
PSA.149.7	kixin ndá jína si̱nchekjasótera ti sin tinkáchónkihya Díos;
PSA.149.7	Mé xi̱kaha tsꞌitjáña ti sin chjasin chónhña Díos.
PSA.149.8	Si̱nchentetoxínra cadena
PSA.149.8	ti sin rey la ko ti sin tꞌe̱to̱an
PSA.149.9	kixin chaxín tsjasóte sin
PSA.149.9	éxi sínixín ti xroon,
PSA.149.9	xi̱kaha ti kjuachaxin tsíkꞌayéhe̱ ti sin chjasin kuènté Díos.
PSA.149.9	¡Méxra̱ chrókjuikosáyeheni Díos!
PSA.150.1	Méxra̱ chrókjuikosáyeheni Itꞌéni Díos.
PSA.150.1	Jahara chrókjuíkosáyehéra Díos ti ni̱nkué chꞌan.
PSA.150.1	Chrokjuíkosáyehéra Díos itjen nka̱jní,
PSA.150.1	mé tíhi tja̱ko̱xi̱n ti nchónhña kjuachaxin chónta chꞌan.
