MAT.1.1	Иисус Христостың ӧбекелері: Ол Давидтің паза Авраамның тӧлі полча. Аның ӧбекелері мындағлар: 
1CO.9.8	Кізі сағызына ла тӧстене чоохтапчам мин мыны. Моисей Чахии ідӧк тіпче нимес пе? 
1CO.9.9	Моисей Чахиинда ас саапчатхан тазынның ахсын чаба чаппа тіп пазылых нооза. Худайның тазыннарынаңар сағыссырааны полар ба ол? 
1CO.9.10	Алай ол піске чоохталчатханы полған полбаҷаң ма? Піске пазылых полчатпас па: кем хыра тартча паза кем ас саапча, сағыпчатхан салтарын аларына ізенерге кирек. 
1CO.9.11	Піс сірернің чӱректеріңде Худайның сынын таарыпчатханыбыста, сірердең чиис паза тонанҷых сурзабыс, кӧп пе ол? 
1CO.9.12	Пасхаларына аны сірердең аларға чарадылчатханда, пістің алар ӱлгӱбіс аннаң артых полбас па? Піс, тізең, пу ӱлгӱбіснең тузаланмаабыс, че Христостың Чахсы Хабарын тарадарына харығ пол парбас ӱчӱн, прай нимені тыстан парчабыс. 
1CO.9.13	Ызых тоғыстағылар ызыхтаңох нимістенчеткенін пілбинчезер бе? Тайығ итчеткеннер тайығдаңох ӱлӱс алчатханнарын пілбинӧкчезер бе? 
1CO.9.14	Хан-пиг дее Чахсы Хабарны таратчатханнарға олох тоғыснаң чуртирға чахаан нооза. 
1CO.9.15	Че мин андағ нименең пір дее тузаланмаам. Мин аны позыма андағ ниме киліссін тіп паспинчам. Мағаа махтатханымны піреезіне чох иттіргенҷе, ӧл парары артых полар. 
1CO.9.16	Минің Чахсы Хабарны таратчатханыма махтанҷаң ниме чоғыл, анзы мин идерге кирек ниме. Хабар таратпазам, тізең, чобағ тӱссін мағаа. 
1CO.9.17	Мин аны позымның кӧңнімҷе итчеткенімде, сыйых полар мағаа. Позымның кӧңнімҷе итпинчетсем, тізең, мағаа пирілген чӧрінізімні толдырчам нооза. 
1CO.9.18	Андағда нименің ӱчӱн мағаа сыйых поларға кирек? Чахсы Хабарға ӱгредіп, Христостаңар тӧлег-парыс чох хабарны тарадып, пу киректе ӱлгӱмнең тузаланминчатханым ӱчӱн полар анзы.
1CO.9.19	Мин пос кізібін, хул нимеспін. Че оларны Худайға кӧбдин тартып алар ӱчӱн, мин позымны прайзына хул иттім. 
1CO.9.20	Иудейлерні тартып алар ӱчӱн, мин иудейлерге тӧӧй полғам. Моисей Чахиина тудынчатханнарны тартып алар ӱчӱн, мин Моисей Чахиин тутчатхан кізі полчам. Итсе, сынында мин Моисей Чахииның ӱлгӱзінде нимеспін. 
1CO.9.21	Моисей Чахиин тутпинчатханнарны тартып алар ӱчӱн, мин Моисей Чахиин тутпинчатхан кізі чіли полчам. Анзы минің Худайның Чахиин толдырбинчатханым нимес, че мин Христостың Чахиин толдырчам. 
1CO.9.22	Кӱс-сағ чохтарнаң хости, оларны позымзар тартып алар ӱчӱн, ідӧк кӱс-саам чоғох полғам. Хай-піреелерін дее арачылап халар ӱчӱн прайзына прай ниме пол пиргем. 
1CO.9.23	Мин аны Чахсы Хабарны оларға читірер ӱчӱн итчем, паза ол пирчеткен ӧріністі аларға сағынчам. 
1CO.9.24	Марғысчатхан орынзар, марғызарға тіп, прайзы чӱгӱрісче, че сыйыхты пір ле кізі алчатханын пілбинчезер бе? Аны аларға прайзыңар ойлазыңар! 
1CO.9.25	Марығда араласчатхан ноо даа кізі, пу чирдегі сыйыхты утып алар ӱчӱн, матап тимненче. Піс алар сыйых, тізең, мӧгі сыйых полча. 
1CO.9.26	Мин пӧгін чох чіли чӱгӱрбинчем, холларым тик пулахтатпин кӱресчем. 
1CO.9.27	Че пасхаларын ӱгредіп, позым турыспин парбас ӱчӱн, иді-ханымны, чабассырап, пазынчам.
1CO.10.1	Харындастар, сірерні пілбееннең халбазыннар тіп сағынчам: пістің пабаларыбысты прайзын пулут апарған паза прайзы талайны ӧтіре ирткен
1CO.10.2	Прайзы олар, пулутта паза талайда кіреске тӱзіп, Моисейнің ӱгренҷілері полыбысханнар. 
1CO.10.3	Прайзы тигірдегі пір тамахтаң чеен. 
1CO.10.4	Прайзы тигірдегі пір суғдаң іскен. Олар прайзы оларнаң хада парған тигірдегі хайаның суун іскеннер. Ол хайа, тізең, Христос полған. 
1CO.10.5	Че оларның кӧбізі Худайның кӧңніне кір полбаан. Оларның сӧӧктері хуу чазыда чат халғаннар. 
1CO.10.6	Анзы піске кӧзідім полып, олар чіли чабал сағынмасха сизіндірген. 
1CO.10.7	Анзы піс, оларның піреелері чіли, обааларға пазырбас ӱчӱн полған. Худай Пічиинде піди пазыл парған: алтын пуғаа пазырып, чон чирге, ізерге одырған, турып, ойынға кірібіскен
1CO.10.8	Оларның піреелері оралысхан чіли оралыспаңар. Олар, оралысханнаңар, пір кӱнде чибіргі ӱс муң хырыл парғаннар. 
1CO.10.9	Оларның піреелері, Христосты сынап, чыланнардаң ӧлгеннер. Піс Христосты сынабааңар. 
1CO.10.10	Перінмееңер. Оларның піреелері, перініп, Чох итчеткен ангелнің холынаң ӧлгеннер. 
1CO.10.11	Анзы оларға, піске кӧзідім полып, тӱскен. Піске, тізең, тӱгенҷі чылларға читкеннерге, сағыс алынарыбыс ӱчӱн пазыл парған. 
1CO.10.12	Аннаңар кем турчам тіп сағынча, аңдарыл парбим тіп, сизініп одырзын. 
1CO.10.13	Сірерні сынапчатхан ноо даа хыҷыхтаныс ол олаңай ла, кізі хыҷыхтанызы полча. Худай, тізең, киртістіг, ол сірерге сыдап полбас хыҷыхтанысты ыспас. Хыҷыхтаныста сірерге аны сыдас парыбызар кӱс пирер. Іди Ол сірерге полыс полар.
1CO.10.14	Ол оңдайнаң, хынғаннарым, обааларға пазырарынаң тизіңер. 
1CO.10.15	Мин сірерге сағыстығ кізілерге чіли чоохтапчам. Мин ниме чоохтапчатханымны постарың сағынып алыңар. 
1CO.10.16	Піс алғапчатхан алғас ідізі Христостың ханынаң пірікчеткенібісті таныхтапча нимес пе? Піс сындырчатхан халазыбыс Христостың иді-ханынаң пірікчеткенібісті таныхтапча полбас па? 
1CO.10.17	Халас пір, піс тее, кӧп кізі, пір ит-ханмыс. Пір халаснаң піріктірілчебіс нооза. 
1CO.10.18	Тӧрееннең Израиль чоны полчатханнарға кӧріңер: тайығ тамаан чіпчеткеннер тайығның араласчылары пол парча ниместер бе? 
1CO.10.19	Ниме мин чоохтирға сағынчам? Пу тас обаалар сын тіріг худайлар полчалар тіпчем ме? Алай ағаа тайығ салғаны ниме-де таныхтапчатханнаңар чоохтапчам ма? 
1CO.10.20	Чох. Че пасха худайларға киртінчеткеннер, тайығ идіп, Худайға нимес, айна-чиктерге тайыпчатханын чоохтапчам. Мин, тізең, сірерні айна-чиктернең пірге полбазыннар тіп сағынчам. 
1CO.10.21	Хан-пигнің ідізін ізіп, айна-чиктин іс полбассар. Хан-пигнің тамаан чіпчетсе, айна-чиктин чіп полбассар. 
1CO.10.22	Нӧӧс піс Хан-пигні тыртыстандырарға тідінербіс. Піс аннаң кӱстігбіс пе?
1CO.10.23	Прай ниме мағаа чарадылча, че прай ла ниме мағаа тузалығ нимес. Прай ниме мағаа чарадылча, че прай ла ниме мині орта ӱгретпинче. 
1CO.10.24	Пірдеезі постин тілебезін, че пасхазына туза идерге кӧрглезін. 
1CO.10.25	Садығдағы хайдағ даа итті, тайыға салылған ма тіп, сурбин ал. Нандырығ чӱрееңні ардат салҷаң полбазын. 
1CO.10.26	Чир паза аны толдырчатхан прай ниме Хан-пигни нооза. 
1CO.10.27	Киртініс чохтардаң піреезі сірерні хығырза, парарларың килчетсе, парыңар. Ол сал пирген нимені сурбин чіңер. Нандырығ чӱрееңні ардат салҷаң полбазын. 
1CO.10.28	Че піреезі «пу обааға тайып салған чиис» тізе, ол чоохтаан кізінің ӱчӱн паза чӱрек арығ полар ӱчӱн, чібеңер аны. Тилекей паза аны толдырчатхан ниме Худайни нооза. 
1CO.10.29	Сірернің чӱрееңердеңер нимес, хығыртхан кізінің чӱреенеңер чоохтапчам. Андада пірее кізі тир: «Ноға мин пасха кізінің чӱреенең чарғыладарға кирекпін». 
1CO.10.30	«Мин тамахты алғыснаң чіпчетсем, алғыстааным ӱчӱн ноға пыролаттырарға кирекпін». 
1CO.10.31	Мин піди чоохтирбын: чіпчетсер бе, ісчетсер бе алай пасха даа ниме итчетсер, Худайның сабланызына идіңер аны. 
1CO.10.32	Иудейлерні дее, гректерні дее, Худай тигірибін дее хомзындырбин. 
1CO.10.33	Мин дее ідӧк итчем. Ноо даа ниме итчетсем, прайзының кӧңнін толдырарға кӱстенчем. Прайзы арачыланзын тіп, позымнаңар нимес, че олардаңар сағынчам.
1CO.11.1	Мин Христосха кӧӧкчеткенни, мағаа кӧӧгіңер.
1CO.11.2	Сірерні миннеңер сыбыра сағынчатханнарың ӱчӱн паза пирген ӱгредіге тудынчатханнарың ӱчӱн махтапчам. 
1CO.11.3	Ідӧк сірерні мыны пілзіннер тіп сағынчам: Ноо даа ирге пазы Христос полча, ипчізіне – ирі, Христосха, тізең, – Худай. 
1CO.11.4	Ноо даа ирен пазын чаап пазырчатса алай ухаанҷылапчатса, пазын уйатха сухча. 
1CO.11.5	Ноо даа ипчі, тізең, пазын чаппин пазырчатса алай ухаанҷылапчатса, позының пазын уйатха сухча. Анзы ағаа пазын хырдыр салғаннаң пасха нимес нооза. 
1CO.11.6	Ипчі пазын чабарға хынминчатса, андада хырынзын. Сазын кистір салған алай хырдыр салған чӧрерге уйатчатса, пазын чабынзын. 
1CO.11.7	Ол оңдайнаң ир кізі пазын чаппасха кирек. Ол Худайның сомы паза сабланызы нооза. Ипчі кізі, тізең, ирінің сабланызы. 
1CO.11.8	Ирі ипчізінің хабырғазынаң нимес нооза. Ипчізі ирінің хабырғазынаң иділген
1CO.11.9	Ир кізі ипчізіне чайалбаан нооза, че ипчі кізі иріне чайалған. 
1CO.11.10	Аннаңар, ангеллер пілер ӱчӱн, ипчі кізі ирінің холында полчатханын киречілир ӱчӱн, пазын чабарға кирек. 
1CO.11.11	Андада піс, Хан-пигнің холында чуртапчатханыбыста, иреннер паза ипчілер удур-тӧдір кирексінісчебіс. 
1CO.11.12	Хайди ипчізі ирінең иділген, ир кізі дее ипчідең тӧреен нооза, прайлары, тізең, Худайдаңнар. 
1CO.11.13	Постарың даа сағын кӧріңер, ипчі кізее пазын чаппин Худайға пазырарға чаразых па? 
1CO.11.14	Чир дее андағ нимес пе? Ир кізее сас ӧскірерге улуғ уйат. 
1CO.11.15	Че ипчі сас ӧскірзе, ағаа аарлас, ағаа сазы чабынҷах орнына пирілче нооза. 
1CO.11.16	Піреезі талазарға итсе – пістің андағ ниме кибірде дее, Худай тигірибінде дее чоғыл.
1CO.11.17	Че мыны чоохтап, сірерні, чахсаа нимес, хомайға чыылчатханнарың ӱчӱн махтабинчам. 
1CO.11.18	Пастағызы. Мин сірерні, тигірибге чыылыс парзар, пос аразында чарылыс сыхчазар тіп исчем паза анзына арали киртінчем. 
1CO.11.19	Сірернің араңарда пасха сағынчатханнар поларға кирек. Анзы сын сағынчатхан кізілерні іле сығарар нооза. 
1CO.11.20	Сірер чыылызып алып азыранчатсаңар, ол Хан-пигні сағынып азыранғаны нимес. 
1CO.11.21	Сірернің хайзы даа позының чиизін пасхаларынаң пурун чибізерге маңзырапча одыр. Анаң піреезі астап халча, хайзы, тізең, ізін салча. 
1CO.11.22	Иблерің чоғыл ба, чіп-ізіп аларға? Алай Худай тигірибін нимее салбин, чохтарны пазынҷыхтапчазар. Ниме чоохтирбын сірерге? Аның ӱчӱн махтим ма? Чох, махтабаспын.
1CO.11.23	Мин сірерге пиргенні Хан-пигдең Позынаң алғам нооза: Хан-пигібіс Иисус сатыртхан хараада халас алып, 
1CO.11.24	алғыстабызып, аны сындыртхан паза теен: «Алыңар мыны, чіңер, пу сірернің ӱчӱн ӱзе тартылған Идім минің. Мині сағысха киріп, підӧк итчедіңер». 
1CO.11.25	Ідӧк иирдегізін азыранған соонда, ідіс алып, «пу минің ханымнаң таңмалалған Наа Молҷағ. Мині сағысха кирген сай, мыны іскен сай підиӧк итчедіңер» теен. 
1CO.11.26	Сірер пу халасты чеен сай, пу ідісті іскен сай Хан-пигнің килгенінҷе, іди Аның ӧлімінеңер чарлапчатхан полчазар нооза. 
1CO.11.27	Кем пу халасты чіп, пу ідісті алып, Хан-пигнің адына турыстығ тудынмаза, Хан-пигнің идінең паза ханынаң тоғыр пыро ит салар. 
1CO.11.28	Кізі позы позын пастап сынап алзын, анаң пу халастаң чізін, пу ідістең іссін. 
1CO.11.29	Кем турыстығ нимес чіп, іссе, ол, Хан-пигнің Идінеңер сағынмин, позын пыроладарға чіпче паза ісче. 
1CO.11.30	Аннаңар даа сірернің кӧбізі кӱс-сағ чохсар, ағырығзар, сірернің илеедезі ӱреп парча. 
1CO.11.31	Піс пос посты чарғылаҷаң ползабыс, чарғаа тартылбасчыхпыс. 
1CO.11.32	Че піс, пу тилекей чарғылатхан чіли, чарғылатпас ӱчӱн, Хан-пиг пісті чарғылапча паза хатығлапча. 
1CO.11.33	Аннаңар, харындастарым, чирге чыылысчатсаңар, удур-тӧдір сағызып ал турыңар. 
1CO.11.34	Сірер чыылыссар, Худай сірерні хатығлабас ӱчӱн, астапчатхан кізі ибде азыранып алчатсын. Пасхазын позым килзем, чоохтағлап саларбын.
1CO.12.1	Харындастар, Худай Худынаң пирілчеткен сыйыхтардаңар пілбин хала парҷаң полбазыннар тіп сағынчам. 
1CO.12.2	Пілчезер, нооза хаҷан пасха худайларға киртінгеннеріңде, табыс таа чох обаалар пу чабал чолҷа сірерні ал чӧргеннер. 
1CO.12.3	Аннаңар Худай Худы пастыра чоохтанчатханнарның пірдеезі Иисусты харғабас. Пірдеезі, Худай Худы пастыра ла полбаза, Иисусты Хан-пиг тіп адап полбас. 
1CO.12.4	Сыйыхтар пасха-пасха полча. Че оларны пирчеткені Худай Худы полча. 
1CO.12.5	Худайға чӧрінері дее пасха-пасха полча. Че піс чӧрінчеткен Хан-пиг, тізең, пір ле. 
1CO.12.6	Иткені дее пасха-пасха полча. Че олох ла Худай пісте тоғынча паза прай нимеде піске полысча. 
1CO.12.7	Худай Худы пары аймах-пасха оңдайларнаң іле кӧзіділче. Прай ол оңдайлар прайзының тузазына пирілчелер. 
1CO.12.8	Піреезіне Худай Худы пастыра хыйға сӧс пирілче. Пасхазына олох Хуттаң піліс сӧзі пирілче. 
1CO.12.9	Хайзына-да олох Хуттаң киртініс, пасхазына олох Хут пастыра чазылдырары сыйыхха пирілче, 
1CO.12.10	хайзына-да хайхастар идері, пасхазына ухаанҷылас, пасхазына хуттарны танып пілері, пасхазына аймах тіллер, пасхазына тіллерні чарыда чоохтиры пирілче. 
1CO.12.11	Прай пу нимені олох Хут итче. Ол аны Позының кӧңнінҷе, хайзына хайди ӱлирін ӧнетін кӧріп, итче.
1CO.12.12	Кізі иді-ханы пӱкӱл, че аның чӱллері кӧп полча нооза. Ол пір ит-ханның чӱллері кӧп тее ползалар, хада-пірге пір ит-хан полчалар. Ідӧк Христос. 
1CO.12.13	Піс прайзыбыс пір Худай Худынаң пір ит-хан поларға кіреске тӱскебіс нооза: Иудейлер дее, Гректер дее, хуллар даа, пос хоныхтығлар даа – прайзыбыс пір Худай Худынаң суғарыл парғабыс. 
1CO.12.14	Ит-хан пір чӱлдең нимес, кӧп чӱллердең пӱткен нооза. 
1CO.12.15	Кізінің азағының пірсі «мин хол ниместе, ит-ханни нимеспін» тізе, ол андада ит-ханни полбиныбызар ба? 
1CO.12.16	Хулах, тізең, «мин харах ниместе, пу ит-ханни нимеспін» тізе, ол аның сылтаанда ит-ханни полбиныбызар ба? 
1CO.12.17	Прай ит-хан харах пол парза, истері андада хайда полар? Прай хулах пол парза, чыс чыстиры андада хайда полар? 
1CO.12.18	Че Худай полған на чӱл-сӧӧкке ит-ханда Позы хынғанни орын пир салған. 
1CO.12.19	Прайлары пір чӱл полған полза, ит-хан хайда поларҷых. 
1CO.12.20	Ам, тізең, чӱллер кӧп, че ит-хан пір. 
1CO.12.21	Харах холға «син мағаа кирек чохсың» тіп полбас. Пас таа азахтарға «сірер мағаа кирек чохсар» тіп полбас. 
1CO.12.22	Ит-ханның чазығ пілдірчеткен чӱл-сӧӧктері улам киректер. 
1CO.12.23	Піске тың турыстығ нимес пілдірчеткен чӱллерні турыстығ кип-азахха тонандырчабыс. 
1CO.12.24	Иптіг нимес кӧрімніг чӱллері ипти чабыл парчалар. Иптіг кӧрімніг чӱллеріне, тізең, анзы кирек чоғыл. Че Худай, тың турыстығ нимес пілдірчеткен чӱллеріне ӧнетін аарлас ползын тіп, ит-ханны хыйға пӱдір салған. 
1CO.12.25	Анзын Ол, прайзы удур-тӧдір сағыссырассыннар, ит-ханда чара полағлабазыннар тіп, іди иткен. 
1CO.12.26	Аннаңар ит-ханда пірее ле ниме ирееленчетсе, прай пасхазы хадох ирееленче. Пірсі сабланыста полза, пасхалары даа хада ӧрінчелер. 
1CO.12.27	Сірер прайзыңар Христостың иді-ханы полчазар. Чара, тізең, Аның чӱллерізер. 
1CO.12.28	Тигірибде Худай прайзын постарының орыннарына турғыс салған: пастағылары илҷілер, ікінҷілері ухаанҷылар, ӱзінҷілері ӱгретчілер. Аннаң андар кӧрзе, піреелеріне Ол хайхастығ кӱс пир салған, ідӧк чазылдырарын, полыс поларын, устап пілерін паза пасха тіллерні пирген. 
1CO.12.29	Че прайлары илҷілер бе? Прайлары ухаанҷылар ба? Прайлары ӱгретчілер бе? Прайлары хайхастар итчелер бе? 
1CO.12.30	Прайлары имнеп полчалар ба? Пасха тіллернең чоохтан полчалар ба? Прайлары чарыда чоохтапчалар ба? 
1CO.12.31	Мыннаң улуғ сыйыхтар аларға кӱстеніңер. Мин, тізең, сірерге аннаң артых чол кӧзіт пирем.
1CO.13.1	Мин кізілернің паза ангеллернің тілінең чоохтасчатсам, че хынызым чох полза, хоғдырапчатхан тӱӱрдең, сыңылапчатхан сыыластаң артых нимеспін. 
1CO.13.2	Ухааннирым пар полза паза прай чазыттарны пілчетсем, ноо даа піліс алчатхан ползам, тағларны орнынаң тибіредерге кӱс пирчеткен прай киртініс минде полза, че хынызым чох полза, тик-хуруғ кізібін. 
1CO.13.3	Пар-чох пайым ӱлеп салзам, иді-ханымны ӧртедерге пир салзам, че хынызым чох полза, мағаа анзында пір дее тузазы чоғыл. 
1CO.13.4	Хыныс тыстанча, хыныс айапча, хыныс істі-чохтанминча, кӧдірілбинче, кӧкеесімненминче, 
1CO.13.5	иртінминче, посха ла тартынминча, тыртыстанминча, чабалны сағыста тутпинча, 
1CO.13.6	чой нимее ӧрінминче, че сын нимее ӧрінче. 
1CO.13.7	Ол ноо даа нимені сыдас парыбазар. Хыныста киртініс, ізеніс паза тыстаныс хаҷан даа иртіспес.
1CO.13.8	Хут пирген сыйыхтар – ухааннас, тіллер паза піліс – иртіс парар. Хыныс, тізең, хаҷан даа тоозылбинча. 
1CO.13.9	Хайзын-да пілчебіс, хайзын-да ухааннапчабыс. 
1CO.13.10	Толдыразының тузы чит килзе, чарым полчатханы чох пол парар. 
1CO.13.11	Мин пала полғанымда, пала чіли чоохтанғам, пала чіли сағынғам, пала чіли тӱптестіргем. Ам, ир пол парғанда, пала оңдайын тастабыстым. 
1CO.13.12	Сағам піс пӱлес сӱлейке ӧтіре кӧрчеткен осхаспыс, сизінчебіс. Андада, тізең, кӧстең кӧске кӧрербіс. Сағам мин ӱзікти кӧрчем, андада, тізең, мині хайди піліп алғаннар, мин ідӧк пілербін. 
1CO.13.13	Сағам, тізең, піске ӱс ниме халча: киртініс, ізеніс, хыныс. Че хыныс оларның улии полча.
1CO.14.1	Хынысха чидіңер. Хуттың сыйыхтирына чидердеңер сағыссыра. Улам – ухааннирдаңар. 
1CO.14.2	Кем таныс нимес тілнең чоохтанча, піреелері аны піл полбинчатханнаңар, ол чазыттарны Худай Худы пастыра асча. Ол кізілерге нимес, Худайға чоохтапча нооза. 
1CO.14.3	Кем ухааннапча, тізең, ол кізілерге киртіністерін пиктиріне, ӱтеертеріне паза кӧңнілерін кӧдіреріне чоохтапча. 
1CO.14.4	Кем таныс нимес тілнең чоохтанча, ол позының худын пиктепче, кем ухааннапча, тізең, ол тигіриб чонын пиктепче. 
1CO.14.5	Сірерні прайзын тіллернең чоохтанзыннар тіп сағынчам. Че ухааннааны артых поларҷых. Ухааннапчатхан кізі тіллернең чоохтанчатханнаң артых нооза. Итсе, тіллерні тӱптестір пирчетсе, тигіриб улам пик поларҷых. 
1CO.14.6	Ам, харындастар, мин, сірерзер киліп, таныс нимес тіллернең чоохтанзам, че ол сірерге тӱптестірілбезе паза азых чоох, алай піліс, алай ухааннас, алай ӱгредіг полбаза, хайдағ туза сірерге полар? 
1CO.14.7	Кӧзідімге табыс сығарчатхан тыны чох сыыласты алай чатханны алып алза, олар табыстарын кирек чолынҷа апарбазалар, хайдағ кӧг ойнапчатханнарын кем чоохтап полар? 
1CO.14.8	Пырғы табызы пілдізі чох тапсапчатса, чааҷылар хабызыға хайди тимненерлер? 
1CO.14.9	Сірернің дее тіллерің ідӧк пілдізі чох сӧстерні адапчатса, ниме тіпчеткеннеріңні хайди піліп аларлар. Сӧстеріңні чил хаап чӧрер. 
1CO.14.10	Тилекейде аймах-пасха тіллер кӧп. Олар пілчеткеннерге прайзына пілдістіглер. 
1CO.14.11	Че мағаа олар пір дее ниме таныхтабинчалар. Ол тіллернің пірсінең чоохтанчатхан кізі мағаа чат кізізі, ол кізее дее мин чат чирінең килген кізібін. 
1CO.14.12	Худай Худы пирчеткен сыйыхтарны аларларың тың килчетсе, иң артыхтарын, тигірибні пик идерге полысчатхан сыйыхтарны сурыңар. 
1CO.14.13	Аннаңар таныс нимес тілнең чоохтанчатхан кізі тӱптестіре чоохтап поларға сыйых алардаңар пазыр. 
1CO.14.14	Мин таныс нимес тілнең пазырчатсам, худым пазырча. Сағызыма анзы туза пирбинче. 
1CO.14.15	Ниме идерге кирек? Худымнаң даа пазырарбын, сағызымнаң даа пазырарбын. Худымнаң даа сарнирбын, сағызымнаң даа сарнирбын. 
1CO.14.16	Син Хут пастыра алғапчатсаң, тоғыртын кірген кізі синің алғапчатханыңа, «аминь» хайди тіп алзын. Син ниме чоохтанчатханыңны ол оңарбас нооза. 
1CO.14.17	Син чахсы алғапчазың, че пасхазына анзынаң туза чоғыл. 
1CO.14.18	Худайымны алғыстапчам: пасха тіллернең мин сірердең прайзыңардаң кӧп чоохтасчам. 
1CO.14.19	Че тигірибде пасхаларын ӱгредіп, позымның тілімнең пис сӧс чоохтааны таныс нимес тілнең сӱрееліг сӧс чоохтаанымнаң артых полар.
1CO.14.20	Харындастар, сағызыңар палани синінҷе полбазын: чабалға пала осхас полыңар, сағыстарың хоостыра, тізең, теен парған полыңар. 
1CO.14.21	Чахиинда пазылых нооза: «пу чонға пасха тіллернең, пасха сӧстернең чоохтирбын, че андада даа олар Мині испестер, тіпче Хан Худай»
1CO.14.22	Ол оңдайнаң тіллер киртіністіглерге нимес, киртініс чохтарға танығ полча. Ухааннастар, тізең, киртінізі чохтарға нимес, че киртіністіглерге танығ полча. 
1CO.14.23	Прай тигіриб чоны пірге чыыл парза паза прайзы таныс нимес тіллернең чоохтан сыхса, тоғырхылар паза киртініс чохтар сірерзер кірзелер, сірерні, алаах партырлар, тібестер бе? 
1CO.14.24	Че хаҷан прайзы ухааннап сыхса, киртініс чох алай тоғыртын кірген кізі оларны истіп салып, позының чазыхтарын пілінер, искен ниме, тізең, аны чарғылир. 
1CO.14.25	Ол оңдайнаң аның чӱреендегі чазыттары азыл парча. Ол, тӱңере тӱзіп, Худайға пазырар паза тир «Худай сыннаң даа сірернің аразында». 
1CO.14.26	Аннаңар, харындастар, ниме зе? Сірер чыылыс парзар, полғанының на Худайны саблапчатхан сарын, ӱгредіг, тіл азылғаны, тӱптестіріг пар полза – прай ол тигірибні пиктиріне полар. 
1CO.14.27	Піреезі таныс нимес тілнең чоохтанчатса, ікӧлең алай аннаң кӧп полза, ӱзӧлең чоохтазыңар, ағаа хоза алынҷа, пір кізі, тізең, тӱптестірзін. 
1CO.14.28	Тӱптестірҷең кізі чох полза, тізең, тигірибде сым пол, позыңа паза Худайға ла чоохтан. 
1CO.14.29	Ухаанҷылардаң даа ікі алай ӱс кізі чоохтанзын. Пасхалары, тізең, паалазыннар. 
1CO.14.30	Пірее пасха кізее, тізең, азылчатса, пастағызы тапсабазын. 
1CO.14.31	Прайларың ӱгренерлерің паза кӧңнілерің кӧдірерлерің ӱчӱн сірерге хайзыңарға даа изерістіре ухааннирға чарир. 
1CO.14.32+1CO.14.33	Худай оңдай чохтың Худайы нимес, амыр пирчеткен Худай полчатханнаңар, ухааннас хуттары даа ухаанҷыларның холындалар. Ол прай тигіриблерде ах-арығларда андағ. 
1CO.14.34	Ипчілер тигіриблерде сым ползыннар. Оларға чоохтанарға чарадылбинча. Моисей Чахиинда оларға холда поларға кирек тіп чоохталча нооза. 
1CO.14.35	Оларның пірее нимее ӱгренерлері килчетсе, тізең, аннаңар ибде, хонғаннарынаң сурып алчатсыннар. Тигірибде, тізең, ипчі кізее чоохтазарға килістіре нимес. 
1CO.14.36	Худай сӧзі сірердең сыхтыр ба? Алай сірерге ле читкен ме ол?
1CO.14.37	Кем позын ухаанҷы алай Худай Худы тол парған кізібін тіп сананчатса, ол кізі пілзін: мин пасчатхан ниме – ол Худай чахығлары. 
1CO.14.38	Кем аны чағын алынминчатса, сірер дее аны чағын албаңар. 
1CO.14.39	Ол оңдайнаң, харындастарым, ухааннирға кӱстеніңер, че тіллернең чоохтанарға итчеткеннерге харығ полбаңарох. 
1CO.14.40	Че итсе дее, прай ниме ипти паза оңдайли поларға кирек.
1CO.15.1	Харындастар, мин сірерге чарлаан паза сірер, посха алынып, анда пик турыбысхан Чахсы Хабарны сағыстарыңа кирчем. 
1CO.15.2	Сірер минің ӱгреткенім хоостыра Чахсы Хабарны сағыстарыңда тутчатсаңар паза ағаа киртіністерің тик-хуруғ полбинчатса, Чахсы Хабарнаңох арачыланып аларзар. 
1CO.15.3	Мин позым аны пастабох хайди алынғам, сірерні ағаа іди ӱгреткем нооза: Худай Пічии хоостыра Христос пістің чазыхтарыбыс ӱчӱн ӧл парған. 
1CO.15.4	Худай Пічии хоостыра Ол, тыхтал парып, ӱзінҷі кӱнінде тіріл парған. 
1CO.15.5	Соонаң Аны Кифа кӧр салған, анаң он ікі ӱгренҷізі. 
1CO.15.6	Анаң пір туста пис чӱс артиинаң харындастарыбыс Аны кӧр салғаннар – оларның кӧбізі пу тусха теере изен, че хайзылары ӱреп парғаннар. 
1CO.15.7	Анаң Иаков, ідӧк прай илҷілер Аны кӧр салғаннар. 
1CO.15.8	Прайзының соонаң, тізең, тузында тӧрібеен кізі полып, мин Аны кӧргем. 
1CO.15.9	Мин илҷілернің иң кічиибін, илҷі тіп адаларға даа турыстығ нимеспін. Мин Худай тигірибін сӱргем нооза. 
1CO.15.10	Ам кем полчам, мин Худай паарсазы сылтаанда пол парғам. Худай паарсазы, тізең, тик полбаан. Мин пасха илҷілердең кӧп тоғынғам. Итсе, сынында пу минің тоғызым нимес, че миннең пастыра пирілчеткен Худай паарсазы. 
1CO.15.11	Ӧӧні мында: минің ӱгредиим пасха илҷілернің ӱгредиинең пір. Пу ӱгредіге сірер прайзыңар киртін парғазар.
1CO.15.12	Христос ӧліглердең тіріл парған тіп ӱгреділчеткенде, ноға сірернің хай піреелерің ӧліглер тірілбинчелер тіпче полҷаңнар. 
1CO.15.13	Ӧліглер тірілбинчетселер, Христос таа тірілбеенге килісче. 
1CO.15.14	Христос тірілбеен полза, тізең, пістің ӱгредиибіс тик, киртіністерің дее сірернің тик. 
