MAT.1.1	Yesu Kerisi yi degwa lo sënë: Yesu saga sën Davit yi mewis, geDavit saga sën Abraham yi mewis.
1JN.3.2	Sa mehö lo-e! Gwëbeng sënë hil atu Anutu nalu, rëḳ hil duġin sën hil rëḳ nid nabë lo, in Anutu su tateḳin meneggëp ranġah rë. Gaḳ hil araḳ ni bë tamusën, sën Yesu rëḳ natöḳ nom ranġah gökin lo, og hil rëḳ nid nabë yi, in hil rëḳ ġalë anon soġek. 
1JN.3.3	Log alam pin sën denevo kwaj in ġaġek sagi bë anon jaḳ lo, og yö deneġin sir bedenevonġin bë denatu mehönon nijvesa rot nabë sën mehö nivesa Kerisi. 
1JN.3.4	Gaḳ alam pin sën denevonġ nġaa nipaya lo, og denekeyëh horek, in nġaa nipaya og yiḳ nġaa sën nekeyëh Anutu yi horek. 
1JN.3.5	Lob ham raḳ ni bë Yesu og nġaa nipaya ti su neggëp vu yi rë, gaḳ töḳ yam ranġah in bë geḳo hil nġaa nipaya nyëvewen vër in hil. 
1JN.3.6	Mehöti sën negga raḳ yi lo, og su nesepa loḳ nġaa nipaya rë. Gaḳ mehöti sën nesepa loḳ nġaa nipaya yi aggata lo, og hil naraḳ ni bë su nelë Kerisi rë, gesu neraḳ Kerisi ni rë.
1JN.3.7	Oo sa hur mahen lo! Ham gweġin ham in mehöti rëḳ tetuhin ham. Mehö sën yö nevonġ nġaa yohvu lo, og yi mehö yohvu nebë sën mehö yohvu Kerisi. 
1JN.3.8	Satan ḳo nġaa nipaya raḳ nyëmuġinsën bemedo nesepa loḳ, om mehöti sën nesepa loḳ nġaa nipaya lo, og Satan yi alam yi. Rëḳ mu Anutu Nalu töḳ yam ranġah in bë basap Satan gekevoh yi huk na. 
1JN.3.9	Mehö sën tu Anutu nalu lo, og su nesepa loḳ nġaa nipaya rë. Gaḳ Anutu vonġ beni nebë yi, om su yoh vu bë sepa doḳ nġaa nipaya rë, in tu Anutu nalu. 
1JN.3.10	Nabë hil nehevonġin bë ajaḳ Anutu nalu lo nij, gajaḳ Satan nalu lo nij, og hil ajaḳ nij nabë sënë: Alam sën su denevonġ nġaa nivesa rë lo, og su Anutu-yi-alam sir rë. Log alam sën su ahëj neving arij lo rë lo, og su Anutu nalu sir ving rë.
1JN.3.11	Ham nġo ġaġek sënë vu nyëdahis beyam bë: Hil ahëd geving hil vewen vewen. 
1JN.3.12	Hil su ġevonġ nġaa nabë Kain. In Satan yi mehö yi, om sën sis ari mediiḳ. Sis ari mediiḳ degwa raḳ va? Degwa nebë yi mehö nesepa loḳ aggata nipaya, gari nesepa loḳ aggata niröpsën-yi.
1JN.3.13	Arig lo! Nabë alam sën denesepa loḳ aggata-dob-yi lo sënë degelë ham paya, og ham su gwelëk mejanġa nemamin in nġaa saga. 
1JN.3.14	Hil ahëd neving arid lo, om hil araḳ ni raḳ sënë bë: Hil hevuu sën hil nadiiḳ na veröḳ yi lo ya, gatöḳ yam sën hil medo malad-tumsën degwata lo. Gaḳ mehöti sën su ahë neving ari lo rë lo, og yö nahën nedo loḳ diiḳsën. 
1JN.3.15	Mehöti sën nelë ari paya lo, og sënë nipaya böpata rot nebë sën sis yi mediiḳ. Lob ham raḳ ni bë alam sën denesis mehönon medenediiḳ lo, og mala-tumsën sën gevonġ behil medo degwata los degwata lo su neggëp vu sir rë. 
1JN.3.16	Yesu diiḳ loḳ yah hil bed in bë doḳ vu hil, lob hil araḳ ahëvingsën anon degwa ni raḳ sënë. Om yiḳ hil geving. Hil dahun hil badoḳ vu arid lo nabë saga, genabë hil nadiiḳ og yiḳ ggovek. 
1JN.3.17	Rëḳ mu nabë mehöti yi nġaa dob sënë neggëp, lob lë gari ti raḳ vu in nġaa ti, rëḳ ruu demi vu ari sënë, gesu loḳ vu yi raḳ yi nġaa rë, loḳ nenër bë ahë neving Anutu in va?
1JN.3.18	Oo sa hurmahen lo, hil su ahëd geving arid lo jaḳ vengwënġsën los avid meris mu, gaḳ hil ahëd geving sir yönon beġevonġ huk madoḳ vu sir.
1JN.3.19	Nabë hil ġevonġ nabë saga, og rëḳ tato vu hil nabë: Hil nesepa loḳ ġaġek anon yönon, genabë hil ayod neggëp nivesa, om hil su rëḳ aġöneng in Anutu mala rë. 
1JN.3.20	Gaḳ nabë hil ayod nanër hil nabë hil nehevonġ nġaa nipaya, og hil kwad bo nabë Anutu og böpata kesuu hil ayod meneraḳ nġaa pin ni los degwa.
1JN.3.21	Sa mehö lo-e! Nabë hil ayod su nanër hil nabë hil nehevonġ nġaa nipaya rë, og hil su aġöneng in Anutu mala. 
1JN.3.22	Log nġaa sën hil neḳetaġ in vu yi lo, og nevonġ vu hil. In hil nesepa loḳ yi horek behil nehevonġ nġaa yoh vu sën ahë neving lo.
1JN.3.23	Log yi horek nebë sënë: Hil ġevonġ geving Nalu arë nabë yiḳ yi Yesu Kerisi, gehil ahëd geving hil vewen vewen nabë sën nër vu hil vorot lo. 
1JN.3.24	Nabë mehöti sepa doḳ Anutu yi horek, og luho Anutu detu timu gAnutu nedo loḳ yi. Lob Anon Vabuung sën Anutu vonġ vu hil lo tato vu hil behil naraḳ ni bë Anutu nedo loḳ hil ayod.
1JN.4.1	Oo sa mehö lo! Alam-ġaġek-kuungsën nġahiseḳë denedo yoh vu nyëġ vu dob. Nebë saga, om ham su gwevonġ geving mehönon pin sën denenër bë Anon Vabuung nedo loḳ sir lo. Gaḳ ham seggi nġaa sën nedo loḳ sir lo pin mejaḳ ni rë nabë Anon Vabuung sën neyam vu Anutu lo yönon ma ma. 
1JN.4.2	Log ham yoh vu bë jaḳ ni nabë Anutu yi Anon Vabuung nedo loḳ mehöti og rëḳ nabë sënë: Alam pin sën denanër nabë Yesu Kerisi tu mehönon raḳ meyam dob lo og Anutu yi Anon Vabuung nedo loḳ sir. 
1JN.4.3	Gaḳ alam pin sën su denenër nebë agi rë lo, og nġaa sën nedo loḳ sir lo su yam vu Anutu rë. Gaḳ yam vu mehö sën vonġin bë dahun Kerisi na, beham nġo bengö wirek bë rëḳ nam lo. Lob gwëbeng yam ggovek ya benedo dob.
1JN.4.4	Oo sa hurmahen lo! Anutu yi nġaa ham, lob ham dahun alam-ġaġek-kuungsën lo ggovek ya. In Anon Vabuung sën nedo loḳ ham aga kesuu Memö Nipaya sën nedo loḳ alam vu dob agi. 
1JN.4.5	Alam-ġaġek-kuungsën sën aga, og denesepa loḳ aggata-dob-yi. Lob hir ġaġek pin og yiḳ denenër nġaa-dob-yi mu, lob alam sën denesepa loḳ aggata-dob-yi lo denebë nengaj vu ayej. 
1JN.4.6	Gaḳ hileḳ Anutu yi nġaa hil. Om mehöti sën neraḳ Anutu ni lo, og nebë nenga vu hil ġaġek. Gaḳ mehöti sën su Anutu yi mehö yi rë lo, og su nebë nenga vu hil ayed rë. Yiḳ hil nġo rëḳ ajaḳ Anon Vubuung ġaġek-anon-yi ni, gajaḳ memö ġaġek-kuungsën-yi ni jaḳ nġaa nabë sënë.
1JN.4.7	Oo sa mehö lo! Hil pasanġ ahëd geving hil vewen vewen. In sën hil ahëd geving alam lo, og degwa vu Anutu. Om mehö sën nesepa loḳ aggata-ahëvingsën-yi lo, og Anutu nalu yi beneraḳ Anutu ni yönon. 
1JN.4.8	Gaḳ mehö sën su ahë neving ari lo rë lo, og yi duġin Anutu, in ahëvingsën degwaseḳë Anutu. 
1JN.4.9	Anutu yiḳ nalu perurek timu nedo, lob vonġ luḳ yam dob in bë doḳ vu hil behil medo malad-tumsën jaḳ yi. Lob sënë tato vu hil bë Anutu ahë neving hil. 
1JN.4.10	Ahëvingsën degwa nebë sënë: Anutu su ahë neving hil in hil ahëd neving yi muġin rë. Gaḳ yö ahë neving hil muġin bevonġ Nalu luḳ yam dob in bë natu seriveng doḳ nah hil bed, bekevoh hil nġaa nipaya na.
1JN.4.11	Oo sa mehö lo! Nġaa sënë tato vu hil bë Anutu ahë neving hil panġsën rot, om yiḳ hil ġevonġ nabë saga behil nġo ahëd geving hil vewen vewen. 
1JN.4.12	Mehöti su mala raḳ Anutu rë. Rëḳ mu nabë hil ahëd geving hil vewen vewen, og Anutu rëḳ medo doḳ hil ayod, lob mëm hil rëḳ ahëd geving hil niröp rot nabë sën Anutu ahë neving hil lo. 
1JN.4.13	Vo yö yi Anon Vabuung vu hil, lob hil naraḳ ni raḳ sënë bë hil los Anutu atu timu, genedo loḳ hil ayod. 
1JN.4.14	He halë raḳ malamin bë Ama vonġ Nalu luḳ yam dob in bë geḳo alam vu dob nah vu yi, om sën he nanër ġaġek sënë ranġah. 
1JN.4.15	Nabë mehöti nanër ranġah nabë Yesu sënëḳ Anutu Nalu, og Anutu nedo loḳ mehö saga, geluho mehö saga detu timu.
1JN.4.16	Lob hil araḳ ni benehevonġ ving bë Anutu ahë neving hil. Ahëvingsën degwaseḳë Anutu, log mehöti sën nesepa loḳ aggata-ahëvingsën-yi lo, og luho Anutu detu timu gAnutu nedo loḳ ayo. 
1JN.4.17	Nabë hil medo dob sënë beġevonġ nġaa nabë Kerisi, og hil araḳ ni bë hil nesepa loḳ aggata-ahëvingsën-yi niröp rot. Om hil su rëḳ aġöneng in buk böpata sën nyëvewen-yi lo rë. 
1JN.4.18	Nabë hil ahëd geving yönon, og hil su rëḳ aġöneng rë. Yönon, nabë hil sepa doḳ aggata-ahëvingsën-yi niröp rot, og saga rëḳ juuk ggönengsën na. Ggönengsën degwa nebë mehönon kwaj nevo bë rëḳ denatöḳ jaḳ hir nġaa nipaya nyëvewen. Om nabë mehöti nahën neggöneng, og hil naraḳ ni bë su nesepa loḳ aggata-ahëvingsën-yi niröp rot rë. 
1JN.4.19	Ahëvingsën neggëp vu hil in degwa raḳ sën Anutu yö ahë ving hil muġin lo. 
1JN.4.20	Nabë mehöti nanër nabë ahë neving Anutu, loḳ hil halë bë nelë ari paya, og mehö saga yö kuung raḳ. In lë ari raḳ mala rëḳ su ahë neving yi rë, om su yoh vu bë rëḳ ahë geving Anutu sën su lë raḳ mala rë lo. 
1JN.4.21	In hil haḳo horek sënë vu Kerisi bë: Mehöti sën ahë neving Anutu lo, og yiḳ ahë geving ari lo geving nabë saga.
1JN.5.1	Alam sën denevonġ ving Yesu bë yi mehö sën Anutu ggooin raḳ in bë geḳo hil nah lo, og alam saga detu Anutu nalu. Log alam sën ahëj neving Anutu lo, og ahëj neving nalu lo pin ving. 
1JN.5.2	Om nabë hil ahëd geving Anutu besepa doḳ yi horek, og saga tato vu hil bë hil ahëd neving Anutu nalu lo ving. 
1JN.5.3	Bë hil ahëd neving Anutu, og hil rëḳ sepa doḳ yi horek, lob yi horek su rëḳ maggin vu hil rë. 
1JN.5.4	In alam pin sën denetu Anutu nalu lo, og denevuu nġaa-dob-yi ya. Log sën yiḳ hil ayod neya timu vu Kerisi lo og vonġ behil hevuu nġaa-dob-yi ya gehil nare nidwëëk. 
1JN.5.5	Mehö nebë tena nevuu aggata-dob-yi ya genare niwëëk-a? Gaḳ yiḳ mehö sën nevonġ ving Yesu bë Anutu Nalu lo.
1JN.5.6	Yiḳ Yesu Kerisi sënë sën yam los bël-ripeksën-yi lo, geyam in bë keseh ḳöḳ jaḳ ḳelepeḳo. Su bël mu tateḳin yi ranġah rë, gaḳ bël los ḳöḳ detateḳin yi ranġah loḳ ti. Lob Anon Vabuung tateḳin ġaġek raḳ Kerisi ving, in Anon Vabuung og mehö ġaġek-anon-yi. 
1JN.5.7	Sir löö sënë denetateḳin yi ranġah: 
1JN.5.8	Anon Vabuung, gebël, geḳöḳ, lob yiḳ lööhoho denenër ġaġek neggëp ti. 
1JN.5.9	Hil nehanġo ġaġek sën mehönon denenër vu hil lo benehevonġ ving, rëḳ mu ġaġek sën Anutu nenër lo kesuu ġaġek sën mehönon denenër agi. Lob ġaġek sën Anutu nër agi, og yiḳ ġaġek sën netateḳin Nalu ranġah lo. 
1JN.5.10	Mehöti sën ayo neya timu vu Anutu Nalu lo, og raḳ ni loḳ ayo bë ġaġek sën Anutu nër agi og yönon. Gaḳ mehöti sën su ayo neya timu vu Anutu rë lo, og sagaḳ nenër bë Anutu mehö ġaġek-kuungsën. In su nevonġ ving Anutu Nalu yi ġaġek anon sën Anutu yö tateḳin ranġah lo rë. 
1JN.5.11	Ġaġek anon sën Anutu nër agi nebë: Anutu vo mala-tumsën degwata los degwata vu hil, degwa raḳ Nalu. 
1JN.5.12	Mehöti sën yö negga raḳ Anutu Nalu rot lo, og mala-tumsën neggëp vu yi. Gaḳ mehöti sën nedo ading in Anutu Nalu lo, og mala-tumsën sënë su neggëp vu yi rë.
1JN.5.13	Sa ḳevu ġaġek sënë yök vu ham, in bë ham sën ham nevonġ ving Anutu Nalu arë lo jaḳ ni borot nabë ham ḳo mala-tumsën degwata los degwata yök vu ham ggovek ya. 
1JN.5.14	Bë hil ḳetaġ nġaa ti vu Anutu, og hil su aġöneng in yi, in hil naraḳ ni vorot bë: Nabë hil ḳetaġ noh vu sën kwa nevo lo, og rëḳ gebë nenga vu hil. 
1JN.5.15	Yönon, hil araḳ ni vorot bë nebë nenga vu hil in nġaa pin sën hil neḳetaġ vu yi in lo, om hil ajaḳ sënë ni geving nabë vonġ nġaa sën hil ḳetaġ in vu yi lo vu hil ggovek ya. 
1JN.5.16	Bë mehöti lë gari vonġ nġaa nipaya ti, rëḳ mu nġaa nipaya sënë su yoh vu bë gevonġ bari sënë na mala nama doḳ Nyëġ Nipaya rë, og najom jaḳ vu Anutu in yi, lob Anutu rëḳ gevonġ bemedo mala-tumsën. Yiḳ senër alam sën denevonġ nġaa nipaya sën su yoh vu bë gevonġ bemalaj nama doḳ Nyëġ Nipaya rë lo. Gaḳ nġaa nipaya sën rëḳ gevonġ bemehönon malaj nama doḳ Nyëġ Nipaya lo, og sa su nër raḳ saga bë ham kwetaġ in rë. 
1JN.5.17	Nġaa pin sën su neyoh vu rë lo, og sagaḳ nġaa nipaya pin. Rëḳ nġaa nipaya vahi og su nevonġ bemehönon malaj nema veröḳ yi loḳ Nyëġ Nipaya rë. 
1JN.5.18	Hil araḳ ni bë alam pin sën detu Anutu nalu lo, og su denesepa loḳ nġaa nipaya rë. Gaḳ Anutu Nalu nemalain sir nivesa, om Satan su yoh vu bë gebë nema jaḳ sir rë. 
1JN.5.19	Hil naraḳ ni bë hil atu Anutu nalu lo, gaḳ Satan tu mehönon sën denesepa loḳ aggata-dob-yi lo pin alaj. 
1JN.5.20	Hil araḳ ni bë Anutu Nalu yam ggovek ya, lob tateḳin hil kwad in bë hil ajaḳ Anutu soġek ni rot. Lob hil los Anutu soġek atu timu, in hil los Nalu Yesu Kerisi atu timu ggovek ya. In Nalu og yiḳ yi Anutu soġek, bemala-tumsën degwa neggëp degwata los degwata vu yi.
1JN.5.21	Oo sa hurmahen lo! Ham gweġin ham vu anutu-kuungsën.
2JN.1.1	Kerisi-yi-alam hir ggev ti sa, besa neḳevu ḳapiya sënë yök vu honġ avëh
2JN.1.2	Sa ahëġ neving ham in ġaġek anon neggëp vu hil, lob yö rëḳ gëp geving hil degwata los degwata. 
2JN.1.3	Hil nesepa loḳ ġaġek anon bahëd neving hil. Om hil Amad Anutu luho Yesu Kerisi sën Ama Nalu lo desemu hil los kwaj gevonġin hil bedegevonġ behil ayod gëp revuh.
2JN.1.4	Sa kwaġ vesa rot in sa hanġo ġaġek bë nalum lo vahi denesepa loḳ ġaġek anon yoh vu sën hil Amad Anutu nër bë hil sepa doḳ lo.
2JN.1.5	Oo avëh-e! Sa su neḳevu ḳapiya sënë yök vu honġ in bë ġevonġ horek mewis ti vu honġ rë. Gaḳ yiḳ sa neḳevu horek sën hil haḳo vu nyëdahis bë hil ahëd geving hil vewen vewen lo. 
2JN.1.6	Aggata ahëvingsën-yi nebë sënë: Hil sepa doḳ Anutu yi horek. Lob ham nġo horek sënë nyëmuġinsën bë ham pasanġ sepa doḳ bahëmin geving ham.
2JN.1.7	Alam tetuhinsën nġahiseḳë detah sir in hil beyah denesepa loḳ aggata-dob-yi. Alam sënë su denevonġ ving bë Yesu Kerisi tu mehönon raḳ yönon rë, om sir og sir alam ġaġek tetuhinsën ata, gesir alam sën denevonġin bë dedahun Kerisi na lo. 
2JN.1.8	Ham gweġin ham nivesa in ham rëḳ gwevuu nġaa pin sën ham vonġ huk in ggovek ya lo na. Gaḳ mëm ham nġo medo niwëëk in ham natöḳ vu nyëvewen nivesa doḳ nah. 
2JN.1.9	Bë mehöti su sepa doḳ Kerisi yi ġaġek niwëëk rë, gepesönġ loḳ ya ġaġek ngwë, og Anutu su nedo ving yi rë. Gaḳ mehöti bë najom Kerisi yi ġaġek ahon niwëëk, og Ama lu Nalu denedo ving yi. 
2JN.1.10	Nabë mehöti nök berup vu ham, rëḳ su ḳo ġaġek anon nebë sënë rë, og ham su gweḳo yi doḳ na ham begganġ, geham su bengwënġ vu yi. 
2JN.1.11	Gaḳ mehöti bë bengwënġ vu yi, og neloḳ vu yi in yi huk nipaya saga.
2JN.1.12	Sa kwaġ nevo ġaġek nġahiseḳë bë sa ḳevu vu ham, rëḳ ma gesa kwaġ nevo bë su yoh vu bë sa ḳevu jaḳ bël veriik doḳ ḳapiya rë. Gaḳ sa kwaġ nevo bë mëm senök ġalë ham behil medo bengwënġ doḳ ti, og mëm hil rëḳ kwad vesa rot. 
2JN.1.13	Anutu ggooin arim sënë
3JN.1.1	Kerisi-yi-alam hir ggev ti sa, besa neḳevu ḳapiya sënë yök vu honġ Gayus. Sa nehalë honġ bë sarig soġek honġ, in sahëġ neving honġ yönon rot.
3JN.1.2	Oo sa mehö soġek! Sa bë nġaa pin sën ġenevonġ lo anon jaḳ nivesa, gesa bë ġemedo nivesa geving. Seraḳ ni bë ḳenum nedo nivesa. 
3JN.1.3	Hil arid lo la deverup vu sa bedenër bë ġenesepa loḳ ġaġek anon, lob sa kwaġ vesa rot. Yönon rot, seraḳ ni bë vare ġeneya los ġaġek anon. 
3JN.1.4	Sa nehanġo bë sa hurmahen lo saga denesepa loḳ ġaġek anon, og sa kwaġ vesa rot. Lob sa su kwaġ vesa in nġaa ngwë kesuu sën sa kwaġ vesa in sir agi rë.
3JN.1.5	Oo sa mehö-e! Sën ġeneloḳ vu hil arid lo lo, og saga ġenevonġ nivesa. Yönon, ġeneġin Kerisi-yi-alam sën deneyam vu nyëġ vahi lo ving, om sagaḳ ġenevonġ nivesa rot. 
3JN.1.6	Hil arid lo sënë denare Kerisi-yi-alam pin malaj medenër honġ ranġah bë ahëm neving sir. Om nġo ġemedo gwevonġ nabë saga vu sir sën denah medenom lo, meġedoḳ vu sir in nġaa-aggata-yi noh vu sën Anutu ahë neving lo, og sagaḳ nivesa. 
3JN.1.7	Alam nebë sënë deneya huk sënë in bë degeḳo Yesu arë jaḳ, lob su deneḳo monë lu nġaa vu alam dahis rë. 
3JN.1.8	Om hil adoḳ vu alam nebë sënë meġeġin sir nivesa, in hil los sir nehebë loḳ ti in huk ġaġek-anon-yi.
3JN.1.9	Sa ḳevu ġaġek ti yök vu Kerisi-yi-alam saga wirek, rëḳ Diotrepes nevonġin bë natu alaj, lob su bë nenga vu he ġaġek rë. 
3JN.1.10	Om nabë senök vu ham, og mëm sëḳ nanër yi nġaa sën nevonġ lo ranġah vu ham. Netanë ġaġek kuungsën nipaya paya raḳ he. Lob su nevonġ sënë mu rë, gaḳ nevonġ nebë sënë gesu neḳo hil arid sën Kerisi-yi-alam lo deneya ben meneġin sir ving rë. Lob neggërin Kerisi-yi-alam vahi ving, bë su degeḳo sir vahi sën deneyök vatëveḳ aga doḳ na hir begganġ, genetii sir ya in dub.
3JN.1.11	Oo sa mehö-e! Su ġesepa doḳ nġaa nipaya nabë saga. Gaḳ ġesepa doḳ nġaa nivesa. Mehöti sën gevonġ nġaa nivesa lo, og Anutu yi mehö yi. Gaḳ mehö sën nevonġ nġaa nipaya lo, og mehö saga su raḳ Anutu ni rë. 
3JN.1.12	Demetrius og alam pin deneḳo arë raḳ, lob Anutu yi ġaġek anon vonġ barë böp raḳ ving. Gehe nehaḳo arë raḳ ving, log ġeraḳ ni bë he nanër ġaġek og he nanër yönon.
3JN.1.13	Sa bë ḳevu ġaġek nġahiseḳë vu honġ, rëḳ mu sa kwaġ nevo bë su yoh vu bë sa ḳevu jaḳ bël veriik doḳ ḳapiya rë. 
3JN.1.14+3JN.1.15	Gaḳ sa hevonġin bë senök pevis balu mëm medo doḳ ti bebengwënġ. Ayom gëp revuh. Hil alam kwaj nevo honġ medenenër.
3JN.1.14+3JN.1.15	Log ġenanër sayeġ vu sa mehö lo nabë sa kwaġ nevo sir menanër.
JUD.1.1	Sa Yut, sën Yesu Kerisi yi hur sa, geYakobus ari sa. Lom sa ḳevu ḳapiya sënë yök vu ham sën hil Amad Anutu ggooin ham raḳ bahë neving ham beneġin ham nivesa in Yesu Kerisi yi alam ham lo. 
JUD.1.2	Sa bë Anutu kwa paya in ham rot megevonġ beham ayomin gëp revuh, bahë geving ham panġsën.
JUD.1.3	Sa mehö lo-e, sahëġ neving ham, om sa bë ḳevu ḳapiya ti nök vu ham menanër ġaġek la jaḳ sën Anutu neḳo hil pin loḳ ti yom vu yi lo. Rëḳ ma gesa halë bë huk neggëp vu sa bë sa ḳevu ġaġek ngwë vu ham nabë: Anutu-yi-alam hil, behil haḳo Bengö Nivesa vorot. Rëḳ alam vahi bë dedahun na, om sën sa bë nanër vu ham nabë ham nimin wëëk, beham gwedu sir nah, in ġaġek pin sën hil nehevonġ ving agi bare niwëëk. 
JUD.1.4	In alam vahi devun sir medeloḳ yam ving ham geham su neraḳ nij rë. In Anutu-yi-alam dekevu ġaġek raḳ sir wirek meneggëp vorot bë alam nebë sënë rëḳ deberup, beham lë ggovek ya. Log ġaġek sagi nër bë rëḳ degeḳo nyëvewen berëḳ malaj nama. In nij nelëlin Anutu medenepekwë yi ġaġek semusën sën nevo vu hil nyëmasën lo, medenenër nebë hil ayoh vu bë ġevonġ baggëb jeggin jeggin, geġaġek rëḳ nama. Log deneruu demij vu hil alad perurek timu sën hil Mehöböp Yesu Kerisi lo.
JUD.1.5	Wirek Mehöböp ḳo alam Israel vër in dob Ejep gedeneyom, loḳ nahub rë lob sis alam sën su ayoj neya timu vu yi rë lo bedediiḳ. Sagi ham raḳ ni, rëḳ sa bë bër ham kwamin gökin.
JUD.1.6	Log sa bë bër ham kwamin jaḳ angër lo geving rë. Wirek og denedo nivesa loḳ hir huk muġinsën, rëḳ ma gedevuu hir nyëġ ya gedevonġin bë degeḳo sir jaḳ. Lob Anutu duu sir raḳ sëng sën gëp degwata los degwata lo, betunġ sir loḳ ya denedo malaḳenu nipaya medeneġin Anutu yi buk böpata sën seggi alam pin hir ġaġek lo.
JUD.1.7	Log wirek og alam Sodom los Gomora, galam begganġ böp vahi sën denedo dus vu sir lo, og yiḳ denevonġ nġaa nipaya nebë saga ving. Malaj nesepa baggëb gedenevonġ nġaa nipaya nimumsën-yi ving maluh los avëh vahi jeggin jeggin. Nebë sënë lob Anutu vo nyëvewen vu sir bedenedo loḳ nengwah sën su nekul ya rë lo degwata los degwata. Lob nġaa sënë tato vu hil in bë hil aġöneng in gehil su tamuin sir. 
JUD.1.8	Rëḳ mu alam vahi sën senër gwëbeng bë devun sir loḳ ham vuheng lo, og yiḳ denevonġ nebë sënë ving. Vonġ bë deneggëp medenepesep, om sën yö denetetuhin sir bë Anutu su rëḳ bo doḳ nah nyëvewen vu sir rë, lom denevonġ rii raḳ navij raḳ nġaa sën su yoh vu rë lo. Log su denebë nengaj vu hil Mehöböp yi ġaġek rë, log denenër ġaġek pelësën raḳ angër sën niwëëk los arëj böp lo ving. 
JUD.1.9	Rëḳ sagaḳ su yoh vu rë. In wirek og angër yuseḳë Mikael luho Satan denenër sir bedeggök sir in Moses navi bë ngwë tena geḳo. Rëḳ mu Mikael su ḳo yi raḳ nebë sënë menër ġaġek pelësën raḳ Satan rë, gaḳ yiḳ dahun yi menër bë, “Mehöböp yö rëḳ bo ġaġek jaḳ honġ!” 
JUD.1.10	Rëḳ mu alam vahi sën senër lo, og denenër ġaġek nipaya raḳ nġaa pin sën su deneraḳ degwa ni rë lo. Gaḳ nġaa sën denevonġ lo, og denesepa loḳ nġaa sën navij nevonġin lo nebë sën bööḳ los anöö denevonġ lo, lob nġaa sënë rëḳ basap sir bemalaj nama. 
JUD.1.11	Om gëp in sir, in denesepa loḳ Kain vaha, log yiḳ deneseröġ pevis in bë degevonġ nġaa nipaya nabë sën Balaam nevonġ wirek bemala anon in ḳupeḳ lo. Log denevonġ nġaa sevöḳ sevöḳ vu Anutu nebë sën wirek Kora nevonġ lo, om rëḳ malaj nama yönon rot.
JUD.1.12	Log sën ham nedo revuh ti menevonġ nos böp ahëvingsën-yi lo, og alam sagi deneluḳ yök ving besir nebë saap sën neggëp vunsën loḳ loo ayo beneveröp yaġ lo. In malaj anon in nos mu medeneyam, besir nebë anöö bekwaj nevo sir mu. Alam sagi og sir nebë beggob sën sanġ neḳo sir beneḳo loḳ loḳ lo, rëḳ mu hob su loḳ nedo meneto rë gema. Gesir nebë aperek maluh sën su denesis anoj loḳ hir buk rë lo. Aperek nebë sënë og vonġ bë dediiḳ beron luu, in ngwë sën su denesis anoj rë lo, log ngwë sën hil navuv sir ya los degwaj lo. 
JUD.1.13	Log sir nebë loo. Denevonġ nġaa nimumsën bekebu raḳ sir nebë loo nyë ḳos sën nesis böpata beverup neggërin loo rot lo. Gesir nebë betuheng sën detöḳ vu yaġek meto malaj nema gesu denejëh raḳ hil rë lo. Om alam nijpaya saga na demedo nyëġ malaḳenu degwata los degwata nabë saga.
JUD.1.14	In Enok sën yi degwa vu Adam beverup yi netu nemadvahi-bevidek-luu lo tu mehö-nenër-ġaġek-ranġahsën nyëdahis menër ġaġek raḳ alam sagi bë, “Ham gwenġo rë! Mehöböp losho yi alam vabuung mehömehö rëḳ denam 
JUD.1.15	in degenġo mehönon pin hir ġaġek bemëm bo nyëvewen gelek alam nij paya doḳ nah nġaa nipaya pin sën denevonġ lo, gevu alam sën nij nelëlin yi lo. Log rëḳ bo nyëvewen doḳ nah hir ġaġek pelësën sën denenër raḳ yi lo geving.” 
JUD.1.16	In alam sagi og denenër ġaġek yah nenga raḳ alam, log ahëj nipaya in nġaa pin sën netöḳ vu sir lo. Log denesepa loḳ nġaa pin sën malaj anon in lo. Log denevonġ taveḳ beyö denevengwënġ jeggin jeggin medeneḳo sir raḳ bë sir alam böp. Log denevonġ ġaġek jeji jeji vu mehö ngwë in bë dedoḳ vu sir jaḳ nġaa vahi.
JUD.1.17	Rëḳ mu sa mehö lo-e. Ham nġo kwamin bo hil Mehöböp Yesu Kerisi yi sinarë lo hir ġaġek sën denenër wirek lo rë. 
JUD.1.18	Denenër bë, “Doḳ sën nabë Buk-tamusën dus jaḳ lo, og mehö la rëḳ deberup medenanöp jaḳ alam sën denesepa loḳ Anutu lo. Alam sagi rëḳ desepa doḳ nġaa nipaya pin sën malaj anon in lo mu.” 
JUD.1.19	Alam sagi rëḳ dejaḳ nġaa-dob-yi ni mu, gAnon Vabuung su rëḳ medo geving sir rë, lob degevonġ in nabë beġö berup beKerisi-yi-alam debasuh sir. 
JUD.1.20	Rëḳ mu ham sën sa mehö ham lo, ham nevonġ ving Anutu yi ġaġek vabuung vorot. Om ham najom ahon bekwamin bo jaḳ buk in ham nimin wëëk jaḳ. Log Anon Vabuung tateḳin ham kwamin beham medo najom jaḳ los niwëëk. 
JUD.1.21	Ham su gwetah ham in Anutu sën ahë neving ham lo. Geham gweġin hil Mehöböp Yesu Kerisi in kwa vonġin ham, om rëḳ gevonġ beham medo malamin-tumsën degwata los degwata. 
JUD.1.22	Log nabë alam nij paya saga hir ġaġek gevonġ balam vahi kwaj na luu luu, og ham tateḳin ġaġek anon vu sir. 
