MAT.1.1	Ya ra taa yang listaan yang mga kinaampu ni Jesu-Cristo. Tanya sasang kanubli ni Adi David
HEB.12.14	Yang kalibrian ang pinagtukud ni Jesu-Cristo, ya rag demtay ming pasiguruan ang kasiraanamu rang kang tanan ang magpasiguru. Bilang yang pagkabag̱ay mi tung Dios ya rag pasiguruay mi ay kipurki kumpurming tinu pay indi ra pinabag̱ay ni Jesu-Cristo tung anya, indi na ra enged maita yang pirsunal na tung uri
HEB.12.15	Yang pagpasiguru ming atia, panuntan mi ra ka ta pagbarantayan ming magpurutul nusias may asan tung numyung tubuan da ta isip nang manalyud da tung kaneeman ang ipinagpaita yang Dios tung yaten ang asanita ra ka man nga tapnayay na. Nusias may magpateg̱as dang magdiskumpiar tung ni Jesu-Cristong anda unu ay kalibrian ang maita na tung anya. Maning pa tung sasang pagtubung makakailu ang pagkatapus yamung kadaklan, paliwag̱anamu ra anya ta mupia ay ekel tung anya, duru rang maumid ang mag̱usuy tung anya
HEB.12.16	Mangamanamu ra ta mupia nusias may asan tung numyung tubuan da ta isip nang mamalpas da tung ni Jesu-Cristo. Pati yang baklung 
HEB.12.17	Papatandaan mi ta maayen yang paamanung atia tung numyu, ay kipurki nag̱akdekan mi ra ka ang atiing pagtaklib da yang pira pang kaldaw, atiing gustu na rang magpaampu tung ni tatay na ang para pakaayenen yang Dios, anday naimu na. Maskin pang durung pag̱aramuy-amuyun nang pagtarangiten, anda ra ka enged ay rimidyung sarang mabuat na ang para bawien na pa rin yang pagpabailu na yang pudir yang pagkadakulu na tung ari na
HEB.12.18	Kaministiran ang pakdulan mi ta kantidad na yang nag̱ipagpaamanung atia tung numyu ay kipurki yang pagparalengeten mi tung Dios simanyan dakulung pinag̱umanan na tung pagparalengeten yang mga kinaampu tang atiing tukaw pa. Ay atiing pagpalenget nira tung katalungaan na, saragpun da tanira duun tung tinenaran yang sasang bukid ang paggug̱uuyan ang Sinai. Yang tanan ang nagkarainabu duun nabilug̱an da nirang pisan. Yang bukid ang atii may apuy nang pagdaw̱a-raw̱a. Akyup ang pisan ta makiklep. Durug ketel yang palet ang maning pa tung balyu. 
HEB.12.19	May nagngel ka nirang budyung ang durung pisan agkatunul, pati yang busis mismu yang Dios ang pagbitala tung nira, ya ra kay nagngel nira. Pag̱agngel nira, durung pagpakiildaw nira ang kung maimu ilem, indi ra ilem magpadayun ang magbitala tung nira
HEB.12.20	Ay kipurki pinanlebatan da ta mupia tung sasang urdin yang Dios ang kung tinu pa unu ay malakted tung lindiruan ang maliked ilem tung bukid ang atia, maskin ayep ilem nira, dapat unung batwen dang imatayen
HEB.12.21	Kumpurming nabandaw tung bukid ang atii, pinangalipudpuran da ta mupia. Maski nganing ti Moises ya ra ngabngang mag̱aning,
HEB.12.21	“Ya ra nga talamtamayu yang kandasung pagpangerel,” mag̱aning
HEB.12.22	Piru simanyan belag̱an dang maning tii yang palaksu yang pagparalengeten ta tung Dios. Kung pananglitan ta yang nag̱apalengtan ta simanyan ya ra yang bukid ang sam bilug ang yay paggug̱uuyan ang Sion
HEB.12.23	Pati yang intirung kabilug̱an yang mga tauan yang Dios ang pamagsaragpun ka duun ya ra kay nag̱apalengtan ta. Yay pinamilik yang Dios ang mag̱ing mga ana nang sadili ang maning pa tung may pagkadakulu nirang tanan, ay may nag̱ielat yang Ama nirang ipakdul tung nira ang dakulung pisan yang kantidad na
HEB.12.24	Pati yang nagpabaked tung baklung patakaran ang naang ipinagpakigpaig̱u yang Dios tung yaten, ya ra kay nag̱apalengtan ta. Anday duma ya ra ti Jesus mismu
HEB.12.25	Kapurisu mangamanita ra ang indiita ra enged magpabengel tung Dios ang ya ra kay pagpaintindi tung yaten simanyan natetenged tung baklung ipinagpakigpaig̱u nang naa. Ay pademdeman ta ra ilem kanay yang pinanampetan yang mga kinaampu tang namagpabengel tung Dios ang nagpaaman tung nira atiing pagparanek na duun tung bukid ang atiing nainambitu. Kung tanira indi nganing nangalibri tung sintinsia na, ita simanyan, kung alimbawa, magpabengelita tung anya ang duun tung langit agpagpaaman tung yaten, talagang mas pang siguradu ang indiita ra ka enged malibri tung sintinsia na
HEB.12.26	Kipurki yang busis nang nagpaaman tung nira tung uras ang atii, pinayegyeg na yang katanekan
HEB.12.26	“Payegyeg̱enu pa ta minsa, belag̱an da ilem yang katanekan, kung indi, pati yang kalangitan,” mag̱aning
HEB.12.27	Atiing pag̱aning nang payegyeg̱en na pa ta minsa, asan da ngaintindiay ta ang yang kumpurming inimu nang belag̱an pirmaminti, luw̱us dang mansilagsik ang magkarapelek ug̱ud yang kumpurming keen, ya ra kay magnatis. 
HEB.12.28	Kapurisu, natetenged pinakdulanita ra ka man yang Dios ta pudir tang magpakiugpu tung anyang maggaraemen tung kaliw̱utan ang baklu ang indi enged ang pisan kemedeg-kedeg, ya enged ay pasalamatan ta tung anya ta duru. Asan da ipapanaway ta yang pagturuuen ta tung anyang talagang mauyunan na ang nunut da ka ta bastanting panggalang ta tung anya ang yang pagkadios nang durung pisan agkasagradu pirming magbaw̱atikal tung mga isip ta. 
HEB.12.29	Ay yang Dios ang pag̱atuuan ta belag̱an irintrimisen ay kipurki kung masilag da nganing, maning pa tung sasang apuy ang durug ketel ang pumangan tung tanan ang kumpurming belag bag̱ay tung anya
HEB.13.1	Idayun ta ra yang paggeregmaan tang magpurutul tung ni Ginuung Jesus. 
HEB.13.2	Indi ta ka pagpaw̱aya-w̱ayaan yang pag̱arasikasuen ta tung mga putul tang nag̱apanaw tung yaten, maskin indi ta pa nag̱ailala. Kipurki atiing tukaw pa may duma ang nag̱asikasu tung mga taung napanaw tung nira ang anday kaliw̱utan nira ang atii pala mga angil
HEB.13.3	Dispuis intindien ta ka ta maayen yang mga kaministiran yang mga aruman tang nag̱akalabus asan arangan da ilem tung pagtaralig̱en nira tung ni Jesus. Pasunairan ta tanira ang katimbang nang itay aruman ka nira duun. Pati yang mga aruman tang nag̱adereeg-deeg̱an asan, pasunairan ta ka ang katimbang nang kasiraanita ra kang nag̱adereeg-deeg̱an. 
HEB.13.4	Igalang ta kang tanan yang pagkarasawaen ta ang talagang durung pisan agkasagradu. Yang pag̱arapenan tang magkarasawa amlig̱an tang indi ra enged mamansaan. Kipurki yang kumbaw̱aynen ubin kunlaliien pati yang kumpurming maglimbung tung kasawa na, ya ray sintinsiaan yang Dios tung kalainan. 
HEB.13.5	Dispuis yang pagpangabui ta, amanan ta ang indi malaktan ta pag̱amluk ta tung kuarta, kung indi, kumpurmi ra ilem yang nag̱aprusigiran ta asanita ra ilem nga kuntintu. Kipurki yang Dios mismu nagpangaku tung yaten ang mag̱aning,
HEB.13.5	“Indiamu ra ka enged paw̱ayaanung ipaalang-alang,” mag̱aning
HEB.13.6	Purisu asanita ra ngaeyangay ta balur tang magkesen-kesen tung mga isip ta ang katulad ka tung sasang taung tukaw ang nabtang tung kasulatan yang inaning na ang mag̱aning,
HEB.13.6	“Ti Yawi yay yeen ang katabyang. Purisu indiaw ra ka enged mag̱eled, maskin unu pay buaten tung yeen yang sasa ka ilem ang masigkatauu,” ag̱aaning
HEB.13.7	Pademdeman mi kang pirmi yang mga namagmangulu tung numyung sam pundaan ang tukaw ang ya ra kay namagparakaw̱utun tung numyu yang bitalang ipinagpiar yang Dios tung nira. Pamaridengdengan mi ta maayen yang pinakaw̱ut yang pagpangabui nirang matinlu ang asta ikinagmatay ra ilem nira ig yang pagtaralig̱en nirang atiing mabaked tung ni Jesus, ya ra kay dapat ang pasuaran mi. 
HEB.13.8	Yay pakbungan mi ay ti Jesu-Cristong pinanalig̱an nira, ya ka man mismu yang nag̱atalig̱an mi simanyan ig ang asta ra ilem tung sampa ang anday kaumanan. Pati yang natetenged tung anyang ipinagpakaw̱ut da nira tung numyu, ya ka, anda kay kaumanan na. 
HEB.13.9	Purisu indiamu ra enged magpaguyud tung sari-saring nag̱itulduk ang balaw̱ag ang pisan tung ipinagtulduk da nira tung numyu ang muya ya ray matalangan mi
HEB.13.10	Ay ya pa ag̱ari, ta yaten ang kumpurming pagtalig da tung ni Jesus sigun tung pagpakugmatay na, katimbang nang may sasa kang pagsararuan tang idinasag ang andang pisan ay kalalabten yang mga paring pamanirbian duun tung pagtuuan tung Dios ang pinakalusu ang yang panirbian nira usuy tung dating ipinagpakigpaig̱u. 
HEB.13.11	Kipurki pademdeman ta ra kanay yang nag̱ainabu tung kaldaw ang pinakalusu tung seled san takun sigun tung Dating Ipinagpakigpaig̱u
HEB.13.12	Kapurisu pati ti Jesus, ang para mapabag̱ayita ra anya tung Dios ekel tung pagpaturuk na yang sadiling dug̱u na, duun da ka tung lua yang siudad yang Jerusalem nagpakugmatay. 
HEB.13.13	Purisu ta yaten, kaministiran ang magluaita ra ka tung dating pagpakigsasaan ta ra rin ang para magpakiunungita ra tung anyang mag̱agwanta tung kaeyakan ang katulad ka tung inagwanta na. 
HEB.13.14	Ay kipurki taa tung kaliw̱utan ang naa anday siudad ang mapagpakeenan ta, kung indi, may sasang siudad ang kaw̱utun ang yay pagyenget-yengetan yang mga isip tang pagnatisan
HEB.13.15	Purisu kumus ti Jesus da yang yaten ang paring pinakalandaw, tung anya ra ipapanaway tang pirmi yang pagdarayawen ta tung Dios. Katimbang nang yay sasang idasag tang iprisintar tung anya ang ya ra yang kapakli yang dating ipinirisintar ta ra rin tung anya sigun tung palaksu yang dating ipinagpakigpaig̱u. Bilang yang pagdarayawen tang atia tung anyang pagpadengeg maning pa tung sasang nag̱ipamurak yang nganga tang iprisintar ta tung anya
HEB.13.16	Pati yang pagburuaten ta ta matitinlu kung ya pa ag̱ari ita magtaw̱ang tung may mga kaministiran, indi ta ka paglipatan. Kipurki yang mga pag̱urubraen tang maning tia, katimbang na kang mga dasag ang nag̱iiprisintar ta tung Dios ang ya ra kay mauyunan na ta mupia
HEB.13.17	Yang mga aruman mi asan ang pamagmangulu tung numyung sam pundaan, ipaekel mi yang mga isip mi tung nag̱ipagpasanag nira tung numyu natetenged tung ni Ginuung Jesus. Galangen mi kang paranekan natetenged tung ubligasyun nirang atiang ipiniar yang Dios tung nira. Kipurki tanira mismu durug kadererep ang pamagpadag̱en-dag̱en tung numyu ang alus anday kaenayan nira ang para indiamu ra ilem matalang, kung indi, mas pang kemeet ang kemeet yang pagtaralig̱en mi tung ni Jesus. Yang nag̱ipagpaderep nirang pamagpaiwan-iwan tung numyu ay natetenged nag̱askean da ka nira ang insapuan ka tanira yang Dios natetenged tung pagparadag̱en-dag̱enen nirang atia tung numyu. Purisu pauyunan mi tanira ug̱ud masadya kang pirmi yang kinaisipan nirang pamagpaiwan-iwan tung numyu. Ang anday pagdag̱eman nira tung numyu ay kipurki kung may pagdag̱eman nira tung numyu, anda ra ka ilem ay luaan nang maayen para tung numyu.
HEB.13.18	Idayun mi ka yang pag̱arampuen mi para tung yeen. Indiaw nag̱aeyak ang pagpaampu tung numyu ay tung pagpamalaru tung sadiliu, anday barasulun tung yeen yang sadiling painu-inuu. Kipurki durung kalelyag̱u ang yang tanan ang buat-buatu, pirming maeklanu tung magkatama. 
HEB.13.19	Yang sasang nag̱aingaluku enged tung numyung ipag̱ampu mi ang tung makali pabalikenaw ra yang Dios asan tung numyu.
HEB.13.20	Buinu, mga putulu, nag̱ipag̱ampuamu ra yeen tung Dios ang yay pinangapunglan yang kalibrian tang naang nalg̱uran ta ang duun da ka man ngaulikay yang rilasyun ta tung anyang naglain da. Tanyay nagpaliit tung mga minatay tung sasang maning pa tung manig̱asikasu ta kaayepan ang inding pisan mapasiring-siringan
HEB.13.21	Yang nag̱ipag̱ampuu tung anya ang pasangkapanamu anya ta kumpurming unu pang kaministiranay ming matinlu ang para mapag̱usuyamu tung kalelyag̱an na. Makayanan mi tia ay paeyanganamu ra anya ta ipagpalua mi tung mga ubra-ubrang mauyunan na ekel tung ni Jesu-Cristong pagpaktel tung numyu. Ya ra kay dayawen ta tung Dios ang asta tung sampang anday katapus-tapusan na. Talagang yay magkabag̱ay ang pisan tung anya.
HEB.13.22	Taa simanyan mga putulu tung ni Ginuu ta, yang nag̱aingaluku tung numyu, paawatan ming intindien ta mupia yang mga bitalaung atiang ipinagpaktelu tung mga isip mi. Tutal belag̱an kang abwat ang masyadu yang isinulatung atia tung numyu. 
HEB.13.23	Dispuis gustuung ibalita tung numyu ang yang putul tang ti Timoteo nalua ra tung kalabus. Purisu makaw̱ut ilem tani tung makali, kasiraanami ra kang mag̱angay asan tung numyu.
HEB.13.24	Panganingen mi yang tanan ang mga pamagmangulu tung numyung sam pundaan asan ang yuu pagpakikumustaw ra tung nira sasa may sasa pati tung kadaklan ang binuat da ka yang Dios ang mga tauan na kang sadili. Asta yang mga kaputulan tang tag̱a Italia tani pamagpakikumusta ka tung numyung tanan asan. 
HEB.13.25	Buinu, yang gustuu para tung numyung tanan asan ang mas pang maispirinsiaan mi yang kaneeman yang Dios ang pagpadag̱en-dag̱en tung numyu.
JAS.1.1	Yang may sulat taa ya ra yuung ti Santiago ang sasang pagpaturuw̱ulun tung Dios durua ni Ginuung Jesu-Cristo. Tukaw-tukaw tung tanan, pagpakumustaw ra tung numyung mga masigkanasyunung mga Judio ang kumpurming mga tumatalig ka tung ni Jesu-Cristo ang nagkarawasak-wasak da tung duma-rumang banwa
JAS.1.2+JAS.1.3	Mga putulu tung ni Ginuu ta, nag̱askean ta ra ang kung masukdaan da nganing yang pagtaralig̱en ta, basta indiita ra ilem magpaluntug, asanita ra magluang mainagwantaen. Purisu kung mapasaranita ra nganing ta sari-saring mga kaliwag̱an, ipabtang ta ra ilem ang sasang ikasadya ta ta duru. 
JAS.1.4	Ug̱aring kaministiran ang padanayan ta yang pag̱aragwantaen tang atia ang asta dumangat da ka enged tung katuyuan nang ita magteg̱asan da tung pagtaralig̱en ta pati yang intirung pagkatau ta masalapay ra tung pinalanu yang Dios ang anday pagkakulang na. 
JAS.1.5	Piru kung tinu pa tung yaten ay midyu nag̱adiputan da ta isip na natetenged ka man tung kaliwag̱an ang nag̱apasaran na, kaministiran ang mag̱ingaluk da tung Dios ang paabwaten na yang isip na. Kipurki tanya durug kasalamang pagpakdul ta diw̱aldi tung kumpurming mag̱ingaluk tung anya ang indi na kag pakulainen yang taung magpakdulan na. 
JAS.1.6	Ug̱aring ilem tung pag̱ingaluk ta tung Dios, kaministiran ang anday pagdua-dua yang mga isip ta, kung indi, dapat ang may pagtalig ta ang yang nag̱aingaluk ta tung anya ipapakdul na tung yaten. Dapat ang may pagtalig tang maning tia ay kipurki yang kaalimbawaan yang taung pagdua-dua yang isip na, maning pa tung sasang lakun ang mag̱eyepen ta palet ang basing ay pa ilem eklay na. 
JAS.1.7	Yadwa pa yang taung maning tia dapat ang indi ra maglaum ang tanya pakdulan pa yang Dios yang pag̱aingaluk na. 
JAS.1.8	Ay ya pa ag̱ari, sulut-beteng yang isip na ig waldang-waldang da yang tanan ang ubra-ubra na.
JAS.1.9	Yang sasang tumatalig ang pag̱atelengan ta aranek yang mga tau, yang dapat ang ikasadya na ta mupia ang tanya abwat tung pagterelengen yang Dios. 
JAS.1.10	Pati yang sasang manggaranen, kung maaranek da yang pagkabetang na, dapat kang ikasadya na yang pagkaaranek na
JAS.1.11	Simpri kung abwat da nganing yang kaldaw ang makinit da, nag̱aleey ra yang ilamunun. Pati talay na, nag̱ataktak da ka ig asan da ka nga diadu yang katinlu na. Yang pisan yang kalimbawaan yang sasang manggaren. Mintras pagsikad ang madulangan pa yang manggad na, inali ra ilem ang maplekan ta tanan ang nag̱ikadengeg na.
JAS.1.12	Ibaliku ra kanay tung pagsurukdaen yang Dios tung yaten. Teed mi tiag katinlu yang mabtangan yang sasang tumatalig ang pag̱agwanta tung mga kaliwag̱an! Ay kipurki kung masalapayan na ra nganing tia, pakdulan da ta maning pa tung sasang primyu ang ya ra yang sang klasi ta pagpangabuing pinangakuan yang Dios tung kumpurming pagmaal tung anya. 
JAS.1.13	Kung tinu pay nag̱apasaran ta kaliwag̱an ang asan ka nga bag̱asay na yang kaaw̱ay nang tuksu, dapat ang indi ra mag̱intra sulili tung Dios ang ya unu ay pagtag̱am ta tuksu tung anya. Kipurki tanya indi kayanan ta tuksung magbuat ta malain ig indi enged magtuksu tung yaten ang para magbuatita rin ta malain. 
JAS.1.14	Kung indi, nag̱atuksu ilem yang sasang tau kung bekngen da ngani yang sadiling kalelyag̱an na. 
JAS.1.15	Pagkatapus, kung ya ray pakdulan na ta rugal, yang kaalimbawaan na maning pa tung sasang baw̱ay ang pamuu ra ang yang pakaw̱utun na mangana ra. Ya ray kamtangan yang taung pagpakdul ta lugar tung kalelyag̱an na ang anday dumang pakaw̱utun na, magpakasalak da ka enged. Pagkatapus kung maanaran na rang maanaran yang pagpakasalak nang atia, ya ray pagmaslitan na ang yang pakaw̱utun na, asan da nga pablag tung Dios.
JAS.1.16	Mga putulung nag̱amaalu ta duru, indiamu magpadaya tung isip ming baliskad ang yang Dios yay pagtag̱am ta tuksu tung numyu
JAS.1.17	Kipurki yang tanan ang matitinlu ang anday kakulangan nang magkakaw̱ut tung yaten, luw̱us tung Dios manliit ang yay nag̱imu yang tanan ang pamagdekal duun tung langit. Yang pagdekal nira pag̱uman-uman ay nag̱alingban. Piru yang Dios tanya, andang pisan ay kauman-umanan yang ug̱ali na ang pulus tung ikaayen ta. 
JAS.1.18	Kipurki telengan mi. Natetenged ilem tung sadiling kalelyag̱an na, pinaeyanganita ra anya ta ipagpangabui tang baklu ekel tung kamatuuran ang pinananged ta. Ya ray binuat na ug̱ud maning pa tung itay pinakatukaw ang inayeg na ang yay pagpailala ang may planu na kang imakluen na ka yang tanan ang inimu na
JAS.1.19	Kapurisu mga putulung nag̱amaalu, naa w̱a yang dapat ang intindien mi. Sasa may sasa tung yaten, kaministiran ang yang paderepan ta ya ra yang pagparamatien ta tung bitala yang Dios. Yang paluw̱ayen ta, ya ra yang pagturuw̱al-tuw̱alan ta may yang kasilag ta. 
JAS.1.20	Ay kipurki kung masilag̱ita, indiita enged mapagtuman yang magkatama ang gustu ra rin yang Dios ang yay buaten ta. 
JAS.1.21	Purisu maskin unu pang malalawayay, ipamlek ta rang luw̱us. Asta yang maskin unu pang malalainay ang naanaran tang tukaw, lipaten ta ra kang tanan. Pakdulan ta ta lugar yang bitala yang Dios ang nunut da ka ta pagparanek ta tung anyang magpatulduk ang para rumabung da ka enged yang kamatuuran ang ilinuak na tung mga isip ta. Ay ekel tung builu na tung mga isip ta, asanita ra nga libriay na tung pagpakasalak ta.
JAS.1.22	Ug̱aring belag da ilem ang yag pamatiay ta yang bitala na, kung indi, yag tumanay ta. Ay muya kung ya ra ilem agpamatiay ta, asanita ra nga dayaay yang sadiling mga painu-inu ta. 
JAS.1.23	Kipurki kung tinu pay pamati ka ilem tung bitala yang Dios ang pagkatapus indi na ra ka tumanen, yang kaalimbawaan na, maning pa tung sasang taung panalamin ang ya rag dawalay na yang sadiling ityura na. 
JAS.1.24	Maskin naita na ra, imbis ayusun na, diritsyu ra ilem ang magpanaw ay lipat dang pisan tung isip na kung unu pa rin ay dapat ang ayusun na. 
JAS.1.25	Yang bitala yang Dios durug kabuilung mangimaklu tung mga isip ta. Yadwa pa, asanita ka nga luas tung pagpakirepen ta tung pagpakasalak ta ug̱ud maeyanganita ra ka ta ipagtuman ta yang kumpurming ipatuman na tung yaten. Purisu kung tinu pay pagpasadsad da ta mupia tung bitala na ang pagkatapus ya ra kay padanayan na ang belag̱an ya ra ka ilem agpamatiay na ang pagkatapus diritsyu ra ilem ang malipatan na, kung indi, antimanung tumanen na ra yang nag̱ipatuman yang Dios tung anya, asan da ta taung papagkasadyaen da ta mupia yang Dios tung pagturumanen na.
JAS.1.26	Kapurisu kung papagbilug̱unu ra yang nag̱ipag̱aningung atia, ya ra taa. Kung tinu pay paglaum ang tanya pag̱intindi ta ustu tung Dios ang pagkatapus indi na rag suspindien yang nganga na, asan da nga dayaay yang sadiling isip na. Anda enged ang pisan ay kuinta na yang pag̱aningen nang pag̱irintindien nang atia tung Dios. 
JAS.1.27	Kung indi, yang ustung pag̱irintindien tung Dios ang magkatama tung pagterelengen na ang ita magpadag̱en-dag̱en tung mga ilu may tung mga balung mga baw̱ay tung mga kaliwag̱an nira. Yadwa pa ang ita mangaman ta mupia tung mga sadili ta ang indiita masaliran yang sistimang pangkaliw̱utan.
JAS.2.1	Mga putulu, yang pagtaralig̱en tang naa tung ni Ginuu tang Jesu-Cristo, indi ta ra enged palaktan ta pagpiriliken ta tung mga masigkatau ta sigun tung pagkabetang nira. Kipurki yang kadengeg̱an ni Ginuu tang naang nag̱apanalig̱an ta asan da nga bilug̱ay ta tung pagparanek na yang pagkabetang nang nagpakiunung tung mga taung aranek ta pagkabetang. 
JAS.2.2	Ay ipabetangu may sasang taung magpasakep tung saragpun ming mga tumatalig ang may titing nang bulawan ang yag susuksuk tung tulduk na ig durung pisan agkatinlu yang aw̱el ang pag̱asuut na ang pagkatapus may sasang maliliwag̱en ang magpasakep ka ang yang aw̱el na ketket da ta buling. 
JAS.2.3	Pagkatapus ya ray sapten mi ta mupia yang sam bilug ang durug tinlu yang bisti na ang ya ra ag̱aningay ming “Tani, tania kumarung tung parada” ang pagkatapus yang maliliwag̱en ya ra ag̱aningay ming “Asana ra ilem kemdeng tung binit u kung gustu mu, tania ra ilem ngarung tung daktal.” 
JAS.2.4	Ta, indi, asanamu rag pamilik tung mga masigkatau mi? Belag bang maling pisan yang pitik ang pag̱agamit mi tung pagpabetang mi tung mga tau?
JAS.2.5	Mga putulung nag̱amaalu, isipen mi ta maayen. Belag ba ang yang mga maliliwag̱en tung kaliw̱utan ang naa ya enged ay pinagpilik yang Dios ang mag̱ing manggaren tung pagtaralig̱en nira tung anya? Belag bang tanira kay pampaintraen na tung paggaraemen na tung kaliw̱utan ang baklu ang yay pinangakuan na tung kumpurming pagmaal tung anya? 
JAS.2.6	Pagkatapus yang numyung atia, yang mga maliliwag̱en ya rag lipi-lipiay ming pakaeyakay! Belag ba ang yang mga manggaranen yay pagpandeeg-deeg tung numyu kung kaisan? Belag bang kaisan tanira ka mismu ay paglag̱unut tung numyu duun tung katalungaan yang mga usgadu ang para idimandaamu ra nira? 
JAS.2.7	Belag bang tanira ka mismu, ang kung sambiten da nganing yang aran ni Ginuu tang Jesus, ya rag duminaray nira yang kadengeg̱an na? Ang pagkatapus ya ra kay aran ang durug kamaal tung numyu ig ya kay sinambit mi atiing pagpailala mi ang nagpagaemamu ra tung anya!
JAS.2.8	Muya manuw̱alamu ra ilem ang yang pagsarapeten ming atia tung mga manggaranen, ya kay pagturumanen mi yang sasang katuw̱ulan ang dapat usuyun yang kumpurming pagpamangulu tung Dios ang katulad ka tung napabtang tung kasulatan ang dapatita unu maggegma tung mga masigkatau ta ang pariu ka unu tung paggegma ta tung sadili ta. Atia, kung mapruibaan mi ang talagang ya ka man ay nag̱ipagsapet mi tung nira, maayen ka rin. 
JAS.2.9	Piru maning da tiang nag̱ipaita ming pamilikamu tung mga masigkatau mi, belag yamug pagtuman yang katuw̱ulan ang atia, yamug pagpakasalak. Asanamu ra nga patemengay ang yamu talagang malinampasenamu ka man tung mga katuw̱ulan yang Dios. 
JAS.2.10	Kipurki bilug yang mga katuw̱ulan na. Kung tinu pay magtuman yang kadaklan ang mga katuw̱ulan na ang pagkatapus may sam bilug ang nalampasan na, tung pagterelengen yang Dios katimbang nang pinaglampasan na rang luw̱us. 
JAS.2.11	Ay kipurki yang Dios ang yay nagkalalangan ang indiita unu maglimbung tung kasawa ta, ya kay nagkalalangan ang indiita unu mangimatay tung masigkatau ta. Taa numanyan ipabetangu, maskin indiita naglimbung tung kasawa ta piru napangimatayita ra ta tau, ig disir ita sasang malinampasen da tung mga katuw̱ulan yang Dios.
JAS.2.12	Kapurisu maskin unu pay ianing ta, maskin unu pay buaten ta, eklan ta tung matinlung pasais ang katulad ka tung mga taung nag̱aintindi ang tung uri tanira insapuan da ka enged yang Dios natetenged tung tanan ang mga pag̱urubraen nira taa tung kaliw̱utan. Kipurki yang pitik ang usuyun nang manginsapu, ya ra yang kamtangan yang Matinlung Balita ang yay maning pa tung baklung katuw̱ulan ang kung tumanen ta, asanita ra nga luas tung pagpakirepen ta tung pagpakasalak ta kag asanita ra ka ngaeyangay ta ipagtuman ta yang nag̱auyunan yang Dios
JAS.2.13	Ag̱aningenamu ra yeen ta maning tia ay natetenged kung kaw̱utun da nganing yang uras ang ipagpatuw̱al yang Dios tung yaten, indi na ra ildawan yang kumpurming indi naildaw tung mga masigkatau na. Kung ildawan ta ra nganing yang duma, ya ray sasang ikasadya yang mga isip ta kipurki ya ray pruibang masanag ang ita matuud ang inildawanita ra ka man yang Dios ang tinapnay.
JAS.2.14	Mga putulu, unu pay pulut na kung may sasang taung pag̱aning ang tanya unu pagtalig ka tung ni Ginuung Jesus ang pagkatapus anday pruibang maita tung mga ubra-ubra na? Kung maning ka ilem tia yang kantidad yang pagtaralig̱en na, maimu w̱asung asan da natapnay yang Dios? 
JAS.2.15	Ipabetangu, may putul mi tung ni Ginuu tang sasang lalii ubin sasang baw̱ay ang durug kaalang-alang yang pag̱araw̱elen na ig pangaliwag da ta duru tung pamangan na tung kaldaw-kaldaw. 
JAS.2.16	Pagkatapus may sam bilug asan tung numyung mag̱aning tung anya, “Putulu, yawa ra ag̱aliman ang pagpanaw. Taw̱angana ra yang Ampuan tang pakdulan ta masuut mung aw̱el may mapangan mu.” Ang pagkatapus indi mi ka ilem pakdulan yang mga kaministiran na. Unu pa pay kuinta na tiang inaning ming atia tung anya? Sungaw ra ka ilem ay indi mi nag̱apanuntan ta pag̱urubraen. 
JAS.2.17	Maning kang pisan tia yang pagtaralig̱en yang sasang tau ang pagkatapus indi na ra ka nag̱apanuntan ta pag̱urubraen. Anday duma, yang pagtaralig̱en ang maning tia ya ra yang pag̱aningen ang pagtaralig̱en ang patay.
JAS.2.18	Piru muya may magsulingaag tung yeen ang mag̱aning, “Yang mga tau belag̱an pariu ta sistima. Yang sam bilug may pagtalig na, yang aruman na may pag̱urubraen nang matinlu.” Yang ituw̱alu tung taung pangatadlengan ta maning tia, “Abir ungkuy, ipaita mu ra kanay tung yeen yang pagtaralig̱en mung atiang indi mu nag̱apanuntan ta pag̱urubraen. Ig ta yeen ka, ekel tung pag̱urubraenu, asan da ngaitaay mu yang pagtaralig̱enu tung ni Ginuung Jesus ang talagang matuud. 
JAS.2.19	Pag̱aninga ka, ungkuy, ang yawa panangera ang sam bilug ilem yang Dios. Maayen ka. Piru kung asan ilem tegka yang pagtaralig̱en mu tung pag̱impurmi mu ilem ang atia, anday kuinta na. Ay kipurki anda ka ilem ay nalandawan na tung pananged yang mga dimunyu. Maskin pamananged ka ang sam bilug ilem yang Dios, piru duru kang pagpangerel nira ang maisip nira yang parusang anday katapus-tapusan ang nag̱ielat na tung nira. 
JAS.2.20	Ayw̱a, ungkuy, anda pa ka enged ay naerem tung isip mu? Kaministiran pa ka enged ang papruibaanu ra tung nuyu ang andang pisan ay kuinta na yang pag̱aningen yang sasang tau ang pagtaralig̱en na mintras anday pruibang nag̱aita tung pag̱urubraen na? 
JAS.2.21	Pademdeman ta ra kanay ti Abraham ang kinaampu ta. Belag bang natetenged tung sasang binuat na duun da nga pruibaay ang tanya pagtalig ang matuud tung Dios? Bistung pisan atiing pagtuman na yang sasang itinuw̱ul yang Dios tung anya ang yang ana nang ti Isaac dapat unung iintriga na tung anyang idasag
JAS.2.22	Duun da ngaintindiay ta ang ekel tung pagtaralig̱en nang bug̱us tung Dios, duun da tanya ngaeyangay ta ipagtuman na yang itinuw̱ul nang atii tung anya. Kag yadwa pa, tung pagtuman na duun da ka nag̱elet ang mas pa yang pagtaralig̱en na. 
