GEN.1.1	Nang 
EZK.39.21	At aking pararatingin ang aking kaluwalhatian sa mga bansa; at makikita ng lahat ng bansa ang aking kahatulan na aking inilapat, at ang aking kamay na aking binuhat sa kanila.
EZK.39.22	Sa gayo'y malalaman ng sangbahayan ni Israel na ako ang Panginoon na kanilang Dios, mula sa araw na yaon hanggang sa haharapin.
EZK.39.23	At malalaman ng mga bansa na ang sangbahayan ni Israel ay pumasok sa pagkabihag dahil sa kanilang kasamaan; sapagka't sila'y nagsisalangsang laban sa akin, at ikinubli 
EZK.39.24	Ayon sa kanilang karumihan 
EZK.39.25	Kaya't ganito ang sabi ng Panginoong Dios: 
EZK.39.26	At sila'y 
EZK.39.27	Pagka sila'y aking nadala uli na mula sa mga bayan, at nangapisan na mula sa mga lupain ng kanilang mga kaaway, at ako'y inaaring banal sa kanila sa paningin ng maraming bansa.
EZK.39.28	At kanilang malalaman na ako ang Panginoon nilang Dios, sa pagpapapasok ko sa kanila sa pagkabihag sa gitna ng mga bansa, at sa pagpipisan ko sa kanila sa kanilang sariling lupain; at hindi ako magiiwan sa kanila ng sino pa man doon;
EZK.40.1	Nang ikadalawang pu't limang taon ng aming pagkabihag, nang pasimula ng taon, nang ikasangpung 
EZK.40.2	Sa mga pangitain na mula sa Dios ay dinala niya 
EZK.40.3	At dinala niya ako roon; at, narito, may isang lalake na ang anyo ay 
EZK.40.4	At sinabi ng lalake sa akin, Anak ng tao, tumingin ka ng iyong mga mata, at makinig ka ng iyong mga pakinig, at ilagak mo ang iyong puso sa lahat na aking ipakikita sa iyo; sapagka't sa haka na aking mga maipakikita sa iyo ay dinala ka rito: ipahayag mo ang lahat na iyong nakikita sa sangbahayan ni Israel.
EZK.40.5	At, narito; 
EZK.40.6	Nang magkagayo'y naparoon siya sa pintuang-daan, 
EZK.40.7	At bawa't 
EZK.40.8	Kaniya rin namang sinukat ang portiko sa pintuang-daan sa dakong bahay, isang tambo.
EZK.40.9	Nang magkagayo'y sinukat niya ang portiko sa pintuang-daan, walong siko; at ang mga haligi niyaon, dalawang siko; at ang portiko sa pintuang-daan ay nasa dako ng bahay.
EZK.40.10	At ang mga silid ng bantay ng pintuang-daan sa dakong silanganan ay tatlo sa dakong ito, at tatlo sa dakong yaon; ang tatlo ay iisang sukat: at ang mga haligi ng pintuan ay iisang sukat sa dakong ito, at sa dakong yaon.
EZK.40.11	At kaniyang sinukat ang luwang ng pasukan ng pintuang-daan, sangpung siko; at ang haba ng pintuang-daan, labing tatlong siko;
EZK.40.12	At ang pagitan sa harap ng mga silid ng bantay, isang siko 
EZK.40.13	At kaniyang sinukat ang pintuang-daan mula sa bubungan ng isang silid ng bantayan hanggang sa bubungan ng kabila, may luwang na dalawang pu't limang siko; pintuan sa tapat ng pintuan.
EZK.40.14	Gumawa naman siya ng mga haligi ng pintuan, na anim na pung siko; at ang looban ay hanggang sa haligi, ang pintuang-daan ay sa palibot.
EZK.40.15	At 
EZK.40.16	At may makikipot na 
EZK.40.17	Nang magkagayo'y dinala niya ako 
EZK.40.18	At ang lapag ay nasa tabi ng mga pintuang-daan, ayon sa haba ng mga pintuang-daan, sa makatuwid baga'y ang lalong mababang lapag.
EZK.40.19	Nang magkagayo'y kaniyang sinukat ang luwang mula sa harap ng lalong mababang pintuang-daan hanggang sa harap ng pinakaloob na looban sa may labas, na isang daang siko, sa dakong silanganan at 
EZK.40.20	At ang pintuang-daan ng looban sa labas na nakaharap sa dakong hilagaan, kaniyang sinukat ang haba niyaon at ang luwang niyaon.
EZK.40.21	At ang mga silid ng bantay niyaon ay tatlo sa dakong ito at tatlo sa dakong yaon; at ang mga haligi niyaon at ang mga hubog niyaon ay ayon sa sukat ng unang pintuang-daan: ang haba niyaon ay limang pung siko, at ang luwang ay dalawang pu't limang siko.
EZK.40.22	At ang mga dungawan niyaon, at ang mga hubog niyaon, at ang mga puno ng palma niyaon ay ayon sa sukat ng pintuang-daan na nakaharap sa dakong silanganan; at kanilang sinampa ng pitong baytang; at ang mga hubog niyaon ay nangasa harap nila.
EZK.40.23	At may pintuang-daan sa lalong loob na looban sa tapat ng 
EZK.40.24	At dinala niya ako sa dakong timugan; at, narito, ang isang pintuang-daan sa dakong timugan: at kaniyang sinukat ang mga haligi niyaon, at ang mga hubog niyaon ayon sa mga sukat na ito.
EZK.40.25	At may mga dungawan doon at sa mga hubog niyaon sa palibot, gaya ng mga dungawang yaon: ang haba ay limang pung siko, at ang luwang ay dalawang pu't limang siko.
EZK.40.26	At may pitong baytang na sampahan, at ang mga hubog niyaon ay nangasa harap ng mga yaon; at may mga puno ng palma; sa dakong ito, at isa sa dakong yaon, sa mga haligi niyaon.
EZK.40.27	At may pintuang-daan sa lalong loob na looban sa dakong timugan: at kaniyang sinukat mula sa pintuang-daan hanggang sa pintuang-daan sa dakong timugan na isang daang siko.
EZK.40.28	Nang magkagayo'y dinala niya ako sa lalong loob na 
EZK.40.29	At ang mga silid ng bantay niyaon, at ang mga hubog niyaon, ay ayon sa mga sukat na ito: at may mga dungawan yaon, at 
EZK.40.30	At may mga hubog sa palibot, na dalawang pu't limang siko ang haba, at limang siko ang luwang.
EZK.40.31	At ang mga hubog niyaon ay nangasa dako ng looban sa labas; at mga puno ng palma ang nangasa mga haligi niyaon: at ang sampahan ay may walong baytang.
EZK.40.32	At dinala niya ako sa lalong loob na looban sa dakong silanganan; at sinukat niya ang pintuang-daan ayon sa mga sukat na ito.
EZK.40.33	At ang mga silid ng bantay niyaon, at ang mga haligi niyaon, at ang mga hubog niyaon, ayon sa mga sukat na ito: at may mga dungawan sa loob at sa mga hubog niyaon sa palibot: may limang pung siko ang haba, at dalawang pu't limang siko ang luwang.
EZK.40.34	At ang mga hubog niyaon ay nangasa dako ng looban sa labas; at mga puno ng palma ang nangasa mga haligi niyaon, sa dakong ito, at sa dakong yaon: at ang sampahan ay may walong baytang.
EZK.40.35	At dinala niya ako sa pintuang-daang hilagaan: at sinukat niya ayon sa mga sukat na ito;
EZK.40.36	Ang mga silid ng bantay niyaon, ang mga haligi niyaon, at ang mga hubog niyaon: at may mga dungawan sa loob sa palibot; ang haba ay limang pung siko, at ang luwang ay dalawang pu't limang siko.
EZK.40.37	At ang mga haligi niyaon ay nangasa dako ng looban sa labas; at mga puno ng palma ang nangasa haligi niyaon, sa dakong ito, at sa dakong yaon: at ang sampahan ay may walong baytang.
EZK.40.38	At isang silid na may pintuan ay nasa tabi ng mga haligi sa mga pintuang-daan; 
EZK.40.39	At sa portiko ng pintuang-daan ay may dalawang dulang sa dakong ito, at dalawang dulang sa dakong yaon, upang patayin doon 
EZK.40.40	At sa isang dako sa labas na gaya ng kung sasampa sa pasukan ng pintuang-daan sa dakong hilagaan ay may dalawang dulang; at sa kabilang dako, na ukol sa portiko ng pintuang-daan, ay may dalawang dulang.
EZK.40.41	Apat na dulang sa dakong ito, at apat na dulang sa dakong yaon sa tabi ng pintuang-daan; walong dulang ang kanilang pinagpatayan 
EZK.40.42	At may apat na dulang 
EZK.40.43	At ang mga pangipit na may isang lapad ng kamay ang haba, ay natitibayan sa loob sa palibot; at nasa ibabaw ng mga dulang ang laman na alay.
EZK.40.44	At sa labas ng lalong loob na pintuang-daan 
EZK.40.45	At kaniyang sinabi sa akin, Ang silid na ito na nakaharap sa dakong timugan, ay sa mga saserdote, 
EZK.40.46	At ang silid na nakaharap sa dakong hilagaan ay sa mga saserdote, 
EZK.40.47	At sinukat niya ang looban na isang daang siko ang haba, at isang daang siko ang luwang, parisukat; at ang dambana ay nasa harap ng bahay.
EZK.40.48	Nang magkagayo'y dinala niya ako sa portiko ng bahay, at sinukat niya ang bawa't haligi ng portiko na limang siko sa dakong ito, at limang siko sa dakong yaon: at ang luwang ng pintuang-daan ay tatlong siko sa dakong ito, at tatlong siko sa dakong yaon.
EZK.40.49	Ang haba ng portiko ay 
EZK.41.1	At dinala niya ako sa templo at sinukat ang mga haligi, na anim na siko ang luwang sa isang dako, at anim na siko ang luwang sa kabilang dako, na siyang luwang ng tabernakulo.
EZK.41.2	At ang luwang ng pasukan ay sangpung siko; at ang mga tagiliran ng pasukan ay limang siko sa isang dako, at limang siko sa kabilang dako: at sinukat niya ang haba 
EZK.41.3	Nang magkagayo'y pumasok siya sa loob, at sinukat ang bawa't haligi sa pasukan, na dalawang siko; at ang pasukan ay anim na siko; at ang luwang ng pasukan, pitong siko.
EZK.41.4	At sinukat niya ang haba niyaon, dalawang pung siko, at ang luwang, dalawang pung siko, sa harap ng templo: at sinabi niya sa akin, Ito 
EZK.41.5	Nang magkagayo'y sinukat niya ang pader ng bahay, anim na siko; at ang luwang ng 
EZK.41.6	At ang mga tagilirang silid ay tatlong grado, 
EZK.41.7	At ang mga tagilirang silid 
EZK.41.8	Aking nakita naman na ang bahay ay may nakatayong tungtungan sa palibot: ang mga patibayan ng mga tagilirang silid ay 
EZK.41.9	Ang kapal ng pader, na nasa mga tagilirang silid, sa dakong labas, ay limang siko: at ang naiwan ay dako ng mga tagilirang silid na ukol sa bahay.
EZK.41.10	At ang pagitan ng mga silid ay may luwang na 
EZK.41.11	At ang mga pintuan ng mga tagilirang silid ay sa dakong naiwan, isang pintuan sa dakong hilagaan, at isang pintuan sa dakong timugan: at ang luwang ng dakong naiwan ay limang siko sa palibot.
EZK.41.12	At ang bahay na nasa harapan ng bukod na dako sa tagilirang dakong kalunuran ay pitong pung siko ang luwang; at ang pader ng bahay ay limang siko ang kapal sa palibot, at ang haba niyaon ay siyam na pung siko.
EZK.41.13	Sa gayo'y sinukat niya ang bahay, na isang daang siko ang haba; at ang bukod na dako, at ang bahay, sangpu ng pader niyaon, isang daang siko 
EZK.41.14	Ang luwang naman ng harapan ng bahay, at ng bukod na dako sa dakong silanganan, isang daang siko.
EZK.41.15	At sinukat niya ang haba ng bahay sa harap ng bukod na dako na nasa likuran niyaon, at ang mga galeria niyaon sa isang dako, at sa kabilang dako, isang daang siko; at ang lalong loob na templo at ang mga portiko ng looban;
EZK.41.16	Ang mga pasukan, at ang mga nasasarang dungawan, at ang mga galeria sa palibot sa tatlong grado, sa tapat ng pasukan, nakikisamihan ng tabla sa palibot, at 
EZK.41.17	Sa 
EZK.41.18	At ang pader ay niyaring 
EZK.41.19	Na anopa't may mukha ng isang tao sa dako ng puno ng palma sa isang dako, at mukha ng batang leon sa dako ng puno ng palma sa kabilang dako. Ganito ang pagkayari sa buong bahay sa palibot:
EZK.41.20	Mula sa lapag hanggang sa itaas ng pintuan ay may mga kerubin at mga puno ng palma na yari; ganito ang pader ng templo.
EZK.41.21	Tungkol sa templo, ang mga haligi ng pintuan ay parisukat; at tungkol sa harapan ng santuario, ang anyo niyao'y gaya ng anyo 
EZK.41.23	At ang templo, at ang santuario ay 
EZK.41.24	At ang mga pintuan ay may tigdadalawang pinto, 
EZK.41.25	At mga niyari sa mga yaon, sa mga pintuan ng templo, mga kerubin at mga puno ng palma, gaya ng niyari sa mga pader; at may 
EZK.41.26	At may nangasasarang dungawan at mga puno ng palma sa isang dako at sa kabilang dako, sa mga tagiliran ng portiko: ganito ang mga tagilirang silid ng bahay, at ang mga pasukan.
EZK.42.1	Nang magkagayo'y dinala niya ako sa 
EZK.42.2	Sa harapan ng isang daang siko ang haba, ay nandoon ang pintuang hilagaan, at ang luwang ay limang pung siko.
EZK.42.3	Sa tapat ng dalawang 
EZK.42.4	At sa harap ng mga silid ay may isang lakaran na sangpung siko ang luwang sa loob, isang daanang may isang siko; at ang mga pintuan ay sa dakong hilagaan.
EZK.42.5	Ang lalong mataas ngang silid ay siyang lalong maikli; sapagka't ang mga galeria ay kumukuha sa mga ito, ng higit kay sa lalong mababa at sa pinaka gitna sa bahay.
EZK.42.6	Sapagka't tatlong grado, at walang mga haligi na gaya ng mga haligi ng mga looban: kaya't 
EZK.42.7	At ang pader na nasa labas sa tabi ng mga silid, sa dako ng looban sa labas 
EZK.42.8	Sapagka't ang haba ng mga silid na nasa looban sa labas ay limang pung siko: at, narito, ang harapan ng templo ay may isang daang siko.
EZK.42.9	At nasa ilalim ng mga silid na ito ang pasukan sa dakong silanganan, sa pagpasok na mula sa looban sa labas.
EZK.42.10	Sa kakapalan ng pader ng looban sa dakong silanganan, sa harap ng bukod na dako, at sa harap ng bahay, may mga silid.
EZK.42.11	At ang daan sa harap ng mga yaon ay gaya ng anyo 
EZK.42.12	At ayon sa mga pintuan ng mga silid na nangasa dakong timugan ay may isang pintuan 
EZK.42.13	Nang magkagayo'y sinabi niya sa akin, Ang silid na hilagaan at ang silid na timugan na nasa harap ng bukod na dako, mga itinalagang silid, na 
EZK.42.14	Pagka ang mga saserdote ay 
EZK.42.15	Nang matapos nga niyang masukat ang lalong loob ng bahay, inilabas niya ako sa daan ng 
EZK.42.16	Sinukat niya sa dakong silanganan ng panukat 
EZK.42.17	Sinukat niya sa dakong hilagaan, na limang daang tambo ng panukat na tambo sa palibot.
EZK.42.18	Sinukat niya sa dakong timugan, na limang daang tambo ng panukat na tambo.
EZK.42.19	Siya'y pumihit sa dakong kalunuran, at sinukat ng limang daang tambo ng panukat na tambo.
EZK.42.20	Sinukat niya sa apat na sulok: may pader sa palibot, ang haba'y limang daan, at ang luwang ay limang daan, upang igawa ng pagkakahiwalay ang banal at ang karaniwan.
EZK.43.1	Pagkatapos ay dinala niya ako sa pintuang-daan, sa makatuwid baga'y sa pintuang-daan 
EZK.43.2	At, narito, ang 
EZK.43.3	At ayon sa anyo ng pangitain na aking nakita, ayon sa pangitain na nakita ko nang ako'y pumaroon upang gibain ang bayan; at ang mga pangitain ay gaya ng pangitain na aking nakita 
EZK.43.4	At ang kaluwalhatian ng Panginoon ay pumasok sa bahay sa daan ng pintuang-daan na nakaharap sa dakong silanganan.
EZK.43.5	At 
EZK.43.6	At aking narinig ang isang nagsasalita sa akin mula sa bahay; at 
EZK.43.7	At sinabi niya sa akin, Anak ng tao, 
EZK.43.8	Sa kanilang paglalagay ng 
EZK.43.9	Iwan nga nila ang kanilang pagpapatutot, at ilayo sa akin ang mga bangkay ng kanilang mga hari, at ako'y tatahan sa gitna nila magpakailan man.
EZK.43.10	Ikaw, anak ng tao, 
EZK.43.11	At kung sila'y mangapahiya sa lahat nilang ginawa, ipakilala mo sa kanila ang anyo ng bahay, at ang pagka-anyo niyaon, at ang mga labasan niyaon, at ang mga pasukan niyaon, at lahat ng anyo niyaon, at ang lahat ng mga alituntunin niyaon, at lahat ng anyo niyaon, at lahat ng kautusan niyaon; at iyong isulat yaon sa kanilang paningin; upang kanilang maingatan ang buong anyo niyaon, at ang lahat ng mga alituntunin niyaon, at kanilang isagawa.
EZK.43.12	Ito ang kautusan tungkol sa bahay; 
EZK.43.13	At ito ang mga sukat ng 
EZK.43.14	At mula sa patungan sa lupa sa lalong mababang 
EZK.43.15	At ang lalong mataas na dambana ay magiging apat na siko; at mula sa apuyan ng dambana hanggang sa dakong itaas ay magkakaroon ng apat na sungay.
EZK.43.16	At ang apuyan ng dambana ay magkakaroon ng labing dalawang 
EZK.43.17	At ang patungan niyaon ay magkakaroon ng labing apat 
EZK.43.18	At sinabi niya sa akin, Anak ng tao, ganito ang sabi ng Panginoong Dios: Ito ang mga alituntunin tungkol sa dambana sa kaarawan na kanilang gagawin, upang paghandugan sa ibabaw ng mga handog na susunugin, at upang 
EZK.43.19	Iyong ibibigay sa 
EZK.43.20	At kukuha ka ng dugo niyaon, at ilalagay mo sa apat na sungay niyaon, at sa apat na sulok ng patungan, at sa laylayan sa palibot: ganito mo lilinisin yaon at tutubusin ito.
EZK.43.21	Iyo rin namang kukunin ang guyang toro na handog dahil sa kasalanan, at 
EZK.43.22	At sa ikalawang araw ay maghahandog ka ng kambing na lalake na walang kapintasan na pinakahandog dahil sa kasalanan; at kanilang lilinisin ang dambana gaya ng kanilang pagkalilis sa pamamagitan ng guyang toro.
EZK.43.23	Pagka ikaw ay nakatapos ng paglilinis, maghahandog ka ng isang guyang toro na walang kapintasan, at isang lalaking tupa na mula sa kawan na walang kapintasan.
EZK.43.24	At iyong ilalapit ang mga yaon sa harap ng Panginoon, at 
EZK.43.25	Pitong araw na maghahanda ka sa bawa't araw ng 
EZK.43.26	Pitong araw na kanilang tutubusin ang dambana at lilinisin; gayon nila itatalaga.
EZK.43.27	At pagka kanilang naganap ang mga kaarawan, mangyayari na 
EZK.44.1	Nang magkagayo'y ibinalik niya ako 
EZK.44.2	At sinabi ng Panginoon sa akin, Ang pintuang-daang ito ay sasarhan, hindi bubuksan, o papasukan man ng sinoman, 
EZK.44.3	Tungkol sa prinsipe, siya'y mauupo roon na pinaka prinsipe upang 
EZK.44.4	Nang magkagayo'y dinala niya ako sa daan ng 
EZK.44.5	At ang Panginoon ay nagsabi sa akin, Anak ng tao, tandaan mong mabuti, at masdan mo ng iyong mga mata, at pakinggan mo ng iyong mga pakinig ang lahat na aking sinasabi sa iyo tungkol sa lahat ng alituntunin hinggil sa bahay ng Panginoon, at tungkol sa 
EZK.44.6	At iyong sasabihin sa 
EZK.44.7	Sa inyong 
EZK.44.8	At hindi ninyo iningatan ang katungkulan sa aking mga banal na bagay; kundi kayo'y 
EZK.44.9	Ganito ang sabi ng Panginoong Dios, Walang taga ibang lupa, na hindi tuli sa puso at hindi tuli sa laman na papasok sa aking santuario, 
EZK.44.10	Nguni't ang mga Levita 
EZK.44.11	Gayon ma'y magiging tagapangasiwa sila sa aking santuario, na sila ang mamamahala sa mga pintuang-daan ng bahay, at 
EZK.44.12	Sapagka't kanilang pinangasiwaan sila sa harap ng kanilang mga diosdiosan, at naging ikatitisod sila sa ikasasama ng sangbahayan ni Israel; kaya't itinaas ko ang aking kamay laban sa kanila, sabi ng Panginoong Dios, at dadanasin nila ang kanilang kasamaan.
EZK.44.13	At hindi sila magsisilapit 
EZK.44.14	Gayon ma'y gagawin ko silang tagapangasiwa sa bahay, para sa buong paglilingkod doon, at sa lahat na gagawin doon.
EZK.44.15	Nguni't 
EZK.44.16	Sila'y magsisipasok sa aking santuario, at sila'y magsisilapit sa aking 
EZK.44.17	At mangyayari, na pagka sila'y magsisipasok sa mga pintuang-daan ng lalong loob na looban, 
EZK.44.18	Sila'y 
EZK.44.19	At pagka kanilang lalabasin ang mga tao sa looban sa labas, 
EZK.44.21	Ni 
EZK.44.22	Ni mangagaasawa man sa 
EZK.44.23	At 
EZK.44.24	At 
EZK.44.25	At hindi sila magsisilapit 
EZK.44.26	At 
EZK.44.27	At sa kaarawan na siya'y pumasok sa santuario, sa lalong loob na looban upang mangasiwa sa santuario, siya'y maghahandog ng kaniyang handog dahil sa kasalanan, sabi ng Panginoong Dios.
EZK.44.28	At sila'y mangagkakaroon ng mana; 
EZK.44.29	Sila'y magsisikain 
EZK.44.30	At ang 
EZK.44.31	Ang mga saserdote ay hindi kakain ng anomang bagay na namamatay sa kaniyang sarili, 
EZK.45.1	Bukod dito'y pagka inyong 
EZK.45.2	Dito'y magkakaroon ukol sa dakong banal ng limang daan 
EZK.45.3	At sa sukat na ito iyong susukatin, na ang haba ay dalawang pu't limang libo, at ang luwang ay sangpung libo: 
EZK.45.4	Siyang banal na bahagi ng lupain; 
EZK.45.5	At dalawang pu't limang libo ang haba, at sangpung libo ang luwang ay magiging sa mga Levita, na mga tagapangasiwa ng bahay, na pinaka pagaari sa kanilang sarili, na dalawang pung silid.
EZK.45.6	At inyong itatakda ang pagaari ng bayan na limang libo ang luwang, at dalawang pu't limang libo ang haba, sa tabi ng alay na banal na bahagi: magiging 
EZK.45.8	Sa lupaing ito'y magiging kaniya na pinakaari sa Israel: at hindi na pipighatiin pa ng 
EZK.45.9	Ganito ang sabi ng Panginoong Dios: Magkasiya ito sa inyo, Oh mga prinsipe ng Israel: iwan ninyo ang pangdadahas at pagsamsam, at magsagawa kayo ng kahatulan at ng kaganapan; alisin ninyo ang inyong atang sa aking bayan, sabi ng Panginoong Dios.
EZK.45.10	Kayo'y magkakaroon ng mga ganap na 
EZK.45.11	Ang efa at ang bath ay magiging iisang takalan, upang ang bath ay maglaman ng ikasangpung bahagi ng isang 
EZK.45.12	At 
EZK.45.13	Ito ang 
EZK.45.14	At ang takdang bahagi ng langis, ng bath ng langis, ang ikasangpung bahagi ng bath mula sa 
EZK.45.15	At isang batang tupa sa kawan, mula sa dalawang daan, na mula sa matabang pastulan ng Israel;—na pinakahandog na harina, at pinakahandog na susunugin, at pinakahandog tungkol sa kapayapaan, upang ipangtubos sa kanila, sabi ng Panginoong Dios.
EZK.45.16	Buong bayan ng lupain ay magbibigay ng alay na ito sa prinsipe sa Israel.
EZK.45.17	At magiging tungkulin 
EZK.45.18	Ganito ang sabi ng Panginoong Dios: Sa 
EZK.45.19	At ang saserdote ay kukuha ng dugo ng handog dahil sa kasalanan, at ilalagay sa mga haligi ng pintuan ng bahay, at sa apat na sulok ng patungang dambana, at sa mga haligi ng pintuang-daan ng lalong loob na looban.
EZK.45.20	At gayon ang iyong gagawin sa ikapitong 
EZK.45.22	At sa araw na yaon ay maghahanda ang prinsipe para sa kaniya at sa buong bayan ng lupain ng isang guyang toro na pinakahandog dahil sa kasalanan.
EZK.45.23	At sa pitong araw ng kapistahan ay ipaghahanda niya ng handog na susunugin ang Panginoon, pitong toro at pitong tupa na walang kapintasan sa araw-araw na pitong araw; 
EZK.45.24	At siya'y maghahanda ng handog na harina, ng isang efa sa isang toro, at ng isang efa sa isang lalaking tupa, at isang 
EZK.46.1	Ganito ang sabi ng Panginoong Dios, 
EZK.46.2	At ang prinsipe ay papasok sa daan ng portiko ng pintuang-daan sa labas; at tatayo sa 
EZK.46.4	At ang handog na susunugin na ihahandog ng prinsipe sa Panginoon 
EZK.46.5	At ang handog na harina ay 
EZK.46.6	At sa kaarawan ng bagong buwan ay isang guyang toro na walang kapintasan, at anim na batang tupa at isang lalaking tupa; mga walang kapintasan:
EZK.46.7	At siya'y maghahanda ng handog na harina, isang efa sa toro, at isang efa sa lalaking tupa, at sa mga batang tupa ay ayon sa kaniyang kaya, at isang hin na langis sa isang efa.
EZK.46.8	At pagka ang prinsipe ay papasok, siya'y papasok sa daan ng portiko ng pintuang-daan, at sa daan ding yaon siya lalabas.
EZK.46.9	Nguni't pagka ang bayan ng lupain ay 
EZK.46.10	At ang prinsipe, pagka sila'y magsisipasok, ay magsisipasok sa gitna ng mga yaon; at pagka sila'y magsisilabas ay magsisilabas 
EZK.46.11	At sa mga kapistahan at sa mga kadakilaan ay ang handog na harina ay magiging isang efa sa isang toro, at isang efa sa lalaking tupa, at sa mga batang tupa ay ang kayang ibigay niya, at isang hin ng langis sa isang efa.
EZK.46.12	At pagka ang prinsipe ay maghahanda ng 
EZK.46.13	At 
EZK.46.14	At iyong ihahandang handog na harina na kasama niyaon tuwing umaga, ang ikaanim na bahagi ng isang efa, at ang ikatlong bahagi ng isang hin ng langis, upang basain ang mainam na harina; isang handog na harina na lagi sa Panginoon: na pinakalaging alituntunin.
EZK.46.15	Ganito nila ihahanda ang batang tupa at ang handog na harina, at ang langis, tuwing umaga, na pinakahandog na susunuging lagi.
EZK.46.16	Ganito ang sabi ng Panginoong Dios: Kung ang prinsipe ay magbigay ng kaloob sa kanino man sa kaniyang mga anak, ay magiging kaniyang mana, mauukol sa kaniyang mga anak; siyang kanilang pagaari na pinakamana.
EZK.46.17	Nguni't kung ibigay niya 
EZK.46.18	Bukod dito'y 
EZK.46.19	Nang magkagayo'y dinala niya ako sa pasukan, na nasa tabi ng pintuang-daan, sa loob 
EZK.46.20	At sinabi niya sa akin, Ito ang dako na pagpapakuluan ng mga saserdote 
EZK.46.21	Nang magkagayo'y inilabas niya ako sa labas ng looban 
EZK.46.22	Sa apat na sulok ng looban ay may mga looban na nababakod, apat na pung 
EZK.46.23	At may isang 
EZK.46.24	Nang magkagayo'y sinabi niya sa akin, Ito ang mga dako na pakuluan na pagpapakuluan ng mga tagapangasiwa sa bahay ng hain ng bayan.
EZK.47.1	At ibinalik niya ako sa 
EZK.47.2	Nang magkagayo'y inilabas niya ako sa daan 
EZK.47.3	Nang ang lalake ay lumabas sa dakong silanganan na may 
EZK.47.4	Muling sumukat siya ng isang libo, at pinaraan niya ako sa 
EZK.47.5	Pagkatapos ay sumukat siya ng isang libo; 
EZK.47.6	At sinabi niya sa akin, Anak ng tao, nakita mo baga 
EZK.47.7	Nang ako nga'y makabalik, narito, sa pangpang ng ilog, ay may totoong maraming puno ng kahoy sa magkabilang dako.
EZK.47.8	Nang magkagayo'y sinabi niya sa akin, Ang tubig na ito ay lumalabas sa dakong silanganang lupain, at bababa sa Araba; at huhugos sa 
EZK.47.9	At mangyayari, na bawa't likhang may buhay na dumadami, saan mang dako umaagos ang tubig, ay mabubuhay; at magkakaroon ng totoong napakaraming isda; sapagka't ang tubig na ito ay dumarating diyan at 
EZK.47.10	At mangyayari, na ang mga mangingisda ay magsisitayo sa tabi niyaon: mula sa 
EZK.47.11	Nguni't ang kaniyang mga dakong maburak, at ang mga lumbak niyaon, ay hindi mapapagaling; magiging asinan nga.
EZK.47.12	At sa pangpang ng ilog sa tabi niyaon, sa dakong ito at sa dakong yaon, tutubo ang sarisaring punong kahoy na pinakapagkain, 
EZK.47.13	Ganito ang sabi ng Panginoong Dios: Ito ang magiging hangganan, na inyong pagbabahagihan ng lupain na pinakamana ayon sa labing dalawang lipi ng Israel: 
EZK.47.14	At inyong mamanahin, ng isa na gaya ng iba; sapagka't aking isinumpa na ibigay ito sa inyong mga magulang: at ang lupaing ito ay mahuhulog sa inyo na pinakamana.
EZK.47.15	At ito ang magiging hangganan ng lupain: Sa dakong hilagaan, 
EZK.47.16	Hamath, Berotha, Sibrahim, na nasa pagitan ng hangganan ng Damasco at ng hangganan ng Hamath; Haser-hatticon na nasa tabi ng hangganan ng Hauran.
EZK.47.17	At ang hangganang mula sa dagat ay magiging ang Hazar-enon sa hangganan ng Damasco, at nasa hilagaan na dakong hilagaan ang hangganan ng Hamath. Ito ang dakong hilagaan.
EZK.47.18	At ang dakong silanganan, ang pagitan ng Hauran at ng Damasco at ng Galaad, at ang lupain ng Israel, ay siyang magiging Jordan; mula sa 
EZK.47.19	At ang timugang dako na gawing timugan ay magiging mula sa Tamar hanggang sa 
EZK.47.20	At ang dakong kalunuran ay magiging ang malaking dagat, mula sa hangganang 
EZK.47.21	Gayon ninyo hahatiin ang lupaing ito sa inyo ayon sa mga lipi ng Israel.
EZK.47.22	At mangyayari na inyong 
EZK.47.23	At mangyayari, na kung saang lipi nakipamayan ang taga ibang lupa, doon ninyo bibigyan siya ng mana, sabi ng Panginoong Dios.
EZK.48.1	Ang mga ito nga ang mga pangalan ng 
EZK.48.2	At sa tabi ng hangganan ng Dan, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Aser, isang 
EZK.48.3	At sa tabi ng hangganan ng Aser, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Nephtali, isang 
EZK.48.4	At sa tabi ng hangganan ng Nephtali, mula sa dakong silanganan hanggang sa dakong kalunuran, 
EZK.48.5	At sa tabi ng hangganan ng Manases, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Ephraim, isang 
EZK.48.6	At sa tabi ng hangganan ng Ephraim, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Ruben, isang 
EZK.48.7	At sa tabi ng hangganan ng Ruben, mula sa dakong silanganan hanggang sa dakong kalunuran, ang Juda, 
EZK.48.8	At sa tabi ng hangganan ng Juda, mula sa dakong silanganan hanggang sa dakong kalunuran, 
EZK.48.9	Ang alay na inyong ihahandog sa Panginoon ay magiging dalawang pu't limang libong 
EZK.48.10	At magiging sa mga ito, sa makatuwid baga'y sa mga saserdote, ang banal na alay; sa dakong hilagaan ay dalawang pu't limang libo 
EZK.48.11	Ito'y 
