MAT.1.1	Oto rodowód Jezusa Chrystusa, pochodzącego z rodu króla Dawida, potomka Abrahama: 
GAL.3.19	Jaki był zatem sens nadania Prawa Mojżesza? Zostało ono ustanowione z powodu ludzkich przestępstw i miało funkcjonować do czasu nadejścia Potomka Abrahama, który otrzymał obietnicę. Aniołowie przekazali Prawo Mojżeszowi, jako mediatorowi między Bogiem a ludźmi. 
GAL.3.20	Tam jednak, gdzie istnieje tylko jedna strona, nie potrzeba mediatora. A tak właśnie jest w przypadku Boga, który składa obietnicę.
GAL.3.21	Czy to znaczy, że Prawo Mojżesza jest sprzeczne z obietnicą Boga? Skądże! Gdyby ustanowił On Prawo dające ludziom życie, to rzeczywiście dzięki jego przestrzeganiu można byłoby uzyskać uniewinnienie. 
GAL.3.22	Pismo mówi jednak, że wszyscy ludzie znajdują się w niewoli grzechu, a Boża obietnica dotyczy tylko tych, którzy uwierzyli Jezusowi Chrystusowi.
GAL.3.23	Do momentu przyjścia Chrystusa i nadejścia czasu wiary w Niego byliśmy pilnowani przez Prawo Mojżesza i podlegaliśmy mu. 
GAL.3.24	Prawo to było naszym wychowawcą, prowadzącym nas do Chrystusa, abyśmy uwierzyli Mu i zostali w ten sposób uniewinnieni z grzechów. 
GAL.3.25	Teraz, gdy nastał czas wiary, nie jesteśmy już pod opieką wychowawcy! 
GAL.3.26	Uwierzyliście bowiem Chrystusowi i wszyscy staliście się dziećmi Boga! 
GAL.3.27	Zostaliście zanurzeni w Chrystusa i jest On tak blisko was, jak ubranie, które macie na sobie. 
GAL.3.28	Nie ma już więc różnicy między Żydem a poganinem, niewolnikiem a człowiekiem wolnym, mężczyzną a kobietą—zjednoczeni w Chrystusie Jezusie wszyscy stanowicie jedność. 
GAL.3.29	A skoro należycie do Niego, jesteście potomkami Abrahama i zgodnie z obietnicą otrzymujecie dar od Boga.
GAL.4.1	Dopóki spadkobierca jest nieletni, prawie nie różni się od sługi, chociaż jest właścicielem wszystkiego. 
GAL.4.2	Podlega bowiem swoim opiekunom i wychowawcom—aż minie czas wyznaczony przez ojca. 
GAL.4.3	Podobnie było z nami. Byliśmy jak dzieci, poddane prawom tego świata. 
GAL.4.4	Ale gdy nadszedł wyznaczony czas, Bóg posłał swojego Syna, urodzonego przez kobietę i podlegającego Prawu Mojżesza. 
GAL.4.5	Posłał Go, aby wykupił tych, którzy żyli w niewoli Prawa. Dzięki temu zostaliśmy adoptowani przez Boga i staliśmy się Jego dziećmi. 
GAL.4.6	A ponieważ jesteśmy Jego dziećmi, Bóg posłał do naszych serc Ducha swojego Syna, dzięki któremu możemy zwracać się do Boga: „Abba, Tato!”. 
GAL.4.7	Odtąd nie jesteś już niewolnikiem, ale wolnym dzieckiem Boga—a tym samym Jego spadkobiercą.
GAL.4.8	Zanim poznaliście Boga, byliście niewolnikami nieprawdziwych bożków. 
GAL.4.9	A teraz, gdy już Go poznaliście—choć właściwie to On poznał was—jak możecie wracać do rzeczy, które nie mają mocy ani wartości? Znowu chcecie stać się ich niewolnikami? 
GAL.4.10	Przestrzegacie świętych dni, miesięcy, specjalnych okresów i lat. 
GAL.4.11	Martwię się o was! Czy cała moja mozolna praca nad wami poszła na marne?
GAL.4.12	Przyjaciele, błagam was, bierzcie ze mnie przykład, podobnie jak wcześniej ja wziąłem przykład z was. Nie doznałem od was krzywdy, 
GAL.4.13	chociaż na pewno pamiętacie, w jakim byłem stanie, gdy przyniosłem wam dobrą nowinę. 
GAL.4.14	Pomimo mojej choroby, nie zlekceważyliście mnie ani nie odrzuciliście. Wręcz przeciwnie, przyjęliście mnie jak Bożego anioła lub samego Jezusa Chrystusa. 
GAL.4.15	Gdzie się więc podziała wasza radość? Przypomnę wam, że byliście wtedy gotowi zrobić dla mnie wszystko, nawet oddać mi swoje oczy, gdyby to mogło ulżyć moim cierpieniom. 
GAL.4.16	Czy teraz stałem się waszym wrogiem, dlatego że mówię wam prawdę?
GAL.4.17	Ci, którzy narzucają wam zbędne przykazania, starają się zdobyć waszą przychylność, ale nie czynią tego dla waszego dobra! Usiłują bowiem oderwać was ode mnie i pociągnąć za sobą. 
GAL.4.18	Dobrze jest jednak podążać za tym, co dobre, i to nie tylko wtedy, gdy jestem wśród was. 
GAL.4.19	Moje dzieci! Czuję się, jakbym ponownie w bólach wydawał was na świat, czekając aż Chrystus w pełni ukształtuje wasze życie. 
GAL.4.20	Chciałbym teraz być wśród was i móc inaczej, łagodniej porozmawiać z wami. Tak bardzo się o was niepokoję!
GAL.4.21	Odpowiedzcie mi wy, którzy chcecie poddać się Prawu Mojżesza: Czy w ogóle rozumiecie to Prawo? 
GAL.4.22	Napisane jest w nim, że Abraham miał dwóch synów. Jeden był synem niewolnicy, drugi—wolnej kobiety. 
GAL.4.23	Syn niewolnicy urodził się dzięki ludzkiemu planowi, ale syn wolnej—dzięki obietnicy Boga.
GAL.4.24	Kobiety te stanowią symbol dwóch przymierzy. Hagar, niewolnica, symbolizuje przymierze zawarte na górze Synaj, które poddało ludzi w niewolę Prawa. 
GAL.4.25	Hagar jest również symbolem góry Synaj w Arabii, której odpowiednikiem jest obecnie Jerozolima. Ona bowiem, wraz ze swoimi mieszkańcami, nadal znajduje się w niewoli Prawa. 
GAL.4.26	Sara, która była wolna, symbolizuje natomiast Jerozolimę w niebie—naszą „matkę”. 
GAL.4.27	O tym właśnie czytamy w Piśmie:
GAL.4.27	„Raduj się, kobieto,
GAL.4.27	która nigdy nie rodziłaś dzieci.
GAL.4.27	Krzycz i wołaj,
GAL.4.27	choć nie doznałaś bólów rodzenia.
GAL.4.27	Samotna będzie bowiem miała więcej dzieci
GAL.4.27	niż ta, która ma męża”.
GAL.4.28	Przyjaciele! Tak jak Izaak—syn Sary—jesteście dziećmi urodzonymi zgodnie z obietnicą Boga. 
GAL.4.29	A wiemy, że Izmael—syn Hagar—który urodził się dzięki ludzkim planom, prześladował Izaaka, urodzonego dzięki Duchowi Świętemu. Podobnie jest z wami—wy również jesteście prześladowani.
GAL.4.30	Co na ten temat mówi Pismo?
GAL.4.30	„Odeślij niewolnicę i jej syna,
GAL.4.30	gdyż syn niewolnicy nie będzie spadkobiercą
GAL.4.30	razem z synem wolnej”.
GAL.4.31	Przyjaciele! Nie jesteśmy niewolnikami, ale ludźmi wolnymi!
GAL.5.1	Chrystus dał nam wolność. Strzeżcie więc tej wolności i nie dajcie się niczym zniewolić!
GAL.5.2	Ja, Paweł, zapewniam was, że jeśli poddacie się obrzędowi obrzezania, sądząc, że dzięki temu zostaniecie uniewinnieni przez Boga, to Chrystus na nic się wam nie przyda. 
GAL.5.3	Ponownie uprzedzam was, że ten, kto poddaje się obrzezaniu, jest zobowiązany do przestrzegania całego Prawa Mojżesza. 
GAL.5.4	Wy, którzy pragniecie dostąpić uniewinnienia dzięki przestrzeganiu Prawa, wiedzcie, że zerwaliście z Chrystusem—sami pozbawiliście się Bożej łaski!
GAL.5.5	My natomiast, zapewnieni przez Ducha Świętego, ufamy, że Bóg uniewinni nas dlatego, że wierzymy Jezusowi. 
GAL.5.6	Jeśli ktoś bowiem wierzy Chrystusowi Jezusowi, to obrzezanie lub jego brak nie mają w jego przypadku żadnego znaczenia; liczy się tylko jego wiara, która objawia się w miłości do innych.
GAL.5.7	Tak dobrze wystartowaliście! Kto wam przeszkodził biec drogą prawdy? 
GAL.5.8	Z pewnością nie Ten, który was powołał do wolności. 
GAL.5.9	Pamiętajcie, że odrobina kwasu przenika całe ciasto. 
GAL.5.10	Pan dał mi przekonanie, że zgodzicie się ze mną. Ten zaś, który sieje wśród was zamęt, kimkolwiek jest, poniesie karę.
GAL.5.11	Niektórzy twierdzą jednak, że nawet ja sam wzywałem pogan do poddania się obrzezaniu. Jeśli taka jest prawda, to dlaczego jestem prześladowany przez żydowskich przywódców? Gdybym nauczał ludzi, że mają poddać się obrzezaniu, to dobra nowina o śmierci Chrystusa na krzyżu nie spotykałaby się przecież z takim sprzeciwem. 
GAL.5.12	Oby ci, którzy was podburzają i nakłaniają do obrzezania, sami sobie coś odcięli.
GAL.5.13	Przyjaciele, zostaliście powołani do życia w wolności. Nie po to jednak, aby gonić za przyjemnościami, ale aby okazywać innym miłość i pomagać im. 
GAL.5.14	Całe Prawo Mojżesza streszcza się bowiem w jednym przykazaniu: „Kochaj innych ludzi jak samego siebie!”. 
GAL.5.15	Jeśli więc zachowujecie się jak dzikie zwierzęta, kąsające się nawzajem i skaczące innym do oczu, to uważajcie, żebyście się przypadkiem nawzajem nie pożarli.
GAL.5.16	Posłuchajcie mnie! Niech waszym życiem kieruje Duch Święty, a wtedy nie będziecie ulegać grzesznym pragnieniom. 
GAL.5.17	Pomiędzy Duchem a ludzkimi grzesznymi pragnieniami istnieje bowiem konflikt. Siły te są sobie przeciwne, dlatego nie możecie żyć tak, jak czujecie, że powinniście. 
GAL.5.18	Jeżeli jednak pozwolicie się prowadzić Duchowi Świętemu, Prawo Mojżesza nie będzie miało nad wami żadnej władzy.
GAL.5.19	Uleganie grzesznym ludzkim pragnieniom prowadzi do: rozwiązłości seksualnej, nieczystości, niemoralności, 
GAL.5.20	oddawania czci podobiznom bożków, czarów, nienawiści, kłótliwości, zazdrości, gniewu, egoistycznych ambicji, niezgody, rozłamów, 
GAL.5.21	zawiści, pijaństwa, hucznych imprez i innych tego typu zachowań. Po raz kolejny przypominam wam, że ci, którzy tak żyją, nie wejdą do królestwa Bożego.
GAL.5.22	Natomiast owocem działania Ducha Świętego jest: miłość, radość, wewnętrzny pokój, cierpliwość, uprzejmość, dobroć, wierność, 
GAL.5.23	łagodność, opanowanie. Takim postępowaniem nie łamie się Prawa. 
GAL.5.24	Ci zaś, którzy należą do Chrystusa, przybili do Jego krzyża swoje ludzkie skłonności i grzeszne pragnienia.
GAL.5.25	Skoro więc żyjemy dzięki Duchowi Świętemu, to pozwólmy, aby On nas prowadził. 
GAL.5.26	I nie szukajmy taniej popularności, która prowadzi do wzajemnych nieporozumień i zawiści.
GAL.6.1	Przyjaciele! Jeśli jakiś wierzący popadnie w grzech, wtedy wy, będąc posłuszni Duchowi, w łagodny sposób skierujcie go na dobrą drogę. Uważajcie jednak, abyście sami również nie zgrzeszyli. 
GAL.6.2	Pomagajcie sobie wzajemnie w trudnych sytuacjach, w ten sposób bowiem wypełnicie prawo Chrystusa. 
GAL.6.3	Ten zaś, kto uważa się za lepszego od innych, oszukuje samego siebie.
GAL.6.4	Oceniajcie własne zachowanie i bądźcie dumni z waszych sukcesów, ale nie porównujcie się z innymi. 
GAL.6.5	Każdy bowiem sam odpowie za swoje postępowanie.
GAL.6.6	Ci, którzy słuchają słowa Bożego, powinni wspierać finansowo swoich nauczycieli.
GAL.6.7	Nie łudźcie się! Boga nie da się oszukać! Każdy człowiek zbierze to, co zasiał. 
GAL.6.8	Tego, kto zaspokaja swoje grzeszne pragnienia, spotka śmierć. Ten zaś, kto jest posłuszny Duchowi Świętemu, otrzyma dar życia wiecznego. 
GAL.6.9	Jeśli będziemy wytrwale czynić dobro, to we właściwym czasie odbierzemy wspaniałą nagrodę. 
GAL.6.10	Dlatego, gdy tylko mamy okazję, bądźmy dobrzy dla innych ludzi, a szczególnie dla innych wierzących. Oni są bowiem naszą rodziną.
GAL.6.11	Spójrzcie na te wielkie litery. Tak, to moje własnoręczne pismo. 
GAL.6.12	Ci, którzy nakłaniają was do poddania się obrzezaniu, chcą zadowolić ludzi i uniknąć prześladowań. Wiedzą bowiem, że nauka o śmierci Chrystusa na krzyżu powoduje wielki sprzeciw. 
GAL.6.13	Mimo że poddają się obrzezaniu, sami nie przestrzegają Prawa Mojżesza. Namawiają was jednak do tego, aby się potem chwalić, że jesteście ich uczniami.
GAL.6.14	Jeśli o mnie chodzi, to nie daj Boże, abym chwalił się czymś innym niż krzyżem Jezusa Chrystusa, naszego Pana. Z powodu tego krzyża świat przestał się dla mnie liczyć, a ja jestem stracony dla świata. 
GAL.6.15	Obrzezanie lub jego brak nie ma już więc żadnego znaczenia. Naprawdę liczy się tylko to, że Bóg uczynił nas nowymi ludźmi. 
GAL.6.16	Niech On sam obdarzy pokojem i miłością tych, którzy tak wierzą! Są oni bowiem prawdziwym Bożym Izraelem.
GAL.6.17	Na moim ciele mam blizny po prześladowaniach, które spotkały mnie z powodu Jezusa. Są one dowodem mojej przynależności do Niego. Proszę więc, nie sprawiajcie mi już więcej kłopotów.
GAL.6.18	Przyjaciele, niech Jezus Chrystus, nasz Pan, obdarza was swoją łaską! Amen!
EPH.1.1	Ja, Paweł, powołany przez Boga na apostoła Jezusa Chrystusa, piszę do świętych w Efezie, którzy wiernie naśladują Chrystusa Jezusa. 
EPH.1.2	Niech Bóg, nasz Ojciec, i Pan, Jezus Chrystus, obdarzają was swoją łaską i pokojem!
EPH.1.3	Chwała niech będzie Bogu, Ojcu naszego Pana—Jezusa Chrystusa! Ze względu na swojego Syna, obdarzył nas bowiem niebiańskim szczęściem. 
EPH.1.4	Dzięki Chrystusowi wybrał nas dla siebie już przed stworzeniem świata, abyśmy w Jego oczach byli święci, nieskazitelni i pełni miłości. 
EPH.1.5	Ze względu na Jezusa, postanowił uczynić nas swoimi dziećmi—pragnął bowiem 
EPH.1.6	objawić światu swoją wielką łaskę, którą okazał nam poprzez swojego ukochanego Syna. 
EPH.1.7	To właśnie ze względu na przelaną krew Chrystusa zostaliśmy odkupieni przez Boga i oczyszczeni ze wszystkich win. Łaska Boga jest ogromna! 
EPH.1.8	Dzięki niej zostaliśmy obdarzeni mądrością i zrozumieliśmy 
EPH.1.9	tajemnicę odwiecznego planu Boga. 
EPH.1.10	A polega on na tym, że w wyznaczonym przez Boga czasie wszystko—zarówno to, co znajduje się na ziemi, jak i to, co jest w niebie—zostanie podporządkowane Chrystusowi.
EPH.1.11	Dzięki Niemu także my zostaliśmy wybrani przez Boga—zgodnie z Jego planem. Wszystko bowiem dzieje się zgodnie z Jego zamierzeniem. 
EPH.1.12	My więc jako jedni z pierwszych zaufaliśmy Chrystusowi i oddaliśmy chwałę Bogu. 
EPH.1.13	Dzięki Niemu również i wy usłyszeliście dobrą nowinę o zbawieniu i uwierzyliście Mu. A na dowód tego, że jesteście własnością Boga, zostaliście opieczętowani obiecanym Duchem Świętym. 
EPH.1.14	Jego obecność w nas jest gwarancją tego, że zostaniemy odkupieni przez Boga i że na pewno otrzymamy od Niego obiecany dar. A wszystko to przyniesie Bogu chwałę!
EPH.1.15	Od dnia, w którym usłyszałem, że szczerze wierzycie Panu i kochacie wszystkich wierzących, 
EPH.1.16	nie przestaję dziękować za was Bogu i modlić się za was. 
EPH.1.17	Proszę też Boga, Ojca naszego Pana—Jezusa Chrystusa, aby udzielił wam duchowej mądrości i abyście mogli Go jeszcze lepiej poznać. Jemu należy się bowiem chwała. 
EPH.1.18	Proszę Go również, aby oświecił was i pokazał wam wspaniałą przyszłość, do której was powołał, oraz wielki dar, który przygotował dla wszystkich świętych, 
EPH.1.19	a także ogromną moc, z jaką działa wśród nas i wszystkich, którzy Mu uwierzyli.
EPH.1.20	Ta sama Boża moc wzbudziła z martwych Chrystusa i wyniosła Go na najbardziej zaszczytne miejsce w niebie, znajdujące się po prawej stronie Boga. 
EPH.1.21	On stoi bowiem ponad wszystkimi władcami tego świata, a także wszelkimi duchowymi mocami—zarówno obecnymi, jak i przyszłymi. 
EPH.1.22	Bóg rzucił Mu bowiem wszystko do stóp i ustanowił Go Głową całego kościoła, 
EPH.1.23	który jest Jego ciałem. On jest obecny w każdym miejscu!
EPH.2.1	Kiedyś byliście duchowo martwi, pogrążeni w grzechach i przestępstwach. 
EPH.2.2	Żyliście jak cały ten świat, posłuszny swojemu duchowemu władcy, panującemu nad siłami zła, który obecnie działa przez zbuntowanych ludzi. 
EPH.2.3	Kiedyś my wszyscy, tak jak oni, byliśmy podporządkowani pragnieniom naszego ciała i zmysłowym przyjemnościom. Dlatego, podobnie jak wszystkich innych ludzi, czekał nas Boży sąd.
EPH.2.4	Ale Bóg, który jest Bogiem pełnym miłości, tak bardzo nas pokochał, 
EPH.2.5	że chociaż byliśmy duchowo martwi i pogrążeni w grzechach, razem z Chrystusem przywrócił nas do życia. W ten sposób, dzięki swojej łasce, uratował także was. 
EPH.2.6	On wskrzesił nas i juz teraz umieścił w niebie—należymy bowiem do Chrystusa. 
EPH.2.7	Łaska, którą Bóg okazał nam dzięki Chrystusowi Jezusowi, będzie w nadchodzących wiekach dowodem Jego dobroci.
EPH.2.8	Zbawienie nie jest waszą zasługą, ale darem od Boga, który przyjęliście wierząc w Jego łaskę. 
EPH.2.9	Bóg zbawił was przecież nie ze względu na wasze dobre uczynki, nie macie się więc czym szczycić! 
EPH.2.10	Wszystko to pochodzi bowiem od Niego! To On, dzięki Jezusowi Chrystusowi, sprawił, że staliśmy się innymi, nowymi ludźmi. On również chce, abyśmy czynili dobro i już od dawna to dla nas zaplanował.
EPH.2.11	Nie zapominajcie więc, że kiedyś byliście poganami i że ci, którzy mają na ciele znak obrzezania, pogardliwie nazywali was nieobrzezanymi. 
EPH.2.12	Żyliście wtedy bez Chrystusa. Nie należeliście też do Izraela—narodu wybranego przez Boga. Dlatego obietnice, płynące z Bożego przymierza z Izraelem, nie dotyczyły was. Żyliście więc na tym świecie bez nadziei i bez Boga. 
EPH.2.13	Teraz jednak wy, niegdyś obcy Bogu, staliście się Mu bliscy dzięki przelanej krwi Chrystusa, do którego należycie. 
EPH.2.14	On bowiem dał nam pokój, ponieważ przez swoją śmierć zjednoczył Żydów i pogan. Zburzył dzielący ich mur wrogości 
EPH.2.15	i pozbawił mocy Prawo Mojżesza wraz z jego przykazaniami. Uczynił to, aby z Żydów i pogan stworzyć jeden nowy naród i zaprowadzić między nimi pokój. 
EPH.2.16	Przez swoją śmierć na krzyżu pojednał z Bogiem jednych i drugich, co więcej—umieścił ich w jednym ciele! Zlikwidował w ten sposób wzajemną wrogość. 
EPH.2.17	Chrystus przyniósł tę nowinę o pokoju zarówno wam, którzy byliście obcy Bogu, jak i bliskim Mu Żydom. 
EPH.2.18	To dzięki Niemu, przez jednego Ducha, wszyscy mamy dostęp do Boga Ojca.
EPH.2.19	Nie jesteście już więc cudzoziemcami ani obcymi! Staliście się obywatelami nieba i należycie do Bożej rodziny. 
EPH.2.20	Jesteście jak dom, zbudowany na fundamencie apostołów i proroków, którego kamieniem węgielnym jest sam Jezus Chrystus. 
EPH.2.21	To On bowiem łączy ze sobą poszczególne elementy tej budowli i sprawia, że wznosi się ona jako święta świątynia dla Pana. 
EPH.2.22	Dzięki Niemu jesteście częścią budowli, w której mieszka Boży Duch!
EPH.3.1	Ja, Paweł, stałem się więźniem Chrystusa właśnie z powodu was, pogan. 
EPH.3.2	Jak bowiem wiecie, Bóg polecił mi, abym przekazał wam dobrą nowinę o Jego łasce. 
EPH.3.3	On objawił mi również tę tajemnicę, o której przed chwilą w skrócie wam napisałem. 
EPH.3.4	Czytając moje słowa, możecie się więc dowiedzieć, jak rozumiem ten tajemniczy plan Chrystusa. 
EPH.3.5	W minionych czasach nie był on ujawniony ludziom, ale obecnie Duch objawił go świętym apostołom i prorokom. 
EPH.3.6	Sednem tej tajemnicy jest to, że dzięki dobrej nowinie o Chrystusie poganie na równi z Żydami otrzymują wspaniałe dary od Boga, należą do jednego ciała—kościoła—i razem korzystają z Bożych obietnic! 
EPH.3.7	Dzięki łasce i potężnej mocy Boga poświęciłem się głoszeniu tej właśnie dobrej nowiny. 
EPH.3.8	Mnie, najmniej znaczącemu wśród wszystkich świętych, Bóg nakazał bowiem pójść do pogan i ogłosić im, że Chrystus obdarzył ich ogromnym bogactwem. 
EPH.3.9	Polecił mi również wyjaśnić ludziom ten tajemniczy plan Boga, Stwórcy wszechświata. Wcześniej plan ten był tajemnicą, 
EPH.3.10	teraz zaś—poprzez kościół—zadziwiająca mądrość Boga została ujawniona wobec wszystkich nadziemskich władz i mocy. 
EPH.3.11	Bóg zaplanował to przed wiekami i zrealizował przez Chrystusa Jezusa, naszego Pana. 
EPH.3.12	To dzięki Niemu możemy teraz śmiało zbliżać się do Boga, bo wierzymy Mu. 
EPH.3.13	Proszę więc, nie załamujcie się, słysząc, że znoszę dla was jakieś cierpienia. Bądźcie raczej z tego dumni!
EPH.3.14	Padam na kolana przed naszym Ojcem, 
EPH.3.15	od którego pochodzi każda istota, zarówno w niebie, jak i na ziemi. 
EPH.3.16	On jest otoczony chwałą i wszystko do Niego należy, dlatego proszę Go, aby was wewnętrznie wzmocnił przez swojego Ducha. 
EPH.3.17	Modlę się, aby Chrystus—przez wiarę—zamieszkał w waszych sercach i abyście uchwycili się Go. 
EPH.3.18	Wtedy bowiem zrozumiecie—wraz ze wszystkimi świętymi—jak szeroka, jak długa, jak wysoka i jak głęboka jest Jego miłość. 
EPH.3.19	I poznacie ją, choć pełne zrozumienie jej przekracza ludzkie możliwości. Modlę się również o to, aby inni ludzie mogli dostrzec w waszym życiu cechy samego Boga.
EPH.3.20	Bóg, swoją potężną mocą działającą w naszym życiu, jest w stanie uczynić o wiele więcej niż to, o co Go prosimy, a nawet więcej niż jesteśmy sobie w stanie wyobrazić. 
EPH.3.21	Jemu niech będzie wieczna chwała w kościele i w Chrystusie Jezusie—przez wszystkie pokolenia. Amen!
EPH.4.1	Jako więzień Pana zachęcam was, abyście żyli w zgodzie z waszym powołaniem. 
EPH.4.2	Bądźcie pokorni, łagodni i cierpliwi. Z miłością znoście nawzajem swoje słabości. 
EPH.4.3	Z oddaniem dbajcie o duchową jedność, zachowując między sobą pokój.
EPH.4.4	Tworzymy jedno wspólne ciało. Boży Duch jest również jeden i zostaliśmy powołani do jednej wspólnej nadziei. 
EPH.4.5	Jest tylko jeden Pan, jedna wiara, jeden chrzest, 
EPH.4.6	i jeden wspólny Ojciec nas wszystkich, który panuje nad wszystkimi, działa przez wszystkich i mieszka w nas wszystkich. 
EPH.4.7	A każdy z nas otrzymał od Chrystusa jakiś szczególny dar. 
EPH.4.8	Pismo mówi:
EPH.4.8	„Wstępując do nieba,
EPH.4.8	zabrał ze sobą jeńców,
EPH.4.8	a ludziom rozdał dary”.
EPH.4.9	Czy słowo „wstąpił” nie oznacza, że najpierw musiał zstąpić do otchłani ziemi? 
EPH.4.10	Tak! Ten, który zstąpił do otchłani, potem wstąpił do nieba, aby napełnić swoją obecnością cały wszechświat. 
EPH.4.11	To właśnie On, Chrystus, ustanowił w kościele apostołów, proroków, ewangelistów oraz pasterzy i nauczycieli. 
EPH.4.12	Ich zadaniem jest przygotowywanie świętych do służby, mającej na celu budowanie ciała Chrystusa—kościoła, 
EPH.4.13	abyśmy wszyscy osiągnęli całkowitą jedność wiary, w pełni poznali Syna Bożego i stali się doskonali, na wzór Chrystusa.
EPH.4.14	Nie bądźmy jak dzieci, które łatwo wierzą w fałszywe informacje i ulegają sprytnym kłamstwom przewrotnych ludzi. 
EPH.4.15	Zamiast tego, z miłością mówmy sobie prawdę i coraz bardziej upodabniajmy się do Chrystusa, który jest Głową swojego ciała—kościoła. 
EPH.4.16	Dzięki Niemu całe to ciało jest doskonale połączone w jedną całość, a każda jego część we właściwy sobie sposób służy innym, tak że cały organizm coraz bardziej się rozwija i rośnie w miłości.
EPH.4.17	Dlatego też ostrzegam was w imieniu Pana: Nie postępujcie jak niemądrzy poganie! 
EPH.4.18	Ich umysły są bowiem pogrążone w ciemności i dlatego nie mają oni nic wspólnego z życiem dla Boga. Jest to spowodowane ich niewiedzą i twardym sercem. 
EPH.4.19	Ludzie ci znieczulili swoje sumienie i rzucili się w wir wszelkiego rodzaju nieczystości i rozwiązłości.
EPH.4.20	Wy jednak nie tego nauczyliście się od Chrystusa. 
EPH.4.21	Skoro usłyszeliście o Nim i poznaliście Jego prawdę, 
EPH.4.22	to wiecie, że musicie porzucić dawne, grzeszne życie, zepsute z powodu zwodniczych pragnień. 
EPH.4.23	Macie również poddać się Duchowi Świętemu, aby nieustannie zmieniał wasz sposób myślenia. 
EPH.4.24	Stawajcie się nowymi ludźmi, prawymi i świętymi, stworzonymi na obraz Boga.
EPH.4.25	Dlatego odrzućcie kłamstwo i mówcie sobie nawzajem prawdę—należycie przecież do jednego ciała! 
EPH.4.26	Wyrażajcie swój gniew, ale nie pozwalajcie, aby prowadził was do grzechu. A jeśli tak się stanie, rozwiążcie problem jeszcze przed zachodem słońca, 
EPH.4.27	aby nie dawać diabłu okazji do działania. 
EPH.4.28	Kto dotychczas kradł, niech teraz przestanie. Niech się weźmie za uczciwą pracę, aby dzięki zarobionym pieniądzom mógł pomagać potrzebującym.
EPH.4.29	Niech z waszych ust nie wychodzi żadne złe słowo, ale tylko dobre—umacniające innych w wierze lub pomagające im w ich problemach. 
EPH.4.30	Nie zasmucajcie swoim życiem Ducha Świętego, którym Bóg opieczętował was, gwarantując wam w ten sposób zbawienie. 
EPH.4.31	Usuńcie spośród siebie wszelkie zgorzknienie, gwałtowne reakcje, gniew, krzyk i ostre słowa. Odrzućcie także złość. 
EPH.4.32	Bądźcie wobec siebie łagodni i współczujący. Przebaczajcie sobie nawzajem, tak jak Bóg—ze względu na Chrystusa—przebaczył wam.
EPH.5.1	Podążajcie za wzorem wyznaczonym przez Boga, bo jesteście Jego ukochanymi dziećmi. 
EPH.5.2	Okazujcie innym miłość, tak jak Chrystus okazał ją nam. On oddał przecież za nas swoje życie, a Jego ofiara została przyjęta przez Boga.
EPH.5.3	Nie dawajcie nikomu najmniejszych podstaw do tego, aby podejrzewał was o rozwiązłość seksualną, nieczystość lub zachłanność—takie rzeczy nie pasują do życia świętych. 
EPH.5.4	Unikajcie nieprzyzwoitych i bezsensownych rozmów oraz dwuznacznych żartów. Niech z waszych ust płyną raczej słowa wdzięczności dla Boga. 
EPH.5.5	Możecie być pewni, że żaden człowiek, który prowadzi rozwiązłe lub nieczyste życie, nie wejdzie do królestwa Bożego. Nie znajdą się tam również ci, którzy są zachłanni—ich prawdziwym bogiem są bowiem pieniądze. 
EPH.5.6	Nie wierzcie w fałszywe, puste obietnice głoszące, że wszystko będzie w porządku! Bóg ukarze bowiem tych, którzy nie są Mu posłuszni i dopuszczają się wymienionych wcześniej grzechów. 
EPH.5.7	Unikajcie więc towarzystwa takich ludzi! 
EPH.5.8	Kiedyś i wy żyliście w ciemności, ale teraz, dzięki Panu, jesteście światłem! Niech więc będzie ono widoczne w waszym życiu! 
EPH.5.9	Owocem tego światła jest wszelkie dobro, prawość i prawda.
EPH.5.10	Dążcie do tego, co się podoba naszemu Panu. 
EPH.5.11	Nie czyńcie zaś tego, co pochodzi z ciemności i jest bezwartościowe. Potępiajcie wszelkie takie zachowanie. 
EPH.5.12	Wstyd bowiem nawet mówić o tym, czego dokonują ludzie, którzy są nieposłuszni Bogu. Czyny te nie są jawne, 
EPH.5.13	ale gdy wychodzą na światło dzienne, okazuje się, jak bardzo są złe. 
EPH.5.14	To bowiem, co zostaje ujawnione, staje się widoczne w pełnym świetle. Dlatego mówi się:
EPH.5.14	„Obudź się, śpiący,
EPH.5.14	i powstań z martwych,
EPH.5.14	a Chrystus stanie się twoim światłem”.
EPH.5.15	Uważajcie więc na to, jak postępujecie. Nie zachowujcie się jak głupcy, ale jak ludzie mądrzy. 
EPH.5.16	Wykorzystujcie każdą możliwość, aby w tych złych czasach czynić dobro. 
EPH.5.17	Nie bądźcie bezmyślni, ale starajcie się odkrywać wolę Pana. 
EPH.5.18	Nie upijajcie się, bo to rujnuje życie, ale bądźcie pełni Ducha Świętego. 
EPH.5.19	Gdy spotykacie się, śpiewajcie psalmy, hymny oraz inne duchowe pieśni, z głębi waszych serc oddając chwałę Panu. 
EPH.5.20	Zawsze i za wszystko dziękujcie Bogu Ojcu w imieniu naszego Pana, Jezusa Chrystusa.
EPH.5.21	Ze względu na Chrystusa okazujcie sobie nawzajem uległość.
