MAT.1.1	Chitabu cha welesi wa Yesu Chilisito, mzukulu wa Daudi, mzukulu wa Bulahimu.
HEB.2.4	Iviya Mulungu kongeza ukalangama wake kwa kutenda chilaguso na mauzauza na mawewedeko mengi kwa kuwagolela wanhu na kufosela vitumetume va Muhe Yelile voyawagolele wanhu fana viyalondile.
HEB.2.5	Mulungu hawekile wasenga wa kuulanga wawe walangulizi wa isi ikwiza, ija yochiilonga. 
HEB.2.6	Iviya yalongigwa hanhu hamwenga muna Yamaandiko Yelile,
HEB.2.6	“Munhu yelihi mbaka umkumbuke,
HEB.2.6	mwana wa munhu yelihi mbaka umwike goya?
HEB.2.7	Kumtenda yawe mdodo chidogo kufosa wasenga wa kuulanga
HEB.2.7	na kumuyawaliza kombelo da ukulu na hishima,
HEB.2.8	na keka vinhu vose hasi ya ulangulizi wake
HEB.2.8	na chila chinhu hana ulangulizi wa munhu.”
HEB.2.8	Mulungu halekile chinhu hata chimwe, mbali hata vino sambi hachinawona munhu keng'higwa udaho hachanyha ya vinhu vose. 
HEB.2.9	Mbali chomuwona Yesu yoyatendigwe kuwa mdodo kufosa wasenga wa kuulanga kwa lusita ludodo, muladi kwa unovu wa Mulungu yadanganike kwa ichimu cha wanhu wose. Kwa ichimu cha magayo yoyagaiye mbaka kudanganika kwake, sambi chomuwona kayawazigwa kombelo da ukulu na hishima. 
HEB.2.10	Kwaviya ifaya kuwa Mulungu yolumba na kukaliza vinhu vose vinogile, yamtende Yesu kuwa kofaya kufosela manhesa, muladi yawagale wana wengi kuuilumba muna utunhizo wake, mana Yesu iyo yowalanguliza wengi muna ulopozi.
HEB.2.11	Yeye kowasafya wanhu kulawa muna uhasanyi, na waja wowosafyigwa nayo wose ni wana wa Tata imwe. Ni kwaviya iyo Yesu hawona chinyala kuwatanga ndugu zake. 
HEB.2.12	Komulongela Mulungu,
HEB.2.12	“Nizawalongela ndugu viya viwili,
HEB.2.12	nizakwimbila nyila za nhogolwa muna imiting'hano yawo.”
HEB.2.13	Na kaidi kolonga, “Nizamwikila huwilo jangu Mulungu.” Na kaidi kolonga, “Na bahano hamwe na wana yoyaning'hile Mulungu.”
HEB.2.14	Kwaviya wana wawo wana lukuli na damu, Yesu mwenyewo kawa fana wawo na kailumba na unhu wawo. Kakala vino muladi kufosela ifa yake yamuhume Mwihi, yeli na ludabwa lwa ifa, 
HEB.2.15	na ivo yawalekelele wailegehe wanhu waja wakalile siku zose watumwa kwa ichimu cha ludumbo lwawo lwa ifa. 
HEB.2.16	Kwaviya ni kweli hezile kuwataza wasenga wa kuulanga, mbali keza kuwataza welesi wa Bulahimu. 
HEB.2.17	Kwa ichimu chino kolondeka yawe fana ndugu zake kwa chila nzila, muladi yawe mwaminika na mwene ubazi na Mkulu wa nhambiko digogogo muna usang'hano wake kwa Mulungu, muladi wanhu wahasanyi walekelelwe uhasanyi wawo. 
HEB.2.18	Kafunyila umoyo manhesa viyagezigwe, ivo kadaha kuwataza waja wowagezigwe.
HEB.3.1	Ivo ndugu zangu, wanhu wa Mulungu, womutangigwe na Mulungu, geseni mbuli ya Yesu iyo yatumigwe na Mulungu kuwa Mkulu wa nhambiko digogogo wa uhuwilo wochiutogola. 
HEB.3.2	Kakala kokwaminika kwa Mulungu yoyamsagule kutenda usang'hano uno, fana viya Musa viyakalile mwaminika muna ukuwasang'hanila wanhu wose wa Isilaeli wowatangigwe kaye ya Mulungu. 
HEB.3.3	Yesu kolondeka yahishimigwe ng'hani kufosa Musa, fana viya mzenzi wa kaye kana hishima ng'hani kufosa kaye yenyewo. 
HEB.3.4	Kwaviya chila kaye yozengigwa na munhu imwe, mbali Mulungu iyo mzenzi wa vinhu vose. 
HEB.3.5	Musa kakala msang'hani mwaminika muna isang'hano yake yose muna Ikaye ya Mulungu na kalonga vinhu vondayalonge Mulungu hamwande. 
HEB.3.6	Mbali Chilisito kokwaminika muna Ikaye ya Mulungu. Cheye wenyewo ni kaye yake one chihagendelela kuwa magalu na kuigodela lolelo jetu.
HEB.3.7	Fana Muhe Yelile viyolonga muna Yamaandiko Yelile,
HEB.3.7	“Diyelo muhahulika dizi da Mulungu,
HEB.3.8	sekemuwe na mizoyo midala fana viya wasaho zenu viwamulemile Mulungu,
HEB.3.8	fana viya viwatendile muna yamazuwa yaja viwakalile muna ichuwala, baho viwanilemile.
HEB.3.9	Kuja wasaho zenu waniguma muna yamagezo na wanigeza,
HEB.3.9	ingawa wawona yaja yonitendile kwa miyaka malongo mane!
HEB.3.10	Ivo niwa na ludoko na wanhu wawo na nilonga,
HEB.3.10	‘Magesa ya wanhu wano yaga, wolema kutegeleza ndagilizi zangu.’
HEB.3.11	Niilaha kwa ludoko nilonga,
HEB.3.11	‘Hawezakwingila ng'o hana ihanhu hangu ha kuhumula.’ ”
HEB.3.12	Lelo ndugu zangu muteganye muladi munhu yoyose kumwenu sekeyawe na moyo wihile fana uwo na yelibule uhuwilo mbaka kuigola na Mulungu yeli mgima. 
HEB.3.13	Mbali mugendelele kuhulika mbuli “Diyelo” yosomigwa muna Yamaandiko Yelile, igeleni moyo chila zuwa muladi hata imwe wenu sekeyawe mdala wa kuvwiziligwa na uhasanyi. 
HEB.3.14	Kwaviya cheye cha hamwe mgati mwa Chilisito ihawa chokwamha kwa ugangamalo mbaka kuhelelo chiya chochihuwila chichili nacho kulawa mwanduso. 
HEB.3.15	Fana viyolonga Maandiko Yelile,
HEB.3.15	“Diyelo muhahulika dizi da Mulungu,
HEB.3.15	sekemuwe na mizoyo midala, fana viya viwatendile wasaho zenu viwamulemile Mulungu.”
HEB.3.16	Waja wahulike dizi da Mulungu na kulema ni wanhu welihi? Wanhu waja ni wanhu wose walangulizigwe na Musa kulawa muna isi ya Misili. 
HEB.3.17	Waja Mulungu yawehile kwa miyaka malongo mane ni wanhu welihi? Waja wanhu wowakalile wotenda uhasanyi, waja wafile muna dibwilingu 
HEB.3.18	Waja Mulungu woyawalahile ng'o kuwa hawezakwingila muna ihanhu hake ha kuhumula hoyawasasalile ni wanhu welihi? Ni waja hawamtegeleze. 
HEB.3.19	Ivo chowona kuwa hawadahile bule kwingila muna isi kwaviya walema kuhuwila.
HEB.4.1	Ivo kwaviya chiya chilagano cha kwingila hanhu hake ha kuhumula ching'hali baho, leka chiiteganye bule ivo imwenga wenu kezahapuwa hanhu haja. 
HEB.4.2	Kwaviya chigong'onda Mbuli Inogile fana viwatendile wanhu waja wa umwaka. Wahulika usenga mbali hauwafaiye, kwaviya hawautogole kwa uhuwilo. 
HEB.4.3	Cheye wochihuwila chizakwingila muna imhumhulo yoyachilaganile Mulungu. Fana viyalongile,
HEB.4.3	“Niilaha kwa ludoko, nilonga,
HEB.4.3	‘Hawezakwingila ng'o hana ihanhu hangu ha kuhumula.’ ”
HEB.4.3	Kalonga ivo ingawa sang'hano yake ikala ikomelezeka kulawa viyalumbile isi yose. 
HEB.4.4	Kwaviya hanhu hamwenga muna Yamaandiko Yelile holonga mbuli ya zuwa da saba, “Mulungu kaleka sang'hano zake zose, zuwa da saba kahumula.” 
HEB.4.5	Kaidi mbuli ino ino yolonga, “Hawezakwingila ng'o hana ihanhu hangu ha kuhumula.” 
HEB.4.6	Ino yolagusa chilagano cha kwingila muna imhumulo ching'hali baho, kwaviya waja wowahulike Mbuli Inogile baho mwanduso hawahuwile na hawengile. 
HEB.4.7	Ino yolagusa kuwa Mulungu katenda zuwa dimwenga ditangigwa, “Diyelo” miyaka mingi ifosile kalonga kufosela Daudi muna Yamaandiko Yelile yoyalongigwe
HEB.4.7	“Diyelo muhahulika dizi da Mulungu,
HEB.4.7	sekemuwe na mizoyo midala.”
HEB.4.8	One Yoshuwa yahatendile wanhu wahumule, Mulungu sigambeyalonge mbuli ya siku imwenga hamwande. 
HEB.4.9	Kwaivo kung'hali kuna kuhumula kwa wanhu wa Mulungu fana viyahumule Mulungu siku desaba. 
HEB.4.10	Mana chila yokwingila hanhu ha mhumulo hoyalongile Mulungu, koleka sang'hano yake na kuhumula fana viya Mulungu viyalekile sang'hano yake. 
HEB.4.11	Ivo chiiyohe chingile muna imhumulo iyo, muladi munhu yoyose mgati yetu sekeyanangigwe kwa kulema kutegeleza fana viwatendile wanhu waja.
HEB.4.12	Kwaviya mbuli za Mulungu ni ngima na zina ludabwa, zokutwa kufosa zele dikanha kuno na kuno. Zoibebenyeka mbaka mgati kuna umuhe na unhu fana zele dikutwa vodikanha mbaka mgati ya vilungo va lukuli na upembe. Mbuli izo zomanya malungilo na magesa ya myoyo ya wanhu. 
HEB.4.13	Habule chinhu chochose chochifisike haulongozi ha Mulungu, chila chinhu muna ukulumba chong'aa haulongozi wa Mulungu na hachigubikigwe hana yameso yake. Na kumwake yeye cheye chose chizamulongela mbuli zetu zochitendile.
HEB.4.14	Ivo chamhe ng'hani uhuwilo wochiutogole. Kwaviya chinayo Mkulu wa nhambiko digogogo yoyengile mbaka kuulanga kuyeli Mulungu, Yesu Mwana wa Mulungu. 
HEB.4.15	Mkulu wa nhambiko wetu digogogo kochiwonela ubazi ng'hani muna unyondenyonde wetu, kwaviya yeye mwenyewo kagezigwa fana cheye kwa chila nzila mbali hatendile uhasanyi bule. 
HEB.4.16	Lelo chichikwenhukile bila kudumba chigoda cha chifalume cha Mulungu mwene unovu, chihokele ubazi na unovu wa Mulungu wa kuchitaza lusita lwa uzidilwa.
HEB.5.1	Chila Mkulu wa nhambiko digogogo yoyasaguligwe hagati ya wanhu wake kokwing'higwa sang'hano ya kusang'hanila Mulungu kwa ichimu chawo kwa kulava sadaka na nhosa kwa ichimu cha uhasanyi. 
HEB.5.2	Kwaviya yeye mwenyewo ni nyondenyonde kwa vinhu vingi, kodaha kumsolela fana viyeli wanhu waja magesa yawo yaga, wolema kutegeleza ndagilizi zangu. 
HEB.5.3	Na kwa ichimu chino yeye mwenyewo ni nyondenyonde, kalondeka yalave nhosa siyo kwa ichimu cha uhasanyi wa wanhu muhala mbali iviya kwa ichimu cha uhasanyi wake mwenyewo. 
HEB.5.4	Habule munhu yoyoipatila hishima ino ya kuwa Mkulu wa nhambiko digogogo. Mulungu muhala iyo yomsagula munhu kuwa Mkulu wa nhambiko digogogo, fana viyakalile Haluni.
HEB.5.5	Iviya na Chilisito Mulopozi nayo haipatile hishima yeye mwenyewo ya kuwa Mkulu wa nhambiko digogogo. Mbali Mulungu kamulongela,
HEB.5.5	“Weye iyo Mwanangu,
HEB.5.5	diyelo nolonga niwa Tati yako.”
HEB.5.6	Na hanhu hamwenga muna Yamaandiko Yelile kolonga, “Kwizakuwa Mkulu wa nhambiko siku zose fana viya ukulu wa nhambiko wa Melikizedeki.”
HEB.5.7	Yesu viyakalile hano mwiisi, kwa ndilo ng'hulu na masozi, katosa na kumulamba Mulungu yoyakalile na udaho wa kumulopola kulawa muna ifa. Kahulikigwa kwaviya kainyendanyenda kwa Mulungu. 
HEB.5.8	Na ingawa kakala Mwana wa Mulungu, kaifunza kutegeleza kufosela manhesa yoyapatile. 
HEB.5.9	Na viyakomeleze sang'hano iyatumigwe na Mulungu yaitende, kawalanguliza wanhu wose wowamtegeleze wauhokele ulopozi wa siku zose, 
HEB.5.10	na Mulungu kamulonga kuwa Mkulu wa nhambiko digogogo fana viya ukulu wa nhambiko wa Melikizedeki.
HEB.5.11	Chinayo mengi ya kuwalongeleni kusonhela mbuli iyo, mbali vidala kumulongelani mweye kwaviya mweye muwa wabwa kuhulika. 
HEB.5.12	Kwa lusita luno mweye molondeka kuwa wafundiza, mbali mung'hali molondeka muwe na munhu wa kumfundizani mbuli za mwanduso za Mulungu, molondeka kong'hezigwa matombo, siyo ndiya ndala. 
HEB.5.13	Na munhu yoyose yogendelela kong'hezigwa matombo yang'hali mwana ching'hele, havimanya mafundizo ya kutenda mbuli zinogile haulongozi wa Mulungu. 
HEB.5.14	Kwa ubanzi umwenga, ndiya ndala ni ya wanhu wakulu, wowaifundize vinogile wodaha kuvimanya yanogile na yehile.
HEB.6.1	Kwa ichimu icho sekechigendelele kusigala kuna yamafundizo ya mwanduso yoyomsonhela Chilisito, mbali chigendelele kukula chimuhe na siwo kugendelela kwika chandusilo muna ukusamha sang'hano hazifaya zozisonhela kumuhuwila Mulungu, 
HEB.6.2	mafundizo yoyosonhela ubatizo mbasakanyo na mafundizo ya kwikiligwa makono na mafundizo ya uzilibuko wa wanhu na mafundizo ya nhaguso ya siku zose. 
HEB.6.3	Chizagendelela kutenda ivo Mulungu yahalonda.
HEB.6.4	Kwaviya haidahika kaidi kuwabweleza wanhu waulekile uhuwilo wawo wasamhe. Waja wowakalile mwanduso waumanya ukweli wa Mulungu na kulanza chitumetume cha kuulanga na wamuhokela Muhe Yelile, 
HEB.6.5	na kulanza unovu wa mbuli za Mulungu na kulanza ludabwa lwa lusita lukwiza. 
HEB.6.6	Kwa kuuleka uhuwilo wawo wenyewo woilumiza ni fana kumuwamba Mwana wa Mulungu mwanza wekaidi na kumguma chinyala muumwingi.
HEB.6.7	Isi yoitonyeligwa na mvula lusita lwingi na koteza mimeya yoifaya kwa walimi, isi iyo itemeligwa mate na Mulungu. 
HEB.6.8	Mbali mgunda one wahota miwa na ng'honge haufaya, na wizakuwa habehi kuduwiligwa na Mulungu na uhelelo wake ni kusomigwa moto.
HEB.6.9	Mbali mbwiya zangu, hata one cholonga vino, chovimanya kweli kuwa mweye mwamuna zinzila zingile ng'hani zoziwalanguliza kuna ulopozi. 
HEB.6.10	Mulungu kabule ubagulo, yeye hezazimiza usang'hano wenu womusang'hane hebu ulondo womulaguse kwa ichimu cha Mulungu, kwa kuwataza wanhu wake na mung'hali mowataza. 
HEB.6.11	Cholonda ng'hani chila imwe wenu yalaguse kulonda sang'hano izo mbaka kuuhelelo kwa mbuli ziya zomuzilolela zidahe kulawilila. 
HEB.6.12	Ivo, sekemuwe wabwa, mbali muwe fana waja wohuwila na wene kufunya umoyo wezahokela yaja yachilaganile Mulungu.
HEB.6.13	Mulungu viyamulaganile Bulahimu kailaha kwa zina jake mwenyewo, kwaviya habule yeli mkulu kufosa Mulungu yeli kufosela iyo yahadahile kuilaha. 
HEB.6.14	Mulungu kalonga, “Nokulongela, kweli nizakutemela mate na nizakwing'ha welesi mvunyo.” 
HEB.6.15	Bulahimu kagozela kwa kufunyaumoyo, na ivo kahokela chiya chiyalaganiligwe na Mulungu. 
HEB.6.16	Wanhu wahailaha, woilaha kwa zina da munhu imwe mkulu kufosa wawo wenyewo, na chilaho cholamula ubishi wose. 
HEB.6.17	Ivo ivo Mulungu kagangamiza chilagano chake kwa kuilaha, kwa kutenda ivo kawalagusa wanhu waja woyawalaganile kuwa hezagalula lungilo jake. 
HEB.6.18	Lelo, kuna vinhu vino vidi, chilagano na chilaho, vino havidaha kugaluka na wala kwa vinhu vino Mulungu hadaha kulonga uvwizi. Ivo cheye wochikimbilile ukalizi wake, chokwing'higwa moyo kwa kwamhilila lolelo dodikigwe haulongozi wetu. 
HEB.6.19	Chinajo lolelo ijo fana dibwe kulu da kwimizila ngalawa ya ugima wetu. Lolelo ijo digangamala na dima goya, doibebenyeka kuna dipanziya mbaka dofika hanhu helile ha Mulungu. 
HEB.6.20	Yesu kalongolela kwingila umo kwa ichimu chetu na kawa Mkulu wa nhambiko digogogo siku zose fana viya ukulu wa nhambiko wa Melikizedeki.
HEB.7.1	Ino Melikizedeki kakala mfalume wa bululu da Salemu na mkulu wa nhambiko wa Mulungu yeli uchanyha. Bulahimu viyakalile kobwela kulawa kuna ing'hondo kuyawakomile wafalume, Melikizedeki kaiting'hana nayo na kamtemela mate, 
HEB.7.2	na Bulahimu kamwing'ha hanhu ha longo ha vinhu viyalawile navo kuna ing'hondo. Fambulo da mwanduso da zina Melikizedeki ni, “Mfalume wa kutenda mbuli zozimnogeza Mulungu”, na kwaviya yeye kakala mfalume wa bululu da Salemu, zina jake iviya dina fambulo da “Mfalume wa tindiwalo.” 
HEB.7.3	Habule munhu yammanyile tati yake Melikizedeki wala mamiyake yake wala wasaho yake, habule munhu yavimanyile kwelekigwa kwake wala uhelelo wa ugima wake. Kalinga fana Mwana wa Mulungu, kogendelela kuwa mkulu wa nhambiko siku zose.
HEB.7.4	Lelo mowona munhu ino viyeli mkulu. Hata Bulahimu wasaho yetu kamwing'ha hanhu ha longo ha vinhu vake vose viyapatile kuna ing'hondo. 
HEB.7.5	Na wana wa Lawi nawo, waja wowokwing'higwa ukulu wa nhambiko, wana malagilizo ya Mulungu yoyamwing'hile Musa kusola hanhu ha longo ha vinhu kulawa kwa wanhu wa Isilaeli, yani, ndugu zawo, ihawa walawa muna uwelesi wa Bulahimu. 
HEB.7.6	Melikizedeki hawile wa welesi wa Walawi, mbali kahokela hanhu ha longo ha vinhu kulawa kwa Bulahimu, iviya kamtemela mate yeye yoyahokele chiya chiyalaganiligwe na Mulungu. 
HEB.7.7	Iviya hailemigwa bule kuwa munhu yotemela mate ni mkulu kufosa munhu yotemeligwa mate. 
HEB.7.8	Kwa ubanzi umwe hanhu ha longo hohokiligwa na wanhu hawakala siku zose, na ubanzi umwenga hohokiligwa na ija yochimulonga yang'hali mgima. 
HEB.7.9	Ivo chodaha kulonga vino, lusita Bulahimu viyalihile hanhu ha longo ha vinhu, na iviya Lawi yohokela hanhu ha longo ha vinhu kaliha hanhu ha longo ha vinhu kufosela yeye. 
HEB.7.10	Mana lusita Melikizedeki viyaiting'hane na Bulahimu, Lawi kakala muna idamu ya Bulahimu.
HEB.7.11	Kwa ukulu wa nhambiko wa Walawi, wanhu wa Isilaeli weng'higwa malagilizo. Lelo, one usang'hano wa Walawi uhafaiye, sigambe kulondeke kulawilile ukulu wa nhambiko umwenga mbasakanyo uja usondelela viya viulondeka ukulu wa nhambiko wa Melikizedeki, siyo uja wa Haluni. 
HEB.7.12	Kwaviya ukulu wa nhambiko viugaluke, na malagilizo nayo yolondeka yagaluke. 
HEB.7.13	Kwaviya Mndewa wetu ija mbuli zino zose zomulonga yeye, kakala wa kabila dimwenga, na habule hata munhu imwe wa kabila jake yoyasang'hanile muna ichilingo cha kulavila nhosa. 
HEB.7.14	Yomanyika chinaganaga kuwa yeye kelekigwa muna dikabila da Yuda, diya Musa haditambule viyakalile kolonga mbuli za kusonhela wakulu wa nhambiko.
HEB.7.15	Iviya mbuli ino imanyika funhufunhu. Mkulu wa nhambiko imwenga yalingile fana Melikizedeki kalawilila kamala. 
HEB.7.16	Yeye hatendigwe mkulu wa nhambiko kwa ndagilizi za chiunhu, mbali kwa ludabwa lwa ugima ulibule uhelelo. 
HEB.7.17	Kwaviya Maandiko Yelile yolonga, “Kwizakuwa mkulu wa nhambiko siku zose fana viya ukulu wa nhambiko wa Melikizedeki.” 
HEB.7.18	Ivo lagilizo da umwaka disegezigwa kwaviya dikala nyondenyonde na hadifaya chinhu. 
HEB.7.19	Kwaviya malagilizo ya Mulungu yoyamwing'hile Musa hayadahile kutenda chinhu chochose chifaya. Mbali lelo, hanhu hake hekigwa lolelo dinogile ng'hani dili kwa ijo chodaha kumkwenhukila Mulungu.
HEB.7.20	Maabaho hano hana chilaho cha Mulungu. Lusita wamwenga viwatendigwe kuwa wakulu wa nhambiko, hakukalile na chilaho. 
HEB.7.21	Mbali Yesu katendigwa kuwa mkulu wa nhambiko kwa chilaho lusita Mulungu viyamulongele,
HEB.7.21	“Mndewa kalonga kwa kuilaha na hezagalusa chiyalongile,
HEB.7.21	‘Kwizakuwa mkulu wa nhambiko siku zose.’ ”
HEB.7.22	Basi kwa ichimu cha mbasakanyo ino Yesu kawa mwimilizi wa lagano dinogile ng'hani.
HEB.7.23	Iviya wakulu wa nhambiko wakala wengi kwaviya wakala hawakala siku zose wodanganika na hawadahile kugendelela na usang'hano wawo. 
HEB.7.24	Mbali Yesu kokala siku zose, na sang'hano yake ya ukulu wa nhambiko hezamwing'ha munhu imwenga. 
HEB.7.25	Nayo kwa ichimu icho kodaha kuwalopola wawo wowomwizila Mulungu kwa kufosela yeye, kwaviya kokala siku zose muladi yawapulile kwa Mulungu.
HEB.7.26	Ihawile mbuli ya kufaya ng'hani kumwetu kuwa na mkulu wa nhambiko digogogo fana ino yelile, yelibule ubananzi hebu uhasanyi, kabaguligwa kwa wahasanyi, nayo kenuligwa uchanyha ng'hani kuulanga. 
HEB.7.27	Yeye halingile fana Wakulu wa nhambiko magogogo wamwenga, halondile kulava nhosa chila siku kwa ichimu cha uhasanyi wake mwenyewo na maabaho kwa ichimu cha uhasanyi wa wanhu. Kalava nhosa mwanza umwe muhala kwa ichimu cha wanhu wose, viyailavile yeye mwenyewo. 
HEB.7.28	Malagilizo ya Mulungu yoyamwing'hile Musa yowasagula wanhu weli nyondenyonde kuwa Wakulu wa nhambiko magogogo, mbali kwa chilagano cha Mulungu kachitenda kwa chilaho, chiya chochizile hamwande ya malagilizo, chimsagula Mwana, yoyatendigwe kofaya siku zose.
HEB.8.1	Mbuli ng'hulu muna zimbuli zino, cheye chinayo Mkulu wa nhambiko digogogo, kokala ubanzi wa kulume wa chigoda cha chifalume cha Mulungu kuulanga. 
HEB.8.2	Yeye kosang'hana sang'hano ya Mkulu wa nhambikowa Digogogo hanhu helile ng'hani, muna dizewe da kweli da Mulungu dodikigwe na Mndewa, wala siyo kwa makono ya munhu.
HEB.8.3	Kwaviya chila Mkulu wa nhambiko digogogo kosaguligwa muladi yalave chitumetume na nhosa kwa Mulungu, kwa ivo Mkulu wa nhambiko digogogo wetu iviya kolondeka yawe na chinhu cha kumulavila Mulungu. 
HEB.8.4	One yawile hano muna isi, sigambeyawe mkulu wa nhambiko ng'o, kwaviya wauko walava nhosa za vitumetume vivilondeka kwa malagilizo ya Mulungu yoyamwing'hile Musa. 
HEB.8.5	Usang'hano wowousang'hana fana wakulu wa nhambiko ni simwe hebu sisila da mbuli za kuulanga, fana Musa viyalagilizigwe na Mulungu, viyakomeleze kuzenga dizewe da Mulungu kwaviya kalonga, “Lola ukavitende vinhu vose kwa simwe diya donikulaguse viukalile kulugongo.” 
HEB.8.6	Mbali sambi Yesu keng'higwa sang'hano ya ukulu wa nhambiko inogile ng'hani kufosa yawo, fana yeye viyekigwe kuwa mulumbilizi wa dilagano diya dinogile ng'hani, na chandusilo chake chikala muna ivilagano vinogile ng'hani.
HEB.8.7	Kwaviya lagano diya da mwanduso one dinogile, sigambe dilondeke lagano dekaidi. 
HEB.8.8	Mbali Mulungu kawawona kuwa wanhu wake wahasanya viyalongile,
HEB.8.8	Mndewa kolonga, “Siku zokwiza,
HEB.8.8	nizatenda lagano da sambi na wanhu wa Isilaeli na wanhu wa Yuda.
HEB.8.9	Lagano dino hadizakuwa fana diya donitendile na wasaho zawo
HEB.8.9	zuwa diya viniwasolile kwa mkono wangu na kuwalanguliza kulawa Misili.
HEB.8.9	Kwaviya hawategeleze chiya chiniwalongele,
HEB.8.9	na niye siwagesile. 
HEB.8.10	Mndewa kolonga, lagano dino nizatenda na wanhu wa Isilaeli
HEB.8.10	Zahafosa siku ziya,
HEB.8.10	nizakwika malagilizo yangu muna zinzewele zawo
HEB.8.10	na kwandika mwiimizoyo yawo.
HEB.8.10	Nizakuwa Mulungu wawo,
HEB.8.10	nawo wezakuwa wanhu wangu. 
HEB.8.11	Habule yonda yamfundize miyage,
HEB.8.11	hebu yonda yamulongele ndugu yake,
HEB.8.11	‘Mmanye Mndewa.’
HEB.8.11	Kwaviya wose wezanimanya niye,
HEB.8.11	kwandusila mbugilambugila na wanhu wamanyike. 
HEB.8.12	Nizawalekelela wihi wawo
HEB.8.12	na hezaugesa uhasanyi wawo bule.”
HEB.8.13	Kwa kulonga lagano dino da sambi, Mulungu katenda lagano da umwaka disakale, na chinhu chochose chochisakala na kuwa cha umwaka chizasegezigwa sambi.
HEB.9.1	Lagano da mwanduso dikala na nzila zake za kutambikila na hanhu helile ha kutambikila hohazengigwe na wanhu. 
HEB.9.2	Hazengigwa zewe da viheleto vidi, chiheleto cha mwanduso chitangigwa Hanhu Helile na chiheleto chekaidi chitangigwa hanhu helile ng'hani. Umo mukala na chinhu chiya cha kwikila vitasa na lupango na magate vovikigwe haulongozi ha Mulungu. 
HEB.9.3	Kuinzingo ya panziya dekaidi, kukala na dizewe da Mulungu ditangigwe, Hanhu Helile Ng'hani 
HEB.9.4	Umo mukala na chilingo cha zahabu kwa ichimu cha kufukizila ubani, na sanduku da lagano, dodikalile dihakigwa zahabu banzi zose, na mgati yake mukala na ziga doditendigwe kwa zahabu dodikalile na ndiya yoitangigwa mana mgati yake, mhome ya Haluni yoikalile isuka mayani na mabwe yaja maidi yoyandikigwe lagano. 
HEB.9.5	Mchanyha yake kukala na nyang'hiti zili na utunhizo na mabawa kuchiguma sisila chigoda cha ukulu. Mbali sambi siyo lusita lwa kulonga chila chinhu chimwe chimwe.
HEB.9.6	Vino niivo vowekile vinhu vose. Maabaho chila siku wakulu wa nhambiko wengila muna ichiheleto chiya cha mwanduso cha dizewe da Mulungu kwa kusang'hana sang'hano zawo za nhambiko. 
HEB.9.7	Mbali Mkulu wa nhambiko digogogo muhala kokwingila muna dizewe na kutenda ivo mwanza umwe kwa mwaka. Kosola damu yoilavigwe nhosa kwa Mulungu kwa ichimu chake yeye mwenyewo na kwa ichimu cha uhasanyi uwatendile wanhu bila kuvimanya. 
HEB.9.8	Muhe Yelile kofundiza kulawa chipindi dizewe da mwanduso ding'hali dima, nzila ya kwingila hanhu helile ng'hani ha kuulanga ing'hali kuvuguligwa. 
HEB.9.9	Mbuli ino ni simwe da chipindi cha sambi. Malavilo na nhosa volavigwa kwa Mulungu mbali havidaha kutenda yoyotambika kuwa na moyo ufaya, 
HEB.9.10	kwaviya yayo yose yakala malagilizo yosonhela ndiya na ving'waji na kunawa nhende mbasakanyo mbasakanyo. Yoyalamuligwe mbaka lusita vondavikigwe va sambi.
HEB.9.11	Mbali Chilisito keza kuwa Mkulu wa nhambiko digogogo yoyosang'hana na mbuli zinogile ziya zilawilile sambi, yeye kengila muna dizewe da Mulungu dinogile ng'hani na haihungikiligwe na chochose, zewe ijo hadizengigwe na makono ya wanhu bule, kwaviya siyo zewe da isi ino ilumbigwe. 
HEB.9.12	Kengila Hanhu Helile Ng'hani mwanza umwe muhala, yahawa kasola siyo damu ya luti na dang'ang'a da ng'ombe, mbali kasola damu yake yeye mwenyewo, kaching'ha ukombola wa siku zose. 
HEB.9.13	Mana wanhu wambule mwiko muna inzila ya kumtambikila Mulungu viwamiziligwe damu ya luti na ng'ombe na ivu za midang'ang'a, wasafyigwa. 
HEB.9.14	Mbali Chilisito mulopozi kailava mwenyewo kwa Mulungu yawe nhosa ifaya kwa ludabwa lwa Muhe wa Mulungu wa siku zose. Vino damu yake haidaha kusafya ng'hani umanyi wetu wa uhasanyi wetu na kuchilopola muna zisang'hano zetu hazifaya na kuchitenda chimsang'hanile Mulungu yeli mgima?
HEB.9.15	Kwa ichimu chino Chilisito iyo mulumbilizaji wa lagano da sambi, ivo waja wose wowatangigwe na Mulungu wodaha kutemiligwa mate siku zose zowalongeligwe na Mulungu. Ifa yake yowakombola wanhu kulawa uhasanyi uja uwatendile chipindi chiya cha lagano da umwaka.
HEB.9.16	Mana moto wa ichigulogulo womanyika fana ija yawikile hadanganike. 
HEB.9.17	Mana lagano dina ludabwa fana mwenyewo kadanganika, lagano dabule ludabwa fana mwenyewo mgima. 
HEB.9.18	Lekamana hata lagano da mwanduso hadikigwe bila damu. 
HEB.9.19	Teng'hu Musa kawagong'ondela wanhu wose malagilizo fana viikalile muna yamalagilizo, maabaho kasola damu ya luti kahanganya na mazi, na kamizila ichitabu cha malagilizo na wanhu wose, kasang'hanila nyuzi ndung'hu na lufumbasi. 
HEB.9.20	Kalonga, “Ino iyo damu yoilagusa lagano diya Mulungu diyamulagilizeni muditegeleze.” 
