MAT.1.1	Ngel evi naul ne metka se Iesu Kristo metka se Devet, ko metka se Epram.
JAS.1.13	Poro jinibb san p̃ilesi nanu san purrowrrowe ni, ko ni sete puwrai pirpel “O, Atua ko orrowrrowe inu.” Ejki, suri nanu nga m̃isij sete orongwos purrowrrowe Atua, ko Atua sete orongwos purrowrrowe jinibb san nga puloli nololien nga m̃isij. 
JAS.1.14	Ko nanu nir arongwos parrowrrowe jinibb daron nga ni sete mivijuri Atua ko mivijuri lweni sev nga ni lweni mimrreni, ko nanu nga marsij markerkerasi ko marevei tweni. 
JAS.1.15	Ko norrorrmien nga marsij ngok arvesi nololien, ko nololien, daron nga milep vajin, ko evesi mijen.
JAS.1.16	Tasik ko jojik nir, numrreni kami elep. Sete kaploli jinibb parkerkerasi kami, ko kaprongwose p̃irres 
JAS.1.17	nga nanu jijle nga marres ko merrenien jijle nga marres lenglengen arpelari mare ji Atua ko wor nga m̃ilngi moron re melrin, mian ko mara-vini ji kerr. Murru Atua sete orongwos p̃irieni, ko sete orongwos p̃ilik telure kerr ko p̃ilinglingi kerr renge nemalik. 
JAS.1.18	Suri Atua emarong, niko m̃ilai nale weretunen sen tevi kerr nga rrapivi natun. Ko renge nanu jijle nga m̃imajinge ko m̃ilngi iel ngatan, kerr rramivi batbatun.
JAS.1.19	Tasik ko jojik nir, numrreni kami elep. Kapmurrong p̃irres. Kami jijle, lolaren se kami sete pingavilvil p̃elak, ko rijen se kami kele sete pingavilvil, ko kapsaro ma pingavilvil nga kapmurrong. 
JAS.1.20	Suri murru jinibb nga mulolar sete orongwose puloli murrun nga mumomsawos nga Atua mimrreni p̃irrmali. 
JAS.1.21	Niko, kaplai tweni ko wor murrun jijle nga marrokitkit ko murrun nga marsij nga marmaur wor milep re nolo kami, ko kaploli wor norrorrmien se kami pian ngatan. Ko kapmarong nga Atua purwi nale sen re nolo kami, nga puloli kapmaur.
JAS.1.22	Ko sete kapkerkerasi lweni kami nga kaprunge nawon bbonge nale se Atua ko sete kamloli. Kaploli wor nale nga naul ngok muwrai ko. 
JAS.1.23	Jinibb nga mumurronge nale ngok ko sete mokloli nanu nga nale ngok muwrai, osorsan tevi jinibb nga mokmeteni non renge natung, 
JAS.1.24	ko daron nga mivel lingi, setemun orongwose nga non erpese. 
JAS.1.25	Ko nale nesesreien ngok emawos jijle, ko orongwose puloli jinibb pivel sisarow. Ko m̃er nga mokmeteni lilane nale nen, ko mokmurronge m̃irres, sete ornge nawone, ejki, okloli ko wor. Ko morok ko ma, Atua puloli purnge p̃irres re sev nga muloli ngok.
JAS.1.26	Poro jinibb san owrai nga ni okosuri Atua erres, ko sete otor metmet lilane nemen, morok rrek okkerkerasi lweni kobbong, ko murrun nga mokosuri Atua rengen evi nanu nawon kobbong. 
JAS.1.27	Murru sel nga rraposuri Atua Tata, nga m̃ilesi muwokwok m̃irres ko musorsan m̃irres, erpel: kerr pivivel ko wor ji bipiwarreng nga marivi melus, ko ji nesevin nga diwen ser marmij lingir, ko piwilwil se nir renge sev nga nevrer mumrrol rer. Ko rraprrul totkoni mauren se kerr puwokwok, nga murrun nga m̃isij ne iel ngatan sete pulokloksi.
JAS.2.1	Tasik ko jojik nir, kamosuri pa Numal se kerr nga mivi Numal ne nosrövien. Ko niko sete kaploli murrun nga kamtori jinibb nga joror milep nir, ko nga kamok-meteni jinibb nga joror muwelili nir arirpe nanu nawon kobbong. 
JAS.2.2	Ko niko, poro jinibb pieru porini loloim re naim loten se kami, tuwen nga mujokjok m̃irres ko m̃ilngi nasum nga mivi gol renge bbös nevren, ko tuwen nga joron marmerrerrerr, ko esij poro norrorrmien se kami pieru e re laru ngok nuru. 
JAS.2.3	Sete erres nga kaposuri m̃er nga mujokjok m̃irres ngok, ko kaprrorrmi p̃isij suri m̃er nga joron m̃isij ngok. Sete osorsan nga kaplai m̃erwomu van lat nga m̃irres p̃elak ngok, ko kapwera “Numal, ngel evi lat nga nik, kupini kupsakel rengen”, ko tevi m̃ervitu nen, kapwera “Kuptur pa iok ko!”, rreknga “O, ejki, rrek kupini ma kuplik iel ngatan”. 
JAS.2.4	Daron nga kamok-loli mirpok, ko kamok-teri wukari vajin kalesia se kami evi meling eru e, ko kamok-wer lokloksi jinibb renge norrorrmien nga setete mumomsawos m̃irres.
JAS.2.5	Tasik ko jojik nir, numrreni kami elep. Kapmurrong p̃irres. Jinibb nga joror muwelili renge iel ngatan, Atua otobbtobbue tweni nir nga parimare parwun saut renge nosurien. Ko elai derteren tevi nir ngok nga paran loloim renge batun vanu sen, erpe nga muwrai pa tevi jinibb nga marmerreni ni milep. 
JAS.2.6	Ko kami ma kamok-meteni b̃eres nir nir arirpe nanu nawon kobbong. Weta, ko jinibb si nga marok-lokloksi kami, ko marok-lai kami van re nosp̃en se numal nir? Ngok sete jinibb nir nga joror muwelili, ko jinibb nga joror milep kobbong. 
JAS.2.7	Ko nir kele kobbong marok-rij m̃isij tere nais nga m̃irres ngok nga Atua muloli kamwajie, nga jinibb nir parveruse kami ‘Jinibb se Kristo’.
JAS.2.8	Renge Naul On, nale nesesreien san oto nga mivi batu nale nesesreien m̃inij kele se Atua, nga muwra ‘Kupmerreni ko wor selem nir, kuploli p̃irres ko wor tevir pirpe nik komok-loli lweni m̃irres tevi nik.’ Poro kapok-vijuri nale nesesreien ngok, ko kamok-vijuri sel nga musorsan ko. 
JAS.2.9	Ko poro kapok-osuri jinibb nga joror milep ko kapok-meteni jinibb nir nga joror muwelili parirpe nanu nawon kobbong, ko ngok kami kamok-loli nololien ko, ko nale nesesreien se Atua puwrai nga kamivi jinibb nga kamok-tor otvi nale nesesreien. 
JAS.2.10	Suri jinibb nga putor otvi nale sansan kobbong re nale nesesreien ngok ololi nololien, osorsan erpe nga poro putor otvi nale totoklai ren. 
JAS.2.11	Suri Atua nga muwra ‘Sete kapvenae nesevin’, Atua nen kele kobbong muwra ‘Sete kaprevji pini jinibb’. Poro sete kapvenae nesevin ko kaprevji pini ma jinibb, kamivi ko wor jinibb nga kamtor otvi nale nesesreien. 
JAS.2.12	Renge nabong nga Atua pia-wer sesesre lat nga puto suri tevi jinibb nir, ko ni puloli kami kapa-asi kobbong. Ko niko lelingenok kami kaploli murru kami p̃irres p̃etp̃eti. 
JAS.2.13	Suri daron nga Atua pia-wer sesesre lat nga puto suri tevi m̃er nga sete mokrrorrmi jinibb, ni kele sete orongwose purrorrmi m̃ernen. Ko jinibb nga ma mokrrorrmi jinibb, Atua sete mia-wer lokloksi ni.
JAS.2.14	Tasik ko jojik nir, poro jinibb san pokwera okosuri Kristo, ko sete okloli majingen nga m̃irres san suri, ni p̃ia-lesi sev ko p̃irres rengen? Nosurien nga mirpok sete orongwose p̃ilai ni van re mauren nga m̃irres. 
JAS.2.15	Poro tasi kerr rrek joji kerr sopor sunsun ko nanen ser pijkie, 
JAS.2.16	ko kerr san sete mia-van mia-lai ser, erpese ko? Ko poro kerr san puwrai tevi nir “Atua p̃irij p̃irres suri kami. Kapluwi van, kaptutun ko kapaan p̃irres”, ko sete p̃ilai sunsun rrek nanen tevir, ko iok sete ewilwil ser rragrrag. Nale ngok evi nanu nawon kobbong. 
JAS.2.17	Ko nosurien se kerr erpok: poro pisan bbong putur, ko majingen nga m̃irres san sete putur tevi, ko ngok erpe emij jile ko pa osuw.
JAS.2.18	Ko poro nik kupwera, “Morok nosurien sen otoe, ko m̃erak ma okloli majingen nga marres”, ko inu bowra lweni tevim, “Eterter wor nga nosurien putoe renge jinibb san poro nga majingen sen ejkie. Suri majingen sen ko wor eviseni nga nosurien sen mutoe.” 
JAS.2.19	Nik kuosuri nga Atua esan kobbong otur? Erres, ko demij kele arosuri erpok, ko aririr elep suri! 
JAS.2.20	Jinibb nga muosuri ko sete mokloli majingen nga marres, nosurien sen ngok evi nanu nawon kobbong. Jinibb lenglengen, kumrreni beviseni nanu ngok tevim? 
JAS.2.21	Erres, ko kuprrorrmi ta b̃irtera ngok se kerr Epram. Atua ololi evi jinibb momsawos renge non suri sev? Suri majingen sen kobbong, nga m̃ilai natun Aesak ko m̃ikai totkoni renge nawot nga pivi sulsulen van ji Atua. 
JAS.2.22	Kuplesi, nosurien sen ko majingen sen orto korti erres, ko niko muloli nga nosurien sen m̃irres jijle vajin. 
JAS.2.23	Ko nanu ngok ololi nale nga muto renge nale on errmali, nga muwra ‘Epram osuri Atua, ko suri muosuri Atua, Atua ololi ni evi jinibb mawos renge non’. Ko jinibb arok-veruse ni ‘Sele Atua’. 
JAS.2.24	Kaplesi ta suri: Atua ololi jinibb evi jinibb mawos renge non suri majingen sen, sete erpe nosurien sen kis kobbong. 
JAS.2.25	Ko osorsan kobbong tevi nesevin san ne sel nga tuwi ngok, Reap. Atua ololi evi nesevin nga mimawos renge non suri sev? Suri emetmete m̃eri Isrel ngok nuru erres, nga morini silveni porlesi wose Jeriko. Ko ni etkai nuru oran orteptepi renge naim sen, mian ko vitunen okoni tweni nuru orluwi van sise nuru e renge sel m̃inij, nga m̃eri Jeriko nir sete parrul re nuru.
JAS.2.26	Niben nga nem̃in mijki ren sete mia-maur, pimij ko wor. Ko osorsan kele, nosurien nga majingen nga marres sete marpitevi, ni sete mia-maur, pimij kele ko wor.
JAS.3.1	Tasik ko jojik nir. Sete erres re kami pilep kapivi jinibb nevisvisenien se kalesia nir. Kaprongwose ko wor daron nga Atua pia-wer sesesre lat nga puto suri tevi kem jinibb nevisvisenien, ni pia-loli p̃iterter kele wor tevi kem, p̃iasi murrun nga pia-loli daron nga pia-wer sesesre lat nga puto suri tevi jinibb m̃inije nir. 
JAS.3.2	Daron elep nga kerr jijle rramok-loli esij. Jinibb nga sete mutor jabble nanu san renge nale sen evi jinibb san nga mimawos jile mirres, ko orongwose putor ore nanu nga marsij nga marivi neblaot van re mauren sen totoklai. 
JAS.3.3	Rramok-lingi bebje delrrurr nga welili van renge jingo os nga puloli puosuri kerr, ko orongwose rraploli pian lat nga rrammerreni pian e. 
JAS.3.4	Ko kaprrorrmi ta drrav nga marlelep nga niwos ner marwelili jer kobbong. Ko daron nga ling nga milep m̃ilai, jinibb nga mutori niwos ngok orongwose puloli ko wor pian lat nga mimrreni pian e. 
JAS.3.5	Ko neme kerr erpok ko. Evi nanu nga welili jer kobbong, ko orongwose p̃irij melmelas renge nanu nga marlelep nir.
JAS.3.5	Nabb nga m̃in nga welili jer kobbong evter nga puloli lat nga milep san p̃insa. 
JAS.3.6	Ko neme kerr osorsan erpok. Evi nibe kerr sopon; ko nanu jijle nga marsij arok-pelari rengen, ko arok-lokloksi totoklai mauren se kerr. Neme kerr elai nabb renge lat ne nejijkien, ko okloli nabb ngok okin surusri renge nolo kerr. 
JAS.3.7	Jinibb orongwose puloli nanu rrum nir, numön, num̃et, ko mesal ne dis parmu, ko arok-loli pa erpok osuw. 
JAS.3.8	Ko san sete orongwose puloli ni lweni nemen pumu. Nale nga miplari renge neme kerr esij elep, ko sete rramrongwose rrapjinge. Osorsan tevi nanu nga murongwose pirevji pini jinibb. 
JAS.3.9	Rramrij ma tevi neme kerr nga rramok-surövi Atua Tata Numal se kerr, ko rramok-rij m̃isij kele tevi jinibb nir nga Atua muloli nir marsorsan kobbong tevi ni. 
JAS.3.10	Renge jingo kerr sansan kobbong rramok-rij nale nga m̃irres, ko nale nga m̃isij kele. Tasik ko jojik nir, setete erres nga nanu ngok piplari pirpok. 
JAS.3.11	Sete mete nuwi san orongwose nuwi ko dis, nuru korti porremali rengen. 
JAS.3.12	Kami kamrrorrmi nga duru mango orongwose piwen wene namul rengen, rreknga bainau orongwose piwen wene mango rengen? Ejki! Ko dis sete orongwose pivi nuwi nga rramok-mini. Erpok, poro nga jinibb san pokrij p̃isij, ngok eviseni pae nga liken sen totoklai esij.
JAS.3.13	Poro evis re kami ngok marok-wera nga norongwosien ser mutoe ko marongrongwos, erres nga parviseni nanu ngok renge mauren ser. Mauren ser pusorsan ko wor. Nolor pian ngatan, ko majingen ser piplari renge norongwosien ser ngok. 
JAS.3.14	Ko poro nolo kami pokleplep p̃elak nga jinibb m̃inij marivi jinibb nga marlelep, daron nga kami kele bbong kammerreni kapivi jinibb nga marlelep, ngok, sete kaprij melmelas suri norongwosien se kami, ko sete kaploli gerisen nga kapsilveni weretunen. 
JAS.3.15	Norongwosien ngok sete evi norongwosien nga miplari renge melrin. Ngok evi norongwosien se jinibb kobbong, nga miplari iel ngatan, ko miplari ji Demij kele. 
JAS.3.16	Daron nga jinibb nolon mokleplep mirpok ko mimrreni pian mare re jinibb m̃inij kele, niko muloli nanu jijle setemun orongwose pukorti p̃irres, ko murrun jijle nga marsij arpelpelari vajin.
JAS.3.17	Ko murru jinibb nga ma m̃ilai norongwosien renge melrin enije. Womujnen, mauren sen owokwok erres. Evi jinibb ne demat, evi jinibb nga m̃ilik malum, evi jinibb nga mukorti m̃irres tevi jinibb nir, ko evi jinibb nga mokrrorrmi jinibb. Ko evi jinibb nga wenen nga marres elep arto renge mauren sen. Ko morok sete pokwera jinibb san esij kele, ko sete poksilveni nolon. 
JAS.3.18	Ko daron nga jinibb ne demat marmajing renge murrun nga mumolmol, osorsan tevi maruwi jelangin nga m̃irres nga wenen mivi mauren nga musorsan m̃irres.
JAS.4.1	Batu balpalen ko batu laten nga marok-pelari ji kami arivel ngabe vini? Arok-pelari suri re norrorrmien se kami, kammerreni kaplai nanu jijle, ko ngok ololi nolo kami oto karkar. 
JAS.4.2	Nolo kami elai temijpal nanu nir, ko suri sete kamrongwose kaplair, niko kamrevji pini jinibb surir. Kammerrmerreni nanu elep, ko sete kamrongwose kaplair; mian ko kamlat, ko kampalpal surir. Ko sete kamlai wor nanu nga kammerreni, suri sete kamngoni tevi Atua. 
JAS.4.3	Ko daron nga kamngoni tevi Atua, sete kamlai kele, suri norrorrmien se kami sete osorsan. Kamok-ngoni nanu ngok nir tevi Atua nga nolo kami kobbong mimrreni.
JAS.4.4	Kamirpe nesevin san nga mokloli batun. Suri sev sete kamrongwose nanu ngel: jinibb nga mivijuri murru iel ngatan, ko evi pa devje nuval se Atua. Niko, poro jinibb san pimrreni pivijuri murru iel ngatan, ko evi vajin devje nuval se Atua ko. 
JAS.4.5	Nale On se Atua owrai erpel: ‘Atua emrreni wor elep nga norrorrmien se kerr nga ni m̃ilngi muto re nolo kerr p̃iterter renge ni kobbong’, ko ngok sete evi nale nawon ko. 
JAS.4.6	Ko Atua elai malum wor se kerr, niko Nale On sen muwra ‘Atua ewer ore jinibb nga mulololie, ko oklai se m̃er nga nolon mian ngatan’.
JAS.4.7	Suri nanu ngok, kami kaplingi wor kami ko renge melve nevre Atua. Kami kaptur ore wor Demij ko p̃iterter, puloli ni puwlu lingi kami. 
JAS.4.8	Kapruj mori Atua, ko ni puruj mori kami. Kamivi jinibb nga kamsij, kapjejavöl vaseni nevre kami ko wor. Kami nga nolon mieru e puloli lweni ko wor nolon pivini pivi sansan e, nga puwokwok luwi. 
JAS.4.9	Lelingenok erres re kaprunge p̃isij ko wor, ko kapting. Erres re kapting wor suri nololien se kami ko. Rrek erres setemun kapmen ko kaprunge p̃irres, ko kaprunge p̃isij ko kapting. 
JAS.4.10	Kaploli nolo kami pumolmol womu ne Atua, ko ni pia-loli kapa-tur imare.
JAS.4.11	Tasik ko jojik nir, sete kapwer lokloksi lululweni kami. Suri si nga m̃iwer lokloksi tasin, ewer lokloksi kele nale nesesreien se Atua, ko owra nga nale nesesreien ngok esij. Ko daron nga kamwera nga nale nesesreien ngok esij, setemun kamteptepi rengen; kamtur pa mare renge nale nesesreien ngok osuw. 
JAS.4.12	Atua kobbong esan ela nale nesesreien, ko esan kele orongwose p̃iwer lokloksi jinibb. Derteren sen otoe nga p̃ila mauren tevi jinibb, rrek puloli jinibb parjijki kele. Ko kami kamrrorrmi kamivi Atua nga kamok-wer lokloksi jinibb nir mirpok?
JAS.4.13	Kami sopor arongwose parwerai pirpel, “O, lelingen rreknga mevi kem naban re kele ngaim m̃inij e san, ko iok ma nablik e sia totoklai san, nabloli majingen nga nablesi nevöt pilep ren.” Ko kapmurrong ta. 
JAS.4.14	Kami sete kamrongwose sev nga p̃irrmali renge mauren se kami mevi. Kamirpe bbong numow ko nga m̃irrmali ko muto beblen kobbong, ko vitunen mijijki kele. 
JAS.4.15	Nale nga mumomsawos nga kapwerai, erpel: “Poro Atua pimrreni nabok-maur, ko kem namrongwose nabloli pirpel, pirpok, ko pirpak.” 
JAS.4.16	Ko lelingenok kami kamok-rij melmelas pa mirpok, ololi norrorrmien se kami ean mare p̃elak. Ko nale melmelas nga mirpok esij. 
JAS.4.17	Ko si nga murongwose pa murrun nga musorsan ko sete muloli, erpe ololi pa nololien ko.
JAS.5.1	Ko jinibb nga joror milep, kami kele kapmurrong ta inu. Erres kapting e daron nga m̃iterter nga piplari ji kami. 
JAS.5.2	Nijor se kami, erpe armutmut pa osuw. Ko sunsun se kami erpe momom mutir pa musuw. 
JAS.5.3	Gol ko silva se kami arerra pa osuw. Ko rrerraen ngok erpe nanu san nga m̃itre kami, ko p̃iani nibe kami pirpe nabb. Lelingenok bongsi iel ngatan oto mori, ko kami kamtur imare ko kamok-sere kortoni malum nevöt se kami.
JAS.5.4	Sete kamteve nowli jinibb nga marmajing renge naut se kami, ko dingen ser ngok ejpari pa nolo boro Atua nga derteren nga milep muto jin. 
JAS.5.5	Renge iel ngatan, mauren se kami emalum bbong, ko kamlai pa nanu jijle nga puloli kaprunge p̃irres. Kamirpe buluk nga marwungani milep m̃irres; ko nabong nga parevji e, kami kampelari pa ren osuw. 
JAS.5.6	Kamok-wer lokloksi jinibb nga marmomsawos ko kamrevji pinir. Ko jinibb momsawos ngok nir setete arjinge kami.
JAS.5.7	Tasik ko jojik nir, kaploli wor norrorrmien se kami pipriv ko, nga kaptiriv pianan pijpari Numal se kerr pia-luwi kele vini. Kaprrorrmi ta murrun ne marloli orsel. Kamrongwose kaploli norrorrmien se kami pipriv kele wor ko kamtiriv mianan mijpari orsel se kami wenen pia-toe. Kami kamtiriv naus nga pusani orsel se kami, ko kamtiriv kele ko wor nga kapan kaplai nanen rengen. 
JAS.5.8	Ko renge murrun ngok kele, kami kaploli norrorrmien se kami pipriv ko wor nga kaptiriv re nabong nga milep ngok nga Numal se kerr pia-luwi kele. Kaploli wor norrorrmien se kami p̃iterter ko, suri sete mia-periv nabong ngok piplari.
JAS.5.9	Tasik ko jojik nir. Sete erres kapok-worwor suri kami, kapwera “O, nanu nga m̃isij ngok, ni ko ololi.” Poro kapok-loli murrun ngok, ko Atua putor vitrangi kami. Ko kami kamrongwose nga jinibb nga mok-tor vitrangi jinibb evini pa mori, ko otomori pa p̃irrmali.
JAS.5.10	Tasik ko jojik nir, erres kaprrorrmi propet ne tuwi nir nga marok-werwer renge nise Numal Atua. Jinibb nir arloli arunge esij elep; ko norrorrmien ser sete evitan. Ko renge murrun ngok, nir arviseni sel nga m̃irres p̃elak san tevi kerr. 
JAS.5.11	Ko suri nir arok-tur eterter tetajer, rramwera Atua ololi nir arunge erres. Ko kami kamrunge pa nale suri murru Jop, nga muloli norrorrmien sen mipriv. Ko kami kamrongwos pae nga Numal Atua muloli m̃irres tevi vitunen. Suri Numal Atua okloli erres temijpal ko okrrorrmi jinibb nir.
JAS.5.12	Ko tasik ko jojik nir, mare re nanu jijle nir, daron nga kamloli rijrijen, sete kaplai nais m̃inij van re rijrijen se kami nga puloli p̃iterter kele. Sete kapjuji melrin, rreknga iel ngatan, rreknga nanu m̃inij kele. Poro kapwerai “O-o”, ko o-o ko pa, rreknga poro kapwera “Ejki”, ko ejki ko pa. Ko poro kaprij karkar kele, Atua orongwos putor vitrangi kami ko.
JAS.5.13	Erpese? Kami san ni ko nga norongen nga m̃isij miplari jin? Rrek erres ma ni pulot. Jinibb san ni ko re kami nga mokrunge m̃irres? Erres ma nga ni p̃ilai nubo nga pusrövi Atua. 
JAS.5.14	Kami san ni ko nga mimsi? Erres nga piveruse Elta se kalesia nir nga parini parlesi ni. Ko arongwose parlot suri ni ko parjivi oel van rengen re nise Numal se kerr. 
JAS.5.15	Ko loten se nir nga nosurien ser mutoe ngok puloli morok p̃irres luwi. Ko poro morok ololi pa nololien sopor, ko Numal se kerr p̃itlasi tweni ko suri, ko puloli niben p̃iterter luwi kele. 
JAS.5.16	Suri nanu ngok, kami kapwerwerai tweni ko wor nololien se kami tevi kami, ko kaplot suri kami sisamis nga Atua puloli kaprres luwi. Loten se jinibb nga mumomsawos m̃irres, derteren nen elep temijpal. 
JAS.5.17	Elaeja evi jinibb nga mirpe kerr kobbong, ko olot eterter nga naus sete pus; ko renge sia itul ko devje sia kele san, naus sete ous renge dan. 
JAS.5.18	Ko vitunen olot kele, ko naus ous vajin, ko orsel nir arres ko nanen elep kele vajin.
JAS.5.19+JAS.5.20	Tasik ko jojik, erres kaprongwose nanu ngel. Poro san re kami pivel lingi weretunen ngok, ko m̃inij re kami ngok pian p̃itkai porluwi kele, ko m̃inij nen ngok ololi pa majingen nga m̃irres p̃elak ko. Jinibb nga mokririeni jinibb sij mijkie renge sel nga sete mumomsawos, mulwi vini renge sel nga mumomsawos kele, elai pa se mauren se jinibb nga m̃isij ngok, ko m̃er nga m̃isij ngok sete mia-jijki. Ko m̃erwomu ngok ololi kele sel nga Atua p̃itlasi tweni nololien pilep.
1PE.1.1	Inu Pita nuvi aposol se Iesu Kristo, nuwra erres tevi kami jinibb se Atua nga kamlik lat sarrsarr mirpe jinibb neturvitan nir, re Pontas, Galesia, Kapatosia, Esia, ko Bitinia. 
1PE.1.2	Atua Tata se kerr otobbtobbue kami tuwi ko pa nga kapivi jinibb sen, ko Nem̃in sen ololi kamon erres. Kamosuri Iesu Kristo, ko drran ejivle tweni nololien se kami. Ngel evi loten suk, nga tetajer Atua pok-wilwil se kami renge nalol nga m̃irres, ko tetajer p̃ilngi demat puto tevi kami.
1PE.1.3	Erres nga rrapwera erres temijpal tevi Atua nga mivi Atua ko Tata se Numal se kerr Iesu Kristo. Atua ngok ok-rongpote kerr, ko renge murrun ngok, ololi erpe kerr rram̃iak luwi kele, rramtor sweri mauren nga mimerr. Ko ngok eplari suri nga muloli Iesu Kristo mimaur luwi kele renge mijen. Ngok puloli norrorrmien se kerr p̃iterter nga puto tetajer. 
1PE.1.4	Ko rramrongwose nga Atua elngi merrenien nga milep oto metmet renge melrin terai jinibb sen nir. Nanu ngok sete orongwose p̃isij rreknga pumutmut rreknga pijijki, ejki. Atua emetmet lilane re melrin. 
1PE.1.5	Nanu nga m̃irres ngok evi se kerr nga rramosuri Atua. Ko suri nosurien se kerr nga muto m̃iterter renge Atua, Atua orrul totkoni kerr pianan pijpari nga p̃ilai mauren tevi kerr, ko pia-viseni vajin nanu jijle nir renge nabong nga vitu.
1PE.1.6	Kap̃ir lenglengen suri iok, ewretun poro lelingen wolok ko pa, kami kamrunge esij wor suri nanu karkar nga marini parrowrrowe kami. 
1PE.1.7	Nanu ngok nir arivi nga parrowrrowe kami ko parlesi nga nosurien se kami evi weretunen. Netkur ne sir nga m̃ikipkap̃il, arolngi re nabb, mian ko emetet erres vajin.
1PE.1.8	Kammerreni lenglengen Iesu Kristo, ko setewor kamlesi nabong san. Ko nosurien se kami oto eterter rengen, ko sete nale san orongwose p̃iwer jipari neiren nga m̃irres se kami nga muto m̃iterter renge Atua. 
1PE.1.9	Ngok kapjipari sev nga nosurien se kami murrorrmi nga kaptor sweri ko, nga Atua p̃ilai se mauren se kami.
1PE.1.10	Propet ne tuwi kele nir arok-pejpej sel nga Atua p̃imajing ren nga piwilwil se jinibb ren. Ko arp̃elak elep nga parlesi; ko sete arlesi, ko arwera pia-pelari nabong san. Ko kerr le vajin rrama-lesi. 
1PE.1.11	Propet nen nir arloli lesi, arpejpej sel sev, ko renge daron sev nga nanu ngok nir parremali ren, suri Nem̃in se Kristo nga muto renger ok-juji malum nanu ngok nir. Ok-werai tweni tevir nga Kristo purnge p̃isij renge niben, ko vitunen Atua p̃ilai nais nga mian mare temijpal tevi renge melrin. 
1PE.1.12	Atua eviseni tevi propet nir nga nale weretunen ngok sete evi rragrrag se nir, ko evi se kerr nga rrammaur lelingenok. Ko nale weretunen ngok errmali pa ji kerr osuw.
1PE.1.12	Nir nga marwerai tweni vajin nosp̃en nga m̃irres renge derteren se Nem̃in On nga Atua mukoni renge melrin vini, nir ngok ko arlai eplari. Ko nale weretunen ngok, anglo kele nir arser rrale nga parlesi wose.
1PE.1.13	Re iok, kami kaploli norrorrmien se kami puto metmet ko pim̃erer p̃irres. Ko kami kaplingi norrorrmien se kami puto tetajer renge Atua nga ni piwilwil se kami renge nolon nga m̃irres daron nga Iesu Kristo pia-rremali ren. 
1PE.1.14	Kaposuri Atua. Sete kapmarong nanu nga kammerreni nir ne tuwi daron nga kamlengleng vane e, parevei murru kami. 
1PE.1.15	Atua ngok nga mok-verus kami on, ko owokwok erres. Ko renge murrun ngok, kami kele kapon ko kapwokwok p̃irres. 
1PE.1.16	Suri Naul On owra ‘Kami kapon ko wor ko kapwokwok p̃irres, pirpe inu nuon ko nuwokwok erres.’ 
1PE.1.17	Ko kamok-lot van jin, ko kamveruse kamwera, Tata. Ko kaposuri kele ko wor ni p̃irres re mauren se kami iel ngatan, suri Atua puwra suri lat nga puto suri tevi jinibb jijle re norrngov sansan ngok kobbong, suri murrun nga marloli. 
1PE.1.18	Ko kami kamrongwos pae sev nga Atua m̃ilai nga puwli tweni kami e nga puloli kapiel sisarow renge murrun nga m̃isij nga kamtor sweri ji apu se kami nir ne tuwi. Ko sete elai nanu nga pian ko p̃isij, erpe silva rreknga gol, ejki. 
1PE.1.19	Elai drra Iesu Kristo natun mawos, nga m̃iseser renge nai pelaot, nga puwli tweni kerr. Drra ngok erpe drra sipsip san nga nabil san mijki rres ren. Ko renge no Atua, drra ngok se Kristo erres p̃elak. 
1PE.1.20	Tuwi jer pa daron nga Atua setewor m̃ilngi iel ngatan, ko otobbtobbu tweni pae Kristo nga pia-majing nanu ngok nir. Ko lelingenok nga sete mia-periv iel ngatan pusuw, Atua eviseni pa ni nga pia-lai mauren tevi kerr. 
1PE.1.21	Ko suri nanu nga Atua muloli ngok, kami kamini pa kamosuri Atua nga muloli Kristo emaur luwi kele renge mijen ko m̃ilai nais nga mian mare renge melrin. Ko kamosuri eterter ko kamlingi norrorrmien se kami oto malum eterter renge Atua. 
1PE.1.22	Kamloli mauren se kami owokwok pa osuw re no Atua suri kamosuri pa nale weretunen osuw, ko orongwose kapmerreni tasi kami renge murrun nga musorsan m̃irres. Ko kapmerrmerreni lululweni kami tevi nolo kami p̃etp̃eti vajin. 
1PE.1.23	Kam̃iak luwi pa, ko kamtor sweri mauren nga mimerr. Ko mauren ngok sete eplari renge jelangin nga mia-mutmut; eplari renge jelangin nga sete mia-mutmut nabong sopon. Jelangin ngok evi nale se Atua, nga mimaur ko sete mia-jijki nabong san. 
1PE.1.24	Naul On owra ‘Kerr rramirpe mösmös kobbong, ko joro kerr nga m̃irres p̃elak erpe bbong nevngu mösmös ko. Mösmös orongwose pukur, ko nevngun kele pian ko parvitvitan. 
1PE.1.25	Ko nale se ma Atua puto tetajer.’ Ko nale ngok evi nale ne nosp̃en nga m̃irres ngok nga marwerai tweni pa osuw tevi kami.
1PE.2.1	Niko, kapsuw vajin re kamok-loli murrun nga m̃isij. Sete kaplolar, ko sete kapkerkeris, ko sete kapsilveni nolo kami. Sete nolo kami pileplep, ko sete kaprij p̃isij tevi jinibb m̃inij. 
1PE.2.2	Kami kapirpe bipi nga mia-iak nga mimrreni lenglengen pusus; ko daron nga musus vajin mian ko jin eterter temijpal. Ko kami kele kapirpok, kaplai nanen nga puwngani nem̃i kami nga puloli Atua pia-lai mauren tevi kami rengen. 
