MAT.1.1	Allaya listaan cha lampeɏpuwan Jesu Kristu un galak Ari David ya galak bo Abraham. 
PHP.4.9	Ya cha losan un ilacheɏyu kan ilawatyu kan chingngeɏyu ya intullongyu kan sakon, hachi koonyu. Ked si Apudyus un mampalin-awa si somsomok, iinggew kan chikayu.
PHP.4.10	Amod chi galasku kan Apu Jesus, ti ulay lu labyeyeg, kasinyu sakon tiluɏungan si langipain-anyu si ayatyu kan sakon. Achipunku kalan un laliwatanyu sakon, ngim lappun wayayuʼn mangipaila si ayatyu. 
PHP.4.11	Achipunku kalan un kuɏang cha masapuɏk, ti piliingsak un maplok ulay silu un awed kan sakon. 
PHP.4.12	Pilachasku un lakuɏangan ya lasasaweɏ. Ked si sala, ulay silu makwa kan sakon, ulay mabibittin man willu mamassug, ilagammuk chi kopyan maplokan. Ked lappun lilik kan cha masapuɏk, ulay lappun willu masaweɏ. 
PHP.4.13	Kabyeeɏak losan ulay silu, mipagapu si tuɏung Jesu Kristu un siya mampakoscheɏ kan sakon.
PHP.4.14	Ngim manyamalak ti amod chi tuɏungyu kan sakon kan cha allaʼn ligatku. 
PHP.4.15	Chikayuʼn iPhilippi, ammuyu un chikayu laluɏung kan sakon si ummoyolak ud Macedonia si chamun chi langibyegbyeg-ak si bibiɏuʼn chameg. Chikayu abus chi langatod si losan un masapuɏk un siya isun chi lakakawachiyanyu kan sakon. 
PHP.4.16	Ulay chi illinggewak ud Thessalonica, impawpaw-ityu tuɏungyu kan sakon. 
PHP.4.17	Manyamalak kan cha losan un tuɏungyu kan sakon. Ngim piok un ipakaammu kan chikayu un chakampun un hachi singsingtok, ngim siyad singsingtok chi machogchog-an chi gunggulayu. 
PHP.4.18	Ked si sala, lappun langkuɏangak ngim lasaweɏ, ti ilawatku losan cha impaw-ityu kan Epaphroditus. Ked cha hachiʼn impaw-ityu, isucha mambyanguʼn maichatun kan Apudyus un maplokala ya mampagalas kan siya. 
PHP.4.19	Si Apudyus, lappun miyisuwan chi kilabyaklangla, ked mipagapu kan Jesu Kristu, idchola cha losan un kasapuɏanyu.
PHP.4.20	Ked chaychayawon taku si Apudyus un Ama taku ing-inggala. Amen.
PHP.4.21	Pakumustaok cha losan un tagun Apudyus utlat un lamati kan Jesu Kristu. Ked cha susulud taku un inggew kan sakon, pakumustaoncha bo chikayu. 
PHP.4.22	Siya bo kan cha losan un tagun Apudyus un inggew utla Rome, amod gey cha hachiʼn inggew si byeɏoy chi Ari, pakumustaoncha bo chikayu losan.
PHP.4.23	Iluwaluk ta kacheguwan chikayu losan kan Apu Jesu Kristu.
COL.1.1	Sakon si Paul un chilutukan Apudyus un man-apostoles Jesu Kristu. Awed utla si Timothy un sulud taku.
COL.1.2	Allaya suɏatmi kan chikayuʼn susuludmi utlat Colossae un tagun Apudyus un malagpatiʼn mamotog kan Kristu.
COL.1.2	Iluwaluk ta kacheguwan chikayu losan kan Ama takuʼn Apudyus, ya palin-awaola somsomokyu.
COL.1.3	Lu iluwaluwanmi chikayu, pasig kami manyaman kan Apudyus un Aman chi Apu takuʼn Jesu Kristu, 
COL.1.4	ti chingngeɏmi mipanggop si pammatiyu kan Jesu Kristu ya ayatyu kan cha losan un tagun Apudyus, 
COL.1.5	ti lamlamaonyu inchulin Apudyus un para kan chikayu ud langit. Chingngeɏyu allaʼn lamlama si chamuʼn lipakaammuwala kan chikayu ugud un katuttuwaan un bibiɏuʼn chameg. 
COL.1.6	Ha bibiɏuʼn chameg ked chumakechakeɏ ya miwaɏawaɏas si intilun chi lubung, ked isun chi lakwa kan chikayu si chamuʼn langngeɏanyu ya laawatanyu katuttuwaan mipanggop si kachegun Apudyus. 
COL.1.7	Ilacheɏyu kan Epaphras un ay-ayatonmi un biɏunmi. Siya osaʼn mantegochen un mansimbi kan Kristu ya siya mangitakcheɏ kan chikami utlat. 
COL.1.8	Imbyegala kan chikami mipanggop si ayatyu kan chikami, un illidchon chi Ispiritun Apudyus kan chikayu.
COL.1.9	Ked inggan chi langngeɏanmi un lamati kayu, pin-ami illuwaluwan chikayu ta maammuwanyu ustuʼn kilalaing ya maawatanyu pion Apudyus para kan chikayu. 
COL.1.10	Ti lu katchi, matagu kayu un makaay-ayu kan Apu Jesu ya ipupuutyu un mangwa si mas-omala, ked mamunga kayu si mangkalakalasi un bibiɏuʼn koonyu ya machogchog-an cha ammuyu mipanggop kan Apudyus. 
COL.1.11	Iluwalumi un pakoscheɏon chikayu kan Apudyus si lakaskaschaaw un pallakabyelinla ta maattomanyu, maalusanyu ya lagalas kayu ulay silu makwa kan chikayu. 
COL.1.12	Ked pasig kayu manyaman kan Ama takuʼn Apudyus ti illidchen chitaku si kalobbongan un makatawid si ingkarila para kan cha tagulaʼn mipati si mampangatala un mampadcha. 
COL.1.13	Ti tilagula chitaku si pallakabyelin Satalas un manturay si manggikbot ya impatila chitaku si mampangatan chi tagtagopolaʼn Alakla. 
COL.1.14	Mipagapu kan siya, lawayawayaan taku, piolaʼn uguchon, lapakawan cha byasuɏ taku.
COL.1.15	Si Kristu mangitullongan lu silu isun Apudyus un achipun maila, ya siya lisisigud un illiinggew si chaampun chi lubung makwaan, ya siya kangatuwan kan cha losan un killingwan Apudyus. 
COL.1.16	Ti mipagapu kan siya, killingwan Apudyus cha losan un awed ud langit ya utla pita, cha maila kan achipun maila, pati cha papangat ya cha turay, ya cha alla kalobbongancha. Lakwa cha losan mipagapu kan siya ya para si michayawala. 
COL.1.17	Illiinggew si Kristu si chaampun chi allaʼn lubung makwaan, ya siya mamangchon kan cha losan. 
COL.1.18	Ked siya isun chi uɏu taku un mamati ya chitaku isun chi long-egla. Siya puun chi matattaguwan taku ya siya panguɏuʼn Alak Apudyus. Siya ummuli latagu ta mambyalin kangatuwan kan cha losan. 
COL.1.19	Ti pion Apudyus un awed cha losan un kila-Apudyusla si Alakla. 
COL.1.20	Mipagapu kan Kristu, mantitimpuyugola kan siya cha losan un awed utla pita ya langit. Ked mipagapu si latoyan chi Alakla si krus un libukbukan chi chaɏala, kilaanla cha mampasila kan chicha.
COL.1.21	Ulay chikayu si sin-eɏgew, adchayuwan kayu kan Apudyus. Lambyalin kayu kabusuɏla gapu si cha lawwing un pin-ayu killingwa ya cha pin-ayu simsimmok. 
COL.1.22	Ngim si sala, lambyalilon Apudyus chikayu bibiɏunla un lipaacheli kan siya gapu si latoyan Kristu taplu ipeɏang chikayu un lappun byasuɏla, mampeɏkas ya lappun machillawala si sangwalanla. 
COL.1.23	Ngim masapuɏʼn ituɏuyyu pammatiyu, ya masapuɏʼn popotpotanyu pammatiyu. Ya ammanyu ilan ta achiyu maliwatan chi lamlamayu un ibyegbyegan chi bibiɏuʼn chameg un chingngeɏyu. Ha allaʼn bibiɏuʼn chameg ked libyegbyega si intilun chi lubung ked sakon si Paul un osaʼn mansimsimbi.
COL.1.24	Ulay lu mapampaligatalak gapu si langibyegbyeg-ak kan chikayu, lagalasak bo. Gapu si alla, sakon chi mangigamput si mangkuɏangan chi malliligat Kristu gapu kan cha losan un mamati un mibilang long-egla, un siya simbyaan. 
COL.1.25	Ti chilutukalak kan Apudyus un mansimbi kan cha losan un mamati, ya impiyeɏla kan sakon chi kawachi un mangipakaammu si ugudla ta bumaɏuwanyu un Gentil. 
COL.1.26	Litataɏu allaʼn ugudla kan cha achuʼn lolap. Ngim si sala, impakaammula kan chitakuʼn tagula. 
COL.1.27	Simsimmok Apudyus un ipakaammula kan cha tagula litataɏuʼn bumaɏuwan ya michayawan cha losan un Gentil. Allaya lakaskaschaaw un impakaammun Apudyus: inggew si Kristu kan chikayu, ti siya lamlamayu un mipati si biyeg ud langit.
COL.1.28	Ked ipakaammumi si Kristu kan cha losan un tagu. Byegbyegaanmi chicha ya tudtuchuwanmi chicha si kiged chi kalalaingmi, ti ipeɏangmi kacha osa kan Apudyus un lappun mangkuɏangala si litimpuyugencha kan Kristu. 
COL.1.29	Hachi mangipapattiyak un mangwaan si losan ta matungpeɏ cha alla un useɏok chi mangkoscheɏ un pallakabyelin un illidchon Kristu.
COL.2.1	Chikayuʼn susuludku utlat Colosas ya Laodicea, ya ulay bo cha uchum un chaampun mangitullong kan sakon, piok un ammuwonyu un iggak chi kabyeeɏak para si bumaɏuwanyu. 
COL.2.2	Ti ha piok un para kan chikayu losan, masegeg chi somsomokyu kan meeɏot chi mantitimpuyugenyu gapu si ayatyu, ya maplucha si kilabyaklang chi lamlama un idchon chi ustu-ustuʼn man-aawatyu. Ya ammuwoncha litataɏuʼn panggop Apudyus un mipanggop kan Kristu. 
COL.2.3	Ti si Kristu mangagammuwan taku si losan un lichuchulin un kilalaing ya somsomok Apudyus. 
COL.2.4	Imbyegak cha alla kan chikayu, ta achi kayu otyan maallilaw si chakampun un tuttuwan ibyegbyegan cha kasusukla. 
COL.2.5	Ulay lu lappulak kan chikayu, awechak si ispiritu ti pasigku chikayu sosomkon. Ked matetteɏokak si chingngeɏk un mantitimpuyug kayu ya mangkoscheɏ pammatiyu kan Kristu.
COL.2.6	Gapu ta ilawatyu si Jesu Kristu un man-Apuyu, masapuɏʼn ituɏuyyu suɏuton chi kabibiyeg un miyapot si taguʼn litimpuyug kan siya. 
COL.2.7	Ha pammatiyu kan Jesu Kristu ked isun otyan chi lummamutan chi osaʼn kayu, ya kumoskoscheɏ pammatiyu kan siya un siya litudtuchu kan chikayu. Ya pasig kayu manyaman kan Apudyus.
COL.2.8	An-allechenyu ta achi kayu maawis si tudtuchuʼn umallilaw un impatawid cha iyawi ya cha ispiritu un manturay si lubung. Lappun simbila cha allaʼn tudtuchu siya mangallilaw kan cha somsomok ya chakampun kan Kristu lampeɏpuwala ngim ugalin cha iyawi un simsimmokcha ya cha bilin utla pita.
COL.2.9	Ti lambyalin tagu si Kristu, ngim awed kan siya losan un kila-Apudyus Apudyus. 
COL.2.10	Ked gapu si litimpuyugenyu kan siya, awed kan chikayu lappun mangkuɏangalan biyeg. Ti siya kangatuwan kan cha losan un turay ya kalobbongan.
COL.2.11	Gapu si litimpuyugenyu kan Kristu, isun chi lasogyatan kayu. Chakampun un sogyat un killingwan chi tagu ngim ha insogyat Kristu kan chikayu ked ha langaalala kan cha ugali takuʼn mangwa si lawwing. 
COL.2.12	Ti si labunyagenyu, siya isun chi lakalobolanyu kan Kristu ya lakataguwanyu si ummuliyala lataguwan. Ked mipagapu si pammatiyu si pallakabyelin Apudyus un langipuuli lalagu kan Jesu Kristu.
COL.2.13	Si chaampunyu mamatiyan, isuyu lalattoy kan Apudyus gapu si byasuɏyu ya gapu ta chikayu ked Gentil, un lappun ammuyu mipanggop si lintog Apudyus. Ngim si sala, tilagun Apudyus chikayu ked impati chikayu kan siya. Ya pilakawanla cha losan un byasuɏ taku. 
COL.2.14	Ilumasla listaan cha byasbyasuɏ taku pati impabyasuɏn chi lintog kan chitaku ot imbyellula illansa si krus. 
COL.2.15	Gapu si latoyan Kristu si krus, kilaan Apudyus cha kilabyelin ya kalobbongan cha achipun mailaʼn aɏan un manturay. Ked impailala si losan un illogla chicha.
COL.2.16	Ked susulud, achiyu tuttuwaon cha mampabyasuɏ kan chikayu un mangibyegbyega un masapuɏʼn suɏutonyu achu-achuʼn ngililoncha un isun cha mipanggop si makan ya mailum ya ha koonyu si timpun chi piyasta, summaeɏan buɏan ya Sabyechuʼn man-illongan. 
COL.2.17	Ti losan cha alla, alliliwan cha byaleg un umali, ngim ha katuttuwaan ked si Kristu. 
COL.2.18	Ked achiyu tuttuwaon cha mangak-akit kan chikayu un mangipatut un mangipakumbyabya si long-egyu ta tuttuwaonyu cha ngililoncha ya masapuɏʼn manchayaw kan cha angheles. Cha allaʼn tagu, ibyegbyegacha un langatngatucha kalu lu chikayu ya awed impain-ilop Apudyus kan chicha. Ngim lappun ustu si ilastugcha ti lampeɏpu si lailubungan un somsomokcha. 
COL.2.19	Ked lan-awichencha si Jesu Kristu un siya uɏu takuʼn mamati ya chitaku long-egla. Ha uɏu, siya malingngeɏ si losan un partin chi long-eg taplu man-eɏot chi man-uuluchencha ya mantimpuyugencha. Ked si Kristu mangipachakeɏ sigun si pion Apudyus.
COL.2.20	Chikayuʼn mamati, gapu si litimpuyugenyu lakakatoy kayu kan Kristu, ya lawayaan kayu kan cha ispiritu un manturay si lubung. Ked puggey un sissiyan suysuɏutonyu cha ugalin cha lailubungan un tagu? Kan payuggey tungpaɏon cha katlaʼn bilin, 
COL.2.21	un isun cha, “Achiyu oglen, Achiyu simsiman, Achiyu appachen!” 
COL.2.22	Ti losan un makan ya uchum un ibyegbyegan cha allaʼn bilin, killingwan Apudyus ta useɏon chi tagu, ked lu maamin, abusla. Ha lampeɏpuwan cha hachiʼn bilin ya tudtuchu ked somsomok chi tagu. 
COL.2.23	Ngim an-allechenyu ti isun chi ustu mangipatutancha si malayawan kan cha angheles ya mampakumbyabyaancha ya mamaligatancha si long-egcha. Ngim lappun simbin cha kamatchi ti achipuncha pabiɏuwon cha lawwing un somsomok ya cha pion chi long-eg.
COL.3.1	Ngim chikayuʼn susulud, gapu si lamatiyanyu kan Kristu, lakatagu kayu kan siya ud langit un ummaammuy si machuwalan Apudyus. Ked masapuɏʼn potgonyu cha laapudyusan un byaleg. 
COL.3.2	Ked isosomokyu cha laapudyusan un byaleg, chakampun un cha lailubungan un byaleg. 
COL.3.3	Ti isuyu lalattoy si lummaus un lambibiyegyu, ngim latattagu kayu si lakataguwanyu kan Kristu si sala un litimpuyug kayu kan Apudyus. 
COL.3.4	Si umaliʼn eɏgew, lu mampaila si Kristu un siya tuttuwan biyegyu, ked mipati kayu bo si lumangɏangan chi kilachayawla.
COL.3.5	Kaalonyu cha lawwing un pion cha tagu utla pita un isun cha kachechegchegas ya kaisaw un somsomok. Achiyu bo ipalubus cha lawwing un pion chi long-egyu ya kilaagum, ti siya isun chi malayawan si silan-apudyus. 
COL.3.6	Ked gapu kan cha hachi, kaog-ogyat chi ichusan Apudyus kan cha achipun tumuttuwa kan siya. 
COL.3.7	Kamatchi isun chi kabibiyegyu si chaampunyu lamatiyan un litimbuɏuy kayu si kamatchi. 
COL.3.8	Ngim si salaʼn lamatiyanyu, masapuɏʼn kaalonyu cha allaʼn lawwing, isun chi sumangasanga, mabobos-eɏ, mammumulit, makiyap ya mamabyaɏang un man-ugud. 
COL.3.9	Ya achi kayu bo man-asituli, ti kilaanyu cha sigud un lawwing un mansosomsomokyu pati cha lawwing un ugaliyu 
COL.3.10	ti ilawatyu baruʼn somsomok un illidchon Apudyus un ituɏutuɏuyla pabiɏuwon ta miyisu kayu kan siya ya maammuwanyu siya un ustu. 
COL.3.11	Ked si sala, lappun Gentil willu Judio, cha lasogyatan willu achipun, cha lakaacheɏ ya cha achipun, cha musassu ya cha lawayawayaan, ti si Kristu losan ya inggew siya kan cha losan un mamati.
COL.3.12	Gapu ta chilutukan Apudyus chikayu un tagula un ay-ayatola, masapuɏʼn ipailayu un malagchegu kayu, bibiɏu kayu, mallaay kayu, lapakumbyabya kayu, achi kayu mamaspasweɏ ya man-asiillalus kayu. 
COL.3.13	Alusanyu ituɏged cha susuludyu ya lu awed makabyasuɏ kan chikayu, manpillakawan kayu, un isun chi lampapakawan Apu Jesu Kristu kan chikayu, ked masapuɏʼn pakawalonyu cha uchum. 
COL.3.14	Ked ha kapotgen kan cha alla, man-asiayat kayu ti siya malakod si mantitimpuyugen un lappun mangkuɏangan.
COL.3.15	Ha lin-awan illidchon Kristu masapuɏʼn manturay otyan si somsomokyu, ti siya langayagela kan chikayu ta man-ossaan kayu un long-eg Jesu Kristu. Ya pasig kayu manyaman kan Apudyus. 
COL.3.16	Sosomkonyu cha lapotog un tudtuchun Kristu. Useɏonyu losan un kilalaing un illidchola taplu man-asitudtuchu kayu kan man-asisegeg kayu. Mangkanta kayu si mikankanta un ugud Apudyus ya uchum un kankantan cha mamati ya laispirituwan un kankanta un manyaman kayu kan Apudyus si somsomokyu. 
COL.3.17	Ulay silu koonyu ya ibyegayu, koonyu losan si ngachen Apu Jesus ya mipagapu kan siya manyaman kayu kan Apudyus un Ama.
COL.3.18	Chikayuʼn byebyaiʼn laasaw-an, mampaituray kayu si asawayu ti siya ustuʼn koon chi mamati kan Apu Jesu Kristu.
COL.3.19	Chikayu boʼn leɏakiʼn laasaw-an, masapuɏʼn ayatonyu asawayu, maalus kayu ya achiyu paligatan chicha.
COL.3.20	Chikayuʼn aalak, masapuɏʼn tuttuwaonyu cha langiyalak kan chikayu si losan, ti siya mampagalas kan Apudyus.
COL.3.21	Chikayuʼn Aamma, achiyu amochon cha man-oomeɏyu kan cha alakyu, ta achicha chumauy.
COL.3.22	Chikayuʼn musassu, masapuɏʼn tuttuwaonyu cha losan un ibyegan cha apuwonyu utla pita. Chakampun un abus chi allaancha mangwaanyu si pakwacha ta mas-omcha kan chikayu. Ngim koonyu si tuttuwaʼn somsomokyu gapu si mangibiilanyu kan Apu Jesus. 
COL.3.23	Ulay silu koonyu, ipapatiyu kabyeeɏanyu un mangwa, un kamad Apu Jesus chi mansimbiyanyu, chakampun kan cha tagu. 
COL.3.24	Ti ammuyu un awed chi gunggula un idchon Apu kan chikayu un laksunyu. Ti si Kristu un Apu mansimsimbiyanyu. 
COL.3.25	Ti cha mangwa si lawwing, awed bo subyalit cha kingwacha, ti man-iisuwon Apudyus cha tagu si manguisala.
COL.4.1	Chikayu boʼn awed musassula, masapuɏʼn ustu ya bibiɏu koonyu kan cha musassuyu, ti ammuyuʼn awed chi Apuyu ud langit.
COL.4.2	Alla bo uchum un ibyegak kan chikayu. Ipapatiyu un malluwalu ya achi kayu masngay. Allechenyu ta achi maalliw chi somsomokyu ya manyaman kayu kan Apudyus. 
COL.4.3	Iluwaluwanyu chikami ta idchon Apudyus chi wayami un mangibyegbyega si ugudla ya mipanggop kan Kristu un chaampun maammuwan inggala si sala. Ti siya gapun chi labyaɏuchek si sala. 
COL.4.4	Ked iluwaluwanyu sakon taplu ipakaawatku un ustu-ustu, ti hachi ustuʼn kook.
COL.4.5	Masapuɏʼn bibiɏuwonyu cha koonyu kan cha achipun mamati ya pasigyu ibyega mipanggop kan Jesu Kristu kan chicha. 
COL.4.6	Pasig otyan lagalas ya ustu cha losan un ug-ugguchonyu ta ammuwonyu in-ilonyuʼn malongbyat si kacha osa un makaimus mipanggop si pammatiyu.
COL.4.7+COL.4.8	Si Tychicus un sulud takuʼn ay-ayaton taku ya malagpati ya biɏunmi un mansimsimbi kan Apu. Ibuunku siya kan chikayu utlat ta siya asi mangug-uggud si makmakwa kan chikami utla ya mansegeg si somsomokyu. 
COL.4.9	Buɏlan chi malagpati un sulud takuʼn Onesimus, osa boʼn ay-ayatok un kailiyanyu. Ked chicha chi mangibyega kan chikayu si losan un makmakwa kan chikami utla.
COL.4.10	Si Aristarchus un lakabyaɏud kan sakon, pakumustaola bo chikayu. Ya ulay si Mark un kapingsan Barnabas, pakumustaola bo chikayu. Imbyegbyegak kan chikayu un lu umali si Mark utlat, sayakawonyuʼn mammangili kan siya. 
COL.4.11	Si Jesus Justus, pakumustaola bo chikayu. Ked cha losan un Judio un mamati utla, abus cha allaʼn tiɏu si lakakawachi kan sakon mipanggop si mampangatan Apudyus. Ked chicha masegagen chi somsomokku.
COL.4.12	Si Epaphras un osa boʼn kailiyanyu, pakumustaola bo chikayu. Siya bo osaʼn bubùulon Jesu Kristu. Pasigla ipapati un mangiluwalu kan chikayu ta kumoscheɏ ya maangsan chi pammatiyu ked lappun mangkuɏanganyu un malungpeɏ si pion Apudyus. 
COL.4.13	Paloklokak chi kilalagpotlaʼn mangkawachi para kan chikayu ya para bod cha mamatiʼd Laodicea ya Hierapolis. 
COL.4.14	Si Luke, un ay-ayatonmi un chuktuɏ ya si Demas, pakumustaoncha bo chikayu.
COL.4.15	Pakumustaonyu bo cha susulud takuʼn mamati ud Laodicea ya si Nympha ya cha mamati un pin-a manchetchetong ud uwacha. 
COL.4.16	Lu magamputyu byasaon chi allaʼn suɏatku, ipabyasayu bo si simbyaan ud Laodicea. Ya byasaonyu bo suɏat un mampeɏpuʼd Laodicea. 
COL.4.17	Ya ibyegayu kan Archippus un masapuɏʼn ipapatila gamputon chi kawachiʼn lipiyeɏ kan siya.
COL.4.18	Sakon si Paul, imak chi mismuʼn langisuɏat si alla. Kumusta kayu. Otyan ta mallin-awa kayu losan utlat. Achiyu otyan maliwatan un libyabyaɏuchak. Si Apudyus chi kumachegu kan chikayu losan.
1TH.1.1	Sakon si Paul ya biɏunku cha Silas kan Timothy. Allaya suɏatmi kan chikayuʼn pin-a manchetchetong utlat Thessalonica un litimpuyug kan Apudyus un Ama ya Apu Jesu Kristu.
1TH.1.1	Iluwaluk kan Apudyus ta kacheguwan chikayu ya mallin-awaola biyegyu.
1TH.1.2	Pasig kami manyaman kan Apudyus un Ama mipagapu kan chikayu, ya pasigmi bo iyaɏa chikayu lu malluwalu kami, 
1TH.1.3	ti sosomkonmi cha bibiɏuʼn pin-ayu koon mipagapu si pammatiyu ya ha kilalagpotyu un mansimbi gapu si ayatyu kan Apudyus ya kilaalusyu un lampeɏpu si lamlamayu kan Apu takuʼn Jesu Kristu.
1TH.1.4	Susuludmi un tagtagopon Apudyus, manyaman kami ti ammumi un chilutukan chikayu kan Apudyus. 
1TH.1.5	Ha langagammuwanmi ked ha langibyegbyeg-anmi si bibiɏuʼn chameg kan chikayu, chakampun un chichingngeɏyu abus cha imbyegami, ngim lakagikla kayu bo kan chikami si pallakabyelin chi Ispiritun Apudyus, ked lappun pulus manchuwachuwaan taku mipanggop si kilatuttuwaala. Ammuyu bo ugalimi si illinggewanmi kan chikayu ti losan un killingwami ked bumaɏuwanyu. 
1TH.1.6	Ya tiluɏedyu chikami ya si Apu Jesus, ked ulay lu lapampaligatan kayu si langawatanyu si bibiɏuʼn chameg mipanggop kan Jesu Kristu, lagalas kayu ti pilagalas chikayu si Ispiritun Apudyus. 
1TH.1.7	Ked gapu si kamatchiʼn lambibiyegyu, chikayu tuɏachon cha losan un mamati un inggew si iliʼd Macedonia ya Achaia. 
1TH.1.8	Ti chakampun un abus cha taguʼn iMacedonia ya iyAchaia langngeɏ si ugud Apudyus mipanggop kan Apu Jesus, ngim laammuwan bo pammatiyu kan Apudyus ti lanchilameg si kaili-ili. Ked cha losan un iliʼn ayonmi, achipun masapuɏʼn ug-ugguchonmi mipanggop kan chikayu, 
1TH.1.9	ti chicha langibyegbyega kan chikami mipanggop si lammangiliyanyu kan chikami ya lan-awichenyu cha silan-apudyus taplu mansagung kayu kan Apudyus ta mansimbi kayu si tuttuwaʼn Apudyus un matattagu. 
1TH.1.10	Imbyegacha bo manguuwayanyu si mangulilan chi Alaklaʼn Jesu Kristu un mampeɏpuʼd langit. Siya hachiʼn tilagun Apudyus si latoyala ya siya bo maleɏaklib kan chitaku si kaog-ogyat un sangan Apudyus si umaliʼn eɏgew.
1TH.2.1	Susuludmi, ammuyu un chakampun un kenga langgeggakayanmi utlat. 
1TH.2.2	Ulay lapaligatan kami ya pilabiilan chikami kan cha taguʼd Philippi si sin-eɏgew, ya achu bo lalupling kan chikami utlat iliyu, ammuyu un illidchen Apudyus chikami si teɏod un mangibyegbyega si bibiɏuʼn chameg un lampeɏpu kan siya. 
1TH.2.3	Ti tuttuwa cha ibyegbyegami, ked lappun somsomokmi un manguyung ya lappun somsomokmi si lawwing ya lappun panggopmiʼn sumikap. 
1TH.2.4	Ngim pilaloklokan Apudyus un mantegochen kami un mangibyegbyega si bibiɏuʼn chameg, ked impiyeɏla un siya kawachiyonmi, ya siya ibyegbyegami. Chakampun un mas-oman cha tagu singtonmi, ngim ha mas-oman Apudyus un sin-ammu kan cha awed si somsomokmi. 
1TH.2.5	Ammuyu un chakampun un ummali kami man-eɏ-eɏlug si langibyegbyeg-anmi, ya chakampun bo un mambyegbyega kami ta maleinmi si kilaagummi. Ammun Apudyus un tuttuwa cha allaʼn insuɏatku! 
1TH.2.6	Ked chakampun un siyad singtonmi michayawanmi kan chikayu willu kan cha uchum un tagu, ulay awed kalobbonganmi un apostoles Kristu. 
1TH.2.7	Ngim laalus kami kan chikayu un isun chi ila un mangayyuwan si alakla. 
1TH.2.8	Gapu si ayatmi kan chikayu, lakasagala kami un mangibyegbyega kan chikayu si bibiɏuʼn chameg un lampeɏpu kan Apudyus, ya lakasagala kami un ulay matoy kami mipagapu kan chikayu ti lapotog kayu kan chikami. 
1TH.2.9	Susulud, ammuk un sosomkonyu mangkakawachimi si illinggewanmi utlat, un eɏgewonmi ya lablabiyonmi un langkawachi taplu chakampun un mambyalin kami palikut kan chikayu si mangibyegbyeg-anmi si bibiɏuʼn chameg un lampeɏpu kan Apudyus.
1TH.2.10	Intutullongyu ya ammun Apudyus cha ugalimi kan chikayuʼn mamati utlat, ti lappun lakabyasuɏanmi, ustu killingwami ya lappun lachillawanmi si sangwalanyuʼn mamati. 
1TH.2.11	Ammuyu cha langkokopyami kan chikayu, un isun chi mangkokopyan chi ama kan cha aalakla. 
1TH.2.12	Silegegmi chikayu ya pilakoscheɏmi somsomokyu ya imbilibilinmi kan chikayu un masapuɏʼn umulud kayu si mambibiyeg un lumbong si tagun Apudyus, ti siya mangayeg kan chikayu taplu mipati kayu si mampangatala ya milak-am kayu si kilachayawla.
1TH.2.13	Ya awed bo osaʼn manyamyamalanmi kan Apudyus, si langngeɏanyu si ugud Apudyus un imbyegbyegami, pilatiyu ya achiyu kalan un ugud laing chi tagu ti lailasinyu un katuttuwaan un siya ugud Apudyus. Ked ha ugud Apudyus, ituɏutuɏuyla pabungabungaon chi biyegyuʼn mamati. 
1TH.2.14	Susulud, man-iisu lakwa kan chikayu ya cha lakwa kan cha tagun Apudyus un lititimpuyug kan Jesu Kristu un pin-a lanchetchetong ud Judea, ti pilampaligatan chikayu kan cha kailiyanyu un isun bod chi lamampaligatan cha chogachaʼn Judio kan chicha. 
1TH.2.15	Ti cha Judio lamatoy kan cha propetan Apudyus. Ked cha galakcha bo lamatoy kan Apu Jesus, ked cha chogacha boʼn Judio lamampaligat kan chikami. Achipuncha lakaay-ayu kan Apudyus ti suplingoncha cha losan un tagu 
1TH.2.16	ti tipochoncha chikami si mangibyegbyeg-anmi si ugud Apudyus kan cha Gentil taplu matatagucha otyan. Ked hachi malogchog-ancha kan cha byasuɏcha inggala si mangkigachencha. Ked hachi asin Apudyus sumangaan ked sigulachuʼn chusaola chicha.
1TH.2.17	Susulud, ulay sin-akitan chi lisilaanmi kan chikayu, amod chi ayumi. Ulay lappun kami kan chikayu, pasigmi sosomkon chikayu. Gapu si ayumi kan chikayu, iggami kabyeeɏanmi un mangulin utlat taplu kasin taku man-asitullong. 
1TH.2.18	Pionmi un kasin umali kan chikayu, sinchumadlu kan sakon, impadpachasku un umali ngim tilippotippod Satalas chikami. 
1TH.2.19	Pionmi un umali ti chikayu lamlamami ya chikayu gumalasanmi ya chikayu gunggulami un isayawmi si sangwalan Apu takuʼn Jesus si kasinla umaliyan. 
1TH.2.20	Ti tuttuwaʼn chikayu gapun chi michayawanmi ya chikayu bo mampagalas kan chikami.
1TH.3.1	Ked si hachi, achipun kami makaiyattom si ayumi kan chikayu, simsimmokmi un matelan kami kan Silas ud Athens. 
1TH.3.2	Ot imbuunmi si Timothy utlat, siya osaʼn sulud taku un mansimbi kan Apudyus si mangibyegbyeg-anmi si bibiɏuʼn chameg mipanggop kan Kristu. Imbuunmi siya taplu pakoscheɏola ya segagola chikayu si pammatiyu, 
1TH.3.3	taplu lappun otyan ossaan si umuya kan chikayu gapu kan cha ligatyu. Lagamputyu ilammu un likodchong un mapaligatan taku. 
1TH.3.4	Ti ha illinggewanmi kan chikayu, imbyegbyegami un gumatong chi mapaligan taku ked ilagammuyu un tuttuwaʼn lapasamak. 
