MAT.1.1	˻Isirele yembomanga ou pulu pulu anda kolepa˼ Eporayamo kinie
2TI.1.9	‘Tondolo mundupu molamili.’ nimbe tondolo silimo Pulu Ye akumu olio lipe tapondopa mindili nolemela aulkena wendo lipe yu-kinie pea molopo kondomolo aulkena lipe mondopa,
2TI.1.10	nalo kinié olionga Lipe Tapondopa Mindili Nolemela Aulkena Wendo Lili Ye Kirasi Yesusi
2TI.1.11	Kanu temane peangamonga Pulu Yemone na ˻Pollo˼ mako topalie, ‘Itemane peangamo andoko ningu siku, Kirasini lipe mundorumu ye te molko, yunge ungumu yemboma mane sini yemo molani.’ nirimu.
2TI.1.12	Na aku sipu kongono teliomonga na aku siku mindili silimele mindili nolio. Nalo na ‘Sike.’ nimbu tondolo mundupu pilio
2TI.1.13	˻Timoti˼ nu Kirasi Yesusini lipe tapondomba kinie nuni ‘Yu sike.’ ningu pilino mele tondolo munduku pilku, Yesusi kinie yemboma kinie konopu mondokolie nane ungume nu nimbu sipu, mane sipu, nirindu pilierinu mele mimi siku pilkulie aku siku mindi manda manjiku yemboma mane sieni. 
2TI.1.14	Pulu Yemone nu temane peangamonga kongono sirimu akumu ‘Mele paa peangamo. Kou olandopa pulimo melte mele.’ ningu nokoko kondani. Olionga konopune Mini Kake Teli molemomone nu enge simbemone aku kongonomo mimi siku nokani.
2TI.1.15	Esia poropinji ˻nu moleno˼ koleana molemele ˻Kirasinge˼ yemboma pali na munduku siye koloringi mele nu pilino. Kanu yembomanga Pikillusi kinie Emekenesiselone na munduku siye koloringilila.
2TI.1.16	Ye Onesiporasi
2TI.1.17	˻Na ka ulkena perindu kinie yuni na pipili naa kolorumu nikiru akumunge ungu te niembo:˼ Yu kolea awili Romo ombalie na mindili sipe koropa pe na molorundune omba kanopa lenderimu. 
2TI.1.18	Kote walemo wendo ombá kinie Awilimuni yu kondo kolopa tepa kondopili. Na kolea awili Epesasi molorundu kinie kepe yuni na wale awisili lipe tapondorumu mele ˻Timoti˼ nu pilino kanumu.
2TI.2.1	Nanga kangomo, ˻‘Pulu Yemone nu kongono sirimu akumu mimi siku nokani.’ nikiru˼
2TI.2.2	Kanu kinie yembo awisili pilku molangi nane nu nimbu sirindu ungu kanume Kirasinge ungumu nokoko kondolemele yema, yemboma manda mane siku kondonge ye mare ningu sieni.
2TI.2.3	‘Kirasi Yesusinge opa teli ami ye peangamo molio.’ ningu na mindili nolio mele mindili noni kinie ‘Uluri molo.’ ningu tondolo munduku molani. 
2TI.2.4	Ye te opa teli ami ye te molopalie, yu we kongono lupe lupema konopuni naa pilipe, yunge opa teli ye awilimuni ‘yu telemo mele kanopa peanga kanopili.’ nimbe aku kongonomo mindi tondolo mundupe pilipe molemo.
2TI.2.5	Aku sipela, yembo te yembo mare kinie pea kere-kuru liku aulke lkisilimele yembomo yu ‘Lkisembo.’ nimbe kere-kuru liku lkiseli ungu manema pilipelie lkisilimo. Ungu manema naa pilipelie lkisemu liemo yu kere-kuru lipe lkisilimomonga mele kaloli te naa limo.
2TI.2.6	˻Aku sipela,˼ yembo tene ponie mindili sipe tepa nokopa kondolemo yembomone kumbi lepa langi awisili peangama paa limbe.
2TI.2.7	Ya ˻nundu˼ nikiru ungumunge pulume Awilimuni
2TI.2.8	Yesusi, Pulu Yemone mako torumu ye nomi Kirasimu, yu ˻ye nomi kingi˼ Depisini kalopa lsimu yemo,
2TI.2.9	Kanu temane peangamo nane topo silipu andoliomonga yembomane ‘Na Gapomano ungu manema pulue topa tepa kenjeli yemo.’ ningu na umbune awisili siku ka silimele mindili nolio nalo Pulu Yemonga ungumu ka manda naa silimele. 
2TI.2.10	Akumunge, ‘Pulu Yemone “Nanga yemboma molangi.” nimbe mako torumu yemboma kepe Kirasi Yesusi ‘Sike’ ningu tondolo munduku yu pea tapu toko molemelemonga pe mindili nolemela aulkena wendo lipe yu-kinie pea molko kondonge aulkena lipe mondopili.’
2TI.2.11	Ungu te, akumu paa sike manie naa pumbemonga olione ‘Aku ungumu sike.’ nimbu manda tondolo mundupu pilimolo ungu te, akumu isipe:
2TI.2.11	‘Kirasi kinie pea kolomulu liemo
2TI.2.11	yu konde molomba mele
2TI.2.11	olio yu kinie pea konde molomolo;
2TI.2.12	Olio mindili nomolo kinie
2TI.2.12	tondolo mundupu molopo siye naa kolomulu liemo
2TI.2.12	olio yu kinie pea ye nomi kingime molopo
2TI.2.12	melema nokomolo;
2TI.2.12	olione ˻yembomando˼ “Yesusi yu
2TI.2.12	kanopo imbi naa silimolo.
2TI.2.12	Yunge yemboma naa molemolo.” nimulu liemo
2TI.2.12	yuni ˻Lapando˼ “I yemboma
2TI.2.12	na kanopo imbi naa silio.
2TI.2.12	Eno nanga yemboma molo.” nimbéla.
2TI.2.13	Yuni yunge ungume alowa naa telemomonga
2TI.2.13	˻olio ou ‘Yu sike. Yunge ungumu sike.’ nimbulie
2TI.2.13	pe konopu alowa tepo˼ ‘Yu sike molo.
2TI.2.13	Yunge ungumu sike molo.’ nimulu liemo
2TI.2.13	yuni nilimo mele sike wendo olemo ombá.’
2TI.2.13	˻ungu akume nimbe molemo mele paa sike.˼ Opa Teli Ami Ye Enge Nili Te Molani.” Nirimu Ungu Te
2TI.2.14	˻Timoti,˼ ‘Aku ungume yemboma alieli pilku molangi.’ ningu alieli ningu sieni. ‘Pulu Yemo pilku molou.’ ningu yu walsikulie yembomando i siku nieni: “Eno naa lipe tapondopa, kerepale ninge ungumuni pilku molonge yemboma ‘Sike.’ ningu tondolo munduku pilimele mele topa manie mundulimo ungu lupe lupema kerepale naa ningu molangi.” niyo. 
2TI.2.15	‘Pulu Yemone na kanopa peanga kanomba mele molambo. Yunge kumbikerena pipili naa kolopo molambo.’ ningu yu kanopa peanga kanomba kongonoma mindi tondolo munduku teko molko, aku ungu sikemanga pulume mimi siku pilku sumbi siku mane silino yemo molani. 
2TI.2.16	Mana we ungu lupe lupe nilimelema, Pulu Yemone pilipe keri pilimo ungume, naa pilku bulu sieni.
2TI.2.17	Kanu mane silimele ungume ereli kanga telemo mele telemo. Ereli kanga mele tepalie pe kamu awi lepa kangi awisili nomba purupe lkupendi topa pe kangi pali kamu topa kondolemo mele kanu mane silimele ungume anjo anjo pupe ‘Yemboma molko kenjengi!’ nilimo.
2TI.2.18	Kanu yeselone ungu sikema munduku siye kolkolo lou lembele. Elone ningelendo: “Olio koronga lomboropo ola molorumulumunge pe kangi pali lomboropo ola naa molomolo.”
2TI.2.19	Sike nalo ulke simu te ye tondolo tene polemo kinie we tondolo mundupe angilimo mele, Pulu Yemo ‘Sike.’ ningu tondolo munduku pilimelemonga ungu pulumu tondolo pupe, pora naa nilimo. Aku ulke simu melemonga ola imbi te molemo, akumu isipe:
2TI.2.19	“Awilimu yunge yemboma kanopa imbi silimo.”
2TI.2.19	nimbe molopa,
2TI.2.19	“Yembo marene ‘Awilimu yu nanga Pulu Yemo.’
2TI.2.19	nilimele yembomane ulu kerime pali
2TI.2.19	munduku siye kolangi.”
2TI.2.19	nimbe molemola.
2TI.2.20	Ulke awili tenga mingi kou gollone telime kinie kou sillipane telime kinie lepa, mingi unjone telime kinie mane telime kinie lemola. Ou nikiru mingime kou mone olandopa pulimomane kongono olandopa peangama teko, mingi pe nikiru kou mone koltalo mele pulimo wemane we kongonoma telemele. Mingi lupe-lupema aku sipe lemo. 
2TI.2.21	Yembo tene ya yembo ningu kenjilimele ye keri nikirume mundupe siye kolomu liemo yu Pulu Yemonga mingi manjipe molopa, yunge mingi kake teli paa peanga te molopalie, yuni kongono peangama manda tembando molombamonga yunge nokoli yemone yu ˻mingi paa peangamo mele˼ kongono peangama manda simbe.
2TI.2.22	˻Sike nu kango-yemo
2TI.2.23	Konopu naa pelemo yemane aroma toko ‘Anjo yando kerepale niemili.’ nilimele yemanga ungume ‘Paa naa pilimbo.’ ningu bulu sieni. Ungu kanume pilku nilimele yemboma kinie, ungu kanume ningu silimele yemboma kinie, ungu kanumene ‘Irinele teko opanale teangi.’ nimbe perelemo mele nu pilino.
2TI.2.24	Awilimunge kongono tendeli kendemande yembomone mumindili kolopa ‘Kerepale niemili.’ nimbé kinie kapola naa temba. Yuni isipe tepili: Yu yemboma kondo kolopa lipe tapondopa, ungume sumbi sipe mane simbe tondolomo peli yemo molopa, yembomane yu-kinie mumindili kolko teko kenjinge kinie pundu naa topa siye kolopa, 
2TI.2.25	yu ulume tepa ungu nimbe silimo mele kanoko keri kanoko yu toko manie mundunge tenge yemboma teko kenjilimele mele nimbe para simbendo taka lipe mane sipili. Yuni aku temba kinie Pulu Yemone kanu yemboma lipe tapondopa, konopu alowa teko, telemele mele pilku keri pilku munduku siye kolko ungu sikema tondolo munduku pilinge aulkemo akisindimbenje. 
2TI.2.26	˻Kanu kinie˼ enonga umbu konopu altopa pepa pilipe konginjeli pemba kinie ou ˻kurumenga nomi˼ depelemone
2TI.3.1	˻Kanu yema Setene munduku siye kolko altoko umbu konopu pepili molongenje˼
2TI.3.2	Kanu walemanga
2TI.3.2	yembomane kou-mone kinie
2TI.3.2	eno enono mindi konopu mondoko;
2TI.3.2	enonga imbime liku ola munduku kara puku;
2TI.3.2	we yemboma marake teko iri toko;
2TI.3.2	anupili lapalinge ungume liku awi naa siku,
2TI.3.2	˻ulu peangamanga˼ “Ange.” naa ningu;
2TI.3.2	‘ulu kake telime pilipu teamili.’ naa ningu;
2TI.3.3	yemboma kinie kondo naa kolko;
2TI.3.3	yembomane eno teko kenjinge kinie siye naa kolko;
2TI.3.3	ungu bulkundu nindiku;
2TI.3.3	enonga kangi nokoko naa kondokolie,
2TI.3.3	we waka lemo ulume pilku, umbu konopu naa pepili
2TI.3.3	konopuni ulu kerime mindi pilku teko;
2TI.3.3	owa takerama konopu naa pelemo kinie teko kenjilimele
2TI.3.3	mele enone yemboma aku siku teko kenjiku;
2TI.3.3	ulu peangama kinie opa-pulue molko;
2TI.3.4	enone enonga angenupili yemboma ‘molko
2TI.3.4	kenjengi!’ ningu enonga opa puluema kondi toko;
2TI.3.4	ulu mare tengendo ‘Iulumu tembo kinie
2TI.3.4	tepo kenjimbonje.’ molo ‘Iulumu tembo kinie
2TI.3.4	yembo te umbune simbonje.’ ningu naa pilku
2TI.3.4	sumbi siku walu we teko,
2TI.3.4	eno enono konopuni pilkulie
2TI.3.4	‘Olio ye imbi ola molemo yemboma.’ ningu pilku;
2TI.3.4	enonga kangikundu konopu singe ulume konopu mondoko
2TI.3.4	Pulu Yemone nilimo mele pilku tengendo
2TI.3.4	konopu naa mondoko;
2TI.3.5	Pulu Yemonga ulume kalkundu mindi ˻kolo toko˼ tenge, konopune sukundu ‘Pulu Yemonga tondolomone olio lipe naa tapondopili olio oliolio manda telemolo.’ ningu aku siku telemele.
2TI.3.5	Aku siku teko molemele yema-kinie telune kongono teko naa molko enonga ungume naa pilku bulu sieni.
2TI.3.6+2TI.3.7	Kanu yemanga marene ‘Ambo mare olionga ungume piliengi kondi tamili.’ ningu puku mane singendo yembomanga ulke marenga taka liku sukundu pukulie ningemone, aku ulkemanga molemele ambo mare ˻Pulu Yemonga˼ ungume mimi siku naa pilku, konopuni pilkulie ‘Ulu pulu kerime tepo ambo kerime molemolo.’ ningu pilku, enonga konopu mimi sipe naa pelemo kinie ulu lupe lupema tengendo konopu siku walu teko, yemane pali mane silimele ungume alieli komuni pilimele nalo ungu sikema mindi mimi siku naa pilku limele ambo kanume kondi tonge kinie kanu amboma enonga ungu ˻kolo toli˼ me pilku linge. 
2TI.3.8	Ou ye Janesi kinie Jambirisiselone ‘Mosisinge ungu nikimume kolo tokomo. Isipi ye nomi kingimu naa piliepili.’ ningulu Mosisinge ungume kinie opa pulue moloringili mele
2TI.3.9	Nalo ungu sikema-kinie opa pulue molemele yemane tenge mele yembomane pali kanokolie ningemone, kanu yema kekelepa mele toko tenge mele sumbi siku kanongemonga eno teko kenjilimele mele tondolo awili tepa olandopa naa pumbe. Ou ye ˻Janesi kinie Jambirisi˼ selone teringili mele tondolo naa purumu mele aku sipe mele temba.
2TI.3.10	˻Enone aku telemele tenge˼ nalo ˻Timoti˼ nu ˻na ulu lupe lupe peangama telio mele˼ pilku moleno.
2TI.3.10	Nane yembo ungu mane sirindu mele kinie,
2TI.3.10	nanu ulume tepo molorundu mele kinie,
2TI.3.10	na ulu terindumenga pulumu kinie, Kirasi ‘Sike’ nimbu
2TI.3.10	tondolo mundupu pilierindu mele kinie,
2TI.3.10	yemboma-kinie kara naa pupu andiki tepo taka lipu
2TI.3.10	molorundu mele kinie,
2TI.3.10	yemboma konopu mondorundu mele kinie,
2TI.3.10	yembomane na teko kenjiku mindili siringi kinie
2TI.3.10	kongonoma mundupu siye naa kolopo
2TI.3.10	tondolo mundupu terindu mele kinie, nu pilino.
2TI.3.11	Na kolea Andiyoko kinie Akoniamo kinie LLisira kinie ˻aku taonomanga andopo Pulu Yemonga kongonomo tendepo molorundu kinie˼ na teko kenjiku mindili siku umbune awisili siringi merindu mele nu pilino. Aku siku umbune keri awisili siringi paa mindili norundu kanumu.
2TI.3.12	Ungu te paa sike pelemo akumu isipe: Kirasi Yesusi kinie pea tapu toko molkolie ‘Pulu Yemone kanopa peanga kanolemo ulume manjipu tepo molamili.’ ningu aku siku teko molonge yemboma pali we yembomane teko kenjiku mindili singe; 
2TI.3.13	nalo teko kenjiku, kolo toko ‘Ungu sikema nikimulu.’ ningu mane singe yema olandopa olandopa teko kenjiku molko kenjinge. Enone yemboma anjo kolo toko mane singe kinie kanu ungumene topele topa eno kondi tombala, kanu kinie eno enono kanu ungu koloma ‘Ungu sikema.’ ningu pilingela.
2TI.3.14	Nalo ˻Timoti˼ nu ungu sikema pilku likulie ‘Akumu paa sike.’ ningu tondolo munduku pilierinu ungume ˻Kirasinge yembo peangamane˼ nu kanu ungume mane siringi kene pilkulie ‘aku ungume ungu sikema.’ ningu pilku tondolo munduku pilino mele kamu mimi siku pilku kondoko molani. 
2TI.3.15	Pulu Yemonga bokune ungu molemomane Kirasi Yesusi ‘Sike.’ ningu tondolo munduku pilimele
2TI.3.16	Pulu Yemonga bokune molemo ungume pali Pulu Yemonga Minimuni nimbe sirimu-ne pilkulie toringi. Aku ungumene yemboma lipe tapondolemo mele isipe: Aku ungumene olio ˻Pulu Yemonga yemboma molomolo mele˼ mane sipe, ˻ulu pulu keri telemoloma ‘naa teamili.’ nimbe˼ mane sipe, ˻ulu pulu kerime mundupu siye kolopo molopo kondomolo mele˼ mane sipe, ˻Pulu Yemone “Teko molaa.” nimbe, ulu sumbi nilime nimbe kanolemo ulume temolo mele˼ mane silimo. 
2TI.3.17	‘Pulu Yemonga ˻kongono tendelemolo˼ yemboma yunge kongonoma tendemolomanga pilipe konginjelime pepili kongono peangama sumbi sipu tepo kondomolomonga tondoloma olio-kinie pepili.’ nimbe ˻olio aku sipe mane silimo˼.
2TI.4.1	˻Timoti,˼ Pulu Yemo kinie Kirasi Yesusiselone yembo kondema kinie kololime kinie enonga kote pilingele yeselo kanoko molangili Kirasi Yesusi omba mona molopa ye nomi kingi molopa melema nokombamonga
2TI.4.2	˻Kirasinge˼ ungume yemboma ningu sieni.
2TI.4.2	Ningu sini kinie yemboma ungu pilinge kinie
2TI.4.2	molo naa pilinge kinie kepe alieli
2TI.4.2	ungume ningu siku munduku siye naa kolko,
2TI.4.2	‘Enonga ulu telemelema ‘Tepo kenjilimolo.’ ningu pilku
2TI.4.2	konopu alowa teangi.’ ningu mane siku,
2TI.4.2	ulu pulu keri telemelema naa teangi iri toko mane siku,
2TI.4.2	‘Eno Pulu Yemone kanopa peanga kanolemo ulume teko
2TI.4.2	konopu tondolo pupili molangi.’ ningu mane sieni.
2TI.4.2	Eno mane sinindu alieli andiki teko taka liku
2TI.4.2	mimi siku mane sieni. 
2TI.4.3	Yemboma ungu sikema ‘Naapilimolo.’ ningu bulu siku komu pipi sikulie ningemone, eno langi mele waka kolemele ungu konopu siku pilinge ungume mane singe ye awisili mako tonge walemo pe wendo ombá kene ˻ungu sikema munduku siye naa kolko mane siku kondani˼. 
2TI.4.4	Eno ungu sikemo bulu siku, kolo toko kange temane lupe lupe tongema mindi komu tendeko pilku molonge kene ˻ungu sikema munduku siye naa kolko mane siku kondani˼. 
2TI.4.5	Nalo nu, alieli umbu konopu pepili ungume mimi siku apuruku kondoko pilkulie, mindili te noni molo umbune te nu-kinie wendo omu liemo aku umbunema we mengo, ‘Yemboma temane peangamo paa pilku liku konopu alowa teangi.’ ningu toko siliku andoko, Pulu Yemone ‘Nu nanga kendemande yemo molani.’ nimbe kongono sirimume pali teani.
2TI.4.6	˻Na nondopa wendo ombá mele pilipulie nu aku siku teani nikiru.˼ Na, ou ˻Isirele˼ yembomane Pulu Yemo popo toko kongi melema kaloringi polomonga pulune Pulu Yemo popo toko no-waene ondoko munduku yu siringi mele
2TI.4.7	˻‘Mele peangama liembo.’ nimbu˼ na tondolo mundupu kere-kuru lipu lkiserindu.
2TI.4.8	Aku sipu tepo molorundumunge kinié ˻ulu telu mindi we pelemo.˼ Owena kamu okoromonga na mele kalomba mele peangamo nosipe molemo,
2TI.4.9+2TI.4.10+2TI.4.11	Dimasini 
2TI.4.12	˻Andi nu˼ ulke kolea Epesasi ˻molenona˼ Tikikasi
2TI.4.13	Oni kinie aulkena ongo ulke kolea Toroasi
2TI.4.14	Allekesanda,
2TI.4.15	Yuni olionga ungu nilimoloma paa konopu naa mondopa aku ungume kinie opa pulue molopa ‘Manie pupili.’ nirimu kene ˻nu aku sipe tepa kenjimbe kene˼ yu mimi siku kanoko molou!
2TI.4.16	Nanga kotemo pulu polko pilieringi kinie yembo tene na kote terindu mele naa lipe tapondorumu. Enone pali na munduku siye koloringi. Pulu Yemone kanu yemane teko kenjeringimunge pundu naa topa siye kolopili. 
2TI.4.17	˻Yema na munduku siye koloringi˼ nalo Awilimu na kinie tapu topa kotena angilipe na engemo sirimumunge kote koleana Juda yembo naa molko yembo lupema moloringi yemboma
2TI.4.18	‘Yu mindili nopili, tepo kenjemili.’ ninge walemanga pali Awilimuni
2TI.4.19	Ambo Pirisilla kinie yunge menu Akuwillaselo
2TI.4.20	Ye Erasitasi
2TI.4.21	‘Kolea ali telemo walema ou wendo naa opili na moliona wambo.’ ningu aulke te tondolo munduku korokolie wani.
2TI.4.21	Yupullasi kinie Punenje kinie LLainasi kinie
2TI.4.22	Awilimu nunge minimu kinie molopili molani.
2TI.4.22	Yuni eno we kondo kolopa molopili molangi.
2TI.4.22	˻Aku pea nikiru.˼
TIT.1.1	Na Pollo, Pulu Yemonga kongono tendeli kendemande yemo, na Yesusi Kirasini “Nanga kongonomo tende-pou.” nimbe lipe mundorumu yemo.
TIT.1.2	“‘Pulu Yemone alieli konde molko kondoko mindi punge ulu
TIT.1.3	Pe yuyu mako topa ‘Yembomane ungumu piliengi wendo opili.’ nirimu walemo
TIT.1.4	Taitasi, nu kinie olto Kirasinge yeselo molembolo ˻nu ‘Kirasinge yemo molko kondani.’ nimbu nane nu nokolio˼ monga nu nanga kandi malomo moleno, nane ipepámo topo nu sikiru. Lapa Pulu Yemo kinie, olionga Lipe Tapondopa Mindili Nolemela Aulkena Wendo Lili Ye Kirasi Yesusi
TIT.1.5	Nu kinie pea kolea Kiriti kongono terimulumu ‘Nuni teko pora sieni. Ou nane nu “Tei.” nirindu mele nuni aku siku taonomanga pali andoko ‘Kirasinge yembo talapema
TIT.1.6	Tapu yema mako tonindu eno ulume teko molonge mele kanokolie mako tani. Kanu yema yembomane kanoko keri kanonge ulu te eno-kinie naa peli yema molonge. Eno ambo telu mindi lili yema molonge. Enonga ambolangoma Kirasi ˻‘Sike.’ ningu˼ tondolo munduku pilku, yembomane “I ambolangoma ulu kerime teko kara pulimele.” naa ningu, enonga anupili lapalinge ungume ta naa ninge. Aku sili yema mindi tapu yema molangi mako tani. 
TIT.1.7	Kirasinge yembo talapemanga tapu yemane Pulu Yemonga kongonomo nokolemele kene yembomane kanoko keri kanonge ulu te eno-kinie naa peli yema molangi. ‘Olio paa pilipe konginjeli pelemo.’ yema ningu yemboma tondolo munduku nokoko, nondoko mumindili kolko, no tondolo nongendo ‘Awisili nombó kinie kekelepa tombo.’ ningu naa pilku walu nongo, yemboma kinie opa teko, kou mone kinie melema yama panjiku ‘Aku kongonomonga kou awisili limolo.’ ningu, aku siku molko kenjinge yema ‘Tapu yema naa molangi.’ ningu mako naa tani.
TIT.1.8	Yembo ponenge olemelema nokoko kondoko, ulu peangama mindi tengendo konopu siku teko, we waka lemo ulume bulu siku naa pilku umbu konopu pepili konopuni ulu peangama mindi pilku teko, ulu sumbi nilime mindi teko, Pulu Yemonga ye kake telime molko, eno enono yu-mele-mele tondolo munduku nokoko kondolemele yema tapu yema molangi.
TIT.1.9	Kirasinge ungu sike ou mane sirimulu akumu tondolo munduku ambolongendo ambolemele yema mindi ‘tapu yema molangi.’ ningu mako tani. ‘Aku sipe molemo ye tene mindi yemboma manda lipe tapondopa, yembomane pilkulie ‘Sike Pulu Yemonga ungumu’ ningu tondolo munduku pilinge ungu sikemo manda mane sipe, ungumu naa pilku ta nilimele yembomane pilku telemele mele paa piliengi tondolo mundupe mane simbe.’ ningu ‘Aku sili yema tapu yema molangi.’ ningu mako tani.
TIT.1.10	˻Kirasinge yembo kolea Kiriti˼ molemelemanga ye awisili kara puku Pulu Yemonga sike ungume naa pilku ta ningu, yemboma kolo toko siku ungu awisili we nilimele. ˻Juda yemane˼ ‘Pulu Yemonga ou ungu manema pilipu kangi te kopisiemili.’
TIT.1.11	Kanu yemane ningu kenjilimelemonga manga-umbu marenga ambo ambolango yemboma pali ‘Sike.’ ningu tondolo munduku pilimele mele teko embambo siku altoko ‘Sike.’ ningu pilingendo perelemele kene “Kolo toko mane silimele mele naa niengi, molo!” nieni. ‘Kou mone liemili.’ ningu olio Kirasinge yemboma manda naa temolo ulume ‘Teangi.’ ningu kondi toko ungu mane silimele mele paa kapola molo. 
TIT.1.12	Kanu kolea Kiriti yemanga pilipe konginjeli perimu ye tene kepe ou nimbendo:
TIT.1.12	“Kiriti yemboma alieli kolo toko,
TIT.1.12	mele takerama mele yembo kerime molko,
TIT.1.12	langi awisili nongo
TIT.1.12	kongono naa teko siye kolko we molemele.”
TIT.1.12	nirimu kanumu. 
TIT.1.13	Yuni aku sipe nirimu ungumu paa sike nirimu kene kanu teko kenjilimele yema “Kirasinge ungumu mindi sike.’ ningu tondolo munduku pilku,
TIT.1.14	“Juda yembomanga kangema kinie, ‘Ungu sikemo naa pilimoló.’ nilimele yemane ungu lupema mane silimele ungume
TIT.1.15	Yembo mare kake tepili molemelemane langi kinie melema kake telime ningu kanokolie limele. Nalo ulu pulu kerimene kalaro mondondolemo yemboma, ‘Kirasi sike’ ningu naa pilku molemele yembomane langi kinie melema kalaro molemo ningu kanoko naa ambolemele. Kanu yemanga konopume kepe konopuni ulume pilku apurulimele mele kepe kalaro mindi molopa keri lemo.
TIT.1.16	Keremane ‘Pulu Yemo pilimolo.’ nilimele nalo ulu telemelemane ‘Pulu Yemo naa pilku yunge ungume liku su silimele.’ nimbe lipe ora silimo. Kanu yema Pulu Yemone paa kanopa keri kanolemo, Pulu Yemonga ungume ta ningu, ulu peanga telu kepe manda naa telemele tenge.
TIT.2.1	˻Kanu yemane aku siku teko kenjilimele˼ nalo nuni Kirasinge ungumu ‘Ungu sikemo’ ningu tondolo munduku pilku molemele yembomane pilkulie ulume teko molonge mele yemboma mane sieni.
TIT.2.2	Ye andama ungu mane sikulie ninindu: “Eno no awisili nongo kekelepa naa toko, mimi siku konopu leko, we waka lemo ulume bulu siku naa pilku umbu konopu pepili konopuni ulu peangama mindi pilku teko, Pulu Yemonga ungumu ‘Sike.’ ningu tondolo munduku pilku,
TIT.2.3	Aku sikula ambo-amboume mane sikulie ninindu: “Pulu Yemonga ungume taka liku pilku yuni kanopa peanga kanolemo ulume teko molko, yembomanga ungu bulkundu naa nindiku, ‘No tondolomane eno naa ambolopili.’ ningu molko, ˻amboma kinie enonga ambolangoma kinie˼ ulu peanga tengema mane siengi.” nieni.
TIT.2.4	Ambo-amboume aku siku ulu peangama teko molongemonga kango-amboma teko molonge mele manda mane sikulie ningendo: “Enonga yema kinie ambolangoma kinie konopu mondoko, 
TIT.2.5	we waka lemo ulume bulu siku naa pilku umbu konopu pepili konopuni ulu peangama mindi pilku teko, we yema kinie ulu kerime naa teko, aku ulu kerimenga konopu kepe naa leko, enonga ulkema nokoko kondoko, enonga yemboma nokoko kondoko,
TIT.2.6	Kango-yema kepe aku siku mane sikulie ninindu: “Enonga konopume kinie ulu tengema kinie lakoko nokoko kondangi.” tondolo munduku ningu, 
TIT.2.7	nu nunu ulu telenoma eno kanoko manda manjiku tenge ulu peangama mindi teani.
TIT.2.7	‘Yembomane na kapi ningu kou mone siengi.’ ningu mane naa siyo. ‘Ungume yemboma mane siembo.’ ningulie konopuni pilku kondoko ungu sumbi nilime mindi ningu kolo naa toko, ‘Yemboma tawe teangi.’ ningu ungu ururume toko kara naa pani.
TIT.2.8	Ungu peanga sikema mindi ningu, yembomane pilkulie “Kolo tokomo.” ninge ungume naa nieni. ‘Olionga opa puluemane olio bulkundu manda nindinge aulke te naa liepili. Olio ningu kenjinge kinie pipili kolangi.’ ningu aku siku sumbi siku mane sieni.
TIT.2.9	Kou naa liku kongono we tendeli kendemande yemboma mane sikulie ninindu: “Enonga nokoli yemanga ungume taka liku pilku liku, enone kanoko peanga kanoko konopu singe kongonoma mindi teko, ninge ungume karaye naa teko eno kinie kerepale naa ningu, 
TIT.2.10	enonga nokoli yemane ‘Nokaa.’ nilimele melema kepe wa naa liku, ‘kongono yembomane kongono sumbi siku naa teko, melema wa linge.’ ningu konopu awisili kimbu naa singe ulume mindi teangi. ‘Tepo molemolo mele we yembomane kanokolie olio Lipe Tapondopa Mindili Nolemela Aulkena Wendo Lili Pulu Yemonga
TIT.2.11	Pulu Yemone olio yemboma pali we kondo kolorumu mele mona lierimu kanumu.
TIT.2.12+TIT.2.13	Pulu Yemonga we kondo kololi ulu pulumuni olio molopo kondomolo mele mane silimo. Kanu ulu pulumuni olio Pulu Yemonga ungume lipu bulu sipu, ˻kurumenga nomi˼ Setenenga ungume pilimolo mele mundupu siye kolopo “Molo!” nimolo mele mane sipe;
TIT.2.14	˻Ombá kanu ye Yesusi Kirasimuni˼ ‘Yembo mare nanga yemboma molangi kene ulu pulu kerime naa teko, enonga konopumenga ulu pulu kerime naa pepa kake tepili molangi.’ nimbe olionga pundu tondombando olionga nimbe kolo wangopa kolondopa yunge mememo ondo lenderimu.
TIT.2.15	Ungu aku sipema ˻tapu teleno˼ yemboma paa mane sieni.
TIT.2.15	‘Enonga tapu yemo molio.’ ningu ‘˻ungumu pilku ulu peangama teko molemele yemboma˼ ulu peangama teko molko kondolemele mele munduku siye naa kolko konopu enge nipili molangi.’ tondolo munduku ningu; ˻yembo ungumu naa pilku teko kenjilimele˼ yemboma siye naa kolko iri toko ˻‘Ulu akume munduku siye kolko ulu peangama mindi teko molangi.’ ningu˼ tondolo munduku mane sieni.
TIT.2.15	‘Nunge ungu ninime liku su siku ungu taka tondonge aulke te naa liepili. Nunge ungume yemboma pali piliengi!’ ningu sumbi siku molko ungume sumbi siku mane sieni.
TIT.3.1	Nuni yemboma altoko mane sikulie ninindu:
TIT.3.1	“Enonga ye nomime kinie gapomano yemboma kinie
TIT.3.1	enone ungu ningema taka liku pilku liku,
TIT.3.1	liku awi siku teko molangi.
TIT.3.1	Enone ungu ningema munduku siye naa kolko,
TIT.3.1	kongono singema alieli sumbi siku teko kondoko, 
TIT.3.2	yembo tenga ungu bulkundu naa nindiku,
TIT.3.2	yemboma kinie kerepale ningu karaye naa teko,
TIT.3.2	yemboma kinie andiki teko taka liku molko,
