MAT.1.1	Leabhar gheinealuigh Iósa Críosd, mhic Dhaibhi, mhic Abraham.
PSA.14.2	Dféuch an 
PSA.14.3	Do chlaonadar uile, atáid síad 
PSA.14.4	An bhfuil éolus air bith ag a nuile dhuine oibrighios éaicceart? noch ithios súas mo phobalsa 
PSA.14.5	Annsin do bhádarsan a neagla mhóir: oir atá Día a nginealach na bhfiréan.
PSA.14.6	Do náirigheabhair comhairle an bhoichd, do bhrígh gur bé an 
PSA.14.7	O 
PSA.15.1	A 
PSA.15.2	An té shiubhluighios go díreach, agus oibrighios fíréantachd, agus labhrus a nfírinne iona chroidhe.
PSA.15.4	An té a ttarcuisnighthear an droch-dhuine iona shúilibh; achd onóruighios an dream air a mbí eagla an 
PSA.16.1	Cumhduigh mé, ó a Dhé: óir is ionnadsa chuirim mo dhóigh.
PSA.16.2	O 
PSA.16.4	Méideochar a ndóbhrón, 
PSA.16.6	Do thuiteadar na comharthadha chugamsa a 
PSA.16.7	Beinneocha mé an 
PSA.16.8	Do chuirios an 
PSA.16.9	Uime sin atá mo chroidhe lúathgháireach, agus gáirdighidh mo ghlóir: coimhneochuidh mo cholann mar an ccéadna a ndóthchus.
PSA.16.10	Oír ní fhágfa tú manam a nifrionn; ní mó fhuileongthair truáilliughadh dfaicsin dot Aon Naomhtha féin.
PSA.16.11	Taisbeanfa tú dhamh casáin na beatha: ad lathairsi 
PSA.17.1	Eist an ceart, a 
PSA.17.2	Tigeadh mo bhreitheamhnus amach ód lathair; tugaidís do shúile aire do na neithibh atá comhthrom.
PSA.17.3	Do dhearbhuis mo chroidhe; do fhiosruighis sa noidhche; do dhearbhuis mé, 
PSA.17.4	A ttáobh oibreach na ndaóine, lé breithir do phussa do 
PSA.17.5	Connuimh súas mo imtheachd ann do chasánuibh, chor 
PSA.17.6	Do ghoireas ort, oír cluinfir mé, ó a Dhé: cláon do chlúas chugam, 
PSA.17.7	Taisbéin do chinéul grádhach iongantach, ó thusa noch sháorus led láimh dheis an luchd do chuirios a ndóigh 
PSA.17.8	Coimhéad mé mar mheall na súl, foluigh mé faói scáile do sciathán,
PSA.17.9	O na ciontachuibh noch sháruighios mé, 
PSA.17.10	Atáid síad dlúithithe iona méuthus fein: le na mbeul labhruid go huáibhreach.
PSA.17.11	Do thimchiolladar anois sinn ionar ccoiscéimibh: do chuireadar a súile ag cromadh síos chum na talmhan;
PSA.17.12	Amhuil leomhan 
PSA.17.13	Eírigh, ó a 
PSA.17.14	O dhaóinibh red láimh, a 
PSA.17.15	Air mo shonsa, do bhéara mé aire dot ghnúisi a bhfíréantacht: biáidh mé sásuigh, an tan mhúisgeolus mé, led chosamhlacht.
PSA.18.1	Graidheochuidh mé thú, a 
PSA.18.2	An 
PSA.18.3	Goirfe mé air an 
PSA.18.4	Do thimchiolladar doilghiosa an bháis mé: do eagluigheadar tuilte na neimh-dhíadhachda mé.
PSA.18.5	Do thimchiolladar doilghiosa ifrinn fa ccúairt mé: do cuireadh líonta an bháis as mo choinne.
PSA.18.6	Ann mamhgar do ghoireas air mo 
PSA.18.7	Ann sin do chroith agus do chriothnuigh an talamh; agus do chriothnuigheadar íochdar na ccnoc agus do chriotheadar íad féin, do bhrígh go raibh teas feirge air.
PSA.18.8	Do chuáidh deatach suas tré na shróin phuill agus teine iosa bhéul ag cnaói: do lás gúal úadha.
PSA.18.9	Agus do chláon sé na neamha agus tháinic a núas: agus do 
PSA.18.10	Agus do bhí ag marcuigheachd ar Cherub, agus deitil sé; deitil go ro lúath ar sciothánuibh na gaóithe.
PSA.18.11	Do rinne a ionad uáigneach don dorchadus; uisgeadh dorcha 
PSA.18.12	On deálradh 
PSA.18.13	Agus do rinne an 
PSA.18.14	Fós, do chaith sé a shoighde, agus do spréidh sé íad; agus do chaith tinnteach, agus do chlaói íad.
PSA.18.15	Agus do chonncas aigéun na nuisgeadh, agus do nochtadh íochdar an domhuin ód achmhusansa, a 
PSA.18.16	Do chuir sé a núas, do ghabh sé misi, do tharruing sé me as iomad uisgeadh.
PSA.18.17	Do sháor sé me óm námhuid neartmhuir, agus ón druing do fhúathaigh mé: óir do bhádar ro neartmhar orum.
PSA.18.18	Thangadar am aghaidh a ló mo thruáighmhéile: acht do bhí an 
PSA.18.19	Agus thug sé amach a nionad fhairsing mé; do sháor sé mé, do bhrígh go raibh dúil aige ionnam.
PSA.18.20	Do aisig an 
PSA.18.21	Do bhrígh gur choimhéud mé slighthe an 
PSA.18.22	Oír do 
PSA.18.23	Agus do bhí mé díreach aige, agus do choimhéadas mé féin ó mo chionntuibh.
PSA.18.24	Agus thug an 
PSA.18.25	Don trócaireach táisbeanfa tú thú féin trócaireach; ris an duine díreach táisbeanfa tú thú féin díreach;
PSA.18.26	Do nfíorghlan foillseachthair thú féin fíorghlan; agus leis an cceannairctheach foillseochthair thú féin ceannairctheach.
PSA.18.27	Oír sáorfa tú na daóine buáidheartha; agus bhéarair na súile ro árda a núas.
PSA.18.28	Oír lasfaidh tú mo chonniol: soillseochthuidh mo 
PSA.18.29	Oír tré do chungnamhso rithfiod thríd shlúagh; agus maille ré mo Dhía rachad do léim thar bhalla.
PSA.18.31	Oír cía is Día acht an 
PSA.18.32	An Día noch ullmhuighios mé le neart, agus do ní mo shlighe iomlán.
PSA.18.33	Noch do ní mo chosa ionann ré 
PSA.18.34	An té mhuinios mo lámha chum cogadh, iondus go mbristior bogha crúadha rem lámhuibh.
PSA.18.35	Agus thuguis dhamh mar an gceudna scíath do shlánuighthe: agus do chonnaimh do lámh dheas súas mé, agus do mhéuduigh do cheansachd mé.
PSA.18.36	Fairseonguidh tú mo choiscéime fúm, agus ní sciorrfuid mo shála.
PSA.18.37	Do bhéar tóruigheacht dom naimhdibh, agus béarad orra: agus ní fhillfe mé go cclaóidhtear íad.
PSA.18.38	Gonfead íad thríotha iondus nach budh éidir léo éirghe: tuitfid fam chosuibh.
PSA.18.39	Uillmheochuidh tú lé neart mé chum an chatha: claoidhfidh tú an luchd éirghios am aghaidh.
PSA.18.40	Agus thugais muinéul mo námhad dhamh; agus na luchd fhuáithighios mé scriosfa mé íad.
PSA.18.41	Do dhéanuid éimhghe, (agus 
PSA.18.42	Agus brúighfe mé íad amhuil luáithreadh roimhe an ngaóith: amhuil lathach annsna sráidibh sailteoruidh mé orra.
PSA.18.43	Saorfa tú mé ó imreasain na ndaóine; cuirfir mé mar cheann air na cineadhachaibh: daóine nar bhaithne dhamh do dhéanuid serbhís damh.
PSA.18.44	Comhluath is chluinfid a ccluas, caithfid bheith umhal damh: caithfidh an coigcrigheach umhla do dhéanamh dhamh.
PSA.18.45	Tuitfid na coigcrígh, agus biáidh eagla orra as a nionaduibh daingne.
PSA.18.46	Mairidh an 
PSA.18.47	An Día noch do bheir dioghaltas ar mo shonsa, agus a deir ris na daóinibh bheith urramach dhamh.
PSA.18.48	Sáorfa tú mé óm naimhdibh: iseadh, tógfa tú mé ós cionn na druinge éirghios súas am aghaidh: sáorfa tú me ó fhear a nfhoiréigin.
PSA.18.49	Ar a nadhbharsin molfa mé thú, a 
PSA.18.50	Noch do bheir fúascluithe móra dha rígh; agus fhoillsighios trócaire dhá ungthach, do Dháibhi, agus dá shíol go bráth.
PSA.19.1	Foillsighid na flaithis glóir Dé; taisbeanuid na spéirigh obair a lámh.
PSA.19.2	Foillsighidh lá urlabhradh do lá oile, agus foillsíghidh oidhche eagna doidhche.
PSA.19.3	Ní 
PSA.19.4	Téid a líne go fóirleathan annsa talamh uile, agus a mbríathra go deireadh an domhuin. Do chuir sé páilliun don ghréin ionnta,
PSA.19.5	Noch 
PSA.19.6	O théoruinn na bhflaitheas iseadh thríallus amach, agus a thimchiollradh go nuige a théorannuibh oile: agus ní bhfuil aóinni a bhfolach ó na theas.
PSA.19.10	Mó is cóir a níarruidh ná ór, aseadh, ná iomad dór fhínealta: ni is millsi mar an gcéadna ná mil, agus ná seilt chriathar na meala.
PSA.19.11	Leó fós teagasgar do shearbhfhoghantuigh: iona ccoimhéad 
PSA.19.12	Cía thuigfeas a sheachrán? 
PSA.19.13	Mar au ccéadna ó pheacuighibh uáibhreacha connuimh ar ais do sheirbhíseach; ná bíodh cumhachda aca orum: annsin bhías mé díreach, agus bíad neimhchiontach ó naindligheadh mhór.
PSA.19.14	Bídís bríathra mo bhéil, agus smuáineadh mo chroidhe, ionghabhtha ad lathair, ó a 
PSA.20.1	Go ccluinidh an 
PSA.20.2	Go ccuiridh cabhair chugad as an tsanctóra, agus go neartuighe thú as Sión.
PSA.20.3	Go ccuimhnighe thofrála uile, agus go niompóigh thiodhbairt loiscthe a luáith. Selah.
PSA.20.4	Go ttuga dhuit do reír do chroidhe, agus go ccoimhlíonuidh huile chomhairle.
PSA.20.5	Do dhéanam gáirdeachuis ann do shlánughadh, agus a nainm ar Ndé cuirfeam bratacha súas: go ccoimhlíona an 
PSA.20.6	Anois aithnighim go slánuighionn an 
PSA.20.8	Tugadh a núas íad agus do thuiteadar: achd éirghimidne súas, agus seasamuid go díreach.
PSA.20.9	O a 
PSA.21.1	A 
PSA.21.2	Thug tú toil a chroidhe dhó: agus níor chonnuimh tú uádh íarratas a bhéil. Selah.
PSA.21.3	Thug tú dho fós beannughadh na maitheasa suil do íarr sé: do chuiris coróin dór fhíorghlan air a chionn.
PSA.21.4	Díarr sé beatha ortsa, 
PSA.21.5	Is mór a ghlóirsion ann do shlánughadh: mórdhacht agus onóir do chuir tú air.
PSA.21.6	Do dhéana tú fós ro bheannuigh é go bráth: do dhéana tú ro lúathghaireach é lé do ghnúis.
PSA.21.7	Do bhrígh go bhfuil dóigh an rígh annsa 
PSA.21.8	Do gheabhaidh do lámh amach do naimhde uile: do gheabha do lámh dheas an luchd fhúaithigheas thú.
PSA.21.9	Do dhéana tú íad mar bhácús tinntighe a naimsir thfeirge: cnaóidhfidh an 
PSA.21.10	Scriosfa tú a ttoradh ón ttalamh, agus a síol ó chloinn Adhaimh.
PSA.21.11	Oír do chomhairligheadar olc ad aghaidh: do smuáinigheadar cleasradh urchóideacha, nár fhéadadar 
PSA.21.12	Uime sin chuirfios tú romhad íad, mar bhuta re ccaitear 
PSA.21.13	Arduigh thú féin, a 
PSA.22.1	Mo Dhía, mo Dhía, cred fár thréigis mé? 
PSA.22.2	Mo Dhía, comhaircfim annsa ló, agus ní chluin tú; annsa noidhche, ní bhfuil suáimhneas agam.
PSA.22.3	Acht 
PSA.22.4	Ionnadsa do chuireadar ar naithre a ndóigh: do chuireadar, agus do sháor tú íad.
PSA.22.5	Chugadsa do chomhairceadar, agus do sáoradh íad: ionnad do chuireadar a ndóthchus, agus níor claóidheadh íad.
PSA.22.6	Acht peist 
PSA.22.7	Gach a bhfaicionn mé atáid ag magadh orum: iompóighid amach a mbéul, croithid a cceann,
PSA.22.9	Acht is tusa thug misi amach as an mbroinn: thug tú orum dóthchus do bheith agam 
PSA.22.10	Ortsa do teilgiodh mé ón mbroinn: ó bholg mo mhathar is tú mo Dhía.
PSA.22.11	Ná bí a bhfad uáim: óir 
PSA.22.12	Do thimchiolladar iomad bulóg mé: 
PSA.22.13	Dfoscladar a mbeul orum, 
PSA.22.14	Atáim ar mo dhortadh amach amhuil uisge, atáid mo chnámha uile as a nionad fein: is cosmhuil re céir mo chroidhe; ar leaghadh a meadhon minnigheadh.
PSA.22.15	Atá mo neart ar na thiormughadh amhuil criáidh loisge; agus do cheangail mo theanga dom ghíalluibh; agus thugais mé go luáithreadh an bháis.
PSA.22.16	Oír thangadar madraidhe am thimchioll: díadhadar coimhthionól na ndroch-dhaóine am thimchioll: do tholladar mo lámha agus mo chosa.
PSA.22.17	Féaduim mo chnámha uile dáireamh: do chíd síad 
PSA.22.18	Roinnid méadach eaturra, agus do theilgeadar crannchair air mo chúlaidh.
PSA.22.19	Acht thusa a 
PSA.22.20	Sáor manam ón ccloidheamh; mo áon ó neart an mhadraidh.
PSA.22.21	Coimhéad mé ó bhéul an leomhuin: óir do chúala tú mé ó adharcaibh na hunicorn.
PSA.22.22	Foillseachuidh mé hainm dom dhearbhráithribh: a lár an choimhthionoil molfa mé thú.
PSA.22.23	Sibhsi air a bhfuil eagla an 
PSA.22.24	Oír níor tharcuisnigh agus níor fhuáithigh sé aindese an duine bhoichd; agus níor fholuigh a aghuidh uadha; agus a nuáir do ghoir sé air, do chaluáidh sé.
PSA.22.25	Budh tusa mholfas mé ann sa chomhdháil mhóir: coimhlionfa mé móide ós a ccuinne agá bhfuil a eagla orra.
PSA.22.26	Iosaid na 
PSA.22.27	Cuimhneochuid críocha na talmhan uile é agus iompóchuid chum an 
PSA.22.28	Oír 
PSA.22.29	Gach a 
PSA.22.30	Do dhéaná sliochd serbhís dó; áirmheochthar don 
PSA.22.31	Tiucfaid síad, agus foillseóchuid a fhíréuntachd don luchd bhéarthair, go ndéarna sé é.
PSA.23.1	A se an 
PSA.23.2	Do bheir sé orum luighe a ninbhear fhéir mínligh: tréoruigh sé mé láimh ris na huisgeadhuibh ciúin.
PSA.23.3	Aiseoguidh sé manam: tréorochuidh sé mé a róduibh na fíréuntachda ar son a anma féin.
PSA.23.4	Fós, ar son go siubhlochuinn a ngleann scáile an bháis, ni bhiáidh eagla uilc orum: óir 
PSA.23.5	Gléusfa tú bórd fám choinne a bhfiaghnuise mo námhad: do ungaidh tú mo cheann le hola, atá mo chupán ag cur thairis.
PSA.23.6	Go dearbhtha leanfuidh maith agus trócaire mé air feadh mo sháoghail: agus do dhéanad áitreabh a ttigh mo THIGHEARNA go bráth.
PSA.24.1	As leis an 
PSA.24.2	Oír do shuighidh é air na huisgeadhuibh, agus do dhaingnidh é air na tuiltibh.
PSA.24.3	Cía rachus súas a slíabh an 
PSA.24.4	An té agá bhfuil lámha glana, agus croidhe fíorghlan; noch nar thóg súas a anum chum díomhaoinis, agus nach ttug a mhionna chum ceilge.
PSA.24.5	Do gheabha sé beannughadh an 
PSA.24.7	O sibhsi a gheatuighe, tógbhuidh súas bhur ccinn; agus tógbhuidh súas sibh féin, sibhsi a dhóirse síorruidhe; agus tiucfaidh Rígh na glóire a steach.
PSA.24.8	Cía hé an Ríghsi na glóire? An 
PSA.24.9	O sibhsi a gheatuighe, tógbhuidh súas bhur ccinn; agus tógbhuidh súas sibh féin, sibhsi a dhóirse síorruidhe; agus tiucfaidh Rígh na glóire a steach.
PSA.24.10	Cía hé an Ríghsi na glóire? 
PSA.25.1	Chugadsa, ó a 
PSA.25.2	O mo Dhía, cuirim mo dhóthchus ionnad: ná náirighthear mé, na déanaid mo naimhde gáirdeachus ós mo chionn.
PSA.25.3	Fós, an mhéid chuiríos a ndóigh ionnad ná náirighthear íad: bíodh náire air a ndroing noch chionntuighios gan chúis.
PSA.25.4	Foillsigh a 
PSA.25.5	Tréoruigh mé ann thfírinne, agus teagaisc mé: óir 
PSA.25.6	Cuimhnigh do thrócaire chinealta, ó a 
PSA.25.7	Ná cuimhnigh peacadh móige, ná mo sháruighthe: do reír do thrócaire cuimhnigh mé ar son do mhaitheasa, a 
PSA.25.8	Is maith agus is díreach an 
PSA.25.9	Tréorochuidh sé na ceannsaighthe a mbreitheamhnus: agus múinfidh sé a shlighe do na ceannsaighthibh.
PSA.25.10	Is trócaire agus fírinne slighthe an 
PSA.25.11	Ar son hanma, a 
PSA.25.12	Cia hé an duine air a 
PSA.25.13	Aitreobhuidh a anam a maith; agus biáidh oidhreacht na dúithche aga chloinn.
PSA.25.14	Atá rún an 
PSA.25.16	Féuch orum, agus déan trócaire orum; óir atáim áonránach agus buaidheartha.
PSA.25.17	Do fairsingeadh buáidhreadh mo chroidhe: ó tabhairsi amach as manacra mé.
PSA.25.18	Féuch ar manacra agus air mo phéin; agus maith mo pheacuidhe uile dhamh.
PSA.25.19	Féuch air mo naímhde; óir atáid ar na méudughadh; agus atá fúath aca orum le foiréigion.
PSA.25.20	Coimhéad manam, agus sáor mé: agus ná náirighthear mé; do bhrígh go bhfuil mó dhóthchus ionnadsa.
PSA.25.21	Cumhduigheadh díoghruis agus ceart me; óir dfan mé leachdsa.
PSA.25.22	Sáor Israel, ó a Dhía, ó nuile bhuáidhreadh.
PSA.26.1	Beir breath orum, a 
PSA.26.2	Spíon mé, a 
PSA.26.3	Oír 
PSA.26.4	Níor shuigh mé ré daoinibh díomhaóine, ní mó rachfas mé a steach le mealltóirighibh.
PSA.26.5	Do fhúathuigh mé coimhthionól luchd déanta a nuilc; agus ris an ccionntach ní shuighfe mé.
PSA.26.6	Nighfe mé mo lámha a neimhchionntuibh: agus tiucfad timchioll haltóra, a 
PSA.26.7	Iondus go bhfoillsighe mé ré guth thabhartha buidheachuis, agus go ninnse mé hoibreacha iongantacha uile.
PSA.26.8	A 
PSA.26.9	Ná cruinnigh manam lé peacachuibh, ná mo bheatha ré daóinibh fuilteacha:
PSA.26.10	Ann a láimh a 
PSA.26.11	Acht am tháobhsa, siubholuigh mé ann mo dhioghruis: sáor mé, agus deán trócaire orum.
PSA.26.12	Atá mo chos na seasamh a nionad chomhthrom: annsna coimhthionóluibh beinneochad an 
PSA.27.2	A nuáir thangadar luchd déanta a nuilc, meascáirde agus mo naimhde, am aghaidh dithé mféola, fúaradar féin tuisleadh agus do thuiteadar.
PSA.27.3	Dá ccampuigheadh slúagh am aghuidh, ní bhía eagla air no chroidhe: dá neirgheadh cogadh am aghaidh, annso 
PSA.27.4	Aóinní amháin dathchuingidh mé air an 
PSA.27.5	Oir foileochuigh sé mé iona pháilliún a ló a nuilc: coimhéudfuidh mé go secréideach a nuáignios a thabernacuil; ar charruic thóigfios sé súas mé.
PSA.27.6	Agus a nois áirdeochur mo cheann ós cionn mo námhad fa ccuairt am thimchioll: agus íodhborad iona thabernacuil íodhbartha gáirdeachuis; canfad, agus do dhéan salm don 
PSA.27.7	Cluin, a 
PSA.27.8	Mar a 
PSA.27.9	Ná foluigh haghuidh uáim; ná fill ód sherbhíseach a bhfeirg: bá tú mo chabhair: ná fág mé, agus ná tréig mé, a Dhé mo shlánuighthe.
PSA.27.10	Oir do thréig mathair agus mo mhathair 
PSA.27.11	Múin do shlighe dhamh, a 
PSA.27.12	Ná tabhair do thoil mo námhad mé: oir fíadhnuisigh bhréagach agus an té shéidios amach foiréigion, déirgheadar súas am aghaidh.
PSA.27.14	Feith air an 
PSA.28.1	Chugadsa gháirfeas mé, a 
PSA.28.2	Cluin guth mo athchuinge, a nuáir chomhaircfead chugad; a núair thóigfead súas mo lámha chum horacuil náomhtha.
PSA.28.3	Na tárruing mé leis na cionntachaibh, ná leis a ndróing oibrighios olc, noch labhras síothcháin ré na ccomharsanuibh, a nuáir bhíos urchóid iona ccroidhe.
PSA.28.4	Tabhair luáigheacht dóibh do reír a ngníomh, do reír urchóide a ndithchill: tabhair dhóibh do reír oibre a lámh; tabhair dhóibh a luáigheacht.
PSA.28.5	Oír ní bhfuil meas aca air oibribh an 
PSA.28.9	Tárthaidh do dhaóine, agus beannuigh hoighreacht: beathuidh fós íad, agus árduigh íad go bráth.
PSA.29.1	Tugaidh don 
PSA.29.2	Tugaidh don 
PSA.29.5	Brisigh guth an 
PSA.29.6	Do bheir fós orra lingeadh amhuil láogh; Lebanon agus Sirion amhuil unicorn óg.
PSA.29.7	Roinnigh guth an 
PSA.29.8	Croithigh guth an 
PSA.29.9	Do bheir guth an 
PSA.29.10	Suighidh an 
PSA.29.11	Do bhéara an 
PSA.30.1	Ardmholfa mé thú a 
PSA.30.2	O a 
PSA.30.3	O a 
PSA.30.4	Canuidh psalm don 
PSA.30.5	Oir iona fheirg ní 
PSA.30.6	Acht a dubhairt misi am shuáimhnios, Ní háthrochthar mé choidhche.
PSA.30.7	A 
PSA.30.8	Chugadsa a 
PSA.30.9	Cred é an tarbha 
PSA.30.10	Cluin, a 
PSA.30.11	Diompóigh tú mó dhóbhrón a damhsa dhamh: do chuiris díom mo shaicéadach, agus do choimhcheangluis mé le lúathgháir;
PSA.30.12	Ionnus go ccanfadh mo ghlóir moladh dhuitsi, agus gan bheith am thochd. O a 
PSA.31.1	Ionnadsa, a 
PSA.31.2	Cláon do chlúas chugam; sáor mé go lúath: bí dhamhsa ad charruig neirt, gus mar thigh cumhduigh dom dhídion.
PSA.31.3	Oír 
PSA.31.4	Tarruing amach mé as an líon noch do fholuigheadar am choinne: óir is tú mo neart.
PSA.31.5	Ann do láimhsi chuirim mo spiorad: dfúasguil tú mé, a 
PSA.31.6	Fúathighim an luchd choimhéadas díomháoineas bréagach: acht cuirim mo dhóthchus annsa 
PSA.31.7	Bíad lúathghaireach agus do dhéan gáirdeachus ann do thrócaire: oír do chonnairc tú mo bhuáidhreadh; agus daithin tú manam a néigion;
PSA.31.8	Agus nior thoirbhir tú mé a láimh mo námhad: do chuiris mo chosa a nionad fháirsing.
PSA.31.9	Déan trócaire orum, a 
PSA.31.10	Oír do caitheadh mo bheatha le doilghios, agus mo bhlíadhna re hosnadhuibh: do laghduigh mo neart tre méaigceart, agus atáid mo chnámha ar na ccnaói.
PSA.31.11	Do bhí mé am scannail a measc measccarad uile, agus go háirigh dom chomharsanuibh, agus am eagla dom luchd aitheantuis: an lucht do chonnairc amuigh mé do theitheadar uáim.
PSA.31.12	Atáim ar dearmad mar dhuine mharbh as cuimhne: atáim mar shoitheach bhriste.
PSA.31.13	Oír do chúalaidh mé scannuil mhóráin: eagla air gach áontaóibh: an feadh do bhádar ag déanamh comhairle a néainfheachd am aghaidh, do thionnsgnadar manam do bhuain asum.
PSA.31.14	Acht ionnadsa do chuir misi mo dhóthchus, a 
PSA.31.16	Tabhair ar haghaidh lonnrughadh air do sheirbhíseach: tárthuigh mé ar son do thrócaire.
PSA.31.17	A 
PSA.31.18	Déantar pussa na mbréug balbh; noch labhrus neithe géura a naghaidh na bhfíréun re húabhar agus re tarcuisne.
PSA.31.20	Foileochuidh tú íad a nuáignios ad fhiaghnuise ó úabhar an duine: foileochuidh tú íad ann do thabernacuil ó imreasan na tteangtha.
PSA.31.22	Oír a dubhrus ann mo dheithnios, Atáim ar mo ghearradh amach ód radharc: gidheadh do chúala tú guth mo ghearáin a nuáir do gháir mé chugad.
PSA.31.23	Grádhuighidh an 
PSA.31.24	Bídhidh láidir, agus neirteochuidh sé bhur ccroidhe, sibhsi uile agá bhfuil bhur ndóigh san 
PSA.32.3	A nuáir do bhí mé am thochd, dfásadar mo chnámha foirfe do bhrígh mo bhúirfeadha ar feadh an laói.
PSA.32.4	Oír do bhí do lámh trom orum do ló agus doidhche: do hiompóigheadh mo fhlicheachd a ttart samhraidh. Selah.
PSA.32.5	Dadmhaidh mé mo pheacadh dhuitse, agus níor fholuigh mé mo chionta. A dubhairt mé, Aideomhad maindlighthe don 
PSA.32.6	Ar a nadhbharsin do dhéana a nuile dhuine díadha urnuigh chugadsa a nam thfaghala: go deimhin a ttuilte uisgeadha móra ní thiocfuid a ngar dhósan.
PSA.32.8	Teagosfa mé thú, agus múinfead thú san tslighe iona ngéubhair: do bhéar comhairle dhuit ré mo shúil do beith ort.
PSA.32.9	Ná bíthí mar a neach, 
PSA.32.11	Déanuidh gáirdeachus annsa 
PSA.33.1	Gairdighidh annsa 
PSA.33.2	Molaidh an 
PSA.33.3	Canuidh dhó caintic núadh; sinnidh go héolgach maille re fuáim áird.
PSA.33.4	Oír 
PSA.33.5	Is ionmhuin leis ceart agus breitheamhnus: atá an talamh lán do thrócaire an 
PSA.33.6	Re breithir an 
PSA.33.7	Cruinníghidh sé uisgeadha na mara amhuil cárnn: agus cuiridh súas an dúbhaigéan a ttighthibh ionnmhuis.
PSA.33.8	Bíodh eagla an 
PSA.33.9	Oír do labhair sé, agus do rinneadh amhluidh; do aithin sé, agus do cruthuigheadh é.
PSA.33.10	Do ní an 
PSA.33.11	Seasfuidh comhairle an 
PSA.33.13	Féuchuidh an 
PSA.33.14	Dearcaidh sé ó a ionad cómhnuigh air áitreabhaibh na talmhan uile.
PSA.33.15	Eision cumadóir a ccroidhtheadh a néainfheachd; tuige sé a noibreach uile.
PSA.33.16	Ní bhfuil rígh air bith cumhduighthear re iomad slóigh: ní sáorthar an duine tréan re méad a neirt.
PSA.33.18	Féuch, 
PSA.33.19	Do sháoradh a nánma ó bhás, agus dá ccongmháil béo a ngorta.
PSA.33.20	Atá ar nanam ag feitheamh air an 
PSA.33.21	Oír is annsan do dhéanas ar ccroidhe gáirdeachus, do bhrígh gur chuireamar ar ndóigh ann a ainm naomhthasan.
PSA.33.22	Biodh do thrócaire oruinn, a 
PSA.34.1	Beinneochuidh mé an 
PSA.34.2	Annsa 
PSA.34.3	Móruidhe an 
PSA.34.4	Díarr mé an 
PSA.34.5	Dféuchadar chuige, agus do shoillsíughadh íad: agus ní raibh náire ar a naighthibh.
PSA.34.6	Do gháir an duine bochtso, agus do chúaluidh an 
PSA.34.7	Do ní aingeal an 
PSA.34.8	Blaisidh, agus féuchuidh 
PSA.34.9	Bíodh eagla an 
PSA.34.10	Bíth uireasbhuidh air na leomhnuibh óga, agus fuilingid ocrus: acht ní bhiáidh uireasbhuidh éanmhaitheasa ar an luchd íarrus an 
PSA.34.11	Tigidh, a chlann, éistigh riomsa: teagaisgfead eagla an 
PSA.34.12	Cía 
PSA.34.13	Coimhéad do theanga ó urchóid, agus do bhéul ó labhradh ceilge.
PSA.34.14	Dealuidh ris a nolc, agus deán maith; íarr síothcháin, agus lean í.
PSA.34.17	Gáirid 
PSA.34.19	Is iomdha crádh air an bhfíréun: gidheadh sáorfuidh an 
PSA.34.20	Cumhduigh sé a chnámha uile: ní bristear áon díobh.
PSA.34.21	Acht muirfidh an tolc an cionntach: agus sgriosfuighear an luchd agá bhfuil fúath air an bhfíréun.
PSA.34.22	Fuasgluidh an 
PSA.35.1	Tagair, a 
PSA.35.2	Gabh greim do sceith agus do bhuicléir, agus seas súas dom chumhdach.
PSA.35.3	Agus tarruing amach an gath, agus stop 
PSA.35.4	Claóidhtear agus náirighthear an lucht íarrus manam: iompóighthear air a nais agus claoithear an luchd noch smuáineas urchóid damh.
PSA.35.5	Bídís mar lóchán ós coinne na gaóithe: agus aingeal an 
PSA.35.6	Bíodh a slighe na dhorchadus agus ro shleamhuin: agus aingeal an 
PSA.35.7	Oír is gan adhbhar do fholuigheadar a líon am choinnesi a log, 
PSA.35.8	Tigeadh milleadh airsion nach raibh a fhios aige; a líon noch dfoluigh sé gabhadh é féin: agus tuiteadh sé annsa milleadh sin féin.
PSA.35.9	Agus biáidh manamsa lúathgháireach annsa 
PSA.35.10	Déaruid mo chnámha uile, O a 
PSA.35.11	Déirigh fiaghnuise éagcórach súas; dfíafruigheadar dhíom an ní nár bhfeas damh.
PSA.35.12	Thugadar dhamh luáigheachd uilc a naghaidh maitheasa chum manma do mhilleadh.
PSA.35.13	Acht misi, a núair do bhádar easlán, bá saicéadach mo chulaidh: dumhluighios manam re troscadh; agus dfill mo ghuidhe am ucht féin.
PSA.35.14	Diomchras mé féin amhluidh is gur bhé mo charuid 
PSA.35.15	Acht ann mo ríachdanas do rinneadarsan gáirdeachus, agus do chruinnigheadar íad féin a naonáit: na ciothruimigh fós, do thionoladar a cceann a chéile am aghaidh, agus ní raibh a fhios agamsa; do réubadar, agas nior sguireadar.
PSA.35.16	Re clúanairibh magaidh ar chóisreachuibh, ag gíosgán ré na bhfíacluibh am aghaidhsi.
PSA.35.17	A 
PSA.35.18	Do bhéarad buidheachus duitsi annsa ccomhdháil mhór: a measc mhoráin daóine molfa mé thú.
PSA.35.19	Na léig dom naimhdibh gáirdeachus do dhéanamh ós mo chionn go héagcórach: ná léig do luchd mfúaithighthe gan adhbhar a súil do chláonadh.
PSA.35.20	Oír ní labhraid síothcháin: agus tionnsgnuid bríathra cealgacha a naghaidh 
PSA.35.21	Agus dfoscladar a mbéul go fairsing am aghaidh, a dubhradar, Aha, aha, do chíd ar súile 
