GEN.1.1	起初，上帝创造天地。 
1CO.10.20	不，我是说，他们
1CO.10.21	你们不能喝主的杯，又喝鬼的杯；不能吃主的筵席，又吃鬼的筵席。 
1CO.10.22	我们要惹主的嫉恨吗？我们比他更强吗？
1CO.10.23	“凡事都可行”，但不都有益处。“凡事都可行”，但不都造就人。 
1CO.10.24	无论什么人，不要求自己的益处，而要求别人的益处。 
1CO.10.25	凡市场上所卖的，你们只管吃，不要为良心的缘故问什么， 
1CO.10.26	“因为地和其中所充满的都属于主”。 
1CO.10.27	倘若有一个不信的人请你们吃饭，而你们也愿意去，凡摆在你们面前的，只管吃，不要为良心的缘故问什么。 
1CO.10.28	若有人对你们说：“这是献过祭的物”，那么为了那告诉你们的人，并为了良心的缘故就不吃。 
1CO.10.29	我说的良心不是你自己的，而是他的。我的自由为什么被别人的良心评断呢？ 
1CO.10.30	我若谢恩而吃，为什么因我谢恩的物被人毁谤呢？
1CO.10.31	所以，你们或吃或喝，无论做什么，都要为荣耀上帝而做。 
1CO.10.32	你们不要使
1CO.10.33	但要像我一样，凡事都使众人喜欢，不求自己的益处，只求众人的益处，使他们得救。
1CO.11.1	你们该效法我，像我效法基督一样。
1CO.11.2	我称赞你们，因为你们凡事记得我，又坚守我所传授给你们的。 
1CO.11.3	但是我要你们知道：基督是男人的头；男人是女人的头
1CO.11.4	凡男人祷告或讲道
1CO.11.5	凡女人祷告或讲道，若不蒙着头，就是羞辱自己的头，因为这就如同剃了头发一样。 
1CO.11.6	女人若不蒙着头，就该剪了头发；女人若以剪发剃发为羞愧，就该蒙着头。 
1CO.11.7	男人本不该蒙着头，因为他是上帝的形像和荣耀；但女人是男人的荣耀。 
1CO.11.8	起初，男人不是由女人而出，女人却是由男人而出。 
1CO.11.9	而且男人不是为女人造的，女人却是为男人造的。 
1CO.11.10	因此，女人为天使的缘故应当在头上有服权柄的记号。 
1CO.11.11	然而，照主的安排，女人不可没有男人，男人也不可没有女人。 
1CO.11.12	因为女人原是由男人而出，男人是藉着女人而生；但万有都是出于上帝。
1CO.11.13	你们自己要判断，女人祷告上帝，不蒙着头合宜吗？ 
1CO.11.14	你们的本性不也教导你们，男人若留长头发是他的羞辱吗？ 
1CO.11.15	但女人留长头发是她的荣耀，因为这头发是给她盖头的
1CO.11.16	若有人想要辩驳，我们却没有这样的规矩，上帝的众教会也没有。
1CO.11.17	我现在吩咐你们这话不是在称赞你们，因为你们聚会是有损无益的。 
1CO.11.18	首先，我听说你们教会聚会的时候有分裂的事，我也有些相信这话。 
1CO.11.19	在你们中间必然有分门结党的事，好使那些经得起考验的人显明出来。 
1CO.11.20	你们聚会的时候，不是在吃主的晚餐， 
1CO.11.21	因为吃的时候，各人先吃自己的饭，甚至有人饥饿，有人酒醉。 
1CO.11.22	难道你们没有家可以吃喝吗？还是你们藐视上帝的教会，使那没有的羞愧呢？我该对你们说什么呢？我要称赞你们吗？在这事上我绝不称赞你们！
1CO.11.23	我当日传给你们的是从主所领受的。主耶稣被出卖的那一夜，拿起饼来， 
1CO.11.24	祝谢了，就擘开，说：“这是我的身体，为你们舍
1CO.11.25	饭后，他也照样拿起杯来，说：“这杯是用我的血所立的新约；你们每逢喝的时候，要如此行，来记念我。” 
1CO.11.26	你们每逢吃这饼，喝这杯，是宣告主的死，直到他来。
1CO.11.27	所以，任何不按规矩吃了主的饼，喝了主的杯，就是干犯主的身体和主的血了。 
1CO.11.28	人应该省察自己，然后吃这饼，喝这杯。 
1CO.11.29	因为人吃喝，若不分辨是主的身体，他的吃喝就是定自己的罪了。 
1CO.11.30	因此，在你们中间有好些软弱的与患病的，长眠了的也不少。 
1CO.11.31	我们若是先省察自己，就不至于受审判。 
1CO.11.32	我们受审判的时候，就是被主管教，这样就免得和世人一同被定罪。
1CO.11.33	所以，我的弟兄们，你们聚会吃晚餐的时候，要彼此等待。 
1CO.11.34	若有人饿了，要在家里先吃，免得你们聚会，反被定罪。其余的事等我来的时候再安排。
1CO.12.1	弟兄们，关于属灵的恩赐
1CO.12.2	你们知道，你们作外邦人的时候，随事被引诱，受了迷惑去拜不会出声的偶像。 
1CO.12.3	所以，我要你们知道，被上帝的灵感动的，没有人会说“耶稣该受诅咒”；若不是被圣灵感动的，也没有人能说“耶稣是主”。
1CO.12.4	恩赐有许多种，却是同一位圣灵所赐。 
1CO.12.5	事奉有许多种，却是事奉同一位主。 
1CO.12.6	工作有许多种，却是同一位上帝在万人中运行万事。 
1CO.12.7	圣灵彰显在各人身上，是要使人得益处。 
1CO.12.8	有人藉着圣灵领受智慧的言语；有人也靠着同一位圣灵领受知识的言语； 
1CO.12.9	又有人由同一位圣灵领受信心；还有人由同一位圣灵领受医病的恩赐； 
1CO.12.10	又有人能行异能，又有人能作先知，又有人能辨别诸灵，又有人能说方言
1CO.12.11	这一切都是由惟一的、同一位圣灵所运行，随着自己的旨意分给各人的。
1CO.12.12	就如身体是一个，却有许多肢体，身体的肢体虽多，仍是一个身体；基督也是这样。 
1CO.12.13	我们无论是
1CO.12.14	身体原不只是一个肢体，而是许多肢体。 
1CO.12.15	假如脚说：“我不是手，所以不属于身体”，它不能因此就不属于身体。 
1CO.12.16	假如耳朵说：“我不是眼睛，所以不属于身体”，它也不能因此就不属于身体。 
1CO.12.17	假如全身是眼睛，听觉在哪里呢？假如全身是耳朵，嗅觉在哪里呢？ 
1CO.12.18	但现在上帝随自己的意思把肢体一一安置在身体上了。 
1CO.12.19	假如全都是一个肢体，身体在哪里呢？ 
1CO.12.20	但现在肢体虽多，身体还是一个。 
1CO.12.21	眼睛不能对手说：“我用不着你。”头也不能对脚说：“我用不着你。” 
1CO.12.22	不但如此，身上的肢体，人以为软弱的，更是不可缺少的； 
1CO.12.23	身上的肢体，我们认为不体面的，越发给它加上体面；我们不雅观的，越发装饰得雅观。 
1CO.12.24	我们雅观的肢体自然用不着装饰；但上帝配搭这身子，把加倍的体面给那有缺欠的肢体， 
1CO.12.25	免得身体不协调，总要肢体彼此照顾。 
1CO.12.26	假如一个肢体受苦，所有的肢体就一同受苦；假如一个肢体得光荣，所有的肢体就一同快乐。
1CO.12.27	你们是基督的身体，并且各自都是肢体。 
1CO.12.28	上帝在教会所设立的：第一是使徒；第二是先知；第三是教师；其次是行异能的；再次是医病的恩赐，帮助人的，治理事的，说方言的。 
1CO.12.29	难道个个都是使徒吗？难道个个都是先知吗？难道个个都是教师吗？难道个个都是行异能的吗？ 
1CO.12.30	难道个个都是有医病的恩赐吗？难道个个都是说方言的吗？难道个个都是翻方言的吗？ 
1CO.12.31	你们要追求那更大的恩赐。
1CO.12.31	我现今把最妙的道指示你们。
1CO.13.1	我若能说人间的方言，甚至天使的语言，却没有爱，我就成为鸣的锣、响的钹一般。 
1CO.13.2	我若有先知讲道的能力，也明白各样的奥秘，各样的知识，而且有齐备的信心，使我能够移山，却没有爱，我就算不了什么。 
1CO.13.3	我若将所有的财产救济穷人，又牺牲自己的身体让人夸赞
1CO.13.4	爱是恒久忍耐；又有恩慈；爱是不嫉妒；爱是不自夸，不张狂， 
1CO.13.5	不做害羞的事，不求自己的益处，不轻易发怒，不计算人的恶， 
1CO.13.6	不喜欢不义，只喜欢真理； 
1CO.13.7	凡事包容，凡事相信，凡事盼望，凡事忍耐。
1CO.13.8	爱是永不止息。先知讲道之能终必归于无有；说方言
1CO.13.9	我们现在所知道的有限，先知所讲的也有限， 
1CO.13.10	等那完全的来到，这有限的必消逝。 
1CO.13.11	我作孩子的时候，说话像孩子，心思像孩子，意念像孩子；既长大成人，就把孩子的事丢弃了。 
1CO.13.12	我们现在是对着镜子观看，模糊不清
1CO.13.13	如今常存的有信，有望，有爱这三样，其中最大的是爱。
1CO.14.1	你们要追求爱，也要切慕属灵的恩赐，尤其是作先知讲道
1CO.14.2	那说方言
1CO.14.3	但作先知讲道的，是对人说，要造就、安慰、劝勉人。 
1CO.14.4	说方言的，是造就自己；作先知讲道的，是造就教会。 
1CO.14.5	我希望你们都说方言，更希望你们作先知讲道；因为说方言的，若不解释出来，使教会得造就，那作先知讲道的就比他强了。
1CO.14.6	弟兄们，我到你们那里去，若只说方言，不用启示，或知识，或预言，或教导，给你们讲解，我对你们有什么益处呢？ 
1CO.14.7	就连那有声而没有生命的东西，如箫，如琴，发出来的音若没有分别，怎能知道所吹所弹的是什么呢？ 
1CO.14.8	号角吹出来的音若不清楚，谁会预备打仗呢？ 
1CO.14.9	你们也是如此；若用舌头说听不懂的信息，怎能知道所说的是什么呢？你们就是向空气说话了。 
1CO.14.10	世上有许多种语言，却没有一样是无意思的。 
1CO.14.11	我若不明白那语言的意思，说话的人必以我为未开化的人，我也以他为未开化的人。 
1CO.14.12	你们也是如此，既然你们切慕属灵的恩赐，就当追求多得造就教会的恩赐。
1CO.14.13	所以，那说方言的，就当祈求有翻方言的恩赐。 
1CO.14.14	我若用方言祷告，是我的灵在祷告；但我的理智没有效果。 
1CO.14.15	我应该怎么做呢？我要用灵祷告，也要用理智祷告；我要用灵歌唱，也要用理智歌唱。 
1CO.14.16	不然，你用灵祝谢，那在座不通方言的人，既然不明白你的话，怎能在你感谢的时候说“阿们”呢？ 
1CO.14.17	你的感谢固然是好，不过不能造就别人。 
1CO.14.18	我感谢上帝，我说方言比你们众人还多； 
1CO.14.19	但在教会中，我宁可用理智说五句教导人的话，强过说万句方言。
1CO.14.20	弟兄们，在心志上不要作小孩子。但是，在恶事上要作婴孩，而在心志上总要作大人。 
1CO.14.21	律法上记着：“主说：
1CO.14.21	我要用外邦人的舌头
1CO.14.21	和外邦人的嘴唇
1CO.14.21	向这百姓说话；
1CO.14.21	虽然如此，他们还是不听从我。”
1CO.14.22	这样看来，说方言不是为信的人作标记，而是为不信的人；作先知讲道不是为不信的人作标记，而是为信的人。 
1CO.14.23	所以，全教会聚在一处的时候，若都说方言，偶然有不通方言的或是不信的人进来，岂不会说你们疯了吗？ 
1CO.14.24	若个个都作先知讲道，偶然有不信的或是不懂方言的人进来，就被众人劝戒，被众人审问， 
1CO.14.25	他心里的隐情被显露出来，就必将脸伏地，敬拜上帝，宣告说：“上帝真的是在你们中间了。”
1CO.14.26	弟兄们，那么，你们该怎么做呢？你们聚会的时候，各人或有诗歌，或有教导，或有启示，或有方言，或有翻出来，凡事都应当造就人。 
1CO.14.27	若有说方言的，只可有两个人，至多三个人，且要轮流着说，也要有一个人翻出来。 
1CO.14.28	若没有人翻，就当在会中闭口，只对自己和上帝说就是了。 
1CO.14.29	至于作先知讲道的，只可有两个人或是三个人，其余的人当慎思明辨。 
1CO.14.30	假如旁边坐着的得了启示，那先说话的就当闭口不言。 
1CO.14.31	因为你们都可以一个一个地作先知讲道，使众人都可以学习，使众人都得劝勉。 
1CO.14.32	先知的灵是顺服先知的， 
1CO.14.33	因为上帝不是叫人混乱，而是叫人和谐的上帝。
1CO.14.33	在圣徒的众教会中， 
1CO.14.34	妇女应该闭口不言；因为，不准她们说话，总要顺服，正如律法所说的。 
1CO.14.35	她们若要学什么，应该在家里问自己的丈夫，因为妇女在会中说话是可耻的。 
1CO.14.36	难道上帝的话是从你们出来的吗？难道是单临到你们的吗？
1CO.14.37	若有人自以为是先知，或是属灵的，就应该知道，我所写给你们的是主的命令。 
1CO.14.38	若有不理会的，你们也不必理会他。 
1CO.14.39	所以，我的弟兄们，你们要切慕作先知讲道的恩赐，不要禁止说方言。 
1CO.14.40	凡事都要规规矩矩地按着次序行。
1CO.15.1	弟兄们，我要你们认清我先前传给你们的福音；这福音你们领受了，又靠着它站立得住， 
1CO.15.2	你们若能够持守我传给你们的信息，就必因这福音得救，否则你们是徒然相信。
1CO.15.3	我当日所领受又传给你们的，最重要的就是：照圣经所说，基督为我们的罪死了， 
1CO.15.4	而且埋葬了；又照圣经所说，第三天复活了， 
1CO.15.5	还显给
1CO.15.6	后来一次显给五百多弟兄看，其中一大半到现在还在，却也有已经睡了的。 
1CO.15.7	以后他显给
1CO.15.8	最后也显给我看；我如同未到产期而生的人一般。 
1CO.15.9	我原是使徒中最小的，不配称为使徒，因为我曾迫害过上帝的教会。 
1CO.15.10	然而，由于上帝的恩典，我才成了今日的我，并且他所赐给我的恩典不是徒然的。我比众使徒格外劳苦；其实不是我，而是上帝的恩典与我同在。 
1CO.15.11	无论是我或是其他使徒，我们都如此传，你们也都如此信了。
1CO.15.12	既然我们传基督是从死人中复活了，怎么在你们中间有人说没有死人复活的事呢？ 
1CO.15.13	若没有死人复活的事，基督就没有复活了。 
1CO.15.14	基督若没有复活，我们所传的就是枉然，你们所信的也是枉然。 
1CO.15.15	这样，我们甚至被当作是为上帝妄作见证的，因为我们见证上帝是使基督复活了。如果死人真的没有复活，上帝就没有使基督复活了。 
1CO.15.16	因为死人若不复活，基督也就没有复活了。 
1CO.15.17	基督若没有复活，你们的信就是徒然，你们仍活在罪里。 
1CO.15.18	就是在基督里睡了的人也灭亡了。 
1CO.15.19	我们若靠基督只在今生有指望，就比所有的人更可怜了。
1CO.15.20	其实，基督已经从死人中复活，成为睡了之人初熟的果子。 
1CO.15.21	既然死是因一人而来，死人复活也因一人而来。 
1CO.15.22	在
1CO.15.23	但各人是按着自己的次序复活：初熟的果子是基督；然后在他来的时候，是那些属于基督的。 
1CO.15.24	再后，终结到了，那时基督既将一切执政的、掌权的、有权能的都毁灭了，就把国交给父上帝。 
1CO.15.25	因为基督必须掌权，等上帝把一切仇敌都放在他的脚下。 
1CO.15.26	他要毁灭的最后仇敌就是死亡。 
1CO.15.27	因为经上说：“上帝使万物都服在他的脚下。”既然说万物都服了他，那使万物屈服的，很明显地是不在其内了。 
1CO.15.28	既然万物服了他，那时，子也要自己顺服那叫万物服他的，好使上帝在万物之中，在万物之上。
1CO.15.29	不然，那些为死人受洗的，能做什么呢？如果死人不会复活，为什么替他们受洗呢？ 
1CO.15.30	我们为什么要时刻冒险呢？ 
1CO.15.31	弟兄们
1CO.15.32	从人的观点看来，我当日在
1CO.15.32	“让我们吃吃喝喝吧！
1CO.15.32	因为明天要死了。”
1CO.15.33	不要被欺骗了；
1CO.15.33	“滥交朋友败坏品德。”
1CO.15.34	你们要醒悟为善，不再犯罪；因为有人不认识上帝。我说这话是要使你们羞愧。
1CO.15.35	但是有人会问：“死人怎样复活呢？他们带着什么身体来呢？” 
1CO.15.36	无知的人哪，你所种的若不死就不能生。 
1CO.15.37	并且你所种的不是那将来要有的形体，无论是麦子或别样谷物，都不过是子粒。 
1CO.15.38	但上帝随自己的意思给它一个形体，并叫各样子粒各有自己的形体。 
1CO.15.39	不是所有的肉体都是同样的：人是一个样子，兽又是一个样子，鸟又是一个样子，鱼又是一个样子。 
1CO.15.40	有天上的形体，也有地上的形体；但天上形体的荣光是一个样子，地上形体的荣光又是一个样子。 
1CO.15.41	日有日的光辉，月有月的光辉，星有星的光辉；这星和那星的光辉也有区别。
1CO.15.42	死人复活也是这样。所种的是会朽坏的，复活的是不朽坏的； 
1CO.15.43	所种的是羞辱的，复活的是荣耀的；所种的是软弱的，复活的是强壮的； 
1CO.15.44	所种的是血肉的身体，复活的是灵性的身体。既有血肉的身体，也就有灵性的身体。 
1CO.15.45	经上也是这样记着说：“首先的人
1CO.15.46	但是，不是属灵的在先，而是属血肉的在先，然后才是属灵的。 
1CO.15.47	第一个人是出于地，是属于尘土；第二个人是出于天。 
1CO.15.48	那属尘土的怎样，凡属尘土的也都怎样；属天的怎样，凡属天的也都怎样。 
1CO.15.49	就如我们既有属尘土的形像，将来也必有属天的形像。
1CO.15.50	弟兄们，我要告诉你们的是：血肉之躯不能承受上帝的国，必朽坏的也不能承受不朽坏的。 
1CO.15.51	我如今把一件奥秘的事告诉你们：我们不是都要睡觉，而是都要改变， 
1CO.15.52	就在一刹那，眨眼之间，号筒末次吹响的时候。因号筒要吹响，死人要复活成为不朽坏的，我们也要改变。 
1CO.15.53	这会朽坏的必须变成
1CO.15.54	当这会朽坏的变成不朽坏的，这会死的变成不会死的，那时经上所记“死亡已被胜利吞灭了”的话就应验了。
1CO.15.55	“死亡啊！你得胜的权势在哪里？
1CO.15.55	死亡啊！你的毒刺在哪里？”
1CO.15.56	死亡的毒刺就是罪，罪的权势就是律法。 
1CO.15.57	感谢上帝，他使我们藉着我们的主耶稣基督得胜。
1CO.15.58	所以，我亲爱的弟兄们，你们务要坚固，不可动摇，常常竭力多做主工，因为你们知道，你们在主里的劳苦不是徒然的。
1CO.16.1	关于为圣徒捐款的事，我从前怎样吩咐
1CO.16.2	每逢七日的第一日，每人要照自己的收入抽出若干，保留起来，免得我来的时候现凑。 
1CO.16.3	等到我来了，你们写信举荐谁，我就差遣他们，把你们的款项送到
1CO.16.4	如果我也该去，他们可以和我同去。
1CO.16.5	我想穿越
1CO.16.6	可能会和你们同住一些时候，甚至和你们一起过冬。这样无论我往哪里去，你们可以给我送行。 
1CO.16.7	我现在不愿意在路过的时候见你们；主若允许，我就指望和你们同住一些时候。 
1CO.16.8	不过我要仍旧住在
1CO.16.9	因为有又宽大又有效的门为我开了，虽然反对的人也多。
1CO.16.10	若是
1CO.16.11	所以，无论谁都不可藐视他。只要送他平安前行，让他到我这里来，因为我等着他和弟兄们同来。
1CO.16.12	至于
1CO.16.13	你们要警醒，在信仰上要站稳，要勇敢，要刚强。 
1CO.16.14	你们所做的一切都要凭爱心而做。
1CO.16.15	弟兄们，你们知道
1CO.16.16	我劝你们顺服这样的人，和一切与他同工同劳的人。 
1CO.16.17	、
1CO.16.18	他们使我和你们心里都快慰；这样的人，你们务要敬重。
1CO.16.20	众弟兄都向你们问安。要用圣洁的吻彼此问安。
1CO.16.21	我—
1CO.16.22	若有人不爱主，这人该受诅咒。主啊，愿你来！ 
1CO.16.23	愿主耶稣基督的恩常与你们众人同在。 
1CO.16.24	我在基督耶稣里的爱与你们同在！
2CO.1.1	奉上帝旨意作基督耶稣使徒的
2CO.1.2	愿恩惠、平安
2CO.1.3	愿颂赞归于上帝—我们主耶稣基督的父；他是发慈悲的父，赐各样安慰的上帝。 
2CO.1.4	我们在一切患难中，他安慰我们，使我们能用上帝所赐的安慰去安慰那些遭各样患难的人。 
2CO.1.5	正如我们跟基督同受许多苦楚，我们也靠基督得许多安慰。 
2CO.1.6	如果我们受患难，那是为使你们得安慰，得拯救；如果我们得安慰，那也是为使你们得安慰，这安慰能使你们忍受我们所受同样的苦楚。 
2CO.1.7	我们为你们所存的盼望是确定的，因为知道你们分担了我们的痛苦，也要分享我们的安慰。
2CO.1.8	弟兄们，我们不要你们不知道，我们从前在
2CO.1.9	自己心里也断定是必死无疑，这是要使我们不依靠自己，只依靠使死人复活的上帝。 
2CO.1.10	他曾救我们脱离那极大的死亡，他要继续救我们，而且我们指望他将来还要救我们。 
2CO.1.11	你们也要一同用祈祷来帮助我们，好使许多人为我们感恩，因着他们许多的祷告，我们获得了恩赐。
2CO.1.12	我们所夸的是：我们在世为人，特别是跟你们的关系，是凭着上帝所赐的坦率和真诚，不是靠人的聪明，而是靠上帝的恩惠；这是我们的良心可以作证的。 
2CO.1.13	我们现在写给你们的话，无非是你们所能诵读、所能明白的，我也盼望你们真能彻底明白。 
2CO.1.14	你们已经有几分认识我们，在我们主耶稣
2CO.1.15	既然我这样深信，早就有意先到你们那里去，让你们得加倍的益处。 
2CO.1.16	我要路过你们那里往
2CO.1.17	我有此意，难道是反覆不定吗？难道我的意愿是从私欲起的，以致我忽是忽非吗？ 
2CO.1.18	我指着信实的上帝说，我们向你们所传的道并非又是又非的。 
2CO.1.19	因为，我、
2CO.1.20	上帝的应许，不论有多少，在基督都是“是”的。所以，我们藉着他说“阿们”，使上帝因我们得荣耀。 
2CO.1.21	那在基督里坚固我们和你们，并且膏抹我们的，就是上帝。 
2CO.1.22	他在我们身上盖了印，并赐圣灵在我们心里作凭据。
2CO.1.23	我指着我的性命求告上帝作证，我没有再往
2CO.1.24	我们并不是要控制你们的信心，而是要作你们的同工，让你们得快乐，因为你们在信仰上已经站得稳了。
2CO.2.1	我自己定了主意，下次不再带着悲伤到你们那里去。 
2CO.2.2	我若使你们悲伤，除了因我而使他悲伤的那人以外，谁能使我喜乐呢？ 
2CO.2.3	我曾把这事写给你们，免得我到的时候，那该令我喜乐的人反倒令我悲伤。我也深信，你们众人都以我的喜乐为自己的喜乐。 
2CO.2.4	我先前忧心忡忡、眼泪汪汪地给你们写了信，并非要使你们悲伤，而是要你们知道我格外疼爱你们。
2CO.2.5	如果有人使人悲伤，他不但使我悲伤，也是使你们众人有些悲伤。我说有些，恐怕说得太重了。 
2CO.2.6	这样的人受了大多数人的责备也就够了， 
2CO.2.7	倒不如赦免他，安慰他，免得他过分悲伤，甚至受不了啦！ 
2CO.2.8	所以，我劝你们，要向他肯定你们的爱心。 
2CO.2.9	为此，我先前也写信给你们，正是要考验你们，看你们是否在一切事上都顺从我。 
2CO.2.10	你们赦免谁，我也赦免谁。我若有所赦免，是在基督面前为你们的缘故赦免的， 
2CO.2.11	免得撒但趁着机会胜过我们，因我们并非不知道他的诡计。
2CO.2.12	我从前为基督的福音到了
2CO.2.13	那时，因为没有遇见我的弟兄
2CO.2.14	感谢上帝！他常率领我们在基督里得胜，并藉着我们在各处显扬那因认识基督而有的香气。 
2CO.2.15	因为无论在得救的人或在灭亡的人当中，我们都是基督馨香之气，是献给上帝的。 
2CO.2.16	对灭亡的人，这是死而又死的气味；对得救的人，这是生而又生的气味。这些事谁能当得起呢？ 
2CO.2.17	我们不像许多人，把上帝的道当商品贩卖，而是由于真诚，而是受命于上帝，在上帝面前凭着基督讲道。
2CO.3.1	难道我们又开始推荐自己吗？难道我们像某些人那样要用人的推荐信介绍给你们，或用你们的推荐信给人吗？ 
2CO.3.2	你们就是我们的推荐信，写在我们心里，被众人所知道、所诵读的， 
2CO.3.3	而你们显明自己是基督的书信，藉着我们写成的。不是用墨写的，而是用永生上帝的灵写的；不是写在石版上，而是写在心版上的。
2CO.3.4	我们藉着基督才对上帝有这样的信心。 
2CO.3.5	并不是我们凭自己配做什么事，我们之所以配做是出于上帝； 
2CO.3.6	他使我们能配作新约的执事，不是文字上的约，而是圣灵的约；因为文字使人死，圣灵能使人活。
2CO.3.7	那用字刻在石头上属死的事奉尚且有荣光，以致
2CO.3.8	那属圣灵的事奉不是更有荣光吗？ 
2CO.3.9	若是那使人定罪的事奉有荣光，那使人称义的事奉的荣光就越发大了。 
2CO.3.10	那从前有荣光的，因这更大的荣光，就算不得有荣光了； 
2CO.3.11	若是那逐渐褪色的有荣光，这长存的就更有荣光了。
2CO.3.12	既然我们有这样的盼望，就大有胆量， 
2CO.3.13	不像
2CO.3.14	但他们的心地刚硬，直到今日诵读旧约的时候，这同样的面纱还没有揭去；因为这面纱在基督里才被废去。 
2CO.3.15	然而直到今日，每逢诵读
2CO.3.16	但他们的心何时归向主，面纱就何时除去。 
2CO.3.17	主就是那灵；主的灵在哪里，哪里就有自由。 
2CO.3.18	既然我们众人以揭去面纱的脸得以看见
2CO.4.1	所以，既然我们蒙怜悯受了这事奉的责任，就不丧胆， 
2CO.4.2	反而把那些暗昧可耻的事弃绝了，不行诡诈，不曲解上帝的道，只将真理显扬出来，好在上帝面前把自己推荐给各人的良心。 
2CO.4.3	即使我们的福音被遮蔽，那只是对灭亡的人遮蔽。 
2CO.4.4	这些不信的人被这世界的神明弄瞎了心眼，使他们看不见基督荣耀的福音。基督本是上帝的像。 
2CO.4.5	我们不是传自己，而是传耶稣基督为主，并且自己因耶稣作你们的仆人。 
2CO.4.6	那吩咐光从黑暗里照出来的上帝已经照在我们心里，使我们知道上帝荣耀的光显在耶稣基督的脸上。
2CO.4.7	我们有这宝贝放在瓦器里，为要显明这莫大的能力是出于上帝，不是出于我们。 
2CO.4.8	我们处处受困，却不被捆住；内心困扰，却没有绝望； 
2CO.4.9	遭受迫害，却不被撇弃；击倒在地，却不致灭亡。 
2CO.4.10	我们身上常带着耶稣的死，使耶稣的生也在我们身上显明。 
2CO.4.11	因为我们这活着的人常为耶稣被置于死地，使耶稣的生命在我们这必死的人身上显明出来。 
2CO.4.12	这样看来，死是在我们身上运作，生却在你们身上运作。
2CO.4.13	但我们既然有从同一位灵而来的信心，正如经上记着：“我信，故我说话”，我们也信，所以也说话； 
2CO.4.14	因为知道，那使主耶稣复活的也必使我们与耶稣一同复活，并且使我们与你们一起站在他面前。 
2CO.4.15	凡事都是为了你们，好使恩惠既藉着更多的人而加增，感恩也格外显多，好归荣耀给上帝。
2CO.4.16	所以，我们不丧胆。虽然我们外在的人日渐朽坏，内在的人却日日更新。 
2CO.4.17	我们这短暂而轻微的苦楚要为我们成就极重、无比、永远的荣耀。 
2CO.4.18	因为我们不是顾念看得见的，而是顾念看不见的；原来看得见的是暂时的，看不见的才是永远的。
2CO.5.1	因为我们知道，我们这地上的帐篷若拆毁了，我们将有上帝所造的居所，不是人手所造的，而是在天上永存的。 
2CO.5.2	我们在这帐篷里叹息，渴望得到那从天上来的居所，好像穿上衣服； 
2CO.5.3	倘若脱下也
2CO.5.4	其实，我们在这帐篷里的人劳苦叹息，并不是愿意脱下地上的帐篷，而是愿意穿上天上的居所，好使这必死的被生命吞灭了。 
2CO.5.5	那为我们安排这事的是上帝，他赐给我们圣灵作凭据
2CO.5.6	所以，我们总是勇敢的，并且知道，只要我们住在这身体内就是离开了主。 
2CO.5.7	因为我们行事为人是凭着信心，不是凭着眼见。 
2CO.5.8	我们勇敢，更情愿离开身体，与主同住。 
2CO.5.9	所以，无论是住在身内或住在身外，我们都立了志向要得主的喜悦。 
2CO.5.10	因为我们众人必须站在基督审判台前受审，为使各人按着本身所行的，或善或恶受报。
2CO.5.11	既然我们知道主是可畏的，就劝导人；但是上帝是认识我们的，我盼望你们的良心也认识我们。 
2CO.5.12	我们不是向你们再推荐自己，而是要让你们有夸耀我们的机会，使你们好面对那凭外貌、不凭内心夸耀的人。 
2CO.5.13	如果我们癫狂，是为上帝；如果我们清醒，是为你们。 
2CO.5.14	原来基督的爱激励我们；因我们这样断定，一人既替众人死了，众人就都死了。 
2CO.5.15	并且他替众人死，是叫那些活着的人不再为自己活，乃为替他们死而复活的主活。
2CO.5.16	所以，从今以后，我们不再按照人的看法来认识人，纵使我们曾经按照人的看法认识基督，如今却不再这样认识他了。 
2CO.5.17	所以，若有人在基督里，他就是新造的人：旧事已过，都变成新的了。 
2CO.5.18	一切都是出于上帝；他藉着基督使我们与他和好，又将劝人与他和好的使命赐给我们。 
2CO.5.19	这就是：上帝在基督里使世人与自己和好，不将他们的过犯归到他们身上，并且将这和好的信息托付了我们。
2CO.5.20	所以，我们作基督的特使，就好像上帝藉我们劝你们一般。我们替基督求你们，与上帝和好吧！ 
2CO.5.21	上帝使那无罪
2CO.6.1	我们与上帝同工的也劝你们，不可白受他的恩典； 
2CO.6.2	因为他说：
2CO.6.2	“在悦纳的时候，我应允了你；
2CO.6.2	在拯救的日子，我帮助了你。”
2CO.6.2	看哪，现在正是悦纳的时候！看哪，现在正是拯救的日子！ 
2CO.6.3	我们不在任何事上妨碍任何人，免得这使命被人毁谤； 
2CO.6.4	反倒在各样的事上表明自己是上帝的用人：就如在持久的忍耐、患难、困苦、灾难、 
2CO.6.5	鞭打、监禁、动乱、劳碌、失眠、饥饿、 
2CO.6.6	廉洁、知识、坚忍、恩慈、圣灵的感化、无伪的爱心、 
2CO.6.7	真实的言语、上帝的大能、藉着仁义的兵器在左在右、 
2CO.6.8	荣誉或羞辱、恶名或美名。我们似乎是诱惑人的，却是诚实的； 
2CO.6.9	似乎不为人所知，却是人所共知；似乎是死了，却是活着；似乎受惩罚，却没有被处死； 
2CO.6.10	似乎忧愁，却常有喜乐；似乎贫穷，却使许多人富足；似乎一无所有，却样样都有。
2CO.6.12	你们的狭窄不是由于我们，而是由于你们自己的心肠狭窄。 
