GEN.1.1	起初，神创造诸天和大地。
GAL.2.3	与我在一起的
GAL.2.4	其实提到这件事
GAL.2.5	我们对这些人，一刻也没有屈服妥协，好使福音的真理在你们中间继续存留。
GAL.2.6	至于那些公认是人物的——无论他们从前什么样，都对我没有区别；神不以外貌取人。那些公认是人物的并没有给我增添什么； 
GAL.2.7	不过他们反而看出来：我受了委托去传福音给没有受割礼的人，正如
GAL.2.8	因为在
GAL.2.9	公认是柱石的
GAL.2.10	只是要我们记得穷人，而这一点也正是我一向努力做的。
GAL.2.11	不过
GAL.2.12	原来，从
GAL.2.13	其余的
GAL.2.14	但我一看见他们的行为不符合福音的真理，就在大家面前对
GAL.2.15	我们生来是
GAL.2.16	不过我们知道：人被称为义不是本于律法上的行为，而是藉着信耶稣基督。于是我们信了基督耶稣，为要因信基督称义，而不是本于律法上的行为，因为没有一个人
GAL.2.17	但如果我们自己寻求在基督里被称为义，却被发现还是罪人，那么，难道基督就成了罪的仆人吗？绝对不是！ 
GAL.2.18	因为我如果重建自己以前所拆毁的，就证明我是违犯律法的人。 
GAL.2.19	原来藉着律法，我已经向律法死了，使我能向神活着。我已经和基督一起被钉十字架， 
GAL.2.20	所以现在活着的不再是我，而是基督在我里面活着；并且如今我在肉体中活着，是因信神的儿子而活；他爱我，甚至为我舍弃了自己。 
GAL.2.21	我不弃绝神的恩典，因为义如果是藉着律法而来的，那么，基督就白白地死了。
GAL.3.1	唉，无知的
GAL.3.2	我只想请教你们这一点：你们领受了圣灵，是本于律法上的行为，还是本于信而听从呢？ 
GAL.3.3	你们是这样的无知吗？你们以圣灵开始，现在却要以肉体完成吗？ 
GAL.3.4	你们受了这么多的苦，都没有意义吗？会不会真的没有意义呢！ 
GAL.3.5	那么，神赐给你们圣灵，又在你们中间行神迹，是本于你们在律法上的行为，还是本于你们信而听从呢？
GAL.3.6	正如“
GAL.3.7	因此你们应当知道：那些本于信的，他们才是
GAL.3.8	既然经文预先看见神要使外邦人因信称义，就预先把福音传给了
GAL.3.9	这样，那些有信仰的人，与有信仰的
GAL.3.10	凡是本于律法上行为的人，都在诅咒之下，因为经上记着：
GAL.3.11	所以，明显地没有人能藉着律法在神面前被称为义，因为经上说：
GAL.3.12	律法不是本于信，但是
GAL.3.13	基督替我们成了诅咒，从律法的诅咒中救赎了我们，因为经上记着：
GAL.3.14	这是为了让
GAL.3.15	弟兄们，我按人的意思说话：甚至是人的约，一旦证实了，也没有人能废弃或加添。 
GAL.3.16	神的各样应许，原是对
GAL.3.17	我说的这话是：四百三十年以后出现的律法，不能废弃神
GAL.3.18	如果继业是本于律法，就不再是本于应许了；但是神把继业
GAL.3.19	那么，为什么要有律法呢？律法是为了过犯的缘故被加上的，直到那蒙应许的后裔
GAL.3.20	不过中保没有为一方的，神却是一位。 
GAL.3.21	那么，律法和神的各样应许是对立的吗？绝对不是！如果一个能使人得生命的律法被赐下，义就真是本于律法了。 
GAL.3.22	然而，经上的话把万物
GAL.3.23	只是在这信仰临到之前，我们都被圈在律法之下受看守，直到这将要来临的信仰被启示出来。 
GAL.3.24	这样，律法一向是我们的导师
GAL.3.25	不过，这信仰既然已经临到，我们就不在导师
GAL.3.26	因为你们藉着信，在基督耶稣里，都是神的儿女。
GAL.3.27	实际上，你们所有受洗
GAL.3.28	其中没有
GAL.3.29	而且，如果你们属于基督，你们就是
GAL.4.1	我说：继承人虽然是一切的主人，但是当他还是小孩子的时候，与奴仆没有区别； 
GAL.4.2	他是在监护人和管家之下，直到父亲所预定的时候来到。 
GAL.4.3	我们也是这样：我们还是小孩子的时候，在世界的原则下受奴役。 
GAL.4.4	但是等到时候一满足，神就派遣他的儿子，由女人所生，生在律法之下， 
GAL.4.5	为要救赎律法之下的人，好使我们得到儿子的名份。 
GAL.4.6	而且因你们是儿子，神就派遣他儿子的灵进入你们
GAL.4.7	这样，你不再是奴仆，却是儿子了；既然是儿子，就藉着神，也是继承人
GAL.4.8	从前，你们不认识神的时候，固然给那些本性上不是神的做了奴仆， 
GAL.4.9	但如今，你们认识了神——不过更要说，被神所认识——怎么能再回到那无能、无用的原则里去呢？你们愿意再重新做它们的奴仆吗？ 
GAL.4.10	你们竟严守着某些日子、月份、节期、年份！ 
GAL.4.11	我替你们担心，恐怕我为你们的劳苦毫无意义了。
GAL.4.12	弟兄们，我请求你们要像我一样，因为我也像你们一样。你们一点也没有亏负过我。 
GAL.4.13	你们知道，我原先传福音给你们，是身体有病的时候。 
GAL.4.14	虽然我的身体对你们
GAL.4.15	你们当时的福份到哪里去了
GAL.4.16	我对你们说真话
GAL.4.17	那些人
GAL.4.18	不过在善事上常有热心，却是好的，但不要仅仅是我与你们在一起的时候才这样。 
GAL.4.19	我的孩子们哪，为了你们，我再次经受临产的阵痛，直到基督在你们里面成形！ 
GAL.4.20	我现在想要与你们在一起，也要改变我的语气，因为我为你们的缘故心里困惑。
GAL.4.21	你们这些愿意在律法之下的人哪，请告诉我，难道你们没有听过律法吗？ 
GAL.4.22	因为经上记着：
GAL.4.23	那出于女仆的是由肉体生的，那出于自由女人的是藉着应许生的。 
GAL.4.24	这些都是有寓意的。就是说，这两个女人是两个约。一个出于
GAL.4.25	这
GAL.4.26	但那在上面的
GAL.4.27	因为经上记着：
GAL.4.28	不过弟兄们，你们
GAL.4.29	但正如那由肉体生的
GAL.4.30	然而经上是怎么说的呢？
GAL.4.31	因此，弟兄们，我们不是女仆的儿女，而是自由女人的儿女。
GAL.5.1	基督释放了我们，使我们得自由。所以你们当站立得稳，不要再被奴役的轭所束缚。 
GAL.5.2	看，我
GAL.5.3	我再次忠告每一个受割礼的人：他有责任遵行全部律法
GAL.5.4	你们这些藉着律法被称为义的人，你们是与基督隔绝，从恩典中堕落了。 
GAL.5.5	要知道，我们藉着圣灵，本于信，满怀着
GAL.5.6	因为在基督耶稣里，受割礼或不受割礼都没有用处，只有藉着爱行出来的信仰才有用处。
GAL.5.7	你们一向跑得很好，到底是谁拦阻了你们，使你们不信从真理呢？ 
GAL.5.8	这种劝诱不是出于召唤你们的那一位。 
GAL.5.9	一点点酵母能使整个面团发酵。 
GAL.5.10	我在主里深信你们不会有别的思想；不过那搅扰你们的，无论他是谁，都将受到惩罚。 
GAL.5.11	弟兄们，如果我仍然传讲割礼，我为什么还受逼迫呢？如果我这样做，十字架使人绊脚的地方早就没有了。 
GAL.5.12	我真希望那些搅乱你们的人把自己阉割了！
GAL.5.13	弟兄们，你们蒙召是为了得自由，只是不可用这自由给肉体一个机会，而是要藉着爱彼此服事， 
GAL.5.14	因为全部律法都在
GAL.5.15	你们要当心！如果你们继续相咬相吞，恐怕就要彼此毁灭了。
GAL.5.16	所以我说：你们应当顺着圣灵行走，这样就绝不会去满足肉体的欲望了； 
GAL.5.17	因为肉体的欲望与圣灵对立，圣灵也与肉体对立。这两者彼此反对，使你们不能做自己所愿意做的。 
GAL.5.18	但如果你们被圣灵带领，就不在律法之下了。
GAL.5.19	肉体的行为是清清楚楚的，它们就是：通奸
GAL.5.20	拜偶像、行邪术
GAL.5.21	嫉妒、凶杀
GAL.5.22	然而，圣灵的果子是：爱心、喜乐、和平、忍耐、仁慈、良善、忠信、 
GAL.5.23	温柔、自制。这样的事，没有律法反对。 
GAL.5.24	那些属于基督耶稣的人，已经把肉体与肉体的
GAL.5.25	我们既然藉着圣灵而活，就让我们靠着圣灵行走。 
GAL.5.26	我们不可贪图虚荣，彼此惹气，互相嫉妒。
GAL.6.1	弟兄们，一个人无论被任何过犯所胜，你们属灵的人都要以温柔的心灵把这样的人挽回过来；但是你自己要留心，免得你也受试探。 
GAL.6.2	你们各人的重担要互相担当，如此，就将成全基督的律法。 
GAL.6.3	人本来算不得什么；如果自以为是什么，就是在欺骗自己。 
GAL.6.4	每个人都当省察自己的工作；这样，他就只在自我比较的时候，将有可夸耀的，而不与别人比较了， 
GAL.6.5	因为每个人都要担当自己的担子。
GAL.6.6	在这话语上受教导的，就应该将一切美物与教导他的人分享。 
GAL.6.7	你们不要被迷惑了！神是轻慢不得的。要知道，一个人种什么，就收什么。 
GAL.6.8	因为顺着自己肉体撒种的，就会从肉体收衰朽
GAL.6.9	我们行美善的事不要丧胆；如果不放弃，到了所定的时候
GAL.6.10	由此可见，我们一有机会，就要向众人做美善的事，尤其要对信徒家里的人。
GAL.6.11	你们看，我亲手写给你们的字，是多么地大。 
GAL.6.12	那些想在肉体上体面的，他们才强求你们受割礼，他们只是要避免为基督的十字架受逼迫。 
GAL.6.13	事实上，那些受割礼的人自己也不遵守律法。他们要你们受割礼，是为了以你们的肉体夸耀。 
GAL.6.14	至于我，除了我们主耶稣基督的十字架以外，我绝不以别的夸耀。因这十字架
GAL.6.15	因为
GAL.6.16	凡是照着这原则行走的人，愿平安和怜悯临到他们，也临到神的
GAL.6.17	从今以后，谁都不要烦扰我，因为我身上带着耶稣
GAL.6.18	弟兄们，愿我们主耶稣基督的恩典与你们的灵同在！阿们。
EPH.1.1	照着神的旨意做基督耶稣使徒的
EPH.1.1	致住在
EPH.1.2	愿恩典与平安从神我们的父和主耶稣基督临到你们！
EPH.1.3	愿颂赞归于神——我们主耶稣基督的父！他在基督里，以天上各样属灵的福气祝福了我们， 
EPH.1.4	就如他从创世以前，在基督里拣选了我们，使我们在他面前成为圣洁、毫无瑕疵。他在爱中
EPH.1.5	照着自己心愿的美意，预定我们藉着耶稣基督得着儿子的名份，归于他自己， 
EPH.1.6	归于
EPH.1.7	在他里面，我们藉着他的血，得蒙救赎、过犯得到赦免，都是出于神恩典的丰盛。 
EPH.1.8	神以一切的智慧和聪明，使这恩典丰丰富富地临到我们， 
EPH.1.9	照着他在基督里预先定下的美意，让我们明白了他旨意的奥秘， 
EPH.1.10	到了那计划
EPH.1.11	在基督里，我们也得了继业
EPH.1.12	以致我们这些早已在基督里有盼望的人，能归于
EPH.1.13	在基督
EPH.1.14	圣灵是我们得继业的预付凭据
EPH.1.15	为此，我既然也听说了有关你们对主耶稣的信仰，以及对所有圣徒的爱心， 
EPH.1.16	就不断地为你们献上感谢，在祷告中提到你们， 
EPH.1.17	愿我们主耶稣基督的神——荣耀的父，赐给你们智慧和启示的灵
EPH.1.18	我也求神照亮你们心
EPH.1.19	并且在我们这些相信之人的身上，照着他力量的权能作为，他能力的无限伟大到底是什么。
EPH.1.20	神曾将这能力运作在基督的身上，使基督从死人中复活，并且使他在天上坐在自己的右边， 
EPH.1.21	远远高过一切统治的、掌权的、有势力的、有主权的，和一切被称的名号，不仅在这世代，而且也在那将要来临的世代。 
EPH.1.22	又
EPH.1.23	教会是他的身体，是在万有中充满
EPH.2.1	你们因着自己的过犯和罪孽，原是死的； 
EPH.2.2	在其中，你们从前行事为人，是顺着这世界的潮流，顺着那空中势力的掌权者，就是现今在那些不信从的儿女里面做工的灵。 
EPH.2.3	我们从前也都生活在他们中间，生活在自己肉体的欲望里，行肉体和意念所愿的事。我们正如其他人，生来也是震怒之下的儿女。 
EPH.2.4	不过神有丰富的怜悯，因着他爱我们的大爱， 
EPH.2.5	甚至当我们还死在过犯中的时候，就使我们与基督一同活过来——你们得救是藉着恩典！ 
EPH.2.6	神又使我们在基督耶稣里，与基督一同复活、一同坐在天上， 
EPH.2.7	为了在将来的各世代中，在基督耶稣里，藉着对我们的仁慈，可以显出他那无限恩典的丰盛。 
EPH.2.8	你们得救确实是藉着恩典、藉着信，这不是出于你们自己，而是神的恩赐； 
EPH.2.9	也不是本于行为，免得有人自夸。 
EPH.2.10	实际上，我们是神的创作，是为了美善的工作在基督耶稣里被造成的；神早已预备好了美善工作，要我们在其中行事
EPH.2.11	所以你们当记住：从前，你们照着肉体说是外邦人，被那些所谓“受割礼的”称为“没受割礼的”；割礼是人手在肉体上所行的。 
EPH.2.12	那时候，你们与基督无关；被排除在
EPH.2.13	但如今，在基督耶稣里，你们这些从前在远处的人，藉着基督的血，已经被带到近处了。 
EPH.2.14	因为他自己是我们的和平，他使两者合而为一，废除了那隔在中间仇恨的墙；以自己的身体， 
EPH.2.15	废除了谕令中诫命的律法，为了把两者在他自己里面造成一个新人，缔造和平。 
EPH.2.16	他在十字架上既然消除了仇恨，就藉着十字架使两者得以在一个身体里，与神和好； 
EPH.2.17	并且来传和平
EPH.2.18	因为藉着基督，我们两者能够在同一位圣灵里，来到父面前。 
EPH.2.19	由此可见，你们不再是外人，或寄居的；你们是圣徒的同国之民，是神家里的人， 
EPH.2.20	并且被建造在使徒和先知的根基上，有基督耶稣自己为房角石。 
EPH.2.21	在基督耶稣里，全部建筑互相连接，渐渐成为在主里的圣殿； 
EPH.2.22	在他里面，你们也一同被建造，藉着圣灵成为神居住的地方。
EPH.3.1	因此，我
EPH.3.2	你们一定听说过，为了你们的缘故，神那恩典的任务已经赐给我了； 
EPH.3.3	也就是说，藉着启示，那奥秘已经显明给我，就像我先前简略写过的那样。 
EPH.3.4	你们读了，就能明白我在基督奥秘上的悟性。 
EPH.3.5	这奥秘在别的各世代并不显明给人类
EPH.3.6	这奥秘就是：外邦人在基督耶稣
EPH.3.7	我成了这福音的仆人
EPH.3.8	我在所有圣徒中，比最小的还小，但被赐予了这恩典，是为了把基督那无法测度的丰盛传给外邦人； 
EPH.3.9	并且使所有的人都明白这奥秘的计划
EPH.3.10	为要使天上的统治者和掌权者，如今藉着教会能明白神各种各样的智慧。 
EPH.3.11	这都是照着他在我们主基督耶稣里所成就的永恒心意。 
EPH.3.12	在基督里，藉着信基督，我们能坦然无惧、确信无疑地来到神面前
EPH.3.13	所以，我请求你们
EPH.3.14	因此，我屈膝在
EPH.3.15	天上地上的万族都是从他得名的， 
EPH.3.16	愿他按照他那荣耀的丰盛，藉着他的灵，以大能使你们内在的人刚强起来； 
EPH.3.17	使基督藉着你们的信仰，住在你们心里；使你们在爱中扎根，根基稳固， 
EPH.3.18	好让你们有能力与所有圣徒一起了解基督的爱
EPH.3.19	明白那超越了人所能
EPH.3.20	神能照着在我们里面做工的大能，成就那远超过我们所求所想的一切事—— 
EPH.3.21	愿荣耀在教会里、在基督耶稣里归于神，直到世世代代，永永远远！阿们。
EPH.4.1	所以，我这个在主里的囚犯劝你们：行事为人要配得上你们所蒙的召唤， 
EPH.4.2	要以完全的谦卑和温柔，以耐心，在爱中彼此容忍； 
EPH.4.3	以和平的联结，努力保持属圣灵的合一： 
EPH.4.4	一个身体、一位圣灵，就像你们蒙召时也被召入一个盼望， 
EPH.4.5	一位主、一个信仰、一个洗礼、 
EPH.4.6	一位神——就是万有之父，他超越万有
EPH.4.7	然而，我们每一个人都按照基督恩赐的尺度被赐予了恩典。 
EPH.4.8	所以经上说：
EPH.4.9	那么“他升上”这话是什么意思呢？难道不也是说
EPH.4.10	降下来的那一位，也就是为要充满
EPH.4.11	他赐下一些人做使徒，一些人做先知传道
EPH.4.12	为了要装备圣徒去做服事的工作，以建立基督的身体； 
EPH.4.13	直到我们大家达到在信仰上以及对神儿子真正认识上的合一，达到成熟人
EPH.4.14	这样，我们就不再是小孩子，在人的狡诈和诡计中陷入那迷惑人的骗局，被各种教义之风摇动，飘来飘去。 
EPH.4.15	我们却要在爱中说真话，在一切事上向着他长进；他就是头，是基督。 
EPH.4.16	本于他，全身藉着每一个关节的支持，照着每一个部分
EPH.4.17	所以，我这样说，并且在主里忠告：你们行事不要再像
EPH.4.18	他们的意念变为黑暗，因着那在自己里面的愚昧无知和心里的刚硬，就与神的生命隔绝了； 
EPH.4.19	他们麻木不仁，任凭自己好色，以致贪婪地行出各样污秽的事。
EPH.4.20	但你们学了基督，就不是这样—— 
EPH.4.21	如果你们真的听从了他，又照着在耶稣里的真理，在他里面受了教导， 
EPH.4.22	为了你们脱去在过去行为上的旧人。这旧人顺着迷惑人的私欲受败坏， 
EPH.4.23	而你们在自己的心灵里得以更新， 
EPH.4.24	并且穿上新人；这新人是照着神的形像
EPH.4.25	所以，你们既然脱去虚假，
EPH.4.26	不可生气到日落， 
EPH.4.27	也不可给魔鬼留地步。 
EPH.4.28	偷窃的，不可再偷，反而要劳苦做工，亲手做有益处的事
EPH.4.29	任何坏话都不可出口，而是按着需要说造就人的好话，使听的人得到益处。 
EPH.4.30	不要让神的圣灵忧伤；你们蒙了他的印记，直到得赎的日子
EPH.4.31	你们要除掉一切苦毒、暴怒、愤怒、喧嚷、毁谤，以及一切的恶毒； 
EPH.4.32	要以仁慈彼此相待，心存怜悯，互相饶恕，就像神在基督里饶恕了你们
EPH.5.1	所以，做为蒙爱的儿女，你们要效法神； 
EPH.5.2	要在爱中行事
EPH.5.3	至于淫乱和一切污秽，或是贪心，在你们中间连提都不可提，这样才与圣徒相宜。 
EPH.5.4	污秽的言行、愚妄的话语、下流的笑话，这些都不合宜；反而倒要说感谢的话。 
EPH.5.5	实际上你们应当清楚知道这一点：所有淫乱的、污秽的，或贪心的——就是拜偶像的——在基督和神的国度里都得不到继业。
EPH.5.6	不要让任何人用虚空的话把你们欺骗了；正是为了这些，神的震怒就临到那些不信从的儿女
EPH.5.7	所以，不要与他们同伙。 
EPH.5.8	你们从前原是黑暗，但如今在主里就是光；你们要像属于光的儿女行走， 
EPH.5.9	原来属于光的果子
EPH.5.10	要分辨什么是主所喜悦的事。 
EPH.5.11	你们不要参与那些属黑暗结不出果子的事，反而要把那些事揭露出来， 
EPH.5.12	因为他们暗中所做的，连说出来也是可耻的。 
EPH.5.13	然而，一切被光所揭露的事，都要成为明显的， 
EPH.5.14	因为使一切成为明显的，就是光。所以有话说：
EPH.5.14	“醒过来！睡着的人哪，从死人中起来吧！
EPH.5.14	基督就要光照你了！”
EPH.5.15	所以，你们要仔细察看怎样行事为人，不要像没有智慧的人，而要像有智慧的人； 
EPH.5.16	要把握机会
EPH.5.17	为此，不要做愚妄的人，而要领悟主的旨意是什么。 
EPH.5.18	不要醉酒，醉酒带来
EPH.5.19	用诗篇、圣诗、属灵的诗歌彼此对说，
EPH.5.19	从你们的心里，歌颂赞美主；
EPH.5.20	奉我们主耶稣基督的名，
EPH.5.20	为一切常常感谢父神；
EPH.5.21	怀着敬畏基督
EPH.5.22	你们做妻子的，要服从
EPH.5.23	因为丈夫是妻子的头，正如基督是教会的头；他也是这身体的救主。 
EPH.5.24	而且教会怎样服从基督，妻子也照样要在一切事上服从
EPH.5.25	你们做丈夫的，要爱自己的妻子，就像基督也爱了教会，为她舍弃了自己。 
EPH.5.26	基督这么做
EPH.5.27	为要给自己预备一个荣耀的教会，没有污渍、皱纹或任何这类的事，却要她成为圣洁、毫无瑕疵。 
EPH.5.28	照样，丈夫也应该爱自己的妻子，就像爱自己的身体一样；那爱自己妻子的，就是爱自己。 
EPH.5.29	从来没有人恨恶自己的身体，总是保养、顾惜它，就像基督
EPH.5.30	因为我们是基督身体的各个部分
EPH.5.32	这是极大的奥秘，但我是指着基督和教会说的。 
EPH.5.33	不过，你们每一个人也要爱自己的妻子，就像爱自己一样；而妻子要敬重
EPH.6.1	你们做儿女的，要在主里顺从自己的父母，因为这是理所当然的。 
EPH.6.2+EPH.6.3	这是第一条
EPH.6.4	你们做父亲的，不要惹自己儿女生气，而要照着主的训练和警戒养育他们。
EPH.6.5	你们做奴仆的，要怀着敬畏和战兢，以忠实的心顺从自己在世上的
EPH.6.6	不要只在人眼前服事，像是讨人的欢心，而要像基督的奴仆，从心里遵行神的旨意。 
EPH.6.7	要甘心乐意地服事，如同服事主，不是服事人， 
EPH.6.8	因为你们知道：每个人，无论是奴隶或是自由人，如果做了什么美善的事，就将从主那里领受这事的回报。 
EPH.6.9	你们做主人的，对奴仆也要这样做，不要威吓他们，因为你们知道，他们和你们同样有一位主人在天上，而且他是不偏待人的。
EPH.6.10	最后，
EPH.6.11	你们要配上神的全副武装，使你们得以站立，对付魔鬼的骗局， 
EPH.6.12	因为我们不是与血肉之体搏斗，而是与那些统治的、掌权的、管辖这黑暗世界的
EPH.6.13	为此，要拿起神的全副武装，好使你们在邪恶的日子能够抵挡，并且在完成一切以后，还站立得住。 
EPH.6.14	所以，你们要站立得住：
EPH.6.14	用真理束上腰，穿上公义的护胸甲；
EPH.6.15	把所预备好的和平
EPH.6.16	在任何情况下，要拿起信仰的盾牌；
EPH.6.16	你们藉着它就能消灭那恶者一切燃烧的飞箭；
EPH.6.17	并且要接受救恩的头盔和圣灵的宝剑——就是神的话语。
EPH.6.18	你们要以各样的祷告和祈求，藉着圣灵时刻祈祷；而且为此警醒，以极大的忍耐，为所有圣徒祈求， 
EPH.6.19	也为我祈求，好使我在开口的时候被赐予话语，能坦然无惧地让人明白福音的奥秘—— 
EPH.6.20	为此，我成了带锁链的特使。请为我祈求
EPH.6.21	在主里蒙爱的弟兄、忠心的仆人
EPH.6.22	我正是为此派他到你们那里去，好让你们知道有关我们的事，并且让他安慰你们的心。
EPH.6.23	愿平安以及随着信仰的爱，从父神和主耶稣基督临到弟兄们！ 
EPH.6.24	愿恩典与所有爱我们主耶稣基督的人同在——直到永远
PHP.1.1	基督耶稣的奴仆
PHP.1.1	致住在
PHP.1.2	愿恩典与平安从神我们的父和主耶稣基督临到你们！
PHP.1.3	每当想到你们，我就感谢我的神； 
PHP.1.4	每次为你们大家祈祷的时候，我总是怀着喜乐的心祈祷， 
PHP.1.5	因你们从第一天到如今，一直在福音工作上相契合
PHP.1.6	我正是深信这一点：就是在你们里面开始了美善工作的那一位，将会完成这工作，直到基督耶稣的日子
PHP.1.7	我理当这样思念你们大家，因为你们常把我放在心上
PHP.1.8	实际上，神可以为我见证：我是怎样以基督耶稣的情感，切切地想念你们大家的。 
PHP.1.9	我是这样祷告的：愿你们的爱心能在真正的知识和一切分辨力上，越来越丰足有余， 
PHP.1.10	使你们能分辨是非
PHP.1.11	并且充满了那藉着耶稣基督而来的义行果子，归于神的荣耀和称赞。
PHP.1.12	弟兄们，我愿你们知道，我的遭遇反而促进了福音的进展， 
PHP.1.13	以致整个王宫卫队
PHP.1.14	并且大多数的弟兄因着我所受的捆锁，就在主里深信不疑、无所惧怕，更加大胆地传讲这话语
PHP.1.15	有些人传扬基督固然是出于嫉妒和纷争，但也有些人是出于好意。 
PHP.1.16	后者是出于爱，知道我是为辩护福音而受委派的；
PHP.1.17	前者传讲基督是出于争竞
PHP.1.18	这到底有什么关系呢？只是在各种方法中，无论是假意还是真心，基督都被传开了；我为此就欢喜，并且还要欢喜， 
PHP.1.19	因为我知道，藉着你们的祈祷和耶稣基督之灵的帮助，事情将为我转变以致我获救。 
PHP.1.20	我的热切盼望和期待是：我在任何事上都将不至于蒙羞；而现在也能像往常一样，无论藉着生，还是藉着死，总要满有胆量地让基督在我身上被尊为大。
PHP.1.21	因为对我来说，活着就是基督，死去就有益处。 
PHP.1.22	但如果我继续活在世上
PHP.1.23	我正处在两难之间：我渴望离世与基督在一起，因为这是好得无比的； 
PHP.1.24	可是为了你们的缘故，我更需要留在世上
PHP.1.25	既然我深信这一点，就知道我会活下去
PHP.1.26	以致因着我再次到你们那里去，你们在基督耶稣里，对我的夸耀能充实满溢。
PHP.1.27	只是你们行事为人
PHP.1.28	在任何事上都不被反对你们的人吓倒——这对他们是灭亡
PHP.1.29	原来你们为基督所蒙的恩是：不仅要信基督，而且还要为他受苦， 
PHP.1.30	去经历你们在我身上所看到、现在又听到的那同样的争战。
PHP.2.1	所以，你们如果在基督里有任何鼓励、任何爱的安慰、任何圣灵里的契合
PHP.2.2	你们就要同心合意——爱心一致、灵里一致、意念一致，好使我的喜乐得以满足。 
PHP.2.3	做任何事都不要出于争竞
PHP.2.4	每个人不要只注重自己的事，也要注重别人的事。
PHP.2.5	你们应当有这样的意念，这也是基督耶稣的意念。
PHP.2.6	虽然他就是神本体的存在，
PHP.2.6	却不把与神同等看做是一件要强抓不放的事，
PHP.2.7	反而倒空自己，
PHP.2.7	取了奴仆的形像，成为人的样式，
PHP.2.7	以人的形态出现，
PHP.2.8	降卑自己，顺从至死，
PHP.2.8	甚至死在十字架上！
PHP.2.9	因此神使他升为至高，
PHP.2.9	赐给他那超越万名之上的名，
PHP.2.10	好使天上、地上和地底下的一切，
PHP.2.10	因耶稣的名都屈膝，
PHP.2.11	万口为了父神的荣耀
PHP.2.11	要承认耶稣基督是主。
PHP.2.12	因此，我亲爱的各位，既然你们一直是顺从的——不仅我在的时候如此，现今我不在的时候更加顺从——就当怀着敬畏和战兢的心，把你们的救恩行出来， 
PHP.2.13	因为是神在你们里面运作，使你们愿意并且能行出他的美意。 
PHP.2.14	做任何事都不要抱怨或争论
PHP.2.15	好使你们成为无可指责、纯洁无伪的人，在这扭曲、败坏的世代中，做神毫无瑕疵的儿女；在这世代中，要像星星的光辉一样照耀在世上。 
PHP.2.16	你们要持守生命的话语，好让我在基督的日子
PHP.2.17	然而，即使我被做为奠祭，浇在你们信仰的祭物和服事上，我也欢喜，并且和你们大家一同欢喜； 
PHP.2.18	你们也应该照样欢喜，并且与我一同欢喜。
PHP.2.19	我在主耶稣里，希望不久能派
PHP.2.20	实际上，我没有别的人与我同心，真正地挂虑你们的事； 
PHP.2.21	因为大家都寻求自己的事，不寻求耶稣基督的事。 
PHP.2.22	但是，你们是知道
PHP.2.23	所以我希望，一旦知道我的事有什么结局
PHP.2.24	不过我在主里深信，我自己不久也会去的。
PHP.2.25	然而，我认为必须派
PHP.2.26	因为他一直切切地想念你们大家，并且因你们听说他患了病，他就极其难过。 
PHP.2.27	事实上，他虽然患了病几乎死去，可是神怜悯了他；不仅怜悯他，也怜悯了我，免得我忧上加忧。 
PHP.2.28	所以，我就更迫切地派他去，好让你们见到他，能够再次欢喜，而我也可以少些挂虑。 
PHP.2.29	因此，你们要在主里满怀喜乐地欢迎他，也要敬重这样的人， 
PHP.2.30	因为他为了基督的工作，几乎至死，冒了生命的危险，为要弥补你们服事我的缺乏。
PHP.3.1	此外，我的弟兄们，你们要在主里欢喜。
PHP.3.1	我把同样的话写给你们，一方面对我不是麻烦，另一方面对你们是一种保护。
PHP.3.2	你们要当心那些犬类，当心那些作恶的工人，当心那些妄割身体的人。 
PHP.3.3	实际上，我们才是受过割礼的人，就是藉着神的灵事奉，在基督耶稣里夸耀，不依靠肉体的人。 
PHP.3.4	其实我也可以依靠肉体；如果另外有人自以为可以依靠肉体，我就更可以了。 
PHP.3.5	我出生
PHP.3.6	按照热心说，我曾经逼迫教会；按照律法上的义说，我是无可指责的。
PHP.3.7	然而，以前对我有益的事，现在因基督的缘故，我已经把这些事看做是损失。 
PHP.3.8	不但如此，我甚至把一切都看做是损失，因为我把认识我主基督耶稣看为是至高无上的。我为基督耶稣损失了一切，而且把一切都看做是粪土，为要赢得基督， 
PHP.3.9	并且要被认定在他里面——不是拥有那本于律法的自己的义，而是拥有那藉着信基督而来的义，就是来自神、基于信的义； 
PHP.3.10	并且为要认识基督和他复活的大能，要在他的苦难里相契合
PHP.3.11	或许我能得以从死人中复活。
PHP.3.12	这并不是说我已经得到了，或已经得以完全了，而是说我在竭力追求，或许我真的可以得着
PHP.3.13	弟兄们，我不认为自己已经得着
PHP.3.14	向着目标竭力追求，为了得到
PHP.3.15	因此，让我们所有成熟的人
PHP.3.16	不过我们达到了什么标准
PHP.3.17	弟兄们，你们要一同效法我，也要留心看那些像你们一样，以我们为榜样行事的人。 
PHP.3.18	其实我过去再三地告诉你们，而现在又流着眼泪告诉你们：有许多人的行事为人，是基督十字架的仇敌。 
PHP.3.19	他们的结局就是灭亡
PHP.3.20	然而，我们的国籍在天上；我们也热切等待着救主——主耶稣基督从那里降临。 
PHP.3.21	他将照着那能使万有都服从他的力量，改变我们这卑贱的身体，要
PHP.4.1	因此，我所爱的、所想念的弟兄们，我的喜乐、我的冠冕哪！各位蒙爱的人，你们当如此在主里站立得稳！ 
PHP.4.2	我恳求
PHP.4.3	是的，我真诚的同伴
PHP.4.4	你们要在主里常常欢喜。我再说，你们要欢喜！ 
