MAT.1.1	Ba ledre gɨ ro bulúndu bulúndu Kɨ́résịto
LUK.1.80	“Née ní, zɨ́ Yiwáni nda ngbóró ógụné go yaꞌdá ꞌyị. Zɨ́ Lomo íꞌbí rokoꞌbụ zɨ́a, zɨ́a ndéré ndị́sịné sɨmɨ súwú gbála gị sɨmɨ sịndị́ kadra bɨ zɨ́a tónóne ꞌdódo ledre ꞌbɨ Lomo zɨ́ Isɨréle e ní.”
LUK.2.1	Sɨmɨ sịndị́ kadra kị́éꞌdo, zɨ́ Agụ́sụto bɨ ndolonɨ́ wo Káyísara
LUK.2.2	Née kóo mɨzefị ólo ꞌyị e bɨ olonɨ́ sɨmɨ bɨ Korịnị́yo nɨ gávana sɨmɨ ngíti gara ꞌbɨ Róma kɨ́ ịrịné Sụ́rịya ní. 
LUK.2.3	Zɨ́ ꞌyị e ndị́sị ndéréye sɨmɨ gara eyé e gɨ ro do ólo yée íri.
LUK.2.4	Zɨ́ Yoséfa bulúndu ngére Dawídi ị́nyịné gɨ sɨmɨ Nazeréta owụ́ gara sɨmɨ Galiláya, ndéréne sɨmɨ Beteléme mongụ́ gara bɨ kóo Dawídi nɨ ngére sɨmɨ a, sɨmɨ Yụdáya ní. 
LUK.2.5	Nderénɨ́ kɨ́ Maríya bɨ korónɨ́ zɨ́a ní gɨ do bɨ do ólo yée kéne íri. Sịndị́ kadra ꞌbɨ Maríya maꞌdáa nɨ kóo go gbóo gɨ ro zɨ́a áráne. 
LUK.2.6	Sɨmɨ bɨ nɨyí aka cịkị íri ní, zɨ́ sịndị́ kadra ené ꞌbɨ árá go útúásáne. 
LUK.2.7	Zɨ́a tɨ́ árá mɨzefị owụ́ ꞌbɨ ené née owụ́oꞌdo. Zɨ́a kụ́ṛụ́kụ yéme wo kɨ́ mbílí bongó do óto wo kɨ́e yaa sɨmɨ kuṛungbú bɨ bangá e ndịsịnɨ́ ánu éyị́ sɨmɨ a ní, gɨ zɨ́a bi ndaá lolụ kóo zɨ́ye sɨmɨ ꞌdị́cị́ ꞌbɨ ṇgu e wá.
LUK.2.8	Sɨmɨ sịndị́ kadra máa bɨ kóo née ní, ꞌyị ꞌbáꞌbá kábịṛị́kị e nɨyí kóo gbóo kɨ́rɨ́ née ndị́sị ꞌbáꞌbá bangá eyé e kɨ́ ndụlụ. 
LUK.2.9	Zɨ́ maláyika ꞌbɨ Ngére Lomo ógụné zɨ́ye íri, zɨ́ rokoꞌbụ ꞌbɨ Lomo óṇgó bi cigíye gbaá wéé, zɨ́ ngịrị méngị yée kɨ́ngaya. 
LUK.2.10	Zɨ́ maláyika née úku ledre zɨ́ye kɨ́dí, “Ndásé éré ngịrị wá. Máógụ kɨ́ bɨlámá sanda zɨ́se wo bɨ bi nɨ éme rosé gɨ zɨ́a mɨéme kpá kɨ́ tụ́ꞌdụ́ ꞌyị e mbá ní. 
LUK.2.11	Aránɨ́ gáa owụ́ go zɨ́se wo bɨ nɨ ídí ꞌYị yómo ꞌyị e ní, sɨmɨ Beteléme gara bɨ kóo Dawídi nɨ sɨmɨ a ngére ní. Nɨ Kɨ́résịto
LUK.2.12	Togụ́ ndérésé yá, ásé ndíki owụ́ maꞌdáa mɨkụ́ṛụ́kụné sɨmɨ mbílí bongó otonɨ́ wo go kɨ́e sɨmɨ kuṛungbú bɨ bangá e ndịsịnɨ́ ánu éyị́ sɨmɨ a ní.”
LUK.2.13	Luꞌbú wá, zɨ́ tụ́ꞌdụ́ ngíti géyị maláyika e ógụyé gɨ komo ere ídíye ndro kɨ́ ezeyé gáa ogụ ní. Zɨ́ye ndị́sịyé kófó ịrị Lomo kɨ́dí, 
LUK.2.14	“Idízé kófó ịrị Lomo bɨ komo ere ní, bikịdrị́ idí ídí zɨ́ ꞌyịmaꞌdí e do sogo káṇgá gɨ zɨ́a mengị bɨlámá ledre go zɨ́ye.”
LUK.2.15	Sɨmɨ bɨ maláyika e ndaꞌbalugunɨ́ royé komo ere ní, zɨ́ ꞌyị ꞌbáꞌbá kábịṛị́kị ga gére née yéme ledre kɨ́dí, “Nderézé aka mu sɨmɨ Beteléme lúrú ledre bɨ mengị roné íri, bɨ Ngére Lomo kasa ledre a zɨ́ze ba.”
LUK.2.16	Zɨ́ye ndéréógụyé íri ndíki Maríya kɨ́ Yoséfa kɨ́ síṛí owụ́ mɨꞌdúꞌduné sɨmɨ kuṛungbú tɨ́ káa zɨ́ bɨ ukunɨ́ zɨ́ye ní. 
LUK.2.17	Sɨmɨ bɨ nderé ndikinɨ́ owụ́ née tɨ́ kenée ní, zɨ́ye lị́kpị́ ledre bɨ mengị roné zɨ́ye gɨ ro owụ́ née ní ní mbá zɨ́ Maríya kɨ́ Yoséfa. 
LUK.2.18	ꞌYị ga bɨ uwúnɨ́ ledre née kenée ní, zɨ́ tarayé ị́drị́ne mbá mɨị́drị́. 
LUK.2.19	Zɨ́ Maríya ụ́lụ ledre ga gére née mbá sɨmɨné ndị́sị kɨ́e. 
LUK.2.20	Zɨ́ yaꞌdá ga gére née ị́nyị ndáꞌbalúgu royé kɨ́ kófó ịrị Lomo kpá kɨ́ mbófo wo gɨ ro ledre bɨ uwúnɨ́ zɨ́ye lúrú a go cụ́ kɨ́ komoyé tɨ́ káa zɨ́ bɨ maláyika e ukunɨ́ zɨ́ye ní.
LUK.2.21	Sɨmɨ bɨ síṛí Yésụ mengị go sị́lị́ ịnyị doa ota (8) ní, née kóo go sị́lị́ bɨ do ónzó wo ngbuṛu sɨmɨ a ní kacɨ́ ondụ́ ꞌbɨ Yụ́da e. Do ị́fị́ ịrịa Yésụ, née ịrị bɨ kóo maláyika ịfị́ ꞌdodo sɨmɨ bɨ Yésụ maꞌdáa ndaá aka kóo wá ní.
LUK.2.22	Nda gɨ ore zɨ́ sịndị́ kadra útúásáne zɨ́ Maríya gɨ do kacɨ́ árá bɨ ará ní, gɨ ro zɨ́a ndáꞌba ólụ́lúgu roné ꞌDị́cị́ ꞌbɨ Lomo káa zɨ́ bɨ lorụ ꞌbɨ Mụ́sa uku ní. Zɨ́ye ꞌdíꞌbi síṛí Yésụ ndéré kɨ́e sɨmɨ Yerụsaléma sɨmɨ ꞌDị́cị́ kótrụro íꞌbí mbófo éyị́ zɨ́ Lomo gɨ roa. 
LUK.2.23	Nɨ mɨékéne sɨmɨ lorụ ꞌbɨ Lomo kɨ́dí, “Owụ́ndíká ga bɨ yaꞌdá e ní, idínɨ́ ndéré kɨ́ye zɨ́ Lomo,”
LUK.2.24	gɨ ro do íꞌbí tákpásị́lị́ káa zɨ́ bɨ lorụ ꞌbɨ Lomo uku ní, “Nɨyí ꞌdíꞌbi amámu e gbre kɨ́ kị́ṛịkóꞌdo kpá gbre ndéré kɨ́e káa do éyị́ ꞌdáná.”
LUK.2.25	Sɨmɨ sịndị́ kadra máa bɨ kóo née ní, ngoko oꞌdo nɨ kóo bo sɨmɨ Yerụsaléma ore kɨ́ ịrịné Simiyóna, nɨ ꞌyị bɨ iꞌbí roné za mbá zɨ́ Lomo ní. Oꞌdo née nɨ mɨꞌdúcuné kɨ́ ꞌDówụ́ Lomo, kacɨ́ kadra mbá ndịsị óto komoné gɨ ro Kɨ́résịto zɨ́a ógụné yómo Isɨréle e. 
LUK.2.26	ꞌDówụ́ Lomo uku kóo ledre go zɨ́a kɨ́dí, wo Simiyóna utúasá aka úyu wá ꞌbúó togụ́ lurú Kɨ́résịto bɨ Ngére Lomo nɨ kásaógụ wo ní go kɨ́ komoné kí. 
LUK.2.27	Sɨmɨ sị́lị́ máa bɨ kóo née ní, zɨ́ ꞌDówụ́ Lomo kása Simiyóna zɨ́a ndéréne do ligá ꞌDị́cị́ ꞌbɨ Lomo. Nɨ ógụ íri ní, Maríya kɨ́ Yoséfa ꞌdiꞌbiogụnɨ́ síṛí Yésụ go íri gɨ ro zɨ́a íꞌbí úndru zɨ́ Yésụ maꞌdáa káa zɨ́ bɨ bụ́kụ ꞌbɨ lorụ uku ní. 
LUK.2.28	Zɨ́ Simiyóna ị́mbị́ wo do íꞌbí mbófo éyị́ zɨ́ Lomo gɨ roa kɨ́dí, 
LUK.2.29	“Yị́ị Lomo bɨ kɨ́ mongụ́ rokoꞌbụyị́ ní, uku kóo zɨ́ma yá útúásá aka ꞌdíꞌbi máa wá, ꞌbúó togụ́ málúrú ꞌyị yómo ꞌyị e bɨ kóo uku ledre a ní go, áyí nda fú ꞌdíꞌbi máa. Bɨ ba ní, ꞌdíꞌbi nda máa ꞌyị kasa eyị́ mu. 
LUK.2.30	Komomá lurú nda ꞌyị yómo ꞌyị e go, 
LUK.2.31	kásaógụ wo go zɨ́ ꞌyị e za mbá. 
LUK.2.32	Nɨ go káa zɨ́ bimɨóṇgó ní gɨ ro ꞌdódo yị́ị zɨ́ ꞌyị ga bɨ owonɨ́ aka yị́ị wá ní. Nɨ kpá óto kúfú Isɨréle e ndị́sị kófó ịrịyị́.”
LUK.2.33	Zɨ́ tara Yoséfa kɨ́ Maríya ị́drị́ne gɨ zɨ́ ledre bɨ Simiyóna ndịsị úku a gɨ ro Yésụ ní. 
LUK.2.34	Zɨ́ Simiyóna íꞌbí úndru zɨ́ Yoséfa kɨ́ Maríya, zɨ́a úku ledre zɨ́ Maríya kɨ́dí, “Owụ́ ꞌbɨ eyị́ ba ní karanée óto Lomo zɨ́a ꞌdíꞌbióyó rokoꞌbụ gɨ zɨ́ ngíti géyị Isɨréle, zɨ́a íꞌbí a zɨ́ ngíti géyị. Owụ́ ba nɨ kpá ídí ꞌyị bɨ nɨyí lúrú tóko lị́lị ledre gɨ roa ní. Gɨ zɨ́ kéyị née, nɨyí karanée ndị́sị sógó wo. Nɨ óto ꞌyị ga bɨ ṇguṇgunɨ́ ledre ené ní zɨ́ye ídíye kɨ́ rokinyi. 
LUK.2.35	Nɨ ꞌdódoógụ ledre ga bɨ do mɨmbéꞌde ngíti géyị ꞌyị e ní mbá. Gɨ zɨ́ kéyị née, mɨmbéꞌdeyị́ nɨ karanée ꞌdécị kɨ́ lúrú ndúwú wo.”
LUK.2.36	Ngíti nébị nɨ kóo kpá bo ngoko kára kɨ́ ịrịné Ána nyị́ Fanuwéle gɨ sɨmɨ kúfú bɨ ndolonɨ́ Aséra ní. Nɨ kára umbu. Ofụ́nɨ́ royé kɨ́ oꞌdo ꞌbɨ ené mengịnɨ́ sɨmɨbi lá dụụ́ ịnyị doa gbre (7) geré zɨ́ oꞌdo ꞌbɨ ené née úyu ené. 
LUK.2.37	Zɨ́a ndị́sịné gɨ kacɨ́ oꞌdo ꞌbɨ ené née kɨ́ sɨmɨbi cị́ eso doa eso (84). Otoomo ꞌDị́cị́ ꞌbɨ Lomo wá, ndịsị íni ini kɨ́ órụ́ tarané zɨ́ Lomo kɨ́ ndụlụ kɨ́ kadra mbá. 
LUK.2.38	Sɨmɨ bɨ Simiyóna nɨ ndị́sị íꞌbí úndru ní, zɨ́ kára née ógụné geré ndị́sị íꞌbí mbófo éyị́ zɨ́ Lomo. Zɨ́a úku ledre bɨ gɨ do bɨ Yésụ ní mbá zɨ́ ꞌyị ga bɨ ndịsịnɨ́ óto komoyé gɨ ro Ngére ꞌyị yómo ꞌyị e bɨ Lomo uku ledre kásaógụ wo sɨmɨ Yerụsaléma káa do ꞌyị yómo ꞌyị e ní.
LUK.2.39	Sɨmɨ bɨ Yoséfa e kɨ́ Maríya mengịonzónɨ́ ledre bɨ lorụ ꞌbɨ Lomo ili zɨ́ye méngị a ní go ní, zɨ́ye ị́nyịyé ndáꞌbalúgu royé ꞌbe sɨmɨ Nazeréta sɨmɨ Galiláya. 
LUK.2.40	Zɨ́ Yésụ ngbóróne go mongụ́ne kɨ́ rokoꞌbụné, zɨ́a ídíne kɨ́ mongụ́ ówo ledre zɨ́ne gɨ zɨ́a Lomo ndịsị sáká wo ne.
LUK.2.41	Kacɨ́ sɨmɨbi e mbá Yoséfa kɨ́ Maríya ndịsịnɨ́ ndéré sɨmɨ Yerụsaléma sɨmɨ Ayímbi bɨ Umbuokpó ní.
LUK.2.42	Sɨmɨ bɨ Yésụ mengị go sɨmɨbi sokó doa gbre ní, zɨ́ye ndéréye kɨ́ mbágá née sɨmɨ ayímbi máa née kacɨ́ ondụ́ ꞌbɨ Yụ́da e. 
LUK.2.43	Nda go gɨ do kacɨ́ ayímbi, zɨ́ mbágáa ị́nyịyé ndáꞌbalúgu royé ꞌbe, ábuwá Yésụ idíaká go cịkị ꞌdáꞌba sɨmɨ Yerụsaléma owonɨ́ eyé e wá. 
LUK.2.44	Somụ́nɨ́ ꞌbɨ eyé kɨ́dí nɨ ba bo dongará tụ́ꞌdụ́ ꞌyị ga ba zɨ́ye ndéréye kadra teké. Zɨ́ye tóroyé lúrú sóꞌdo wo dongará sụmụ yée kpá kɨ́ ezegámáye. 
LUK.2.45	Má, ndikinɨ́ eyé wo wá. Zɨ́ye ị́nyị ndáꞌbalúgu royé drú ꞌdáꞌba sɨmɨ Yerụsaléma ndéré lúrú bi gɨ roa íri. 
LUK.2.46	Nda gɨ do kacɨ́ sị́lị́ ota zɨ́ye ndéréye ndíki wo sɨmɨ ꞌDị́cị́ ꞌbɨ Lomo, mɨndị́sịné dongará ꞌyị ꞌdódo ledre e, ndị́sị úwú yée, zɨ́a kpá kɨ́ ndúꞌyú yée. 
LUK.2.47	ꞌYị ga bɨ ndịsịnɨ́ úwú wo ní zɨ́ tarayé ị́drị́ne mbá mɨị́drị́ gɨ zɨ́ ówo ledre bɨ nɨ kɨ́e kpá kɨ́ ledre ga bɨ ndịsị kɨ́ úkulúgu yée ní. 
LUK.2.48	Sɨmɨ bɨ mbágáa kɨ́ ꞌbụa lurúndikinɨ́ wo ní, zɨ́ wo bɨ gɨ zɨ́ye ní ụ́kụ́ne mɨụ́kụ́. Zɨ́ mbágáa úku ledre kɨ́dí, “Owụ́ ꞌbɨ amáa, méngị zée káa gɨ zɨ́ ꞌdi? Bɨ zɨ́ze ndị́sịzé kɨ́ ꞌbụyị́ gámásóꞌdo yị́ị má ní.”
LUK.2.49	Zɨ́a úkulúgu ledre zɨ́ mbágáne kɨ́dí, “Ndị́sịsé gámásóꞌdo máa gɨ ro ꞌdi? Ówosé esé bɨ kɨ́dí ili zɨ́ma ndị́sị ndị́sịmá sɨmɨ ꞌdị́cị́ ꞌbɨ Babá ní wá.” 
LUK.2.50	Owo ꞌdiꞌbinɨ́ eyé ledre gɨ sɨmɨ ledre bɨ uku née wá.
LUK.2.51	Zɨ́a óto úndruyé do útúne doꞌdónoyé zɨ́ye ndáꞌbayé sɨmɨ Nazeréta. Zɨ́ mbágáa óto ledre ga gére née mbá sɨmɨné. 
LUK.2.52	Zɨ́ Yésụ nda ngbóróógụné kɨ́ bɨlámá sanáne, do ídíne kɨ́ mongụ́ ówo ledre zɨ́ ꞌbúa ídíne do ꞌyị e kɨ́ngaya zɨ́a óto Lomo ídíne kɨ́ rokinyi.
LUK.3.1	Sɨmɨ bɨ kóo Tịbérịya Káyísara nɨ ngére do káṇgá ꞌbɨ Róma kɨ́ sɨmɨbi sokó doa ịnyị ní, do kóo óto Pánato Piláto káa do gávana do ꞌyị ga bɨ sɨmɨ Yụdáya ní, Eróde
LUK.3.2	Sɨmɨ sịndị́ kadra máa bɨ kóo née ní, Ána kɨ́ towụ́ne Kayáfa nɨyí ye mɨngburoko ꞌyị ꞌdáná éyị́ e. Yiwáni wotị́ Zakaríya nɨ yị́ ené kóo sɨmɨ súwú. Zɨ́ Lomo íꞌbí moko zɨ́a íri. 
LUK.3.3	Zɨ́a tónó gámáne kɨ́ úku ledre ꞌbɨ Lomo zɨ́ ꞌyị e kacɨ́ kóꞌdụ́ ngbuṛu bɨ Yeredéne ní, sága gɨ ꞌdí keṛị́ kpá sága gɨ ꞌdí keṛị́. Kɨ́dí ꞌyị e idínɨ́ ótoómo kɨ́ lúyú ledre zɨ́ye ṇgúṇgu ledre ꞌbɨ Lomo gɨ ro do bábátị́zị́ yée zɨ́ Lomo ótoómo lúyú ledre eyé ꞌdáꞌba. 
LUK.3.4	Nébị Isáya uku kóo ledre a go ꞌdesị́ sɨmɨ bụ́kụ ené kɨ́dí,
LUK.3.4	“ꞌYị nɨ karanée ndị́sị ótrụ́ ledre sɨmɨ súwú zɨ́ ꞌyị e kɨ́dí,
LUK.3.4	yémeómosé mɨsiꞌdi mu nzíyiné zɨ́ Ngére,
LUK.3.4	ídísé ꞌdózo yéme mɨsiꞌdi zɨ́a ní.
LUK.3.5	Ídísé lósoꞌdụ́tụ ꞌbululu e ꞌdáꞌba.
LUK.3.5	Landa e kɨ́ bi ekị́ekị́ e, ídísé lóso yée kpɨ́kásí.
LUK.3.5	Zɨ́se ꞌdózo yéme mɨngóꞌdụ́ mɨsiꞌdi e zɨ́ye ídíye mbị́.
LUK.3.5	Zɨ́se lósoꞌdụ́tụ gɨ́ṛítí e kuṛí.
LUK.3.6	Kúfú ꞌyịmaꞌdí e mbá nɨyí ówo a kɨ́dí oꞌdo ba Lomo kasa wo ne ógụ yómo ꞌyị e.”
LUK.3.7	Née ní, zɨ́ tụ́ꞌdụ́ ꞌyị e go ndị́sị ógụyé mutruu zɨ́ Yiwáni gɨ ro zɨ́a bábátị́zị́ yée. Zɨ́a úku ledre zɨ́ye oꞌbụóꞌbụ kɨ́dí, “Sée ꞌyị mani ga bɨ mɨméngị ledre esé nɨ bɨsinyíne káa zɨ́ kámá okó ní, ambí uku zɨ́se ya ídísé ngásáóyó rosé gɨ zɨ́ zingi ꞌbɨ Lomo bɨ nɨ ógụ dosé ní ne? 
LUK.3.8	Togụ́ ílisé tɨ́ gɨ ro zɨ́se ndíki trịdrị yá, ídísé ótoómo lúyú ledre zɨ́se ṇgúṇgu ledre ꞌbɨ Lomo, zɨ́ mɨméngị ledre esé ndị́sị ídíne bɨlámáne. Ndásé ídí dụụ́ kɨ́ sómụ́ ledre bɨ kɨ́dí, azé yị́ ezé bulúndu Abarayáma omozé ꞌbɨ ezé yị́ ezé go ní wá. Lomo nɨ kɨ́ rokoꞌbụ zɨ́a óyólóꞌbó tutú ga bɨ bi ba zɨ́ye ídíye káa do bulúndu Abarayáma. 
LUK.3.9	Ásé zɨ́ Lomo káa zɨ́ kágá bɨ ꞌdịyị́nɨ́ mɨꞌdị́yị́ yáká ní. Goṇgo ꞌbɨ Lomo nɨ go do sị́lị́a nzíyiné, kágá máa wo bɨ bɨlámá mɨáná a ndaá ní, nɨ lágáónzó a do óngbóóyó a ꞌdáꞌba.”
LUK.3.10	Zɨ́ tụ́ꞌdụ́ ꞌyị ga gére née ndúꞌyú Yiwáni kɨ́dí, “Éyị́ bɨ idízé nda méngị a ní ꞌdi?”
LUK.3.11	Zɨ́ Yiwáni úkulúgu ledre zɨ́ye kɨ́dí, “Togụ́ bongó nɨ zɨ́yị gbre, ídí íꞌbí ngúru a zɨ́ ꞌyị bɨ bongó nda zɨ́a wá ní. Togụ́ éyị́ mɨánu nɨ bo zɨ́yị, ídísé ánu a kɨ́ ꞌyị bɨ nɨ ꞌbú ní.”
LUK.3.12	Abú kpá ꞌyị ga bɨ ndịsịnɨ́ ꞌdóꞌdụ́ ụsórụ gɨ zɨ́ ꞌyị e sɨmɨ sụ́ụ ní, zɨ́ye ndéréye gɨ ro babatị́za. Zɨ́ye ndúꞌyú Yiwáni kɨ́dí, “Mongụ́ ꞌyị, Sara nda zée, idízé méngị ꞌbɨ ezé ꞌdi?”
LUK.3.13	Zɨ́ Yiwáni úkulúgu ledre zɨ́ye kɨ́dí, “Ndásé ꞌdíꞌbi késị́ maꞌdáa rómo do wo bɨ mɨngburoko ꞌyị e esé e ilinɨ́ ní wá.” 
LUK.3.14	Zɨ́ asikíri e ndúꞌyú wo kɨ́dí, “Sara nda zée?”
LUK.3.14	Yiwáni ya zɨ́ye ní, “ꞌYị e ndanɨ́ úgú komosé wá, ndásé kpá gágaóto ledre ro ꞌyị wá. Késị́ bɨ ndịsịnɨ́ íꞌbí a zɨ́se do bi moko ní, ídísé ꞌdíꞌbi dụụ́ wo.”
LUK.3.15	Gɨ zɨ́ ledre ga gére ní, Zɨ́ sómụ́ ledre ꞌbɨ ꞌyị e ndị́sị ídíne gɨ ro Yiwáni faa, ngíti géyị ya ala zɨ́a ídíne née Kɨ́résịto bɨ Lomo uku ledre kásaógụ a káa do ꞌyị yómo ꞌyị e ní wá? 
LUK.3.16	Zɨ́ Yiwáni úkulúgu ledre zɨ́ye kɨ́dí, “Mábábátị́zị́ ꞌbɨ amá sée lá kɨ́ iní. Ngíti ꞌyị nɨ bo rokoꞌbụ a romo do ꞌbɨ amá nɨ ógụ. Máútúásá gbawá ndósoógụ cigí a gɨ ro lálaógụ wará ené gɨ sịndị́a. Nɨ ꞌbɨ ené bábátị́zị́ sée kɨ́ ꞌDówụ́ Lomo. 
LUK.3.17	Nɨ ꞌbɨ ené yị́ ené káa zɨ́ ꞌyị ócó komo kére ní. Nɨ léfeóto kére ené sɨmɨ bɨlámá éyị́, cící a née zɨ́a kótrụ a trị́e do óngbóóyó a ꞌdáꞌba.” 
LUK.3.18	Née ledre bɨ kóo Yiwáni ndịsị úku a zɨ́ye do tụ́ꞌdụ́ mɨsiꞌdi e gɨ ro bɨlámá ledre ꞌbɨ Lomo bɨ kóo ndịsị ꞌdódo a zɨ́ye ní.
LUK.3.19	Yiwáni ndịsị kóo kpá máda ngére Eróde Andipá gɨ zɨ́ bɨsinyí ledre ga bɨ ndịsị mengị yée káa zɨ́ bɨ ngakaoyó kára Erodíya gɨ zɨ́ lúnduné ꞌdíꞌbi yị́ ené zɨ́ne ní. 
LUK.3.20	Zɨ́ Eróde kpá lúyú ngíti ledre zɨ́a ꞌdíꞌbi Yiwáni ónzó a ngbrɨwó sɨmɨ sị́gịnị.
LUK.3.21	ꞌDáꞌdá do ónzó Yiwáni sɨmɨ sị́gịnị, kadra kị́éꞌdo nɨ go ndị́sị bábátị́zị́ tụ́ꞌdụ́ ꞌyị e, zɨ́ Yésụ ndéréne zɨ́a, zɨ́a bábátị́zị́ wo. Sɨmɨ bɨ Yésụ maꞌdáa nɨ ndị́sị íni ini zɨ́ Lomo ní, zɨ́ ere líkpíne zɨ́a káa zɨ́ mbotụ ní. 
LUK.3.22	Zɨ́ ꞌDówụ́ Lomo ógụné doa káa zɨ́ kị́ṛịkóꞌdo ní. Zɨ́ kúrú ꞌyị ówụ́ne gɨrí kɨ́dí, “Áyí mbigí owụ́ ꞌbɨ amá, ꞌbúyị ofụ domá go, mááyí kɨ́ rokinyi gɨ zɨ́yị.”
LUK.3.23	Yésụ tonó kóo méngị moko ꞌbɨ Lomo sɨmɨ bɨ mengị go sɨmɨbi cị́ kéṛị́ a do sokó (30) ní. ꞌYị e mbá ndịsịnɨ́ ꞌbɨ eyé kóo sómụ́ a kɨ́dí nɨ owụ́ ꞌbɨ Yoséfa bɨ kɨ́ ịrịné Élị ní. 
LUK.3.24	Élị nɨ ꞌbɨ ené owụ́ ꞌbɨ Matáta, Matáta nɨ ꞌbɨ ené owụ́ ꞌbɨ Lévị, Lévị nɨ ꞌbɨ ené owụ́ ꞌbɨ Mélịkị, Mélịkị nɨ ꞌbɨ ené owụ́ ꞌbɨ Zanáyi, Zanáyi nɨ ꞌbɨ ené owụ́ ꞌbɨ Yoséfa. 
LUK.3.25	Yoséfa nɨ ꞌbɨ ené owụ́ ꞌbɨ Matatíya, Matatíya nɨ ꞌbɨ ené owụ́ ꞌbɨ Amósa. Amósa nɨ ꞌbɨ ené owụ́ ꞌbɨ Nawúma. Nawúma nɨ ꞌbɨ ené owụ́ ꞌbɨ Esíli. Esíli nɨ ꞌbɨ ené owụ́ ꞌbɨ Nagáyi. 
LUK.3.26	Nagáyi nɨ ꞌbɨ ené owụ́ ꞌbɨ Máta. Máta nɨ ꞌbɨ ené owụ́ ꞌbɨ Matatíya. Matatíya nɨ ꞌbɨ ené owụ́ ꞌbɨ Seméni. Seméni nɨ ꞌbɨ ené owụ́ ꞌbɨ Yoséke. Yoséke nɨ ꞌbɨ ené owụ́ ꞌbɨ Yóda. 
LUK.3.27	Yóda nɨ ꞌbɨ ené owụ́ ꞌbɨ Yonána. Yonána nɨ ꞌbɨ ené owụ́ ꞌbɨ Résa. Résa nɨ ꞌbɨ ené owụ́ ꞌbɨ Zerụbábele. Zerụbábele nɨ ꞌbɨ ené owụ́ ꞌbɨ Seretiyéle. Seretiyéle nɨ ꞌbɨ ené owụ́ ꞌbɨ Nérị. 
LUK.3.28	Nérị nɨ ꞌbɨ ené owụ́ ꞌbɨ Meléki. Meléki nɨ ꞌbɨ ené owụ́ ꞌbɨ Ádi. Ádi nɨ ꞌbɨ ené owụ́ ꞌbɨ Kosóma. Kosóma nɨ ꞌbɨ ené owụ́ ꞌbɨ Elimadáma. Elimadáma nɨ ꞌbɨ ené owụ́ ꞌbɨ Éra. 
LUK.3.29	Éra nɨ ꞌbɨ ené owụ́ ꞌbɨ Yósuwa. Yósuwa nɨ ꞌbɨ ené owụ́ ꞌbɨ Eliyázara. Eliyázara nɨ ꞌbɨ ené owụ́ ꞌbɨ Zoríma. Zoríma nɨ ꞌbɨ ené owụ́ ꞌbɨ Matáta. Matáta nɨ ꞌbɨ ené owụ́ ꞌbɨ Lévị. 
LUK.3.30	Lévị nɨ ꞌbɨ ené owụ́ ꞌbɨ Simiyóna. Simiyóna nɨ ꞌbɨ ené owụ́ ꞌbɨ Yụ́da. Zụ́da nɨ ꞌbɨ ené owụ́ ꞌbɨ Yoséfa. Yoséfa nɨ ꞌbɨ ené owụ́ ꞌbɨ Yonáma. Yonáma nɨ ꞌbɨ ené owụ́ ꞌbɨ Alikíma. 
LUK.3.31	Alikíma nɨ ꞌbɨ ené owụ́ ꞌbɨ Melíya. Melíya nɨ ꞌbɨ ené owụ́ ꞌbɨ Ména. Ména nɨ ꞌbɨ ené owụ́ ꞌbɨ Matáta. Matáta nɨ ꞌbɨ ené owụ́ ꞌbɨ Natána. Natána nɨ ꞌbɨ ené owụ́ ꞌbɨ Dawídi. 
LUK.3.32	Dawídi nɨ ꞌbɨ ené owụ́ ꞌbɨ Zése. Zése nɨ ꞌbɨ ené owụ́ ꞌbɨ Óbede. Óbede nɨ ꞌbɨ ené owụ́ ꞌbɨ Bowáza. Bowáza nɨ ꞌbɨ ené owụ́ ꞌbɨ Solomóna. Solomóna nɨ ꞌbɨ ené owụ́ ꞌbɨ Nasóna. 
LUK.3.33	Nasóna nɨ ꞌbɨ ené owụ́ ꞌbɨ Aminadába. Aminadába nɨ ꞌbɨ ené owụ́ ꞌbɨ Adimíni nɨ ꞌbɨ ené owụ́ ꞌbɨ Aráni. Aráni nɨ ꞌbɨ ené owụ́ ꞌbɨ Ézorono. Ézorono nɨ ꞌbɨ ené owụ́ ꞌbɨ Peréze. Peréze nɨ ꞌbɨ ené owụ́ ꞌbɨ Zụ́da. 
LUK.3.34	Zụ́da nɨ ꞌbɨ ené owụ́ ꞌbɨ Yakóbo. Yakóbo nɨ ꞌbɨ ené owụ́ ꞌbɨ Isáka. Isáka nɨ ꞌbɨ ené owụ́ ꞌbɨ Abarayáma. Abarayáma nɨ ꞌbɨ ené owụ́ ꞌbɨ Téra. Téra nɨ ꞌbɨ ené owụ́ ꞌbɨ Nówara. 
LUK.3.35	Nówara nɨ ꞌbɨ ené owụ́ ꞌbɨ Serụ́ga. Serụ́ga nɨ ꞌbɨ ené owụ́ ꞌbɨ Réwu. Réwu nɨ ꞌbɨ ené owụ́ ꞌbɨ Pelége. Pelége nɨ ꞌbɨ ené owụ́ ꞌbɨ Ébere. Ébere nɨ ꞌbɨ ené owụ́ ꞌbɨ Séla. 
