MAT.1.1	I oyo ay listahan ni kaapoapohan ni Hisu Kristo a ginumapo de Debid ta ginumapo eya de Abraham. 
HEB.10.15	I Ispiritu pala nun Makedepat ay gepamatud pala dikitam a tungkul de oyo ta sinabi na a tagibu,
HEB.10.16	“Magioyo i bowon a pagpakikasungdu ko dide, gepayin i Panginoon. Ta pagkatakig ni panahon ni tagibu a pagpakikasungdu ay tatanom pati sosolat ko de esip de i pagdodul ko ide.”
HEB.10.17	Ta dingan sinabi pala ni Ispiritu,
HEB.10.17	“Lelipat ko di i mammalotin de pati an de pagtalinga de kabuotan ko.”
HEB.10.18	Kanya be pakaeyenan na di ide ni mammalotin de ay an di te kaelangan a gehandug pa ide dehil de mammalotin de.
HEB.10.19	Kanya, manga kabinsa, ay katinggesan tam ngani a nappatud di a gelane kitam de Makedepat de kataanan na dehil de sagu ni Hisus a binumusbus. 
HEB.10.20	Ta te duman di para dikitam i sesilan a bowon a paagow de Makedepat a i Kristo a needup kapide man ta de padean ni lawes na a nagtiis ay nakayesán di i magi abet a sagbong de kataanan ni Makedepat. 
HEB.10.21	Ta eya ngani i makapangyedihan a maghahandug tam a te kapangyedihan di de pesan a manga pineta ni Makedepat. 
HEB.10.22	Kanya lumane kitam di de Makedepat a te piyon a innawa, a an te aduwa a esip ta sinéwagen di ni sagu ni Kristo i innawa tam a te kasalanan a napa ni malenis pati naugesan di i lawes tam ni orat a malinow. 
HEB.10.23	Ta depat a notuloy kitam de pag-asa tam a pepamatoden tam, a an te aduwa a esip ta katinggesan tam pan a an butelan i Makedepat a nangako. 
HEB.10.24	Pati pelitin tam a matulutoduan ni pagyedi a piyon pati pagbuot de kapadepade a agta. 
HEB.10.25	Ta wet tam pala kelipatan i pagkang tam de pagpolong a magi peyedi ni kakmukan ta piyon pa a patibongin tam i innawa ni belang isin dikitam, a namas nano a katinggesan tam di a alane di i adow a pagdetong ni Panginoon.
HEB.10.26	Nano ay be pinatingges di dikitam i kamatoden a tungkul de paghandug ni Hisus misan ay getuloy kitam pan la a kosa a innawa a geyedi ni mammalotin ay an di te kakmukan a handug a nanlelenis dikitam ni mammalotin tam. 
HEB.10.27	Pati gekaduman kitam ni gepakatakut a pagpadusa de adow a paghatol ta sosunug ni apoy i pesan a kapagebuk ni Makedepat. 
HEB.10.28	Isin pa de inoman ay i misan ino a gepaeyen ni kabuluhan ni pagdodul ide ni Moises ay dingan te duman a gepamatud a tiluwon o aduwa de pagpaeyen na ay an kakalbian a bobuno. 
HEB.10.29	Misan ay namas pa a mabiyet i padusa de belang gekapoy de Anak nun Makedepat pati de an te gelang de Ispiritu na a gepaabuya ni kosa a tabeng ni Makedepat. Talage a mabiyet pala i pagpadusa na de agta a gepaeyen ni kabuluhan ni sagu ni Kristo a binumusbus a naglenis diya, a nagbukud pala para de Makedepat ta katibeyen inon a sagu ni bowon a pagpakikasungdu ni Makedepat. 
HEB.10.30	Ta peabuyenan tam pan i kapangyedihan ni nagsabi ni magioyo,
HEB.10.30	“Ako i nebilos pati gepadusa.”
HEB.10.30	Sinabi na pala,
HEB.10.30	“Ako a Panginoon ay hahatolan ko i mangának ko ide.”
HEB.10.31	Talage a katinggesan tam a gepakatakut i násapit be nappa de misan ino i pagpadusa ni Makedepat a needup magpakapide pa man.
HEB.10.32	Kanya esipin yu a nun tagibu a pinatingges dikamo i tungkul de Kristo ay nagtiis kamo ni makmuk a kahedepan misan ay ang kamo nadeog. 
HEB.10.33	Be magkabuyo ay ikamo ay i namamos a pinahedepan de pekita ni kaagtaan, be magkabuyo pan ay nagkappadugeng kamo de manga kabinsa a pinahedepan ni maginon. 
HEB.10.34	Pati nagkakalbi kamo a tinumabeng pala de nagkabbilanggo ide pati misan peamit ni kakmukan i pesan yu a kasangkapan ay nagkasalig kamo ta katinggesan yu a namas pa a an te kalog i kayamanan a hinande para dikamo de langot. 
HEB.10.35	Kanya nano ay wet kamo maeyenan ni pagpanulusun yu de Makedepat ta i pagpanulusun yu diya ay te bilos a masakut de inapóan a adow. 
HEB.10.36	Talage a kaelangan a ikamo ay magtiyage tangani makayedi kamo di ni kabuotan ni Makedepat ta dingan tatanggep yu pan i pinangako na dikamo a i edup a an te kalog. 
HEB.10.37	Ta te duman de kasulatan a magioyo,
HEB.10.37	“De untik a panahon ay nádetong di i peilat tam, ta an di naaloy.”
HEB.10.38	Pati sinabi ni Makedepat a magioyo,
HEB.10.38	“I gepanulusun la i nappa ni malenis a an te kasalanan de pekita ko ta eya i te edup a bowon a geapo deko, misan be i misan ino ay getalikokod deko ay kagengsaan ko eya.”
HEB.10.39	Nano, manga kabinsa, ay ang kitam kadugeng de kinumapoy ide a nopuksa ta ikitam ay gepinagpanulusun de Makedepat a nalligtas ngani.
HEB.11.1	Nano ay gepo de pagpanulusun tam ay peabuyenan a tatanggep tam i peasahan tam pati katinggesan pala a te duman ngani i an tam pa pekita. 
HEB.11.2	Ta dehil de pagpanulusun a maginon ni kaapoapohan tam ide nun nowon ay kinasalegen ide ni Makedepat.
HEB.11.3	Pati gepo de pagpanulusun tam de surut nun Makedepat ay katinggesan tam a i putok ay yinadi na de padean ni makapangyedihan na a surut ta i pesan a pekita nano ay gepo de an pekita.
HEB.11.4	I Abel ay nagpanulusun de Makedepat kanya pan eya ay nakapaghandug ni namas pa a piyon de handug ni Kain ta dehil ngan de inon ay pinaabuya ni Makedepat a i Abel ay piyon a agta de pekita na nun tanggepin na i handug ni Abel. Ta misan nalibun di nun nowon i Abel ay gepamatud pa dikitam i piyon a pagyedi na a inumapo de pagpanulusun na.
HEB.11.5	Dehil pala de pagpanulusun ni Inok ay eya ay inadde de langot a an di nalibun ta an di eya kinta dio de putok i ta inadde di eya ni Makedepat de langot ta sinabi pan de kasulatan a kinasalegen eya ni Makedepat dingan ngona inadde eya de langot. 
HEB.11.6	Kanya katinggesan tam a i an ide gepanulusun ay angani kasalegen ni Makedepat ta i belang buot a gelane diya ay depat ngani a magpanulusun a te duman a Makedepat a eya pala i nomoy ni bilos de belang gepanulusun diya duman de kataanan na.
HEB.11.7	Dehil pala de pagpanulusun ni Nowe ay iningátan na a tinalingaan un sinabi diya ni Makedepat tungkul de nangyeyedi misan an na pa pekita kanya nagyedi eya ni hanga a bengka tangani nalligtas i mittanak na. Ta dehil de pagpanulusun ni Nowe ay pinakita na a depat a podusahan ni Makedepat i manga an gepanulusun ta misan te pagkakataon ide ay an de buot a nonulusun pati dehil de pagpanulusun na pala ay napa ni malenis eya de pekita ni Makedepat.
HEB.11.8	Dehil pala de pagpanulusun ni Abraham ay tinumalinga eya nun dinodul eya ni Makedepat a paagow de putok a mamana na, a pinangako diya ni Makedepat kanya tinumotul eya a winalat na i lugel na a sadili a an katinggesan ti deno eya paagow. 
HEB.11.9	Gepo de pagpanulusun na pala ay tinumaan eya de putok a pinangako diya ni Makedepat a magi eya ay isin a biseta a an te putok a sadili ta pinaalis-alis na i beloy na a tolde de panaántaanan na. Maginon pala i Isak a anak ni Abraham pati apo na a Hakob a kapadepade de a tinumanggep pala ni pinangako ni Makedepat. 
HEB.11.10	Ta misan maginon i petaanan ni Abraham dio de putok i ay nag-ilat eya de panahon a nakádetong de benwaan a bowon a an nagkesede ta i Makedepat i binumáluk a nagpayedi.
HEB.11.11	Dehil pala de pagpanulusun ni Sara a bebi ni Abraham ay nanganak eya misan eya ay matande di a masakut a an nappatud a nanganak de peesip ni agta ta katinggesan na pan a an gebutil i Makedepat a nangako diya. 
HEB.11.12	Misan i lalaki a bebi na a i Abraham a kasta ni an di pala te kaya di a gekaanak, ay inumapo diya i makmuk a masakut a mangápo na a magi kamakmuk ni butatala de langot pati langges de atab.
HEB.11.13	Ide a pesan ay nalibunin a te pagpanulusun de Makedepat ta misan an de námit i pinangako na dide ay an ide kinumapoy de pagpanulusun de ta kinatinggesan de pan a gekaduman ide ninon a pinangako na dide de isin a adow. Pati nagpamatud ide de pesan a i kataanan de a matud ay de langot ta magi an ide tage dio ta magi biseta la ide dio de putok i. 
HEB.11.14	Ta pepaabuya pan ni manga agta a gepamatud ni maginon a ide ay gelawag la ni pigtaanan de a matud. 
HEB.11.15	Ta be naisepan de tebe a tungkul de den de a lugel ay talage ngani a nappatud ide a náampulang a liwet. 
HEB.11.16	Misan pan ay i buot de a lugel ay i namas pa a piyon a i naddelangot kanya i Makedepat ay an namamos a oolangan de a Makedepat de ta pinaghande na ide ni bowon a benwaan de.
HEB.11.17+HEB.11.18	Nano ay sinabi ni Makedepat de Abraham, “I pesan la a naápo de Isak a anak mo i matud a mangápo mo.” Misan ay dehil de pagpanulusun na ay hinandug na i Isak a kádu a anak na a bobuno na tebe nun eya ay sinubukan ni Makedepat ta nappahande ngani eya a handogin na de Makedepat misan i anak a pinangáko diya ni Makedepat. 
HEB.11.19	Ta nanulusun i Abraham a te kapangyedihan i Makedepat a pakeedup na a liwet i Isak de nalibunin kanya nun bobuno na tebe i Isak ay kasta tinanggep a liwet ni Abraham i Isak gepo de nalibunin.
HEB.11.20	Pati dehil pala de pagpanulusun ni Isak ay pinamatoden na de mangának na a Hakob pati Isaw a nappa dide i pagkalbi ni Makedepat de nádetong a adow.
HEB.11.21	Ta dehil de pagpanulusun pan ni Hakob, nun nopugtusan di a mandeli ay pinamatoden na pala a nappa de aduwa a mangápo na a anak ni Hose i pagkalbi ni Makedepat de adow a nádetong. Ta pagbol na de gemut ni sugkud na ay dinumoko a nagpodi eya de Makedepat.
HEB.11.22	Ta dehil de pagpanulusun ni Hose nun mandeli di a nelibun ay hinola na a nototul i manga Hudyo de Ihipto de nádetong a adow ta tinutugun na dide a addein de pala i kulukaksan na a taporin de bensa a pinangáko dide ni Makedepat.
HEB.11.23	Nano ay i Moises nun eya ay pinanganak di ay dehil de pagpanulusun ni kamoddenan na ay tinagu de eya ni tiluwon a bulan ta kinta de a masampat eya pati an ide nagkatakut a an tinumalinga de pagdodul nun hari, a depat a bobuno de i mangának de a lalaki.
HEB.11.24	Ta nun te sukul di a tande i Moises dehil pala de pagpanulusun na ay pinangeyen na a ina na un mahuna a anak nun hari. 
HEB.11.25	Ta yadi pa diya a nekibinsa de kahedepan ni mangának ide ni Makedepat de gekaduman eya ni an naaloy a kasalegen a geapo de mammalotin a pagyedi dio de putok i. 
HEB.11.26	Ta inesip na a yadi pa i magtiis ni paglibek pati kahedepan dehil de Kristo a Pineta a nádetong, de gekaduman eya ni kayamanan ni Ihipto ta kinatinggesan na a te duman a piyon a bilos de nádetong a adow.
HEB.11.27	Kanya dehil de pagpanulusun na ay tinumotul eya de Ihipto a an nagkatakut misan nagbulas diya un hari. Ta misan nagkehedepan eya ay tinumalinga eya a tuloy de Makedepat ta kasta na la ni pekita i Makedepat. 
HEB.11.28	Pag-ampulang na de Ihipto ay dehil de pagpanulusun na a inon ay pinayedi na i kaadowen ni Paskuwa ta eya ay nagdodul de Hudyo ide a depat a te magipinagseweg ni sagu ni anak a topa de belang pintohan ni beloy de tangani wet bunoin ni anghel i pesan a mangának a Hudyo a panganay.
HEB.11.29	Pagkatapos ninon ay dehil de pagpanulusun ni manga Hudyo ay nakasabusabu ide de Atab a Maderag ta pinakamala ni Makedepat i langges de gitna ni nabinsa a atab tangani te bektas. Misan ay nun sinumoysoy i tage Ihipto ide ay talage a naomosin ide a pesan.
HEB.11.30+HEB.11.31	Nano ay pagkatakig ni apat a puwu a taon ay dehil pala de pagpanulusun ni Hudyo ide ay pinakang de i magsosobuk de ide de benwaan a Heriko. I Rahab pan a malot a mahuna a tage benwaan a inon ay nag-aláge de magsosobuk ide kanya dehil de pagpanulusun na de Makedepat ay an na kakoloy de mangaayun na a napuksa, a an tinumalinga de Makedepat. Ta dehil pala de pagpanulusun ni Hudyo ide ay linumaben ide de tage Heriko ide a linumebut pala ni pito a adow a nag-olang-olang kanya naregen i manga bekod ide a beto ni benwaan a inon.
HEB.11.32	Nano ay anok di te nasasabi pa ta anok te panahon a gesabi dikamo ni tungkul de kaapoapohan tam a Gideon, Berak, Samsun, Hepto, Debid, Samuel pati manga magsasabi ide a den. 
HEB.11.33	Ta dehil de pagpanulusun de ay nanalo i hari ide de kakmukan a hari. Nagsákup ide a piyon, tinanggep de i manga pangako ni Makedepat pati nakapag-abet i tipide de nguso ni manga liyun ide. 
HEB.11.34	Ta namalong ide ni hanga a masakut a degmang. Naligtas pala ide de utak ta misan mahena ide ay biniyen ide ni tibong a nakilaben tangani matalo de ngani i hukbu ni kakmukan a bensa. 
HEB.11.35	Dehil pala de pagpanulusun ni mahunain ay pinakaedup a liwet i mangayun de a nalibunin. I kakmukan pan ay an kinumapoy de Makedepat misan pinahedepan ide a tuloy ta pineta de pan a malibun de hedep dehil de pagpanulusun de de Makedepat ta binuot de a magkaduman ide ni namas pa a piyon a edup. 
HEB.11.36	I kakmukan pan ay nagtiis ni paglibek, pati paglapdit ta te duman pala a nabilanggo a nagepus ni tanikala. 
HEB.11.37	Ide ay binulubonglag. Ide ay linagedi tangani mapugtus ta te duman pala a binuno de padean ni utak ta ide ay mahedepin a te manga bedu ide a katat ni topa pati kambing. Pagkagengsaan pa ide a kakulukalbi ngani a masakut. 
HEB.11.38	Ta dehil de gengsa dide ni manga an gepanulusun ay nagulugela ide de lugel a ilang pati de kalasan. Nagitinagu pala ide de manga gob de kalasan pati de bulubulsut ni putok misan ay de pekita ni Makedepat ay an ide te kapadepade dio de putok i.
HEB.11.39	Talage a dehil de pagpanulusun de de Makedepat ay kinasalegen de eya misan ay nun nalibun di ide ay an de pa tinanggep dio de putok i i pinangako dide ni Makedepat. 
HEB.11.40	Ta hinande na para dikitam i namas pa a piyon a násapit de langot ta binalak ni Makedepat a nappa ni malenis ide a kasabe tam de kataanan na.
HEB.12.1	Kanya uluesipin yu ide a kamakmokan a nagpaabuya a te kabuluhan a masakut i pagpanulusun de de Makedepat misan pinahedepan ide. Ta nagkaddepat a ikitam pan ay masépag a nanyeyedi ni kabuotan ni Makedepat ta depat pala a kapoyen tam i pesan a mammalotin tam a geabet dikitam de pag-abut tam de Panginoon. 
HEB.12.2	Kanya yadi pa a magpakalawag kitam de Hisus ta eya ngani i peapoan ni pagpanulusun tam pati eya pala i gepatibong de oyo hanggen de kalog. Ta dehil de kasalegen a geilat diya ay panganó na i kaulaumamos a pagtiis na de padipa ta nano pan ay gelipa eya de awenan ni piglipaan ni Makedepat de langot.
HEB.12.3	Kanya uluesipin yu a ti papalano a tiniis na i pagkagengsa diya ni makikkakasalanan ide tangani wet nappa ni mahena i innawa yu a natalo a tuloy. 
HEB.12.4	Ta ikamo pan ay am pa nagkehedepan a magi Kristo hanggen de pagbusbus ni sagu yu dehil de paglaben yu de mammalotin. 
HEB.12.5	Ta pati wet yu kelipatan i sinabi dikamo ni Makedepat a mangának na ta inon a surut a gepatibong de innawa yu ay magioyo,
HEB.12.5	“Ikamo a mangának ko ay depat a sapotin yu be pesosol ko ikamo pati wet kamo pan nappa ni mahena i innawa yu be pepadusahan ko ikamo. 
HEB.12.6	Ta ako a Panginoon ay pesosol ko i pesan a pebuot ko pati pepadusuhan ko pala i belang mangának ko.”
HEB.12.7	Kanya depat kamo a magtiis be pepadusahan kamo ni Makedepat a magi isin a ama de anak na ta an te misan ino a ama a an gepadusa de anak na. 
HEB.12.8	Ta be ang kamo pepadusahan a magi belang kakmukan a anak na ay ang kamo matud a anak na. 
HEB.12.9	Isin pa de inoman ay pepadusahan kitam ngani ni manga ama tam de putok i pati pegelang tam ide kanya namas pa a depat ngani a gelangin tam i Ama tam de langot tangani maedup kitam ni bowon. 
HEB.12.10	Ta i manga ama tam pan ide dio de putok i ay pepadusahan de ikitam ni antisik a panahon a nappaayun la de katinggesan de misan ay i pagpadusa dikitam ni Makedepat ay tangani ikitam ay te pakinabeng a magkaduman pala ni kapiyonan na. 
HEB.12.11	Matud ngani a be ikitam ay pepadusahan ni misan ino ay ang kitam nagkasalig ta nagkolungkut kitam. Misan ay pagkatakig ninon ay gekaduman kitam a tinoduan ni kasampatan a innawa a te masampat a edup a an te mammalotin.
HEB.12.12	Kanya nano ay patibongin yu i innawa yu a getiis ni kahedepan. 
HEB.12.13	Ta depat kamo di a tumuloy de pag-abut yu de Makedepat tangani i manga te aduwa a esip dikamo ay umampulang di de matud a bektas.
HEB.12.14	Pelitin yu a wet kamo nekitalo de misan dino tangani magkaduman kamo ni kasampatan a innawa pati pelitin yu a nappa ni malenis kamo a an migyedi ni malot ta be an yo yeyedi ay angani kekita ni misan ino i Panginoon. 
HEB.12.15	Magipinag-engat kamo a wet kapoyen ni misan ino dikamo i kosa a tabeng ni Makedepat pati wet te duman dikamo i nappa ni malot a nakàalis de kakmukan, a nakogulo de kamakmokan. 
HEB.12.16	Mag-engat kamo pala a wet nappa ni natalo de buot ni lawes yu a gekapoy pan de pangako ni Makedepat a magi Isaw ta linewesan na ni isin la a pinggen a pápangan i kapangyedihan na a panganay. 
HEB.12.17	Ta katinggesan yu ay pagkatapos ninon ay buot na a masakut a tatanggep na i kapangyedihan na a den a panganay misan ay an di te pagkakataon a amitin na a liwet inon ta misan inaged na a te kakolay a pagtangos a masakut ay an di nappatud a bobowon na i pagpeta na a den.
HEB.12.18	Nano ay de pagpodi yu de Makedepat ay ang kamo magi Hudyo ide a den a linumane de Kalasan a Sinai a an nagkaeilengan, a te gedilab a apoy de palebut na pati madumos a masakut de ditas, a te duman pala a palos a maslog a masakut. 
HEB.12.19	Ta te tinug pala ni paoni pati te surut nun Makedepat a peikna ni manga agta misan ay nag-aged ide a tumimok di inon a surut a gepakatakut dide. 
HEB.12.20	Ta nagkehedepan ide a gepatalikngoy de pagdodul na a sinabi a, “I misan ano a nesikad de oyo a kalasan, hayup man o eyen ay bobonglag hanggen eya ay an nagkelibun.” 
HEB.12.21	Talage ngani a gepakatakut i kinta de kanya pan misan i Moises ay sinabi na, “Nagkatakut ok di a masakut.”
HEB.12.22	Misan ikamo pan a manga gepanulusun de Hisus ay kasta linumane kamo di de Kalasan a Sion de langot a i bowon a Herusalem a benwaan ni Makapangyedihan a Makedepat a naddumanan pala ni makmuk a masakut a anghel a pepodian de i Makedepat. 
HEB.12.23	Talage a linumane kamo ngani de kapolongan ni manga gepanulusun ide a nallista di de langot, de Makedepat a Huwis ni pesan a kaagtaan pati de manga gepanulusun duman de langot a pinakaeyenan di ide ni paghatol dide. 
HEB.12.24	Pati linumane kamo pala de Hisus a eya a pinakalawes tam de pagpaki-kusungdu a geboy ni bowon a bektas a paagow de Makedepat ta i sagu na a te adde ni kalbi ni Makedepat de pesan ay namas pa a te kabuluhan de sagu ni Abel a te adde pan ni padusa ni Makedepat de namuno diya.
HEB.12.25	Kanya nano ay wet kamo gekapoy de Makedepat a gesurut dikamo ta nun nowon ay pinadusahan ngani i gekapoy ide de surut nun Makedepat de Kalasan a Sinai kanya namas kitam pa a podusahan be gekapoy kitam de surut nun Makedepat a geapo de langot. 
HEB.12.26	Ta dehil de surut na nunde Kalasan a Sinai ay yinumogyog i putok misan ay pinangáko na di, “Liwet ko a yoyogyog a an la i putok ta pati i langot pala.” 
HEB.12.27	Nano inon a surut a, “Liwet ko” ay gepamatud a nakopuksa ni pesan a yinadi a nagkoyogyog ta de maginon ay nawalat i an nagkoyogyog.
HEB.12.28	Nano ay depat kitam a magpasalamat de Makedepat ta biniyen na ikitam ni kataanan de alane na a an nagkoyogyog kanya magpodi kitam diya a te manga gelang pati takut ta inon i kasalegen na. 
HEB.12.29	Ta i Makedepat tam ngani ay magi apoy a gepakasunug ni pesan a gebuot de mammalotin.
HEB.13.1	Nano, manga kabinsa, depat a magbuotan kamo a tuloy a magi kinabinsa a gepakikaisin de Kristo. 
HEB.13.2	Pati pan wet yu kelipatan i pagtanggep yu a piyon de tage kakmukan ide a lugel ta i kakmukan a nagyedi ni maginon ay tinumanggep ide a piyon ni anghel ide a an de katinggesan. 
HEB.13.3	Ta tumabeng kamo pala de nabbilanggo ide a magi ikamo ay nabbilanggo pala a kakoloy de. Maginon pala de pepahedepan ide ay tumabeng kamo pala dide a magi ikamo pala ay pepahedepan a kakoloy de.
HEB.13.4	Nano ay depat a gelangin ni pesan i pagbebi, a wet gepakialam i te bebi di de kakmukan ta i belang gepakialam ay podusahan ngani ni Makedepat.
HEB.13.5	Wet kamo pala mapa ni migbuot de kuwarta ta masalig kamo la de napadikamo ta sinabi pan ni Makedepat a magioyo, “Ang ko ikamo pabiyaan o wawalat man.” 
HEB.13.6	Kanya nasasabi tam a malinow,
HEB.13.6	“I Makedepat i getabeng deko ta anok nagkatakut misan ano i yediin deko ni agta.”
HEB.13.7	Pati esipin yu i den yu ide a pinakamatande a nagsabi dikamo ni surut nun Makedepat ta esipin yu pala a ti papalano ide a naedup pati nalibunin ta depat a tumolad kamo de pagpanulusun de de Makedepat. 
HEB.13.8	Ta i Hisu Kristo ay an gebulubowon misan hanggen nun magpakapide pa man, nano pati magpakapide pa man. 
HEB.13.9	Kanya wet kamo gepadeya de sadisadi a pagtodu a an matud ta yadi pa a patibongin yu i innawa yu gepo de kosa a tabeng ni Makedepat ta an piyon be náabut kitam a liwet de kaugelian ni Hudyo ide a tungkul de pamangan ta i gepinag-abut pan duman ay talage a an la ide te pakinabeng.
HEB.13.10	Misan ikitam pan ay gepakikaisin de Kristo dehil de hinandug na duman de padipa ta de inon a pighandogen ay an nappatud a nekikaisin i maghahandug ide a Hudyo a gehandug pa de beloy a pighandogen de Makedepat. 
HEB.13.11	Nano ay te ugeli i pinakamaditas a maghahandug ide a Hudyo a gehandug ni sagu ni hayup para de mammalotin ni manga agta de káduwa a kuworto a i lugel ni Makedepat misan ay i lawes pan nun hayup ay pesunug de de ditow ni benwaan. 
HEB.13.12	Maginon pala i Hisus ay nagtiis a nagpakalibun de ditow ni benwaan tangani mabukud na ikitam para de Makedepat gepo de sagu na. 
HEB.13.13	Kanya depat kitam ngani a magtiis ni paglibek a magi tiniis na nun binumulwag eya de ditow ni benwaan na. 
HEB.13.14	Ta an dio de putok i, i matud a benwaan tam ta ikitam a manga gepanulusun ay gepakalawag ni bowon a benwaan pagdetong ni pineta a adow. 
HEB.13.15	Kanya depat a ugnay kitam a gehandug de Makedepat ni pagpodi de padean ni Hisus ta depat a gepamatud kitam a i ngalan na ay makapangyedihan. 
HEB.13.16	Wet yu pan kelipatan i pagyedi a piyon pati pagtabeng de kapadepade tam a manga agta ta inon ngani i magi handug a pagkasalegen ni Makedepat.
HEB.13.17	Pati ugnay kamo a tumalinga a gegelang de pinakamatande yu ide ta ide pan ay te tungkolin a gealáge dikamo ta i belang isin dide ay násagkad de Makedepat a Huwis a gepamatud a tungkul de tungkolin de. Kanya be nátalinga kamo dide ay nagkasalig ide ta be ang kamo pan getalinga dide ay nagkolungkut ide pati ang kamo te pakinabeng.
HEB.13.18	Manga kabinsa, magpanalangin kamo para dikami ta hanggen katinggesan mi ay ikami ay te malenis a innawa de pekita ni Makedepat ta buot mi ngan a yeyedi a nappaayun de kapiyonan ni Makedepat de pesan a panahon.
HEB.13.19	Pati geaged ok a masakut dikamo a magpanalangin kamo para deko tangani makaampulang ok a tambing dena dikamo.
HEB.13.20+HEB.13.21	Nano i Makedepat a peapoan ni kasampatan a innawa a eya a nagpakaedup a liwet de Panginoon tam a Hisus ay boyin na tebe dikamo i tibong tangani makayedi kamo ni nappaayun de kabuotan na. Ta eya pan i makapangyedihan a mag-aalage ni topa ide dehil de sagu na a katibeyen ni an te kalog a pagpakikasungdu ni Makedepat de manga agta ta de padean ni Hisu Kristo ay nayeyedi tam tebe i pagkasalegen na. Mapa de Kristo tebe i pagpodi magpakapide pa man. Iwina i matud.
HEB.13.22	Nano ay geaged ok dikamo a magpatalikngoy kamo a piyon de oyo a sinabi ko a pagpatibong ta antisik pan la i solat ko a oyo dikamo. 
HEB.13.23	Pati buot ko a matinggesan yu a nakabulwag di i kabinsa tam a Timoteo de bilanggoan. Nano be eya ay nádetong dio ay eikag ko eya pagkang ko dena dikamo.
HEB.13.24	Nano ay pakibeti yu ikami de pinakamatande ide dikamo pati de pesan a pineta ni Makedepat dena ta pebeti kamo pala ni manga kabinsa dio de Italia i.
HEB.13.25	Mapadikamo tebe a pesan i kosa a tabeng ni Makedepat a Ama. Iwina i matud.
JAS.1.1	I oyo ay gepo deko a Santiago a katabeng ni Makedepat pati Panginoon a Hisu Kristo. Gebeti ok dikamo a gepanulusun a Hudyo a nappakálat di de bukud bukud a bensa.
JAS.1.2	Manga kabinsa ko, masalig kamo be gedetong dikamo i bukud bukud a kahedepan. 
JAS.1.3	Ta katinggesan yu pan a getibong kamo de pagtiyage yu be pesubukan i pagpanulusun yu. 
JAS.1.4	Ta be getibong kamo de pagtiyage yu hanggen de kalog ay dingan gemaktong i pagpanulusun yu a an te kolang. 
JAS.1.5	Misan pan ay be te duman dikamo a kolang i katinggesan na ay mag-aged eya de Makedepat ta boboy na de pesan a geaged a an mademut, a an na pala aamamos. 
JAS.1.6	Misan ay de pag-aged pan ay depat a te pagpanulusun a malagdu a wet te aduwa a esip. Ta i agta a te aduwa a esip ay magi tagbok a makusokusó ti misan deno petongog ni palos. 
JAS.1.7	Kanya wet umasa a nátanggep ni misan ano a náapo de Panginoon i agta a inon 
JAS.1.8	ta i gebulubowon i esip na ay an na katinggesan ti ano i talage a buot na.
JAS.1.9	Nano ay depat a masalig i kabinsa a mahedep ta eya ay anak ni Makedepat. 
JAS.1.10	Depat pala a masalig i kabinsa a mayaman a te masidong a innawa ta an di i pag-asa na de yaman na a nagkeeyen a magi bulaklak ni demo. 
JAS.1.11	Ta de pagtipa ni adow a menit a masakut ay nagkárango di i pesan a demo ta nagkoporas di i bulaklak a pesan a an di i kasampatan de. Talage a maginon pala i mayaman a geasa la de yaman na ta de pagdugeng na i yaman na ay nelibun eya.
JAS.1.12	Piyon i kapuoyen ni agta a getiyage de pagpanulusun na misan eya ay pesubukan ta de pagkadeog na de pagsubuk diya ay tatanggep na ngani i edup a an te kalog a pinangako ni Makedepat de pesan a gebuot diya. 
JAS.1.13	Nano ay be petukso i misan ino ay wet na sasabia a eya ay petukso ni Makedepat. Ta an nappatud a totukso i Makedepat ni mammalotin pati i Makedepat pan ay an nonukso de misan ino. 
JAS.1.14	Kanya pan petukso i belang agta be nagkáakit eya ni sadile na a buot. 
JAS.1.15	Ta be i malot a buot na ay notuloy ay paagow eya de mammalotin. Ta be pan i mammalotin na ay notuloy ay paagow eya de kalebunan na a nakkiblag de Makedepat.
JAS.1.16	Manga kabinsa ko a pebuot, wet kamo magpadeya. 
JAS.1.17	Ta i belang piyon pati matud a paaged ay geapo de Makedepat a Ama a nagyedi ni pesan a salong de langot. Geisin-isin i ropa de, misan i Makedepat ay an gebulubowon i ugeli na de pesan a agta. 
JAS.1.18	Ta ikitam ay yinadi na a mangának na dehil de surut na a kamatoden, a nappaayun de kabuotan na tangani ikitam a gepanulusun ay nappa ni te kapangyedihan pa de pesan a agta dio de putok i.
JAS.1.19	Kanya, manga kabinsa ko a pebuot, ay makatingges kamo a gepatalikngoy, te makowe a pagsurut pati wet loktat a gebulas. 
JAS.1.20	Ta i bulas ay an nakátabeng de agta a geugeli ni piyon de pekita ni Makedepat. 
JAS.1.21	Kanya pan nano ay butin yu di i mammalotin yu a kauluamamos, a tanggepin yu pan a te masidong a innawa i surut nun Makedepat a pinatingges na, a nanleligtas dikamo.
JAS.1.22	Nano ay magtalinga kamo de surut nun Makedepat, a wet magpatalikngoy la tangani wet yu pedeya i sadile yu. 
JAS.1.23	Ta i misan ino a gepatalikngoy la de surut, a an getalinga ay magi isin a agta a gepakalawag de mukha na de salamin. 
JAS.1.24	Misan ay nun pagkákita na di de mukha na ay tinumotul di a nalipatan na a tambing i ropa ni mukha na. 
