MAT.1.1	Ŋuur-aŋ siŋ ku tamba ta Iisa Masi, roŋ ka Dawuud kaak roŋ ka Ibraayim. 
GAL.4.4	Kar ba aaro, wiktin ta Buŋ diytu astu, ŋa n̰aamiiteŋ Roŋji kaak amil min ɗo adti ka daatkor. Ŋaar sa karmiyiig *gaanuun ka *Yuudinnar. 
GAL.4.5	Ansi-ak, ŋaa imilin̰ gee kuuk goy ɗo serre ta gaanuundi ho ŋaate pile botol gii gineŋ ko koogin ku Buŋdi.
GAL.4.6	Asaan ku koogin ku Buŋdi. Ansii ko, Buŋ n̰aamiite Ruwwin ta Roŋji goyiy ɗo gelbinte ho taar ko koola aman : « Baaba ! Tanni ! » 
GAL.4.7	Hiyya, ampa-ak, ku amil ko min ɗo ɓerrinaw ta gaanuundi. Ku gin ko koogin ku Buŋdi. Min ku gin ko kooginay-ak, ŋaa gedire ŋaako bere gamin okin̰co kuuk ŋa kaawtu ŋaa bere ɗo kooginay.
GAL.4.8	Awalle taat ku bal ibinin̰ misa Buŋ, ku goy ɓerrin ku marginar. Margin-ak gay, ɗo uŋji ka Buŋdi, ŋu maanno tak-tak. 
GAL.4.9	Kar diŋ gay, kuŋ ibingig ko Buŋ, taat nu rakiy kaawe-an gay Buŋ ibingitko. Hadi maa di ku rakiy yeepe pey aaro ? Margina, ŋuur tan̰co gaase, ŋu ginno gudurre. Maa di pey ku rakiy yeepe ɓerrinco ? 
GAL.4.10	Ku diya gelbinko ɗo menaw daarin̰ di, ɗo koyin daarin̰, ɗo wiktin daarin̰ ho ɗo elgin daarin̰. 
GAL.4.11	Goye kaŋko-aŋ un̰jidu kolaw. Akuun riyor taat nu giniy-an yaa uce maala.
GAL.4.12	Gem kol siŋtay, ɗo wiktin taat nu goyiy iŋ kuŋko, nu ic goyiŋko. Diŋ, nu raka kuŋ sa yaa ice goyindu kaak nu poociig gaanuun ka Yuudinnar. Kuŋ baldu nige maanna. 
GAL.4.13	Ku iban kadar wiktin taat nu gaariikon Kabarre ta Gala awalle-ak, nu raɗaw. 
GAL.4.14	Ɗo wiktin taar-at, ku taaɓiy ɗo bi ka raɗuwar. Iŋ taar-at din sa, ku balnu ƴilindu ho ku balnu ginindu maan ka maala. Kar gay, ku obintu ar *ɗubil ka Buŋdi wala ar Iisa Masi meen̰ji. 
GAL.4.15	Wiktin taar-at, galko kon di. Kar diŋ gay maa asko ? Nu iban tam kadar ɗo wiktin taar-at, zer nec kuudu imile odinko, kuudu bere. 
GAL.4.16	Diŋ gay, ku icintu adin-aŋ asaan nu kaawaako seen-aŋka wal maman ?
GAL.4.17	Gee kuuk nu kaawiiko-ak, ŋuur rakaako iyiŋko moota, sando ɗo aditco, ŋu samaanno. Ŋu raka a kuudu newse kopo, kar kuu ɗeete iŋ ŋuur tak-tak. 
GAL.4.18	Samaane kuu bere ziŋkiko doo ɗo maan kaak gala. Ya gi goy sawa, wal ya nu serek minninko oki, nu raka kuu icin paa di. 
GAL.4.19	Gem kol kooginay, ziŋkar oolintu ar daatik taat wiyaw. Ziŋkar ooliin ampa-ak, nam gee yaa tale goyinte ar goye ka Iisa Masi. 
GAL.4.20	Ɗo tanto-ak, nu raka gii n̰umen̰ ja kat naa ibine maman naako gaarin̰ gamin daarin̰. Yampa, diŋka-aŋ, ta patiy kaar.
GAL.4.21	Kaawondu ja ! Kuŋ kuuk raka goye ɗo serre ta gaanuundi, ku dorgitɗo kaaw ta gaanuundi walla ? 
GAL.4.22	Maan kaak ŋu siirtu ɗo Kitamner-ak a Ibraayim gin koogin seera. Ka rakki, ɓerrey ko weejiiga, ho ka seeriŋkar gay, ka daaciy taat ɓerreɗo. Ɓerrey, siŋti Agaar. Daaciy ta geer gay, siŋti Zaara. 
GAL.4.23	Ɓerrey, taar weeyig roŋti ar ka eenti daaɗi. Kar Zaara gay, Buŋ ɗiy ja min awalle a taa wee mico, kar kat ta weetu. 
GAL.4.24	Iŋ kaaw taat daaɗ ku seer-aŋ, Buŋ rakaate ɗiye maa ? Ŋa rakaate ɗiye a daaɗ ku seera gaara jamaw taat seer taat ŋa obtu. Ɓerre, taar gaara jamaw taat Buŋ obtu iŋ Muusa ka damba taat ŋu koliy Sinayi. Kooginti ku Agaar, ŋuur ta weeyig ɓerrina. 
GAL.4.25	Ya geeŋ kat kaawa ɗo bi ka Agaar-ak, ŋu kaawa ɗo bi ka jamaw taat ŋa obtu ka damba ta Sinayi ɗo kiɗ ka Arabi. Agaar gaara pey geeger ka Zeruzaleem kaak diŋka ho iŋ geen̰ji. Okin̰co, ŋu ɓerrin ku gaanuundi. 
GAL.4.26	Kar gay, daaciy ta geer gay, taar ko gaara geeger ka Zeruzaleem kaak goy kuwa ka samaaner. Taar ko yaate. 
GAL.4.27	Ŋu siir ɗo Kitamner aman :
GAL.4.27	« Kaŋke daatik taat mogina, adke yaa gine portiko.
GAL.4.27	Kaŋke taat bal aawe taaɓin ta weendi, yillu kon di.
GAL.4.27	Asaan daatik ta mitti rasta,
GAL.4.27	taa wee koogin dakin pak daatik ta geero. »
GAL.4.28	Kuŋ gay, gem kol siŋtay, ku gin ko koogin ku Buŋdi. Asaan ŋaar kat ɗiy min awalle a kuu gine kooginay. Ar Isaaka, yaaco weeyiiga, asaan Buŋ kat ɗiy a taa ween̰ji. 
GAL.4.29	Ɗo wiktin taar-at, mic kaak ŋu weeyig ar ka een̰ji koogina, joriyaajit ɗo ŋaar kaak ŋuu weeyig iŋ gudurre ta Ruwwin ta Buŋdi. Kar yoo ƴiriyta, ta ɗeeta ansii di. 
GAL.4.30	Kar kuŋ gay pakiroŋ ɗo kaaw taat ŋu siirtu ɗo Kitamner aman : « Atkit ɓerre-an iŋ roŋti min geero. Paa ger-aŋ yaaji ɗake ɗo roŋti ka ɓerrer. Illa ŋaaji ɗake ɗo roŋti ka daaciy ta geer di. »
GAL.4.31	Kar gem kol siŋtay, diŋka-aŋ ginte koogin ku ɓerreɗo. Taar daaciy ta geer kat weente.
GAL.5.1	Iisa Masi imilinte min ɗo ɓerrinaw, ansi-ak, gi goyaaɗo ɓerrin tak-tak. Ampa-ak, oboŋ ziŋkiko samaane ku yeepiyɗo pey ɓerrina.
GAL.5.2	Cokiyoŋ samaane ! Nun Pool kat kaawaako. Ya ku raka a ŋuuko *ɗukume seln̰o, ŋaar-ak, maan kaak Iisa Masi gintu-aŋ bir usu. 
GAL.5.3	Nu ɗiyaako pey a ya gem kaak ŋu ɗukumji seln̰o-ak yaa karmiyin̰ *gaanuun okin̰ji. 
GAL.5.4	Kar kuŋ kuuk raka goye iŋ botol ɗo uŋji ka Buŋdi asaan ku karmiya gaanuun-ak, kuŋko-ak jag ko min botol ta Iisa Masi ho ku parse ko min ɗo barkin ta Buŋdi. 
GAL.5.5	Nin gay, ni diy gelbinni ɗo Buŋdi. Pa-ak, ya ni aamin loci, nii goye iŋ botol ɗo uŋci. Ta taar-an ko, ni eriy iŋ gudurre ta Ruwwin ta Buŋdi. 
GAL.5.6	Ya gem kat gin ko rakki iŋ Iisa Masi-ak, ya ŋa ɗukum seln̰o wala ŋa bal ɗukume oki, ginno kaawo. Maan kaak samaan-ak, illa gi aamin ko loci di. Aamine ŋaar-ak akilaate gi elgiy ziŋkite.
GAL.5.7	Min awalle-ak, ku zeeɗa ko, kar diŋ gay, waa toɗko a kuu icenno seene ? 
GAL.5.8	Kaawin kuuk ŋu kaawiiko-ak, ŋuur bal amile min Buŋ kaak koliŋko. 
GAL.5.9	Dakoŋ rawtinno kaaw agunuw taat kaawa aman : « Gel sooɗ di gossaag kurgal dakina. »
GAL.5.10	Asaan ginte okinte, gi gin ko rakki iŋ *Rabbinte Iisa Masi. Nu iban tam kadar kuu ase iŋ tanto di. Gem kaak barjilaako gay, ya ŋaa gine waa oki, seriin ta Buŋdi eraaga.
GAL.5.11	Gem kol siŋtay, nu ɗiya pey ɗo geemir a ŋuu ɗukume seln̰o walla ? Ha’a. Ya nu kaaw ampa-ak, maa di ŋu rakiin taaɓiyindu ? Ŋaar-ak, kaaw taat nu kaawiy ɗo bi ka muutuy ta Iisa taat ka etor-at, raɗaagɗo pey. 
GAL.5.12	Gee kuuk barjilaako-aŋ, ŋuu ticin̰co
GAL.5.13	Gem kol siŋtay, kuŋ Buŋ koliŋko a kuu goye horrina. Ya ku horrina-ak, dakoŋ ɗiyenno a kuu gine maan kaak ku rakiy di. Illa kuu ele ziŋkiko ho kuu ginguwe riy benanniko. 
GAL.5.14	Gaanuun okin̰ji, ŋaar n̰uma ɗo kaaw taat aman : « Kii elin̰ gijiŋ ar zin̰ ka meen̰jiŋ. »
GAL.5.15	Kar gay, ya ku goya ar gamin ku yeero kuuk uma ziŋkico ho awra ziŋkico, pakiroŋ yampa, kuu kirbiye ziŋkiko.
GAL.5.16	Cokiyoŋ, naako kaawe a rason Ruwwin ta Buŋdi yaako diyiŋko ɗo botildi ho dakoŋ aaɗenno galal ta ziŋkikon di. 
GAL.5.17	Gamin kuuk ziy ka gemor rakiyo, ŋuur ɓagɗo sawa iŋ gamin kuuk Ruwwin ta Buŋdi rakiyo. Ho gamin kuuk Ruwwin ta Buŋdi rakiy sa ɓagɗo sawa iŋ gamin kuuk ziy ka gemor rakiyo. Gamin kuuk seer-aŋ, ŋuur eere. Ŋaar-ak, ku gediraaɗo kuu gine ta samaanno taat gelbinko rakiyo. 
GAL.5.18	Ya Ruwwin ta Buŋdi kat diyiŋkoŋ ko ɗo botildi, ŋaar-ak gaanuun bal pey gine gudurre kaako.
GAL.5.19	Gi ibingig gamin okin̰co kuuk amila min ɗo gelbin ka gemor. Gamin-ak, ŋuur ko-aŋku : gine ka gamin kuuk arro, ɓaaƴe ka mun̰jam, nige, 
GAL.5.20	margina, melem, adinaw, hasuudinaw, dapin̰ko, mackirraw, eere, 
GAL.5.21	ele ka gamin ku geemir, see kaak aale, tee kaak aale, iŋ gamin kuuk pey ar ŋuur-aŋku. Nu kaawkon ja ko min awalle ho diŋ nu ɗeelaakon a gee kuuk ginaag gamin ŋuur-aŋ un̰jaaɗo ɗo *Meennaw ta Buŋdi.
GAL.5.22	Kar maan kaak Ruwwin ta Buŋdi beriy gay, ŋaar maa ? Taar bera ele, galal, aapiye, subirraw, barkine, selliŋkaw ho amaanne. 
GAL.5.23	Ta bera dalullaw, ki gediriiji ɗo zin̰. Kar gaanuun gay, ŋaar bal toɗin̰ gamin ŋuur-aŋku. 
GAL.5.24	Kar gee kuuk aaɗaag Iisa Masi, ŋuur rasig gamin kuuk samaanno kuuk goy ɗo gelbin̰co. Ŋu gingigɗo pey. 
GAL.5.25	Taar Ruwwin ta Buŋdi ko beraate goye. Ansii ko, ta jaawinte iŋ gudurre ta Buŋdi. 
GAL.5.26	Dakinte icenno ziŋkite, dakinte dapin̰enno ɗo eente ho dakinte ginenno hasuudinaw ɗo ziŋkite.
GAL.6.1	Gem kol siŋtay, ya ku gas gem kaak nigaw, kuŋ kuuk Ruwwin ta Buŋdi gooƴaako, diyoŋga ɗo botol ta samaane. Kar gay, diyoŋga iŋ dalullaw di. Nu ɗiyaako okiŋko, kuŋ sa pakiroŋ, dakoŋ nigenno ɗo bi ka gem-aŋka. 
GAL.6.2	Gaayguwoŋ ziŋkiko, kuu sosguwe gor ta benanniko. Ya ku gina ansi-ak, ku ginig ko maan kaak Iisa Masi rakiyo. 
GAL.6.3	Ya gem kat gina ziy tatiko, kar ŋa tatikɗo, ŋaar-ak, ŋa ajimiya ziy di. 
GAL.6.4	Ay gem di yaa tale goyin̰ji. Ya goyin̰ji kat ɓaa ko samaane, ŋaar-ak, riyoy taat ŋa gintu yaaji aawe gala. Ŋa tala ɗo goye ta een̰ji. 
GAL.6.5	Kar ay gem di yaa ginin riyoy taat Buŋ beriiji.
GAL.6.6	Gem kaak ŋu gaaraaji kaawin ku Buŋdi-ak yaa ɗeeɗguwin̰co gamnay iŋ gem kaak ɓildaaga.
GAL.6.7	Ibinoŋ tam kadar gee kan̰jaaɗo iŋ siŋ ku Buŋdi. Busam kuuk gem luwtu di, ŋaa seɗe.
GAL.6.8	Ya ki aaɗa ta zin̰, saawin ta zin̰ yaan̰ ide. Kar gay, ya ki aaɗa ta Ruwwin ta Buŋdi, Ruwwin ta Buŋdi yaan̰ bere goye ka gaasɗo. 
GAL.6.9	Zeeɗinte gininte oyaw, asaan ya gi rawɗo gine oyaw, gi asa gasin taat Buŋ yaate bere ya wiktinti nece. 
GAL.6.10	Ɗo bi ŋaar-ak ko, diŋka, min gi gin di wiktin-an, gininte oyaw ɗo gee okin̰co, kar oyaw taat dakin gay gininten ɗo siŋtite kuuk aamin iŋ Iisa Masi.
GAL.6.11	Taloŋ maman diŋ nu siiriiko. Nu siiriiko aginda-aginda-aŋ iŋ pise ka meendu. 
GAL.6.12	Gee kuuk raka a kuuco *ɗukume seln̰o-aŋ, ŋuur raka a gee yaa talin̰co di. Ŋu rakiyɗo ɗiye a muutuy ta Iisa Masi taat ka etor-at yaa jile gee, asaan ŋu gina kolaw pa gee yaa taaɓiyin̰co. 
GAL.6.13	Gee okin̰co kuuk ŋu ɗukumco seln̰o-ak sa karmiygigɗo *gaanuun okin̰ji. Ŋu rakiy a kuu ɗukume seln̰o-aŋ, asaan ŋuu ɗapile a ansi kat kuu ase iŋ tan̰co. 
GAL.6.14	Nun gay ɗapallo. Ya nu ɗapilaw, nu ɗapilaw iŋ et ka Iisa Masi kaak ŋa mattu. Ɗo bi ka et-aŋka, nu mat min gamin ku duniiner. Ɗo uŋco, nu gin ko ar gem kaak mat di. 
GAL.6.15	Ya gem kaak ŋu ɗukumji seln̰o wala ŋu balji ɗukumen sa, ginno kaawo. Taat samaan-at, gii gine ar ŋu weente marbinto. 
GAL.6.16	Gee okin̰co kuuk ic botol ta marbinto-an, ŋuur ko geen̰ji ku Buŋdi. Buŋ yaaco iye aapiye iŋ barkine.
GAL.6.17	Neginda-ak, gem yaan barjilinduɗo pey, asaan delin kuuk goy ɗo ziŋkar-aŋ gaara a nu gemoy ka Iisa.
GAL.6.18	Gem kol siŋtay, an di taat nu rakiiko siire. Barkin ta *Rabbinte Iisa Masi yaa goye ɗo gelbinko. Nu ooyko dakina.
EPH.1.1	Nun Pool kaak Buŋ doɓtu *paliine ka Iisa Masi kat siiraat maktumne-anta. Nu siiraakon ɗo kuŋ gee ku Buŋdi kuuk obit kaaw ta Iisa Masi bombo ho kuuk goy ɗo geeger ka Epeez. 
EPH.1.2	Tatte Buŋ ho iŋ *Rabbin Iisa Masi yaako barkiyiŋko ho yaako iye aapiye.
EPH.1.3	Delinte barkin ɗo Buŋ kaak weeyig Rabbinte Iisa Masi. Ŋa berte barkine ho iŋ gamin kuuk asa min ka samaaner kuuk gaayaate ɗo botol ta Buŋdi. Ŋa gintu pa-ak, asaan gi n̰um iŋ Iisa Masi. 
EPH.1.4	Awalle, min Buŋ bal kilgiyin̰ misa kiɗa, ŋa doɓinte asaan ginte n̰um ko iŋ ŋaara. Ampaa ko, gi goyiy *cawar, bal zunuubinna ɗo uŋji. Ɗo bi ka ele kaak ŋa elgiite, 
EPH.1.5	ŋa ictu niyin min awalle a ŋaate gininte ar kooginay ɗo bi ka maan kaak Iisa Masi gintu. Aŋ ko maan kaak ŋa raktu iŋ selliŋkuwiy. 
EPH.1.6	Ɗo bi ŋaar-aŋ, ozilinte Buŋ ɗo barkin taat dakina ŋa beriite iŋ Roŋji kaak ŋa elgiy dakina.
EPH.1.7	Ka seener gay, iŋ *satkin ta Iisa Masi, gi gastu jile ho zunuubinnite sa, ŋu saamiyiiteŋgu. Ampaa ko, Buŋ gaariite barkin taat dakin-ata. 
EPH.1.8	Ka seener, ŋa berte barkin dakina. Ansi-ak, ŋa gininte gee kuuk gin ibine iŋ ilim dakina. 
EPH.1.9	Ŋa gaarteŋ maan kaak cigil awalle ŋa rakiy gine. Maan kaak cigile-ak, iŋ selliŋkuwiy, ŋa ictu niyine a ŋaa ginin̰ iŋ Iisa Masi. 
EPH.1.10	Maanna-ak, ŋaa ginin̰ji ya wiktiney nec ja. Ɗo wiktin-at, ŋaa n̰umin̰ gamin okin̰co kuuk ka samaaner iŋ ku keɗer. Ŋaaji berin̰ ɗo Iisa Masi, asaan ŋaar ko yaa goye tatkuwco.
EPH.1.11	Gamin okin̰co, Buŋ ginig iŋ niyin taat ŋa ictu min awalle. Ŋa ginig gamin-ak ar taat ŋa rakiy di. Ampaa ko, iŋ n̰ume kaak gi n̰umtu iŋ Iisa Masi, ŋa doɓinte min awalle a gii kuuniye geen̰ji. 
EPH.1.12	Ŋa doɓinte a gii ozile tatkaw ta Buŋdi, ginte kuuk min awalle diy gelbinte ɗo Iisa Masi.
EPH.1.13	Kar kuŋko oki, ku cokiyit seen ta Buŋdi, taar ko Kabarre ta Gala taat iyaako jile, ho ku aamintu iŋ Iisa Masi. Paa ko, ar kaak Buŋ kaawtu awalle, ŋa beriiko Ruwwiney, ar dele
EPH.1.14	Ka seener, Ruwwiney-at gaara kadar gii gasin pey haginte ɗo wiktin taat Buŋ yaate jilinte tak-tak. Ozilinten tatkaw ta Buŋdi !
EPH.1.15	Iŋ taar-at ko, nu oziliig Buŋ ɗo bi kaŋko, asaan nu dor kadar ku aamin iŋ Rabbin Iisa ho ŋu kaawdu pey maman ku elgig gee ku Buŋdi. 
EPH.1.16	Min nu dortu pa-ak, nu oziliig Buŋ gaay iŋ gaayo. Ya nu inda Buŋ, nu rawatɗo biko. 
EPH.1.17	Nu indaag ŋaar kaak n̰aamig Rabbinte Iisa Masi, ŋaar ko Tatte Buŋ kaak gin *darjine a ŋaako bere ilim iŋ gudurre ta Ruwwiney, ho ŋaako gaare botol taat kuu ibinin̰ samaane. 
EPH.1.18	Nu indaag pey a ŋaako pilin̰ kaƴko kuu ibine waraŋ maan kaak kuu ere iŋ imaanko. Ka seener, Buŋ koliŋko a kuu gasin̰ maan kaak ku eriy-aka. Nu indaag a ŋaa pilin̰ kaƴko kuu ibinin haginko taat dakin paka taat ŋaa bere ɗo geen̰ji ku meen̰ji. 
EPH.1.19	Nu indaag pey a kuu ibinin oki gudurrey taat dakina aale. Gudurrey-at ko gaayaate, ginte kuuk aamin iŋ ŋaara, ho taar di, Buŋ gaarit okintiti 
EPH.1.20	wiktin taat ŋa nooyiig Iisa Masi min ɗo muuti ho ŋa diyiig ɗo serpey ta meeda kuwa ka samaaner. 
EPH.1.21	Ɗo wer-ak, Iisa Masi goy kaaco ka gamin okin̰co : wala ŋuur kuuk gin izinne ka samaaner, wala ŋuur kuuk gin gudurre keɗer kuuk gee talgigɗo, wala ŋuur kuuk goy diŋka, wala ŋuur kuuk yaa ase neginda. 
EPH.1.22	Buŋ berjig gamin okin̰co ɗo pisin̰ji. Ŋa diyiig tatkaw ka gamin okin̰co
EPH.1.23	Egliz ka Buŋdi, ŋaar ko zi ka Iisa Masi. Iisa Masi goy ɗo ay wero, kar gay, ŋa goy tak-tak iŋ Egliz-aka.
EPH.2.1	Awalle, ɗo bi ka zunuubinniko ho gamin kuuk samaanno ku giniyo, ku goy ar gee kuuk mate ɗo uŋji ka Buŋdi. 
EPH.2.2	Ku jaawiy ar gee ku duniiner di ho ku cokiyiy kaaw ta *Seetanner. Seetan-ak goy ɗatik ta samaane iŋ kiɗa ho ŋa gina riy iŋ ŋuur kuuk poocig Buŋ. 
EPH.2.3	Awalle, ginte okinte sa ar ŋuur di. Ɗo goyinte, gi gina gamin kuuk arro, kuuk ziŋkite rakiy di. Ampaa ko, ɗo bi ka gelbinte kaak samaanno-ak, seriin ta Buŋdi eraate ar ŋuura.
EPH.2.4	Kar Buŋ gay tala aminduwte. Ho ɗo saan ta ele kaak ŋa elgiite dakina, 
EPH.2.5	wiktin taat gi goyiy misa ar gee kuuk mate ɗo bi ka zunuubinnite, Buŋ berte goye kaak marbinto iŋ Iisa Masi. Cokiyoŋ, iŋ barkin ta Buŋdi kat ku gastu jile. 
EPH.2.6	Iŋ n̰ume kaak gi n̰umtu iŋ Iisa Masi, Buŋ nooyinte min ɗo muuti iŋ ŋaara. Ampaa ko, gi gastu botol gii goye iŋ ŋaara kuwa ka samaaner. 
EPH.2.7	Iŋ selliŋkuwiy taat ŋa gaariite iŋ Iisa Masi-ak, ŋa raka gaare elgin iŋ elgina, kadar barkiney, taar dakin paka ! 
EPH.2.8	Iŋ barkin ta Buŋdi kat ku gastu jile, iŋ botol ta imaandi. Jile-aŋ, ŋaar asɗo min loko, ŋa bere kaak Buŋ beriite. 
EPH.2.9	Ŋa asɗo min ɗo riy taat ku giniyo. Ansii ko, waan sa gediriyɗo ozile ziy ka meen̰ji. 
EPH.2.10	Ka seener, ŋa Buŋ kat ginit riy iŋ ginte. Iŋ n̰ume kaak gi n̰umtu iŋ Iisa Masi, ŋa kilgiyinte a gii gine riy taat samaane. Gamin kuuk samaane kuuk gi giniy-ak, Buŋ siyiig min awalle a gii ginguwin̰co.
EPH.2.11	Kuŋ kuuk Yuudinnaɗo, pakiroŋ ɗo goyiŋko kaak awalle ! *Yuudinna talaako a ku gee kuuk bal *ɗukume seln̰o. Ŋu gina ziŋkico a ŋu gee ku Buŋdi, asaan ŋu ɗukum seln̰o. 
EPH.2.12	Awalle, ku goy serek min Iisa Masi. Ɗo ɗatik ta gee ku Buŋdi, ku ar marti. Buŋ ob jamaw dakina iŋ gee ku Israyeel-aku ho ŋa gaarco maan kaak ŋa asiico gine. Kar kuŋ gay attanno. Ɗo adiy ka kiɗar, ku bal gine maan kaak kuu gedire ere iŋ imaanko ho ku ibingigɗo Buŋ tak-tak. 
EPH.2.13	Kar diŋ gay, iŋ n̰ume kaak ku n̰umtu iŋ Iisa Masi, kuŋ kuuk awalle goy serek min Buŋ, ku kuuniytu geen̰ji ɗo saan ta baar ku Iisa Masi. 
EPH.2.14	Ŋaar kaak iyaate aapiye, ŋaar ko meen̰ji Iisa. Ka seener, Yuudinna iŋ gee kuuk Yuudinnaɗo, okin̰co, ŋa n̰umig ar gee kuuk darrico rakki. Awalle, gin guŋgar ɗatik ta Yuudinnar iŋ gee kuuk Yuudinnaɗo. Kar diŋ gay, min Iisa bertu ziy ɗo muuti, ŋa tarwiliig guŋgar kuuk ginig gee awalle ŋu goyiy adine. 
EPH.2.15	Ampaa ko, *gaanuun ka Yuudinnar kaak ɗiya aman : « Ginoŋ anta-anta », ŋa deeyiiga. Ŋa gintu ansi-ak a ŋaa n̰umin̰ Yuudinna iŋ gee kuuk Yuudinnaɗo. Gee okin̰co-aŋ, ŋa n̰umig iŋ ŋaara, ampaa ko, ŋa iytu aapiye ɗo ɗatikco. 
EPH.2.16	Wiktin taat ŋa mattu ka etor, ŋa n̰umiig gee okin̰co werco rakki ho ŋa amriig iŋ Buŋ. Ampaa ko, adinaw taat awalle goy ɗatikco-at, ŋa imiliit tak-tak. 
EPH.2.17	Ŋa as ɗo adiy ka kiɗar a ŋaa gaare Kabarre ta Gala taat iya aapiy ɗo kuŋ kuuk goy serek ho ŋuur kuuk goy moota oki. 
EPH.2.18	Ɗo bi ka maan kaak ŋa gintu ho iŋ gudurre ta Ruwwin ta Buŋdi taat rakki di, ginte okinte, gi gin botol taat gii un̰je ɗo uŋji ka Tatte Buŋ.
EPH.2.19	Iŋ taar-at ko, diŋ kuŋ kuuk Yuudinnaɗo, ku martiɗo pey. Ku arro gee kuuk asa min mombina. Ku gin ko gee ku darrer. Ku atta iŋ gee ku Buŋdi nam ku kuuniy gee kuuk adiy ka gerco rakki, ŋaar ko, *ger ka Buŋdi. 
EPH.2.20	Kuŋ ar dambay kuuk ŋu pintu gero. Kar baay ta ger-ak gay, ŋuur paliinna iŋ nabiinna. Iisa Masi gay, ŋaar oki ar dambi. Kar ka dambi-ak, dambay ku pey oskitu kuwa. 
EPH.2.21	Iŋ ŋaar ko, ger okin̰ji peyiy bombo ho ŋa cooniyo nam ŋa neciy ger kaak *cawar ka *Rabbiner. 
EPH.2.22	Iŋ n̰ume kaak ku n̰umtu iŋ Iisa Masi, ku n̰um iŋ gee okin̰co kuuk aamin iŋ ŋaara. Ampaa ko, kuu gine ar wer kaak Buŋ goyiy iŋ Ruwwiney.
EPH.3.1	Nu goy daŋaayne ɗo bi ka riy taat Iisa Masi beriidu. Riy-at a naa gaare Kabarre ta Gala ɗo kuŋ kuuk Yuudinnaɗo. Ampaa ko, nu indiig Buŋ ɗo bi kaŋko. 
EPH.3.2	Ka seener, Buŋ iŋ barkiney, ŋa beriiduut riy-anta a naako gaayiŋko. 
EPH.3.3	Buŋ gaarduug maan kaak cigil awalle. Ɗo bi ka maan kaak cigile-ak, ɗo maktumne-anta, nu siirkoŋ ja ko. 
EPH.3.4	Ya ku garkiyaata, kuu ibine kadar ka seener, nu ibingig maan kaak cigil ɗo bi ka Iisa Masi kaak Buŋ n̰aamtu. 
EPH.3.5	Wiktin ta bire, Buŋ bal gaarin̰ maanna-ak ɗo geemir. Kar diŋ gay, iŋ botol ta Ruwwiney, ŋa gaarig ɗo paliinnar ho ɗo nabiinna kuuk ŋa doɓtu ɗo riyoy. 
EPH.3.6	Maan kaak naa kaawe-aŋ ko kaak cigil awalle : Ɗo saan ta Kabarre ta Gala ho iŋ n̰ume kaak ŋu n̰umtu iŋ Iisa Masi, gee kuuk *Yuudinna iŋ kuuk Yuudinnaɗo n̰um ar zi ka gem rakki ho ŋuu ɗeeɗin̰ sawa maan kaak Buŋ kaawtu a ŋaa bere ɗo kooginay.
EPH.3.7	Buŋ berdu barkine. Ŋa iyintu ɗo riyor a naa gaarin Kabarre ta Gala ɗo geemir. Ŋa ginig maanna-aŋ iŋ gudurrey. 
EPH.3.8	Min gee ku Buŋdi okin̰co, nun di siŋdu allo tak-tak. Kar iŋ taar-an oki, Buŋ berdu riyo a naa iye kabarre ɗo bi ka Iisa Masi ɗo gee kuuk Yuudinnaɗo. Ka seener, kabarre-at, taar gal aale nam gee gedarro ibine baati. 
EPH.3.9	Kar ŋa berdu pey riyo a naa gaare ɗo gee okin̰co maman Buŋ yaa necin̰ maan kaak ŋa ictu niyin min awalle a ŋaa gine. Maan kaak ŋa rakiy gineŋ gay, ŋa cigilig min odin ku geemir min kilgiye ka duniiner. Kar diŋ gay, ŋa imilig kara. 
EPH.3.10	Iŋ gee ku *Eglizdi, ŋa imilig a gamin kuuk hokumiya iŋ kuuk gin gudurre kuwa ka samaaner yaa ibinin ilim ta Buŋdi iŋ ay biyuwti. 
EPH.3.11	Min Buŋ bal kilgiyin misa duniine, ŋa ictu niyine a ŋaa ginin̰ maanna-aka, kar ŋa giniig iŋ botol ta *Rabbinte Iisa Masi. 
EPH.3.12	Iŋ n̰ume kaak gi n̰umtu iŋ Iisa Masi ho ɗo bi ka imaante, gi gin botol taat gii un̰je bal kolaw ɗo uŋji ka Buŋdi. 
EPH.3.13	Ampaa ko, nu kaawiiko aman : « Zeeɗoŋ a ziŋkiko yaako ooliŋkonno ɗo bi ka taaɓin taat nu taaɓiyiy ɗo bi kaŋko. Ya nu taaɓiya oki, taaɓin-an yaako iye *darjin taat kuu ere iŋ imaanko. »
EPH.3.14	Ya nu pakira ɗo maan kaak Tatte Buŋ giniite, nu dersa ɗo uŋji. 
EPH.3.15	Ŋaar ko, gee okin̰co kuuk goy ka samaaner wal ɗo kiɗar koliig iŋ siŋji. 
EPH.3.16	Nu indaag ŋaar kaak gin *darjin yaarko a ŋaako ɗeŋrin̰ gelbinko iŋ gudurre ta Ruwwiney. Nu indaag a kuu gase gudurre taat kuu goye bombo ɗo imaanko. 
EPH.3.17	Nu raka a Iisa Masi yaa goye ɗo gelbinko ɗo bi ka imaanko. Ho iŋ ele kaak kuu elin̰ Buŋ ho kuu ele ziŋkiko sa, nu raka a kuu goye ar atay kuuk caarco paay baata, wala ar ger kaak ŋu ecirig dulaayinnay baata. 
