MAT.1.1	Gɛ́ ŋwɛ mabɔ ukwéne antɛ Jisɔs Kras mpyáne mfwa Dɛvid, Dɛvid mpyáne Abraham. 
1JN.3.8	Yɛ́mbɔ yɛ́ndémuú ayi apyɛ wyɛ gabo pyɛɛ́, alu muú danchɔmeló néndé danchɔmeló ne alɔɔ́ ula mampyɛ gabo. Gétú ɛyigémbɔ ne Maá Ɛsɔwɔ achwɔɔ́ fa mme nnó áchɔ utɔɔ́ danchɔmeló.
1JN.3.9	Yɛ́ndémuú ayi alaá maá Ɛsɔwɔ apyɛɛ́ sé wyɛ gabo pyɛ, nénde ji awyaá gepɔgé Ɛsɔwɔ. Ji akágé pyɛ sé gabo néndé, ji alaá maá Ɛsɔwɔ. 
1JN.3.10	Genó ɛyi gelɛrege bɔɔ́ abi alu baá Ɛsɔwɔ ne abi alu baá danchɔmeló gelú nnó, bɔɔ́ abi alá apyɛ fɔ́ genó ɛyi gelu cho né mbɛ ushu Ɛsɔwɔ yɛ́ ɛbɛ ɛlé gejeé álá abɔɔ́ fɔ́ ne atɛ aŋmɛ, ápɔ́ fɔ́ baá Ɛsɔwɔ.
1JN.3.11	Mekomejɔɔ ayi ɛnyú déwuú mɛ tɛ ula ulɔɔ́ alu nnó ɛsé débɔgé gejeé ne atɛ. 
1JN.3.12	Ɛ́kágé ɛsé debɛ ɛké Ken. Ji alu maá danchɔmeló. Ji awá meŋmo wuú. Ulannó ji awáne meŋmo wuú? Awá ji néndé unó bi Ken jimbɔɔ́ apyɛ úlú nchyɛnchyɛ ne ɛbi meŋmɛ wuú apyɛɛ́ úlú cho.
1JN.3.13	Baá gejeé ba, ɛ́kágé ɛnyú dela mano mekpo fuú mbɔgé bɔɔ́ mme aké apaá ɛnyú. 
1JN.3.14	Ɛsé dékaá nnó détane né amu negbo dékpɛ né mmu geŋwá. Dékaá mbɔ néndé ɛsé debɔ gejeé ne atɛ aŋmɛ. Muú ayi alá abɔɔ́ fɔ́ gejeé ne ntɛ meŋmɛ wɔ́ alu né amu negbo. 
1JN.3.15	Muú aké apaá ntɛ meŋmɛ wuú, ɛbyɛnnó alu mewané bɔɔ́. Ne dékaá nnó muú ayi awané bɔɔ́ alú dambɔ geŋwá ɛyi gélágé byɛ́. 
1JN.3.16	Genó ɛyi gepyɛ ɛsé dékágé genó ɛyi gejeé gelú, gelu nnó Kras achyɛ geŋwá jií agbo gétúgé se. Ne mbɔntó ne ɛsé débɔɔ́ manchyɛɛ́ geŋwáge sé, yɛ́ ɛbɛ́ lé mangbo gétúgé atɛ aŋmɛ. 
1JN.3.17	Ne mbɔgé muú abɛgé ne gefwa ne agɛgé ntɛ meŋmɛ ayi alu mbya, alá agɛ́ meshwɛ apoó ji wɔ́, ɛpyɛmbɔ nnó ne ji agaré aké ji agboó ne Ɛsɔwɔ? 
1JN.3.18	Baá gejeé ba, ɛ́kágé déjɔ́gé lé mejɔɔ́ meno ɛwú ɛwú nnó debɔ gejeé ne atɛ. Délɛ́régé gejeé ɛyi wáwálé ne atɛ né mbaá unó bi dépyɛɛ́.
1JN.3.19	Deké debɔɔ́ gejeé ne atɛ, mbɔ ne dékágé nnó détɛné né ɛgbɛ ɛwé wáwálé. Ne ɛwéna ɛpyɛ matɔɔ́ abɛɛ́ ɛsé mmu pere gébégé détɛnege né mbɛ ushu Ɛsɔwɔ, 
1JN.3.20	yɛ́ndégébe ɛyí matɔɔ́ sé ágarege nnó dépyɛ gyɛ, néndé débɔ mankaá nnó Ɛsɔwɔ aŋea apwɔ yɛ́ndégenó ɛyi matɔɔ́ ágarege ɛsé ne ji akágé yɛ́ndégenó. 
1JN.3.21	Ajeé ba abi gejeé, ndɛre ɛlúmbɔ mbɔgé matɔɔ́ sé alá agaré ɛsé nnó dépyɛ gyɛ wɔ́, débɛɛ́ fɔ́ ne ɛfɔ metɔɔ́ mantɛne né mbɛ ushu Ɛsɔwɔ. 
1JN.3.22	Ne dékágé gií yɛ́ndégenó ji achyɛge ɛsé néndé ɛsé débelege mabɛ jií ne dépyɛ ntó unó bi ugɔɔ́ ji metɔɔ́. 
1JN.3.23	Ne ɛbɛ ɛwé ji achyɛɛ́ ɛsé ɛlú nnó défyɛɛ́ metɔɔ́ ne maá wuú Jisɔs Kras ne nnó debɔ gejeé ne atɛ wyɛ ndɛre ji agare ɛsé nnó dépyɛge. 
1JN.3.24	Bɔɔ́ ako abi abelege mabɛ Ɛsɔwɔ, áchomé wyɛ mmyɛ ne ji ne ji ntó achome mmyɛ ne ɛbwɔ́. Genó ɛyi gepyɛ nnó ɛsé dékaá nnó ji acho mmyɛ ne ɛsé ɛlé Mendoó wuú ɛwé ji afyɛɛ́ ɛsé né mmu metɔɔ́.
1JN.4.1	Ajeé ba abi gejeé, ɛ́kágé dékamege ne yɛ́ndégenó ɛyigé muú ajɔ́gé. Muú ajɔ́gé genó, chɛrege dégɛ mbɔgé mendoó ɛwé ɛtɛne ji nnó ajɔɔ́ ɛtané mbaá Ɛsɔwɔ, néndé gejamégé bɔɔ́ ɛkpávé gebyɔ achwɔ́ ne atyaá né mme meko. 
1JN.4.2	Genó ɛyi gepyɛ ne dékaá mbɔgé ɛlé Mendoó Ɛsɔwɔ ne ɛlú muú né mmyɛ gelú nnó, yɛ́ndémuú ayi agarege nnó Jisɔs Kras achwɔ́ fa mme ndɛre mekwaá ji yimbɔ ne Mendoó Ukpea ɛlú ji mmyɛ. 
1JN.4.3	Ne yɛ́ndémuú ayi álá agarege fɔ́ nnó Jisɔs achwɔ́ fa mme ndɛre mekwaá Mendoó Ɛsɔwɔ ɛpɔ́fɔ́ ji né mmyɛ. Ji yina ne awyaá mendoó muú ayi atɛné ukɔlɔ ne Kras ayi ɛnyú debɔ dewuú nnó achwɔɔ́. Ne nana alu mɛ fa mme.
1JN.4.4	Baá gejeé ba, ɛnyú delu baá Ɛsɔwɔ ne detoó dépwɔ bɔɔ́ gebyɔ bimbɔ nénde muú ayi alu ɛnyú né mmyɛ awyaá uto apwɔ muú ayi alu bɔɔ́ mme né mmyɛ. 
1JN.4.5	Bɔɔ́ gebyɔ bimbɔ alu ɛle bɔɔ́ mme. Ndɛre ɛlúmbɔ, ɛbwɔ́ ájɔ́gé lé dépɔ́ré mme ne bɔɔ́ mme áwuú ne ɛbwɔ́. 
1JN.4.6	Ɛsé delu bɔɔ́ Ɛsɔwɔ, ne yɛ́ndémuú ayi ákágé Ɛsɔwɔ áwuú ne ɛsé. Ne muú ayi ála apɔ́ fɔ́ muú Ɛsɔwɔ áwuú fɔ́ ne ɛsé. Gɛ mbɔ ne dékágé nyɛ mbɔgé muú awyaá mendoó ɛwé wáwálé waá nnó awyaá lé mendoó ɛwé gebyɔ.
1JN.4.7	Ajeé ba abi gejeé, débɔge wyɛ gejeé ne atɛ néndé gejeé getanege né mbaá Ɛsɔwɔ. Ne yɛ́ndémuú ayi abɔɔ́ gejeé ne bɔɔ́ alu Maá Ɛsɔwɔ ne akáge Ɛsɔwɔ. 
1JN.4.8	Ne muú ayi álá abɔɔ́ fɔ́ gejeé ne bɔɔ́ ákágé fɔ́ Ɛsɔwɔ, nendé Ɛsɔwɔ ɛlé gejeé. 
1JN.4.9	Gɛ na ne Ɛsɔwɔ alɛ́ré nnó ji abɔ gejeé ne ɛsé. Ji atɔ danchi maá wuú fa mme nnó getu jií, ɛsé debɔ geŋwá. 
1JN.4.10	Gɛ genó ɛyi gejeé gelu mbɔ. Ɛpɔ́fɔ́ nnó ɛsé debɔɔ́ gejeé ne Ɛsɔwɔ. Ɛlú ɛlé nnó ji abɔɔ́ gejeé ne ɛsé ne atɔme maá wuú nnó achwɔ agbo ndɛre ŋme gepɛ nnó ji ajinte gabo ayi ɛsé dépyɛ.
1JN.4.11	Aŋmɛ ba abi gejeé, mbɔgé nnó na ne Ɛsɔwɔ abɔɔ́ gejeé ne ɛsé, ɛsé ntó debɔ́ mambɔ gejeé ne atɛ. 
1JN.4.12	Muú fɔ alu dangɛ Ɛsɔwɔ ne amɛ, yɛ́mbɔ mbɔgé debɔ́gé gejeé ne atɛ, Ɛsɔwɔ achome mmyɛ ne ɛsé, ne gejeé ɛyigé ɛsé débɔɔ́ ne atɛ gekwanege ndɛre Ɛsɔwɔ akɛlege.
1JN.4.13	Ɛsɔwɔ achyɛɛ́ ɛsé Mendoó wuú, gɛ mbɔ ne dékágé nnó ɛsé décho mmyɛ ne ji ne ji ntó acho mmyɛ ne ɛsé, néndé ji achyɛɛ́ ɛsé Mendoó wuú. 
1JN.4.14	Ne ɛsé ambɔɔ́ dégɛ ne dégarege bɔɔ́ nnó Ntɛ se Ɛsɔwɔ atɔ Maá wuú fa mme nnó achwɔ ábɛɛ́ Menchyɛ́ geŋwá mbaá bɔɔ́ mme. 
1JN.4.15	Ne yɛ́ndémuú ayi akamege nnó Jisɔs alu Maá Ɛsɔwɔ, Ɛsɔwɔ achome mmyɛ ne ji ne ji ntó achome mmyɛ ne Ɛsɔwɔ. 
1JN.4.16	Ndɛre ɛlúmbɔ, ɛsé ntó dékaá ne dékámé nnó Ɛsɔwɔ abɔ gejeé ne ɛsé.
1JN.4.16	Ɛsɔwɔ abɔɔ́ gejeé ne bɔɔ́, ne yɛ́ndémuú ayi abɔɔ́ wyɛ gejeé achome mmyɛ ne Ɛsɔwɔ ne Ɛsɔwɔ ntó achome mmyɛ ne ji. 
1JN.4.17	Genó ɛyi gepyɛ ɛsé dékaá nnó gejeé ɛyi débɔɔ́ gekwané ndɛre Ɛsɔwɔ akɛlege, ɛlé mbɔgé ɛsé débɛɛ́ fɔ́ ne ɛfɔ metɔɔ́ né bií bi Ɛsɔwɔ asɔɔ́ mpa néndé geŋwáge sé fa mme gelú wyɛ ɛké ɛyigé Kras. 
1JN.4.18	Ɛfɔ ɛpɔ́ né gejeé, gejeé gekwɔnégé ndɛre Ɛsɔwɔ akɛlege gebuú ɛfɔ. Geno ɛyi gepyɛɛ́ ɛfɔ ɛlé ɛfwyale. Ne yɛ́ndémuú ayi abɔɔ́ ɛfɔ metɔɔ́ ɛbyɛnnó gejeé ɛyigé ji abɔɔ́ gelu gakwáne ndɛre Ɛsɔwɔ akɛ́légé.
1JN.4.19	Ɛsé debɔɔ́ gejeé ne Ɛsɔwɔ ne atɛ aŋmɛ néndé Ɛsɔwɔ abɔ mɛ mbɛ abɔ́ gejeé ne ɛsé. 
1JN.4.20	Mbɔgé muú ajɔgé nnó ji abɔ gejeé ne Ɛsɔwɔ ne ake alu paá ntɛ meŋmɛ wuú ɛbyɛnnó alu muú gebyɔ néndé muú alá abɔɔ́ fɔ́ gejeé ne ntɛ meŋmɛ wuú ayi ji agɛne ne amɛ, ɛpyɛɛ́mbɔ nnó ne ji abɔ gejeé ne Ɛsɔwɔ muú ji álé gɛné? 
1JN.4.21	Ne achyɛɛ́ ɛsé ɛbɛ ɛwena aké: Yɛ́ndémuú ayi abɔɔ́ gejeé ne Ɛsɔwɔ abɔ mambɔ ntó gejeé ne atɛ aŋmɛ.
1JN.5.1	Yɛ́ndémuú ayi ákámege nnó Jisɔs alu Muú yi Ɛsɔwɔ akweré ji ɛlá gefwa, ɛbyɛnnó alu Maá Ɛsɔwɔ. Ne yɛ́ndémuú ayi abɔɔ́ gejeé ne ntɛ abɔɔ́ ntó gejeé ne maá wuú. 
1JN.5.2	Genó ɛyi gepyɛɛ́ ne ɛsé dékaá nnó débɔɔ́ gejeé ne baá Ɛsɔwɔ ɛlé mbɔgé debɔɔ́ gejeé ne Ɛsɔwɔ ne debélégé mabɛ jií. 
1JN.5.3	Mambɔ gejeé ne Ɛsɔwɔ ɛlé mambélégé mabɛ jií. Ne mabɛ́ jií ájwerégé fɔ mambelé. 
1JN.5.4	Néndé yɛ́ndémuú ayi alaá maá Ɛsɔwɔ awyaá uto bi ji ammyɛ apwɔ gabo fa mme. Ne mankame ayi ɛsé dékame nnó Jisɔs alu Maá Ɛsɔwɔ ne ɛpyɛ nnó ɛsé debɔ uto bi démmyɛ dépwɔɔ́ bɔɔ́ mme. 
1JN.5.5	Ndé muú ayi apwɔɔ́ gabo fa mme? Ɛlé muú ayi ákamé nnó Jisɔs alu Maá Ɛsɔwɔ.
1JN.5.6	Ɛlé ji yina ne alú Jisɔs Kras, Muú yi Ɛsɔwɔ akweré ji ɛlá gefwa. Ji achwɔɔ́ fa mme, awyaá ji manaá ne manoó mií machyɛ mme gébégé ji agboó. Ji akoó fɔ́ ɛlé né mmu manaá mamímamí wɔ́, akoó né mmu manaá choncho ne manoó. Ne ɛlé Mendoó Ukpea ne ɛtɛne ntɛsɛ sɛ nnó mechɔ ɛwéna ɛlu wáwálé néndé Mendoó Ukpea ɛgarege wáwálé. 
1JN.5.7	Bɔ ntɛsɛ alu alɛɛ́ abi alɛrégé nnó Jisɔs alu Maá Ɛsɔwɔ. 
1JN.5.8	Bɔ ntɛsɛ bina ɛlé Mendoó Ukpea, manaa ne manoó. Ɛbwɔ́ bina alɛɛ́, ajɔ́gé wyɛ genó gemma. 
1JN.5.9	Akwaá agáré unó bi ɛbwɔ́ akaá, ɛsé dekámégé nnó ájɔ́gé wáwálé. Yɛ́mbɔ genó ɛyigé Ɛsɔwɔ agárégé geŋeá gemɛ gepwɔ amu. Ne ji ne agáré ɛsé genó ɛyi getome ne Maá wuú. 
1JN.5.10	Yɛ́ndémuú ayi áfyɛɛ́ metɔɔ́ ne Maá Ɛsɔwɔ akáge né metɔɔ́ wuú nnó genó ɛyigé Ɛsɔwɔ agarege atome ne maá wuú gelú wáwálé. Yɛ́ndémuú ayi álá fyɛɛ́ fɔ́ metɔɔ́ ne Ɛsɔwɔ wɔ́, ɛbyɛnnó asɛle Ɛsɔwɔ ndɛré muú gebyɔ, néndé ashyá mankame nnó genó ɛyigé Ɛsɔwɔ ajɔɔ́ atome ne Maá wuú Jisɔs gelú wáwálé. 
1JN.5.11	Gɛ genó ɛyigé Ɛsɔwɔ agáré ɛse na: Ji chyɛɛ́ ɛsé geŋwá ɛyi gélágé byɛ́. Geŋwá ɛyigé na getanegé mbaá Maá wuú. 
1JN.5.12	Ne yɛ́ndémuú ayi áchómé mmyɛ ne Maá Ɛsɔwɔ awyaá geŋwá. Yɛ́ndemuú ayi alá cho mmyɛ ne Maá Ɛsɔwɔ wɔ́, apɔ́ fɔ́ ne geŋwá.
1JN.5.13	Nsame ɛnyú unó bina, ɛnyú abi dékamé nnó Jisɔs alú Maá Ɛsɔwɔ nnó ɛnyú dékaá nnó déwyaá geŋwá ɛyi gélágé byɛ́. 
1JN.5.14	Ɛsé detɛ́négé né mbɛ ushu Ɛsɔwɔ né mmyɛmenɛne debɛɛ́ fɔ́ ne dembyɔ néndé dékaá nnó yɛndé genó ɛyi ɛsé degígé ji awuú ɛsé mbɔ́gé degigé ndɛre ji akɛ́légé. 
1JN.5.15	Mbɔ́gé ɛsé dekaá nnó ji awuu ɛsé né geno ɛyi degígé ji, debɔ mankaá ntó nnó ji achyɛ mɛ ɛsé genó ɛyi degígé ji.
1JN.5.16	Mbɔgé muú akage nnó ntɛ meŋmɛ apyɛɛ́ gabo ayi ála atene fɔ́ muú né negbo, anɛmmyɛ nnó Ɛsɔwɔ ajií ji nte achyɛɛ ji geŋwá. Ɛwéna ɛtome ɛlé ne bɔɔ́ abi apyɛ gabo ayi álá atɛne fɔ muú né negbo néndé gabo yifɔ alu ayi atene muu né negbo. Njɔɔ́ fɔ́ nnó ɛnyú dénɛ́némmyɛ mbaá Ɛsɔwɔ gétúgé muú ayi apyɛɛ́ gefɔ́gé gabo yina wɔ́. 
1JN.5.17	Yɛndé gyɛɛ́ ayi muú apyɛ ɛlé gabo né mbɛ ushu Ɛsɔwɔ. Yɛ́mbɔ gabo ayifɔ alu ayi álá aténé fɔ́ muú né negbo.
1JN.5.18	Ɛsé dekaá nnó yɛ́ndémuú ayi alaá Maá Ɛsɔwɔ apyɛɛ sé gabo pyɛ néndé Jisɔs Maá Ɛsɔwɔ abame ji ne danchɔmeló ákágé pyɛ fɔ́ ji genó.
1JN.5.19	Dékaá nnó ɛsé delu baá Ɛsɔwɔ. Bɔɔ́ mme ako abi álá akage Ɛsɔwɔ alu né amu muú nchyɛ.
1JN.5.20	Ɛse dekaá yɛ́ nnó Maá Ɛsɔwɔ achwɔ́ fa mme ne apyɛ nnó ɛsé dekaá unó bina ne nnó dekaá Ɛsɔwɔ muú alu wáwálé. Ɛsé decho mmyɛ ne Ɛsɔwɔ muú alu wáwálé ne Maá wuú Jisɔs Kras. Ji ne alu Ɛsɔwɔ muú alu wáwálé. Ji ntó ne achyɛge geŋwá ɛyi gelagé byɛ fɔ́.
1JN.5.21	Ndɛré ɛlúmbɔ, baá gejeé ba, ngárégé ɛnyú nnó sɛge gébé nnó ɛkágé denógé aló uka.
2JN.1.1	Me muú kpaá ɛchomele bɔɔ́ Ɛsɔwɔ ne nsame ŋwɛ yina.
2JN.1.1	Ntɔme ji ɛta wyɛ mma kpaá muú Ɛsɔwɔ ajyaá. Ntɔme ntó ji ɛta baá byɛɛ́. Me mbɔ gejeé ne ɛnyú ne metɔɔ́ wa meko. Ɛpɔ́fɔ́ me mbií ne mbɔɔ́ gejeé ne ɛnyu, bɔɔ́ ako abi akaá wáwálé Ɛsɔwɔ abɔɔ́ ntó gejeé ne ɛnyú. 
2JN.1.2	Nénde wáwálé yina alu ɛse né matɔɔ́ ne abɛɛ́ nyɛ ɛse matɔɔ́ kpa tɛ kwyakwya.
2JN.1.3	Nnɛnemmyɛ nnó Ɛsɔwɔ Ntɛ ɛse ne Jisɔs Kras Maá Ntɛ álɛ́régé ɛsé galɔ́gálɔ́, agɛne ɛse meshwɛ ne apyɛ ɛse debɛ né nesɔ. Nnɛnemmyɛ nnó, unó bina ubɛ ɛbi sé, ɛsé abi dékwɔlege wáwálé Ɛsɔwɔ ne debɔɔ́ gejeé ne atɛ.
2JN.1.4	Metɔɔ́ ɛgɔɔ́ me dɔɔ́ ndɛré ngɛne nnó baá byɛɛ́ abifɔ akwɔlégé wáwálé Ɛsɔwɔ ne apyɛ wyɛ ndɛré Ɛsɔwɔ Ntɛ agarege ɛse nnó dépyɛge. 
2JN.1.5	Ndɛré ɛlúmbɔ, mma me nkpeage wɔ nnó debɔgé wyɛ gejeé ne atɛ. Ɛpɔ́fɔ́ ɛbɛ mekɛ ne me nchyɛge mbɔ wɔ, ɛlé gekwenége ɛbɛ ɛwé ɛse dewuú mɛ tɛ ula ulɔ. 
2JN.1.6	Mambɔgé gejeé ne atɛ, atɛne nnó depyɛge unó bi Ɛsɔwɔ agare ɛsé nnó dépyɛge. Gɛ ɛbɛ ɛwe ɛnyu dewuú mɛ tɛ ula ulɔ mbɔ nnó debɔgé wyɛ gejeé ne atɛ.
2JN.1.7	Me njɔ́gé mbɔ néndé gejamégé bɔɔ́ dembwɔle atyaá mbɔ fa mme. Ɛbwɔ́ ákame fɔ́ nnó Jisɔs Kras achwɔ́ fa mme ndɛre mekwaá wɔ́. Ufɔɔ́ bɔɔ́ bina alu lé bɔɔ́ muú dembwɔlé yimbɔ muú ayi atɛné ukɔlɔ ne Kras. 
2JN.1.8	Ndɛre ɛlúmbɔ, sɛ́ge gébé nnó ɛkágé nsa ayi ɛnyú delu mambɔ gétúgé utɔɔ́ bi ɛsé depyɛ anó mme detu. Mmyɛge lé nnó debɔ́ nsa nyu meko.
2JN.1.9	Yɛ́ndémuú ayi ála apyɛɛ́ fɔ́ unó bi Kras alɛre, ne ajyɛ le mbɛ agbɛge unó né ɛbi Kras alɛre ɛbyɛnnó apɔ́ ne Ɛsɔwɔ. Ne yɛ́ndémuú ayi apyɛɛ́ unó bi Kras alɛ́régé, ɛbyɛnnó alu ne Ntɛ chóncho ne Maá wuú. 
2JN.1.10	Ndɛre ɛlúmbɔ, mbɔgé muú achwɔge ɛta nyú álá gárégé fɔ́ lé unó bina ɛbi Kras alɛre, dekamege fɔ ji akpɛ né upú nyú, yɛ mantame ji detamege kaŋka. 
2JN.1.11	Néndé muú atámégé gefɔ́ge muú yina, ɛbyɛnnó acho mbwa ne ji né ubobo unó bi muú yimbɔ ápyɛɛ́.
2JN.1.12	Me nwyaá gejamégé unó mangaré ɛnyú, yɛ́mbɔ nkɛlege fɔ́ mansa ubi né mme. Nénde me mbele umɛɛ́ manchwɔ́ gɛ́ ɛnyú nnó detu ushu ne atɛ ne njɔɔ́ mejɔɔ́ ɛwéna nnó ɛsé akó debɛ́ ne metɔɔ́ megɔmegɔ gbɛne.
2JN.1.13	Baá meŋmɛ wyɛ ayi mendée muú Ɛsɔwɔ ajyaá ntó alɔɔ́ wɔ matame.
3JN.1.1	Me Jɔn muú kpaá ɛchomele bɔɔ́ Ɛsɔwɔ ne nsame ŋwɛ yina.
3JN.1.1	Ntɔme ji ɛta wyɛɛ Gayɔs mejeé wa ayi gejeé. Me mbɔɔ́ gejeé ne wɔ wáwálé.
3JN.1.2	Mejeé wa, nnɛnemmyɛ nnó yɛ́ndégenó ɛyigé wɔ ɔpyɛ gekɛne chaŋéné, ne nnó wɔ ɔbɛ metometo wyɛ ndɛre nkaá nnó né mbɛ ushu Ɛsɔwɔ wɔ pɔ́ fɔ́ ne ɛfwyale né metɔɔ́ wyɛɛ́. 
3JN.1.3	Me njɔ́gé mbɔ nénde metɔɔ́ ɛgɔɔ́ me dɔɔ́ gébégé aŋmɛ fɔ atane ɛwú mbɔ agaré ɛsé ndɛre ɛnyú dékwɔlege wáwálé Ɛsɔwɔ wyɛ ndɛre wɔ ɔpyɛ mɛ yɛ́ndégébé. 
3JN.1.4	Me mpɔ se ne metɔɔ́ megɔ́mégɔ́ ɛwe cha ɛwé ɛpwɔɔ́ ɛwéna manwuú nnó baá ba ákwɔlege wáwálé Ɛsɔwɔ.
3JN.1.5	Mejeé wa, wɔ ɔpyɛɛ́ utɔɔ́ ulɔ́ulɔ́ ne metɔɔ́ wyɛɛ́ meko mbaá atɛ aŋmɛ chacha ne aŋkɛɛ́ bɔ. 
3JN.1.6	Ɛbwɔ́ agare ɛchomele bɔɔ́ Ɛsɔwɔ ɛwé ɛlú wena ndɛre wɔ ɔlɛrege gejeé ne bɔɔ́. Ne ɛlú galɔ́gálɔ́ nnó wɔ ɔpoó ɛbwɔ́ ne genó ndɛre Ɛsɔwɔ akɛlege nnó ajyɛ mbɛ ne nekɛne bwɔ́. 
3JN.1.7	Ɛbwɔ́ akɛne mbɔ, ɛlé gétúgé mabɔ Jisɔs Kras ne ɛbwɔ́ asɛle fɔ genó mbaá bɔɔ́ abi álá pɔ́ bɔɔ́ Jus. 
3JN.1.8	Ndɛre ɛlúmbɔ, ɛsé debɔ mampogé ufɔɔ́ bɔɔ́ ndɛre bina nnó ɛsé ntó décho amu ne ɛbwɔ́ dégarege wáwálé Ɛsɔwɔ.
3JN.1.9	Me mbɔ́ nsa ŋwɛ ntó mbaá ɛchomele bɔɔ́ Ɛsɔwɔ ɛwé ɛwú, yɛ́mbɔ Dyotrefɛs muu akɛlege nnó awu lé ne ji, akamege nyɛ fɔ manwú ne me. 
3JN.1.10	Ndɛre ɛlúmbɔ, me nchwɔgé ɛwú ndyaá nyɛ ji ula né unó bi ji apyɛ. Ji achɔɔ́ me mabɔ. Ne mechɔ ɛwé ɛkpɛ bɔ ɛbwɔ́ amu ɛlú nnó ji ashyaá ntó atɛ aŋmɛ abi achwɔɔ́ ɛwú nnó ajwɔlege fɔ́ ne ji. Ne ashyaá ntó nnó bɔɔ́ abi álú mansɛ atɛ aŋmɛ bimbɔ asɛge sé. Ne ábú ɛbwɔ́ né mmu ɛchomele bɔɔ́ Jisɔs.
3JN.1.11	Mejeé wa, ɛ́kágé ɔkwɔlege gabo, kwɔlege lé galɔ́gálɔ́ néndé muú ayi apyɛ genó ɛyi gelú cho alu muú Ɛsɔwɔ. Ne muú ayi apyɛ geno ɛyi gela pɔ́ fɔ́ cho akágé fɔ́ Ɛsɔwɔ.
3JN.1.12	Yɛ́ndémuú afɛge meŋmɛ sé Demetrɔs. Ne wáwálé alu nnó ji alu muú melɔ́mélɔ́. Ne ɛse ntó dejɔ́gé wyɛmbɔ, ne ɛnyú dékaá nnó genó ɛyigé ɛse dejɔ́gé gelu wáwálé.
3JN.1.13	Me nwyaá gejamégé unó mangaré wɔ, yɛ́mbɔ nkɛlege fɔ́ mansa ubi mme. 
3JN.1.14	Me mbɔɔ́ mbele umɛɛ́ manchwɔ́ ngɛ wɔ. Nchwɔgé detuge nyɛ ushu ne atɛ déjɔɔ́ mejɔɔ́.
3JN.1.15	Nnɛnemmyɛ nnó ɛnyú debɛ né nesɔ. Ajeé byɛɛ́ ako alɔɔ́ wɔ matame. Ne wɔ mbɔɔ́ kɛ ɔtame yɛ́ndé mejeé se ayi alu ɛwú.
JUD.1.1	Me Jud maá defwɛ Jisɔs Kras ne meŋmo Jɛmsi ne nsame ŋwɛ yina.
JUD.1.1	Nsame ji mbaá bɔɔ́ abi Ntɛ sé Ɛsɔwɔ akuú, ɛbwɔ́ abi ji agboó ne ɛbwɔ́ dɔɔ́ ne Jisɔs Kras ntó apɛle ɛbwɔ́ cháŋéné.
JUD.1.2	Nnɛnemmyɛ nnó Ɛsɔwɔ alɛre ɛnyú galɔ́gálɔ́, nesɔ ne gejeé gejamegejame.
JUD.1.3	Aŋmɛ ba, me mbɔ mmyɛɛ́ nnó nsa ŋwɛ yina gétúgé mamfere ayi Ɛsɔwɔ afere ɛsé ako né ɛfwyale gabo. Yɛ́mbɔ ngɛ́ nnó ɛlú galɔ́gálɔ́ nnó nsa mpyɛ ɛnyú detɛne ne ɛshyɛ né depɔré Jisɔs ɛtiré achyɛɛ́ ɛsé bɔɔ́ bií nnó defyɛ metɔɔ́ ne ji damaá tɛ kwyakwya. 
JUD.1.4	Njɔ́gé mbɔ néndé bɔɔ́ fɔ́ ákpɛ mbwa ne ɛnyú mmyɛ defyadefya. Ufɔɔ́ bɔɔ́ bina ne ábwɔlé ulɔɔ́ melu ɛbi Ɛsɔwɔ alɛrege ɛsé, ulaá lé genó ɛyigé ɛbwɔ́ atɛnege wyɛ ákwérege depɔre ubɛlé tametame ɛtiré ɛbwɔ́ ápyɛɛ́. Ása né mmú ŋwɛ Ɛsɔwɔ tɛ gachí nnó, Ɛsɔwɔ achyɛge nyɛ ufɔɔ́ bɔɔ́ bina ɛfwyale abi álá nóge ji. Ɛbwɔ́ ntó ashya Jisɔs Kras, ɛwé ji ne alu Ata ne muú ayi apwɔ amu.
JUD.1.5	Yɛ́ lé ɛnyú dékaá mɛ unó bina uko, nkɛlege nnó mpyɛ ɛnyú deté ndɛre Ata Ɛsɔwɔ abɔ afere bɔɔ́ Isrɛli né ámu bɔɔ́ Ijip ne ɛwyage áwane bɔɔ́ abi álá fyɛɛ́ metɔɔ́ ne ji wɔ́. 
JUD.1.6	Ne tége ntó ndɛre ɛpyɛɛ́ ne makiɛ́nné Ɛsɔwɔ ayi álá jwɔle né malu utɔɔ́ bwɔ́ wɔ́, ályaá malu ujwɔle bwɔ́ álá ápyɛɛ́ lé unó bi cha. Ɛsɔwɔ awɛ́ nya aji ne bɔ mkpokovɛ, abi álaá wyɛɛ́ wɛwɛ tɛ kwyakwya, afyɛ áji né melu ɛmpinya gemua ágile gekpɛkpɛ bií bi Ɛsɔwɔ asɔɔ́ mpa bwɔ́. 
