MAT.1.1	Inan binndi kollooji inɗe maamiraaɓe Iisaa Almasiihu, dimaaɗo ley lenyol Daawda, taan Ibrahiima:
2PE.2.6	Laamɗo sarii gure ɗiɗi Sodoma e Gomoora. O halkirii ɗum'en yiite faa laatii ndoondi, faa ɗe laatanoo yeddooɓe mo warooɓe fuu maande ko hewtata ɗum'en. 
2PE.2.7	E ley majjum, o dannii Luudu ponnditiiɗo oon. Ɓernde muuɗum metti saabe golleeji bonɓe ɓeen cemtiniiɗi. 
2PE.2.8	Wo o koɗuɗo hakkunde bonɓe ɓeen, o ponnditiiɗo. Ɓernde makko laaɓunde ndeen ina metta nyalooma pinɗo fuu saabe golleeji maɓɓe bonɗi ɗi o yi'ata e ɗi o nanata.
2PE.2.9	Ɗum fuu ina holla Joomiraaɗo ina waawi reenude ɗowtaniiɓe ɗum ɓeen e ndaartindooje, ina waawi katin resande oonyiiɓe ɓeen jukkungo faa nyannde darngal, 
2PE.2.10	sakko doggooɓe caggal muuyɗe terɗe tuunɗe, huyfinɓe hoorewaaku Joomiraaɗo ɓeen.
2PE.2.10	Waajotooɓe fewreeɓe ɓeen cemtataa, ina mawnitoo, ɓe kulataa mbonkaade tedduɓe wonɓe dow kammu. 
2PE.2.11	Ammaa maleyka'en ina ɓuri ɓe semmbe e baawɗe, de fay e noon mbonkataako tedduɓe ɓeen faa kiitoo ɗum'en yeeso Joomiraaɗo. 
2PE.2.12	De yimɓe ɓeen kaa, iɓe nanndi hono daabaaji ladde ɗi ngalaa hakkillo, jokkooji taguuji muɓɓen, dimiraaɗi faa nanngee, mbaree. Iɓe mbonkoo ko ɓe anndaa. Laamɗo halkiran ɓe hono no daabaaji ladde ɗiin kalkirtee ni. 
2PE.2.13	Ɓe torrii woɓɓe, wooɗi kamɓe du ɓe keɓan torra faa laatoo njobdi maɓɓe. Iɓe ceyoroo muuyɗe terɗe maɓɓe bonɗe fay ley nyalooma. Si ɓe njooddake e mooɗon e ley kawrital nyaamdu, iɓe ceyoroo jamba maɓɓe. Iɓe laatanii on gacce e laru
2PE.2.14	Ɓe tampataa ƴeewude rewɓe woɓɓe, ɓe celataa waɗude junuuba. Mo goonɗinal muuɗum walaa semmbe fuu, ɓe nanngiran ɗum e eytooje. Ɓerɗe maɓɓe wo boowɗe eelgal. Wo ɓe ɓiɓɓe huɗaaɓe. 
2PE.2.15	Ɓe celii laawol ponnditiingol ngool, ɓe majjii saabe ko ɓe njokki laawol Balaama
2PE.2.16	Ammaa annabaajo oon felaama dow hakke muuɗum, sabo araawa mum haaldii e muuɗum e daande neɗɗo de haɗi ɗum waɗude puuyndam.
2PE.2.17	Waajotooɓe fewreeɓe ɓeen wo ɓulli ɗi ngalaa ndiyam, wo ɓe duule ɗe henndu soggata, nimre ɓurnde fuu niɓɓude ɓe ndesanaa. 
2PE.2.18	Iɓe piloo jarribaade yimɓe e dow haalaaji mawɗi ɓoli. Iɓe nawtoroo muuyɗe terɗe cemtiniiɗe faa ɓe eyta yaltuɓe ko ɓooyaay hakkunde majjuɓe. 
2PE.2.19	Iɓe aadanoo ɗum'en ndimaaku, tawee kamɓe e ko'e maɓɓe, wo ɓe maccuɓe bonanda. Sabo mono fuu wo maccuɗo ko jaalii ɗum. 
2PE.2.20	Ina waawi taweede ɓe ndaɗirii e tuundi adunaaru saabe anndude Joomiraaɗo meeɗen Iisaa Almasiihu kisinoowo en oon. Ammaa si ɓe njeccake e mayri katin faa ndi jaalii ɓe fu, cakitte maɓɓe ɓuran arane maɓɓe bonde. 
2PE.2.21	Si ɓe anndaano laawol fonnditaare ngool faa'e fu, ɗuum ɓuri ko ɓe anndi ngol faa wooɗi de ɓe tottitii yamiroore seniinde nde ɓe keɓunoo. 
2PE.2.22	Ko hewti ɓe ɗuum laamnii banndol ngol: «Rawaandu nyaamtan tuure muuɗum.» Wi'aama katin: «Ngiroowu lootaangu talloto e loope.»
2PE.3.1	Sakiraaɓe am horsuɓe, ɓataaki ki woni ɗiɗaɓi ki mbinndanammi on. E ley ɗiɗi ɗiin fuu, miɗo filoo miccinde on kabaaru o, faa hakkillooji mooɗon ɓeydoo miilaade ko laaɓi. 
2PE.3.2	Miɗo yiɗi miccinde on haalaaji ɗi annabaaɓe seniiɓe kaalnoo arande, kam e yamiroore Joomiraaɗo meeɗen kisinoowo en nde nulaaɓe mon njanngini on. 
2PE.3.3	Artee anndude ɗum ɗo: e balɗe cakitotooɗe ɗeen, jalnortooɓe yimɓe jokkuɓe muuyɗe terɗe muɓɓen ngarowan. Ɓe njalnorto on, 
2PE.3.4	ɓe mbi'a: «Noy amaana gartol makko oon laatorii? Sabo gilla maamiraaɓe men maayi faa joonin, huunde fuu ina worri e alhaali muuɗum hono no worrunoo gilla e fuɗɗoode adunaaru ni.» 
2PE.3.5	Iɓe anniyii yeggitinde Laamɗo tagirii kammu e leydi fuu konngol muuɗum. Illa ko ɓooyi o tagirii leydi ndi ndiyam, ndi yaltii ley ndiyam. 
2PE.3.6	Katin du, Laamɗo halkirii adunaaru ndu ndiyam nde waɗunoo ilam tuufaandu. 
2PE.3.7	Wo e konngol makko ngool du, kammu e leydi ɗo ngonɗen e muuɗum joonin ndesanaama yiite faa nyannde darngal. Wakkati oon yedduɓe Laamɗo ɓeen kalkete.
2PE.3.8	Sakiraaɓe am horsuɓe, taa njeggiton goonga gooto o: to Joomiraaɗo, nyalooma gooto ina wa'i hono no duuɓi ujunere ni, de duuɓi ujunere du ina nga'ani mo hono no nyalooma gooto ni.
2PE.3.9	Joomiraaɗo hanndintaa tabintinde amaana muuɗum no yimɓe woɓɓe miilortoo ni. Wo o munyanɗo on tan, sabo o yiɗaa fay gooto halka. Ko o yiɗi dey, yimɓe fuu ngarta to makko, tuuba. 
2PE.3.10	Ammaa nyannde gartol Joomiraaɗo ndeen juhan en hono no gujjo juhirta ni. Wakkati oon, kammu o timmiran sawtu mawɗo. Kulle kammunkooje fuu kalkan ley yiite. Leydi ndi e golleeji gonɗi e muuɗum fuu ɓanginte, caree.
2PE.3.11	Ndelle si tawii ɗum fuu hono noon ɗum halkirta, ina tilsi njokkon laawol ceniingol, mbuurdon e kulol Laamɗo! 
2PE.3.12	Ina tilsi laatoɗon heɗiiɓe nyalaande Laamɗo ndeen, laatoɗon filotooɓe nde wara law! Nyannde ndeen, kammu huɓɓan halka, kulle kammunkooje fuu taayan ley yiite. 
2PE.3.13	Ammaa eɗen keɗii ko Laamɗo aadii: kammu keso e leydi keyri ɗo fonnditaare tawetee.
2PE.3.14	Ndelle, sakiraaɓe am horsuɓe, e ley ko keɗiɗon kulle ɗeen ɗuum, tinnee faa Joomiraaɗo tawa on e jam, tawa on ngalaa tuundi, on ngalaa laru. 
2PE.3.15	Paamon munyal Joomiraaɗo meeɗen ngaal ina hokka on laawol heɓude kisindam. Noon sakiike meeɗen Pool korsuɗo oon winndirani on, no Laamɗo hokkiri mo hakkilantaaku ni. 
2PE.3.16	Ley ɓataakiiji makko ɗiin fuu, imo winndira hono nii dow haala kaan. Ɓataakiiji makko ɗiin ina njogii haalaaji ɗi maanaa muɓɓen tiiɗi faamude, ɗi yimɓe famɗuɓe jannde e ɓe ngalaa semmbe ley goonɗinal mbaylitata maanaa muuɗum. Wo hono noon du ɓe ngaɗirta e nokkuuje goɗɗe ley Binndi ɗiin. Ɓe ngaddanan ko'e maɓɓe halkere.
2PE.3.17	Ammaa onon sakiraaɓe am horsuɓe, sabo on kumpitaama ɗum gilla joonin, ndeentee taa bonɓe ɓeen njaara on e majjere muɓɓen de ceedon e semmbe mon ley goonɗinal. 
2PE.3.18	Mawnon e anndude Joomiraaɗo men Iisaa Almasiihu kisinoowo en, mawnon e moƴƴuki muuɗum. Teddeengal woodan mo gilla joonin faa abada! Aamiina.
1JN.1.1	Miɗen mbinndana on e dow gonɗo gilla fuɗɗoode oon. Min nanii haala makko, min njiirii mo gite amin, min taykake mo, min meemirii mo juuɗe amin. Kanko woni Konngol kokkoowol nguurndam.
1JN.1.2	Nguurndam ɗaam ɓanginaama, min nji'ii ɗam, miɗen ceedoo haala majjam. Nguurndam nduumiiɗam ngonɗam ɗo Baabiiwo ɗam min ɓanginanaa, wo ɗam min kaalanta on haala muuɗum. 
1JN.1.3	Ndelle, ko min nji'i e ko min nani ɗuum min kaalanta on onon du, faa kawton e amin e ley kawtal Baabiiwo e Ɓiyum Iisaa Almasiihu. 
1JN.1.4	Ɗum min mbinndanta on, faa seyo meeɗen hiɓɓa.
1JN.1.5	Inan kabaaru mo min narri Almasiihu, mo min kaalanta on haala muuɗum oon: Laamɗo wo annoora, nimre fuu walaa e muuɗum. 
1JN.1.6	Si en mbi'ii en kawtu e makko, de tawee e nimre ngonɗen, en penii, goonga walaa e golle meeɗen. 
1JN.1.7	Ammaa si e annoora mbuurɗen hono no o worri e annoora kanko e hoore makko ni fu, ndeen eɗen ngoodi kawtal hakkunde meeɗen. Katin du ƴiiƴam Ɓiyiiko Iisaa na laaɓina en e hakkeeji fuu.
1JN.1.8	Si en mbi'ii en ngalaa hakkeeji, en kiilii ko'e meeɗen, en ngaldaa e goonga. 
1JN.1.9	Ammaa si en kaaltanii Laamɗo hakkeeji men, o yaafoto en, o laaɓina en e hakkeeji fuu. Sabo kanko, wo o koolniiɗo, ponnditiiɗo. 
1JN.1.10	Si en mbi'ii en ngaɗaay hakke, en ngaɗii Laamɗo wo penoowo, konngol makko du naataay e meeɗen.
1JN.2.1	Ɓikkoy am, mi winndanii on ɗum faa taa ngaɗon hakke. Ammaa si goɗɗo waɗii hakke, eɗen ngoodi curoowo to Baabiiwo, oon woni Iisaa Almasiihu ponnditiiɗo oon. 
1JN.2.2	Kanko laatii kirsamaari ittoori hakkeeji
1JN.2.3	Ko hollata en eɗen anndi Laamɗo dey, wo haybude jamirooje muuɗum. 
1JN.2.4	Biiɗo «miɗo anndi mo» tawa haybataa jamirooje makko, joomum wo penoowo, walaa e goonga. 
1JN.2.5	Ammaa kaybuɗo konngol Laamɗo ngool, njinngu Laamɗo ina hiɓɓi e muuɗum jaati. Nii annditirten eɗen ngoni e makko. 
1JN.2.6	Biiɗo ina woni e makko, ina haani wuurda no Almasiihu wuurdunoo ni.
1JN.2.7	Sakiraaɓe am horsuɓe, ko ngonumi miɗo winndana on ɗuum wanaa yamiroore heyre. Wo yamiroore ɓooynde nde keɓɗon gilla arande. Yamiroore ɓooynde ndeen woni konngol ngol nanɗon ngool.
1JN.2.8	Ɗum e taweede fuu, yamiroore ɓooynde nde mbinndanammi on ndeen, wo nde heyre du. Goonga mayre ina ɓanga e Almasiihu, ina ɓanga e mooɗon, onon du. Sabo nimre ina timma, annoora goongaajo oon du ina yayna illa joonin. 
1JN.2.9	Biiɗo e annoora woni, tawi ina wanyi sakiike muuɗum fu, e nimre woni faa hannden. 
1JN.2.10	Jiɗɗo sakiike muuɗum e annoora woni, walaa ko fergata ɗum. 
1JN.2.11	Banyuɗo sakiike muuɗum e nimre woni, ina yaada e nimre. O anndaa to o yahata sabo nimre wumnii mo.
1JN.2.12	Sukaaɓe, miɗo winndana on
1JN.2.12	sabo hakkeeji mooɗon njaaforaama saabe Almasiihu.
1JN.2.13	Baabiraaɓe, miɗo winndana on
1JN.2.13	sabo oɗon anndi Gonɗo gilla e fuɗɗoode oon.
1JN.2.13	Jokolɓe, miɗo winndana on
1JN.2.13	sabo on njaalake Ibiliisa bonɗo oon.
1JN.2.14	Sukaaɓe, ko mbinndanammi on dey,
1JN.2.14	sabo oɗon anndi Baabiiwo.
1JN.2.14	Baabiraaɓe, ko mbinndanammi on dey,
1JN.2.14	sabo oɗon anndi Gonɗo gilla e fuɗɗoode oon.
1JN.2.14	Jokolɓe, ko mbinndanammi on dey,
1JN.2.14	sabo oɗon njogii semmbe,
1JN.2.14	konngol Laamɗo ngool ina woni e mooɗon,
1JN.2.14	katin du on njaalake Bonɗo oon.
1JN.2.15	Taa njiɗee adunaaru ndu e ko woni e mayru fuu. Sabo jiɗɗo adunaaru fu, njinngu Baabiiwo walaa e muuɗum. 
1JN.2.16	Sabo ko woni e adunaaru wo muuyɗe terɗe e muuyɗe yitere e mantoraade dow jawdi. Ɗum fuu jeyaaka e Baabiiwo. Wo e adunaaru ɗum jeyaa. 
1JN.2.17	Adunaaru e muuyooji muuɗum fuu na timma, ammaa gaɗoowo muuyɗe Laamɗo duumoto faa abada.
1JN.2.18	Sukaaɓe am, timmoode adunaaru ndu ɓadake. On nanii ganyo-Almasiihu waran. Haya, joonin wayɓe-Almasiihu heewɓe ngari. Ɗum anndirɗen timmoode ndeen. 
1JN.2.19	Ɓe njaltii hakkunde meeɗen, ammaa ɓe njeyaakano e meeɗen. Sabo kamɓe, sini e meeɗen ɓe njeyanoo, ɓe keddodotono e meeɗen. De ɗum na holla kamɓe ɓe fuu ɓe njeyaakano e meeɗen. 
1JN.2.20	Onon kaa, Ceniiɗo hokkii on Ruuhu Laamɗo paaminoowo on goonga, ndelle on fuu oɗon anndi goonga. 
1JN.2.21	Miɗo winndana on wanaa saabe on anndaa goonga, ammaa wo saabe oɗon anndi goonga. Katin du oɗon anndi fewre fuu walaa e goonga. 
1JN.2.22	Ndelle, moy woni penoowo? Jedduɗo Iisaa wo Almasiihu, kam woni penoowo.
1JN.2.23	Sabo jedduɗo Bajjo oon jeydaaka e Baabiiwo. De mo semtaay inndude Bajjo oon fuu, ina jeyda e Baabiiwo. 
1JN.2.24	Wooɗi onon le, tinnee e ko nanɗon gilla arande ɗuum. Haala ka nanɗon gilla arande kaan, si ka woni e mooɗon fu, onon du on ngonan e Bajjo oon, on ngonan e Baabiiwo oon du. 
1JN.2.25	Wooɗi du, ko Almasiihu aadanii en ɗuum wo nguurndam nduumiiɗam.
1JN.2.26	Mi winndanii on ɗum dow yimɓe majjinooɓe on. 
1JN.2.27	De onon kaa, Ruuhu paaminoowo on goonga mo o hokki on oon, ina woni e mooɗon, hewtaay ko njanngineɗon. Sabo Ruuhu oon jannginta on huunde fuu. Wo goonga o jannginta on, wanaa fewre. Ndelle, ngonee e Almasiihu hono no Ruuhu muuɗum oon jannginiri on ni.
1JN.2.28	Joonin sukaaɓe am, keddee, ngonee e Almasiihu, faa ndaroɗen yeeso makko tawa eɗen ngoodi hoolaare, taa cemten nyannde gartol makko. 
1JN.2.29	Si on anndii Almasiihu wo ponnditiiɗo, tannyoree du golloowo ko fonnditii fuu wo ɓinngel Laamɗo.
1JN.3.1	Ndaaree no Laamɗo Baabiiwo foti yiɗirde en, faa noddirii en ɓiɓɓe muuɗum. Wo en ɓiɓɓe muuɗum jaati. Ko haɗi adunaaru ndu anndude en dey, ndu anndaa Baabiiwo. 
1JN.3.2	Sakiraaɓe am horsuɓe, joonin wo en ɓiɓɓe Laamɗo. Ko laatoytoɗen ɗuum, ɓanginaaka tafon. De eɗen anndi nde Almasiihu ɓangowi fu, en nanndan e muuɗum, sabo en nji'an mo kanko e hoore makko no o worri. 
1JN.3.3	Dekuɗo jikke muuɗum dow makko fuu, laaɓiniran hoore muuɗum no Almasiihu laaɓiri ni.
1JN.3.4	Golluɗo ko boni fuu, luttii jamirooje Laamɗo. Sabo gollude ko boni wo luttude jamirooje. 
1JN.3.5	Oɗon anndi Almasiihu ɓangirii faa itta hakkeeji. Kam kaa, hakkeeji ngalaa e muuɗum. 
1JN.3.6	Gonɗo e makko fuu, heddataako ley hakkeeji. Keddiiɗo ley hakke fuu, yi'aay mo, anndaa mo.
1JN.3.7	Sukaaɓe am, taa fay gooto majjina on! Golloowo ko fonnditii wo ponnditiiɗo, hono no Almasiihu worri wo ponnditiiɗo ni. 
1JN.3.8	Kaa luttoowo wo neɗɗo Ibiliisa, sabo Ibiliisa wo luttoowo gilla e fuɗɗoode. Saabe majjum Ɓii Laamɗo oon wardi faa halka golle Ibiliisa. 
1JN.3.9	Laatiiɗo ɓii Laamɗo fuu heddataako e luttude, sabo aawdi Laamɗo ina woni e muuɗum. Joomum waawaa heddaade e luttude, sabo wo ɓii Laamɗo. 
1JN.3.10	Inan ko hollata ɓiɓɓe Laamɗo e ɓiɓɓe Ibiliisa: mo gollataa ko fonnditii fuu, wanaa neɗɗo Laamɗo. Mo yiɗaa sakiraaɓe muuɗum du, hono noon worri.
1JN.3.11	Inan kabaaru mo nanɗon gilla arande oon: njiɗunduren. 
1JN.3.12	En kaanaa wa'ude hono Kayiinu jokkuɗo Ibiliisa bonɗo, baruɗo minyum oon. Ɗume waɗi de o wari ɗum? O wardii ɗum saabe golleeji makko wo bonɗi, de golleeji minyiiko ɗiin kaa wo lobbi. 
1JN.3.13	Ndelle sakiraaɓe, ko adunaaru ndu wanyi on ɗuum, taa ɗum haaynoo on. 
1JN.3.14	Ko njiɗuɗen sakiraaɓe meeɗen ɗuum hollii en en njaalake maayde, en naatii e nguurndam. Mo yiɗaa sakiike muuɗum fuu, heddake wo maayɗo. 
1JN.3.15	Neɗɗo fuu banyuɗo sakiike muuɗum na waɗa war-hoore. Oɗon anndi nguurndam nduumiiɗam walanaa gaɗoowo war-hoore.
1JN.3.16	Inan no anndirten ko woni njinngu: Almasiihu hokkitirii yonki muuɗum saabe meeɗen. Ndelle enen du, eɗen njeyi hokkitirde yonkiiji meeɗen saabe sakiraaɓe men. 
1JN.3.17	Si jogiiɗo jawdi yi'ii sakiike muuɗum na ɓillii de yurmaaki ɗum, noy njinngu Laamɗo waawri wonirde e muuɗum? 
1JN.3.18	Sukaaɓe am, taa njinngu meeɗen laatoo haala ɓola tan, ammaa njiɗiren golle e goonga. 
1JN.3.19+1JN.3.20	Nii anndirten wo e goonga ngonɗen. Nii du, si ɓerɗe men pelii en fu, en mbaaltinan ɗe yeeso Laamɗo, sabo Laamɗo ɓuri ɗe manngu, kanko woni annduɗo huunde fuu.
1JN.3.21	Ndelle sakiraaɓe am horsuɓe, sini ɓerɗe meeɗen pelaay en, en tawdete e hoolaare daraade yeeso Laamɗo. 
1JN.3.22	O hokkan en ko nyaagiɗen mo fuu, sabo en kaybii jamirooje makko, eɗen ngaɗa ko weli mo. 
1JN.3.23	Yamiroore makko wo goonɗinde Iisaa Almasiihu Ɓiyiiko oon, e yiɗundurde hono no o yamiri en ni. 
1JN.3.24	Kayboowo jamirooje Laamɗo fuu, ina woni e Laamɗo, Laamɗo du ina woni e muuɗum. Ruuhu mo o hokki en oon, kam anndinta en imo woni e meeɗen.
1JN.4.1	Sakiraaɓe am horsuɓe, waajotooɓe wi'ooɓe Ruuhu Laamɗo ina woni e muɓɓen, taa ngoonɗinee ɗum'en fuu, ammaa koron ɓe yalla Ruuhu Laamɗo jaati woni e maɓɓe naa wanaa. Sabo annabaaɓe fewreeɓe heewɓe caakake e adunaaru ndu. 
1JN.4.2	Inan no paamirton Ruuhu Laamɗo ina woni e goɗɗo: jaɓuɗo Iisaa Almasiihu warii laatake neɗɗo fuu, Ruuhu Laamɗo ina woni e muuɗum. 
1JN.4.3	Ammaa jedduɗo Iisaa fuu, Ruuhu Laamɗo walaa e muuɗum. Wo e ganyo-Almasiihu ƴuuri. Ganyo mo nanɗon ina wara oon ina woni ley adunaaru gilla joonin. 
1JN.4.4	Sukaaɓe am, onon le, wo on yimɓe Laamɗo, on njaalake annabaaɓe fewreeɓe ɓeen. Sabo Ruuhu Laamɗo gonɗo e mooɗon oon ɓuri gonɗo e adunaaru oon semmbe. 
1JN.4.5	Annabaaɓe fewreeɓe ɓeen wo adunankooɓe. Saabe majjum wo haalaaji adunaaru ɓe kaalata, adunaaru ndu ina hettindanoo ɓe. 
1JN.4.6	Enen le, wo en yimɓe Laamɗo, annduɗo Laamɗo fuu hettinanto en. Mo wanaa neɗɗo Laamɗo hettindantaako en. Nii cenndirten Ruuhu goonga e ruuhu majjere.
1JN.4.7	Sakiraaɓe am horsuɓe, njiɗunduren, sabo njinngu e Laamɗo ƴuuri. Mo njinngu woni e muuɗum fuu wo ɓii Laamɗo, ina anndi Laamɗo. 
1JN.4.8	Mo njinngu walaa e muuɗum oon anndaa Laamɗo, sabo Laamɗo wo njinngu. 
1JN.4.9	Inan no Laamɗo ɓangirani en njinngu muuɗum: o nuli Ɓiyiiko Bajjo ley adunaaru ndu faa keɓiren nguurndam saabe muuɗum.
1JN.4.10	Wanaa ko njiɗuɗen Laamɗo ɗuum anndinta en njinngu. Ko anndinta en njinngu dey, wo ko Laamɗo yiɗi en. O nulii Ɓiyiiko faa hokkitira yonki muuɗum faa hakkeeji meeɗen njaafee. 
1JN.4.11	Sakiraaɓe am horsuɓe, ko Laamɗo yiɗiri en nii ɗuum, enen du, eɗen njeyi yiɗundurde. 
1JN.4.12	Fay gooto yi'aay Laamɗo abada. Si en njiɗundurii fu, Laamɗo ina woni e meeɗen, katin du njinngu muuɗum hiɓɓii e meeɗen.
1JN.4.13	Noy paamirten eɗen ngoni e makko, kanko du imo woni e meeɗen? Wo ko o hokki en Ruuhu makko ɗuum paamirten. 
1JN.4.14	Minen e ko'e amin, min nji'ii Bajjo oon, miɗen ceedoo Baabiiwo oon nuli mo faa o hisina adunaaru ndu. 
1JN.4.15	Jaɓuɗo Iisaa wo Ɓii Laamɗo fuu, Laamɗo wonan e muuɗum, kam du wonan e Laamɗo. 
1JN.4.16	Enen du, eɗen anndi njinngu ngu Laamɗo yiɗi en, en koolake ngu. Laamɗo wo njinngu. Gonɗo ley njinngu fuu, e Laamɗo woni. Laamɗo du wonan e muuɗum. 
1JN.4.17	No Almasiihu wa'i ni, hono noon enen du laatoriɗen ley adunaaru ndu. Nii woni no njinngu nguun hiɓɓiri e meeɗen, faa ndaroroɗen hoolaare nyannde darngal. 
1JN.4.18	Kulol walaa ley njinngu. Ko woni dey, njinngu kiɓɓungu na itta kulol. Sabo kulol wo jukkungo doomi, katin du gonduɗo e kulol fuu, njinngu Laamɗo hiɓɓaay e muuɗum. 
1JN.4.19	Enen le, eɗen njiɗunduri sabo kanko artii yiɗude en. 
1JN.4.20	Si goɗɗo wi'ii, «miɗo yiɗi Laamɗo» de tawi ina wanyi sakiike muuɗum fu, wo penoowo. Sabo mo yiɗaay sakiike muuɗum mo yi'ata, waawaa yiɗude Laamɗo mo yi'aay. 
1JN.4.21	Jiɗɗo Laamɗo fuu yiɗa sakiike muuɗum du. Yamiroore ndee ɗo wo Almasiihu hokki en ɗum.
1JN.5.1	Goonɗinɗo Iisaa woni Almasiihu fuu laatake ɓii Laamɗo. Jiɗɗo saaraa fuu, yiɗan ɓiyum du. 
1JN.5.2	No anndirten eɗen njiɗi ɓiɓɓe Laamɗo dey, ko njiɗuɗen Laamɗo de njokkuɗen jamirooje muuɗum ɗuum. 
1JN.5.3	Sabo haybude jamirooje makko woni yiɗude mo. Jamirooje makko nganaa donngal, 
1JN.5.4	sabo laatiiɗo ɓii Laamɗo fuu jaaloto muuyɗe adunaaru. Wo goonɗinal meeɗen njaalortoɗen ɗe.
1JN.5.5	Moy jaalotoo adunaaru? Walaa fuu jaalotooɗo ndu si wanaa goonɗinɗo Iisaa woni Ɓii Laamɗo. 
1JN.5.6	Oon woni Iisaa Almasiihu garduɗo e ndiyam e ƴiiƴam. Wanaa e ndiyam tan o wardi. O wardii e ndiyam e ƴiiƴam fuu. Wo Ruuhu seedotoo ɗum, sabo Ruuhu oon woni goonga. 
1JN.5.7	Sabo kulle tati ina kolla Iisaa woni Almasiihu, 
1JN.5.8	ɗum woni Ruuhu e ndiyam e ƴiiƴam. Seedaaku majje oo du wo gooto. 
1JN.5.9	Eɗen njaɓa seedaaku yimɓe, ammaa seedaaku Laamɗo ɓuri semmbe. Sabo kangu woni ngu Laamɗo seedanii Ɓiyum oon. 
1JN.5.10	Goonɗinɗo Ɓii Laamɗo, heɓii seedaaku nguun e ley ɓernde muuɗum. Mo goonɗinaay Laamɗo waɗii Laamɗo wo penoowo, sabo jaɓaay seedaaku ngu Laamɗo haali haala Ɓiyum. 
1JN.5.11	Inan seedaaku nguun: Laamɗo hokkii en nguurndam nduumiiɗam, nguurndam ɗam ina woni e Ɓiyiiko oon. 
1JN.5.12	Jeydaaɗo e Ɓii Laamɗo fuu, heɓii nguurndam ɗam. Mo jeydaaka e muuɗum du, heɓaay ɗam.
1JN.5.13	Onon goonɗinɓe Ɓii Laamɗo ɓeen, mi winndanii on ɗum, faa tannyoron on keɓii nguurndam nduumiiɗam. 
1JN.5.14	Eɗen njogii hoolaare to makko: si en ndu'orake huunde haddi muuyɗe makko, o jaabanto en. 
1JN.5.15	Eɗen anndi en keɓii ko ndu'iɗen ɗuum, sabo eɗen anndi imo jaabanoo en du'aawuuji meeɗen.
1JN.5.16	Ndelle, si won jiiɗo sakiike muuɗum ina waɗa hakke mo waddantaa ɗum maayde, o nyaaganoo ɗum Laamɗo, Laamɗo du hokkan ɗum nguurndam. De na woodi hakke gaddoowo maayde. Mi wi'aay nyaagoroɗon saabe hakke oon. 
1JN.5.17	Oonyaare fuu wo hakke, de wanaa hakke fuu waddata maayde.
1JN.5.18	Eɗen anndi laatiiɗo ɓii Laamɗo fuu heddataako e hakkeeji, sabo Almasiihu Ɓii Laamɗo oon ina hayba neɗɗo oon, Bonɗo oon du meemataa mo.
1JN.5.19	Eɗen anndi wo en yimɓe Laamɗo, de adunaaru le fuu ina woni e maral Bonɗo oon.
1JN.5.20	Eɗen anndi Ɓii Laamɗo warii, hokkii en hakkillo ngo anndiren Deweteeɗo goongaajo oon. Joonin eɗen njeyaa e goongaajo oon, sabo eɗen ngoni e Ɓiyum Iisaa Almasiihu. Kanko woni Laamɗo goongaajo oon, kanko woni nguurndam nduumiiɗam.
1JN.5.21	Ɓikkoy am, ndeenee ko'e mooɗon e ɗowtanteeɓe woɓɓe.
2JN.1.1	Miin mawɗo kawrital goonɗinɓe winndi ɓataaki ki yaade to debbo mo Laamɗo suɓii.
2JN.1.2	saabe goonga gonɗo ley meeɗen, duumotooɗo e meeɗen faa abada oon. 
2JN.1.3	Laamɗo Baaba men e Iisaa Almasiihu Ɓiyum oon, njurmoto en, kokkan en moƴƴere e jam faa mbuurden e majjum ley goonga e njinngu.
2JN.1.4	Mi seyake sanne ko tawumi ɓiɓɓe maa woɓɓe ina njokka goonga, no Baabiiwo yamiri en ni. 
2JN.1.5	Joonin, debbo tedduɗo, miɗo ŋaare, njiɗunduren. Mi winndantaa ma ɗum hono wo ɗum yamiroore heyre, wo ɗum yamiroore nde keɓuɗen gilla fuɗɗoode. 
2JN.1.6	Ko woni njinngu dey, jokkude jamirooje Laamɗo. On nanii yamiroore nde gilla fuɗɗoode. Oɗon kaani jokkude nde no nanirɗon ni.
2JN.1.7	Sabo majjinooɓe heewɓe caakake e adunaaru ndu. Ɓe njaɓaay Iisaa Almasiihu warii laatake ɓii-Aadama. Gaaɗo no maɓɓe nii fuu wo majjinoowo, wo ganyo-Almasiihu. 
2JN.1.8	Kaybee ko'e mooɗon, taa ko min ngollani on ɗuum bona, faa keɓon mbarjaari kiɓɓundi. 
2JN.1.9	Sabo mo heddodaaki e laawol Almasiihu de ɓeydi ko jeyaaka e maggol fuu, jeydaaka e Laamɗo. Keddodiiɗo e maggol fuu ina jeyda e Baabiiwo e Bajjo. 
2JN.1.10	Si won garɗo to mooɗon ina waajoo ko waldaa e laawol ngol, taa njakkitee ɗum e ley galleeji mooɗon, taa fay njowton ɗum. 
2JN.1.11	Sabo jowtuɗo mo fuu hawtu e makko golleeji bonɗi.
2JN.1.12	Ko kaanumi haalande on ɗuum ina heewi, de mi yiɗaa winndande on ɗum fuu e ɗerewol. Ammaa miɗo yeloo warde to mooɗon, kaalden hunnduko e hunnduko, faa seyo meeɗen hiɓɓa.
2JN.1.13	Ɓiɓɓe sakiike maa debbo mo Laamɗo suɓii oon ina njowte.
