MAT.1.1	Abraham chapa Devid, ava Chapa Jisu Khrista ki charuwl Laaika. 
JAS.2.16	Naan ku mii khatti mhin inni, “Kdaaiji vang chbak, klum deekki am, apoi pa chso,” dida the thida, daksaa do kriin do khat lee mpurdon pik mabi, ava tak msit ka amda? 
JAS.2.17	Ava leiji krin kcha rukka mnong ma am mabi, mthina ngi kdiyou cha.
JAS.2.18	Pdainu ku mii khatti kthera, “Nangva rin chti neiva mnong ngi kdo tlot,” anong rek kma ado rin chaak ava mhai tdet, ungu nei rukva klamrin chaaka mnong ngi aju tdet ni. 
JAS.2.19	Isowr ra khdaat tdit ado rin chaak in; kṭha deekki ava ado tlot in. Tarnam rek daat rukva mdo rin chaak, ungu mṭit inni kunchun lam. 
JAS.2.20	Do ksi kma mii rek naan, mnong ktaakki krin cha ava mthei ktaak tdit naanni adee nuwm inna? 
JAS.2.21	Nenki npah in Abraham mi suwlbuwr tunni mchapa downda mpiik mpha thu ava mnong rekki mdo pandang pmemo? 
JAS.2.22	Krin cha ava mnong rek tu kilṭhi ngi kchet ve, ungu krin cha ava mnong rekki mdo purkhum tdit naanni ado dee in. 
JAS.2.23	Ungta Kchiir Laaika ava kindit, “Abraham mi Isowr rin chda, ungu ava rinkindit khatti mdolo pik,” dida mdo the ava kurkhum dok; ungu mma ava Isowr plap mdo dit. 
JAS.2.24	Mii ava mnong rekki mdo pindit pik, ungu mdo rin chaak daat pme tdit naanni ado dee in. 
JAS.2.25	Ungta anto lulu ngi ko ok kma Rahab ruk va, tamsii rek ava arlaang chthida, lam msik khat tha mdo sii ava mnong ngi mdo pindit pik pmemo? 
JAS.2.26	Mleija Pthla ktaak daksaa ava kdiyou kcha lulu, mnong ktaakki krincha rukka kdiyou.
JAS.3.1	Neiki ku u knao rek, naan mii knempokki chukpu rek kurthuwk maan, mleija kurchuk nen ava hin klin ungu kparsa langlang ngi kekṭewl ra tdit ado dee in. 
JAS.3.2	Mleija nen nkheng inni do knempok tparma lu in, ungu ku mii khatti mpau na thu mparma liit mabi, mma ava kinreel miilai khat kurthuwkka, mdaksaa mkheng rukka kukjowng pchaang ra. 
JAS.3.3	Nen mido tupṭoi nraan nenni skowl ner rii happi nner inna nipṭen inbi, nenni ndaksaa mkheng ruk tu howl ra. 
JAS.3.4	Arkuwng pii rek ruk mhai sut pik chaan; kling langlang ungu kheel siiki tchang kraang ngi juwn daat joso nareeng kdil suwnni kuhowl mii ava ngi mdo howl nuwmna tha mdo howl. 
JAS.3.5	Anto lulu ngi plei ava daksaa thungki msing kdilsuwn, ungu klin klin do napal mdo tlot. Paam klinpa ava meiṭai suwnni mdo thlaar kre.
JAS.3.6	Ungta plei ava mei lulu. Nen nthungki msing khat plei ava ngi rinkindit kma dultipaam thu kṭha kma ṭoujouda, rinkhu mkheng nga meiji ṭuwngda sim meiji kṭuwng cha. 
JAS.3.7	Mleija nowmsaa, plung ngi kundowt, truwn thungki mdo seem msik msikki do puwa ava tipmeeng pchaang da, ungu ava dultimii ngi mdo tipmeen. 
JAS.3.8	Pdainu dultimii ku mii khat lee ngi plei ava tipmeeng pchaangme. Karnga liit kma kṭha kma khat, kdiyou kruw ngi kdim kcha. 
JAS.3.9	Ava ngi nenni Mukpu ungu Npah panpaak in minnu, ungu ava ngi nenni Isowr arling klou mii ava pauhur tbuk naan. 
JAS.3.10	Ner khdaat thungki phowl kṭha leh pauhur kthuwkve. Neiki ku u knao rek, hava anto liit rang pme. 
JAS.3.11	Diitlaang kphul khdaat thu dii kthlum leh kakha kphulve kromo? 
JAS.3.12	Nei ku u knao rek, kduwt ding leen kruwn kchui mdit mata rik rou leen kduwt kchui rang mo? Ptih dii thu dii kṭha kthuwk pchaang pme.
JAS.3.13	Naan arlakki ksing ungu kdei pandi ku ka am in ptida? Lousing ki plung kparneem mi mma nong ava kṭha rinkhu ava ngi atidet chso. 
JAS.3.14	Pdainu naan plungril thu kakha kheithe ungu mdaksaa kparning ma ambi, napal tlot na maan ungu kindit tunni pleinei maan. 
JAS.3.15	Havalu lousing nga tun knungki arjung kṭum ava pme pdainu dultipaam pthla ktongki, dijabowl hinki. 
JAS.3.16	Mleija kheithe leh daksaa kparning amna thungva kar mak vevu ungu kṭha kma nong ktlo khim khai ka amlu. 
JAS.3.17	Pdainu tun knungki lousing ava ru kri ngi Kchiir, au dilli kdaai, plung kparneem, mlei ko ol, wonsat knei leh kṭha theiji kdim, plung chel karche mdit mata plung ktobor ame. 
JAS.3.18	Ungta rinkindit thei ava kapdaai rek dovar kdaai ava.
JAS.4.1	Ava ngi naan arlakki kar ai kalrai rawl kurdu mdo thuwṭhi pme mo? Naan thungki msing rek ava ngi rawl karnaak ṭhira ngei maanti mo? 
JAS.4.2	Naanni kdung ngi ado ngei in ungu thloi maanti; ava leiji naanni mii ado eayo in. Ungta naanni khei ado the naan pdainu phang chmaan ti, ava leiji naanni kar ea ṭhiin ti rawl ado karnaak ṭhiin. Naanni thloi maanti, mleija ṭhil chmaan ti. 
JAS.4.3	Naanni aṭhil chaak in ungu arlaang chmaan ti, mleija naanni ado kinthlet loi raan kar makki ado ṭhil chaak in. 
JAS.4.4	Trin chaak kurhui kma mdo seem miirek! Dultipaam plap kurthuw ṭhi ava Isowr kipteng tdit dei maan timo? Ava ngi mlei kurthuwk da ku mii khatti dultipaam plap mkurthut ṭhi nuwmbi, mdaksaa ava Isowr kipteng mpurthuw a. 
JAS.4.5	Mdit mata “Nen nthung ngi ka am Mma ngi mdo seem Pthla ava kdung kheithe nda,” dida Kchiir Laaika ngi mdo the ava do ksi kma naanva abin inmo? 
JAS.4.6	Pdainu Mma ngi kheel setti mipii inda; ava ngi mlei kurthuwkda Laaika ngi theda, “Isowr ri kpohok rek ava mat da, pdainu plung kdowng rekka plungnee pii chlamda. 
JAS.4.7	Ava leiji Isowr kurdu ngi naan adaksaan na karpii chaan. Dijabowlli amat indon ungu naan hinki kchen chra. 
JAS.4.8	Isowr hintha nai chaan ungu Mma ngi naan hin aknai pik chraan. Pnu kirvei rek naan, akhut in apartleu chaan, ungu plung kunṭhuwn ni am maan, aplungril in apchiir chaan. 
JAS.4.9	Kdung kja ngi ungu kurnung karbaang inra ṭap in. Naan apnii inna kurnung karbaang tha ungu akanpat inna aplung in jiinna ktong thang ra. 
JAS.4.10	Naan adaksaan ava Mukpu maiṭhuwm mi plung kdowng ngi am in ungta Mma ngi akikhiing chraan.
JAS.4.11	Ku u knao rek, khat ti khat mraal kpii ngi kṭha kma pau karthe nmaan. Mu u mnao mraal kpii ngi kṭha kma pau kthe, mdit mata mu u mnao kekṭewl, Nowlam mraal kpii ngi kṭha kma pau kthe ngi Nowlam kṭewl maan. Pdainu naanni Nowlam akṭewl inbi, naanna Nowlam kupṭoi kurthuwk maanti, pdainu kekṭewl miilai khat in pti. 
JAS.4.12	Kaktlan ungta ke eakrep kapchaang Mma ava Nowlam kpii ungu kekṭewl khdaat kurthuwk. Pdainu mveen kekṭewl nah ku pti da?
JAS.4.13	“Snii mdit mata pduk nii ngi nenni khuwpii hava thu chet in chera ava tha kum khat am in che, tphaak chaak raan sumdowl lou inche,” dida kthe naanna tun tunni arvaan. 
JAS.4.14	Pduk niiva tak kthuwk rang tdit naanni dei chmaan ti. Naan arinkhu inna talu da? Mleija naanna mpha mruk tummi kandang thida kmawng kcha mnil ava in pti. 
JAS.4.15	Ava kchang nga, “Mukpu poibin mkurthutta, nenni ring in min don hava mdit mata ava tatlot ra,” dida naanni ado the raan. 
JAS.4.16	Pdainu tunva naanni kpohok ungu kparlin nong atlot inna. Hantolu hep daat kparlin ktlo mkheng ava kṭha pme. 
JAS.4.17	Ku mii khatti mkindit dei chda, ungu ktlo kma mma ava pnu.
JAS.5.1	Tun tunni arvaan, suwang rek naan, atun thaanni kthleng slii kja kakham tummi ṭap chaan ungu owng in. 
JAS.5.2	Naan suwanthuw ava kṭop kcha a, ungu ado ana inna ngeetti mupṭum thutta. 
JAS.5.3	Naanki jeering ungta jeering kpowl ava tampei kakaak kcha a, ungu tampei ava ngi naanki sakhi kurthuwk ra ungu mei lulu ngi naan adaksaan kchaara. Mṭut na nit rek tummi naanni alrou apurtuwl inna. 
JAS.5.4	Asuw in, naan bil thu bil knum rek arda man, naanni ado kardowl daak rekki owng lamda; ungu kakhau rek own ava mpunpa ngi Mukpu knaa kthlung nga. 
JAS.5.5	Naanni dultipaam thu arthlu arle ungu kngei ning kthlung ngi ka am in pti; mdo suryo nra nit khat kira aplung inna apmer inna. 
JAS.5.6	Naanni rinkindit mii ava mraal pii inti, te eayo ruk ado eayo in; mmaanva amat inme.
JAS.5.7	Ava leiji, ku u knao rek, Mukpu murjun du khim khaiji adiil dei chaan. Asuw in, mman klu langlang dultimii leen kpanma ungu kukto ngi khuw mrat du khim khai bil knum mii ngi khaang da mdo ardat chaak. 
JAS.5.8	Naan rukva adiil dei chaan. Aplungril in apṭhang chaan, mleija Mukpu arjun nrang nga knai tekka. 
JAS.5.9	Ku u knao rek, naanna ado tekṭewl ma nraan khat leh khat kurnur maan; asuw in, kekṭewl ava thurngot bulli krip daatta. 
JAS.5.10	Ku u knao rek, Mukpu miing ngi khulpu rekki kja kakham mdo diil in ava lulu kurthuwk in. 
JAS.5.11	Asuw in, knetti kakhaang rek ava neenva kanpa kdo dit lu in. Naanni Job do khaang ava ado aryaak dok in, ungta Mukpu wonsat lo ungu wonsat knei Mukpu ki mṭut na nit ava naanni ado dee in.
JAS.5.12	Pdainu ku u knao rek, hava mkheng tun, parwaan mdit mata dulti mata ktlok miing kthamda paureel maan, pdainu ado tekṭewl ma nraan, naanni ong ngi ado dit raan ava ong ngi adi in, eme ado dit raan ava eme adi in.
JAS.5.13	Naan arlakki kja kakham ku mii khat ka ammo? Mma ngi aṭhil chso. Kanpa ku mii khat ka ammo? Mma ngi kanpa laa atheso. 
JAS.5.14	Naan arlakki kukoi ku mii khat ka ammo? Mma ngi Rinlop ki kver rek a ownso ungu mmaanni mma tumra Mukpu miing ngi thao apbul lam sora, aṭhil pik lamso. 
JAS.5.15	Ungta krin cha rek do ṭhil pikki kukoi miilai ava kaktlan chra, ungu Mukpu ngi kpardel prip pik chra; ungta mma ngi pnu marve bi, Mma ngi kuptlot pik chra. 
JAS.5.16	Ava leiji, naanni adam chaak nraan, khatti khat hin apnu ton in athe thuw in, ungu khat leh khat tummi karṭhil pik in. Rinkindit miilai khat do ṭhil ava kheel li ruktang ngi nong mdo tlot. 
JAS.5.17	Elijah ava nen ndaksaan kat heppi dulti miilai khat, ungta khuw mrat ma nra plung klutti mma ngi ṭhil chda, ungu kum kdum thla truk lik thu dultipaam thu khuw rame. 
JAS.5.18	Audilli mma ngi ṭhil nowlda ungbi parwaan ki khuw prat pik chda, ungta dultipaam ava ngi chasowm arkun chda.
JAS.5.19	Neiki ku u knao rek, naan arlakki ku mii khatti kindit thu mparvai chaak ungu ku mii khatti atiṭhi pinlet inta, 
JAS.5.20	mlam ṭoi rang thungki parvai da kar makki ka am kcha, pnu kirvei khat arvan kṭhi pinle mma ava kdiyou dok thungki mraothla kaktlan pik chra ungta mupnu ton knempok ava kupkhum pik chra tdit mma ngi adeiso.
1PE.1.1	Jisu Khrista ki kenyee khat Pitor ri, Pontas thu, Galatia thu, Kapadosia thu, Asia thu, ungu Bethania thung ngi ṭhek kinṭheu tir da paam suwkki ka am rek, 
1PE.1.2	Chodu reeppi Kpah Isowr ri kcholda ungu Jisu Khrista pauthe mdo pṭoi nraan Pthla do tpinchel dok ungta Mma hii kthuwk ava ngi mdo alṭhut dok rek hintha: Plungnee leh kdaai naan athung ngi dim chso.
1PE.1.3	Nenki Mukpu Jisu Khrista ki Mpah Isowr ava panpaak chaan che! Mma wonsat klin langlang ngi kdiyou dok thungki Jisu Khrista kring karheel thu kring kbin changi nnenna renni kṭou cha, 
1PE.1.4	Ungta kmawng kmara, kbuwr liit kma, kchuwl kma naan atumra Parwaan tha mdo arkhiik, alrou ava tphaak chaak nraan lei. 
1PE.1.5	Mṭut na nit ki mpha thu Isowr rutanni kandang ra mdo purchuwl dok nen tkirliin chaak nra kring thu ado tseel psuk pik in. 
1PE.1.6	Mpha mruk tummi tun tun naanni kja kakham knempok parteel daat jown tiva, hava thu naanna kanpa kcha in pti. 
1PE.1.7	Ava leiji naan do rin chaak plung klut ava meiji pirsin na joso kmawng chra mman klu jeering kheel dekki Jisu Khrista kpurphuwng thu kpanpaak ungu mlaarknei ungta kakjat pik mkurthut nra ado tpirsin naan. 
1PE.1.8	Mma ava naanni kdei liit kma wonsat lo chaan tinu, tun tunni naanni dei cha mjownti, Mma ava rin chaan tinu kanpa kcha in pti, ungu kheel siingi kanpa chnaan di. 
1PE.1.9	Naan do rin chaakki araothla in kirliing ado phaak chaak in.
1PE.1.10	Kirliing hava mlei thu naan ado rangki kurthuwk plungnee ava pau kphuwng khulpu rekki mdo thlaam in. 
1PE.1.11	Khrista ngi kja mdo parteel ava kthe thuw ungu dil thang ki laarnee mdo phaak ra ava mmaan thu ka am Khrista ki Pthla ngi mdo the pik dok lam ava tak hep kdu mii mdit mata talu mpha thung rang kdingi thlaam lamda. 
1PE.1.12	Tditta mmaanni mdaksaan sok lou lamme, pdainu naan tumra mmaan hin pandang da, Parwaan ki mdo arjuk sii Pthla Kchiir rekki naan hin kṭha paumin kparyaam mmaan ava tun tun naan hinni atithe pik inna, hava do ava Waan tamsii rek rukva kdung mdo dee nuwm chaak in.
1PE.1.13	Ava leiji, aplungril in apnet chaan; kle apjaang in, Jisu Khrista mkurphuwn thu naan hin kthleng plungnee tun kdung kbin cha ngi plung athii chaan. 
1PE.1.14	Kthe kupṭoi kmo rek lulu, chodu ngi adee pandit chaak maan thu a am in lulu ngi am maan. 
1PE.1.15	Pdainu naan aku own kchaan Mma Mchiir lulu ngi, naan adaksaan rukka ache atlown nraan, mkheng thu chiir in. 
1PE.1.16	Mleija Laaika thu kjit da, “Kchiir ri am in, mleija Neia Kchiir ping.” 
1PE.1.17	Ungta ksan ksui ktaakki mii pum ktaiji mnong tlot dil kṭoiji kekṭewl Mma ava naanni Apah adit inbi, naan adaksaan ava paam suwkki a am in mpha thu kṭi ngi am in. 
1PE.1.18	Jeering kpowl mdit mata kmawng chra do kma, naan apah le thungki ado phaak chaak in do ksi kma rinkhu ava thungki in pti. 
1PE.1.19	Pdainu tupsul na ktaak mdit mata kbii ktaak Jaonao khat lulu ngi, Khrista ki hii mman klu langlang ngi ado tren dok in. 
1PE.1.20	Mma ava dultipaam mpunchoi du liitti mdo kchol dok ksa, pdainu naan tumra mpha mṭut na thang ngi mdo pandan. 
1PE.1.21	Naan do rin chaak leh ado bin chaak in ava Isowr hin mkurthut nra, kdiyou dok thungki pring pinle da, Mhin ni laarnee pii chda, Mma thu naanni Isowr hin plung knet cha in pti.
1PE.1.22	Naan ki a u anao rek in ava kdung wonsat klo cha ngi araothla in ava kindit kthe kupṭoiji apartleu chaan. 
1PE.1.23	Kmawng chrangki muh kma pdainu kmawng liit kma rangki muh ngi kring ungta kakbaang thlit daat Isowr ki pauna ngi naanna ren ṭouvi kṭou kcha in pti.
1PE.1.24	Mleija,
1PE.1.24	“Daksaa mkheng nga nowm lulu,
1PE.1.24	ungta mlaarnee mkheng nga nowm paar lulu.
1PE.1.24	Nowm ava kpurvui cha,
1PE.1.24	ungu mreipaar ava kṭuh cha,
1PE.1.25	pdainu Mukpu pauna ava ṭuwnai me.”
1PE.1.25	Naan hinki kṭha paumin karyaam ava hava.
1PE.2.1	Ava leiji mii ngi khu siir mdo parthit nrangki mkheng ungta naan ki aṭhat nmaan mkheng ungu plung klut kma, kheithe, titi pau ksaam mkheng ama pthii dok in. 
1PE.2.2	Ren thokki kṭou ro nao kdowng heppi naanni kirliing ado phaak chaak nraan, Pthla ktongki arnuw dii anee in. 
1PE.2.3	Mleija Mukpuki wonsat ava naanni ado partem dok in.
1PE.2.4	Mii rekva mdo pthlei pdainu Isowr mik sut na thu mman klu langlang ngi mdo kchol lung ava hin arvaan. 
1PE.2.5	Ungta Jisu Khrista thu Isowr dolo kro, Pthla ktongki tlaai down ni ado tdown nraan, naan adaksaan rukka hava kring lung heppi, Pthla ktong ki inn ksa kurthuwk in.
1PE.2.6	Mleija Laaika thu theda, “Asuw in,
1PE.2.6	Siyon thu mdo kchol dok mman klu langlang,
1PE.2.6	markil ki lung khat Neiji kphun na,
1PE.2.6	ungu Mma krin cha mii ava ningkja du nime.”
1PE.2.7	Ava leiji, mman klu langlang Mma ava naanni arin chaan, pdainu krin cha kma rek tumva,
1PE.2.7	“Inn ksa pangi mdo pthlei lung ava katti,
1PE.2.7	markil ki kcho ril kurthuwkka.”
1PE.2.8	Ungta
1PE.2.8	“Lung khat ava mii rek khu siir parthit na,
1PE.2.8	Lungpii ava mtluk chaak naan ra;”
1PE.2.8	mleija mmaanni pauna ava ning mdo pu ui maan leiji khusiir kparthi ava mmaan tum kat ra dida mdo purtum.
1PE.2.9	Pdainu naanna kjiingnu thungki kheel siiki mar awng tha ado to own dok in, tditta Mma ngi tngana nong rek mdo tlot ava kthethuw ra, mdo kchol dok chati, kruwng khatki thiimpu ra, kchiir chati rek leh Isowr miirek rangki in pti. 
1PE.2.10	Mpha khat thungva naanna mii pmaan ti pdainu tunva Isowr miirek in pti; mpha khat thungva naanni wonsat arlaang chmaan ti pdainu tunva naanni wonsat ado arlaan chaak in.
1PE.2.11	Kwonsat lo rek, naanki raothla rawl ado karnaak ṭhiin daksaa do ngei thungki ado ser nraan, mal rek leh paamsuwk rek lulu ngi neiji akaktham chaak inna. 
1PE.2.12	Kar mak nong ktlo rek dida kaplaal li mmaanni mpau ma nraan ktlok chati rek arlakki naanki kṭha nong mmaanni deida kvel nit thu Isowr kpanpaak mkurthut nraan kṭha ngi echet tlowng in.
1PE.2.13	Mukpu tummi dultimii nopa khim khai ava kurdu ngi am in, kinreel siiki paam kpu hin, 
1PE.2.14	mdit mata kar mak ktlo rek mraal kpii ra paam kpu rek hin ruk va atlo in, ungu kindit nong ktlo mii apanpaak in. 
1PE.2.15	Mleija kṭha deekki ado tlot in ava ngi ka aak mii rek do dee pandit ma ava rim kdi kthii pthii ava Isowr poibin. 
1PE.2.16	Kintek mii rek lulu ngi am in, anto daat joso naan akinte chaak in ava kṭha kma ado khum nraan heppi sinton maan; pdainu Isowr sra owr rek heppi am in. 
1PE.2.17	Mii mkheng akjat chaan. A u anao in kthuwk ava wonsat alo in. Isowr aṭi chaan. Paam kpu ak kjat in.
1PE.2.18	Sra owr rek, naanki plung ṭhat leh plung down ava daat kma pdainu kdung ado diil in rukva, kak kjat mkheng tu kilṭhi ngi naanki kpu rek kurdu ngi am in. 
1PE.2.19	Mleija Isowr dobin mkurthut leiji, kindit kma ki kja kakham parteel da, kdiil cha mii ava mdo rot pik. 
1PE.2.20	Mleija naanni kar mak nong ado tlot lei inni ado tbun in ava akhaan chaak innu, ava tak ksi rang da? Pdainu naanni kindit tloda ungu ava leiji kja kakham parteel da, kdung adiil chaak inbi, naanna Isowr do rot pik ava in pti. 
1PE.2.21	Mleija hava kpha thu aju own chaan da, tditta naanni Mma khunee ado ṭoi chaak nraan, naan akurchu chaak nraan ado tmaak pik in, mleija naan tummi Khrista rukva kja kakham mdo parteel. 
1PE.2.22	Mma ava pnu tla me; mner thu kar mak pau khat lee thuwk me. 
1PE.2.23	Mma ava mrai chaak in mpha thu, Mma va rai purthul me; Mma ngi kja kakham mphaak thu, pṭit lamme; pdainu kindit deekki kekṭewl Mma hin lam mdo rin chaak. 
1PE.2.24	Nenni pnu ktongtha diyou da rinkindit ktong tha kring tkurthut chaak nraan, ding leen Mma mdaksaa katti, nenki pnu mihur pik inda. Mma kchung kbii ngi naanna kdam ado phaak chaak in. 
1PE.2.25	Mleija naanna Jao lulu ngi kparvai kcha in pti, pdainu tunva Jao krung ungu naanki raothla rek kseel Mma hin kinle kcha in pti.
1PE.3.1	Anto lulu ngi numei rek, naanki innpu kurdu ngi am in, tditta ku mii khat mursonni pauna kupṭoi kma kurthuwk daat lam joso, mmaanki numei lamchet ṭhatti, pauna ktaak liitti, 
1PE.3.2	mmaanni naan no ṭhat ungu lamchet kṭha mdee in mpha thu kpha kcha kurthuwk lamra. 
1PE.3.3	Naanna mduwn ni kirsim sam keher, jeering ngi kirsim, ungu dona mman klu hiil naa maan. 
1PE.3.4	Pdainu plung ngi kurdowl miilai plung kparneem ungta Pthla ngi kdaai kmawng liit kmara ava ngi kirsim chaan, ava Isowr do sut na thu mman klu. 
1PE.3.5	Chodu ngi plung klut snu rekki anto kirsim lamda mmaanki innpu rek kurdu ngi ka am lam. 
1PE.3.6	Anto lulu ngi Sarah ngi Abraham do the pṭoida, mhin Mukpu kdingi mdo own chaak. Ungta naanni kindit tlo da do khat lee ngi atipṭit maanbi, tunva naanna mma naole in pti.
1PE.3.7	Anto lulu ngi innpu rek, naanki numei ava kapchaang chlang lang pme kdingi kak kjat pik cha tu kilṭhi ngi am in, mleija naanna rinkhu plungnee ki charuwl rek mdo punlom dok in pti. Tditta naan do ṭhil ava mdo pkhaan ma nra, naanki numei rek kbin pikki am in.
1PE.3.8	Mṭut na rel tha naan akheng inni Pthla ki plung khdaat, plung kinṭim, mu u mnao wonsat klo, plung kparneem, ungta plung kdowng ngi am in. 
1PE.3.9	Kṭha kma tummi kṭha kma pinle maan, mdit mata krai tummi rai pinle maan; pdainu ava kchang nga phowl kṭha apii chaan, mleija naanni phowl kṭha ado phaak chaak nraan hava tummi naanna ado tu own dok in.
1PE.3.10	Mleija,
1PE.3.10	“Rinkhu wonsat klo ungu,
1PE.3.10	kṭha nit rek kdei cha nuwm mii ava,
1PE.3.10	kṭha kma thu plei knei ungta,
1PE.3.10	kṭha kma pau mdo the nrang thungki mner arkhii chso.
1PE.3.11	Mma ngi kṭha kma thungki kinle sora ungu kindit atlo chso;
1PE.3.11	mma ngi kdaai athlaam sora mdu suk asomchso.
1PE.3.12	Mleija Mukpu mikka rinkindit rek leen ka am,
1PE.3.12	ungu maknaa ava mmaan do ṭhil chaak thu kparvang.
1PE.3.12	Pdainu Mukpu ngi kṭha kma ktlo rekka mraal mdo piik.”
1PE.3.13	Naanni kindit chang kaptlaak akurthut innu, tunva naan sul akpurnul raanna ku rang da? 
1PE.3.14	Pdainu rinkindit leiji naanni kja kakham aparteel inbi, suwkṭha kurthuwk naan. Mmaan ava ṭi chmaan mdit mata plung pja maan. 
1PE.3.15	Pdainu naan plung ril thu Khrista ava Mukpu kdingi ak kjat chaan. Naan thu ka am kbin kcha leiji akikhewl in mii pum ktai ado arthaan pik nraan mpha ktai thu apurchuwl chaan, anto daat joso plung kdowng plung kparneemmi atlo in. 
1PE.3.16	Khrista thu naan alam chet in kṭha ava do ksi kma thleer ri ajowm chaan da akrai kchaan ma am mpha thu ningkja mdo phaak chaak nraan, naan plung bin ava kindit deekki arkhii chaan. 
1PE.3.17	Mleija Isowr poibin mkurthut bi, naanni kar mak nong ktlo thu kja kakham ado parteel in kchang nga kindit nong ktlo thu kja kakham ado phaak inni kṭha siira. 
1PE.3.18	Mleija Isowr hin mido tiṭhi chaak nraan, rinkindit kma rek tummi, rinkidit deek Khrista ava rukka mii mkhengki pnu tummi vei khat pang thu mi diyo pik inda, daksaa ngi Mma ava diyou da, pdainu Pthla dil kṭoiji ring karheel da. 
1PE.3.19	Mma Pthla ava ngi chet da rowng inn thu ka am pthla rek hin pau paryaam da. 
1PE.3.20	Noha nit rek thu arkuwngpii msak slii thu Isowr ri kdung diil da mardat mpha thu, pthla rek ava ngi pṭoi lamme; ava thu ktlowm suwn tditta miilai tret rek daat dii thungki ktlan pik lamda. 
1PE.3.21	Baptis ktlo hava ngi arthawng purlup da, tunva naanna ado taktlan pik dok in, daksaa tun ki ktobor tuknuwl pthii lulu pme, pdainu Jisu Khrista rin karheel thu, Isowr plung kindit chel ava ngi theda, 
1PE.3.22	Mma ava Parwaan tha hungkal da Isowr khut chang ktong tha ka am, Waan tamsii rek, Pthla ktong ki rutan kthloi rekka Mma tingi ka am.
1PE.4.1	Ava leiji, Khrista ngi daksaa thu kja kakham mdo phaak leiji naan adaksaan ruk va ava poibin heppi ru alou chaan, mleija daksaa thu kja kakham kpha kcha rek mii ava pnu thungki mdo down dok. 
1PE.4.2	Ava leiji arinkhu in ka am daat ava thu daksaa ktongtha dulti mii do ngei thu a am nowl ma nraan pdainu Isowr plungbin thu a am nraan lei. 
1PE.4.3	Kṭha kma ktlo, daksaa do ngei, kdiil dei kma, ju kipri, lamchet kapta, lop loppi ju knee, nowlam ktaak khut do sak pthla luw kbuk, hava ktlo ngi ktlok chati do ngei thu mpha ado pve dok inna kukhoppa. 
1PE.4.4	Naanni anto lulu ngi karleu nong thu pop adolo maan leiji mmaanna kngak kcha lamma, ungu khei atithe naanna. 
1PE.4.5	Pdainu mmaanni kdiyou leh kring kekṭewl Mma hinni mlei kpii lamra. 
1PE.4.6	Mleija hava leiji daksaa thu mii rek heppi kṭewl daat joso, Isowr hep daat Pthla thu mmaanni mdo rin chaak nraan, kṭha paumin ava kdiyou miirek hin rukva mdo paryaam pik.
1PE.4.7	Do mkheng ṭut nra ava knai tekka; ava ngi mlei kurthuwk da kilring chaan, ungu kṭhil cha thu plung knetti am in. 
1PE.4.8	Mkheng tuwn ni ka am khat leh khat wonsat kurlo thu leek daak maan, mleija wonsatti pnu knempok mdo pkhum. 
1PE.4.9	Knur liit kma khat leh khat kurkowl dei chaan. 
1PE.4.10	Mii pum ktaiji chla khat karlaang kcha lulu ngi, Isowr ki msik msikki plungnee kṭha vai klou heppi khat leh khat hin mnong karpii chaan. 
1PE.4.11	Ku mii khatti pau mthe ta, Isowr pau ksaam lulu ngi asaam so; sok klou ku mii khat va, Isowr do purdon rutan ni sok klou lulu ngi alou chso; tditta do khim khai thu Isowr ava Jisu Khrista thu mdo panpaak nrang lei kurthuwk. Mma hin kṭuw knai kma ki laarnee ungta rutan ava ka am. Amen.
1PE.4.12	Kwonsat lo rek, naan tuwn ni kpirsin ni kthleng meikṭuwng ava kngak reenni msik khat lik lik do khat kthuwk heppi karbin maan. 
1PE.4.13	Pdainu Mma ngi laarnee mkandan mpha thu naan ruk kdung ngi kanpa ungu akanpat chaak nraan, Khrista jat kham kphaak ṭhi ngi kdung kanpa chaan. 
1PE.4.14	Khrista miing leiji akrai kcha in ma ambi, naanna asuwnkṭha, mleija laarnee ki Pthla leh Isowr ava naan tunni ka am. 
1PE.4.15	Pdainu naan ku mii khat lee ngi mi ke eayou, mdit mata kup pru, mata kar mak ktlo, mdit mata miipau na thu mlei ktaak liitti kpau thu kja pha chmaan. 
1PE.4.16	Anto daat joso ku mii khatti Khristen khat heppi kja kakham mphaak chaak bi, mma ngi mning pjak mso, pdainu miing ava tingi Isowr apanpaak chso. 
1PE.4.17	Mleija Isowr phungka thu kekṭewl mdo pṭhun nrangki mpha ava kveija; ungta ava nen nthung ngi mupṭhunbi, Isowr ki kṭha paumin kleek rek ṭut chaak nrang nga talu rang da?
1PE.4.18	Laaika ngi theda,
1PE.4.18	“Rinkindit miilai ava,
1PE.4.18	kparsa langlang ngi kaktlan pik mkurthuttu,
1PE.4.18	rinkindit kma rek leh pnu kirvei rekka tva tha kandang rang da?”
1PE.4.19	Ava leiji, Isowr plungbin dil kṭoiji kja kakham kdiil rekki trin chaak kurhui mido tapṭhan pik in ava ktongtha kindit nong ktlo ngi raothla rek ksil na lamra.
1PE.5.1	Ava leiji kver mdo kurthut ṭhi ungta Khrista jat kham sakhi kuhur kandang rangki laarnee ruk mtum ka am kphaak ṭhi naan arlakki ka am kver rek ava neiji kuk kso chaak lamma. 
