GEN.1.1	La început
ISA.60.9	Căci
ISA.60.10	Străinii
ISA.60.11	Porţile tale vor
ISA.60.12	Căci
ISA.60.13	Slava
ISA.60.14	Fiii asupritorilor tăi vor veni plecaţi înaintea ta și toţi cei ce te dispreţuiau se
ISA.60.15	De unde erai părăsită și urâtă și nimeni nu trecea prin tine, te voi face o podoabă veșnică, o pricină de bucurie pentru oameni din neam în neam. 
ISA.60.16	Vei suge
ISA.60.17	În loc de aramă, voi aduce aur; în loc de fier, voi aduce argint; în loc de lemn, aramă și în loc de pietre, fier. Voi face ca pacea să domnească peste tine și să stăpânească dreptatea. 
ISA.60.18	Nu se va mai auzi vorbindu-se de silnicie în ţara ta, nici de pustiire și prăpăd în ţinutul tău, ci vei numi zidurile
ISA.60.19	Nu soarele îţi va
ISA.60.20	Soarele
ISA.60.21	Nu vor mai fi decât oameni neprihăniţi în poporul
ISA.60.22	Cel
ISA.61.1	„Duhul
ISA.61.2	să
ISA.61.3	să dau celor întristaţi din Sion, să le
ISA.61.4	Ei vor zidi iarăși
ISA.61.5	Străinii
ISA.61.6	Dar
ISA.61.7	În
ISA.61.8	„Căci Eu
ISA.61.9	Sămânţa lor va fi cunoscută între neamuri și urmașii lor, printre popoare; toţi cei ce-i vor vedea vor cunoaște că
ISA.61.10	Mă
ISA.61.11	Căci, după cum pământul face să răsară lăstarul lui și după cum o grădină face să încolţească semănăturile ei, așa va face Domnul Dumnezeu să răsară mântuirea
ISA.62.1	De dragostea Sionului nu voi tăcea, de dragostea Ierusalimului nu voi înceta, până nu se va arăta mântuirea lui, lumina soarelui și izbăvirea lui, ca o făclie care s-aprinde. 
ISA.62.2	Atunci neamurile vor vedea
ISA.62.3	Vei fi o cunună
ISA.62.4	Nu
ISA.62.5	Cum se unește un tânăr cu o fecioară, așa se vor uni fiii tăi cu tine și, cum se bucură mirele de mireasa lui, așa
ISA.62.6	Pe zidurile tale, Ierusalime, am
ISA.62.7	Și nu-I daţi răgaz până nu va așeza din nou Ierusalimul și-l va face o
ISA.62.8	Domnul a jurat pe dreapta Lui și pe braţul Lui cel puternic, zicând: „Nu voi mai da
ISA.62.9	Ci cei ce vor strânge grâul, aceia îl vor mânca și vor lăuda pe Domnul și cei ce vor face vinul, aceia îl vor bea în
ISA.62.10	Treceţi, treceţi pe porţi! Pregătiţi
ISA.62.11	Iată ce vestește Domnul până la marginile pământului: „Spuneţi
ISA.62.12	Ei vor fi numiţi „Popor sfânt, Răscumpăraţi ai Domnului”. Iar pe tine te vor numi „Cetate căutată și nepărăsită”
ISA.63.1	„Cine este acesta care vine din Edom, din Boţra, în haine roșii, în haine strălucitoare, și calcă mândru, în plinătatea puterii Lui?” – „Eu sunt Cel care am făgăduit mântuirea și am putere să izbăvesc!” – 
ISA.63.2	„Dar pentru ce Îţi sunt hainele roșii
ISA.63.3	„Eu singur
ISA.63.4	Căci în inima Mea era o zi de răzbunare
ISA.63.5	Mă uitam împrejur
ISA.63.6	Am călcat astfel în picioare popoare în mânia Mea, le-am
ISA.63.7	Voi vesti îndurările Domnului, faptele Lui minunate, după tot ce a făcut Domnul pentru noi! Voi spune marea Lui bunătate faţă de casa lui Israel, căci i-a făcut după îndurările și bogăţia dragostei Lui. 
ISA.63.8	El a zis: „Negreșit, ei sunt poporul Meu, niște copii care nu vor fi necredincioși!” Și astfel El S-a făcut Mântuitorul lor. 
ISA.63.9	În toate necazurile
ISA.63.10	Dar ei au fost neascultători
ISA.63.11	Atunci poporul Său și-a adus aminte de zilele străvechi ale lui Moise și a zis: „Unde este Acela care i-a scos din mare
ISA.63.12	care povăţuia dreapta lui Moise, cu braţul Său cel
ISA.63.13	care îi călăuzea
ISA.63.14	Ca fiara care se coboară în vale, așa i-a dus Duhul Domnului la odihnă. Așa ai povăţuit Tu pe poporul Tău, ca
ISA.63.15	Privește
ISA.63.16	Totuși
ISA.63.17	Pentru ce, Doamne, ne lași
ISA.63.18	Poporul Tău cel
ISA.63.19	Am ajuns ca un popor pe care niciodată nu l-ai cârmuit Tu și peste care niciodată nu s-a chemat Numele Tău…
ISA.64.1	O, de ai despica
ISA.64.2	ca de un foc care aprinde vreascurile, ca de un foc care face apa să dea în clocot! Ţi-ar cunoaște atunci vrăjmașii Numele și ar tremura neamurile înaintea Ta! 
ISA.64.3	Când ai făcut
ISA.64.4	cum niciodată
ISA.64.5	Tu ieși înaintea celor ce împlinesc cu bucurie dreptatea
ISA.64.6	Toţi am ajuns ca niște necuraţi și toate faptele noastre bune
ISA.64.7	Nu este nimeni
ISA.64.8	Dar
ISA.64.9	Nu Te mânia
ISA.64.10	Cetăţile Tale cele sfinte sunt pustii; Sionul este pustiu, Ierusalimul
ISA.64.11	Casa noastră
ISA.64.12	După toate acestea, Te vei opri
ISA.65.1	„Eram gata să răspund
ISA.65.2	Mi-am întins mâinile
ISA.65.3	spre un popor care nu contenește să Mă
ISA.65.4	care locuiește
ISA.65.5	și care totuși
ISA.65.6	Iată ce am hotărât
ISA.65.7	Pentru nelegiuirile voastre”, zice Domnul, „și pentru nelegiuirile
ISA.65.8	Așa vorbește Domnul: „După cum, când se găsește zeamă într-un strugure, se zice: ‘Nu-l nimici, căci este o binecuvântare
ISA.65.9	Voi scoate o sămânţă din Iacov, și din Iuda, un moștenitor al munţilor Mei; aleșii Mei
ISA.65.10	Saronul
ISA.65.11	Dar pe voi, care părăsiţi pe Domnul, care uitaţi muntele Meu cel sfânt
ISA.65.12	vă sortesc sabiei și toţi veţi pleca genunchiul ca să fiţi înjunghiaţi, căci Eu am chemat
ISA.65.13	De aceea, așa vorbește Domnul Dumnezeu: „Iată că robii Mei vor mânca, iar voi veţi fi flămânzi; iată că robii Mei vor bea, iar vouă vă va fi sete. Iată că robii Mei se vor bucura și voi vă veţi rușina. 
ISA.65.14	Iată că robii Mei vor cânta, de veselă ce le va fi inima, dar voi veţi striga de durerea pe care o veţi avea în suflet și vă veţi boci
ISA.65.15	Veţi lăsa numele vostru ca blestem
ISA.65.16	Așa că cine
ISA.65.17	Căci iată, Eu fac ceruri noi
ISA.65.18	Ci vă veţi bucura și vă veţi veseli pe vecie pentru cele ce voi face. Căci voi preface Ierusalimul în veselie și pe poporul lui, în bucurie. 
ISA.65.19	Eu Însumi Mă voi veseli
ISA.65.20	Nu vor mai fi în el nici copii cu zile puţine, nici bătrâni care să nu-și împlinească zilele. Căci cine va muri la vârsta de o sută de ani va fi încă tânăr și cel ce va muri în vârstă de o sută de ani
ISA.65.21	Vor zidi
ISA.65.22	Nu vor zidi case ca altul să locuiască în ele, nu vor sădi vii pentru ca altul să le mănânce rodul, căci zilele poporului
ISA.65.23	Nu vor munci degeaba și nu vor avea
ISA.65.24	Înainte
ISA.65.25	Lupul și mielul
ISA.66.1	Așa vorbește Domnul: „Cerul
ISA.66.2	Toate aceste lucruri doar mâna Mea le-a făcut și toate și-au căpătat astfel fiinţa”, zice Domnul. „Iată
ISA.66.3	Cine înjunghie
ISA.66.4	De aceea și Eu voi alege ce este spre nefericirea lor și voi aduce peste ei lucrurile de care se tem, căci
ISA.66.5	Ascultaţi Cuvântul Domnului, voi, care vă temeţi
ISA.66.6	Un glas răsunător iese din cetate! Un glas iese din Templu! Este glasul Domnului, care dă vrăjmașilor Lui plata cuvenită! 
ISA.66.7	Înainte ca să simtă dureri, a născut și, înainte ca să-i vină suferinţele, a dat naștere unui fiu. 
ISA.66.8	Cine a auzit vreodată așa ceva? Cine a văzut vreodată așa ceva? Se poate naște oare o ţară într-o zi? Se naște un neam așa dintr-odată? Abia au apucat-o muncile, și fiica Sionului și-a și născut fiii! 
ISA.66.9	Aș putea să deschid pântecele mamei și să nu o las să nască?”, zice Domnul. „Eu, care fac să nască, aș putea să împiedic oare nașterea?”, zice Dumnezeul tău. 
ISA.66.10	Bucuraţi-vă împreună cu Ierusalimul și veseliţi-vă cu el, toţi cei ce-l iubiţi; împărţiţi și bucuria cu el, acum, toţi cei ce l-aţi plâns, 
ISA.66.11	ca să fiţi săturaţi bând laptele mângâierilor lui, ca să vă desfătaţi în totul de plinătatea slavei lui. 
ISA.66.12	Căci așa vorbește Domnul: „Iată
ISA.66.13	Cum mângâie pe cineva mama sa, așa vă voi mângâia Eu; da, veţi fi mângâiaţi în Ierusalim! 
ISA.66.14	Și când veţi vedea aceste lucruri, inima vi se va bucura și
ISA.66.15	Căci iată
ISA.66.16	Căci cu foc Își aduce Domnul la îndeplinire judecăţile și cu sabia
ISA.66.17	„Cei ce se sfinţesc
ISA.66.18	„Eu pedepsesc faptele și gândurile lor! Dar vine vremea când voi strânge toate neamurile și toate limbile; ele vor veni și vor vedea slava Mea. 
ISA.66.19	Și voi pune un semn
ISA.66.20	Vor aduce pe toţi fraţii voștri din mijlocul tuturor neamurilor, ca dar
ISA.66.21	Și voi lua și dintre ei pe unii ca preoţi și leviţi
ISA.66.22	„Căci după cum cerurile cele noi
ISA.66.23	În fiecare lună
ISA.66.24	„Și, când vor ieși, vor vedea trupurile moarte
JER.1.1	Cuvintele lui Ieremia, fiul lui Hilchia, unul din preoţii din Anatot
JER.1.2	Cuvântul Domnului i-a vorbit pe vremea lui Iosia, fiul Amon, împăratul lui Iuda, în al treisprezecelea an al domniei lui, 
JER.1.3	și pe vremea lui Ioiachim, fiul lui Iosia, împăratul lui Iuda, până la sfârșitul anului al unsprezecelea
JER.1.4	Cuvântul Domnului mi-a vorbit astfel: 
JER.1.5	„Mai înainte ca să te fi
JER.1.6	Eu am răspuns: „Ah, Doamne Dumnezeule
JER.1.7	Dar Domnul mi-a zis: „Nu zice: ‘Sunt un copil’, căci te vei duce la toţi aceia la care te voi trimite și vei spune tot
JER.1.8	Nu te teme
JER.1.9	Apoi Domnul Și-a întins
JER.1.10	Iată
JER.1.11	Cuvântul Domnului mi-a vorbit astfel: „Ce vezi, Ieremio?” Eu am răspuns: „Văd un veghetor.” 
JER.1.12	Și Domnul mi-a zis: „Bine ai văzut, căci Eu veghez asupra Cuvântului Meu, ca să-l împlinesc.” 
JER.1.13	Cuvântul Domnului mi-a vorbit a doua oară astfel: „Ce vezi?” Eu am răspuns: „Văd un cazan
JER.1.14	Și Domnul mi-a zis: „De la miazănoapte
JER.1.15	Căci, iată, voi chema
JER.1.16	Îmi voi rosti judecăţile împotriva lor din pricina întregii lor răutăţi, pentru că M-au părăsit
JER.1.17	Dar tu încinge-ţi coapsele
JER.1.18	Iată că în ziua aceasta te fac o cetate întărită
JER.1.19	Ei vor lupta împotriva ta, dar nu te vor birui, căci Eu
JER.2.1	Cuvântul Domnului mi-a vorbit astfel: 
JER.2.2	„Du-te și strigă la urechile cetăţii Ierusalimului: ‘Așa vorbește Domnul: «Mi-aduc aminte încă de dragostea pe care o aveai când erai tânără
JER.2.3	Atunci, Israel
JER.2.4	Ascultaţi Cuvântul Domnului, casa lui Iacov și voi, toate familiile casei lui Israel! 
JER.2.5	Așa vorbește Domnul: „Ce nelegiuire
JER.2.6	Ei n-au întrebat: ‘Unde este Domnul care ne-a scos
JER.2.7	V-am adus într-o ţară ca o livadă de pomi
JER.2.8	Preoţii n-au întrebat: ‘Unde este Domnul?’ Păzitorii Legii
JER.2.9	De aceea, Mă voi mai certa
JER.2.10	Treceţi în ostroavele Chitim și priviţi! Trimiteţi la Chedar, uitaţi-vă bine și vedeţi dacă s-a întâmplat acolo așa ceva: 
JER.2.11	și-a schimbat
JER.2.12	Miraţi-vă
JER.2.13	„Căci poporul Meu a săvârșit un îndoit păcat: M-au părăsit pe Mine, Izvorul apelor vii
JER.2.14	Este Israel un rob
JER.2.15	Niște pui
JER.2.16	Chiar și cei din Nof și Tahpanes
JER.2.17	Nu ţi-ai făcut
JER.2.18	Și acum, ce cauţi să te duci
JER.2.19	Tu singur te pedepsești cu răutatea
JER.2.20	„De mult ţi-ai sfărâmat jugul, ţi-ai rupt legăturile și ai
JER.2.21	Te sădisem ca o vie minunată
JER.2.22	Chiar dacă te-ai spăla cu silitră
JER.2.23	„Cum
JER.2.24	măgăriţă sălbatică, deprinsă cu pustia, care gâfâie în aprinderea patimii ei! Cine o va împiedica să-și facă pofta? Toţi cei ce o caută n-au nevoie să se ostenească: o găsesc în luna ei. 
JER.2.25	Nu te lăsa cu picioarele goale, nu-ţi usca gâtlejul de sete! Dar
JER.2.26	Cum rămâne uluit un hoţ când este prins, așa de uluiţi vor rămâne cei din casa lui Israel, ei, împăraţii lor, căpeteniile lor, preoţii lor și prorocii lor. 
JER.2.27	Ei zic lemnului: ‘Tu ești tatăl meu!’ și pietrei: ‘Tu mi-ai dat viaţa!’ Căci ei Îmi întorc spatele și nu se uită la Mine. Dar, când sunt în nenorocire
JER.2.28	Unde sunt
JER.2.29	Pentru ce
JER.2.30	„Degeaba v-am lovit
JER.2.31	O, neam rău de oameni, uitaţi-vă bine la Cuvântul Domnului, care zice: ‘Am fost Eu o pustie
JER.2.32	Își uită fata podoabele sau mireasa brâul? Dar poporul Meu M-a uitat
JER.2.33	Ce bine știi să-ţi întocmești căile când este vorba să cauţi ce iubești! Chiar și la nelegiuire te deprinzi. 
JER.2.34	Până și pe poalele hainei tale se află sângele sărmanilor
JER.2.35	Și, cu toate acestea
JER.2.36	Pentru ce
JER.2.37	Tot de-acolo vei ieși cu mâinile
JER.3.1	El zice: ‘Când se desparte un bărbat de nevastă-sa, pe care o părăsește, și ea ajunge nevasta altuia, se mai întoarce
JER.3.2	„Ridică-ţi ochii spre înălţimi
JER.3.3	Măcar că ploile au fost oprite
JER.3.4	Acum – nu-i așa? – strigi la Mine: ‘Tată! Tu ai fost
JER.3.5	Își va ţine El mânia
JER.3.6	Domnul mi-a zis pe vremea împăratului Iosia: „Ai văzut ce a făcut necredincioasa
JER.3.7	Eu ziceam că, după ce a făcut
JER.3.8	Și, cu toate că a
JER.3.9	Și astfel, prin necurăţia ei strigătoare, Israel a spurcat
JER.3.10	Cu toate acestea, vicleana Iuda, sora ei, nu s-a întors la Mine din toată inima
JER.3.11	Domnul mi-a zis: „Necredincioasa Israel pare nevinovată faţă de vicleana
JER.3.12	Du-te de strigă aceste cuvinte spre miazănoapte
JER.3.13	Recunoaște-ţi
JER.3.14	Întoarceţi-vă, copii răzvrătiţi”, zice Domnul, „căci
JER.3.15	Vă voi da păstori
JER.3.16	Când vă veţi înmulţi și veţi crește în ţară, în zilele acelea”, zice Domnul, „nu se va mai vorbi de chivotul legământului Domnului și nu-i va mai veni nimănui
JER.3.17	În vremea aceea, Ierusalimul se va numi scaunul de domnie al Domnului; toate neamurile se vor strânge la Ierusalim în
JER.3.18	În zilele acelea, casa
JER.3.19	Eu ziceam: ‘Cum să te pun printre copiii Mei și să-ţi dau o ţară plăcută
JER.3.20	Dar, cum este necredincioasă iubitului său o femeie, așa Mi-aţi fost necredincioși
JER.3.21	Un vuiet se aude pe înălţimi
JER.3.22	„Întoarceţi-vă
JER.3.23	În adevăr
JER.3.24	Idolii, dimpotrivă
JER.3.25	Să ne culcăm în rușinea noastră și să ne învelim cu ocara noastră, căci am păcătuit
JER.4.1	„Israele, de te vei întoarce, dacă te vei întoarce
JER.4.2	Dacă
JER.4.3	Căci așa vorbește Domnul către oamenii din Iuda și din Ierusalim: „Desţeleniţi-vă
JER.4.4	Tăiaţi-vă împrejur
JER.4.5	Daţi de știre în Iuda, vestiţi la Ierusalim și spuneţi: „Sunaţi din trâmbiţă în ţară! Strigaţi în gura mare și ziceţi: ‘Strângeţi-vă
JER.4.6	Înălţaţi un steag spre Sion, fugiţi și nu vă opriţi! Căci de la miazănoapte
JER.4.7	Leul se aruncă
JER.4.8	De aceea, acoperiţi-vă
JER.4.9	„În ziua aceea”, zice Domnul, „împăratul și căpeteniile își vor pierde inima, preoţii vor rămâne încremeniţi și prorocii, uimiţi.” 
JER.4.10	Eu am zis: „Ah, Doamne Dumnezeule! Ai înșelat
JER.4.11	În vremea aceea, se va zice poporului acestuia și Ierusalimului: „Un vânt
JER.4.12	Ci un vânt năprasnic vine de acolo până la Mine! Acum le voi
JER.4.13	„Iată, nimicitorul înaintează ca norii; carele lui
JER.4.14	Curăţește-ţi inima
JER.4.15	Căci un glas care pornește de la Dan
JER.4.16	„Spuneţi lucrul acesta neamurilor, faceţi-l cunoscut Ierusalimului. Vin niște împresurători dintr-o ţară
JER.4.17	Ca cei ce păzesc un ogor
JER.4.18	„Acesta este rodul căilor și faptelor tale
JER.4.19	Măruntaiele
JER.4.20	Se vestește dărâmare
JER.4.21	Până când voi vedea steagul fâlfăind și voi auzi sunetul trâmbiţei? 
JER.4.22	„Căci poporul Meu este nebun, nu Mă cunoaște; sunt niște copii fără minte și lipsiţi de pricepere; sunt meșteri
JER.4.23	Mă uit la pământ
JER.4.24	Mă uit
JER.4.25	Mă uit, și iată că nu este niciun om și toate păsările cerurilor
JER.4.26	Mă uit, și, iată, Carmelul este un pustiu și toate cetăţile sale sunt nimicite înaintea Domnului și înaintea mâniei Lui aprinse! 
JER.4.27	Căci așa vorbește Domnul: „Toată ţara va fi pustiită, dar nu o voi nimici
JER.4.28	Din pricina aceasta, ţara
JER.4.29	La vuietul călăreţilor și arcașilor, toate cetăţile fug; se ascund în păduri și se suie pe stânci; toate cetăţile sunt părăsite, nu mai au locuitori. 
JER.4.30	Și tu, pustiito, ce vei face? Te vei îmbrăca în cârmâz, te vei împodobi cu podoabe de aur, îţi vei sulemeni
JER.4.31	Căci Eu aud niște ţipete ca ale unei femei în chinurile nașterii, ţipete de durere ca la cea dintâi facere. Este glasul fiicei Sionului, care suspină și întinde
JER.5.1	Cutreieraţi uliţele Ierusalimului, uitaţi-vă, întrebaţi și căutaţi
JER.5.2	Chiar când
JER.5.3	Doamne, nu văd ochii Tăi
JER.5.4	Eu ziceam: „Numai cei mici sunt așa; ei lucrează fără minte, pentru că nu cunosc
JER.5.5	Mă voi duce deci la cei mari și le voi vorbi, căci ei
JER.5.6	De aceea îi omoară leul
JER.5.7	„Cum să te iert?”, zice Domnul. „Copiii tăi M-au părăsit și jură
JER.5.8	Ca niște cai
JER.5.9	Să
JER.5.10	Suiţi-vă
JER.5.11	Căci casa
JER.5.12	Ei tăgăduiesc
JER.5.13	Prorocii sunt vânt, și nu Dumnezeu vorbește în ei. Așa să li se facă și lor!” 
JER.5.14	De aceea, așa vorbește Domnul Dumnezeul oștirilor: „Pentru că aţi zis lucrul acesta, iată
JER.5.15	Iată, aduc de departe un neam împotriva voastră, casă a lui Israel”, zice Domnul, „un neam
JER.5.16	Tolba lui cu săgeţi este ca un mormânt deschis; toţi sunt niște viteji. 
JER.5.17	El îţi va mânca secerișul
JER.5.18	Dar, și în zilele acelea”, zice Domnul, „nu vă voi nimici
JER.5.19	Dacă veţi întreba atunci: ‘Pentru ce
JER.5.20	Spuneţi lucrul acesta casei lui Iacov, vestiţi-l în Iuda și ziceţi: 
JER.5.21	‘Ascultaţi lucrul acesta, popor
JER.5.22	Nu voiţi să vă temeţi
JER.5.23	Poporul acesta însă are o inimă dârză și răzvrătită; se răscoală și pleacă 
JER.5.24	și nu zic în inima lor: «Să ne temem de Domnul Dumnezeul nostru, care dă ploaie
JER.5.25	Din pricina nelegiuirilor voastre
JER.5.26	Căci în poporul Meu sunt oameni răi; ei pândesc
JER.5.27	Cum se umple o colivie de păsări, așa se umplu casele lor prin vicleșug; așa ajung ei puternici și bogaţi. 
JER.5.28	Se îngrașă
JER.5.29	Să nu pedepsesc
JER.5.30	Grozave lucruri, urâcioase
JER.5.31	Prorocii prorocesc neadevăruri
JER.6.1	Fugiţi, copii ai lui Beniamin, fugiţi din mijlocul Ierusalimului, sunaţi din trâmbiţă la Tecoa, ridicaţi un semn la Bet-Hacherem
JER.6.2	Pe frumoasa și subţirica fiică a Sionului o nimicesc! 
JER.6.3	La ea vin păstorii cu turmele lor, își întind corturile
JER.6.4	„Pregătiţi-vă
JER.6.5	Haidem să ne suim noaptea! Și să-i dărâmăm casele împărătești!” 
JER.6.6	Căci așa vorbește Domnul oștirilor: „Tăiaţi copaci și ridicaţi șanţuri împotriva Ierusalimului! Aceasta este cetatea care trebuie pedepsită, căci în mijlocul ei este numai apăsare. 
JER.6.7	Cum ţâșnesc apele dintr-o fântână
JER.6.8	Ia învăţătură, Ierusalime, ca nu cumva să Mă depărtez
JER.6.9	Așa vorbește Domnul oștirilor: „Vor culege rămășiţele lui Israel cum se culeg ciorchinele rămase dintr-o vie. Puneţi din nou mâna pe ea, ca și culegătorul pe mlădiţe.” 
JER.6.10	Cui să vorbesc și pe cine să iau martor ca să m-asculte? Urechea lor
JER.6.11	Eu sunt așa de plin
JER.6.12	Casele
JER.6.13	„Căci de la cel mai mic până la cel mai mare, toţi sunt lacomi de
JER.6.14	Leagă în chip ușuratic
JER.6.15	Sunt daţi de rușine
JER.6.16	Așa vorbește Domnul: „Staţi în drumuri, uitaţi-vă și întrebaţi care sunt cărările cele vechi
JER.6.17	„Am pus niște străjeri peste voi: ‘Fiţi cu luare aminte la sunetul trâmbiţei!’” Dar ei răspund: „Nu vrem să fim cu luare aminte
JER.6.18	„De aceea, ascultaţi, neamuri, și luaţi seama la ce li se va întâmpla, adunare a popoarelor! 
JER.6.19	Ascultă
JER.6.20	Ce nevoie am
JER.6.21	De aceea, așa vorbește Domnul: „Iată, voi pune înaintea poporului acestuia niște pietre de poticnire, de care se vor lovi împreună părinţi și fii, vecini și prieteni, și vor pieri.” 
JER.6.22	Așa vorbește Domnul: „Iată că vine un popor din ţara de la miazănoapte
JER.6.23	Ei poartă arc și suliţă; sunt cumpliţi și fără milă; glasul lor urlă ca
JER.6.24	La vuietul apropierii lor, mâinile ni se slăbesc, ne apucă groaza
JER.6.25	Nu ieșiţi în ogoare și nu mergeţi pe drumuri! Căci acolo este sabia vrăjmașului, răspândind spaima de jur împrejur! 
JER.6.26	Fiica poporului meu, acoperă-te cu un sac
JER.6.27	„Te pusesem de pază
JER.6.28	Toţi sunt niște
JER.6.29	Foalele ard, plumbul este topit de foc; degeaba curăţesc, căci zgura nu se dezlipește. 
JER.6.30	De aceea se vor numi argint
JER.7.1	Iată cuvântul vorbit lui Ieremia din partea
JER.7.2	„Șezi la poarta Casei Domnului, vestește acolo cuvântul acesta și spune: ‘Ascultaţi Cuvântul Domnului, toţi bărbaţii lui Iuda care intraţi pe aceste porţi ca să vă închinaţi înaintea Domnului!’” 
JER.7.3	Așa vorbește Domnul oștirilor, Dumnezeul lui Israel: „Îndreptaţi-vă căile
JER.7.4	Nu vă hrăniţi
JER.7.5	Căci numai dacă vă veţi îndrepta căile și faptele, dacă veţi înfăptui dreptatea
JER.7.6	dacă nu veţi asupri pe străin, pe orfan și pe văduvă, dacă nu veţi vărsa sânge nevinovat în locul acesta și dacă nu veţi merge
JER.7.7	numai așa
JER.7.8	Dar iată că voi vă hrăniţi
JER.7.9	Cum? Furaţi
JER.7.10	Și apoi veniţi
JER.7.11	Este Casa aceasta
JER.7.12	„Duceţi-vă dar la locul
JER.7.13	Și acum, fiindcă aţi făcut toate aceste fapte”, zice Domnul, „fiindcă v-am vorbit dis-de-dimineaţă
JER.7.14	voi face Casei peste care este chemat Numele Meu, în care vă puneţi încrederea, și locului pe care vi l-am dat vouă și părinţilor voștri, le voi face întocmai cum am făcut lui Silo
JER.7.15	Și vă voi lepăda de la Faţa Mea, cum
JER.7.16	Tu însă nu mijloci
JER.7.17	Nu vezi ce fac ei în cetăţile lui Iuda și pe uliţele Ierusalimului? 
JER.7.18	Copiii
JER.7.19	Pe Mine Mă mânie ei
JER.7.20	De aceea, așa vorbește Domnul Dumnezeu: „Iată, mânia și urgia Mea se vor vărsa peste locul acesta, peste oameni și dobitoace, peste copacii de pe câmp și peste roadele pământului, și va arde, și nu se va stinge.” 
JER.7.21	Așa vorbește Domnul oștirilor, Dumnezeul lui Israel: „Adăugaţi
JER.7.22	Căci n-am vorbit
JER.7.23	Ci iată porunca pe care le-am dat-o: ‘Ascultaţi glasul
JER.7.24	Dar
JER.7.25	Din ziua când au ieșit părinţii voștri din Egipt până în ziua de azi, v-am trimis
JER.7.26	Dar ei nu M-au ascultat
JER.7.27	Și, chiar dacă le vei spune
JER.7.28	De aceea, spune-le: ‘Acesta este poporul care n-ascultă glasul Domnului Dumnezeului său și care nu
JER.7.29	Acum, tunde-ţi
JER.7.30	Căci copiii lui Iuda au făcut ce este rău înaintea Mea”, zice Domnul, „și-au așezat urâciunile
JER.7.31	Au zidit și locuri înalte la Tofet
JER.7.32	De aceea, iată
JER.7.33	Trupurile moarte
JER.7.34	Voi face astfel să înceteze
JER.8.1	„În vremea aceea”, zice Domnul, „se vor scoate din mormintele lor oasele împăraţilor lui Iuda, oasele căpeteniilor lui, oasele preoţilor, oasele prorocilor și oasele locuitorilor Ierusalimului. 
JER.8.2	Le vor întinde în faţa soarelui, în faţa lunii și în faţa întregii oștiri a cerurilor, pe care i-au iubit ei, cărora le-au slujit
JER.8.3	Toţi cei ce vor rămâne din acest neam rău vor dori mai degrabă moartea
JER.8.4	„Spune-le: ‘Așa vorbește Domnul: «Cine cade și nu se mai scoală? Sau cine se abate fără să se întoarcă iarăși?» 
JER.8.5	Pentru ce dar poporul acesta al Ierusalimului se lasă dus în necurmate rătăciri
JER.8.6	Căci Eu
JER.8.7	Chiar și cocostârcul
JER.8.8	Cum puteţi voi să ziceţi: ‹Suntem înţelepţi și Legea
JER.8.9	Înţelepţii
JER.8.10	De aceea, pe nevestele
JER.8.11	Leagă în chip ușuratic
JER.8.12	Vor fi daţi de rușine
JER.8.13	«Vreau să isprăvesc cu ei», zice Domnul. «Nu vor mai fi struguri în vie
JER.8.14	„Pentru ce ședem jos? Strângeţi-vă
JER.8.15	Așteptam
JER.8.16	Sforăitul cailor săi se aude dinspre Dan
JER.8.17	„Căci iată că trimit între voi niște șerpi, niște basiliști, împotriva cărora nu
JER.8.18	Aș vrea să-mi alin durerea, dar mă doare inima în mine. 
JER.8.19	Iată, strigătele fiicei poporului meu răsună dintr-o ţară
JER.8.20	„Secerișul a trecut, vara s-a isprăvit, și noi tot nu suntem mântuiţi!” – 
JER.8.21	Sunt zdrobit
JER.8.22	Nu este niciun leac alinător
JER.9.1	O, de mi-ar fi capul plin
JER.9.2	O, dac-aș avea un han de călători în pustie, aș părăsi pe poporul meu și m-aș depărta de el! Căci toţi sunt niște preacurvari
JER.9.3	„Au limba întinsă
JER.9.4	„Fiecare să se păzească
JER.9.5	Se trag pe sfoară unii pe alţii și nu spun adevărul; își deprind limba să mintă și se trudesc să facă rău. 
JER.9.6	Locuinţa ta este în mijlocul făţărniciei și, de făţarnici ce sunt, nu vor să Mă cunoască”, zice Domnul. 
JER.9.7	De aceea, așa vorbește Domnul oștirilor: „Iată, îi voi topi
JER.9.8	Limba lor este o săgeată ucigătoare, nu spun decât
JER.9.9	Să nu-i pedepsesc
JER.9.10	Munţii vreau să-i plâng și să gem pentru ei, pentru câmpiile pustiite
JER.9.11	„Voi face și Ierusalimul un morman
JER.9.12	Unde
JER.9.13	Domnul zice: „Pentru că au părăsit Legea Mea pe care le-o pusesem înainte; pentru că n-au ascultat glasul Meu și nu l-au urmat, 
JER.9.14	ci au umblat
JER.9.15	De aceea, așa vorbește Domnul oștirilor, Dumnezeul lui Israel: „Iată, voi hrăni
JER.9.16	Îi voi risipi
JER.9.17	Așa vorbește Domnul oștirilor: „Căutaţi și chemaţi plângătoarele
JER.9.18	Să se grăbească să facă o cântare de jale asupra noastră, ca să ne curgă lacrimile din
JER.9.19	Căci strigăte de jale se aud din Sion: ‘Cât suntem de prăpădiţi! Cât de jalnic
JER.9.20	Ascultaţi, femeilor, Cuvântul Domnului și să prindă urechea voastră ce spune gura Lui! Învăţaţi pe copiii voștri cântece de jale, învăţaţi-vă plângeri unele pe altele! 
