GEN.1.1	La început, Dumnezeu
MRK.14.10	Atunci Iuda Iscarioteanul, unul dintre cei doisprezece, s‑a dus la conducătorii preoților ca să‑L dea pe mâna lor. 
MRK.14.11	Când au auzit ei lucrul acesta, s‑au bucurat și i‑au promis că‑i vor da argint
MRK.14.12	În prima zi a Sărbătorii Azimelor, când se jertfește 
MRK.14.12	– Unde vrei să ne ducem să‑Ți pregătim să mănânci 
MRK.14.13	El i‑a trimis pe doi dintre ucenicii Lui în cetate și le‑a zis:
MRK.14.13	– Duceți‑vă în cetate și 
MRK.14.14	și acolo unde va intra el, spuneți stăpânului casei astfel: „Învățătorul întreabă: «Unde este camera Mea de oaspeți în care urmează să mănânc Paștele împreună cu ucenicii Mei?»“ 
MRK.14.15	El vă va arăta sus o cameră mare și gata aranjată. Acolo să faceți pregătirile pentru noi!
MRK.14.16	Ucenicii au plecat, au ajuns în cetate și au găsit 
MRK.14.17	Când s‑a înserat, 
MRK.14.18	În timp ce ședeau la masă și mâncau, Isus a zis:
MRK.14.18	– Adevărat vă spun că unul dintre voi, care mănâncă împreună cu Mine, Mă va trăda
MRK.14.19	Ei s‑au întristat foarte tare și unul câte unul au început să‑L întrebe:
MRK.14.19	– Nu cumva sunt eu?
MRK.14.20	Dar El le‑a zis:
MRK.14.20	– Este unul dintre cei doisprezece, cel care pune mâna în vas împreună cu Mine.
MRK.14.21	Căci Fiul Omului Se duce după cum este scris cu privire la El, dar vai de omul acela prin care este trădat Fiul Omului! Era mai bine pentru acel om dacă nu s‑ar fi născut!
MRK.14.22	În timp ce mâncau, 
MRK.14.23	Apoi a luat un pahar și, după ce a mulțumit
MRK.14.24	 le‑a zis: „Acesta este sângele Meu, 
MRK.14.25	Adevărat vă spun că nu voi mai bea din rodul viței până în ziua aceea, când îl voi bea nou în Împărăția lui Dumnezeu.“ 
MRK.14.26	După ce au cântat un imn
MRK.14.27	Isus le‑a zis:
MRK.14.27	– Toți vă veți poticni, pentru că este scris:
MRK.14.27	„Voi lovi păstorul,
MRK.14.27	și oile vor fi risipite!“
MRK.14.28	Dar, după învierea Mea, voi merge înaintea voastră în Galileea.
MRK.14.29	Petru I‑a răspuns:
MRK.14.29	– Chiar dacă toți se vor poticni, eu nu 
MRK.14.30	Isus i‑a zis:
MRK.14.30	– Adevărat îți spun că astăzi, în noaptea aceasta, înainte să cânte cocoșul de două ori
MRK.14.31	Dar 
MRK.14.31	– Chiar dacă ar trebui să mor împreună cu Tine, nu mă voi lepăda nicidecum de Tine!
MRK.14.31	Și toți au spus la fel.
MRK.14.32	Apoi s‑au dus într‑un loc numit Ghetsimani, și 
MRK.14.32	– Stați jos aici, până Eu Mă rog!
MRK.14.33	I‑a luat cu El pe Petru, pe Iacov și pe Ioan și a început să Se înspăimânte și să Se tulbure.
MRK.14.34	El le‑a zis:
MRK.14.34	– Nespus de mâhnit este sufletul Meu, până la moarte! Rămâneți aici și vegheați!
MRK.14.35	Și, mergând puțin mai înainte, a căzut 
MRK.14.36	El zicea: „
MRK.14.37	Apoi a venit 
MRK.14.37	El i‑a zis lui Petru:
MRK.14.37	– Simone, dormi?! N‑ai putut veghea nici măcar o oră? 
MRK.14.38	Vegheați și rugați‑vă, ca să nu cădeți
MRK.14.39	S‑a îndepărtat și S‑a rugat din nou, zicând aceleași cuvinte. 
MRK.14.40	A venit iarăși 
MRK.14.41	Când a venit a treia oară, le‑a zis:
MRK.14.41	– Încă mai dormiți și vă odihniți?
MRK.14.42	Sculați‑vă! Să mergem! Iată că se apropie cel ce Mă trădează!
MRK.14.43	Și imediat, în timp ce El încă vorbea, a venit Iuda, unul dintre cei doisprezece, și împreună cu el o mulțime cu săbii și ciomege, 
MRK.14.44	Trădătorul le dăduse un semn, zicând: „Cel pe Care‑L voi săruta, Acela este! Să puneți mâna pe El și să‑L duceți sub pază!“
MRK.14.45	Când a venit, s‑a apropiat imediat de 
MRK.14.46	Atunci ei au pus mâna pe 
MRK.14.47	Unul dintre cei ce stăteau acolo a scos sabia și l‑a lovit pe sclavul marelui preot, tăindu‑i urechea.
MRK.14.48	Însă Isus, răspunzând, le‑a zis: „Ați ieșit să Mă arestați cu săbii și ciomege, ca pe un răsculat
MRK.14.49	În fiecare zi eram cu voi în Templu și dădeam învățătură, dar n‑ați pus mâna pe Mine! Însă trebuie să se împlinească Scripturile.“
MRK.14.50	Atunci toți L‑au părăsit și au fugit. 
MRK.14.51	Un anumit tânăr, care purta peste trupul gol doar o pânză de in, Îl urma pe Isus. Au pus mâna pe el, 
MRK.14.52	dar el și‑a lăsat pânza de in și a fugit gol.
MRK.14.53	Pe Isus L‑au dus la marele preot, iar 
MRK.14.54	Petru Îl urmase de departe până în curtea marelui preot, iar apoi se așezase împreună cu gărzile și se încălzea la foc.
MRK.14.55	Conducătorii preoților și întregul Sinedriu
MRK.14.56	pentru că, deși mulți dădeau mărturii false împotriva Lui, mărturiile lor nu se potriveau.
MRK.14.57	Unii s‑au ridicat și au depus împotriva Lui o mărturie falsă, zicând:
MRK.14.58	– Noi L‑am auzit zicând: „Eu voi dărâma acest Templu, făcut de mâna omului, și în trei zile voi construi altul, care nu va fi făcut de mâna omului.“
MRK.14.59	Dar nici așa nu se potrivea mărturia lor.
MRK.14.60	Marele preot s‑a ridicat în mijlocul 
MRK.14.60	– Nu răspunzi nimic? Ce mărturisesc aceștia împotriva Ta?
MRK.14.61	Dar El tăcea și nu răspundea nimic.
MRK.14.61	Marele preot L‑a întrebat din nou:
MRK.14.61	– Ești Tu Cristosul, Fiul Celui Binecuvântat?
MRK.14.62	Isus a răspuns:
MRK.14.62	– Eu sunt. Și Îl veți vedea pe Fiul Omului șezând la dreapta Puterii și venind cu norii cerului!
MRK.14.63	Atunci marele preot, sfâșiindu‑și hainele, a zis:
MRK.14.63	– Ce nevoie mai avem de martori?! 
MRK.14.64	Ați auzit blasfemia! Ce părere aveți?
MRK.14.64	Toți L‑au condamnat 
MRK.14.65	Unii au început să‑L scuipe, să‑I acopere fața, să‑L lovească și să‑I zică:
MRK.14.65	– Profețește!
MRK.14.65	Iar gărzile L‑au luat la palme.
MRK.14.66	În timp ce Petru se afla jos, în curte, a venit una dintre slujnicele marelui preot 
MRK.14.67	și când l‑a văzut pe Petru încălzindu‑se la foc, s‑a uitat la el și a zis:
MRK.14.67	– Și tu erai cu nazarineanul Acela, Isus!
MRK.14.68	Dar el a negat, zicând:
MRK.14.68	– Nu știu, nici nu înțeleg despre ce vorbești!
MRK.14.68	A ieșit afară, în fața porții, și 
MRK.14.69	Slujnica l‑a văzut și a început din nou să le spună celor ce stăteau acolo:
MRK.14.69	– Acesta este 
MRK.14.70	Dar el a negat din nou.
MRK.14.70	După puțin timp însă, cei ce stăteau acolo i‑au zis din nou lui Petru:
MRK.14.70	– Cu siguranță și tu ești 
MRK.14.71	Dar el a început să blesteme și să jure, 
MRK.14.71	– Nu‑L cunosc pe Omul Acesta despre care vorbiți!
MRK.14.72	Și imediat a cântat cocoșul a doua oară. Atunci Petru și‑a adus aminte cuvântul pe care i‑l spusese Isus: „Înaintea celui de‑al doilea cântat al cocoșului, te vei lepăda de Mine de trei ori!“ Și gândindu‑se la aceasta a început să plângă.
MRK.15.1	Dis‑de‑dimineață, conducătorii preoților au ținut imediat sfat împreună cu bătrânii, cărturarii și întreg Sinedriul
MRK.15.2	Pilat L‑a întrebat:
MRK.15.2	– Ești Tu Împăratul iudeilor?
MRK.15.2	– Tu 
MRK.15.3	Conducătorii preoților Îl acuzau de multe lucruri.
MRK.15.4	Pilat L‑a întrebat din nou:
MRK.15.4	– Nu răspunzi nimic? Uite de câte lucruri Te acuză ei!
MRK.15.5	Dar Isus n‑a mai răspuns nimic, astfel că Pilat era uimit.
MRK.15.7	Era unul numit Barabba
MRK.15.8	Mulțimea a venit și a început să‑i ceară lui Pilat să facă ceea ce făcea de obicei.
MRK.15.9	Pilat le‑a răspuns, zicând:
MRK.15.9	– Vreți să vi‑L eliberez pe Împăratul iudeilor?
MRK.15.10	Căci știa că din invidie Îl dăduseră conducătorii preoților pe mâna lui.
MRK.15.11	Însă conducătorii preoților au incitat mulțimea să ceară să le elibereze mai bine pe Barabba.
MRK.15.12	Pilat, răspunzând iarăși, le‑a zis:
MRK.15.12	– Și atunci ce doriți să fac cu Cel pe Care‑L numiți Împăratul iudeilor?
MRK.15.13	Ei au strigat din nou:
MRK.15.13	– Răstignește‑L!
MRK.15.14	Pilat i‑a întrebat:
MRK.15.14	– Dar ce rău a făcut?
MRK.15.14	Însă ei strigau și mai tare:
MRK.15.14	– Răstignește‑L!
MRK.15.15	Și astfel, Pilat, dorind să facă pe placul mulțimii, le‑a eliberat pe Barabba, iar pe Isus, după ce a pus să‑L biciuiască,
MRK.15.16	Soldații L‑au dus în palat, adică în pretoriu
MRK.15.17	L‑au îmbrăcat cu o 
MRK.15.18	Și au început să‑L salute, 
MRK.15.19	Ei Îl loveau peste cap cu o trestie, Îl scuipau și se puneau în genunchi, închinându‑I‑se. 
MRK.15.20	După ce și‑au bătut joc de El astfel, L‑au dezbrăcat de 
MRK.15.21	Au obligat un trecător, 
MRK.15.22	L‑au adus la locul 
MRK.15.23	I‑au dat să bea vin amestecat cu smirnă,
MRK.15.24	După ce L‑au răstignit, și‑au împărțit hainele Lui între ei, aruncând sorții pentru ele,
MRK.15.25	Era ceasul al treilea
MRK.15.26	 era o inscripție pe care era scrisă acuzația: „
MRK.15.27	Au răstignit împreună cu El doi răsculați
MRK.15.28	Astfel a fost împlinită Scriptura, care zice: „A fost numărat alături de cei nelegiuiți.“ 
MRK.15.29	Cei ce treceau pe acolo blasfemiau împotriva Lui, dădeau din cap și ziceau: „Ha! Tu, Cel Care dărâmi Templul și‑l reconstruiești în trei zile, 
MRK.15.30	salvează‑Te pe Tine Însuți 
MRK.15.31	Tot astfel și conducătorii preoților, împreună cu cărturarii, Îl batjocoreau între ei, zicând: „Pe alții i‑a salvat, dar pe Sine Însuși nu Se poate salva! 
MRK.15.32	«Cristosul»! «Împăratul lui Israel»! Să Se coboare acum de pe cruce, ca să vedem și să credem!“ Cei care erau răstigniți împreună cu El Îl insultau și ei.
MRK.15.33	Când a venit ceasul al șaselea, s‑a făcut întuneric peste toată țara până la ceasul al nouălea.
MRK.15.34	La ceasul al nouălea, Isus a strigat cu glas tare: „
MRK.15.35	Unii dintre cei ce stăteau acolo L‑au auzit și au zis: „Iată că‑l strigă pe Ilie!“
MRK.15.36	Cineva a alergat și a umplut un burete cu oțet de vin
MRK.15.37	Dar Isus, strigând cu glas tare, Și‑a dat suflarea.
MRK.15.39	Când centurionul
MRK.15.40	Acolo erau și niște femei care priveau de departe. Printre ele erau și Maria Magdalena, Maria, mama lui Iacov cel tânăr și a lui Iose
MRK.15.41	care Îl urmaseră 
MRK.15.42	Când s‑a făcut deja seară, pentru că era Ziua Pregătirii, adică ziua de dinaintea Sabatului, 
MRK.15.43	Iosif din Arimateea, un sfetnic distins din Sinedriu
MRK.15.44	Pilat a rămas uimit că murise deja și l‑a chemat pe centurion ca să‑l întrebe dacă murise demult. 
MRK.15.45	Aflând aceasta de la centurion, i‑a dăruit lui Iosif trupul. 
MRK.15.46	După ce a cumpărat o pânză de in, 
MRK.15.47	Maria Magdalena și Maria, 
MRK.16.1	După ce a trecut ziua de Sabat, Maria Magdalena, Maria, mama lui Iacov, și Salome au cumpărat miresme, ca să se ducă să‑L ungă. 
MRK.16.2	Și, în prima zi a săptămânii, foarte de dimineață, în timp ce răsărea soarele, au venit la mormânt. 
MRK.16.3	Ele își ziceau una către alta: „Cine ne va rostogoli piatra de la intrarea mormântului?“ 
MRK.16.4	Însă când s‑au uitat, au văzut că piatra, care era foarte mare, fusese rostogolită.
MRK.16.5	Intrând în mormânt, au văzut un tânăr îmbrăcat într‑o robă albă, șezând în partea dreaptă, și s‑au înspăimântat. 
MRK.16.6	Însă el le‑a zis: „Nu vă înspăimântați! Voi Îl căutați pe Isus din Nazaret, Cel Care a fost răstignit. A fost înviat; nu este aici! Iată locul unde‑L puseseră! 
MRK.16.7	Dar duceți‑vă și spuneți‑le ucenicilor Lui și lui Petru că El merge înaintea voastră în Galileea. Acolo Îl veți vedea, așa cum v‑a spus.“
MRK.16.8	Ele au ieșit și au fugit de la mormânt, căci erau cuprinse de tremur și de uimire. Și n‑au spus nimănui nimic, fiindcă se temeau.
MRK.16.9	După ce a înviat, în dimineața primei zile a săptămânii, 
MRK.16.10	Ea s‑a dus și i‑a anunțat pe cei ce fuseseră împreună cu El, care se tânguiau și plângeau. 
MRK.16.11	Dar când au auzit ei că trăiește și că fusese văzut de ea, n‑au crezut.
MRK.16.12	După aceea, în timp ce doi dintre ei se duceau pe jos la câmp, li S‑a arătat sub o altă înfățișare. 
MRK.16.13	Ei s‑au dus și i‑au anunțat pe ceilalți, dar nici pe ei nu i‑au crezut.
MRK.16.14	Mai târziu, li S‑a arătat celor unsprezece, în timp ce stăteau la masă. El i‑a mustrat pentru necredința și pentru împietrirea inimii lor, fiindcă nu i‑au crezut pe cei care L‑au văzut înviat.
MRK.16.15	Apoi le‑a zis: „Duceți‑vă în toată lumea și proclamați Evanghelia la orice făptură! 
MRK.16.16	Cel care va crede și se va boteza va fi mântuit, dar cel care nu va crede va fi condamnat. 
MRK.16.17	Semnele care‑i vor însoți pe cei care cred sunt următoarele: în Numele Meu vor alunga demoni, vor vorbi în limbi noi, 
MRK.16.18	vor lua în mâini șerpi, iar dacă vor bea ceva 
MRK.16.19	După ce le‑a vorbit, Domnul Isus a fost luat în cer și S‑a așezat la dreapta lui Dumnezeu. 
MRK.16.20	Ei s‑au dus și au predicat pretutindeni, iar Domnul lucra împreună cu ei și confirma Cuvântul prin semnele care‑l însoțeau.
LUK.1.1	Fiindcă mulți au încercat să alcătuiască o istorisire detaliată despre lucrurile care s‑au împlinit printre noi, 
LUK.1.2	așa cum ni le‑au încredințat cei ce au fost de la început martori oculari și care au ajuns slujitori ai Cuvântului, 
LUK.1.3	am decis și eu, după ce am cercetat cu atenție toate lucrurile de la început, să ți le scriu în ordine, preaalesule Teofil, 
LUK.1.4	ca să cunoști bine certitudinea
LUK.1.5	În zilele lui Irod, regele Iudeei,
LUK.1.6	Amândoi erau drepți înaintea lui Dumnezeu, urmând fără vină toate poruncile și hotărârile drepte ale Domnului. 
LUK.1.7	Dar nu aveau niciun copil, fiindcă Elisabeta era stearpă și amândoi erau înaintați în vârstă.
LUK.1.8	În timp ce Zaharia era de slujbă, pentru că 
LUK.1.9	a fost ales prin sorți, după obiceiul preoției, să intre în Templul Domnului ca să tămâieze. 
LUK.1.10	La ora tămâierii, toată mulțimea poporului se ruga afară.
LUK.1.11	Atunci i s‑a arătat un înger al Domnului, stând în picioare la dreapta altarului tămâierii. 
LUK.1.12	Când l‑a văzut, Zaharia s‑a tulburat și l‑a cuprins frica.
LUK.1.13	Dar îngerul i‑a zis:
LUK.1.13	– Nu te teme, Zaharia, fiindcă rugăciunea ta a fost ascultată. Soția ta, Elisabeta, îți va naște un fiu și îi vei pune numele Ioan
LUK.1.14	El va fi bucuria și veselia ta și mulți se vor bucura de nașterea lui, 
LUK.1.15	căci el va fi mare înaintea Domnului. Nu va bea niciodată vin, nici băutură tare și va fi umplut de Duhul Sfânt încă din pântecul mamei lui. 
LUK.1.16	El îi va întoarce pe mulți dintre fiii lui Israel la Domnul, Dumnezeul lor. 
LUK.1.17	Va merge înaintea 
LUK.1.18	Zaharia l‑a întrebat pe înger:
LUK.1.18	– După ce voi cunoaște lucrul acesta? Căci eu sunt bătrân, iar soția mea este înaintată în vârstă.
LUK.1.19	Îngerul, răspunzând, i‑a zis:
LUK.1.19	– Eu sunt Gabriel, cel care stă înaintea lui Dumnezeu, și am fost trimis să vorbesc cu tine și să‑ți aduc aceste vești bune
LUK.1.20	Iată că vei fi mut și nu vei mai putea vorbi până în ziua când se vor întâmpla aceste lucruri, pentru că nu ai crezut cuvintele mele, care se vor împlini la vremea lor.
LUK.1.21	Oamenii îl așteptau pe Zaharia și se mirau de întârzierea lui în Templu. 
LUK.1.22	Când a ieșit, nu putea să le vorbească, astfel că ei au înțeles că avusese o viziune în Templu. El le făcea semne întruna și a continuat să rămână mut.
LUK.1.23	Când i s‑au terminat zilele de slujbă, s‑a dus acasă. 
LUK.1.24	După un timp, Elisabeta, soția lui, a rămas însărcinată. Ea s‑a ținut ascunsă timp de cinci luni, zicând: 
LUK.1.25	„Iată ce mi‑a făcut Domnul atunci când a privit 
LUK.1.26	În luna a șasea,
LUK.1.27	la o fecioară logodită cu un bărbat al cărui nume era Iosif, din Casa lui David. Numele fecioarei era Maria.
LUK.1.28	Intrând la ea, îngerul a zis:
LUK.1.28	– Salutare
LUK.1.29	Ea a fost foarte tulburată de aceste cuvinte și se gândea ce ar putea să însemne salutul acesta.
LUK.1.30	Îngerul i‑a zis:
LUK.1.30	– Nu te teme, Maria, pentru că ai găsit har înaintea lui Dumnezeu! 
LUK.1.31	Iată că vei rămâne însărcinată și vei naște un Fiu, Căruia Îi vei pune numele Isus
LUK.1.32	El va fi mare și va fi numit „Fiul Celui Preaînalt“, iar Domnul Dumnezeu Îi va da tronul strămoșului
LUK.1.33	Va împărăți peste Casa lui Iacov în veci, și Împărăția Lui nu va avea sfârșit.
LUK.1.34	Maria l‑a întrebat pe înger:
LUK.1.34	– Cum se va întâmpla lucrul acesta de vreme ce eu nu știu de bărbat?
LUK.1.35	Îngerul, răspunzând, i‑a zis:
LUK.1.35	– Duhul Sfânt Se va coborî peste tine și puterea Celui Preaînalt te va umbri. De aceea, Sfântul Care Se va naște va fi numit „Fiul lui Dumnezeu“
LUK.1.36	Iată că Elisabeta, ruda ta, a conceput și ea un fiu, la bătrânețe. Și ea, care era numită stearpă, este 
LUK.1.37	Căci niciun cuvânt de la Dumnezeu nu este fără putere.
LUK.1.38	Maria a zis:
LUK.1.38	– Iată‑mă, 
LUK.1.38	Și îngerul a plecat de la ea.
LUK.1.39	În zilele acelea, Maria s‑a ridicat și s‑a dus în grabă spre regiunea muntoasă, într‑o cetate a lui Iuda. 
LUK.1.40	Ea a intrat în casa lui Zaharia și a salutat‑o pe Elisabeta. 
LUK.1.41	Când Elisabeta a auzit salutul Mariei, copilașul a săltat în pântecul ei, și Elisabeta a fost umplută de Duhul Sfânt.
LUK.1.42	Ea a strigat cu glas tare și a zis:
LUK.1.42	– Binecuvântată ești tu între femei și binecuvântat este rodul pântecului tău! 
LUK.1.43	Cum de mi‑a fost dat să vină la mine mama Domnului meu?! 
LUK.1.44	Căci iată, de îndată ce am auzit sunetul salutului tău, mi‑a săltat copilașul în pântec de bucurie! 
LUK.1.45	Fericită este cea care a crezut că vor fi împlinite lucrurile care i‑au fost spuse de Domnul!
LUK.1.46	Maria a zis:
LUK.1.46	– Sufletul meu Îl preamărește pe Domnul
LUK.1.47	și mi se bucură nespus duhul în Dumnezeu, Mântuitorul meu,
LUK.1.48	pentru că a privit cu îndurare la starea smerită a roabei Sale.
LUK.1.48	Căci iată, de acum încolo, toate generațiile mă vor considera fericită
LUK.1.49	pentru că Cel Atotputernic a făcut lucruri mari pentru mine.
LUK.1.49	Numele Lui este sfânt.
LUK.1.50	Mila Lui ține din generație în generație
LUK.1.50	față de cei ce se tem de El.
LUK.1.51	El a făcut o minune cu
LUK.1.51	i‑a împrăștiat pe cei 
LUK.1.52	I‑a dat jos pe cei puternici de pe tronurile lor
LUK.1.52	și i‑a înălțat pe cei smeriți.
LUK.1.53	Pe cei flămânzi i‑a săturat cu bunătăți,
LUK.1.53	iar pe cei bogați i‑a dat afară 
LUK.1.54	El l‑a ajutat pe Israel, slujitorul
LUK.1.54	amintindu‑Și de mila 
LUK.1.55	așa cum le spusese strămoșilor
LUK.1.55	lui Avraam și seminței
LUK.1.56	Maria a rămas împreună cu 
LUK.1.57	Când i s‑a împlinit vremea să nască, Elisabeta a născut un băiat. 
LUK.1.58	Vecinii și rudele au auzit că Domnul Și‑a arătat nespus de mult mila față de ea și se bucurau împreună cu ea.
LUK.1.59	În ziua a opta, au venit să circumcidă copilașul.
LUK.1.59	Voiau să‑i pună numele Zaharia, după numele tatălui său, 
LUK.1.60	dar mama lui, răspunzând, a zis:
LUK.1.60	– Nu, ci se va numi Ioan.
LUK.1.61	Ei i‑au zis:
LUK.1.61	– Nu este nimeni între rudele tale care poartă acest nume.
LUK.1.62	Și îi făceau semne tatălui 
LUK.1.63	El a cerut o tăbliță și a scris: „Numele lui este Ioan.“ Și toți au rămas uimiți. 
LUK.1.64	Deodată i‑a fost deschisă gura și limba, și el vorbea, binecuvântându‑L pe Dumnezeu. 
LUK.1.65	Pe toți vecinii lor i‑a cuprins frica și în întreaga regiune muntoasă a Iudeei se vorbea despre toate aceste lucruri. 
LUK.1.66	Toți cei ce le auzeau, le păstrau în inima lor, zicând: „Oare ce va deveni acest copil?“ Căci mâna Domnului era cu el.
LUK.1.67	Zaharia, tatăl lui, a fost umplut de Duhul Sfânt și a profețit, zicând:
LUK.1.68	– Binecuvântat 
LUK.1.68	pentru că a venit în ajutor
LUK.1.69	El ne‑a ridicat un corn al mântuirii
LUK.1.69	în Casa
LUK.1.70	așa cum a spus prin gura sfinților Săi profeți din vechime,
LUK.1.71	și din mâna tuturor celor ce ne urăsc.
LUK.1.72	și Își amintește de legământul Lui cel sfânt,
LUK.1.73	de jurământul pe care i l‑a făcut lui Avraam, tatăl nostru,
LUK.1.73	potrivit căruia ne va da voie,
LUK.1.74	eliberați fiind din mâna dușmanilor noștri,
LUK.1.74	să‑I slujim fără teamă,
LUK.1.75	în sfințenie și dreptate înaintea Lui, în toate zilele noastre.
LUK.1.76	Iar tu, copile, vei fi numit profet al Celui Preaînalt;
LUK.1.76	căci vei merge înaintea Domnului ca să pregătești căile Lui,
LUK.1.77	să dai poporului Său cunoștința mântuirii,
LUK.1.77	prin iertarea păcatelor lui,
LUK.1.78	datorită milei duioase a Dumnezeului nostru,
LUK.1.78	în urma căreia va veni în ajutorul nostru Răsăritul
LUK.1.79	ca să strălucească peste cei aflați în întuneric
LUK.1.79	și în umbra morții,
LUK.1.79	ca să ne călăuzească picioarele pe calea păcii.
LUK.1.80	Și copilul creștea și se întărea în duh. El a stat în locuri pustii până în ziua prezentării lui înaintea lui Israel.
LUK.2.1	În zilele acelea, a ieșit un decret de la Cezar
LUK.2.2	Acest recensământ s‑a făcut pentru prima oară în timp ce
LUK.2.3	Toți se duceau să se înscrie, fiecare în cetatea lui.
LUK.2.4	Iosif s‑a suit și el din Galileea, din cetatea Nazaret, înspre Iudeea, în cetatea lui David, numită Betleem,
LUK.2.5	ca să se înscrie împreună cu Maria, logodnica lui, care era însărcinată. 
LUK.2.6	În timp ce se aflau acolo, s‑a împlinit vremea ca ea să nască. 
LUK.2.7	Și L‑a născut pe Fiul ei cel întâi născut. Ea L‑a înfășat și L‑a așezat într‑o iesle, pentru că în camera de găzduire nu era loc pentru ei.
LUK.2.8	În ținutul acela erau niște păstori care locuiau pe câmp și stăteau de pază noaptea lângă turma lor. 
LUK.2.9	Un înger al Domnului a apărut înaintea lor și slava Domnului a strălucit de jur împrejurul
LUK.2.10	Îngerul le‑a zis: „Nu vă temeți, pentru că iată, vă aduc o veste bună, care va fi o mare bucurie pentru tot poporul: 
LUK.2.11	astăzi, în cetatea lui David, vi S‑a născut un Mântuitor, Care este Cristos
LUK.2.12	Iată care va fi semnul pentru voi: veți găsi un Copilaș, înfășat și culcat într‑o iesle.“
LUK.2.13	Și deodată, împreună cu îngerul s‑a unit o mulțime din oștirea cerească, lăudându‑L pe Dumnezeu și zicând:
LUK.2.14	„Slavă lui Dumnezeu în înălțimi
LUK.2.14	și pace pe pământ,
LUK.2.14	între oamenii 
LUK.2.15	După ce îngerii au plecat de la ei în ceruri, păstorii și‑au zis unii altora: „Să mergem acum la Betleem și să vedem lucrul acesta care s‑a întâmplat și pe care Domnul ni l‑a făcut cunoscut!“
LUK.2.16	S‑au dus repede și i‑au găsit pe Maria, pe Iosif și pe Copilaș culcat în iesle. 
LUK.2.17	Când i‑au văzut, le‑au făcut cunoscut ceea ce li se spusese despre Copilul Acesta. 
LUK.2.18	Toți cei care i‑au auzit, au rămas uimiți de ceea ce le‑au spus păstorii. 
LUK.2.19	Maria însă păstra toate aceste cuvinte, cugetând la ele în inima ei. 
LUK.2.20	Apoi păstorii s‑au întors, slăvindu‑L și lăudându‑L pe Dumnezeu pentru toate lucrurile pe care le‑au auzit și le‑au văzut și care erau întocmai cum li se spusese.
LUK.2.21	Când a venit ziua a opta, în care 
LUK.2.22	Și când s‑au împlinit zilele pentru curățirea lor, 
LUK.2.23	așa cum este scris în Legea Domnului: „Orice întâi născut, care este băiat,
LUK.2.24	și ca să aducă o jertfă, așa cum este spus în Legea Domnului: „O pereche de turturele sau doi pui de porumbel.“
LUK.2.25	Și iată că în Ierusalim era un om care se numea Simeon. Acest om era drept și evlavios. El aștepta mângâierea
LUK.2.26	Duhul Sfânt îl înștiințase că nu va vedea moartea înainte de a‑L vedea pe Cristosul Domnului. 
LUK.2.27	 de Duhul, el a venit în Templu. Când părinții L‑au adus înăuntru pe Copilul Isus, ca să împlinească cu privire la El obiceiul Legii, 
LUK.2.28	 L‑a luat în brațe, L‑a binecuvântat pe Dumnezeu și a zis:
LUK.2.29	„Acum, Stăpâne, eliberează‑l
LUK.2.29	după cuvântul Tău,
LUK.2.30	căci ochii mei au văzut mântuirea Ta,
LUK.2.31	pe care ai pregătit‑o în prezența tuturor popoarelor,
LUK.2.32	o lumină ca revelație pentru neamuri
LUK.2.32	și o slavă pentru poporul Tău Israel!“
LUK.2.33	Tatăl și mama lui 
LUK.2.34	Simeon i‑a binecuvântat și i‑a zis Mariei, mama lui 
LUK.2.35	ca astfel să fie descoperite gândurile din multe inimi. Și o sabie va străpunge chiar sufletul tău!“
LUK.2.36	Mai era 
LUK.2.37	iar apoi, ca văduvă, ajunsese la optzeci și patru de ani.
LUK.2.38	A venit 
LUK.2.39	După ce au împlinit toate lucrurile 
LUK.2.40	Și Copilul creștea, se întărea
LUK.2.41	În fiecare an, părinții Lui se duceau la Ierusalim la Sărbătoarea Paștelui. 
LUK.2.42	Când a ajuns El la vârsta de doisprezece ani,
LUK.2.43	După ce au trecut zilele 
LUK.2.44	Ei au crezut că Se află în caravană și au mers 
LUK.2.45	și nu L‑au găsit, s‑au întors la Ierusalim să‑L caute. 
LUK.2.46	După trei zile, L‑au găsit în Templu, șezând în mijlocul învățătorilor, ascultându‑i și punându‑le întrebări. 
LUK.2.47	Toți cei care‑L auzeau se minunau de priceperea și de răspunsurile Lui. 
LUK.2.48	Când L‑au văzut, părinții Lui au rămas înmărmuriți.
LUK.2.48	Mama Lui I‑a zis:
LUK.2.48	– Copile, de ce ne‑ai făcut aceasta? Iată că tatăl Tău și cu mine Te‑am căutat cu îngrijorare!
LUK.2.49	El le‑a răspuns:
LUK.2.49	– De ce M‑ați căutat? Nu știați că trebuie să fiu la cele ale Tatălui Meu?
LUK.2.50	Ei însă n‑au înțeles cuvintele pe care li le‑a spus. 
LUK.2.51	Apoi S‑a coborât împreună cu ei, a venit în Nazaret și le era supus. Mama Lui păstra toate aceste lucruri în inima ei. 
LUK.2.52	Și Isus creștea în înțelepciune, în statură și era plăcut înaintea lui Dumnezeu și a oamenilor.
LUK.3.1	În anul al cincisprezecelea al domniei lui Tiberiu Cezar,
LUK.3.2	în timpul marilor preoți Ana
LUK.3.3	Ioan s‑a dus în întreaga vecinătate a Iordanului, proclamând botezul pocăinței spre iertarea păcatelor, 
LUK.3.4	așa cum este scris în cartea cuvintelor profetului Isaia:
LUK.3.4	„Un glas al celui ce strigă în pustie:
LUK.3.4	«Pregătiți calea Domnului,
LUK.3.4	neteziți‑I cărările!
