MAT.1.1	Niján jíri linébaanfaangu Jesucrístu le jádaangiñebei meja ladǘgawagun Davíd lúma Abrahám.
2CO.9.1	Luágu loúndarún seínsu joun idújeñu lídan afíñeni, memégeirunwati lun nabǘrüjan jun, 
2CO.9.2	lugúndun subúdi náali lubuídun jugúndan lun jídejan. Súnwandan naríñagun joun loúbawaguna Macedónia láu ugúndani luágu jugúya lan Acáyana aráanseñu jíña lan lun jídejan lúmagiñe lídan irúmu le sügǘjalibei, áni jíbe-ágei Macedóniana ragǘjaña gíñe dǘgüdaguaü láu jagáambun luágu luweírin jáfaagun luágu ídejani le. 
2CO.9.3	Láu sun líra, noúnajaña idújeñu jun nubáragiñe lun jaráanseruni luáguti labúdajoún seínsu, lun mámabei lan iyéeni, buíti le naríñagubei juágu libǘgürü cátei le, lun abúdajoúali lan sun seínsu lubáragiñe nachǘlürün jumóun, 
2CO.9.4	ñǘdündügü jañeín jádaangiñe Macedóniana núma, jadáriraünme maráanserunga. Líchuguña jamúga líra busíganu woun, júntima, lárigiñe rúwamaali lan sarágu wafíñen juágu. 
2CO.9.5	Ligía narítagunbei namúriajan jáma idújeñu ja lun joúdin bisídaün nubáragiñe, lun gíñe jíderagunün abuínchagüdei seínsu le uágubei jaríñaga joúndarun. Ítara, aráanseñu lúba seínsu le joúndarubei lun jarúfuduni jareíni, máma quei ában cátei le lúnti wafósurunün luágu.
2CO.9.6	Jarítagua jumá luágu cátei le. Le loúguati lábunagun, loúguabei gíñe lalúbajan, le gíbeti lábunagun, gíbebei gíñe lalúbajan. 
2CO.9.7	Cáda ában jídaangiñe, lúnti líchugun queísi ligáburi larítagun, máma láu magúndani ni ladǘga aríñawagúa lan jun lun jíchugun, lugúndun jínsiñejabuti Búngiu lun le íchugubei láu ugúndani. 
2CO.9.8	Gayáraati líchugun Búngiu sun luwúyeri abíniruni jun gíbe, lun ñi lan le jabúseerubei júma súnwandan lun jabágaridun, ñi ligíame gíñe sarágu júma lun jídejan. 
2CO.9.9	Taríñajare Lerérun Búngiu luágu gürígia le íchugubei sarágu.
2CO.9.9	Rújali sarágu joun gudémetiña,
2CO.9.9	áni reídeiti cátei buíti le ladǘgübei lun sun dan.
2CO.9.10	Búngiu, le íchugubalin ílaü lun lábunún, ában lalúbajagüdǘn sarágu lídaangiñe lun gayára lan weígin buídu, líchuguba gíñe jun lun gayáraabei lan jedéweejan sarágu joun gudémetiña queísigubeirügü ílaü le ábunúbei. Ábame laweíridagüdüni Búngiu murúsun fuleísei le jadǘgübei joun, daríme lun jabíjin oúnwenbun abíniruni lúmagiñe Búngiu queísi ában oúnwenbun alúbajani. 
2CO.9.11	Jugúya, jibíjuba sarágu súnwandan lun gayáraabei lan jíchugun sarágu, áni dánme le jerésibiruni wadújeñu seínsu le lúnbei joúnajani joun wáma, weíribei jateíngiruni Búngiu. 
2CO.9.12	Lugúndun láu wíchuguni íderawaguni le joun wadújeñu, máma wíchiga rügǘñein seínsu le jemégeirun joun, wadǘgüña gíñe lun jíchugun sarágu eteíngiruni lun Búngiu láu líra. 
2CO.9.13	Jíchuguba uweíriguni lun Búngiu lugúndun arúfuda lumúti ídejani le joun luágu adǘga jumáni le lubeíbei Crístu, jíchuguba gíñe uweíriguni lun Búngiu luágu íderawaguni le jíchugubei joun lúma joun súngubei. 
2CO.9.14	Ábame jayúmuragun lun Búngiu juágu láu sarágu ínsiñejabuni jun luágu luweírin lareíni Búngiu le larúfudubei jídaangiñe. 
2CO.9.15	¡Teínqui wáña lun Búngiu, luágu rújali lan ában oúnwenbun cátei woun le siñá wabeí adárira dimúrei le buídurügüti ubuídun lun wadímurejan luágu! Cátei ligía, Liraǘ.
2CO.10.1+2CO.10.2	Aríñawagúati luágu gudémegu nan dan le júma nan, ánjein lan dan le díse nan jueí, derégüda lan noúserun júma. Áu Páblo, ayúmuraguatina jun láu ában ǘnabuni lúma ában areíni líbe le larúfudubei Crístu, lun mafósurun jubádina lan lun narúfuduni nubáfu láu nafáyeigüdünün luágu wuríbati le jadǘgübei, dánme le nachǘlürün júmoun. Sáansi jumeí ligáburi jarítagun wawágu, jugúya le aríñagubei luágu lun lan waríjin cába lan waságara lídaangiñe wesériwidun lun Crístu. Ánjein madǘgün jumá, aráansetina lun nagágibudagun júma. 
2CO.10.3	Inárüni luágu uboúaguna wamá láu sun jadébilin gürígia uboúaguna, máma queísi wügǘriña lánina uboú le wawúribuja luágu wuríbani. 
2CO.10.4	Máma uboúaguna áruma to áuboun wawúribuja, larúmate Búngiu wayúsuruboun lun tagǘnrinchagun érei. 
2CO.10.5	Ítara líña lubeíti, láu lubáfu Búngiu güríngua wamúti sun arítaguni le múaraanbei lúma linárün Búngiu, lúma sun cátei le abúseerúbei leréderuni lasúbudirúniwa Búngiu. Sun gíñe jasáminan gürígia uboúagu rúwamuti lábugiñoun lubáfu Crístu lun lúaraduba lan láu le lubeíbei. 
2CO.10.6	Áni lárigiñe jíchaagun júngua le gumúti lábugiñoun lagúmadijan Crístu, aráanseñu wáña lun wasúfuriragüdüniña ja magáambadigiñabaña lun.
2CO.10.7	Barǘ jumuti cátei quei larijíniwa boúgudigiñe libíti. Aríñagatina jun luágu ánjein lan choúrugua lubeí ában gürígia lúngua luágu lánigu lan Crístu, lúnti gíñe lasúbudiruni luágu ítara méme líña lan lánigu wamá gíñe Crístu. 
2CO.10.8	Fágua jarítagun luágu néredun murúsun lueí le lubúdubu luágu nubáfu queísi láni Crístu apóstolu, úabei nibúsigari nan luágu líra, lugúndun Búngiu guánarü rúlaali ubáfu le nun lun nawáanseragüdünün lídan cátei lánina Búngiu, máma lun nagǘnrinchaguni jafíñen, queísi jadǘgüni arúfudajatiña jagánagua guetó. 
2CO.10.9	Mabúseerúntina lun jarítagun luágu náluguña lan nebélaagüdün anúfudei jídoun táu nigáradan. 
2CO.10.10	Aríñagatiña náganiñu luágu abǘrüja nánun gárada queísi ában gürígia láuti sarágu ubáfu, áni derégüdatí nege nerérun jun tídan, dan le júma nan, débilitiná nege, áni mínsiñegu lán nege ligáburi nadímurejan. 
2CO.10.11	Furúmieguarügü le aríñagubalin cátei le, lúnti gíñe lasúbudiruni luágu ítara lan quei nubeí láu dimúrei díse jueí, ítara núba lan gíñe dánme le júma nan.
2CO.10.12	Míchaaguntiwa woúngua jámoun ja adímurejabaña buídu jawoúgua, mítaraantiwa quei jagía. Jagía, adǘgatiña ában libídiouniga áu láu jamísuraagun joúngua láu guánarügü jamísuraagüle lúma láu jíchaagun joúngua jámagua. 
2CO.10.13	Wagía, mapántajaanbadiwa luágu wawádigimaridun lun Búngiu lídan ában fulásu le ñílumuti míchugun lan Búngiu ǘma woun lun wesériwidun lun ñi, queísi jadǘgüni arúfudajatiña jagánagua guetó. Búngiu arúfudubalin lébeja fulásu le lúnbei wawádigimarini lun, áni ligía ánjarubei lun wachǘlürün júmoun ubúrugun Corínto. 
2CO.10.14	Ligía mídin wabeí sügǘ láu le labúseerubei Búngiu wadǘga lídan le wáfaagun lun wíderagunün, ladǘga wagía anǘgübalin ugánu luáguti Crístu jun furúmiñe. 
2CO.10.15	Mapántajaantiwa láu wadágimanu le jadǘgübei ámu, camá jamuga wadǘga. Agúrabarügütiwa lun quei lan lagánwoundun jafíñen, gayáraabei lan wawádigimaritima jagánagua, súnwandan quei lugúndan Búngiu. 
2CO.10.16	Lárigiñeme, jarítaguatiwa wadíseduntima lun wapúrichijani ugánu lánina asálbaruni lídan buri fulásu le díseti jueí, le ñí lumuti magáambungiña lan luágu Crístu, lueí wapántajan luágu wadágimanu le jadǘgübei ámu, camá jamuga wadǘga.
2CO.10.17	Le busénti ladímurejan luágu uweíriguni, ladímureja luágu luweírigun Crístu, máma luágu luweírigun guánarü. 
2CO.10.18	Lugúndun gürígia le buídubei, máma le adímurejabei buídu luoúgua, le uágubei buídu lan ladímurejan Wabúreme Crístu, ligía buídubei.
2CO.11.1	¡Buséntina jamúga lun jawánduni libídiouniga náu murúsun! Awánda jumá, 
2CO.11.2	lugúndun eméendütina jáu láu ában eméendüni le lúmagiñeti Crístu, lueí jamuga jígiruni Crístu. Áu asúbudiragüdübalin Crístu jun, ába júaradun lúma, áni le nabúseerúbei, lun gayáraabei lan nedéregerunün lun quei ában irájü jarúmatu to amárieidutu lúma ábanrügü wügǘri. 
2CO.11.3	Ítara quei layéedunun Máfia Éva, janúfudetina lueí gíñe jígiraguagüdün júngua lun jeyeedún lídan jarítagun, lueí jesériwidun lúnrügü Crístu táu sun tarúman janígi. 
2CO.11.4	Naríñagubalin le, ladǘga resíbi jumáaña ja ñǘbintiña adímureja iyéeni jun luágu Crístu, áni bulíeiguatün lueí cátei inárüniti le warúfudajabei jun. Resíbitün gíñe ában espíritu láu ugúndani ámu lueí Sífiri Sándu le resíbi jumáalibei láu warúfudajan jun, resíbitün gíñe ában ugánu lánina asálbaruni jámagiñe le ámu lueí ugánu lánina asálbaruni le agáamba jumáalibei wámagiñe. 
2CO.11.5	¡Afíñetina luágu mǘnabun nan sügǘ jáu súper-apóstolugu ja jafálarubaña! 
2CO.11.6	Fágua ibídiouguati láu ligáburi nadímurejan, mabídiounigati láu nisúbudin, áni arúfuda wamáali le jun súnwandan lídan sun le adǘga wamáalibei.
2CO.11.7	¿Ódi wuríbati nadǘga napúrichijani ugánu lánina asálbaruni jun magúburajanga áu ni cáta, ǘnabudaguagüda núngua ítara lun niñúragunün lídaangiñe binádu jigáburi? 
2CO.11.8	Barǘtina seínsu jámagiñe tílana ámu buri ligílisi láu nerésibiruni le jafáyeirubei nun, lun nayúsuruni esériwida jun magúburajanga naün. 
2CO.11.9	Áni dan lé meja níjein lan nemégeirun dan le júma nubeí, merédetina quei ijǘrügu lun ni ában, idújeñu ja ñǘbinbaña Macedóniagiñe, jagía íchugubalin le nemégeirubei nun. Ítara líña náfaagun lun mámabadina lan ijǘrügu jun lídan ni cáta, áni ítara méme lúba nadǘga. 
2CO.11.10	Ítara quei choúru náni luágu subúdi náni linárün Crístu, ítara líña gíñe nasúbudiruni luágu manǘgübadina lan seínsu lúmagiñe ni ában lídan sun Acáya, lueí jamuga lagídarúniwa lébuna ugúndani le nuágubei, lun gayára lan nesériwidun jun magúburajanga. 
2CO.11.11	¿Cásan uágu nadímureja ítara? ¿Ladǘga funásan jimísiñe nun? Subúditi luweírin jínsiñe nun lun Búngiu.
2CO.11.12	Nadǘga mémebei le nadǘgübei lun míchugun nan lúgaaru joun arúfudajatiña jagía ja áluajabaña lun gayáraabei lan jaríñagun luágu ítara méme líña lan jesériwidun jun queísi wagía. 
2CO.11.13	Máma Crístu oúnajabaliña yéetiña jagía jagánaguoún láu sun jafámurun camá lánigu Crístu apóstolu jagía. 
2CO.11.14	Áni máma cátei terénchati le, lugúndun Máfia guánarügü arúfudaguati lúngua quei ánjeli le íchugubalin larúgounga, 
2CO.11.15	ligía giñéti jafámurubei ja esériwidubaña lun queísi gürígia ja adǘgütiña buíti. Wel, lachǘlürüba wéyu lun jerésibiruni le jadǘnabei luágu wuríbani le jadǘgübei.
2CO.11.16	Naríñaguñaya jun. Úa la ni ában arítaguti luágu ladǘga lan lǘlü lan náu nadímurejanbei jun ítara, ánjein jarítagua jubálin ítara, ígira jumána lun nadímurejan jun quei ában lǘlü táu, lun gíñe gayára lan napántajan murúsun. 
2CO.11.17	Dan le nadímurejan buíti nuoúgua, madímurejaantina láu ában ǘnabuni quei ligáburi ladímurejan Crístu, nadímurejan quei jadímurejan ibídiouguatiña áu. 
2CO.11.18	Queísi japántajan arúfudajatiña jagánagua láu buri cátei le lánina uboú le, napántajaba gíñe. 
2CO.11.19	¡Quei lanárimebei lichú jáu, awánda jumútiña lǘlü táu láu ugúndani! 
2CO.11.20	Lugúndun awánda jumútiña ja afósurubalün lun jesériwidun joun, jáma gíñe ja aságarubalin le júmati, ja anǘgübalün jánime, ja oúserubalün quei ni cáta, ja agáyuajabaña jigíbuagun. 
2CO.11.21	Láu sun nibúsigari nan lun naríñaguni, ¡weírití buga wedébilin lun wadǘgüni cátei líra!
2CO.11.21	Ánjeinti le uágubei gayára lan janáangun joúngua, gayáraati gíñe nanáangun núngua luágu (nadímurejaña méme queísi ában lǘlü táu). 
2CO.11.22	¿Jarásan Hebréona jagía? Áu sun. ¿Linásiñuna Israél jagía? Áu sun. ¿Linébaanfaangu Abrahám jagía? Linébaanfan gíñe áu. 
2CO.11.23	¿Esériwidutiña lun Crístu jagía? Sügǘtimaatina jáu láu sun nadímurejaña lan queísi ában lǘlü táu dan le naríñaguni. Ñadágimeinjaadina sügǘ jáu, beíwaadina sügǘ jáu, dáüwaadina sügǘ jáu, sarágujali weíyaasu yaráfa nan lun noúnwen. 
2CO.11.24	Seíngüjali weíyaasu jabeíchunina juríu láu darándi-néfu beíti. 
2CO.11.25	Ǘrüwa weíyaasu jíchaagun Rómana wéwe nuágu, ában weíyaasu jachǘragun juríu dǘbü nuágu. Ǘrüwa weíyaasu tabúluchun ugúnein to ídaanboun náfayaja náu, ában weíyaasu sügǘtina ában áriebu lúma ában wéyu anágü baránaja lárigiñe tabúluchun ugúnein náu. 
2CO.11.26	Aweíyasujaadina sarágu luágu luwádigimari Wabúreme, áni luágu buri weíyaasu ligía daríguaadina núngua lídan pelíguru dúnarugu, jádan jíwerutiña, jádan nupaísanu, lúma jádan teréncha. Daríguaadina núngua lídan pelíguru ubúrugu, áraabu, lúma baránaja, lúma lídan pelíguru jádan gürígia aríñagutiña luágu idújeñu jamá lueígiñe Jesucrístu, le jayéeni. 
2CO.11.27	Deréti nuwádigimaridun láu sarágu lénreengúnga, reídeijadina marúmugunga sarágu weíyaasu, súfurijadina ilámaü lúma mágürabu, ayúnaraadina gíbe, súfurijadina lidíliga lúma tiloúgua anáanguni.
2CO.11.28	Boúgudi lueí buri cátei le lúma buri ámu cátei, ságü wéyu nasándiruni lijǘrü nidíjeri jawágu tílana sun ligílisi. 
2CO.11.29	Ánjein débili lubeí ában gürígia, sandítina camá jamuga áu débilibei. Ánjein áburuja ában gürígia lídoun figoú, weíriti nigárigu luágu. 
2CO.11.30	Ánjein lúnti lubeí napántajan lun gayáraabei lan jerésibirunina queísi apóstolu, napántajaba láu buri cátei le, le arúfudubalin nidébilin. 
2CO.11.31	Búngiu, le Lubúngiute áni Lúguchi Wabúreme Jesucrístu, le únbei lúnti lan líchugúniwa uweíriguni lun sun dan, subúdi lumúti luágu inárüni lan naríñagubei. 
2CO.11.32	Dán meja le ubúrugu nubeí Damásco, ába líchugun gumádimati le esériwidubei lun urúei Arétas oúnigirutiña luágu buri lubéneri fulásu ligía lun janǘgünina adáüra. 
2CO.11.33	Ába jaráriragüdünina numádagu lídan ában faníñe lídaangiñe ában funédere láni lubárierun ubúrugu, ítara líña neséfurun jájaburugugiñe náganiñu.
2CO.12.1	Magáñeirunti gürígia ni cáta láu ladímurejan buídu luoúgua. Láu sun líra, nabájüdagua jun guetó luágu buri cátei lé meja larúfudubei Jesúsu nun. 
2CO.12.2	Catoúrusu irúmu guetó lueígiñe nanügǘniwa lídoun lǘrüwan siélu, áu le afíñebei luágu Crístu. Ibídiñeti nun ánjein láu sun lubeí núgubu nídin, lúmoun máma lan láu, Búngiu asúbudirubalin. 
2CO.12.3	Subúdi numúti luágu barǘwa nan lídoun lǘrüwan siélu, le méme gíribei paraíso, ibídiñeti nun ánjein láu sun lubeí núgubu o máma lan láu sun núgubu, Búngiu rügǘñein asúbudirei. 
2CO.12.4	Ñi siélu, arúfudati Búngiu cátei nun lé buri uágubei siñá lan nadímurejan ni ca un ladǘga arámudaguati buri cátei ligía lueí jasúbudin gürígia. 
2CO.12.5	Gayáraati jamúga napántajan luágu naríjini buri cátei líra, láu sun líra, siñáti napántajan nuoúgua, nadímurejanrügü luágu luweírin mabáfu nan nurúmawagua. 
2CO.12.6	Láu sun ánjana lan jamúga busén nadímurejan buídu nuoúgua, máma jamúga libídiouniga áu líra, lugúndun inárüni lan jamúga le naríñagubei luágu le asúseredubei nun. Madǘgün nubeí lun úa lan ni ában anǘgütina weíri sügǘ láu laríjinina o sügǘ lan láu le lagáambubei naríñagun.
2CO.12.7	Buídu buríti bugája cátei lé buri larúfudubei Búngiu nun siélu darí jamúga lun gayára lan napántajan luágu. Lun mámabei lan lúba, ába líchugun ában sándi nuágu camá jamuga ában jíyu charúñu nuágu, liábin quei ában lumégen Máfia lun lasúfuriragüdünina. 
2CO.12.8	Ǘrüwaali weíyaasu namúriajan lúma Nabúreme Crístu lun lagídaruni sándi ligía nueí, 
2CO.12.9	laríñaga Nabúreme nun. “Anájein búma láu nínsiñejabu, áni buídurügüti líra lun bawánduni sun asúfuriruni, buítimaati larijín nubáfu jawágu gürígia dan le débili jamá.” Gúndaatina lubeíti láu nidébilin, lun larúfuduni Crístu lubáfu nuágu. 
2CO.12.10	Ligía nagúndaarúnbei láu débili, anabúni, mégei, eíbaajoúni, lúma buri lénreengúnga le nasúfurirubei luágu nesériwidun lun Crístu, lugúndun dántima le débili nan, weíritimaabei nasándiruni lubáfu Crístu nuágu.
2CO.12.11	Ábanjadina lǘlü táu láu nadímurejan buíti nuoúgua, áni jugúya adǘgagüdübalin nun, lugúndun jugúya yebe lúnbei jadímurejan buídu nuágu, máma áu. Mǘnabuntina sügǘ jáu súper-apóstolugu ja jafálarubaña, láu sun ni cáta nan. 
2CO.12.12	Lídan wadágimanu le nadǘgübei láu sarágu gurásu jagánagua, arúfudúati láu seíni lúma miláguru weíriti le nadǘgübei luágu ában lan apóstolu tímatimaati áu. 
2CO.12.13	Moúserun numútün ǘnabu jaweí tílana tíbiri ligílisi, ánjein gubeírügü láu lubeí meréde nan quei ában ijǘrügu jun. ¡Ferúduna jumána luágu líra!
2CO.12.14	Guetó aráanseedina lun nídin bisídaün lǘrüwan weíyaasu, áni mámabadina ában ijǘrügu jun. Máma náluguñein le júmabei, jugúya nálugubei lun jedéregeragun júngua le gumúti lun Crístu. Ítara jíña nun queísi isáanigu, áni agǘbürigu lúnbaña joúndarun seínsu jabá jasáanigu, máma isáanigu jabá agǘbürigu. 
2CO.12.15	Nagástarubei le númabei láu ugúndani juágu, daríme lun níchaagun núngua le gumúti luágu jufúleisein lun gayáraabei lan jeíbugun buídu lúma Crístu, láu sun genége láni luágu dántima lan le jínsiñe jumá nun, mínsiñetimaatina jun.
2CO.12.16	Añájein, láu sun subúdi jamáni luágu meréde nan quei ában ijǘrügu jun, aríñagatiña luágu barǘ nan seínsu júmagiñe lídan ámu luwúyeri láu ibíbuni. 
2CO.12.17	¿Ayéeda numútün funági láu ában jádaangiñe gürígia ja noúnajabaña jun lun lanǘgüni seínsu júmagiñe nubá? 
2CO.12.18	Amúriajatina lúma Títo lun lídin bisídaün, oúnaja áu ában idújei lúma. ¿Yéegua lumútün funági Títo? ¿Ma ában láu woúserun wagía biángubei, áni ában méme Sífiri Sándu abúgurubalíwa?
2CO.12.19	Fágua jarítaguatün luágu weséfuraguña lan woúngua jigíbugiñe, máma líña. Lubáragiñe líra, wadímurejaña ligíbugiñe Búngiu queísi lánigu Crístu. Sun le aríñaga wamáalibei, waríñaguñein lúnrügü jawáanserun lídan jeíbugun lúma Búngiu, nidújeñu jínsiñetiña nun. 
2CO.12.20	Nidíjeritina lueí dan lánme nídin aríjaün, fágua madárirun nubádün agáburida queísi nabúseerun jamúga nadárirunün, ábame magúndaanbadün lan láu ébechuni le lúnbei níchuguni juágu. Nidíjeritina lueí nadárirunün ageíndagua, láu gimúgaü, lúma igáñi tídan janígi, láu jáfaagun lun jawáanserun láu jǘnabudagüdüniña jidújeñu lueígiñe Jesucrístu, láu marásualugu, agúseragüdüña jidújeñu, láu pántaü, lúma lídan chagáguaü. 
2CO.12.21	Nidíjeritina lueí lídan lánme nídinya bisídaün, lanǘgagüdünina Nubúngiute busíganu jáu, lueí gíñe nayájun jawágu sarágu jídaangiñe ja afígounjañabaña lúmagiñe binárü áni mígirun jamágili iwíyei, salúfuri, lúma buri ámu luwúyeri wuríbani.
2CO.13.1	Nijánme lǘrüwan weíyaasu nídin bisídaün. Dánme le nachǘlürün júmoun, lagúseragüdǘwaba cáda ában le gadúnrunti ánjein añájein lubeí biáma o ǘrüwa geféentiña luágu lidúnrun. 
2CO.13.2	Luágu meja libíaman nuweíyasun júmoun, wéridi numútiña meja ja adáagubaña wuríbani lun jasáansiraguni jagáburi. Láu sun díse nan jueí guetó, naríñaguñaya joun sun ja asígirubaña adáagua wuríbani, luágu dánme lan nídin bisídaün lǘrüwan weíyaasu, nasúfuriragüdübaña lan láu ában érei weíriti. 
2CO.13.3	Narúfudubeiti jun luágu adímureja lan Crístu nídaangiñe. Áni medébilinti Crístu lídan ligáburi loúserunün, arúfudarügü lumúti luweírin lubáfu jagánagua. 
2CO.13.4	Inárüni luágu jilá lan luágu gurúwa queísi débiliti, ába labágaridun láu lubáfu Búngiu. Débilitiwa gíñe queísi ligía dán meja le laganoúnbei ya uboúagu, áni quei sará lan Crístu lídaangiñe oúweni láu sun lubáfu Búngiu luágu, wachǘlürüba júmoun láu sun lubáfu Búngiu wawágu ladǘga lídaañadiwa lan ában lúma Crístu.
2CO.13.5	Joúchagua jumá júngua lun jaríjini ánjein lánigu jubeí Crístu le tímatimaati, joúchagua jumá júngua, moúchugua jumána. ¿Ibídiñeti jun luágu níjein lan Crístu jídan ánjein afíñe jubeí le tímatimaati luágu? 
2CO.13.6	Agúrabatina jasúbudiruni luágu afíñe wamá luágu Crístu le tímatimaati, áni níjein lan agánawa wádan láu sun lubáfu, 
2CO.13.7	ladǘga mabúseerun wamá warúfuduni wabáfu quei apóstolugu láu wasúfuriragüdünün luágu luríban jigáburi. Busénrügütiwa lun buídu lan jeíbugun lúma Búngiu láu sun jamúga ígirúa wamá marúfudunga wabáfu quei apóstolugu. 
2CO.13.8	Dan rügǘñein múaran lan lagáburidun gürígia lúma linárün Búngiu, labúseerúa larúfudúniwa nubáfu queísi apóstolu lun nasúfuriragüdüni gürígia luágu lifígoun, dan le buídu lan joúdin lúma Búngiu, mabúseerúnwati narúfuduni nubáfu láu abeíchuni. 
2CO.13.9	Gúndaatina lun naganoún quei mabáfuti ánjein buídu lubeí jigáburi, áni wayúmuraguamémeba lun jiábin lun jabuídurun le gumúti. 
2CO.13.10	Nabǘrüjañoun gárada to jun lubáragiñe nídin aríjaün, lun gayáraabei lan jasáansiruni jigáburi lubáragiñe nachǘlürün júmoun, lun memégeirúniwa lan narúfuduni nubáfu juágu quei apóstolu láu nasúfuriragüdünün. Lugúndun rúlumuti Búngiu ubáfu nun queísi apóstolu lun nawáanseragüdünün lídan jeíbugun lúma, máma lun neréderunün lueí.
2CO.13.11	Guetóti, nidújeñu, buídulá lídin jun. Áluga jumá lun jabuídurun le gumúti lídan jigáburi, ragǘjuma dǘgüdaguaü, abágarida jumá lídan úarani lúma darángilaü. Ítara lúba júmabei lan Búngiu láu lidárangilan lúma línsiñejabu. 
2CO.13.12	Chúgua jumá júngua lídan líri Wabúreme lun jarúfuduni luágu lídaañadiwa lan ában wámagua. 
2CO.13.13	Mábuga jáña sun wadújeñu lídan afíñeni jun.
2CO.13.14	Resíbi jumeí labíniragüle Jesúsu, lúma línsiñejabu Búngiu, sandí jumeíme Sífiri Sándu júmagua. Ítaralá.
GAL.1.1	Anája áu Páblo, le láni Jesucrístu apóstolu. Máma gürígia anúadirubalina lun apóstolu nan, máma gíñe gürígia oúnajabalina apúrichija luágu, Jesucrístu guánarügü lúma Wáguchi Búngiu le ásaaragüdübalin lídaangiñe oúweni, jagía oúnajabalina quei apóstolu. 
GAL.1.2	Áu jáma sun wadújeñu lueígiñe Jesucrístu ja númabaña ya, wabǘrüjañoun gárada to jun, jugúya le tílana sun ligílisi to Galáciaboun. 
GAL.1.3	Binílaün Wáguchi Búngiu lúma Wabúreme Jesucrístu, ibíja jumá gíñe darángilaü jámagiñe. 
GAL.1.4	Rúlumuti Jesúsu libágari wawágu lun lachíbuni wafígoun, gayára lámuga wasálbarun lídaangiñe lubáfu wuríbani le lánina uboú le, queísi labúseeruni Búngiu. 
GAL.1.5	¡Uweíriguni lun Búngiu lun súnwandan! Ítaralá.
GAL.1.6	¡Weíriti nanígi láu lufúresen jígiruni Búngiu le agúarubei jun lun lánigu jumá luágu le ladǘgübei Crístu juágu, láu luweírin línsiñejabu! Furéseti jasáansiruni jafíñerun afálara ámu arúfudajani lún nege jadáriruni jasálbarun lídaangiñe, 
GAL.1.7	iyéeni arúfudajani ligía. Chülǘjaña wügǘriña jagánaguoún, ja buséntiña jañáwurijani jarítagun lun jafálarun ában ǘma le maríchati—ámu lueí jafíñerunrügü luágu Jesucrístu lun jasálbarun. 
GAL.1.8	Wel, furúmieguarügü gürígia le ñǘbinbei adímureja jun luágu ámu luwúyeri asálbaruni lueí le arúfudaja wamáalibei jun, cáteiñein lan gürígia ligía, ¡reídeilá lábugiñe líñaragun Búngiu lun sun dan, áu yebe, ában yebe ánjeli siélugiñe! 
GAL.1.9	Aríñaga náali meja áni naríñagayaali guetó. Ánjein ñǘbin ában gürígia arúfudaja ámu luwúyeri ligáburi asálbaruni lídaangiñe figoú jun lueí le resíbi jumáalibei, ¡reídeilá lábugiñe líñaragun Búngiu!
GAL.1.10	Dan le naríñaguni le, ¿náluguña neréderun buídu jagíbugiñe gürígia, ódi neréderun buídu ligíbugiñe Búngiu? ¿Buséntina funági neréderun buídu jagíbugiñe gürígia? Lun jamúga ligía lan nabúseerúbei, mámaadina jamúga ában esériwiduti lun Crístu.
GAL.1.11	Buséntina jasúbudiruni, nidújeñu, luágu ugánu lan le luáguti asálbaruni le uágubei nadímureja, máma jádaangiñe gürígia liábin, 
GAL.1.12	máma lúmagiñe ni ában gürígia nibíjei, máma gíñe larúfudajan ni ában gürígia nun, Jesucrístu guánarügü asúbudiragüdübalin nun.
GAL.1.13	Agáamba jumáali ída líña lán meja nigáburi dán meja le gúnfuligidina lúma Búngiu láu luwúyeri jagúnfulirun juríu, subúdi jumáali ída líña lán meja lanárime neíbaajaniña tílana lilígilisin Búngiu, áfaagua áu lun nagúmuchaguagüdüniña. 
GAL.1.14	Lídan ligáburi jagúnfulirun juríu lúma Búngiu, furésetina meja sügǘ jáu sarágu jádaangiñe nupaísanun ja madíseguati jagǘriajoún núma, ladǘga derégüdatimáatina meja lídan nagúnfulirun láu jagáburi binádu nagǘbürigu. 
GAL.1.15	Ánjeinti Búngiu, anúadira láadina méja lubáragiñe nagǘriajoún lun nesériwidun lun, ába lagúarun nun luágu luweírin línsiñejabu lun lánibadina lan. 
GAL.1.16	Lídan lidáani, ligía lugúndaanbei Búngiu lun lasúbudiragüdüni Liraǘ nun lun gayáraabei lan napúrichijani lubuídun ugánu joun ja mámabaña juríu luágu ligía lan Wasálbaragülebei. Lárigiñe nasúbudiruni Jesucrístu, mídintina álügüdaja ni ca úma, 
GAL.1.17	mídin áu Jerusalén aríjaña ja apóstolubaña nubáragiñe, lubáragiñe líra, ába nídin furése loúbawagun Arábia. Lárigiñe, ábaya nagíribudun ubúrugun Damásco.
GAL.1.18	Darí ǘrüwa irúmu lárigiñe, ligía nídin Jerusalén, ligíati nasúbudiruni Pédro, ába neréderagun queínsi wéyu lúma. 
GAL.1.19	Maríjintina ámu jádaangiñe apóstolugu lueídügüya Jacóbo, le lamúlen Wabúreme Jesúsu. 
GAL.1.20	Ninárün jáu ligíbugiñe Búngiu luágu inárüni lan le nabǘrüjabei jun.
GAL.1.21	Lárigiñe líra, ába nídin loúbawagun Síria lúma Cilícia. 
GAL.1.22	Ja wadújeñu lueígiñe Crístu ja tídaanbaña lilígilisin Crístu to loúbawaguboun Judéa, maríjin jamágidiná meja lídan dan ligía, 
