MAT.1.1	Bɨ səŋ bɨ̂tà bɨ atsə bɨ Yesu Kristo, yìi mə à lɛ mfɛ̀'ɛ̀ a atsə David, mu Abraham aa mə:
HEB.10.10	Ǹloŋ ŋkɔ̀ŋə̂ Nwì ma ya, bɨ sì'ì mə̂ yi'inə̀ bì'inə̀ laa, ntsya a njɨ̌m ajàŋ yìi mə bɨ lɛ nlɔ̀gə ɨbɨɨnu Yesu Kristo m̀fa mma'a Nwî ghu ŋgaa yî m̀fùùrə̀ aà. 
HEB.10.11	Ŋ̀gàŋmà'anwi ntsɨ̀m a təə ŋgɔ̀ŋ mɨ̀tugə mɨjwi mɨ̀tsɨ̀m a adɨgə afà'a yu, ǹtɔɔ nɨ̂ ǹjoo mma'anwi jìi mə, a ŋgɨŋ ŋgɨ̀ŋ, kaa mbə kɨ'ɨ ɨnnù jî bɨ sì'ìtə̀ aa ŋkwatə nɨ̂ ǹgàà. 
HEB.10.12	Lâ Kristo à lɛ mmà'à Nwîŋgɔ̀ŋ m̀bɨ'ɨ ɨ̀nnù jî bɨ nɨ̂ àyoo mmà'anwi yî fùùrə̀, ǹtswe a nsyɛ a mbɛ̀ɛ̀ nɨ̀kwɛɛ Nwì nî mà'à 
HEB.10.13	ǹyu'utə nɨ mə tâ bɨ̀ ghɨrə ŋgàŋkɨ̀bàâ ji tâ ɨ̀ tɨgə mbə atɛtə̀ mɨkorə̂ yi. 
HEB.10.14	Ǹloŋ mə à lɔ̀gə̀ mə ayoo mmà'anwì yî fùùrə̀ ǹsi'i bə̂ ghu mə bɨ̀ laa mbɔŋ màŋsə̀ nɨ̂ŋkoŋə̀. 
HEB.10.15	Àzwì Nwî a kɨ̂ m̀bə àyəfə a mbo bì'inə̀ a nɨ̂ ɨ̀nnù jìi à lɛ nswoŋ aà. À lɛ mfòò ǹswoŋ mə,
HEB.10.16	“À nɨ̂ àkàà yìi mə̀ ka wàrə̀ bi'ibo aa a yulà
HEB.10.16	mə mbə ǹjwi mà jya ɨ tsya, a swoŋ Mmà'àmbî:
HEB.10.16	Mə̀ ka nɨŋ bɨ̂nɔ̀ŋsə̀ ba a ntɨɨ bo,
HEB.10.16	ɨ kɨɨ ŋwà'ànə̀ a atu bo.”
HEB.10.17	A bû ŋ̀ku'usə mə,
HEB.10.17	“Kaa mə̀ ka wa'ǎ ɨnnù jî bɨ̂ jyaa bo bɨ̀ ɨ̀nnù jìi mə bo lɛ mfànsə̀ aa bù ŋ̀wa'atə”
HEB.10.18	Bɨ laa bə lì'ìnə̀ ma juù ɨ̀nnù bəə boŋ kaa ǹji'ì ànnù a ka ntɔ̀ɔ njoo mmà'anwì mbɨ'ɨ ɨnnù jî bɨ kaa ɨ̀ sɨ̀ bû mbə. 
HEB.10.19	Bɨ̀lîm bâ tsǒ mə bì'inə̀ naŋsə mbii mə, bì'inə ka yǐ kuu wa mum adɨgə ya mə a laa màŋsə̀ ǹtsya aa a njɨ̀m aləə Yesu aa 
HEB.10.20	à lɛ ŋŋa'a mânjì yî m̀fii yìi mə à tswentɨ̀ɨ̀ aa ntsya a njɨ̌m àtsə̀'ə̌ nyàtə̀ ya- la a bə mə, ǹtsya a njɨ̌m njyǎ nû yì. 
HEB.10.21	Tsǒ mə bì'inə̀ tswe nɨ ŋ̀gàŋmà'anwì yî ŋ̀kɔ̀'ɔ̀nə̀ yìi mə a lèntə ndâ Nwì aa, 
HEB.10.22	tâ bì'inə̀ yoŋtə ŋkòòntə̀ nɨ̂ ǹtɨɨ annù nɨ̂ŋkoŋ, nluu nɨ̂ àbììntɨɨ, nɨ mɨ̀tɨɨ mìi mə bɨ lɛɛ̀ ǹsi'i ɨ̀nnù jî bɨ̀ ghu aa, bo bɨ̀ mɨ̀bɨ̀ɨ̀ mɨ nu mìi mə bɨ lɛɛ̀ ǹsi'i nɨ̂ ŋ̀kì yî làà. 
HEB.10.23	Tâ bì'inə̀ tɛ'ɛ akòrə̂ yi'inə̀ tâ à tɨnsə a annù yìi mə bì'inə̀ bii mə bì'inə̀ bɛ aa, nloŋ mə bì'inə̀ zi mə Nwìŋgɔ̀ŋ à ka lə̀ə ŋkà'â yì. 
HEB.10.24	Tâ bì'inə̀ zi ajàŋ yìi mə bə bì'inə̀ ka ndɨɨntə yi'inə̀ bi'ìnə̀ nɨ bì'inə̀ a ka ŋkɔ̀ŋnə bo bɨ̀ a ŋka ŋghɨ̀rə ɨnnù jî sɨgɨ̀nə̀. 
HEB.10.25	A bì'inə̀ tsuu kɨ bɔrɨkə a ŋka ŋghotə ntswe tsi'ì tso mə bə̀ bî mɔ'ɔ ghɨ̀rə̀ aà. Tâ bì'inə̀ baŋnə ŋka ŋku'usə ndɨ̀ɨ̀ntə̀ nɨ̂ yi'inə̀ bi'inə̀ nɨ bi'inə̀ tsɨtsɔ̀ŋ ghulà mə Ǹjwî M̀mà'àmbi ya ɨ kù'ù ǹzi aà. 
HEB.10.26	Ǹloŋ mə kaa àyoo ma'anwì yî dàŋ kaa a sɨ̀ bû m̀bə a nsì'ìtə ɨbɨ ghu mə mbə bì'inə̀ zî ànnù yìi mə a ku'unə a ŋghɨ̀rə̀ aa, mbù ŋ̀ka ŋghɛɛ nɨ̂ m̀bìì a ŋghɨ̀rə ɨ̀nnù jî bɨ̂. 
HEB.10.27	Ma mùu ajàŋ a tɨgə̀ m̀baŋnə mbə aa bə mə tâ bì'inə̀ ka mbɔ'ɔ nɨ̂ ànnǔ ntsɔ'ɔtə mɨ̀sa'a ya mə a ka yǐ zì aa bo bɨ̀ mɔ'ɔ yî swèrə̀ swerə wa yìi mə ɨ ka yǐ tɔ̀ɔ̀ ŋ̀gàŋ kɨbàà M̀mà'à mbi aà. 
HEB.10.28	Ŋù yìi mə à lɛ ŋwò nɔŋsə̀ Moses aa, bɨ̀yəfə bi baa kə̀ bi tarə bə fɛ̀'ɛ təə swoŋ ajàŋ mə bo yə aa boŋ bɨ zwitə yi, kaa kɨ'ɨ̀ mɨlɨ̀ŋnə̀ kô. 
HEB.10.29	Nɨ̀ wa'atə mə a ka yǐ tɨgə bə aa mə akə a mbo ŋù yìi mə à tsà'a a Mu Nwì aa ɛ? Mə à lɔ̀gə a aləə ya yìi mə Nwì à lɛ ŋwàrə akàà ghu, ǹsi'i ɨbɨ̂ yi ghu mə tâ à laa nɨ̂ àyoo àdàŋə̀ àdàŋə̀ aa ɛ? À bə̀gɨ̀tə̀ aa Azwǐ ɨbɔ̀ŋ Nwî yâ. Yìi ŋgɨ'ɨ ɨ̀ ka yǐ swèrə tsyàtə̀. 
HEB.10.30	Nloŋ mə bì'inə̀ zi yu wa yìi mə à swoŋ mə, “Ŋ̀kwì'ìnə̂ ànnù à nɨ̂ ànnû yâ mə̀ ka kwi'inə̀.”
HEB.10.31	À nɨ̂ ǹnù yî swèrə̀ ǹswerə a wò a mûm m̀bo Nwì yìi mə à tswe ntɨ̀ɨ̀ aà.
HEB.10.32	Wa'atə̀ nɨ̀ a noò wa yìi mə à lɛɛ̀ ǹtsya aà, nòò wa mə nɨ̀ lɛ ŋkwɛrə ŋkà'à Kristo aa, ŋ̀gɨ'ɨ yì ǹtɨ̀ɨ̀ ɨ̀ lɛ ŋkuu a nu bù, lâ nɨ̀ tswâ ǹtɨɨ̀ ghuu ntsya ŋgɨ'ɨ yâ. 
HEB.10.33	Bɨ̀ lɛ sɨ bə̀gɨ̀tə̀ nɨ̂ ghuu ŋkɨɨ ndɨ nɨ̂ ŋ̀gɨ'ɨ a nu bù a ɨdɨgə mɨtaa, a nɨ bɨ̀nòò bî mɔ'ɔ a bâŋnə̀ ŋ̀ghɛ̀ɛ bu ŋghɛɛ mbii ŋgɨ'ɨ bu bɨ̀ bə̀ bî mɔ'ɔ bìi mə bɨ lɛ sɨ yə mbuu ŋgɨ'ɨ ma wa aà. 
HEB.10.34	Nɨ̀ lɛ mbii a nyə̂ ŋ̀gɨ'ɨ bǔ bɨ̀ ŋgǎŋatsaŋ; noò yìi mə bɨ lɛ ŋkwɛrə ŋgɔ̀ŋ njoò juu tsɨ̀m aa nɨ̀ lɛ mbeentə ma ya nɨ̀ nɨ̀dorə ǹloŋ mə nɨ̀ lɛ nzi mə ǹjoo jì wə̀ jìi mə ɨ tsya ma jya, jìi mə ɨ lwi'i nɨ̀koŋ aa ɨ ka yǐ tswe a mbo bù. 
HEB.10.35	Tsǒ mə a bə laa, tâ nɨ̀ tsuu ataŋəntɨɨ̀ yuu lǒ mà'àtə̀ bə̂, ǹloŋ mə a tswe nɨ̀ mɨ̀tə̀ŋnə̀ mî wè. 
HEB.10.36	Ǹloŋ mə nɨ̀ tswe nɨ̀ tswe nɨ̀ ǹtswântɨɨ ghuu ta kɨ ghɨ̀rə annù yìi mə Nwì a lɔ̀ɔ̀ aa ta kwɛrə ayoo yìi mə à kà'a a mbo bù aà.
HEB.10.37	“Ǹloŋ mə a tɨ̀gə tsi'ì mû àtɨɨ noò
HEB.10.37	tâ yu wa yìi mə à tswe nɨ̂ ǹzì aa, tâ à zi. Kaa à ka wa'à bù ǹtɨgɨtə.
HEB.10.38	Lâ ŋù yìi mə ànnû yi a tsinə aa, à ka tswe ntɨ̀ɨ̀ a njɨ̌m àbìintɨɨ̀,
HEB.10.38	lâ m̀bə a swuŋtə akòrə̂ yi mbɨɨ nɨ̂ ǹjɨ̀m,
HEB.10.38	bəə boŋ kaa mə̀ ka wa'à bi'iyu dorɨtə̀.”
HEB.10.39	Lâ kaa bì'inə̀ sɨ̀ bə̂ bìi mə bì'inə̀ swùŋtə akòrə̂ yi'inə̀ m̀bwɛ aa bə̂. Bì'inə̀ baŋnə bə aa bìi mə bì'inə̀ tswe nɨ̂ àbìintɨɨ a nyweenə.
HEB.11.1	Àbìintɨɨ à nɨ nàŋsə nzi annù tâ à laa nloŋ njoo jìi mə bì'inə̀ bɛ aà, a mbii njoo jìi mə kaa bì'inə̀ sɨ yə aà. 
HEB.11.2	Ǹloŋ mə a lɛ ŋghɨrə àbìintɨɨ mə tâ Nwìŋgɔ̀ŋ à beentə bɨtsyàbɨmbìì bɨ ŋgu'u. 
HEB.11.3	Bì'inə̀ tsya aa a njɨ̀mə àbìintɨɨ nzi mə Nwì à lɛ nnaŋsə mbi yù aa nɨ nɨ̀ghàâ ni. Ma la a bə mə njoo jìi mə bì'inə̀ yə aa, bɨ lɛ naŋsə aa nɨ̀ ǹjoo jìi mə bì'inə̀ sɨ yə aà.
HEB.11.4	A lɛ ŋghɨ̀rə abìintɨɨ mə tâ Abel à ma'a Nwî nɨ̂ àyoo mà'anwì yìi mə a lɛ mbɔ̀ŋ ǹtsya yî Kain aà. Nwìŋgɔ̀ŋ a tɨgə̀ m̀beentə yi mə à nɨ ŋù yìi mə ànnù yi a tsinə̂. Nwìŋgɔ̀ŋ à lɛ mbə ayefə yì ǹloŋ mə à lɛ ŋkwɛrə jìi njoo mà'anwì jya aà, ka mə à lɛ ŋkwo aa, à burə ka kɨ ghàà a njɨ̌m àbìintɨɨ̀ yi. 
HEB.11.5	À lɛ ŋghɨ̀rə abìintɨɨ mə bɨ̀ lɔgə Enoch ŋkɔ'ɔ ŋghɛɛ nɨ ghu mə tâ tsuu nɨwo lǒ yə. Bɨ lɛ nlɔ̀ɔ̀ yi kaa kɨ'ɨ̀ yə nloŋ mə Nwì à lɛ nlɔgə̀ yi aà. M̀bɔŋ tâ bɨ̀ ka nlɔgə yi aa bɨ lɛ mbeentə mə à nɨ ŋù yìi mə à ghɨ̀rə̀ Nwì a dorɨtə̀. 
HEB.11.6	Àbìintɨɨ a bə tuu bə boŋ kaa mbə ŋù tsù a wa'à ghɨ̀rə̀ tâ Nwì à dorɨtə, ǹloŋ mə ŋù tsɨ̀m yìi mə a yòŋtə̀ ŋ̀koontə nɨ a mbɛ̀ɛ Nwì aa, à tswe nɨ̀ m̀bìi mə Nwìŋgɔ̀ŋ à tswe ghu ntɨ̀ɨ̀ ŋkɨɨ ntəŋə nɨ bə̀ bìi mə bɨ naŋsə nlɔɔ nii aà. 
HEB.11.7	A lɛ ŋghɨ̀rə àbìintɨɨ mə tâ Noah à bii ajàŋ yìi mə bɨ lɛ ŋwà'àsə̀ yi ǹloŋ ɨ̀nnù jìi mə à lɛ mburə tɨ yə aa, ǹlɔgə noò ŋ̀kɔɔ abaŋə̀ yìi à lɛ ŋkuu ghu bo bɨ̀ ŋ̀kwɛ̀'ɛ̀ yì yweenə̀ aà. Ma mùu ajàŋ à lɛ ŋghɨ̀rə̀ bɨ nɨ̂ŋ ɨ̀sa'a a nû m̀bi a tɨgə̀ m̀bə ǹjɨ̂ndâ bə̀ bìi mə ànnù yaa a tsinə ntsyǎ a njɨ̀m abìintɨɨ aà. 
HEB.11.8	A lɛ ŋghɨ̀rə àbìintɨɨ mə tâ Àbraham à yu'unə wa noò mə Nwì à lɛ ntwoŋə yi mə tâ à ŋghɛɛ ŋkwɛrə abwenə̀nsyɛ yìi mə Nwì à lɛ ŋkà'à mə yu ka fa ghu mbo aà; à lɛ mfɛ̀'ɛ̀ ŋ̀ka ŋghɛɛ ka mə kaa à lɛ ŋkɨ'ɨ adɨgə yìi mə yu ghɛ̀ɛ̀ ghu aa zî aà. 
HEB.11.9	A lɛ ŋghɨ̀rə abìintɨɨ mə tâ à tɨgə ntswe wa nɨ̂ àbwènə nsyɛ ya mə Nwì à lɛ ŋkà'à aa tsi'ì tsǒ ŋgɨ̀ɨ̀, ǹlɛ nɨ a nɨ mɨ̀ntàŋ tsǒ Isaac nɨ Yakob, bìi mə à lɛ ŋkɨ mbə bə̀ bìi mə bɨ lɛ ŋkɨ ŋka'a abwenə nsyɛ mà yù a mbo bo aà. 
HEB.11.10	Ǹloŋ mə à lɛ sɨ lɔ̀ɔ̀ ǹjɔ̀'ɔ̀ àla'a ya yìi mə ɨ̀ tswe nɨ̂ ɨ̀tsənda, ŋù yìi mə a ghùrə̀ aa, nɨ ŋù yìi mə à nàŋsə̀ aa, a bə Nwì yumbɔŋə̀. 
HEB.11.11	A lɛ ŋghɨ̀rə àjàŋ yìi mə Abraham à lɛ ntswe nɨ̂ àbìintɨɨ mə Sarah à lɛ tswe nɨ mu ka mə à lɛ mbə àfɨ̀rə̀, lɛ boŋ ɨ̀lòô ji ɨ kɨ̀ mə̂ ǹtsya aà. À lɛ mbii aa nloŋ mə à lɛ nzi mə ŋù yìi mə à lɛ ŋkà'à aa, a lə̀ə̂ ŋ̀kà'â yì aà. 
HEB.11.12	A tɨgə̀ m̀bə ajàŋ yìi mə a nɨ ŋù yì m̀fùùrə̀ yìi à tɨ bə aa a tɨgə̀ aa a ŋkwo aa, bɨ lɛ njwe ŋgwɛ̀'ɛ̀ ghu ɨ gha'a mbə tsi'ì tsǒ mɨ̀njɔ̀ŋ mìi mə mɨ tswe a aburə kə̀ tsi'ì tsǒ àwaŋ yìi mə a tswe a aghəŋə ŋkì mɨyaa a ajàŋ mə kaa mbə bɨ wa'à səŋə aà.
HEB.11.13	Bə̀ ma bû bɨtsɨ̀m bɨ lɛ ŋkwokə a mûm àbìintɨɨ̀. Bo lɛ ŋkwokə a mûm àbìintɨɨ tɨ kwɛrə àyoo yìi mə bɨ lɛ ŋkà'à a mbo bo aa, lâ m̀baŋnə nyə njoo mà jya ɨ tswê a sà'a agha'à, lâ m̀bii mə bo ta'a mbə aa bɨ̀gɨ̀ɨ̀, mbə batoo faa atu nsyɛ̂. 
HEB.11.14	Ǹloŋ mə bə̀ bìi mə bɨ ghàà ma mùu ajàŋ aa, bo ghɨrə a laa mə bo lɔ̀ɔ aa ala'a yìi mə à nɨ̂ àyaa aà. 
HEB.11.15	Bo lɛ baa kɨ lə̀ə atû yaa kɨ wa'atə aa àbwènə nsyɛ ya mə bo lɛ mmà'àtə̀ aa boŋ bo lɛ nlɔ̀ɔ abwarə mbù m̀bɨɨ fu. 
HEB.11.16	Lâ bo lɛ mbàŋnə̀ ǹtɛ'ɛ atû yaa bə nɨ̂ àla'a yìi mə a bɔŋ ntsyàtə ma yâ, m̀bə ala'a yìi a tswe a aburə aà. A bə ànnù yìi mə kaa Nwìŋgɔ̀ŋ à sɨ atu dɨ̀rə̀ mə mbə bɨ twoŋə yi mə à nɨ Nwì wàà ǹloŋ mə à nàŋsə njɔ'ɔ̀ àla'a yì ǹsɨgɨ̀nə̀ ǹləə a mbo bo.
HEB.11.17	A lɛ ŋghɨ̀rə àbìintɨɨ mə tâ Abraham à lɔgə mû yì Isaac mə yu tɔ̀ɔ mmà'à Nwî ghu, wâ noò mə Nwì à lɛ ŋkwà'ànə̀ yi aà. Nwì à lɛ nlə̀ə ŋkà'à bo Abraham lâ a kɨ̂ m̀bu mbii a ntɔ̀ɔ a njwoŋ mû yì yî mɔ̀'ɔtə a mmà'a Nwì ghu. 
HEB.11.18	Nwì à lɛ nswoŋ ghu mbo mə, “Mə̀ ka tsyà aa a njɨ̌m Isaac ɨ fa ŋgwɛ̀'ɛ̀ yû mə mə̀ kà'à aa a mbo wò.”
HEB.11.19	Abraham à lɛ mbii mə Nwìŋgɔ̀ŋ mbə a yweensə̀ bə̀ nɨ nɨ̀wô ka mə bɨ kwô kwò aà. Lâ à nɨ mânjì yî mɔ'ɔ mbə bɨ swoŋ mə à lɛ ŋkɨ mbu ŋkwɛrə yi fu a ntsǔ nɨ̀wô.
HEB.11.20	A lɛ ghɨrə abìintɨɨ mə tâ Isaac à nɨŋ mbɔɔnə a nu Yakob bo Esau ǹloŋ ɨnnù jìi mə ɨ lɛ mburə tɨ zì aà. 
HEB.11.21	a lɛ ghɨ̀rə abìintɨɨ mə tâ Yakob à nɨŋ mbɔɔnə a nu bɔɔ bɨ Joseph wa noò mə à lɛ sɨ kwo aa, ntɨgə ntuŋnə ntswa atî yi mmii Nwî. 
HEB.11.22	A lɛ ghɨ̀rə àbìintɨɨ mə tâ Joseph à ghaa annù ajàŋ mə baIsrael ka yǐ fɛ̀'ɛ ala'a Egipto a noò yìi mə à lɛ sɨ kwo aa, ŋkɨ mfa ndɨ'ɨ ajàŋ yìi mə bɨ ka yǐ twiŋə yi aà.
HEB.11.23	A lɛ ŋghɨ̀rə abìintɨɨ mə tâ ta bɨ̀ Moses bo Ǹdè yì tâ bɨ̀ lɔ'ɔsə yi nɨ bɨ̀sàŋ bi tarə a noò yìi mə bɨ lɛ njwe yi aà. Bo lɛ nyə mə, a ŋkɨrə, mu wa à lɛ mbə mbɔ̀ŋ mû, kaa ŋkɨ'ɨ̌ nɔ̂ŋsə̀ m̀fɔ̀ wa bù m̀bɔ'ɔ. 
HEB.11.24	A lɛ ŋghɨ̀rə àbìintɨɨ mə tâ Moses à tuu yi mə tâ bɨ̀ tsuu yi nɨ mu mû M̀fɔ̀ Pharoah yî màŋgyɛ̀ kɨ twoŋə a noò yìi mə à lɛ ŋkwi aà. 
HEB.11.25	À lɛ mbàŋnə̀ tsɔ'ɔ mə yu ka kɨɨ bii ŋgɨ'ɨ yìi mə bɨ lɛ sɨ dɨ a nu bə̀ bɨ Nwî aà, ǹtsyatə a yu'u ɨbɔ̀ŋ yìi mə ɨbɨ zì nɨ ghu, ɨ bə̂ ɨ̀bɔ̀ŋ yìi ɨ tsyǎ tsyà aà. 
HEB.11.26	À lɛ mbeentə mə a bɔŋtə a nyə ŋgɨ'ɨ bo bɨ̀ àdɨ̀rə atu nloŋ Ayɔ'ɔ̀ Nwì à nɨ̂ àfù'ù yìi a tsyatə njoo àtɨ̀ndùu ala'a Egipto nloŋ mə à lɛ ntɛ'ɛ mi'ì mi a nɨ mɨ̀tə̀ŋnə̀ mìi mə mɨ ka yǐ zì aà.
HEB.11.27	A lɛ ŋghɨ̀rə àbìintɨɨ mə Moses à ma'atə ala'a Egipto kaa kɨ'ɨ̌ alwintɔŋə Mfɔ̀ wa bɔ'ɔ̀; ǹloŋ mə à lɛ ntswe nɨ̂ àtaŋəntɨɨ ŋ̀hɛɛ nɨ̂ m̀bìì tsi'ì tsò ŋù yìi à lɛ sɨ yə nɨ̂ Nwîŋgɔ̀ŋ yìi mə kaa bɨ sɨ yə aà. 
HEB.11.28	A lɛ ŋghɨ̀rə àbìintɨɨ mə tâ à lɔgɨnə annù Passa, ǹswoŋ mə tâ bɨ̀ tswerɨsə aləə ya a nɨ mɨ̀ntsù mɨ nda mə tâ Angel nɨwo wa tâ tsuu bɨtsyà bɨ mbìì bɨ bɔɔ baIsrael bi mbâŋnə̀ lǒ zwitə.
HEB.11.29	A lɛ ghɨ̀rə abììntɨɨ mə tâ baIsrael tâ bɨ̀ too Ŋ̀kì mɨyaa yî bagɨtə wa tsi'ì tsǒ bɨ too aa nɨ̂ ǹsyɛ yì nyoorə̂. Nòò yìi mə baEgipto lɛ nywiŋtə mə bɨ kɨɨ too aa, ŋ̀kì wa ɨ sɨgə ŋkoŋsə waa.
HEB.11.30	A lɛ ghɨ̀rə àbìintɨɨ mə tâ ɨ̀wùgə ala'a Jericho jya tâ ɨ̀ wokə a noò yìi mə baIsrael lɛ mben ŋkarɨsə ala'a ya ǹjwi ji sàmbaà.
HEB.11.31	A lɛ ŋghɨ̀rə abìintɨɨ mə tâ bɨ̀ tsuu akwàrə̀ Rahab bo bɨ̀ bə̀ bìi mə bɨ lɛ ntɨ̀ɨ atu a mbo Nwì aa zwitə, nloŋ mə à lɛ ŋkwɛrə bɨ̂tswɛ̀rə̀ bɨ baIsrael nɨ̂ m̀bɔɔnə̂ aà.
HEB.11.32	Mà bu ŋghɛ̀ɛ̀ nɨ̂ m̀bìì ŋ̀ka nsəŋtə aa ɛ? Kaa Nòò à sɨ̀ tswê a mbo mə̀ a ŋghàâ ànnù nloŋ Gideon, Barak, Samson, Jephah, David, Samuel, bo bɨ̀ ŋ̀gǎŋntoo Nwì. 
HEB.11.33	Ǹloŋə àbìintɨɨ bo lɛ mmà'a ntsò bo bɨ̀ ɨ̀too ɨtoo ntsya waa. Bo lɛ ŋghɨ̀rə annù yìi mə a tsinə aa, ŋkɨ ŋkwɛrə annù yìi mə Nwì à kà'à aà. Bo lɛ ŋkutə mɨ̂ntsù mɨ naàŋgwyɛ̀, 
HEB.11.34	m̀bwɛtə mɨ̂mɔ'ɔ mî tɨ̀ɨ̀, ŋkɨ ŋkhə kaa bɨ wa'à waa nɨ munwî ǹtsò zwitə̀. Bo lɛ mbə ɨbɔrəkə njoò lâ ǹtɨgə mbəŋ mbə bɨtɨ̀ɨ̀ bɨ bə̂ ǹtɨgə mbə tsi'ì ŋ̀gǎŋmà'â ǹtsò jî tɨ̀ɨ̀, ŋ̀gha'a ntsǔ ntsǒ ɨtoò. 
HEB.11.35	Ǹtsya a njɨ̀mə abìintɨɨ bɨ lɛ nyweensə bɨlɨm bɨ bâŋgyɛ̀ bìi mə bɨ lɛ ŋkwokə aa mfa a mbo bo. Bǐ mɔ'ɔ bɨ lɛ sɨ yə ŋgɨ'ɨ bɨ ghə bɨ mà'àtə̀ waa bo tuu tâ ɨ kwo a mûm ŋ̀gɨ'ɨ ɨ yǐ tɨgə bǔ yweenə ɨ tswe nɨ̂ ǹtswêntɨ̀ɨ̀ yìi mə ɨ̀ bɔ̌ŋ ntsyàtə̀ aà. 
HEB.11.36	Bɨ lɛ sɨ wyɛ̀ nɨ̀ bǐ mɔ'ɔ, ŋ̀ghɔɔ nɨ bǐ mɔ'ɔ, ŋ̀koo bi mɔ'ɔ nɨ̀ àtsaŋ, nlɔ̀gə̀ ŋ̀ghɛɛ nɨ bu a ndâtsaŋə̀. 
HEB.11.37	Bɨ lɛ ntumntə bîmɔ'ɔ nɨ̂ ŋ̀gɔ̀'ɔ̀, ŋ̀kwyɛ bî mɔ'ɔ ɨ̀tɨɨ baa, ǹzwitə bî mɔ'ɔ nɨ̀ munwî ǹtsò. Bǐ mɔ'ɔ bɨ karə̀ ŋ̀wɛ'ɛ nɨ̂ ŋ̀gùu mbînjə̀rə̀ bo bɨ̀ jǐ mbindɔŋ. M̀bə ŋgàŋâmfumə, bɨ tsɔ'ɔ̀ nɨ̂ àkòrə̂ yaa, ǹdɨ nɨ̂ ŋ̀gɨ'ɨ a nu bo. 
HEB.11.38	Kaa m̀bi yù ɨ̀ lɛ ŋwa'ǎ a mbo bo ku'ùnə̀. Bo tɨgə̀ ŋ̀ghaa ntsɨŋə ŋkarə nɨ a nta'a mɨwɛ̀ɛ̀ mɨ wɛ̀ɛ̀ tsi'ì tsǒ bə̀ bìi bɨ ŋkhə ntsò. Ǹlɛ nɨ a ɨtu mɨ̂nta'a bo bɨ̌ a mum ɨ̀bù'u ŋgoo bo bɨ̀ mɨ̀mborə a nsyɛ̂.
HEB.11.39	Ma buù bə̀ bɨ lɛ mbeentə waa mə bɨ lɛ nluu nɨ̂ abììntɨɨ̀, la kaa bo lɛ ŋwa'ǎ ɨ̀nnù jìi mə Nwì à lɛ ŋkà'à a mbo bo aa kwɛrə̀ 
HEB.11.40	ǹloŋ mə Nwì à lɛ ntaŋtə ataŋtə̀ yìi mə a bu mbɔ̀ŋ ǹtsya ma ya aa a mbo bì'inə̀, mə bo ka yǐ kɨɨ kɔ'ɔ luu tsi'ì bì'inə̀ nɨ̀bò bɨtsɨ̀mə̀.
HEB.12.1	Tsi'ì tsǒ mə bì'inə̀ tswe nɨ ǹnɔ̀ɔ̀ bɨ̂yəfə bɨ karɨsə̀ yi'inə̀ aa, â bì'inə̀ ma'atə ŋgɔ̀ŋ ɨ̀nnù tsɨ̀m jìi mə mbə ɨ kɨŋə̀ mânjì a mbo bì'inə̀ aa, bo bɨ̀ ŋ̀gɔ̀ŋ ɨ̀nnù jî bɨ ɨ̀tsɨ̀m jìi mə ɨ lɨ̀gɨ̀nə̀ ǹtɨŋnə nɨ a nu bì'inə̀ aa, ŋgaansə mɨtɨ̀ɨ̂ mi'inə̀, ǹtaŋ ntɨɨ, ŋka ŋkhə nɨkhə̀ nìi mə nɨ tswe a mbìi bì'inə̀ aà. 
HEB.12.2	Tâ bì'inə̀ tɛ'ɛ mi'î mì'inə̀ a nu Yesu yìi mə àbìintɨɨ̀ yì'inə̀ a lɛ nlɔ̀gɨ̀nə̀ ghu nu ŋkɨ lwi'isə ghu nu aà. À lɛ m̀bii ŋgɨ'ɨ ŋkwo a ati bàŋnə̀ bàŋnə̀ kaa ŋkɨ'ɨ̀ nɨ̀ àdɨ̀rə atu yìi mə àti bàŋnə̀ bàŋnə̀ a lɛ sɨ zì nɨ̀ yu aa bɔ'ɔ̀. Ǹloŋ mə à lɛ nzi nɨdorə nɨ̀ wè nìi mə nɨ lɛ sɨ yu'utə nii aà. Tsɨ̂tsɔ̀ŋ à tɨ̀gə ntswe a mbɛ̀ɛ̀ nɨ̀kwɛɛ Nwì yìi mə à ŋàŋnə a aburə aa nî mà'à.
HEB.12.3	Naŋsə ŋwa'atə̀ nɨ̌ mbuu ŋgɨ'ɨ yìi mə à lɛ nyə aa, nɨ̂ m̀buu kɨ̂bàà yìi mə ŋ̀gǎŋghɨ̀rə̂ ɨ̀nnù jî bɨ ɨ lɛ sɨ bàà nii ghu aa, maa ajàŋ, tâ nɨ̀ tsuu lǒ kaa, ɨ swùŋtə akòrə̂ yuu ɨ bɨ̀ɨ̀ nɨ̂ ǹjɨ̀m bə̂. 
HEB.12.4	A ajàŋ mə bu bɨ̀ ɨ̀nnù jî bɨ ɨ to aa, kaa nɨ̀ burə tɨ̀ to ŋghɛ̀ɛ̀ ǹywe'e a adɨgə yìi mə mbə nɨ̀ saansə̀ àləə̀ yuu ghu. 
HEB.12.5	Nɨ̀ lì'ìnə̀ mə̂ a adɨ'ɨtə̀ ya yìi mə Nwìŋgɔ̀ŋ a fa nɨ a mbo bù tsǒ bɔɔ̀ bi nswoŋə nɨ mə,
