GEN.1.1	Maawac tahsh kihci niikaan, Kishemanitoo okii oshihtoon kiishik, ahkiini kaye. 
1TH.2.9	Kaawiiciotepwehtamoomikooyek, kehcinaac kimaamihkawinotawinaam eshikihcianohkiiyaank mekwaa ekii'wiiciayaamikooyek, ekii'oncicaakii'itisoyaank. Ehkiishikahk, ehtipihkahk ninkii'anohkiihtamaasomin ehkakwekashkihtamaasoyaank keaapacihtooyaank. Kaawiin aaniihsh ninkii'inentansiimin wakicaya'ii cinikosikwii'ikooyek mekwaa e'wiintamaakooyek Kishemanitoo ominwaacimowin.
1TH.2.10	Kiinawaa kikii'ishiwaapaminaam enaatisiyaank. Kishemanitoo kaye ninkii'waapamikonaan. Mekwaa ekii'wiiciayaamikooyek misiwe ninkiihkakwe kwayahkohcike'aanaan Kishemanitoo, kaye ninkiihkwayahkwaatisimin. Kaawiin kekoon ninkii'ishihcikehsiimin kekii'onci anaamenimikooyaankipan. 
1TH.2.11	Kikii'ishitootaakoom entahsopeshikoyek taapishkoo inini kaaotetemaawitc kaatootawaatc oniicaanihsa'. 
1TH.2.12	Kikii'aayiisomikoom, kikiihkaakiisomikoom, weweni kikii'ikoom cikakweminoishiwepisiyek, cikakwenana'entami'ek Kishemanitoo. Mii aaniihsh a'awe kaa'antominek ciotookimaamiyek kaye ciwaapantamowek okihci⁠onishihshiwentaakosiwinink i'imaa entashikimaawitc.
1TH.2.13	O'owe tahsh kaye mooshak nintooncimiikwehciwi'aanaan Kishemanitoo. Ahpii pewiintamaakooyek o'o Kishemanitoo otihkitowin, kikii'otaahpinaa ekii'noontamek. Kaawiin kikii'inihtansii ininiinaank e'onciimakahk. Kikii'ishiotaahpinaam kaakii'wiintamaakooyek Kishemanitoo otihkitowin e'aawaninik, mii 'i tepwe kaa⁠tinowaninik. Kaye mayaa kaa‑anohkiimakaninik ehtepwehtamek e'onciaancipimaatisiyek. 
1TH.2.14	 Kaawiiciotepwehtamoomikooyek, peshikwan kikii'ishiwepisim taapishkoo kaakii'ishiwepisiwaatc otepwehtamook i'imaa Cootiiyaawi ahkiink 
1TH.2.15	 Mii aaniihsh oko tino Coowak kaakii'nihsaawaahpan i'i Kishemanitoon otipaacimowininiimipanii'. Kaye okii'nihsaawaan ini Ciisahsoon ini kaaTipencikenitc e'aawinitc. Shikwa keniinawint ninkii'onciihkaakonaanik ninkakiihkwewininaan. Kaawiin onehpiciminwentami'aahsiwaawaan Kishemanitoon. Omiiwenimaawaa' kahkina pemaatisinitc. 
1TH.2.16	Inashke hsa, ninkii'onci'ikonaanik iki Coowak: “Keko kakiihkimaahkekwaanik iki kaaCoowiwihsikwaa,” ninkii'ikonaanik, ekaa e'inenimaahsikwaa pehkaanisinitc awiya' cipimaatisinitc. Mooshak kii'nihtaamacitootamook okoweniwak, piinihsh o'o noonkom maawac e'ani⁠ompweyiimakaninikin omacitootamowiniwaan. Mii 'i kekahpii kaaonci⁠patakoshkaakowaatc i'i Kishemanitoo onishkaatisiwin!
1TH.2.17	O'owe tahsh kaye kiwiintamaakoom, kaawiiciotepwehtamoomikooyek: kaawiin niinawint kikiihpoonenimikoohsiim i'i ahpii acina ekiihpahkewinikooyek. Niwiiyawinaanink ehta kikiihpahkewinikoom. Kikii'antawenimikoom miinawaa ciwaapamikooyek, waawiinke ekii'mehtahsawenimikooyek. 
1TH.2.18	Tepwe ninkii'antawentaamin cipikiiyootamikooyek. Niin Pwaal 
1TH.2.19	Kiinawaa hsa iki mayaa kaakehcinaa'enimankitwaa e'otepwehtamowiniwaatc, kiinawaa hsa ko kaaoncikihciminwentamaank, kiinawaa hsa keonciwaawishentamaank nimpahkinaakewininaan paanimaa waapamankitc takohshink kaaTipenciketc Ciisahs. 
1TH.2.20	Tepwe kiinawaa kiwaawishenimikoom, kiinawaa kikihciminwentami'inaam!
1TH.3.2	A'a tahsh Timahti 
1TH.3.3	Kaawiin ninkii'antawentansiimin peshik kaatahshiyek ciaanawenciketc onsaam e'onciihkikaniwitc otepwehtamowin. Inashke hsa kiinawaa kikihkentaam mii 'owe kaaineniminank a'a Kishemanitoo, cionciihkaakooyank kitepwehtamowininaan. 
1TH.3.4	Aaniihsh mekwaa ekii'wiiciayaamikooyek, kiishaac kikii'wiintamaakoom: “Kikaonciihkaakoom o'o kitepweyentamowininaan,” kikii'ikoom. Shikwa kikihkentaam mii 'iwe mayaa kaakii'ishiwepisiyek. 
1TH.3.5	Mii 'owe kaakii'onci‑ishinisha'amawinakook a'a Timahti: ninkiiwii'aahkokihkentaan kiishpin keyaapi e'otepwehtamowiniwekwen. “Maakishaa okiihkakwewanaa'ikowaan ini Setanan,” kikii'inenimininim. Kiishpin aanawencikeyekipan, mii anihshaa cikii'anohkiiyaankipan.
1TH.3.7	Kaawiiciotepwehtamoomikooyek, ahpii ko mecihseyaank ehkakwataki'ikooyank, mii 'imaa wencihsek ninsoonkite'ewininaan, e'mihkwenimikooyek eshitepwehtamek. 
1TH.3.8	Wawiinke hsa ko noonkom nintoonciminohsemin nimpimaatisiwininaanink ehkihkenimikooyek ehsoonkitepwehtawek a'a kaaTipenciketc. 
1TH.3.9	Aaniin ehpiihcimiikwehciwi'ankitc Kishemanitoo kiinawaa onci! Aaniin keshinanaahkomankitc i'i minihk ciihkentamowin eshimooshihtooyaank e'mihkwenimikooyek ehkanoonankitc? 
1TH.3.10	Tahsokiishik kaye tahsotipihk wawiinke nintishipakohsentaamin ciotihsaapamikooyek piciinak, kaye cinankinamaakooyek kitepweyentamowiniwaank aaniin iko kaaishinoontehseyek.
1TH.3.11	Maano ninkaishiwinikonaan ciotihsikooyek, mii 'i eshipakohsenimankitwaa Kaaoyoohsimank Kishemanitoo kaye Ciisahs kaaTipeniminank. 
1TH.3.12	KaaTipenciketc maano kikamiinikowaa awahshime cimaaciishkaamakaninik kisaaki'itiwiniwaa kaye kahkina pemaatisiwaatc cisaaki'ekwaa, taapishkoo keniinawint eshisaaki'ikooyek. 
1TH.3.13	Piinihsh cimashkawisii'inek kite'iwaank, ekaa kekoon ci‑ishiayaahsiwek, Kishemanitoonaank ehta cionciaapatisiyek, mii 'iwe ci‑inaatisiyek paanimaa inaahsamikaapawiihtawek Kishemanitoo Kaaoyoohsimank, ahpii pitakohshink kaaTipeniminank Ciisahs – minihk itahsh iko kaaTipenimaatc okapiwiiciiwaa' i'i ahpii.
1TH.4.1	Shikwa o'o pahkaan kekoon kiwii'wiintamaakoom, kaawiiciotepwehtamoomikooyek. Kikii'ishikihkino'amaakoom aaniin keishikwayahkoshkaayek, aaniin keishi kakwe nana'entami'ek Kishemanitoo. Aasha o'owe kitishihcikem. O'o tahsh noonkom kipakohsenimikoom, kitoonci⁠ayaankwaamimikoom owiinsowinink kaaTipenciketc Ciisahs, keyaapi cinikihcionishihshink kitishihcikewiniwaa. 
1TH.4.2	Aaniihsh kikihkentaam kaakii'ishikihkino'amaakooyek, kaaTipenciketc Ciisahs okashki'ewisiwinink ekii'oncikanoonikooyek.
1TH.4.3	Mii 'owe kaa‑antawentaakosiyek, Kishemanitoonaank ehta cionciaapatisiyek, ekaa wiin cikakiipaacihcikehsiwek. 
1TH.4.4	Kiinawaa kaaininiiwiyek kahkina kitaakihkentaam aaniin inahke kwayahk keshiwiiwiyekipan,
1TH.4.5	Keko nanaapinawaahkekwaanik kaaotepwehtamowinihsikwaa. Aaniihsh tepinaahk iko omihsawentamowiniwaank ishipimaatisiwak, ehkihkenimaahsikwaa Kishemanitoon. 
1TH.4.6	Keko awiya okamacihcike'aahsiin wiiciotepwehtamoon cikimootitc wiiwini. Aaniihsh kikii'ayaankwaamimikoom o'owe: “Awenen iko ketootamokwen, ini kaaTipencikenitc oka‑aahkwaahkonikoon,” kikii'ikoom. 
1TH.4.7	Inashkehsh kaawiin anooc ci‑ishihcikeyankipan kaakii'oncinantominank Kishemanitoo, i'i hsa wiin cikwayahkwaatisiwank, Kishemanitoonk ehta ci‑inaapatisiyank. 
1TH.4.8	Kiishpin awiya wiihpiikonank o'o kihkino'amaakewin, kaawiin ehta ininiwan otaanawenimaahsiin, ini hsa wiin Kishemanitoon kaa‑aanawenimaatc. Mii 'awe Kishemanitoo kaakikishkamooninek otAhcaahkwan maawac kaakwayahkwaatisiiwentaakosinitc.
1TH.4.9	Kaawiin memwehc kikaoshipii'amaakoohsiim cisaaki'ekwaa kiwiiciotepwehtamoomiwaak. Aasha Kishemanitoo kikiihkihkino'amaakowaa cisaaki'itiyek. 
1TH.4.10	Kaye mii peshikwan eshisaaki'ekwaa kahkina kiwiiciotepwehtamoomiwaak misiwe 
1TH.4.11	Shikwa kakweniikaanentamok o'owe kaakii'ishikakanoonikooyek: kakwesakahkamisik. Kakweminohcikek kiinawaa kitanohkiiwiniwaank, kiinawaa ko kiniinciiwaan cipami'ikoyek. 
1TH.4.12	Mii 'iwe kikaishi minohcikewakenimikowaak iki ekaa kaaotepwehtamowinihsikwaa. Shikwa kaawiin memwehc kika‑ahpenimohsiim pahkaan mininciin cipami'ikoyek.
1TH.4.13	Kaawiiciotepwehtamoomikooyek, kinantawenimikoom cikihkentamowek aaniin keishiwepisiwaatc iki otepwehtamook kaakii'ishkwaapimaatisiwaatc. Keko kihcikashkentankek taapishkoo eshihcikewaatc iki ekaa kaaotahpenimowinihsikwaa. 
1TH.4.14	Kiinawint kitepweyenimaanaan Ciisahs tepwe ekii'nipohpan, miitahsh i'i miinawaa ekiihkiiwepimaatisitc. Shikwa mii 'i ta‑ayintiwak ikiweniwak kaakii'ishkwaapimaatisiwaatc kaakiihtepwehtawaawaatc ini Ciisahsoon. Kishemanitoon okaishiwinikowaan ciniwiiciiwaawaatc ini Ciisahsoon i'i ahpii pitakoshininitc.
1TH.4.16	Tanoontaakwan shaakowewin i'i ahpii, takishiiwe peshik maawac wekimaawentaakositc 
1TH.4.17	Miitahsh kekiinawint, aaniin iko minihk ketahshiyank keyaapi cipimaatisiyank i'i ahpii, kikaketahto ishpishkaa'ikoomin weti wahkwiihkaank ciniwiici⁠ohkwenoomankwaa. Mii 'imaa newacikiishik mincikahkina kikakihsaapamaanaan a'a kaaTipenciketc. Shikwa mii 'iwe ahpane ko ciwiici/ayaamank. 
1TH.4.18	Mii 'owe ihkitowin ishimaamihkawaasontik cioncisoonkite'eshkotaatiyek.
1TH.5.1	Kaawiiciotepwehtamoomikooyek, kaawiin memwehc kekoon kikaoshipii'amaakoohsiim ciwiintamaank ini kekoonan keni‑ishihsekin, kaye aaniin ahpii kepiocihcihsekin. 
1TH.5.2	 Aasha weweni kikihkentaam ekaa awiya mayaa ciwiintansik aanahpii keocihcihsenik. Taapishkoo ehkoshkowiciketc awiya kaaniipaakimootitc, takoshkotakohshin a'a kaaTipenciketc i'i kiishikaninik cinaakohtootc omashkawisiiwin. 
1TH.5.3	Shikwa taapishkoo a'a ihkwe e'ahsho⁠nihtaawikinaawahsotc, e'mihciantapakwanoonotc ciwiihsakaahpinetc, mii 'iwe keishiwepisiwaatc iki pemaatisiwaatc. Mekwaa e'ihkitowaatc, “Niminohsemin, kaawiin ninaniisaanisihsiimin,” miitahsh sesakooc okapiotihsikonaawaa onihshiwanaaci'ikoowiniwaa. Kaawiin okakashkihtoohsiinaawaa citapasiihtoowaatc.
1TH.5.4	Kaawiiciotepwehtamoomikooyek, kaawiin kiinawaa i'imaa kashkiitipihkanonk kitayaahsiim. Kaawiin taapishkoo awiya ehkoshkowinikotc okiimoocishkan kitaaishi⁠ayaahsiim. Kaawiin kiinawaa kikakoshkowinikohsiim ahpii piocihcihsenik a'a kaaTipenciketc okiishikanoom. 
1TH.5.5	Kahkina kitinentaakosim e'onciiyek waahseyaank kaye kiishikanonk. Kaawiin kiinawint i'imaa kitoonciihsiimin tipihkanonk. Kaawiin i'imaa ehkashkiitipihkahk kitishitipentaakosihsiimin. 
1TH.5.6	Iki tahsh kotak mii 'i enentaakosiwaatc e'ontaminkwaamiwaatc. Keko tahsh kiinawint i'i kikanaapi‑ishiayaahsiimin. Taka kikaishinaakosimin taapishkoo awiya mooshak e'ayinaapitc kaye ehkoshkwaawaaciayaatc. 
1TH.5.7	Inashke ehtipihkahk, mii 'i ahpii nepaaniwank; mii 'o ahpii aanint eshikiiwashkwepiiwaatc ehtipihkaninik. 
1TH.5.8	 Kiinawint itahsh mii taapishkoo pishihshik ehkiishikahk i'iwe kitinaatisiwininaan. Mii 'iwe onci koshkwaawaaciayaataa. Inaapacihtootaa tepweyentamowin, saaki'iwewin taapishkoo shimaakanihsh piiwaapihk kaa‑aakooshkaakot ohkaahkikanink. Shikwa kehcinaa'entantaa ewiihshaapwii'ikooyank, taapishkoo miikaasowaanohkwaanan ehpihsihkamank kenaatamaakoyank. 
1TH.5.9	Aaniihsh kaawiin kiinawint kikii'inahsikohsiinaan Kishemanitoo onishkaatisiwin cipatakoshkaakoyank, mii hsa 'iwe cioncishaapwii'inank kaaTipenciketc Ciisahs Christ onci. 
1TH.5.10	Mii 'awe Ciisahs kaakii'nipohtamawinank, miitahsh kiishpin keyaapi pimaatisiwank ahpii takoshink, kiishpin kaye noonte⁠ishkwaapimaatisiyank, kikawiicipimaatisiimaanaan. 
1TH.5.11	Mii 'iwe onci soonkite'eshkotaatik, wiici'itik entahsopeshikoyek cisoonkikaapawiyek, peshikwan iko ehpi‑ishiwiici'itiyek.
1TH.5.12	Shikwa kipakohsenimikoom, kaawiiciotepwehtamoomikooyek: minwakimihkwak iki oniikaanakinsook kaa‑anohkiihtamowaatc anami'aawin i'imaa eyaayek. Aaniihsh okii'inahsikowaan kaaTipencikenitc cimaamiinominekwaa. 
1TH.5.13	Wawiinke kihtenimihkwak okoweniwak, oncisaaki'ihkwak otanohkiiwiniwaa. Kaye kiinawaa minowiiciintik.
1TH.5.14	Shikwa kikakaansomikoom, kaawiiciotepwehtamoomikooyek: kiishpin wii'mihciontaaci'intwaa aanint, kika‑ayaankwaamimaawaak cikwehkihcike'itisowaatc. Shikwa soonkite'eshkawihkwak iki kaawahkemikoshkaatentamowaatc. Iki tahsh kaye ekaa kaasaapiayaahsikwaa, wiici'ihkwak. Shashiipenimihkwak kahkina awiyak. 
1TH.5.15	Keko awiya okanaapitootawaahsiin awiyan macihcike'ikotc. Mooshak itahsh kakweminohcike'itik, kaye kahkina pemaatisiwaatc minohcike'ihkwak.
1TH.5.16	Mooshak taapitawi⁠ciihkentamok. 
1TH.5.17	Keko kipitanami'aahkek. 
1TH.5.18	Aaniin iko 'i ishiwepahk, miikwehciwentamok. Mii aaniihsh o'owe Kishemanitoo kaaineniminek, ci‑inaatisiyek e'wiiciiwek Christ Ciisahs.
1TH.5.19	Keko kipihtinimaahkek Kishemanitoo otAhcaahkwan i'i kaawiihtootaminitc. 
1TH.5.20	Kiishpin awiya wiihkanoocikehtamawaatc Kishemanitoon, keko shiinkihtawaahkek. 
1TH.5.21	Mekwaa kiikitotc itahsh kahkina kekoon kikanaakasohtawaawaa. Kikaotaahpinaanaawaa wenishihshininik. 
1TH.5.22	Minihk itahsh kekoon wenishihshinsininik kaawiin awaac pankii kikatawinamawaatansiinaawaa.
1TH.5.23	Shikwa nimpakohsenimaa Kishemanitoo, mii 'awe pisaanisiwin kaamiininank: maano wiin Kishemanitoo kikaishi'ikowaa misiwe wiinehta ci‑inaapaci'inek. Maano kikakanawenimikowaa enikohkwentaakosiyek. Kaye kitahcaahkowaa', kipimaatisiwiniwaan, kiwiiyawiwaan kikakanawentamaakowaa, piinihsh ahpii takohshink kaaTipenciketc Ciisahs Christ, ekaa awaac kekoon cimihkikaatehsinok ci‑ishiayaahsiwek. 
1TH.5.24	Mii 'owe eshipakohsentamaakooyek. Kishemanitoo kikaishihcike'ikowaa, aaniihsh tepweyentaakosi Kishemanitoo kaa‑antominek.
1TH.5.25	Kaawiiciotepwehtamoomikooyek, anami'ehtamawihshinaam.
1TH.5.26	Kishemanitoonk onci ociimihkwak kahkina kiwiiciotepwehtamoomiwaak taapishkoo e'wiicishaanintiyek. Mii 'owe nahke ishipooshoo'itik.
1TH.5.27	O'o hsa kaye kitayaankwaamimininim, kaaTipenciketc e'ahpimoyaan: entahsopeshikowaatc otepwehtamook ta‑anamihtamawaawak o'o nintooshipii'ikaninaan. 
1TH.5.28	Okishewaatisiwin Ciisahs Christ kaaTipeniminank kikawiiciiwikowaam. Mii 'iwe.
2TH.1.2	Shawenimikoowin, koshkwaawaatentamowin kikamiinikowaa Kishemanitoo Kaaoyoohsimaawitc kaye kaaTipenciketc Ciisahs Christ.
2TH.1.3	Kaawiiciotepwehtamoomikooyek, inahte mooshak cinanaahkomankitc Kishemanitoo e'mihkwenimikooyek. Kwayahk i'iwe citootamank aaniihsh awahshime kihcimaaciikin kitepweyentamowiniwaa kaye e'animihshaak kisaaki'itiwiniwaa kahkina eshisaaki'itiyek. 
2TH.1.4	Aanti piko kaaishianami'ehtawintc Kishemanitoo kitishimamiihkwaanikoom, aaniihsh mihsawaa hsa wiin e'onciihkaakooyek kaye e'onci kakwaataki'ikooyek, keyaapi kimashkawentaam, keyaapi kitepweyentaam. Mii 'o enaacimikooyek.
2TH.1.5	Mii 'o kaye kaaoncikihkentaakwaninik ehkwayahkwaninik Kishemanitoo otinaahkonikewin, aaniihsh i'iwe kaaishiwepisiyek kikaonci te inentaakosim i'imaa ciayaayek oTipencikewinink. Mii aaniihsh i'iwe wencikakwaatakihtooyek. 
2TH.1.6	Kwayahk itahsh wiin okanana'ahtoon, meshkwac kakwaatakihtoowin okamiinaa' i'iweniwa' kakakwaataki'inekwaa. 
2TH.1.7	Kiinawaa kaakakwaatakihtooyek maamaw kikamiinikonaan cianwepiyank a'a Kishemanitoo, mii 'i ahpii kihcikiishikonk pioncinaakositc a'a kaaTipenciketc Ciisahs, ewiihkikitakohshinoomaatc i'i 
2TH.1.8	kaye ishkote kemashkawahkwanenik ehpikikisitc okameshkocitipa'amawaa' awenena' iko ekaa kaakihkenimaahsinik Kishemanitoon, kaye minihk hsa ko awiyan kaatepwehtansinik i'iwe ominwaacimikoowin kaaTipeniminank Ciisahs. 
2TH.1.9	Oko taishitipa'amawaawak cinehpici⁠ayaawaatc nihshiwanaatisiwinink. Tanehpici⁠pahkewinaawak ekaa ciwaapamaahsikwaa kaaTipencikenitc kaye eshiwaahseyaanik omashkawisiiwinini. 
2TH.1.10	Mii 'iwe ahpii eshikiishikahk ewiihpiishaatc kaaTipenciketc ewiihkihtakimikotc i'i okwayahkwaatisiima' kaye ewii'maamahkaasinaakotc i'i minihk kaatepwehtaakotc. Kaye kiinawaa kikatakoayaam i'i ahpii, aaniihsh kikiihtepwehtaam nintipaacimowininaan kaakii'wiintamaakooyek.
2TH.1.11	Mii hsa ko ahpane wenci⁠anami'ehtamaakooyek, a'a kiKishemanitoominaan ciahpiihtakiminek ciotihsaapantamek i'iwe pimaatisiwin kaaishiantominek, maano kaye okatipihsahtwaan wekonen iko minokekoon kaakii'inentamek citootamek, kaye kahkina kekoon kitepweyentamowiniwaank kaawii'oncianohkaatamek okatipihsahtwaan. 
2TH.1.12	Miitahsh ono kekoonan ishihcikaatekin kiinawaa taoncikihtencikaateni owiinsowin a'a kaaTipeniminank Ciisahs, shikwa kaye kiinawaa kikatakomiinikowaa okihtentaakosiwin. Onohsh kahkina taonciimakanoon oshawencikewinink a'a kiKishemanitoominaan kaye kaaTipenciketc Ciisahs Christ.
2TH.2.2	ekaa wiipa ciwahkawinikoohsiwek kinaanaakatawencikaniwaank. Kaawiin wiipa kikamikoshkaaci'ikohsiiwaa awiya e'ihkitotc aasha ehpiocihcihsenik kaaTipenciketc okiishikanoom, maakishaa awiya oncikakitotc ahcaahkonaank, maakishaa kaye kii'ihkitom niinawint ekii'ishipii'ikeyaank. 
2TH.2.3	Keko kikawanimikohsiiwaa awiya aaniin iko keihkitokwen. Kaawiin i'i taishihsehsinoon kiishikan, paanima ehta misiwehkamik kiiaanci'itisonaaniwank e'wepinaawaatc ini kaaTipencikenitc, kaye ahpii piayaatc a'a wawiinke kaatipenimikotc macihcikewin – mii 'awe piciinak nihshiwanaatisiwinink keishiwepinintc. 
2TH.2.4	 Wiin wii'ishpentaako'itiso, kahkina ewii'miikaatank kaa‑anami'ehtamaatamowaatc iki pemaatisiwaatc, kaye kahkina kekoon kaamanitoowentaakwaninik. Wiin i'imaa wii'namatapi i'imaa piintik Kishemanitoo owaahkaa'ikanink, wiin ewii'inakintisotc ehKishemanitoowitc.
2TH.2.5	Kaawiin ina kimaamihkawihsiim? Kahkina kikii'wiintamawininim mekwaa kiiwiiciiwinakook. 
2TH.2.6	Kekoon itahsh kipihciihkemakan ekaa ciocihcihsehsinok. Kiinawaahsh kikihkentaanaawaa wekonen i'i kaakipiayaak. Mayaa tahsh iko ahpii kaaonencikaatek ciocihcihsenik, tanaakosi a'a kaaMaamawiMacaatisitc. 
2TH.2.7	Aasha tahsh pimanohkiimakan i'i macihcikewin aakawaya'ii kaaishianohkiimakahk. Kaawiin wiin newacaya'ii taishiwepahsinoon i'i kaawii'ishiwepahk, paanimaa hsa ko inkoci maaciinintc a'awe kaakipishkiketc. 
2TH.2.8	 Miihsh i'i ahpii tanaako'itiso a'a kaaMaamawiMacaatisitc. A'a tahsh kaaTipenciketc piciinak okanihsaan ini kaamacihcikenitc, i'i opakitanaamowin otoonink e'oncihsenik ewii'aapacihtootc. Okanihshiwanaaci'aan, owaahsesiwin ewiihpi⁠ahshicinaakositc, takohshink.
2TH.2.10	Kahkina ko ini macikekoonan oka‑aapacihtoonan ewiihkakwe kakiinawishkimaatc minihk awiyan kaawii'nihshiwanaatisinitc. Kaawiin aaniihsh okiihsaakihtoohsiinaawaa i'i tepwewin, kaawiin otootaahpinansiinaawaa i'i cioncipimaaci'intwaapan. 
2TH.2.11	Mii 'iwe Kishemanitoo keoncipiicinisha'amawaatc i'i kewayeshi'ikowaatc, kekashki'ikowaatc citepweyentamowaatc i'i ekaa kaatepwemakahsininik. 
2TH.2.12	Miitahsh i'i cipaahtaayaahkonikaniwiwaatc minihk iko ikiweniwak kaatepwehtansikwaa i'i tepwewin, nawac i'iweni ekii'minwentamowaatc maci‑inaatisiwin.
2TH.2.13	Kaawiiciotepwehtamoomikooyek, kiinawaa kaasaaki'inek Kishemanitoo! Kiinawaa nintooncimiikwehciwi'aa Kishemanitoo, aaniihsh maawac niikaan kikii'onenimikowaa cipimaaci'ikoowisiyek, ekii'ishianohkiinitc otAhcaahkwan Kishemanitoo, wiin iko citipeniminek, kayehsh ekiihtepwehtamek tepwewin. 
2TH.2.14	Mii 'owe kaaishiantominek, mii 'owe minwaacimowin niinawint kaakii'wiintamaakooyek, cionciantominek cioncitepipitamaasoyek okihtentaakosiwin kaawiihpahkwenamawinek kaaTipeniminank Ciisahs Christ. 
2TH.2.15	Haw, kaawiiciotepwehtamoomikooyek! Aayiicikaapawik, minciminamok kahkina kaakii'aanihke⁠kihkino'amaakooyek, minihk hsa ko kaahpisintawiyaank kayehsh kaa'ishipii'amaakooyek.
2TH.2.16	Nimpakohsenimaa wiin tipinawe kaaTipeniminank Ciisahs Christ kaye Kishemanitoo kiTetenaan kaakiihsaaki'inank, kaye ehshaweniminank kaakii'oncimiininank mashkawentamowin pishihshik kewiiciiwikoyank kaye mashkawi ahpenimowin. 
2TH.2.17	Nimpakohsenimaa cimashkawentami'inek kaye cimashkawisii'inek kahkina kekoon ciminotootamek kaye ciminokakitoyek.
2TH.3.1	Miinawaa tahsh kikakwecimininim, kaawiiciotepwehtamoomikooyek, anami'ehtamawihshinaam cimaaciishkaamakaninik kaaTipenciketc otipaacimowin, kayehsh cinikihci‑inencikaatenik taapishkoo kaye kiinawaa eshikihci‑inentamek. 
2TH.3.2	Kaye cipahpii'iyamintc a'a Kishemanitoo ekaa ciotihsaahsiwankitwaa iki kaasanakisiwaatc, iki kaye kaamaci‑ishiwepisiwaatc, ekaa kekoon citootawihsiyamintwaa. Aaniihsh kaawiin kahkina awiya otepwehtamowinihsii.
2TH.3.3	Tepwewiniwi tahsh a'a kaaTipenciketc. Mii 'awe kesoonkimashkawisii'inek kaye kemiitaakwenamawinek ini maciaya'aan. 
2TH.3.4	Nintishi'ikonaan itahsh a'a kaaTipenciketc e'oncikwayahkwenimikooyek, aasha ekiihpi‑ishihcikeyek kaakii'ishiwiintamaakooyek kaye keyaapi ciani‑ishihcikeyek.
2TH.3.5	Maano tahsh kaaTipenciketc kikakihkino'amaakowaa peshikwan iko ci‑ishisaaki'iweyek taapishkoo wiin Kishemanitoo eshihciketc, kayehsh ci‑ishimashkawentamek taapishkoo kewiin Christ kaakii'ishimashkawentank.
2TH.3.6	Kaawiiciotepwehtamoomikooyek! Kitishikakaansomikoom owiinsowinink kaaTipeniminank Ciisahs Christ: kikamanaawiiciiwaawaa awenen ihsa ko otepwehtamo kaawii'mihciontaaci'ikositc ehsaapianohkiihsik, ehpisintansik i'i kihkino'amaatiwin kaakii'wiintamaakooyek. 
2TH.3.7	Kiinawaa aaniihsh weweni kikihkentaam cinaapihcikeyek kaakii'ishiwaapamiyaank. Kaawiin 'imaa ninkiihtashikihtimihsiimin kaaishiayaayek. 
2TH.3.8	Kaawiin ninkiiwii'mihci⁠ahshamikoohsiimin. Kaye ehtipihkahk kaye ehkiishikahk ninkiihkihcianohkiimin, niinawint ninkiiwii'aapacihtoomin nintayishiiwininaanin ekaa ewiihkosikwii'ikoohsiwek. 
2TH.3.9	Aanawiin ninkiihte⁠inentaakosimin cikiihpami'iyaankipan, shaakooc itahsh ninkii'anohkiihtamaasomin, kiinawaa cikihkinawaapamiyaank kaainaatisiyaank. 
2TH.3.10	Mekwaa hsa ekii'wiiciayaamikooyek kikii'ishi⁠ayaankwaamimikoom: kiishpin awiya inentansik cianohkiitc, maano kaawiin tawiihsinihsii.
2TH.3.11	Aaniihsh ninoontaamin aaninta e'ayaayek kaamihci⁠ayaanihsipimaatisiwaatc, e'mihcinoocihtamawaawaatc pahkaan awiyan otayintiwinini. 
2TH.3.12	Oko tino nintishikakaansomaanaanik kaaTipencikenitc Ciisahs Christan, koshkwaawaatisiwinink ci‑inanohkiiwaatc cipami'itisowaatc.
2TH.3.13	Kaawiiciotepwehtamoomikooyek! Keko poonihtoohkek kiminoanohkiiwiniwaa. 
2TH.3.14	Kiishpin awiya kaawii'nehpici⁠pisintansik onoweniwan kaaishpii'amaank, kihkinawaatenimihk a'a ehtinowitc. Keko wiici'aahkek, ciakaci'ikotc otishihcikewin. 
2TH.3.15	Keko wiin ishinawaahkek cishiinkenimek, aanciko kikakakiihkimaawaa, kiicishaaniwaa ci‑inakimek.
2TH.3.16	A'a kaaTipenciketc kaanihtaa miikiwetc koshkwaawaatentamowin, wiin iko tipinawe kikamiinikowaa mooshak, aaniiniko eshiwepisink. KaaTipenciketc kahkina kikawiiciiwikowaa.
2TH.3.17	Niin iko tipinawe nininc nintaapacihtoon e'oshipii'amaan o'o: Niin Pwaal kipooshoo'ininim. Mii ko 'iwe eshipii'ikeyaan.
2TH.3.18	Oshawencikewin kaaTipeniminank Ciisahs Christ mincikahkina kika‑ahshiciwiiciiwikom.
1TI.1.1	Niin Pwaal 
1TI.1.3	Kitishinantawenimin keyaapi ci‑ishikapehshiyan i'imaa Ehpihsahs 
1TI.1.4	ekaa kaye cipisintansikwaa pahkaan tipaacimowinan ini kaye kaapoonihsehsinokin aayaanihketipaacimowinan. Mii 'owe kaaoncikakwepasikwiimakahkin kakwecintiwinan, kaawiin wiin i'iwe kaaishiantawentank Kishemanitoo 'iwe tepweyentamowinink kaa‑ayaak. 
1TI.1.5	Mii 'owe kaakakweontinikemakahk o'o ninkihkino'amaakewin, cipaahtiinahk saaki'itiwin, cionciayaamakahk minote'ewinink, minokihkenintisowinink kaye, kaatepwemakahk tepwehtamowinink kaye. 
