MAT.1.1	LIOAR Sheeloghe Yeesey Creest, Mac Ghavid, Mac Abraham.
MAT.16.21	¶ Veih’n tra shen magh, ren Yeesey toshiaght dy hoilshaghey dauesyn va kinjagh geyrt er, kys dy begin da goll seose gys Jerusalem, as ymmodee dy reddyn y hurranse veih’n chanstyr, as ny ard‐saggyrtyn, as ny scrieuderyn, as dy beagh e er ny choyrt gy baase, as dy nirragh e reesht kione y tress laa.
MAT.16.22	Eishtagh ghow Peddyr e, as ren e toshiaght dy chur oghsan da, gra, Foddey dy row eh woid, Hiarn, leid shoh dy haghert dhyt.
MAT.16.23	Agh hyndaa eshyn, as doort e rish Peddyr, Ass my eanish, Noid anmey, t’ow cur rybbey ayns my raad: son cha vel ennaghtyn ayd jeh ny reddyn ta bennalt rish deney.
MAT.16.24	¶ Eishtagh doort Yeesey roosyn va sheer marish, My ta dooinney erbee booiaght geyrt orryms, lig e e hene y obbal as e chrosh y hroggal, as geyrt orrym.
MAT.16.25	Son quoi‐erbee ballish e vioys y hauail, hauail, caillee e eh: as quoi‐erbee chaillys e vioys er my ghraih’s, sauee e eh.
MAT.16.26	Son crin vondeish te’c dooinney, my chosnys e yn seihll ooilley as e annym hene y choall? ny cre nee dooinney y choyrt ayns coonrey son e annym?
MAT.16.27	Son hig mac y dooinney ayns gloyr e ayrey, as e ainlyn casherick marish, as ec y tra shen cooilleenee e da dy chooilley ghooinney cordail rish e obbraghyn.
MAT.16.28	Dy firrinagh ta mee gra riu, Dy vel part nyn shassoo ayns shoh, nagh jean blashtyn er y baase, derrey hee ad mac y dooinney cheet ayns e reeriaght.
MAT.17.1	AS ec kione shey laa, ghow Yeesey Peddyr, as Jamys as Ean e vraar, as hug e lesh ad er lieh, seose er slieau ard.
MAT.17.2	As van cummey echey er ny chagh laa kiongoyrt roo, as ren yn eddin echey soilshain myr y ghrian, as va’n coamrey echey gial myr y soilshey.
MAT.17.3	As cur‐my‐ner haink Moses as Elias ayns yn eanish echey, as vad taggloo rish.
MAT.17.4	Eishtagh dreggyr Peddyr as doort e rish Yeesey, Hiarn, Te mie er nyn son ainyn dy ve ayns shoh; My she dt’aigneys eh, lig dooin, three cabbanyn y yanoo, cabbane er dty hons, as cabbane son Moses, as cabbane son Elias.
MAT.17.5	Choud as ve foast loart, cur‐my‐ner, ren bodjal sollys sca‐doo y hilgey harrystoo, as cur-my‐ner coraa ass y vodjal, doort, Shoh my vac graihagh, jeh ta mee dy moar soiaghey, easht‐jee rish.
MAT.17.6	As tra cheayl ny ostyllyn eh, huit ad sheese lesh nyn eddinyn gys y talloo, as va’d feer agglagh.
MAT.17.7	As haink Yeesey as venn e roo, as doort e, irree‐jee seose as ny gow jee aggle.
MAT.17.8	As tra hrog ad seose nyn sooyllyn, cha vaik ad annane erbee, agh Yeesey ny lomarcan.
MAT.17.9	As myr va’d cheet neose jeh’n clieau, hug Yeesey currym daue, gra, Ny insh‐jee yn ashlish da annane erbee, derrey vees yn mac dooinney er nirree veih ny merriu.
MAT.17.10	As denee e ostyllyn jeh, gra, Cre’n oyr ta ny scrieuderyn gra, dy vel Elias dy heet hoshiaght?
MAT.17.11	D’ansoor Yeesey as doort e roo, Hig Elias hoshiaght, as liassee e dy chooilley nee.
MAT.17.12	Agh ta mish gra riu, dy vel Elias er jeet hanna, as cha dug ad enney er agh ta’d er ghellal rish hug nyn aigney hene, as er yn aght keddyn ghellys ad myrgeddyn rish yn mac dooinney.
MAT.17.13	Eishtagh hoig e ostyllyn dy nee my‐chione Ean bashtey ve loart roo.
MAT.17.14	¶ As tra vad er jeet gys y cheshaght, haink huggey dooinney dy row, as huit e sheese er e ghlioonyn, gra,
MAT.17.15	Hiarn jean chymmey er my vac, son te eddrym ayns e cheeal, rish caghlaa ny haist, as dy moar seaghnit, son dy mennick te tuittym ayns yn aile, as dy mennick ayns yn ushtey.
MAT.17.16	As hug mee liam e gys dty ostyllyn, as cha yiarg ad, e y leihys.
MAT.17.17	Dansoor Yeesey as doort e, O Heeloghe vee‐chredjuagh as niau‐yeeragh, Caid ta mish dy ve meriu? Caid ta mee dy hurranse diu? Cur liat ayns shoh hyms e.
MAT.17.18	As vaggyr Yeesey er y drogh spyrryd, as hie e magh ass, as va’n liannoo er ny leihys veih’n oor shen.
MAT.17.19	Eishtagh haink e ostyllyn gys Yeesey er lieh, as doort ad, Cre liorish nagh voddagh shinyn e y hilgey ass?
MAT.17.20	Doort Yeesey roo, Kyndagh rish y veechredjue eu: son dy firrinagh ta mee gra riu, My ta credjue eu myr greine dy rass mustard, jir shiu rish my slieau shoh, Scugh ass shoh noon ayns shid, as nee eh scughey; as cha bee nee erbee niau‐phossible diu.
MAT.17.21	Ny yei cha vel y sorch shoh 
MAT.17.22	¶ As choud as va’d ayns Galilee, doort Yeesey roo, Bee mac y doo inney er ny vrah gys lauyn deney.
MAT.17.23	As ver ad e gy baase, as y tras laa nee e girree reesht, as var ad feer trimshagh.
MAT.17.24	¶ As tra va’d er‐jeet gys Capernaum, haink y vooinjer va troggal argid y cheesh gys Peddyr, gra, Nagh vel y mainshter eauish geeck y cheesh?
MAT.17.25	Doort eshyn, dy row: As tra ve erjeet stiagh ayns y thie, loar Yeesey rishyn hoshiaght, gra, Cre t’ow dy smooinaght, Simon? quoi jeh ta reeaghyn y tallooin troggal custom ny keesh? jeh nyn gloan hene, ny jeh joarreeyn?
MAT.17.26	Doort Peddyr rish, Jeh joarreeyn. Doort Yeesey rishyn, Eishtagh, cha vel veg er y chloan dy eeck.
MAT.17.27	Ny yei son nagh bee commys er ny chur hooin, gow uss gys y cheayn, as tilg magh dooan, as trog y chied eeast hig hood, as tra vees oo er vosley’n beeal echey, yiow peesh dy argid ayn, shen gow, as cur daue er my hons as er dty hon hene.
MAT.18.1	EC y tra cheddyn haink y vooinjer va sheer geyrt er Yeesey, huggey, gra, Quoi syrjey ayns reeriaght niau?
MAT.18.2	As deie Yeesey er liannoo beg, as hoie e e kiangoyrt roo,
MAT.18.3	As doort e, Dy firrinagh ta mee gra riu, mannagh jean shiu chyndaa as cheet dy ve myr cloan veggey, cha jed shiu stiagh ayns reeriaght niau.
MAT.18.4	Quoi‐erbee er‐y‐fa shen nee e hene y injillaghey myr y liannoo beg shoh, e syrjey ta ayns reeriaght niau.
MAT.18.5	As quoi‐erbee nee soiaghey jeh leid y liannoo beg shoh ayns yn ennym ayms te janoo soiaghey jeems.
MAT.18.6	Agh quoi‐erbee ver oyr, da annane jehn vooinger veggey shoh ta credjal aynyms, dy huittym ayns peccah, veagh eh ny baare da, dy beagh clogh willin er ve croghit mish e wannal, as e dy ve baiht ayns divnit ny marrey.
MAT.18.7	Smerrick da’n seihl, er coontey oyryn peccah: son shegin da nyn leid y ve ayn, agh smerrick da’n dooiney liorish ta sleih er nyn dayrn gys peccah.
MAT.18.8	Shen y fa my ta dty laue ny dty chass hene dy dty hayrn gys yn olk, giare jeed as tilg woid ad: te ny share dhyt goll stiagh ayns bea croobagh ny baccagh, ny daa laue ny daa chass y ve ayd, as oo dy ve tilgit ayns yn aile ta dy bragh farraghtyn.
MAT.18.9	As my ta dty hooyl dy dty hayrn gys peccagh, pluck assyd as tilg woid ee; te ny share dhyt goll stiagh ayns bea lesh yn hooyl ny daa hooyl y ve ayd, as oo dy ve tilgit ayns aile nivrin.
MAT.18.10	Cur‐jee twoai nagh soie shiu beg jeh annane jehn vooinjer veggey shoh; son ta mee gra riu, dy vel ny ainlyn ocsyn ayns niau, kinjagh cur‐my‐ner eddin yn ayr ayms t’ayns niau.
MAT.18.11	Son ta mac y dooinney er jeet dy hauail shen ny va callit.
MAT.18.12	Cre ta shiu dy smooinaght? My ta‐keead keyrrey ec dooinney, as annane jeu v’er gholl er shaghryn, nagh vel e fagail yn chiare‐feed as yn nuyh jeig, as goll gys ny sleityn as shirrey yn cheyrrey hie er shaghryn?
MAT.18.13	As my she shen dy vel e dy gheddyn ee, dy firrinagh ta mee gra riu, dy vel e goal ny smoo dy voggey jeh’n cheyrrey shen, ny jeh’n chiare‐feed as yn nuyh jeig, nagh jagh er‐shaghryn.
MAT.18.14	Er yn aght keddyn cha nee aigney nyn Ayr t’ayns niau eh, annane jeh’n vooinjer veggey shoh dy hierraghtyn.
MAT.18.15	¶ Myrgeddyn my nee dty vraar aggair dhyt, immee as insh da e oill eddyr uss as eshyn nyn lomarcan; my eashtys e rhyt, to’w er chosney dty vraar.
MAT.18.16	Agh mannagh n’easht e rhyt, gow mayrt annane ny jees elley, ayns beeal ghaa ny three dy eanishyn, dy vod dy chooilley ockle ve jeant mie.
MAT.18.17	As mannagh der e geill dauesyn insh eh da’n agglish: agh mannagh der e geill dan agglish, jeagh er myr angreestee as 
MAT.18.18	Dy firrinagh ta mee gra riu, Cre‐erbee nee shiu y chiangley er y talloo bee eh kainlt ayns niau: as cre‐erbee nee shiu y eysley er y talloo, bee eh feyslit ayns niau.
MAT.18.19	Reeshtagh ta mee gra riu, my nee jees jiuish cordail er y talloo my‐chione nee erbee dy jean ad aghin er y hon, bee nyn aghin er ny yialdyn liorish my ayr t’ayns niau.
MAT.18.20	Son raad ta gha ny three er nyn jaglym cooidjagh ayns m’ennyms, ayns shen ta mish nyn mastey.
MAT.18.21	¶ Eishtagh haink Peddyr huggey, as doort e, Cre cha mennick as ta orryms leih da my vraar, tra vees e janoo peccah moi? choud as shiaght keartyn?
MAT.18.22	Doort Yeesey rish, Cha vel mish gra rhyt, Choud as shiaght keartyn agh choud as three feed as jeih keartyn shiaght.
MAT.18.23	¶ Shen‐y‐fa ta reeriaght niau er ny holaghey gys ree dy row, ballish coontey ghoall jeh e harvaantyn.
MAT.18.24	As tra ve er nianoo toshiaght dy choontey, haink fer huggey va liastyn jeih thousane talent.
MAT.18.25	Agh son wheesh as nagh row echey dy eeck, hug e Hiarn sarey e hene dy ve creckit as e ven as e chloan as ooilley ny vechey, as y feeaghyn dy ve eeckit.
MAT.18.26	Huit y chiarvaant er‐y‐fa shen sheese, as ghuee e er, gra, Cur daill dou Hiarn, as neem ooilley e eeck dhyt.
MAT.18.27	Eisht va chiarn y chiarvaant shen er ny veyghey lesh chymmey, as ren e feysley er, as leih e da ny ve dy liastyn.
MAT.18.28	Agh hie yn chiarvaant keddyn magh, as hooar e fer jeh ny sheshaghyn shiarvaantyn echey va liastyn da keead ping: as haar e greme er, as ghow e e er y scoarnagh, gra, Eeck shen ny t’ow dy liastyn.
MAT.18.29	As huit e heshey‐harvaant sheese ec y chassyn, as ghuee e er, gra, Cur daill dou, as neem ooilley y eeck dhyt.
MAT.18.30	As cha row e booiaght: agh hie e, as hilg e e ayns pryssoon, derrey eeckagh e ny ve dy liastyn.
MAT.18.31	Myr shen tra honnick e heshaghyn harvaantyn kys hie e er, ghow ad dy holk rish, as haink ad, as dinsh ad da nyn jiarn ooilley ny va jeant.
MAT.18.32	Eisht deie e Hiarn er, as doort e rish, O ghrogh harvaant, leih mish dhyts ooilley ny vow dy liastyn, er‐y‐fa dy ren oo aghin hym:
MAT.18.33	As nagh lishagh uss myrgeddyn v’er nianoo chymmey er dty heshey‐harvaant, myr va chymmey ayms orts.
MAT.18.34	As va e Hiarn jummoosagh, as livrey e e hucsyn va goal kerraghey, derrey eeckagh e ooilley ny ve dy liastyn.
MAT.18.35	Myr shen myrgeddyn nee my ayr flaunyssagh riuish, mannagh leih shiu veih nyn, greeaghyn dy chooilley ghooinney da e vraar e loghtyn.
MAT.19.1	AS haink eh gy kione, tra va Yeesey erreish ny goan shoh y loart, dy jimmee e veih Galilee, as dy daink e gys ardjyn Judea, er cheu elley dy Yordan:
MAT.19.2	As deyr earrooyn moarrey dy leih er, as ren e ad y leihys ayns shen.
MAT.19.3	¶ Haink ny Phariseyn huggey myrgeddyn dy violaghey e, as doort ad rish, Vel eh lowal da dooinney e ven y chur er‐sooyl son dy chooilley oyr?
MAT.19.4	Dreggyr eshyn as doort e roo, Nagh vel shiu er lhaih, eshyn chroo ad ec y toshiaght, dy chroo e ad fyrrynagh as bwoirrynagh?
MAT.19.5	As dy doort e, Er‐yn‐oyr shoh, nee dooinney fagail e ayr as e voir, as liannee e, gys e ven: as bee ad nyn neesht yn eihl.
MAT.19.6	Shen‐y‐fa cha vel ad ny sodjey jees, agh yn eihl. Cre‐erbee er‐y‐fa shen ta Jee er chur cooidjagh, ny lig da dooinney erbee y chur veih my chielley.
MAT.19.7	Doort adsyn rish, Cre’n oyr eishtagh doardee Moses screeuyn scarree y choyrt, as 
MAT.19.8	Doort eshyn roo kyndagh rish creoghys nyn greeaghyn, lhow Moses diu nyn mraane y chur er‐sooyl: ag cha row eh myr shen er dyn toshiaght.
MAT.19.9	As ta mish gra riu, Quoi‐erbee scarrys rish e ven, cheu‐mooie jeh son maarderys, as phoosys ben elley, te brishy poosey: as quoi‐erbee phoosys ish ta scart, te brishey poosey.
MAT.19.10	¶ Doort y vooinjer va sheer geyrt er rish, My she shoh yn stayd ta dooinney as ben ayn, cha vel eh mie dy phoosey.
MAT.19.11	Agh doort eshyn roo, cha nee dy chooilley ghooinney oddys shen y ghoal er,
MAT.19.12	Son ta deney gennish ayn rug myr shen veig breinn nyn marey: as ta deney gennish ayn, ver nyn nianoo gennish liorish deney: as ta deney gennish ayn, ter nianoo ad hene gennish er graih reeriaght niau. Eshyn ta able shoh y ghoal er, lig e ghoal er eh.
MAT.19.13	¶ Eishtagh hug ad lieu huggey cloan veggey, dy voddagh e e lauyn y chur orroo, as padjer y ghoal: as hug y vooinjer va sheer geyrt er oghsan daue.
MAT.19.14	Agh doort Yeesey, Sur‐jee cloan aegey as ny jean‐jee nyn liettal ad dy heet hyms: son jeh nyn leiad ta reeriaght niau.
MAT.19.15	As hug e e lauyn orroo, as jimmee e veih shen.
MAT.19.16	¶ As cur‐my‐ner haink fer huggey as doort e rish, Vainshter vie, Cre’n red mie neems, dy vod yn vea veayn y ve aym?
MAT.19.17	As doort eshyn rish, Cre’n fa tow genmys mee mie? cha vel annane erbee mie, agh annane; ta shen dy ghra Jee: agh my sailts goll stiagh ayns bea freil ny annaghyn.
MAT.19.18	Doort eshyn rish, Cre ny annaghyn? Doort Yeesey, Cha jean oo dunverys, Cha brish oo poosey, Cha jean oo geid, Cha nymmyrk oo feanish foalsey,
MAT.19.19	Cur arrym da dt ’ayr as da dty voir: as ver oo graih da dty naboo myr dhyt hene.
MAT.19.20	Doort y dooinney aeg rish. Ooilley ny annaghyn shoh ta mee er vrealley veih my aegid: Cre sodjey t’orrym dy yanoo?
MAT.19.21	Doort Yeesey rish, My bailt ve dy firrinagh mie, immee as creck as cur ny t’ayd da ny boughtyn, as bee berchys ayd ayns niau; as tar as eyr orryms.
MAT.19.22	Agh tra cheayl y dooinney aeg yn raa shen, hie e ersooyl dy trimshagh; son va cummallyn moarrey echey.
MAT.19.23	¶ Eishtagh doort Yeesey roosyn va sheer geyrt er, Dy firrinagh ta mee gra riu, dy goan hed dooinney berchiagh stiagh ayns reeriaght niau.
MAT.19.24	As reeshtagh ta mee gra riu, Te ny sassey da camel goll trooid croae snaidey, ny da dooinney berchiagh dy gholl stiagh ayns reeriaght Yee.
MAT.19.25	Tra cheayl yn vooinjer va sheer marish shoh, vad er skyn towse atchimagh, gra, Quoi eishtagh oddys ve er ny hauail?
MAT.19.26	Agh yeagh Yeesey orroo, as doort e roo, Da deney ta shoh niau phossible, agh da Jee ta dy chooilley nee possible.
MAT.19.27	¶ Eishtagh dreggyr Peddyr, as doort e rish, Cur‐my‐ner, ta shinyn er dregeil ooilley, as er neyrt orts; cre vees ainyn er‐y‐fa shen?
MAT.19.28	Doort Yeesey roo, Dy firrinagh ta mee gra, riu ec y yiennaghtyn reesht, tra nee mac y dooinney soie er stoylree‐oil e ghloyr, dy jean shiuish myrgeddyn t’er neyrt orryms, soie er daa stoyl ree‐oil yeig, briwnys daa heeloghe yeig Israel.
MAT.19.29	As yiow dy chooilley annane te’r hregeil thiyn, ny braaraghyn, ny shaaraghyn, ny ayr, ny moir, ny ben, ny cloan, ny talloo, er graigh mennyms, kead filley, as eiraght ayns y vea veayn.
MAT.19.30	Agh bee ymmodee jeusyn ta hoshiaght, er jerrey, as jeusyn ta er jerrey, hoshiaght.
MAT.20.1	SON ta reeriaght niau casley rish dooinney va ny ar‐thie, hie magh dy moghey, dy ailley labreeyn son e gharey‐feeney.
MAT.20.2	As tra ve er chordail rish ny labreeyn son ping ’sy laa, hug e ad stiagh ayns e gharey‐feeney.
MAT.20.3	As hie e magh my geart y tress oor, as honnick e feallagh elley ny shassoo nyn daaue ayns ynnyd y vargee,
MAT.20.4	As doort e roo, Gow‐jee shiuish myrgeddyn stiagh ayns y gharey‐feeney, as verryms diu cree-erbee ta cairagh. As hie ad rumboo.
MAT.20.5	Reeshtagh hie e magh my geart y chey‐oo as yn nuyhoo oor, as ren e er yn aght keddyn.
MAT.20.6	As my‐geart yn yn oor jeig, hie e magh, as hooar e feallagh elley ny shassoo nyn daaue, as doort e roo, Cre’n fa ta shiu nyn shassoo ayns shoh fey laa nyn daaue?
MAT.20.7	Doort adsyn rish, Er yn oyr nagh vel dooinney erbee er vailley shin. Doort eshyn roo, Gow‐jee shiuish myrgeddyn stiagh ayns y gharey‐feeney, as yiow shiu cre‐erbee, ta cairah.
MAT.20.8	Myr shen tra va’n fastyr er jeet, doort chirn y gharey‐feeney rish y stioort echey, Eie er ny labreeyn, as cur daue nyn vail, goall toshiaght veih yn vooinjer stierree gys y chied eallagh.
MAT.20.9	As tra haink feallagh yn yn oor‐jeig, hooar ad dy chooilley ghooinney ping.
MAT.20.10	Agh tra haink y chied eallagh, heill ad dy voghe ad ny smoo, as hooar adsyn myrgeddyn dy chooilley ghooinney ping.
MAT.20.11	As tra vad er ghoal eh, loar ad dy jymmoosagh rish yn far‐thie,
MAT.20.12	Gra, Cha vel yn vooinjer stierre shoh er nobbragh agh yn oor, as t’ow er, nianoo ad corrym rooinyn, te’r nymmyrkey errey as chiass y laa.
MAT.20.13	Agh dreggyr eshyn fer jeu, gra, Heshey vie, cha vel mish janoo aggair dhyt: Nagh choard uss rhyms son ping?
MAT.20.14	Trog shen ny ta liat, as immee royd: m’aigney’s eh dy choyrt da’n fer stierree shoh; myr ta mee er chur dhyts.
MAT.20.15	Nagh vel eh lowal dou, dy yanoo cre saillym rish my chooid hene? Vel dty hooyls olk, er‐y‐fa dy vel mish mie?
MAT.20.16	Myr shen bee adsyn ta er‐jerrey hoshiaght, as adsyn ta hoshiaght er‐jerrey: son ta ymmodee er nyn eam, agh beggan er nyn reih.
MAT.20.17	¶ As myr va Yeesey goll seose gys Jerusalem, ghow e yn dda ostyl yeig dy liattee er y raad, as doort e roo,
MAT.20.18	Cur‐my‐ner ta shin goll seose gys Jerusalem, as bee mac y dooinney er ny vrah gys ny ard‐saggyrtyn, as gys ny scruderyn, as deyree ad e gy baase,
MAT.20.19	As livreyee ad e hucsyn jeh ny ashoonyn quaah, dy chraidey mish, as dy chustey as dy chrossey e: as er y tress laa nee e girree reesht.
MAT.20.20	¶ Eishtagh haink huggey moir cloan Zebedee, as e meck mâree, cur ooashley da, as shirrey aghin er.
MAT.20.21	As doort e ree, Cre bailt? Doort ish rish, Lhow da my ghaa vac dy hoie, yn derrey yeh er dty lau yesh, as y jeh elley er dty laue chiare ayns dty reeriaght.
MAT.20.22	Agh dreggyr Yeesey as doort e, Cha s’eu cre ta shiu dy yearree. Vel shiu able giu jeh’n cappan ta mish giu jeh, as v’er nyn mashtey lesh y bashtey ta mish bashtit lesh? Doort adsyn rish, Ta shin able.
MAT.20.23	As doort e roo, Ivee shiu dy jaroo jeh my chappan, as bee shiu er nyn maishtey lesh y bashtey ta mish bashtit lesh: agh dy hoie er my laue yesh as er my laue chiare, cha vel shen liams dy choyrt, agh ny lomarcan daue syn, er nyn son te kiaddit liorish my ayr.
MAT.20.24	As tra cheayl yn jeih shoh, va’d feer jymmoosagh rish y daa vraar.
MAT.20.25	Agh deie Yeesey orroo huggey, as doort e, Ta fys eu dy vel prinsyn ny ashoonyn quaagh gymmyrkey reill harrystoo, as ta ny deney moarey gymmyrkey torrity nyn mastey.
MAT.20.26	Agh cha bee eh myr shen nyn mastey eauish: agh quoi‐erbee eavish ballish ve moar, lig e ve ry hoi shirveish erriu.
MAT.20.27	As quoi‐erbee syrjey ballish y ve nyn mast eu, lig e ve yn chiarvaant eu.
MAT.20.28	Myr nagh daink yn mac dooinney dy ve shirveishit, agh dy hirveish, as dy chur e vioys ny liassaghey son ymmodee.
MAT.20.29	As tra va’d er nimeeght veih Jericho, deyr earrooyn moarrey dy leih er.
MAT.20.30	¶ As cur‐my‐ner, va daa ghooinney doal nyn soie rish liattee yn raad, as tra cheayl ad dy row Yeesey goll shiaghey, deie ad, gra, Jean myghin orrin, O Hiarn, vac Ghavid.
MAT.20.31	As va’n pobble cur oghsan daue, dy voddagh ad nyn jengey chummal: agh deie adsyn wheesh shen smoo, gra, Jean myghin orrin, O Hiarn, vac Ghavid.
MAT.20.32	As hass Yeesey, as deie e orroo, as doort e, Cre balliu mee dy yanoo er nyn son eu?
MAT.20.33	Doort adsyn rish, Hiarn, dy vod ny sooyllyn ain v’er nyn vosley.
MAT.20.34	Myr shen va chymmey ec Yeesey orroo, as venn e rish ny sooyllyn oc: as chelleeragh hoar ny sooyllyn oc nyn soilshey, as deyr ad er.
MAT.21.1	AS tra vad tayrn ergerrey da Jerusalem; as dy row ad erjeet gys Bethphage, gys cronck ny Olivyn, hug Yeesey jees jeusyn va kinjagh geyrt er, er chaghteraght,
MAT.21.2	As doort e roo, Imee‐jee gys y balleybeg ta shiu dy akin, as chelleeragh yiow shiu assyl kainlt as lhie mâree: feysh‐jee as cur‐jee lieu ad hyms.
MAT.21.3	As my loarys dooinney erbee veg riu, abbyr‐jee shiuish, Ta feme ec y Chiarn orroo, as chelleeragh liggee e yn raad daue.
MAT.21.4	Va ooilley shoh jeant, dy voddagh shen ve cooilleenit va loarit liorish y phadeyr, gra,
MAT.21.5	Insh‐jee da inneen Sion, Cur‐my‐ner, ta dty Ree cheet hood, dy imlee, as ny hoie er assyl, as er lhie sharragh assyl.
MAT.21.6	As hie adsyn rumboo, as ren ad, myr va Yeesey er n’oardaghey daue.
MAT.21.7	As hug ad lieu yn assyl as y lhie, as hug ad orroo nyn eadagh, as hug ad eshyn ny hoie 
MAT.21.8	As ren earrooyn moarrey dy leih skeylley nyn gharmadyn er y raad; yiare feailagh elley banglanyn jeh ny biljyn, as skeyl ad ad, er y raad.
MAT.21.9	As deie yn pobble, hie roish, as adsyn haink ny yei, gra, Hosanna gys mac Ghavid, bannit ta eshyn ta cheet ayns ennym y Chiarn, Hosanna ayns yn yrjid.
MAT.21.10	As tra ve er jeet gys Jerusalem, va ooilley’n ard‐valley jymmoosagh, gra, Quoi e shoh?
MAT.21.11	Doort e pobble, Shoh Yeesey yn phadeyr, ta veih Nazareth ayns Galilee.
MAT.21.12	¶ As hie Yeesey stiagh ayns chiamble Yee, as deiyr e magh ooilley adsyn va creck as kionnaghey ayns y chiamble, as hilg e harrish ny buird ocsyn va caghlaa argid, as ny stuill ocsyn va creck calmanyn.
MAT.21.13	As doort e roo, Te scruit, Bee my hies enmyssit thie yn phadjer, agh ta shiuish er niannoo eh ny ooig dy vaarlee.
MAT.21.14	As haink ny doal as ny croobee huggey gys y chiamble, as ren e ad y leiy‐ys.
MAT.21.15	As tra honnick ny ard‐saggyrtyn as ny scruderyn ny reddyn yyndyssagh ve dy yianoo, as y chloan gemagh ayns y chiamble, as gra, Hosannah gys mac Ghavid, vad feer jymmoosagh,
MAT.21.16	As doort ad rish, Vel oo clashtyn cre ta’d shoh dy ghra? Doort Yeesey roo, Ta mee, nagh lhaigh shiuish rieau, magh ass beil ooikanyn as cloan er y cheeagh to’w er gheddyn moylley firrinagh?
MAT.21.17	As daag e ad, as hie e magh ass yn ardvalley gys Bethany, as ghow e aight ayns shen.
MAT.21.18	Nish ayns y voghrey, myr ve goll reesht gys yn ard‐valley, ve accryssagh.
MAT.21.19	As tra honnick e billey‐figgagh er y raad, haink e huggey, as cha dooar e nee erbee er, agh ynrycan dooillagyn, as doort e rish, Nar aase mess erbee orts veih shoh magh er son dy bragh. As chelleeragh ren y billey figgagh fioghey ersooyl.
MAT.21.20	As tra honnick yn vooinjer va sheer geyrt er shoh, ghow ad yyndyss, gra, Cre cha leah as tan billey figgagh er fioghey ersooyl?
MAT.21.21	Dreggyr Yeesey, as doort e roo, Dy firrinagh ta mee gra riu, My vees credjue eu, as mannagh jean shiu dooteil, nee shiu cha nee ynrycan shoh, ta jeant rish y billey‐figgagh, agh my jir shiu rish y slieau shoh, Be er dy scughey, as er dy hilgey ayns y cheayn, bee eh er ny yianoo.
MAT.21.22	As dy chooilley nee cre‐erbee nee shiu y hirrey ayns padjer, my vees eh lesh credjue nee shiu y gheddyn eh.
MAT.21.23	¶ As tra ve er jeet stiagh ayns y chiamble, haink ny ard‐saggyrtyn as shanstyr yn pobble huggey, myr ve gynsaghey, gra, Cre’n phooar t’ayds dy yannoo ny reddyn shoh? as quoi hug yn phooar shoh dhyt?
MAT.21.24	As dreggyr Yeesey as doort e roo, Fênyms jiuish yn red, as my inshys shiu dou eh, inshyms myrgeddyn diuish, cre’n phooar t’aym dy yanoo ny reddyn shoh.
MAT.21.25	Bashtey Ean, cre woish ve? veih niau, ny veih deney? As loar ad nyn mast oc hene, gra, My jir mad veih niau; jir eshyn rooin, Cre’n fa eisht nagh chred shiu eh?
MAT.21.26	Agh my jir mad, Veih deney; ta aggle ain roish y pobble; son ta dy chooilley ghooinney goall Ean son phadeyr.
MAT.21.27	As dreggyr ad Yeesey, as doort ad, Cha vel shin able insh. As doort e roo, Cha‐moo inshyms diuish, cre’n phooar t’aym, dy yanoo ny reddyn shoh?
MAT.21.28	¶ Agh cre ta shiu dy smooinaghtyn? Va dooinney dy row, as daa vac echey, as haink e gys y chied vac as doort e, Vac, gow as obbree jiu ayns my gharey‐feeney.
MAT.21.29	Dreggyr eshyn, as doort e, cha jem: agh ny lurg shen ghow e arrys as hie e.
MAT.21.30	As haink e gys yn nah vac as loar e rish myrgeddyn. As dreggyr eshyn, as doort e, hem vainshter, as cha jagh e.
MAT.21.31	Quoi jeu shoh nyn neesht ren aigney e ayrey? Doort adsyn rish yn chied vac. Doort Yeesey roo, Dy firrinagh ta mee gra riu, dy jed ny publicanee as ny streebaghyn stiagh ayns reeriaght yee, reu‐ish.
MAT.21.32	Son haink Ean hiuish ayns raad y chairys, as cha chred shiu eh: agh chred ny publicanee as ny streebaghyn e. As tra honnick shiuish shoh, cha ghow shiu arrys ny lurg shen, dy voddagh shiu e y chredjal.
MAT.21.33	¶ Easht‐jee rish coraa dorraghey elley: Va far‐thie dy row, ren garey‐feeney y hoiaghey, as ren e cley y mish, as chleigh e press‐feeney ayn, as hrog e toor, as hoie e e rish fir‐hie, as hie e gys cheer foddey.
MAT.21.34	As tra va earish ny mess tayrn er‐gerrey, hug e e ir‐mooinjery gys ny fir‐hie, dy voddagh ad geddyn jeh’n mess echey.
MAT.21.35	As ghow ny fir‐hie e ir‐mooinjery, as woail ad fer, as var ad fer elley, as chlagh ad fer elley.
MAT.21.36	Reeshtagh hug e magh shiarvaantyn elley ny sliee ny’n chied eallagh; as ghell ad roosyn er yn aght keddyn.
MAT.21.37	Agh er jerrey ooilley hug e huc e vac, gra, Bee ad arrymagh da my vac.
MAT.21.38	Agh tra honnick ny fir‐hie yn mac, doort ad nyn mast oc hene, shoh’n Eirey, tar‐jee, lig dooin e varroo, as bee’n eiraght echey lien hene.
MAT.21.39	As ghow ad e, as hilg ad e magh ass y gharey‐feeney, as var ad e.
