MAT.1.1	Quemënga imnamna Jesucristbe bëts taitanga: Jesucristna Rey David y Abrahámbents̈ana ents̈á inamna.
JAS.2.12	Ts̈ëngaftanga cmontsamna jtsóyebuambnayana y jtsamana ndayá Cristo s̈ojanamëndacá, atsebacana ents̈angcá, er Bëngbe Bëtsá echanjayana nts̈amo tmojamcá aíñe o ndoñe ts̈abá bétsemnama. 
JAS.2.13	Er chë ínÿengbiama ndoñe ngménana bomnëngbiama, Bëngbe Bëtsá ntjongmiacá echanjayana nts̈amo tmojamcá aíñe o ndoñe ts̈abá bétsemnama; pero chë ínÿengbiama aíñe ngménana bomnëngbiama, nts̈amo tmojamcá aíñe o ndoñe ts̈abá bétsemnama Bëngbe Bëtsá chaojayana ora, chënga ts̈abá chents̈ana mochanjábocana.
JAS.2.14	Ats̈be cats̈átanga, ¿ndayama cánÿabioye buanjosérvia jayanana aíñe Jesucrístbeñe sëntsos̈buaché ca, pero cha ínÿengbiama ts̈abe soyënga ndoñe tontsama, y chca, nts̈amo cha tojtsamcá ndoñe tontsinÿanÿná cha Jesucrístbeñe yos̈buáchema? Ndegombre, cha nÿe chca tojtsichámëse, ndoñe ntsopodénana cha atsbocaná chaotsemnama. 
JAS.2.15	Nderado canÿe boyabása o shembása os̈buachiyá ents̈ayá tbojtsabuáshbena y saná chë te jasámnaca tbojtsebuáshbena, 
JAS.2.16	y canÿa ts̈ëngaftanguents̈á tbojauyana: “Dios̈oftá, sësnama ndoñe chacondë́tsepadecena y becá chacuatoshachá ca”, pero chca chaotsemnama chábioye tondaye tbonjats̈etase, ¿ndayama nantsoservena chca jayanana? 
JAS.2.17	Cachcá, nda tojayana Jesucrístbeñe yos̈buaché ca, pero ndocna ts̈abe soyënga tontsama, chë os̈buáchiyana bomnama jinÿanÿiyama, nÿe chca os̈buáchiyana jtsebomnana tondayama ntsoservénana.
JAS.2.18	Pero nderado ndánaca mënts̈á echanjayana: “Aca Jesucrístbeñe icos̈buaché, pero ats̈na ínÿengbiama ts̈abe soyënga së́ntsama ca.” Chora ats̈e stjojuá: “S̈minÿinÿé nts̈amo canÿa nantsobena Jesucrístbeñe jtsos̈buáchiyana, chca chaotsinÿnama tondaye ntsamcá, y chora, ndayá tijamama ats̈be os̈buáchiyana cbochjinÿinÿiye ca.” 
JAS.2.19	Aca condos̈buaché nÿe canÿe Bëngbe Bëtsá yomnama y chca ts̈abá contsama; pero chë bacna bayëjë́ngnaca chiñe jtsos̈buáchiyana, y chë causa chënga uatjana jtsebomnama y jtsangmëmnayana. 
JAS.2.20	Ndoñe obëjema cattsemna; ndegombre cbochanjinÿinÿiye nderado nda Jesucrístbeñe tojtsos̈buaché, pero tondaye tontsama chca chaotsinÿnama, chabe os̈buáchiyana tondayama ntsoservénana. 
JAS.2.21	Bëngbe Bëtsá tojánayana chabe bominÿiñe Abraham, bëngbe tempsca bëts taitá, ts̈abia yojamna ca; chca tojánayana, er Bëngbe Bëtsá tbojanmandá ora, yojtseprontana chabe uaquiñá altariñe jóbama, cach Bëngbe Bëtsábioye jëtschuayama. 
JAS.2.22	Aca contsobena Abrahámbeñe jinÿama, cha Bëngbe Bëtsábeñe yojanos̈buáchema, y soyënga yojánama chca chaotsinÿnama; y ndayá cha tojanmama entsinÿinÿena, cha ndegombre puerte bëtscá yojanos̈buáchema. 
JAS.2.23	Chca tojanopasá nts̈amo Bëngbe Bëtsabe uabemana palabrënguiñe endayancá, mënts̈á: “Abraham Bëngbe Bëtsábeñe yojtsos̈buáchiye, y chama Bëngbe Bëtsá tojánayana chabe bominÿiñe cha ts̈abia yojamna ca.” Y Abraham entsanabaina Bëngbe Bëtsabe amigo ca.
JAS.2.24	Y ts̈ëngaftanga s̈montsetáts̈ëmbo, Bëngbe Bëtsá ináyana canÿe ents̈á chabe bominÿiñe ts̈abia yomna ca, chë ents̈á ndayá tojtsamama, chabe os̈buáchiyana chaotsinÿnama, y ndoñe nÿe os̈buáchiyana tojtsebomnama. 
JAS.2.25	Cachcá tojanopasá Rahab, chë bacna vida bomna shembásaftaca; Bëngbe Bëtsá tojánayana chabe bominÿiñe cha ts̈abia yojamna ca, er cha canÿe ts̈abe soye tojanma. Cha chë noticia uambaye judiënga posada tojanë́yents̈ame, y chents̈ana tojanë́jabuache inÿe benachëjana chamuáisebocanama, chë pueblents̈a soldadëngbiama chamotsachetama. 
JAS.2.26	Lempe básefta palabrënguiñe jayanamna mënts̈á entsemna: nts̈amo canÿe cuerpo, espíritu ndbomna cuerpo, pronto jóbanana, cachcá chë os̈buáchiyana, ndocna soyë́ngaca tontsemna, chca chaotsinÿnama, tondayama ntsoservénana.
JAS.3.1	Jesucrístbeyeca ats̈be cats̈átanga, ndoñe yapa buátëmbayënga ts̈ëngaftangbeñe chamondë́tsemna; er ts̈ëngaftanga ya s̈mondë́tats̈ëmbo, bënga, chë ents̈anga abuátambayëngbiama, chë castigo más bëtscá yochtsemnama, Bëngbe Bëtsá ndoñe tmonjóyeunase, nts̈amo ents̈anga tmojamama aíñe o ndoñe ts̈abá bétsemnama cha chaojayana ora. 
JAS.3.2	Bënga nÿetscanga nÿetsca bacna soyënga mondbétsama. Nderado nda oyebuambnayiñe ni mo canÿe bacna soye tonjama, chë ents̈á puerte ts̈abia jtsemnana, nts̈amo Bëngbe Bëtsá yobos̈cá jtsiyenëse, y cha yojtsobena cachá sempre jtsenomándayama.
JAS.3.3	Chë couayë́ngbioye freno tmojuayashbé ora, nts̈amo bënga tmojtsebos̈cá chënga mochántsama, y bënga cachora jtsobenana nts̈amo nÿets chëngbe cuérpoca tmojtsamcá jtsemándayana, y ndoñe nÿe chëngbe bests̈as̈e. 
JAS.3.4	Barquë́shamnaca s̈mochjenójuaboye. Masque ts̈a bëtsëtsacuemëngá y ts̈a jabuache binÿiënga chë barco jtsëjuatsënts̈nayana, chë uamanéjayënga chë barco juyambana ndayëjana tmojtsebos̈cá, y chca, nÿe canÿe base soyetémaca, timón ca uabainëtémaca. 
JAS.3.5	Cachcá, chë bichtaja cuerpiñe canÿe base soyetema endmëna, pero chë bichtájaca ents̈anga jtsenábotamnayana bëts soyënga tmojamama. S̈mochjouena, canÿe base íñeshe jtsobenana canÿe bëts tjañe juangbotjuama. 
JAS.3.6	Y chë bichtaja endmëna mo canÿe iñeshcá, mo canÿe luare ndayents̈e puerte bacna soyënga tobinÿncá. Chë bichtaja jtsobenana bëngbe cuerpents̈e puerte bacna soyënga bëngbiama jamama. Mo canÿe íñeshe becá tojtsendbiamnacá, chë bichtájaca tcojtsichamo ndoñe ts̈abe soye, jtsobenana bacna soyënga bëngbiama jamama nÿets tempo quem luarents̈e tmuetsiyenëntscuana; y mo nda ndayá tojtsangbotjuacá, Satanás jtsobenana chë bichtaja jtsemándayana, bacna soyënga chaotsamama.
JAS.3.7	Ents̈á endobena jtsamë́ndayana nÿetsca tjoica bayënga, shlofts̈ënga, osjojnayënga y buyeshiñe oyena bayënga; y ndegombre mora entsamë́nda; 
JAS.3.8	pero ndocná tonjobená chë bichtaja jtsemándayana, chca, bacna soyënga amana chaotsajbanama. Chë bichtaja jtsamana bëtscá bacna soyënga cada te chauétsebinÿnama, y mo canÿe mëts̈cuaycá veneno jtsebomnana jóbama, chë bichtájnaca cachcá endmëna. 
JAS.3.9	Bichtájaca bënga puerte ts̈abá Bëngbe Bëtsá y Taitabiama jtsichámuana, y cach bichtájaca bënga puerte bacá ents̈angbiama mondbétsichamo, masque Bëngbe Bëtsá cachacá enoparecénënga chënga tojábiama. 
JAS.3.10	Cach uayás̈ents̈ana jtsóbocanana Bëngbe Bëtsabiama ts̈abe palabrënga y ents̈angbiama bacna palabrënga. Jesucrístbeyeca ats̈be cats̈átanga, chca ndoñe chaondë́tsemna. 
JAS.3.11	Canÿe béjaye obocanents̈ana ndoñe ntsopodénana ts̈abe búyeshe chaóbocnama y cachents̈ana untja búyeshnaca. 
JAS.3.12	Nts̈amo canÿe higo betiyents̈ana ndoñe ntsopodénana olivosës̈ënga jashacama, y canÿe uvas betiyents̈ana ndoñe ntsopodénana higuëbenga jashacama, cachcá, ats̈be cats̈átanga, tamona búyeshents̈ana ndoñe ntsopodénana ts̈abe búyeshe chaóbocnama.
JAS.3.13	Nderado ts̈ëngaftanguents̈e tojtsemna canÿe puerte tats̈ëmbuá y osertaná, cha bontsemna, chca yomnama ents̈anga jinÿanÿiyana, ts̈abe soyënga amana jtsiyenëse y chë ntjatosoberbnaycá tojama soyë́ngaca; y cha chca jamana, puerte osertaná bétsemnama. 
JAS.3.14	Pero ts̈ëngaftangbe ainaniñe yapa ínÿabioye s̈mojtsánts̈abos̈e y nÿe ínÿenga chamotjáyanama soyënga s̈mojtsama, as ndoñe s̈mattsenábotamnaye osertánënga y ts̈ábenga s̈momnama, er ndegombre Bëngbe Bëtsabe osertánana ts̈ëngaftanga ndoñe s̈montsebomna. 
JAS.3.15	Er chca osertánana, Bëngbe Bëtsábiocana ndoñe ntsóbocanana, ndayá nÿe quem luarama enójuabnayëngbents̈ana, nÿe ents̈angbe juabnents̈ana, y canÿe bacna bayë́jbents̈ana. 
JAS.3.16	Ndayents̈e ents̈anga yapa tmojtsenánts̈abos̈e, y nÿe ínÿenga chamotjáyanama soyënga tmojtsama, chents̈e tondayama quemochátenëyeunana y nÿetsca bacna soyënga mochántsama.
JAS.3.17	Pero chë Bëngbe Bëtsábiocana óbocana osertánana bomnënga, nÿetsca soyamna, natsana puerte ts̈abe vídaca jtsiyenana, bacna soyë́ngaca ndëmandánënga; y chënga jtsemnana chë ínÿenga ndoñe chamondë́tsentsjanama amënga, ts̈ábenga y sempre jtseprontánana ínÿenga joyaunayama. Y cach quemënga jtsemnana ínÿengbiama ngménana bomnënga, sempre ts̈abe soyënga jtsamana, cachcá nÿetsca ents̈ángbioye jtsë́nÿayana, y nts̈amo ndegombre tojtsemncá jtsichámuana y jtsamana. 
JAS.3.18	Nts̈amo canÿe jená, botamana shajuana jtsebomnama ts̈abe jénaye jájena, cachcá, sempre natjë́mbana jtsiyenama bos̈ëngna, natjë́mbana ínÿengaftaca jtsiyenana, chca, nÿetsca ents̈anga chamotsamama nts̈amo Bëngbe Bëtsabe bominÿiñe ts̈abá yomncá.
JAS.4.1	¿Ndayents̈ana chë ts̈ëngaftanga jtsentsjanayama y jtsenpenzéntsiayama yóbocana? Endóbocana chë ts̈ëngaftangbe bacna juabnënguents̈ana, nÿe cach ts̈ëngaftanga ts̈abá jtsomñama; y chë soyënga ts̈ëngaftangbe ainaniñe sempre chë ts̈abe juabnëngama contra jésemnana. 
JAS.4.2	Ts̈ëngaftanga ndayánaca jtsebomnama s̈mojtsebos̈e, pero chca jtsebomnama ndoñe s̈montsobena, as jtseprontánana ínÿengbioye jtsëbáyama. Inÿa nts̈amo tobomncá ts̈ëngaftanga ts̈a jtsánts̈abos̈ana, y chë soye jashjáchama ndoñe s̈montsobena ora, ínÿengaftaca jentjáyanangana y jtsenpenzéntsiayana. Nts̈amo s̈mojtsebos̈cá ndoñe ntjobenayana jtsebomnama, Bëngbe Bëtsá chama ndoñe s̈mondbotjañe causa; 
JAS.4.3	y chë soye s̈mojotjañe ora, ts̈ëngaftanga ndoñe ntjóyëngacñana, ndoñe botamana chë soye s̈mondbotjañe causa, er ts̈ëngaftanga chë soye jtsebos̈ana nÿe chaoservema oyejuayënga bacna soyënguiñe jtsomñama.
JAS.4.4	¡Ts̈ëngaftanga, Bëngbe Bëtsá bobonshánana s̈mojtsajbananga! ¿Ndoñe s̈mondë́tats̈ëmbo, chë jtsebos̈ana nÿe quem luarama enójuabnayëngbe amigo jtsemnama y nÿe quem luarents̈a soyënga jtsebomnama, chca, canÿe ents̈á Bëngbe Bëtsabe uayayá jtsemnana? Ndánaca tojajuabó nÿe quem luarama enójuabnayëngbe amigo jtsemnama, chca, canÿe Bëngbe Bëtsábioye uayayá jóbemana. 
JAS.4.5	Ndoñe nÿe bonamente Bëngbe Bëtsabe uabemana palabrënguiñe mënts̈á endayana: “Chë Bëngbe Bëtsá tbojanichmó bëngbe ainaniñe chaotsiyenama Uámana Espíritu, puerte entsebos̈e nÿe Bëngbe Bëtsá canÿa bëngbe amëndayá chaotsemnama ca.” 
JAS.4.6	Pero Bëngbe Bëtsá, bëngbe ts̈abiama jtsejuabnayëse bënga jtsëjabuáchanana, chíyeca Bëngbe Bëtsabe uabemana palabrënguiñe mënts̈á endayana:
JAS.4.6	Bëngbe Bëtsá chë nÿe cachënga uámanënga tmojtsenobiamnangbe contra entsemna,
JAS.4.6	y chë ndoñe uámanënga montsenobiamnangbiamna, Bëngbe Bëtsá más ts̈abe juabna entsebomna ca.
JAS.4.7	Asna, ts̈ëngaftanga s̈mochtseprontana nÿe Bëngbe Bëtsá chacmotsamë́ndama; nts̈amo Satanás tcmojtsamëndacá ndoñe s̈mattsama, y cha cachora ts̈ëngaftangbents̈ana echantsachá. 
JAS.4.8	Bëngbe Bëtsábioye s̈mochtobeconá, y cha echanjama ts̈ëngaftanga nts̈amo cha yomnama chacmotsësertánama. Ts̈ëngaftanga bacna soye amënga, cach ts̈ëngaftangbe cucuats̈ë́ngaca ts̈abe soyënga s̈mochtsama, bacna soyënga ndoñe. Ts̈ëngaftanga chë inÿe ora jtsejuabnayana Bëngbe Bëtsá jtsebobonshánama, y inÿe orna, nÿe quem luarents̈a soyënga jtsebomnama, s̈mochtsajbaná bacna soyënga jamama bos̈ana, chca, nÿe ts̈abe juabnënga ts̈ëngaftangbe ainaniñe chas̈motsebomnama. 
JAS.4.9	Ts̈ëngaftangbe bacna soyëngama ngménaca s̈mochtsemna, s̈mochjenóbos̈achna y cochtsets̈enánënga s̈mochjóyebuambaye. Jatenbiajuayamna, s̈mochjenóbos̈achna; y joyejuayëngamna, ngménaca s̈mochtsemna. 
JAS.4.10	Bëngbe Bëtsabe delante bëtsë́tsanga ndoñe s̈mattsenobiamnaye, y cha más uámanënga cmochanjábiama.
JAS.4.11	Jesucrístbeyeca cats̈átanga, ínÿengbiama bacna soyënga ndoñe s̈mattsóyebuambnaye. Nda cachabe cats̈atbiama bacna soye tojtsichamo o tojayana nts̈amo cha tojamcá ndoñe ts̈abá yontsemna ca, cha chora chë leyents̈a mandënga ndoñe ntsocumplínana y jtsichámuana chë leyents̈a mandënga tondayama yontsoservena ca. Y chë leyama chca tcojtsichámëse, cach ley jocúmplia cuenta, contsobiamná canÿe ichamuá chë ley aíñe o ndoñe yondoservénama, y chca ndoñe quecmátsmëna jtsamana. 
JAS.4.12	Chë ley tojuapormá cha nÿe canÿa endmëna, Bëngbe Bëtsá, y cachá endmëna nts̈amo ents̈anga tmojamcá aíñe o ndoñe ts̈abá bétsemnama ichamuá, y cachánaca entsobena ents̈anga játsebacama o nÿetsca tescama jácastigama. Y acna, ¿ndase cmëna ndëmua ents̈abiámnaca jobenayama jatichámuama nts̈amo tojamcá aíñe o ndoñe ts̈abá bétsemnama?
JAS.4.13	Y mora quem soye s̈mochjouena, ts̈ëngaftanga chë s̈mondbétsichamo: “Mënté o yëfse quemoye o chë inÿe bëts puebloye fchanjanga, y chents̈e canÿe uata fchanjë́ftsemna ba soyënguiñe trabájayiñe, y ndegombre becá fchanjónÿena ca.” 
JAS.4.14	¡Pero ni mo ndayá yëfse ts̈ëngaftangaftaca yochjochnënguama ndoñe ques̈mátstats̈ëmbo! Ts̈ëngaftanga ndoñe ques̈mátstats̈ëmbo ndayëntscuana vida s̈mochjë́ftsebomna, y chca, ts̈ëngaftanga s̈mondmëna mo canÿe jants̈etëshcá, chëshe mora jónÿnana y nÿe ndeolpe jatenatjëmbana. Ts̈ëngaftangaftaca cachcá echanjopása. 
JAS.4.15	Ts̈ëngaftanga mënts̈á cmontsamna jayanama: “Bëngbe Bëtsá ques̈ojalesenciase, ainënga fchántsemna y quem soye o chë soye fchanjama ca.” 
JAS.4.16	Pero chë cuenta, ts̈ëngaftanga bëts soyënga s̈mochjamama sempre jtsenábotamnayana, ndayá ts̈ëngaftanga chas̈momama Bëngbe Bëtsá yochjalesenciacá ntsetats̈ëmbcá; y chca jtsamana ndoñe ts̈abá quenátsmëna. 
JAS.4.17	Nda tojtsobena nts̈amo ts̈abá yomncá jamama, pero ndoñe chca tonjama, cha canÿe bacna soye jtsamana.
JAS.5.1	¡Quem soye s̈mochjouena, ts̈ëngaftanga chë bomnënga! ¡Chë ts̈ëngaftanga s̈mochtsesufrínama s̈mochjenóbos̈achna y uatjananënga s̈mochtseyoye! 
JAS.5.2	Ts̈ëngaftangbe bomnana buajónana janguánana entsemna, tondayama quenátoservena, y chë ents̈ayëjuangá mejëjonga montsasá. 
JAS.5.3	Ts̈ëngaftangbe castellano y midio tojtsengúsheshe; y chë ngúsheshna echántsinÿinÿnaye ts̈ëngaftanga chë crocenánaca ndoñe s̈monjanmama nts̈amo ínÿenga jujabuáchama yojamncá; chë causa, nÿetsca tescama cmochántsapochocaye, nts̈amo chë íñeshe canÿe soye endbetsepochocacá. Ts̈ëngaftanga quem tempo bomnana s̈mojtsejuabá, y mora quem luare jopochócama ya entsobeco. 
JAS.5.4	Ts̈ëngaftanga chë ts̈ëngaftangbe fshantsënguiñe tmojëftsetrabajanga ndoñe s̈montanëbuénaye, y mora s̈mochjouena, chënga chama cmontsachembuanama. Bëngbe Utabná nÿets obenana bomná, chë trabajayëngbe chembuanana ya tojouena. 
JAS.5.5	Quem luarents̈e ts̈ëngaftanga s̈mondoyena ba botamana soyë́ngaca y nÿe nts̈amo cach ts̈ëngaftanga s̈mobos̈cá jtsamëse. Nts̈amo canÿe uacná jóbana, minÿicá tojtsemna ora, cachcá ts̈ëngaftangbiama entsobeco chë te, ndaye ora Bëngbe Bëtsá echanjama castigánënga chas̈motsemnama, er puerte bacna soyënga s̈mojama. ¡Chë castigo jtsebínÿnama tempo ya entsobeco! 
JAS.5.6	Ts̈ëngaftanga, chë puerte ts̈abá amëngbiama s̈mojayana jóbanama yojtsamna ca y s̈mojtsëbaye, chca ndoñe chaondë́tsemnama chënga ndocá jamama ntsobencá.
JAS.5.7	Pero ts̈ëngaftanga, cats̈átanga, uantádoca s̈mochjobátma Bëngbe Utabná yochjésabo orscama. Chë jajañe trabajayá tojtsobátmana bëtscá ts̈abe shajuanënga jobuátbanama, jtsotocánana natsana uantádoca jobátmana chë jajañama uaftena tempo chaóshjanguama. 
JAS.5.8	Ts̈ëngaftángnaca uantadënga s̈mochtsemna, y ts̈ëngaftangbe ainaniñe añemo chaotsemna, er Bëngbe Utabná mëntescana ndoñe bën y moye echanjésabo.
JAS.5.9	Jesucrístbeyeca cats̈átanga, nts̈amo ínÿenga tmojtsamama ndoñe nÿe s̈mattsoquejana, Bëngbe Bëtsá ts̈ëngaftangbiama ndoñe chaondayanama, nts̈amo s̈mojóyebuambama ndoñe ts̈abá s̈monjama ca. Y nda yochjayana nts̈amo ents̈anga tmojamcá aíñe o ndoñe ts̈abá bétsemnama, ya entsebeconá. 
JAS.5.10	Ats̈be cats̈átanga, chë tempsquënga Bëngbe Bëtsabe juabna oyebuambnayënga, ndëmuanÿenga ents̈anga tmonjanabuayená Bëngbe Utabná jóts̈ëmbonëse, chënga bë́ngbioye s̈onjë́ftsaninÿanÿiye nts̈amo tmojansufrima, nts̈amo s̈ojtsamna uantadënga jtsemnana tmojtsesufrina ora; y chca ts̈ëngaftanga cmontsamna jtsamana. 
JAS.5.11	Bënga chëngbiama fsëndbétsejuabnaye oyejuayënga imojamna ca, chë tmojansufrí ora Bëngbe Bëtsábeñe imojanobátmana ainaniñe añemo jtsebomnëse. Ts̈ëngaftanga s̈mojouena nts̈amo Job ainaniñe añémoca Bëngbe Bëtsábeñe yojanobátmana, puerte padecena soyënguiñe yojasufrina ora; y s̈mondë́tats̈ëmbo nts̈amo Bëngbe Bëtsá cabana chábioye tbojancuedama, y chca yojamna Bëngbe Utabná ents̈angbiama puerte ngmená yómnayeca.
JAS.5.12	Pero masna, ats̈be cats̈átanga, ndayá jamama chas̈mojas̈buachená ora, chca ndoñe s̈matjama jajúrase ni celocama, ni quem luarama, ni ndocna inÿe soyama. Ts̈ëngaftanga aíñe ca jayanama s̈mojtsebos̈ëse, nÿe aíñe ca s̈mochjayana, y ndoñe casna nÿe ndoñe; chca, Bëngbe Bëtsá ndoñe chaondayana ndoñe ts̈abá s̈monjama ca júraye causa.
JAS.5.13	Nderado nda ts̈ëngaftanguents̈á puerte ngménaca tojtsemna, cha bontsemna Bëngbe Bëtsá chama jaimpádama. Y nderado nda oyejuayá tojtsemna, cha bontsemna jacántana Bëngbe Bëtsá jëtschuayama. 
JAS.5.14	Nderado nda s̈ocá tojtsemna, cha bontsemna chents̈a os̈buachiyëngcá enefjuanë́ngbeñe bëtsëjemëngcá amë́ndayënga jáchembuana, chënga Bëngbe Bëtsá chabiama chamoimpadama, y Bëngbe Utabná jóts̈ëmbonëse aceitiye chamuanëtjuama. 
JAS.5.15	Y ts̈ëngaftanga, puerte jtsos̈buáchiyëse Bëngbe Bëtsá chas̈mojaimpadá ora, chë s̈ocá salud echántinÿena, y Bëngbe Utabná echanjama cha ts̈abá cachiñe chaotsatsmënama; y nderado cha bacna soyënga tojamëse, Bëngbe Bëtsá bochantseperdóna. 
JAS.5.16	Chíyecna, chë bacna soyënga s̈mojtsamama s̈mochjobuambaye, y Bëngbe Bëtsá nÿetscangbiama s̈mochtseimpadana, chca, ts̈abá mo shnanëngcá chas̈motsemnama. Canÿa ndabiama Bëngbe Bëtsá tojayana chabe bominÿiñe ts̈abia yomna ca, cháftaca tbojencuentá ora, chánaca ba ts̈abe soyënga jóyëngacñana, y jobenayana bëts soyënga jamama. 
JAS.5.17	Bëngbe Bëtsabe juabna oyebuambnayá Elías, mo cach bëngcá canÿe ents̈á inamna, y puerte jtsos̈buáchiyëse ndoñe chaonduaftema Bëngbe Bëtsábioye tbojanimpadá ora, quem luariñe mo unga uata y tsë́ntsañe ndoñe tonjanafté. 
JAS.5.18	Chents̈ana, Bëngbe Bëtsábioye cachiñe tbojtanimpadá ora, quem luariñe tojanafté y cachiñe chë jajañenache bëtscá saná yojtsatsbinÿna.
JAS.5.19	Ats̈be cats̈átanga, nderado nda ts̈ëngaftanguents̈á tojtsajbaná chë ndegombre soyënga jtsamana, pero inÿa chábioye tbojuájabuache cachiñe chë ts̈abe benache cháuatishachama, 
JAS.5.20	ts̈ëngaftanga s̈mochtsetáts̈ëmbo, ndánaca chë bacna soye amábioye tbojuájabuache chabe ndoñe ts̈abe vidents̈ana cháuaisebocnama, cha chë nÿetsca tescama castigüents̈ana chábioye jatsbocana, y jamana ba bacna soyëngama cha perdonaná chaotsemnama.
1PE.1.1	Ats̈e Pedro, Jesucristbe ichmoná, quem tsbuanácha sëntsabiamná chë cachëngbe luarents̈e ndoñe mondoyenëngbiama, chë Ponto, Galacia, Capadocia, Asia y Bitinia luarënguenache ujquë́shenënga imoyenëngbiama. 
1PE.1.2	Sëntsabiamná chë Bëngbe Bëtsá Bëngbe Taitá tojánabacacangbiama, nts̈amo cachá jamama yojanjuabnacá y nts̈amo jopásama yojantats̈ëmbcá, cabá chca ndochnëngo ora; Uámana Espíritbeyeca, Bëngbe Bëtsá tojama ts̈ëngaftanga chabe ents̈anga chas̈motsemnama, Jesucristo chas̈motseyeunanama y Bëngbe Bëtsabe delante ts̈abá chas̈motsatsmënama, bacna soyënga abuajuánënga. Y Bëngbe Bëtsá chca tojanma, Jesucristbe buiñe juabuáshanëse, cha tojanóbanayeca. Ats̈e bëtscá së́ntseimpadana Bëngbe Bëtsá, chaoma ts̈abe bendicionënga ts̈ëngaftangbeñe chaotsemnama, y chaoma ts̈ëngaftangbe ainaniñe ts̈abe ebionana chas̈motsebomnama.
1PE.1.3	Bëngbe Bëtsá y Bëngbe Utabná Jesucristbe Taitábioye matschuanga; cha puerte lastemado ínÿengaftaca yómnayeca, tojanma bënga tsëm juábnaca vida chamotsebomnama, bë́ngbioye bacna soyënga jabuajuánase, Jesucristo cháuatayenama tonjánmayeca. Chíyeca bënga montsobena chábeñe jtsobátmanana sempre y nÿetsca tescama, ndayá cha s̈ochjáts̈atayama. 
1PE.1.4	Ndayá bënga s̈ochjats̈ataycá ndoñe quenátsmëna jëftsopochócama opodena soyënga, ndayá nÿets tempo ts̈abe soyënga. Y bënga mondobátmana jóyëngacñama ndayá Bëngbe Bëtsá chabe ents̈anga jats̈atayama tojas̈ebuachenacá, ndayá celoca bëngbiama cha yojtsinÿena. 
1PE.1.5	Chë soyënga ts̈ëngaftangbiama entsemna, Bëngbe Bëtsábeñe s̈mos̈buáchema; cha chabe obenánaca cmondánÿena, ts̈ëngaftanga játsebacama. Cha chca jamama ya tojaprontá y echanjínÿanÿiye, Cristo jésabama tempo chaojóshjango ora.
1PE.1.6	Chíyeca ts̈ëngaftanga ts̈a oyejuayënga s̈mojtsemna, masque nderado jtseytana inÿe ora, nÿetsca padecena soyënguiñe jasúfriase chas̈muachnënguama. 
1PE.1.7	Mo chë castellanama jtsetats̈ëmbuama aíñe o ndoñe ts̈abe castellano tomnama iñiñe fjuchnëngcá, padecena soyënguiñe ts̈abá chas̈mojachnënguse, Bëngbe Bëtsá echanjínÿanÿiye ts̈ëngaftanga ndegombre tais̈mos̈buáchema. Chë castellano pronto endbetsopochóca, masque chca, chana puerte endbetsámana. Y ts̈ëngaftangbe os̈buáchiyana chë castellanama puerte más enduámana. Ts̈ëngaftanga padecena soyënguents̈ana bëts os̈buachiyánaca chas̈mojábocnëse, Jesucristo chaojésabo ora, ents̈anga mochanjinÿe ts̈ëngaftanga s̈mojtsomerecena chacmotsatacheuanama, más bëtsë́tsanga y obenënga chácmabiamama y uámanëngnaca.
1PE.1.8	Ts̈ëngaftanga Jesucristo s̈mondbobonshana, y chábioye ndoñe ches̈mátaninÿe; masque mora cha ndoñe ques̈matonÿá, ts̈ëngaftanga chábeñe s̈montsos̈buaché, y s̈montsebomna canÿe puerte ts̈abe oyejuayana, y ntsachets̈á chana yomnana ndoñe ques̈mátobena jayanama, ts̈a bëtscá causa. 
1PE.1.9	Chca oyejuayana ts̈ëngaftanga s̈montsebomna, er ndayá ts̈ëngaftanga jtsos̈buáchiyëse s̈mobatmancá, ya s̈mojtsosháchichana, chë Bëngbe Bëtsá ts̈ëngaftanga jtsatsebacayana.
1PE.1.10	Bëngbe Bëtsabe juabna oyebuambnayënga ya imojanatsjendá y imojanguá jtsetats̈ëmbuama, nts̈amo Bëngbe Bëtsá ents̈anga játsebacama, y tmojanoyebuambá ndayá Bëngbe Bëtsá ts̈ëngaftanga jats̈atayama, ts̈ëngaftangbiama ts̈abe juabna cha yobómnayeca. 
1PE.1.11	Chëngbe ainaniñe yojtsemna Cristbe espíritu, y nts̈amo tojanëyancá, cabá chca ndochnëngo ora, yojamna Cristo jasúfriama y nts̈amo chents̈ana Bëngbe Bëtsá chábioye puerte bëtsá bochjánbemama, Bëngbe Bëtsabe juabna oyebuambnayënga imojanjuabná y imojanatsjendá jtsetats̈ëmbuama chë soyënga yochjanopása ora, ndaye tempo y nts̈amo chë tempo yochtsemnama. 
1PE.1.12	Pero tempo Bëngbe Bëtsá chë́ngbioye tojaninÿanÿé, chca jtsamana ndoñe cachëngbe ts̈abiama yonjamnama, ndayá chca jtsamana yojamna ts̈ëngaftangbe ts̈abiama. Chënga tmojanoyebuambá, nts̈amo chë ts̈abe noticiënga oyebuambnayënga ts̈ëngaftanga tcmojauyancá. Y chca tcmojáuyana chë Uámana Espíritbe obenánaca, nda Bëngbe Bëtsá celocana tbojichmó. Chë soyënga endmëna ndayá chë angelënga muantsebos̈e ts̈abá jinÿama, chënga chaósertama.
