MAT.1.1	BONKANDA wa lioci ja Yesu Masiya, bona owa Dawidi, bona owa Abalayama. 
3JN.1.7	ek’iy’ocwaka nd’eloko ea Lina liko, ko ntabambaki yomba lim’ele Bafaya. 
3JN.1.8	Nd’ewela eko, sik’iso tamb’anto b’eleng’eko, wae toamane l’iyo nd’olemo wa nsosolo eko.
3JN.1.9	Nkotelaki Ekelesia baoyi’amo: lolo Diotulefe, olanga wae ayaleme owa joso el’iyo, afotamb’iso. 
3JN.1.10	Nd’ewel’eko, nkina nje, njifoetola beketo bekae bekel’ende, ayototefeza baoyi’obe: afosukela la baoyi’ako, lolo ende mongo afambe balongo, ko afeka iy’alanga wae baambe, ko aolaoza lim’Ekelesia. 
3JN.1.11	Olangema, tokimanake la bobe; lolo kimanaka la bolotsi Okelaka bolotsi ale lim’ele Nzakomba; okelaka bobe ntena Nzakomba. 
3JN.1.12	Demetulio aata lokumo j’olotsi lim’el’ant’auma, ko lima nsosolo eko mongo: onde, ko iso tosanga nsango ngoko: ko wea nsango ekiso ele nsosolo.
3JN.1.13	Nki la baoyi’auke baki’m’okelaka wae nkokotele, lolo mpange wae nkokotel’ako la boko la lopi; 
3JN.1.14	lolo ndendeza wete nk’elingi nkene, kela totefelane bomwa l’omwa. Kuci ele we. Balongo bakuola. Uola balongo l’aina.
JUD.1.1	YUDA, bokwala owa Yesu Masiya, ko bokune owa Yakobo, el’iy’andetama l’etelo, balangema ele Nzakomba Ise, ko bafongama ele Yesu Masiya: 
JUD.1.2	isei la kuci la eefe bafule el’inyo o mpafula.
JUD.1.3	Iny’alangema, aki’m’oasaka la mposa ea loncinji wete nkotel’inyo nd’eloko ea loiko lokis’auma, njokamema wae nkotel’inyo ko nkamany’inyo wete loswela la mposa mongo nd’eloko ea imeezo ekaema boka bomoko wa seko ele ba-boeko. 
JUD.1.4	Ele bant’amo baolotswa la jongo wet’iy’aandemaki kalakala ele umbelo ene, bafomemya Nzakomba, bafaningola boya wa Nzakomba nd’ewela ea mposa e’obe efosukame, ko bangan’ende ole nk’ende kika Bomongo la Nkolo ekiso Yesu Masiya.
JUD.1.5	Aeyoko ndanga loofwey’inyo, mpeka la lolea baoyi’auma fombo eleng’eki Nkolo osikolaka banto lim’ese ea Ejipeto, ko nd’afeka afitak’iyo batimeza, 
JUD.1.6	Ko bikima bia loola batayala nda mpifo ekiyo mongo, lolo basundolaki boyalo’okiyo mongo, aolaomba nd’enyolo bia seko nda wilima elaka nk’etenelo e’akambo ea mbile e’enene. 
JUD.1.7	O ngoki Sodomo la Amola, ko la benanga bekotutsi la beko, bakelaki linsamba nk’eleng’ekiyo ko bakimanaki la wunyu bonkina, baolilama nga lotaza ja lilako, ben’elo ea nsisoza ea tsa ta seko. 
JUD.1.8	Lolonde nk’eleng’eko, bane bayofite jonge nd’aloto’akiyo, ko baotengwela ba-mpifo, ko basaola ba-jilangi, 
JUD.1.9	Lolo Mikaele, ekima ea loola ea joso, aki’nd’oswelaka la Satana ko aikyak’ende bikoli nd’ewela ea ilaka ya Mose, ntakuseya loumb’ende l’umbelo e’isaola, lolo akela, Yawe akofele we lofeli! 
JUD.1.10	Lolo bane basaola baoyi nko loswele baf’iy’oea: ko bafitana la baoyi bakotol’iyo eleng’ele jonge, ko eleng’ele nyama isamba nkai. 
JUD.1.11	Elo el’iyo! ek’iy’ocwaka nda mboka ea Kaina ko bikumwaki la jenge nd’oseketano wa Balama nd’eloko ea ndako, ko bafitanaki nda bikoli bia Kola. 
JUD.1.12	Bane bale wete bikenje bindisama nda bilambo bikinyo bi’eefe ea lolango, al’iyo nd’elambo l’inyo; baesanyi baley’iyo mongo nko boangi, batute basamb’asi, batombama l’ompompo, betamba bia ekeke e’emukelo besamb’amuka, beowa bewa befe, beoluwa biili, 
JUD.1.13	mpombe ya wale ya lieke j’okwa indoza mpulu ya nsoi ikiyo mongo, bale tooci tondesesa, potopi ea wilima eoombama el’iyo seko. 
JUD.1.14	Koko Anoka oki owa nsambo lim’ele Adama, atelak’aoyi nd’eloko ea bant’ane nk’eleng’eko, aokela, Bala, Yawe ayaki la bitukuluku bia bitukuluku bia ba-boeko bakande 
JUD.1.15	wete aten’akambo ba bant’auma aolomoriy’auma bafomemya Nzakomba nd’ewela ea beketo’ekiyo beuma befeji la mamemya ea Nzakomba bek’iy’okelaka nd’osamba wa mamemya ea Nzakomba, ko nd’ewela ea baoyi’auma ba bolo baki banto b’obe otangak’ende. 
JUD.1.16	Bane bale bamemesai, bayokime lokino, bayokime mposa ikiyo y’obe ileki, (ko bomwa’okiyo boyotefele baoyi b’eloloko) bayosime banto nd’ewela ea nkito.
JUD.1.17	Lolo iny’alangema, lofwaka baoyi baki bikima bia Nkolo ekiso Yesu Masiya otefelaka nda joso; 
JUD.1.18	wae basangelak’inyo, Balengoli bifiela nd’ekeke ea nsukela bakima mposa ikiyo ileki isamba mamemya ea Nzakomba. 
JUD.1.19	Bane wae iy’akafol’anto nd’eloi, bale la mposa ya jonge, basamba Bolimo w’olotsi. 
JUD.1.20	Lolo iny’alangema, lokemyak’inyo mongo nd’imeezo ekinyo e’oeko mongo, loondaka nda Bolimo w’olotsi, 
JUD.1.21	lesanyak’inyo mongo nd’eefe ea Nzakomba, lolendezak’isei ya Nkolo ekiso Yesu Masiya ele loiko ja seko. 
JUD.1.22	Ko lokel’amo bandikya bikoli isei, 
JUD.1.23	ko loiky’amo o nga label’iyo lima tsa; ko lokel’amo isei la boangi, lotona o bonkoto bokela baanda lima jonge.
JUD.1.24	Aeyoko el’ende okuseya lesany’inyo wae lofokunumwela, ko okuseya lil’inyo nda joso j’elongi ea jilangi likande nk’olema l’ekemo endekola, 
JUD.1.25	ele Nzakomba nk’emoko kika, Boikyi okiso, jilangi, l’imemya, la mpamba, la mpifo, nda joso ja bikeke biuma, ko la aeyoko, ko la bikeke biuma seko. O ngoko.
REV.1.1	ENEYELO ea Yesu Masiya eki Nzakomba okaak’ende wae eneya bakwala’akae baoyi’aso bandiela nk’elingi, ko atomaki ekima ekae ea loola ko ende aeneyaki bokwala’okae, Yoane, 
REV.1.2	osangaki joi ja Nzakomba ko la nsango eki Yesu Masiya, wete baoyi’auma baki’nd’oenaka. 
REV.1.3	Ende oanda, l’iy’andoka baoyi ba lotelo lone, ko bafonga baoyi bakotam’eko, bakem’ekemo: ele ekeke eotutama.
REV.1.4	Yoane ele Bikelesia nsambo bile nda Asia; boya el’inyo la kuci lim’el’ende oyalema, ko oki eko, ko oyalema seko; ko lim’ele Belimo nsambo bele nda joso ja ngwende ekande, 
REV.1.5	ko lim’ele Yesu Masiya, wae Temoin ea nsosolo, Nsomi lim’ele bawei, Bokulaka owa Roi owa bakulaka b’okili ba rois. El’ende otok’eefe ko atotungolaki lima baoyi’obe bakiso l’alongo’akae mongo; 
REV.1.6	ko atokelaki wae toyale likulaka ko la nkanga ele Nzakomba, Ise ekande; el’ende jilangi la mpifo bikeke la bikeke. O ngoko. 
REV.1.7	Bala! aoya l’atute, wengi liso lifoen’ende, ko l’iy’andookaki mbaoka ngoko; ko baoci bauma b’okili bifolela nd’ewel’ekae. Onde, o ngoko.
REV.1.8	Yawe Nzakomba akela, Emi nde Alpha la Oméga, Ende oyalema, ko oki eko, ko oyalema seko, Nzakomba ea mpamba euma.
REV.1.9	Emi Yoane, ole lilongo likinyo, oamana l’inyo nd’elo, ko nda likulaka ko nd’ikelo e’otema ele Yesu, nki nd’ekole etangema Patemo nd’ewela ea joi ja Nzakomba, ko nd’ewela ea nsango ea Yesu. 
REV.1.10	Emi nki nda Bolimo nda Mbile ea Nkolo, ko ndokaki lofoso j’onene nga bolola nd’afeka’akami, 
REV.1.11	loko lokelaki, Kotaka baoyi bandena we nd’onkanda, ko sokoza boko ele Bikelesia nsambo; nda Efeso, la Semuluna, la Pelungamona, la Twatila, la Saludi, la Filadelufiya, la Laodikiya. 
REV.1.12	Koko nkengwanaki wete njene lofoso lotefelaki l’emi, ko aki’m’okengwanaka, ndenaki biilelo bia totswa bia wolo nsambo, 
REV.1.13	ko nd’etei ea biilelo bia totswa nsambo Omo oki ngole Bona ow’onto, olota bonkoto bokita nd’akaka ko la bosenge wa wolo bolembama nda ntolo. 
REV.1.14	Botsa’okande la babwo’akande baki fe nga nkunza ya mpate, nga neige, ko baiso’akae baki nga tsa toyofete; 
REV.1.15	bakaka’akae baki nga konga engesa, nga etumbamaki nd’etumbelo; ko lofoso lokande loki nga lofoso ja basi’auke; 
REV.1.16	akitaki tooci nsambo nda likata likae j’elome, ko ifaka y’etumba ya bempempe befe bia mpia mongo iolola lim’omwa’okande; ko elongi ekande eki ngole jefa lingesa la mpamba ea liko. 
REV.1.17	Aka’m’oenak’ende, nkweki nd’akaka’akae nga bonto owei. Afyaki likata likae j’elome el’emi, ko akela, Toangake, Emi nde owa joso, ko ow’afeka, 
REV.1.18	ko la Oyoike; mbwaki, ko bala, njoike seko; ko mbata nsete ya Iwa la ya Adese. 
REV.1.19	Nd’ewel’eko, kotaka baoyi baki w’oenaka, ko la bako bacw’okelama nd’afeka; 
REV.1.20	wisisa wa tooci nsambo toki w’oenaka nda likata likami j’elome la biilelo bia totswa bia wolo nsambo. Tooci toko nsambo tole wae bikima bia Bikelesia nsambo, ko biilelo bia totswa nsambo bile Bikelesia nsambo.
REV.2.1	KOTELA ekima ea Ekelesia ea Efeso:
REV.2.1	Ende okita tooci nsambo nda likata likae j’elome, end’olanda nd’etei ea biilelo bia totswa bia wolo nsambo, akela baoyi’ane: 
REV.2.2	Ndea beketo’eke ko la bolemo boke, ko l’ikelo e’otema, ko ndea wae ofokuseya banto b’obe. Ko omekaki iy’atang’iyo mongo bikima, lolo bafa bikima, ko olatana bafombi b’ampulu; 
REV.2.3	ko olik’otema, ko otombaki’olito nd’eloko ea lina likami, ko ntolembwa nye. 
REV.2.4	Lolo nde la joi line ele we, wete osundolaki eefe eke ea lolango eki joso. 
REV.2.5	Nd’ewel’eko, ofwaka lim’eki w’okweka, ko bututala, ko kela beketo beki joso; nga ofokele ngoko, njifoy’ele we, ko nkin’ofoututala, njifimola ilelo eke e’itswa lim’itenela ya eko. 
REV.2.6	Lolo ole la joi line wae wina beketo bia Ba-Nikolao, bandin’emi ngoko. 
REV.2.7	Ende ole la litoi, kel’end’okoza baoyi batefela Bolimo ele Bikelesia. El’ende olonga njifoka elelo wae ale bamuka ba botamba wa loiko bole nda Paladiso ea Nzakomba.
REV.2.8	Koko kotela ekima ea Ekelesia ea Semuluna:
REV.2.8	Owa joso l’ow’afeka, owaki ko ayoike lenkina, akela baoyi’ane: 
REV.2.9	Ndea elo endena we, ko la boola’oke (lolo ole la liaci), ko ndea isaola isaol’iy’akela wae iyo mongo bale Ba-Yuda, lolo bafa Ba-Yuda, lolonde bale sunagoga ea Satana. 
REV.2.10	Toangake baoyi b’elo bae wena nk’elingi. Bala, Satana aotutama jus’amo’akinyo nd’ilombe ya njanga wete lomekame, ko lifen’elo bembile jom; Yalema owa nsosolo elaka nk’iwa, ko emi njifokoka likuka ja loiko. 
REV.2.11	Ende ole la litoi, kel’end’okoza baoyi batefela Bolimo ele Bikelesia. End’olonga afen’elo e’iwa y’afeka nye.
REV.2.12	Koko kotela ekima ea Ekelesia ea Pelungamona:
REV.2.12	Ende ole le l’ifaka y’etumba ya bempempe befe bia mpia mongo, akela baoyi’ane: 
REV.2.13	Ndea wiji boyala we, wiji bole ngwende ea Satana. Ko okatemela lina likami ko ntawanganaki imeezo eko ekami o nd’embile beki Antipa, temoin ekami ea nsosolo mongo, oomamaki ek’inyo, wiji boyala Satana. 
REV.2.14	Lolo nde la baoyi’amo ele we, nd’ewela wae ole la bant’amo bakatemela lilako ja Balama olakaki Balaka wae us’ekunumwelo nda joso ja Ba-Yisalaele, wete bale nyama ik’iy’oomelaka baidola nda mbeka, ko bakele linsamba. 
REV.2.15	Koko ole la bant’amo bakatemela lilako ja Ba-Nikolao nk’eleng’eko. 
REV.2.16	Nd’ewel’eko, bututala; nga ofokele ngoko njiioy’ele we nkaola, ko njifoun’etumba l’iyo l’ifaka y’etumba y’omwa’okami. 
REV.2.17	Ende ole la litoi, kel’end’okoza baoyi batefela Bolimo ele Bikelesia. El’end’olonga, njifoka mana eko endisama, ko njifoloka ekenje ea fe, ko lina j’aeyoko likotama nd’ekenje eko l’ekotelo ea ncacima, lifa bonto oea, imola nk’ende ondamba liko.
REV.2.18	Koko kotela ekima ea Ekelesia ea Twatila:
REV.2.18	Bona owa Nzakomba Ole l’aiso’akae nga tsa toyofete, ko l’akaka’akae bale nga konga engesa, akela baoyi’ane: 
REV.2.19	Ndea beketo’eke, ko l’eefe eke ea lolango ko l’imeezo, ko l’ekambelo, ko l’ikelo e’otema, ko ndea wae beketo’eke bi’afeka beolekola beki joso l’ouke. 
REV.2.20	Lolo nde la joi line ele we wete okaya bomot’oko Yezebele elekelo, atang’ende mongo boteli, ko ayolake bakwala’akami ko ayong’iyo jongo wae bakele linsamba, ko bale nyama ik’iy’oomelaka baidola nda mbeka. 
REV.2.21	Ko ndokaaki ekeke wete aututale, lolo afolange wae aututale lima linsamba likae nye. 
REV.2.22	Bala, ndus’ende nda ntange, ko ndus’iy’akela linsamba l’ende nd’elo ea ndekola, imola nko baututala beketo bekae. 
REV.2.23	Ko njifooma bana’akae l’iwa; ko Bikelesia biuma bifea wete emi nd’ende ondengela betema bi’anto ko la beloko, ko njifoka wengi’onto’okinyo eleng’ele beketo’ekinyo. 
REV.2.24	Lolo nsangel’iny’aciki nda Twatila, wae bak’auma bafa la lilako line, bafea baoyi ba Satana ba njindo, elenge etefel’iyo; el’emi mpafez’inyo bolito’omo nye 
REV.2.25	Lolonde lokatemela baoyi baat’inyo elaka nk’a em’oya. 
REV.2.26	Ende olonga ko ende ofonga beketo’ekami elaka nko nsukela njifil’ende nda mpifo ele ba-bise; 
REV.2.27	ko ifaesanya la bonkando wa loolo, eleng’ele mpoke ya wemi ioozama totate-totate; eleng’ekimi mongo oambaka lim’ele Fafa ekami; 
REV.2.28	ko njifoka ende ioci ya nkesa. 
REV.2.29	Ende ole la litoi, kel’end’okoza baoyi batefela Bolimo ele Bikelesia.
REV.3.1	KOKO kotela ekima ea Ekelesia ea Saludi:
REV.3.1	Ole la Belimo nsambo bia Nzakomba, ko la tooci nsambo, akela baoyi’ane; Ndea beketo’ekinyo, wete ole la lina wae oike lolo ole owei. 
REV.3.2	Esanyaka, ko kemyaka baoyi’ako baciki, bakotutsi l’iwa, el’emi ncitana beketo’eke bendelamaki kolongo nd’aiso ba Nzakomba ekami nye. 
REV.3.3	Nd’ewel’eko, ofwaka joi liki w’oambaka, ko liki w’ookaka, ko fonga liko, ko bututala. Nkina ofaesanya ngoko, njifoya nga wiyi, ko ofaea ekeke e em’oy’ele we. 
REV.3.4	Lolo ole la baina bamo nda Saludi batafitaki benkoto’ekiyo la mbindo: ko iyo bifolanda l’emi la benkoto bia fe, el’iyo baolelama: 
REV.3.5	Ende olonga ifolotsama l’enkoto bia fe o ngoko, ko mpaofofya lina likae nd’onkanda wa Loiko o nye, lolonde njifimeza lina likae l’omwa nda joso ja Fafa ekami, ko nda joso ja bikima bikande. 
REV.3.6	Ole la litoi, kel’end’okoza baoyi batefela Bolimo ele Bikelesia.
REV.3.7	Koko kotela ekima ea Ekelesia ea Filadelufiya;
REV.3.7	Ende owa boeko, ende owa nsosolo, end’okita nsete ea Dawidi, okombola, ko nk’onto okomba; ko okomba, ko nk’onto okombola; 
REV.3.8	ndea beketo’eke (Bala, njolil’ekuke ekombwa nda joso like, ko nk’onto okombey’eko), wete ole l’isisi ya mpamba, ko ofongaki joi likami, ko ntawangana lina likami. 
REV.3.9	Bala, nkaya bamo ba sunagoga ea Satana wae iy’akela wete bale Ba-Yuda, koko bafa ngoko, lolo bafomb’ampulu; bala, njifakela wae baye ko bakusame nd’akak’ake ko bea wete nkokaki we eefe. 
REV.3.10	Eki w’ofongaka joi ja loncinji lokami, emi ngoko njifokofonga we lim’ekek’eko ea lomeko eoya nd’enanga’euma omek’iy’ayala nd’okili. 
REV.3.11	Njoya nkaola: katemela liko liata we, nyango omo afokofonole likuka likawe j’elonga. 
REV.3.12	End’olonga njifokel’ende likonji nd’ilombe ya Nzakomba ekami, ko afute jola lim’eko nye; ko njifolokotel’ende lina ja Nzakomba ekami, ko la lina j’onanga wa Nzakomba ekami, wae Yelusalema e’aeyoko, ekitela lima loola lim’ele Nzakomba ekami, ko njifokotel’ende lina likami mongo j’aeyoko. 
REV.3.13	Ole la litoi, kel’end’okoza baoyi batefela Bolimo ele Bikelesia.
REV.3.14	Koko kotela ekima ea Ekelesia ea Laodikiya;
REV.3.14	Ende ole Amen, Temoin ea nsosolo, e’imeezo, wae iango y’emelo ea Nzakomba, akela baoyi’ane: 
REV.3.15	Ndea beketo’eke, wete ofa ncici ko ofa tsa: ndanga wae oyalema ncici nkina tsa. 
REV.3.16	Nd’ewela wae ole nk’elungu ea tsa, ofa ncici, ko ofa tsa, njifokojwa lim’omwa’okami. 
REV.3.17	Ele we okela, Emi nde boaci ow’aumba, ko njoata liaci, ko mpelengane wela nye; ko ofea wete ole nd’elo, ko ole nd’isei, ko ole la boola, ko owei’aiso, ko ole l’otaka: 
REV.3.18	Nkolaka wae osomba lim’el’emi wolo bofetswa la tsa, wae oyaleme boaci, ko osomba lim’el’emi benkoto bia fe wete olotsa we mongo wae nsoi ea botaka’oke efenya; ko osomba lim’el’emi bote w’aiso wete oise baiso’ake wae wen’olotsi. 
REV.3.19	Bauma balang’emi, ndafela lofeli, ko ndalak’iyo la nsisoza; nd’ewel’eko, yalaka la mposa ea mpia ko bututala. 
REV.3.20	Bala, ndemi nd’anza b’ekuke, ko nkundel’eko: nkin’onto nko loswele okoza lolaka lokami, ko akombol’ekuke, njifotsw’el’ende, ko njifola toma l’ende, ko ende ifola l’emi. 
REV.3.21	End’olonga, njifoka elekelo wae akit’ase l’emi nda ngwende ekami, ngoki’m’olongaka, ko nkitak’ase la Fafa ekami nda ngwende ekae. 
REV.3.22	Ole la litoi, kel’end’okoza baoyi batefela Bolimo ele Bikelesia.
REV.4.1	ND’AFEKA ba baoyi’ane, ndenaki, ko bala, ekuke eokombwa nda loola, ko lofoso ja joso loki’m’ookaka, losongi la bolola lotefela l’emi, omo akela, Bund’endoko, ko njifokeneya baoyi bandiela nd’afeka. 
REV.4.2	Nkakoyoko nki nd’olimo, ko bala, ngwende eolilama nda loola, ko omo akit’ase nda ngwende; 
REV.4.3	ko ende okit’ase aolenya ng’ekenje ea jaspe ko la sardoine; ko ngolo ea elenge ea emeraude eosamanya ngwende. 
REV.4.4	Ko ngwende ntuk’ife la ngwende inei iosamanya ngwende eko, ko nda ngwende iko bingambe ntuk’ife la binei bakit’ase, balotsama la benkoto bia fe, ko nd’etsa’ekiyo baki la bakuka b’elonga ba wolo. 
REV.4.5	Bakalili la mposo l’akungola baolola lima ngwende. Totswa nsambo ta tsa toyofete nda joso ja ngwende eko, toko wae Belimo nsambo bia Nzakomba; 
REV.4.6	ko nda joso ja ngwende nga lieke ja talatala nga cristal, ko nd’etei ea ngwende eko nyama inei iyoike iki eko iosamanya ngwende eko; ko nyama iko iokama l’aiso bauke nda joso la nd’afeka. 
REV.4.7	Nyama ea joso eki nga nkosi; ko nyama e’ife eki nga bona owa ngombo, ko nyama e’isato eki l’elongi ng’elongi e’onto, ko nyama e’inei eki nga nkombe e’enene eyofekwa. 
REV.4.8	Nyama ik’inei iyoike iki wengi nyama wengi bafafu botoa, ko iokama l’aiso wiji la wiji wa jonge ko la nd’etei. Ko ifome jomo la mbile l’otso, bakela, Boeko, boeko, boeko, Yawe Nzakomba, owa mpamba euma, oki eko, ko oyalema, ko ifoyalema seko. 
REV.4.9	Ko ae nyam’iko iyoike okumy’ende okit’ase nda ngwende la jilangi, la lifiki la losimo j’imemya, wete ende oyalema bikeke la bikeke, 
REV.4.10	bingambe biko ntuk’ife la binei bifokwa nda joso likande okit’ase nda ngwende eko, ko bifomemy’ende oyoike bikeke la bikeke, ko bifusa bakuka’akiyo b’elonga nda joso ja ngwende eko, bakela, 
REV.4.11	We Yawe ekiso la Nzakomba ekiso, weji wae wambe jilangi l’imemya ko la mpamba: eki w’oemaka belemo beuma, ko beki eko ko bemamaki nd’ewela ea wango boke.
REV.5.1	KO njenaki bonkanda nda likata j’elome likande okit’ase nda ngwende eko, boko bokotama nd’etei la nd’afeka, ko boakema la ntaza nsambo. 
REV.5.2	Ko njenaki ekima ea loola ea bolo mongo aobeleza, akela, Ondeji loumbol’onkanda, ko loakola ntaza ya boko na? 
REV.5.3	Lolo nk’onto nda loola, la nd’okili, la nd’ase b’okili okuseyaki loumbol’onkanda’oko, ko oal’oko. 
REV.5.4	Ko njolel’ouke eki nk’onto otanemaka ondeji loumbol’onkanda ko oal’oko: 
REV.5.5	ko omo owa bingambe ankelaki, Tolelake, bala, nkosi ea booci wa Yuda, wili wa Dawidi, aolonga wae aumbole bonkanda ko aakole ntaza nsambo ya boko. 
REV.5.6	Ko njenaki nd’etei ea ngwende eko la nyama ik’inei iyoike, ko nd’etei ea bingambe, Bona owa mpate emi, nga aomamaki, aki l’ekolo nsambo, ko l’aiso nsambo, baiso’ako bale Belimo nsambo bia Nzakomba betomami nd’okili bouma. 
REV.5.7	Ko ende ayaki, ko akolak’onkanda lima likata j’elome likande okit’ase nda ngwende eko. 
REV.5.8	Aki’nd’okolak’onkanda, nyama ik’inei iyoike ko la bingambe ntuk’ife la binei baokwa nda joso ja Bona owa mpate, wengi’okiyo aki l’ongele ko la ijwa ea wolo ekama la baimi, bako bale wae beondo bia ba-boeko. 
REV.5.9	Ko baolemba njemba e’aeyoko, bakela, We weji wete okole bonkanda, ko oakole ntaza ya boko, eki w’oomamaka, ko osombelaki Nzakomba l’alongo’ake banto ba wengi lioci, la ba wengi lofoso, la ba wengi boloi w’anto, la ba wengi ese, 
REV.5.10	ko w’akelak’iyo wete bayaleme likulaka la nkanga ele Nzakomba ekiso, ko iyo bale la mpifo e’akulaka nd’okili. 
REV.5.11	Ko njenaki, ko ndokaki lofoso ja bikima bia loola biuke mongo ndengama ngwende eko, la nyama iyoike la bingambe; ko boanji’okiyo boki kese ya kese, ko la nkoto ya nkoto, 
REV.5.12	bakela la lofoso ja lonene, Bona owa mpate oomamaki, eji wae ambe bofilo, la liaci, la wanya, la mpamba, la lokumo, la jilangi, ko l’imemya. 
REV.5.13	Ko ndokaki belemo beuma bendemami bele nda loola la nd’okili la nd’ase b’okili la nda lieke j’okwa, ko la toma touma tol’eko, bekela, Imemya, la lokumo, la jilangi, la mpifo, el’ende okit’ase nda ngwende eko, ko l’ele Bona owa mpate, bikeke la bikeke. 
REV.5.14	Ko nyama ik’inei iyoike bakela, O ngoko. Ko bingambe baokwa nd’ase ko baomemya l’imemya.
REV.6.1	NJENAKI aki Bona owa mpate oakolaka lotaza lomoko ja ntaza iko nsambo, ko ndokaki emoko ea nyama ik’inei iyoike akela la lofoso nga likungola, Yaka. 
REV.6.2	Njenaki, ko bala, mpunda ea fe, ko ende ondafemel’eko, aki la bongango ko likuka j’elonga jokaema el’ende, ko aolola, ayolong’elonga, ko akongolongaka.
REV.6.3	Ko aki’nd’oakolaka lotaza j’ife, ndokaki nyama eyoike e’ife akela, Yaka. 
REV.6.4	Ko mpunda emo ea ngola eolola: ko elekelo eokaem’el’ende ondafemel’eko wae imole kuci lim’okili, wete banto baomane ci, ko ifaka y’etumba y’inene iokaema el’ende.
REV.6.5	Ko aki’nd’oakolaka lotaza j’isato, ndokaki nyama eyoike e’isato akela, Yaka. Ko ndenaki, ko bala, mpunda ea yo; ko ende ondafemel’eko aki la jeza j’olito ja kilos nda likata likae. 
REV.6.6	Ko ndokaki nga lofoso nd’etei ea nyama ik’inei iyoike, lokela. Jeza ja farine, franc emoko; ko baeza basato ba loso, franc emoko; koko tofitake bauta la vina.
REV.6.7	Ko aki’nd’oakolaka lotaza j’inei, ndokaki lofoso ja nyama eyoike e’inei lokela, Yaka. 
REV.6.8	Ko njenaki, ko bala, mpunda ea jonge ng’etoko; ko ende ondafemel’eko, lina likande wae Iwa; ko Adese eokimana l’ende. Ko mpamba eokaema el’iyo nda likafo j’okili limoko j’akafo banei wete baom’anto l’ifaka y’etumba; ko l’eto ea nzala, ko l’iwa, ko la nyama y’okili ya wale.
REV.6.9	Ko aki’nd’oakolaka lotaza j’itano, njenaki nd’ase ba nkinda ea mbeka belimo bi’anto baomamaki nd’eloko ea joi ja Nzakomba, ko l’ea nsango ek’iy’okatemelaka: 
REV.6.10	ko baobeleza la lofoso j’onene bakela, O Nkolo, ow’oeko, l’owa nsosolo, omonga ko ofotene likambo, ko ofosombole nkele nd’ewela ea balongo’akiso el’iy’afetsa nd’okili, elingi na? 
REV.6.11	Ko bonkoto wa fe bokaem’ele wengi’ont’okiyo; ko joi josangem’el’iyo wae bome jomo fele elaka nko baebi’akiyo b’akwala ko la balongo’akiyo baomam’olo ngok’iy’oomamaka baokoka.
REV.6.12	Aki’nd’oakolaka lotaza j’otoa, njenaki efukelo e’okili e’enene, ko jefa jolinda yo nga bonyuku wa nkunza, ko nsonge eoyalema ng’alongo, 
REV.6.13	ko tooci ta loola tokweki nd’okili, ngole botamba wa liteli bokweya bamuka b’empicima, afuka boko l’ompompo w’onene. 
REV.6.14	Ko loola limanaki nga lokasa j’onkanda joombama; ko wengi ngongo la wengi ekole bimanaki lima totenela toki bako. 
REV.6.15	Ko bakulaka b’okili bouma ba Rois, ko la ba-mpifo, ko la Commandants, ko la baaci, ko la ba mpamba, ko la wengi bokwala ko la wengi’onto of’okwala, bisamaki nda ntoka la nda bikenje bia ngongo ya ntale; 
REV.6.16	ko bakela ngongo la bikenje, Lotokwele, ko lotise lim’elongi ekande okit’ase nda ngwende eko, ko lima nkele ea Bona owa mpate: 
REV.6.17	ele mbile e’enene ea nkele ekiyo eoliela, ko okuseya jemala na?
REV.7.1	ND’AFEKA ba baoyi’ane ndenaki bikima bia loola binei bemi nd’akono b’okili bak’anei, bakita bempompo bi’okili benei wae bompompo bofokumbe nd’okili, la nda lieke j’okwa, ko bofokumbe nd’otamba’omoko nye. 
REV.7.2	Ko njenaki ekima emo ulela lima wiji w’ekyelo ea jefa, aki la lotaza ja Nzakomba oyoike seko; ko aobeleza la lofoso j’onene ele bikima biko binei biki elekelo okaemaka wete bafit’okili la lieke j’okwa, 
REV.7.3	akela, Talofitake bokili, la lieke, la betamba elaka nko toake ntaza nda bilongi bi’akwala ba Nzakomba ekiso. 
REV.7.4	Ko ndokaki boanji w’anto baakemaki la ntaza lima wengi booci wa bana ba Yisalaele.
REV.7.5	Baakemaki la ntaza lim’ooci wa Yuda banto kese emoko la nkot’ife:
REV.7.5	Ba booci wa Lubena kese emoko la nkot’ife;
REV.7.5	Ba booci wa Ngada kese emoko la nkot’ife;
REV.7.6	Ba booci wa Asela kese emoko la nkot’ife;
REV.7.6	Ba booci wa Napatali kese emoko la nkot’ife;
REV.7.6	Ba booci wa Manase kese emoko la nkot’ife;
REV.7.7	Ba booci wa Simona kese emoko la nkot’ife;
REV.7.7	Ba booci wa Lewi kese emoko la nkot’ife;
REV.7.7	Ba booci wa Yisasakala kese emoko la nkot’ife;
REV.7.8	Ba booci wa Zebulona kese emoko la nkot’ife;
REV.7.8	Ko baakemaki ntaza lim’ooci wa Benyamina kese emoko la nkot’ife.
REV.7.9	Nd’afeka ba baoyi’ane, ndenaki, ko bala, etukuluku e’ant’auke, ef’ont’oandeya boanji, ko baki lima wengi ese ko lima wengi baoci bauma, ko l’ant’auma, la mposo iuma, bemi nda joso ja ngwende eko, la nda joso ja Bona owa mpate, baolotsama l’enkoto bia fe, baki la baanga nd’akata’akiyo; 
