MAT.1.1	Книга
JHN.9.12	Тогаш Му рекоа: – Каде е Он? Тој рече: – Не знам.
JHN.9.13	Потоа го одведоа кај фарисеите човекот, кој порано беше слеп.
JHN.9.14	А беше сабота, кога направи Исус кал и му ги отвори очите.
JHN.9.15	Истото го прашаа и фарисеите: – Како прогледа? Тој им рече: – Ми кладе кал на очите и се измив, и гледам.
JHN.9.16	Тогаш некои од фарисеите велеа: не е од Бога Овој Човек, штом не ја уважува саботата. Други рекоа: како може грешен човек да прави такви чуда? И настана расправија помеѓу нив.
JHN.9.17	Пак му рекоа на слепиот: – Ти што велиш за Оној што ти ги отвори очите? А тој рече: – Пророк е.
JHN.9.18	Но Јудејците не поверуваа за него дека бил слеп и прогледал, додека не ги повикаа родителите на оној што прогледал,
JHN.9.19	и ги прашаа, велејќи: – Дали е овој вашиот син, за кого велите дека се родил слеп? Како, пак, сега гледа?
JHN.9.20	Родителите негови одговорија и им рекоа: – Знаеме дека е овој наш син, и дека се роди слеп;
JHN.9.21	ама како сега гледа, не знаеме; или, кој му ги отвори очите, не знаеме. Тој е голем; прашајте го него, самиот нека ви каже за себе.
JHN.9.22	Ова го рекоа родителите, оти се боеја од Евреите; зашто Евреите се беа согласиле да биде исклучен од синагогата секој, кој ќе Го признае за Христа.
JHN.9.23	Затоа и родителите негови рекоа: тој е возрасен, него прашајте го.
JHN.9.24	Тогаш повторно го повикаа човекот што беше порано слеп и му рекоа: – Прослави Го Бога! Ние знаеме дека Оној Човек е грешен.
JHN.9.25	А тој одговори и рече: – Дали е грешен, не знам; но знам дека бев слеп, а сега гледам.
JHN.9.26	Пак му рекоа: – Што ти направи? Како ти ги отвори очите?
JHN.9.27	Тој им одговори: – Јас веќе ви реков и не чувте; што сакате пак да чуете? Да не сакате, можеби, и вие да Му станете ученици?
JHN.9.28	А тие го укорија и му рекоа: – Ти си Негов ученик, а ние сме Мојсееви ученици.
JHN.9.29	Ние знаеме дека со Мојсеја говорел Бог; а Овој не знаеме од каде е.
JHN.9.30	Одговори човекот и им рече: – Тоа е чудното, што вие не знаете од каде е, а мене ми ги отвори очите.
JHN.9.31	Знаеме дека Бог не слуша грешници: но оној што Го почитува Бога и ја исполнува Неговата волја, него го слуша.
JHN.9.32	Откако е веков, не се чуло некој да отворил очи на слепороден.
JHN.9.33	И, ако Он не беше од Бога, не ќе можеше да направи ништо.
JHN.9.34	Одговорија и му рекоа: – Сиот си во гревови роден, па зар ти нас ќе нѐ учиш? И го истераа надвор.
JHN.9.35	Исус чу дека го истерале, па откако го најде, му рече: – Веруваш ли ти во Божјиот Син?
JHN.9.36	Тој одговори и рече: – А кој е, Господи, па да поверувам во Него?
JHN.9.37	Исус му рече: – И си Го видел, и Којшто зборува со тебе, – Он е.
JHN.9.38	А тој рече: – Верувам, Господи! И Му се поклони.
JHN.9.38	Крај на неделата
JHN.9.39	И рече Исус: – На
JHN.9.40	Го чуја тоа некои од фарисеите, кои беа со Него, и Му рекоа: – Зар сме и ние слепи?
JHN.9.41	Исус им рече: – Да бевте слепи, грев немаше да имате; а сега велите оти гледате, затоа и гревот ви останува.
JHN.10.1	Вистина,
JHN.10.2	а кој влегува низ вратата, пастир е на овците;
JHN.10.3	нему вратарот му отвора и овците го слушаат гласот негов, и тој ги вика своите овци по име; и ги изведува.
JHN.10.4	И кога ќе ги изведе овците свои, оди пред нив, и овците одат по него, бидејќи му го познаваат гласот негов;
JHN.10.5	а по туѓ човек не одат, туку бегаат од него, оти гласот на туѓиот не го познаваат.
JHN.10.6	Оваа парабола им ја кажа Исус, ама тие не разбраа што сакаше да им каже со неа.
JHN.10.7	Тогаш Исус пак им рече: – Вистина, вистина ви велам: Јас сум вратата на овците.
JHN.10.8	Сите, колку што дошле пред Мене, ајдуци се и разбојници; но, овците не ги послушаа.
JHN.10.9	Јас сум
JHN.10.9	Крај на четвртокот и на светителите на утрената
JHN.10.10	Ајдукот доаѓа само да украде, да убие и да погуби; Јас дојдов, за да имаат живот вечен и да имаат изобилие.
JHN.10.11	Јас сум добриот Пастир; добриот пастир си ја полага душата своја за овците;
JHN.10.12	а наемникот, кој не е пастир и кому овците не се негови, види ли волк да иде, ги остава овците и бега; и волкот ги разграбува и ги распрснува овците.
JHN.10.13	Наемникот бега, зашто е наемник, и не му е гајле за овците.
JHN.10.14	Јас сум добриот Пастир; и ги знам Моите, и Моите Ме знаат Мене.
JHN.10.15	Како Мене што Ме знае Отецот, така и Јас Го знам Отца; и душата Своја ја полагам за овците Свои.
JHN.10.16	И други овци имам, кои не се од ова трло, и нив треба да ги приберам; па ќе го чујат гласот Мој и ќе биде едно стадо и еден Пастир.
JHN.10.16	Крај на светителите
JHN.10.17	Затоа
JHN.10.18	Никој не Ми ја отима, туку Јас Сам од Себе ја давам. Имам власт да ја дадам и власт имам пак да ја примам. Оваа заповед ја примив од Својот Отец.
JHN.10.19	И пак настана расправија меѓу Јудејците заради овие зборови.
JHN.10.20	Мнозина од нив велеа: бес има и не е при Себе; зошто го слушате?
JHN.10.21	Други велеа: ова не се зборови на бесен; може ли бесот да отвори очи на слепи?
JHN.10.22	А беше тогаш во Ерусалим празникот
JHN.10.23	И одеше Исус во храмот, по тремот Соломонов.
JHN.10.24	А Јудејците Го опколија и Му рекоа: – До кога ќе ги мачиш нашите души? Ако си Ти Христос, кажи ни слободно?
JHN.10.25	Исус им одговори: – Ви реков, и не верувате. Делата што ги вршам Јас во името на Мојот Отец, тие сведочат за Мене.
JHN.10.26	Ама вие не верувате, оти не сте од Моите овци, како што ви реков.
JHN.10.27	Моите овци
JHN.10.28	и Јас ќе им дадам живот вечен;
JHN.10.28	Крај на петокот и на осветување храм
JHN.10.28	и никогаш нема да загинат; и никој не ќе ги одземе од раката Моја.
JHN.10.29	Мојот Отец, Којшто Ми ги даде, е поголем од сите; и никој не може да ги грабне од раката на Мојот Отец.
JHN.10.30	Јас и Отецот едно сме.
JHN.10.31	А Јудејците повторно зедоа камења за да Го убијат.
JHN.10.32	– Многу добри дела ви јавив од Мојот Отец; за кое од тие дела фрлате камења на Мене?
JHN.10.33	Му одговорија Јудејците, велејќи: – За добро дело камења не фрламе на Тебе, туку за хулење, оти Ти, бидејќи човек, се правиш Бог.
JHN.10.34	Исус им одговори: – Не е ли напишано во вашиот Закон: „Јас реков: богови сте“?
JHN.10.35	Ако ги нарече богови оние, во кои беше словото Божјо, и не можеше да се урне Писмото,
JHN.10.36	а на Оној ли, Кого што Го освети Отецот и испрати во светот, вие Му велите: хулиш на Бога, дека реков: Јас сум Син Божји?
JHN.10.37	Ако не ги вршам делата на Мојот Отец, не верувајте Ми;
JHN.10.38	а ако, пак, ги вршам, макар Мене и да не Ми верувате, на де лата Мои верувајте, за да разберете и поверувате дека Отецот е во Мене и Јас сум во Него.
JHN.10.38	Крај на саботата
JHN.10.39	Тогаш повторно сакаа да Го фатат, ама Он им се истргна од рацете нивни,
JHN.10.40	и пак отиде преку Јордан, на она место, каде што Јован крштеваше; и остана таму.
JHN.10.41	Мнозина дојдоа при Него и велеа: – Јован не направи ниедно чудо, ама сѐ што рече Јован за Него, беше вистина.
JHN.10.42	И мнозина таму поверуваа во Него.
JHN.11.1	Беше, пак, болен некој си Лазар,
JHN.11.2	А Марија, чиј брат Лазар беше болен, беше онаа, која Го помаза Господа со миро и ги избриша нозете Негови со својата коса.
JHN.11.3	Тогаш сестрите нарачаа по Него, велејќи: – Господи, ете, оној што го милуваш, болен е.
JHN.11.4	Штом чу Исус, рече: – Оваа болест не е за умирање, туку за слава Божја, за да се прослави Синот Божји преку неа.
JHN.11.5	А Исус ја сакаше Марта, и сестра ѝ нејзина, и Лазара.
JHN.11.6	А кога чу дека е болен, тогаш остана два дена во местото, каде што се наоѓаше.
JHN.11.7	Потоа им рече на учениците: – Да отидеме пак во Јудеја!
JHN.11.8	Учениците Му рекоа: – Рави, сега сакаа да Те убијат со камења, и пак ли таму ќе одиш?
JHN.11.9	Исус одговори: – Нели дванаесет часови има во денот? Кој оди дење, не се спрепнува, зашто ја гледа светлината на овој свет;
JHN.11.10	а кој оди ноќе, се спрепнува, оти нема светлина во него.
JHN.11.11	Ова го кажа, и потоа им рече: – Лазар, пријателот наш, заспал; но ќе отидам да го разбудам.
JHN.11.12	Тогаш учениците Негови рекоа: – Господи, ако заспал, ќе оздрави.
JHN.11.13	Исус го рече тоа за смртта негова, а тие помислија дека говори за заспивање со сон.
JHN.11.14	Тогаш рече Исус отворено: – Лазар умре;
JHN.11.15	ама се радувам заради вас, зашто не бев таму, та да поверувате; туку, да отидеме при него.
JHN.11.16	Тогаш Тома, наречен Близнак, им рече на учениците: – Да отидеме и ние да умреме со него.
JHN.11.17	Кога дојде Исус, го најде, дека веќе четири дена е во гроб.
JHN.11.18	А Витанија беше близу до Ерусалим, околу петнаесет стадии;
JHN.11.19	и мнозина Јудејци беа дошле при Марта и Марија да ги утешат за брата им.
JHN.11.20	Кога чу Марта дека иде Исус, излезе пред Него; а Марија седеше дома.
JHN.11.21	Тогаш Марта Му рече на Исуса: – Господи, ако беше Ти овде, немаше да умре брат ми.
JHN.11.22	Но, и сега знам дека што и да посакаш од Бога, Бог ќе Ти даде.
JHN.11.23	Исус ѝ рече: – Твојот брат ќе воскресне.
JHN.11.24	Марта Му рече: – Знам дека ќе воскресне при воскресението, во последниот ден.
JHN.11.25	А Исус ѝ рече: – Јас сум воскресението и животот; којшто верува во Мене, и да умре, ќе оживее.
JHN.11.26	И секој што живее и верува во Мене, нема да умре довека. Го веруваш ли тоа?
JHN.11.27	Таа Му рече: – Да, Господи, јас поверував дека си Ти Христос, Синот Божји, Којшто требаше да дојде на светот.
JHN.11.28	Штом го рече тоа, отиде и ја повика сестра си Марија тајно, велејќи: – Учителот е овде и те вика.
JHN.11.29	Таа кога чу, стана бргу и отиде при Него;
JHN.11.30	оти Исус уште не беше дошол во селото, а стоеше, каде што Го беше дочекала Марта.
JHN.11.31	Јудејците, кои беа со неа дома и ја утешуваа, кога видоа дека Марија стана бргу и излезе, отидоа и тие по неа, мислејќи дека ќе оди на гробот да плаче.
JHN.11.32	А Марија, штом пристигна таму каде што беше Исус, кога Го виде, падна пред нозете Негови и Му рече: – Господи, да беше Ти овде, немаше да умре брат ми!
JHN.11.33	Тогаш Исус, штом ја виде како плаче, и Јудејците кои беа дошле со неа како плачат, се натажи и се вознемири,
JHN.11.34	па рече: – Каде сте го положиле? Му рекоа: – Господи, дојди и види!
JHN.11.35	Исус просолзи.
JHN.11.36	Тогаш Евреите рекоа: – Гледај, колку го милувал.
JHN.11.37	Некои од нив, пак, велеа: – Не можеше ли Овој, Којшто ги отвори очите на слепиот, да направи и овој да не умре?
JHN.11.38	А Исус повторно се нажали во Себе и дојде на гробот; тоа беше пештера, и камен лежеше на неа.
JHN.11.39	И рече Исус: – Дигнете го каменот! Марта, сестрата на умрениот, Му рече: – Господи, мириса веќе; оти четири дена има откако е погребан.
JHN.11.40	Исус ѝ рече: – Нели ти реков, дека, ако поверуваш, ќе ја видиш славата Божја?
JHN.11.41	Тогаш го дигнаа каменот, каде што лежеше умрениот. А Исус ги подигна очите нагоре и рече: – Оче, Ти благодарам, оти Ме послуша!
JHN.11.42	А Јас знаев дека Ти секогаш Ме слушаш; но ова го реков заради народот што стои наоколу, за да поверуваат оти Ти си Ме испратил.
JHN.11.43	Кога го рече ова, извика со голем глас: – Лазаре, излези надвор!
JHN.11.44	И излезе умрениот, завиткан во платно по рацете и нозете, а лицето обвиткано со крпа. Им рече Исус: – Одвиткајте го и оставете го да оди!
JHN.11.45	Тогаш мнозина од Јудејците, кои беа дошле со Марија и видоа што направи Исус, поверуваа во Него.
JHN.11.46	А некои од нив отидоа при фарисеите и им кажаа што направи Исус.
JHN.11.46	Крај на Лазаревата сабота
JHN.11.47	Тогаш првосвештениците и фарисеите се собраа
JHN.11.48	Ако Го оставиме така, сите ќе поверуваат во Него и ќе дојдат Римјаните, па ќе ни ја земат и земјата и народот.
JHN.11.49	А еден, пак, од нив, Кајафа, кој таа година беше првосвештеник, им рече: – Вие ништо не знаете,
JHN.11.50	ниту помислувате, дека поарно е за нас да умре еден човек за народот, отколку сиот народ да пропадне.
JHN.11.51	А ова не го рече тој самиот од себе, туку, бидејќи беше првосвештеник таа година, прорече дека Исус ќе умре за народот;
JHN.11.52	и не само за народот, туку и за да ги собере заедно растурените чеда Божји.
JHN.11.53	Од тој ден, значи, се согласија да Го убијат.
JHN.11.54	Заради тоа Исус веќе не одеше јавно меѓу Јудејците, а оттаму отиде во крај, близу една пустина, во градот наречен Ефрем, и таму одеше со учениците Свои.
JHN.11.55	А се наближуваше Пасха јудејска и мнозина од тој крај отидоа во Ерусалим пред Пасхата, за да се очистат.
JHN.11.56	Тогаш Го бараа Исуса и, стоејќи во храмот, си разговараа меѓу себе: што мислите? Нема ли да дојде на празникот?
JHN.11.57	А првосвештениците и фарисеите беа веќе издале заповед, ако некој узнае каде е, да јави, за да Го фатат.
JHN.11.57	Крај на понеделникот
JHN.12.1	На шест дни пред Пасхата дојде Исус во
JHN.12.2	Таму Му приготвија вечера и Марта послужуваше, а Лазар беше еден од оние што седеа на трпезата.
JHN.12.3	А Марија, откако зеде литар чисто скапоцено миро, ги помаза нозете Исусови, и ги избриша со косата своја нозете Негови; и куќата се исполни со мирис од мирото.
JHN.12.4	Еден од учениците Негови, Јуда Симонов Искариот, којшто подоцна Го предаде, рече:
JHN.12.5	– Зошто не се продаде ова миро за триста пенези, и да се раздадеа на сиромасите?
JHN.12.6	Ова тој го рече не дека се грижеше за сиромасите, туку зашто беше крадец. Тој го чуваше ковчежето и крадеше од она, што пуштаа во него.
JHN.12.7	А Исус рече: – Оставете ја! Таа го запазила тоа за денот на Моето погребение;
JHN.12.8	оти сиромасите ги имате секогаш покрај себе, а Мене Ме немате секогаш.
JHN.12.9	Мнозина од Јудејците разбраа дека Исус е таму, па дојдоа не само заради Исуса, туку да го видат и Лазара, кого што го воскресна од мртвите.
JHN.12.10	А првосвештениците се договорија да го убијат и Лазара,
JHN.12.11	оти мнозина од Јудеја заради него ги напуштаа и веруваа во Исуса.
JHN.12.12	На другиот ден, мноштво народ, кој беше дошол на празникот, кога чуја дека Исус доаѓа во Ерусалим,
JHN.12.13	зедоа палмови гранчиња и излегоа да Го пречекаат; и викаа, велејќи: – Осана! Благословен е, Оној Кој доаѓа во името Господово, Царот Израилев!
JHN.12.14	А Исус, кога најде едно магаренце, седна на него, како што е напишано:
JHN.12.15	„Не бој се, ќерко Сионова! Еве, Царот твој доаѓа, седејќи на магаренце“.
JHN.12.16	Ама ова учениците Негови не го разбраа; но, кога се прослави Исус, тогаш се сетија, дека тоа беше напишано за Него, и тоа Му го направија.
JHN.12.17	Народот, кој беше со Него кога го извика
JHN.12.18	Затоа и Го пречека народот, оти беше чул, дека тоа чудо Он го направи.
JHN.12.18	Крај на Цветната недела
JHN.12.19	Афарисеите си велеа
JHN.12.20	Меѓу дојдените за празникот на поклонение, имаше и некои Елини.
JHN.12.21	Тие пристапија кон Филипа, кој беше од Витсаида Галилејска, и го молеа, велејќи: – Господине, сакаме да Го видиме Исуса!
JHN.12.22	Дојде Филип и му рече на Андреја; а Андреј и Филип Му кажаа на Исуса.
JHN.12.23	Исус, пак, им одговори, велејќи: – Дојде часот да се прослави Синот Човечки.
JHN.12.24	Вистина, вистина ви велам: ако зрното пченично, што паднало на земјата, не умре, останува само; а ако умре, ќе донесе голем плод.
JHN.12.25	Кој ја сака душата своја, ќе ја изгуби; а кој ја мрази душата своја на овој свет, ќе ја запази за живот вечен.
JHN.12.26	Кој Ми служи Мене, нека врви по Мене, и каде што сум Јас, таму ќе биде и Мојот слуга. И кој Ми служи мене, него ќе го уважува и Мојот Отец.
JHN.12.27	Душата сега Ми се нажали, и што да кажам? Оче, избави Ме од овој час! Но, затоа и дојдов на овој час.
JHN.12.28	Оче, прослави го
JHN.12.29	А народот што стоеше, кога го чу тоа, велеше: загрми; други, пак, рекоа: ангел Му прозбори.
JHN.12.30	Исус одговори и рече: – Овој глас не беше заради Мене, но заради народот.
JHN.12.31	Сега е судот на овој свет; сега кнезот на овој свет ќе биде истеран надвор.
JHN.12.32	И кога Јас ќе бидам издигнат од земјата, сите ќе ги привлечам кон Себе.
JHN.12.33	А ова го говореше за да покаже со каква смрт ќе умре.
JHN.12.34	Народот Му одговори: – Сме слушале од Законот, дека Христос вечно ќе постои, а како Ти велиш дека Синот Човечки треба да биде издигнат? – Кој е Тој Син Човечки?
JHN.12.35	Тогаш Христос им рече: – Уште малку време Светлината е со вас; одете, додека имате светлина, за да не ве опфати мракот; а кој оди по мрак, не знае каде оди.
JHN.12.36	Додека
JHN.12.36	Крај на вторникот и на чесниот крст
JHN.12.36	Штом го рече тоа, Исус се отстрани и се сокри од нив.
JHN.12.37	Иако толку чуда беше направил Он пред нив, тие пак не веруваа во Него,
JHN.12.38	за да се изврши речениот збор од Исаија: „Господи, кој поверува на тоа, што чул од нас? И раката Господова кому се откри“?
JHN.12.39	Тие затоа не можеа да поверуваат, оти Исаија уште вели:
JHN.12.40	„Ги ослепи очите нивни, и ги скамени срцата нивни, за да не гледаат со очите, и со срцето да не разбираат, и да не се обратат, за да ги излечам“.
JHN.12.41	Ова го рекол Исаија, кога беше ја видел славата Негова и говорел за Него.
JHN.12.42	Ама од началниците мнозина поверуваа; но заради фарисеите не признаваа, за да не бидат исфрлени од синагогата;
JHN.12.43	зашто им беше помила човечката слава, отколку славата Божја.
JHN.12.44	А Исус подигна глас и рече: – Кој верува во Мене, верува не во Мене, туку во Оној, Којшто Ме испрати;
JHN.12.45	и кој Ме гледа Мене, Го гледа Оној, Којшто Ме испрати.
JHN.12.46	Јас – Светлината, дојдов во светот, така што никој, кој верува во Мене, да не остане во темнина.
JHN.12.47	И, ако некој ги чуе зборовите Мои и не поверува, Јас нема да го судам, оти не дојдов да му судам на светот, туку да го спасам светот.
JHN.12.47	Крај на средата
JHN.12.48	Којшто се откажува од Мене и не ги прима зборовите Мои, има кој да го суди: словото што го кажав, тоа ќе го осуди во последниот ден.
JHN.12.49	Зашто Јас Сам од Себе не зборував; но Отецот, Којшто Ме испрати, Он Ми даде заповед што да кажам и што да зборувам.
JHN.12.50	И знам дека заповедта Негова е живот вечен. А она што зборувам Јас, го зборувам така, како што Ми рече Отецот.
JHN.12.50	Крај на Вел. Среда, на утрената
JHN.13.1	Апред празникот Пасха,
JHN.13.2	И на вечерата, кога ѓаволот беше го поттикнал срцето на Јуда Симонов Искариот за да го предаде,
JHN.13.2	Читај на Вел. Четврток, на литургијата
JHN.13.3	Исус, знаејќи дека Отецот сѐ Му предал во рацете и дека од Бога излегол и при Бога оди,
JHN.13.4	стана од вечерата, ја соблече горната облека и кога зеде крпа, се препаша;
JHN.13.5	потоа истури вода во мијалникот и почна да им ги мие нозете на учениците и да ги брише со крпа, со којашто беше препашан.
JHN.13.6	Дојде и при Симона Петра, а тој Му рече: – Господи, ти ли ќе ми ги миеш нозете?
JHN.13.7	Исус одговори и му рече: – Што правам Јас сега, ти не знаеш, но подоцна ќе разбереш.
JHN.13.8	Петар Му рече: – Никогаш Ти нема да ми ги измиеш нозете мои. Исус му одговори: – Ако не те измијам, нема да имаш дел со Мене.
JHN.13.9	Симон Петар Му рече: – Господи, не само нозете мои, туку и рацете и главата!
JHN.13.10	Исус му рече: – На измиениот треба само нозете да му се измијат, оти е целиот чист; и вие сте чисти, ама не сите.
JHN.13.11	Бидејќи Он знаеше кој ќе Го предаде, па затоа и рече: не сите сте чисти.
JHN.13.11	Крај на првото евангелие пред миење на нозете
JHN.13.12	Акога им ги изми нозете,
JHN.13.13	Вие Ме викате Учител и Господ: и добро велите, бидејќи тоа сум.
JHN.13.14	Ако, пак, Јас, Господ и Учител, ви ги измив нозете, тогаш и вие сте должни еден со друг да си ги миете нозете.
JHN.13.15	Зашто ви дадов пример да правите и вие така, како што ви направив Јас.
JHN.13.16	Вистина, вистина ви велам: нема слуга поголем од својот господар, ниту пратеник поголем од оној што го испратил.
JHN.13.17	Кога го знаете ова, блажени сте, ако го исполнувате.
JHN.13.17	Крај на второто евангелие по миење на нозете
JHN.13.17	Премини на Вел. Четврток, на зачало 108 според Матеја, од половина
JHN.13.18	Не го говорам ова за сите вас, оти Јас ги знам оние што ги избрав. Но нека се исполни Писмото; „Кој јаде леб со Мене, ја подигна против Мене својата петица“.
JHN.13.19	Отсега ви кажувам, уште пред да се исполнило, та кога ќе се исполни, да поверувате дека сум Јас.
JHN.13.20	Вистина, вистина ви велам: кој го прима оној што го праќам Јас, Мене Ме прима, а кој Ме прима Мене, Го прима Оној, Којшто Ме пратил.
JHN.13.21	Штом го рече ова, Исус се нажали во душата, посведочи и рече: – Вистина, вистина ви зборувам, дека еден од вас ќе Ме предаде.
JHN.13.22	Тогаш учениците почнаа да се погледнуваат еден со друг, не разбирајќи за кого говори.
JHN.13.23	А еден од учениците, кого го милуваше Исус, беше се навалил на градите Исусови.
JHN.13.24	Нему Симон Петар му даде знак да праша, кој ли ќе е, за кого што говори.
JHN.13.25	Тој, пак, откако се навали на градите Исусови, Му рече: – Кој е, Господи?
JHN.13.26	Одговори Исус: – Оној е, кому Јас ќе му натопам и подадам залак. И штом натопи залак, му го подаде на Јуда Симонов Искариот.
JHN.13.27	И тогаш, по залакот, сатаната влезе во него. А Исус му рече: – Што ќе правиш, направи го побргу!
JHN.13.28	Никој, пак, од оние што седеа на трпезата, не разбра зошто му го рече тоа.
JHN.13.29	Но, бидејќи Јуда го чуваше ковчежето, некои помислија дека Исус му рече: купи што ни треба за празникот; или, да раздаде нешто на сиромаси.
JHN.13.30	А тој, штом го зеде залакот, веднаш излезе; беше ноќ.
JHN.13.31	Кога тој излезе, Исус рече:
JHN.13.31	Сега
JHN.13.32	Ако Бог се прослави во Него, и Бог ќе го прослави во Себе, и веднаш ќе Го прослави.
JHN.13.34	Нова заповед ви давам, да се љубите еден со друг; како Јас што ве возљубив, така и вие да се љубите еден со друг.
JHN.13.35	По тоа ќе ве познаат сите, дека сте Мои ученици, ако имате љубов помеѓу себе.
JHN.13.36	Симон Петар Му рече: – Господи, каде одиш? Исус му одговори: – Каде што одам Јас, ти не можеш сега да дојдеш по Мене, но подоцна ќе врвиш по Мене.
JHN.13.37	Петар Му рече: – Господи, зошто не можам да идам по Тебе сега? Душата своја ќе ја положам за Тебе.
JHN.13.38	Исус му одговори: – Душата ли ќе ја положиш за Мене? Вистина, вистина ти велам: нема да запее петел, додека ти трипати не се одречеш од Мене.
JHN.14.1	Да не се плаши
JHN.14.2	Во домот на Мојот Отец има многу места за живеење. А да немаше, Јас ќе ви кажев. Одам да подготвам место.
JHN.14.3	И кога ќе отидам и ќе ви подготвам место, пак ќе дојдам.
JHN.14.4	А каде одам Јас знаете, и патот го знаете.
JHN.14.5	Тома Му рече: – Господи, не знаеме каде одиш; и како можеме патот да го знаеме?
JHN.14.6	Исус му рече: – Јас сум патот, вистината и животот; никој не доаѓа при Отецот, освен преку Мене.
JHN.14.7	Ако бевте Ме познавале, ќе Го познававте и Мојот Отец. И отсега Го познавате, и сте Го виделе.
JHN.14.8	Филип Му рече: – Господи, покажи ни Го Отецот, и доста ни е!
JHN.14.9	Му рече Исус: – Толку време сум со вас, и не си Ме познал ли, Филипе? Кој Ме видел Мене, Го видел Отецот, и како ти велиш: покажи ни Го Отецот?
JHN.14.10	Не верувш ли дека Јас сум во Отецот, и дека Отецот е во Мене?
JHN.14.10	Зборовите што ви
JHN.14.11	Верувајте Ми, дека Јас сум во Отца и Отецот е во Мене.
JHN.14.11	Крај на петокот
JHN.14.11	Ако ли, пак, не, тогаш верувајте во Мене, заради делата.
JHN.14.12	Вистина, вистина ви велам: кој верува во Мене, делата што ги правам Јас и тој ќе ги прави, и поголеми од нив ќе направи; оти Јас си одам при Својот Отец;
JHN.14.13	и што и да посакате од Отецот во Мое име, тоа ќе го направам, за да се прослави Отецот во Синот.
JHN.14.14	Ако посакате нешто во Мое име, Јас ќе го направам.
JHN.14.15	Ако Ме љубите, пазете ги Моите заповеди.
JHN.14.16	Јас ќе Го помолам Отецот, и ќе ви даде друг Утешител, за да биде со вас довека,
JHN.14.17	Духот на вистината, Кого светот не може да Го прими, оти не Го виде, ниту Го познава; а вие Го познавате, зашто во вас е и во вас ќе биде.
JHN.14.18	Нема да ве оставам сираци; ќе дојдам при вас.
JHN.14.19	Уште малку и светот веќе нема да Ме гледа; а вие ќе Ме гледате, зашто Јас живеам, и вие ќе живеете.
JHN.14.20	Во оној ден вие ќе разберете, дека Јас сум во Мојот Отец и вие сте во Мене, и Јас сум во вас.
JHN.14.21	Кој ги има
JHN.14.21	Крај на саботата
JHN.14.22	Му рече Јуда не Искариот: – Господи, зошто сакаш нам да ни се јавиш, а не на светот?
JHN.14.23	Исус одговори и му рече: – Ако некој Ме љуби, ќе го пази словото Мое; и Мојот Отец ќе го возљуби, и ќе дојдеме при него и живеалиште во него ќе направиме.
JHN.14.24	Којшто не Ме љуби, не го запазува словото Мое; а словото, што го слушате, не е Мое, туку на Мојот Отец, Којшто Ме испрати.
JHN.14.24	Крај на св. ап. Јуда
JHN.14.25	Ова ви го реков, бидејќи сум со вас.
JHN.14.26	А Утешителот, пак, Духот Свети, Кого Отецот ќе Го испрати во Мое име, Он ќе ве научи на сѐ и ќе ви напомни за сѐ што сум ви зборувал.
JHN.14.27	Мир ви оставам; мирот свој ви го давам; Јас ви го давам не како што го дава светот.
JHN.14.27	Да не
JHN.14.28	Чувте дека Јас ви реков: одам и пак ќе дојдам при вас. Ако Ме љубевте, вие ќе се зарадувавте што реков; одам при Мојот Отец; зашто Мојот Отец е поголем од Мене.
JHN.14.29	И сега ви кажав, уште пред да се исполни, та, кога ќе се исполни, да поверувате.
JHN.14.30	Нема веќе многу да зборувам со вас, оти иде кнезот од овој свет, и тој во Мене нема ништо.
JHN.14.31	Но, за да разбере светот дека Го љубам Отца и како што Ми заповеда Отецот, така и правам. Станете да си одиме одовде!
JHN.15.1	Јас сум
JHN.15.2	Секоја прачка во Мене, која не дава плод, Он ќе ја исече; и секоја, која дава плод, ќе ја очисти, за да принесе повеќе плод.
JHN.15.3	Вие сте веќе чисти преку словото што сум ви го проповедал.
JHN.15.4	Бидете во Мене, и Јас ќе бидам во вас. Како што прачката не може да роди плод сама од себе, ако не е на лозата, така и вие, ако не бидете во Мене.
JHN.15.5	Јас сум лозата, а вие прачките; и кој е во Мене и Јас во него, тој ќе даде многу плод; оти без Мене не можете да направите ништо.
JHN.15.6	Ако некој не остане во Мене, ќе биде исфрлен надвор, како прачката, и ќе се исуши; и ќе ги соберат, и во оган ќе ги фрлат, и ќе ги изгорат.
JHN.15.7	Ако останете во Мене, и зборовите Мои во вас, тогаш што и да посакате, барајте, и ќе ви биде.
JHN.15.7	Крај на понеделникот и на светителот
JHN.15.8	Со тоа ќе се прослави Мојот Отец, ако вие принесувате многу плод и ако бидете Мои ученици.
JHN.15.9	Како што
JHN.15.10	Ако ги запазите Моите заповеди, ќе останете во љубовта Моја, како што Јас ги запазив заповедите на Мојот Отец, и останувам во љубовта Негова.
JHN.15.11	Ова ви го реков, за да остане радоста Моја во вас, и радоста ваша да биде полна.
JHN.15.12	Оваа е Мојата заповед: да се љубите еден со друг, како што ве возљубив и Јас.
JHN.15.13	Од оваа љубов никој нема поголема: да ја положи душата своја за своите пријатели.
JHN.15.14	Вие сте Мои пријатели, ако го вршите она, што ви заповедувам Јас.
JHN.15.15	Не ве викам веќе слуги, зашто слугата не знае што работи господарот; туку ве викам пријатели, оти ви кажав сѐ што сум чул од Мојот Отец.
