MAT.1.1	Gittaabooda rooproobanga Yeesu Gristo, balleanda Dawdi, balleanda Abrahaamu. 
HEB.13.3	Oapkaada fuga Mida ghealooniga, ak goowuurjeewi giloondeayeesi ghealooniga sea saawa. Oapkaada fukka sisawaniin, aba gideaba earagooga goondeawi sasanuukka. 
HEB.13.4	Geeshshooda dasissiina mureeda buuneessean, nea eara bulaliida gagasa ea mandeawana ririnnyeanda; aba gideaba Aseetta gaygoorgweaksa fuga munyas ea gea mealuuli. 
HEB.13.5	Ak giheelleewi eaweagaagu bariinyeega lappiya, ak gagasa ghoahiinnyi gidindeawi aba gideaba gwayi, “Aniini manda gichchea daraay ghana danung'useey heeda.” 
HEB.13.6	Hean abeeda gajeammuusa erukuna nea geesikteawi gideaba,
HEB.13.6	“Ng'uttamiida weedannyeandeanyu gil,
HEB.13.6	ak aniini ea maydaawal ng'eang'i;
HEB.13.6	siida gaygwasmanean naaha?”
HEB.13.7	Oapkaada fuga ahaaghwaneagwa, fukka rukuneegwa ng'asheanda Aseettean; asikteawana gichchea ghabwat geeshta eaweega nyaawa, ak googali masaweega nyaawa. 
HEB.13.8	Yeesu Gristo gawuurji gideaba heetta ea ghamneawa ea gagul damanda manda mudeanooda. 
HEB.13.9	Adiiduw ghoayaachchi geeshta ng'asheega saang'a ea ginealshajeega hidu; aba gideaba ghwahit geemmajeek gurorooda aba dagheerjeandumeeda, nea mii aba hamichchoojiga gil, ak ea mwanyagaada aba gidaat geeshta. 
HEB.13.10	Ak geendeawi heeda wagiida nea fukka gadiiyi aba jeeda maheemajeandean ea madoobiiwsiina gideaba gayghwaak. 
HEB.13.11	Aba gideaba sasanuukka diyeanga sihhiida foojeannyeekka nyaawa ak ghwaat ashoohoochcheanda haw heeda ghaydit ghoaw lukghumeeda appadayda ring'eedean geaghwarda aba jarooda murdeeda gambiini. 
HEB.13.12	Eara Yeesu gwasawana aba madeettooshta ak abeeda ghoammiidu buuneeda aba foojeandaannyi. 
HEB.13.13	Asi eweaya mwadi heeda mida aba jarooda was murdeeda gambiini, ak geeguuyeesi baspaseagaaschi ghayi ahang'waay. 
HEB.13.14	Aba gideaba aba hiji meendeawani mujiineeda jea ghwashng'u, aseasa geegasayi mujiineeda jea ghwahidu. 
HEB.13.15	Asi aba niny eegala mwadi nea geattaydi lukghumeeda dumsheesiinda Aseetta, nea haghweega ghuutta gil gea mwas gheawungaaschi. 
HEB.13.16	Adoofoolli sinooda ng'asheega miyaas nea gooppareannyi haleanjeeda oondeawi, aba gideaba lukghumeeda sunu goohoosan Aseetta.
HEB.13.17	Asissiina mureeda fuga ahaghwaneegwa nea googadiyeesi; aba gideaba saawa gang'ula guroruunatkeagwa, nea gawuurji siida jea godayyii ng'asheega. Asi saawa gagasa gwasin ng'asheesu nea gahoosan, nea adagagiisan, aba gideaba ng'asheega sunu maygwarachchi gil aba heedeang'wa. 
HEB.13.18	Amwaasha Aseetta ghawooda appadahuukkaasa, aba gideaba geesikteawi gideaba geendeawi fughareeda miy, nea geegasayi eesna haleanjeessean aba mureeda. 
HEB.13.19	Ak geamuscheegwa muuchchi aba jeedeanyu asna ng'asheanji ak abeeda geebay eetteelnean heedeang'wa.
HEB.13.20	Asi ghamneawa Aseetta mideawa hoyyoo biikta gweadu gichcha Ng'uttamiideanya was Yeesu aba jeeda miyeeda, jeagiischoochcheanda haw bea gisilga, aba foojeanda neajeeda manda muudeanooda, 
HEB.13.21	gagasa gagooneegwa haleanjeessean miyaas ak abeeda goosinnyi gidagasa, nea gagadiiyi aba jeedeang'wa gidagasa niny aba gheanyangaaschi aba naweeda Yeesu Gristo; nea giigheambiitta ea daannyi damanda manda muudeanooda. Amin.
HEB.13.22	Geamuscheegwa, fuga eaduupcheewi, oang'ng'waanya ng'asheandeanyu jea goomajeegeegwa, aba gideaba ng'asheesu geang'oorneegwa nea ghanuwaaschi. 
HEB.13.23	Gagasa anala gideaba oorjeeda giyeanya was Dimotteo siittin aba ghealooniga, ak abeeda gaydabay dahidu heedeang'wa iibay ghwahidu. 
HEB.13.24	Aghada fugeagwa hees ea fuga ghaydidi sean. Fukka leabu ng'eanyiida Ittalyaan ghoaghadeagwa. 
HEB.13.25	Gagasa anyasa oagasean dagheerjeandumeeda. Amin.
JAS.1.1	Yakkobo, was soomjeanda Aseetta ea dea Ng'uttamiida was Yeesu Gristo,
JAS.1.1	Heeda emoojiga attamaniyyeenya dardaawaat:
JAS.1.1	Seayu.
JAS.1.2	Anung' ghoaw haleanjeessean hooseaneega, fuga eaduupcheewi, aba isisimsimeegwa aba gilakkil, 
JAS.1.3	nea ghoanalli gideaba simooda masaweegeagwa gaygwanyakneegwa milikghteayda. 
JAS.1.4	Nea alooheeda gagasa gweadu gadiyeeda majeek nea gowoschi, hidaat nea mwashoadeeweegwa gil. 
JAS.1.5	Asi siida wassean mida jeedeang'wa isuunyeewa weaghumeeda, ea damwaash Aseetta, adawi buuneessean haleanjeeda aba innyeanda jeeda, nea maygwareekusa ak gajeattaw. 
JAS.1.6	Ak gagasa gamus aba masaweega, nea mamwachmwaja gil, aba gideaba siida machmajiischi gawuurji laweachkweeda basooda aat jeammeeda nea geyyuuk. 
JAS.1.7+JAS.1.8	Nea siida machmajiischi, nea mabwagi nea moapta ng'eanyi aba jeeda naweadingaaschi sean, adaghwarar gideaba gayghwanyas gil aba heeda Ng'uttamiida.
JAS.1.9	Anung'waada oorjeeda giyeanya mwanang' ghaghwar geaw aba jeeda hooseaneagaaschi, 
JAS.1.10	nea meanang'oochcheanda ea sihiing'u, aba gideaba gawuurji deakghweeda seenga gayghang'atta. 
JAS.1.11	Aba gideaba aseetta iissa gorearu nea gweadu beasta, ak ghoaghajaam seenga; ak ghoabit deakghweadaannyi, ak goosha aloheeda. Gwasnu eara meanang'oochcheanda gayghaghajaamiit aba naweadingaaschi.
JAS.1.12	Ng'wanaweagaaschi siida riyeeng'da iisimsim, aba gideaba iing'atta nea nijoar simsimda gayghwanyas shiipka eaweega mammuudeana ghayi bay gwahelleesa Aseetta fukka bwariiy ninyiin. 
JAS.1.13	Asi adagwayi siida isisimsim, “Aniini gwasimsiman Aseetta;” aba gideaba Aseetta moammu gwasimsim gidamuy ak eara niny ea maygwasimsim siida; 
JAS.1.14	hean giliwas sih iissa geesimsim damanda sigassa nea geaghurghur aba gitta gasean. 
JAS.1.15	Hean gitta gasa siidean iigweayiit gweadu ring'eeda; ama iiduw nea nirir ring'eetta gweadu miyeeda.
JAS.1.16	Adereenganneegwa, fuga eaduupcheewi abwariinyi. 
JAS.1.17	Gilinyoo eahhaakta miy ea gilinyoo eattayda hidaat gwaleabu heettiyeada, ak ghwararang'aana heeda Bwaabwa weeshinda nea headaannyi ea manda yammoodeaba geaw ghana jironeeda yamitteaba geaw. 
JAS.1.18	Aba gidabwariiyda niny gwajiileasa aseasa aba ng'asheanda huumwa ak gewuurjeewi haghweega madeeda aba jeeda haleanjeedaannyi ghayi sin.
JAS.1.19	Hean nea ghoanalli ng'asheesu, fuga eaduupcheewi abwariinyi. Asi daba siisi wassean lamajeesa iing'da ng'asheanda, nea goojiileesa baloolda, ak ea miiassas nyaras, 
JAS.1.20	aba gideaba nyarasta siida maygwasin doobiiwnatta Aseetta. 
JAS.1.21	Asi oshsheagiidana geat ririnnyeanda ea gassooda hawunda muy ak ghoang'ng'waanyi aba garbabanda ng'asheandida, ammu gwaleabu guroruunatkeagwean.
JAS.1.22	Nea gagasa ahuuwa fuga sina ng'asheanda, adoobeachcheewi iing'da akghwahit, nea goreenganayi geat. 
JAS.1.23	Nea siida ibeachchi iing'da ng'asheanda akghwahit, nea ghanyea masna, siisi abeeda gawuurji siida ng'ulla gheamamdaannyi aba jeeda giyoo; 
JAS.1.24	aba gideaba gang'ula geaw amang'atta gawa heechchea gawa ama deagheatta ea nuroossa giduurji. 
JAS.1.25	Nea siida ng'ula deaweedeeda hidaat, jea gweadu giibaldeaba geaw, ak ghwashng'u, adaghoaw siida iing'shi ramasoot gagasa ea siida sina gadiyeeda gil, siisi aba sinoadaannyi bea gadiyeeda.
JAS.1.26	Siida iyeeshsha geaw gideaba gwandeawa diini, nea mwarada ng'ushaptaannyi, nea gwareengani guroroadaannyi, diineedeaba siisi marachchi gil. 
JAS.1.27	Diineeda miy manda ririnnyeanda aba madeeda Aseetta was Ghweandean nii gil: bareassiinda bananga gil ea masiinung'weega aba jeeda sawanaduutka nyaawa, nea gufri geaw aba ng'asheega munyas bea muunda ng'eanyiida.
JAS.2.1	Fuga eaduupcheewi, adiiduw ghoahhiimu shiitmeeda nea ghoong'ng'waanyi masaweega Ng'uttamiideanya was Yeesu Gristo, Ng'uttamiida gigheambiita. 
JAS.2.2	Aba gideaba iiwuh siida mideawa ghuniida lagheanga meeng'meeng'i ea hang'weakka miyaas jeedeang'wa nea noabwachchi geat, eara siida bwarbwar biissa gaba hang'weakka beareadi, 
JAS.2.3	amaduw goosissi mureeda siitta akkwa hang'weakka miyaasiin ak goyeeshshi, “Apteada ang'iing'i aba hiji,” ak giyeeshshi siitta bwarbwariin, “Miinaada ang'iing'i aba hoowa,” ghana, “Apteada aba hiji bea geeshangeasuun,” 
JAS.2.4	abeeda miyoashiida buuneeda aba jeedeang'wa. Ak ghoahuuyi fuga ajiili girgweaguutka munyas fugheeri? 
JAS.2.5	Oalleaydiit fuga eaduupcheewi abwariinyi. Heappi Aseetta ghayi mii ghwaloat fuga barbari bea muunda ng'eanyiida ak ghwanung' gabaruura masaweega nea gwahearan sugochcheandumeeda ghayi helleesa fuga bwariiyi? 
JAS.2.6	Nea agooga ea nojakteaysi mureeda siida bwarbwar. Neada meanang'oodiga ea madiing'siineegwa ng'eanyi agooga, nea gongireegwa ea ghwadeagwa madeeda girgweageeda? 
JAS.2.7	Nea marukunana ng'asheega munyas gheawungiga miyaas ghayi sugoneegwean?
JAS.2.8	Hean iyoosinnyi deaweedeedida bea sugoodigean gawuurji ginnyaashta ng'oruutka nea gwayi, “Bwariiyda giischewoochcheandaang'u gidubwariiydi geaw,” abeeda goosinnyi ng'asheanda miy. 
JAS.2.9	Iiduw iyoashiichchi buuneeda goosinnyi ring'eeda, ak gaygorgweakseegwa deaweeda ak ghoahuuyi fuga adiiy. 
JAS.2.10	Nea siida wassean iyang'ng'waay deaweedajeega sean amaduw gwaruusa ng'asheanjagi nidiiy appadahuukkeaba sean. 
JAS.2.11	Aba gideaba siida ghayi ayi, “Adimealuuli,” ghabwada gwayi, “Adinuusi siida.” Earappeadi mii gamealuul ak ea ninuus siida, abeeda ea nihuuwi siida nuus deaweeda. 
JAS.2.12	Asi arukuni ak goosinnyi nea gowuurjeewi fuga jea ergweaksiina deaweedeeda jea gweadu giibaldeaba geat. 
JAS.2.13	Aba gideaba girgweaksiinda mayghabwayda siida mandeawana baydeayda; asi baydeayda iissa ghwajoar girgweageeda.
JAS.2.14	Fuga eaduupcheewi, gayghwaloat naaha, iyayi siida geandeawi masaweega ak ea mandeawana gadiyeeda? Masaweekka ikkaaschiin gayghoammu gwalealu? 
JAS.2.15	Iideeppa adawiish oorjeeda giyeang'wa ghanea huda giyeang'wa gil ak ea mandeawana gichchea ghwaak bea galeagasean, 
JAS.2.16	ak gwayeeshsha siyagi aba jeedeang'wa saawa, “Aweayeena nea gobeayi weayda ak gojooyi beasta ak golang'uuchchi,” nea moattawi haleanjeeda gasa saseeda, gayghwaloat naaha? 
JAS.2.17	Asi gwasnu eara masaweega nea gaba geaw iimandeawana gadiyoojiga aanimi.
JAS.2.18	Ak gaygwayi siyagi, “Ang'iing'i gindeawi masaweega ak geandeawi aniini gadiyoojiga.” Ahiimnaan masaweegaagu mandeawana gadiyoojiga, ak gaydaahiimneey masaweegeasu aba gadiyoojigeasu. 
JAS.2.19	Ang'iing'i gumwasi gideaba Aseetta aagi; gidoabiiwi. Eara meangeenda ghamwas nea ghabwaadani. 
JAS.2.20	Ak gigasayi eahhiimneeyi ang'iing'eeda was siida marachchi gil, gideaba masaweega iimandeawana gadiyeeda ea maygwaji? 
JAS.2.21	Ghweandeanya was Abrahaamu meattawa doobiiwnatta aba gadiyoojiga, aba damanda adaydaawa balleandaannyi was Isakka iina uhuuda heeda wagiida ehi? 
JAS.2.22	Midaahi beadi masaweega ghayi sin adeayi sea gadiyoojigaaschi, ea gideaba masaweekka geemmajeek aba naweetta bea gadiyoojigean, 
JAS.2.23	iiduw gwasa ng'oruutka nea gwayi, “Abrahaamu ghayi ghamwas Aseetta, ak geattaw niny doobiiwnatta,” ak geguura siittuupchi Aseetta. 
JAS.2.24	Moadaahi beadi siida sughus eattaw doobiiwnatta aba gadiyoojiga nea meakghusa masaweega akghwahit. 
JAS.2.25	Gwasnu eara Rahaabootta hiseadean eara niny meattawa doobiiwnatta aba gadiyoojiga damanda deabwa rabasta ak goruutta jarooda aba nawa nuudi? 
JAS.2.26	Aba gideaba gawuurji saseeda iimanda gurorooda animi, gwasnu eara masaweega iimandeawana gadiyeeda animi.
JAS.3.1	Fuga eaduupcheewi, adoohuuyi ginealshoodiga saang'a aba gideaba ghoanalli beadi aseaseeni anealshiin jea eanyasa girgweaksiinda haw ea ghwanaawda. 
JAS.3.2	Aba gideaba aseasa eesasean iissa gearamwaschi gasaang'a, ama deeppa ea mwaramwasta siida wassean aba ng'asheega rugu abeeda siisi adoabiiwaat, ak ghoammu ghwarat eara saseadaannyi sean. 
JAS.3.3	Iissa isiyiinnyi ghealooniga ghuusiga faraasi ak abeeda gwasinneasa mureeda, abeeda geeppalli sasanuukka nyaawa sean. 
JAS.3.4	Ang'ulla maleambajeega hees ea gwadeenachcha naaha iissa ghwaat jeammeeda ng'waan, iissa geasaja gidamwanang' muuchchi sumwanmwana ak gogeal siida mwanmwan heeda wassean gasa gawa. 
JAS.3.5	Asi ng'ushapta gidamwanang' gil ak iissa ghaghwar geaw appadayda haleanjeeda hees. Dareabeetta earea haw iissa ghwaak beasta mwanang'!
JAS.3.6	Ak ng'ushapta ea beasta. Nea ng'ushapta ea gidamiidoabiiwaat gil aba jeeda fugaasa, iissa ghang'uda saseessean ririnnyeanda, iissa gong'eessa beasta haleanjeedeaba garayi, ak ghoang'eat jeeda beasta hang'weaniidooda. 
JAS.3.7	Aba gideaba gilinyoo ea heluutka diyeanga gil ea dea dariidakka, ea dea diyeanga badiinna ng'eanyi ea dea haleanjeeda mida jeeda basooda, geammu eefur, ak ea nigeawiit buuneeda ghoahaaghwa. 
JAS.3.8	Ak ghanyea manda siida ammu ghoahaaghwa ng'ushapta, was munyinda mwahawda, ak ghwannyiit furooda eattu miyeeda. 
JAS.3.9	Aba nii geebadiischeesi Ng'uttamiida was Ghweandeanya, nea aba nii iissa geamoashti buuneeda, ghayi sisin ea eegala Aseetta. 
JAS.3.10	Aba ghuuttida assagiin iissa gwarinna ghawooda ea mooshteada. Fuga eaduupcheewi, ng'asheesu mwahida gideaba gaygwasnu. 
JAS.3.11	Gheang'deenda assakkaleallaan ghoammu gwarinna beega innya ea beega ng'weani? 
JAS.3.12	Fuga eaduupcheewi, heappi shabogheechcheanda, ghoammu gwaji gulageechcheanda, ghana sabiibu ghoammu gwaji shabogheetta? Asi gwasnu eara gheang'deenda moammu goruudu beega mattawi ea gea innya.
JAS.3.13	Nii ng'eaha aba jeedeang'wa mideawa weaghumeeda ea fughareeda? Aba giibindaannyi miy dahiimna gadiyoojigaaschi aba garbabanda ea weaghumeeda. 
JAS.3.14	Nea iyondeawi lajoodeaba ghuut ng'waan ea gassooda shidoodeaba ghaang' aba jeeda guroruunatkeagwa, adoaghwarji geat ak ghoahuuyi ng'uyyeega aba heeda huumeanda. 
JAS.3.15	Abeeda weaghumeeni ea maleapna heettiyeada, nii gaba badayda ng'eanyiida, ak ea maba gurorooda, ak gaba meang'nyeandeenda. 
JAS.3.16	Aba gideaba heeda mida lachng'eanyiida ea gassooda shidoodeaba ghaang', gaygwanda mittagheasta ea giliwas ng'ashaan muy nyoo eesna. 
JAS.3.17	Duukku weaghumeeda leabu heettiyeada gidamadeeda aamiy, nuut gaba weayda, ak ea garbabu, nea iissa goleeysiit ng'asheega buuneeda, nea gwandeawa haghweega miyaas, ak ea mayamiisachchi ghana gwareengani buuneeda. 
JAS.3.18	Nea haghweega doobiiwnatta geehisa jeeda weayda nea gwahisa fuga sina weayda.
JAS.4.1	Gweaduuni ng'uchcheeda, ak gweaduuni bearjeeda aba jeedeagwa? Mii ng'asheekka bea geawunda gheang'da ng'uchchi aba sasanuukkeagweani? 
JAS.4.2	Iissa googasayi haleanjeeda ak ea mondeawani gil; gonuuschi buuneeda. Goolachchi ghuut haleanjeeda ak ea mwajanyasa; iissa gobearji nea goong'uchchi. Mondeawani, aba gideaba moomusi. 
JAS.4.3	Eara amusa ghanyea mwajanyasa, aba gideaba gommunyiichchi musooda, ak abeeda goosni gitta ogasayiin. 
JAS.4.4	Fuga mii doobiiweadi! Moanali gideaba idupcheewi geaw ng'eanyiida ea nihuuwi weajoochcheanda Aseetta? Asi siida wassean gasa goduupchi geaw ng'eanyiida abeeda ea nisin geaw weajoochcheanda Aseetta 
JAS.4.5	Ghana oaghanyi gilirugu ng'oruutka mwadaagha nea gwayi, “Gurorooni abiitta jeedeanyean iissa gagasseasa nea ghwalajaneasa ghuudi?” 
JAS.4.6	Amaduw gagoaneasa dagheerjeandumeeda naawda; nea gwayi, “Aseetta iissa ghaheawa fuga adiing'ng'u geat, ak iissa ghoadaw dagheerjeandumeeda fuga eada geat ng'eanyi.” 
JAS.4.7	Asi asissiina Aseetta mureeda. Oattealla Meang'nyeandeenda, ak gaygamng'aw. 
JAS.4.8	Aneekkissiina Aseetta ak gaygwaneekkiseegwa agooga. Oammiinni geattingeagwa, ea fuga ring'eega, oammiinni guroruunatkeagwa, ea fuga mabwagi. 
JAS.4.9	Agiisana nea gonnyahuushshi nea goyyeawdi. Reargeagwa gagasa ghwayamwa ghoaw ginyahushshooda, nea ghoaw hooseaneegeagwa giseaneega. 
JAS.4.10	Ayaada geat ng'eanyi aba madeeda Ng'uttamiida, ak gaygagatkadeegwa.
JAS.4.11	Fuga eaduupcheewi adoobeerayi geat. Siida beash oorjeeda geannyaawa ghana goorgweaksa oorjeeda geannyaawa, ghabeash deaweeda nea gorkgweaksa deaweeda. Nea irgweaksi deaweeda abeeda ea muwosi siida sina deaweeda abeeda ea nuhuuwi siida laja girgweaguutka. 
JAS.4.12	Gwanda siyagi goona deaweeda nea goorgweakkiisa, ak ghoammu gwalealu ghana gwanuus. Ak guwosi ng'eaha inyas girgweaksi gischewoochcheandaang'u?
JAS.4.13	Asi apkaani ghamneawa, agoogeeda oyeenayi, “Askweareani ghana numuji gajeeweaya jeedeaba mujineeni ea mujineeni ak geeppiidi gweayda nea geekkeakshi ak goheadeeseasa haleanjeeda,” 
JAS.4.14	amaduw ea moanali gichchea gapnu numuji. Eaweegeagwa naaha gil? Aba gideaba agooga gowoschi arooshta sidaah aba gheadi nuwaas amang'atta ghwaaroat. 
JAS.4.15	Damanda ghwanyawa jea ayeenana, “Iibwariiy Ng'uttamiida, gajeewosa majeekcheewi ak geesinnyi gili ea gili.” 
JAS.4.16	Ak gwasnu nukkwa ghoaghwarji geat aba ghwarjeedeang'wa. Nea ghwarjeeni sean sunuun eamuy. 
JAS.4.17	Asi siida nal gidadoabiiw sinooda ak ea masna, aba heedaannyi niiw ring'eeda.
JAS.5.1	Asi ghamneawa meanang'oodiga, oyyeawda nea gokkuulli aba sawanadeeda jea gwahisseegwa. 
JAS.5.2	Meanang'oochcheandumeedeang'wa nimealu, nea hang'weakkeagwa aniyaak ng'weerajeega. 
JAS.5.3	Lagheangeagwa meeng'meeng'i ea lappiyeedeang'wa ning'ut girgweatka, nea girgweatka nyaawa gaygamuuwwu ng'asheega badahuukkeagwa ak gayghwaak sasanuukkeagwa gawuurji beasta. Gowweamsi haleanjeeda heeda ottiiwshachcheewi aba eawoojiga huydean. 
JAS.5.4	Ang'ulla, gidageattinda fuga gadiyeeda lach madameegeagwa, ghayi oaweachchi aba milimilanda, oyyeawda; nea shookka fuga lach ea nihitta iidiga Ng'uttamiida bea lugooda. 
JAS.5.5	Agooga noppiidi jeeda ng'eanyiida nea goomnyeennyi nea gohoosannyi; ak ea noanung' gwariisha guroruunatkeagwa aba eaweetta jea ghwahinna nuusta. 
JAS.5.6	Agooga norgweaksi, ak gonuuschi siida doabiiwaat; nea niny ghanyea miighoadealeagwa.
JAS.5.7	Asi fuga eaduupcheewi, amilikghta ea ghwahitta damanda jea ghwahinna Ng'uttamiida. Ang'ulla, siida bwar ng'eanyi iissa gafurda haghweega ng'eanyiida bea sheayeeda haw, iissa ghamilikghta ea ghanyi ghwanyas roopta madeeda ea dea huydean. 
JAS.5.8	Eara agooga amilikghta. Ommajeega guroruunatkeagwa, aba gideaba hinnooda Ng'uttamiida nineekkiit. 
JAS.5.9	Fuga eaduupcheewi, adonnikkiisi geat, aba gideaba gajiiduw gergweakseegwa; ang'ulla siida laja girgweaguutka ghamiinaada aba gidaghuudajeega. 
JAS.5.10	Aba gideaba gichchea agalana was sawanadeeda ea milikghteayda, fuga eaduupcheewi, oapkaada sibanga ghayi rugu ng'asheega aba gheawunga Ng'uttamiida. 
JAS.5.11	Ang'ulla, geguuri fiisu fuga mideawa ng'wanaweega aba gideaba ghamilikghta. Ak ea noayiinyi iitta milikghteayda Ayuubu, ak ea noadaayi gidabaysiina Ng'uttamiida gwandeawa baydeayda nea garbabu.
JAS.5.12	Fuga eaduupcheewi, aba haleanjeessean, adiiduw giyaagi habeawooda, aba humng'eeda ghana aba ng'eanyiida, ghana aba habeawooda wassean, iyoyeennyi eah gagasa ghoaw eah, nea iyoyeennyi manda gagasa ghoaw manda, ak abeeda ea moppedeaysiini jeeda girgweaksiinda.
JAS.5.13	Siida ghaheang'wa nubussa sawanadeeda? Gagasa ghamwaasch Aseetta. Gwandeawa hooseaneega wasseani? Ea dasarmana duumda duumsheesiinda. 
JAS.5.14	Aba jeedeang'wa gwanda siida miyaani? Daguursiina gweargwa ganiisa, ak abeeda ghamwaash Aseetta appadaydaannyi, ak ghoamwaara nagheeda aba gheawunga Ng'uttamiida; 
JAS.5.15	nea mooshta Aseetta aba masaweega gaygwalealu siida miyaan, ak gaygagatkat Ng'uttamiida; amadeeppa ea nisin ring'eega, abeeda gajeesamsa. 
JAS.5.16	Daba siisi duukkuuna ring'eemba nuut, nea gaba siisi mwaash Aseetta appadayba nuut, ak abeeda geahhaabeagwa. Siida doabiiwaat imwaash Aseetta gwandeawa uurda haw sin gadiyeeda. 
JAS.5.17	Eliya niny siida gil mideawa searoojiga uurji sea gaasa, ak ghamwaash Aseetta muuchchi amwaroabwana roopta, ak ea maroabwana roopta gweannyeew samwagu ea shealah. 
JAS.5.18	Gabiikta gichcha ak ghamwaash Aseetta ak ghwaroabwan, ak gwaji ng'eanyiida haghweagaaschi.
JAS.5.19	Fuga eaduupcheewi, siida wassean aba jeedeang'wa ineeyi ea gwasheagiida huumeanda ak godeelu sih nuut gabiigu, 
JAS.5.20	abeeda ea danala gideaba siida adeelu siida ring'eeda ea gwarinna jeeda ramaseanda naweadaannyi gaygwalealna guroroadaannyi miyeeda ak gaygwadukuta seang'ayda ring'eega.
1PE.1.1	Betro, giijasoochcheanda Yeesu Gristo, fuga was mang'aweannyeekka ak ea Dardawaat aba ng'eanyiida Bonto, ea Galattiya, ea Gabadokiya, ea Asiya, ea Bittiniya, 
1PE.1.2	ghayi siloat ak goojeakta Aseetta was Bwaabwa ak ghoammiidu Gurorooda aba mureeda appadayda Yeesu Gristo nea geappuunna foojeandaannyi:
1PE.1.2	Gagasa elakkuuneegwa dagheerjeandumeeda ea weayda.
1PE.1.3	Badiischeesiinda gaba Aseetta was Bwaabwa Ng'uttamiideanya Yeesu Gristo! Aba baydeaydaannyi haw sibiikta eejiileasa gichcha ak gagoaneasa eaweega eashish sirarji aba naweeda duunnooda Yeesu Gristo aba jeeda miyeeda, 
1PE.1.4	ak geanyaschi hearanda may ghwadattasa, mandeawana ririnnyeanda, nea mayghwasis, sighamwat aba humng'eeda appadahuukkeagwa, 
1PE.1.5	ak aba uurda Aseetta geefreegwa aba naweeda masaweega aba lealeanooda hidaat jea eattaajiit damanda huydean. 
1PE.1.6	Aba nii gohoosannyi, earappeadi ghamneawa jea anyasa sawanaduutka saang'a gheadi nuwaas, 
1PE.1.7	ak abeeda aba simsimda masaweegeagwa miyaas ng'al lagheanga meangmeang'i jea gwarooda, earappeadi iissa geesim aba beasta, ak abeeda geadaah gideaba gwandeawa dumsiinda ea gharbeeda ea mureeda aba gidaheachta Yeesu Gristo. 
1PE.1.8	Earappeadi miyadaaha ninyiin ghoabwariinyi; ak earappeadi ghamneawa miyadaaha ninyiin noamwaschi niny ak gohoosannyi aba ng'weellooda ea gigheambiitta meammu eergu. 
1PE.1.9	Gawuurji huuydeanda masaweegeagwa abeeda gajanyasa lealeanooda guroruunatkeagwa. 
1PE.1.10	Sibanga ghayi ramoaran dagheerjeandumeeda jea ghoaw deang'wa gagaseadayyi nea goonyearriida iitteaba lealeanoani; 
1PE.1.11	goonyearriida siida was ghana damanda ahiimu Gurorooda Gristo mida jeannyaawa damanda rukuna sawanadeeda Gristo ea gigheambiitta jea imuchchu ghwahidu. 
1PE.1.12	Hean geettaheachsa saawa gideaba magadiyeesiina badahuukka nyaawa, appadahuukka haleanjeeda ghamneawa rukuneegwa fukghayi rukuneegwa giijasta miy aba naweeda Gurorooda Ghaydit siichcheagu leabu humng'eedean, ng'asheesu ghayi gagaseadayi malaykajeega ghwadaa.
1PE.1.13	Asi ommajeega fughareengeagwa, adeeneada ng'asheega, nung' gwaheedu gidirari appadayda dagheerjeandumeeda jea ghwahidu heedeang'wa aba damanda siittahaaja Yeesu Gristo. 
1PE.1.14	Awuurjeewana diibiga mideawa mureeda, ak adagudoobiiksi jeeda ng'asheegeagwa munyas bea mwadi bea leendeedeang'wa, 
1PE.1.15	asi deaghayi guurneegwa aaghaydit, earagooga awosa ghaydidi aba giibindeang'wa sean; 
1PE.1.16	aba gideaba gway ng'ooruutka, “Gajawasa ghaydidi aba gideaba aniini geawooschi ghaydit.” 
1PE.1.17	Agooga iyoomwashchi awuurjeewana Bwaabwa jea goorgweaksa giliwas sii nea manda shiitmeeda aba giduurji sinaweagaaschi, asi abeawana muuwda damandeang'wa oowosi mang'aweannyeekka. 
1PE.1.18	Agooga ghoanalli gideaba leendeedeagwa meawalda aba haleanjeeda ghayi ohearannyi aba ghweanigeagwa, nea mii aba haleanjeeda jea ghwadattassa gil uurji lappiya ghana lagheanga meangmeang'i, 
1PE.1.19	geesna foojeanda haw sheayeat bea Gristo, uurji sea dayeenda gisilleanda manda siirjeeda ghana badeeda. 
1PE.1.20	Niny ghayi geebean ealoat nea miyeabwada sindeetta ng'eanyiida, ak geattaajiit aba huuydeandeaba askwearjoojusu appadahuukkeagwa. 
1PE.1.21	Nea appadaydaannyi gondeawi rarooda aba heeda Aseetta, ghayi aduunna niny jeeda miyeeda, ak ghoadaw giigheambiitta, ak eara masaweegeagwa ea raroodeang'wa gwanda heeda Aseetta. 
1PE.1.22	Nea ghoammiidu jeesingeagwa aba mureedeang'wa aba heeda huumeanda aba bariinyeega huumwa aba heeda oorjoogiyya, abariinnya geat huumwa aba jeeda gurorooda. 
1PE.1.23	Agooga meejiileegwa niba iyyeenya, aba mbeeyooda jea goosha geejiilneegwa aba diitta maygooshean, aba ng'asheanda Aseetta mideawa eaweega biissa gwanda; 
1PE.1.24	Aba gideaba
1PE.1.24	“Saseessean gawuurji nyeega,
1PE.1.24	Nea gharbeadaannyi sean gawuurji deakghweeda seenga.
1PE.1.24	Iissa seenga ghaghajaamiit ak ghoabit deakghweadaannyi,
