MAT.1.1	Ибрагьимил наслуялъул Давудил кьибилалъул вас Гӏиса Масихӏил умумузул цӏаразул рахас гьадинаб буго:
1CO.3.18	Лъицаниги живго гуккуге абе! Нужеда гьоркьоса лъиданиги ракӏалде кколеб батани гьаб дуниялалда жив гӏакъилав вугилан, хӏакълъунго гӏакъилав вукӏине бокьани, гьев гӏантлъеян абе. 
1CO.3.19	Гьаб дуниялалъул гӏакъиллъи Аллагьасда цебе гӏантлъилъун кколелъулха. Тӏухьдузда хъван буго: «Аллагьас гӏакъилзаби жидерго сихӏирлъиялъул гьиналъ ккола». 
1CO.3.20	Цоги бакӏалда хъван буго: «Бетӏергьанасда лъала гӏакъилазул пикрабаз пайда гьабулареблъи». 
1CO.3.21	Гьединлъидал, гӏадамазул рахъги ккун, живго веццизе лъугьунге щивниги. Кинабго нужерлъидалха: 
1CO.3.22	Павелги, Аполлосги, Кефаги, дуниялги, гӏумруги, хвелги, гьанжесебги, букӏинесебги – кинабго нужер буго. 
1CO.3.23	Нуж Масихӏил руго, Масихӏги Аллагьасул вуго!
1CO.4.1	Масихӏие хъулухъалъе чӏарал чагӏилъун рикӏкӏине ккола нужеца ниж. Нижее амру гьабун бугелъулха Аллагьасул балъголъи гӏадамазе загьирлъизабеян. 
1CO.4.2	Хъулухъалъе чӏарав чи цохӏо жиндирго бетӏергьанасе ритӏухъав вукӏине ккола. 
1CO.4.3	Дирго хӏакъалъулъ абуни, дие махӏги ургъел гьечӏо нужеца яги гӏадамазул кинаб букӏаниги судалъ дие хӏукму къотӏиялъул. Дицагоги къотӏуларо диего хӏукму. 
1CO.4.4	Дида гӏайиб гьечӏеблъи лъала дида. Амма гьелдалъун гуро дун ритӏухълъулев. Тӏадегӏанасин дие хӏукму къотӏизе бугеб. 
1CO.4.5	Тӏадегӏанав вачӏинегӏан лъицаниги лъиениги хӏукму къотӏуге. Гьес канлъуде босила бецӏлъукь бугебщинаб, рекӏелъ ругел къасдалгицин тӏатинарила. Гьеле гьебмехалда Аллагьасдасан щивав чиясе щвела жиндирго кири.
1CO.4.6	Нужее лъикӏлъиялъе дица гьеб кинабго бихьизабуна, вацал, нужеда, Аполлосилги диргоги мисалги бачун, «хъвараб гурони лъугьунарилан» абурал рагӏабазул магӏна нужедаги бичӏчӏизе ва, лъикӏалги тӏокӏалги ругилан, цоцазда цере чӏухӏдарунгутӏизе.
1CO.4.7	Хӏакъикъаталдаги сундалъун нуж цогидаздаса тӏокӏал ругел? Аллагьасдасан щвараб гуреб жо щиб нужелъ бугеб? Нужее гьеб нигӏматлъун кьунги бугеб мехалъ, цебего нужехъ гьеб букӏараб гӏадин, гӏамал кӏодолъун щай нуж лъугьунел?
1CO.4.8	Гьайгьай, гьанже нуж гӏорцӏун руго! Гьанже нуж бечелъун руго! Ниж гьечӏониги, гьанже парччахӏзабилъун лъугьун руго нуж. Дие бокьилаан унго-унголъунги нуж парччахӏзабилъун лъугьунелани, нужеда цадахъ нижецаги парччахӏлъи гьабизе. 
1CO.4.9	Амма дида ракӏалде ккола Аллагьас ниж – чапарзаби, халкъалда цере чӏвазе къотӏарал чагӏи гӏадин, бищун ахиралда чӏезарун ругилан. Тӏолабго махлукъаталъе – малаикзабазеги гӏадамазеги ниж лъугьана байрамалда халкъалъе кепалъе рагъулезда релълъарал чагӏилъун. 
1CO.4.10	Масихӏие гӏоло ниж гӏабдалзабилъун рикӏкӏунел руго, Масихӏиде цолъарал нуж гӏакъилзаби руго. Ниж загӏипал руго, нуж къуватал руго. Нужер хӏурмат гьабула, ниж хӏакъир гьарула. 
1CO.4.11	Жакъа къоялде щвезегӏанги ракъунги къечонги руго ниж. Нижер ретӏелги хохораб буго, ниж рухулел-кьабулелги руго, мина-руссенги нижер гьечӏо. 
1CO.4.12	Захӏмат бихьун гурони хинкӏ-чедги щолеб гьечӏо нижее. Ниж хӏакъир гьарула – нижеца баркат лъегиян абула, нижее гӏазаб кьола – нижеца хӏехьола. 
1CO.4.13	Нижедасан мацӏ гьабула – нижеца лъикӏаб бицуна. Ниж гьаб дуниялалъе хӏур-кӏучлъун хутӏун руго, гьаб гӏаламалъеги чӏахӏ-къуллъун хутӏун руго.
1CO.4.14	Нуж инжит гьаризе гуро, вацал, дица гьаб кинабго хъвалеб бугеб. Дирго хириял лъималазе гӏадин, гӏакълу кьолеб буго дица нужее. 
1CO.4.15	Масихӏил дарсал малъулев азарго мугӏалим нужер вугониги, эмен нужер цо гурони гьечӏелъул. Дун нужее эменлъун лъугьана, Рохалил хабаралдалъун дица нуж Масихӏиде цолъизаруна.
1CO.4.16	Гьединлъидалин дида релълъун хьвадейилан гьарулеб бугеб дица нужеда. 
1CO.4.17	Масихӏил нухдасан дун хьвадулев вугеб куц нужеда ракӏалде щвезабизе гьале нужехъе витӏулев вуго Тӏадегӏанасе ритӏухъав ва дие хирияв васлъун лъугьарав Тимофей. Гьеб нухдасан хьвадейилан дица малъула киса-кибго киналго иман лъуразул агьлуялда.
1CO.4.18	Нужеда гьоркьор руго нич гьечӏел гӏадамалги. Гьезда ракӏалде кколеб батила дун тӏокӏав гьениве вачӏинарилан. 
1CO.4.19	Амма, Тӏадегӏанасе бокьани, кватӏичӏого нужехъе вачӏина дун. Гьел нич гьечӏезул хабар-гаргар букӏин гуреб, къуват-гучги бугищали лъала дида гьебмехалда. 
1CO.4.20	Аллагьасул Парччахӏлъи хабар-гаргаралъулъ гуро бугеб, къуват-гучалъулъин. 
1CO.4.21	Щиб нужее бокьилеб? Дун цӏалги босун вачӏинейищ, яги нужеде бугеб рокьиялъул цӏураб хӏеренаб рагӏигун вачӏинейищ?
1CO.5.1	Цинги, дида бицана нужер гьениб мажусиязулгицин гьечӏебгӏадаб инжитаб иш лъугьун бугилан – цо чи жиндирго бесдал эбелалда аскӏов вегулев вугилан. 
1CO.5.2	Гьелдаса пашманлъизе кколеб бакӏалда нужер чӏухӏиго щиб! Гьединаб инжитлъи жиндасан лъугьарав чи нужерго агьлуялда гьоркьоса вачахъизе кколаан нужеца. 
1CO.5.3+1CO.5.4	Дирго рахъалъ абуни, черх гьаниб бугониги, рухӏ гьениб нужеда аскӏоб бугелъул, гьенив вугев гӏадин вукӏуна дун. Нужер данделъиялда нилъер Тӏадегӏанав Гӏисал къудратгун цадахъ дирго рухӏги гӏахьаллъизабун, нилъер Тӏадегӏанав Гӏисал цӏаралдалъун дица хӏукму къотӏана 
1CO.5.5	гьеб иш гьабурав чи илбисалъул кверщаликье кьезе – биччанте гьесул мунагьаб напс хвезе. Тӏадегӏанав вачӏараб къоялъ гьесул рухӏ хвасарлъизеги бегьула.
1CO.5.6	Нужер гьеб гӏамал кӏодолъи лъикӏаб хасият гуро. Нужеда рагӏанищ гьадинаб кици: «Гьитӏинаб реччеялъги гӏемераб ханжу беччизабула»? 
1CO.5.7	Мунагьалъул басрияб речче тӏубанго нахъе рехе. Гьебмехалъ речче гъорлъ гьечӏого бежараб чедлъун лъугьина нуж. Гьединаб чедин нуж кколел! Нилъер пасхаялъул кьегӏер – Масихӏ – цевего къурбанлъун лъугьиндалха!
1CO.5.8	Рачӏа гьанже нилъеца пасхаялъул байрамалде хӏадурлъи гьабилин басрияб речче (ай мунагьги квешлъиги) цадахъ гьечӏого. Реччичӏел чадал (ай бацӏцӏадабщинабги хӏакъабщинабги) цадахъ, росун хӏадурлъизин гьелде.
1CO.5.9	Дица нужехъе битӏараб кагътида хъван букӏана пасатал чагӏазулгун гьоркьоблъи гьабугейилан. 
1CO.5.10	Пасатал, хъантӏарал, макруял гӏадамазул ва гьересиаллагьзабазе лагълъи гьабулел мажусиязул гуребха дица бицунеб букӏараб. Гьездаса ратӏалъизени, дуниял тун ине ккелаан ниж. 
1CO.5.11	Дица хъван букӏана, жидеца иман лъун бугиланги абун, пасалъиги гьабулел, хъантӏун магӏишатги гьабулел, гьересиаллагьзабазе лагълъиги гьабулел, мацӏги гьабулел, хӏилла-рекӏкӏги гьабулел, гьекъолдизеги гьекъолдулел гӏадамазулгун хурхен гьабугейилан, хӏатта гьезда цадахъ гӏодор чӏун кванагейилан. 
1CO.5.12+1CO.5.13	Нилъер гуреб агьлуялъе суд гьабунги щайха дие? Аллагьас гьабила гьезие суд. Нужерго агьлуялъул чиясе суд гьабизе кколаребищ нужеца? Тӏухьдузда хъван бугелъул: «Квешав чи нужер агьлуялда гьоркьоса нахъе вачахъе», – ян.
1CO.6.1	Жиндирго диналъул вацасдехун нужеда гьоркьоса пуланав чиясул дагӏба-рагӏи бугони, Аллагьасул халкъги рехун тун, иман гьечӏезухъе суд гьабизе ине бегьилищ гьев? 
1CO.6.2	Нужеда лъаларебищ гьаб гӏаламалъе суд Аллагьасул халкъалъ къотӏизе букӏин? Гӏаламалъего суд гьабизе бугел нужеда кӏоларебищ гӏиси-бикъинаб дагӏба-рагӏи къинабизе? 
1CO.6.3	Нужеда лъай: малаикзабазегицин суд гьабизейин нилъеца бугеб. Гьаб дуниялалъул ишал тӏуразе кигӏанха нужее бигьалъизе кколеб! 
1CO.6.4	Гьединаб дагӏба-рагӏи нужеда гьоркьоб ккараб мехалъ, щай нужеца гьеб нужерго агьлуялда гьоркьоб къимат гьечӏел гӏадамазде гӏарз бахъулеб? 
1CO.6.5	Нечоларищ нуж? Диналъул вацал рекъезаризе кӏолев цониги гӏакъилав чи нужеда гьоркьов ватичӏого вукӏине рес гьечӏо. 
1CO.6.6	Бихьулищ – вацас вац судалде вачунев вуго, гьебги – иман лъечӏез хӏукму къотӏизе. 
1CO.6.7	Нужеда гьоркьоса гӏадамал судалде ине ккеялъгицин нугӏлъи гьабула нуж къеялъе. Нужее гьабураб зарал-зиянги баччун рукӏинго лъикӏ гурищ? Нужехъа боцӏи-рикъзи бахъиги хӏехьон рукӏинго лъикӏ гурищ? 
1CO.6.8	Нужецайин абуни цоцазе зарал-зиян гьабулеб буго, цоцахъа боцӏи-рикъзи бахъулеб буго. Лъие гьеб гьабулеб бугеб? Нужерго вацазе!
1CO.6.9	Нужеда лъаларебищ пасатал гӏадамазе Аллагьасул Парччахӏлъи насиблъулареблъи? Нужго нужецаго гуккуге! Пасалъи гьабулезе, гьересиаллагьзабазе лагълъи гьабулезе, зина гьабулезе, бихьиназдасан лазат босулел бихьиназе, 
1CO.6.10	хъантӏаразе, цӏогьабазе, гьекъолдухъабазе, мацӏихъабазе, хъамалчагӏазе – гьезул цонигиязе Аллагьасул Парччахӏлъи насиблъуларо. 
1CO.6.11	Нужеда гьоркьорги рукӏана гьединал гӏадамал. Амма нуж гьанже чурун руго, рацӏцӏалъизарун руго, Тӏадегӏанав Гӏиса Масихӏил цӏаралдалъун ва нилъер Аллагьасул Рухӏалдалъун ритӏухълъизарун руго!
1CO.6.12	«Бокьарабщинаб гьабизе бегьула!» – ян абула цо-цояз. Бокьарабщинаб гьабиялъул гуребха пайда букӏунеб. «Бокьарабщинаб гьабизе бегьула!» Амма дун сундулниги лагълъун лъугьине бегьуларо. 
1CO.6.13	Цогидаз абула: «Квен – чохьое, чехь – квание!» – ян. Аллагьас гьеб кӏиябгоги пасалъизабула. Гьаваялда нахъбилълъине гуро черх бижун бугеб, Тӏадегӏанасе тӏагӏаталъейин. Тӏадегӏанас тӏалаб гьабила гьелъул. 
1CO.6.14	Тӏадегӏанав Гӏиса хваралъуса вахъинавуна Аллагьас, жиндирго къудраталдалъун нужги хваралъуса рахъинарила гьес.
1CO.6.15	Нужеда лъаларебищ нужер чурхдулги Масихӏил черхалъул бутӏаби рукӏин? Масихӏил черхалъул бутӏа хъахӏбал черхлъун лъугьинабизе бегьилищ? Киданиги бегьуларо! 
1CO.6.16	Нужеда лъаларебищ хъахӏбаялда аскӏов вегарасул черх гьелъул черхгун цолъулеблъи? Тӏухьдузда хъван бугелъул: «гьел кӏиялго цолъун, цого лъугьина». 
1CO.6.17	Тӏадегӏанасде цолъарасул рухӏ гьесул Рухӏгун цолъула.
1CO.6.18	Хъахӏбалъи рикӏкӏад гьабе! Цогидал мунагьал инсанасул черхалдаса къватӏирехун ккарал рукӏуна. Хъахӏбаяв чиясин абуни, мунагь гьабула жиндирго черхги хӏакъирлъизабун. 
1CO.6.19+1CO.6.20	Аллагьасдасан нужее щвараб Илагьияб Рухӏ жаниб чӏолеб мукъадасаб рукълъун нужер черх букӏин лъаларебищ нужеда? Цӏикӏкӏараб мухьги кьун росун ругелъул, нужго бетӏергьанал чагӏи гуро нуж
1CO.7.1	Гьанже дица бицина нужеца дихъе кагътида хъван букӏаралъул хӏакъалъулъ. Чӏужугӏаданалда аскӏове къачӏого вукӏинго лъикӏ бихьинчиясе. 
1CO.7.2	Амма пасалъи цӏикӏкӏун бугелъул, щивав бихьинчиясул жиндирго лъади йикӏун лъикӏ, щияй чӏужугӏаданалъулги жиндирго рос вукӏун лъикӏ. 
1CO.7.3	Росас лъади бусада жиндасаго рикӏкӏалъизайизе бегьуларо, лъадиялъ росги бегьуларо. 
1CO.7.4	Жиндирго черхалъул кверщел лъадиялъухъ гуро бугеб, росасухъ буго. Гьединго жиндирго черхалъул кверщел росасухъ гуро бугеб, лъадиялъухъ буго. 
1CO.7.5	Кӏиялго разилъун, Аллагьасе гьари-дугӏаялъе цодагьабго заманаялъ гурони, цоцаздаса ратӏалъуге. Цинги нахъеги цадахъ рукӏа. Гьедин хьвадани, илбисалда кӏвеларо, чорхол гьава къинабизе кӏолеб гьечӏолъи бихьун, нуж къосинаризе. 
1CO.7.6	Гьаниб дица нужее амру гьабулеб гьечӏо гьедин гурони бегьуларилан. Нужее бигьалъи гьабулеб буго. 
1CO.7.7	Гьайгьай, дие бокьилаан киналго гӏадамал дун гӏадин чӏолелани. Амма Аллагьас щивасе гьунар кьун буго: цоясе гьадинаб, цогидасе додинаб.
1CO.7.8	Къороллъун хутӏарал бихьиназдаги руччабаздаги дица абилаан, дун гӏадин, ялгъузго рукӏайилан. 
1CO.7.9	Къороллъи хӏехьезе кӏолеб гьечӏони, ригьин гьабизе ккела. Ригьнаде руссинго лъикӏ, хӏасраталъ рухӏизегӏан. 
1CO.7.10	Ригьнада ругезени, дица гуреб, Тӏадегӏанас гьабулеб буго амру: лъади росасдаса ятӏалъизе бегьуларо. 
1CO.7.11	Нагагь ятӏалъани, ялгъузго йикӏине ккела яги росгун рекъезе ккела. Росасги лъади йиччан тезе бегьуларо.
1CO.7.12	Цогидаздани, Тӏадегӏанас гуреб, дица абулеб буго: диналъул вацасул лъади иман лъечӏей йигони, амма росасда цадахъ чӏезе къабуллъулейги йигони, къватӏие йитӏуге гьей. 
1CO.7.13	Чӏужугӏаданалъул рос иман лъечӏев вугони, гьелда цадахъ чӏезеги разилъулев вугони, ятӏалъуге гьесдаса. 
1CO.7.14	Иман лъечӏев росасдаса Аллагь разилъула гьесул иман лъурай лъади сабаблъун. Иман лъечӏей лъадиялдасаги Аллагь разилъула гьелъул иман лъурав рос сабаблъун. Гьедин букӏунаребани, гьезул лъималги мажусиязулго гӏадинал рукӏинаан. Гьедин бугелъул, гьел лъималаздасаги Аллагь разилъула. 
1CO.7.15	Иман лъечӏев росасе яги лъадуе ратӏалъизе бокьани, риччанте ратӏалъизе. Гьедин кколеб бугони, диналъул вацасда яги яцалда тӏадаб гьечӏо жидерго ригьин цӏунизе. Аллагьасни рекъон рукӏайилан абулеб буго. 
1CO.7.16	Дуда щиб лъалеб, лъади, дурго рос хвасар гьавизе дуда кӏоларевлъи? Дуда щиб лъалеб, рос, дурго лъади хвасар гьайизе дуда кӏоларейлъи?
1CO.7.17	Амма нужер щивав вукӏине виччанте Тӏадегӏанас гьесие бихьизабураб хӏалалда, гьев хутӏизе виччанте Аллагьас гьев жиндихъего ахӏараб куцалда. Гьединабго амру гьабула дица кинабго иман лъуразул агьлуялъеги. 
1CO.7.18	Сунат гьабурав вугони Аллагьас ахӏун, гьеб балъго гьабизе ккеларо. Сунат гьабичӏев ахӏун вугони, сунат гьабизеги ккеларо гьес. 
1CO.7.19	Сунат гьабиги – рикӏкӏунаро, сунат гьабичӏолъиги – рикӏкӏунаро, Аллагьасул амруял тӏуразари буго аслуги кьучӏги! 
1CO.7.20	Аллагьас кинавлъун инсан жиндихъего ахӏаниги, гьединавлъун хутӏизе виччанте гьев. 
1CO.7.21	Гьес ахӏараб мехалъ мун лагълъун вукӏарав ватани, гьелъулги пикру гьабуге дуца. Амма тархъанлъизе рес бугони, гьелъие гӏамал гьабе. 
1CO.7.22	Тӏадегӏанас жиндихъего ахӏарав лагъ Тӏадегӏанасда цеве эркенав чилъун ккола, эркенго вукӏаго ахӏаравги Масихӏил лагъ ккола. 
1CO.7.23	Аллагьас цӏикӏкӏараб мухьги кьун росун ругелъул, гӏадамазул лагъзаллъун ккезе чӏоге! 
1CO.7.24	Кинавлъун гьес жиндихъего ахӏаниги, гьединавлъун хутӏизе виччанте, вацал, гьев Аллагьасда цеве!
1CO.7.25	Росасе инчӏел ясазул рахъ цӏехани, гьелъул рахъалъ Тӏадегӏанасдасан бачӏараб амру гьечӏо дихъ. Амма дица дирго пикру бицина, Аллагьасул баркаталдалъун дунги вугелъулха божизе бегьулев чи. 
1CO.7.26	Захӏматаб заман бугелъул, живго вугеб хӏалалъ чӏейго лъикӏ чиясе. 
1CO.7.27	Лъади ячун йигищ – йиччан тоге. Ячун гьечӏищ – гьей ялагьизе лъугьунге. 
1CO.7.28	Амма лъади ячинги мунагь гуро. Гӏурай яс росасе инги мунагь гуро. Амма ригьнаде руссиндал, гьаб дуниялалъул къварилъи-захӏмалъи рещтӏина нужеде. Дие бокьилаан гьелдаса нуж цӏунизе. 
1CO.7.29	Дие бокьун буго, вацал, нужеда абизе, гьаб дуниялалъе заман дагьлъун бугилан. Лъудби рачаралги хьвадизе ккела лъудбиго гьечӏел гӏадин. 
1CO.7.30	Гӏодулел ругелги хьвадизе ккела гӏодулелго гьечӏел гӏадин. Рохун ругелги хьвадизе ккела рохунго гьечӏел гӏадин. Босаралги хьвадизе ккела жидеца щибго босичӏеб гӏадин. 
1CO.7.31	Дуниялалъул ишазде машгъуллъаралги хьвадизе ккела гьезде машгъуллъунго гьечӏел гӏадин. Гьаб дуниял тӏагӏун инехъин бугелъулха!
1CO.7.32	Дие бокьун буго нуж сундулго ургъел гьечӏого рукӏине. Лъади гьечӏев чи Тӏадегӏанасе гьабулеб тӏагӏаталъул ургъалида вукӏуна, Тӏадегӏанав разилъи тӏалаб гьабула гьес. 
1CO.7.33	Лъади йигев чи дуниялалъул ургъалида вукӏуна, лъади разилъи тӏалаб гьабула гьес. 
1CO.7.34	Гьедин кӏийиде викьун вукӏуна лъади ячарав чи. Росасе инчӏей чӏужугӏадан яги гӏолохъанай яс Тӏадегӏанасе гьабулеб тӏагӏаталъул ургъалида йикӏуна, гьесда цебе черхги ракӏги бацӏцӏадго цӏунизе. Рос вугей чӏужугӏадан дуниялалъул ургъалида йикӏуна, рос разилъи тӏалаб гьабула гьелъ. 
1CO.7.35	Дица гьеб кинабго абулеб буго нужее лъикӏлъиялъе. Щибниги жо нужее гьукъизе гуро дун кӏалъалев вугев. Дие бокьун буго гьениб нужер ишазулъ гӏадлу-тадбир букӏине ва сундего машгъуллъичӏого нужеца Тӏадегӏанасе хъулухъ гьабизе.
1CO.7.36	Лъицаниги рикӏкӏунеб бугони абурай яс ячинчӏого тезе рекъараб гьечӏилан, гьелдехун бугеб хӏасратги къезабизе кӏолеб гьечӏони, биччанте гьес жиндирго рекӏее бокьараб гьабизе. Гьей ячани гьев мунагьалъукье кколаро. 
1CO.7.37	Амма гьей ячине сунцаниги тӏамулев гьечӏони, ячинчӏого тезе кьури гьечӏеб хӏукмуги гьабун бугони, жиндирго хӏасраталда квелъ базеги кӏолеб бугони, – гьеб лъикӏ ккела. 
1CO.7.38	Хӏасил: жиндирго абурай ячин лъикӏ буго, амма ячинчӏого тани, дагьабги лъикӏ
1CO.7.39	Лъади ригьнада хутӏула гьелъул рос чӏаго вугевгӏан заманалда. Рос хвани, гьелъул ихтияр буго жиндиего бокьарав чиясе ине. Амма Гӏисаде иман лъурав чи вукӏине ккела гьев. 
1CO.7.40	Къороллъудаго чӏани, гьей жеги талихӏай йикӏина. Гьединаб буго дир пикру, Аллагьасул Рухӏ щварав чи вугилан ккола дун.
1CO.8.1	Гьанже бицинин мажусиязул аллагьзабазе къурбаналъе хъурал жалазул гьанал хӏакъалъулъ. Нилъер киназулго гӏелму-лъай бугилан битӏун абулеб буго нужеца. Амма гӏелму-лъаялъ гӏадамасул гӏамал кӏодолъизабула. Рокьиялъ берцинго гӏуцӏула инсанасул гӏумру. 
1CO.8.2	Жинда цо щибниги лъалилан ракӏалде кколеб бугони, унго-унгояб лъай гьесие щун букӏунаро. 
1CO.8.3	Амма Аллагь вокьулев чи Аллагьасда лъала.
1CO.8.4	Мажусиязул аллагьзабазе къурбаналъе хъурал жалазул рахъ босани: нилъеда лъала гьезул аллагьзаби щибго гурел жал рукӏин, цо гурони, тӏокӏав батӏияв Аллагь гьечӏевлъиги. 
1CO.8.5	Ракьалда рукӏа, зобалазда рукӏа гьел аллагьзабийилан абулел жал ругилан телин (гьел цӏакъ гӏемер руго – «аллагьзабийилан» абулелги, «бетӏергьабийилан» абулелги). 
1CO.8.6	Амма нилъер Эмен – Аллагь цохӏо вуго, жинца кинабго бижарав ва жиндиего гӏоло нилъ рижарав. Нилъер цо бетӏергьан вуго – Гӏиса Масихӏ. Гьесдалъун бижун буго кинабго, гьесдалъун нилъги чӏаголъана. 
1CO.8.7	Киназдаго гуребха гьеб лъалеб. Цо-цоял гьел гьересиаллагьзабазде цӏакъго ругьунлъун руго ва гьез гьанжегицин мажусиязухъа босараб гьан кваналеб буго, дозие къурбанлъун гьебги рикӏкӏун. Мунагь ккеладайилан щакдарулелги руго гьел, хӏарамаб жоцин кваналеб бугодай жидецаян. 
1CO.8.8	Амма кваница нилъ Аллагьасде гӏагар гьаруларо. Гьеб кваначӏогойилан камулеб жоги гьечӏо нилъее, квананилан щолеб жоги гьечӏо.
1CO.8.9	Бегьулебилан рикӏкӏунебги бегьуларебилан рикӏкӏунебги кваналеб букӏин гьел иман загӏипазе нухда хӏетӏе тункулеб гамачӏлъун лъугьине гурин. 
1CO.8.10	Мунагь ккеладайилан щакдарулев чиясда вихьани гьединаб лъай бугев мун мажусиязул мукъадасаб рокъов гӏодовги чӏун кваналев, духъ валагьун, гьесги кванала гьезул къурбаналъул гьан. 
1CO.8.11	Гьедин гьеб дур «гӏелму-лъай» сабаблъун – гьев иман загӏипав чи – жиндие гӏоло Масихӏ хвалде арав дур диналъул вац хвезеги бегьула. 
1CO.8.12	Дурго вацазе заралаб мунагь гьабун, щакдарулеб гьезул ракӏги лъукъун, Масихӏиде дандечӏун мунагь гьабулеб буго дуца. 
1CO.8.13	Гьедин, дир вац къосиналъе сабаблъун квен лъугьунеб бугони, гьев къосинавизегӏан, киданиги гьан кӏалдибе босичӏого чӏела дун!
1CO.9.1	Дун эркенав чи гурищ? Дун Масихӏил чапар гурищ? Нилъер Тӏадегӏанав Гӏиса вихьарав чи гурищ? Тӏадегӏанасде нуж цолъи дир хӏаракатчилъиялъул хӏасил гурищ? 
1CO.9.2	Цогидазе дун чапар ватичӏониги, нужее дун чапарлъидалха! Тӏадегӏанасде цолъараб нужер гӏумруялъ нугӏлъи гьабула дун Масихӏил чапар вукӏиналъе.
1CO.9.3	Гьеле гьедин, дунго ритӏухъ гьавун, жаваб кьола дица дир ишазул цӏех-рех гьабизе бокьаразе. 
1CO.9.4	Кваназеги гьекъезеги гӏарац щвезе ихтияр гьечӏебищ нижер? 
1CO.9.5	Нижер ихтияр гьечӏебищ, цогидал чапарзабаз гӏадин, Тӏадегӏанав Гӏисал вацаз яги Пётрица гӏадин, нилъер диналъул яцаздасан лъади ячине ва гьейгун цадахъ сапаралде ине? 
1CO.9.6	Яги гӏицӏго диеги Барнабаегийищ ихтияр гьечӏеб бетӏербахъиялъе хӏалтӏичӏого чӏезе?
1CO.9.7	Мухьдахъ ккурав рагъухъан жиндирго гӏарацги харж гьабун вагъулевищ? Жиндирго цӏибил квинчӏого толебищ ахихъанас? Жиндирго рохьдолъа гӏачиязул рахь гьекъечӏого толебищ вехьас? 
1CO.9.8	Гӏадамазул гӏадатияб гӏумру-яшавалдасан гьединал мисалал рачине бегьи гуребги, гьелъулго хӏакъалъулъ Къануналдаги буго. 
1CO.9.9	Мусал Къануналда хъван бугелъулха: «Лал бокъунеб бугеб оцол кӏалалда таргьа баге», – ян. Аллагьас оцазул тӏалаб-агъаз тӏаде босун абурал рагӏабийищ гьел? 
1CO.9.10	Гьес нилъер хӏакъалъулъ гуребдай гьеб абун бугеб? Гьайгьай, нилъер хӏакъалъулъ абун буго. Векьарухъанас бекьула ва лал тӏамулес лалги тӏамула хуриса бачӏаралъул бутӏа щвезе хьулалда. 
1CO.9.11	Нужеда гьоркьоб Илагьияб Рухӏалъул хьон хьарал нижеца хьул-къасд гьабулеб бугони, гьелдасан бижаралъул бутӏа бетӏербахъиялъе щвелародайилан – цӏикӏкӏараб мухьищха гьеб кколеб? 
1CO.9.12	Цогидазул ихтияр батани нужедасан кумек тӏалаб гьабизе, гьайгьай, нижер жеги цӏикӏкӏараб ихтияр буго гьелъие.
1CO.9.12	Амма нижеца киданиги пайда босичӏо гьеб ихтияралдаса. Нижеца кинабго хӏехьола Масихӏил хӏакъалъулъ Рохалил хабаралъе сундулъго квалквал-квекӏен гьечӏого хутӏизе. 
1CO.9.13	Нужеда лъаларебищ Мукъадасаб Рокъоб хъулухъ гьабулел чагӏаз гьенисан бетӏербахъулеблъи? Къурбаналъул гьан лъолеб бакӏалъул тӏалаб гьабулезеги гьеб къурбаналъул бутӏа жидеего босизе ихтияр букӏин лъаларебищ? 
1CO.9.14	Гьединго Тӏадегӏанасги бихьизабун буго Рохалил хабар лъазабулезги гьелдасан бетӏербахъеян.
1CO.9.15	Гьединаб цониги ихтияралдаса цониги нухалъ пайда босичӏо дица. Гьанжеги дица нужехъе гьеб тӏалаб гьабун гуро хъвалеб бугеб. Дунго чӏухӏизе бегьулелдаса махӏрумлъизегӏан хвезе бокьила. 
1CO.9.16	Рохалил хабар лъазабулеб бугилан чӏухӏдаризе бегьуларо дун. Дица тӏубазабичӏого гӏолареб тӏадкъай бугелъулха гьеб! Рохалил хабар халкъалда лъазабичӏони, балагь рещтӏаги диде! 
1CO.9.17	Дунго лъикӏав лъугьун гьеб гьабулеб букӏарабани, гьелъухъ мухьги щвелаан дие. Дунго лъикӏав лъугьун гуро, дида тӏадкъан бугелъул гьабулеб буго. 
1CO.9.18	Щиб кириха дие щолеб бугеб? Дие щолеб кири ккола – дица щибго мухь гьечӏого Рохалил хабар лъазабулеб букӏин ва гьелдалъун дие бугеб ихтияралдаса пайда босулеб гьечӏолъиги.
1CO.9.19	Дун эркенав чи вуго, лъилниги лагъ гуро, амма дун киназулго лагълъун лъугьана, кигӏан кӏваниги цӏикӏкӏун гьел дихъ гӏенеккизе бокьун. 
1CO.9.20	Жугьутӏазда гьоркьов дун лъугьана жугьутӏав гӏадин, жугьутӏал дихъ гӏенеккизе бокьун. Къанун цӏунулезда гьоркьов дун хьвадана гьеб Къанун цӏунулев чи гӏадин (Къануналъ дида тӏад кверщел гьабулеб гьечӏониги), Къанун цӏунулелалги дихъ гӏенеккизе бокьун. 
1CO.9.21	Къанун лъаларезда гьоркьов дун чӏана Къанун лъаларевлъун, (амма Масихӏил кверщаликь вугев дида Аллагьасул къанун лъала), Къанун лъаларел чагӏиги дихъ гӏенеккизе бокьун. 
