MAT.1.1	Ибрагьимни наслусундан тувгъан Давутну наслусундан болгъан Исаны тайпа тухуму.
GAL.3.4	Сизин башыгъыздан оьтген бары да затлар бошуна гетип къалма ярамас! 
GAL.3.5	Сизге Оьзюню Ругьун берген ва арагъызда аламатлар яратагъан Аллагь муну сиз Къанунну юрютегенигиз учун этеми яда сизге айтылгъан затгъа инангъаныгъыз учун этеми?
GAL.3.6	Ибрагьимни эсге алып къоюгъуз. Ону гьакъында Сыйлы Язывларда булай язылгъан чы: «Ибрагьим Аллагьгъа иман салды, шо саялы Аллагь ону къабул этди». 
GAL.3.7	Сиз шу затны англап къоюгъуз: Аллагьгъа иман салагъанлар барысы да Ибрагьимни авлетлеридир! 
GAL.3.8	Аллагь ят халкъланы оьзлени иманына гёре къабул этежеги Сыйлы Язывларда алданокъ билдирилген. Шогъар гёре Аллагь Ибрагьимге: «Бары да халкълагъа Аллагь сенден таба берекет берер», – деп ваъда этген. 
GAL.3.9	Шо саялы да Аллагь Оьзюне иман салгъан Ибрагьимге берекет бергени йимик, О Оьзюне иман салагъанланы барысына да берекет берер.
GAL.3.10	Къанунну юрютмекге аркъа таяйгъанланы барысы да налатны тюбюндедир. Неге тюгюл де, Сыйлы Язывларда: «Къанунда язылгъан бары да затланы юрютмейгенлер барысы да налатлансынлар», – деп язылгъан. 
GAL.3.11	Къанунну кютген деп, Аллагь биревню де къабул этмежеги ачыкъдыр. Неге тюгюл де, «имандан таба Аллагь къабул этгенлер яшап къалажакълар». 
GAL.3.12	Къанун буса имангъа асасланмагъан. Онда язылгъан кюйде, «янгыз Къанунну бары да буйрукъларын гьар заман кютегенлер шо буйрукълар булан яшап къалажакъ». 
GAL.3.13	Месигь муна шолай бизин Къанунну налатындан къутгъарды. Бизин учун О Оьзю налатланды. Неге тюгюл де, Сыйлы Язывларда: «Агъачгъа илинген налатлангъандыр», – деп язылгъан. 
GAL.3.14	Шо саялы Аллагьны Ибрагьимге берген ваъдасы Иса Месигьден таба ят халкълар учун яшавгъа чыгъа, биз де оьзюбюзге ваъда этилген Аллагьны Ругьун имандан таба алабыз.
GAL.3.15	Къардашлар, мен сизге гьар гюнлюк яшавдан мисал гелтирейим. Гьатта инсанлар язып къоягъан разилешивню гери урмагъа ва огъар бир зат сама къошмагъа биревню де ихтияры ёкъ. 
GAL.3.16	Ибрагьимге ва ону авлетине берилген ваъдалар булан да лап шолай болду. Тергев этигиз чи, Сыйлы Язывларда «авлетлерине» деп айтылмагъан, «авлетине» деп айтылгъан. «Авлети» буса Месигьдир. 
GAL.3.17	Арадан дёрт юз отуз йыл гетип чыкъгъан Къанун Аллагь бегетген разилешивню гючюн тайдырып ва онда ваъда этилген затны ёкъ этип болмай. 
GAL.3.18	Эгер варислик этмек ихтиярны Къанун бере болгъан буса, шону, озокъда, ваъда булан алып болмас эди. Аллагь буса шо ихтиярны Ибрагьимге Оьзюню ваъдасы булан савгъат этип берген.
GAL.3.19	Шолай болгъанда, Къанун не учун берилген дагъы? Къанун инсанланы гюнагьлары саялы да берилген. Ваъда оьзюнюки болгъан Ибрагьимни авлети гелгинче, Къанун иш гёрдю. Къанун арачы болгъан Мусаны кёмеклиги булан малайиклерден таба берилген. 
GAL.3.20	Арачы эки якъны пайдаларын якълайгъанда тарыкълы бола. Аллагь буса бирдир.
GAL.3.21	Къанун Аллагь берген ваъдалагъа къаршы чыгъамы дагъы? Чыкъмай! Эгер бизге берилген Къанунну яшав бермеге гючю бар эди буса, Аллагь къабул этегенлик, гертилей де, Къанундан асылы болур эди. 
GAL.3.22	Сыйлы Язывлар бютюн дюньяны гюнагьны къолунда есир этип токътагъан. Шоллукъда, Аллагь этген ваъда янгыз Иса Месигьге иман салгъанлагъа берилер.
GAL.3.23	Иманны вакътиси етгинче, гёзленген иман арагъа чыкъгъанча, Къанун бизин кирит уруп сакълай эди. 
GAL.3.24	Месигь гелип, Аллагь бизин иманыбызгъа гёре къабул этгинче, Къанун бизин яшланы тарбиялавчусудай алып юрюп турду. 
GAL.3.25	Амма иманны заманы гелди, бизге де тарбиялавчу дагъы тарыкъ тюгюл.
GAL.3.26	Иса Месигьге иман салмакълыгъыгъыз булан сиз Аллагьны авлетлери болдугъуз. 
GAL.3.27	Сиз сувгъа чомдуртуп, оьзюгюзню Аллагьгъа тапшуртуп, Месигь булан бирлешип, барыгъыз да Ону булан бир болуп токътадыгъыз. 
GAL.3.28	Не ягьуди, неде ят, не къул, неде азат, не эркек, неде къатын дагъы ёкъдур, неге тюгюл Иса Месигьге салгъан имандан таба сиз барыгъыз да бирсиз! 
GAL.3.29	Эгер сиз Месигьники бусагъыз, сиз Ибрагьимни наслусу гьисапда Аллагь ваъда этген затланы варислерисиз.
GAL.4.1	Мен айтагъаным, варис яш чагъында буса, ону къулнукинден бир башгъалыгъы да болмас, гьакъыкъатда буса бары да мюлклер онуки болар. 
GAL.4.2	Амма атасы токъташдыргъан белгили бир вакътиге ерли яш тарбиялавчулагъа ва вакиллеге таби бола.
GAL.4.3	«Яш» вакътибизде биз барыбыз да шолай бу дюньягъа гьакимлик этип турагъан къайдалагъа къул болуп турдукъ. 
GAL.4.4	Белгиленген заман етгенде буса, Аллагь Уланын йиберди. О Улан къатынгишиден тувду ва Къанунгъа таби болду. 
GAL.4.5	Шолайлыкъда, биз барыбыз да Оьзюню авлетлери болсун учун, Аллагь Къанунгъа таби болгъанланы эркин этди. 
GAL.4.6	Сиз Аллагьны авлетлерисиз! Шо саялы Аллагь Оьзюню авлетлерини юреклеринде Уланыны Ругьун ерлешдирди. Шо Ругь Аллагьгъа: «Абба! Атам!» – деп айта. 
GAL.4.7	Сен дагъы къул тюгюлсен, Аллагьны авлетисен. Авлети болгъан сонг, Аллагь сени варис де этди.
GAL.4.8	Алда сиз Аллагьны танымай туруп, «аллагьланы» къуллары эдигиз. Олар гьакъыкъатда аллагьлар да тюгюл. 
GAL.4.9	Амма гьали сиз Аллагьны таныйсыз, тюзюн айтса, Аллагь сизин таный. Шолай болгъанда, сиз шо гючсюз ва бир пайдасыз къайдалагъа къайтмагъа сюемисиз дагъы? Сиз янгыдан шо къайдаланы къуллары болмагъа сюемисиз дагъы? 
GAL.4.10	Сиз йылны бир бир гюнлерин, айларын, заманларын да сыйлы деп белгилейсиз! 
GAL.4.11	Мени сизин учун тёгюлген къыйыным негьакъ болдуму экен деп къоркъаман.
GAL.4.12	Къардашларым, мен де сизин йимик болгъан сонг, сиз де мени йимик болугъуз деп, ялбарып тилеймен. Гьали болгъунчагъа да сиз магъа бир де яманлыкъ этмедигиз. 
GAL.4.13	Биринчи керен мен сизге Сююнч Хабарны аврувум себепли болуп билдирип болдум. 
GAL.4.14	Мени аврувум сизин учун да бир сынав болду, амма сиз мени гери урмадыгъыз ва кем гёрмедигиз. Сиз мени Аллагьны бир малайигин йимик, Иса Месигьни йимик къабул этдигиз. 
GAL.4.15	Сиз о заман олай насипли эдигиз чи! Мен билемен чи, эгер болгъан бусагъыз, сиз магъа сытып гёзлеригизни де бережек эдигиз! 
GAL.4.16	Гертисин айтгъанман деп, гьали мен сизин душманыгъыз болуп къалдыммы дагъы?
GAL.4.17	Оьзлеге бакъгъан якъдагъы сюювюгюзню къазанмакъ муратда о адамлар сизге ялынып айлана. Амма оланы мурады бирдир: сиз де сонг оьзлеге ялынсын деп, олар бизин айырмагъа сюелер. 
GAL.4.18	Эгер де яхшы мурат булан болуп ва янгыз мен сизин булангъы заман тюгюл, даим этип тура буса, сююв къазанмакъ башгъа яман зат тюгюл. 
GAL.4.19	Балаларым, яш табагъанда къатынгиши нечик азап чеге буса, сизин учун мен де шолай азап чегип тураман. Сиз Месигьдей болуп къалгъанча, шолай болуп да туражакъ. 
GAL.4.20	Гьали мен сизин арагъызда да болуп, сизин булан бютюнлей башгъача кюйде сёйлемеге, огь, нече де сюер эдим дагъы; гьали буса мен не этегенни билмей, манг болуп тураман.
GAL.4.21	Сиз, Къанунгъа таби болуп турмагъа сюегенлер, магъа айтыгъыз чы: Къанунда не деп айтылагъанны сама билемисиз? 
GAL.4.22	Къанунда Ибрагьимни эки уланы болгъан, бири къараваш къатындан, биревюсю буса азат къатындан тувгъан деп язылгъан. 
GAL.4.23	Къараваш къатын тапгъаны бары да яшлар тувагъанда йимик тувгъан, азат къатынныки буса Аллагьны ваъдасы булан тувгъан.
GAL.4.24	Бу хабарны тапшурма маънасы бар. Бу къатынгишилер эки башгъа разилешивню белгилей. Разилешивню бириси Синай тавда бегетилген ва шону натижасында тувгъан яшлар къуллардыр. Бу разилешивню белгиси Гьажар болуп токътай. 
GAL.4.25	Гьажар Арабстандагъы Синай тавну белгилей, шо – гьалиги Ерусалим, неге тюгюл Ерусалим ва ону авлетлери къулчулукъда. 
GAL.4.26	Сара буса кёкдеги азатлыкъдагъы Ерусалимни белгилей ва бизин барыбызны да анабыз йимик. 
GAL.4.27	Неге тюгюл де, Сыйлы Язывларда булай язылгъан:
GAL.4.27	Сююн, бир заманда да яш тапмагъан, гьей къатын!
GAL.4.27	Сююн, яш тапмакъны азабын бир заманда да башдан гечирмеген,
GAL.4.27	гьей къатын!
GAL.4.27	Эри бар къатынныкинден эри ташлагъан къатынныки яшлары
GAL.4.27	кёп болажакъ!
GAL.4.28	Сиз, къардашлар, Сараны уланы Исгьакъ йимик, ваъданы авлетлерисиз. 
GAL.4.29	Шо заман адатлы кюйде тувгъан авлет Аллагьны Ругьуну гючю булан тувгъан авлетни инжитген. Гьали де шолай бола. 
GAL.4.30	Сыйлы Язывларда шону гьакъында не деп айтыла? «Къаравашны ва ону уланын къувалап чыгъар! Неге тюгюл де, къаравашны уланы азат къатынны уланы булан бирче бир заманда да варисликге ортакъчы болмас», – деп язылгъан онда. 
GAL.4.31	Шоллукъда, къардашлар, биз къаравашны яшлары тюгюлбюз, азат къатынны яшларыбыз!
GAL.5.1	Шо азатлыкъны бизге Месигь берди. Шогъар гёре къатып туругъуз. Сизин къайтарып къул этмеге биревге де ёл бермегиз!
GAL.5.2	Мен, Павел, сизге айтагъаныма тынглагъыз. Эгер сиз сюннет этдирмеге рази бола бусагъыз, Месигьни сизин учун гьеч бир пайдасы болмас. 
GAL.5.3	Бирдагъы керен айтаман сизге: сюннет этилмеге рази болгъан гьар ким бютюн Къанунну да кютмеге герек болар. 
GAL.5.4	Эгер Къанунну кютмек булан сизин Аллагь къабул эте деп къаст эте бусагъыз, сиз Месигьден айрылгъансыз, Аллагьны рагьмусундан да сиз арекдесиз. 
GAL.5.5	Аллагь бизин къабул этежегине Аллагьны Ругьу инандыра, неге тюгюл де биз Месигьге иман салгъанбыз. 
GAL.5.6	Биз Иса Месигь булан бир бусакъ, не сюннет этмекликни, неде сюннет этмей къоймакълыкъны гьеч башгъалыгъы ёкъдур. Бары да затдан аслусу – сююп этилеген ишлеринде гёрюнеген имандыр.
GAL.5.7	Сиз Аллагьны ёлунда яхшы юрюп турдугъуз. Гьакъ гертиликге гёре юрюмеге сизге ким пуршав этди? 
GAL.5.8	Тюз ёлдан чыкъмакълыгъыгъыз сизин чакъырагъан Аллагьдан тюгюл. 
GAL.5.9	Аз зат мая сав хамурну гелтире. 
GAL.5.10	Сиз мен айтагъангъа рази болажагъыгъызгъа инанаман, неге тюгюл биз Раббибиз булан бирликде яшайбыз. Сизин адашдыргъан ким буса да тийишли жазасын алар.
GAL.5.11	Къардашлар, эгер мен гьали де сюннет этивню якълай бусам, мени не учун гьызарлайлар дагъы? Эгер де мен сюннет этивню якълай бусам, хачгъа байлавлу юрютеген англатывларым магъа къыйынлыкълар гелтирмес эди. 
GAL.5.12	Сизин адашдыргъанлар, уятларын гесип, оьзлени къырып битдиргенни сюер эдим!
GAL.5.13	Къардашларым, Аллагь сизин азатлыкъда яшамагъа чакъыргъан. Вёрегиз, азатлыкъ гюнагьлы табиатыгъызны таъмин этмеге багьана болуп токътамасын, терсине, бир биригизге сююв булан къуллукъ этигиз! 
GAL.5.14	Къанунну бютюн маънасы «ювугъунгну оьзюнгню йимик сюй» деген бир буйрукъгъа асаслана. 
GAL.5.15	Эгер сиз эришивлюклени ва бир биригизге бакъгъан якъдагъы оьчлюгюгюзню узата бусагъыз, къарагъыз чы, бир биригизни къырып битдирип къоймагъай эдигиз!
GAL.5.16	Шо саялы да мен сизге айтаман: Аллагьны Ругьу буюрагъан кюйде яшап къалыгъыз. Шо заман сиз гюнагьлы табиатыгъыз сюйген кюйде гюнагь ишлер этип юрюмессиз. 
GAL.5.17	Бизин гюнагьлы табиатыбыз сюеген зат даим Аллагьны Ругьуна къаршы, Аллагьны Ругьун сюеген зат да гюнагьлы табиатыбызгъа къаршы чыгъа. Олар даим бир бирине къаршы чыгъа, натижада, сиз оьзюгюз сюеген затыгъызны этеген болмайсыз. 
GAL.5.18	Амма сизге Аллагьны Ругьу ёл гёрсете буса, сиз Къанунну табилигинде тюгюлсюздюр.
GAL.5.19	Гюнагьлы табиатны ишлери белгили. Олар булардыр: зиналыкъ, нас хыяллар, напсына ёл къоягъанлыкъ, 
GAL.5.20	ялгъан аллагьлагъа къуллукъ этив, халмажчылыкъ, оьчлюк, душманлыкъ, къазапланыв, оьжетлилик, оьз оьзюн оьр тутагъанлыкъ, эришивлюклер, тартышывлар, 
GAL.5.21	гюнчюлюк, ичкичилик, кеп чегивлер ва шолагъа ошагъанлары. Бирдагъы керен де бувараман сизге: шолай затлар булан машгъул болагъанлар Аллагьны гьакимлигини тюбюне тюшмежеклер.
GAL.5.22	Амма бизин яшавубузда Аллагьны Ругьуну емиши будур: сююв, къуванчлыкъ, парахатлыкъ, сабурлукъ, рагьму, чомартлыкъ, аминлик, 
GAL.5.23	саламатлыкъ, оьзюн енгип сакълап болагъанлыкъ. Бу затлагъа къаршы бир къанун да ёкъдур. 
GAL.5.24	Иса Месигьники болгъанлар напсылары ва гьасиретликлери булан бирге оьзлени гюнагьлы табиатларын хачгъа илгенлер. 
GAL.5.25	Эгер биз Аллагьны Ругьу булан бирликде яшай бусакъ, шо Ругь гёрсетеген ёлда юрюмеге герекбиз. 
GAL.5.26	Хохайланмайыкъ чы, бирев биревню ачувландырмайыкъ чы, бирев биревню гюллемейик чи.
GAL.6.1	Къардашлар, эгер бирев гюнагь иш эте туруп тутулса, ону сиз аривлюк булан тюз ёлгъа салыгъыз, неге тюгюл сиз Аллагьны Ругьуна берилген адамларсыз. Вёрегиз, сиз оьзюгюз де гюнагьгъа тюшюп къалардан сакъ болугъуз. 
GAL.6.2	Бир биригизни намусларыгъызгъа табула туругъуз, шо заман сиз Месигьни къанунун кютген болажакъсыз. 
GAL.6.3	Ким буса да бирев, бир шайыгъа да тиймей туруп, оьз оьзюн башгъалардан оьр гёре буса, о оьз оьзюн алдатадыр. 
GAL.6.4	Гьар ким оьз оьзюн этеген ишлер булан тергеп къарасын, шо заман о оьзюн оьзгелер булан тенглешдирмейли, оьктем болмагъа болур. 
GAL.6.5	Неге тюгюл де, гьар ким оьзюню югюн гётермеге герек.
GAL.6.6	Аллагьны каламын уьйренеген гиши уьйретеген гишисине де оьзюню бары да затларындан пай чыгъарар.
GAL.6.7	Алданып къалмагъыз. Аллагьны алдатмагъа бажарылмас. Ким не чачса, шону орар. 
GAL.6.8	Гюнагьлы табиатына къуллукъ этип юрюйген гиши оьлюм тюшюмюн къайтарар. Аллагьны Ругьуна гёре яшайгъан гиши буса Аллагьны Ругьу береген даимлик яшав тюшюмюн къайтарар. 
GAL.6.9	Яхшылыкъ этмеге эринмегиз. Яхшылыкъ этивде биз эринмесек, заманы етишгенде, чачгъан ерибизден тюшюмюбюзню къайтарарбыз. 
GAL.6.10	Имканлыкъ берилген чакъы заман инсанлагъа, айрокъда иман къардашларыбызгъа яхшылыкъ этейик.
GAL.6.11	Мен сизге оьз къолум булан язаман. Шу уллу гьарпланы гёремисиз? 
GAL.6.12	Тышдан яхшы болуп гёрюнмеге сюегенлер сизин сюннет этдирмеге сюелер. Олар шолай этегенини себеби – Месигьни хачдагъы оьлюмю гьакъында айтагъаны учун гьызарлавлагъа тюшме сюймейлер. 
GAL.6.13	Сюннет этилгенлер оьзлер де Къанунну юрютмейлер чи. Макътанмагъа багьана болсун учун, олар сизге сюннет этмеге сюелер. 
GAL.6.14	Мен Раббибиз Иса Месигьни хачдагъы оьлюмюнден башгъа бир зат булан да макътанмагъа сюймеймен. Ону шо хачында бу дюньядагъы бары да зат мени учун оьлген, дюнья учун мен оьзюм де оьлгенмен. 
GAL.6.15	Не сюннет этилмекни, неде сюннет этилмей къалмакъны бир маънасы да ёкъдур. Аслусу – сиз Аллагьны яратылгъан янгы заты болуп токътадыгъыз. 
GAL.6.16	Бу къайдагъа гёре яшайгъан бары да адамлагъа – Аллагьны Исрайылына – парахатлыкъ ва рагьму болсун!
GAL.6.17	Ахырда да, бирев де башыма намуслар салмасын! Неге тюгюл де, мен къаркъарамда Исаны яра белгилерин алып юрюймен.
GAL.6.18	Къардашларым, Раббибиз Иса Месигьни рагьмусу ругьугъуз булан болсун. Амин.
EPH.1.1	Бу кагъызны Аллагьны буйругъу булан Иса Месигьни элчиси болгъан мен, Павел, язаман. Эфесде Иса Месигьге амин болгъан Аллагьны халкъына салам! 
EPH.1.2	Атабыз Аллагьдан ва Раббибиз Иса Месигьден сизге рагьму ва парахатлыкъ болсун!
EPH.1.3	Раббибиз Иса Месигьни Атасы болгъан Аллагьгъа гьар алгъышлар болсун! Месигь булан бирликде О бизге кёклердеги бары да ругь савгъатларын берди. 
EPH.1.4	Оьзюню алдында биз таза юрекли, айыпсыз болсун учун ва сююв булан яшасын учун, дюнья яралгъынча алданокъ да Аллагь Месигьден таба бизин сайлады. 
EPH.1.5	Иса Месигьден таба Аллагь бизге Оьзюню авлетлери болмакъны алданокъ белгиледи. Будур Ону мурады ва кёп сююп этген иши!
EPH.1.6	Сююмлю Уланындан таба бизге асламдан берген макътавлу зор яхшылыгъы учун Аллагьгъа алгъыш этейик 
EPH.1.7+EPH.1.8	Ону къаны тёгюлмеклигинден таба биз гюнагьларыбыздан гечилдик ва азатлыкъгъа етишдик. Ону рагьмусу шонча да гьисапсыз чы, О бизге аявсуздан Оьзюню бютюн англавундан ва гьакъылындан тёгюп къойду.
EPH.1.9	О Оьзюню сырлы мурадын бизге ачыкъ этди. Оьзю яхшы гёрюп, шо мурады башынданокъ Месигьден таба яшавгъа чыгъарылды. 
EPH.1.10	Белгилеген заман етгенде, Аллагь шо мурадын тамамлажакъ, кёклердеги ва ердеги бары да затны бирлешдирип, Месигьге таби этежек. 
EPH.1.11	Месигьден таба Аллагь бизин Оьзюню халкъы этип сайлады. Дюньядагъы бары да затны Оьзю сюйген кюйде ва Оьзюню гёнгюлюне гёре этеген Аллагь шону бизге алданокъ белгиледи. 
EPH.1.12	Шогъар гёре биз, биринчилей болуп Месигь булан умутубузну байлагъанлар, макътавлу Аллагьыбызгъа алгъышлар этейик.
EPH.1.13	Сизге къутгъарылыв гелтиреген гьакъ гертиликни каламын – Сююнч Хабарны – эшитген заманда, сиз де Месигьники болуп токътадыгъыз. Шогъар инангъан сонг, сиз Оьзюнюки экенни гёрсетип, Аллагь сизге ваъда этилген Ругьун берди. 
EPH.1.14	Шо Ругь бизге, Оьзюнюки болгъанлагъа, Аллагь толу кюйдеги азатлыкъ бергинче, бизин варислигибизни юкчюсюдюр. Шогъар гёре де биз макътавлу Аллагьгъа алгъыш этейик!
EPH.1.15	Шо саялы мен де, Раббибиз Исагъа бакъгъан якъдагъы сизин иманыгъызны ва Аллагьны бары да халкъына бакъгъан якъдагъы сюювюгюзню эшитгенден берли, 
EPH.1.16	бир токътамай Аллагьгъа шюкюрлюк этемен ва сизин учун дуа этемен. 
EPH.1.17	Раббибиз Иса Месигьни Аллагьы, макътавлу Атасы, Оьзюн сиз яхшы танысын деп, сизге гьакъыл ва англав береген Ругьун савгъат этсин деп мен дуа этемен. 
EPH.1.18+EPH.1.19+EPH.1.20	Аллагь сизин оьзюне багъып чакъыргъан умутну, Оьзюню халкъы булан сиз ортакъ этежек варисликни зорлугъун ва бизге, Исагъа иман салагъанлагъа, таъсир этеген Оьзюню къудратыны гьатсыз уллулугъун сизге гёрмеге англав берсин деп дуа этемен. Шо къудрат Аллагь Месигьни оьлюмден тирилтгенде ва Ону кёклерде Оьзюню онг ягъында олтуртгъанда гёрюндю. 
EPH.1.21	Янгыз бу дюньябызда тюгюл, гележек дюньябызда да Аллагь Месигьни бары да пачалардан, гьакимликден, башчылыкъдан, гючлерден, гьар бир чинлерден оьрге чыгъарды. 
EPH.1.22	Аллагь буланы барын да Месигьге таби этди, Ону бары да затгъа, Огъар иман салгъанланы барысына да Баш этип салды. 
EPH.1.23	Месигьге иман салгъанлар барысы да Ону къаркъарасы болуп токътай. Месигь Оьзю булан шону ва бютюн бары затны да толу этип токътай.
EPH.2.1	Бир заманларда, Мусаны Къанунун бузагъаныгъыз ва гюнагь этегенигиз себепли болуп, сиз оьлген эдигиз. 
EPH.2.2	Шо заман сиз бу дюньяны ёллары булан юрюдюгюз ва гьавалардагъы жинлени ёлбашчысына таби болдугъуз. Аллагьгъа тынгламайгъанлагъа гьали о ёлбашчылыкъ да этип тура. 
EPH.2.3	Бир заманларда биз барыбыз да шолай эдик. Биз гюнагьлы табиатыбызгъа тынглап, къаркъарабыз сюйгенни ва оюбузгъа гелгенни этип турдукъ. Шо табиатыбыз себепли болуп, бары да халкъны йимик, бизин де Аллагьны жазасы къаравуллай эди.
EPH.2.4	Амма рагьмусу кёп болгъан Аллагь бизин о даражада кёп сюегенин гёрсетди чи, 
EPH.2.5	гьатта бизге, Къанунну да бузуп оьлюп турагъанлагъа, Месигь булан бирче яшав берди! Сиз Ону рагьмусу булан къутгъарылдыгъыз. 
EPH.2.6	Иса Месигь булан бирче Аллагь бизин тирилтди ва кёклерде Ону къырыйында олтуртду. 
EPH.2.7	Шону О Оьзюню зор яхшылыгъы булан Иса Месигьден таба бизге этген рагьмусуну тенги ёкъ толулугъу бары да заманлагъа хас болгъанлыкъны гёрсетмек учун этди. 
EPH.2.8	Неге тюгюл де, сиз этген ишлеригизден таба тюгюл, янгыз Аллагьны рагьмусу булан иманыгъыздан таба къутгъарылдыгъыз. О Аллагьны савгъатыдыр. 
EPH.2.9	Къутгъарылывну къазанып болмай, шо саялы ону булан бирев де макътанып болмас. 
EPH.2.10	Биз Аллагьны яратывубуздур. Оьзю алданокъ белгилеген ишлени кютмек учун, Аллагь бизин Иса Месигь булан бирликде гьалиги кююбюзде яратды.
EPH.2.11+EPH.2.12	Сиз, тувмадан ят халкълар, «сюннет этилмегенлер» деп айтылагъан ягьудилер, оьзлеге, инсанны къоллары булан этилеген гесивню гёз алгъа тутуп, «сюннет этилгенлер» деп айтылагъанлар, бир заманда Месигьсиз яшагъаныгъызны эсде сакълагъыз. Сиз Исрайылны халкъыны санавуна гирмей эдигиз. Аллагьны Оьзюню халкъына этген ваъдалары сизин учун тюгюл эди. Сиз бу дюньяда Аллагьсыз ва умутсуз яшай эдигиз. 
EPH.2.13	Гьали буса – Иса Месигь булан бирликде – сиз бир вакътилерде арекдегилер, Ону къурбанлы оьлюмюню яхшылыгъындан ювукъдагъылар болдугъуз.
EPH.2.14+EPH.2.15	Месигь чи бизин ярашывлугъубуз. О ягьудилени ва ят халкъланы бир халкъ этип бирикдирди, бизин айырагъан оьчлюкню барусун бузду. Къаркъарасын къурбан этмек булан О Къанунну, ону буйрукъларын ва къайдаларын ёкъ этди. Ону мурады ягьудилерден ва ят халкълардан янгы бир инсан яратмакъ ва шолайлыкъда ярашывлукъ гелтирмек эди. 
EPH.2.16	Хачда оьлмеклиги булан Месигь оланы Аллагьны алдында бир къаркъара этип бирлешдирди ва душманлыкъны оьлтюрдю. 
EPH.2.17	О гелип, йыракъда болгъан сизге ва ювугъундагъылагъа ярашывлукъну гьакъында Сююнч Хабар билдирди. 
EPH.2.18	Ондан таба биз – ят халкълар ва ягьудилер – бир Ругь булан Атабызгъа ювукълашмагъа болабыз.
EPH.2.19	Шогъар гёре сиз ят халкълар ва гелгинчилер тюгюлсюз, Аллагьны халкъы булан бир ватандашларсыз ва Ону агьлюсюндегилерсиз. 
EPH.2.20	Сиз элчилени ва пайхаммарланы кюрчюсюнде этилген Ону бинасысыз. Иса Месигь Оьзю буса кюрчюню баш ташы болуп токътай. 
EPH.2.21	Шо бинаны Месигь къура, Раббибизни сыйлы ибадатханасы болмакъ учун оьсе. 
EPH.2.22	Сиз де къалгъанлар булан бирче уьй къурмакъ учун, Ондан таба оьзюгюзню яратасыз. Шо уьйде Аллагь Оьзюню Ругьундан таба яшай.
EPH.3.1	Бу себепден мен, Иса Месигьге ва сизге къуллукъ этегеним саялы туснакъдагъы Павел, дуа этемен. 
EPH.3.2	Сизге деп Аллагьдан магъа нечик мол савгъат инанылып берилгенин сиз, озокъда, эшитгенсиз. 
EPH.3.3	Мен оьрде къысгъача язгъан кюйде, Аллагь магъа Оьзюню сырын ачды. 
EPH.3.4	Бу кагъызымны охугъан заманда, магъа Месигьни сыры гертилей де ачыкъ болгъанны сиз англамагъа болажакъсыз. 
EPH.3.5	Гьали сыйлы элчилерине ва пайхаммарларына Аллагьны Ругьу ачыкъ этген сыр алдагъы наслулагъа белгили болмагъан. 
EPH.3.6	Шо сыр будур: Сююнч Хабарны яхшылыгъындан ят халкълар исрайыллылар булан бирге варислер, бир къаркъараны санлары ва Иса Месигьден таба этилген ваъданы ортакъчылары болуп токътайлар.
EPH.3.7	Оьзюню зор яхшылыгъы ва гючю булан Аллагь магъа берген савгъатгъа гёре мен Сююнч Хабарны билдиреген къуллукъчу болуп токътадым. 
EPH.3.8	Аллагьны бары да халкъыны арасында мен инг де гиччиси бусам да, Месигьни тюгесинмейген байлыгъын ят халкъланы арасында билдирмек йимик гьюрметли савгъат магъа тапшурулду. 
EPH.3.9	Шо яшыртгъын сырны гьакъында бары да халкъгъа билдирмек магъа тапшурулду. Бары да затны яратгъан Аллагь дюньяны яратгъандан берли шо сырын яшырып турду. 
EPH.3.10	Гьали буса кёклени гьакимлерине ва есилерине Аллагьны кёп тармакълы гьакъылы Исагъа иман салгъанланы жыйынындан таба ачыкъ бола. 
EPH.3.11	Оьзюню инг аввалгъы хыялына гёре, бу затланы Аллагь Раббибиз Иса Месигьден таба яшавгъа чыгъарды. 
EPH.3.12	Ону булан бирликде ва Огъар иман салмакъ булан биз эркин ва инамлы кюйде Аллагьгъа ювукълашма болабыз. 
EPH.3.13	Шогъар гёре де тилеймен сизге: сизин учун мен чегеген азаплар сизин гёнгюлсюз этмесин, неге тюгюл олар сизин макътавлу этежек.
EPH.3.14+EPH.3.15	Кёклердеги ва ерлердеги бары да зат Оьзюнден баш алагъан Атабызны алдында мен тизлеримни бюгемен. 
EPH.3.16	Оьзюню Ругьундан таба сиз ругь якъдан чыдамлы болсун учун, мен Аллагьгъа макътавлугъуну хазналарындан сизге де гюч берсин деп тилеймен. 
EPH.3.17	Юреклеригизде имандан таба Месигь яшасын деп, сююв сизин тамуругъуз ва кюрчюгюз болсун деп мен дуа этемен. 
EPH.3.18	Шо заман Аллагьны бары халкъы булан Месигьни сюювюню генглигин, узунлугъун, бийиклигин ва теренлигин англамакъ учун сизин таман чакъы гючюгюз болажакъ. 
EPH.3.19	Гьар бир англавдан да оьрде экенине де къарамайлы, сиз шо сюювге тюшюнюп, шо даражада камил болажакъсыз чы, гьатта Аллагьны толу камиллигине етежексиз.
EPH.3.20	Огъар, гьали Оьзюню къудраты бизде иш гёреген ва биз тилейгенибизден яда гьатта хыял этегенибизден де артыкъны этеген Аллагьыбызгъа, 
EPH.3.21	Иса Месигьден ва Огъар иман салгъанларындан таба гьар даим ва бары да наслуларда макътавлар болсун дагъы! Амин.
