GEN.1.1	Co'na' ñaqai chita'gue ỹo'uet ná'ogue ñi qota'olec, ca 'au ỹo'uet na piguim chaqai na 'laua. 
GEN.5.17	Ca' quesá'ogue, ca ỹovi' ochocientos noventa y cinco ñaxari quiyim nca'leetauec. Ca co'na' ỹovite' sauajo ñaxari, ca' ileu.
GEN.5.18	Ca' so Jared ỹovito'o' saua ciento sesenta y dos ñaxari co'na' ne'qaañi so llaalec Enoc. 
GEN.5.19	Ca co'na' ime dajo, ca' so Jared ñaqai queuguilo saua liỹa' ochocientos ñaxari quiyim nca'leetauec. Ca 'vio' saua liỹa' llaalqa chaqai saua llaale. 
GEN.5.20	Ca' quesá'ogue, ca ỹovi' novecientos sesenta y dos ñaxari quiyim nca'leetauec. Ca co'na' ỹomate' sauajo ñaxari, ca ileu.
GEN.5.21	So Enoc ỹovito'o' saua sesenta y cinco ñaxari co'na' ne'qaañi so llaalec Matusalén. 
GEN.5.22	Qam so Enoc quejlgoto nauá'maq lelaataxanaxaco ñi qota'olec. Ca co'na' ime ne'qaañi so llaalec Matusalén, ca' so Enoc ñaqai queuguilo saua trescientos ñaxari liỹa' quiyim nca'leetauec. Ca 'vii saua liỹa' llaalqa chaqai saua llaale. 
GEN.5.23	Ca' quesá'ogue, ca ỹovi' trescientos sesenta y cinco ñaxari quiyim nca'leetauec. 
GEN.5.24	Qam ma' so Enoc quejlgoto naua laqataxaco ñi qota'olec, ca 'uo' ca na'xa'a, ca' có, qaỹo'uaatetac, ma' qai'xato' na'le quiñi qota'olec.
GEN.5.25	Ca' so Matusalén ỹovito'o' saua ciento ochenta y siete ñaxari co'na' ne'qaañi so llaalec Lamec. 
GEN.5.26	Ca co'na' ime dajo, ca' so Matusalén ñaqai queuguilo saua liỹa' setecientos ochenta y dos ñaxari quiyim nca'leetauec. Ca 'vio' saua liỹa' llaalqa chaqai saua llaale. 
GEN.5.27	Ca' quesá'ogue, ca ỹovi' novecientos sesenta y nueve ñaxari quiyim nca'leetauec. Ca co'na' ime' sauajo ñaxari, ca' ileu.
GEN.5.28	Ca' so Lamec ỹovito'o' saua ciento ochenta y dos ñaxari co'na' ne'qaañi so llaalec, 
GEN.5.29	ca ỹanco' leenaxat Noé. Ma' 'naaco': Ñi qara'gaxala' huaalec nqai'en da se no'uen na 'laua. Ca' ỹaatqajam resalli nqai'en da qaro'ueenataxanaxac quiyim so'ueetaq na 'laua. Qam najo noctoqui' ỹo'uet ma'le quiyim ñco'mataxauec.
GEN.5.30	Ca co'na' ime ne'qaañi so Noé, ca' so Lamec ñaqai queuguilo saua liỹa' quinientos noventa y cinco ñaxari quiyim nca'leetauec. Ca 'vio' saua liỹa' llaalqa chaqai saua llaale. 
GEN.5.31	Ca' quesá'ogue, ca' ỹovi' setecientos setenta y siete ñaxari quiyim nca'leetauec. Ca co'na' ỹovite' sauajo ñaxari, ca' ileu.
GEN.5.32	Ca' so Noé mashic ỹovito'o' saua quinientos ñaxari co'na' ne'qa'iñi saua llaalqa: Sem, Cam chaqai so Jafet.
GEN.6.1	Ca co'na' so qomyipi neuagaxat taalgoto naua 'lauari, ca' mashic 'ue na llaallipi 'aallipi. 
GEN.6.2	Ca' so llaalqaipi ñi qota'olec ỹa'ajanac quiyim lo'yaxanaipi so 'aallipi. Ca' nca'agui sá'ogue, ca' icona quiyim loua acá'maq nqo'ta. 
GEN.6.3	Qam ñi qara'gaxala' qota'olec 'naaco': Sqai saxanegue na qom quiyim queeta nca'leetauec, ma' na'maxare chi la'at. Ca cá'maq laloqo' yi nachaalataxac qaiyauate' yaua ciento veinte ñaxari.
GEN.6.4	Na qomyipi ladocaqaipi qai'neeta re'oq na'le quena 'laua na' so llaalqaipi ñi qota'olec viguit na llaallipi na qomyipi quiyim 'ue ca llaalec cana'maxare. Ca co'na' ime, ca' chaqaiso só'maq choxoraic 'ñaaxaiquipi queso 'auaxaic qomyipi.
GEN.6.5	Ca ñi qara'gaxala' qota'olec co'na' ỹa'ajantac quiyim paguec se no'uen da loic na qomyipi quena 'laua, ma' na'maxare ỹaatqajam queetalec quiyim ỹa'deentaque ỹo'uet ná'maq se no'uen. 
GEN.6.6	Ca' ỹaatqajam netocteta'pegue quiyim ỹo'ueeto' na'le na qom, ca ỹaatqajam 'xoic da lqui'ic nqai'en. 
GEN.6.7	Ca 'naaco': Sapalaxat ná'maq ỹo'ueenatec qom quena 'laua, chaqai ná'ogue ná'maq nelo iseripi, chaqai ná'maq nqai'queetegueri', chaqai na ỹoipi. Ỹaatqajam 'xoic da ñitogotaxa, ma' so'ueeto' na'le.
GEN.6.8	Qam ñi qara'gaxala' ỹaatqajam nqo'ta so Noé quena' ra'iita'a.
GEN.6.9	Ca' dajo dá'maq na'qaataxac so Noé.
GEN.6.9	So Noé ỹaatqajam huagaxaraic chaqai ỹaatqajam na'xaỹaxane'ta ñi qota'olec, sqai 'nejem na liỹa qomyipi. Ỹaatqajam chaqaisoota na'xaỹaxane'ta ñi qota'olec. 
GEN.6.10	Ca' so Noé 'vio' saua tres llaalqa, ca saua'maxare leenqate' Sem, Cam chaqai so Jafet.
GEN.6.11	Ca' quiñi qota'olec na 'laua no'qajlec quena se no'uen chaqai quena se ra'maqataxan, 
GEN.6.12	ma' ná'ogue na qomyipi ỹo'maac. Ca co'na' ñi qota'olec iuana quiyim 'xoic na se no'uen quena 'laua. 
GEN.6.13	Ca 'naaco' queso Noé: Mashic viichigui na iuel quiyim ime nqaishin ná'ogue na qomyipi, ma' sauaxat na'maxare quiyim 'xoic da neloquiaxac quena 'laua. Ca vichiguiño' sopoxoỹaxachigui na qomyipi chaqai ná'ogue na 'laua. 
GEN.6.14	'Viichi' aca rahichi' cá'maq naỹoxontashiguim ma'le quena huaxaỹaq, viise'e ana qo'paq 'ue na louaq. 'Viichi' caua nomaate' caca'maxare, chaqai po'iriguilo naua'que naua lconaxa' quena pa'aauec chaqai quena pa'aauo. Viise'e na qo'paq louaq, qaiyi se inoxono na huaxaỹaq. 
GEN.6.15	Nauajo nauá'maq laloqote' ma'le aca ro'ueenata'e': ciento treinta y cinco metros nqai'ñi' da ladogaxa, chaqai veintidos metros y medio da leca'gue, chaqai trece metros y medio da lishicshi'megue. 
GEN.6.16	Ca' da no'ueenataxac nqai'ñi', ca 'ec tres 'imqa nqai'ñi' qotesashiguim. Chaqai aca nqote ñi'ra'ñi quiyi ma' saqa'leca medio metro, ca' ỹovishiguim quena lelaq ca pa'aashiguim 'imec. Chaqai vite ca lasom quena lahi. 
GEN.6.17	Ma' ỹim ñila' ma'le ca ỹaxat, ca' i'paxanlec nqai'en na 'laua. Ca nomajñi ma'le ná'ogue ná'maq 'ue na lacat quenaua'que naua lahil na 'laua. Ca ná'ogue ná'maq hueetalec ana 'laua ileu ma'le. 
GEN.6.18	Qam caqami', ca' se'taxajñi ma'le da ña'maqataxac, chaqai cañi rahichi' naỹoxontashiguim, ca inoxondo ma'le naua qachaalaxahi', chaqai añi roua'e', chaqai naua rachilli', chaqai qami'. 
GEN.6.19	Chaqai 'xachi' cañi rahichi' naỹoxontashiguim ca 'óna loua' chaqai aca 'aalo quená'ogue na isecỹac, qaiyi nca'leuec 'nejem aqami'. 
GEN.6.20	Ma' noxoñiro cañi renotaxagui'i', ca' riỹa'isaho caua dooseta'pe quená'ogue na lashic na isecỹac: quena ỹo, chaqai na isecỹac nelo, chaqai ná'maq nqai'queetegueri' quena 'laua, qaiyi queeta quiyim nca'leetauec. 
GEN.6.21	Chaqai lapooñi' ná'ogue nanchaqaina na'ic, ca 'maxachi', qaiyi 'ue ca qanoqe' chaqai na iseripi.
GEN.6.22	Ca' so Noé ỹo'uet ná'ogue ná'maq qailarelec quiñi qota'olec.
GEN.7.1	Ca co'na' ime, ca ñi qara'gaxala' 'naaco' queso Noé:
GEN.7.1	—Quená'ogue na qomyipi quená'maq hueetauguilo nauajo ñaxari ỹaatqajam qaqamite' 'viichi'sac dá'maq sahotaque. Ca vichiguiño' noxoñirougui añi rahichi' naỹoxontashiguim riỹa'isaho naua qachaalaxahi'. 
GEN.7.2	Coñire'ogalo caua siete louaari chaqai aca siete 'aalo quená'maq iseripi ishit qaỹa'ic, qam 'oonoqui' ca ỹale chaqai 'oono'lli' aca 'aalo quená'maq se qaỹa'ic. 
GEN.7.3	Chaqai coñireu'alo caua siete 'aalo chaqai ỹale' quená'ogue ná'maq lashic na ỹoipi, qaiyi qaica ca na'laañi quena'maxare quena 'laua. 
GEN.7.4	Ma' ime'ueque nauajo siete na'xata', ca' so'uet ca ỹaxat ỹoviraxaterauec naua cuarenta na'xata' chaqai naua cuarenta piri. Ca' ¡sapalaxat ma'le quena 'laua ná'ogue ná'maq ỹo'ueenatec 'ue na lacat!
GEN.7.5	Ca' so Noé ỹo'uet ná'ogue ná'maq qailarelec quiñi qara'gaxala'.
GEN.7.6	Ca so Noé co'na' ỹovite' saua seiscientos ñaxari, na' so ỹaxat i'paxanleco' nqai'en na'le na 'laua. 
GEN.7.7	Ca' so Noé inoxono caso lahi' naỹoxontashiguim liỹaresaho saua llaalqa, chaqai aso loua chaqai saua latel, 'eetera'piguit so ỹaxat. 
GEN.7.8	Ca' na iseripi quená'maq qaỹa'ic chaqai quená'maq se qaỹa'ic, ná'maq ỹootegueri' chaqai ná'maq nqai'queetegueri', 
GEN.7.9	liỹaresaho so Noé na' inoxono caso lahi' dooseta'pe, ỹale chaqai ana 'aalo. Ca ipaquichigui dá'maq lelaataxanaxac ñi qota'olec.
GEN.7.10	Ca co'na' ime' saua siete na'xata', ca' nac so ỹaxat i'paxanlec nqai'en na 'laua. 
GEN.7.11	Co'na' ime so 'auaxaic shiraigo quesaua diecisiete na'xata' queso liỹa shiraigo. Ca' chaqaiso' sojo na'xa'a viichiquio' na' so Noé ỹovite' saua seiscientos ñaxari, na' nachipishiguim na huaxaỹaq pa'aañi, chaqai nauachigui qai'neeta na piguim. 
GEN.7.12	Ca' queuguilo saua cuarenta na'xata' chaqai cuarenta piri quiyim naquetac so ỹaxat quena 'laua. 
GEN.7.13	Ca chaqaiso' sojo na'xa'a co'na' so Noé inoxonougui aso lahi', liỹaresaho saua llaalqa Sem, Cam chaqai so Jafet, chaqai aso loua chaqai saua tres latel. 
GEN.7.14	Liỹaresaho' ná'ogue nanchaqaina iseripi neuec, chaqai na nelo, chaqai ná'ogue nanchaqaina lashic na isecỹac nqai'queetajlec, chaqai na ỹo. 
GEN.7.15	Quená'ogue na isecỹac dooseta'pe, liỹaresaho so Noé na' inoxono caso lahi' naỹoxontashiguim. 
GEN.7.16	'Óna ỹale chaqai 'óna 'aalo quená'ogue na lashic na iseripi inoxono. Ca ipaquichigui dá'maq 'naaco' na'le ñi qota'olec queso Noé. Co'na' ime, ca ñi'maxare ỹapogui so lasom.
GEN.7.17	Ca' ỹoviraxaterauec saua cuarenta na'xata' quiyim naquetac so ỹaxat. Ca co'na' nqo'ñishiguim so huaxaỹaq, ca' aso nahi' naỹoxonshiguim, ca chi ỹaỹoxontegueri'. 
GEN.7.18	Ca' so huaxaỹaq lama'xa nqo'neetashiguim, qam aso nahi' queeta quiyim naỹoxontashiguim. 
GEN.7.19	Ca' so huaxaỹaq chi nqo'neetashiguim, vire'to' na' ỹapolec ná'maq paguec lishicshi'megue qa' quena 'laua. 
GEN.7.20	Ca co'na' ỹapolec ná'ogue aná'maq paguec lishicshi'megue qa', qam qaiyiita liỹa nqo'ñishiguim siete metros liỹa. 
GEN.7.21	Co'na'le, ca' ileu ná'ogue na qom quena 'laua, chaqai na ỹoipi, chaqai na neloipi, chaqai na neuec iseripi, chaqai ná'maq nqai'queetegueri' quena 'laua. 
GEN.7.22	Ca' ileu ná'ogue ná'maq hueetalec na 'laua quená'maq 'ue da lca'laxa chaqai ná'maq ishit nacategaxan, ná'ogue ileu. 
GEN.7.23	Qaisauate' saua Noé chaqai sauá'maq neesaugui aso nahi' nca'lerec. Ca sá'ogue so liỹaripi qaỹapalaxat: so qomyipi, na nelo iseripi, chaqai na ỹoipi, chaqai na iseripi nqai'queetegueri', 
GEN.7.24	ma' na 'laua i'paxanejlco' na'le quesaua ciento cincuenta na'xata'.
GEN.8.1	Co'na' ime, ca' ñi qota'olec ỹo'leenta'a so Noé chaqai sá'ogue so iseripi neetaugui aso lo'ueenata só'maq ỹaỹoxontegueri'o' na'le quena lauat so huaxaỹaq. Ca' ỹo'ueeto' so nonot pe'telec nqai'en na 'laua. Ca co'na'le, ca' nqo'neetañi so huaxaỹaq. 
GEN.8.2	Ca' napoguilo naua lliquishiguim na huaxaỹaq quena huaaxai chaqai pogui qai'neeta na piguim, ca' ỹaxanegue so ỹaxat. 
GEN.8.3	Ca' nqo'neetañi so huaxaỹaq. Ca na' ỹovite' saua ciento cincuenta na'xata' quiyim nqo'neetañi so huaxaỹaq. 
GEN.8.4	Ca co'na' mashic ỹovirerec saua seis shiriguiri, ca hueetouguilo saua diecisiete na'xata', ca' aso no'ueenata nahi' chaqai nejlec aso qa' ladocai naalec yi 'laua Ararat. 
GEN.8.5	Qam ñaq nqo'neetañi so huaxaỹaq. Ca co'na' mashic ỹovite' saua nueve shiriguiri. Ca' queso 'auaxaic liỹa na'xa'a, ca mashic 'ue na liỹa re'oq quená'maq paguec qoỹoqoshi'megue quena 'laua.
GEN.8.6	Ca co'na' ime' saua cuarenta na'xata', ca' so Noé ỹauachigui aso nqote aso lo'ueenata lahi' huaxaỹaqse. 
GEN.8.7	Ca ỹaxaneco' so 'óna ratecsan. Ca' so ratecsan chaqai ỹootegueri' quena 'laua, nauaanta'a quiyim rashivilec na 'laua. 
GEN.8.8	Ca co'na' ỹoxogue so ratecsan. Ca' so Noé ỹaxanec so coviguiñic, ma' ỹahotaque ỹa'den quiyim mashic rashivilec na 'laua. 
GEN.8.9	Ca' so coviguiñic rapila'a aso nahi', ma' sqaica quet cá'maq ỹa'maxañi quiyim ỹo'ñi, ma' na 'laua ñaqai 'xoic na huaxaỹaq hueetalec. Ca' so Noé nañaanec da lqai'laxat, ca' so coviguiñic ỹolec, ca qaỹopilaxatougui aso nahi'.
GEN.8.10	Ca' so Noé rauaanaxanac quesaua liỹa' siete na'xata', ca lotqai liỹa ỹaxanec so coviguiñic. 
GEN.8.11	Ca co'na' mashic sham napalñi, ca novi' rapilo so coviguiñic, ỹa'queeta'a aso olivo lasocho'lli'. Ca' quedajo so Noé retano' quiyim sham rashivilec na 'laua. 
GEN.8.12	Ca' rauaanaxan quesaua liỹa' siete na'xata', ca lotqai liỹa ilarec so coviguiñic. Ca' so coviguiñic tot rapilo.
GEN.8.13	Ca co'na' so Noé ỹovite' saua seiscientos chaqai 'óna ñaxari co'na' rashivilec na 'laua. Queso 'auaxai na'xa'a queso 'auaxaic shiraigo, ca' so Noé naqat so lelaq aso lahi' huaxaỹaqse, ca' iuano' na 'laua mashic rashivijlec. 
GEN.8.14	Ca na' ỹovirerec saua veintiseis na'xata' queso liỹa shiraigo, ca' na 'laua ỹaatqajam rashivijlec. 
GEN.8.15	Co'na'le, ca' ñi qota'olec 'naaco' queso Noé:
GEN.8.16	—Nenoxoñirec cana rahichi', chaqai aca roua'e', chaqai naua qachaalaxahi' chaqai naua rachilli'. 
GEN.8.17	Chaqai naqachirec qai'neeta ná'ogue na iseripi neetaugui ana rahichi': na ỹoipi, chaqai iseripi neloipi, chaqai ná'maq nqai'queetegueri', qaiyi quelec ná'ogue na 'laua. Ca' ỹa'ue na llaalec, ca no'xataxajlec na 'laua.
GEN.8.18	Co'na'le, ca' so Noé, chaqai aso loua, chaqai saua llaalqa chaqai saua latel nenoxondec caso lahite'. 
GEN.8.19	Chaqai qai'neeta nenoxonec sá'ogue so iseripi quena neloipi chaqai na neuequipi, ná'maq nqai'queetegueri' chaqai na ỹoipi. 
GEN.8.20	Ca co'na' ime, ca' so Noé ỹo'ueeto' aso lcopatoxonaxalate quiyim imaqachin ñi qara'gaxala'. Ca ỹacona'a quena iseripi chaqai quena ỹoipi quená'maq co'teeta, 'oonoqui' ñi ỹacona'a quená'maq ỹoreta'oguit iseripi. Ime, ca ỹavigaxat, ỹa'ue aca lachitaxanataxanqate quiyim ỹaanot ñi qara'gaxala'. 
GEN.8.21	Ca co'na' ỹovitot ñi qara'gaxala' da lo'daxa na lahita. Ca 'naaco':
GEN.8.21	—Nagui, ca' tot qaica ma' liỹa quet so'uet ca se ỹa'maxañi sauaxat na qom, ma' naqueta'ogue' na qomyipi quiyim qaica ca liỹa la'deenataxanaxac, qaidaata dá'maq se no'uen. Chaqai tot nilliviñi nqaishin, totqai shine'tegue nagui.
GEN.8.22	Quiyim saqa' ỹovita ca lqodoc na 'laua,
GEN.8.22	ca' 'ue na nanec chaqai quiyim qanaqat ana la;
GEN.8.22	chaqai 'vii naua npa'ỹaxari chaqai naua no'oomaxari,
GEN.8.22	ca' novi' na no'oomaxa chaqai yi ñaaxa,
GEN.8.22	chaqai naua na'xata' chaqai naua piri.
GEN.9.1	Ñi qota'olec ỹaaneco' da no'uen la'qaatec queso Noé chaqai quesaua llaalqa, 'naaco':
GEN.9.1	—Ỹaatqajam 'xoico' nqai'ñii ca qachaalguii, no'xataxachijlco' na 'laua. 
GEN.9.2	Ná'ogue na isecỹac quena 'laua i'loxoltari' ma'le quena lqolonaxa caqamiri. Ná'ogue na ỹoipi chaqai na hueetalec na 'laua, chaqai cana huaaxai, ná'ogue saanema qamiri quiyim 'viiquiñitac. 
GEN.9.3	Chaqai shichii a'guii na iseripi, chaqai ana la ana qo'paq quecá'maq rishiỹa. Ỹim saanema qamiri. 
GEN.9.4	Qam 'uo' na 'oonoqui', ca' sqa 'guii: na la'at saqa' nague' naua leuo'. Ma' naua leuo' chaqainaua naua hueetauguilo da nca'laxa. 
GEN.9.5	Ca ỹim silliitalec ca lasauaxaset ca 'óna qom chaqai quiñi 'óna isecỹac caua leuo' caqamiri. Chaqai quiñi 'óna qom silliitalec ca lasauaxaset quiyim naqat ca nachaalataxac ca 'nejemalam.
GEN.9.6	Chaqai no'm 'ue ca ỹalauat ca liỹa qom,
GEN.9.6	ca cá'maq liỹa qom ỹalauat ma'le ca'maxare;
GEN.9.6	ma' na qom co'na' qaỹo'uet,
GEN.9.6	ỹaatqajam 'nejem chi lashiquiaxaua ñi qota'olec.
GEN.9.7	Qam qamiri 'xoico' nqai'ñii ca qachaalguii,
GEN.9.7	ca' no'xataxachilec na 'laua.
GEN.9.8	Ñi qota'olec 'naapega qai'neeta so Noé chaqai saua llaalqa:
GEN.9.9	—Hua' nagui, ca' sa'yiñi ca ña'maqataxac caqamiri chaqai quenaua qachaalaxahi', 
GEN.9.10	chaqai quená'ogue ná'maq iseripi riỹahitac chicqaugui añi rahiri huaxaỹaqse: na ỹoipi, chaqai na iseripi neloipi chaqai na neuequipi, chaqai ná'ogue na iseripi hueetalec ana 'laua. 
GEN.9.11	Ca dá'maq ña'deenaxac nagui caqamiri, ca' tot sadalaxat: ca' tot ñalauajñi na qom chaqai na iseripi, sodoota'a ca huaxaỹaq. Chaqai tot so'uet ca liỹa ỹaxat quiyim i'paxanlec quet nqai'en na 'laua. 
GEN.9.12	Dajo dá'maq itanec quedá'maq ña'maqataxac sqaica lqodoc so'uet caqamiri chaqai quená'ogue na iseripi: 
GEN.9.13	Nagui, ca' sillo'ot na naueguelec so qoñi'gue, ca' chaqaiso' só'maq itanec quedá'maq ña'maqataxac quena 'laua. 
GEN.9.14	Ca ỹim ma' naguelec nqaishin na 'laua ca naueguelec, ca' so qoñi'gue re'oq ma'le hueetalec na'maxare. 
GEN.9.15	Ma'le, ca' so'leente'te dá'maq ña'maqataxac so'uet na'le caqamiri chaqai quená'ogue na iseripi, quiyim tot qaica ca ỹaxat i'paxanlec nqai'en na 'laua, ca ralauataxan. 
GEN.9.16	Ca ma' so qoñi'gue re'oq, ca ỹim so'leente'te ma'le dá'maq ña'deenaxac sqaica lqodoc so'uet na'le quená'ogue na qom chaqai quená'ogue na isecỹac hueetalec ana 'laua. 
GEN.9.17	Ca' chaqaida dajo dá'maq itanec queda ña'maqataxac so'uet na'le quená'ogue na qom chaqai quena isecỹac quena 'laua.
GEN.9.17	Ca' chaqaida dá'maq la'qaatco' na'le ñi qota'olec queso Noé.
GEN.9.18	So Sem, Cam chaqai so Jafet llaalqa so Noé, nenoxondec, chicqoraugui aso nahi'. Ca' so Cam chaqaiso' so leta'a so Canaán. 
GEN.9.19	Ca' chaqaisaua saua tres llaalqa so Noé. Ca' queso llaalqaipi saua'maxare, ca lotqai liỹa no'xalec na 'laua.
GEN.9.20	So Noé ro'ueenataxantac quena 'laua, ca chaqaiso' só'maq 'auaxaic ỹanñi ana 'úva. 
GEN.9.21	'Uo' so na'xa'a, ca' so Noé ne'eto' queso lataxa, ca' quiñiugueto'. Ca' yí, neetauco' hueetauquio' ca lauo' na'daañi. 
GEN.9.22	Ca' so Cam só'maq leta'a so Canaán co'na' iuane'ta so leta'a Noé neetauec, ca' quepegueto saua dos lqaỹa', ca ra'qaataxanalo. 
GEN.9.23	Ca' so Sem chaqai so Jafet ỹacoonta aso nepooto, ca ipeguenlgoto naua lallaaco napoosa'ña, ca' ỹapoorelec so leta'a', qoshiisauo, ỹoqa'a ca ra'iisa'gue, qaiyi se iuanta so'maxare quiyim neetauec.
GEN.9.24	Ca' so Noé co'na' ime'uegue so lquiñiuquichi, ca nelouec. Ca ỹa'deeno' dá'maq 'neeto' na'le so llaalec na'aasa. 
GEN.9.25	Ca 'naaco' queso'maxare:
GEN.9.25	¡Ỹaatqajam nishiuenec ma'le ñi Canaán!
GEN.9.25	¡Ca ñi'maxare chi na'ac ma'le quenaua dos lqaỹa'!
GEN.9.26	Ca na' ime, ca 'naaco' qai'neeta:
GEN.9.26	Ñi ỹa'gaxala' qota'olec no'ueenaxat ca llicyaxac da Sem,
GEN.9.26	ca' da Canaán, ca' chi la'ac.
GEN.9.27	Chaqai ñi qota'olec ỹaanem quiyim noquiiguec nqai'en da Jafet;
GEN.9.27	chaqai lauora nqai'en da Sem,
GEN.9.27	ca' da Canaán, ca' chi na'ac.
GEN.9.28	Ca co'na' ime'uegue so nqodoc, ca' so Noé qaiyiita ỹovi' trescientos cincuenta ñaxari nca'leetauec. 
GEN.9.29	Ca co'na'le, ca ileu, qala' ỹovi' novecientos cincuenta ñaxari.
GEN.10.1	Ca' chaqaina najo na llaalqaipi so Sem, Cam chaqai so Jafet, llaalqa so Noé sauá'maq co'na' ime'uegue so huaxaỹaq lodegaxat, ca 'vii sauá'maq chi lalamaxarete' llaalqa.
GEN.10.2	Ca' saua llaalqa so Jafet: Gomer, Magog, Madai, Javán, Tubal, Mesec chaqai so Tiras. 
GEN.10.3	Ca' saua llaalqa so Gomer: saua Askenaz, Rifat chaqai so Togarma. 
GEN.10.4	Ca' saua llaalqa so Javán: saua Elisa, Tarsis, Quitim chaqai so Rodanim. 
GEN.10.5	Ca nauajo' nauá'maq llaalqa so Jafet nauá'maq neeso'oto' naua lahil aso huaaxai; quiñi 'óna ỹaatqajam chi lalamaxaret llaalqaipi la'qaachaxauaripi chaqai chi nayijnaxat nauá'maq neetalgoto 'lauari.
GEN.10.6	Ca' saua llaalqa so Cam: Cus, Mizraim, Fut chaqai so Canaán. 
GEN.10.7	Chaqai sauá'maq llaalqa so Cus: saua Seba, Havila, Sabta, Raama chaqai so Sabteca. Ca' saua llaalqa so Raama: so Seba chaqai so Dedán. 
GEN.10.8	Ca' so Cus llaalec so Nimrod só'maq 'auaxaic qom 'ñaaxaic quena 'laua. 
GEN.10.9	Ca' so Nimrod ỹaatqajam ima'guit da leparaxanaxac, ma' chicqo'ot ñi qara'gaxala' ỹaatqajam paraxanaxai. Ca' chaqaida dá'maq chicqochigui da na'qaatec quen: 'Nejem ca Nimrod ima'guit da neparaxanaxac chicqo'ot ñi qara'gaxala'. 
GEN.10.10	Só'maq 'auaxaic na'aateripi reloqota'a so Nimrod: leenaxat Babel, Erec, Acad chaqai Calne hueetaugui yi 'laua leenaxat Sinar. 
GEN.10.11	Ca' chaqaiyi yijo 'laua chicqochi'ñi so Asur, ca' no'xoñishiguim yaua na'aate' quiyi Nínive, Rehobot-Ir, Cala, 
GEN.10.12	chaqai yi chalego lecaic na'a' leenaxat Resén hueetañiguilo na lavinñi' yaua Nínive chaqai yi Cala.
GEN.10.13	So Mizraim chaqaiso so leta'a na ludeo laseripi, chaqai na anameo laseripi, chaqai na lehabita laseripi, chaqai na naftuhita laseripi, 
GEN.10.14	chaqai na patruseo laseripi, chaqai na casluhita laseripi, chaqai na caftorita laseripi ná'maq chigoxougui na filisteo laseripi.
GEN.10.15	Ca' so Canaán 'auaxaic llaalec so Sidón chaqai so Het. 
GEN.10.16	So Canaán leta'a na jebuseo laseripi, chaqai na amorreo laseripi, chaqai na gergeseo laseripi, 
GEN.10.17	chaqai na heveo laseripi, araceo laseripi, sineo laseripi, 
GEN.10.18	arvadeo laseripi, zemareo laseripi, chaqai na hamateo laseripi. Ime, ca' ná'ogue na cananeo laseripi neuagaxatac. 
GEN.10.19	So na'laua so cananeo laseripi noquiiquetauec, chi ỹovireta'oga yi 'laua leenaxat Gerar, chicqochi'ñi yi Sidón, chi ỹovireta'a yi 'laua leenaxat Gaza; naloote'ogalo yaua na'aate' leenaxate' Sodoma chaqai yi Gomorra, Adma chaqai yi Zeboim, chi ỹovireta'a yi na'a' leenaxat Lasa. 
GEN.10.20	Ca' 'ena na llaalqaipi so Cam, quiñi 'oonoqui' ỹaatqata ná'maq chi lalamaxaret llaalqaipi na'qaachaxauaripi. Ca' chi nayijnaxat ná'maq neetalgoto 'lauari.
GEN.10.21	So Sem só'maq lopiichi so Jafet qai'neeta 'ue so llaalqaipi. Sá'ogue so llaalqaipi so Heber chaqaiso só'maq chigoxougui so Sem. 
GEN.10.22	Ca' saua llaalqa so Sem: saua Elam, Asur, Arfacsad, Lud chaqai so Aram. 
GEN.10.23	Ca' saua llaalqa so Aram: saua Uz, Hul, Geter chaqai so Mas. 
GEN.10.24	Ca' so Arfacsad chaqaiso so leta'a so Sala, chaqai so Sala leta'a so Heber. 
GEN.10.25	Ca na' ime, ca' so Heber 'vii saua dos llaalqa: ca 'óna so leenaxat nqai'en Peleg, ma' na' ne'qaañi hueetougui so na'xa'a na' neuagaxat na qom quena 'laua. Ca' so lqaỹa so Peleg leenaxat Joctán. 
GEN.10.26	Ca' so Joctán chaqaiso so leta'a' saua Almodad, Selef, Hazar-mavet, Jera, 
GEN.10.27	Adoram, Uzal, Dicla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofir, Havila chaqai so Jobab. Ná'ogue najo llaalqaipi so Joctán. 
GEN.10.30	Ca' neetalec yi 'laua chicqochi'ñi yi leenaxat Mesa, ca nqo'neetauec, chi ỹovireta'a yi Sefar. Quiyijo 'laua 'xoic ana quemaralec qa' ladocai pa'ỹa'gue da lqodoigue. 
GEN.10.31	Ca' 'ena na llaalqaipi so Sem; quiñi 'óna ỹaatqata ná'maq lalamaxaret llaalqaipi na'qaachaxauaripi, ca' chi nayijnaxat nauá'maq 'lauari neetalgoto.
GEN.10.32	Ca' ná'ogue najo ná'maq llaalqaipi sauá'maq llaalqa so Noé, ná'ogue ỹaatqajam neuo' laseripi, qam ỹaatqate' nauá'maq chi la'aate'. Co'na' mashic ime'uegue so nqodoc, ca' neuagaxajlec na 'laua, ca' ỹaatqate' nauá'maq chi la'aate'.
GEN.11.1	Ca' quesojo na'xa'a mesqai ỹoricchi naua la'qaatqa ná'ogue na qomyipi. 
GEN.11.2	Ca co'na' qaỹachicqochi'ñi yi 'laua pa'ỹa'gue da lqodoigue. Ca' qaiuanejlec yi 'laua nalo'ojta' leenaxat Sinar. Ca chaqa'ma' qoyinalec. 
