MAT.1.1	Vitsa katar o Jesus Kristo, šiav katar o David, šiav katar o Abraham. 
JAS.4.13	Šunen kai phenen: Adies vai tehara ame žiasa ande savo foro, ame nakhasa jekh berš, ame kerasa butji; ai ame nirisasa. Ažiukeren! 
JAS.4.14	Tume kai či žianen so aresela tehara! ke, so si tumaro traio? Tume san jekh aburo kai sikadiol pe jekh tsiřa vramia, ai kai atunči bilal. 
JAS.4.15	Tume trubul te phenen, aver fialo: Te kamela o Del, ame traisarasa, ai ame kerasa kadia vai kudia. 
JAS.4.16	Numa akana tume luvudin tume ande tumare ginduri barimatange. Si diela nasul ke te luvudin tume kadia.
JAS.4.17	Kudo kadia kai žianel so si te kerel, ai kai či kerel, kerel jekh bezex.
JAS.5.1	Šunen barvale! Roven ai vatin tume, pala le nasulimata kai aven pe tumende. 
JAS.5.2	Tumare barvalimata si kjermale, ai tumare tsalia si xale katar le kjermi. 
JAS.5.3	Tumaro sunakai ai tumaro rup si řužinime. Ai lengo řužinimos uštel te del marturia pe tumende, ai xala tumaro mas sar jekh jag. Tume kjidian mandjinata pe le posledni dies! 
JAS.5.4	Eta, o pokjinimos le butiarengo kai kjidine ande tumare kimpuri, ai kai tume lian lendar, tsipin, ai le tsipimata ka kudala kai kjide aresle ži ka le kan le Bareske le řaioske zurale. 
JAS.5.5	Tume traisardian pe e phuv ande o šukarimos ai ande e dragostia, tume pravardian tumare ile ka o dies o phařaimasko. 
JAS.5.6	Tume dian strafo, tume mudardian le bi-došales, kai či ninkerdias-pe pe tumende.
JAS.5.7	T'avel tumen te ažiukeren, phralale, žikin či avela o Baro; Eta, kai phařavel e phuv ažiukerel e kuč fruta la phuviaki, lel sama latar, žikin či lel le brišinda katar e primavera ai e tomna ia. 
JAS.5.8	Vi tume, te ažiukeren, zuriaren tumare ile, ke e vramia le Bareski pašiol.
JAS.5.9	Na vatin tume jekh avrestar, phralale, eta te na aven tume dine kris: eta, o krisinitori si ka o vudar. 
JAS.5.10	Len, muře phral, sar modelo ande o kjinuimos ai o ažiukerimos le profeton kai dine duma ande o anav le Baresko. 
JAS.5.11	Eta, ame phenas veseli kudala kai řebdisard e. Tume ašundian ke dine duma sar řebdisaras o Job, ai tume dikhlian o getomos kai o Baro dias les, ke o Baro si pherdo mila ai lašimos.
JAS.5.12	Angla savořende andasa, phralale, na solaxan či pa o čeri, či pa e phuv, či pa jekh kaver solax. Numa ke tumaro «ei» t'avel «ei», ai ke tumaro «na» t'avel «na», eta ke tume te na peren tela e kris. 
JAS.5.13	Si varekon anda tumende ke si ande e dukh? Ke te řudjil. Varekon si ande e veselia? Ke te gjilabel gjilia. 
JAS.5.14	Varekon anda tumende si nasvalo? Ke t'akharel le phuren katar e Khangeri, ai ke le phure te řudjin lenge, te thon pe leste vuloi ande o anav le Baresko; 
JAS.5.15	o řudjimos le patiamasko skipila le nasvales, ai o Baro uštiavela les. Ai te kerdias vo bezexa, avela leske jertime. 
JAS.5.16	Puřin tumare bezexa jekh avreske, ai řudjin jekh avreske, eta t'aven saste. O řudjimos kudalesko kai si vorta si zuralo. 
JAS.5.17	O Elia sas jekh manuš sa jekh fialo sar amende: vo řudjisardias zurales te na del brišin, ai či dias brišin pe e phuv trin berš ai šov šion. 
JAS.5.18	Porme mai řudjisardias, ai o čeri dias brišin, ai e phuv dias fruti.
JAS.5.19	Muře phralale, te si jekh maškar tumende ke dias rigate dur katar o čačimos, ai ke jekh kaver anel les palpale, 
JAS.5.20	ke te žianen ke kudo kai andias jekhe bezexales katar e vurma kai vo xasailo skipila jekh duxo katar e martia ai kerel te aven jertime but bezexa.
1PE.1.1	Katar o Petri, apostolo katar o Jesus Kristo, ka kudala kai si streia ai pe sako rig ande o Pontus, e Galasia, e Kapadotsia, e Azia ai e Bitinia, 
1PE.1.2	ai kai si alome sar alosardias le o Del o Dad, katar o svintsimos le Duxosko, eta te patian, ai te aven vužarde katar o rat le Jesus Kristosko:
1PE.1.2	ke e dragostia ai e patia t'aven tumenge butiarde!
1PE.1.3	Svintsime t'avel o Del, o Dad amare Baresko o Jesus Kristo, kai, sar si leski bari mila, neviardias amen ka jekh ažiukerimos živind, katar živindisailo o Jesus Kristo katar le mule. 
1PE.1.4	T'aven le mištimata kai či rimon pe, či aven mahrime, či šukion, save si tumenge garade katar o Del ande o čeri. 
1PE.1.5	Tume kai, katar e zor le Devleski, san garade katar o patiamos t'aven skipime gata t'aven sikade ande le posledni vrami!
1PE.1.6	Kothe si kai kerdiol tumari veselia, makar ke akana, sar trubul, tume san nekezime pe jekh tsiřa vramia katar le but zumaimata. 
1PE.1.7	Eta o zumaimos tumare patiamasko, mai kuč sar o sunakai kai xasavol (makar ke si zumado katar e jag). Kadia tumen lena o luvudimos o vestimos ai e pativ, kana o Jesus sikadiola, 
1PE.1.8	vo kai kamel tumen bi te dikhen les, ai kai patian ande les bi te mai dikhen les, tume veselin tume ande jekh veselia pria bari ai vestime, 
1PE.1.9	ke tume lena o skipimos tumare duxongo katar jekh pokjinimos tumare patiamasko.
1PE.1.10	Le profeturi, kai phende ke avela tumenge o šukarimos kai si tumenge garado katar o Del, von rodenas ai lenas sama. 
1PE.1.11	Kamenas te žianen kana ai sar avel e vramia pečatime katar o duxo le Kristosko kai sas ande lende, o duxo kai phendias angla savořende le kjinuimata le Kristoske ai o vestimos kai avena pala kudia. 
1PE.1.12	Sas lenge sikado ke nas lenge; numa tumenge, ke sas t'avel kadala dieli, kai si tumenge phende akana katar kudala kai den duma pa e Laši Viasta katar o Svinto Duxo tradino anda o čeri, ai ande save le andželi kamen te thon penge dikhimata.
1PE.1.13	Sa anda kudia, thon tumare ginduri t'ašunen, na soven, ai t'avel tumaro ažiukerimos ande o mištimos kai anena tumenge, kana o Jesus Kristo avela. 
1PE.1.14	Sar le glati kai patian o mui, na len tume pa so tume kamen kai sas tumen angla savořende, kana tume či žianenas khanči. 
1PE.1.15	Numa, sar kudo kai akhardias tumen si svinto, vi tume t'aven svintsi ande sogodi keren, 
1PE.1.16	sar si ramome: Tume avena svintsi, ke me sim svinto.
1PE.1.17	Ai te akharena tume sar Dad kudales kai del kris sar si e butji sakoneski, bi te lel sama kon sar si, ninkeren tume darasa žikin si e vramia kai tume phiren, 
1PE.1.18	žianen ke nai katar le dieli kai xasavon, katar o sunakai vai o rup, ke tume sanas kjinde anda o traio intaino kai avilias tumen katar tumare dada, 
1PE.1.19	numa katar o rat kuč le Kristosko, sar katar jekh bakrioři bi-došaki ai bi-makhli. 
1PE.1.20	Vo sas thodino angla savořende t'avel e lumia, numa sikadilo angla savořende te gotol pe e vramia, pala tumende, 
1PE.1.21	kai lestar patian ande o Del, savo živindisardias les anda le mule ai dias les o vestimos, kadia ke tumaro patiamos ai so tume ažiukeren te hodinin pe o Del.
1PE.1.22	Pala ke vužiardian tumare duxuri ai kai patian o čačimos t'avel tume jekh kamimos phralengo čačo, te kamen tume phabardes jekh avres, anda sa tumaro ilo, 
1PE.1.23	sar tume san nevarde, na katar jekh simintsa rimome, numa katar jekh simintsa kai nai rimome, katar e vorba živindi ai sakda le Devleski.
1PE.1.24	Ke
1PE.1.24	Sako mas si sar e čar,
1PE.1.24	Ai sa lesko vestimos sar e luludi la čaraki.
1PE.1.24	E čar šukiol, ai e luludi perel.
1PE.1.25	Numa e vorba le Devleski bešel pe sakda; Ai kudia vorba si kudia kai si tumenge phendi katar e Laši Viasta.
1PE.2.1	Šiuden tumendar sako nasulimos ai sako xoxaimos, sako athaimos ai sako žaluzia, ai sa o pupuimos, 
1PE.2.2	kamen, sar le glati kai arakhadile, o thud devlikano ai vužio eta ke lestar tume te barion le skipimaske, 
1PE.2.3	te tume zumadian ke o Baro si lašio.
1PE.2.4	Pašion paša leste, bař zivindo, šiudino katar le manuš, numa alome ai kuč angla o Del; 
1PE.2.5	ai inke tume, sar le bař živinde, vazden tume te thon jekh kher ande o duxo, jekh svinto služimos, eta te den so si šinado pala o duxo, drago le Devleske katar o Jesus Kristo. 
1PE.2.6	Ke si phendo ande o Ramomos:
1PE.2.6	Eta, me thav ande o Sion jekh bař koltsosko, alome, kuč;
1PE.2.6	Ai kudo kai patiala ande leste či avela perado tele.
1PE.2.7	E pativ si kadia tumenge, kai patian. Numa, kudalenge kai či patian
1PE.2.8	Ai mai
1PE.2.8	Pele ke či mangle te patian pe ande e vorba le Devleski, ke kadia sas lenge šinado.
1PE.2.9	Tume, aver fialo, tume san jekh vitsa alome, raša kai služin le Amperatos, jekh narodo svinto: jekh narodo develsko, alome te phenen le butia le mai šukar le Develske e kai akhardias tumen anda o tuniariko ka e šukar vedaria, 
1PE.2.10	tume kai angla savořende či sanas jekh narodo, ai kai akana san o narodo le Devlesko, tume kai nas pe tumende e mila, ai ke akana si pe tumende mila.
1PE.2.11	Muři draži, me mangav tumen, sar streia ai manuš kai phiren pe e phuv, te arakhen tumen katar so kamel tumaro mas statosko kai kerel o marimos pe o duxo. 
1PE.2.12	Te phiren tumen mištimasa maškar kudala kai či patian ande o Del, eta ke, kothe kai maren tumendar mui sar t'aven tume čor, te dikhen von tumare laše butia, ai luvudin le Devles, o dies kai vo avela lende.
1PE.2.13	Ašunen, pala o Del, sa le bare thodine katar le manuš, ka o Amperato sar o mai baro, 
1PE.2.14	ašunen ka le vladori sar tradine lestar te strafuin le čoren ai te luvudin le ženen kai keren so si mišto. 
1PE.2.15	Ke si sar kamel o Del ke kona tumen keren o mištimos tume ašaven le manušen kai či žianen ai le dilen. 
1PE.2.16	San slobodo, numa na keren anda kudia slobodia jekh zanaveska te garavel o nasulimos, numa keren sar služi le Devleske. 
1PE.2.17	Den pativ sa la lumia; kamen le phralen; daran katar o Del, den pativ le Amperatos.
1PE.2.18	Služi, patian darasa tumare birevon, na ferdi kudalen kai si laše ai kovle, numa vi kudalen kai si nasul. 
1PE.2.19	Ke si jekh mištimos ke te ninkeren kjinuimos pala o gindo karing o Del, kana kjinuis bi t'aves došalo: 
1PE.2.20	Čačes, če vestimos si te ninkeres le nasulimata te kerdian doša? Numa kana tu ninkeres o kjino kana tu keres o mištimos, si jekh dragostia angla o Del. 
1PE.2.21	Ai ka kudia tume san akharde, ke vi o Kristo kjinuisailo pala tumende, sikadias tumenge jekh vurma te trail, eta ke tume te žian pala leske vurmi, 
1PE.2.22	vo kai či kerdias bezex,
1PE.2.22	Ai ande o mui savesko či arakhadilias athaimos;
1PE.2.23	vo kai, kana prasanos les, či prasalas, kana marenas les, či daravelas, numa dias pe ka kudo kai del kris vorta; 
1PE.2.24	vo kai ningerdias vo amare bezexa ande pesko stato pe o kašt, eta ke te meras ka le bezexa ame ai te traisaras ka e kris; si katar le dukha leske ke tume san saste. 
1PE.2.25	Ke tume sanas sar le bakroře xasarde. Numa akana tume avilian palpale karing o pastuřo, kudo kai arakhel tumare duxuri.
1PE.3.1	Žiuvlia, patian tumare řomen, eta ke, te si uni ke či patian e vorba e Devleski, t'aven von nirisarde bi be mothon tumen jekh vorba pala o traio kai train tumen, 
1PE.3.2	kai dikhen sar tume train vužia ai dine rigate. 
1PE.3.3	T'avel tumaro, šukarimos na kudia avrial kai si ande le bal khuvde, le dieli sunakune, vai ke le tsalia kai len pa tumende, 
1PE.3.4	numa ke tumaro šukarimos te avel, so si tume andral kai či rimol pe, jekh duxo guglo ai kovlo; kai si jekh baro kuč angla o Del. 
1PE.3.5	Kadia lenas pe pende kaver data le svintsi žiuvlia kai ažiukerenas le Devles, ašunenas ka penge řom, 
1PE.3.6	sar e Sara, kai patialas le Abrahamo ai akharelas les lako baro. Latar tume san le šeia, kai keren so si mišto bi darako.
1PE.3.7	Numa, vi tume, řom, sikaven godji kana san tumare řomniansa, ke von si le mai kove; den len pativ, ke vi tumensa von lena partia ande le mištimata. Ke t'avel kadia, eta te na avel khanči te ninkeren tume te na řudjin.
1PE.3.8	Eta, savoře anda tumende, te aven tume sa jekh gindo ai sa jekh godji, pherde kamimos phralengo, mila, kovlimos. 
1PE.3.9	Na ker o nasulimos pala o nasulimos, ai na prasan pala o prasaimos, aver fialo den lenge o svintsimos, ke pe kudia tume san akharde, eta t'avela tumenge mai angle o svintsimos katar o Del.
1PE.3.10	Te si varekon, čačes, te kamel o traio
1PE.3.10	Ai t'avel les diesa veseli,
1PE.3.10	Te lel sama peski šib katar o nasulimos
1PE.3.10	Ai peske vuš katar le vorbi xoxamne,
1PE.3.11	Ke te duriol katar o nasulimos ai te kerel o mištimos,
1PE.3.11	Ke te rodel e patia, ai te žial pala late;
1PE.3.12	Ke le jakha le Devleske si pe le vorta
1PE.3.12	Ai leske kan len sama mišto katar lenge řudjimata,
1PE.3.12	Numa e fatsa le bareski si pe kudala kai kerel o nasul.
1PE.3.13	Ai ken marena tumen, te san tume gribime pe o mištimos? 
1PE.3.14	Kaver fialo, kana tume kjinuin pala e kris, tume avena veseli. Te na avel tume lendar či jekh dar, ai te na rimon tume. 
1PE.3.15	Numa svintson ande tumare ile le Kristos le Bare. Aven sakda gata te den angali, le kovlimasa ai la darasa, kudalen kai pušen tumendar pa o ažiukimos kai si ande tumende, 
1PE.3.16	ai te aven tumen jekh laši godji, eta ke, inke kana maren tumendar mui, kudala kai den duma nasul pa tumende sar tume mišto phiren ande o Kristo te peren tele. 
1PE.3.17	Ke mai mišto te kjinuis, te kamela kadia o Del, pala ke keres o mištimos sar ke te keres o nasulimos. 
1PE.3.18	Vi o Kristo kjinuisailo jekh data pala le bezexa, vo kai sas vorta pala kudo kai nas vorta, eta t'anel ame ka o Del, sas mudardo ande pesko mas, numa areslo živindo ande o Duxo, 
1PE.3.19	ai gelo te mothol pa e laši viasta ka le duxuri phangle, 
1PE.3.20	kai kaver data či patianas, kana o ažiukerimos le Devlesko žialas mai angle, ka le dies katar o Noa, žikin lašiarelas o arko, ande savo jekh tsiřa žene, si kudia, oxto, sas skipime anda o pai. 
1PE.3.21	Kudo pai sas, sar te phenas, jekh bolimos, nai o vužiarimos katar o marimos le statongo, numa te les tu jekh laši godji karing o Del, ai kai akana skipil tumen, vi tumen, pa o živindimos katar o Jesus Kristo, 
1PE.3.22	kai si pe o čačo le Devleske, dekin gelotar ande o čeri, kai le andželi, le bare ai le zurale, si tela leste.
1PE.4.1	Kadia si, o Kristo kjinuisailo ande o mas, vi tume len sar armia kasavo gindo. Ke kudo kai kjinuisailo ande o mas či mai kerel bezexa, 
1PE.4.2	eta te trail, nanai sar kamen le manuš, numa sar kamel o Del, žikin mai si les e vramia te trail ande o mas. 
1PE.4.3	Dosta si, čačes, ande e vramia kai nakhli ke kerdian sar kudala kai či patian, kai phirdian ande o čořimos, ande e kurvetsia, ande o matimos, ande o but xamos, ai o vuřito patiamos ande le staturi. 
1PE.4.4	Kadia von arakhle šodo ke tume či šiuden tume lensa ande sa kudala kurvetsi nasul, ai von xaxaven pa tumende. 
1PE.4.5	Von trubun te čačion pen ande so von kerde le Devleske kai del kris le živinden ai le mulen. 
1PE.4.6	Ke e Laši Viasta sas phendi vi ka le mule, eta ke, ke sas dine kris sar le manuš le maseske, von train sar kamel o Del ande o duxo.
1PE.4.7	O getimos sa le dielengo pašiol. Aven godiaver ai strazi, te šai žian te řudjin. 
1PE.4.8	Angla savořende, t'avel tumen jekh pe kavreste jekh zurali mila, ke e mila garavel jekh but bezexa. 
1PE.4.9	Len sama te len gosti jekh avrestar, bi te bulguin. 
1PE.4.10	Sar le laše manuša kai si tumen but mištimata le Devlestar, ke sako anda tumende te thol te služil le kavren anda o mištimos vo lias. 
1PE.4.11	Te si varekon te del duma, t'avel sar ke te phenel so avela katar o Del; te si varekon te služil, te služil sar la zoriasa le Devleski kai del les, eta ke ande sa le dieli o Del t'avel vestime katar o Jesus Kristo, kaske si o vestimos ai e zor, berš beršestar. Amen!
1PE.4.12	Muře kuč, te na avel tumenge šodo, sar jekh diela šodo kai aresel tumenge, anda e pařa kai si maškar tumende te zumavel tumen. 
1PE.4.13	Veselin tume, aver fialo, anda e partia la dukhaki katar o Kristo, eta t'aven vi tume ande e veselia ai ande o veselimos kana lesko vestimos avela. 
1PE.4.14	Te san tume dine pe o lažiav pala o anav le Kristosko, tume san veseli, ke o Duxo le vestimosko, o Duxo le Devlesko, hodinil pe tumende. 
1PE.4.15	Ke khonik anda tumende te na kjinuil ke mudarel, vai čorel, vai lel avrendar, vai kai thol pe ande le butia le kavrenge. 
1PE.4.16	Numa te si varekon ke kjinuil sar kristiano, te na avel leske lažiav, ai ke mai sigo te luvudil le Devles pala lesko anav.
1PE.4.17	Ke si e vramia kai e kris lel pe katar o kher le Devlesko. Eta, te si te lel pe amendar, so avela te geton pe kudala kai či patian ka e Laši Viasta le Devleski?
1PE.4.18	Ai te si o vorta ke skipil pe trudno,
1PE.4.18	so avela anda o xoxamno ai o bezexalo?
1PE.4.19	Kadia, ke kudala kai kjinuin sar kamel o Del te thon penge duxuri ka o čačo kai kerdias len, te keren so si mišto.
1PE.5.1	Eta e vorba kai me phenav le phurenge kai si maškar tumende, me kai sim phuro sar tumende, marturo katar o kjinuimos katar o Kristo, ai kai si man partia ka o vestimos kai si te sikadiol: 
1PE.5.2	Len sama katar le bakroře le Devleske kai tume arakhen le, na pe e zor, numa anda tumende, sar kamel o Del; na pe jekh nirimos intaino, numa dragostiasa; 
1PE.5.3	na t'aven bare pe kudala kai si tumare te len sama, lendar numa te sikaven tume sar jekh modelo lenge. 
1PE.5.4	Ai kana o Baro Pastuřo sikadiola, tume lena e kurona le vestimaski kai či rimol pe.
1PE.5.5	Sa jekh fialo, tume kai san terne, patian o mui le phurengo. Ai tume, kai phiren ande jekh than, thon pe tumende e prostia; ke, sar phenen le Ramomata:
1PE.5.5	O Del ninkerdiol pe la barimatange,
1PE.5.5	Numa vo jertil le prostonge.
1PE.5.6	Kein tume kadia tela o zuralo vast le Devlesko, eta ke vo te uštiavel tumen ande e vramia kai trubul; 
1PE.5.7	ai thon pe leste sa tumare ginduri, ke inke vo lel sama tumendar.
1PE.5.8	Aven strazi, len sama. Tumaro dušmano o Beng, rodel sar jekh liono kai tsipil, rodel kas te xal. 
1PE.5.9	Ninkeren tume pe leste jekhe patiamasa zurale, žianen ke sa kudala kjinuimata si pe tumare phral ande e lumia. 
1PE.5.10	O Del sa le kamimasko, kai akhardias tumen ande o Jesus Kristo pala pesko vestimos pe sakda, pala ke tume kjinuisailian jekh tsiřa vramia, lašiarela tumen vo inke, zuriarela tumen, kerela anda tumende te na miškin tume. 
1PE.5.11	Leske t'avel e zor berš beršestar! Amen!
1PE.5.12	Si katar o Silas, ka si kai muře jakha jekh phral čačo, kai me ramov tumenge kadala tsiřa vorbi, te vazdav tumen ai te phenav tumenge čačes ke kudo si so čačes mištimos le Devlesko Bešen zurales ande leste.
1PE.5.13	E Khangeri le alomonengi kai si ande o Babilon del tumen pozdraimos, vi o Marko, muřo šiav. 
1PE.5.14	Den tume pozdraimos jekh avres katar jekh čimidimos drago.
1PE.5.14	Ke e patia t'avel tumensa sa kai san ande o Kristo!
2PE.1.1	O Simon Petri, sluga ai apostolo katar o Jesus Kristo,
2PE.1.1	kudalenge kai line te hulaven jekh patiamos sa anda kudo prešo sar amaro, katar e kris amare Devleski ai katar o Skipitori o Jesus Kristo:
2PE.1.2	ke o mištimos ai e patia te bution tumenge kai žianen le Devles ai le Kristos amare Bares!
2PE.1.3	Sar lesko devlikano zuralimos dias amen so si t'anel ka o traio ai ka e mila, anda amaro žianglimos katar kudo kai akhardias amen anda pesko vestimos ai anda pesko vužarimos, 
2PE.1.4	save phenen amenge lestar le mai bare dinimata ai le mai kuč, eta ke te lendar t'aven vi tume t'avel tumen partia ande lesko devlimos, ai te našen katar o kamimos kai rimol kai si ande e lumia. 
2PE.1.5	Sa pala kudia, thon sa tumari zor t'avel tumare patiamasa o vužimos; le vužimasa o godiaverimos. 
2PE.1.6	Le godiaverimasa o ninkerimos, le ninkerimasa o ažiukerimos, le ažiukerimasa e mila, 
2PE.1.7	la milasa o kamimos le phralenge, le kamimasa le phralengo e mila. 
2PE.1.8	Te si kudala dieli ande tumende, ai te si but, von či mukena tumen kovle bi te na den khanči te žianen amare Bares o Jesus Kristo. 
2PE.1.9	Numa kudo kai nai ande leste kadala dieli si kořo, vo či dikhel dural, ai vo thodias pe te bustrel o vužarimos katar peske bezexa de dumult.
2PE.1.10	Sa anda kudia, phralale, thon tume sar mai but te zuriaren sar san alome ai akharde; ke, kana keren kudia, tume či miškina tume. 
2PE.1.11	Kadia si, čačes, ke te den andre ande e amperetsia katar amaro Baro ai skipitori o Jesus Kristo avela tumenge pria mišto dino.
2PE.1.12	Eta anda soste me dav ma sama te phenav tumenge kadala dieli, makar ke tume žianen le ai ke tume žian angle ande o čačimos kai si ži akana. 
2PE.1.13	Ai me dikhav ke trubul, kadia but vramia kai me sim ande kadia tseřa, te ninkerav tumen te na soven pa so me phenav tumenge 
2PE.1.14	ke me žianav ke sigo si te mukav la, sar ke amaro Rai o Jesus Kristo kerdias te žianav. 
2PE.1.15	Numa me dava sama ke kana me žiavatar tume te šai daštin sakda te den tume godji anda kadala dieli.
2PE.1.16	Nai so gindin, čačes, ke geliam pala le paramiči xoxamne kana ame kerdiam te tume te žianen e zor ai sar avela amaro Rai o Jesus Kristo, numa si sar t'avel ke ame dikhliam leski amperetsia amare vuže jakhensa. 
2PE.1.17	Ke vo lias katar o Del o Dad pativ ai vestimos, kana o vestimos o mai šukar kerdias t'ašunel jekh hango kai phenelas: Kado si muřo Šiav o mai drago, ande kaste me thodem sa muři dragostia. 
2PE.1.18	Ai ame ašundiam kudo hango kai avilo anda o čeri, kana ame samas lesa pe o svinto plai.
2PE.1.19	Ai ame ninkeras sar mai siguro e vorba kai sas phendi angla savořende, ke tume kerenas mišto te thon kan late, sar ka jekh lampa kai strefial ande jekh than tamlo, ži kai či o dies avel te sikadiol ai ke e čeřai la diminiatsaki uštel ande tumare ile; 
2PE.1.20	žianen angla savořende ande tumende ke či jekh profeto anda o Ramomos naštil te phenel jekh profesia korkořo anda peste, 
2PE.1.21	ke nai katar so jekh manuš kamel ke jekh profesia a sas andini, numa si spidine katar o Svinto Duxo ke le manuš dine duma katar o Del.
2PE.2.1	Si maškar o narodo falši profeturi, ai inke avena maškar tumende falši doxtoruri, kai anena tumenge aver žiungale patiamata, ai kai šudena le Birevos kai kjindias len, anena pe pende jekh phařaimos strazo 
2PE.2.2	But žian pala lende ande pengo dilimos, ai e vurma le čačimaski avela prasaime pala lende. 
2PE.2.3	Katar o xanžalimos, von lena tumendar katar le paramiči xoxamne, von kai daran de dumult le strafostar, ai kudalengo phařaimos či sovel.
2PE.2.4	O Del či keisailo pa le andželi kai kerde bezex, numa vo šiudias le ande le uni ande o tuniariko ai garadias le pe e kris; 
2PE.2.5	O Del či keisailo pa e purani lumia, numa vo skipisardias le Noa, kai delas duma pa e kris, ai efta kaver, kana vo andias le bare paia pe jekh lumia kurvetsisko; 
2PE.2.6	vo dias strafo kana phaglias ai inčardias pulberia le foruri Sodomo ai Gomořa, kerdias les te le bidevleske manušenge so be ažiukeren, 
2PE.2.7	ai te vo muklia le Lot le vorta, pria but sas leske nekazo hana dikhlias so kerenas kudala manuš bikrisake ande pengo dilimos 
2PE.2.8	(ke kudo vorta, kai bešelas maškar lende, rimolas sako dies pesko duxo vorta pala so vi dikhelas ai ašunelas pa lenge butia mudarimaske); 
2PE.2.9	kadia o Baro žianel sar te skipil katar o zumadimos le manušen kai patian, ai te thol rigate te garavel kon nai vorta t'aven dine strafo o dies kai avela kris, 
2PE.2.10	kudala mai but kai žian pala o mas ai kai si mahrime ande pende ai kai vuřitsin o barimos le devlesko.
2PE.2.10	Von thon zor ai maren mui, von či daran te prasan le vestimen, 
2PE.2.11	žikin le andželi, mai bare ande e zor ai zurale, či ningeren pe lende kris prasaimaski angla o Baro. 
2PE.2.12	Numa von, sar žigeni bigodiake arakhadile t'aven line ai phařade, von den duma jekh prasamasa anda so von či žianen, ai von xasavona katar pengo dilimos sar žigeni, 
2PE.2.13	len kadia o pokjinimos pengo kurvatsiako. Von arakhen pengi dragostia kai den pe so si lenge drago ande o dies; manuš melale ai mahrime-von guglion ande penge xoxaimata, kana xan mišto tumensa. 
2PE.2.14	Len si lenge jakha pherde kurvetsia ai nai lengo šoha dosta le bezexa; von athavon le duxuri kai nai mišto ninkerde; lengo ilo si kerdo pe o xanžalimos; von si le glati armandine. 
2PE.2.15	Pala ke von mukhle le e vurma vorta, von xasaile kai gele pala e vurma katar o Balam, šiav katar o Beor, kai sas leske drago o pokjinimos katar o nasulimos, 
2PE.2.16	kadia vo sas lino pala ke či patiaias: jekh magaritsa muto dias duma jekhe hangosa manušeske, terdiadias o dilimos le profetosko.
2PE.2.17	Kudala manuš si xainga bi paiesko, nuveria kai gonin e turberia, o Del thol len rigate ande o kalimos. 
2PE.2.18	Le divanonsa phukiarde barimatansa, von astaren katar so kamel o mas, katar le dilimata, kudalen kai daba skipisaile katar le manuš kai trainas rigate; 
2PE.2.19	von phenen lenge ke si te skipin pe, kana inke von si řoburi le rimomaske, ke sako si řobo anda so nirisardias pe leste. 
2PE.2.20	Čačes, te sia ke palake geletar katar o marimos la lumiako, ai žianen o Rai ai Skipitori o Jesus Kristo, von mai len pe neve ai xasarde, lengi mai paluno diela si mai trudno sar e mai angluno. 
2PE.2.21	Ke mai mišto sas t'avel lenge te na žiangline e vurma la krisaki ke de sar te den palpale, kana von prinžiarde les, anda o svinto poronka kai sas lenge dini. 
2PE.2.22	Areslias lenge so phenel jekh paramiči vorta: O žukel gelo palpale ka so vo šiadias, ai e bali xaladi geli palpale ande e čik.
2PE.3.1	Eta inke, muře kuč, o duito lil kai me ramosardem tumenge. Ande o jekh ai ande o kaver me rodem t'uštiavav tumen katar so phenav te aven tume ginduri saste, 
2PE.3.2	eta te den tume godji ka le dieli phende angla savořende katar le svintsi profeturi, ai katar e poronka le Bareski ai le Skipitoreski, sikiarde katar tumare apostoli, 
2PE.3.3	ai te žianen ke angla savořende, ande le mai paluni dies, le manuš kai train sar von kamen, avena ai prasana tumendar 
2PE.3.4	ai phenena: Kai si kodia so phendias, ke si vo t'avel? Ke, dekin ke le dada mule, sa kadia ašel sar dekin kerdilias e lumia. 
2PE.3.5	Von či kamen te žianen, čačes, ke kaver čeri sas angla savořende katar e vorba le Devleski, sa jekh fialo jekh phuv tsirdini anda o pai ai lašiardi anda o pai, 
2PE.3.6	ai pa kudala dieli e lumia kai sas atunči tasaili, dias pa late o pai opral, 
2PE.3.7	žikin ke, sa katar kudia vorba, o čeri ai e phuv akana si garade ai thodine rigate le jagake, ži kai o dies la krisako ai le phařaimako le manušenge žiungale.
2PE.3.8	Numa si jekh diela, muře kuč, kai tume te na bustrenla, si ke, angla o Baro, jekh dies si sar jekh mia berš, ai jekh mia berš sar jekh dies. 
2PE.3.9	O Baro sigo si te kerel so vo phendias, sar uni patian; numa les si les řabda karing tumende, či kamel te xasavol jekh anda tumende, numa sa t'aresen te skipin pe. 
2PE.3.10	O dies le Baresko avela sar jekh čor; ande kudo dies, o čeri nakhela bare bašaimasa, le čeřaia phabarde phagiona, ai e phuv le butiansa kai si ande late bilana. 
2PE.3.11	Sar sa kadala dieli si te bilan, sar trubul te train ande o svintsimos ai ande e mila, 
2PE.3.12	žikin tume ažiukeren ai gribin t'avel o dies le Devlesko, pala savo o čeri lela pařa, bilala ai le čeřaia phabarde bilana! 
2PE.3.13	Numa ame ažiukeras, sar vo phendias, nevo čeri ai nevi phuv, kai o vorta bešela.
2PE.3.14	Sa anda kudia, muře kuč, žikin ažiukeras kudala dieli, thon zor t'arakhe tume vo bi makhle ai bi došake ka e patia. 
2PE.3.15	Gindin o ažiukerimos amare Baresko si tumaro skipimos, sar amaro drago phral o Paul vi vo ramosardias les tumenge; sar e godji kai sas les dini. 
