MAT.1.1	Lungolo lwa Yesu Kilisto, kibelei cha Daudi, ngi kibelei chu Ulaimu.
HEB.12.1	Twenga tukweti kikuta kikolongwa cha akachalakichi nnongi jito. Yene tuboye kila kilebe echitukolwa na mabaja agatuonenela. Tubutuke mbelo kukuimbalila kukupetana kukubi nnongi jito. 
HEB.12.2	Tannolekea Yesu ojwatumbula imani ito na ojwapakulenganakia. Magambu amanyi laa japakupata ngaimbalila kuwe panchalaba panga lola oni na ngoe atama luboko lwa kalelo lwa kitebu chikinala cha Nnoongo.
HEB.12.3	Nhwachange nhwalo gwa ilebe eyampata Yesu, apaotwile kuimbalila kanigwa kukolongwa na bandu bina mabaja. Makapweleje wala makatopoka mwojoje. 
HEB.12.4	Nhwalo gwa kujomana magambu gwa mabaja, mangweto nnyitangitije myai magambu gwa genia. 
HEB.12.5	Bo, nnibalile malobe gu kumpe mwojo, genia Nnoongo alenga mangweto ngi ingota yakwe?
HEB.12.5	“Manango, makabembuje pabammola Angwana,
HEB.12.5	andaje kulegeleka mwojo pabankelebuya.
HEB.12.6	Magambu Angwana kunkelebuya kila ojwabampala,
HEB.12.6	kunchapa kila jwajeketela kube mwana jwabe.”
HEB.12.7	Nhwimbililange pabankelebuya genia nga maboulo, Nnoongo antenda genia gambu mangweto ingota yakwe. Gambu awawa ni banganchapa mwana jwabe? 
HEB.12.8	Nambu anda mmi kuchapigwaje andi ingota yenge, mmanya mangwetomwe ingota yabije, nambu makinangota ba mumatutwe. 
HEB.12.9	Muno mwa genia, twenga taechimu achikibelei bito ababutupotwile ata apabutuchapa. Mmanya tupaligwa kajoa muno Awawa bito biki uhuke kupala tulame. 
HEB.12.10	Achikibelei bito padunia pano ngubutuchapa kukingobu tu andi bene akangweto pabalolanga tela, nambu Nnoongo atukelebuya magambu gukutujangata tubene, tuotole kukilonda muchwapi gwabe. 
HEB.12.11	Kuchapigwa ngiti kilebe chu kuala mwojoje nambu kile chukubina. Nambu baba ababoligwe kube na ichima pukupela bipata hupo ya tengela kuboka mu bwomi ogunhwalali Nnoongo.
HEB.12.12	Nnyinulange maboko ginu agalendema nu kulimbia majugwa ginu agalegalike. 
HEB.12.13	Mikitendekekeye ndela janga mandondombi, kupala chikilemile chakakobaleje, nambu kilamiigwe.
HEB.12.14	Nkachanange kutama kwa tengela na bandu boa. Ntamange mubwomi gwa chwapi, kwa magambu abije mundu ojwapakabona Angwana panga bwomi anda gwenio. 
HEB.12.15	Nkachanange muno mundu jwajoa akaika kuoyaje upeele gwa Nnoongo. Mmaganga maha kupala nkega mmaba gukayokaje kati jinu na kachumbuya bange ku uchungu gwakwe. 
HEB.12.16	Mmaganga maha kupala kati jinu pakabeje na mundu nngongola andaje mundu jwanganng'ongalela Nnoongo anda Esau, ojwaucha upeele gwakwe gu kutumbu kubelekwa kwa kukulye chaliko chimwe. 
HEB.12.17	Mangweto mmanyi kutenda ata apapaila kupata kabele kindimba chenia echikikiba chakwe, ngakanaligwa, magambu apatiti kabeje napachi ju kulapa, iganukube akapalapala kwa manjochi.
HEB.12.18	Mangweto maikilingije kukitombi cha Sinai, kikiba chukamulika andi Akaisilaeli pubikiikila kitombi cha Sinai, Kitombi chenie kijaka mwoto nu kube lubendu tii, nu kujogoya muno, 
HEB.12.19	kuguguma ku lipenga nu kujoanika kulilobe. Akaisilaeli ngibilijoa lilobe lyenie ngabajopa bakajoangaje kabele, 
HEB.12.20	gambu baotolingije kuimbalila amuli ejipangigwe, “Ojwapakunyula kitombi chenje, ata ikabi kinyama, kipakuputigwa maganga.” 
HEB.12.21	Genia goa gabonekina gu kujogoya muno, ata Musa ngalenga, “Ndenda kujogopa muno nu kulendema.”
HEB.12.22	Nambu mangweto nhwikangite ku kitombi cha Sayuni, kukilambo cha Nnoongo jwabi bwomi. Nhwikangite ku Yelusalemu, kilambo chu kumbengu, kwenio maelufu akapakachi bu kumbengu bakonganinge kwa laa pampapala. 
HEB.12.23	Nhwikangite kungongano kwa ababelwike pitumbula ba Nnoongo, bombe maina gabe gaandikigwe kumbengu. Nnyemanga nnongi ja Nnoongo ojwabi hakimu jwa boa, nnongi ji uhuke gwa bandu bambone ababekigwe bambone. 
HEB.12.24	Nhwikilinge kwa Yesu ojwabi nchikachani mu lilagano lihyono na myai jakwe ijimichigwe jilonge na twenga ilebe yambone kupeta myai ja Abeli.
HEB.12.25	Mmaganga maha makakanaje kumpenekia jwenio jwalonge namangweto. Andi baba abakana kumpenekia jwankelebuya pamba padunia bakombokingije, twenga tuotolabo komboka anda tukanite kumpenekia jwenio ojwatukelebuya kuboka kumbengu? 
HEB.12.26	Kingobu chenie lilobe ngililendema padunia, nambu ngoe alagile kabele, “Manendemeya kabena dunia, nambu ngiti dunia tuje uyo na mbengu.” 
HEB.12.27	Lilobe lende, “Kabele,” litulaya kutenda ilebe ya kalakala ilendemeigwa ipakuboigwa yoa, kupala ilebe iyono iigala pangalendemiigwa.
HEB.12.28	Twenga tube nu kulumba, gambu tupokela kingwana changalendemela. Twenga tunyenyepe nu kunng'ongalela Nnoongo kundela ejitupakunhwalalila jwombe kugongalela kukupwelela, 
HEB.12.29	kweli Nnoongo jwito nga mwoto nkale ogujomala.
HEB.13.1	Nnyendekea kupalana kulongo. 
HEB.13.2	Makalibilije kapokelanga akamageni, gambu kukutenda yene bandu bange bakapokelanga akapakachi kuboka kumbengu panga manya. 
HEB.13.3	Makombokelange ababi kukipungo andi ntabigwe mmene mangweto. Makombokelange abapotekigwa andi mpotekigwa mmene mangweto.
HEB.13.4	Nhwalo gu kutolana upaligwa kuechimigwa na bandu boa, utwai gukabeje mukutolana kwabe. Nnoongo mabahukumula akangongola na akamalaya.
HEB.13.5	Makabe mabandu bu kupala muno uloije, nambu ntochekange ni ilebe einkweti. Mwene Nnoongo alengite, “Ninnekaje, wala nannyeaje ngu.” 
HEB.13.6	Nga magambu tuoto kulenga,
HEB.13.6	“Angwana nga ajangati bito,
HEB.13.6	nijogopaje.
HEB.13.6	Mundu apakututenda bo?”
HEB.13.7	Makombokelange achiilongoi binu abantangachila lilobe lya Nnoongo. Nhwingakie gwicho majendo gi ilongochi inu pabatamanga nu kuwe, makajigange imani jabe. 
HEB.13.8	Yesu Kilisto nga ujwajo licho, leleno na jwangapela. 
HEB.13.9	Makaangaikaje kongo na kongo kwa maboulo gange gi kigeni. Upeele gwa Nnoongo chwapi gulimbia iuke inu na wala ngiti amuli ja nhwalo gwa chakulyaje, amuli jenie jannyangitije ngu mundu jwajoa ojwajikengime.
HEB.13.10	Twenga tukweti kitembe chenie ababegelela mu lihema bapaligwije kulye ilebe ya mwenio. 
HEB.13.11	Nkung'i nkolongwa jwa Akayahudi kuleta myai ja inyama mu Paali Pachwapi na kupanga lilumbo kwa magambu ga mabaja, nambu inyama yenie kitinia panja ja kambi. 
HEB.13.12	Uyo Yesu mwene, ngapotekigwa nu kuwe panja ji kilambo kupala bajeguya bandu kwa myai jakwe mwene. 
HEB.13.13	Lele tukajogopaje tuboke tunnyendele panja ji likambi tukakanigwe andi pakanigwa jwenio. 
HEB.13.14	Magambu padunia pano tukwetije kilambo chukulama, tukilolela kilambo chikiika. 
HEB.13.15	Kwa ndela ja Yesu, tujendeke kumpangi Nnoongo lilumbo lya chipa machoba goa, mana gakwe nga malobe gito putulenga Yesu nga Nngwana jwito. 
HEB.13.16	Makalibililangaje kutenda gambone nu kujangatana, magambu genia nga malumbo aganhwalalila Nnoongo.
HEB.13.17	Maagabale achiilongoi binu na ukamula amuli yabe, benia bagoya uhuke gwinu kilo na mui benia bapakulandulila ku Nnoongo nhwalo gwa maengo gabe. Mpaligwa kajoa kupala bakamu maengo gabe kukuala mwojo bukubona nhwigoje gambu yene innyangata kileje mangweto.
HEB.13.18	Nnyendeke kutujopela natwenga. Tumanyi kutenda myojo jito jibi kutulengeje kutenda tute kulemwa, magambu tupala kube na majendo gambone ku ilebe yoa. 
HEB.13.19	Nannyopanga muno unyopelange kupala Nnoongo amuye kwinu chokwe andaiwechikine.
HEB.13.20	Nnoongo jwatupi tengela anhyoite Nngwana jwito Yesu Kilisto kuboka kwa abawile, ojwabi Nchungi Nkolongwa ju mambelele kupete myai ji lilagano lya machoba goa pangapela. 
HEB.13.21	Nnoongo ampegange kila kilebe chikibi chambone kuyene nhwotolange kamu agapala. Uyo kupete Yesu Kilisto jwenio atenda maengo nkati jinu agagunhwalali mwene. Kupete Yesu kibe kibumo pangapela! Unhyo.
HEB.13.22	Makalongo bango, nannyopa nhwimbalilange pampoke undo ganannengalinge gambu nunhwandaki machoko tu mubalua jenia. 
HEB.13.23	Mbala kunnengelanga kutenda nnongo gwito Timoteo alekekiigwe kuboka mukipungo. Anda ajombakite kuika pamba chokwe, manhika nakwe kwenio.
HEB.13.24	Mapatange abali achiilongoi binu boa pamwe na bandu ba Nnoongo! Akalongo ba kilambo cha Kuitalia bampatanga abali. 
HEB.13.25	Mmoa tunnyopelanga upeele gwa Nnoongo.
JAS.1.1	Ne Yakobo, napakachi ba Nnoongo na Angwana ana Yesu Kilisto, nampatanga abali mangweto, mammi kabila komi na mabena, agapwilikine padunia joa!
JAS.1.2	Makalongo pannondoigwa mmanyanga kutenda ngi kingobu chinu chu kuala mwojo, 
JAS.1.3	mmanyi kutenda kulondoigwa ku imani inu impe kuimbalila. 
JAS.1.4	Nno! Kuimbalila kwinu kube mpaka pukupela, kupala nkomale na nnimbe panga pelelwa kilebe. 
JAS.1.5	Nambu anda mundu kati jinu apelwi malango gu kumanya, apaligwa kunnyopa Nnoongo ojwabape bandu boa muno nu kwambone. 
JAS.1.6	Nambu apaligwa kujopa ku imani pangapwele kilebe. Gambu mundu ojwabi na mbwele abi andi kilebe chikitoligwa na kimbonga nu kulekeligwa okwo na okwo. 
JAS.1.7	Gambu mundu andi jwenio akahyobaleje kupoke kilebe ka Angwana. 
JAS.1.8	Mundu juna ndela ibena kuchichilakana mundela yakwe yenie yoa.
JAS.1.9	Anda nnyinu mundu jwanhwamine Kilisto abi nhwocho apaligwa kuala mwojo pajinuligwa na Nnoongo, 
JAS.1.10	na mundu juna uloi aalala mwojo pauluigwa na Nnoongo. Gambu mundu juna uloi apakujebelea andi liloba likamanyai. 
JAS.1.11	Lichoba pilipita lumu kubala nu kulembuya matutwe, na maloba gakwe kutola pae nukualaje kabe. Uyo na mundu juna uloi apakujebelea mukubegele kwakwe.
JAS.1.12	Mbaya mundu ojwajendeke kuaminika mukulondoigwa, gambu andaimbalile mpaka kupela, aipata hupo ya bwomi eyalagila Nnoongo kapeganga abampala. 
JAS.1.13	Anda mundu alondoligwe, akalengaje, “Nondoligwe na Nnoongo”, Gambu Nnoongo kunnondoyaje mundu kwa mabaja na jwenio. 
JAS.1.14	Nambu mundu alondoligwa pautigwa nu kujonjigwa na tama jakwe mbaja. 
JAS.1.15	Kuboka penia tama mbaja anda jikomile jileta mabaja na mabaja anda gakomile galeta kiu.
JAS.1.16	Makalongo bango manampala, makakoloigwaje! 
JAS.1.17	Itoi yambone yoa ina kuala na tegatega iboka kumbengu, iboka Kawawa, abapangani muli kumbengu, benia kugalambukaje andi kiwili chikiama ama. 
JAS.1.18	Kukupala kwabe bene ngubutupotola ku lilobe lyabe lya kweli, kupala tube milembu mu yoa yapangine.
JAS.1.19	Makalongo manampalanga nkombakelanga kilebe chenje! Kila mundu ajojakele kujoa nambu akajojokeje kulongela wala akajojoke kuchimwaje. 
JAS.1.20	Gambu lilaka lya mundu kuotwaje kamu gambone gapala Nnoongo. 
JAS.1.21	Yene magalekele kutali mabaja goa nu uchapu mpokelange kukunyenyepa lilobe lya Nnoongo elyapandite umyojo jinu, lyene liotwile kunkombolanga mangweto.
JAS.1.22	Mikikikoloyaje mmene makangweto kukupenakia tuje lilobe lyakwe nambu mpaligwa kamula ku itendwa. 
JAS.1.23	Anda mundu jwajoa jwapenakia lilobe lyenie nambu kulibegeleje, jwenio andi mundu ojwakilolake mulindala, 
JAS.1.24	andajomwi kikilolakea nu kuboka, kulibalila pabile. 
JAS.1.25	Nambu mundu ojwakamu kukachana malagilo agalenganile nu kabeka bandu kube agabwa, nu kujendeke kutenda yenie pangalibalila chakijoine, nambu ngalikamula apakupata kindimba mu kila kilebe chakamula. 
JAS.1.26	Mundu anda akibona nga ojwang'ola Nnoongo, nambu kulutabaje lugomo lwakwe mmanya jwenio ang'ongale Nnoongoje, na akikoloya mwene. 
JAS.1.27	Ndela ejibi chwapi janga malemwa nnongi ja Nnoongo Awawa ngajenje, kajangata akakeba na akananhwele mumalola gabe, kikilende mmene makaakaigwaje padunia jenje.
JAS.2.1	Makalongo anda maamini Ana Yesu Kilisto, Angwana bi kibumo, makabagu banduje na pachokuje. 
JAS.2.2	Tulenge mundu jonge akwindite pete ja jaabu na ngobo inachwapi ajingi pangongano inu, ni kingobu ucho ajingi mundu jonge ojwakwindite ngobo yangambone. 
JAS.2.3	Anda munyalite muno jwajo ojwakwindite ngobo inachwapi nu kunnenge “ntame pamba” panachwapi na kunnenge nhwochojo “mwe nkajema okwo” andaje kunnenge “ntame paijagi,” 
JAS.2.4	bo, kwenio kubagulanaje mangweto kwa mangweto? Bo mmi kuhukumuje mumawacho mabaja?
JAS.2.5	Makalongo bango manampala, mpenikiyange! Nnoongo bachagwi bandu akahocho padunia jenje babe bandu bina kipato mu imani nukupoke kingwana chalagila Nnoongo apakape bandu abapaile. 
JAS.2.6	Nambu mangwetumwe mabembu bandu akahocho! Bo, bandu binuloi nga abamponjaje nu kumpeleka mumabalacha? 
JAS.2.7	Bo, nga beniaje abalitukana liina lyambone lya Kilisto, mangweto nga bakwe?
JAS.2.8	Anda nnenganakie malagilo gi kingwana cha Nnoongo andi piandikigwe Mumajandiko ga Chwapi kulenga, “Mumpale nndami nnyinu andi pimikipala mmene,” mmanya mpakutenda pipaligwa muno. 
JAS.2.9	Nambu anda mabagwi bandu ntenda ubaja, na malagilo gunhukumulanga mangweto mmi kujalije malagilo. 
JAS.2.10	Ojwalemwa lilagilo limwe, mmanya abakube ni lilemwa mumalagilo goa. 
JAS.2.11	Gambu Nnoongo ujwo jwalenga makatenda “ngongolaje” nga ujwo ojwalenga, “Makakomaje.” Kuyene ata ikabi nteije ngongola, nambu nte koma, mwe magajaliteje malagilo goa. 
JAS.2.12	Nnongelanga nukamu andi bandu abapa kuhukumigwa kwa malagilo agaleta agabwa. 
JAS.2.13	Gambu Nnoongo abeje na kia apapakunhukumu mundu jwanga kiya. Juna kiya kujogopaje kujema nnongi ja hukumu ja Nnoongo.
JAS.2.14	Makalongo chambone kini anda mundu alengite akweti imani nu kongo kulayaje kuitendwa? Bo, imani jenie jiotolabo kunkola? 
JAS.2.15	Anda tulonge mundu ojwaamini abi munalome andaje munkege akwetije ngobo wala chakulya. 
JAS.2.16	Bo kualala kunnenge jwenio, “nnyabula kwa tengela makajote mwoto nu kujukuta,” pangampe kile chakipala mubwomi gwakwe? 
JAS.2.17	Uyo imani janga itendwa iwile.
JAS.2.18	Nambu mundu aotwi kulenga, “Mwenga nkweti imani, nenga ngweti itendwa!” Elo! Unangile mundu kube na imani panga itendwa, nane nannangila imani jango kuitendwa yango. 
JAS.2.19	Bo, mwe kuamini kutenda Nnoongo abi jumwe tu! Tela! Nimichepela jiamini ulyo, kabe nukulendema kwa mbwele. 
JAS.2.20	Mwe malangoje! Bo, mpala kunnaya kube imani janga itendwa jiwile? 
JAS.2.21	Bo, Ulaimu aokobito bapatabo kube bambone nnongi ja Nnoongo? Ikiba kuitendwa yabeje! Kingobu pabampanga mwana gwabe Isaka pikitembe kube lilumbo. 
JAS.2.22	Mmikulola kutenda imani jakwe kengamana ni itendwa yakwe, imani jakwe jikamilika ni itendwa yakwe. 
JAS.2.23	Yene ngagalenganila Majandiko Gachwapi agalenga, “Ulaimu nganhwamini Nnoongo, na kuimani jakwe Nnoongo ngannyekete kube jwambone.” Yene Ulaimu ngakemigwa ng'anja jwa Nnoongo. 
JAS.2.24	Mmikulola kutenda mundu ajeketeligwa kube jwambone nnoongi ja Nnoongi kuitendwa yakwe, ngiti kuimani jika tuje. 
JAS.2.25	Ikiba uyo kunhwalo gu munkege nngongola ojwakonda Laabu. Jwenio ngajeketeligwa kube jwambone nnongi ja Nnoongo magambu ga kapokela akaingakii Akasilaeli bajabule kupete jenge ndela. 
JAS.2.26	Yene andi mmele panga uhuke mmanya uwile, uyo imani yanga itendwa iwile.
JAS.3.1	Makalongo bango, makalokale kube makaboli ajingije. Andi umanyiela, takaboli tubakupata hukumu ngolongwa kupeta bange bandu. 
JAS.3.2	Gambu tuboa twenga tulemwa ku ile ijingi. Anda mundu kulemwaje mukulonge kwakwe, mmanya mundu jwenio akamilike, na aotwile kukilongalea mmele gwakwe. 
JAS.3.3	Twenga tantaba choma pakano falasi kupala atukengame kwakwoa okutupala kujenda. 
JAS.3.4	Nhwachanga ntumbwi, iganukube nkolongwa uotwile kuutigwa nuupepo nambu kugalambuya kwa kasia njokochoko, kujenda kwakwoa okwapala jwaulongalea. 
JAS.3.5	Uyo, lulimi, luganukube kipagwa kichokochoko cha mmele, kukiluya makolongwa muno.
JAS.3.5	Mwoto nchokochoko tu nambu uotwile kutinia nhwitu nkolongwa. 
JAS.3.6	Lulimi lubi andi mwoto. Lutweli mabaja ndu ngi kipagwa kichokochoko chi mibele jito nambu kujambuki ubaja mmele gwoa. Lulimi kutinia bwomi gwito gwoa kuboke kubelekwa mpaka kuwe. Gambu gwene utiniigwa na mwoto gu kujahanamu. 
JAS.3.7	Mundu aotwile kulanga inyama naotwile kulanga ipanganigwe yoa andi inyama ya mpongote ni ijuni ni ikokalakani na yamaki yu umache. 
JAS.3.8	Nambu kila mangobu nimi ito kutulema. Lulimi kilebe kibaja, kutawalikaje, kabe kitweli uchungu ogukoma bandu. 
JAS.3.9	Ku lulimi twenga tutenda kalumba Angwana na Awawa bito. Kululimi ulwo tabeka nhwilo bandu, bandu abapanganigwe kukilandanikio cha Nnoongo. 
JAS.3.10	Malobe gukumpe mundu kindimba na gukummeka mundu nhwilo goa gaboka mukano jimwe. Makalongo bango, ilebe yenje ipaligwije kube yene. 
JAS.3.11	Chembwe chimwe kupiaje mache maimu na gina mwinyo. 
JAS.3.12	Makalongo bo, ntini uotwile kupambika zabibu? Andaje nzabibu kupambika tini? Chembwe cha mache gina mwinyo kupiaje mache maimu.
JAS.3.13	Bo, mene juna kumanya na malango kati jinu? Alaye kilebe chenie kwa majendo gakwe gambone ni itendwa yakwe eitendigwa ina kualala itendigwa kukunyenyepa na kwa malango. 
JAS.3.14	Nambu anda myojo jinu jitweli bwiu nu kuchimwa nu kukikoya, makaibilikije kweli kukulokeloke gwambone gwinu. 
JAS.3.15	Malango genia gaboka kumbenguje, nambu ja padunia ngiti ji Uhuke jwa Chwapije, kabe gu Kichetani. 
JAS.3.16	Gambu papoa apabi bwiu na kukiluya, penia pabi ni kijonga na kila ubaja. 
JAS.3.17	Nambu malango agaboke kumbengu, gabi chwapi, kupala tengela nu kulita na kajali bandu, utweli kia na itendwa yambone, kubagulanaje wala undendemunduje. 
JAS.3.18	Bandu abapala tengela bapandanga mbeju ya tengela na bapakuuna mauno agunhwalali Nnoongo.
JAS.4.1	Kuputana nu kujomana kuboka ko? Kuboka mutama inu eijomana nkati jinu. 
JAS.4.2	Mmi na tama ju kupala ilebe nambu mmi kipataje yene nnolanga tela tu koma, yene mmi kujomana nu kuputana. Mpatangaje chimikipala magambu mmi kujopaje ku Nnoongo. 
JAS.4.3	Pannyopanga ku Nnoongo mmi kupataje magambu nnyopanga ilebe kupala mitumie ku tama inu. 
JAS.4.4	Mangwetumwe mabandu bangaaminika. Bo, mmanyije kutenda kipala ilebe ya dunia tela nu kube mangondwa ba Nnoongo? Mundu jwajoa ojwaipala ilebe ya dunia abe nngondwa jwa Nnoongo. 
JAS.4.5	Makapemeleje kutenda Majandiko Gachwapi galenga malobe gajagi, pagalenga, “Uhuke ojwabekigwe na Nnoongo nkati jito abi na bwiu muno.” 
JAS.4.6	Nambu upeele gwatupi Nnoongo guna makakala muno, andi Majandiko pagalenga, “Nnoongo kakananga bandu bina kulokaloka nambu kapeganga kindimba bandu abanyenyepa.” 
JAS.4.7	Lele mannyali Nnoongo, mankanange Mmaja na jwenio mantilanga. 
JAS.4.8	Mummandakile Nnoongo jwombe maba papipi na mangweto. Nkuyange maboko ginu makabajamwe. Nnyeguyange myojo jinu makandendemundu! 
JAS.4.9	Nhwechukange na ng'utange nukokaleka. Kueka kwinu kube nguto, nu kuala mwojo kwinu kube kuwechuka kukolongwa. 
JAS.4.10	Nnyenyepange nnongi ja Angwana, bombe mabanyinulanga.
JAS.4.11	Makalongo makakopekeanaje, ojwankopake nnongo gwakwe andaje kunhukumu nnongo gwakwe, agakopake malagilo nu kugahukumu malagilo. Nambu anda magahukumu malagilo mmanya mwe mmi kugaagabalaje malagilo, nambu mmi mahakimu. 
JAS.4.12	Nnoongo tu ojwaotwi kubeka malagilo nu kugahukumu. Jwenio jikajakwe ojwaotwi kombola nukujita bandu. Lele mwe mabene mpaka nhwoto kahukumu ajinu bandu?
JAS.4.13	Ngoe mpenikiyange mangweto mannenga kutenda, “Leleno andaje malabo nijenda kilambo chikuteno nukutama kwenio chaka mbyu kuucha ilebe nu kupata uloi ndu.” 
JAS.4.14	Mangwetomwe mmanyije bwomi gwinu apupakube malabo! Bwomi gwinu nga nike, mangweto mmi andi ngongobwe ijipiti kingobu tu nukuboka. 
JAS.4.15	Ipaligwa kulenga “Angwana anda bapaile tuba tammomi tutenda chache na chache.” 
JAS.4.16	Nambu ngoe ntenda kulokaloka nu kukiluya, kulokaloka kwenio kubaja. 
JAS.4.17	Anda mundu kamwaje lyale elyalimanyi lyambone lyapaligwa kamula, atenda mabaja.
JAS.5.1	Mpenikiyanga oti manuloi manhwamine! Ng'utange nukokaleka gambu gu kulaga okumpakupata. 
JAS.5.2	Uloi gwinu ubolite, na ngobo inu ileligwe nu umea. 
JAS.5.3	Jaabu jinu nu uloi gwinu uleligwa na nguu, na nguu jenie jibakube uchaili kwinu mangweto na jenie jiba kulye mibele jinu andi mwoto. Mangweto mikilundaki uloi mumachoba gukujomolela gano. 
JAS.5.4	Malepangiteje mapungu gabe abakamulinga maengo mumigonda jinu. Mpenekie kokaleka kwabe! Nguto ja benia abaunanga mumigonda jinu kiike ka Angwana bina uwecho. 
JAS.5.5	Ntamangite padunia kukikonjalela nu ukonji. Nnenepinge mmi tela ni lichoba li kuchinjigwa. 
JAS.5.6	Munhukumwile nu kunkoma mundu jwanga malemwa, jwanga nkananga mangweto.
JAS.5.7	Lele makalongo, mmegange mukulendela mpaka Angwana pabapakuika. Nnolanga nnemi apalende ipandwa yakwe mpaka pipakujela kwambone. Jwenio kulende ku kuimbalila ula ja chembeya na jantolo. 
JAS.5.8	Namangweto uyo mpaligwa kuimbalila nu kujema ndii, gambu lichoba likuika Angwana libandakile.
JAS.5.9	Makalongo makang'olelanaje mmene makangweto jika Nnoongo manhwukumulanga. Nno, hakimu ambaika kuhukumula. 
JAS.5.10	Makalongo anda mpai kukilandanaki kuimbalila mu kupotekigwa, maachanga akalondoli abatangacha nhwalo kuboka ka Angwana. 
JAS.5.11	Angweto takemanga mbaya magambu gukuimbalila. Nnyoine nhwalo gwa Ayubu, nu mmanyangite Angwana pabantendile pukujomolela. Gambu Angwana batweli kia nu upeele.
JAS.5.12	Muno mwa genia, makalongo, mikijilapalije mbengu, wala dunia, wala kukilebe chachoa. Nnenganga “Elo,” anda kweli, nnenganga “Ije” anda uwangi na penia nhukumigwaje na Nnoongo.
JAS.5.13	Bo, abi mundu kati jinu juna malola? Apaligwa kugongalela ku Nnoongo. Bo, abile ojwaala mwojo? Apaligwa kujemba miambo ji kunnumba Nnoongo. 
JAS.5.14	Bo, abi mundu ntamwe kati jinu? Apaligwa kakema akinanhota bikikuta cha bandu abunhwamine Kilisto, bombe mabunnyopela nu kumpakaya mauta kulina lya Angwana. 
JAS.5.15	Kujopa kwenio anda bajopite ku imani ntamwe malama, Angwana mabannyinula jwenio. Ati ikabi akweti mabaja malekekeigwa. 
JAS.5.16	Yene nnengalane mabaja ginu na nnyopelane ku Nnoongo kupala nnamange. Kujopa kumundu jwajekatiligwe na Nnoongo kukweti makakala gukutenda majingi anda ajopite kukachana. 
JAS.5.17	Nnondoli jwa Nnoongo Eliya akiba mundu andi twenga. Ngajopa kukachana ula jikakomaje, na ula jikomitije pikilambo kukingobu cha yaka itatu na myei sita. 
JAS.5.18	Kuboka penia ngajopa kabele, mbengu ngijipia ula ni ipandwa ngimalika pannema.
JAS.5.19	Makalongo bango, kati jinu anda mundu ajilekite ndela ja kweli, na jonge ammuye, 
JAS.5.20	mmanyanga kutenda jwenio ojwammuite abakunkola bwomi gwa mundu mmaja jwenio mukiu, na mabaja majingi gabakuboigwa.
1PE.1.1	Nena Petulo nandundame ba Yesu Kilisto, nunhwandikilanga mangweto manchaguligwe na Nnoongo Awawa bito, mampwilikine nukube andi mageni kwenio kukilambo chuku Ponto na kukilambo chuku Galatia na kilambo cha Kapadokia na kilambo chuku Asia na chuku Betania. 
1PE.1.2	Nnoongo Awawa bito banchagula mangwetumwe andi palongalela kummanya kuboka kalakala tela nu kukupala kwabe, na mmekigwe mmegange chwapi ku ndela ju Uhuke jwakwe, kupala munnyali Yesu Kilisto na nnyeleigwe kwa myai jakwe.
1PE.1.2	Na Nnoongo ampe upeele na tengela ndu.
1PE.1.3	Talumbalile ana Nnoongo, Awawa ba Angwana bito ana Yesu Kilisto! Kwa kia jabe ngolongwa ngubutupe bwomi nhyono kukunhyoya Yesu. Butupi lihyobalelo lya bwomi gwangapela, 
1PE.1.4	na yene tulole kupata kindimba Nnoongo echibabeki bandu bakwe. Kindimba chenie kubolaje, kualabikaje nu kuchujukaje, chibammekile kumbengu magambu ginu. 
1PE.1.5	Namangweto nnendeligwa na makakala ga Nnoongo kundela ja imani kupala mpatange ukoli ogupakuekuligwa kingobu chukupela.
1PE.1.6	Nhwalalange mwojo kunhwalo gwenio, iganukube ngoe mpakuechuka kukingobu kachoko nu kupotekigwa kundela ndu. 
1PE.1.7	Kulondoigwa kwenio kupala kumanya imani jinu jibibole. Ata jaabu jiganukube ejialabika nambu mpaka jilondoigwe pamwoto, na imani jinu uyo kilebe chambone kupeta jaabu, mpakaoti nnondoigwe kupala nnimbe. Kupala kube lilumbo ni kibumo ni ichima lichoba elyapakuika Yesu Kilisto. 
1PE.1.8	Iganukube manammonaje mmi kumpala, iganukube manammonaje mangweto mmi kunhwamini na mmi kuala mwojo, kukuala mwojo kukolongwa kwangalandulika, 
1PE.1.9	magambu mpokelanga hupo yi imani inu gwenio ngu ukoli gwa bwomi gwinu.
1PE.1.10	Akalondoli ngabapalapala nu kuingakia ukomboi gwenio, na ngabalondolanga nhwalo gwambone gwa Nnoongo gwenio kabi mpatangite mangweto. 
1PE.1.11	Ngabapala kumanya kingobu gani ni ipakubebo pikipakupitila. Gambu Uhuke jwa Kilisto ojwakiba nkati jabe ngabalaya apabakiba bakalondola nhwalo gu kupotekigwa ogupakumpata Kilisto ni kibumo chikipakube. 
1PE.1.12	Nnoongo akaekuli akalondoli benia ngiti kwa magambu gabe benije nambu ginu mangweto, pabantangachila nhwalo gongo gubannenge ngoeno na bandu baba abantangachila nhwalo gwambone kwa makakala ga kiuhuke jwa chwapi jwakingigwa kuboka kumbengu. Akapakachi bukumbengu bapala kumanya ile yenie.
1PE.1.13	Penia malango ginu gabe tela kukamwa maengo, mma maha. Ni milibeke lihyobalelo linu mu kindimba champakupata kingobu Yesu Kilisto papakuika kabena! 
1PE.1.14	Mmaganga ingota einnyoa Nnoongo, makajeketeje kabe kengama tama mbaja andi pamakibanga tango kujimanyaje kweli ja Nnoongo. 
