MAT.1.1	Jesus Kristo, Dawi panaa, Abaraãm panaa. Hahỹ ta wahë makũ sa häd heen n'aa kerih doo:
GAL.3.26	Ti hyb n'aa kä, P'op Hagä Do taah bë sahõnh hẽ, Kristo hã bë h'yy ka'eeh do hyb n'aa. Séd bë h'yyb hedo däk hỹỹ kä Kristo Jesus hã. 
GAL.3.27	Bë nu kemuun bong bä séd hã bë h'yy kata däk hyb n'aa Kristo sii, Kristo hadoo bë bahado däk hỹỹ kä. 
GAL.3.28	Séd uuh had'yyt ër hỹỹ kä Kristo Jesus hã ër h'yy kata däk do hyb n'aa: Judah buuj ji do bä, Judah buuj nadoo do ji do bä, sa kariw n'aa ji do bä, sa karom ji do bä, aj'yy ji do bä, ỹỹnh ji do bä na-ããj hẽ. Séd uuh had'yyt né hẽ ji. 
GAL.3.29	Kristo karapee bë bahado däk do hyb n'aa, Abaraãm panaa heh'äät hadoo bë bahado däk. Ti hyb n'aa Abaraãm hã P'op Hagä Do ky n'aa enooh do paa tabës hỹỹ kä bë hã.
GAL.4.1	Panyyg ky n'aa gó bë ỹ maher'oot ji hã tabës do ky n'aa: Ji t'aah, sahõnh hẽ ta yb ma gadoo do pan'aa, sa karom bahä̃nh nado ta karapee noo gó, sahõnh hẽ ta yb ma ta ma hado däg né paawä ta jawén. 
GAL.4.2	Ta yb ky däng do noo gó kanajaa nä bä, ta hagã n'aa mejũũ ta t'aah hã ti nuuj jé. Ta ma tagadoo do pan'aa ti nuuj jé hag'ããs do hã taky daheeh. Dooh ta t'aah haja bä tah'yy karẽn do tamoo wäd bä. 
GAL.4.3	Ti hadoo ër hã. Kristo ër tabed'ëëp do pooj jé, karapee t'aah hadoo ëër. Badäk hahỹỹ hã nyy da ji bad'oo, nyy da ji bawät do ky n'aa jaw'yyk doo, tak'ëp ër hã tamejũũ ti noo gó. Ta ti kamejũũ do karom hadoo nä ëër ti noo gó. 
GAL.4.4	Tii bä kä, P'op Hagä Do ky däng do noo gó kajaa bä kä, P'op Hagä Do mejũũ ta T'aah. Ỹỹn näng, ji da tabahadoo hyb n'aa. Mosees ky n'aa jaw'yyk do mejũũ doo bä tabenäng, 
GAL.4.5	ãã tabed'ëëp hyb n'aa Mosees ky n'aa jaw'yyk do hyb n'aa ky n'aa kawas'ee däk do paah, P'op Hagä Do taah ër bahadoo hyb n'aa kä. 
GAL.4.6	P'op Hagä Do taah ër bahadoo do hyb n'aa, P'op Hagä Do mejũũ ta T'aah Sahee ër h'yyb tym gó tabawät hyb n'aa. Ti né hẽ, ta Sahee an'oo bä, “Ee” P'op Hagä Do ër maneëënh hyb n'aa. 
GAL.4.7	Ti hyb n'aa kä, dooh ji hã mejũũ do karom mahado wäd bä. P'op Hagä Do t'aah kä õm. Ta t'aah mabahado däk do hyb n'aa, sahõnh hẽ ta taah sa hã tabanoo doo, a hã da tabanoo na-ããj hẽ.
GAL.4.8	Pooj jé, P'op Hagä Do bë nahapäh nä bä, bë h'yy kaha'eeh do sa karom hadoo paa bëëh, P'op Hagä Do nado né paawä ta tii. 
GAL.4.9	Hỹỹ kä, P'op Hagä Do bë hapäh hyb n'aa bë h'yyb gó, (bë P'op Hagä Do hapäh do hyb n'aa ỹ hanäng), h'ëëd hyb n'aa p'aa hẽnh bë h'yy kawareem ta ti ky n'aa jaw'yyk do nahejoonh doo, daap hadoo do wë? Bë karẽn apäh ta ti hedoo do bë tamejũũ p'aa hẽnh, p'ooj ub bë babok doo da? 
GAL.4.10	Tsyt hẽ däg bë basëëw däk ta ä̃h, bë daaj hẽ bë tayy hyb n'aa. Kamarab heen n'aa bë teb'ëës, ji joom ji ataa do hedoo do heen n'aa bë teb'ëës, tsyt hẽ däg bë basëëw däk ta see pé noo gó ta baab.
GAL.4.11	Bë ỹ hyb n'aa tón! Daap hẽ apäh ỹ ma met'ëëg wät Kristo ky n'aa bë mahang?
GAL.4.12	Tak'ëp ỹ betsẽẽ bë hã, wakãn haa, ỹ bad'oo doo da taw'ããts hẽ bë bad'oo. Dooh Mosees ky n'aa jaw'yyk do hã ỹ daab yb wäd bä. Pooj jé ta tii hã bë daab nayyp do hado däk ỹỹh.
GAL.4.12	Pooj jé baad ỹ bë gadoo. 
GAL.4.13	Bë hapäh né hẽ, ỹ nahëë näng do hyb n'aa ti noo gó bë häj n'aa bä ỹ bewäd nä. Ti noo gó né hẽ pooj jé bë ỹ maher'ood wät Kristo ky n'aa hanäm doo. 
GAL.4.14	Nahäh ỹỹ taw'ããts hẽ nado né paawä bë hã ti noo gó, dooh né paa ỹ bë ty n'aa gesyyg bä. Baad ỹ bë gadoo ti noo gó. P'op Hagä Do ããs bë gadoo doo da ỹ bë gadoo paah. Kristo Jesus bë gadoo doo da ỹ bë gadoo paah. 
GAL.4.15	Tak'ëp bë tsebé ti noo gó. H'ëëd hyb n'aa bë tsanebee bong? Ti noo gó, bë haja bä paawä, bë matym sii hẽ bë ado nyyh paawä hã ỹỹ bë banoo hyb n'aa. 
GAL.4.16	Bë hã, bë majĩĩ hado däk g'eeh ỹ hỹỹ kä, baad hadoo do bë ỹ maher'oot do hyb n'aa?
GAL.4.17	Tak'ëp né paawä nanäng ma matëg oow bë rah'yyb en'yym bë gadoo hyb n'aa sa hã, dooh bë hyb n'aa tado bä bë rah'yyb en'yym doo. Rakarẽn paawä bë hyb n'aa wareem ỹỹh, sa hã bë h'yyb en'yym hyb n'aa, sa hã bë maa newëë hyb n'aa kä. 
GAL.4.18	Taw'ããts hẽ had'yyt hẽ ji rah'yyb en'yym doo, baad hadoo do hyb n'aa tado bä tii. Hỹỹ kä, bë mahang ỹ badoh bä, bë an'oo manä baad nadoo do jawén bë rah'yyb en'yym doo. 
GAL.4.19	Tah haa hadoo do ỹ kamahä̃n doo, ỹỹnh ajãn benyy däg bä ta mahỹỹnh do tahoop doo da, p'aa hẽnh ỹ bahoop bë hyb n'aa, Kristo bawäd wät doo da bë baboo däk bä kä. 
GAL.4.20	Dooh ỹ haja bä bë wë ỹ ahõm bä, ti hadoo né hẽ ỹ karẽn paawä bë wë ỹ bahõm, baad bë sii ỹ ber'oot hyb n'aa. Ta ti ỹ wén her'oot, dooh ỹ hapëë wäd bä nyy d' ỹ bad'oo bë hã.
GAL.4.21	Bëëh, Mosees ky n'aa jaw'yyk do bë hã mejũũ kar'ẽẽn doo, bë hã ỹ eaanh hahỹỹh: Dooh bë hapëë bä Mosees ky n'aa jaw'yyk do her'oot doo? 
GAL.4.22	Pawóp mä Abaraãm taah, näng kerih do hã. Ta ỹỹm karom Agah häd näng do sii ta t'aah seeh, ta ỹỹm heh'äät do Sarah häd näng do sii ta t'aah seeh. 
GAL.4.23	Ta ỹỹm karom sii tawén eta däk, ta ỹỹm karom hã ta t'aah wén nyy däk, nyy d' rabad'oo sa daaj hẽ rahyb n'aa newë däk do hyb n'aa. Ta ỹỹm heh'äät do sii tawén eta däk, tii da P'op Hagä Do ky n'aa eno däk do paa hyb n'aa ta hã.
GAL.4.24	Ta ti ky n'aa gó tahajaa ji ma met'ëëg bä. Pawóp hẽ hadoo do ỹỹj, Agah, Sarah, pawóp hẽ hadoo pé P'op Hagä Do sa sii kaner'ood däk do hadoo, Abaraãm sii, Mosees sii kaner'ood däk doo. Waëë Sinaih häd näng doo bä ta ky n'aa jaw'yyk do sa hã tanoo doo, Agah hadoo tii. Sahõnh hẽ Sinaih bä kanoo do hã daap yyp doo, tak'ëp rabahoop kamejũũ doo. 
GAL.4.25	Agah, waëë Sinaih häd näng do hadoo, Arab häj n'aa bä hahäng doo. Agah hadoo Jerusarẽnh panang da hẽ. Agah, Agah panaa tak'ëp sa hã ramejũũ do rahoop doo da paah, Jerusarẽnh buuj da hẽ rahoop tak'ëp kamejũũ doo. Sa karom hadoo Jerusarẽnh buuj. 
GAL.4.26	Hỹỹ kä, Jerusarẽnh hỹ pong jé hana doo,
GAL.4.27	Ti ky n'aa né hẽ P'op Hagä Do kyy kerih doo gó kerii däk. Hahỹỹ da takerih:
GAL.4.27	“H'yy gadajaa da õm, ỹỹnh netaah doo, taah nanäng doo.
GAL.4.27	Tsebee gó mageëënh, õm ajãn mahỹỹj nahoop doo.
GAL.4.27	H'yy gadajaa da, tsebee ỹ wén näng, ta bahä̃nh hajõk do ỹỹnh reréd hõm do taah.
GAL.4.27	Dooh denaa hẽ ỹỹnh patug näng do taah.”
GAL.4.28	Ti hyb n'aa kä, bëëh, wakãn haa hedoo doo, Isak hadoo bëëh, P'op Hagä Do ky n'aa enooh do hyb n'aa tabenäng doo. P'op Hagä Do taah bë wén hado däk, Abaraãm hã P'op Hagä Do ky n'aa enooh do ta ky bajawaa hyb n'aa. 
GAL.4.29	P'ooj ub, Abaraãm t'aah Agah sii, nyy d' rabad'oo sa daaj hẽ rahyb n'aa newë däk do hyb n'aa henäng doo, Is-maéw, rejã wät ta t'aah Sarah sii P'op Hagä Do Sahee ky gabuuj gó henäng doo. Ti hadoo da hẽ. Mosees ky n'aa jaw'yyk do hã daap yyp do ër rarejãã, P'op Hagä Do Sahee ër h'yyb gó hanäng doo. 
GAL.4.30	Hỹỹ kä, hahỹỹ da P'op Hagä Do kyy kerih do her'oot ta ti ky n'aa: “Mah'eed hõm ỹỹnh karom ta t'aah daheeh. Dooh ỹỹnh karom t'aah gado bä ta yb hanaa ta ỹỹm heh'äät do t'aah nemuun”,
GAL.4.31	Ti hyb n'aa wakãn haa, tak'ëp ta hã kamejũũ do taah nado ëër.
GAL.5.1	Kristo ër tabed'ëëp tak'ëp ër hã kamejũũ do ër ahoop do mahä̃nh, baad ër babok hyb n'aa kä. Ti hyb n'aa bë an'oo manä ta see hã bë rah'yyb mahũũm. Bë gado manä tak'ëp kamejũũ do rakarẽn bä p'aa hẽnh bë gadoo.
GAL.5.2	Bë hyb n'aa matakä bë ỹ maher'oot doo! Ỹỹh, Paw-Ro, baad bë ỹ maher'oot hahỹỹh: Masuuj noo byyh kahõg hõm do bë gado bä, daap hẽ da bë hã tii bä Kristo ji hyb n'aa dajëp doo. 
GAL.5.3	Sahõnh hẽ ajyy sa masuuj noo byyh kahõg hõm do gadoo do sa hã ỹ ab'aanh ỹ maher'ood wät doo: Ta ti bë gado bä, kamejõ däk bë hã tii bä sahõnh hẽ Mosees ky n'aa jaw'yyk do wób bë ky daheeh na-ããj hẽ. 
GAL.5.4	Bëëh, Mosees ky n'aa jaw'yyk do ky dah'eeh do hyb n'aa kar'ẽẽn do baad bë bahado däk paawä P'op Hagä Do matym gó, dawëë bë baboo däg kän Kristo mahä̃nh. Ji hã P'op Hagä Do ky enyym do bë ty n'aa gesyyg däg kän.
GAL.5.5	Ëër kä, baad ër gada P'op Hagä Do Sahee an'oo bä, Kristo hã ër h'yy ka'eeh do hyb n'aa baad ër bahado däk P'op Hagä Do matym gó. 
GAL.5.6	Séd hẽ ji h'yy kata däg bä Kristo Jesus hã, ji masuuj noo byyh kahõg hõm do hyb n'aa nado ji tagadoo, ji masuuj noo byyh kanahõg hõm do hyb n'aa nado ji tagadoo na-ããj hẽ. Séd hã né hẽ ji ta hã. Jããm hẽ takarẽn do ji hã, baad ji h'yy kae heh'äät do ta hã, ji da hadoo do ji kamahä̃n do hã kametëëh doo.
GAL.5.7	Baad paa bë babok pooj jé. Jaa bë tahewad kän baad hadoo do ky n'aa bë ky nadahé wät hyb n'aa? 
GAL.5.8	Ta ti bë hã raky kah'ũũm doo, dooh P'op Hagä Do bë tanaëënh do hanaa tado bä. 
GAL.5.9	Nad'ëëd its né paawä pãw makuj n'aa, jé pad'yyt hẽ däg takamekuuj däk.
GAL.5.10	Tak'ëp Hyb N'aa Jawyk Do hã ỹ h'yy kasadä do hyb n'aa, baad ỹ bahapäh hëp ỹỹ gó, ỹ hyb n'aa newëë doo da bë da hyb n'aa newëë na-ããj hẽ, séd bë h'yyb hedoo da hã ỹỹ. Dooh da ta see hadoo bë hyb n'aa newë bä da. P'op Hagä Do rejãã da bë h'yyb manepëë bong hanoo doo, hyb n'aa jawyg né paawä ta ti ta wób sa hã.
GAL.5.11	Wakãn haa, ỹ na-ããj hẽ ỹ mejõ nä bä paawä ta wób ramasuuj noo byyh kahõg hõm hyb n'aa, te hub tado bä paawä tii, dooh paawä Judah buuj ỹ rarahejã bä. Ỹ ma met'ëëg nä bä paawä taw'ããts hẽ né hẽ ji masuuj noo byyh kahõg hõm doo, tii bä Kristo b'aa hã kajatsëk do hã dajëp do ky n'aa, dooh paawä Judah buuj tah'yyb rejã wäd bä. 
GAL.5.12	Ta ti ajyy ji masuuj noo byyh kahõg hõm do mejũũ doo, ta ti ky n'aa me bë h'yyb manepëë bong hanoo doo, taw'ããts hẽ paawä sahõnh hẽ sa hã hanäng do ragahõg hõm.
GAL.5.13	Bëëh, wakãn haa, P'op Hagä Do bë tatsyyd wät ky n'aa jaw'yyk hedoo do tak'ëp ji mejũũ do bë hã tamanejõ wät hyb n'aa, baad bë babok hyb n'aa kä. Dooh nesaa do ji h'yyb säg karẽn do jawén ji awät do hyb n'aa tado bä tii d' tabad'oo ër hã. Dooh. Tak'ëp ky n'aa jaw'yyk do ji hã tamejũũ do mahä̃nh ji tawén ed'ëëp, kamahä̃n gó ër masa hyb n'aa ër da hadoo doo. 
GAL.5.14	Ta tii d' ỹ wén her'oot, sahõnh hẽ P'op Hagä Do ky n'aa jaw'yyk doo, hahỹ sét hẽ hadoo do tamejũũ do hã kametä däk: “Makamahä̃n a da hadoo doo, a hã makamahä̃n doo da.”
GAL.5.15	Bë hyb n'aa matakä! Bë kamanahä̃n bä bë da hadoo doo, bë mahang ta see kamajẽ bä ta see wë, ta see rejã bä ta see tabanas'aa mo n'aa me, tii bä da bë d' gawatsik.
GAL.5.16	Ti hyb n'aa kä bë ỹ maher'oot hahỹỹ da: Bë an'oo P'op Hagä Do Sahee bë tah'yyb mahũũm hyb n'aa, tii bä da dooh bë moo boo bä nesaa do bë h'yyb säg karẽn doo. 
GAL.5.17	Nesaa do ji h'yyb säg karẽn doo, dooh takarẽn bä P'op Hagä Do Sahee karẽn doo. P'op Hagä Do Sahee dooh takarẽn bä na-ããj hẽ nesaa do ji h'yyb säg karẽn doo. Pawóp hadoo do kamaj'ĩĩ ji h'yyb gó, ti hyb n'aa dooh bë haja bä bë moo boo bä ti bë karẽn paawä bë moo bong doo. 
GAL.5.18	P'op Hagä Do Sahee bë tah'yyb mahũũm bä bë an'oo bä, dooh ky n'aa jaw'yyk do bë hã tamejõ wäd bä.
GAL.5.19	Wyt ta maab hẽ nesaa do sa h'yyb säg karẽn do jawén habok do moo bok doo: Sa ỹỹm nadoo do sii, sa patug nadoo do sii rabahe'ỹỹh, nesaa do nu meby n'aa näng do sa hã hanäng doo me ramoo bong, dooh rah'yy keba bä ta ti hedoo do hã. 
GAL.5.20	Kabarii hã rah'yy ka'eeh, raweh'ëëh. Ramehëm. H'yy gaẽẽj gó rababok, ky ked'aak, ta wób hã rah'yy kajew'ëës. Nayyw hẽ rakawajããn. Ta wób sa bahä̃nh rakarẽn ranu gapad'ëëk, dooh rakarẽn bä séd rah'yyb hedo bä ta wób sa hã. 
GAL.5.21	Ta wób wë hanäng do raty ge-eh. Jarakë hedoo do hã rabaoom. Ta bahä̃nh rabawëh, rabeëëk. Hajõng nä ti hedoo do ramoo bong na-ããj hẽ. P'aa hẽnh tak'ëp péj bë ỹ maher'oot: Tii d' hawät doo, dooh da P'op Hagä Do gado bä tabag'ããs doo bä.
GAL.5.22	Tii d' nado rabad'oo P'op Hagä Do Sahee h'yyb mahũũm doo. P'op Hagä Do Sahee hanaa ji kamahä̃n doo, baad ji tsebé doo, ji h'yyb näm doo, nayyw hẽ kawanajããn doo, ji ky enyym doo, baad ji da hadoo do ji gadoo doo, h'yy kaneh'ỹỹt doo, 
GAL.5.23	kaja hẽ denaa hẽ ji h'yyb ji mahũũm do ji da hadoo do wë, ji h'yyb ji meduuk do na-ããj hẽ. Dooh ky n'aa jaw'yyk pé ta ti hedoo do meduuk péh. 
GAL.5.24	Kristo Jesus karapee hedoo doo, dooh nesaa do sa h'yyb säg karẽn do jawén raboo boo bä. Reréd hõm nesaa do sa h'yyb tak'ëp karẽn doo. B'aa kajatsëk do hã repëëm däk hadoo ta tii. 
GAL.5.25	Ti hyb n'aa, papuuj gó ër babok P'op Hagä Do Sahee anoo do hyb n'aa, taw'ããts hẽ hỹỹ kä ër ky daheeh né hẽ P'op Hagä Do Sahee ër hã metëëh do ër h'yyb gó. 
GAL.5.26	Taw'ããts hẽ dooh ër h'yy kasabé bä. Taw'ããts hẽ dooh ër mety bä ër da hadoo doo. Taw'ããts hẽ dooh ër h'yy kajewëëts bä ër da hadoo do wë.
GAL.6.1	Wakãn haa, nesaa do bë see moo wäd bä, tii bä taw'ããts hẽ bëëh, P'op Hagä Do Sahee h'yyb mah'ũũm doo, bë maher'ood ta hã nesaa do taberéd hõm hyb n'aa, p'aa hẽnh tabanoo hyb n'aa P'op Hagä Do Sahee h'yyb mahũũm ta hã. Taw'ããts hẽ kaja hẽ denaa hẽ bë h'yyb bë mahũũm ta hã bë maher'oot bä. Ta ti hedoo do hyb n'aa ta see mamaher'oot bä, taw'ããts hẽ baad mamatakä a daaj hẽ, nesaa do õm sii hẽ tah'yyb natatuk hyb n'aa. 
GAL.6.2	Bë masaa bë da hadoo doo, hejoonh do ta wë takametëëh bä. Tii d' bë adoo bä, Kristo ky n'aa jaw'yyk do bë ky dahé däg kän.
GAL.6.3	Hyb n'aa sakog is do seeh, “Ỹ hyb n'aa jawyk”, ta h'yyb gó taky hado bä, ta daaj hẽ takawadii. 
GAL.6.4	Taw'ããts hẽ ji daaj hẽ ji moo wät do hã ji hyb n'aa newëë baad ji do bä. Baad ji do bä, ji hegãã bä ji daaj hẽ, tii bä ji moo wät do hã tahajaa ji tsebé. Dooh hyb n'aa pé tii bä ta wób rababok do hã ji kametyy. 
GAL.6.5	Taw'ããts hẽ sét ken'yyh ji, ji gadoo, ji moo wät P'op Hagä Do anoo do ji hã ji moo wät hyb n'aa. Ti hyb n'aa, dooh hyb n'aa pé ta wób ramoo bok do hã ji kametyy ỹ wén näng.
GAL.6.6	Taw'ããts hẽ P'op Hagä Do kyyh ma kamet'ëëk do ramasa sa ma matëg, sa wë hanäng do uuh me.
GAL.6.7	Bë hã hẽ bë kawad'ii manäh! Dooh hajaa pé P'op Hagä Do wadii péh. Ji ejoom doo, ti né hẽ ti ta jawén ji ataa doo. 
GAL.6.8	Hahỹỹ d' ỹ hanäng péh: Jé sa h'yyb säg karẽn do jawén habok doo, ti hanaa né hẽ ragadoo da tak'ëp rahob had'yyt doo. Jé P'op Hagä Do Sahee karẽn do jawén habok doo, ragadoo da ji edëb had'yyt do P'op Hagä Do pa. 
GAL.6.9	Ti hyb n'aa, taw'ããts hẽ dooh ër h'yy gejë hõm bä baad hadoo do ër moo bok do hã. Ër h'yy ganejë bä, P'op Hagä Do h'yyb däng do noo gó ër gadoo da baad hadoo doo. 
GAL.6.10	Ti hyb n'aa kä, ër haja bä, taw'ããts hẽ baad hadoo do ër moo boo had'yyt bä sahõnh hẽ sa hã. Taw'ããts hẽ ti bahä̃nh tii d' ër bad'oo, ër masa, ër nemuun Kristo hã h'yy ka'eeh do sa hã.
GAL.6.11	Bë hegãã hahỹ bë ner'ood bä, tëg ewëëh do hã moh ỹỹ me bë ỹ ma erii kän hahỹ tagadëëg ub do bód.
GAL.6.12	Ta tii d' karẽn do bë ramejũũ bë masuuj noo byyh bë kahõg hõm hyb n'aa, jããm hẽ ta wób rah'yyb en'yym do hyb n'aa tii d' rawén mejũũ. Dooh rakarẽn bä Judah buuj wób, tak'ëp ta ti mejũũ do sa hã rarahejãã Kristo b'aa hã kajatsëk do hã dajëp do ky n'aa hyb n'aa. 
GAL.6.13	Sa daaj hẽ dooh raky dahé bä Mosees ky n'aa jaw'yyk doo, ti hadoo né hẽ rakarẽn bë gadoo bë masuuj noo byyh kahõg hõm doo, ta ti bë gadoo do hyb n'aa Judah buuj wób sa matym gó rah'yy kasab'ee hyb n'aa. 
GAL.6.14	Ỹỹ kä, jããm hẽ ỹ karẽn ỹ h'yy kasab'ee b'aa kajatsëk do hã Jesus Kristo, Ër Wahë N'aa dajëp do hyb n'aa. B'aa kajatsëk do hã Kristo dajëp do hyb n'aa, sahõnh hẽ badäk hahỹỹ hã ji h'yyb karẽn do dajëb kän hadoo hã ỹỹ. Ỹ na-ããj né hẽ ỹ dajëb wät hadoo ta ti hedoo do hã. Dooh ta ti jawén ỹ awäd wäd bä. 
GAL.6.15	Ji masuuj noo byyh kahõg hõm do hã nado ti ji hyb n'aa matakëë doo, ji masuuj noo byyh kanahõg hõm do hã nado na-ããj hẽ. Dooh its ti P'op Hagä Do matym gó. Jããm hẽ taw'ããts hẽ ji hyb n'aa matakëë papuuj gó ji bawät do hã, P'op Hagä Do Sahee anoo doo. 
GAL.6.16	Ta tii hã hyb n'aa matakëë do sa hã, papuuj gó habok do sa hã, h'yyb näm do ỹ karẽn P'op Hagä Do anoo. Ỹ karẽn P'op Hagä Do t'yyd mehĩĩn tii. Ti né hẽ ta karapee heh'äät doo.
GAL.6.17	Hup ỹỹ hã ti anäng rok ỹ tyw n'aa paah, Jesus hyb n'aa ỹ rarahejãã doo.
GAL.6.18	Ỹ karẽn ër Wahë N'aa Jesus Kristo ky enyym sahõnh hẽ bë hã, wakãn haa hedoo doo. Jããm hẽ kä.
EPH.1.1	Paw-Ro ỹ ti hỹỹh, P'op Hagä Do karẽn do hyb n'aa Kristo Jesus mejũũ do see ỹ hado däk doo. Ỹ edëng bëëh, Epeso panang bä habong do tsyt hẽ P'op Hagä Do wë kasëëw hõm doo, Kristo Jesus hã h'yy kata däk doo, ta hã h'yy kanerét doo.
EPH.1.2	Ãã karẽn P'op Hagä Do ër Yb, Jesus Kristo Tak'ëp Hyb N'aa Jawyk Do na-ããj hẽ ky en'yym bë hã. Ãã karẽn baad bë rah'yyb en'yym.
EPH.1.3	Taw'ããts hẽ ji j'aa etsë P'op Hagä Doo, ër Wahë N'aa Jesus Kristo h'yy kaha'eeh doo, ta Yb. Ti né ta ti tabag'ããs doo bä ër taky n'aa edëng do sahõnh hẽ baad hadoo doo me, hỹ pong jé hana doo me, badäk hahỹỹ bä naa nadoo doo me. Ër taky n'aa edëng, Kristo hã ër h'yy kata däk tabanoo do hyb n'aa. 
EPH.1.4	Hahỹỹ da tabad'oo ër hã: Sahõnh hẽ badäk hahỹ tapahuunh do pooj jé, Kristo hyb n'aa ër tabasëëw hõm ta wë. Ër tabasëëw hõm tsyt hẽ, nesaa do mahä̃nh, baad had'op doo da ër babok hyb n'aa ta matym gó. Ër takamahä̃n do hyb n'aa, 
EPH.1.5	sahõnh hẽ tapahuunh do pooj jé, Jesus Kristo hyb n'aa ër hã tah'yyb däng, ta taah ër bahadoo hyb n'aa kä. Tii d' tawén d'oo, tii da tah'yyb däng do hyb n'aa, tii da takarẽn do hyb n'aa. 
EPH.1.6	Ta wë ër tabasëëw hõm, ta taah ër bahado däk tabanoo na-ããj hẽ, tak'ëp taky enyym do hyb n'aa ji j'aa etsë hyb n'aa ta hã. Baad ër wë taky enyyw hõm ta T'aah hyb n'aa, takamahä̃n doo. 
EPH.1.7	Ta T'aah hyb n'aa, ta T'aah majyyw me ër tabed'ëëp nesaa do mahä̃nh. Ta T'aah ër hyb n'aa tadajëp do hyb n'aa, tabawug hõm nesaa do ër h'yyb tym gó hanäng doo. Tii d' tawén d'oo, tak'ëp taky enyym do hyb n'aa. 
EPH.1.8	Tak'ëp né hẽ ër wë taky enyyw hõm. Sahõnh hã ër tah'yy gan'yyh, sahõnh hã ër h'yy kadaw'uuh tan'oo bä. 
EPH.1.9	P'op Hagä Do karẽn do hyb n'aa tametä wät ër hã nyy da tah'yyb däng tabad'oo Kristo hyb n'aa. Pooj jé, dooh hapäh pé tah'yyb däng doo. 
EPH.1.10	Hahỹ ti P'op Hagä Do h'yyb däng tabad'oo: Tah'yyb däng do noo gó kajaa bä kä, sahõnh hẽ, hỹ pong jé habong doo, badäk hahỹỹ hã habong do na-ããj hẽ, séd hã da tabata däk, sahõnh hẽ sa nu gabóg Kristo bahado däk hyb n'aa kä.
EPH.1.11	Kristo hyb n'aa, ãã P'op Hagä Do asëëw hõm ta karapee ãã bahadoo hyb n'aa. Tii d' tawén d'oo, p'ooj ub tah'yyb däng do hyb n'aa tii da ãã hã tabad'oo. Takarẽn doo da né hẽ P'op Hagä Do moo wät sahõnh hẽ. 
EPH.1.12	Ãã tabasëëw hõm ta wë, P'op Hagä Do kabaj'aa do ãã j'aa etsë hyb n'aa, ãã pooj jé Kristo hã h'yy kae däk doo. 
EPH.1.13	Kristo hyb n'aa, bë hã na-ããj hẽ taban'oo däg kän ta karapee bë bahadoo hyb n'aa hỹỹ kä. Baad hadoo do ky n'aa, ji tabed'ëëp do panyyg n'aa hanäm do bë maa napäh bä, Kristo hã bë h'yy kae däk bä kä, bë hã taban'oo däg kän ta Sahee taky n'aa enooh do paah. 
EPH.1.14	Ta jawén, ta karapee P'op Hagä Do baad tabed'ëëp noo gó kajaa bä kä, ër gadoo da sahõnh hẽ ër hã taky n'aa enooh doo. Pooj jé dó ër hã tabanoo ta Sahee, ta jawén ër gadoo do metëë n'aa. Sahõnh hẽ ta ti tawén d'oo, ta kabaj'aa do ji j'aa etsë hyb n'aa.
EPH.1.15	Ti hyb n'aa, ỹ ky n'aa napäh bä Jesus, Tak'ëp Hyb N'aa Jawyk Do hã bë h'yy kae däk doo, sahõnh hẽ ta hã h'yy ka'eeh do bë kamahä̃n ỹ ky n'aa napäh bä na-ããj hẽ, 
EPH.1.16	ỹ paa du doo P'op Hagä Do hã ỹ j'aa etsë bë hyb n'aa. Dooh ỹ eréd bä bë hyb n'aa P'op Hagä Do ỹ j'aa etsë doo. P'op Hagä Do hã ỹ ky n'aa etsẽẽ bä, bë ỹ ky n'aa ets'ẽẽ had'yyt hẽ. 
EPH.1.17	P'op Hagä Do ër Wahë N'aa Jesus Kristo h'yy kaha'eeh doo, ër Yb tak'ëp kabaj'aa doo, tak'ëp baad hadoo do hã ỹ ky n'aa etsẽẽ, ta Sahee me bë tah'yy gan'yyh hyb n'aa, bë hã tagahoot hyb n'aa na-ããj hẽ, baad P'op Hagä Do bë bahapäh hyb n'aa kä. 
EPH.1.18	Bë hyb n'aa ỹ ky n'aa etsẽẽ, bë h'yy kadaw'uuh P'op Hagä Do an'oo bä, bë hapäh hyb n'aa ny hadoo do baad hadoo do ta jawén bë gadoo do pan'aa bë P'op Hagä Do wén naëëj wät.
EPH.1.19	Ãã ky n'aa etsẽẽ na-ããj hẽ bë bahapäh hyb n'aa, tak'ëp sahõnh hẽ bahä̃nh hadoo do ta hejój ëër, ta hã h'yy ka'eeh do hã tanoo doo. Ti né hẽ ta ti ta hejój tak'ëp ta kabaj'aa doo me tametëëh doo, 
EPH.1.20	dejëp do mahang Kristo ganä wät tan'oo bä. Ta ti hejój me né hẽ, hỹ pong jé, ta hub hadäk hẽnh, takaweh'ëëh doo bä, Kristo basooh P'op Hagä Do an'oo bä, 
EPH.1.21	sahõnh hẽ kabaj'aa do ji nahapäh do sa bahä̃nh, sahõnh hẽ bag'ããs do ji nahapäh do sa bahä̃nh, sahõnh hẽ hejój enäh do ji nahapäh do sa bahä̃nh, sahõnh hẽ mejũũ do ji nahapäh do sa bahä̃nh Kristo bahado däk hyb n'aa kä. Sahõnh hẽ hyb n'aa jewyk doo, da hẽ habong doo, ta jawén habong do na-ããj hẽ, sa bahä̃nh hyb n'aa jawyk Kristo bahadoo P'op Hagä Do an'oo bä na-ããj hẽ. 
