MAT.1.1	Diꞌoraz kuwai idaꞌa kakuwaapa-karu Jesus Christ dokozu-daunnao sakadinan ikiꞌo dauꞌanaꞌo.
REV.6.7	Udaunaꞌan Kaznizo-dani soꞌotan 4th sakibadapa-kariwai scroll diꞌiki. Õabata koshan baꞌoran kakupaꞌo aimaakannao bii ikiꞌo kian, “Daꞌatiꞌi!” 
REV.6.8	Õawunuupan, naꞌii õtukapa kidaiꞌo kawaro. Kainaꞌa zaidapaꞌo ubarauꞌu, uꞌuu Mawaka-karu, naꞌiki kainaꞌa Mawakainao Wiizi daꞌanpan uruu. Ipai ĩnao ati maꞌozaka-karu taa-kao ĩzowii-kinaa nii 1/4 pidannao daꞌaꞌa imiꞌi baaraꞌa. Wuru kida idiꞌo nii pidannao mawakanuꞌu: mizaataaka-karu idi, zamazi-karu idi, karinaa-karu bakadun kida rinai idi, naꞌiki kichanaꞌiki-kii kidaꞌo aimaakannao zowian nii ĩdyaun.
REV.6.9	Udaunaꞌan Kaznizo-dani soꞌotan 5th sakibadapa-kariwai scroll diꞌiki, naꞌii õtukapa altar dazabaꞌa, pidannao doronaa kida, zowiauzo-kariwainaouz ĩmishidan idi manawun Tominkaru Paradan naꞌiki ĩmamashaadaꞌazookan idi pakakuwaapan udauꞌu. 
REV.6.10	Diiwaꞌo idaꞌan ĩkian, “Umanawunuꞌo Naobanai, kaimanaꞌo naꞌiki mishiꞌo! Manaꞌa naa puzaudapaꞌanaꞌa powaꞌa! Kaiꞌi naa pupatakaꞌuta wunaouꞌu imiꞌi baara ainaouz zowiauzonaouz waunao, pukaunaataꞌa naa waunao.” 
REV.6.11	Uruu daunaꞌan ipai ĩkawanaꞌati baraka zaꞌabaꞌi kidaꞌo kamicha taa-kao ĩꞌati. Udaunaꞌan ĩdyuuda-kao ĩsookapaꞌanan masakaudaꞌu, atii baꞌoran mishidainao, kaudinainaouz Jesus ati, zowii-kao naꞌapa ĩnao zowii-kao kawan, ĩaita-kao kawanaꞌati.
REV.6.12	Uruu daunaꞌan õtukapa Kaznizo-dani soꞌotan 6th sakibadapa-kariwai scroll diꞌiki. Naꞌiki õtukapa imiꞌi nakainan maꞌozakaꞌo idaꞌan, naꞌiki kamoo marutan podidiꞌo kamicha kawan, naꞌiki kauzu tukapa-kao wuza naꞌapa izai kawan. 
REV.6.13	Wiizi kida waotan imiꞌi baara ati naꞌapa maꞌozakaꞌo awaru waota-kidan kawan paꞌishizoꞌo akai kida pakadunaa diꞌiki. 
REV.6.14	Aokazi papidinan naꞌapa scroll kawan, naꞌiki umainaabatinan. Midukuo kida naꞌiki imiꞌi baara paran ii kidaꞌo, ipaiꞌo nii ĩzikada-kao pawiizi iki kida.
REV.6.15	Uruu idi ipai kingnao daꞌaꞌa imiꞌi baaraꞌa, ipai kazowautapainao naꞌiki ipai soldyaanao zowaunaanao, naꞌiki kapuraataniinao naꞌiki maꞌozakainao naꞌiki ipai poitoruinao naꞌiki aonaa poitoruinao mani, ipaiꞌo nii ĩdizinan udaruꞌo kuba uun nazo ii kida naꞌiki kuba tuuꞌuz kida oroda an midukuo ii. 
REV.6.16	Diiwaꞌo idaꞌan ĩkian midukuo kida naꞌiki kuba kida ati, “Uwaota waꞌidaꞌati udiza kizi waunao Sakanatapaꞌo umanawunuꞌoraz manawun tabai idaꞌaꞌo ai, naꞌiki Kaznizo-dani patakaꞌutan ai waunao. 
REV.6.17	Uruu kichanaꞌiki-kii kidaꞌo patakaꞌutin-karu kamoo kaawan naa wuruꞌu: kanomaꞌo nii tuudazu?”
REV.7.1	Uruu daunaꞌan õtukapa 4 angelnao kadishitapan 4 imiꞌi baara shakaru kida diꞌii, ĩzaamatapan awaru kida, aonaa kizi awaru nii imiꞌi baaraꞌa oo paran ii oo atamun baawu an. 
REV.7.2	Udaunaꞌan õtukapa baꞌoran angel waꞌatin waoko iki, unaꞌakapa kakupaꞌo Tominkaru kainaariba. Uparadan diiwaꞌo idaꞌan wunao atiꞌi 4 angelnaouz, utaan maꞌozaka-karu ĩꞌati, ĩpatakaꞌuu-kinaa nii imiꞌi baara naꞌiki paran. 
REV.7.3	Angel kian ĩꞌati, “Aonaa zii ukaziwaꞌanaꞌa imiꞌi baara, paran oo atamun kida atii wakainaabatan daunaꞌan zii waTominkarun pidanannao, ĩtawu kida idaꞌa.”
REV.7.4	Aizii wuruꞌu Tominkaru pidanannao kainaabata-kariwainaouz pataawu kida idaꞌa kowaada-kao õꞌati ĩiriban 144,000. Ĩnao wuruꞌu 12 Israel takaan-daunnao tonaazinaa bii ikiꞌoraz ĩzaamata-kao. 
REV.7.5+REV.7.6+REV.7.7+REV.7.8	12,000 zaamata-kao baudaꞌapaꞌo tonaazinaa kida diꞌiki, wunao kida diꞌikiꞌi: Judah, Reuben, Gad, Asher, Naphtali, Manasseh, Simeon, Levi, Issachar, Zebulun, Joseph, naꞌiki Benjamin diꞌiki.
REV.7.9	Uruu daunaꞌan õtukapa iribaꞌo manawun pidannao baokopatinpan aonaꞌo turuu ĩaita-kao! Kaawainaouz naꞌati waꞌatin ipai bakadun wiizai kida diꞌiki, naꞌiki ipai bakadun ĩdokozu-daunnao tonaazinaa kida diꞌiki, naꞌiki ipai bakadun ĩmada kida diꞌiki, naꞌiki ipai bakadun ĩparadan kida diꞌiki. Naꞌa ĩkadishitapan umanawunuꞌoraz manawun tabai naꞌiki Kaznizo-dani kanaapuꞌu. Ĩkaiwadapa dawuu zaꞌabaꞌi kidaꞌo kamicha barakaꞌo, naꞌiki ĩzaamatapa pokoridi anaba kawan kidaꞌo pakaꞌu kida idaꞌa. 
REV.7.10	Diiwaꞌo idaꞌan ĩkian,
REV.7.10	“Pugaru waTominkarun naꞌiki
REV.7.10	Kaznizo-dani kazannaataꞌoraz waunao.
REV.7.10	Pugaru sakanatapaꞌoraz umanawunuꞌo manawun tabai idaꞌa.”
REV.7.11	Ipai daunuudaꞌu angelnao kadishitan, awauta ĩzikonuitapan wuruꞌu umanawunuꞌoraz manawun tabai, ipai kazowautapainao, naꞌiki 4 kakupaꞌo aimaakannao. Uruu daunaꞌan ipai ĩwashatinan, ĩawun baara kida apowa iti wuru kanaapu atiꞌi umanawunuꞌoraz manawun tabai, naꞌiki ĩtaainan naa Tominkaru ati.
REV.7.12	Ĩkian,
REV.7.12	“Amen!
REV.7.12	Marii kizi Tominkaru konaukii-kida-kao
REV.7.12	naꞌiki uaitapaaban idi,
REV.7.12	marii kizi umarainapa-kao
REV.7.12	karikaonan naꞌiki karikaonan!
REV.7.13	Udaunaꞌan baudaꞌapa kazowautapainao bii ikiꞌo pishaan õgaru. Ukian, “Kanom kaduznao wuruꞌu pidannaouz kaiwadapainaouz barakaꞌo kamicha zaꞌabaꞌi kida? Naꞌikiꞌoram ĩwaꞌatin?”
REV.7.14	“Õnaobanaa, aonaa õaitapan, soo pugaru paꞌan aitapa,” õkian uꞌati.
REV.7.14	Uruu daunaꞌan ukian õꞌati, “Ipai wunaouꞌu dobatainaouꞌu naa kichanaꞌiki-kii kidaꞌo aimaakan kida baiaapa-kariwai. Ipaiꞌoraꞌa naa ĩchikaan pakamichan zaꞌabaꞌi kida baraka, Kaznizo-dani izain idi.
REV.7.15	“Uruu idi ĩkadishitapan Tominkaru taba kanaapuꞌu kaudinainao nii uꞌati uwiizi ii ipai kamoo naꞌiki marutaꞌo; naꞌiki wuruꞌu Sakanatapaꞌoraz umanawunuꞌo manawun tabai idaꞌa unaꞌauzon niꞌi naa ĩtuma utaapan ĩdyaun. 
REV.7.16	Aonaa naꞌapainim nii ĩzamaziizon oo ĩmaaradakon, aonaa naꞌapainim nii ĩbaiaapan kamoo wiichan powaꞌa, 
REV.7.17	Ushaꞌapanum kauꞌan, Kaznizo-dani mashaapaꞌoraz maonapa umanawunuꞌoraz manawun tabai dazabaꞌa, utaapan nii ĩdyaun naꞌapa kaznizo taapa-kao kawan, unaꞌakan nii ĩdyaun nunudapaꞌo wunu diꞌiti, taaꞌoraz kakupa-kinai. Naꞌiki Tominkaru inoan nii kapam ĩawun uu kida ipai ĩawun iki.”
REV.8.1	Kaznizo-dani soꞌotan dono wuruꞌu 7th sakibadapa-kariwaiz scroll diꞌiki, sariapa amazada mashaadinaꞌakan mashaa aokazi ii, ikoda mani pazikon an hour. 
REV.8.2	Udaunaꞌan õtukapa 7 angelnao kadishitapan naꞌa Tominkaru kanaapuꞌu, naꞌiki taa-kao ĩkawanaꞌati, baudaꞌapa kida kuwudii. 
REV.8.3	Baꞌoran angel kaawan ukadishitan maonapa altar dazabaꞌa, uzaamatapanii shanaribai kinnaa gold idiꞌo utoma-kao. Diriꞌi kaduunuꞌo aimaakan kida taa-kao shanaribai nii uꞌati, ukawaodan nii Tominkaru ati upidanannao toriinpan tuma, naꞌiki umuudan naazu altar, gold idiꞌoraz utoma-kao paawa ii, wuruꞌu umanawunuꞌoraz manawun tabai kanaapu iaꞌoraz. 
REV.8.4	Angel zaamatapaniaz shanaribai kaꞌawapaꞌo shan makon doko iti Tominkaru diꞌiti, Tominkaru pidanannao toriinpan kida tuma. 
REV.8.5	Uruu daunaꞌan angel paidadan shanaribai kinnaa wiziꞌiꞌo tikazi tiriizi idi altar paawa iki, udaunaꞌan ukabootaꞌakan naazu imiꞌi baara iti, sariapa naꞌii kan-kan-kiaꞌo naꞌiki toroanaru turuinan, naꞌiki imiꞌi nakainan maꞌozakaꞌo idaꞌan.
REV.8.6	Wuruꞌu 7 angelnao zaamatapainaouz pakawanaꞌati kuwudii kida minziiwan naa ĩpootaꞌazon naa kidaz. 
REV.8.7	Kiwiitapaꞌo angel pootan pakuwuda, sariapa dadara kidaꞌo wunu, kuba kawan, naꞌiki tikazi, izai tumaꞌo waotan imiꞌi baara ati. Uruu idi 1/3 imiꞌi baara kaꞌawan, naꞌiki ipai atamun naꞌiki pinidi naꞌa kidaꞌo kaꞌawan.
REV.8.8	Udaunaꞌan baꞌoran angel pootan pakuwuda, sariapa aimaakan udaruꞌo midukuo kaꞌawapaꞌo kawanuꞌu, kaboota-kao paran baoko iti. Uruu idi 1/3 paran baoko tanawatinan izai nii, 
REV.8.9	naꞌiki ipai mashaapainao naꞌa ubaokoꞌo mawakan, naꞌiki kanawa tuuꞌuz kida naꞌaꞌo, ipai ĩmainaabata-kao.
REV.8.10	Udaunaꞌan 3rd angel pootan pakuwuda. Sariapa udaruꞌo naꞌiki kanadaꞌo wizi waotan doko iki, waꞌozinao naꞌiki wunu nunudapan diꞌiti. 
REV.8.11	Wizi uu “Kibiaꞌo Manawun,” uruu idi 1/3 ukibiidan waꞌozinao naꞌiki wunu nunudapa-kizi kida, naꞌiki iriba pidannao mawakan ĩtuzan idi wuruꞌu wunu kibiaꞌoraz manawun.
REV.8.12	Udaunaꞌan 4th angel pootan pakuwuda. Sariapa 1/3 kamoo, kauzu, naꞌiki wiizinao zowita-kao, uruu idi 1/3 kida ĩkanadan makada-kao. Naꞌiki 1/3 baudaꞌapa kamoo idaꞌa, aonaa ukanadan; naꞌiki naꞌapa kapam 1/3 baudaꞌapaꞌo marutaꞌo idaꞌa, aonaa ukanadan.
REV.8.13	Uruu daunaꞌan õawunuupan, õtukapa udaruꞌo kokoi zuutapaꞌo doko ii. Ukian diiwaꞌo idaꞌan, “Kashaꞌoraꞌo nii! Kashaꞌoraꞌo nii! Kashaꞌoraꞌo nii manawun shaꞌapan ipai pidannao ati mashaapainaouz daꞌaꞌa imiꞌi baaraꞌa, wuru poota-kao donoꞌo idikinaudaꞌuꞌoraz kuwudiinao, idikinaudaꞌuꞌo angelnao pootan niꞌoraz!”
REV.9.1	Udaunaꞌan 5th angel pootan pakuwuda, õtukapa wizi waotauzoz doko iki imiꞌi baara ati, naꞌiki key taa-kao uꞌati, kaꞌunaru aonaꞌoraz utokon nii keyannaa. 
REV.9.2	Wizi daꞌatan dono wuruꞌu kaꞌunaru aonaꞌoraz utokon nii, kishanaꞌo koditan bodoꞌokappan, naꞌapa tuubaruꞌo tikazi kaꞌawapaꞌo shan kawan. Uruu idi udikinidan kamoo, naꞌiki maruta utaapan amazada. 
REV.9.3	Aonaa masakaudaꞌu mani manorunao koditan tikazi shan diꞌiki imiꞌi baara ati, naꞌiki ĩmaꞌozakan taa-kao naꞌapa kankoorun maꞌozakan kawan. 
REV.9.4	Aonaa ĩtaapada-kao ĩkaziwan pinidi oo atamun kida oo shaꞌapaꞌoram paoribai, mazan turuu ĩkaziwan pidannao paꞌan, aonaꞌoraz Tominkaru kainaariba nii ĩtawu kida idaꞌa. 
REV.9.5	Wuruꞌu manorunaouz aonaa ĩtaapada-kao ĩzowian pidannao sariapa, mazan ĩbaiatin-kidan nii ĩdyaun bakaꞌiaudaꞌu kauzu. Wuru kaziwanuꞌu ĩchiianiaz naꞌapa kankoorun chiinii kawan. 
REV.9.6	Uruu dono pidannao aipan nii padamata pamawakan, mazan aonaꞌo nii ĩmawakan; ĩaipan pamawakan, mazan aonaa ĩmawakan.
REV.9.7	Wuruꞌu manorunaouz aidinpan naꞌapa kawaronao kawan minziiwapaꞌoraz naa mizaataakapa-karu dauꞌati; ĩzowau paawaꞌa kida kainaꞌa ĩkaiwadapan kowamai kawanuꞌo Gold idiꞌo utoma-kao, naꞌiki ĩawun baara kida aidinpan naꞌapa pidan awun baara kawan. 
REV.9.8	Ĩzowaud kida dawuan naꞌapa zun zowaud kawan, ĩudako kida naꞌapa lion dako kida kawan. 
REV.9.9	Kainaꞌa ĩdokoriꞌi dikiniribanaa kida chipirari idiꞌo kawanuꞌo, naꞌiki ĩkutuba aran kida tururukadappan naꞌapa tawuru kawanuꞌu iribaꞌoraz kawaronao kozootapainaouz chariot
REV.9.10	Kainaꞌa ĩdyuo kida idaꞌa ĩchiimikitin-kinaa naꞌapa kankoorun kawan, naꞌiki uruu idiꞌo wuruꞌu ĩkaziwaanuz pidannao ĩbaiatin-kidan nii ĩdyaun bakaꞌiaudaꞌu kauzu. 
REV.9.11	Kainaꞌa ĩnaobanaa king kazowautapaꞌo ĩdyaun, Hebrew idaꞌan uꞌuu dakota-kao Abaddon, naꞌiki Greek idaꞌan uꞌuu dakota-kao Apollyon, (“Patakaꞌutauzo” kiaꞌo wuruꞌu). Uruu angel awunuutapaꞌoraz kaꞌunaru aonaꞌoraz utokon nii.
REV.9.12	Wuruꞌu diꞌoraꞌa, kiwiitapaꞌo kashaꞌora-karu baiaapa-kariwaiz kaiwainpaꞌakaꞌoraz naa shaabatapan naa wuruꞌu, kainaꞌiki dyaꞌutamaꞌa naa kashaꞌora-karu kida kaiwainpaꞌo nii zii.
REV.9.13	Uruu daunaꞌan 6th angel pootan pakuwuda. Õabata parada-karu waꞌatin 4 altar shakaru kida diꞌiki, gold idiꞌoraz utoma-kao, Tominkaru kanaapu iaꞌoraz. 
REV.9.14	Parada-karu kian angel ati, “Pumuuda wuruꞌu 4 angelnao dodotapa-kariwainaouz udaruꞌo waꞌozi Euphrates dazaba iaꞌoraz!” 
REV.9.15	Uruu 4 angelnao taapa-kao minziiwapaꞌa naa; wuru kamoo dauꞌatiꞌi aita-kariwaiz naa, uruu dono ĩzowian nii 1/3 pidannao. 
REV.9.16	Soldyaanao zaidapainaouz kawaronao, õabata ĩdiriꞌin kowaada-kao 200,000,000 ĩdyaun.
REV.9.17	Kaikapaꞌo wuruꞌu õtukapan kawaronao naꞌiki zaidapainaouz ĩbarauꞌu kida: wunaouꞌu zaidapainaouz, kainaꞌa ĩkaiwadapan padokoriꞌi dikiniribanaa kida, ĩaidinpan wuza tikazi kawan, blue sapphire
REV.9.18	Naꞌiki 1/3 pidannao zowii-kao daꞌaꞌa imiꞌi baaraꞌa, wuru idiꞌi idikinaudaꞌuꞌoraz patakaꞌutin-kinai kida: tikazi, kashanaꞌo naꞌiki pizo-pizowaꞌo sulfur koditaꞌoraz kida kawaronao dako iki. 
REV.9.19	Wuruꞌu kawaronaouz ĩmaꞌozakan taa-kao uruu dono ĩdako naꞌiki ĩdyuo kida idaꞌaꞌo, uruu kida idiꞌo wuruꞌu ĩkaziwaanuz pidannao. Ĩdyuo kida kazowauꞌo naꞌapa kowazaz zowau kawan.
REV.9.20	Aizii ipai pidannao, aonaꞌoraz ĩmawakan naꞌapain wuru idiꞌi kichanaꞌiki-kii kidaꞌoraz patakaꞌutin-kinai kida, pakawan aonaa ĩmarinaꞌatan patomanii aimaakan kida. Aonaa ĩmashaadan patoriinpan oiaꞌo doronainao ati, naꞌiki wunao atiꞌi ĩtomaniaz aimaakan kida gold idi, wiziꞌiꞌo chipirari idi, ishaꞌo chipirari idi, kuba idi naꞌiki atamun idi, aonaꞌoraz kanom ĩtukapan, ĩabatan oo aonaꞌoraz ĩchiꞌikan. 
REV.9.21	Naꞌiki aonaa ĩmarinaꞌatan pazowiipan pairibannao, naꞌiki ĩshaꞌapaapan oiaꞌo doronai idaꞌan aimaakan diꞌitinapa-kidaꞌo pidannao, naꞌiki madoronaa-daun ĩkiaapaakan, naꞌiki ĩkoidimikin.
REV.10.1	Uruu daunaꞌan õtukapa baꞌoran umanawunuꞌo angel waꞌatin aokazi iki. Ukaiwadapanii kawanuꞌo ishaꞌiz kamicha kaiwaadapa-kao kawan. Naꞌaꞌo kapam kiwariꞌi uzowau paawa an, uawun baara kanadaꞌo naꞌapa kamoo kawan, naꞌiki utabaꞌu kida naꞌapa dokoaꞌo tikazi kida maodapan kawan ĩaidinpan, 
REV.10.2	pakaꞌu idaꞌa uzaamatapa duusodiꞌo scroll daꞌatinpaꞌo. Udaunaꞌan umuudan padiwaꞌora antanpuꞌo pakidiba paran paawa iti, naꞌiki umuudan paꞌashabaron antanpuꞌo pakidiba imiꞌi paawa iti. 
REV.10.3	Naꞌiki ukadakon diiwaꞌo idaꞌan naꞌapa lion kadakon kawan. Uruu daunaꞌan sariapa 7 toroanarunao dakoꞌatinuzu, õaitapa naꞌapaꞌoram wuruꞌu ĩparadan kianuz. 
REV.10.4	Maonapaꞌoraꞌa naa õsaadan padamata naꞌapam ĩkian kida, upuꞌu mazan õabatan parada-karu kian aokazi iki õꞌati, “Pumashaapa zii! Manaꞌa pusaadaꞌanaꞌa naꞌapam toroanarunao kian.”
REV.10.5	Uruu daunaꞌan umanawunuꞌoraz angel, kadishitapaꞌoraz paran paawa ii, naꞌiki imiꞌi paawaꞌa sawadan padiwaꞌora antanpuꞌo pakaꞌu aokazi iti. 
REV.10.6	Uaipan idi paparadan mishida-kao, ukaiwaan Tominkaru uu, uruu karikaonanuꞌoraz ukakupan, tomaꞌoraz aokazi naꞌiki ipai aimaakannao unazoaꞌoraz, uruu tomaꞌoraz imiꞌi baara naꞌiki ipai aimaakannao unazoaꞌoraz, naꞌiki uruu tomaꞌoraz paran naꞌiki ipai aimaakannao ubaokoꞌiaꞌoraz. Angel kian, “Aonaꞌo niꞌi naa Tominkaru zaudapan powaꞌa! 
REV.10.7	Mazan 7th angel pootan donoꞌo naa pakuwudu, umishian niꞌi naa pashaꞌapataꞌazoonii, naꞌapa ukowaadauzon kawanaꞌatizu kotuaꞌa naa, uruu wuruꞌu kuwaiz, aonaꞌoraz uaitapauzo-kao, ukowaadauzoniaz papoitorunao, prophetnao ati.”
REV.10.8	Udaunaꞌan õabata parada-karu aokazi ikiꞌo kian õꞌati koshan, “Pumako puzaamataꞌan wuruꞌu daꞌatinpaꞌoraz scroll, angel kaꞌu diꞌiki, kadishitapaꞌoraz paran paawa ii naꞌiki imiꞌi paawaꞌa.”
REV.10.9	Uruu idi õmakon angel diꞌiti õpishaan naa uꞌai wuruꞌu duusodiꞌoraz scroll. Ukian õꞌati, “Puzaamatazu naꞌiki punikaꞌa naazu. Pudako ii putiwaan niiz bishoo, mazan pudyokorautan daunaꞌan ukaawan nii putoba nazo iti katamaꞌa naa.” 
REV.10.10	Uruu idi õzaamatan naa wuruꞌu duusodiꞌoraz scroll angel kaꞌu iki õnikan naazu! Õdako idaꞌa õtiwaanuz bishoo, mazan ukaawan õtoba nazoo iti, sariapa ukataman.
REV.10.11	Udaunaꞌan kii-karu õꞌati, “Pukowaadaꞌanaꞌa naa koshan kanom Tominkaru aiapanii pashaꞌapatan ipai pidannao ati, bakadun kidaz ĩwiizi, ĩmada, ĩparadan, naꞌiki ipai kingnao ati.”
REV.11.1	Uruu daunaꞌan aitaaribai atamun taa-kao õꞌati naꞌiki kii-karu õꞌati, “Pumako puaitaꞌan kizi naꞌapam Tominkaru Dapu naꞌiki altar udarun, naꞌiki puaita naꞌapaudaꞌum kainaꞌa pidannao choochiipainao unazo ii. 
REV.11.2	Mazan aonaa puaitaꞌanaꞌa naꞌapam Tominkaru Dapu panibazooti udarun, ushaꞌapanum kauꞌan taa-kariwaiꞌi naa wuruꞌu baꞌoran pidannao ati, aonaꞌoraz ĩmishidan Tominkaru. Ĩchiꞌikaadanaan nii ipai donoi nazo an Tominkaru pidanannao mashaapa-kiziz, naꞌiki ĩpatakaꞌutan niizu 42 kauzu.
REV.11.3	Naꞌiki õtaan nii maꞌozaka-karu dyaꞌutamaꞌo õprophetinnao ati ĩkakuwaapa-kinaa nii mishiꞌoraz õkuwaa dauꞌu, wuru donoꞌo 1,260 kamoo kidaz. Uruu dono ĩkaiwadan nii kamicha kashaꞌora-karu daara ĩaida-kida-kinaa nii pakashaꞌoran pidannao oian dauꞌati.”
REV.11.4	Wuruꞌu dyaꞌutamaꞌoraz Tominkaru prophetinnao, ĩnao wuruꞌu dyaꞌutamaꞌoraz olive kadunaa kida niꞌoraz,
REV.11.5	Naꞌiaꞌoram pidan tiwaan an pashaꞌapatan dikaudaꞌo aimaakan ĩtuma, ĩkodita-kidan nii tikazi padako iki kida, uruu idiꞌo nii ĩzowian patarubanao. Ukauꞌan naꞌapaꞌo idaꞌanaꞌo nii pidan mawakan utiwaan an pashaꞌapatan dikaudaꞌo aimaakan ĩꞌati. 
REV.11.6	Kainaꞌaꞌo nii ĩmaꞌozakan taa-kao ĩmashaatapa-kinaa nii wunu ukaawan ai, wuru donoꞌo ĩkakuwaapatinanuz Tominkaru paradan dauꞌu. Kainaꞌa kapam ĩmaꞌozakan taa-kao ĩtanawata-kinaa nii wunu izai nii, naꞌiki turuu ĩshaꞌapatan bakadun patakaꞌutin-kinai kida imiꞌi baaraꞌa naꞌapainim karikaonan paaipan kawanaꞌati.
REV.11.7	Ĩipaian daunaꞌan pakakuwaapan pidannao ati, wuruꞌu kichanaꞌiki-kiaꞌo panaꞌaokazi koditaꞌo niꞌoraz imiꞌi waranu iki, mizaataakan nii ĩtuma, uzowian nii ĩdyaun mawaka. 
REV.11.8	Mawakaꞌo prophetnao naꞌian nii mapuduꞌo dobaapa-kizai dunapo ii, umanawunuꞌoraz donoi nazo ii. Naꞌiaꞌo kapam ĩnaobanaa Jesus taukauzo-kao cross diꞌiti. Uruu wuruꞌu donoiz dakota-kariwaiz kapam Sodom oo Egypt nii, ushaꞌapanum kauꞌan pidannao naꞌii sannao mashaapan idi oii, naꞌapa Sodom oo Egypt Baara sannao kawan. 
REV.11.9	Pidannao ipai wiizai kida diꞌiki, bakadun ĩdokozu-daunnao kida diꞌiki, bakadun ĩparadan kida diꞌiki, naꞌiki ipai bakadun ĩmada diꞌiki, ipaiꞌo nii ĩtukapan Prophetnao mawakainaouz washatinpan 3 1/2 kamoo, naꞌiki aonaa ĩaipan ĩdida-kao. 
REV.11.10	Tuukiaꞌo nii pidannao konaukian Prophetnao mawakan idi, ushaꞌapanum kauꞌan kiwiin ĩpatakaꞌutin-kidauzon ĩdyaun tuukii manawun. Uruu idi ĩkonaukiitinan nii, ĩdyuudan nii aimaakan kida paꞌatiaaka kida.
REV.11.11	Mazan 3 1/2 kamoo daunaꞌan, Tominkaru kakudan nii ĩdyaun powaa iti koshan, uruu idi ĩkadishitan, naꞌiki ipai tukapainao ĩdyaun tarian. 
REV.11.12	Uruu daunaꞌan dyaꞌutamaꞌoraz Prophetnao abatan diiwaꞌo parada-karu aokazi ikiꞌo kian ĩꞌati, “Uwaꞌati daꞌatiꞌi!” kii. Ĩmakon naa aokazi iti ishaꞌiz idaꞌan, pidannao manaudapa-kainao ĩdyaun awunuutapan puꞌu.
REV.11.13	Sariapa imiꞌi nakainan maꞌozakaꞌo idaꞌan manawun, naꞌiki 1/10 kabaunnao tonnaa kaboobiꞌii-kao. 7000 pidannao mawakan wuru idiꞌi imiꞌi nakainanuz, baꞌorainao waꞌakinainao aonaꞌo ĩmawakan, tuukii ĩtarian, uruu idi ĩkian, “Tominkaru aokazi iaꞌo, pugaru maꞌozakaꞌo manawun.”
REV.11.14	Diꞌoraꞌa 2nd kashaꞌora-karu kida, kaiwainpaꞌakaꞌoraz naa kida, shaabatapan naa wuruꞌu. Kainaꞌiki baudaꞌapaꞌa naa kashaꞌora-karu, kadimanaꞌo niꞌi naa ukaiwainpan diꞌoraꞌa kida daunaꞌan.
REV.11.15	Uruu daunaꞌan uruꞌu naa 7th angel pootan pakuwuuda, naꞌii õabata diiwaꞌo idaꞌan parada-karu kida aokazi ikiꞌo kian:
REV.11.15	“Aizii diꞌoraꞌa daunaꞌan,
REV.11.15	soo wanaobanaa Tominkaru
REV.11.15	kazowautapan niꞌi naa ipai pidannao.
REV.11.15	Tominkaru kazowautapan nii karikaonan
REV.11.15	naꞌiki karikaonan!”
REV.11.16	Sariapa 24 kazowautapainao sakanatapainaouz pataba kida idaꞌa Tominkaru kanaapuꞌu, ipai ĩwashatinan paawun baara ikinapa imiꞌi baara iti, ĩtaainan naa uꞌati. 
REV.11.17	Ĩkian:
REV.11.17	“Wanaobanaa Tominkaru umanawunuꞌo,
REV.11.17	pugaru naꞌauzoz amazada
REV.11.17	naꞌiki karikaonanuꞌo nii punaꞌan.
REV.11.17	‘Kaiman’ wakian puꞌati,
REV.11.17	puaidan idi mishiꞌo pumaꞌozakan,
REV.11.17	naꞌiki pusakadaniꞌi naa pukazowautapan!
REV.11.18	Ipai mamishida-kainao toꞌoran tuukii puꞌati,
REV.11.18	kaawaꞌa naa aizii putoꞌoran kamoon,
REV.11.18	pubuupan mawakainao kamoon kaawan naa.
REV.11.18	Kaawaꞌa naa kamoo pukawinipinaata-kinaa nii pupoitorunao,
REV.11.18	wuruꞌu prophetnaouz,
REV.11.18	naꞌiki ipai pupidanannao taapainaouz pugaru umanawunuꞌo nii,
REV.11.18	manawun-tinpainao naꞌiki patakaꞌutinainao.
REV.11.18	Kaawaꞌa naa kamoo pumainaabatan
REV.11.18	baꞌoran pidannao daꞌaꞌa imiꞌi baaraꞌa.”
REV.11.19	Uruu daunaꞌan aka Tominkaru Dapu aokazi iaꞌo daꞌatinan naꞌiki naꞌii õtukapan kaimanaꞌoraz pakara Tominkaru paradan pakarannaaz. Udaunaꞌan naꞌa kan-kan-kiaꞌo, toroanaru turuinan, imiꞌi nakainan naꞌiki dadara tuuꞌuz kidaꞌo wunu waotan.
REV.12.1	Uruu daunaꞌan õtukapa umanawunuꞌo diꞌitinapa-kinai aimaakan aidinan aokazi ii: Zuna kakamichantinpaꞌo kamoo idi, naꞌiki kauzu okidiba waranuꞌu, naꞌiki kainaꞌa okaiwadapan king kowam kaduz, upaawaꞌa kainaꞌa 12 wizinao. 
REV.12.2	Kaudaniꞌo wuruꞌu orooz, odani shakataꞌazon idiꞌi naa ozaadan naꞌiki okadakoinan ukaziwan idi.
REV.12.3	Õtukapan koshan baꞌoran umanawunuꞌo diꞌitinapa-kinai aimaakan aokazi ii: naꞌii õtukapa udaruꞌo wuzaꞌo Dragon, kainaꞌaꞌo 7 uzowau naꞌiki 10 uꞌozoo kida, naꞌiki ipai uzowau kida kawanaꞌati kainaꞌa king kowam kaduz kida. 
