MAT.1.1	ابراهیم و داوود اُغلی بُلان عیسی مسیحینگ نِسلی اینه، شِیلِدیر:‏
ACT.12.22	خالق هِم:‏ ‏«‏بو اینسان سِسی دَل-ده، بیر خودایینگ سِسیدیر!‏»‏ دییّپ قیغیریشدیلار.‏ 
ACT.12.23	دِرِّو خودایینگ بیر پِریشده‌سی هیرودیسی جِزالاندیردی، سِبَبی اُل خودایی بِییکلِندیرمَندی.‏ شِیدیپ، اُنونگ اِندام-جانی قورچوقلاپ اُلدی.‏
ACT.12.24	خودایینگ خوش خاباری بُلسا باردیقچا آرتیپ، ایماندارلارینگ سانی هِر گون آرتیاردی.‏
ACT.12.25	بارنابا بیلِن سولُس هِم اُزلِرینه تابشیریلان خیدماتی یِرینه یِتیریپ، اورشلیمدِن ایزینا دُلاندیلار.‏ اُلار اُزلِری بیلِن بیله یوحنانینگ بِیلِکی آدی مَرقُسی هِم آلیپ قایتدیلار.‏
ACT.13.1	انطاکیه‌دَکی کِلیسادا نِبیلِر و مُعلِّملِر باردی.‏ اُلار بارنابا، شمعون لاقابی نیجِر، قیرِوانلی لوکیوس، حُکومدار هیرودیس بیلِن بیله اُسِن ماناحِم و سولُس باردی.‏ 
ACT.13.2	بولار خودایا عیبادات اِدیپ، آرازا توتیارقالار، مُقادِّس روح:‏ ‏«‏بارنابا بیلِن سولُسی مانگا اُزباشینا قُیونگ، قُی، اُلار مِنینگ تابشیران ایشیمی بِرجای اِتسینلِر»‏ دییدی.‏ 
ACT.13.3	شِیلِلیکده، اُلار آرازا توتوپ، دُغا اِتدیلِر و اِل‍لِرینی اُلارینگ اوستونه قُیوپ، بارنابا بیلِن سولُسی یُلا سالدیلار.‏
ACT.13.4	مُقادِّس روح طارافیندان یُلّانان بارنابا بیلِن سولُس سِلوکیه بِندِرینه گِلدیلِر.‏ اُل یِردِن هِم کِشتیلی قِپرِس جِزیره‌سینه گیتدیلِر.‏ 
ACT.13.5	اُنسُنگ سالامیسه گِلیپ، یَهودیلِرینگ کِنیسه‌لِرینده خودایینگ خوش خابارینی واغیظ اِتدیلِر.‏ یوحنا هِم اُلارینگ یانیندا بُلوپ، کُمِک بِریَردی.‏
ACT.13.6	اُلار تامام جِزیره‌نی آیلانیپ، پافوسا گِلدیلِر.‏ اُل یِرده بریشوع آدلی بیر یَهودی آداما دوش گِلدیلِر.‏ اُل جادوگَر و یالانچی نِبیدی.‏ 
ACT.13.7	بریشوع شُل یِرینگ حاکیمی سِرگیوس پاولوس بیلِن قاتناشیاردی.‏ سِرگیوس پاولوس عاقیلّی آدامدی.‏ اُل بارنابا بیلِن سولُسی چاغیردیپ، اُلاردان خودایینگ خوش خابارینی اِشیتمِک ایسلِدی.‏ 
ACT.13.8	اِمّا بریشوع، بِیلِکی آدی اِلیماس، یَعنی جادوگَر، بارنابا بیلِن سولُسا قارشی چیقدی، و حاکیمی ایمان گِتیرمِکدِن یوز اُوورتمَگه چالیشدی.‏ 
ACT.13.9	شُندا مُقادِّس روحدان دُلان سولُس، یَعنی پولس جادوگَرینگ گُزلِرینه سِراِدیپ:‏ 
ACT.13.10	‏«‏اِی، شِیطان اُغلی!‏ سِن هِمّه دُغرولیغینگ دوشمانیسینگ.‏ سِنینگ یورِگینگ هِر هیلی حیله‌دِن و یالانچیلیقدان دُلی.‏ خودایینگ حاق یُلونی اویتگِتمِگینگی هاچان بِس اِتجِک؟ 
ACT.13.11	ایندی، سِراِت، خودایینگ اِلی سانگا قارشیدیر، سِن کُر بُلارسینگ، بِلّی بیر واقتا چِنلی گونی گُرمِرسینگ»‏ دییدی.‏
ACT.13.11	شُل واقتینگ اُزونده اُنونگ گُزونی اومور توتوپ، قارانگقیلیق قاپلادی.‏ اُل اُزونی اَکیتدیرجِک بُلوپ، تُوِرِگینی سِرمِلَپ، آدام گُزلَپ باشلادی.‏ 
ACT.13.12	حاکیم یوزه چیقان واقانی گُروپ، ایمان گِتیردی، سِبَبی اُل عیسی حاقینداقی تَعلیماتا حایران قالدی.‏
ACT.13.13	پولس و اُنونگ یُلداشلاری پافوسدان کِشتیَه مینیپ، پامفیلیه‌دَکی پِرجه شَهرینه گِلدیلِر.‏ شُل یِرده یوحنا اُلاردان آیریلیپ، اورشلیمه دُلاندی.‏ 
ACT.13.14	اُلار بُلسا پِرجه‌دِن یُل‍لارینی دُوام اِتدیریپ، پیسیدیه‌دَکی انطاکیه شَهرینه گِلدیلِر.‏ سَبَّت گونی کِنیسه گِلیپ، اُل یِرده اُتوردیلار.‏ 
ACT.13.15	تُورات بیلِن پیغامبارلارینگ یازغیلاریندان اُقیلاندان سُنگ، کِنیسه‌نینگ باشلیغلاری:‏ ‏«‏دُغانلار، خالقا نَمه واغظینگیز بار بُلسا آیدینگ، باش اوستونه!‏»‏ دییّپ، اُلاری چاغیرتدیلار.‏
ACT.13.16	شِیلِلیکده، پولس یِریندِن توروپ، اُلارا اِلی بیلِن یوواش بُلماقلارینی ایشارات اِتدی.‏ سُنگرا اُل سُزه باشلادی:‏ ‏«‏اِی، اسرائیل‌لیلار و خودایا عیبادات اِدیَن باشغا خالقلار، مانگا قولاق آسینگ!‏ 
ACT.13.17	اینه، اسرائیل خالقینینگ خودایی بیزینگ آتا-بابالاریمیزی سایلادی.‏ اُلار مصرده یاشان زاماندا خودای اُلاردان بِییک بیر خالق یاراتدی.‏ سُنگرا بِییک قودراتی بیلِن اُلاری مصردِن آلیپ چیقدی.‏ 
ACT.13.18	قیرق ییلینگ دُوامیندا خودای اُلارینگ بیابانداقی اِدِن ایشلِرینه جیدادی.‏ 
ACT.13.19	کنعان یوردوندا یاشایان یِدی طایفانی قیریپ، یورتلارینی اُلارا میراث بِردی.‏ 
ACT.13.20	بولارینگ هِمِّسی دُرت یوز اِلّی ییل مِزِنّه دُوام اِتدی.‏
ACT.13.20	‏«‏موندان سُنگ خودای اُلارا سموئیل پیغامبارینگ زامانا چِنلی قاضیلار بِردی.‏ 
ACT.13.21	اُنسُنگ اسرائیل خالقی پادیشاه طالاب اِتدی.‏ خودای اُلارا قِیس اُغلی شائولی پادیشاه اِدیپ بِردی.‏ بِنیامین طایفاسیندان بُلان شائول قیرق ییل حُکوم سوردی.‏ 
ACT.13.22	خودای شائولی تاختدان دوشورِندِن سُنگ بُلسا، اُلارا داوودی پادیشاه اِتدی و اُل حاقدا شاهاتلیق اِدیپ:‏ ‏”‏گُونومدِن توریان بیر آدامی، یَسانینگ اُغلی داوودی تاپدیم.‏ اُل مِنینگ هِمّه ایسلِگیمی بِرجای اِدِر“‏ دییدی.‏
ACT.13.23	‏«‏شِیلِلیکده، خودای اُز بِرِن واعداسینا گُرَه، داوودینگ نِسلیندِن عیسانی اسرائیل خالقینا نِجات بِریَنچی اِدیپ ایبِردی.‏ 
ACT.13.24	عیسی گِلمِزدِن اُنگ بُلسا یحیی تامام اسرائیل خالقینا توبا اِتمِگی و تَعمیدلِنمِگی واغیظ اِتدی.‏ 
ACT.13.25	یحیی اُزونه تابشیریلان ایشی تاماملامازدان اُنگ:‏ ‏”‏سیز مِنی مسیح حاساپلایارسینگیزمی؟ یُق، مِن مسیح دَل.‏ اُل مِندِن سُنگرا گِلِر.‏ مِن اُنونگ کُووشینینگ باغینی چُزمَگه-ده میناسیپ دَلدیرین“‏ دییدی.‏
ACT.13.26	‏«‏اِی دُغانلار، ابراهیمینگ نِسیل‍لِری!‏ اِی، خودایا عیبادات اِدیَن باشغا میلِّتلِر!‏ نِجات بِریَنیمیز باراداقی بو خابار بیزه بِریلدی.‏ 
ACT.13.27	اورشلیمینگ ایلاتی و اُلارینگ باشلیقلاری عیسانی تانیمان، اُنی اُلومه مَحکوم اِتدیلِر.‏ شِیدیپ، اُلار اُوالقی پیغامبارلارینگ آیدانلارینی یِرینه یِتیردیلِر.‏ بِیتمِک بیلِن اُلار سَبَّت گونی اُقیلیان پیغامبارلارینگ سُزلِرینَه گُرَه حِرِکِت اِتدیلِر.‏ 
ACT.13.28	اُلوم جِزاسینا لاییق هیچ بیر سِبَپ تاپماسالار-دا، پیلاتُسدان اُنونگ اُلدوریلمِگینی طالاب اِتدیلِر.‏ 
ACT.13.29	اُل حاقدا یازیلانلارینگ بارینی بِرجای اِدِنلِریندِن سُنگ بُلسا، اُنی صلیبدِن دوشوریپ، بیر قابردا قُیدولار.‏ 
ACT.13.30	اِمّا خودای اُنی اُلومدِن دیرِلتدی.‏ 
ACT.13.31	بیرنَچه گونلَپ عیسی اُزی بیلِن جلیل‌دِن اورشلیمه گِلِنلِره گُروندی.‏ بو آداملار ایندی اسرائیل خالقینا اُل حاقدا شاهاتلیق اِدیَرلِر.‏
ACT.13.32+ACT.13.33	‏«‏بیز حَضیر سیزه خوش خاباری اِعلان اِدیَریس:‏ خودای عیسانی اُلومدِن دیرِلدیپ، اُز فِرزِنتلِری بُلان بیزینگ اوچین آتا-بابالاریمیزا بِرِن واعداسینی بِرجای اِتدی.‏ بو حاقدا زِبورینگ ایکینجی بُلومینده شِیله یازیلان:‏
ACT.13.32+ACT.13.33	سِن مِنینگ اُغلومسینگ،
ACT.13.32+ACT.13.33	بو گون مِن سانگا آتا بُلدوم.‏
ACT.13.34	عیسانینگ اُلومدِن دیرِلیشی و آصلا چویریمِزلیگی حاقیندا خودای شِیله دییدی:‏
ACT.13.34	داوودا واعدا بِرِن خاطیرجِملیگیم و مُقادِّس بِرِکِتلِریم بیلِن سیزی هِم بِرِرین.‏
ACT.13.35	زِبورینگ باشغا بُلومینده شِیله یازیلان:‏
ACT.13.35	سِن مُقادِّسینگ قابردا چویریمَگه یُل بِرمِرسینگ.‏
ACT.13.36	‏«‏داوود باباتدا آیتساق، اُل اُز واقتیندا خودایینگ ماقصادی اوچین خیدمات اِتدی.‏ اُل دونیَه‌دِن اُتوپ، آتا-بابالارینینگ یانیندا جایلاندی؛ اُنونگ جِسِدی چویرَپ گیتدی.‏ 
ACT.13.37	اِمّا خودایینگ دیرِلدِنی چویریمِدی.‏ 
ACT.13.38+ACT.13.39	شُنونگ اوچین هِم، اِی، دُغانلار، شونی بیلیپ قُیونگ:‏ بیز سیزه گونَه‌لِرینگ عیسانینگ اوستو بیلِن باغیشلانیاندیغینی اِعلان اِدیَریس.‏ عیسی ایمان گِتیرِن هِر بیر آدام اُنونگ اوستو بیلِن آقلانیار.‏ بو موسانینگ شِریغاتینا گُرَه مومکین دَلدی.‏ 
ACT.13.40	ایندی خاباردار بُلونگ، پیغامبارلارینگ بو آیدانلاری باشینگیزا گِلمِسین:‏
ACT.13.41	سِراِدینگ، اِی، ماسغارا اِدیَنچیلِر،
ACT.13.41	حایرانا قالیپ، هِلَک بُلونگ!‏
ACT.13.41	سیزینگ زامانینگیزدا مِن شِیله بیر ایش اِدِرین،
ACT.13.41	اُنی سیزه بیری بِیان اِتسه آصلا اینانمارسینگیز.‏»‏
ACT.13.42	پولس بیلِن بارنابا یَهودیلِرینگ کِنیسه‌سیندِن چیقیپ باریارقالار، خالق گِلجِک سَبَّت گونی-ده بو زاتلار حاقیندا گورّونگ بِرمِکلِرینی اُلاردان خاییش اِتدی.‏ 
ACT.13.43	کِنیسه‌دَکی خالق گیدِندِن سُنگ، یَهودیلِرینگ و یَهودی دینینی قابول اِدِنلِرینگ کَنسی پولس بیلِن بارنابانینگ ایزینا دوشدولِر.‏ پولس بیلِن بارنابا اُلارا هِمیشه خودایینگ مِرحِمِتی بیلِن یاشاماقلارینی ناصیحات اِتدیلِر.‏
ACT.13.44	گِلجِک سَبَّت گونی بُلسا خوش خاباری دینگلِمِک اوچین هِمّه شَهر دییِن یالی ییغناندی.‏ 
ACT.13.45	شونچا کَن جِماغاتی گُروپ، یَهودیلِری باخیلچیلیق دُلوپ آلدی.‏ اُلار پولسینگ آیدان زاتلارینا قارشی چیقیپ، اُنگا سِودیلِر.‏ 
ACT.13.46	پولس بیلِن بارنابا هِم باتیرلیق بیلِن شِیله دییدیلِر:‏ ‏«‏خودایینگ خوش خاباری اَوَّل سیزه واغیظ اِدیلمِلیدی.‏ اِمّا سیز اُنی رِت اِتدینگیز!‏ بو بُلسا سیزینگ اِبِدی یاشایشا میناسیپ دَلدیگینگیزی بِلّی اِدیَر.‏ شُنونگ اوچین بیز باشغا میلِّتلِره یوزلِنیَریس.‏ 
ACT.13.47	چونکی خودای بیزه شِیله تابشیریق بِردی:‏
ACT.13.47	یِرینگ آنگری طارافینا چِنلی نِجات بِرمِک اوچین،
ACT.13.47	سِنی میلِّتلِره نور اِتدیم.‏»‏
ACT.13.48	میلِّتلِر مونی اِشیدِنلِرینده شاتلانیپ، خودایینگ سُزینَه اولی حُرمات قُیدولار.‏ شِیلِلیکده، اِبِدی یاشاییش اوچین سایلانانلارینگ هِمِّسی ایمان گِتیردیلِر.‏
ACT.13.49	بو خوش خابار یوردونگ هِمّه یِرینه یایرادی.‏ 
ACT.13.50	اِمّا یَهودیلِر شَهرینگ اولی مِرتِبه‌لی دیندار آیال‍لارینی و آد-آبرایلی اِرکِکلِرینی پولس بیلِن بارنابانینگ قارشیسینا قاهارلاندیردیلار.‏ شِیلِلیکده، اُلاری آزارلاپ، اُز یورتلاریندان کُووپ چیقاردیلار.‏ 
ACT.13.51	بو ایکی رِسول بُلسا اُلارا قارشیلیق حُکمونده، آیاقلارینینگ تُزونی قاقیپ، قونیه شَهرینه گیتدیلِر.‏ 
ACT.13.52	اِمّا انطاکیه‌دَکی شَگیرتلِر بُلسا شاتلیقدان و مُقادِّس روحدان دُلدولار.‏
ACT.14.1	پولس بیلِن بارنابا قونیه شَهرینده هِم عادات بُلشی یالی یَهودیلِرینگ کِنیسه‌سینه باردیلار.‏ اُل یِرده اُلار شِیله بیر گویچلی واغیظ اِدِنلِری اوچین، کَن سانلی یَهودیلِر و باشغا میلِّتلِر ایمان گِتیردیلِر.‏ 
ACT.14.2	اِمّا ایمان گِتیرمِدیک یَهودیلِر باشغا میلِّتلِری بو ایکی رِسولینگ اوستونه آزدیریپ، ایماندارلارا قارشی اُلارینگ فیکرینی زَهِرلِدیلِر.‏ 
ACT.14.3	پولس بیلِن بارنابا بو یِرده اوزاق واقت قالیپ، تانگری عیسی حاقدا باتیرلیق بیلِن واغیظ اِتدیلِر.‏ تانگری عیسی هِم اُلارا مُعجِزه‌لِر و عالاماتلار گُرکِزمِک باشارجاغینی بِریپ، اُز مِرحِمِتی باراداقی خاباری اُلارینگ اوستو بیلِن تاصدیقلادی.‏
ACT.14.4	شَهرینگ خالقی ایکَه بُلوندی؛ اُلارینگ بیر بُلِگی یَهودیلِرینگ، بیر بُلِگی-ده رِسول‍لارینگ طارافینا گِچدی.‏ 
ACT.14.5	شوندان سُنگ یَهودیلِر و باشغا میلِّتلِر اُزلِرینینگ باشلیقلاری بیلِن بیرلیکده رِسول‍لارینگ اوستونه دُپولیپ، اُلاری داشلاجاق بُلدولار.‏ 
ACT.14.6	رِسول‍لار موندان خابارلی بُلانسُنگلار، لیکاونیه‌نینگ لِستره، دِربه شَهرلِرینه و اُلارینگ داش-تُوِرِگینه قاچدیلار.‏ 
ACT.14.7	اُل یِرلِرده-ده خوش خاباری واغیظ اِتدیلِر.‏
ACT.14.8	لِستره‌ده آیاقلاری فِلِج بیر آدام یاشایاردی.‏ اُل عُمور بُیی فِلِجدی و هیچ واقت یُریمَندی.‏ 
ACT.14.9	بو آدام پولسینگ گورّونگینی دینگلَپ اُتیردی.‏ پولس هِم اُنگا دیقّاتلی سِراِدیپ، اُنونگ شِفا بِرجِگینه ایمانینینگ باردیغینی گُردی.‏ 
ACT.14.10	شُندا پولس قاتی سِس بیلِن:‏ ‏«‏یِرینگدِن تور!‏»‏ دییدی.‏ اُل هِم تاوسوپ توردی-دا، یُریپ باشلادی.‏
ACT.14.11	جِماغات پولسینگ اِدِن ایشینی گُروپ، لیکاونیه دیلینده:‏ ‏«‏خودایلار اینسان صوراتیندا بیزینگ یانیمیزا اینیپدیرلِر!‏»‏ دییّپ قیغیریشدیلار.‏ 
ACT.14.12	بارنابانی ‏«‏زِئوس»‏، پولسی بُلسا، اِساسی سُزلَپ باشاران اوچین ‏«‏هِرمِس»‏ دییّپ آدلاندیردیلار.‏ 
ACT.14.13	زِئوسینگ بُتخاناسی شَهرینگ داشیندا یِرلِشیَردی.‏ زِئوس کاهینیسی بُینونا گول چِمِنلِری گِیدیریلِن سیغیرلاری شَهر دِروِزه‌لِرینینگ آغزینا گِتیریپ، خالق بیلِن بیرلیکده قربانلیق بِرجِک بُلدی.‏
ACT.14.14	اِمّا رِسول‍لار، بارنابا بیلِن پولس مونی اِشیدیپ، یاقالارینی ییرتیپ، خالقینگ اُرتاسینا باسیم گیردیلِر.‏ اُلار قاتی سِس بیلِن:‏ 
ACT.14.15	‏«‏آداملار!‏ نَمه اوچین بِیله اِدیَرسینگیز؟ بیز هِم سیزه مِنگزِش اینساندیریس.‏ سیزه خوش خابار آلیپ گِلدیک.‏ ایندی بو بُش زاتلاردان اِل چِکینگ-ده، یِری، آسمانی، دِریانی و اُلارینگ ایچیندَکی هِمّه زاتلاری یارادان دیری خودایا طاراف دُلانینگ.‏ 
ACT.14.16	گِچِن زاماندا خودای هِمّه خالقلارا اُز یُل‍لارینا گُرَه یُریمَگه اِجازا بِردی.‏ 
ACT.14.17	اِمّا، اُل اُزونینگ باردیغینی هیچ هاچان دِلیلسیز قُیمایار.‏ سِراِدینگ!‏ سیزه یاخشیلیق اِدیپ، آسماندان یاغین یاغدیریار، فَصلیندا حاصیل بِریَر، قارنینگیزی کِمسیز دُیروپ، یورِکلِرینگیزی شاتلیقدان دُلدوریار»‏ دییدیلِر.‏ 
ACT.14.18	بو سُزلِر بیلِن اُلار خالقی اُزلِرینه قربانلیق هُدورلِمِکدِن زُردان دَندیردیلِر.‏
ACT.14.19	اِمّا انطاکیه‌دِن و قونیه‌دِن گِلِن یَهودیلِر خالقی آزدیریپ، پولسی داشلادیلار و اُلِندیر دییّپ گومَن اِدیپ، اُنی شَهردِن سویرَپ چیقاردیلار.‏ 
ACT.14.20	اِمّا شَگیرتلِر داشینا اویشِنلِرینده، پولس یِریندِن توروپ، شَهره قایتدی.‏ اِرتیسی گون اُل بارنابا بیلِن دِربه طارافا یُلا دوشدی.‏
ACT.14.21	دِربه‌ده اُلار خوش خاباری واغیظ اِدیپ، کَن شَگیرت ییغنادیلار.‏ سُنگرا لِستره، قونیه و انطاکیَه دُلانیپ گِلدیلِر.‏ 
ACT.14.22	اُلار شَگیرتلِری قوواتلاندیردیلار و اُلارا ایماندا قاییم دورماغی ناصیحاتلاپ:‏ ‏«‏خودایینگ پادیشاهلیغینا گیرمِگیمیز اوچین، بیزینگ کَن قینچیلیقلاری باشدان گِچیرمِگیمیز گِرِک»‏ دییَّردیلِر.‏ 
ACT.14.23	پولس بیلِن بارنابا هِر بیر کِلیسا اوچین یاشولیلار بِلِّدیلِر.‏ سُنگرا دُغا اِدیپ، آرازا توتوپ بو یاشولیلاری اُزلِرینینگ ایمان گِتیرِن خودایینا تابشیردیلار.‏
ACT.14.24	اُنسُنگ پیسیدیه‌نینگ ایچیندِن گِچیپ، پامفیلییَه گِلدیلِر.‏ 
ACT.14.25	پِرجه شَهرینده عیسی حاقیندا واغیظ اِدِنلِریندِن سُنگ، آتالیَه گیتدیلِر.‏ 
ACT.14.26	اُل یِردِن هِم اُلار کِشتیلی انطاکیَه دُلانیپ گِلدیلِر.‏ پولس بیلِن بارنابا بو شَهرده اُزلِرینی خودایینگ مِرحِمِتینه تابشیریپ، اِدیل شو یِردِن ایندی تاماملان ایشلِرینی یِرینه یِتیرمَگَه اوغراپدیلار.‏ 
ACT.14.27	انطاکیَه گِلِنلِریندِن سُنگ، رِسول‍لار ایماندارلاری بیر یِره چاغیریپ، اُلارا خودایینگ اُزلِرینینگ اوستو بیلِن هِمّه بیتیرِن ایشلِرینی و یَهودی دَل‍لِرینگ ایمان گِتیرمِگی اوچین، اُنونگ آچان قاپی بارادا گورّونگ بِردیلِر.‏ 
ACT.14.28	رِسول‍لار اوزاق واقتلاپ شَگیرتلِر بیلِن بیله بُلدولار.‏
ACT.15.1	یهودیه‌دِن بیرنَچه آدام انطاکیَه گِلیپ، دُغانلارا:‏ ‏«‏موسانینگ شِریغاتینا گُرَه سونِّتلِنمِسِنگیز، نِجات تاپیپ بیلمِرسینگیز»‏ دییّپ اُورِدیَردیلِر.‏ 
ACT.15.2	پولس بیلِن بارنابا بو آداملار بیلِن کَن چِکِلِشیپ جِدِلِّشدیلِر.‏ اُنسُنگ بو مِسِلَنی چُزمِک اوچین، بِیلِکی دُغانلارینگ بیرنَچه‌سی بیلِن بیرلیکده، پولس بیلِن بارنابا اورشلیمدَکی رِسول‍لارینگ و یاشولیلارینگ یانینا گیتمِلی دییِن قارارا گِلیندی.‏ 
ACT.15.3	کِلیسا اُلاری یُلا سالیپ اوغراتدی.‏ اُلار فینیقیه‌نینگ و سامِره‌نینگ ایچیندِن گِچیپ، باشغا میلِّتلِرینگ-ده خودایی قابول اِدِندیکلِری بارادا گورّونگ بِردیلِر.‏ بو خابار هِمّه ایماندارلارا اولی شاتلیق گِتیردی.‏
ACT.15.4	اورشلیمه گِلِنلِرینده بُلسا، رِسول‍لار و یاشولیلار و هِمّه کِلیسا اُلاری قیزغین قارشیلادی.‏ پولس بیلِن بارنابا خودایینگ اُزلِرینینگ اوستو بیلِن بیتیرِن هِمّه ایشلِرینی کِلیسالارا گورّونگ بِردیلِر.‏ 
ACT.15.5	اِمّا فَریسی‌لِردِن ایمان گِتیرِنلِرینگ کَبیری آیاغا قالیپ:‏ ‏«‏باشغا میلِّتلِردِن بُلانلاری سونِّتلِمِلی و اُلارا موسانینگ شِریغاتینی بِرجای اِتمِگی تابشیرمالی»‏ دییدیلِر.‏
ACT.15.6	اُنسُنگ رِسول‍لار و یاشولیلار بو مِسِله بارادا ماصلاحاتلاشماغا ییغناندیلار.‏ 
ACT.15.7	ییغناقدا گورّونگ اوزاغا چِکِنسُنگ، پِطرُس یِریندِن توروپ، اُلارا شِیله دییدی:‏ ‏«‏دُغانلار!‏ اُزونگیز بیلیَنسینگیز، باشغا میلِّتلِره خوش خاباری واغیظ اِتمِگیم اوچین، بیرنَچه واقت موندان اُنگ خودای آرانگیزدان مِنی سایلادی.‏ اُل میلِّتلِرینگ بو خوش خاباری اِشیدیپ، ایمان گِتیرمِگی اوچین شِیله اِتدی.‏ 
ACT.15.8	هِر بیر اینسانینگ یورِگینی بیلیَن خودای بیزه بِرِن مُقادِّس روحونی باشغا میلِّتلِره هِم بِردی.‏ شُنونگ اوستو بیلِن اُلاری قابول اِدِندیگینی تاصدیقلادی.‏ 
ACT.15.9	خودای اُلارینگ ایمانینینگ اوستو بیلِن یورِکلِرینی پَکلِدی.‏ شِیدیپ، خودای بیزینگ بیلِن باشغا میلِّتلِرینگ آراسینداقی فارقی یُق اِتدی.‏ 
ACT.15.10	بِیله بُلسا، نَمه اوچین آتا-بابالاریمیزینگ و اُزومیزینگ گُتِریپ بیلمِدیک یوغیمیزی شَگیرتلِرینگ بُینونا سالیانگیز؟ خودایی ایمتِحانلاجاق بُلیارسینگیزمی؟ 
ACT.15.11	یُق!‏ بیز اُزومیزینگ هِم، اُلارینگ هِم تانگریمیز عیسانینگ مِرحِمِتی بیلِن نِجات تاپیاندیغیمیزا اینانیاریس.‏»‏
ACT.15.12	اُنسُنگ هِمِّلِر سِسّیز بُلوپ، پولس بیلِن بارنابانی دینگلِدیلِر.‏ اُلار خودایینگ اُزلِرینینگ اوستو بیلِن باشغا میلِّتلِره گُرکِزِن اولی عالاماتلارینی و مُعجِزه‌لِرینی گورّونگ بِردیلِر.‏ 
ACT.15.13	اُلار گورّونگلِرینی قوتاراندان سُنگ، یعقوب سُزه باشلاپ، شِیله دییدی:‏ ‏«‏دُغانلار، مانگا قولاق آسینگ!‏ 
ACT.15.14	اینه، شمعون
ACT.15.15	پیغامبارلارینگ سُزلِری-ده بو آیدیلانلار بیلِن دُغری گِلیَر.‏ اینه، اُندا شِیله یازیلان:‏
ACT.15.16	موندان سُنگ مِن دُلانیپ گِلیپ،
ACT.15.16	داوودینگ ییقیلان چادیرینی دیکِلدِرین.‏
ACT.15.16	وِیران بُلان یِرلِرینی بِجِریپ،
ACT.15.16	اُنی تَزه‌دِن سالارین.‏
ACT.15.17	شِیدیپ، آمان قالانلار خودایی آغتارسین،
ACT.15.17	مانگا باغلی هِمّه میلِّتلِر خودایی گُزلِسین.‏
ACT.15.17	مونی بو زاتلاری اِدیَن خودای آیدیاندیر،
ACT.15.18	بولار قادیمدان معلیمدیر.‏
ACT.15.19	‏«‏شُنونگ اوچین هِم خودایی قابول اِدیَن باشغا میلِّتلِره قینچیلیق دُرِتمِلی دَل دییِن قارارا گِلدیم.‏ 
ACT.15.20	قایتام، اُلارا نامه یازیپ، شِیله آیدایلینگ:‏ ‏”‏بُتلارا هُدورلِنِن قربانلیق اِتینی اییمِکدِن، زینادان، داماغی چالینمادیق حایوانینگ اِتیندِن و قانیندان داش دورونگ“‏.‏ 
ACT.15.21	چونکی موسانینگ شِریغاتی قادیم زاماندان بَری هِر بیر شَهرده واغیظ اِدیلیَر، هِر سَبَّت گونی کِنیسه‌لِرده اُقیلیار.‏»‏
ACT.15.22	سُنگرا رِسول‍لار و یاشولیلار تامام کِلیسا بیلِن بیرلیکده بیرنَچه آدامی سایلاپ، اُلاری پولس هِم-ده بارنابا بیلِن انطاکیَه ایبِرمِک قارارینا گِلدیلِر.‏ اُلار ایکی آدامی، بارسابا لاقابی یهودانی و سیلاسی سایلادیلار، اُلارینگ ایکیسی-ده دُغانلارینگ آراسیندا یُلباشچیدیلار.‏ 
ACT.15.23	اِل‍لِرینه شو نامه‌نی بِریپ:‏
ACT.15.23	‏«‏سیزینگ دُغانلارینگیز بُلان بیز رِسول‍لار و یاشولیلار انطاکیه‌ده، سوریه‌ده، کیلیکیه‌ده یاشایان یَهودی دَل ایمانلی دُغانلارا سالام یُلّایاریس.‏
ACT.15.24	‏«‏بیزینگ اِشیدیشیمیزه گُرَه، آرامیزدان کَبیرلِری باریپ، اُز سُزلِری بیلِن سیزی قُرقا سالیپ، فیکرینگیزی بولاشدیریپدیرلار.‏ اِمّا اُلاری بیز ایبِرمِدیک.‏ 
ACT.15.25	شُنونگ اوچین هِم آرامیزدان بیرنَچه آدامی سایلاپ، اُلاری عزیز دُستلاریمیز بارنابا و پولس بیلِن بیله سیزینگ یانینگیزا یُلّاماغی بیر آغیزدان قارار اِتدیک.‏ 
ACT.15.26	بولار تانگریمیز عیسی مسیحه قولّوق اِتمِک اوچین جانینی اُرتا قُیان آداملاردیر.‏ 
ACT.15.27	شِیلِلیکده، بیز یهودا بیلِن سیلاسی یُلّایاریس، اُلار بیزینگ یازانلاریمیزی دیل اوستو بیلِن تاصدیقلارلار.‏ 
ACT.15.28	بیز مُقادِّس روح و واجیپ زادلاردان باشغا هیچ بیر زادی سیزینگ اوستونگیزه یوکلِمِلی دَلدیگینی دُغری بیلدیک:‏ 
ACT.15.29	بُتلارا هُدورلِنِن قربانلیق اِتینی اییمِکدِن، زینادان، داماغی چالینمادیق حایوانینگ اِتیندِن و قانیندان داش دورونگ.‏ شولاردان ساقلانسانگیز، یاخشی ایش اِدِرسینگیز.‏
ACT.15.29	خوش، ساغ-سالامات بُلونگ.‏»‏
ACT.15.30	شِیلِلیکده، اُلار یُلا دوشدولِر.‏ انطاکیَه گِلیپ، ایماندارلاری اویشوردیلِر-ده، نامه‌نی قاوشوردیلار.‏ 
ACT.15.31	ایماندارلار نامه‌دَکی قوواتلاندیریجی خاباری اُقیپ، شاد بُلدولار.‏ 
