MAT.1.1	Ini ne ban tepuʹun tepun Yesus Keristus cen mela Daut, iaʹ ina mela Ibrahim.
2CO.2.5	Naʹkini pekimet ne laki iaʹ lepa pebampa ilu are. Abeʹ e puyan ina sihoʹ akeʹ tuaʹ le, un sepuʹo sihoʹ ikem lete. Buk ke abeʹ un sihoʹ ikem mung, masaʹ a ke sihoʹ palai mikem, moʹ abeʹ pe tekaʹ kimet ceʹ ubaʹ mincaʹ ia pe. 
2CO.2.6	Lepa sukat ne ikem diaʹ kadoʹ, iaʹ ban mukum laki ina are. 
2CO.2.7	Un sepuʹo naʹkini, tekep kem sau penyalaʹ a ngan petangen ia dalem Tuhan laʹa. Ayen buhaʹ penawai ie tai bampa pa ha supeʹ saheʹ. 
2CO.2.8	Dau heʹ nyat neng ikem, tiga hem badaʹ mia kumpin ncem atek malaʹ lan lan neng ia. 
2CO.2.9	Surat iaʹ akeʹ pekatu mikem are, ini ne tuman ne, apan nceʹ tisen kumpin ne puyan ncem dalau hem sihoʹ pengeten. Ngan laʹa, kumpin ncem lemuto bayaʹ dau katuk keʹ taʹin. 
2CO.2.10	Buk kem sau penyalaʹ ca kelunan, mele ban kuʹun inu pemuyan ne, akeʹ pe iaʹ sau penyalaʹ a lete. Moʹ midan puyan iaʹ pekina ke kahum neng akeʹ, seʹ keʹ sau penyalaʹ ina moʹ kuʹun ncem neng juma Keristus. 
2CO.2.11	Un puyan le pekina apan Sitan abeʹ un senteng tai un usun neng ilu. Abeʹ le turan neng penudi ngan sedep pe.
2CO.2.12	Tegoʹ ketai sabeʹ keʹ kaʹ lepoʹ Teruas ke pedenga Denga Injil neng Keristus ina, penco heʹ tisen ban Tuhan lepa mesik janan me gayeng nge kina. 
2CO.2.13	Un sepuʹo abeʹ keʹ petegoʹ ngan cenganak le Titus, ina ukoʹ janga laleʹ tekaʹ kimet ceʹ. Sulo heʹ nyat lesau ngan kelunan dina are, sulo mecin ida, ngan penco metuk asat ceʹ tai kaʹ tanaʹ Makedunia.
2CO.2.14	Tiga ne ilu nyuaʹ tiga saheʹ palaʹ Allah. Moʹ ban kuʹun puyan le pebeka tawai ngan Keristus are, Allah iaʹ lemuto ngkin ameʹ koʹ baʹan kudaʹ usa salut, diaʹ miko Keristus ke badaʹ ban ia un usun. Allah iaʹ kanan ameʹ man ne ke migai penisen neng Keristus, koʹ baʹan puyan ca iaʹ me baʹoʹ iaʹ ketai libut kempi kempi pe. 
2CO.2.15	Tekep le pekata man baʹoʹ, moʹ ameʹ diaʹ nuyan koʹ baʹan ca pencai lisan gareʹ iaʹ Keristus nutung kaʹ juma Allah, ngan baʹoʹ o ketai libut neng ahang kelunan, palai diaʹ un udip dalem Tuhan, ngan palai diaʹ lingu. 
2CO.2.16	Palaʹ kelunan diaʹ tai lingu dia, baʹoʹ ina nuyan ca puyan laʹit iaʹ ngkin patai. Un sepuʹo palaʹ kelunan diaʹ un puyan iaʹ pudip ida dalem Tuhan, baʹoʹ ina ca puyan me, iaʹ ngkin udip. Aheʹ iaʹ un penyukat man nte senteng mejo gayeng ini tupe? 
2CO.2.17	Un palai kelunan diaʹ ngkang katuk Allah koʹ baʹan seʹ de pebeli ca inu iaʹ abeʹ un tuman suaʹ a. Ameʹ dini abeʹ un pekina, moʹ Allah iaʹ cuk ameʹ, ina tuman meʹ pisiu ngan teto dau neng juma Allah koʹ baʹan kudaʹ usa diaʹ ulaʹ Keristus ne.
2CO.3.1	Kumpin puyan ini tupe? Seʹ meʹ pempau ngadan meʹ tengen tupe? koʹ baʹan puyan palai dulu diaʹ nebelum surat iaʹ ke badaʹ peniga ngadan nte, surat iaʹ ida ngkin palaʹ ikem, ngan un pe surat iaʹ ikem naʹ mida pe. 
2CO.3.2	Ikem tengen ne iaʹ surat meʹ. Surat ina lepa senurat neng kimet meʹ lete, apan dulu mung senteng tisen ngan baca ha. 
2CO.3.3	Lepa tugen ne ban Keristus tengen iaʹ uyan surat ina ngan pekatu ue man ameʹ. Abeʹ surat ina nuyan man telang kadeng, di lareʹ man Berua Allah iaʹ mudip. Abeʹ surat ina nuyan neng usun kudaʹ liʹap batu diaʹ pilau, di lareʹ neng usun kimet kelunan.
2CO.3.4	Un dau meʹ pekina uban bioʹ tekaʹ penina meʹ neng Allah kuʹun Keristus. 
2CO.3.5	Neng usa meʹ tengen abeʹ inu iaʹ puko meʹ ke kuma ha ameʹ senteng ngkang gayeng ini. Moʹ penyukat iaʹ un neng ameʹ, bang cen Allah kenai ie. 
2CO.3.6	Bang kuʹun Allah ne ameʹ sukat pubo Tuket Mading, abeʹ e tuket kuʹun ca surat adet, di lareʹ kuʹun Berua Tuhan. Surat adet iaʹ ngkin patai, di lareʹ Berua Tuhan iaʹ pudip kelunan.
2CO.3.7	Cen naʹaʹ Katuk Adet Musa ina, Allah ngalung neng kudaʹ liʹap batu pilau, sulo nai luhaʹ puyan serema peniga ha tegoʹ o naʹ a me kelunan. Kelunen pe serema iaʹ un neng silung Musa keno ketai sirep ne, selaʹ laleʹ tekaʹ lepoʹ Israil are, pa re are senteng ngetaneng naʹat ia. Lan te gayeng Katuk Adet usa ngkin ca puyan patai, un sepuʹo nai ie serengan puyan serema peniga. 
2CO.3.8	Buk pekina, atek bioʹ kuʹo ne puyan serema peniga iaʹ kenai serengan puyan gayeng Berua Tuhan ina. 
2CO.3.9	Buk puyan gayeng iaʹ nyalet ukum penyalaʹ neng kelunan lepa un serema peniga ha, nco pelaʹa ke un serema peniga neng puyan gayeng iaʹ ke muheʹ kelunan cen penyalaʹ de. 
2CO.3.10	Senteng le badaʹ peniga iaʹ nyerema cen naʹaʹ idai lepa salai kuʹun peniga iaʹ bioʹ serema naʹkini. 
2CO.3.11	Buk puyan iaʹ un nuat tuaʹ le ke un serema peniga ha, atek bioʹ kuʹo ne serema peniga iaʹ ke un neng puyan iaʹ are ketai salai.
2CO.3.12	Ilu un tebelum ina, ina ukoʹ tempa lan dau meʹ. 
2CO.3.13	Abeʹ meʹ koʹ baʹan Musa iaʹ mekep silung nge man apeʹ are, apan kelunan lepoʹ Israil abeʹ un taʹan serema ina tai ludau ngan salai. 
2CO.3.14	Lan te kimet lepoʹ Israil pekep cen naʹaʹ are, ngan pa abeʹ tau ini pe seleket apeʹ idai are caʹ mekep kimet te dalau re baca Kitap Tuket Puʹun. Un sepuʹo buk kelunan ketai pebeka tawai ngan Keristus, penco pesau ne apeʹ kep ina. 
2CO.3.15	Pabeʹ tau ini pe, mele midan nte baca Katuk Adet Musa, petem un lepe kep ina iaʹ mekep kimet lepoʹ Israil. 
2CO.3.16	Un sepuʹo tai ie pesau buk ke koʹ baʹan dau Kitap iaʹ kuma ha: “Apeʹ kep silung Musa tai pesau dalau ue pupa sileʹ tahaʹ Tuhan.” 
2CO.3.17	Isiu “Tuhan” neng jo isiu ini are, un sen ne sihoʹ neng Berua Tuhan, uban mele kempi Berua ina un, kina lete un pengudip iaʹ muga tekaʹ. 
2CO.3.18	Tuman ina ne ilu mung diaʹ nukak serema peniga Tuhan ngan silung iaʹ abeʹ un pekep. Atek serema peniga ina lete iaʹ nai cen Tuhan, iaʹ ina Berua idai are. Mentung nge pekaliu ilu keno ketai le kuaʹ layen ia lete, moʹ puyan serema peniga ha kenai un pit un pit serema ha neng ilu.
2CO.4.1	Abeʹ meʹ tai iʹut tawai, moʹ Allah tengen iaʹ lepa naʹ tulat gayeng ini mameʹ, ban kuʹun pengelesau ue. 
2CO.4.2	Ameʹ nyekang mung naʹan puyan diaʹ selem ngan puyan diaʹ pesaʹe. Abeʹ meʹ mejo puyan panyi-anyi. Pekina pe ameʹ abeʹ un tai lemalo-alo badaʹ tiraʹ Allah. Ameʹ mudip kata Allah kentaʹ katuk telit, seleket kentaʹ tau iaʹ katan. Ngan pekina puyan meʹ nengayet ke mayo mung kelunan diaʹ un tiga kimet dalem penawai re. 
2CO.4.3	Buk Denga Injil iaʹ ameʹ pedenga ini ketai linget, seʹ e linget palaʹ kelunan diaʹ tai lingu le ina. 
2CO.4.4	Abeʹ de ngelan Denga Injil ina, moʹ bali jaʹat iaʹ nyeleket Allah mida kusun tanaʹ ini lepa mapo kimet de dalau ntem. Bali jaʹat ina ban mempeng kimet de apan nte abeʹ un sukat taʹan dema iaʹ ke nai ngedema ida. Moʹ dema iaʹ nai cen Denga Injil ina iaʹ ngedema puyan serema peniga Keristus iaʹ atek kuaʹ layen Allah ne lete. 
2CO.4.5	Moʹ abeʹ e denga puyan meʹ tengen iaʹ ameʹ pedenga, di lareʹ denga puyan Yesus Keristus, kumpin puyan ne atek Tuʹa Bioʹ, mentung meʹ badaʹ puyan ameʹ diaʹ ulaʹ kem tuman Yesus ina. 
2CO.4.6	Allah iaʹ pisiu cen naʹaʹ kuma ha: “Cen dalau ntem kenai dema nyerema.” Atek Allah ina lete iaʹ uyan dema ha nai nyerema kaʹ dalem kimet le are, idi kenai palaʹ ilu dema penisen neng puyan peniga Allah, kumpin seʹ e luhaʹ serema ha neng silung Keristus.
2CO.4.7	Un sepuʹo ameʹ diaʹ mampin peniga udip berua ini mampin ne dalem usa iaʹ lemaʹ, seleket kuden tanaʹ, apan ne luhaʹ ban Allah iaʹ un pengebioʹ penyukat, abeʹ e ameʹ iaʹ un ne pe. 
2CO.4.8	Ameʹ diaʹ lemuto sihoʹ taru, un sepuʹo abeʹ meʹ jutaʹ. Tahaʹ palai un babak tekaʹ meʹ, un sepuʹo abeʹ meʹ tai melak. 
2CO.4.9	Kadoʹ diaʹ bunoʹ meʹ, un sepuʹo lemuto un tuyang meʹ. Tahaʹ palai ameʹ sihoʹ tuyen, un sepuʹo abeʹ meʹ tai tasaʹ. 
2CO.4.10	Puyan patai Yesus iaʹ luhaʹ neng usa meʹ lemuto-uto, apan puyan udip pe un luhaʹ dalem usa meʹ lete. 
2CO.4.11	Ngajan meʹ mudip ini, lemuto un puyan patai ngenyeng ameʹ tuman Yesus, apan kenai luhaʹ puyan udip Yesus neng usa meʹ iaʹ jaʹat ini. 
2CO.4.12	Sen dau ina, un ca puyan patai iaʹ pegayeng dalem ameʹ, un sepuʹo ca puyan udip iaʹ pegayeng dalem ikem.
2CO.4.13	Un dau Kitap kuma ha: “Lepa heʹ ngelan, ina ukoʹ keʹ pisiu.” Ngan pekina puyan pengelan meʹ. Ameʹ tempa pisiu moʹ meʹ ngelan. 
2CO.4.14	Allah iaʹ lepa meteʹ Tuhan Yesus cen patai. Ameʹ tisen ban Allah ina lete iaʹ ke meteʹ ameʹ ketai pemung ngan Yesus, sulo ngkin ameʹ pemung ngan ncem ngejuma ladung nge. 
2CO.4.15	Mung puyan ini are iaʹ nuyan tuman ikem. Kuaʹ baʹan puyan pengelesau Allah ketai tabin sihoʹ kadoʹ kelunan, pekina lete kadoʹ kuʹo ke kelunan diaʹ ke lemameʹ ngan nyuaʹ tiga saheʹ palaʹ Allah apan nyerema peniga ha.
2CO.4.16	Tuman ina ne abeʹ meʹ tai iʹut tawai. Naʹ pe seluhan usa meʹ keno ketai tasaʹ, kimet berua meʹ un puyan iaʹ uyan ne mading singket tau. 
2CO.4.17	Ngan penaru iʹut ini, iaʹ petuyen ameʹ nuat le, ke ngkin mameʹ ca serema peniga iaʹ bioʹ ngan iaʹ ke ngeriman ʹo. Nco bioʹ ne peniga ina ʹo neng ʹo penaru are. 
2CO.4.18	Moʹ ameʹ nyalet penaʹat meʹ neng inu iaʹ dulu abeʹ un taʹan, abeʹ e neng inu iaʹ dulu taʹan. Inu iaʹ dulu taʹan, laho ho ketai salai ne, di lareʹ inu iaʹ dulu abeʹ senteng taʹan, ina iaʹ ke un pa pa majan ʹo.
2CO.5.1	Ameʹ tisen ban usa iaʹ ameʹ kanan kusun tanaʹ ini un koʹ baʹan lumpung ketu are. Tegoʹ o tai kasing ʹo, Allah iaʹ ke naʹ ca amin mameʹ kaʹ surga, ca amin iaʹ ia tengen lepa uyan, iaʹ ukoʹ meʹ ke mudip. Amin ina ke un pa pa majan ʹo. 
2CO.5.2	Naʹkini ameʹ ngerahing moʹ tekaʹ meʹ ubaʹ laleʹ kaʹ ketai un amin meʹ iaʹ kaʹ surga ina ke nyengau ameʹ. 
2CO.5.3	Dalau meʹ lepa un gelam ina ʹo, abeʹ meʹ tepet neng usa laʹa. 
2CO.5.4	Ngajan meʹ mudip kusun tanaʹ dalem lumpung ketu ini, ameʹ ngerahing ngan koʹ baʹan tekaʹ meʹ sihoʹ pencit. Abeʹ un kimet meʹ ubaʹ pet seluhan usa ini, di lareʹ kimet meʹ ubaʹ ke un usa iaʹ layen surga ke pegelam ameʹ laho ʹo, apan inu iaʹ tekep matai ketai salai kuʹun iaʹ un udip ina. 
2CO.5.5	Allah iaʹ petenup ilu utung puyan iaʹ ke pekaliu ini, ngan lepa ha naʹ Berua ha milu uyan ca kedatung neng mung puyan iaʹ ia pekimet ke uyan milu.
2CO.5.6	Ina ukoʹ bioʹ penina meʹ lemuto. Ameʹ tisen ban kudaʹ majan meʹ ngelineʹ kaʹ usa meʹ ini iaʹ seleket amin meʹ ini, pekina majan meʹ abeʹ un taʹan amin Tuhan. 
2CO.5.7	Moʹ puyan pengudip meʹ ini, abeʹ e ca puyan penaʹat ne. 
2CO.5.8	Bioʹ penina meʹ, ngan kimet meʹ ubaʹ laleʹ ketai mecin amin usa ini, penco tai pemung amin ngan Tuhan. 
2CO.5.9	Lapa neng ʹo inu inu iaʹ ca, un kimet meʹ ubaʹ ke sihoʹ neng pengubaʹ Tuhan, mele kempi ke un amin meʹ, kini taʹin, kina taʹin. 
2CO.5.10	Moʹ mung le lete iaʹ atek ke ngejuma Keristus, apan ia ke metep tiraʹ iaʹ marung neng ilu. Singket usa le ke alaʹ suaʹ iaʹ tekep bayaʹ ban pemuyan le ngajan pengudip le neng usa le, mele pemuyan ne tiga, mele pemuyan ne jaʹat pe.
2CO.5.11	Ameʹ tisen sen takut neng Tuhan, ina ukoʹ taten tekaʹ meʹ ubaʹ ke payo kimet kelunan. Allah iaʹ tisen ameʹ ngan lesan taʹat te. Pekina pe akeʹ nebelum ikem ke tisen akeʹ, ngan dema tekaʹ kimet dalem penawai hem. 
2CO.5.12	Abeʹ meʹ un ke pebioʹ dau ngadan meʹ palaʹ ikem laʹa, di lareʹ seʹ meʹ uyan ca ukoʹ kem selum tekaʹ kuʹun meʹ, apan ncem senteng mipa dulu diaʹ selum tekaʹ kuʹun seʹ puyan usa kelunan, diaʹ abeʹ un selum tekaʹ kuʹun layen kimet de. 
2CO.5.13	Buk un seʹ buling kimet meʹ, tuman Alah ne ina. Buk kimet meʹ sebelang, tuman ikem ne ina. 
2CO.5.14	Mele inu pemuyan meʹ, abeʹ e tuman ban usa meʹ tengen. Moʹ Keristus malaʹ ameʹ, puyan pengemalaʹ a ina iaʹ ngaren usa meʹ, moʹ ameʹ lepa tisen ban ca usa iaʹ matai tuman ilu mung. Un sen ne, ilu mung kahum dalem puyan patai ie ina. 
2CO.5.15	Ia matai tuman ilu mung, apan ilu diaʹ mudip, abeʹ le mudip laʹa tuman usa le tengen, bang mudip tuman ia iaʹ lepa matai ngan numpak mudip tuman ilu.
2CO.5.16	Ban ne lepa pekina, abeʹ meʹ kanan penyaheʹ kelunan buk meʹ metep kimet meʹ neng ca kelunan. Kenuen pe cen naʹaʹ are, seʹ meʹ metep kimet meʹ neng Keristus bayaʹ ban penyaheʹ kelunan are, abeʹ meʹ uyan pekina laʹa. 
2CO.5.17	Dalau ca kelunan metuk berua ha ngan Keristus, atek ca pemuyan mading ne ia. Puyan iaʹ puʹun lepa pesau are. Ilu taʹan puyan mading nai luhaʹ. 
2CO.5.18	Allah iaʹ uyan mung pemuyan ina are. Kanan Keristus ne, Allah uyan udip milu, ina ukoʹ pesau puyan bunoʹ are. Kun ne uyan ilu diaʹ panak ke. Sulo ho naʹ ca tulat gayeng mameʹ, iaʹ ina gayeng uyan kelunan tai pepanak ngan ne lete. 
2CO.5.19	Pekini tiraʹ ameʹ pedenga: Allah iaʹ kanan Keristus man ne uyan udip me mung kelunan. Abeʹ e peremun cap salaʹ de. Kun ne naʹ mameʹ tiraʹ iaʹ badaʹ kumpin seʹ e uyan udip, apan nte tai pepanak ngan ne ʹo.
2CO.5.20	Tuman ina ameʹ dini nuyan lawa Keristus, seleket Allah tengen iaʹ mayo ikem kuʹun meʹ. Saliu Keristus ameʹ ngelapen nyat ikem: tunuk ne palaʹ Allah apan ne uyan ikem diaʹ pepanak ngan ne. 
2CO.5.21	Keristus iaʹ peletoʹ-letoʹ abeʹ un penyalaʹ, di lareʹ tuman ilu Allah uyan ia iaʹ keliwa penyalaʹ le, apan ilu diaʹ pebeka tawai ngan ne, senteng alaʹ udip iaʹ teneng cen Allah.
2CO.6.1	Ina ukoʹ ameʹ diaʹ pemung pegayeng ngan Allah taten dau nyat ikem: alaʹ ne pengelesau Tuhan Allah, iaʹ ia lebang naʹ ina, ngan ayen peterai ie pelo-lo. 
2CO.6.2	Ngeringa dau Allah cen Kitap iaʹ kuma ha:
2CO.6.2	“Jakaʹ un tekaʹ pengelesau heʹ, akeʹ kenahan dau hem.
2CO.6.2	Tegoʹ tau iaʹ akeʹ pudip kelunan, akeʹ lesau ikem.”
2CO.6.2	Ngeringa tiga, moʹ tegoʹ naʹkini un iaʹ marung ke alaʹ pengelesau Tuhan Allah. Tau ini iaʹ tau marung ke alaʹ udip dalem Tuhan.
2CO.6.3	Ameʹ malap dulu ke pesalaʹ gayeng Tuhan iaʹ ameʹ mejo ini, ina ukoʹ meʹ abeʹ un ubaʹ mempeng janan neng aheʹ aheʹ pe iaʹ kenai palaʹ Tuhan. 
2CO.6.4	Un sepuʹo neng singket singket naʹan pemuyan meʹ, ameʹ badaʹ ban meʹ pegayeng me Allah, iaʹ ina dalem puyan tengayet, ngan denaʹ tawai meʹ dalau taru, ngan dalau keta, ngan dalau tuyen. 
2CO.6.5	Dulu lepa lemeta ameʹ, ngan nyepin ameʹ, ngan pampo ameʹ. Ameʹ lepa nyara pegayeng, tepet luntoʹ, ngan laʹu pe. 
2CO.6.6	Luhaʹ ban meʹ pegayeng me Allah moʹ kuʹun puyan buheʹ meʹ, ngan puyan penisen meʹ, ngan puyan denaʹ tawai, ngan pemuyan lesau. Laʹa luhaʹ ne kuʹun Berua Buheʹ ngan puyan pengemalaʹ iaʹ abeʹ un lemalo. 
2CO.6.7	Pekina pe luhaʹ ne kuʹun tiraʹ telit iaʹ ameʹ badaʹ, ngan penyukat iaʹ nai cen Allah. Puyan peneneng iaʹ seleket senganan meʹ, man meʹ ti ngan dulu, laʹa man meʹ nyakat dulu diaʹ ti ngan meʹ pe. 
2CO.6.8	Un pe diaʹ nyelumuk ameʹ, un pe diaʹ muau ameʹ, un pe diaʹ pejaʹat ameʹ, un pe diaʹ pincung ameʹ. Palai dulu kuma ameʹ lemalo tuaʹ le, di lareʹ isiu telit tuaʹ le ameʹ pisiu. 
2CO.6.9	Ameʹ iaʹ koʹ baʹan kelunan iaʹ dulu abeʹ un tisen, un sepuʹo kelunan mung tisen ameʹ. Ameʹ iaʹ koʹ baʹan kelunan iaʹ lepa matai, un sepuʹo ikem iaʹ tisen mudip ne ameʹ. Naʹ pe dulu lepa mukum ameʹ, abeʹ de lematai ameʹ. 
2CO.6.10	Naʹ pe dulu pebampa ameʹ, lemuto meʹ un bangen. Un seʹ meʹ kasip, di lareʹ kadoʹ kelunan tai kayaʹ kuʹun meʹ. Un seʹ meʹ abeʹ un mampin ca inu pe, di lareʹ ameʹ diaʹ mampin mung inu ne.
2CO.6.11	Ahaʹ cenganak cenganak meʹ kaʹ lepoʹ Kurintus, ameʹ lepa pisiu mikem ngan sebelang-belang dau, moʹ bioʹ lan lan tekaʹ kimet meʹ neng ikem. 
2CO.6.12	Abeʹ un kimet meʹ ke ngerada ikem, di lareʹ un seʹ ikem iaʹ alaʹ kimet iaʹ ke ngerada cen ameʹ. 
2CO.6.13	Dau heʹ naʹkini koʹ baʹan dau heʹ pisiu diaʹ anak keʹ. Tiga hem nyuaʹ tekaʹ saheʹ meʹ. Alaʹ kimet iaʹ bioʹ neng ameʹ.
2CO.6.14	Ayen mita gayeng iaʹ ke pebeka ikem ngan kelunan diaʹ abeʹ un ngelan Tuhan. Puyan iaʹ tekajaʹ pekina abeʹ un senteng ke pemung. Kumpin puyan iaʹ teneng senteng ke pemung ngan puyan iaʹ salaʹ tupe? Kumpin iaʹ dema ke pebulung mudip ngan iaʹ mentem tupe? 
2CO.6.15	Kumpin seʹ Keristus ngan bali Sitan ke kuaʹ kimet tupe? Inu kelunan iaʹ ngelan Tuhan ke ngalai un ngan kelunan iaʹ abeʹ un ngelan tupe? 
2CO.6.16	Kumpin tuk umaʹ palan Allah ngan uyat ke pekuaʹ tupe? Moʹ ilu dini ne iaʹ umaʹ palan Allah iaʹ mudip. Kuaʹ bʹan dau Allah tengen iaʹ kuma ha:
2CO.6.16	“Akeʹ ke uyan amin nceʹ ngan kelunan diaʹ anun nceʹ.
2CO.6.16	Akeʹ ke mudip neng ahang ida.
2CO.6.16	Akeʹ nuyan iaʹ Allah re, ngan ida iaʹ nuyan kelunan diaʹ anun nceʹ.”
2CO.6.17	Ban ne pekina Tuhan pisiu laʹa kuma ha:
2CO.6.17	“Ayen ngelineʹ neng beluaʹ ida dina.
2CO.6.17	Petengen udip kem cen ida.
2CO.6.17	Ayen ngkang inu iaʹ abeʹ un buheʹ,
2CO.6.17	ngan akeʹ ke nyelama alaʹ ikem.
2CO.6.18	Akeʹ ke nuyan iaʹ Amai hem,
2CO.6.18	ngan ikem ke nuyan iaʹ anak laki heʹ,
2CO.6.18	ngan iaʹ anak leto heʹ.
2CO.6.18	Pekina dau Tuhan iaʹ Nyingan Bioʹ.”
2CO.7.1	Ahaʹ cenganak cenganak diaʹ akeʹ malaʹ, mung dau tuket Tuhan ini iaʹ nuyan utung ilu. Tuman ina tekep le ngebuheʹ cen singket naʹan puyan iaʹ ke ngejameng usa le, ngan puyan iaʹ ke ngejameng berua le. Tiga ne ilu daʹam neng pengebuheʹ seʹ udip le kuʹun puyan le mudip neng iaʹ selumuk seʹ palaʹ Tuhan Allah.
2CO.7.2	Alaʹ kimet iaʹ bioʹ neng ameʹ. Abeʹ meʹ uyan salaʹ neng ca kelunan pe. Abeʹ meʹ ngejaʹat ca kelunan pe, pekina pe abeʹ meʹ ngelunyeʹ ca kelunan mele aheʹ pe. 
2CO.7.3	Dau heʹ ini, abeʹ e ukoʹ keʹ ke pesalaʹ dau neng ikem. Un sepuʹo kuaʹ baʹan dau heʹ ading are, moʹ ban bioʹ tekaʹ kimet meʹ malaʹ ikem, mudip, matai, pebeka tawai ne ilu. 
2CO.7.4	Abeʹ keʹ un babak tekaʹ neng ikem. Atek selum tekaʹ keʹ kuʹun ncem. Naʹ pe kadoʹ naʹan penaru meʹ, ina lemuto tangen tekaʹ tawai heʹ lete, ngan atek lapa laleʹ ne tekaʹ pengebangen nceʹ ne.
2CO.7.5	Dalau meʹ telu lepa abeʹ kaʹ tanaʹ Makedunia are, abeʹ meʹ un biʹen ke penteng jengan. Kempi kempi pe ameʹ sihoʹ puyan taru, un pe puyan pesakat ngan kelunan, un pe tekaʹ bisau dalem kimet meʹ. 
2CO.7.6	Un sepuʹo Allah iaʹ mencam petangen kelunan iaʹ bahat tawai. Seʹ e kanan Titus man ne ke petangen ameʹ. 
2CO.7.7	Abeʹ e bang puyan kenai Titus le iaʹ petangen ameʹ, nco pe dau denga ha laʹa neng puyan ncem ban petangen ia. Moʹ o badaʹ mameʹ kumpin ban ncem bimpin akeʹ, ngan kumpin puyan ncem nesen kimet cem, ngan kumpin kimet cem ubaʹ ke mepo akeʹ. Ban ne pekina, bangen lan lan tekaʹ keʹ naʹkini.
2CO.7.8	Kenuen pe surat ceʹ lepa pebampa ikem are, abeʹ keʹ un nesen puyan nceʹ nyurat pekina dau ne. Naʹ pe un tekaʹ keʹ nesen dalau heʹ tisen ikem bampa nuat le kuʹun surat ina are, 
2CO.7.9	un sepuʹo naʹkini bangen tekaʹ keʹ. Abeʹ keʹ bangen moʹ ban nceʹ lepa pebampa ikem, di lareʹ un tekaʹ keʹ bangen moʹ ban kimet cem lepa pekaliu kuʹun pengebampa hem are. Allah iaʹ kanan pengebampa hem ina, ngan pekina puyan meʹ uyan bang mikem. 
2CO.7.10	Moʹ pengebampa iaʹ Allah kanan senteng uyan kimet le tai pekaliu, sulo ngkin ilu palaʹ udip dalem Tuhan. Abeʹ le nesen kuʹun puyan ina. Di lareʹ puyan pengebampa kusun tanaʹ ini iaʹ ngkin kelunan palaʹ patai. 
2CO.7.11	Pekimet ne, kudaʹ naʹan iaʹ Allah uyan kuʹun puyan bampa hem are, kumpin ncem tangen kuʹun ne, kumpin ncem tangen badaʹ pemuyan ncem un teneng, kumpin ncem miʹi neng puyan salaʹ, kumpin ncem takut, kumpin ncem bimpin, kumpin ncem tudep, kumpin ncem tenup tekaʹ ke mukum puyan salaʹ. Ikem lepa peluhaʹ ban pemuyan ncem un buheʹ neng puyan idai are.
2CO.7.12	Ban pekina, naʹ pe akeʹ ti surat ina, abeʹ keʹ ti ie tuman kelunan iaʹ uyan salaʹ are, pekina pe abeʹ e tuman kelunan iaʹ sihoʹ salaʹ are, di lareʹ akeʹ nyurat te apan puyan ncem tudep kuʹun katuk meʹ un luhaʹ palaʹ ikem ngan juma Allah pe. 
2CO.7.13	Ina tuman meʹ un tekaʹ tangen.
2CO.7.13	Abeʹ e bang tangen tuaʹ le, un sepuʹo atek bangen tekaʹ meʹ. Moʹ Titus pebangen ameʹ. Seʹ e bangen moʹ ikem iaʹ pepo ke pebangen ia are. 
2CO.7.14	Lan te akeʹ lepa badaʹ tekaʹ keʹ selum kuʹun ncem, ngan abeʹ keʹ ban pejahoʹ kuʹun ncem. Lemuto meʹ menco isiu telit palaʹ ikem are. Pekina lete dau meʹ badaʹ selum tekaʹ meʹ neng Titus are, luhaʹ ban ne isiu telit lete. 
2CO.7.15	Ngan pekina ban puyan kimet Titus malaʹ neng ikem, puyan ne ketai un pit pali laʹa. Mentung nge petawai kumpin ban ncem un tenup tekaʹ ke bayaʹ dau ue, ngan kumpin ncem nyelama alaʹ ia ngan takut ngan ngeregen. 
2CO.7.16	Akeʹ bangen moʹ keʹ senteng pesente tawai heʹ palaʹ ikem dalem singket naʹan puyan.
2CO.8.1	Ahaʹ cenganak cenganak, ameʹ ubaʹ ikem tisen neng puyan iaʹ nuyan kuʹun pengelesau Allah iaʹ ia lebang naʹ milu dalem singket Mpun diaʹ ngelan Tuhan kaʹ tanaʹ Makedunia. 
2CO.8.2	Bioʹ laleʹ pengeten nte kuʹun penaru iaʹ nantaʹ ida. Un sepuʹo bioʹ bangen nte lemuto, ngan naʹ pe ida kasip laleʹ, bioʹ kimet de mencai inu re. 
2CO.8.3	Lan dau heʹ mikem, ida naʹ inu re pa pa penyukat de. Un pe diaʹ lapa neng ina pelaʹa. 
2CO.8.4	Atek kimet de tengen iaʹ ubaʹ ke pepo ngan kelunan diaʹ anun Allah kaʹ tanaʹ Yudia. Ina ukoʹ taten dau re nyat ameʹ apan ida senteng kahum dalem puyan pepo ina. 
2CO.8.5	Puyan ina iaʹ tai lapa neng tebelum meʹ are. Ading ading nge un puyan nte mencai usa re tengen palaʹ Tuhan mentung palaʹ ameʹ lete, bayaʹ ban pengubaʹ kimet Allah mida. 
2CO.8.6	Ina ukoʹ meʹ cuk Titus mejo gayeng ini moʹ ia iaʹ nading nge are. Ameʹ cuk Titus tai palaʹ ikem apan ne ke mepo ikem ke pelepa puyan pengemalaʹ iaʹ bioʹ ini. 
