GEN.1.1	Koluw koluw mamu kinna, Ngindrai imangsani kol pwan pe hu kol yang. 
MRK.9.8	Indrou pwi pe marahu ihiselep, pe hu kannime hamou pwi; Yesus ko iro surahu.
MRK.9.9	Pwen hutali ngondron pe huro tuh nakamui kasa pwan, pe Yesus ipwatisingiy iya tahu tehe mbuna hu kanese ndrainga hamou kiya sehe melit hunimei, kipoo Noru Ndramat kitine pe kitali kimat. 
MRK.9.10	Humbultuwe tisingi nongan ara, pe huro wong mwalinga hu hupa, “Nondriya nongan, ara ipa tesah ndrokonan – ‘kitine pe kitali kimat’?”
MRK.9.11	Pwen husok Yesus hupa, “Tehen tappeh pe hu ndramat para hinuwani nongan para pwahanou ngara hu kapwai tehe Eliyah andre kisa mu?”
MRK.9.12	Pwen Yesus ipwai iya tahu ipa, “Nongan ara ndrokonan; Eliyah andre kimu kisa pe kimwaniyani memelit masih. Hapeko tehen tappeh nongan ita nongna Ngindrai koluw kinpwai tehe Noru Ndramat andre kikuni ngandran pe andre hu ndramat kapwasimiri yiy?” 
MRK.9.13	Hapeko upwai sata wawu toro: Eliyah ara kinsa pwen. Pe hu kanmbusi kultuw handra-handra kinna kili yiy, tehe pweheriyan mepo hu kantatuluwiy koluw mamu kinna kinpwainganiy.
MRK.9.14	Pwen Yesus iyasura hu matimou ara, humui husarayah husa kili hu ndramiran hayah i; pe hunime hu ndramat soyon iya hurahakowahu. Pe hu ndramat para hinuwani nongan para pwahanou hayah, huro takekei iyasura hu ndramira Yesus. 
MRK.9.15	Pe indrou pwi, hu ndramat ara huho nime Yesus ko, pe huteleh mwomwan, pe hungap huya, pe hupuhunani yiy.
MRK.9.16	Pe Yesus isike hu ipa, “Wawu tora takekei iyapolohu ara ndroiyin tesah ndrokonan?”
MRK.9.17	Ndramat hamou iro mwalinga hu isomwi Yesus ipa, “Ndramat Para Hinonou, yo uwiri noru kamai isa kili wou, paratesah, payit para pohomum iripo ndritan. 
MRK.9.18	Kiro mwonen lang para memelit mwomwan ngara kikohis kiya ndritan, ara ngara kimbultuwe yiy pwokeyan pe kipiyani yiy kiya pwan. Pe ngara mbusas kiro wet pohon, pe kiyantani koltan, pe mandran kisiyan. Usok hu ndramiram para hu karapiyaniy kiyau, hapeko hu kanlahiy pwi.”
MRK.9.19	Pwen Yesus iwong imui iya kili hu ipa, “O wawu hasap para mahapo; ndriya wawu kinpwotisingiy pwi? Maporosahayeh ndrokonan andre kuro sura wawu? Mwalaiheh andre kuro kuni nopwaran ta wawu ko? Kiya, awiri mbunah kisa kili yo.”
MRK.9.20	Pwen huwiri mbunah ara iya kili Yesus. Payit ariya inime Yesus pe indrou pwi ilusani mbunah ara iya mwomwan; ipiyani yiy iya pwan pe iro tiri pwan, pe iro ndrihisani yiy, pe mbusas iro wet pohon.
MRK.9.21	Pwen Yesus isike taman ipa, “Maporosahayeh kintayah kili yiy?”
MRK.9.21	Pe taman ipa, “Yiy mamendreheh o, pe irayah. 
MRK.9.22	Lang hitun kinna ngara kipiyani yiy kiya mwan pe ndran kene, pakitingundrun kimat. Hapeko kapa alahiy para amwaniyani yiy, pwen koyum kisikirani yolu pe asopwat yolu.”
MRK.9.23	Pe Yesus ipwai iya tan ipa, “ ‘Kapa alahiy?’ Melit masih andre kisarayah kapa ndramat hamou kilohonganiy pwokeyan pe kipwotisingiy.”
MRK.9.24	Indrou pwi, tama mbunah iwayeh ipa, “Yo upwotisingi lohongo; hapeko lohongo ara mulai opu. Asopwat yo ka lohongai!”
MRK.9.25	Pwen Yesus inime hu ndramat soyon huro ngap husa pakeh kili hu, pwen iwayeh ana payit ara, pe ipwai iya tan ipa, “Wou payit para pohomum pe ndrainga pwi, upwatisingiy satam, atali yiy aya mawen, pe mbuna amui asa ndritan paiwe.”
MRK.9.26	Pwen payit ara iwayeh iya namandran masih, pe mbunah ara iro lokuwai pwokeyan iya. Pwen payit isa mawen kili yiy. Pe mbunah imbuyei tehe kinimat pwen. Pe hu ndramat soyon iya hunime yiy pe hupa ndre kinimat. 
MRK.9.27	Hapeko Yesus iyki niman iya kili yiy pe isoli yiy, pe itine.
MRK.9.28	Yamulan paraliy Yesus iya nondriya seu, pe hu ndramiran husok yiy kokohe hupa, “Tehen tappeh yowu kanlahiy para karapiyani payit ara pwi?”
MRK.9.29	Pwen Yesus ipwai iya tahu ipa, “Melit masih kinlahiy para kimbusi melit tehen iye kiyau pwi; hapeko totohun opu
MRK.9.30	Pwen hutali kol aro pe husayau nondriya kol namandran hape Kaliliy. Pe Yesus ara mbuwalin para hamou ndramat kipahasani sehe kol ndrokonan huro aliy, 
MRK.9.31	paratesah, yiy iro hinuwani hu ndramiran. Yesus ipwai iya tahu ipa, “Noru Ndramat ara andre hu kaiki yiy kiya tahu ndramat pe andre hu katingundrun. Hu katingundrun kihipwen, pwen kiya masan lang maroyoh andre kitine paiwe.” 
MRK.9.32	Hapeko hu ndramiran ara hu kanpahasani ndroiyi nongan ara pwi, pe hunoh para kasok yiy kiyaliy.
MRK.9.33	Pwen husarayah husa Kapernawum pe husoro nondriya seu, pe Yesus isike hu ipa, “Wawu rotokai sai wawu sa, pe wawu ro takekei iya nongna tesah?” 
MRK.9.34	Hapeko humun opu, paratesah, huro pwen sai husa pe huro takekei mwalinga hu para hiyeh tahu ita hin.
MRK.9.35	Pwen Yesus impwan pe iyoh hu ndramiran songui pe lumou husa kili yiy, pe ipwai iya tahu ipa, “Kapa hamou tawawu nakisarayah kihohin, pwen andre kiyki yiy kisa pwan masih, pe kirayah tehe pwandrendres para kisopwat hu ndramat masih.”
MRK.9.36	Pwen iwiri mbunah mendreheh hamou, pe iyki yiy iro tatine mwalinga hu. Pe ipwokarani yiy iro niman, pe ipwai iya tahu ndramiran ipa, 
MRK.9.37	“Kapa sehe ndramat kimbusi hiyan kiya kili mbunah mendreheh hamou tehen iye, kiya ngolo, pwen imbusi hiyan isa kili yo; pe hiyeh kimbusi hiyan sato, ara kinmbusiy sato ko pwi, hapeko imbusiy iya ta hiyeh mepo ipwandrisa yo pe usa.”
MRK.9.38	Pwen Yohanes ipwai ipa, “Ndramat Para Hinonou, yowu nime ndramat hamou iro rapiye hu payit huyau iya ngalam. Pe yowu pwayi yiy para mbuna kimbusiy, paratesah, yiy hamou para kinye ndruwarou pwi.”
MRK.9.39	Hapeko Yesus ipwai ipa, “Wawu mbuna kapwayi yiy. Kapa ndramat hamou kimbusi ndraikiya melit kiya ngolo, pwen kinlahiy para kipwahaltani yo kileh pwi. 
MRK.9.40	Kapa ndramat hamou kinhingasi rou pwi, pwen yiy ara para sura tou. 
MRK.9.41	Pe kapa sehe ndramat kinime wawu ndramira Kristus, pe kihang wawu hape ndran wawen kiya ngolo, pwen upwai ndrokonan, kene mbulyan ara andre kintali yiy pwi.”
MRK.9.42	Pe Yesus ipwai ipa, “Kapa hamou mbunah kipwotisingi yo, pwen mbuna hamou ndramat kimbusi yiy kiyos kiya kultuw mwomwan. Kapa ndramat hamou kimbusiy tehen tora, pwen kene tandroindroi tan ara hiyan para hu kandruyani pat sih namandran kiya koyun, pe kapiyani yiy kiya ndras. Hapeko kenen ndrokonan nakiwiriy, ara mwomwan masih. 
MRK.9.43+MRK.9.44	Kapa nimam hakai kimbusi wou ayos aya kultuw mwomwan, pwen hiyan para asondriti nimam ara kiyau. Hiyan para aya paingan kapolo nimam hakai o. Matisan aya kapolo nimam malkai pe hu kapiyani wou aya kol mepo mwan kinoho mat pwi.
MRK.9.45+MRK.9.46	Pe kapa ndrikam hakai kimbusi wou ayos aya kultuw mwomwan, pwen hiyan para asondriti ndrikam ara kiyau. Hiyan para aya paingan kapolo ndrikam hakai o. Matisan aya kapolo ndrikam malkai, pe aya kol mepo mwan kinoho mat pwi.
MRK.9.47	Tehen aliy opu, kapa pekemaram sih kimbusi wou ayos aya kultuw mwomwan, pwen hiyan para ahasingi pekemaram ara kiyau. Hiyan para wou aya paingan kapolo pekemaram sih o, pe aya kol kokohon mepo King Ngindrai italiy. Matisan wou aya kapolo pekemaram malwoh kene pe hu kapiyani wou aya kol mepo mwan kinoho mat pwi. 
MRK.9.48	Kol ara,
MRK.9.48	‘wiy ipep italiy pe hu konoho mat pwi.
MRK.9.48	Pe mwan ita yat aliy yi, ara andre kinto-kinto.’
MRK.9.49	Pe ndramat masih andre mwan kitimwi hu tehe ndras ngara kimbusi melit kirayah haiyan.
MRK.9.50	Ndras ara hiyan, hapeko kapa ndras kankanan pwi, pwen andre tukambusi tesah para kana ndras kimui kisa? Pwen wawu kasarayah tehe ndras, pwen pe ndriya wayis kiro nondriya wawu masih.”
MRK.10.1	Pwen Yesus itali kol ara, pe iya kol namandran hape Yutiya, pe iya singondriti Ndran Yortan iya haroh. Pwen hu ndramat soyon iya husa mbultere hu porosih i. Pe ihinuwani hu iya nongna Ngindrai, paratesah kultuwayin ara tehen tora ko.
MRK.10.2	Hu Parisiy hayah husa kili Yesus pe yihu pakapakarawani Yesus kiya nongan sahin. Pwen husike yiy hupa, “Nongan para pwahanou ta Ngindrai, ipa hiyan para kamai hamou kitali yesou tan?”
MRK.10.3	Yesus isomwi hu ipa, “Mose ipa tappeh iya nongan para pwahanou isa kili wawu?”
MRK.10.4	Pe hupwai hupa, “Mose ara kinipa hiyan para ndramat hamou kiratuluwi sahin nongan para yesou kimut, pe kiykiy kiya kili nambuyun pe kirase yiy kiyau.”
MRK.10.5	Hapeko Yesus ipwai iya tahu ipa, “Mose ipahasaniy tehe ndriya wawu ara ipwoke, pwen pe yiy iratuluwi nongan pwahanou ara isa kili wawu. 
MRK.10.6	Hapeko koluw, koluw mamu kinna, Ngindrai imangsani hu ndramat malpat – kamai pe pihin. 
MRK.10.7	‘Tehen tora ko kapa kamai kitali taman pe tinan pe kipo hamou pihin kisarayah nambuyun, pwen andre nombuwe hilu kasarayah hapat o.’ 
MRK.10.8	Pwen tehen tora ko hilu konto tehe malmou pwi; mahapo nombuwe hilu kansarayah hamou o. 
MRK.10.9	Pwen sehe melit Ngindrai kinsokomburaniy tisingiy ara, mbuna hamou kisondritiy.”
MRK.10.10	Pwen humui huya nondriya seu i, pe hu ndramira Yesus husok yiy porosih i iya lohongai ara. 
MRK.10.11	Pe Yesus ipwai iya tahu ipa, “Kapa hamou kamai kitali yesou tan, pe kipo hamou pihin paiwe yi, ara ipo pilah pe irandroyani nambuyun. 
MRK.10.12	Pe tehen aliy o, kapa hamou pihin kitali yesou tan pe kipo hamou kamai paiwe yi, ara ipo pilah pe irandroyani nambuyun.”
MRK.10.13	Hu ndramat hayah huwiri hu mbunah mendreheh husa kili Yesus para Yesus kiyki niman kiya ndritahu. Hapeko hu ndramiran hunimei pe hupwayi hu ndramat ara. 
MRK.10.14	Pwen Yesus inimei tora pe ndriyan kinipwes pwi pe ipwayi hu ndramiran ipa, “Wawu katali hu mbunah mendreheh kasa kili yo, pe mbuna akapenani hu; paratappeh, kol ta king Ngindrai ara kolohu ndramat mepo tehe hu mbunah mendreheh toro. 
MRK.10.15	Upwai ndrokonan isa ta wawu, kapa hamou ndramat kinwiri kultuw hiyan ata King Ngindrai tehe hu mbunah iye pwi, pwen kinlahiy para kisong kiya nondriya kolo King Ngindrai pwi masih.” 
MRK.10.16	Pwen ipwokarani hu mbunah husa ndrahasa niman, pe iyki niman iya ndritahu pe itoholi hu.
MRK.10.17	Pwen Yesus itine irotokai iya iho sai, pe ndramat hamou ingap isa pe itukuruhu iya mbulmaran, pe isok yiy ipa, “Ndramat Hiyan Para Hinonou, yo andre kumbusi tappeh para mwoiwo kileh pe andre kinto-kinto?”
MRK.10.18	Pwen Yesus ipwai ipa, “Paratappeh wou apohowe yo hiyan? Hamou hiyan pwi. Ngindrai, yiy hamou opu, ara hiyan. 
MRK.10.19	Wou anpahasani nongan para pwahanou pwen, ara ipa toro: mbuna arayi ndramat kimat, mbuna apo pilah, mbuna apahana, mbuna apwasoyou pe apakarawani hamou ndramat kiya nongan, mbuna apokoiwe, pe ahaiyani tamam pe tinam.”
MRK.10.20	Pe ndramat aro ipa, “Ndramat Para Hinonou, manoru wihou to ko isa matne mahapo, pe kunmbusi melit masih atapohowei ara.”
MRK.10.21	Yesus maran iya kili yiy pe ndriyan imbuluhi yiy, pe ipwai iya tan ipa, “Melit handra ko ita ndron para ambusiy. Ayau aya, pe aya pehei pe asowani meltam masih pe ateingani sombulepat kiya kili hu ndramat meltahu pwi. Kapa ambusi tora, pwen wou andre awiri melit hiyan iya kiro kol paingan. Pwen asaho ndruwo.”
MRK.10.22	Ndramat aro ihilingi nongan ariyo pe mbulmaran ikohut pe iyau iyapolo ndriya pworu, paratappeh, memeltan ara soyon iya.
MRK.10.23	Pwen Yesus maran iya kili hu ndramiran pe ipwai ipa, “Hu ndramat mepo meltahu soyon iya, ara ingandrah pwokeyan iya para hu kaya nondriya kol hiyan ata King Ngindrai.”
MRK.10.24	Ipa toro, pe hu ndramiran mwoiwahu ihin iya nongnan. Hapeko Yesus ipwai paiwe ipa, “Wawu noru, ndramat hiyeh mepo iyki ndriyan iya meltan soyon iya, ara ingandrah para kiya nondriya kol hiyan ata King Ngindrai. 
MRK.10.25	Ingandrah para kamel hamou kisong kiya ngara kannih para sosoro, hapeko iya ngandrahan iya para ndramat mepo meltan soyon iya, kiya nondriya kol hiyan ata King Ngindrai.”
MRK.10.26	Hu ndramiran ara mwoiwahu ihin namandran iya pe huro wong mwalinga hu ko hupa, “Kapa tehen tora, pwen andre hiyeh ndrokonan kilahiy para kiwiri taleh mepo andre kinto-kinto?”
MRK.10.27	Pwen Yesus maran iya kili hu pe ipa, “Isa kili hu ndramat ara hupo ndrit; hapeko iya kili Ngindrai, ara pwi. Melit masih iya waison opu iya kili Ngindrai.”
MRK.10.28	Pwen Petrus iwong iya kili Yesus ipa, “Kiya, animei; yowu kantali melit masih topwei para koro ndruwam.”
MRK.10.29	Pe Yesus ipa, “Upwai ndrokonan isa kili wawu; kapa sehe ndramat kilohongani yo pe nongan hiyan, pe kitali suwen, ndre nalin hu, ndre pisun hu, ndre taman, ndre tinan, ndre norun hu, ndre pwenen, 
MRK.10.30	pwen andre yiy kipo suluya melit soyon iya, kirayah tehe sangat, andre kirayah kili yiy mahapo iripo kol pwan. Ngindrai andre kiyki melit soyon iya andre kiramwaitini melit para koluw. Andre ndramat ara kiwiri suluya seu, suluya nalin, suluya pisun, suluya tinan, suluya norun, pe suluya pwenen soyon iya. Pe andre kiya nondriya nopwaran i, nopwaran mepo hu ndramat andre hu kambusiy ndritan kiya ndritan kiya kili yiy. Pwen lang mulan nakisarayah, andre yiy kiwiri taleh mepo andre kinto-kinto. 
MRK.10.31	Pwen hu ndramat soyon iya hutora mu ara andre hu kasa kaya mulan; pe hu ndramat soyon iya hutora mulan ara andre hu kasa kaya mu.”
MRK.10.32	Pwen huro tikai sai nakaya Yerusalem pe Yesus ara iye mu tahu. Pe hu ndramiran ara huro lolohonge soyon, pe hu ndramat huro ndruwahu ara hunoh. Pwen iwiri hu ndramiran songui pe lumou huya pwakin hape pe itiyaniy iya tahu iya sehe melit nakisarayah kisa kili yiy. 
MRK.10.33	Iwong iya kili hu ipa, “Kiya, akanimei. Worou topo rikai nakaya Yerusalem pe andre hu ndramat kaiki Noru Ndramat kiya nima hu namandran tahu pris pe hu ndramat para hinuwani nongan para pwahanou. Pe andre hu kaiki yiy kiya nongan pe kamburi nongan para katingundrun kimat. Pe andre hu kaiki yiy kiya nima hu ndramat mepo ndraye Yutah pwi. 
MRK.10.34	Pe andre hu kapwasimiri yiy, pe kasokombunuhi yiy, pe andre hu kamwiri yiy kiya malkei; pwen andre hu katingundrun kimat. Pe lang maroyoh kihipwen, andre kisatine paiwe yi.”
MRK.10.35	Pwen hilu NdraSepetiy malmou, Yakopus pe Yohanes, hilusa kili Yesus pe hilu pwai iya tan hilpa, “Ndramat Para Hinonou, sehe melit yolu nakasok wou kaliy, ara yolu namiliy para ambulyaniy kisa kili yolu.”
MRK.10.36	Pe ipwai iya kili hilu ipa, “Walu namiliy para kumbusi tesah kisa kili walu?”
MRK.10.37	Pe hilu pwai iya tan hilu pa, “Tandrohonga wou nasarayah king imwonen, pwen yolu namiliy tehe hamou tolu kimpwan kapwen te nimam mot, pe hamou kapwen te nimam kamou.”
MRK.10.38	Hapeko Yesus ipwai iya ta hilu ipa, “Walu tana walu tesah walu tora sok iyaliy pwi. Walu lahiy para kayin kiya pwisi pweniu iye mepo pakeh nakuyin kaliy? Ndre walu lahiy para kaya nondriya paptais mepo nakuyaliy aro yi?”
MRK.10.39	Pe hilu pwai iya tan hilpa, “Ehe, ara yolu lahiy.” Pe Yesus ipwai iya ta hilu ipa, “Ndrokonan; pwisi pweniu mepo nakuyin kiyaliy, ara andre walu kayin kaliy yi. Pe sehe paptais nakuwiriy, ara andre walu kawiri yi. 
MRK.10.40	Hapeko para walu pakampwan nimo mot ndre kamou ara kinto nimo pwi. Mipwan ara, Ngindrai kinmwaniyaniy nakiya ta hilu sehe ndramat mepo hilu nakayaliy.”
MRK.10.41	Pwen hu ndramiran masongui ara, huhilingi nongan aro, pe ndrinahu ilokuh yata Yakopus pe Yohanes. 
MRK.10.42	Hapeko Yesus iyoh hu masih husa wule kili yiy, pe ipwai iya tahu ipa, “Wawu pahasaniy tehe hu yapane kol para hu ndraye Yutah pwi
MRK.10.43	Hapeko wawu ara tehe yihu pwi. Hiyeh tawawu pakisarayah namandran, ara andre kirayah pwandrendres tawawu masih. 
MRK.10.44	Pe hiyeh ta wawu pakimu ta wawu masih, pwen andre kisarayah ndramat para mbulyani mbulen tawawu ko mwaihei. 
MRK.10.45	Paratappeh, Noru Ndramat ara tehen aliy yi. Yiy kinsa kol pwan para hu ndramat kasopwat yiy pwi. Yiy isa ara para kisopwat hu ndramat, pe isa para kiyki mwoiwan para kisowani hu ndramat soyon iya.”
MRK.10.46	Pwen husa kol ngawan Yeriko, pe iyamulan Yesus iyasura hu ndramiran hu nakatali kol ara, iyapolo hu ndramat soyon iya huro ndruwahu. Pe ndramat hamou maran iyoh, ngalan Partimeyus, yiy noru ndramat hamou ngalan Timeyus,
MRK.10.47	Yiy ihilong tehe Yesus, ndramat para kol Nasaret, iropo isa. Pwen iyoh iya namandran iya ipa, “Yesus, noru Ndrepit, koyum kisikirani yo!”
MRK.10.48	Hu ndramat soyon iya hupwayi yiy para kimun opu, hapeko iwayeh namandra-namandran iya ipa, “Yesus, noru Ndrepit, koyum kisikirani yo!”
MRK.10.49	Pwen Yesus ihilingi yiy pe iro tine pe ipa, “Akayoh yiy kisa.” Pwen huyoh ndramat maran iyoh ara isa, pe hupwai iya tan hupa, “Apwokeyani wou pe atine; yiy ita yoh wou.” 
MRK.10.50	Pwen itali tamburuhan iya mawen, ikohis, pe isa kili Yesus.
MRK.10.51	Yesus isomwi yiy pe ipa, “Wou anamiliy para kumbusi tesah kisa tam?”
MRK.10.51	Pwen ndramat maran iyoh ara ipwai ipa, “Ndramat Para Hinonou, yo nakunimnim.”
MRK.10.52	Pe Yesus ipwai iya tan ipa, “Kiya, ayau; lohongam kinpwotisingiy, pe kinsopwoyani wou.” Ihopa toro ko pe maran ileu. Pwen iho ndruwa Yesus, pe hurotikai sai huyau.
MRK.11.1	Yihu ropo husa pakeh Yerusalem, pwen husa kol malkol hira Pahayi Holip, ngala kol malkol ara Petpake pe Petani. Pwen Yesus ipwandrisa ndramiran malmou 
MRK.11.2	pe ipwai iya ta hilu ipa, “Walu kamu kaya kol mararou itapo yaliy, pe indrou pwi andre walu kanime noru tongki hamou hu kanwasi yiy ita; pe tongki ara hamou ndramat kinmipwan ndritan mapwi. Alkalombuli yiy pe kaluwi yiy kisa. 
MRK.11.3	Kapa hamou kisike walu kiya sehe melit walu tora mbusiy, pwen walu kapwai katan, alkapa, ‘Yapan nakipombulen kiyaliy namu, pwen andre kindrou pwi kimui kisa nokun.’”
MRK.11.4	Pwen hilya pe hilu nime noru tongki ara iro tatine sai, mepo hu kanwasi yiy pwen iho pohomara seu hawum. Pwen hiluro taliy, 
MRK.11.5	pe ndramat tiken huro tatine pakeh ara husike hilu hupa, “Walu tora tali tongki ara – walu nakasahaye walu kaliy?” 
MRK.11.6	Hilu pwai imui iya kili hu sehe nongan Yesus kinpwai kinna kili hilu. Pwen hupa hiyan para hilu kawiriy kiya. 
MRK.11.7	Pwen hilu luwi tongki isa kili Yesus, pe hilu tali ndroha hilu pe hilu pwalaniy iya ndrita tongki pe Yesus iya mipwan aliy. 
MRK.11.8	Pe hu ndramat soyon iya hutali ndrohahu pe hupwalaniy iya sai. Pe hu hayah tahu huya piyang pe huya sondrih ndrandra nonou hayah pe hupwalaniy iya sai yi. 
MRK.11.9	Pe hu ndramat huro mu pe hu ndramat huro ndruwan kene ara huro wayeh tehen toro:
MRK.11.9	“Hosanna!
MRK.11.9	Katoholi yiy mepo isa iya ngala Yapan.
MRK.11.10	Ngindrai kitoholi king torou mahapo nakisa; yiy ara ndraye tamarou Ndrepit.
MRK.11.10	Hosanna ita paingan masih!”
MRK.11.11	Yesus iya nondriya Yerusalem pe isong iya nondriya numwa totohun namandran, pe maran ituluwani melit masih. Hapeko kol iro piyah, pwen yiy imui iya Petani, iyasura hu songui pe lumou.
MRK.11.12	Mandroulang para langsih, huro tali Petani huyau pe Yesus ihingorowe yiy imundrui. 
MRK.11.13	Pe inime kei hakou ngalan pik
MRK.11.14	Pwen Yesus ipwai iyata kei ara ipa, “Kiro matne mahapo kiya, andre hamou ndramat kinyan sangim paiwe pwi.” Pe hu ndramiran huhilingi nongan ipwai ara.
MRK.11.15	Pwen Yesus iyasura ndramiran hu huyarayah huya Yerusalem. Pe Yesus iya mwonen iya nondriya kowa numwa totohun namandran, pe irase hu ndramat husa pehei pe huro sousou memelit iyaliy. Pe itipiyani hu keyau tahu ndramat huro suluye sombulepat, pe itipiyani pwapwai tahu ndramat huro sousou pai tahu. 
MRK.11.16	Pe ipwayi hu ipa nonombun para kakun melit para sousou kohorokai kaya kasa nondriya kowa numwa totohun. 
MRK.11.17	Pwen ipwahanou hu pe ipa, “Nongna Ngindrai mepo hu kantatuluwiy, ara pwayan ipa toro, ndre?
MRK.11.17	Ngindrai ipa, ‘Numwo ara andre kapohowei tehe
MRK.11.17	numwa totohun tahu ndramat masih para kol pwan masih para hu katotohun kisa kili yo.’
MRK.11.17	Hapeko wawu kanmbusiy, pe mahapo kinsarayah numwa kokohon tahu ndramat para pahana.”
MRK.11.18	Hu namandran tahu pris iyasura hu ndramat para hinuwani pwahanou ara, huhilingi nongan ariyo pe huro ten lohongai para katingundru Yesus kimat. Hunohowani yiy, paratesah, hunimei tehe hu ndramat hitun huteleh mwomwan iya nongan iro tiyaniy.
MRK.11.19	Pwen kol ipiyah pe Yesus iyasura hu ndramiran hutali Yerusalem.
MRK.11.20	Pwen iya ndroulang paraliy, huro tokai sai huya, pe hunimei tehe kei pik mepo Yesus iten anan ara kinimang pwen te wiyin iyapoo ita ngondron. 
MRK.11.21	Pe Petrus ilohongani sehe melit Yesus kinmbusiy, pwen ipwai iya ta Yesus ipa, “Ndramat Para Hinonou, animei! Kei mepo aten anan ara kinimang masih.”
MRK.11.22	Pwen Yesus isomwi hu pe ipa, “Lohonge ta wawu kipwotisingi Ngindrai. 
MRK.11.23	Upwai ndrokonan isa kili wawu, kapa hamou kipwai kiya ta pahayi ita para kiret kisa paingan pe kikohis kiya ndras, pe kapa lohongan kinmwakaikai pwi, hapeko lohongan kipwotisingiy tehe andre kisarayah, pwen sehe melit ipwai, ara andre kisarayah manaan kili yiy tehe ipwai. 
MRK.11.24	Pwen pe upwai sata wawu, sehe melit wawu nakasikei kiya totohun, ara lohonga wawu kipwotisingiy tehe akaniwiriy pwen, pe andre kisarayah manaan kisa kili wawu. 
MRK.11.25+MRK.11.26	Pwen kapa wawu korotine pe katotohun, pe akalohongani sehe melit mwomwan mepo hiyeh kinmbusiy kinsa kili wawu, ara akatali mwomwan tan; pwen pe tama wawu iyera paingan andre kitali mwomwan ta wawu yi.”
MRK.11.27	Pwen humui husarayah husa Yerusalem paiwe yi, pe Yesus iya ihorikai nondriya numwa totohun namandran. Pe hu namandran tahu pris iyasura hu ndramat para hinuwani nongan para pwahanou pe hu poho kol, ara hu masih huya kili yiy. 
MRK.11.28	Pe husok yiy hupa, “Kiya, wou sehe ndramat pe atambusi pwoke tora iyau aleheh? Pe hiyeh ipwai satam pe awiri pwoke para ambusi melit ara?”
MRK.11.29	Pe Yesus ipwai ipa, “Yo nakusike wawu kiya soksok sahin iye nakisa kili wawu namu; pe kapa akasomwi yo, pwen andre kupohowei kisa kili wawu hiyeh ndrokonan iyki pwoke para mbulen ara isa kili yo. 
MRK.11.30	Akapwai sato: Yohanes iwiri pwoke para kisumuluwani hu ndramat kiya ndran, ara iyau kili hiyeh ndrokonan? – Iyau paingan, ndre iyau kili hu ndramat?”
MRK.11.31	Pwen huro lolohonge soyon mwalinga hu, hupa “Kapa tukapa, ‘Iyau paingan,’ ara andre kipwai kisa torou kipa, ‘Paratesah pe lohonga wawu kinpwotisingi nongnan pwi?’ 
MRK.11.32	Hapeko mbuna tukapa, ‘Iyau kili hu ndramat opu’ – ara konan.” (Hupwai tehen toro, paratesah, hunoh tahu ndramat masih, ara hunimei tehe Yohanes ara yiy hamou poropet ndrokonan.)
MRK.11.33	Pwen pe husomwi Yesus hupa, “Yowu kowu yoh!”
MRK.11.33	Pe Yesus ipwai iya tahu ipa, “Hiyan; wawu kanlahiy para kasomwi yo pwi, pwen pe yo tehen aliy yi. Hiyeh mepo iyki pwoke isa kili yo para kumbusi hu melit iye, ara andre kunpohowe yiy pwi.”
MRK.12.1	Pwen Yesus imu iya nongan pwandritiye iya kili hu ipa toro: “Ndramat hamou ihisi piyang hambut para wain, pe irahakowan. Pe yiy imbusi kupwiy sih para haliya mbuwa wain, pe isoye keyeu sih niwen para hu ndramat keyen aliy pe kamemerani piyang. Pwen iyki piyang aro iro kili hu ndramat hayah, para hu koro nimnim pe kapo mbulen kiyaliy. Pe yiy ara iyau iya kol hakol mwanan iya. 
MRK.12.2	Pwen irahihini lang para rihiya mbuwa mwisi wain aro, pe ipwandrisa ndramiran hamou para poya mbulyan. Ipwai iyatan para kiya pe kikuni mbuwa wain hayah iro kili hu ndramat mepo ipwai iya kili hu para hu koro nimnim kaliy. 
MRK.12.3	Hapeko hu ndramat huropo mbulen iya piyang ara humbultuwe tahatini yiy, hurayi yiy iya mwomwan, pe hupwandrisa yiy iyau o mwaihei. 
MRK.12.4	Pwen ndramira piyang ara ipwandrisa ndramiran hamou iya paiwe yi, pwen hutaluwe payan pe hupwasimiri yiy. 
MRK.12.5	Pe ipwandrisa ndramiran hamou iya paiwe yi, pe hutingundrun. Iyamulan, ipwandrisa hu soyon iya huya paiwe, pe hayah tahu hurayi hu, pe hayah tahu hutingundruhu humat.
MRK.12.6	Pwen hamou opu iro ndron para kipwandrisa yiy, ara norun imwonen mepo ndriyan imbuluhi yiy. Pwen iyamulan masih ipwandrisa norun, pe ilohonganiy ipa, ‘Kapa kupwandrisa noru kiya, andre hu karanuhuyani yiy.’
MRK.12.7	Hapeko hu ndramat para mbulya piyang ara huro wong mwalinga hu hupa, ‘Iye ara norun imwonen mepo nakinimnim kiya melta taman masih. Kiya, tukatingundrun pe meltan masih kiya mbukenan yorou.’ 
MRK.12.8	Pwen humbultuwe yiy, hutingundrun, pe hupiyani nombuwen iya mawen piyang.”
MRK.12.9	Pwen Yesus isok ipa, “Kiya, akanimei! Mbukena piyang ara andre kipo tesah ka tahu? Andre kisa pe kitingundru hu ndramat ara, pwen andre kiyki piyang kiya kili hu hayah para hu koro nimnim kaliy. 
MRK.12.10	Wawu kannime nongna Ngindrai sahin ara ndre pwi? Nongan ara ipa toro:
