MAT.1.1	Lunu niirwo olulyo lwa Yesu Kurisito omwizukulu wa Dawudi, iye eyabbaire omwizukulu wa Ibbulaimu:
HEB.8.11	bonabona balimmanya ngʼoMusengwa waabwe.
HEB.8.12	Ekyo wekyalibba olwakubba nalibasoniya okubbenga kwabwe,
HEB.8.12	nʼebibbibibbi byabwe tinalibyewukirya tete.”
HEB.8.13	OKibbumba owaayeta endagaano eenu ati mpyaka, abba eedi esooka agisuucirye nkaire eweiremu amaani. Era ekintu owekikula ni kiwaamu amaani kibba kyatira nʼokuzwawo.
HEB.9.1	Era endagaano esooka eyʼaMateeka ga Musa yabbaire nʼebiragiro ebyalaganga engeri yʼokusinzamu oKibbumba, era nʼeraga nʼekifo ekyeru ekyʼomu kifo kyʼokumusinziramu ekyʼoku kyalo. 
HEB.9.2	Ekifo ekyo kyabbaire weema eya Kibbumba aBaisirairi egibakomekere ngʼerimu ebisenge bibiri. Omu kisenge kyayo ekyenza, ooba ekisooka, mwabbairemu ekikondo oku bayanika eitaala. Era nga mulimu nʼemenza, nʼemigaati egibawaayo eeri oKibbumba. Ekitundu ekyo nga bakyeta Kifo eKyeru.
HEB.9.3	E nyuma wʼolutimbe olwokubiri, olwabbaire omunda omu Kifo eKyeru, niiwo awabbaire ekisenge ekyokubiri ekibeeta eKifo eKyeru eIno.
HEB.9.4	Mwiyo mwabbairemu ekyoto ekyʼobubbaani, ekibakolere mu zaabbu
HEB.9.5	Oku ngulu kwayo kwabbaireku ebifaananyi byʼabakeruubbi
HEB.9.6	Ebyo byonabyona nga biwoire okubicaana nakusani bityo, abakabona baingiranga buliijo omu kisenge ekisooka, ni batuukirirya omulimo gwabwe.
HEB.9.7	Neye omu kisenge ekyokubiri, eyaingirangamu yabbaire kabona akira obukulu yenkani, ngʼaingiramu omulundi gumo buli mwanka, era ngʼali nʼokutwalayo eisaaye lyʼesadaaka eriyawangayo okululwe, nʼoku lwʼebibbibibbi byʼabantu ebibakola omu kutamanya.
HEB.9.8	Mwebyo byonabyona oMwoyo oMweru yabbaire alaga ati, enzira etuuka omu Kifo eKyeru eIno, yabbaire ekaali kumanyikana eeri abantu, ngʼeweema eya Kibbumba eyasookere ekaali eriwo. 
HEB.9.9	Ekyo kyabbaire kifaananyi-bufaananyi ekiwa ekyokwega ekyamakulu omu biseera binu ebitulimu. Kiraga kiti, ebirabo nʼesadaaka ebyo ebibaawangayo, tibyezyanga okutukulya okutoolawo okuwulira omusango omu mwoyo gwʼoyo abiwaayo. 
HEB.9.10	Byakomanga ku bintu byʼoku ngulu, ebifa ku byokulya nʼoku byokunywa nʼoku bulombolombo obwʼokwetukulya, era ebyabbaire ebyʼokubbaawo paka oku kiseera ekyʼokwirya buli kintu obuyaaka.
HEB.9.11	Neye oKurisito yaizire nga niiye okabona akira obukulu owʼebisa ebyaba okwiza, nʼaingiire omu weema eya Kibbumba ekira obukulu nʼokutuukirira, eteri ya bantu egibakolere. Ekikoba kiti, iyo tiya ku kyalo kunu neye yʼomwigulu. 
HEB.9.12	Iye tiyaingiireyo na isaaye lya mbuli ooba lya nyana wa nte. Wazira yaingiireyo na isaayerye erinanyerenyeere, nʼaingirira kimo omu Kifo eKyeru eIno omulundi gumo lumala, ngʼamalire okutusunira okutununula okutawaawo. 
HEB.9.13	Atyanu, eisaaye lyʼembuli nʼeryʼente enumi, nʼeikoke lyʼente enduusi egiboocerye, ebibamwaga kwabo abatatukula, bibatukulya, omu Mateeka ga Musa, ni babba batukula ku ngulu mu mubiri neye timu myoyo.
HEB.9.14	Neye oKurisito abulaku ekyokumunenya, yeewaireyo nʼafa ngʼesadaaka eeri oKibbumba omu maani ga Mwoyo atawaawo. Aale atyanu eisaayerye tiryalikirawo ino okunaabya emyoyo gyaiswe nga litoolawo okuwulira omusango olwʼebikole ebibbibibbi, ni tuweererya oKibbumba onyere obwomi?
HEB.9.15	Nʼolwekyo oKurisito niiye omutabagania omu ndagaano empyaka, olwakubba abo oKibbumba abeyalondere nʼabasuubiza ebintu ebisa ebitawaawo, abeezyesya okubisuna. Ekyo kyezyeka, olwakubba yafiire nʼanunula abantu omu bibbibibbi byabwe ebibakolere nga bakaali bali ansi wʼeifuge lyʼendagaano esooka.
HEB.9.16	Ngʼekyokuboneraku, omuntu owaakola ekiraamo kikakata ngʼeyakikolere amalire kufa. 
HEB.9.17	Ekiraamo tikikola ngʼeyalaamiirye akaali mwomi, wazira amala kufa, kaisi ni kikola. 
HEB.9.18	Nʼendagaano esooka kagira bagikakasire na isaaye. 
HEB.9.19	OMusa oweyamalire okulanga eeri abantu ebiragiro bya Kibbumba byonabyona ebiri omu Mateeka, nʼakwata eisaaye lyʼente nʼeryʼembuli, nʼatabulyamu amaizi. Kaisi nʼasiba ebyoya bya ntaama ebitukuliki oku kasaale akebeeta “Yisopu,” nʼaswankira eisaaye oku kitabo kyʼaMateeka nʼoku bantu bonabona.
HEB.9.20	Yaswankiranga nga waakoba ati, “Linu niiryo eisaaye erikakasa endagaano oKibbumba egyabalagiire okutuukirirya.” 
HEB.9.21	Era omu ngeri enanyere eyo, oMusa nʼaswankira eisaaye eeryo oku weema eya Kibbumba nʼoku bintu byonabyona ebibakolesya omu kusinza.
HEB.9.22	Era omu Mateeka, kumpi buli kintu bakitukulya na isaaye, era anambula kusuka isaaye, tiwabbaawo okusoniya omuntu ebibbibibbi.
HEB.9.23	Kale abakabona, kyabbaire kibeetaagisya okutukulya ebifaananyi ebyʼebintu ebiri omwigulu nga bawaayo sadaaka egyo. Neye ebintu ebiri omwigulu ebinanyerenyeere, byetaaga okubitukulya nʼesadaaka ekira egyo obusa. 
HEB.9.24	Era oKurisito tiyaingiire omu kifo ekyeru nga bantu niibo abakikolere, ekifaanana-obufaanani na kidi ekinanyerenyeere. Wazira yaingiire omwigulu awananyerenyeere, era nga gyali nʼatyanu omu maiso ga Kibbumba ngʼatukiikirira. 
HEB.9.25	Era oKurisito tiyaingiire omwigulu kwewaayo mirundi mingi, ngʼokabona akira obukulu owaingira buli mwanka omu Kifo eKyeru okuwaayo eisaaye lyʼebisolo. 
HEB.9.26	Singa kyabbaire kityo, awo oKurisito yankubbaire ali nʼokugada emirundi mingi okuzwera nakimo ekyalo kasookeede bakibbumba. Neye iye yabonekere lumo, mu biseera binu ebyʼenkomerero, kaisi atoolewo ekibbikibbi okulwa bantu bonabona, nga yeewaayo onyere ngʼesadaaka. 
HEB.9.27	Era nga buli muntu oKibbumba oweyamutegekeire okufa lumo, era oluzwanyuma lwʼokufa, ni bamusalira omusango, 
HEB.9.28	era nʼoKurisito atyo, bamuwaireyo omulundi gumo ngʼesadaaka okwetiika ebibbibibbi byʼabangi.
HEB.10.1	Amateeka gʼekiyudaaya, kiiriirye-bwiriirye kyʼebintu ebisa ebyabbaire biiza oKibbumba ebiyasuubizire, neye nga tibyabbaire niibyo ebinanyerenyeere. Nʼolwekyo igo tigeezya, nga gabita omu sadaaka egyo, egibairairamu buli mwanka, ni gatukulirya nakimo abo abagiwaayo nga basinza. 
HEB.10.2	Singa gabbaire geezya okubatukulirya nakimo, esadaaka gyankubbaire tigikaali gyetaagisya okuwaayo, olwakubba abagiwaayo bankubbaire babatukulirya nakimo mulundi gumo lumala, era ngʼatyanu tibawulira musango omu mwoyo olwʼekibbikibbi. 
HEB.10.3	Neye esadaaka egyo, olwakubba bagiwaayo buli mwanka, kibaleetera kwewukirya bibbibibbi ebibakolere enyuma buli owebawaayo esadaaka, 
HEB.10.4	olwakubba eisaaye lyʼente enumi nʼeryʼembuli tiryezya kutoolawo bibbibibbi.
HEB.10.5	OKurisito ngʼaiza omu kyalo, niikyo ekyagirire nʼakoba oKibbumba ati:
HEB.10.5	“Esadaaka nʼebyo ebibawaayo, tiniibyo omwoyogwo ebigwegombere,
HEB.10.5	neye wantegekeire nze omubiri.
HEB.10.6	Ebibawonga nga babyoca biramba,
HEB.10.6	nʼebyo ebibawaayo olwʼebibbibibbi, tiwabisiimire.
HEB.10.7	Kagira zena nkoba nti, Ngonu ndi aanu.
HEB.10.7	Njizire okukola ebyotaka,
HEB.10.7	Musengwa wange Kibbumba,
HEB.10.7	ngʼeKiwandiike owekintumulaku.”
HEB.10.8	Era okusookesya yakobere ati:
HEB.10.8	“Esadaaka nʼebyo ebibawaayo,
HEB.10.8	nʼebyo ebibawonga nga babyoca biramba,
HEB.10.8	nʼebyo ebibawaayo olwʼebibbibibbi,
HEB.10.8	tiniibyo omwoyogwo ebigwatakire era tiwabisiimire.”
HEB.10.8	Ekyo yakitumwire, newankubbaire ngʼebyo byonabyona babiwangayo ngʼaMateeka owegalagira. 
HEB.10.9	Awo nʼairaku nʼakoba ati, “Ngonu ndi aanu. Njizire okukola ebyotaka.” Nʼolwekyo atoolawo ekika ekisooka ekyʼesadaaka gyʼebisolo, kaisi oolwo ateekewo ekyokubiri.
HEB.10.10	Era batusuucirye abantu abatukulye olwakubba oYesu Kurisito yakolere ekyo oKibbumba ekyataka, oweyawaireyo omubirigwe ngʼesadaaka omulundi gumo lumala.
HEB.10.11	Buli moiza oku bakabona bʼediini yʼeKiyudaaya, ayemerera buli lunaku, nʼawaayo emirundi mingi esadaaka eginyere egyo, egiteezya kutoolawo ebibbibibbi.
HEB.10.12	Neye oKurisito yeewaireyo ngʼesadaaka lumo lwonkani, neye ngʼemala-bumali okusasulira ebibbibibbi ebiseera byonabyona, kaisi nʼatyama nʼoKibbumba omu kifo kyʼekitiisya eino.
HEB.10.13	Eeyo gyakuumiire paka oKibbumba oweyalimaliramu nakimo abalabebe amaani nʼabasuuca ekintu kyʼokwemaku bigerebye.
HEB.10.14	Olwʼokuwaayo esadaaka eyo emoiza, abo abaatukulya yabasuniire obutuukirirye obwʼebiseera byonabyona.
HEB.10.15	Era nʼoMwoyo oMweru, ekyo akikakasa egituli. Asookesya nʼakoba ati:
HEB.10.16	“OMusengwa akoba ati,
HEB.10.16	eenu niiyo endagaano eginalikola nabo, enaku egyo owegyalituuka.
HEB.10.16	Naliteeka amateeka gange omu myoyo gyabwe,
HEB.10.16	era naligawandiika omu biseego byabwe.”
HEB.10.16	Tete nʼakoba ati:
HEB.10.17	“Nʼebibbibibbi byabwe nʼobutengu bwabwe
HEB.10.17	tinalibyewukirya tete.”
HEB.10.18	Era oKibbumba owaamala okusoniya abantu, wabba tiwakaali weetaagisya okuwaayo esadaaka olwʼebibbibibbi.
HEB.10.19	Kale boluganda, atyanu twezya okwingira omu Kifo eKyeru eIno nga tubula kutya, nga twesiga tuti oYesu yasukire eisaayerye nʼafa oku lwʼebibbibibbi byaiswe. 
HEB.10.20	Kale yatwiguliirewo enzira empyaka, era enjomi omu tubita ni twaba buteereeri omu Kifo eKyeru eIno ekyʼomwigulu nga mpaawo ekitugaana ngʼolutimbe olwabbaire omu weema. Era enzira eyo niigwo omubirigwe oguyawaireyo.
HEB.10.21	Kale ngʼowetuli nʼokabona akira obukulu atyo, era afuga enyumba ya Kibbumba eri omwigulu, 
HEB.10.22	twigerere eeri oKibbumba nʼomwoyo ogubulamu bubbeyi, era ogwizwire okwikirirya. Tukikole nga tuli nʼemyoyo emiteere, nga gibulamu okuwulira omusango, era nʼemibiri gyaiswe gibulamu bufuduuki bwʼekibbikibbi nga giri ooti baginaabirye nʼamaizi agatukula.
HEB.10.23	Tukalangukire oku suubi ogutukobera abantu era nga tituyuugayuuga, olwakubba oKibbumba eyasuubizire, iye mwesigwa. 
HEB.10.24	Tufengeyo ino okunoonia engeri egyʼokukumanganamu omusyo oku nsonga gyʼokutaka nʼokukola ebikole ebisa. 
HEB.10.25	Tuleke okugayaaliriranga okwaba omu nkumbaana gyʼabaikirirya omu Kurisito, ngʼabamo owebakola. Neye buli moiza airyengemu omwinaye amaani, eino eino nga nywena owemubona muti oLunaku lwa Musengwa okwira lwatira okutuuka.
HEB.10.26	Singa owetwaba nga tukola ekibbikibbi omukweyendera, aate ngʼamazima ga bukwenda bwa Kurisito tumalire okugategeera, wabba tiwakaali waliwo sadaaka gendi egibawaayo olwʼebibbibibbi bwaiswe. 
HEB.10.27	Ekibba kisigaliire, niikwo okubba omu kutya, nga tukuumiriire kutusalira musango, era nʼobukambwe bwa musyo ogwaba okwoca abalabe ba Kibbumba.
HEB.10.28	Omuntu eyajeemeire aMateeka ga Musa, bamwitanga-bwiti anambula kumusaasira, kasita wabbangawo abajulizi babiri ooba basatu abamulumirizanga.
HEB.10.29	Nʼolwekyo nʼomuntu atalyanguka oMwana wa Kibbumba, atyo eisaaye eryʼendaagano eryamutukwirye, nʼalitwala ngʼeritali lyeru, era nʼazumirira oMwoyo atulaga ekisa, museega muti tiyalisaanira ekibonerezo ekikirawo obukambwe?
HEB.10.30	Nti tumaite ngʼoKibbumba niiye eyakobere ati:
HEB.10.30	“Okunyaaŋa kwange,
HEB.10.30	ninze nalibasasula.”
HEB.10.30	Era eKiwandiike ekindi kikoba kiti: “OMusengwa yalisalira abantu omusango.”
HEB.10.31	Kyʼentiisya ino oKibbumba onyere obwomi okukusalira omusango!
HEB.10.32	Mwewukirye ebiseera ebyabitire, ebimwasuniiremu ekitangaala kya Mawuliro aMasa aga Yesu, ni muguminkiriza okubagadya okwʼamaani. 
HEB.10.33	Emirundi egimo babazumire era ni babayiigaania, emirundi egindi ni mubbeera abo abebakolere batyo. 
HEB.10.34	Mwalumirwanga ino abasibe, era mwaguminkirizanga nʼeisangaalo abantu owebabanyagireku ebyanywe, olwakubba mwamaite muti muli nʼebintu ebikirawo obusa ebiri omwigulu ebitawaawo.
HEB.10.35	Kale timumumanga obugumu bwanywe omu bintu bya Kibbumba, olwakubba mwalisuna empeera nene. 
HEB.10.36	Kyetaagisya muguminkirizenge, kaisi oolwo mukolenge ebyo oKibbumba ebyataka, era kaisi abawe ekiyasuubizire. 
HEB.10.37	Wasigaire akaseera kampi ino,
HEB.10.37	“Oyo owʼokwiza aize, era ala tiyalirwa.
HEB.10.38	Neye omutuukirirye wange yaabbanga mwomi lwa kwikirirya.
HEB.10.38	Neye singa aira e nyuma, tinalimusaasira.”
HEB.10.39	Neye iswe tituli mwabo abaira e nyuma, ni bajigirika, wazira tuli mu baabo abaikirirya, ni babalokola.
HEB.11.1	Okwikirirya niikwo okubba nʼokwekakasa tuti ebyo ebitusuubira okubbaawo dala byabbaawo, era nʼokubona ebintu ebitaboneka ooti aamo biriwo. 
HEB.11.2	Okwikirirya, niikwo okwaleeteire oKibbumba okusiima abantu abʼeira abamuweereryanga.
HEB.11.3	Okwikirirya, niikwo okutwezyesya okutegeera tuti ebintu byonabyona, ebiri angulu nʼansi, babikolere lwʼekiragiro kya Kibbumba, era tuti ebiboneka babikolere kuzwa mu bitaboneka.
HEB.11.4	Okwikirirya, niikwo okwaleeteire Abberi omutaane wʼAdamu okuwaayo eeri oKibbumba esadaaka ensa okukiraku eya mugandawe omukulu oKaini. OKibbumba yasiimire ebirabobye era nʼakakasa ati Abberi atuukiriire. Era olwʼokwikiriryakwe, newankubbaire nga atyanu mufu, neye ebiyakolere bikaali bitumula.
HEB.11.5	Okwikirirya, niikwo okwaleeteire Enoka okumutwala okuzwa oku kyalo kunu, nʼayaba egiri oKibbumba nga tasookere kufa. Era oluzwanyuma, mpaawo eyamuboineku olwakubba oKibbumba yamutwaire. Ekyo kyabbaire kityo olwakubba oweyabbaire nga bakaali kumutwala, oKibbumba yakakasire ati Enoka amusangaalisirye.
HEB.11.6	Neye mpaawo muntu ayezya okusangaalya oKibbumba anambula kwikirirya, olwakubba buli aiza egiri oKibbumba, ali nʼokwikirirya ati oKibbumba aliwo, era ati awa empeera abo abamunoonia nʼeiganyi.
HEB.11.7	ONuwa, oKibbumba oweyamulabwire oku byabbaire bikaali kuboneka, okwikiriryakwe kwamwezyesyerye okugondera oKibbumba, nʼayombeka ogwato gunene okulamya abʼomu kisitokye. Atyo oNuwa yalagire ati abantu abasigairewo, abanandi baikirirya ebiyakobere, omusango gubasinga, era nʼasuna obutuukirirye obubbaawo lwa kwikirirya.
HEB.11.8	Okwikirirya, niikwo okwaleeteire oIbbulaimu okugondera oKibbumba, oweyamwetere azwe e waabwe ayabe omu kyalo oKibbumba ekiyabbaire ayaba okumuwa. Atyo nʼayaba nga tamaiteku egyalungama.
HEB.11.9	Era okwikirirya, niikwo okwamuleeteire okubba omu kyalo ekyo ekibamusuubizire omu ngeri ooti aamo mugeni, ngʼagona mu weema. Era nʼomutaanewe oIsaka nʼomwizukuluwe oYaakobbo, bona oKibbumba abeyasuubizire ekintu ekimo ekinyere ekyo bona bagonanga mu weema.
HEB.11.10	Mwekyo oIbbulaimu yabbaire alaga ati iye anoonia kibuga oKibbumba onyere ekiyagerere era nʼakyombeka, ekiri nʼemisingi emikalanguki.
HEB.11.11	Okwikirirya, niikwo okwezyesyerye oIbbulaimu eyabbaire akairiire awoireyo, okubyala omwana omu Saala eyabbaire omugumba. OIbbulaimu yaikiriirye ati oKibbumba eyabbaire asuubizire okumuwa omwana, iye mwesigwa era yatuukirirya ekibonokye.
HEB.11.12	Nʼolwekyo omuntu oyo omoiza oIbbulaimu, newankubbaire nga yabbaire muntu akairiire eino nga takaali ayezya okubyala, yazwiremu abaizukulu bangi ino ooti nkota, era ooti nsenye egitabalika egiri oku mbale mbale kwʼenyanza.
HEB.11.13	Abantu abo bonabona bafiire nga baikirirya, neye nga bakaali kusuna ebyo oKibbumba ebiyasuubizire, wazira nga babirengerera yala omu myoyo gyabwe, ni babisangaalira. Era babbaire bakakasa bati ibo bageni era basenze oku kyalo kunu.
HEB.11.14	Abantu abatumula batyo, balaga bati waliwo awantu awandi egibasuubira okwajirya obutyami bwabwe. 
HEB.11.15	Era singa emyoyo gyabwe gyabbaire gyegomba ino ekyalo ekibazwiremu, bankansunire eibbanga lyʼokweirirayo. 
HEB.11.16	Neye atyanu beegomba obutyami obukiriraku nakimo obusa, obwo nga niibwo obwʼomwigulu. OKibbumba kagira ensoni tigimukwata ibo okumweta Kibbumba waabwe, olwakubba yabategekeire ekibuga ekyʼokutyamamu.
HEB.11.17	OIbbulaimu, oKibbumba oguyabbaire asuubizire okusuna abaizukulu abangi, owebamugezeserye, okwikiriryakwe kwamwezyesyerye okuwaayo oIsaka omwanawe omoiza yenkani, abbe esadaaka.
HEB.11.18	OKibbumba yabbaire amukobere ati, “OmwIsaka mu walisunira abaizukulu.”
HEB.11.19	OIbbulaimu yeesigire ati oKibbumba ayezya okuzuukiza. NʼoKibbumba niikyo ekyagirire nʼamwirirya oIsaka, eyabbaire nankinga azwire mu bafu.
HEB.11.20	Okwikirirya, niikwo okwezyesyerye oIsaka okusabira abataanebe, oYaakobbo nʼEsawu, enkabi mwebyo ebyabbaire byaba okwiza.
HEB.11.21	OYaakobbo oweyabbaire nga yatira okufa, okwikirirya, niikwo okwamwezyesyerye okusabira abaana bʼomutaanewe oYusufu enkabi moiza moiza, era oluzwanyuma nʼakotama oku mwigogwe, nʼasinza oKibbumba.
HEB.11.22	OYusufu oweyabbaire nga yatira okufa, okwikirirya, niikwo okwamwezyesyerye okutumula ati, ekiseera kyalituuka aBaisirairi ni bazwa omu bugalama e Misiri ni bakanga omu kyalo kyʼe waabwe. Era nʼalagira ati, baliginga amagumbage bamukanja e waabwe.
HEB.11.23	OMusa owebamubyaire, okwikirirya, niikwo okwaleeteire ababyairebe okumubisira emyeri misatu miramba. Baboine nga mwana musa ino, nandi ni batya okujeemera ekiragiro kya Falaawo okabaka wa Misiri, ekyokuwaayo abaana ebiweigera babaite.
HEB.11.24	OMusa oweyakulire, okwikirirya, niikwo okwamwezyesyerye okugaana okumweta omwana wa mwala wa Falaawo.
HEB.11.25	Yasiimire okudambira aamo nʼaBaisirairi, abantu ba Kibbumba, okukiraku okubba omwisangaalo eryʼekibbikibbi eriwaawo amangu. 
HEB.11.26	Yaboine ati okumugadya olwa Kurisito ogubasukireku amafuta, kukirira nakimo obusuni bwʼe Misiri, olwakubba yamaite empeera egibalimuwa. 
HEB.11.27	Okwikirirya, niikwo okwezyesyerye oMusa okuzwa e Misiri, nandi nʼatya obulwa bwa Falaawo obwazwa mwekyo, neye yakalaire-bukalali nʼayaba, ngʼateekere omwoyogwe gwonagwona ku biibyo oKibbumba oNantaboneka ebiyamukobere.
HEB.11.28	Okwikirirya, niikwo okwamwezyesyerye okuteekawo oMukolo ogwʼoKutambukirya, nʼaswankira eisaaye e ngulu oku myango gyʼenjigi, kaisi aBaisirairi balame omalaika oyo ajigirica, oKibbumba oguyatumire okwita abaana ababere omu kyalo kyʼe Misiri.
HEB.11.29	Okwikirirya, niikwo okwezyesyerye aBaisirairi okutambulira omu Nyanza eNtukuliki, ooti aamo batambulira kwitakali. Neye aBamisiri ibo owebagezeryeku, amaizi ni gabamira.
HEB.11.30	Okwikirirya kwa Baisirairi, niikwo okwaleeteire ebitempe byʼolukita lwʼekibuga oYeriko, okugwa nga aBaisirairi bamalire enaku musanvu nga bakumba okweruguulirirya ebitempe ebyo.
HEB.11.31	Olwʼokwikirirya, omalaaya oLakabbu yayanirizire aBaisirairi abaizire omu kibuga e Yeriko okukeeta. Kale oluzwanyuma, aBaisirairi owebaizire okuwamba ekyalo ekyo, tibaitire oLakabbu nʼabantube nga baita abantu abajeemu.
HEB.11.32	Kale oku byokuboneraku ebyo, nnyongereryeku niki-so tete? Nʼobwire bwampwaku singa ntumula nʼoku Gidyoni, nʼoku Bbalaki, nʼoku Samusooni, nʼoku Yefusa, nʼoku kabaka oDawudi, nʼoku Samwiri, nʼoku banaabbi.
HEB.11.33	Olwʼokwikirirya, abantu abo balumbire ni bawangula obwakabaka obwʼamawanga agandi, ni bakola ebyobutuukirirye, era ni basuna ebyo oKibbumba ebiyasuubizire. Olwʼokwikirirya kwabwe owebabamumire egiri empologoma gyakaire okubalya,
HEB.11.34	ni babamuma omu omusyo ogwʼamaani neye nandi gubooca, ni balama nʼokubaita nʼempiima. Era olwʼokwikirirya, abo ababbaire abanafu basuukire bamaani. Basuukire bazira omu ntalo, ni babbinga amaje gʼamawanga agandi.
HEB.11.35	Era olwʼokwikirirya waliwo abakali ababbaire bafiisirye abaana baabwe neye abaana abo ni bazuukira.
HEB.11.35	Abantu abandi babawambire ni babagadya bati owebalekawo okwikirirya oKibbumba babateera, neye ni bagaana okulekawo okwikirirya. Basalirewo bati kasinga bafa kaisi ni bazuukira okusuna obwomi obukiraku obusa.
HEB.11.36	Nʼabantu abandi babasekereire ni babakubba emiigo, era abandi ni babasibira omu mabbuusu.
HEB.11.37	Abamo babakubbire mabbaale, nʼabandi babasaliremu nʼemisumeeno, era nʼabandi babaitire nʼempiima. Abandi babakedyakedyanga nga bazwaire ebyanzo ebyʼentaama nʼebyʼembuli, olwʼobudoobi era ngʼabantu babayiigaania, era ni bababitya bundi,
HEB.11.38	ekyalo kinu ekiizwire obubbibubbi nga tikibasaanira ibo abatuukiriire okubbaamu. Era ni balebalebana omu bitera nʼomu nsozi, nga bagona mu mpuku nʼomu biina.
HEB.11.39	Abo bonabona oKibbumba yabasiimire olwʼokwikirirya kwabwe neye kwibo kubulaku eyasunire ebyo ebibasuubizire. 
HEB.11.40	OKibbumba yatutegekeire enkola yʼobutuukirirye ekira obusa, ibo kaisi baleke okusuna okubasuuca abatuukiriire iswe nga tubulawo.
HEB.12.1	Kale, tuli nʼabantu bangi ino batyo abalaga nga beesigire oKibbumba, era atyanu nga bali ooti bantu ababba beeruguuliriirye ekisaawe nga batulingiriire iswe abali omu muzenyo. Nʼolwekyo tweyambulye buli kintu ekiri omu bwomi bwaiswe ekitukaisya okuweererya oKibbumba, era nʼekibbikibbi ekitira okwiza ni kitugwisya. Tukole ebintu oKibbumba ebyataka tukole, nʼeiganyi lingi ngʼomwiruki omu koolo owʼembiro owaabba. Era tuweererya oKibbumba nga tuli baguminkiriza, 
HEB.12.2	nga tumaliire ebiseego byaiswe byonabyona ku Yesu yenkani. Okwikirirya kwaiswe kwemereirewo ku niiye, okuzwera nakimo oku ntadiika paka ku nkomerero yaakwo. OYesu oyo, olwʼeisangaalo eriyamaite ati yasuna ngʼamalire okufa, yagumiire okufeera oku musalabba, nandi nʼatya okuswala. Atyanu atyaime aamo nʼoKibbumba omu kifo ekyʼekitiisya eino.
HEB.12.3	Mugerageranienge oYesu okwakanisya abantu abakola ebibbibibbi okubamwakanisiryemu, na inywe okumubitamu, kaisi oolwo ni mutademba nʼokuwaamu amaani.
HEB.12.4	Omu kulwanisya ekibbikibbi, inywe mukaali kulwana okutuuka oku kusuka eisaaye lyanywe. 
HEB.12.5	Muli ooti mwerabiire ebibono oKibbumba ebyatumula ngʼabairyamu amaani ngʼabaanabe? Akoba ati:
HEB.12.5	“Mwana wange, totwalanga ngʼekyomuzeenyo ngʼoMusengwa akugoloire.
HEB.12.5	Era tiwaawangamu amaani owakukobaku,
HEB.12.6	olwakubba oyo oMusengwa ogwataka, amugolola,
HEB.12.6	era abonereza buli moiza ogwatwala ngʼomwanawe.”
HEB.12.7	Mugumirenge okubagolola, olwakubba oKibbumba abagolola ngʼabaanabe. Aale mwanaki oiteeye ogwatagolola? 
HEB.12.8	Neye oKibbumba owaatabagolola, ngʼabaanabe bonabona owabagolola, mubba baana bʼe nza, neye tibaanabe abʼomunda abananyerenyeere. 
HEB.12.9	Nʼekindi, twabbaire nʼabaitewaiswe omu mubiri, abatugololanga, era ni tubawanga ekitiisya olwʼokukola ekyo. Kaisi atyanu titwasingisyewo ino okugondera oItewaiswe omu mwoyo, ni tusigalya obwomi obutawaawo? 
HEB.12.10	Abaitewaiswe abo batugololanga okumala ekiseera kimpi kiti olwʼebyo ebibabonanga bati bituuce okukola. Neye iye oKibbumba atunenya lwa kutugasa niiswe, ngʼataka tugabane oku bwerubwe. 
HEB.12.11	OKibbumba owaabba atugolola, omu kiseera ekyo, okutugolola kufaanana ngʼokutaleeta isangaalo, wazira bulumi. Neye oluzwanyuma, abo abeega ekibali kubeegesya okubita omu kubagolola okwo, basuna eidembe linene nʼobutuukirirye omu bwomi bwabwe.
HEB.12.12	Kale, nga muweererya oKibbumba, mwire buyaaka omu bwomi bwanywe obwʼomu mwoyo, era muweemu okutya.
HEB.12.13	Mutambulirenge omu bwomi obwʼokwikirirya oYesu nga timucuukacuuka, era abbaire nʼobunafu obwʼengeri yonayona tiyaagwa-bugwi, neye aire obuyaaka omu bwomi obwʼomwoyo.
HEB.12.14	Mwefudengeku okubba omwidembe nʼabantu bonabona, era mwefudengeku okubba abantu abeeru, olwakubba mpaawo atali omweru eyalibona oMusengwa. 
HEB.12.15	Mwekuume, kaisi tiwaabbaawo omuntu afiirwa omugabogwe ogwʼekisa kya Kibbumba ekiyatulagire ogwʼokutulokola. Mwekuume, kaisi tiwaabbaawo kibbikibbi ekisetuka mwinywe, ni kibatabulatabula, era ni kyonoona abangi.
HEB.12.16	Era mwekuume, tiwaabbaawo mulendi, ooba alulunkanira ebyʼekyalo ngʼEsawu, olwʼokulya okwa lumo.
HEB.12.17	Mumaite muti oluzwanyuma, oweyatakire okusuna omugabo gwʼenkabi oiteeye oguyabbaire amusabiire, neye tibagimuwaire. Esawu yabbaire abula engeri ya kusansula ekiyabbaire akolere, newankubbaire nga yagezeryeku ino ngʼali mu maliga.
HEB.12.18	Omu kwiza eeri oKibbumba, inywe timwizire awali olusozi oSinaayi olumwezya okukwataku, era olwaka omusyo. Era timwizire, ngʼowekyabbaire oku Baisirairi. Mwizire giri ndikiirya ekwaite zigizigi, na gumpunga,
HEB.12.19	na kwasyamika kwʼekondeere, nʼeigono lyʼebibono, eryaleeteire abaliwuliire okwegairira baleke okweyongera okuliwulira. 
HEB.12.20	Tibayezyerye kugumira ekiragiro ekibabawaire, ekikoba kiti, “Nʼowekibba kisolo ni kyeguunya oku Lusozi, bali nʼokukikubba amabbaale kife!”
