MAT.1.1	Yisas Karaisi maen Abaraamun nú Kin Devitin núi anan pintéi afoká ukhan mi ma ven anafuyan aví ino.
1PE.3.2	Mai ma funtákein avúavá ma varano nan óden mi vetíi ará baeranten mino.
1PE.3.4	Mai ma Tiyarafenu avorá moéken kama uron ukhan ma vempáké ban avúavá ano ma aú pinté eriyan ma ída ainen mo kipé iyain avúava sará ineno. 
1PE.3.5	Para vara seyo, máan avúavá pókéi fefá ma kantasí ukhá ein nanin kayo ano auí uran moéken kama uron iyaren mino. Betí ankan Tiyarafenurá ákona inin kaúden betíi avafuná aránaópá báken baya iniyaren mino. 
1PE.3.6	Sara ma ve avafu Abaraamuni vaya iniren ma sesi ayafa oe ma siyaré ein an ná dano. Tiretí avafun ná ano ma siretin namu uantan nain avúava san ma ída ferana funtákein avúavá ana ma varanteya mai Saran araumasin an mi vaono.
1PE.3.8	Kípan baya ma siamenuna mai máan mi ukhen mino. Minó ano vá mana inintá bákeya arunaná bíkakhantiya vá tiretíi aú bá inin má bararasí ureya ven avábá in maran ná ono. 
1PE.3.9	Namu avúavasí ma uantiyanti ída vá anona namu avúavasí uantano. Banasi ano ma ída funtákein baya sen asinti ída vá betí ankan anona aseno van iyákeya avábasá aní ono. Para vara seyo, mai avúavá barano van mi Tiyarafenu ano inikhen maen máan ma inonarái siretin avábá uantanten mino. 
1PE.3.10	Mai fara vara seyo, Tiyarafenui vompon dókifin máa sikhen mino.
1PE.3.10	“Para van oriyan ban aunan má kama yamú kayo va san iye anó anunu inten nafi
1PE.3.10	mai kayoi amafin mano ma namu vaya sintá dafisen ná
1PE.3.10	inká oo ano ma kampun baya kayo sintá dafisen ná ino.
1PE.3.11	Mai kéká ano namu avúavá ampiren kama avúavá ana vá barano.
1PE.3.11	Ena kéká bá ma ará kuse manafin ban nará ákona e yorano.
1PE.3.12	Para vara seyo, funtákein avúavá ma variyain kékái Bafan mano yafíken
1PE.3.12	betíi amúkin nan á kaséden iniyan mifo
1PE.3.12	mai ma namu avúavá bariyain kékái
1PE.3.12	Bafan mano oyan amiyan mino.” 
1PE.3.13	Tiretí ankan ma kama avúavá barano van esin maen iye anó umó danten nafino. 
1PE.3.14	Máan tukhen mifo kama avúaváká ma uman baresin maen Tiyarafenu ano mairái miyan aminten mifo “ída vá akhokho van iyáke ída vá kokhon ineine ono.” 
1PE.3.15	Ída vá kokhon ineine iyáke siretíi vampin ná Karaisin maman tiretíi Bafaní ure vá béintá monó teno. Inká monó avúavápin ma ákona inin kaúkeona van ma ina inti siaminona vaya vá ena ena útakhe vá bano. 
1PE.3.16	Máan tin nompo ovare me ineine ureya vá bempáké ará amin aa fákesá tiameno. Máan tesin maen tiretí ankan Karaisin ninan basin pasen mai ma namu vaya sen asiyaré ein kéká ano kama avúavá ma variyaona van ódaren ayave van inten mino. 
1PE.3.17	Tiyarafenu oo yaiyen ma kama avúaváká uman baran manon namu avúaváká ma uman baran esantakhen mino.
1PE.3.18	Mai fara vara seyo Yisas Karaisi ma setisi umerá manádá para van oriyan ban purirí ma ein mai véi yeren máan uman o yosikhen mino. Béi ída mana umeí iyaren mifo setin tiviren Tiyarafenui varufin orono van mi ume nanin banta van dan bukhafafin uman o yosen pubíkan mi Kantá Aunan manon aunan amin evaránen e manten mino.
1PE.3.19	Mai aunan pinté uaren mi mai ma auí uran ma karavusi uádan baré ein aunan kayofin mo monó baya siamen mino. 
1PE.3.20	Mai ma Noan tiamin ma voti uvariyákan ma Tiyarafenui vaya átakharé iyan ma Tiyarafenu ano vempáké báken ave ukhá ein kéká ino. Kákan á daaren ma non taven banasi ariyan maen mai finten dan manápá ifo afápá kanú manaú un kádan nanin bantan máan Tiyarafenu ano ayaen mino.
1PE.3.21	Mai ma non taven banasi arein manon non ma féantan aní ukhen mino. Yisas Karaisi ma fúaren e mantaein ákona ano ma siretin aya ukhein manon monó non ma féantan avúavá aní ukhen mino. Monó non ma féantan mai au fáke va fain do sesé in naifo inin ma sesé uren aviren Tiyarafenu ádé orin avúavá ino. 
1PE.3.22	Taréa Yisas Karaisi inarufá oren kakán bí o mamaren Tiyarafenui ádé kumantan maen minó enisori kayo vá minó daná ma varan ákona vá ara ara ákona kayo vá ano véin aránaópái van mino.
1PE.4.2	Máan ma inteyan umeí ma in anunu khayo ída e yakháan more mere eya non nompo Tiyarafenui yoran mana varano van moéke anunu in nono. 
1PE.4.3	Para vara seyo mai ma afokhampin bain kéká ano ma aruven baren iyáken amusin dosiyan ma aurá ída yafisin avúavá bákan ma famúku avúavasí ono van anunu iyaré ein avúavái fefá bariyare ono. Betí ankan ma ara ara omasí iyáken óen non naren óen iyan ma inká ída funtákein omasí iyáken ma kampun ayarafenu kayorá ma namu avúavá póké monó tiyá ein mai feyante avúava sinta ifo vá ampeno.
1PE.4.4	Mai ma fefá manápá noré eona kéká bá ma ída evaránen oriveya vetin má namu avúava sinta variyaona van mi siretin oyampá baya sen asiyan mino. 
1PE.4.5	Máa siyan mifo fúkein kéká bá mai ma ída furin nan para vaona kéká bá anon Tiyarafenu avorá o mantavesin minó nanin bantan daiminten mifo afovasá ono. 
1PE.4.6	Para vara seyo mai van mi fúkein kékápin dere Tiyarafenui Kama Vaya Yisas Karaisi siamikharen mino. Mai kéká ano fura sen dan bukhafarái uman baren púken mifo vetí ankan ínaimpáké Tiyarafenu ma einíen aunampin ída furin para vanten mino.
1PE.4.8	Moéken ma kákaní ukhein daná ma vain mai ven avábá uantan maran eya vá oriya vano. Para vara seyo, avábá in avúavá anon ara ara ume kayo yaran ten mino. 
1PE.4.9	Inte kheká anó tiretin má dunan niyáken bano van inten nafi mai amusin pintesá mai kéká aviádesin siretin má bano.
1PE.4.11	Tiyarafenui oo vantaí ono van ma arakhanti mai véi ma siretin pinté uaren baya seinisá ono. Inká ena nanin banta aya ono van ma Tiyarafenu ano arakhanti mae mai ma véi amin nain ákona fókesá mai yoran barano. Máan ma esin mi Yisas Karaisi ma mantein avúava san Tiyarafenu aví ara ara avúavá póké daní inten mino. Minó kakhan má ákona vá ben ninan bain ayáká para oriyan banten mino. Mai fura ino.
1PE.4.12	Téi ma sinunu ukheruna sirona kéka soe, akhenóka yanasinta ano ma siretin aufin ira ma akheiní iyantiya mai van ída vá enará ukhein danái afoká iyá uno sire akhokho van ono. 
1PE.4.13	Máan akhenóka kayo anon Yisas Karaisi ma varein uman má manaí ukhá intiya ínaimpáké ma vei kakhan má ma ovaránen eriven amusin in nain damú tiretí ankan moéke véin má amusin in nono.
1PE.4.15	Mai ma vanta aruan puré iyainta safi umoyan inta safi aau varanta safi áa enai yoran máden asuse inta safi ma uman baren berai sin nara siya rauno. Ída ino. 
1PE.4.16	Yisasin ánain ma yakhafin nonará ma uman baran nona van mi siamiyá umpo ída vá ayave van ono. Tiretin nan ma Karaisini vaya ánain bákuriyain nanin banta e ma sen ariyain nará amusin iya Tiyarafenu avisá daní ono. 
1PE.4.17	Mai fara vara seyo, vanasi ma yaimin nain damú inka afoká ein Tiyarafenu ano ve akhafana finté naren araí uren daiminten mino. Monó nanin bantafin naren daiminten mifo mai ma Tiyarafenui Kama Vayará ma ída mumunan iyáin nain kéká anon moékan uman baranten mino. 
1PE.4.18	Tiyarafenui vompon dókifin máa sikhen mino,
1PE.4.18	“Puntákein nanin banta ano uman ma mamarantin ínaimpáké Tiyarafenu ano aya uren aviranten mifo
1PE.4.18	mai ma Tiyarafenu oo átakharéiyá in nain kéká bá ume nanin banta vá ano ma umampin orintin maen Tiyarafenu ano ída uron mi ayainten mino.” 
1PE.4.19	Máan tukhanti Tiyarafenui anunu ánain dakhafiya ma uman bariyáke vá puntákein avúavá ana vare oriyáke vá mai ma siretin uvantein Tiyarafenura sá ákona inin kaono. Mai fara vara seyo, véi ma sirein daná ída ifá é iyan mifo minói varé iyan mino.
1PE.5.1	Mai ma siretimpin ma vain monó doran banta kayo ma vaya siamenté uno. Téi má deren monó nanin bantai yafisin báké Yisas Karaisi ma mantein uman nan banasi siyamiyaruna véi ma ovaránen erin nain damú téi má deren beni amusimpin orékun kákan bí timinten mino. Monó nanin bantará ma yafisin baruna van mi ákona é ina iyá uno. 
1PE.5.2	Tiyarafenu ano siretin mai yoran amikhen mifo sipisipi kayorá ma yafisiyain banta an de vá beni vanasirá dafiseno. Mai yorarí iyáke miyan barano vara siya rauno. Ída ino. Tiyarafenui vanasirá dafisin anunu vantiya amusin má beni yoran para varano van mi siamiyá uno. 
1PE.5.3	Ída vá betintá ayafaí in dorarí iyákeya siretíi yoran pókesá betin kama avúavá aní ono. 
1PE.5.4	Máan tiyaré esin ma sipisipirá dafisin banta kékái Ayafa ma erinti ma veni amusimpin oresin maen kákan bí amiren ayáká para van oriyan ban miyan mi siretin aminten mino.
1PE.5.5	“Mai ma au khákan iyain kékái Tiyarafenu ano oyan amé iyan mifo
1PE.5.5	ará ma varará kaúden bain kékái sarisari uanté iyan mino.” 
1PE.5.7	Tiretin amaniná ma afoká é iyain uman pinte mai Tiyarafenu anon ayaé iyan mifo minó uman béin ná ameno.
1PE.5.9	Tiretíi mumunantá ákona ukheya vá béintá dafíke mantaan ákona vá ono. Mai fara vara seyo, siretí an den ma minó akhempá ma mumunan afá aváeyan má ayó má bá ma vain mano sireti ma variyaonaí ukhein uman mi varé iyan mino.
1PE.5.10	Tiyarafenu ano Yisas Karaisin pinté uaren mi vei sarisarifó tiretin o avían bei ída kípan kakhantá kaúken mino. Manáará ma uman o yosiresin mi véi anon tiretin oyampá mantaven evaránen ákona amiranti mantaan ákona ukheya van nono. 
1PE.5.11	Minó ákona mai ven ninan bain para oriyan banten mino. Mai fura ino.
1PE.5.13	Romú
1PE.5.14	Monó avúavá pókesá ben avábá in maran ono.
2PE.1.1	Téi Saimon Pita ma Yisas Karaisini aposerí ukhé beni ída miyan ban dorarí iyaruna vanta anon ma vompon uvaré uno.
2PE.1.1	Yisas Karaisi ma setisi Tiyarafenu vá Tiyain Banta vá báken ma setin maman Tiyarafenu avorá puntákein nanin bantaí urá bátiféku ma setin má manaíe funtákein mumunan iyaona kéká baonafái ma vompon uvamádékun oren mino.
2PE.1.2	Yisas Karaisi ma setisi Bafan má Tiyarafenu vá bain ma afová ono van esin maen mai Tiyarafenu ano vá bei sarisari vá ará kusin má pókesá tiretin avu uantano.
2PE.1.3	Yisasin ma oné afová é tifékun maen beni moékakhein ákona ano mai ma funtákein avúaváká ma vano van iyá tiferuna yanasinta siminten mino. Bei khakhan má kama avúavá bá barano van mi setin tarakhen mino. 
2PE.1.4	Bei kákan bí bá kama ukhein avúavá bá pinté uaren móeken ma kama ukhein avúavasí usintano van mi setin iyátintan baren mino. Mai ma namu avúavasí in tinunu ano ma setin eúkuádá bá tiferuna finte me ampiren beni kama avúava sinta variyan ben an dakhen bano van mi iyátintáken mino.
2PE.1.5	Máan tukhanti mai ma iyáantan bain danasinta ma varano vará ayampaí ureya vá tiretíi avúavápin maman kaono. Máan ma esin mi siretíi mumunampin kama avúavá asotú uanten inká kama avúavápin Tiyarafenu van ma anunu in afova asotú uantanten mino. 
2PE.1.6	Inká mai afovafin e aurá ma kamaen dafisin avuává asotú uanten maen umampin ma mantaan ákona in avúavápó aurá ma yafisimpin asotú uantanten mino. Inká umampin ma mantaan ákona uven ma Tiyarafenui avúavá ánain bákurin má asotú uantanten mino. 
2PE.1.7	Inká Tiyarafenui avúavá ánain ma vákurimpin afá aváen nan ma anunu in avúavá asotú uanten maen inká afá aváe ma anunuimpin minó nanin banta van ma anunu in avúavá bá asotú uantanten mino. 
2PE.1.8	Mai avúava sinta ma moéke varesin maen mai anon tetisi Bafan Yisas Karaisin ma afová inonafin moéken aran iranten mino. 
2PE.1.9	Máan tinten mifo mai avúavá ma ída afova variyain kékái auu yufúkein an dakhan ída kamaen oniyan mino. Ume avúavá pinte ma Tiyarafenu ano yo sesé uren avíkein mai me áunten mino.
2PE.1.10	Máan tukhein nará mumunan tiyofi sifá tiváeyan noe, siretí ankan ákona e yoresin ná tiretin nan pura sen Tiyarafenu ano ma araren bei naí ukhein kékápin ban mino sen ná afová ino. Mai fara vara seyo máan ma inteya ída kanaíeya erave ankamin nono. 
2PE.1.11	Máan ma esin mi Tiyarafenu ano setin Tiyain Bafan Yisas Karaisini fara van oriyan ban dafisin barufin ma orin ona yiantanten mino.
2PE.1.12	Tiretí ankan pefái fura sikhein avúavá afová ureya mantaan ákona ukhe ompo me áuninona van pasé para e siamé oriyá bano van mi inikhé uno. 
2PE.1.13	Téi ma ída furin ma ma vukhafa vá para vanté maé mai vaya kayo fara siretin e siamé oriyá bano van mi inikhé uno. 
2PE.1.14	Máan tiyá umpo setisi Bafan Yisas Karaisi ano séi ma ma varará banuna yamú inka aní íká afová ukheruna ída ayáká bákéi furonté uno. 
2PE.1.15	Máan tukhein nan mi séi ákona yorarí ékuya mai yanasinta afová ukhare ínaimpáké ma fúbéku mae mai yanasinta van para ineine eya oriya vano van muno.
2PE.1.17	Para vara seyo seti Sifóe Tiyarafenu ano ma inaru fáké ákona oovaraádan eriyan maen máa sikharen, “Ma sen sanin téi moeké tinunu ukheruna iyampon mi vakái, véin nan moeké timusin uantiyá uno.” Máa ma sein manon moékan ákona ma vain Tiyarafenun pinte kákan bí bá kakhan ákona vá baren mino. 
2PE.1.18	Kantasí ukhein anu yontá ma véin má un bákéi setiyantá mai vaya inékun inaru fáké oovaraádan eren mino.
2PE.1.19	Mai van mi sakhanampa vanta kékái vaya kayo ano sian amá ukhái afová ukhé tifé umpo vetí ankan ma uvamádan bain baya kayo vasá avové ureya ineno. Mai fara vara seyo, vetíi vaya ano yunteimpin ma kakhaan teiníi iyantiya oriya varé esin mi ínaimpáké ma Yisas Karaisi afoká inain damú beni moékan kakhan manon aúpin kakhaan tanten mino. 
2PE.1.20	Ma furan tiyá umpo sakhanampa vanta kayo ano sakhanampa vayaí ono vara vetíi inin pinté Tiyarafenui vompon dókifin o véden tiádan ban naino. Ída ino. 
2PE.1.21	Mai fara vara seyo, Kantá Aunan manon ákona amiyákan Tiyarafenu ano vetin pinté uaren baya sikhen mino.
2PE.2.2	Máan ma iyantin kokhon nanin banta ano vetíi namu avúavá ánain dakhafiyáken Karaisini fura vaya ma maman paen danasí uren maen ayave amin aváuvá banasi avorá maman dákó inten mino. 
2PE.2.3	Máan tiyáken betíi ineinerá kampun baya fóké pura ma seiní uren tiretíi moníká dafiseno van inten mino. Máan inten mifo Tiyarafenu ano ma vetin kó tiantáden uman ameno sikhá ein damú pefái aní ukháin inka eriyain betí ankan uman baranten mino.
2PE.2.5	Inká pefá Noani yamú dere Tiyarafenu ano ume nanin banta ída avo uanten mifo Noan má dan manápá ifo afápá kan un kádan bei kéká bá máa anan avo uantein mino. Tiyarafenu ano ma funtákein avúavá póké ma vanasi yaiminaí pákena vayan Noa ano siamiyaren mino. Mai oyampákéi Tiyarafenu ano á dan eraáken non taven maen beni vaya ma átakharé iyá ein kéká ufurin puren mino. 
2PE.2.6	Ínaimpákéi Sodomu vá Komora vái kákan baru kayo ira saman kaúden kasí o éke e éke uren ma vara rákena yo fútian karúdein mino. Ume nanin banta amaniná ma ínaimpáké kain nain mai avúavái vetí ankan amaniná aní ukhen mino. 
2PE.2.7	Máan ten mifo maí damú ana Roti funtákein banta váken ume avúava san aí pefe iyan berai siyaré íkan Sodomú barurá ma afoká ein uman pintena Tiyarafenu ano véin aya uren aviren mino. 
2PE.2.8	Mai véi funtákein bantai váken pasen namu avúava sinta ma ena ena yamú afoká iyákan ma onen inen iyan maen kákantá berai siyaren mino.
2PE.2.9	Máan tukhantiya afovasá ono. Bafan mano afová ukhein mi máan uman pintena ven ánain ma yakhafiyáin nain kéká kasaen aya uren aviranten mifo mai ma ume avúavá bariyáin nain kékái uman amen oriyantin daimin nain damú afoká inten mino. 
2PE.2.10	Bafan mano mai ma vetíi anunu ánain dakhafen namu avúava sinta variyáken Tiyarafenui vaya átakharé iyáin nain kékái moékakhein uman aminten mino. Máan nanin banta ano au khákan iyáken ída ma ena van inin avúavá bá bákan mi kasaen inarufá ma kantasí ukhen khakhan má bain aunan kayo van ída feranton betin nan tiren inté iyan mino. 
2PE.2.11	Máan té iyan mifo mai ma kampun afova amé iyain kéká ma esantakhan ákona vá bain enisori kayo vá dere ano ída máa sen kantasí ukhen kakhan má báken ma Bafan avóra bain aunan kayo maman bararasí uren tiren intikhein mino.
2PE.2.13	Betí ankan ma namu avúavá bariyaré inain tákena mai namu miyan manan baranten mino. Betí ankan dákó ma namu avúavasí in nan mi moéken anunu iyáken tiretin kákan ayave maman amé iyan mino. Mai kéká ano ma siretin má manafin dunan niyaí páké ma siretin máká maaká iyain manon mai omá máden asuse uren mi ayave amiyan mino. 
2PE.2.14	Betí ankan ira yoren nóken auu fóké ma fara oniyaintá ina famúku avúavasí iyan mifo mai avúavá ano ída ayoé iyan mino. Betí ankan kama yanasinta fóké íú an daren ída ma mumunan ákona ukhein kéká mamádan umefin eraven ankamiyan mino. Máan tiyáken beyan nan mana iniren ma ída ena van inin avúavá ákonaen bariyain mai kéká ano moékan uman baren namu uron inten mino. 
2PE.2.15	Betí ankan puntákein avúavá me ifá uren mai ma Beorin anin Baramun an dé namu avúavái miyen barano van mi anunu iyaren mino. 
2PE.2.16	Baramu ma namu avúavá bariyaréin maen banta ano ma vaya seiníen bei yonkin mano véin asiran mi mai ma óen banta ano ma variyain avúavá ma variyá ein me ampen mino.
2PE.2.18	Betí ankan ída mana yanasí inaí páké be amo ana siren au khaiyan banten mino. Pamúku avúava san maman kama yaná an daren maen moéken anunu iyáken mai avúavá pinté ma asare me ampiren eriyain kéká mamádantin evaránen eraven ankaminten mino. 
2PE.2.19	Betí ankan ten kama e kuse van nono sinten mifo umei miyan ída van doran bantan báken betí moéken namu uron en asuse ukhen mino. Mai fara vara seyo, mana vanta ano ma áíntin mana yaná ano véintá dafisinti mae mai yanái miyan ída van doran bantaíi inten mino. 
2PE.2.20	Inká banasi ano ma namu avúavá me ampiren setisi Bafan Yisas Karaisin ánain dakhafiyare ma evaráne ume avúavái miyan ída van doran bantaí ma inten maen mai fefá ma namu avúavá bariyaré ein esantaren namu avúava suron mi varanten mino. 
2PE.2.21	Kantasí ukhein man baya ma vetí ankan amikhein ma ódaren me oyan amiyain mai funtákein avúaváká ma van aa ída afová en baré intin kama uron mi inainten mino. 
2PE.2.22	Mai kayo van mi minó nanin banta ano sikharéin mi fura sen afoká en mino. “Iyan mano mun biádaren evaránen nanten mino.” 
2PE.2.22	Inká “Non peádan pon mano evaránen ápópin o vaven típon ananten mino”.
2PE.3.1	Téi ma sinunu ukheruna sirona kéka soe, siretí ankan evaráné tiaméku mai ma siameruna vaya van ovare me inesin mai ano kama ineine amino van mi kan dádasíé ma vompon uvamádékun tireti vaonafá oren mino. 
2PE.3.2	Kantasí ukhein sakhanampa vanta kayo ano ma fefá tikharé in ma inká tetin Tiyain Bafan mano ma aposeri kéká pinté uaren ma ákona vaya siamikheini ana vaya ovare me afová ono van mi siyá uno.
2PE.3.4	Mai kéká ano máan mi sen anona vaya sinten mino, “Yisasi ma ovaráné ereno van ma sikhá ein mai intesí eriyan nafino. Ma vara ma afoká ein táké mai vaya anan o sen eriyan mifo minó daná ano vaintá anan para van mino.”
2PE.3.6	Máan turákaren mai nompói ma vara máden namu uren asuse ein mino. 
2PE.3.7	Inká Tiyarafenu ano evaránen ákona vaya sikhen mino. Banasii avúavá ma yaimin nain damúi inaru vá bara vá ira saman kauriyáken Tiyarafenui vaya ma átakharé iyain nanin bantan uman aminten mino.
2PE.3.9	Manáa nanin banta ano ma iyainíen Bafan mano sirein dana san ída vempáké doré iyan mino. Ída ino. Tiretin nan mi iniren máan tiyan mino. Mana ano ída uman barano van mi inikhen mifo ará baerano van béi ayáká para ave ukhen mino. 
2PE.3.10	Máan tukhen mifo Bafan ma erin nain damú ída afová esin umoyan banta an mi yanten mino. Erintin maen inaru ano akhokhofaríen uu aruaren mo kípiyantin maifin ma varé inain danasinta ira ano khaan kaurintin maen inká bara vá maifin ma vain danasinta vá dere ira khaan kaurinten mino.
2PE.3.11	Minó danasinta ma eúkukhein mai ira ano khaan kaurinten mifo kantasí ukhe vá puntákein avúavá ana variyan ban nanin banta vá bano. 
2PE.3.12	Máan ma iyákeya mai ma Tiyarafenu ano afá ira fóké ma minó danasinta saman kaurin nain damu san aine ereno sire vá ineine iya vano. 
2PE.3.13	Máan tin nompo mai ma auyen bara vá inaru vá ma iyátintan bákan ma funtákein nanin bantai varu ma vain nan mi ave ukhé tiféuno.
2PE.3.14	Máan tukhein nará téi ma sinunu ukheruna sirona kéka soe, mai yanasinta ma afoká inain nan ma ave ukhanteya mai minó danápin ma funtáke vanona avúavasá bariya vá Tiyarafenu vá kuse vano.
2PE.3.16	Béi ma uvantein bompon kayofin ma onesin maen máan danasinta kayo van manan tikhen mino. Béi ma uvantein bompon kayo ma onante manáa uman dakhanti maen inin ma ída kama ukhein kéká anon mai vaya vaéden ena yanáká tiádiyan mino. Ena vompon dóki kayofin dere máan avúavá anan bariyákan mai ano uman manan o maman afoká iyan mino.
2PE.3.18	Máan tin nompo setin ma Siyain Bafan Yisas Karaisin ma anunu ukhein tarisari vá afova vasá e inorano.
2PE.3.18	Béimpin ná minó kakhan má aví ma yaní in avúavá bá ano saréa váken ná para van oriyan bano. Mai fura ino.
1JN.1.2	Pefá mai Aunan manon be Afóen má manafin baré íkan béin maman dákó urá purasé onteruna van mi ayun para van aunan mi véi van mino sé tiretin tiamiyá uno. 
1JN.1.3	Tetí ankan ma fura sé ódaré inikhé tiferuna yana san mi eresí manafin átaru uvé monó teno van tiretin tiamiyá uno. Manafin ma átaru uvé monó té tifanuna mai ve Afóen má be Anin Yisas Karaisintá bái monó tiantá tifanté uno.
1JN.1.6	Máan tukhantíi setí ankan ma manafin átaru uvé Tiyarafenu vá monó tiyá uno siré ma yuntein avúavápin para vá tifanté maé mai kampun mi siré ída fura sikhein avúaváká nó tiféuno. 
1JN.1.7	Máan tiyá tifé umpo Karaisin an dé ma Tiyarafenui kakhakhein avúavápin ma vá tifanté maé mai véin tái manafin átaru uvé monó tiyá tiféuno. Máan tiyá tifékun maen be Anin Yisasini nare ano setinti ume yo sesé usinté iyan mino.
1JN.1.9	Máan tukhen mifo setisi ume ma sian amá uan béin amé tifékun maen béi ma sikhein ánain dakhafen mi setinti ume yo sesé usintáden puntákein avúaváká kainten mino. 
1JN.1.10	Tetimpin ída ume van mino ma sé tifanté mai Tiyarafenu van mi kampun banta ino siyá tifékun mai avúavá anon beni vaya van tetin túpin ída van ne sen aní iyan mino.
1JN.2.2	Béi anon tetisi ume van be au fóké ákonte ukhen mino. Máan turen tetisi ume ana ída yo sesé ukhen mifo minó barafá ma vain nanin bantai ume vái yo sesé ukhen mino.
1JN.2.3	Máan tukhen mifo inté uresá beni nan bá uno sé afová ótifante rafuno. Beni man baya khayo ánain ma vákuró tifanté mai anon beni nan bá uno sé afová ó tifanté uno. 
1JN.2.4	Mana vanta ano ma séi Tiyarafenu afová ukhé uno siren ma veni man baya ánain ma ída vákurinten maen mai véi kampun bantan bákan pura vaya ano veimpin ída van mino. 
1JN.2.5	Máan tukhen mifo fura sen ma Tiyarafenu van anunu ukhein kéká anon beni vaya ánain dakhafiyan mino. Máan ma onté tiféi mai véin masá o súpá ukhe rafu áa ída fi sé afová ó tifanté uno. 
1JN.2.6	Tiyarafenu vá manafin bá uno ma sin nain kéká ano vá Yisas Karaisi ma varé ein avúavá kasá bano.
1JN.2.8	Máan té umpo mai ma fura sikhein avúaváká ma Yisasin má tiretin má baonarái ven avábá in maran ná ono ma sen peyante man baya ano sikharé ein mai anon tiretimpin auyení ukhen mino. Mai fara vara seyo, sítípa ano inka e kípiyan mi fura oon mano yákó uven kakhaan tiyan mino.
1JN.2.10	Iye anó ena monó nanin banta van anunu inten nafi mai véi kakhan aúpin mi váken betin ída mamádantin eyúpóen ankaminten mino. 
1JN.2.11	Máan tinten mifo mana ano ma monópin bain afá aváeyan nafi ayofin nafi ma ará namu uantanten mai sítípa yaná ano véin auu yufúkuádan kufan ukhen mino.
1JN.2.12	Téi ma sinunu ukheruna iyampon kayo oe,
1JN.2.12	Yisasi ma varein avúavá anoi siretíi ume arúantáká mai van mi ma vompon uvaman amiyá uno.
1JN.2.13	Monó bayafin ma karakheona nanin banta oe, esé araíen ma minó danasinta afoká ein bantan Yisas Karaisin báká tiretí ankan béin afova suron ukhen nái ma vompon uvaman amiyá uno.
1JN.2.13	Auyen nanin banta oe,
1JN.2.13	Ban Anon má aruvúde véin maman bararasí ureya ven esantakhen nái ma vompon uvaman amiyá uno.
1JN.2.13	Téi ma sinunu ukheruna iyampon kayo oe, inarufá ma vain Afóen pefái afová ukhen ná ma vompon uvaman amiyá uno.
1JN.2.14	Monó bayafin ma karakheona nanin banta oe,
1JN.2.14	esé araíen ma minó danasinta afoká ein bantan Yisas Karaisin bákái siretí ankan béin afova suron ukháen nái ma vompon uvaman amé uno.
1JN.2.14	Auyen nanin banta oe,
1JN.2.14	Tiyarafenui vaya maman ákona ure
1JN.2.14	aúpin denan baréi
1JN.2.14	Ban Anon maman bararasí ureya véin esantakháen nái ma vompon uvaman amé uno.
1JN.2.16	Mai fara vara seyo, ma vara ráke avúavá anon ará mantaya ena ina yana san anunu iyákeya au khákan in avúavá maman afoká uádé iya ono. Mai avúava sinta ano ída Sifóen pinté erikhen mifo ma vara finte yanasintan afoká iyan mino. 
1JN.2.17	Ma vara vá maifin ma vain danasinta vá ano inka mo kípiyan mifo Tiyarafenu ma anunu ukhein avúavá ma varan nona kéká anon ayun para va oriya van nono.
1JN.2.19	Mai vanta kéká ano setin má baren mifo vetí ankan ída setin tinan báken mi monó pinté me ampiren orikhen mino. Mai ma setin me ampiyain avúavá anon enina ída vá uno sen aní iyan mino. 
1JN.2.20	Máan tiyan mifo siretí ankan ída vetin an dakhaono. Mai fara vara seyo, Kantá Aunan mano siretimpin bákayai fura ma sikhein baya afova suron ukha ono. 
1JN.2.21	Máan tukhen nái siretí ankan nan pura vaya ída afová ukhen mino va sé iniresa ma vompon uvaman amiya rauno. Ída ino. Tiyarafenui fura vaya kayo vá kampun baya kayo vá ano ída manafiní ukhá pasé mai vaya afová ono van mi ma vompon uvaman amiyá uno. 
1JN.2.22	Iyé kákan kampun banta van nafino. Mai ma Yisasin nan Tiyarafenu ano vei vanasi evaránen avirano van ma aní ukhá ein banta va ino ma siyain kéká anon Yisas Karaisini namuro van mino. Mai fara vara seyo, máan kéká anon be Afóen má be Anin má ída afová ukhé uno siren namurói uanté iyan mino. 
1JN.2.23	Mana vanta ano ma ve Anin nan ída afová ukhé uno ma sinten mai véimpin ída ve Afóe vanten mifo iye anó be Anin nan tian páman inten nafi mai véimpin mi ve Afóe vanten mino.
1JN.2.24	Máan tukhein nan mi mai ma esé araíe ma inikharé eona vaya vá pákaan ákona ono. Máan ma inteyan be Anin má be Afóen mápin o súpá ukheya van nono. 
1JN.2.25	Máan ten ma setin má manafin bantí maéi mai ma Yisas Karaisi ano ma ayun ma fara van oriyan ban aunan ma iyátintákaré ein mai simusin má bará tifanté uno.
1JN.2.26	Mai ma siretí ankan kampun tiré e avían namu avúavápin kaono van ma iyain mai kéká afová ureya ferano van mi ma vompon uvaman amé uno. 
1JN.2.27	Tiretí ankan inka Kantá Aunan manten nan tiretimpin bákayai ena ano fura vaya siretin ída afova amino van mi iniya ono. Mai fara vara seyo, Kantá Aunan mano siretin minó afova amiran mai fura vayan ban mino. Mai ma Kantá Aunan mano siamein baya ánain para vákure oriya vá inká Yisas Karaisin masá túpá ukhe vá oriya vano.
