GEN.1.1	起初，上帝創造天地。 
MRK.15.18	然後向他致敬，說：「萬歲，
MRK.15.19	他們又拿一根蘆葦稈打他的頭，向他吐唾沫，屈膝拜他。 
MRK.15.20	他們戲弄完了，就給他脫了紫袍，又穿上他自己的衣服，帶他出去，要把他釘十字架。
MRK.15.21	有一個
MRK.15.22	他們帶耶穌到了一個地方叫
MRK.15.23	拿沒藥調和的酒給耶穌，他卻不受。 
MRK.15.24	於是他們把他釘在十字架上，抽籤分他的衣服，看誰得甚麼。 
MRK.15.25	他們把他釘十字架的時候是上午九點鐘。 
MRK.15.26	罪狀牌上寫的是：「
MRK.15.27	他們又把兩個強盜和他同釘十字架，一個在右邊，一個在左邊。
MRK.15.29	從那裏經過的人譏笑他，搖著頭，說：「哼！你這拆毀殿、三日又建造起來的， 
MRK.15.30	救救你自己，從十字架上下來呀！」 
MRK.15.31	眾祭司長和文士也這樣嘲笑他，彼此說：「他救了別人，不能救自己。 
MRK.15.32	的王基督，現在從十字架上下來，好讓我們看見就信了呀！」那和他同釘的人也譏諷他。
MRK.15.33	到了正午，全地都黑暗了，直到下午三點鐘。 
MRK.15.34	下午三點鐘的時候，耶穌大聲呼喊：「以羅伊！以羅伊！拉馬撒巴各大尼？」（翻出來就是：我的上帝！我的上帝！為甚麼離棄我？） 
MRK.15.35	旁邊站著的人，有的聽見就說：「看哪，他叫
MRK.15.36	有一個人跑去，把海綿蘸滿了醋，綁在蘆葦稈上，送給他喝，說：「且等著，看
MRK.15.37	耶穌大喊一聲，氣就斷了。 
MRK.15.38	殿的幔子從上到下裂為兩半。 
MRK.15.39	對面站著的百夫長看見耶穌這樣斷氣
MRK.15.40	還有些婦女遠遠地觀看，其中有
MRK.15.41	就是耶穌在
MRK.15.42	到了晚上，因為這是預備日，就是安息日的前一日， 
MRK.15.43	有
MRK.15.44	詫異耶穌已經死了，就叫百夫長來，問他耶穌是不是死了很久； 
MRK.15.45	既從百夫長得知實情，就把耶穌的身體賜給
MRK.15.46	買了細麻布，把耶穌取下來，用細麻布裹好，安放在巖石中鑿出來的墓穴裏，又滾來一塊石頭擋住墓門。 
MRK.15.47	的
MRK.16.1	過了安息日，
MRK.16.2	七日的第一日清早，太陽出來後，她們來到墳墓那裏， 
MRK.16.3	彼此說：「誰要替我們把石頭從墓門滾開呢？」 
MRK.16.4	她們抬頭一看，看見石頭已經滾開了，原來那石頭很大。 
MRK.16.5	她們進了墳墓，看見一個年輕人坐在右邊，穿著白袍，就很驚奇。 
MRK.16.6	那年輕人對她們說：「不要驚慌！你們尋找那釘十字架的
MRK.16.7	你們去，對他的門徒和
MRK.16.8	於是她們出來，從墳墓那裏逃走，又發抖又驚訝，甚麼也沒有告訴人，因為她們害怕。
MRK.16.8	〔 
MRK.16.9	凡耶穌所吩咐的，她們簡潔地告訴
MRK.16.9	〔 
MRK.16.9	在七日的第一日清早，耶穌復活了，先向
MRK.16.10	她去告訴那向來跟隨耶穌的人；那時他們正哀慟哭泣。 
MRK.16.11	他們聽見耶穌活了，被
MRK.16.11	〔 
MRK.16.12	這些事以後，門徒中有兩個人往鄉下去；正走著的時候，耶穌以另一種形像向他們顯現。 
MRK.16.13	他們去告訴其餘的門徒，那些門徒還是不信。〕
MRK.16.13	〔 
MRK.16.14	後來十一使徒坐席的時候，耶穌向他們顯現，責備他們不信，心裏剛硬，因為他們不信那些在他復活以後看見他的人。 
MRK.16.15	他又對他們說：「你們往普天下去，傳福音給萬民
MRK.16.16	信而受洗的必然得救，不信的必被定罪。 
MRK.16.17	信的人將有神蹟隨著他們：就是奉我的名趕鬼；說新方言； 
MRK.16.18	手
MRK.16.18	〔 
MRK.16.19	主耶穌
MRK.16.20	門徒出去，到處傳福音。主和他們同工，藉著伴隨的神蹟證實所傳的道。
LUK.1.4	要讓你知道所學的道都是確實的。
LUK.1.5	在
LUK.1.6	他們兩人在上帝面前都是義人，遵行主的一切誡命和條例，沒有可指責的。 
LUK.1.7	只是他們沒有孩子，因為
LUK.1.9	照祭司的規矩抽籤，進到主的殿裏燒香。 
LUK.1.10	燒香的時候，眾百姓在外面禱告。 
LUK.1.11	有主的一個使者站在香壇的右邊，向他顯現。 
LUK.1.12	看見，就驚慌害怕。 
LUK.1.13	天使對他說：「
LUK.1.14	你必歡喜快樂；有許多人因他出世也必喜樂。 
LUK.1.15	他在主面前將要為大，淡酒烈酒都不喝，從母腹裏就被聖靈充滿。 
LUK.1.16	他要使許多
LUK.1.17	他將有
LUK.1.18	對天使說：「我怎麼能知道這事呢？我已經老了，我的妻子也年紀老邁了。」 
LUK.1.19	天使回答他說：「我是站在上帝面前的
LUK.1.20	到了時候，這些話必然應驗；只因你不信我的話，你會成為啞巴，不能說話，直到這些事實現的日子。」
LUK.1.21	百姓等候
LUK.1.22	到他出來，卻不能和他們說話，他們就知道他在聖所裏見了異象；他直向他們打手勢，因為他成了啞巴。 
LUK.1.23	他供職的日子一滿，就回家去了。
LUK.1.24	這些日子以後，他的妻子
LUK.1.25	她說：「主在眷顧我的日子，這樣看顧我，要除掉我在人前的羞恥。」
LUK.1.26	到了第六個月，天使
LUK.1.27	到一個童女那裏，她已經許配
LUK.1.28	天使進去，對她說：「蒙大恩的女子，你好，主和你同在！」 
LUK.1.29	因這話就很驚慌，又反覆思考這樣問候是甚麼意思。 
LUK.1.30	天使對她說：
LUK.1.30	「
LUK.1.31	你要懷孕生子，要給他起名叫耶穌。
LUK.1.32	他將要為大，稱為至高者的兒子；
LUK.1.32	主上帝要把他祖先
LUK.1.33	他要作
LUK.1.33	他的國沒有窮盡。」
LUK.1.35	天使回答她說：
LUK.1.35	「聖靈要臨到你身上；
LUK.1.35	至高者的能力要庇蔭你，
LUK.1.35	因此，那要出生的聖者要稱為上帝的兒子
LUK.1.36	況且，你的親戚
LUK.1.37	因為，出於上帝的話，沒有一句不帶能力的。」 
LUK.1.38	說：「我是主的使女，願意照你的話實現在我身上。」於是天使離開她去了。
LUK.1.39	在那些日子，
LUK.1.40	進了
LUK.1.41	一聽到
LUK.1.42	高聲喊著說：
LUK.1.42	「你在婦女中是有福的！
LUK.1.42	你所懷的胎也是有福的！
LUK.1.43	我主的母親到我這裏來，為何這事臨到我呢？ 
LUK.1.44	因為你問安的聲音一入我耳，我腹裏的胎就歡喜跳動。 
LUK.1.45	這相信的女子是有福的！因為主對她所說的話都要應驗。」
LUK.1.46	「我心尊主為大；
LUK.1.47	我靈以上帝我的救主為樂；
LUK.1.48	因為他顧念他使女的卑微；
LUK.1.48	從今以後，萬代要稱我有福。
LUK.1.49	因為那有權能的為我做了大事；
LUK.1.49	他的名是聖的。
LUK.1.50	他憐憫敬畏他的人，
LUK.1.50	直到世世代代。
LUK.1.51	他用膀臂施展大能；
LUK.1.51	他趕散心裏妄想的狂傲人。
LUK.1.52	他叫有權柄的失位，
LUK.1.52	叫卑賤的升高。
LUK.1.53	他叫飢餓的飽餐美食，
LUK.1.53	叫富足的空手回去。
LUK.1.54	他扶助了他的僕人
LUK.1.55	正如他對我們的列祖說過，
LUK.1.55	『憐憫
LUK.1.58	鄰里親屬聽見主向她大施憐憫，就和她一同歡樂。 
LUK.1.59	到了第八日，他們來給孩子行割禮，並要照他父親的名字叫他
LUK.1.60	他母親回應說：「不！要叫他
LUK.1.61	他們對她說：「你親族中沒有叫這名字的。」 
LUK.1.62	他們就向他父親打手勢，問他這孩子要叫甚麼名字。 
LUK.1.63	他要了一塊寫字的板，寫上：「他的名字是
LUK.1.64	的口立刻開了，舌頭也鬆了，就開始說話稱頌上帝。 
LUK.1.65	周圍居住的人都懼怕；這一切的事就傳遍了
LUK.1.66	凡聽見的人都把這事放在心裏，他們說：「這個孩子將來會怎麼樣呢？」因為有主的手與他同在。
LUK.1.67	他父親
LUK.1.68	「主—
LUK.1.68	因他眷顧他的百姓，為他們施行救贖，
LUK.1.69	在他僕人
LUK.1.69	為我們興起了拯救的角，
LUK.1.70	正如主藉著古時候聖先知的口所說的，
LUK.1.71	『他拯救我們脫離仇敵，
LUK.1.71	脫離一切恨我們之人的手。
LUK.1.72	他向我們列祖施憐憫，
LUK.1.72	記得他的聖約，
LUK.1.73	就是他對我們祖宗
LUK.1.74+LUK.1.75	叫我們既從仇敵手中被救出來，
LUK.1.74+LUK.1.75	就可以終身在他面前，
LUK.1.74+LUK.1.75	無所懼怕地用聖潔和公義事奉他。
LUK.1.76	孩子啊，你要稱為至高者的先知；
LUK.1.76	因為你要走在主的前面，為他預備道路，
LUK.1.77	叫他的百姓因罪得赦，
LUK.1.77	認識救恩；
LUK.1.78	因我們上帝憐憫的心腸，
LUK.1.78	叫清晨的日光從高天臨到我們，
LUK.1.79	要照亮坐在黑暗中死蔭裏的人，
LUK.1.79	把我們的腳引到和平的路上。』」
LUK.1.80	這孩子漸漸長大，心靈堅強，住在曠野，直到他在
LUK.2.1	在那些日子，凱撒
LUK.2.2	這第一次登記戶籍是在
LUK.2.3	眾人各歸各城，辦理登記。 
LUK.2.4	也從
LUK.2.5	要和他所聘之妻
LUK.2.6	他們在那裏的時候，
LUK.2.7	就生了頭胎的兒子，用布包起來，放在馬槽裏，因為客店裏沒有地方。
LUK.2.8	在
LUK.2.9	有主的一個使者站在他們旁邊，主的榮光四面照著他們，牧羊人就很懼怕。 
LUK.2.10	那天使對他們說：「不要懼怕！看哪！因為我報給你們大喜的信息，是關乎萬民的： 
LUK.2.11	因今天在
LUK.2.12	你們要看見一個嬰孩，包著布，臥在馬槽裏，那就是給你們的記號。」 
LUK.2.13	忽然，有一大隊天兵同那天使讚美上帝說：
LUK.2.14	「在至高之處榮耀歸與上帝！
LUK.2.14	在地上平安歸與他所喜悅的人！」
LUK.2.15	眾天使離開他們，升天去了。牧羊人彼此說：「我們往
LUK.2.16	他們急忙去了，找到
LUK.2.17	他們看見，就把天使論這孩子的話傳開了。 
LUK.2.18	聽見的人都詫異牧羊人對他們所說的話。 
LUK.2.19	卻把這一切的事存在心裏，反覆思考。 
LUK.2.20	牧羊人回去了，因所聽見所看見的一切事，正如天使向他們所說的，就歸榮耀於上帝，讚美他。
LUK.2.21	滿了八天，他們就給孩子行割禮，又給他起名叫耶穌；這是他還沒有在母腹裏成胎以前天使所起的名。
LUK.2.22	按
LUK.2.23	正如主的律法上所記：「凡頭生的男子必歸主為聖」； 
LUK.2.24	又要照主的律法上所說，用一對斑鳩，或用兩隻雛鴿獻祭。
LUK.2.25	那時，在
LUK.2.26	他得了聖靈的啟示，知道自己未死以前必看見主所立的基督。 
LUK.2.27	他受了聖靈的感動，進入聖殿，正遇見耶穌的父母抱著孩子進來，要照律法的規矩而行。 
LUK.2.28	就把他抱過來，稱頌上帝說：
LUK.2.29	「主啊，如今可以照你的話，
LUK.2.29	容你的僕人安然去世；
LUK.2.30	因為我的眼睛已經看見你的救恩，
LUK.2.31	就是你在萬民面前所預備的：
LUK.2.32	是啟示外邦人的光，
LUK.2.32	是你民
LUK.2.33	孩子的父母因論耶穌的這些話就驚訝。 
LUK.2.34	給他們祝福，又對孩子的母親
LUK.2.35	叫許多人心裏的意念顯露出來；你自己的心也要被劍刺透。」
LUK.2.36	又有位女先知，名叫
LUK.2.37	就寡居了，現在已經八十四歲
LUK.2.38	正當那時，她進前來感謝上帝，對一切盼望
LUK.2.40	孩子漸漸長大，強健起來，充滿智慧，又有上帝的恩典在他身上。
LUK.2.41	每年逾越節，他父母都上
LUK.2.42	當他十二歲的時候，他們按著過節的規矩上去。 
LUK.2.43	守滿了節期，他們回去，孩童耶穌仍舊在
LUK.2.44	以為他在同行的人中間，走了一天的路程才在親屬和熟悉的人中找他， 
LUK.2.45	既找不著，就回
LUK.2.46	過了三天，他們發現他在聖殿裏，坐在教師中間，一面聽，一面問。 
LUK.2.47	凡聽見他的人都對他的聰明和應對感到驚奇。 
LUK.2.48	他父母看見就很驚奇。他母親對他說：「我兒啊，為甚麼對我們這樣做呢？看哪，你父親和我很焦急，到處找你！」 
LUK.2.49	耶穌對他們說：「為甚麼找我呢？難道你們不知道我應當在我父的家裏嗎？
LUK.2.50	他所說的這話，他們不明白。 
LUK.2.51	他就同他們下去，回到
LUK.2.52	耶穌的智慧和身量
LUK.3.1	凱撒
LUK.3.2	和
LUK.3.3	他就走遍
LUK.3.4	正如
LUK.3.4	「在曠野有聲音呼喊著：
LUK.3.4	預備主的道，
LUK.3.4	修直他的路！
LUK.3.5	一切山窪都要填滿；
LUK.3.5	大小山岡都要削平！
LUK.3.5	彎彎曲曲的地方要改為筆直；
LUK.3.5	高高低低的道路要改為平坦！
LUK.3.6	凡血肉之軀的，都要看見上帝的救恩！」
LUK.3.8	你們要結出果子來，和悔改的心相稱。不要自己心裏說：『我們有
LUK.3.9	現在斧子已經放在樹根上，凡不結好果子的樹就砍下來，丟在火裏。」 
LUK.3.10	眾人問他：「這樣，我們該做甚麼呢？」 
LUK.3.11	回答：「有兩件衣裳的，就分給那沒有的；有食物的，也該這樣做。」 
LUK.3.12	也有稅吏來要受洗，對他說：「老師，我們該做甚麼呢？」 
LUK.3.13	對他們說：「除了規定的數目，不要多收。」 
LUK.3.14	也有士兵問他說：「我們該做甚麼呢？」
LUK.3.15	百姓期待基督的來臨；他們心裏猜測，或許
LUK.3.16	對眾人說：「我是用水給你們施洗，但有一位能力比我更大的要來，我就是給他解鞋帶也不配。他要用聖靈與火給你們施洗。 
LUK.3.17	他手裏拿著簸箕，要揚淨他的穀物，把麥子收在倉裏，把糠用不滅的火燒盡。」
LUK.3.19	分封王，因他兄弟之妻
LUK.3.20	在一切事上又添了這一件，就是把
LUK.3.21	眾百姓都受了洗，耶穌也受了洗。他正禱告的時候，天開了， 
LUK.3.22	聖靈降在他身上，形狀彷彿鴿子；又有聲音從天上來，說：「你是我的愛子，我喜愛你。」
LUK.3.23	耶穌開始傳道，年紀約有三十歲。依人看來，他是
LUK.3.24	是
LUK.3.25	是
LUK.3.26	是
LUK.3.27	是
LUK.3.28	是
LUK.3.29	是
LUK.3.30	是
LUK.3.31	是
LUK.3.32	是
LUK.3.33	是
LUK.3.34	是
LUK.3.35	是
LUK.3.36	是
LUK.3.37	是
LUK.3.38	是
LUK.4.1	耶穌滿有聖靈，從
LUK.4.2	四十天受魔鬼的試探。在那些日子，他沒有吃甚麼，日子滿了，他餓了。 
LUK.4.3	魔鬼對他說：「你若是上帝的兒子，叫這塊石頭變成食物吧。」 
LUK.4.4	耶穌回答：「經上記著：
LUK.4.4	『人活著，不是單靠食物。
LUK.4.5	魔鬼又領他上了高山，霎時間把天下萬國都指給他看， 
LUK.4.6	對他說：「這一切權柄和榮華我都要給你，因為這原是交給我的，我願意給誰就給誰。 
LUK.4.7	你若在我面前下拜，這一切都歸你。」 
LUK.4.8	耶穌回答他說：「經上記著：
LUK.4.8	『要拜主—你的上帝，
LUK.4.8	惟獨事奉他。』」
LUK.4.9	魔鬼又領他到
LUK.4.10	因為經上記著：
LUK.4.10	『主要為你命令他的使者保護你；
LUK.4.11	他們要用手托住你，
LUK.4.11	免得你的腳碰在石頭上。』」
LUK.4.12	耶穌回答他說：「經上說：『不可試探主—你的上帝。』」 
LUK.4.13	魔鬼用完了各樣的試探，就離開耶穌，再等時機。
LUK.4.14	耶穌帶著聖靈的能力回到
LUK.4.15	他在各會堂裏教導人，眾人都稱讚他。
LUK.4.16	耶穌來到
LUK.4.17	有人把
LUK.4.18	「主的靈在我身上，
LUK.4.18	因為他用膏膏我，
LUK.4.18	叫我傳福音給貧窮的人；
LUK.4.18	差遣我宣告：
LUK.4.18	被擄的得釋放，
LUK.4.18	失明的得看見，
LUK.4.18	受壓迫的得自由，
LUK.4.19	宣告上帝悅納人的禧年。」
LUK.4.20	於是他把書捲起來，交還給管理人，就坐下。會堂裏的人都定睛看他。 
LUK.4.21	耶穌對他們說：「你們聽見的這段經文，今天已經應驗了。」 
LUK.4.22	眾人都稱讚他，並對他口中所出的恩言感到驚訝；他們說：「這不是
LUK.4.23	耶穌對他們說：「你們一定會用這俗語向我說：『醫生，你醫治自己吧！我們聽見你在
LUK.4.24	他又說：「我實在告訴你們，沒有先知在自己家鄉被人接納的。 
LUK.4.25	我對你們說實話，在
LUK.4.26	並沒有奉差往她們中任何一個人那裏去，只奉差往
LUK.4.27	在
LUK.4.28	會堂裏的人聽見這些話，都怒氣填胸， 
LUK.4.29	就起來趕他出城。他們的城造在山上；他們帶他到山崖，要把他推下去。 
LUK.4.30	他卻從他們中間穿過去，走了。
LUK.4.31	耶穌下到
LUK.4.32	他們對他的教導感到很驚奇，因為他的話裏有權柄。 
LUK.4.33	在會堂裏有一個人，被污鬼的靈附著，大聲喊叫說： 
LUK.4.34	「唉！
LUK.4.35	耶穌斥責他說：「不要作聲，從這人身上出來吧！」鬼把那人摔倒在眾人中間，就出來了，卻沒有傷害他。 
LUK.4.36	眾人都驚訝，彼此對問：「這是甚麼道理呢？因為他用權柄能力命令污靈，污靈就出來。」 
LUK.4.37	於是耶穌的名聲傳遍了周圍各地。
LUK.4.38	耶穌出了會堂，進了
LUK.4.39	耶穌站在她旁邊，斥責那高燒，燒就退了。她立刻起來服事他們。
LUK.4.40	日落的時候，凡有病人的，不論害甚麼病，都帶到耶穌那裏。耶穌給他們每一個人按手，治好他們。 
LUK.4.41	又有鬼從好些人身上出來，喊著說：「你是上帝的兒子！」耶穌斥責他們，不許他們說話，因為他們知道他是基督。
LUK.4.42	天亮的時候，耶穌出來，走到荒野的地方。眾人去找他，到了他那裏，要留住他，不讓他離開他們。 
LUK.4.43	但耶穌對他們說：「我也必須在別的城傳上帝國的福音，因我奉差原是為此。」 
LUK.4.44	於是耶穌在
LUK.5.1	耶穌站在
LUK.5.2	他見有兩隻船靠在湖邊，打魚的人卻離開船，洗網去了。 
LUK.5.3	有一隻船是
LUK.5.4	他講完了，對
LUK.5.5	說：「老師，我們整夜勞累，並沒有打著甚麼。但依從你的話，我就下網。」 
LUK.5.6	他們下了網，圈住許多魚，網險些裂開， 
LUK.5.7	就招手叫另一隻船上的同伴來幫助。他們就來，把魚裝滿了兩隻船，船甚至要沉下去。 
LUK.5.8	看見，就俯伏在耶穌膝前，說：「主啊，離開我，我是個罪人。」 
LUK.5.9	他和一切跟他一起的人對打到了這一網的魚都很驚訝。 
LUK.5.10	他的夥伴
LUK.5.11	他們把兩隻船靠了岸，就撇下所有的，跟從了耶穌。
LUK.5.12	有一回，耶穌在一個城裏，有人滿身長了痲瘋，看見他，就俯伏在地，求他說：「主啊，你若肯，你能使我潔淨。」 
LUK.5.13	耶穌伸手摸他，說：「我肯，你潔淨了吧！」痲瘋病立刻離開了他。 
LUK.5.14	耶穌吩咐他：「你不可告訴任何人，只要去，把自己給祭司察看，又因為你已經潔淨，要照
LUK.5.15	但耶穌的名聲越發傳揚出去。有一大群人聚集來聽道，也希望耶穌醫治他們的病。 
LUK.5.16	耶穌卻退到曠野去禱告。
LUK.5.17	有一天，耶穌教導人，有法利賽人和律法教師在旁邊坐著；他們是從
LUK.5.18	這時，有些人用褥子抬著一個癱子，要把他抬進去放在耶穌面前， 
LUK.5.19	卻因人多，找不出法子抬進去，就上了房頂，從瓦間把他連褥子縋到當中，在耶穌面前。 
LUK.5.20	耶穌見他們的信心，就說：「朋友，你的罪赦了。」 
LUK.5.21	文士和法利賽人就開始議論說：「這個人是誰，竟說褻瀆的話？除了上帝一位之外，誰能赦罪呢？」 
LUK.5.22	耶穌知道他們所議論的，就回答他們說：「你們心裏為甚麼議論呢？ 
LUK.5.23	說『你的罪赦了』，或說『你起來行走』，哪一樣容易呢？ 
LUK.5.24	但要讓你們知道，人子在地上有赦罪的權柄。」他就對癱子說：「我吩咐你，起來！拿你的褥子回家去吧。」 
LUK.5.25	那人當著眾人面前立刻起來，拿了他所躺臥的褥子回家去，歸榮耀給上帝。 
LUK.5.26	眾人都驚奇，也歸榮耀給上帝，並且滿心懼怕，說：「我們今日看見不尋常的事了！」
LUK.5.27	這些事以後，耶穌出去，看見一個稅吏，名叫
LUK.5.28	他就撇下所有的，起來跟從耶穌。 
LUK.5.29	在自己家裏為耶穌大擺宴席，有一大群稅吏和別的人與他們一同坐席。 
LUK.5.30	法利賽人和文士就向耶穌的門徒發怨言說：「你們為甚麼跟稅吏和罪人一同吃喝呢？」 
LUK.5.31	耶穌回答他們：「健康的人用不著醫生；有病的人才用得著。 
LUK.5.32	我不是來召義人悔改，而是召罪人悔改。」
LUK.5.33	他們對耶穌說：「
LUK.5.34	耶穌對他們說：「新郎和賓客在一起的時候，你們怎麼能叫賓客禁食呢？ 
LUK.5.35	但日子將到，新郎要被帶走，那些日子他們就要禁食了。」
LUK.5.36	耶穌又講一個比喻，對他們說：「沒有人把新衣服撕下一塊來補在舊衣服上，若是這樣，會把新的撕裂了，並且所撕下來的那塊新的和舊的也不相稱。 
LUK.5.37	也沒有人把新酒裝在舊皮袋裏；若是這樣，新酒會脹破皮袋，酒就漏出來，皮袋也糟蹋了。 
LUK.5.38	相反地，新酒必須裝在新皮袋裏。 
LUK.5.39	沒有人喝了陳酒又想喝新的；他總說陳的好。」
LUK.6.1	有一個安息日
LUK.6.2	有幾個法利賽人說：「你們為甚麼做安息日不合法的事呢？」 
LUK.6.3	耶穌回答他們：「
LUK.6.4	他怎麼進了上帝的居所，拿供餅吃，又給跟從的人吃呢？這餅惟獨祭司可以吃，別人都不可以吃。」 
LUK.6.5	他又對他們說：「人子是安息日的主。」
LUK.6.6	又有一個安息日，耶穌進了會堂教導人，在那裏有一個人，他的右手萎縮了。 
LUK.6.7	文士和法利賽人窺探耶穌會不會在安息日治病，為要找把柄告他。 
LUK.6.8	耶穌卻知道他們的意念，就對那萎縮了手的人說：「起來，站在當中！」那人就起來，站著。 
LUK.6.9	耶穌對他們說：「我問你們，在安息日行善行惡，救命害命，哪樣是合法的呢？」 
LUK.6.10	他就環視眾人，對那人說：「伸出手來！」他照著做，他的手就復原了。 
LUK.6.11	他們怒氣填胸，彼此商議怎樣對付耶穌。
LUK.6.12	在那些日子，耶穌出去，上山祈禱，整夜向上帝禱告。 
LUK.6.13	到了天亮，他叫門徒來，就從他們中間挑選十二個人，稱他們為使徒。 
LUK.6.14	這十二個人有
LUK.6.15	和
LUK.6.16	的兒子
LUK.6.17	耶穌和他們下了山，站在一塊平地上；在一起的有許多門徒，又有許多百姓從全
LUK.6.18	都要聽他講道，又希望耶穌醫治他們的病；還有被污靈纏磨的，也得了醫治。 
LUK.6.19	眾人都想要摸他，因為有能力從他身上發出來，治好了他們。
LUK.6.20	耶穌舉目看著門徒，說：
LUK.6.20	「貧窮的人有福了！
LUK.6.20	因為上帝的國是你們的。
LUK.6.21	現在飢餓的人有福了！
LUK.6.21	因為你們將得飽足。
LUK.6.21	現在哭泣的人有福了！
LUK.6.21	因為你們將要歡笑。
LUK.6.22	人為人子的緣故憎恨你們，拒絕你們，辱罵你們，把你們當惡人除掉你們的名，你們就有福了！ 
LUK.6.23	在那日，你們要歡欣雀躍，因為你們在天上的賞賜是很多的；他們的祖宗也是這樣待先知的。
LUK.6.24	但你們富足的人有禍了！
LUK.6.24	因為你們已經受過安慰。
LUK.6.25	你們現在飽足的人有禍了！
LUK.6.25	因為你們將要飢餓。
LUK.6.25	你們現在歡笑的人有禍了！
LUK.6.25	因為你們將要哀慟哭泣。
LUK.6.26	人都說你們好的時候，你們有禍了！因為他們的祖宗也是這樣待假先知的。」
LUK.6.27	「可是我告訴你們這些聽的人，要愛你們的仇敵！要善待恨你們的人！ 
LUK.6.28	要祝福詛咒你們的人！要為凌辱你們的人禱告！ 
LUK.6.29	有人打你的臉，連另一邊也由他打。有人拿你的外衣，連內衣也由他拿去。 
LUK.6.30	凡求你的，就給他；有人拿走你的東西，不要討回來。
LUK.6.31	「你們想要人怎樣待你們，你們也要怎樣待人。 
LUK.6.32	你們若只愛那愛你們的人，有甚麼可感謝的呢？就是罪人也愛那愛他們的人。 
LUK.6.33	你們若善待那善待你們的人，有甚麼可感謝的呢？就是罪人也是這樣做。 
LUK.6.34	你們若借給人，希望從他收回，有甚麼可感謝的呢？就是罪人也借給罪人，再如數收回。 
LUK.6.35	你們倒要愛仇敵，要善待他們，並要借給人不指望償還，你們的賞賜就很多了，你們必作至高者的兒子，因為他恩待那忘恩的和作惡的。 
LUK.6.36	你們要仁慈，像你們的父是仁慈的。」
LUK.6.37	「你們不要評斷別人，就不被審判；你們不要定人的罪，就不被定罪；你們要饒恕人，就必蒙饒恕。 
LUK.6.38	你們要給人，就必有給你們的，並且用十足的升斗，連搖帶按，上尖下流地倒在你們懷裏；因為你們用甚麼量器量給人，也必用甚麼量器量給你們。」
LUK.6.39	耶穌又用比喻對他們說：「瞎子豈能領瞎子，兩個人不是都要掉在坑裏嗎？ 
LUK.6.40	學生不高過老師，凡學成了的會和老師一樣。 
LUK.6.41	為甚麼看見你弟兄眼中有刺，卻不想自己眼中有梁木呢？ 
LUK.6.42	你不見自己眼中有梁木，怎能對你弟兄說：『讓我去掉你眼中的刺』呢？你這假冒為善的人！先去掉自己眼中的梁木，然後才能看得清楚，好去掉你弟兄眼中的刺。」
LUK.6.43	「沒有好樹結壞果子，也沒有壞樹結好果子。 
LUK.6.44	每一種樹木可以從其果子看出來。人不是從荊棘上摘無花果的，也不是從蒺藜裏摘葡萄的。 
LUK.6.45	善人從他心裏所存的善發出善來，惡人從他所存的惡發出惡來；因為心裏所充滿的，口裏就說出來。」
LUK.6.46	「你們為甚麼稱呼我『主啊，主啊』，卻不照我的話做呢？ 
LUK.6.47	凡到我這裏來，聽了我的話又去做的，我要告訴你們他像甚麼人： 
LUK.6.48	他像一個人蓋房子，把地挖深，將根基立在磐石上，到發大水的時候，水沖那房子，房子總不動搖，因為蓋造得好。 
LUK.6.49	但聽了不去做的，就像一個人在土地上蓋房子，沒有根基，水一沖，立刻倒塌了，並且那房子損壞得很厲害。」
LUK.7.1	耶穌對百姓講完了這一切的話，就進了
LUK.7.2	有一個百夫長所器重的僕人害病，快要死了。 
LUK.7.3	百夫長風聞耶穌的事，就託
LUK.7.4	他們到了耶穌那裏，切切地求他說：「你為他做這事是他配得的； 
LUK.7.5	因為他愛我們的民族，為我們建造會堂。」 
LUK.7.6	耶穌就和他們同去。離那家不遠，百夫長託幾個朋友去見耶穌，對他說：「主啊，不必勞駕，因你到舍下來，我不敢當。 
LUK.7.7	我也自以為不配去見你，只要你說一句話，就會讓我的僮僕得痊癒。 
LUK.7.8	因為我被派在人的權下，也有兵在我之下。我對這個說：『去！』他就去；對那個說：『來！』他就來；對我的僕人說：『做這事！』他就去做。」 
LUK.7.9	耶穌聽到這些話，就很驚訝，轉身對跟隨的眾人說：「我告訴你們，這麼大的信心，就是在
LUK.7.10	那差來的人回到百夫長家裏，發現僕人已經好了。
LUK.7.11	過了不久
LUK.7.12	當他走近城門時，有一個死人被抬出來。這人是他母親獨生的兒子，而他母親又是寡婦。城裏的許多人與她一同送殯。 
LUK.7.13	主看見那寡婦就憐憫她，對她說：「不要哭。」 
LUK.7.14	於是耶穌進前來，按著槓，抬的人就站住了。耶穌說：「年輕人，我吩咐你，起來！」 
LUK.7.15	那死人就坐了起來，開始說話，耶穌就把他交給他的母親。 
LUK.7.16	眾人都驚奇，歸榮耀給上帝，說：「有大先知在我們當中興起了！」又說：「上帝眷顧了他的百姓！」 
LUK.7.17	關於耶穌的這事就傳遍了
LUK.7.19	差他們到主
LUK.7.20	那兩個人來到耶穌那裏，說：「施洗的
LUK.7.21	就在那時，耶穌治好了許多患疾病的，得瘟疫的，被邪靈附身的，又開恩使好些盲人能看見。 
LUK.7.22	耶穌回答他們：「你們去，把所看見、所聽見的告訴
LUK.7.23	凡不因我跌倒的有福了！」
