MAT.1.1	Jeacuu tiene aay ke bang Deabid kedea Deabid tiene aay ke bang Abraahm.
2CO.12.6	Nea cwihnya ne uleeya riha, e a wa ngaa me wiiha tooro, bang gihn, a rob gihn maa athiir. Abea gahng riha be leeya. Riha be leeya bang gihn cwihnya toor bang ubeehn dhaane uleeye an ukaale wiih gihn aniide e tiihya tiihyo kedea gihn alihnge e roba robo.
2CO.12.8	Wong Juog akwaya tiel adahg kejea lwahge an ukahle gihn ni oogo riha. 
2CO.12.9	 Maa aduog Juog wiih luma kea, “Muuny gihra e naa gihn daahd cog. Dooyi e ne jwag teega rihi.” Lum nu abeehr Juoge cwihnya med ne beel keter ke nying gihn nahga adooro beere tee Kriihjto yoada yoado. 
2CO.12.10	Dooya noon ni, cwihnya med yi ngo ke nying Jeacuu. Cwihnya med thiow nea a ke yenyo, nea gihn me teeg apahdh wiiha nea giih ajohr ke yugo riha nea a nii gihn me raaj. Bang gihn dooya e ne yug an ne ngaa me teeg.
2CO.12.11	Ngo ayiiha riha kejea wiiha tooro, abea beehda wun naa athiel an yi tooy wihj. Nea kare, e a nuu leeyo wa mar yaa cuohn rog gen ne jo oohr maa apiehj. Keehd ma atoor gihr nyinga, e gihn me yoohm gene an keehde tooro keehd ma tihng gene wudh gen maalo. 
2CO.12.12	 Giih me thoohdh me gaahy nyoge me nyoadh ngo kejea a beehda ngaa maa akwany Juoge ne ngad oohr gihre, ge anaa ayuga nyumu e a be dhaahr. 
2CO.12.13	 Gihn e ne kaa tiihyo keewu ne rom wudhu keehd akuud yaa yiiho giih ne kuohn mooge? Ngahda ngiihny ge kaa kaabo bangu e ne bahnge wudhu be room keehd gen ne? Nea gihn nu beehda awuohj kea wiiu lubo piny yihra.
2CO.12.15	 Cwihnya med keraahyo ucuba kwaad giih ne yihra ke nying giih daahdu. Keehd kuohma thiow e ngo cuba cubo ke nyingu. Nhyaahr nhyaara wun ngo duohng keraahyo abea nhyaahr gihru thiin. 
2CO.12.16	Kare cog! Ngahyu ngo kejea ngaa maa adiero tooro kiinu ke nying giih daahda. Abea gahng, ne nyoge me rubo ke piny kejea a Poal, a beehda ngad waane me tuohr nying nyoge. 
2CO.12.17	 Nyingu atuohra ke weehne? Yaa ne oohra bangu, ka moogo e nyingu atuohr gene ne? 
2CO.12.18	 Tiihtuj ngaa aoohra bangu, wonge anaa kuonga ke kwayo, umodho, ci aaye keehd ngad yiiho gihn acaahdho keehde. Nyingu anaa atuohr Tiihtuje ne? Tiihj gihr Tiihtuj kedea dhe yoohn caahdhe kii ngo ngahda ge uroomo ke mara ne?
2CO.12.19	Ka moogo e wudhu paru paro kejea giih cang ge roba ne jaahy rog wan nyumu ne? Bekihde, padh wa maano. Wa rubo wa gihn nu neehn nyoge me ne nyum Juog maa ayiih Jeacuu Ngad Boadh nyoge. Goma maa anhyaara, giih ni cang ge yug wane kaa nyingu ne kony wun. 
2CO.12.20	 Cwihnya udaag kejea nea a beehn bangu, e wu yuuda kaa dhe yooh me padh kar cwihnya ne daahda, kedea a yuudu kaa dhe yooh me padh kar cwihnyu. Cwihnya udaag kejea wu uyuuda e weehr maa tiel kedea rahny cwihny ge naa giihu ne tiihyu. Kedea wu uyuuda e yihdhu apaah kedea wu beehdo kaa yeny rogu maa ke waaj rog. Wu uyuuda thiow e wu peem thoohn kob ngaa man kea en ne wiihe ne maalo ngaa me room keehde tooro, kedea wu uyuuda e paajo alyaahbu. 
2CO.12.21	 Cwihnya udaag thiow, kejea ge ubeehna bangu e Juog wiiha umeehge laahyo nyumu. A uyuog ke piih wonga ge uniida yaa anaa ayug adhemuohm coon abea cwihny gen kuu arahnyo rog adhemuohme giih gen. Adhemuohme me neehn giih bal kedea kaab maahn maa tiihy giih me maahn.
2CO.13.1	“Nea gihr ukuom maa atiihy ree nud,
2CO.13.1	e cuude ariow wale adahg lum gen dhiil kaa lihngo umodho
2CO.13.1	beere gihn nu ke teedo naa athiir,”
2CO.13.1	wa kaa agweede yi kitaab Juog. 
2CO.13.2	 Yi riown waahdha, wu anaa toohna. Awaahn ni ngo bera bero utoohna wun e a tooro bangu. Yi waahdh beehna bangu yaa ayug adhemuohm coon kedea dhaano cang kiin kwaad yaa ayug anyoohne ge buu ubodh yi ukihm gihra. 
2CO.13.3	Adiehr e ne roba yihru. Gihn nu e ne nyoadh gihn daahdu ne ngey ngo kejea Jeacuu e ne rubo yi wiiha. Yi tiihy Jeacuu kiinu, ngo padh adooro abea tee gihre duohng keter. 
2CO.13.4	 Jeacuu anaa agur rih yaadh maa ariihw e tee tooro ree. Abea awaahn ni ngo beehdo kaa tee gihr Juog ree. Ke dhe yoohn nu acielo, e tee tooro rog wan. Abea wa beehdo thiow kaa tee gihr Juog ne tiihj yihru.
2CO.13.5	Wu do, tumu rogu ne caadh yaa aduunu ne ngey ngo nea Jeacuu ayiihu ne cohg wale kuu ayiihu. Niidu niido kejea Jeacuu ne rogu ne? Nea kuu aniidu kejea Jeacuu ne rogu, e utum gihru naa acaadhu yihdhu kuu acidh kare. 
2CO.13.6	Cwihnya be diiw kejea romu kaa ngeyo kejea ke kur mar wan utum gihr wan naa acaadh wane aduun wan apahdh kare. 
2CO.13.7	Juog e ne kway wane ne kony wun utiihyu gihn me beer. Wa ukwahyo padh ke nying urobe kejea utum gihr wan naa acaadh wane aduun wan apahdh kare. Abea beere gihn me beer romu kaa tiihyo keehd me doohnge wa utum gihn acaadh wane aduun wan ngo kuu apahdh kare. 
2CO.13.8	Kare tooro ugahl wane dhe yoohn gihn maa athiir bang gihn wa tiihy gihn maa athiir. 
2CO.13.9	Keehd me toor tee rog wan, e cwihny wan med keter e niid wane ngo e tee nud yihru. Kedea Juog kway wane kwayo ke nyingu beere rogu yugu yugo ne nyoge me tiihy gen en ne beer. 
2CO.13.10	 E naa gihn agweeda giih yihru e a poohd ne ka me baahr, beere cahng wahnha bangu, e a be daahd urubo ke dhe yoohn tee gihn acub Jeacuue yihra. Ngo beehda tee maa acub kaa nying mag wun beer mee ubaru maalo. Ngo kuu acub kaa nying rwaahny nyingu.
2CO.13.13	Jo yiiho giih kan cang wu amaahdh gene.
2CO.13.14	Beehn muuny Jeacuu Kriihjto Ruohdho, kedea nhyaahro gihr Juog, maa nweehd gihr Wahy Juog beehd gene ke wun ne dug.
GAL.1.3	Beehn Juog Wuur kedea Jeacuu Kriihjto Ruohdh cub gene muuny mar gen kedea doohr mar gen yihru ke karu cang. 
GAL.1.4	 Jeacuu ree acube ne thoo ke nying adhemuohme giiho beere wo lwahge ke oogo yihdh adhemuohme giih athoohnho yihdh run ni wa ka daahd Juog Wuro. 
GAL.1.5	Beehn nyoge puoj gene Juog ke wong ke wong. E noono.
GAL.1.7	 Ngo padh Ciig Beer ne lihg lihgi! Abea nud ke nyoge me raam wudhu e ge daahd dhe yooh me waar gene yi Ciig Beer ge rubo ke nying Kriihjto. 
GAL.1.8	 Abea nea wu puohny wane puohnyo ke gihn me ne keede, wale keehd wuohnjuog me beehn ke yoohn Maalo e ne puohny wun ke gihn me ne keede me be room ke Ciig Beer gihn apuohny wane yihru, e kea kedh Juoge ngaan nu Paar Maaj. 
GAL.1.9	Ngo bera bero yihru nea dhaano piih ne puohny wun ke Ciig Beer me ne keede me be room ke maa anaa ayiihu e kea kedh Juoge ngo Paar Maaj.
GAL.1.12	Ciig gihn nu kaa ayoado ke bang dhaano utaahngo, kedea padh dhaano e naa akwaan lum yea yihra. Beehda Jeacuu Ngad Boadh nyoge e naa anyoadh ngo yihra.
GAL.1.14	Wudh yaa ariihe ke an maa yaa Judea me thoohdh mee, ge anaa akaala yi tiihj ke dhe yoohn beehd yaa Judea kedea dhe yoohn nu anaa amaga teeg keter ke dhe yoohn ka na mag ge kuow wane ngo. 
GAL.1.15	 Abea Juog, a abeehne ne kwanyo ucuohne an ne ngad gwiihdo yihre. Abea naa akwanye an, ne ngaa maa anaa acaa bange ne peehny gihn tiihya? Bekihde, bang gihn a akwanye ke coon e a poohd kuu anyuol. Tiihy Juog noono ayuge yihra nyoadh muuny gihre. 
GAL.1.16	Noono maa anyoadh Juoge waahde yihra, beere Ciig Beer, e rubo ke nying waahde, puohnya puohnyo yihr nyoge me padh yaa Judea. A athubo ke puohny e a kuu akuong ci bang dhaano moogo ne peehny ngo ke gihn utiihya. 
GAL.1.17	E thiow, a kuu aci Jeruucalem bang yaa ayug ne jo oohr ge adoohnga ne ngad oohr ke batien gen. A kuu aci bang gen, abea a apahdh yooh ucaa piny Arab maa abeehda kun nu batiene e a aduu yi geen Damajko.
GAL.1.19	 Thiow, kihd ngaa moogo maa ayoada kiin jo oohr atooro. Beehda Piihter kedea Jeamij, uwur Jeacuu Ruohdho, ge naa ayoada. 
GAL.1.20	Gihn agweeda kan beehda gihn maa adiehr kedea ngahy Juoge kejea a rob gihn maa adiehr. 
GAL.1.21	 Kaano e a a'aay Jeruucalem ucaa kuohn mooge yihdh pinye giih Ciihrya kedea Celiihcya. 
GAL.1.22	Yihdh nihn nu akuud yaa ayiih lum Jeacuu giih piny Judea kihda akwihy gene bang gihn wa kuu akuong roohmo ke gen. 
GAL.1.23	Abea ge na lihng ngo now e ke roba kejea, “Ngaan anaa angoohng nying yaa yiiho, ge adaahd ngo unahge gen ke nying puohny Ciig Beer, ree amade ne puohny Ciig Beer.” 
GAL.1.24	Noono, maa aleej gene Juog ke nying gihn atiihye yihra.
GAL.2.2	 A acidho bang gihn Juog e naa arob ngo yihra. Yaa amaad maa ayug wane, wa keed wan keehd yaa doonge kiin jo oohr dhe yoohn puohny Ciig Beer yihr yaa padh Judea ngo arob yihr gen. A arubo ke nying puohnya yihr gen, bang gihn ka moogo gihn abeehda e ngo tiihya tiihyo wale gihn tiihya awaahn ni ngo be nhyaar gene, noono e gihr nying gihn atiihya ngo tooro. 
GAL.2.3	Ngad waahdha e nyinge Tiihtuj, keehd maa anahge Ugriihg, e ngo kuu anaa arob jo doong yaa yiihoe kejea dhiile ke thoamo, 
GAL.2.4	 keehd maa anaa arob nyoge mooge ngo kejea dhiile ke thoamo. Yaa nu adaahd ngo ke thoamo ge beehda yaaj me kang nyoge kejea ge yaa akuud. Ge beehda nyoge me yug giih wong uraab ne ngahy kaa ayoado laahw wihj ke nying Jeacuu Kriihjto. Ge daahd won udoohngo ne baahng giih loohnge giih yaa Judea. 
GAL.2.5	Abea beere adiehj rob Ciig Beer yoadu yoado wa kare, e giih adaahd gene ge kuu ayiih wane ne lihg lihgi.
GAL.2.7	 Gihn me nhyaahn maa arob jo doonge yihra tooro abea ngo ayiih gene kejea Juog e naa akwany an ne puohny Ciig Beer yihr yaa padh Judea neehn kaa akwanye Piihter ne puohny Ciig Beer yihr yaa Judea. 
GAL.2.8	Tee Juog e naa ameehg an doohng ne ngad puohny Ciig Beer kiin yaa padh Judea, wa kaa aweehg tee Juoge Piihter doohng ne ngad puohny Ciig Beer kiin yaa Judea. 
GAL.2.9	Jo doong kiin jo oohr ge cuohn Jeamij maa Piihter kedea Joon, naa angey gene ngo kejea muuny Juog acube yihra ne puohny Ciig Beer, e cing wan keehd Barnaba amag gene ne nyoadh ngo kejea wa anweehd tiihy puohny Ciig Beere ke gen. Maa ayiih wane ngo kejea an kedea Barnaba wa utiihyo kiin yaa padh Judea kedea ge utiihyo kiin Judea. 
GAL.2.10	 Abea keehd maano e nyepiny acielo arob gene kejea tiihy wane ngo yihr gen. Gihn ngo beehde kony yaa yiiho giih angoohng ge beed yi geen Jeruucalem. Lum nu anhyaara bang gihn e naa gihra me nhyaara ke tiihyo ne cohg.
GAL.2.11	Naa abeehn Piihtere yi geen Antiog ne leehwo, wa anaa aroohmo thiow ucaya ngo nyum nyoge bang gihn awuohj ayuge. 
GAL.2.12	 Piihter ayug awuohj gihr koy rog oogo kiin yaa padh Judea. Ngo anaa ake cahmo now keehd yaa padh Judea naa apoohde e yaa Judea maa yaa ayiiho, ge anaa aoohr Jeamije, ge kuu awahnho. Abea naa aci yaa Judea giih ni ne wahnho, e Piihter ree akoye ke oogo kiin yaa padh Judea bang gihn ngo atud yihr yaa Judea ge koohbo kejea yaa padh Judea ge dhiil kaa athoamo. 
GAL.2.13	Yaa Judea mooge maa yaa ayiiho yi geen Antiog thiow ge anahg lwahre ungoor gene gihn ayug Piihtere. Keehd Barnaba ke ngude ree amade bang gen bang gihn ngo atud. 
GAL.2.14	Naa aniida ngo e ge tiihy gihn me be roohm ke Ciig Beer, e a ake rubo yihr Piihter nyum nyoge cang kaa, “Piihter ngahyi keree kejea yih beehda Ujudea, abea yih anaa beehdo kaa dhe yoohn beehdo gihr yaa padh Judea! Awaahn ni, yih daahd yaa padh Judea ke thiel yi dhe yoohn beehdo gihr yaa Judea ne?
GAL.2.15	“Kaa ngo ne cohg, wa beehda kwaay Judea. Wa padh kwaay yaa padh Judea ge cuohn Judea ne yaa adhemuohm ke nying gihn kwihy gene loohng Juog. 
GAL.2.16	 Ngo ngahyo kejea dhaano yug Juoge naa abiohgrwaal kaa nying yiih Jeacuu Kriihjto, abea padh ke nying gihn tiihye ke loohng Juog. Caahn e wo thiow, wo ayiiho beere wo yug Juoge yugo naa abiohgrwaale ke nying gihn ayiiho Jeacuu Kriihjto, abea padh ke nying gihn tiihyo ke loohng Juog. Juog dhaano be kuonge ke yugo naa abiohgrwaal ke nying loohng.
GAL.2.18	Gihn nud, padh puohny Jeacuu e ne yug nyoge ne yaa adhemuohm. Gihn yug nyoge ne yaa adhemuohm beehd udog dhaane ne tiihj keehd loohng me ngahy dhaane kejea gihn me kony gene tooro. 
GAL.2.19	 Nea ke kur wuor loohng Judea, e a uroomo wa ngaa maa athow bang gihn a padh ubaahng loohng nu keehdo. A adoohng wa ngaa maa athow beere a beehdo kaa dhe yoohn ateed Juoge. Kedea a athow tiehd keehd Jeacuu ngahy yaadh maa ariihw bang gihn loohng Judea a be tiihyo ke gen wa Jeacuu ge be tiihyo ke loohng Judea. 
GAL.2.20	 Wahy giih ne riha padh giiha, abea ge beehda giih Jeacuu, bang gihn a kuow awaahn ni kaa nying gihn ayiiha Waahd Juog ngaa anhyaar an keraahyo adhaahr uthowe ke nyinga. 
GAL.2.21	Muuny Juog ne doohng naa abiohgrwaal keehde ayiiha ne cohg: a be kweer keehde. Abea nea dhaano doohng naa abiohgrwaal ke Juog kaa nying tiihj gihn rob loohng Juoge e gihn maa athow Jeacuue ke nyinge tooro.”
GAL.3.2	 Teedu ngo yihra do: Wahy Juog anaa ayoadu kaa nying gihn tiihyu gihn daahd loohnge, wale ngo ayoadu kaa nying gihn alihngu Ciig Beer uyiihu ngo? 
GAL.3.3	Gihn ge adoohng wudhu naa atahg wa maano? Dhe yoohn beehdo gihru ge nyaahn athobu kaa Wahy Juog, abea awaahn ni cwihnyu ne bange ubeehdu ke dhe yoohn nu kaa tee maru wu keedu ne? 
GAL.3.4	 Wu abuohj ke guum giih raahm ke nying yiiho me gihr nyinge tooro? 
GAL.3.5	Ge anaa acub Juoge Wahy Juog yihru kedea uyuge giih me gaahy nyoge kiinu, anahg ke nying gihn atiihyu ke loohnge wale ke nying gihn alihngu Ciig Beer kedea uyiihu ngo?
GAL.3.6	“Abraahm Juog agaahne naa ayiihe gihn arob Juoge
GAL.3.6	noono uniid Juoge ngo ne ngaa maa abiohgrwaal.”
GAL.3.8	Ngo anaa agweed yi kitaab Juog coon umodho kejea yaa padh Judea ge uyug Juoge naa abiohgrwaale ke en nea lum Juog ayiih gene. Noono e ngo agweed yi kitaab Juog e kaa abeehn Abraahme ulihnge Ciig Beer. Agweed naa,
GAL.3.8	“Thaahye giih upiny cang ge udooj Juoge ke nyingi.”
GAL.3.11	 Ngo beehda gihn muu uneehno kejea ngaa me doohng naa abiohgrwaal ke Juog ke dhe yoohn tiihy loohng Juog tooro, wa kaa agweede yi kitaab Juog naa, “Ngaa ayug Juoge ubeehde beer ke en bang gihn lum Juog ayiihe en naa ngaan maa ayoad beehdo me ne cohg.” 
GAL.3.12	 Ne tiihy gihn daahd loohnge ngo padh yiiho. Gihn nud, wa kaa agweede yi kitaab Juog naa, “Kwaad ngaa tiihy gihn rob loohnge, e loohng e ne boadh ngo.” 
GAL.3.13	 Alamo gihn akahl loohnge rogo ngo akaab Jeacuu oogo rogo. Ngo akahle oogo bang gihn alamo alawe ree wa kaa agweede yi kitaab Juog naa, “Kwaad ngaa angaab wiih yaadh e alam Juog ne wiihe.” 
GAL.3.14	 Wo alwahg Jeacuue oogo yaa alamo, beere yaa padh Judea dooj gihn anaa arob Juoge kejea ngo uyuge yihr Abraahm ke yugo yihr gen thiow ke dhe yoohn Jeacuu Kriihjto kedea beere won, Wahy Juog e anaa ateed naa ucub yihro, ngo yoado yoado ke nying yiiho gihro.
GAL.3.15	Jo wan, beehn caala ngo yihru ke dhe ka beehd nyoge kii ngo! Nea nyepiny amad nyoge ariowe ukaj gene boohl, e yi lum gen noono be cahg ngaa mooge ke waaro. 
GAL.3.16	Gihn nu e ne neehn Ciig anaa ayug Juoge yihr Abraahm kedea kwaare. Ngo kuu agweed yi kitaab Juog kejea kwaaye, bang gihn kwaare nyoadh ngo kejea beehda dhaano acielo cog, e beehda Ngad Boadh nyoge. 
GAL.3.17	Gihn daahda ke teedo e man: Juog lubo anaa amade kaa Abraahm, ungweele ngo piny kejea lume be waare keehdo. Caahn e loohng maa atuohl batien run jiehabiihje angween ke dhaano aduuno wonge apaar (430) naa amahd Juoge keehd Abraahm, gihn maa anaa angweel Juoge piny coon be rome ke waaro keehdo. 
GAL.3.18	 Nea dooj Juog yoad kaa nying tiihj ke loohnge, e nyoadh ngo kejea muuny Juog be yoad kaa nying gihn angweel Juoge piny kea ngo utiihye. Abea beehda ke nying gihn angweel Juoge ngo piny yihr Abraahm kejea muuny ucube yihr ngo, e naa gihn acube ngo noono.
GAL.3.20	Abea ngad wod yooh me daahd tooro ke nying gihn maa apar dhaano acielo e keede kea ngo utiihye, bang gihn Juog beehda acielo.
GAL.3.22	 Abea wa agweed yi kitaab Juog naa wiih piny ayag adhemuohme. Caahn e boadh wahy gihn anaa aceg piny naa yoad kaa dhe yoohn yiih Jeacuu, ngo ucub ke yihr yaa ayiiho cog!
GAL.3.24	 Gihn nu nyoadh ngo kejea wo acub yi cing loohng ne kwaa wa gihr ngad kwaah uwahdhe yi beehn Jeacuu beere wo udoohng naa abiohgrwaal ke Juog ke dhe yoohn yiiho. 
GAL.3.25	Awaahn ni Jeacuu ayiiho, caahn e loohng be cahgo ke daahdo ne kwaag won.
GAL.3.28	Noono e wu uroomo cang: yaa Judea kedea yaa padh Judea, baahng kedea yaa padh baahng, dhecuow kedea dhaago. Wu neehn dhaano acielo maa anweehd ke Jeacuu. 
GAL.3.29	 Nea wu beehda yaa Jeacuu, e wu beehda kwaay Abraahm, noono e gihn aceg Juoge piny yihr Abraahm ngo uyoadu.
GAL.4.1	Gihn roba beehda nea ngaa lag giih wahn e poohde e ngo nyethiin, e ngo ke yugo wa baahng keehd me nahge en naa awii giih ukuom cang yi cinge. 
GAL.4.2	Kaano poohde e nyethiin nu, e nud ke nyoge maa akwany me gwiir giih awii yi cinge. Yaa nu ge naa yaa maany giihe, uwahdhe cahng agwiir wahne ke nyinge ge ugwiire giihe e keede. 
GAL.4.3	 Wa maano, wo thiow wo anahg baahng yihr loohnge giih paajo ge apoohde e gihn me ngahyo tooro ke nying lum Juog wa mar nyethiin e gihn me ngahye tooro. 
GAL.4.4	 Abea naa awahnh cahng agwiir Juoge, e Juog waahde ke ngude aoohre upiny. Ngo abeehn upiny kaa dhe yoohn nyoohdo wa ka nyuol dhaano utaahngo now, kedea udoonge kiin yaa Judea e loohng Juog wuore wuoro wa gen tiehd. 
GAL.4.5	Ngo abeehdo e wuor loohng Juog beere yaa tiihyo keehd loohng ge boadhe boadho, kedea beere wo rom doohng ne nyethen Juog. 
GAL.4.6	 Bang gihn wu adoohng ne nyethen Juog, e Wahy ge ne bang Waahde aoohre yaa aduuno kaa apiihe yi ngo ne kway wong Juog kobe, “Abaa wura maa anhyaara.” 
GAL.4.7	 Noono jo wan, wu padh baahng keehdo. Wu adoohng ne nyethen Juog. Noono e Juog giih ne yihre ke nying waahde ge ucube yihru.
GAL.4.10	 Awaahn ni, nyepinye ge poohd e ge nahgu ke piny yihr atiihbe giih ni ke nying wong dwaahy, wale ke nying dhe kodh, ke ruudo kedea ke nying wong. 
GAL.4.11	Cwihnya udaag ne cohg rogu. Deeh buohj gihn abuohja ke tiihj kiinu gihr nyinge ka tooro!
GAL.4.13	 Ngo ngahyu e kaa anaa apuohnya Ciig Beer yihru umodho ne cahng e a tuu. 
GAL.4.14	Abea keehd maa abeehn atwaany gihra ukedhe wun yi gihn me teeg, e kuohma kuu adhahlu ukweeru ke lihng luuba. Abea wu apiih ne lor an wa wu lor wuohnjuog maa aoohr Juoge ke yoohn maalo. A aloru wa wu lor Jeacuu Kriihjto. 
GAL.4.15	Cwihnyu anaa amihno keraahyo. Awaahn ni deeh med cwihny gihn ngo naa kee? Beehda athiir me ngahya kejea tong nyingu ge nuu cubo yihra cahng ca, nea dhe yoohn oohl ge oogo ne nudo! 
GAL.4.16	Caahn e a adoohng ne ngad mahnu tihn noon ni ke nying gihn roba athiir yihru ne?
GAL.4.18	Ngo padh gihn me raaj ne meehg dhaano waar wiihe nea wiihe waare kaa nying tiihy giih me beeye. Kedea be daahd an unuda nea dhaano daahd uwaare wiihe ke nying gihn me beer. 
GAL.4.19	 Nyethena maa anhyaara! Aduuna ayuog ke nyingu urahm cwihnya ke raahm muu uroomo wa raahm nyoohdo. Cwihnya be kuong piih nea padh niido e naa aniida wun e wu adoohng naa anweehd keehd Ngad Boadh nyoge. 
GAL.4.20	Cwihnya, kaa a ne naa bangu awaahn ni, beere ka gweehga kii ngo roma kaa robo ke dhiia yihru. Cwihnya adaag yi dhe yoohn kaahnu.
GAL.4.21	Teedu ngo yihra do, wu yaa koohbo kejea wu daahd doohng naa abiohgrwaale kaa dhe yoohn wuor loohng Juog lum yea gihn arob loohnge ngo angeyu ne cohg ne? 
GAL.4.22	Anaa agweed naa Abraahm yihre anaa waahde ariow. Acielo anahg waahd ciihe maa baahng kedea moogo beehda waahd ciihe me padh baahng. 
GAL.4.23	 Waahd dhaar beehda baahng anaa anyuol ke now e gihn maa arob Juoge ke nyinge tooro, abea waahd dhaar padh baahng anaa anyuol ke batien lubo gihr Juog naa arobe kejea Abraahm yihre unaa waahd.
GAL.4.25	Ahjar e ne room keehd good Ciihna ge nii piny Arab. Thiow Ahjar rom kaa acuohn ne geen Jeruucalem. Jeruucalem room kaa baahng, bang gihn yaa beed yea ge beehda baahng giih loohng. 
GAL.4.26	 Abea geen Jeruucalem mar Dhaahr Paar Maalo be room ke baahng kedea e naa miiho yihro wo yaa padh baahng loohng. 
GAL.4.27	Bang gihn ngo agweed yi kitaab Juog naa,
GAL.4.27	“Yih dhaar aroal
GAL.4.27	med cwihny beehda gihri!
GAL.4.27	Tihng duoni maalo
GAL.4.27	ne kwaago ke med cwihny.
GAL.4.27	Yih ngaa kwihy raahm nyoohdo.
GAL.4.27	Bang gihn dhaar ariem yihre unaa amahr nyethen
GAL.4.27	ukaale wiih dhaar beehd cuore buude
GAL.4.27	e cuore kuu akuong aay.”
GAL.4.28	Jo paar wan! Awaahn ni wu beehda nyethea Juog ke nying gihn arobe kejea utiihye yihr Abraahm. Neehn kaa anyuol Abraahme Yijaag wa kar dhe Juog naa arobe yihr Abraahm. 
GAL.4.29	Yihdh nihn nu acoon nu, nyethiin maa anyuol ke now e gihn maa arob Juoge ke nyinge tooro nyethiin maa anyuol ke dhe yoohn Wahy Juog abeehne ne bango. Kwaad bahng gihn nu poohd nud awaahn ni. 
GAL.4.30	Abea kitaab Juog rob gihn? kitaab Juog arubo kejea,
GAL.4.30	“Riem dhaar beehda baahng
GAL.4.30	kedea waahde oogo paajo.
GAL.4.30	Kare tooro ulag waahd nye baahnge
GAL.4.30	giih wahn tiehd keehd waahd dhaar padh baahng.”
GAL.4.31	Caahn e wun jo paar wan, wo padh nyethen nye baahng, abea wo beehda nyethen dhaago me padh baahng.
GAL.5.2	Lihngu gihn roba yihru a Poal. Nea ngo ayiihu kejea thoam e ne doohngu naa abiohgrwaal ke Juog ke nyinge, e nyoadh ngo kejea gihn atiihy Jeacuue yihru gihr nyinge tooro. 
GAL.5.3	 Wu toohna toohno kejea ngaan yiih ngo uthoame, kea dhiil ngaan nu tiihj ke giih rob loohng Juoge ke kar ge cang. 
GAL.5.4	Wu kwaad yaa tum ngo beere wu ke yugo naa abiohgrwaale ke dhe yoohn tiihy giih rob loohnge, rogu angolu oogo bang Jeacuu. Muuny Juog wu be konye keehdo. 
GAL.5.5	 Abea wan, wa yaa ayiih ngo, anyoadh Wahy Juoge yihr wan kejea wa uyug Juoge naa abiohgrwaale ke en ke dhe yoohn yiiho. 
GAL.5.6	 Bang gihn nea wa anweehd keehd Jeacuu Kriihjto, e gihn me ne kaano tooro: keehd maa athoam wan wale wa kuu athoam. Abea gihn wiihe ne maalo beehda yiiho me nyoadh ree ke dhe yoohn nhyaahro.
GAL.5.7	Wa wu anaa ake caahdho beer mee ke dhe yoohn anweehd gihru keehd Jeacuu. Ngaa e naa ameehg wun cuungo ukweeru ke bar maalo ke yiih lum Juog ge adiehr? 
GAL.5.8	 Ngaan nu arob luube me ngihde ge ameehg wudhu waaro? Gihn nu padh tiihy Juog ngaa acuohn wun udoohngu ne joe. 
GAL.5.9	 Gihn nu ameehge wudhu waaro urom ke caalo naa, “Beehda nye thobe me noog ge ne meehg deeh dag koongo yaahnyo.” 
GAL.5.10	 Abea keehd maano, e cwihnya be daag ke wun. Bang gihn beehdo gihro naa anweehd keehd Jeacuu Ruohdh en ne bahnge cwihnya be daag kejea wu ugag oogo ucidhu ke dhe yooh moogo. Kedea ngo gaahna gaahno kejea ngaa anyoan aduunu udhiil Juoge ke kihmo keehd me nahge ngaa. 
GAL.5.11	 Abea ke kur mara jo wan! Nea a ne poohdo e a upuohnyo kejea thoam dhaano utaahngo beehda gihn me be wii ree, e gihn e ne poohde e nyoge ater yug gene yugo riha? Nea ngo ne yug ree wa maano, e puohny gihra ke nying thon Jeacuu ngahy yaadh maa ariihw mahn be nea kahlo. 
GAL.5.12	Nea ke cwihny mara e yaa nu nyoan aduunu ke nying thoam ge ne bar maalo uroj gene rog gen!
GAL.5.14	 Bang gihn giih arob loohng Juoge cang wudh gen agooy piny naa,
GAL.5.14	“Nhyaar wadu wa ka nhyaari rihi.”
GAL.5.17	 Yug giih bal maa cej giih lonyo be kuong roohmo keehd dhe yoohn Wahy Juog ne weey weey. Kwaad giih nu kiin ge ne mahn ke Wahy Juog. Noono e gihn adaahdu ke tiihyo ke cwihnyu be romu ke tiihyo. 
GAL.5.18	 Abea nea rogu awiiu yi cing Wahy Juog, e nyoadh ngo kejea wu be tiihyo ke loohng.
GAL.5.20	Wuor yiehdhe ne dhe yoohn wuor Juog kedea tiihj ke rango. Maan rog kedea beehdo e nyoge beehdo kaa liny kedea tiil rog. Maa beehdo e cwihny raaj kedea ke diihd cwihny. Thiow beehdo e yej apaahng naa akuude me be nhyaar rog gen. 
GAL.5.21	Kedea me neehn muohl ke kuong kedea yug giih cwaahne maa kwaad mooge me neehn giih nu. Wu toohna toohno awaahn ni wa kaa atoohna wun umodho kejea kwaad ngaa yug giih nu be kuong ci yi dhaahr Juog.
GAL.5.23	 Thiow Wahy Juog cub beehdo e dhaano be nhyaam kedea cub dhe yoohn koar rog. Loohng me koohbo kejea giih nu ge keá tiihy dhaane, ngo tooro. 
