MAT.1.1	Uvva ukua aglaŋich sivulliaŋiñ Jesus Christ-ŋum, kiŋuviaŋupluni David-miñ Abraham-miñḷu.
1TI.6.11	Aglaan ilvich Agaayyutim iñugigaatin. Taatnatchiñiñ iluqaitñiñ piisimaaġiñ. Nalaunŋaruałiq, agaayyutiqammaaġił̣i, ukpiqsrił̣iq, piqpaksrił̣iq, anuqsrułiq suli aggaŋaił̣iq, taapkua sakuugutigilugich. 
1TI.6.12	Pisuqtilaaqni ukpiqsrił̣ikun piqqautraġiñ, aasiiḷi iñuułiġmik isruitchuamik piññaktaaqaġutin. Uvvatakku taavrumuŋa iñuułiġmun Agaayyutim tuqłuġaatin uqauti'apkich nalupqinaiqhutin iñuich ukpiqsriḷḷapiaqtilaapnik. 
1TI.6.13	Agaayyun iñuułiġmik iluqaitñun qaitchiruq. Suli Christ Jesus-ŋum Agaayyun Pontius Pilate-mun uqautigillautaġaa. Iliŋik uvaŋni iḷisimarauruk, taatnaqhutin tiligikpiñ, 
1TI.6.14	taivrumuŋaaglaan Jesus Christ-mun Atannapta sagviġviksraŋan uvluanun tilliñ tupigilugu, ipqisillugu suli patchisaisillugu. 
1TI.6.15	Ilaan sagvił̣ha tikiutikkaugisiruq, Agaayyutim piviksriutaagun nalaullugu Aŋalatim, kisimi umialgich Umialgat suli atanġich Atanġat kamanaqhuni. 
1TI.6.16	Ilaa kisimi tuquyumiñaitchuaq, Ilaa qaumami iñułhiñam tikitchumiñaisaŋani iñuuruaq, iñuum qiñinġaqsimaitchaa, iñułhiñauluni qiñiġnaġumiñaitḷuni. Agaayyutmun kamanaun suli saŋŋi isruitchuaq illi. Taatnatuq.
1TI.6.17	Alġaqsruġumiutin tamatkua umialguruat suuratigun mattumani iñuułiġmi kamanaġniaqunġiḷḷugich, taatnatchiñun suuranun piunġiḷḷaaruanun tunŋatqunġiḷḷugich, aglaan Agaayyutmun iłuaqqutrił̣iġmigun qaitchirigikkaptiknun supayaamik quviagiraksraptiknik. 
1TI.6.18	Tillisiqaġlugich nakuuruamik savaaqaqulugich, savaallautanik umialgutiqaqulugich, iłuaqqutrił̣ikun atlat piqasriqsułiksraŋat itqanairrutilugu. 
1TI.6.19	Taatnaġumiŋ suuraksraġmiknik iŋmiknun tugvaigisirut, tunŋaviksramiknik piiġumiñaitchuamik, aasrii iliŋich piññaktaaqatlalutiŋ iñuułiġmik iḷumutuuruamik.
1TI.6.20	Timothii! Tamanna ilipnun qaunaksraqsrirrutauruaq qaunagillautaġumigiñ. Piisimaaġutin uqaqałiġmiñ agaayyiaqtaiḷaakun suli uqaksraqtułiġmiñ isiḷġaił̣ikun. Iñuich iḷaŋisa uqaqaqtuat taatna isrummatigiraqtut iŋmiknun isrumaturuaŋuplutiŋ, aglaan taatniinġitchut. 
1TI.6.21	Iñuich iḷaŋisa isrumattun piññaktaaġinigaluaqługu, aglaan taatnałiġmiktigun ukpiqsrił̣iq tammairaġigaat. Agaayyutimtuq iłuaqqutrił̣han iluqasri nayuutilisi.
2TI.1.1	Uvaŋa Paul. Uqqiraqtigigaaŋa Christ Jesus-ŋum Agaayyutim pisułhagun. Tilirauruŋa quliaqtuaġitquplugu akiqsruutauruaq iñuułikun pigiagutikkaptigun piqasriutiłłaptigun Christ Jesus-mi. 
2TI.1.2	Aglaktuŋa Timothy-mun, piqpagiplugu iġñiġipmatun itamnun: Agaayyutimtuq Aapauruam suli Christ Jesus Atannapta iłuaqqutilisiñ iḷunŋugilutin suli qiñuirrusrimaaġutin.
2TI.1.3	Uvaŋa quyagiga Agaayyun savautraġikkaġa qauġrimmaaġiutillautakun, sivulliatkaptuuq pipmatun. Quyaraġigiga itqaġiplutin ataramik iŋiqsrułłamni unnuaqtuummaan. 
2TI.1.4	Itqaġiplugich qulvisin, qiñiġummiullapiaġikpiñ atqunaq, uvaŋaptuuq imaqałiksramnun quvianamik. 
2TI.1.5	Itqaġigiga iḷumutuuruaq ukpiqsrisigikkan Agaayyutikun, ukpiqsrisigikkaŋa aanaruaqpich Lois-ŋum suli aakavich Eunice-ŋum. Arguaġinġitchiga taatnaptuuq ukpiqsrisiqałhiñ. 
2TI.1.6	Taatnaqługu itqaaqtuutigikpiñ makititquplugu Agaayyutim aatchuutaa ilipnun iḷḷiqiłłapkun argamnik. 
2TI.1.7	Uvvatakku Ipqitchuam Irrutchim Agaayyutim qaisaŋan uvaptiknun iqsisaiġaatigut, aglaan saŋŋiksritchaatigut piqpakkutmiglu suli iŋmun aŋalalgułiġmik.
2TI.1.8	Taatnaġutin kanŋuginagu iḷisimaraułhiñ Atannaptigun, unniiñ kanŋuginaŋa uvaŋa Ilaan isiqtaŋa, aglaan nagliksaałhiñaaŋulutin piqutigilugu tusraayugaallautaq Agaayyutim sayaqaqtitchił̣hagun ilipnik.
2TI.1.9	Ilaan anniqsuġaatigut suli tuqłuġaatigut iŋmiñun iñugisrukhuta, pisigisruŋaqnagu savaavut, aglaan pisigiplugu Ilaan sivunniutini suli iłuaqqutni. Sivuaniimma iłuaqqutianiŋniġaatigut Christ Jesus-kun, 
2TI.1.10	aglaan pakma iḷitchuġipkaġaatigut taavrumiŋa iłuaqqutmik tumigiplugu sagvił̣ha Anniqsuqtipta Christ Jesus. Uvva takku Christ isrupkaġaa saŋŋia tuqułhum. Tamarrumuuna tusraayugaallautakun Ilaan sagviġaa iñuułiġlu tuquyumiñaił̣iġlu. 
2TI.1.11	Agaayyutim nalunaikkaġigaaŋa uqautigitquplugu tusraayugaallautaq, uqqiraqtauluŋa suli iḷisautrauluŋa. 
2TI.1.12	Taatnaqługu tamanna piqutigiplugu uvaŋa nagliksautiqaqtuŋa tamatkuniŋa. Aglaan kanŋuginġitchiga, nalunġitḷugu kisumun tunŋałiġa, suli uvaŋa nalupqiginġitchiga Ilaan qaunaksrił̣iksraŋa savaamnik taivrumuŋaaglaan uvluanun atanniivium. 
2TI.1.13	Ukpiqqutaiġñiaqnagich iḷumutuuruat uqałhich iḷisauttutitka ilipnun atriraksriuqługich, payaŋaiġvigilugu ukpiqsrił̣iq suli piqpaktaq pigiagutikkaqput piqasriuti'apta Christ Jesus-mun. 
2TI.1.14	Qaunagilugich nakuuruat iḷisauttutit qaunaksraqsrirrutauruat ilipnun saŋŋigikkaŋagun Ipqitchuam Irrutchim iñuuruam uvaptikni.
2TI.1.15	Iḷisimagiñ, iluqatiŋ piqatipta Asia-miittuat malinġiġaatŋa unniiñ unitchaatŋa, taapkuaksuli Phygelus-ŋumlu suli Hermogenes-ŋum. 
2TI.1.16	Uvvatuq Agaayyutim iłuaqqutigumigai tupiqatai Onesiphorus-ŋum, takku ikayuġaġigaaŋa iñugiaktuami. Ilaan kanŋugisruŋaqnagu iłiġa isiqsiviŋmi. 
2TI.1.17	Rome-mun tikipqauraqami pakkiutiniġaaŋa paqilġatałłamnunaglaan. 
2TI.1.18	Agaayyutimtuq nagligillaŋniaġliuŋ taivrumani uvluani atanniivium. Ilipsi iḷisimallapiaġiksi atqunaq ilaanun savautiłiġa Ephesus-mi.
2TI.2.1	Ilvich, iġñiiŋ, saŋŋivigigumagiñ iłuaqqutaa Christ Jesus-ŋum. 
2TI.2.2	Uqałhich tusraakkatin uvaŋniñ uqautigi'apkich sivuġaatni iñugiaktuat iḷisimarit qaaŋiqsitchumigitin iñuŋnun iḷisautritḷaruanun atlaniktuuq. 
2TI.2.3	Igḷutuġlugu nagliksaałhiñaaŋułiksran qanutitaŋaitchuatun aŋuyaktaatun Christ Jesus-ŋum. 
2TI.2.4	Aŋuyakti aŋuyaktaułiġmiñi iḷḷakkattaaġusrimmataitchuq iñuuniałiġruaġmiñun, aglaan ilaan quyaliyummatiqaġaġigaa qaukłiġikkani tiliuqtigiplugu. 
2TI.2.5	Suli aqpaliutraqti aqpaliutrałiġmiñi akimalguitchuq kisianik tupiksriḷuni maliġutaksranik. 
2TI.2.6	Suli nautchiiri sakuuktuaq piññaqqaaqtuksrauraqtuq nauruaniñ katitchił̣iġmi. 
2TI.2.7	Tamatkua uqautitka isrummatigikkich, takku Atanġuruam ikayuġisigaatin kaŋiqsił̣iksraŋatigun supayaat.
2TI.2.8	Itqaġiuŋ Jesus Christ aŋipchakkauruaq tuqułiġmiñ, kaŋŋiġviqaqtuaq David-mik, quliaqtuaġikkaptun tusraayugaallautamik. 
2TI.2.9	Uvvatakku uqaqałłapkun tusraayugallautamik nagliksaaqtitauruŋa suli pituqakkauruŋa liilaa savvaqłukkataqti. Aglaan Agaayyutim uqałha piñaiḷutaitchuq. 
2TI.2.10	Taatnaqłuŋa igḷutuġiga suapayaaq Agaayyutim piksraqtaaŋi piqutigiplugich, iliŋittuuq anniqsukkautquplugich Christ Jesus-kun iñuutquplugiḷḷu isruitchuami kamanautaani. 
2TI.2.11	Uvvauna iḷumutuuruaq nipliun,
2TI.2.11	Uvagut tuquqataugupta Ilaagun
2TI.2.11	iñuutqikkisipmiugut Ilaagun.
2TI.2.12	Uvagut igḷutuisuiñaġupta
2TI.2.12	aŋalatchiqataugisipmiugut Ilaagun.
2TI.2.12	Uvagut Ilaa piiḷaaġiguptigu,
2TI.2.12	Ilaantuuq piiḷaaġigisipmigaatigut.
2TI.2.13	Tuniqsimmatriñġitchugutunniiñ
2TI.2.13	Ilaa tuniqsimmatriraqtuq,
2TI.2.13	takku piiḷaaġiyumiñaitchuq iŋmiñik.
2TI.2.14	Itqaaqtuutigumigitin iñuktin tamarrumuuna, suli iḷumutuuruamik alġaqsrullapiaġlugich Agaayyutim sivuġaani aŋuyautiqaqunġiḷḷugich nipliutitigun. Taatnasriq ikayuutaunġitchuq iñuŋnun tusraaruanun, aglaan ukpiqqutaiġutauraqtuq. 
2TI.2.15	Pisuqtilaaqni piññaktaġiniaġlugu iłuagikkaułiq Agaayyutim qiññaŋani atriḷugu savakti kanŋusruutaitchuaq savaaġmigun, nalautlugu iḷisautriruaq uqałhanik Agaayyutim iḷumutuułhan. 
2TI.2.16	Uqaqatiginagich agaayyiaqtaiḷaat iñuich kinnauruat uqaqamiŋ. Taatnasriq uŋurrutauruq ayuuqtaałiksraŋatnun iñuich Agaayyutmiñ. 
2TI.2.17	Taatnatchich iḷisauttutaat atriqaqtuq kiḷḷiġruamik nuŋuuqtuaqługu uviñġa timim cancer-tun. Malġuk taatnatchik iḷisautrik Hymenaeus-lu Philetus-lu. 
2TI.2.18	Taapkuak ukpiqsrisaiqhutik, ukpiqqutaiqsitchiruk iḷaŋitñik ukpiqtuat nipiqałiġmikkun aŋitqił̣iksraqput atuumaaniŋnipḷugu. 
2TI.2.19	Aglaan tunŋaviksriugaŋa Agaayyutim iḷumutuuruaq atlaŋŋuqtanġitchuq. Taatnaqhuni aglaksimaaqtuq, itna, “Atanġuruam iḷisimagai tamatkua Ilaan pigikkani,” suli itna, “Kisupayaaq nipiqaġumi Atanġuruamun piginiḷuni killuliqisruiqsuksrauruq.” 
2TI.2.20	Tupiq aŋiruaq piqaġaqtuq puggutanik utkusriŋñik atlakaaġiiñik. Iḷaŋich piḷiaŋuraqtut maniŋmiñ qatiqtaamiñ naagaqaa kaviqsaamiñ, atlat suli qiruŋmiñḷu qikumiñḷu. Akisuruat utkusiich puggatallu atuqługich tuyuġmiaqaqamiŋ kisianik aasriiñ akiiññiqsrat ataramik atuqługich iḷaŋich suaqłuqaġvigiplugich. 
2TI.2.21	Taatnatuntuuq kiñapayaaq iñuk salummaqtitchumi iluqaaniñ killuġmiñ atukkaugisiruq kamaginaqtuamun, takku ipqiqsitaugisiruq aasriiñ qaukłian atutlalugu, itqanaiġusrimaaġlugu atułiksrani savaallautapayaamun.
2TI.2.22	Nutaułhum kimmutai qimaummiugaqtaksraġigitin, aglaan piññaktaaġiniaġlugu nalaunŋaruałiq, ukpiqsrił̣iq, piqpaktaq suli qiñuiññaq, tapiġuġutin tamatkunuŋa iḷumun tuqłuġaqtuanun Agaayyutmun ikayuquplutiŋ. 
2TI.2.23	Aglaan uqaksraqtutiqasruŋaqasri kinnaqtun nalukkapsigun. Iḷisimagiñ taatnatchim isruqaġaġiłha uqaallatrałiġmik. 
2TI.2.24	Agaayyutim savaktaa uqaalaruksraunġitchuq. Ilaa iłuaqqutriruksrauruq iluqaitñik, nakuuluni suli anuqsruluni iḷisautriŋuluni, 
2TI.2.25	aggaŋaiḷḷuni nalġuqsruiyumi igḷugirimiñik. Itpiaqtuq Agaayyutim mumigviqaqtitchił̣iksraŋanun iḷitchuqsriḷutiŋ iḷumutuuruamik. 
2TI.2.26	Aasrii qauġrimmatinitqiŋniaqsut kaŋiqsiaqatqił̣ikun, annagutiŋ nigatchiaŋaniñ Tuunġaum, tigugaluakkani tupigitqupluni.
2TI.3.1	Aglaan kaŋiqsisriuŋ una. Aqulliġñi uvluni sakiqnaġutit iḷiñiaqtut. 
2TI.3.2	Iñuich iḷitḷukkisirut iŋmiknułhiñaq, pisugruaġutinigutiŋ, uqaviḷiġutiŋ, arguaŋasriḷutiŋ, uqaġniġḷuliġutiŋ, tupiktaiġutiŋ aŋayuqaamiknik, quyyataiġutiŋ, ukpiqsrisaiġutiŋ, 
2TI.3.3	iłuaqqutrisaiġutiŋ, iḷunŋukkutaiġutiŋ, saglutusriḷutiŋ, tatamnaqsiḷutiŋ, suli iqsiñaqsiḷutiŋ, iliŋisa nakuuruaq uumigiliutilugu, 
2TI.3.4	iliŋich ataaguutitauġuġutiŋ, isrumamikni sivutmuusruusriḷutiŋ, suunasrugiliutillapiaġutiŋ, quviasruŋniallitlugutiŋ agaayyutiqałiksramikniñ, 
2TI.3.5	ukpiġusriq qiñiġnautigiłhiñaġnialiġḷugu, aglaan ayaksimapmiḷḷaan iḷumutuuruaq. Taatnatchiñiñ iñuŋniñ piisimaaġumuutin. 
2TI.3.6	Taatnatchich iḷaŋich siñiqsrałiġmiktigun payariraqtut piyaruanik aġnanik pigiiḷiḷḷapiaqtuanik suli igliġutikkauliqsuanik qanusripayaatigun kimmutitigun. 
2TI.3.7	Taatnatchich aġnat iḷiññiuraġniallaġmiŋ ataramik iḷitchuqsrianitlaiqsuat iḷumutuułiġmik. 
2TI.3.8	Taipchuak Jannes-lu Jambres-lu akiḷḷiḷiutipmatun Moses-mun, taatnatuntuuq taipchua iñuich akiḷḷiupmiut iḷumutuuruamun, isrummatiŋich pigiiḷipḷutiŋ, ukpiqsriŋŋualiqhutiŋ Agaayyutikun. 
2TI.3.9	Aglaan taatnatchich ayuuġumiñaitchut, takku kisupayaam kaŋiqsimaił̣hat qiñiġisigaat, ipchuŋnaktuntuuq Jannes-lu Jambres-lu pipmatun.
2TI.3.10	Aglaan ilvich maliġuakkaġigiñ iḷisauttutiga, qanusriułiġa, suli piyummatiga iñuułiġmi. Tuvraġniakkaġigiñ ukpiqsrił̣iġa, anuqsrułiġa, piqpaktaġa, suli igḷutuił̣iġa, 
2TI.3.11	piyuaqsiułiġa, suli nagliksaaqsiułiġa ukpiqsrił̣ł̣apkun. Iḷisimaanikkiñ iluqaan atuummiruaq uvaŋnun Antioch-mi, Iconium-miḷu, suli Lystra-mi, tatamnaqsipḷugu nagliksaaqsiułiq igḷutukkaġa. Aglaan tamatkunakŋa iluqaitñiñ Atanġuruam annautikkaġigaaŋa. 
2TI.3.12	Iñuich agaayyutikuaġuktuapayaat Christ Jesus-mi piqataulutiŋ piyuaqsiugisirut. 
2TI.3.13	Tamatkuali killukuaqtuat piŋŋuaqtit pigiiḷitmugutiŋ kinnitñiłikun atlanik, suli kinniḷutiŋ iŋmiknun. 
2TI.3.14	Aglaan ilvich iḷisauttusriaġianikkan iḷumutuuruaq payaŋaiġḷugu sivutmuutigumigiñ. Iḷisimagiñ kisuniñ iḷisauttusriaġiłhagun, 
2TI.3.15	suli iḷisauttusriaġimałhatigun iḷaalugruułiqniñaglaan Agaayyutim uqałhi. Tamatkua kaŋiqsipchałhiñaugaatin anniqsuqtiłiġmun ukpiqsrił̣ikun Christ Jesus-kun. 
2TI.3.16	Uvvatakku uqałipayaaq Agaayyutim Makpiġaaŋani ittuq ilaan aniġniliutaagun, suli anniqsuutauruq iḷisautriruni, iñiqtiġiruni, nalġuqsruiruni, suli alġaqsruiruni nalaunŋaruałiksramun, 
2TI.3.17	iñugli agaayyutikuaqtuaq naamasripḷugu paqnamallautlasripḷugu qanusripayaamun savaallautamun.
2TI.4.1	Tiligikpiñ sivuġaani Agaayyutim suli Christ Jesus-ŋum Atanniiruksrauruam iñupayaanik iñukuuruanik unniiñ tuquŋaruanik, suli piqutigiplugu aggitqił̣iksraŋalu aŋaayuqautaalu: 
2TI.4.2	tiliḷḷapiaġikpiñ quliaqtuaġitquplugu tusraayugaallautaq, uqaġiniapiaġlugu piviksraŋagun naagaqaa piviksraitmatun inŋaan, iḷitchuġipkaġniutigilugu, alġaqsruutigilugu, pitchuksaaġutigilugu, suli anuqsrułipayaakun iḷisauttutigilugu. 
2TI.4.3	Uvvatakku piviksraq tikiumagisiruq iñuich naalaġnisunġił̣iksraŋat iḷumutuuruamun iḷisauttutmun, igliġutluliġutiŋ iŋmiŋ pisułiġmikkun, katitchiñialiġutiŋ iḷisautriksraġmiknik tusraasrukkałhiñaġmiktigun. 
2TI.4.4	Iliŋich naalaġnitḷukkummataiġutiŋ Agaayyutim iḷumutuułhanun, aglaan naalagulitḷuglugich utuqqaqtat unipchaaliat. 
2TI.4.5	Ilviḷḷiasriiñ qauġrimmaaġiksuksraurutin qanusripayaami irviqaŋŋaqpich, igḷutuġlugu nagliksaaqsiułiq, quliaqtuaġilugu tusraayugaallautaq, suli taŋiġḷugu savaaksrapayaaŋa savaktaan Agaayyutim.
2TI.4.6	Uvaŋaliuvva tikiummigiga tuqqutaułiksraġa Agaayyutmik piqusriġḷuŋa. Aullałiksraġa marrumakŋa iñuułiġmiñ tikiummiruq. 
2TI.4.7	Atripḷugu aqpaliutraqti nuŋitchiruaq, uvaŋaptuuq iñuułłamni ukpiqsrił̣iq Agaayyutikun pigituiñaġiga. 
2TI.4.8	Pakma akiññaktaksraġma niaquġutiksraŋan nalaunŋaruałhum taqqigaaŋa, Agaayyutim nalaunŋaruam Atanġum qaisaŋa uvaŋnun taivrumani uvlumi, uvaŋnułhiñaunġitchuaq aglaan iluqaitñun aggitqił̣iksraŋanik inuġruuqtuanun.
2TI.4.9	Uggisigilugu utlakkumigikma. 
2TI.4.10	Uvvatakku Demas-ŋum marrumiŋa nunamik kimmutiqatluliqhuni unitchaaŋa. Thessalonica-mun aullaqtuq, Crescens-li Galatia-mun, Titus-aasrii Dalmatia-mun. 
2TI.4.11	Kisimi Luke-ŋum nayuġaaŋa. Tuvaaqatigiyumigiñ Mark ikayuqtiksraġa savaakun. 
2TI.4.12	Tychicus-li tuyuġigiga Ephesus-mun. 
2TI.4.13	Qakugu aggiaqsiyuvich saagaġumigiñ quppiġaaġa unisaġa Troas-mi Carpus-mun, makpiġaatlu suvaluk qisiŋñiñ piḷiugat aglaktuġvitka.
2TI.4.14	Alexander-m savviuqtim atqunaq navianniuqtitkaaŋa. Atanġum utiqtitchivigigisigaa atniutaigun. 
2TI.4.15	Ilvittuuq qaunakkutiqaġumuutin ilaagun, takku iłuaksriñġiḷḷapiałikun akiḷḷiḷiqsuġai uqauttutivut. 
2TI.4.16	Sivuġaŋiutiqqaałłamni Rome-ŋum aŋalataiñun tapqitchuŋa, iluqatiŋ unitchaatŋa. Agaayyutimtuq akitñautaiḷḷaŋniaġligich taipchua. 
2TI.4.17	Aglaan Atanġum nayuqłuŋa sayyiqsuġaaŋa uqautigianitlasripḷugu inuŋaiġḷugu iluqatiŋ Jew-ŋunġitchuat tusraaraksraŋat. Uvaŋa annautikkauruŋa tuqqutauviksraġaluamniñ. 
2TI.4.18	Suli Atanġuruam annautiniaġaaŋa iluqaaniñ pigiitchuamiñ, annautiluŋa pakmaniittuamun aŋaayuqautmiñun. Nanġaun illi ilaanun qaŋavak isruiḷaamun. Amen!
2TI.4.19	Tuyuqtuŋa iłuaqqutmik Prisca-mun suli Aquila-mun, suli tupiqataiñun Onesiphorus-ŋum. 
2TI.4.20	Erastus Corinth-mi ittuiñaqtuq, suli unitchiga Trophimus Miletus-mun atniġñaliqman. 
2TI.4.21	Aggiḷuaġniuraġumuutin ukiuġraguqtitnagu. Eubulus-ŋum Pudens-lu Linus-lu suli Claudia-m nayaaŋŋaġaatin, atlallu aniqatiut.
2TI.4.22	Atanġuruamtuq piqasriqsuġlisin irrutchipkun. Agaayyutimtuq iłuaqqutilisi.
TIT.1.1	Tuyuutit ukua aggiqsut Paul-miñ savaktaaniñ Agaayyutim, uqqiraqtigiplugu Jesus Christ-ŋum. Agaayyutim piksraqtaaġigaaŋa ikayuquplugich ilaan iñuksraqtaaŋi ukpiliquplugich suli iḷisauttutiqaġlugich iḷumutuunġagun ukpiġusripta, 
TIT.1.2	tunŋaviqaqtuakun niġiugaqałikun isruitchuamik iñuułiġmik. Agaayyutim saglutlaitchuam akiqsruġniġaatigut taavrumiŋa iñuułiġmik sivuani aullaġniił̣han piviksrauruam. 
TIT.1.3	Aasrii nalaullapiaqługu piviksraq sagviġaa taamna tusraayugaaġiksuaġmigun. Taatnaqtuksraġuqłuŋa savaaksritchaaŋa, uvaŋaasrii uqaġiplugu tillisaagun Agaayyutim Anniqsuqtipta. 
TIT.1.4	Titus, aglaktuŋa ilipnun iġñaurapiamnun ukpiqsrił̣ikun piqatigikkamnun. Agaayyutimtuq Aapauruam suli Christ Jesus Anniqsuqtipta iłuaqqutikun qiñuiññiqsimaaġumigaatin.
TIT.1.5	Uvaŋa unitchikpiñ Crete-mun iłuaqsruquplugich sut iłuaqsrugaksrauruat taamani, suli nalunaiqsitquplutin ukpiqtuaŋuruat qaukłiksraŋitñik nunaaqqipayaani. Tillisitka itqaġilugich, 
TIT.1.6	qaukłiksraqtaaŋuruaq patchisaitchuksrauruq, aŋun atautchimik iḷaqatiqaġuni, suli qitunġai ukpiqsriŋulutiŋ uqautausruŋaqatiŋ pitchiġiiḷḷugich tupiktaił̣ikun. 
TIT.1.7	Uqaqtiksraqtaaq Agaayyutim savaaŋanik aŋalatchiruksrauplugu patchisaitchuksrauruq, pisułiġmigausruŋaqani, uumitchaktanġiġuni unniiñ imiliġaqtausruŋaqani, qinnaktasruŋaqani unniiñ killukun piqaġugruasuŋaqani. 
TIT.1.8	Ilaa tukkuġiŋñaqsuksrauruq, piqpaksriŋuluni nakuuruamik, iŋmiñun aŋalalguluni, nalaunŋaluni, ipqiḷḷuni, suli alġaqsruutmik tuvrairuaŋuluni. 
TIT.1.9	Uqaqtiksraqtaam payaŋairvigiraksraġigaa uqauttutini ukpiġiraksrauruaq suli iviqtisrimaaqtuaq iḷisauttutmun. Taatna ilitqusriqaġumi ilaa pitchuksaaġilgugisiruq atlanik iḷumutuuruakun iḷisauttutikun, suli qiñiqtilgugisiyaa taŋiġiḷiqqutaat akiḷḷiiruat uqałiġmun.
TIT.1.10	Uvvatakku iñugiaktut tupiguutaitchuat iñuich kinnitñikhutiŋ atlanik nipiqałiġmikkun kinniqiłikun, suvaluk taapkua iḷisautriruat iñuk nalunaitŋutchiqsuksrauplugu annautrauniaqpan. 
TIT.1.11	Iḷisauttutaat nutqaqtitaksraġipiaġiñ, takku iliŋisa akasrimagaich aŋayuqaaġiich iḷisautrił̣iġmikkun iḷisauttutiginġiḷaaksraġmiknik killukun piqaġugruaqhutiŋ. 
TIT.1.12	Crete-taġmiut iḷaŋat sivuniksriqiraat nipliġñiqsuq, Crete-taġmiurguuq ataramik sagluturuaŋunipḷugich, niġrugaaqłuktun innipḷugich, suli iqiasruuplutiŋ niġitḷaturauŋuplugich. 
TIT.1.13	Aasrii taamna nipliun iḷumutuupluni. Taatnaġlugich iłuałiksraŋatnun ilvich iñiqtiġumigitin ipiksiḷugu, iliŋiḷḷi sayakturuamik ukpiġusriñikkumuut, 
TIT.1.14	itlunġiġutiŋ Jew-ŋuruat unipchaaliaŋitñunlu iḷisauttutaatnunlu suli iñuich tillisaatnun, ayyairuat iḷumutuułiġmik. 
TIT.1.15	Supayaaq ipqitchuq iñuŋni ipqitchumaruani, aglaan ipqitchuaŋitchuq tamatkunani qaayuġnaqtuani suli ukpiqsriñġitchuani, takku iliŋisa isrummatiŋich suli qauġrimmaaġiutillautaŋich qaayuġnaqsianiksimaplutiŋ. 
TIT.1.16	Iliŋich iḷitchuqsrimanigaluaqhutiŋ Agaayyutmik, aglaan iñuuniałhata piiḷaaġigaa, iliŋich uumiktanikhutiŋ, tupiktaiqhutiŋ, iñiqtaqaġumiñaiqhutiŋ nakuuruamik.
TIT.2.1	Aglaan ilvich iḷisauttutigiraksraġigiñ iḷisauttutiksraq iḷumutuurautigun uqałiqtigun. 
TIT.2.2	Uqautilugich utuqqanaaġuqtuat aŋutit qauġrimmaaġiqulugich, isrumaugalgulutiŋ, iliŋitñik aŋalalgusritqulugich. Iḷumutuġuġutiŋ ukpiqsrił̣iġmikkun, piqpaktaġmikkun, suli igḷutuiḷgusrił̣iġmiktigun. 
TIT.2.3	Taatnatuntuuq uqautilugich utuqqanaaġuqtuat aġnat ukpiqtuam irrusrianik piqaqulugich, sagluturuaŋutqunġiḷḷugich, naagaqaa tigutarriutitqunġiḷḷugich taaŋŋaġmun, iḷisautritqulugich nakuuruakun, 
TIT.2.4	atriraksrallautaġuġutiŋ nutautluktuanun aġnanun piqpaksrił̣iksraŋatigun iḷaqatiumiknik suli qitunġaġmiknik, 
TIT.2.5	iŋmiknun aŋalalgusriḷutiŋ ipqił̣ikun suli iḷaqatausruqsiḷutiŋ kiñuniġmi, tupiqsritḷasriḷutiŋ aŋutiumiknik. Agaayyutimli uqałha iñuich suuŋiḷḷaġinġitchumigaat. 
TIT.2.6	Taatnatuntuuq pitchuksaaġlugich nukatpiat aŋalallautałiksraŋatnun iŋmiknik. 
TIT.2.7	Ilviḷḷu supayaatigun atriraksrallautaġuġutin savaallautakun. Iḷumutuġullapiaġutin suli piyummatiqaġutin iḷisautrił̣iqni. 
TIT.2.8	Uqautriḷutin naġġuksruġnaġumiñaitchuakun, akiḷḷiḷiqsuqtitin kanŋusrutlasriḷugich, pigiitchuakun nipiksraiḷḷutiŋ uvaptigun. 
TIT.2.9	Uqautilugich savaktaaġruich tupiksritqulugich aŋaayuqaġmiknik suli quyaliḷugich sukupayaaq. Iliŋich kiumakłiqsuksraunġitchut 
TIT.2.10	unniiñ tigliktuġvigiraksraġinġitchaich. Aglaan ataramik urriqsuqtaksraġigaat nakuułiqtiŋ suli qanutitaŋaił̣iqtiŋ kamagikkaułiksraŋanun iḷisauttutim Agaayyutikun Anniqsuqtiptigun suraġałipayaaġmikni.
TIT.2.11	Uvvatakku Agaayyutim iłuaqqutaa iḷisimanaqsiruq iñupayaat anniqsułiksraŋatnun. 
TIT.2.12	Taavrumuuna iłuaqqutmigun Agaayyutim iḷisautigaatigut agaayyutaiḷaakuaqunġitḷuta suli nunakuałhum kimmutaaguaqunġitḷuta, iñuutqupluta uvaptiknik aŋalalgusriḷuta, nalaunŋaluta, agaayyutiqaġuta pakma uumani nunami, 
TIT.2.13	taqqił̣ł̣aptikni quvianaqtuamun uvluanun niġiugaġikkapta, kamanautaa kamanaqtuam Agaayyutipta Anniqsuqtipta Jesus Christ-ŋum sagviqpan. 
TIT.2.14	Ilaa qaitchuaq iŋmiñik piqutigipluta, annautisraqhuta pigiitchuapayaamiñ suli pigiagutitqupluta iŋmiñułhiñaq, ipqiġuta, piyummatiniguta nakuuruakun. 
TIT.2.15	Tamatkua iḷisauttutigiyumigitin, atuġlugich aŋalatchiñiqni, pitchuksaaġiłiqni suli alġaqsrułhatni tusraarivich. Nalliatnun-unniiñ piiŋiḷḷaġipkasruŋaqnak.
