MRK.1.1	Dhaŋum ŋuwakurrun yana dhäwu. Ga dhäwum dhaŋu God-Waŋarrwuruy Gäthuꞌmiŋuwuruy,
MRK.13.9	Djäkan warra nhumaliŋguway yulŋum, mä ŋarru barkthu nhumaliny ŋangawulmu yolŋuyum warrayu bawaꞌ-guŋu. Yolŋum warra nhumaliŋgu ŋarru ŋurru-bilꞌpilun ḻinygu nhuma bayiŋ gayŋa banha nyäku malthun. Ga ŋayathu dhanal barkthu nhumaliny bala gutjparrun dhä-wirrkaꞌyundawun, bala gayŋi bartjumun nhumaliny ŋunhalan biryamiŋan buṉbuŋa. Ga dhäyanharamiŋgum dhanal barkthu nhumaliny ṉapuŋgaḻ yana gumurrḻi buŋgawawuḻ warrawuḻ ga gapmanguḻin yolŋuwuḻ warrawuḻ. Ga bilanyamiyuyan nhunum barkthu gayŋi nhänanham bitjuwayiŋ rakaraŋ yolŋuwuḻim warrawuḻ, 
MRK.13.10	mä ŋarru barkthu bukmakthum bäpurruꞌyu ŋäkun nyäkuruyma dhäwu. Yo, ŋurruŋum ŋarru gayŋi dhaŋu bukmakthum bäpurruyu dhäwu ŋatjil ŋuwakurru ŋäku, ga ŋärrun barkthu banha walum dhä-yawarꞌyu. 
MRK.13.11	Yo, yolŋuyum warrayu nhumaliny barkthu mataꞌyumun bala gutjparrun nhumaliny dhä-wirrkaꞌyundawun, ŋarru nhumam ŋarru ŋangawul bitjuwayiŋ warwuyun nhalpiyan nhuma ŋarru garrun. Nhännha ŋarru barkthu banha Dhuyu-Birrimbirryun nhumalinham yän-wuŋu garrundawum.
MRK.13.12	Ga bayiŋ ŋarru banha yolŋu mä-wulitjmiyi nyäkum, yolŋuyum gurruṯumiyum warrayu ŋarru nhanany guwatharaŋun waŋayumun yana. Wäwaꞌmanydjin ŋarru guwatharanharami. Ga moriꞌmiŋuyum ŋarru guwatharaŋun dhanaliŋguway wäwunŋunhan yumurrkunyꞌ. Ga yumurrkumꞌ ŋarru barkthu ŋapa-bilun ŋäṉḏiꞌmiŋuwum ga moriꞌmiŋuwum, yolŋunhan dhupaliŋgu dharrwunuŋ. 
MRK.13.13	Ga guḻkun yolŋum warra nhumaliŋgu barkthu ŋaramurryim, ḻinygu nhuma bayiŋ gayŋa nyäku bitjuwayiŋ malthun. Ga banha nhunu ŋarru gayŋa wanyum yana djingaryun ga ŋangawulma nhunu ŋarru mä-djawaryu, nhanmam ŋarru God-Waŋarryum nhunany wälŋakuŋun.”
MRK.13.14	Ga baḏak nhan gayŋan banha Djesum garruwan bitjan, “Dhikayam barkthu barrakinynha marimin yana be nhän maḻŋꞌthu. Ga djingaryum nhan barkthu gayŋi banha banhalayan God-Waŋarrwuran Dharrpalŋan Buṉbuŋam ŋunhalan Djurutjalamnha, barrakinydjumun barkthu banhayan ŋirrima, banha ŋangawul nhan warri gulitjma bitjarra maḻŋꞌthuwarra. Ŋarru, girriꞌ-ŋuwatjiyan gayŋiya nyiniyam,” bitjan. (Ga bayiŋ nhunu gayŋa nhäma dhaŋu dhäwuny, marŋgiyiya yana ga gulitjuma dharaŋgam, ga bitjuya ḻinygu nhunum girriꞌ-ŋuwatjiyan gayŋiya nyiniya.) Ga baḏak nhan nyin banha Djesum bitjuwayiŋ garruwan bitjan, “Banha nhuma ŋarru bilanyawuyma nhäŋu, banham dhä-yawarꞌyundamim walu galŋaꞌkalŋan. Ga bayiŋ nhumam ŋarru Djudiyawupuyŋuyum yolŋuyu warrayu bilanyawuy nhäŋu, ṉakamam bala gätthuwan yana ŋunha bukuꞌpukumiḻin ŋirrimaḻim.
MRK.13.15	Ga banha nhunu gayŋa warraŋulma nhuŋguwaywuḻ buṉbuŋa ŋarraꞌŋarra, ŋangawulnha gätthuwa ḏirruwa djinawaꞌḻim buṉbuḻi be nhäwum ŋolkaŋ. 
MRK.13.16	Ga banha nhunu gayŋa ḏiltjiŋam nyena, ŋangawulnha gätthuwa nhuŋguwaywuḻ buṉbuḻim girriꞌwum nhuŋguway, gätthuwan bala wandhan yana.
MRK.13.17	Ga gumurr-wanyun barkthu banha marimin yothumiwum baṯamiwu warrawu bilanyamiyuyam waluyu.
MRK.13.18	Bukumiŋgan God-Waŋarrwuḻim, mä ŋarru banha gumurr-wanyum rom maḻŋꞌthu bilanyamiyu waluyu, banha nhan gumurr-yalŋgin gätthundawum bitjuwayiŋ yolŋuwum. 
MRK.13.19	Ga djinaŋum mariyu barkthu yolŋum warra galŋam marimin dhaŋga-ḏirryum, barrakinydjin ŋarru. Bewaḻi ḻinygu banha nhan God-Waŋarryu ŋurruŋu bitjuwayiŋ ŋurruyirrꞌyuwan dhaŋu waŋgalany, bilanyamiyu gayŋan banha yolŋum warra ŋurruyirrꞌyuwanam dhaŋga-ḏirryuwan. Ŋarru djinaŋum mariyu barkthu yolŋum warra marimin galŋam-barrakinydji. Ga yalalam ŋangawulnha nhan barkthu banha biyapulma bilanyaya gumurr-wanyu maḻŋꞌthu.
MRK.13.20	Ga banha nhan ŋarru God-Waŋarryu ŋangawulma banhaya mariny gulunmaraŋ, nhanmam ŋarru yolŋum warra warrpamꞌnha yana murrmurryu. Ŋarru God-Waŋarryum banha ḻinygun bitjuwayiŋ nhanguwayma yolŋuny warrany gänaŋꞌthumanan, ga ŋangawul nhan ŋarru nhäma dhanaliny waŋayinyaḻi bala nhan ŋarru banha marim guṯikuŋun, mä dhanal ŋarru wälŋayi.
MRK.13.21	Ga banha barkthu yolŋu bitju garru, ‘Dhaŋun ŋanapu ḻinygun maḻŋꞌthumanan banha Maŋutji-yunupayumandanham yolŋuny, dhaŋun nhan yulŋum.’ Nhumam ŋangawulnha mä-wulitjiya. Ga banha dhanal ŋarru bitjanma garrun, ‘Ŋunhan bala nhan, ya ŋunhan,’ ŋangawul yana mä-wulitjiya. 
MRK.13.22	Guḻkuyu yolŋuyu barkthu gayŋi rakaraŋ bitjun, “Ŋaya dhaŋu God-Waŋarrwuŋum Maŋutji-yunupayumanda yolŋu.” Ga waripum ŋarru bitju garru, “Ŋaya dhaŋu djawarrkmim yolŋu,” ŋarru gulitjma dhanal ŋarru gayŋi banha nhumalinhan mayaliꞌ-wutjparru. Ga bitju mu dhanal barkthu gayŋi banha ŋayaŋu-ganyimꞌthundamim rom mala djäma. Ga bitju dhanal barkthu gayŋi guyaŋim, ‘Gu, ŋalma bawa-guŋan dhaŋu God-Waŋarrwu mala-djarrꞌyundany yolŋuny warrany.’ Ŋarru gulkurun dhanal barkthu banha bitjuyam djäma. 
MRK.13.23	Gatjuy djäkan warra! Dhaŋum ŋaya gayŋa rakaraman nhumaliŋgu yulŋum, mä ŋarru banhayam walu waythu, nhumam ŋarru gayŋa girriꞌ-ŋuwatjin nyena bayikuyam.”
MRK.13.24	Ga biyapulma nhan Djesuyu bitjan gayꞌ rakaran, “Ga dhurrwaraŋuru banha murrukayŋurum mariŋuru,
MRK.13.24	walum ŋarru munhaꞌyun
MRK.13.24	ga wirrmum ŋarru ŋangawulnha biyapulma djarraṯawunmiyi.
MRK.13.25	Ga ganyum mala barkthu ŋarray burrulꞌyun djiwarrꞌŋurum
MRK.13.25	ga nhä malany ganydjarr ŋunhuŋ nhäwu malaŋuwu ŋunha djiwarrꞌŋam ŋarru rurrꞌrurryun.
MRK.13.26	Ga bewaḻiyam bala barkthu yolŋuyum warrayu bukmakthum nhäŋun nhänanham banha Gulitjŋunham Walꞌŋu Yolŋuny. Ga yarrupthum ŋaya ŋarru djiwarrꞌŋurum rälim waŋupiniꞌyun. Ga bukmakthum yolŋuyu ŋarru banha nhäŋum nhänany djeŋarraꞌyakaynha dhikan, bäyman galumanyaŋnha, ganydjarrmin.
MRK.13.27	Bala ŋaya ŋarru djuyꞌyun God-Waŋarrwum djiwarrꞌwuynham dhäwuminy yolŋuny warrany, dhanal ŋarru barkthu yurrumꞌthumun nyäkum mala-yarrꞌyundanham yolŋuny warrany dhaŋu buku-ḻiwꞌyuman ŋarra ḏäpthun, bewaḻi dhimurruŋuru ga ḏupthun bärraꞌḻi ga dhawuru bala ḻuŋgurrmaŋuru ga yanatj ḻinygu-u-u ga djalathaŋḻi wapthun.”
MRK.13.28	Ga baḏak nhan gayŋan banha Djesum garruwan bitjan, “Banha nhuma bayiŋ nhäma marwatnha ḏarpany galaḏarꞌyundam nhumam bayiŋ marŋgiyin banha dharratharramim walu galkin. 
MRK.13.29	Yo, banha nhuma ŋarru bilanyawuyma nhäma, bayiŋuyam banha gumurr-wanyuyum romdhu gayŋa maŋutji-rakaraman nyäku waythundawum walu galitjinan. 
MRK.13.30	Dhaŋum ŋaya ŋarru dhuṉḏay yana nhumaliŋgu rakaram! Dhawuru gayꞌ ŋurrukŋuru, dhaŋu nhuma ŋarra djingaꞌdjingaryun, waripum warra nhuma barkthu gayŋi wälŋa yana nyenay, ga nhäŋu yana nhuma barkthu bilanya gumurr-wanyu rom maḻŋꞌthunda. 
MRK.13.31	Yo! Nhäm mala bukmakma barkthu dhawarꞌyun, ŋunha djiwarrꞌ waŋgala ga dhaŋu munathaꞌ waŋgala, dhawarꞌyun ŋarru. Ŋarru yänma nyäku ŋarru banha ŋangawulnha dhawarꞌyu, banhayam ŋarru gayŋa djingaryuna yana wikarraŋumin, dhawarꞌyundanharran.”
MRK.13.32	Ga biyapulma nhan Djesu garruwan bitjanan, “Ŋangawul dhaŋu ŋunhuŋ waŋgany yolŋu marŋgi nyäkum waluwu ḏirrundawu. Ŋunha God-Waŋarrwu djiwarrꞌwuy dhäwumi yolŋu warra ŋangawul marŋgimi. Ga ŋayapi dhaŋu ŋangawul yana marŋgi. Nhanbayin yana dhaŋu Moriꞌmiŋun nyäku marŋgim, ga ḻinygun.
MRK.13.33	Gatjuy, djambatjiya warra gayŋiya nyiniyam, ḻinygu nhuma ŋangawul dhaŋu marŋgi bayikuyam bitjuwayiŋ waluwu.
MRK.13.34	Dhaŋu ŋaya ŋarru dhäwu nhumaliŋgu rakaram mayaliꞌmi: Waŋganydhum waluyu ŋirrima-waṯaŋuyu yolŋuyu guŋnharruman nhanguway ŋirrimany bala ŋarranan bärrkuḻin ŋirrimaḻi. Ga garruwan nhan nhanguway djämaminy warrany, dhanal ŋarru gayŋa djäma yulŋum, ga djäka nhanguru nhäwum malanyŋuwu ŋuwatjuman yana. Ga garruwan nhan dhurrwara-djäkaminham warrany dhanal ŋarru gayŋa batjiwarr-nhäma yana, ga gumurr-ḏirrun nhan ŋarru.
MRK.13.35	Ga ŋangawul dhanal banha bitjuwayiŋ marŋgi nhaliyu waluyu nhan ŋarru banha gumurr-ḏirrun. Wilak nhan ŋarru walu gulŋiyinyarayu waythun nhä wilak gandarryu munhayu, nhä wilak munhamurru.
MRK.13.35	Yuw, waraparra, nhumam dhaŋu bilanyayan bitjuwayiŋ banha djämamin yolŋu warra, ga ŋangawul nhuma dhaŋu marŋgi nhätha ŋaya ŋarru ḏirrun räli. Gatjuyꞌ, nhumam maŋgarra girriꞌ-ŋuwatjiyan yulŋum. 
MRK.13.36	Batjiwarr-nhäŋan warra gayŋiya nyiniyam, bitjuwayiŋ banha yolŋu dhurrwara-djäkami bayiŋ gayŋa djingaryun batjiwarr-nhäma nyin yana, mä nhan ŋarru ŋangawul nhuna maḻŋꞌthuman wawuŋuḻim.
MRK.13.37	Dhaŋu ŋaya ŋarru garruna nhumaliny, ga bukmaknha yolŋuny warrany, ‘Gatjuy djäkam warra ŋuwatjuman, batjiwarr nhänharayun.’ ”
MRK.13.37	[Yo, djinalan nhan dhäwum bitjuwayiŋ Djesuyum gunhan, banha nhan gayŋan rakaran nhanguwaywuru guyurrꞌmiŋuwu warrawu ŋunhalaya bukuŋa yäkuŋa Wolip.]
MRK.14.1+MRK.14.2	Yo, bala banha ŋurruŋu-ḏalkarramim yolŋu warra ga rom-marŋgikunhamim warra yurrumꞌthuwanan bala dhanal gayŋan garrunminan nhalpiyan dhanal ŋarru Djesuny bitjuwayiŋ ŋayathan, ŋarru gayul, ḻinygu dhanal gayŋan marimin yana djälmiyin dhanal ŋarru waŋayumana nhanany, bala dhanal bitjanan garrunminam, “Wäy, gäḻkuḻam ŋalma ŋay, ḻinygu rom ŋalmaliŋgu gayŋa dhaŋu murrukay bitjuwayiŋ ŋarra. Dhanal bayiŋ yolŋun warra ŋalmaliŋgu mari-waythu, ḻinygu dhanal nhangu dhaŋu Djesuwum djälnha bitjuwayiŋ marimin.”
MRK.14.1+MRK.14.2	Ga banha dhanal bitjanam garrunmin ḻinygu banha burrparnha yana walum bala banhayan ŋarru rom gämurruꞌyirryun banha Räy-djuḻkthumandamin Walu ga waripu rom yäku Ḏambanharra Ŋatha. Ga bayiŋuyam waluyu dhanal bayiŋ guyaŋiyarra dhanaliŋguway ŋaḻapaḻminy, gurruṯuminy warrany, banha dhanal ŋaykan guŋnharruman ŋirrimany yäkuny Yetjipnha.
MRK.14.3	Ga nhanmam gayŋan banha Djesum nyenan ŋunhalan ŋirrimaŋa yäkuŋa Bithanin, ŋatha gayŋan guwaman Djäymangura ŋirrimaŋa. Ga ŋätjilim nhan gayŋan banha Djäymanma nyenan rerrimi, burrundhiyaꞌyu gayŋan buṉakin. Ŋarru nhan banha ḻinygun bitjuwayiŋ ŋuwakurrun.
MRK.14.3	Ga yaka wikarra bala baṯamin banhambalaya gulŋiyan goŋ muṉuŋgarriꞌmin, ŋarru ṉutjurru banha yulŋum. Ga gutjparruwanam nhan gayŋan wuŋiḻi-ŋuwakurru, ga warrpurum banha ŋuwakurrun dhika marimin, ŋarru rrupiya murrukaymin.
MRK.14.4	Ga dhanalim banha yolŋuyum warrayu nhanany dhaykuwanan bitjanan, “Nhäwu nhunu dhaŋu wuŋiḻi-ŋuwakurrum djalkthuwan? 
MRK.14.5	Nhunu warri dhaŋu djalimnha rrupiyawun murrukaywun, ga rrupiyam nhunu warri banha guŋarra ŋunha ŋurruwuykminhan yolŋuny warrany.”
MRK.14.6	Bala nhan Djesum garruwan dhanaliŋgu bitjanan, “Guŋnharruma warra nhanany. Ŋangawul warra nhangu mari-waythuwa. Dhaŋum nhan ŋuwakurrun bitjuwayiŋ djäma nyäkun. 
MRK.14.7	Ŋunham banha ŋurruwuykma yolŋu warra ŋarru gayŋi nyenay nhumaliŋguḻ djinal bitju ḻinygu, ga bilanyamiyun nhuma barkthu dhanaliny ŋarray banha guŋgaꞌyum. Ŋarru ŋayam ŋarru dhaŋu nhumaliŋguḻ yakan wikarra nyena, guṯin nyäkum walu.
MRK.14.8	Dhaŋu ŋaya barkthu waŋayin bala dhanal ŋarru nyäku rumbalma märrkitjkuŋun. Ga djinaŋum banha baṯamiyu rarruwan nyäkuḻ dhaŋu wuŋiḻi-ŋuwakurrum, banhayam nhan bitjan ŋätjilmiŋganan nyäku rumbalnha. Ga ŋuwakurrun nhan dhaŋu marimin yulŋum bitjanyam djäma. 
MRK.14.9	Ŋäka warra nhänany. Dhaŋum ŋaya ŋarru nhumaliŋgu gulitj yana rakaram. Banha barkthu ŋarray yolŋum warra dhaŋum dhäwu rakaranhami be wala ḏämbu-ḻiwꞌyumum, ga ŋäku yana dhanal barkthu djinakuruy baṯamiwuruyma dhäwu, banha nhä nhan nyäku djäma bitjuwayiŋ ŋuwakurru gäthura. Ga guḻkun ŋarru banha nhangu yolŋum warra bitjuwayiŋ marŋgiyi.”
MRK.14.10	Ga dhurrwaraŋuru bewaḻiyam nhanmam banha waŋganyma yolŋu yäku Djudatj-Gariyatma bewaḻiyam malaŋuru banha 12-kurum guyurrꞌmiŋuwuru ŋarranan. Yo, ŋarranam nhan banha guwatjmanam banhayanhan banha ŋurruŋu-ḏalkarraminhan warrany, mä nhännha ŋarru dhanaliny guŋgaꞌyunma goŋ-guŋanma Djesunham dhanaliŋguḻ. Ga rakaran nhan dhanaliŋguḻ nhanguway ŋayaŋu. 
MRK.14.11	Ga banha dhanal bayiŋuya ŋaḻapaḻmiyu bitjuwayiŋ ŋäkulam bala dhanal ŋoy-ŋuwatjinan. Bala dhanal dhawuꞌ-nhinathuŋganan nhanany bitjanan, “Bayiŋ nhunu ŋarru Djesuny ŋanapiliŋguḻ goŋ-guŋan, ŋanapum ŋarru nhuna wuŋiḻiꞌyuna bayikuwuyma.” Bala nhan Djudatjma ŋarranan, bala gayŋan batjiwarrwun rangan nhalpiyan nhan ŋarru Djesuny dhanaliŋguḻ guŋan.
MRK.14.12	Ga bitjarra ḻinygu dhuŋgarra ŋuparra ŋunhuŋ ŋurruyirrꞌyundamiyu waluyu Djuwwuḻ Romŋa, dhanal bayiŋ dämba ŋomarra ŋunhuku romgu yäkuwu Ḏambanharrawu Ŋathawu, ga ḻiyuwarra dhanal bayiŋ bimbiny romgu yäkuwu Räy-djuḻkthumandamiwu Waluwu. Manymak, ga bilanyayu ḻinygu yana waluyu, dhanalim banha guyurrꞌmiŋuyum warrayu garruwanan nhanany Djesunham bitjanan, “Ŋalaŋa waŋgalaŋam ŋanapu ŋarru ŋatham banha Räy-djuḻkthumandamim ŋätjilmiŋgan?”
MRK.14.13	Bala nhan Djesuyum garruwanan nhanguway guyurrꞌmiŋunhan wulanynha bitjanan, “Gatjuy maŋgarran wulay balan Djurutjalamḻin. Ga banha nhuma ŋarru waythunma bala nhuma ŋarru nhämam ḏirramunhan nhan ŋarru gayŋa garaŋayu gutjparrun banikinꞌmi makati. Ga malthuwa wulay nhangu, ga gulŋiya nhan ŋarru buṉbuḻ, nhuma ŋarru malthun nhangu. 
MRK.14.14	Ga ŋunhalam djinawamꞌ nhuma ŋarru garrun buŋgawany bayikuya buṉbuwu, ga bitjan nhuma ŋarru nhangu rakaramam gamꞌ, ‘Wäy, ŋunha Marŋgikunhami ŋäŋꞌthuwan ŋalaŋa ŋalinyu ŋarru Räy-djuḻkthumandamim ŋatha ŋamaŋamayun, mä ŋarru ŋanapu guwaman bitjuwayiŋ, nhanbay ga ŋanapu nhanguru guyurrꞌmiŋuyu warrayu.’ 
MRK.14.15	Bala nhan ŋarru bayiŋuya buŋgawayum maŋutji-wuŋana ŋunhan banha garramatnha balaꞌpala, ḻinygun dhäyan gayŋan, bäkiwun ŋalmaliŋgu, ga ŋunhalayan nhuma ŋarru banha ŋatham ŋalmaliŋgu ŋamaŋamayun.”
MRK.14.16	Bala yana dhupal banha malthundamim wulay ŋarranan. Ga banha dhupal Djurutjalamma waythuwan, ga maḻŋꞌthumanam, dhupal banhaya ḻinygu banha nhalpiyan nhan gayŋan Djesuyu dhupaliŋguḻ rakaran. Ga ŋunhalayan dhupal banha Räy-djulkthumandamim ŋatha ŋamaŋamayuwan. Ga goŋ-dhawarꞌyuwan dhupal bala ḏirruwanan Djesuwuḻin.
MRK.14.17	Ga banha ŋarran walum guṉiyirrꞌyuwan bala nhan Djesum ga guyurrꞌmiŋum warra nhangu banha 12-ma ŋarranan balayan waŋgalaḻ. 
MRK.14.18	Ga banha dhanal ŋarran ŋatham guwaman, bala nhan Djesum garruwanan bitjanan, “Gulitj yana ŋaya ŋarru dhaŋum nhumaliŋgu rakaram. Dhaŋu gayꞌ djinalaŋa malaŋa ŋatha ŋalma ŋarra dhaŋu guwaman rrambaŋi, waŋganyma yolŋu ŋarru nyäku mulkuruyin,” bitjan.
MRK.14.19	Bala dhanalim banha guyurrꞌmiŋum warra nhangu galŋam-barrakinydjinan bayiŋuyam yändhum nhanguru, bala dhanal ŋarran dhä-wirrkaꞌyuwanan nhanany bitjanan, “Wäy,... yolthu way... ŋaya ŋatja Marrkapmi?” bitjanan.
MRK.14.20	Bala nhan Djesum bitjanan garruwan, “Waŋganydhum gayŋa dhawuru malaŋuru ŋathan ḻupthuman banikinꞌḻin, ŋalinyun rrambaŋin, banhayan yolŋu ŋarru nyäku mulkuruyim. 
MRK.14.21	Guyaŋiya warra, ŋayam dhaŋu Gulitjŋum Walꞌŋu Yolŋu ŋarru waŋayin bitjan yana ḻinygu bitjuwayiŋ ŋunha gayŋa God-Waŋarrwura Dharrpalŋa Djorraꞌŋa wukirriwuy djingaryun. Ga murrukaynha marimin ŋarru bayikuyam gumurryu-gutjparrundamiwum yolŋuwu mari maḻŋꞌthun. Ga ŋuwakurrum nhangu nhan warri ŋangawul waŋgala-wuyaŋiyarra.”
MRK.14.22	Ga baḏak dhanal ŋarran banha guwaman ŋatham, bala nhan Djesuyum dämban warraṯthuwan bala ḏämbu-wuŋanan God-Waŋarrnhan bayikuya. Ga ganitjuman nhan, bala guŋanan ŋarran dhanaliny. Ga garruwan nhan bitjan, “Dhaŋum dämba nyäkun rumbal. Maꞌ warraṯthuwa bala guwaman.”
MRK.14.23	Ga bitjanya ḻinygu nhan warraṯthuwan wiyikaꞌ banikinꞌmi, ga ḏämbu-wuŋan nhan God-Waŋarrnha, bala nhan guŋanan banha wiyikamꞌ ŋunha guyurrꞌmiŋuwuḻin wurkthundawun. 
MRK.14.24	Bala nhan bitjanan garruwan, “Dhaŋum borum wiyikaꞌ nyäkun maŋguꞌ, banha ŋarru barkthu djalkthunmi guḻkuwun yolŋuwum wälŋakunharawu. Ga ŋätjil nhan banha God-Waŋarryu djäma gumurrkunhaminyara rom wälŋakunharawu guḻkuwu yolŋuwu. Djinaŋun banha nyäkurun maŋguꞌyu ŋarru romnham ŋarranharamiŋgan, maḻŋꞌthuna ŋarru gulitjtjin. Maꞌ warraṯthuwa bala wurkthuwan.
MRK.14.25	Ga dhaŋun gamꞌ, ŋangawulnha ŋaya ŋarru biyapulma borum wiyikaꞌ wurkthu, ga baya barkthu ŋalinyu rrambaŋin bitjuwayiŋ nyenay ŋunhalan djiwarrꞌŋan God-Waŋarrwuran romŋa.”
MRK.14.26	Ga dhurrwaraŋuru bewaḻiyam bala dhanal manikaynha miyaman God-Waŋarrwuḻin. Bala dhanal ŋaykanan balan bukuḻin yäkuḻi Wolipḻin.
MRK.14.27	Ga banha dhanal ŋarran ŋaykanam bala, bala nhan Djesuyum rakaranan ŋätjilꞌyuwanan bitjanan, “Yalŋuwam banha munhakum nhuma ŋarru dhaŋuyma warra gätthuna nyäkuru, guŋnharrumana nhänany. Yo, ŋätjil mu yana banha waŋganydhu yolŋuyu dhäwum bitjuwayiŋ wukirri Dhuyuḻim Djorraꞌḻi bitjanam gamꞌ,
MRK.14.27	‘God-Waŋarryum ŋarru guwatharaman waŋayumana banha wäyin-djägaminham,
MRK.14.27	bala nhangu ŋarru bimbim mala ḻatjuwarrꞌyuna.’
MRK.14.28	Ŋayam ŋarru waŋayin. Ŋarru ŋaya barkthu dhaŋu biyapulya wälŋayi bala ŋaya barkthu ŋurruŋu-djuḻkthun nhumaliŋgu, ga ŋunhalan ŋaya barkthu nhumaliŋgu gäḻkuḻaŋum Galaliŋan makaŋa. Yo, ŋunhalayan nhuma barkthu nhänany nhäŋum.”
MRK.14.29	Ga nhanmam Betam garruwan bitjanan, “Ŋayam ŋarru nhuna ŋangawul guŋnharruman, marrkapmi, bayatj ŋarru banha dhaŋum warra ḻatjuwarrꞌyu, ŋarru ŋayam yaka.”
MRK.14.30	Ga nhanmam Djesum garruwan bitjanan, “Ŋäka nhänany ŋuwatjuma Beta. Djinaŋum bala munhaku, yalalam, nhunu ŋarru nyäku dhä-bayaŋuꞌyuna ŋarru ḏämbu-ḻurrkunꞌmin, ga ŋärrun nhan ŋarru banha wäyinma gurrwawum ŋätji burrparmim.”
MRK.14.31	Ga nhanmam Betam ḏämbu-dhuwaḻyuwan garruwan bitjanan, “Ŋangawul dhaŋu ŋayam ŋarru nhuŋgu dhä-bayaŋuꞌyun, bayatj banha ŋaya ŋarru waŋayim!”
MRK.14.31	Ga dhanalim banha waripum ḻunduꞌmiŋu warra ga bitjanya ḻinygu garruwan dharaŋanda yana yän.
MRK.14.32	Ga banha dhanal Djesu ga guyurrꞌmiŋu warra nhangu waythuwanam banhalayam ŋirrimaŋa yäkuŋa Githtjamanim, bala nhan Djesum garruwanan, “Djinal warra ḏäpthuwa, ŋaya ŋarru bukumiŋgan God-Waŋarrwuḻ,” bitjan.
MRK.14.33+MRK.14.34	Bala nhan gaḏaymanam Betanhan ga Djayimnhan ga Djonnhan, bala dhanal bitjanan bala ŋaykan. Ga banha dhanal ŋarran bala martj-martjuwanam, bala nhan bitjanan garruwanam dhanaliŋguḻ, “Waraparra, ŋayaŋum nyäku dhaŋu mariminan yana ŋonuŋdjin bitjuwayiŋ ŋaya ŋarru dhaŋu waŋayin. Djinal warra ḏäpthuwa, ŋarru djäka gayŋiya yulŋum,” bitjan.
MRK.14.35+MRK.14.36	Ga ŋarran nhan mä bayiŋ gaŋga, bala nhan gälkinan munathaꞌḻin bala ḏämbumiŋganan, “Mori nyäku marrkapmi, ŋangawulnha dhaŋu nhuŋgum gumurr-wanyu ŋunhuŋ nhäwum mala djämawu. Moriꞌ, ḏukṯukma ŋaya dhaŋu nhunu ŋarru yarrkthumana dhaŋu marim nyäku. Ŋarru ŋayapim ŋarru gayŋa dhaŋu nhuŋguwaynha yana djälwum malthun, ŋangawulnha nyäkuwayma ŋaya,” bitjanan nhan gayŋan bukumiŋganam.
MRK.14.37	Ga ḏirruwan nhan balaya guyurrꞌmiŋuwuḻ warrawuḻ nhanguwaywuḻ ga maḻŋꞌthumanam nhan dhanaliny gayŋiyinyaraḻin. Ga dhirrꞌyuwan nhan dhanaliny, bala nhan Betawuḻin garruwan bitjanan, “Wäy,
MRK.14.38	Djäka warra nhumaliŋguway, ga ḏämbumiŋgan warra God-Waŋarrwuḻin mä nhumaliny ŋarru banha ŋunhuŋ nhäyum birrkaꞌyun, nhumam ŋarru gayŋa dhäyam wanyun yana. Ḻinygu ŋayaŋum nhuŋgu gayŋa dhuwan djälmiyi nhunu ŋarru gayŋa dhäya wanyu yana, ŋarru rumbalma nhuŋgu dhuwan ganydjarrnharrayinan yalŋgiyinan,” bitjan.
MRK.14.39	Ga biyapulya nhan Djesu ŋarran ḏämbumiŋgandawu, ga bitjanya ḻinygu nhan ḏämbumiŋgan bilanyaya ḻinygu yana yän. 
MRK.14.40	Ga ṉakaman nhan, ga ḏirruwan bewaḻim bukumiŋgandaŋurum ga maḻŋꞌthumanam dhanaliny yakurrḻi yana, murrukayyun dhanaliny yakurryu bitjuwayiŋ bulukthuwan. Ga banha dhanal ḏurruwanam bala goṉayinan, ga ŋangawulnha dhanal nhangu ŋunhuŋ ḏämbu-ḏirrunmaranam.
MRK.14.41	Ga biyapulma nhan ḏämbu ḻurrkunꞌmin gumurr-ḏirruwan bukumiŋgandawu. Ga banha nhan ḏirruwanam bala garruwanam nhan bitjanan, “Ḻinygun yakurrŋurum warra guluwan! Walum dhaŋu galitjinan, nhan ŋarru bayiŋuyam yolŋuyu goŋ-guŋana banha Gulitjŋunham Walꞌŋu Yolŋuny barrakinymiwuḻin yolŋuwuḻ warrawuḻ. 
MRK.14.42	Maꞌ! Ḏurruwan warra ŋalma ŋarran. Nhäŋan warra, dhaŋun nhan banhayam yolŋu banha nhan guŋgaꞌyuwan dhanaliny ŋayathandawu nyäku.”
MRK.14.43	Ga ŋurruŋu-ḏalkarramiyu malaŋuyu ga rom-marŋgikunhamiyu warrayu ga Djuwwu ŋurru-warrundayŋuyu warrayu yänguwan waripuny yolŋuny warrany Djudatjkum ŋapawu malthundawu. Ga nhanmam gayŋan banha Djesum baḏak bitjuwayiŋ garruwan, bala nhanmam Djudatjma waythuwanan ŋapa-malamin. Ga ŋaykanam dhanal gayŋan banha malkarr, goŋ gaṉami, ga goŋ birkuꞌmi mala, ŋayathandawum nhangu Djesuwum. 
MRK.14.44	Ga ḻinygu nhan banha Djudatjthum dhanaliŋgu rakaran bitjan, “Banha yolnha ŋaya ŋarru burumunꞌ wälkum banhayanhan yolŋuny nhuma ŋarru ŋayathanma.”
