MAT.1.1	Bwen, aj ntzanije' kye tijajil Jesukrist aj tijajil Dawid aj tijajil Abran:
REV.3.2	Intetz eteb'e' ewitz b'ix intok esi' ek'u'j tzan tok mas b'an jwert exol te [aj galan] aj tzunx eq'i' etitza' per ch'inky tponaj tzan tpaj te aj n'ek'ulu' k'onti'l nqet tuj twitz Ntat. 
REV.3.3	Instzaj ena'o' aj oje xik xnaq'tza' etetz b'ix oje tz'ok echa'o'. Intqet ek'ulu' ikxji b'ix intjaw eky'ixpu' enab'lin. Qa nlay tz'ok esi' enab'l ti'j te nini, kyinpon eti'j iktza' jun eleq', b'ix k'onti'l eteb'en janik'b'a'n kyinpon eti'j.
REV.3.4	Per tzunx ate' junjun xjal exol etetz aj mina' tox ksamo' kyib' tuj te nya'tx galan. Kyetz okyeb'etel wuky'i'l tuky'i kyq'anaq saq
REV.3.5	Kye aj okyipa'tz b'ix oqtel te nya'tx galan kyitza', okyeb'etel wuky'i'l tuky'i kyq'anaq saq,
REV.3.6	Ntons etetz aj atok exkyin, instzaj echa'o' aj ntq'uma' te Txew Dios te etetz aj nkx'okslan.”
REV.3.7	Ntons, ax intqet atz'ib'a' ikxjani tuky'i te yolil nmandad
REV.3.8	Wetz web'en te aj n'ek'ulu', b'ix ma'tx qet nsi' ajna'l jun lamel cha jaqo' b'ix k'onti'l ab'l b'a'n tzan tlamon tetz. Anke etetz nya'tx jwert a'ix, per ma'tx qet etoksla' nyol b'ix k'onti'l oqet etewa' qa etotzqimin. 
REV.3.9	Kye aj ate' tuj tq'ab' Satanas, kye aj nkyq'uma' kyetz tijajil Israel per nya'tx, wetz ajna'l oqtel nk'ulu' tzan kyqet mejlet ewitz
REV.3.10	Komo etetz ma'tx qet etoksla' tuky'i nim epasens te aj oxik nq'uma', wetz okxtel nkolo' ti'j te aj nya'tx galan aj tzul kyajsik kyaqil xjal twitz tx'o'tx' k'ulul probar kyetz.
REV.3.11	Wetz kyinpon luwew; k'on kaj esi' aj n'etoksla' tzan k'on txik in te ekanab' tzan junky. 
REV.3.12	Kye aj okyipa'tz b'ix oqtel te nya'tx galan kyitza', wetz onk'ulu'tz tzan kyok jwert
REV.3.13	Ntons etetz aj atok exkyin, instzaj echa'o' aj ntq'uma' te Txew Dios te etetz aj nkx'okslan.”
REV.3.14	Ntons, ax intqet atz'ib'a' ikxjani tuky'i te yolil nmandad
REV.3.15	Wetz web'en te aj n'ek'ulu' b'ix k'onti'l nkyin'el etik'o'. Per ax nya'tx tuky'i jun tk'u'jlal nkxk'ulun jun tidi' te wetz; mejor-tal tzan wel etik'o' qatzun tzan ek'ulun galan te wetz tuky'i jun tk'u'jlalji.
REV.3.16	Per tzan tpaj etetz k'onti'l jun tumelil etuky'i'l, ni tuky'i jun tk'u'jlal ni k'onti'l nkyin'el etik'o', astilji okx'elax nxo'o' tuj ky'is naqe xa'awj.
REV.3.17	Etetz n'eq'uma': ‘Qetz b'an q'inon a'o', oje qo'ok b'an q'inon b'ix k'onti'l tidi' npaltin qetz.’ Per etetz k'onti'l n'el eniky', k'onti'l jun chewsb'il tuj etanim, b'ek'b'ajil ewitz, k'onti'l tidi' etetz, moy a'ix, b'ix sqitlikix. 
REV.3.18	Wetz oxe'l nsi' jun konsej etetz tzan eloq'on wuky'i'l jun oro aj txikomaj aj n'oken tzan etok b'an'ax q'inon, b'ix pe'eloq'on wuky'i'l eq'anaq saq tzan k'on eky'ixwik tzan k'on etok en sqitlikix, b'ix pe'eloq'on wuky'i'l jun eremey te ewitz tzan eka'yin. 
REV.3.19	Kkyaqil kye aj nkyeqet ngani', wetz nxik nyoli' te kyetz te aj nya'tx galan nkyk'ulu', b'ix nkyexik nkawi'.
REV.3.20	Intok esi' enab'l, wetz nkyinq'olb'en eti'j; qa at ab'l ma tzaj xhcha'o' nwi' b'ix okyintk'amo'tz, okyin'okex tuky'i'l b'ix qo'okelna qajyol qib'.
REV.3.21	Kye aj okyipa'tz iktza'x wetz owipaj, b'ix oqtel te nya'tx galan kyitza', oxe'l nsi' te kyetz tzan kywit'let junch'in wuky'i'l tuj nwit'lel ja' nkyink'ulun mandad, iktza'x wetz oqet te nya'tx galan witza' b'ix ma'tx kyinqet wit'let tuky'i ntat tuj twit'lel.
REV.3.22	Ntons etetz aj atok exkyin, instzaj echa'o' aj ntq'uma' te Txew Dios te etetz aj nkx'okslan.”»
REV.4.1	Ntons, ya ma ky'ik kyaqil nini, oxik wen twitz ka'j jaqo' tuq jun lamel, b'ix oxik ncha'o' junky'el twi' te xjal aj oxik nchan tb'ay. Tetz twi' iktza' trompet, nyolin tuq wuky'i'l, otzaj tq'uma' wetz ikxjani: «Pajatz tzani, b'ix wetz oxe'l nyek'u' yatz te aj oky'el mas yaj.» 
REV.4.2	B'eyxnajji oqet te Txew Dios wajsik b'ix oxik wen tuj ka'j jun wit'lelj te jun k'ulul mandad, b'ix tuj te wit'lelj wit'lik tuq jun xjal. 
REV.4.3	Ka'yin te aj wit'lik tuq tuj te twit'lel [nspoq'e'] iktza' ab'j jasp b'ix kornalin, b'ix pe'oni' tuq ti'j te twit'lel tuky'i jun kyaqmaljab' b'an ntxaqtxon tuq iktza' ab'j esmeralt.
REV.4.4	B'ix akyeqet tuq ti'j te wit'lelj sipa' kyib' kaj tuj kawnaq (24) wit'lelj b'ix oxik wen kyuj kye wit'lelj kaj tuj kawnaq (24) tijxjal, atok tuq kyq'anaq saq b'ix atjax kykoron pur xtx'otx'al oro. 
REV.4.5	B'ix tuj te wit'lelj [nink'ajchaq] n'etz tuq xhliky'lika'j, b'ix oxik ncha'o' txini naqe kywi' xjal tuky'i ray nkyetrenun tuq,
REV.4.6	B'ix twitzky te wit'lelj, b'an chq'aj b'ix nim twitz b'ix xtx'otx'al iktza' bidrio qatzun xtx'otx'al kristalji.
REV.4.7	Te tb'ay txkup iktza' jun leon, b'ix te tkab'i' iktza' jun tor, b'ix te toxi' te twitz iktza' twitz jun xjal, b'ix te tkaji' iktza' jun yoq'on nlipan. 
REV.4.8	B'ix kye kykajil txkup at tuq waqaq kxiky',
REV.4.9	B'ix oj txik kyq'uma' kye txkup te Qtata Dios mas nim tajwalil twitz kyaqil, b'ix oj tqet kyjiq'b'a' b'ix oj txik ksi' pixon te tetz te aj wit'lik tuj twit'lel b'ix itz'oj te jun-ele'x, 
REV.4.10	yaji kye aj kaj tuj kawnaq (24) tijxjal nkyeqet mejlet twitz te aj wit'lik tuj twit'lel b'ix itz'oj te jun-ele'x, b'ix nkyena'on tetz b'ix te kykoron aj telponx ti'j kyajwalil, nqet ksi' twitz, b'ix nxik tuq kyq'uma' ikxjani: 
REV.4.11	«Qajaw, Qtata Dios aj nxhstzaj qna'o', yatz at awoklen ti'j jun awajwalil b'an nim, b'ix at awoklen tzan aqet jiq'b'a' b'ix tzan sten kyaqil tuj aq'ab', tzan tpaj yatz oqet ak'ulu' kyaqil aj at, tzan tpaj ikxji yatz agan tuq b'ix ikxji oqet ak'ulu'.»
REV.5.1	Ntons tuj tb'anq'ab' te aj wit'lik tuj twit'lel aj ja' nk'ulun mandad, oxik wen jun u'j b'ochq'i' b'ix tz'ib'a' tuq kykab'il palaj, b'ix lamo' tuq tuky'i wuq lak'b'il. 
REV.5.2	B'ix oxik wen jun ángel nim tbalor nxik tuq tq'uma' kongan ikxjani: «¿Ab'l at toklen tzan tjaw tjaqo' te u'j b'ix tzan kyel tlok'pi' kye wuq lak'b'ilni?» 
REV.5.3	Per nijunwt tuj ka'j ni twitz tx'o'tx' ni tjaq' tx'o'tx', nijunwt at tuq toklen tzan tjaw tjaqo' te u'j ni tzan tjaw ten-wit ch'in. 
REV.5.4	Wetz b'an nkyin'oq' tuq tzan tpaj k'onti'l ab'l at tuq toklen tzan tjaw tjaqo' te u'j, ni tzan tjaw ten-wit ch'in. 
REV.5.5	Yaji jun tijxjal [kxol kye kaj tuj kawnaq (24) tijxjal] otzaj tq'uma' wetz ikxjani: «K'on xhch'oq'. [Te aj n'ok q'uma'] “Te Leon Aj Juda,” aj tijajil Dawid, tetz ma'tx kamb'an, b'ix at toklen tzan tjaw tjaqo' te u'j b'ix tzan kyel tlok'pi' kye wuq lak'b'il.»
REV.5.6	Yaji oxik wen tuj te wit'lelj b'ix kxol kye kaj txkup, b'ix kxol kye tijxjal, oxik wen jun tal moch
REV.5.7	Yaji tzaj tetz, oky'ik tk'amo' te u'j aj atqet tuq tuj tq'ab' te aj wit'lik tuq tuj twit'lel. 
REV.5.8	Ya ma ky'ik tk'amo' te u'j, kye kykajil txkup b'ix kye kaj tuj kawnaq (24) tijxjal eqet mejlet twitz te tal moch. Kkyaqil eq'i' tuq kyarp b'ix jun pomb'il pur xtx'otx'al oro nojnaq tuq tuky'i pom, b'ix te nini telponx aj nxik kxnaq'tza' [kyaqil] qerman aj pawame' te Qtata Dios.
REV.5.9	B'ix nxik kyb'itza' tuq jun b'itz ak'a'j ikxjani: «Yatz at awoklen tzan tjaw awin te u'j b'ix tzan kyel alok'pi' kye lak'b'il, tzan tpaj ochqet kansa' b'ix ikxji tuky'i achiky'el owel achojo' kchoj ky'ila'j xjal tzan kyok te Qtata Dios kxol kyaqil kyijajil xjal ja'chq, kyaqil yol, kyaqil amaq', kyaqil nasyon. 
REV.5.10	B'ix ma'tx ak'uluj tzan kykaj tuj tq'ab' Qtata Dios b'ix tzan kyten na'ol tetz kyaqil tyemp te jun-ele'x,
REV.5.11	Yaji oxik wen b'ix oxik ncha'o' kywi' ky'ila'j ángel sipa' kyib' ti'j te wit'lelj b'ix kye kykajil txkup b'ix kye tijxjal, b'ix b'an ky'ila'j mil tuq kyb'et, k'onti'l ob'antik kyajlet.
REV.5.12	Nxik tuq kyq'uma' b'an kongan ikxjani: «Te Tal Moch aj okamik, tetz at toklen ti'j tzan sten kyaqil tuj tq'ab', b'ix nim tq'inomal; at jun tnab'l tzan tb'isun tuj tume'l b'ix at jun tbalor; at toklen tzan tqet jiq'b'a' b'ix at nim xhchqitz'unal; tetz at toklen tzan kyyolin kyaqil galan ti'j.»
REV.5.13	B'ix ax oxik wen kyaqil a'e' aj at kyanq'in, kyaqil aj tk'ulb'en Qtata Dios twitz ka'j b'ix twitz tx'o'tx', tjaq' tx'o'tx', b'ix tuj te nim a' b'ix kyaqil tidi'chq aj at tuj, oxik ncha'o' nkyq'uma' tuq ikxjani: «Te aj wit'lik tuj twit'lel aj ja' nk'ulun mandad, aj n'ok q'uma' Te Tal Moch, inkyyolinxwit kyaqil galan ti'j, intqetxwit jiq'b'a', instenxwit tetz tajwalil mas nim twitz kyaqil, intokxwit kyaqil tuj tq'ab', intky'ikxwit ikxji tuj kyaqil tyemp te jun-ele'x.»
REV.5.14	Ntons yaji kye kykajil txkup nkyq'uma' tuq ikxjani: «Ikxjikixi'.» B'ix kye kaj tuj kawnaq (24) tijxjal eqet mejlet, b'ix ena'on te aj itz'oj te jun-ele'x.
REV.6.1	Ntons, wetz oxik we'e', b'ix owel tlok'pi' Te Tal Moch te tb'ay lak'b'il ti'j te u'j, b'ix oxik ncha'o' jun kxol kye aj kykajil txkup, oxik tq'uma' tuky'i jun twi' iktza' twi' ray ikxjani: «Qalan.» 
REV.6.2	Yaji oxik wen jun kway saqti'j,
REV.6.3	Ntons yaji, aj tel tlok'pi' Te Tal Moch te tkab'i' lak'b'il, oxik ncha'o' te tkab'i' txkup oxik tq'uma' ikxjani: «Qalan.» 
REV.6.4	B'ix owetz junky kway, per kyaqti'j, b'ix te aj iqa' tuq titza' oxik si' tajwalil tzan k'onky txik kyin kyib' kye xjal twitz tx'o'tx' tzan kykansan kyib'kyib'x, b'ix oxik si' jun nim tmachit kansb'il.
REV.6.5	Ntons yaji, aj tel tlok'pi' Te Tal Moch te toxi' lak'b'il, oxik nchan te toxi' txkup oxik tq'uma' ikxjani: «Qalan.» Yaji oxik wen jun kway q'eqti'j b'ix te aj iqa' tuq titza' eq'i' tuq jun libr malb'il
REV.6.6	B'ix oxik nchan twi' jun xjal aj nyolin tuq kxol kye kaj txkup, nxik tq'uma' tuq ikxjani: «A tgan twi' tk'u'j jun xjal te jun q'ij
REV.6.7	Ntons yaji, aj tel tlok'pi' Te Tal Moch te tkaji' lak'b'il, oxik nchan te tkaji' txkup oxik tq'uma' ikxjani: «Qalan.» 
REV.6.8	Oxik wen jun kway txa'x spaj b'ix te aj iqa' tuq titza', Kamikyj tb'i, b'ix te aj lapik tuq ti'j, tetz tb'i Aj Ja' Akyeqet Kyanim Kye Kamnaq, b'ix oxik si' kyajwalil kyi'j tkaji' part kye xjal twitz tx'o'tx' tzan kykansan kyetz tuky'i machit aj te q'ojb'il, b'ix tuky'i wa'ij b'ix yab'il b'ix tzan txkup aj nya'tx alo'mj-e'.
REV.6.9	Ntons yaji, aj tel tlok'pi' Te Tal Moch te tjweb'i' lak'b'il, oxik wen tjaq' te pomb'il te Qtata Dios, [tzi nkye'iyon tuq] kyanim kye aj ojetq tuq kyeqet kansa' tzan tpaj [nkyepakb'an tuq] tyol Qtata Dios b'ix tzan tpaj te tume'l aj nqet tuq kyyek'u'. 
REV.6.10	B'ix oxik kyq'uma' kongan ikxjani: «Qajaw, yatz b'an ch'inwt achoj b'ix jun chyolin. ¿Janik'b'a'n ak'uluj tuky'i akawb'il tuj aq'ab' tzan tel kchojo' kye aj nkyenajan twitz tx'o'tx' tzan tpaj jqetlen kykansa'na?»
REV.6.11	Ntons oxik si'let kyq'anaq saq, b'ix oxik q'uma' kyetz tzan kyojlan ch'inky max oj tjakon te kyajlal, oj kykamik txq'anky kyerman aj nkye'aq'unan te Qtata Dios b'ix aj okyeqtel kansa' iktza' kyetz.
REV.6.12	Ntons yaji, aj tel tlok'pi' Te Tal Moch te tqaqi' lak'b'il, yaji otzaj jun nim kab'junab', b'ix te q'ij owok q'eqmuqin naqe teb'l q'anq sak pit, b'ix te qya' owok [kyaq twitz] naqe kyik'.
REV.6.13	B'ix kye che'w twitz ka'j eb'ajtzaj tz'aqik twitz tx'o'tx', naqe twitz jun wi' igos oj tjaw kyito' tzan jun nim kyaq'iq' [ntzaj tilan kyaqil]. 
REV.6.14	B'ix te twitz ka'j oqetnaj iktza' jun tidi' n'el in [oj tmankun token],
REV.6.15	B'ix kye kywitzale' k'ulul mandad twitz tx'o'tx', b'ix kye aj b'an nim kyajwalil, b'ix kye a'e' k'ulul mandad kxol kye soldad, b'ix kye q'inon, b'ix kye aj at nim kybalor, b'ix kye aj mosime' b'ix kye aj ya nya'tx mosime', kyaqil kyetz oqex kyewa' kyib' tuj jul b'ix tuj peky twiwitz.
REV.6.16	B'ix nxik tuq kyq'uma' kye witz b'ix kye peky ikxjani: «Pe'eqet xitan qajsikna
REV.6.17	Ma'tx pon te q'ij tzan tjatz tq'oj b'ix ¿ab'l otipa'tz kyaqil ntzani?»
REV.7.1	Ntons, ya ma ky'ik kyaqil nini, oxik wen kaj ángel wa'lke' tuq tuj kykajil palaj te twitz tx'o'tx', nqet kymaqo' tuq te kykajil palaj ja' ntzaj te kyaq'iq' twitz tx'o'tx'
REV.7.2	B'ix oxik wen junky ángel ikja'n tjatz tuq tumelil aj ja' njakul te q'ij. Eq'i' tuq titza' jun tidi' tzan tok si'let techa'l [kyi'j kye xjal aj telponx q'apome' kyib'] te Qtata Dios, te Qtat aj at jun tanq'in. B'ix oxik tq'uma' tuky'i jun twi' b'an kongan kyuky'i kye kykajil ángel aj ojetq tuq xik si' kyajwalil tzan txik ksi' jun nya'tx galan ti'j te twitz tx'o'tx' b'ix ti'j te nim a', oxik tq'uma' ikxjani: 
REV.7.3	«K'on tz'ok ek'ulu' jun tidi' ti'j te twitz tx'o'tx' ni ti'j te nim a' ni kyi'j kye tze' max oj tokb'aj qsi' jun techa'l tajsik kywitz kye aj q'apo' kyib' te Qtata Dios.»
REV.7.4	B'ix oxik nchan jateb' tuq kyb'et kye aj owok si' jun kyecha'l, oxik ncha'o' oqal tuky'i kaj tuj oxqal mil (144,000) kyb'et tuq tzan kyaqil kxol kyaqil b'uch'uj tijajil Israel. 
REV.7.5	Te b'uch'uj aj tijajil Juda, kab'lajuj mil tuq (12,000) kye aj atok jun kyecha'l; te b'uch'uj aj tijajil Ruben, ax kab'lajuj mil tuqky (12,000); te b'uch'uj aj tijajil Gad, ax kab'lajuj milky (12,000); 
REV.7.6	b'ix te b'uch'uj aj tijajil Aser, ax kab'lajuj milky (12,000); te b'uch'uj aj tijajil Nep, ax kab'lajuj milky (12,000); te b'uch'uj aj tijajil Manases, ax kab'lajuj milky (12,000); 
REV.7.7	b'ix te b'uch'uj aj tijajil Simeón, ax kab'lajuj milky (12,000); te b'uch'uj aj tijajil Lewi, ax kab'lajuj milky (12,000); te b'uch'uj aj tijajil Isakar, ax kab'lajuj milky (12,000); 
REV.7.8	b'ix te b'uch'uj aj tijajil Sabulon, ax kab'lajuj milky (12,000); te b'uch'uj aj tijajil Chep, ax kab'lajuj milky (12,000); te b'uch'uj aj tijajil Minch, ax kab'lajuj milky (12,000).
REV.7.9	Ntons, ya ma ky'ik kyaqil nini, yaji oxik wen jun nim b'uch'uj xjal k'onti'l tuq nb'antik kyajlet, ja'chq tzajnaqe' tuj kyaqil nasyon b'ix ti'j kyaqil kyijajil xjal, b'ix tzajnaqe' tuj kyaqil amaq' b'ix tuj kyaqil yol; b'ix wa'lke' tuq twitz te twit'lel te aj nk'ulun mandad b'ix twitz [te aj n'ok q'uma'] Te Tal Moch, b'ix saq tuq kyq'anaq b'ix eq'i' tuq txaq rams kyitza'. 
REV.7.10	B'ix nxik tuq kyq'uma' kongan ikxjani: «Te aj ma qet kolon te qetz a te Qtata Dios aj wit'lik tuj twit'lel b'ix Te Tal Moch.» 
REV.7.11	B'ix kyaqil kye ángel sipa' kyib' ti'j twit'lel, b'ix kye tijxjal b'ix kye kaj txkup, kkyaqil kyetz eqet mejlet twitz te Qtata Dios tzan kyna'on tetz. 
REV.7.12	Nxik tuq kyq'uma' ikxjani: «¡B'an'ax ikxji! Inkyyolinxwit kyaqil galan ti'j tetz, instenxwit b'an nim tajwalil, b'ix at jun tnab'l tzan tb'isun tuj tume'l. Intxikxwit si' pixon tetz, b'ix intqetxwit jiq'b'a'. Instenxwit kyaqil tuj tq'ab', b'ix instenxwit tbalor. Intqetxwit na'o' te Qtata Dios te jun-ele'x. ¡Ikxji kixi'!»
REV.7.13	Ntons jun tijxjal otzaj tq'uma' wetz ikxjani: «Wen, kye aj atok kyq'anaq saqni, ¿ab'le'tzun? B'ix ¿ja' tzajnaqe'?» 
REV.7.14	Wetz oxik nq'uma' tetz: «Tat, yatz aweb'en.» Yaji tetz owajtz stzaq'b'e' wetzky ikxjani: «Kye aj ntzanije' a'e' kye aj oje tz'ok kyen twitz te b'an nim xhcho'nal.
REV.7.15	Astilji akyeqet twitz te Qtata Dios aj ja' wit'lik tuj twit'lel nk'ulun mandad, b'ix nkyena'on te tetz b'ajq'ij b'ix b'ajaq'b'il tuj tjay, b'ix tetz okyeqtel tkolo'.
REV.7.16	Ya nlay tz'ok kyen twitz wa'ij ni twitz tzakjel, b'ix te q'ij ya nlay qet kyajsik b'ix nlay tz'ok kyen twitz kyaq.
REV.7.17	Komo Te Tal Moch aj atqet tuj te wit'lelj oqtel tk'ulu' kwent
REV.8.1	Ntons yaji, aj tel tlok'pi' Te Tal Moch te twuqi' lak'b'il ti'j te u'j, owok jun rat b'an takun tuj ka'j qanq mey or.
REV.8.2	Ntons, yaji exik wen wuq ángel wa'lke' twitz Qtata Dios, b'ix oxik si' kyetz wuq trompet. 
REV.8.3	B'ix otzaj junky ángel, oqet wa'let twitz te pomb'il te Qtata Dios, te tz'e'sb'il aj pur xtx'otx'al oro aj atqet twitz te twit'lel [Qtat], b'ix te ángel eq'i' tuq titza' jun tqatel pom pur xtx'otx'al oro, b'ix oxik si' nim pom tetz tzan txik tq'apo' twi' te tz'e'sb'il junx tuky'i te kxnaq'tzb'en kkyaqil kye aj pawame' a'ox te tetz. 
REV.8.4	Tuj [te tqatel pom tuj] tq'ab' te ángel, ojax twitz Qtata Dios te tb'uqinal te pom tuky'i te kxnaq'tzb'en kye aj pawame' te Qtat. 
REV.8.5	Yaji te ángel ojaw stzyu' te pomb'il, oqex tnojsa' tuky'i txanq'a'l aj atqet tuq tuj te tz'e'sb'il,
REV.8.6	Ntons yatzun kye wuq ángel aj eq'i' tuq kye trompet kyitza', oqet kyk'ulu' listar kyib' tzan tok kyoq'sa'. 
REV.8.7	Te tb'ay ángel owok toq'sa' te strompet b'ix yaji otzaj xon twitz tx'o'tx' saqsb'aqon samo' tuky'i q'aq'
REV.8.8	Yaji te tkab'i' ángel owok toq'sa' te strompet, b'ix yaji jun tidi' iktza' jun witz ntilun tuq oxik xon tuj te nim a' b'ix te toxi' pedas te nim a' owok pur kyik', 
REV.8.9	b'ix eb'ajkamik te toxi' part kye txkup tuj te nim a', b'ix te toxi' part kye bark eb'ajponaj.
REV.8.10	Yaji te toxi' ángel owok toq'sa' te strompet, b'ix yaji otzaj tz'aqik twitz ka'j jun nim che'w ntilun iktza' jun q'aq',
REV.8.11	B'ix te che'w K'ay K'ul tuq tb'i, b'ix te toxi' part kye a' owok b'an k'ay, b'ix ky'ila'j xjal eb'ajkamik tzan tpaj te aj a' aj owok b'an k'ay.
REV.8.12	Yaji te tkaji' ángel owok toq'sa' te strompet, b'ix yaji oyab'tik te toxi' part te q'ij b'ix toxi' part te qya' b'ix toxi' part kye che'w twitz ka'j, te toxi' part te kyetz ya k'onti'l tuq nq'analin; ikxji k'onti'l owok xhk'atun te toxi' part te aq'b'il b'ix toxi' part te q'ij.
REV.8.13	Ntons, yaji oxik wen b'ix oxik ncha'o' jun yoq'on nlipan tuq twitz ka'j, nxik tuq tq'uma' ikxjani: «Laste', laste', laste' kye aj nkyenajan twitz tx'o'tx' tzan tpaj owokel kyoq'sa' naj kye oxky ángel kye kytrompetni.»
REV.9.1	Yaji te tjweb'i' ángel owok toq'sa' te strompet, b'ix yaji oxik wen [jun ángel naqe] jun che'w ojetq stzaj lank'an twitz tx'o'tx', b'ix oxik si' tetz tal te lamel jaqb'il te jul aj k'onti'l txe'. 
REV.9.2	B'ix ojaw tjaqo' te jul aj k'onti'l txe', b'ix ojatz jun chman sib' tuj naqe sib' tuj jun chman jorn, b'ix oqloljxb'ik twitz te q'ij b'ix kyaqil tuj kyaq'iq' tzan te sib' aj ojatz tuj te jul. 
REV.9.3	B'ix tuj te sib' ejatz xkuchi', exik twitz tx'o'tx' b'ix oxik si' ktx'ab'l
REV.9.4	B'ix oxik k'ulu' mandad tzan k'on kyk'ulun nya'tx galan ti'j awalj ni ti'j k'ul ni ti'j tze', sinoke a'ox kyi'j xjal aj k'onti'l atok jun kyecha'l aj owok si' tajsik kywitz aj telponx a'e' aj te Qtata Dios.
REV.9.5	B'ix exik k'ulu' mandad tzan k'on kyqet kykansa' sinoke cha a'ox tzan kyel ktx'a'o', tzan tok kyen kye xjal twitz nim xhcho'nal jweb' qya', b'ix te ktx'ab'l iktza' ktx'ab'l alakran oj tel tx'a'o' jun xjal. 
REV.9.6	Tuj aj tyempji kye xjal kygani'tz-tal tzan kykamik, per nlay kyekamik, b'ix okyjoyo'tz tume'l titza' tzan kykamik per nlay tz'oknoj tume'l titza' tzan kykamik. 
REV.9.7	B'ix kye xkuchi' iktza' tuq kway aj list-e' tzan kxik in q'ojiyon, b'ix tuj kywi' at tuq jun naqe kykoron xtx'otx'al oro, b'ix te kywitz naqe kywitz xjal.
REV.9.8	B'ix at tuq stzamal kywi' iktza' stzamal kywi' xuj, b'ix te twitz kye' iktza' twitz te' jun leon. 
REV.9.9	B'ix at tuq txayb'il kypech iktza' xtx'otx'al k'uxb'il, b'ix te kxiky' b'an nxumin tuq iktza' b'an ky'ila'j karret juk'u' tzan kway b'an nkyexumin ikja'n kxik q'ojiyon kyi'j kyajq'oj.
REV.9.10	B'ix te kyje' iktza' tuq tje' alakran, b'ix ax at tuq ktx'ab'l. B'ix oxik si' jun permis te kyetz tzan tok ksi' xhcho'nal kyi'j xjal tuky'i kyje', jweb' qya'. 
REV.9.11	B'ix te k'ulul mandad kyetz, a te ángel ti'j te jul aj k'onti'l txe',
REV.9.12	Te tb'ay nim xhcho'nal ma'tx ky'ik, per yaji oky'el kab'e'ky mas nim xhcho'nal twitz ntza'n.
REV.9.13	Yaji te tqaqi' ángel owok toq'sa' te strompet, b'ix yaji tuj te pomb'il aj xtx'otx'al oro aj atqet tuq twitz Qtata Dios, oxik nchan ntzaj yolin twi' jun xjal nink'ajchaq kye kykajil kach tajsik te tz'e'sb'il. 
REV.9.14	Nxik tuq tq'uma' tuky'i te tqaqi' ángel aj eq'i' tuq te trompet titza', kyi ikxjani: «Inkyel atzoqpi' kye kaj ángel aj tzyume' stzi' te chman a' aj tb'i Eufrátes.» 
REV.9.15	Ntons yatzun kye kaj ángel aj ojetq tuq kyeqet k'ulu' preparar te aj orji b'ix te aj q'ijji b'ix te aj qya'ji b'ix te aj aq'b'iji, exik tzoqpi' tzan tqet kykansa' te toxi' part kye xjal [twitz tx'o'tx']. 
REV.9.16	Ntons oxik wen b'an ky'ila'j soldad tajsik kway, kab'e' oqal miyon (200,000,000) tuq kyb'et; komo wetz oxik ncha'o' jateb' tuq kyb'et. 
REV.9.17	Ikxji oxik wen te aj owok joto' tuj nwitz, b'ix kye xjal tajsik kykway, atok tuq jun txayb'il kypech [kyaq] teb'l naqe q'aq' b'ix tuky'i teb'l [b'an txa'x] naqe ab'j jasint b'ix ax tuky'i teb'l [q'an q'eqmuqin] naqe asupr. B'ix kye kway, kyetz kywi' iktza' twi' jun leon b'ix tuj ktzi' n'etz tuq q'aq', sib' b'ix asupr. 
REV.9.18	Tzan tpaj ja ox xhcho'nal ntzani, eb'ajkamik te toxi' part kye xjal twitz tx'o'tx' tzan te q'aq' b'ix te sib' b'ix te asupr aj n'etz tuq tuj ktzi'.
REV.9.19	Komo kye kway b'a'n tuq tzan kykansan tzan tpaj te aj n'etz tuq tuj ktzi' b'ix tzan tpaj te kyje', komo te kyje' iktza' jun kan, at tuq kywi' b'ix nkye'ok'onsan tuq kye xjal. 
REV.9.20	B'ix yatzun kye txq'anky xjal aj k'onti'l eb'ajkamik tzan kye ja xhcho'nalni, tzan tpaj nini ni k'onti'l okaj kykola' tzan kyk'ulun nya'tx galan, b'ix k'onti'l okaj ksi' tzan kyna'on kye malspirit ni kywitz kyitzb'alil tidi'chq xtx'otx'al oro, plat, brons qatzun tidi' aj k'ulu' tuky'i ab'j qatzun tuky'i tze'ji, aj k'onti'l nb'antik kye'en b'ix ni tzan kcha'on b'ix ni tzan kyb'et.
REV.9.21	B'ix k'onti'l ojaw kky'ixpu' kynab'lin, k'onti'l okaj kykola' tzan kykansan ni tzan kchmanin ni tzan kyk'ajajin ni tzan kyelq'an.
REV.10.1	Ntons yaji, oxik wen junky ángel b'an nim tbalor ikja'n tuq tqetz tuj ka'j b'ix b'alq'i' tuq ti'j tuky'i muj, b'ix at tuq jun kyaqmaljab' tuj twi',
REV.10.2	Atox tuq tuj tq'ab' jun ch'i tal u'j jaqo' tuq. B'ix te ángel wa'lqet tuky'i toq aj tb'anq'ab' tuj te nim a', b'ix te toq aj tsurt twitz tx'o'tx'. 
REV.10.3	B'ix oxik tk'ulu' mandad b'an kongan iktza' oj tjulin jun leon, b'ix ya ma jaw siky'in te ángel, yaji oxik ncha'o' wuq ray nkyetrenun nkyeyolin. 
REV.10.4	Ya ma kye'el te kxlink'ub' kye wuq ray, wetz oqet tuq ntz'ib'a', per oxik nchan twi' jun xjal otzaj q'olb'en wi'j tuj ka'j, otzaj tq'uma' ikxjani: «Cha intqet awewa' te aj ma'tx kyq'umaj kye wuq rayni b'ix k'on qet atz'ib'a'.» 
